和歌	waka
シエラ	sierra
新一	shinichi
帰化	naturalizare
ボローニャ	bologna
ヤギ	capra
ヤギ	capra
ヤギ	caprine
ヤギ	caprele
ヤギ	capre
ワークショップ	ateliere
ワークショップ	atelierele
ワークショップ	atelier
ワークショップ	atelierul
ワーグナー	wagner
臨済宗	rinzai
慎吾	shingo
消耗	uzura
消耗	uzura
被告人	acuzat
被告人	acuzata
被告人	acuzat
被告人	inculpatul
被告人	parat
被告人	inculpat
バトン	baton
バトン	baston
バトン	bagheta
睡眠	dormi
睡眠	somn
モノクロ	monocrome
洗濯	spalarea
洗濯	spalare
洗濯	spalare
洗濯	spalatorie
ツル	crane
ツル	macara
リヒャルト	richard
吉沢	yoshizawa
裏側	inapoi
裏側	inapoi
裏側	back
裏側	spate
レズビアン	lesbiana
レズビアン	lesbiene
レズビアン	lesbienele
レズビアン	lesbiene
芸者	geisha
チャップリン	chaplin
吸気	inhalat
吸気	inhalare
祝福	binecuvantare
祝福	binecuvantarea
祝福	binecuvantarea
祝福	binecuvantarile
祝福	binecuvantari
祝福	binecuvantat
祝福	binecuvantata
林檎	mar
林檎	mere
林檎	mar
林檎	apple
視力	vederii
星空	instelat
ケット	ket
ロナルド	ronald
ランニング	rularea
ランニング	ruleaza
ランニング	alergand
高尾	takao
古谷	furuya
届出	notificare
届出	notificari
届出	notificarea
レスキュー	salvare
委嘱	delegatia
委嘱	delegarea
委嘱	delegare
委嘱	comisiei
委嘱	comisia
委嘱	comisie
委嘱	comision
アンドレア	andrea
アンドレア	andreea
パンダ	panda
パンダ	panda
ハク	haq
冗談	gluma
冗談	gluma
冗談	banc
冗談	glumesc
冗談	glumesc
お気に入り	preferat
お気に入り	favorit
お気に入り	favorite
お気に入り	favoritele
お気に入り	preferat
お気に入り	favorita
お気に入り	favorite
お気に入り	favorit
お気に入り	preferata
お気に入り	preferate
お気に入り	preferatele
お気に入り	favorite
お気に入り	favoritele
ロッカー	rocker
ロッカー	dulapul
トゥルー	adevarat
トゥルー	adevarat
ヨット	iaht
ヨット	yacht
ヨット	iahturi
シェーン	shane
ダイナミック	dinamica
ダイナミック	dinamice
ダイナミック	dinamica
ダイナミック	dinamic
ラバウル	rabaul
勝浦	katsuura
飛行船	dirijabil
陶芸	ceramica
陶芸	ceramica
エリオット	elliott
エリオット	elliot
フットサル	futsal
消去	stergerea
ストライカー	atacant
ストライカー	striker
真木	maki
バイザー	vizorul
バイザー	vizor
ハンプシャー	hampshire
テント	corturile
テント	corturi
テント	cort
テント	cortul
リソース	resursa
リソース	resursa
リソース	resurse
リソース	resursele
リソース	resurse
粛清	epurare
崇拝	cult
崇拝	venera
ワトソン	watson
値段	pret
値段	pretul
値段	pretul
値段	pret
藤森	fujimori
快適	confortabil
快適	confortabila
快適	confortabil
足跡	amprenta
ロベール	robert
バスケ	basket
バスケ	baschet
獣医	veterinari
獣医	veterani
獣医	veterinar
獣医	veterinar
房総	boso
ヴァージン	fecioara
ヴァージン	virgina
ヴァージン	fecioara
ヴァージン	virgina
ヴァージン	virgin
石黒	ishiguro
和音	coarda
和音	coarda
帝政	empire
帝政	imperiul
帝政	imperiu
帝政	imperiului
動揺	suparat
動揺	suparata
動揺	suparat
タブレット	comprimat
タブレット	tableta
タブレット	tableta
麻酔	anestezia
麻酔	anestezie
人魚	sirena
人魚	sirena
ジュエル	bijuterie
ジュエル	jewel
サンチェス	sanchez
サンチェス	sánchez
文字通り	literalmente
文字通り	literal
目的地	destinatia
目的地	destinatie
目的地	destinatie
目的地	destinatia
マルチメディア	multimedia
オーラ	aura
オーラ	aura
ディープ	adanc
ディープ	profund
ディープ	adanca
ディープ	adanc
マリアナ	mariana
アマゾン	amazon
義雄	yoshio
年数	ani
年数	anii
サイコロ	zaruri
不自然	nefiresc
コロナ	coronale
コロナ	corona
切符	bilete
切符	biletele
切符	tichet
切符	bilet
切符	biletul
教義	dogma
教義	crez
教義	creed
教義	crezul
教義	doctrina
オメガ	omega
富豪	milionari
両面	duplex
地雷	minele
ホッケー	hockey
ホッケー	hochei
かもめ	pescarus
マダガスカル	madagascar
事績	realizari
事績	realizarile
事績	realizari
事績	realizare
キタ	kita
上告	recurs
上告	apel
トレイル	traseu
臓器	organe
臓器	organele
臓器	orga
臓器	organe
臓器	orga
臓器	organ
臓器	organul
コロンボ	colombo
水銀	mercury
水銀	mercur
水銀	mercurul
ニース	nice
ニース	frumos
ホモ	homo
ユニーク	unicat
ユニーク	unic
ユニーク	unice
ユニーク	unici
ユニーク	unica
ステアリング	directie
敏郎	toshiro
城郭	castele
アドリア	adria
浄化	purificare
浄化	purificarea
浄化	purifica
音節	silaba
音節	silabe
シダ	fern
大洲	ozu
炎症	inflamatorii
炎症	inflamarea
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	frecare
ドーン	dawn
ドーン	zorii
ドーン	zori
芝生	gazon
芝生	peluza
芝生	peluza
エヴァンゲリオン	evangelion
悪役	ticalos
悪役	raufacator
実効	eficacitate
実効	eficacitatea
実効	eficienta
実効	eficace
実効	eficient
実効	efectiva
セナ	senna
アルマ	alma
ルナ	luna
オリオン	orion
謙信	kenshin
ルーシー	lucy
ウィリー	willy
ステータス	stare
ステータス	starea
ステータス	status
ステータス	statutul
ステータス	statut
アロン	aaron
アロン	aron
四川省	sichuan
柔軟	flexibilitate
柔軟	flexibilitatea
イングリッシュ	engleza
イングリッシュ	engleza
イングリッシュ	romanian
浮気	infidelitatea
浮気	infidelitate
浮気	inselat
マッサージ	masaje
マッサージ	masajul
マッサージ	masaj
劣化	deteriorare
劣化	deteriorarea
劣化	degradarea
劣化	degradare
工具	instrument
工具	unealta
上海市	shanghai
オナニー	masturbare
オナニー	masturbarea
裁量	discretionare
クイック	repede
クイック	rapid
リニア	liniar
リニア	liniare
リニア	liniara
ワタ	speciosa
留守	rusu
ラーマ	lama
ラーマ	rama
サカ	saka
接着	aderenta
サンプリング	esantionul
サンプリング	mostra
サンプリング	proba
サンプリング	esantion
サンプリング	proba
サンプリング	esantionarea
サンプリング	esantionare
必死	disperat
必死	disperata
失効	expirat
失効	expirate
失効	expirare
失効	expirarea
ねずみ	mouse
経典	sutre
経典	sutra
オセアニア	oceania
大気圏	atmosfera
大気圏	atmosfera
不審	suspicios
不審	suspecte
不審	suspect
リサイクル	recicla
リサイクル	reciclare
リサイクル	reciclarea
チェン	cheng
隠す	ascunde
グラフィックス	grafice
グラフィックス	grafica
グラフィックス	grafica
マニ	mani
カモ	rate
カモ	duck
カモ	rata
カモ	rata
カモ	rata
無意味	inutil
ビーズ	margele
旋風	vartej
無敗	neinvins
精製	rafinat
精製	rafinata
精製	rafinate
精製	rafineaza
精製	rafinare
責め	vina
スナック	gustare
スナック	snack
スナック	gustarea
スナック	gustari
スナック	snacks
グリップ	prindere
グリップ	strangere
ペダル	pedala
アレクサンドロス	alexandru
アレクサンドロス	alexander
ビザ	vize
ビザ	visa
ビザ	viza
ビザ	viza
紀子	noriko
トレス	tres
スタック	stack
スタック	teanc
ヴァルター	walther
ヴァルター	walter
悪性	maligne
満期	maturitate
満期	maturitatea
満期	scadenta
強要	constrangere
強要	constrangere
地球人	pamantean
隙間	lipsuri
隙間	lacune
ギャンブル	gamble
オリバー	oliver
庇護	patronajul
長谷	hase
ハリソン	harrison
フリート	flotei
フリート	flota
フリート	flota
風力	gale
強姦	viol
強姦	violuri
強姦	rapita
強姦	violul
湖畔	lakeside
センチュリー	secolul
センチュリー	secol
センチュリー	century
リカルド	ricardo
スルタン	sultanul
スルタン	sultan
バッグ	sac
バッグ	punga
バッグ	punga
バッグ	geanta
バッグ	pungi
バッグ	bagajele
バッグ	saci
バッグ	genti
バッグ	genti
画質	calitate
画質	calitatea
飽和	saturatie
飽和	saturate
飽和	saturat
シャア	sha
カヤ	kaya
福音書	evanghelia
ユニバーシアード	universiada
侮辱	insulta
侮辱	insulta
ロブ	rob
ロブ	robb
ダーウィン	darwin
乗馬	calarind
粘土	argila
粘土	lut
粘土	clay
幸一	koichi
占有	posesie
占有	posesia
シュウ	oxalic
モナ	mona
信雄	nobuo
肝臓	ficatul
肝臓	ficat
アンゴラ	angola
味噌	miso
ノック	knock
ノック	nok
ジェシカ	jess
ジェシカ	jessica
真ん中	mijloc
ペイント	vopsele
ペイント	vopsea
ペイント	picteaza
ピーチ	piersici
ピーチ	piersica
ピーチ	piersica
ピーチ	peach
滑らか	netede
滑らか	neted
滑らか	lina
滑らか	neteda
ハイランド	highland
クッパ	bowser
完備	completa
完備	completa
完備	complete
完備	complet
白血病	leucemie
アングル	unghi
アングル	unghiul
アングル	unghiuri
アングル	unghiurile
冷たい	frig
冷たい	reci
冷たい	rece
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ディーラー	traficant
ディーラー	dealer
デーモン	daemon
デーモン	demon
ナイス	nice
ナイス	frumos
ケヴィン	kevin
信条	crez
信条	creed
信条	crezul
入札	licitat
シルエット	silueta
シルエット	silueta
エディンバラ	edinburgh
中性子	neutron
処方	prescriu
処方	prescrie
パノラマ	panorama
パノラマ	panorama
パノラマ	panoramica
クルト	kurt
反復	repetarea
反復	repetare
反復	iteratie
共存	coexista
ネイティブ	nativ
ネイティブ	nativa
ネイティブ	nativi
ネイティブ	native
祐子	yuko
ヴィレッジ	satul
ヴィレッジ	village
ヴィレッジ	satului
ヴィレッジ	sat
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentin
バレンタイン	valentine
パチ	pati
ボルドー	bordeaux
ヴァンパイア	vampirul
ヴァンパイア	vampir
受け取り	primit
受け取り	primite
受け取り	primita
風刺	satira
仲裁	arbitraj
顕微鏡	microscop
検察官	acuzare
検察官	acuzarea
検察官	procuror
検察官	procurorul
ボトル	sticlele
ボトル	sticle
ボトル	sticla
ボトル	sticla
ボトル	flacon
ダイハツ	daihatsu
神風	kamikaze
クォーター	trimestrul
クォーター	trimestru
クォーター	sfert
グリッド	grila
グリッド	grila
リチウム	litiu
わがまま	egoiste
わがまま	egoista
わがまま	egoism
わがまま	egoist
ラバー	cauciuc
便所	toaletele
便所	toalete
インタラクティブ	interactiv
インタラクティブ	interactive
セール	vanzare
セール	vanzare
セール	vanzarea
セール	vanzari
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	hartie
用紙	hirtie
用紙	hartie
パラオ	palau
ミナ	mina
快楽	placerea
快楽	placere
快楽	placerea
快楽	placere
ヒール	vindeca
ヒール	vindeca
ヒール	calcai
ヒール	toc
ヒール	tocul
ヒール	calcaiul
しみ	petele
しみ	pata
しみ	pata
きれい	curat
きれい	curata
きれい	curata
きれい	curate
きれい	clean
気球	balonul
気球	balon
百合子	yuriko
ディラン	dylan
リンパ	limfatice
リンパ	limfatic
リンパ	limfatici
リンパ	limfatic
メンフィス	memphis
フィルタ	filtru
フィルタ	filtrare
フィルタ	filtreaza
フィルタ	filtrul
フィルタ	filtre
ヴォルフガング	wolfgang
チコ	chico
蒸発	evaporat
蒸発	evapora
蒸発	evaporare
ココ	coco
ココ	koko
スクリュー	surub
祈祷	rugaciune
祈祷	rugaciunea
祈祷	rugaciunea
祈祷	rugaciune
募金	donare
募金	donatie
募金	dona
募金	donez
募金	doneaza
募金	donatii
智之	tomoyuki
オリエント	orient
オーランド	åland
オーランド	orlando
作物	recolte
作物	culturile
作物	culturi
パウンド	lira
パウンド	lira
シャーロック	sherlock
スタッド	stade
スタッド	armasar
ギガ	giga
リッター	ritter
逸脱	deviant
村人	sateni
村人	satenii
参道	abordarea
参道	abordare
飢饉	foametea
飢饉	foamete
ピストル	pistol
和久	kazuhisa
ブランチ	creanga
ブランチ	ramura
ブランチ	filiala
ブランチ	sucursala
ブランチ	branch
別館	anexa
別館	anexa
聖歌	imn
聖歌	imnuri
漁師	pescarii
漁師	pescarilor
漁師	pescari
漁師	pescar
漁師	pescarul
ガーナ	ghana
ミレニアム	mileniu
ミレニアム	millennium
ミレニアム	mileniului
なぜなら	deoarece
塩素	clor
釈迦	shaka
マリノス	marinos
つぼみ	boboci
つぼみ	muguri
ジェニファー	jennifer
クレイグ	craig
パッチ	plasturi
パッチ	plasture
パッチ	petic
パッチ	patch
アイザック	isaac
美学	estetica
美学	estetica
死別	vaduv
死別	vaduva
筆記	scrisa
筆記	scris
筆記	scrise
筆記	scrisa
筆記	scrierea
筆記	scriind
筆記	scriere
筆記	scriu
セバスチャン	sebastian
レコーダー	recorder
ダイアナ	diana
リハビリ	reabilitare
リハビリ	reabilitarea
バーゼル	basel
テリア	terrier
苦情	plangerile
苦情	plangeri
苦情	plangerea
苦情	plangere
代名詞	pronume
静脈	vene
静脈	venele
静脈	vena
静脈	vena
チューン	melodie
ノルマンディー	normandia
ハウ	howe
合法	legitim
開示	divulgarea
開示	dezvaluirea
開示	dezvaluire
信之	nobuyuki
エデン	eden
デザート	desertul
デザート	desert
デザート	desert
デザート	desertul
デザート	desert
デザート	deserturi
動脈	arteriala
動脈	artera
動脈	artera
動脈	arterele
動脈	artere
ツイッター	twitter
発熱	febra
発熱	febra
リュック	rucsacul
リュック	ghiozdan
リュック	rucsac
リュック	luc
忍び	shinobi
織物	textile
織物	textil
織物	tesut
織物	textile
ペスト	ciuma
ペスト	ciuma
ペスト	plaga
ペスト	pacoste
ペスト	pesta
礼儀	amabilitate
礼儀	amabilitatea
礼儀	curtoazie
ボンド	bond
グロス	bruta
グロス	brut
ヴィーナス	venus
ゴリラ	gorila
ゴリラ	gorila
ゴリラ	gorile
ゴリラ	gorilele
リサイタル	considerentul
リサイタル	recitalul
リサイタル	recital
リサイタル	considerent
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
ニトロ	nitroglicerina
ジュゼッペ	giuseppe
竜巻	tornado
竜巻	tornada
竜巻	tornada
竜巻	tornade
健治	kenji
ダイヤル	formeaza
ダイヤル	formeaza
ダイヤル	apelare
ダイヤル	apelarea
唱える	scandand
苦悩	agonia
苦悩	agonie
ゴリ	gori
ゴア	goa
ゴア	gore
ネブラスカ	nebraska
ポロ	polo
日没	apus
日没	sunset
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	cinele
ディナー	cinei
ディナー	cina
ディナー	cina
白金	platina
パラグアイ	paraguay
パラグアイ	paraguayan
ブカレスト	bucuresti
ブカレスト	bucuresti
ブカレスト	bucuresti
不信	neincrederea
不信	neincredere
ジェシー	jesse
オオカミ	lup
オオカミ	wolf
オオカミ	lupul
コンタクト	contact
コンタクト	contacteaza
コンタクト	contactul
バスケット	cos
バスケット	cos
ザルツブルク	salzburg
万里	wanli
特製	specialitate
特製	specializare
特製	specialitatea
快感	placerea
快感	placere
快感	placerea
快感	placere
叔母	matusa
叔母	matusa
空想	fancy
空想	fantezie
パーソナル	personal
パーソナル	personala
パーソナル	personala
パーソナル	personale
百姓	tarani
段落	paragraf
段落	paragraful
段落	paragrafe
ハーモニー	armonia
ハーモニー	armonie
ハーモニー	harmony
アイディア	idee
アイディア	ideea
アイディア	idea
アイディア	idei
アイディア	ideile
タイラー	tyler
アンプ	amplificator
アンプ	amplificatoare
宝物	comori
宝物	comorile
宝物	comoara
宝物	comoara
宝物	comori
礼子	reiko
マルクス主義	marxism
サーブ	servi
サーブ	serveste
サーブ	servesc
サーブ	saab
イワン	ivan
ギフト	daruri
ギフト	cadouri
ギフト	cadou
ギフト	cadoul
理性	motivul
理性	motiv
恨み	ranchiuna
恨み	pica
恨み	resentimente
ビスマルク	bismarck
構文	sintactica
構文	sintaxa
ミキ	miki
アインシュタイン	einstein
申し立て	contestata
申し立て	contestat
申し立て	disputa
申し立て	contesta
申し立て	disputa
申し立て	litigiu
エミリー	emily
安い	zgarcit
安い	ieftin
安い	ieftina
安い	ieftine
スラッシュ	slash
アミューズメント	amuzament
ハーレム	harlem
サンズ	sands
サンズ	nisipuri
サンズ	nisipurile
ガイ	guy
ガイ	tip
プラット	platt
プラット	pratt
プラット	platte
矯正	corectii
バタフライ	butterfly
バタフライ	fluture
バタフライ	fluturele
バタフライ	fluturi
修業	ucenicia
最小限	minimiza
最小限	minima
最小限	minime
最小限	minim
エレナ	elena
家光	iemitsu
クイーンズ	reginele
クイーンズ	regine
クイーンズ	queens
コサック	cazaci
コサック	cazac
スペル	ortografie
スペル	vraja
スペル	vraja
チャレンジャー	challenger
ホワイトハウス	whitehouse
修一	shuichi
プロポーズ	propune
プロポーズ	propunere
プロポーズ	propunerea
パラレル	paralel
パラレル	paralela
パラレル	paralele
パラレル	paralela
サザン	southern
サザン	sudic
サザン	sudul
図形	geometria
図形	geometrie
図形	forma
図形	forma
ゲノム	genomului
デイヴ	dave
ドッキング	andocare
ドッキング	andocare
マダム	doamna
マダム	doamna
平沢	hirasawa
トレント	trent
アーセナル	arsenalul
アーセナル	arsenal
アトランティック	atlantic
アトランティック	atlanticul
アトランティック	atlanticului
美保	miho
メチル	metil
幸田	koda
おば	matusa
おば	matusa
腐敗	descompunerea
腐敗	descompunere
ベイビー	iubire
ベイビー	baby
ベイビー	copil
ベイビー	iubito
ベイビー	bebe
備後	bingo
キルギス	kargazstan
とにかく	oricum
アダムス	adams
ブライト	luminos
ブライト	bright
トレーラー	remorca
トレーラー	remorca
トレーラー	rulota
トレーラー	rulota
トレーラー	trailer
毛皮	blana
毛皮	blana
コロシアム	coliseum
コロシアム	colosseum
シンフォニー	simfonie
シンフォニー	simfonia
選任	programare
選任	numire
選任	numirea
選任	alegeri
ゴールキーパー	portar
ゴールキーパー	portarul
マグマ	magma
条文	furnizarea
条文	dispozitie
条文	dispozitii
条文	prevederi
条文	provizioane
ニクソン	nixon
マリオン	marion
ごみ	gunoi
ごみ	gunoaie
ごみ	gunoiul
ハーブ	herb
ハーブ	ierburi
フィアット	fiat
ドロシー	dorothy
カッター	taietor
カッター	cutter
ヒスパニック	hispanic
一律	uniform
チェ	choi
チェ	che
フェンダー	fender
キール	kir
キール	keel
ジョーク	gluma
ジョーク	gluma
ジョーク	banc
ジョーク	glume
ジョーク	bancuri
フォスター	foster
みさき	misaki
クロスオーバー	crossover
孵化	hatch
孵化	trapa
コウモリ	bat
コウモリ	liliac
コウモリ	bate
コウモリ	lilieci
コウモリ	liliecii
バチカン	vaticanul
バチカン	vaticanului
バチカン	vatican
バール	barul
バール	bar
編み	impletituri
ヴィラ	vila
ヴィラ	vila
ヴィラ	vila
ヴィラ	villa
ヴィラ	vile
ユーモア	umorul
ユーモア	umor
ユーモア	umorul
ユーモア	umor
溶液	solutie
溶液	solutie
溶液	solutia
転覆	rastoarne
転覆	rasturnarea
ウイスキー	whiskey
ウイスキー	whisky
ウイスキー	whisky
バッド	rau
バッド	bad
バッド	rau
バッド	rea
ナシ	para
ナシ	para
ナシ	pere
アレクセイ	aleksei
アレクセイ	alexei
アレクセイ	aleksei
アレクサンドリア	alexandria
ファゴット	fagot
エリザベート	elisabeth
エリザベート	elisabeta
借用	imprumut
誠実	sinceritatea
誠実	sinceritate
コンポーネント	componenta
コンポーネント	componenta
コンポーネント	componente
コンポーネント	componentele
聴覚	audiere
聴覚	auz
聴覚	audierea
聴覚	auzul
簡潔	concis
むつ	mutsu
清和	seiwa
トリガー	tragaci
トリガー	declansare
イベリア	iberia
武内	takeuchi
古事記	kojiki
イーグルス	vulturi
イーグルス	eagles
イーグルス	vulturii
石坂	ishizaka
チューリップ	lalele
チューリップ	lalea
舞子	maiko
ガッツ	tupeu
ガッツ	curaj
レニングラード	leningrad
吉見	yoshimi
リップ	rupe
リップ	rup
リップ	rip
コルト	colt
プランニング	planificare
プランニング	planificarea
曲面	suprafata
曲面	suprafata
曲面	suprafata
曲面	suprafata
曲面	suprafata
煉瓦	caramizi
煉瓦	brick
煉瓦	caramida
煉瓦	caramida
ペイン	paine
ペイン	payne
ペイン	durerea
ペイン	durere
ペイン	dureri
薬剤師	farmacistul
薬剤師	farmacist
自律	autonoma
自律	autonome
自律	autonom
ポツダム	potsdam
ニコル	nicol
ニコル	nicole
ハーグ	haga
プロヴァンス	provence
ミーティング	reuniuni
ミーティング	intruniri
ミーティング	intalniri
ミーティング	intalniri
ミーティング	intalnire
ミーティング	intalnirea
ミーティング	intalnire
カーペット	covoarele
カーペット	covoare
カーペット	covor
モンタナ	montana
カビ	mucegai
カビ	mucegai
ギャップ	lipsuri
ギャップ	lacune
ギャップ	decalaj
ギャップ	gap
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	vehiculele
乗り物	vehicule
乗り物	vehiculul
乗り物	vehicul
ダニ	tic
ダニ	dani
伊奈	ina
暖房	incalzire
暖房	incalzire
数量	cantitatile
数量	cantitati
数量	cantitatea
数量	cantitate
倍率	marire
江蘇省	jiangsu
中級	intermediare
中級	intermediar
中級	intermediara
パンドラ	pandora
チャイコフスキー	ceaikovski
カナリア	canari
カナリア	canare
カナリア	canar
テンプル	templul
テンプル	templu
テンプル	temple
偽造	contrafacute
エメラルド	smaralde
エメラルド	smarald
エメラルド	emerald
テレサ	teresa
テレサ	tereza
テレサ	theresa
テレサ	tereza
マッカートニー	mccartney
パタゴニア	patagonia
太い	groase
太い	gros
太い	groasa
太い	grosime
アニー	annie
ベルン	berna
ベルン	bern
コックピット	carlinga
匂い	miros
匂い	miroase
精神病	psihoza
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ナラ	nala
ゲーテ	goethe
オスカル	oscar
春野	haruno
ケニー	kenny
アスファルト	asfaltul
アスファルト	asfalt
サラダ	salate
サラダ	salata
サラダ	salata
エクアドル	ecuadorian
エクアドル	ecuador
制動	franare
和尚	osho
河北省	hebei
ルワンダ	rwanda
ドーピング	dopaj
シューマン	schumann
シューマン	schuman
進藤	shindo
十字路	rascruce
レナード	leonard
グライダー	planor
グライダー	planoare
ベルナール	bernard
エンリケ	enrique
ひどい	groaznic
ひどい	teribil
ババ	baba
ババ	baba
ババ	bubba
ポーツマス	portsmouth
オスロ	oslo
ヴァンガード	vanguard
ヴァンガード	avangarda
モニカ	monica
モニカ	monika
スペシャリスト	specialist
スペシャリスト	specialistul
リガ	riga
軍備	armamentul
軍備	armament
ロコ	loco
パワフル	puternica
パワフル	puternic
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioactivitate
放射能	radioactivitatea
ギニー	guinee
ペレス	perez
ペレス	pérez
泣く	plange
泣く	plang
泣く	plangi
泣く	plangand
泣く	plans
泣く	plansul
インディー	indie
田尻	tajiri
ペガサス	pegasus
ディエゴ	diego
観念	idee
観念	ideea
観念	idea
叫ぶ	striga
叫ぶ	striga
ケネス	kenneth
シャドウ	shadow
シャドウ	umbra
シャドウ	umbra
発送	expediere
発送	dispecer
発送	dispeceratul
マンガン	mangan
教訓	lectie
教訓	lectie
ポッター	potter
ハト	porumbeii
ハト	porumbei
ハト	porumbel
ハト	porumbelul
ハト	porumbei
スモール	mic
スモール	mica
スモール	micii
スモール	mici
パルコ	parco
給料	salariu
給料	salariul
給料	salar
打楽器	percutie
直也	naoya
エドワーズ	edwards
スズ	tinichea
スズ	tin
スズ	staniu
スズ	tabla
ベネット	bennett
ミミ	mimi
肩書	titlul
肩書	titlu
忠雄	tadao
ダライ	dalai
コンペティション	competitie
コンペティション	concurs
コンペティション	concurenta
コンペティション	concurenta
役立つ	util
役立つ	utila
世俗	seculare
成虫	imago
ドリンク	bea
ドリンク	bautura
ドリンク	bauturile
ドリンク	bauturi
ドリンク	bauturi
子宮	uter
子宮	uterul
子宮	pantece
子宮	pantecul
子宮	uter
慶喜	yoshinobu
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigare
航法	navigatie
航法	navigatie
みやこ	miyako
太宰	dazai
下水道	canalizare
下水道	canalizare
カザン	kazan
由良	yura
シアン	cyan
シェパード	shepherd
シェパード	ciobanesc
シェパード	cioban
シェパード	pastor
シェパード	shepard
贈り物	daruri
贈り物	cadouri
贈り物	cadou
贈り物	cadoul
退位	abdicarea
退位	abdicat
退位	abdice
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
検閲	cenzura
検閲	cenzurat
検閲	cenzura
検閲	cenzura
オペレーション	operatiuni
オペレーション	operatiuni
オペレーション	operatii
オペレーション	operatie
オペレーション	operatiune
オペレーション	operatiunea
オペレーション	operatiunea
ガーディアン	gardian
ガーディアン	tutore
ガーディアン	pazitor
ガーディアン	guardian
小麦	grau
小麦	grau
物事	lucrurile
物事	lucruri
ブイ	geamandura
描画	desenul
描画	desen
描画	desenez
ノンストップ	nonstop
パレット	paleta
パレット	paleta
マギー	maggie
フューチャー	viitorul
フューチャー	viitoare
フューチャー	viitor
狂気	nebunie
狂気	nebunia
リマ	lima
懸賞	premii
懸賞	premiile
ストーカー	stalker
薬師	yakushi
ロバ	magari
ロバ	magarii
ロバ	magar
ジュリー	julie
大麻	canabis
村落	sate
村落	satele
村落	satul
村落	village
村落	satului
村落	sat
大隈	okuma
生態系	ecosistemului
生態系	ecosistem
生態系	ecosistemelor
かわいい	draguta
かわいい	dragut
かわいい	dragut
モニュメント	monumente
モニュメント	monumentele
モニュメント	monumentul
モニュメント	monument
ジャッジ	judge
ジャッジ	judecator
ジャッジ	judeca
ジャッジ	judecatoare
ジャッジ	judecator
注入	infuzie
注入	perfuzie
ピエモンテ	piemonte
ローラン	laurent
ファインダー	finder
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramento
サクラメント	sacrament
マジカル	magice
マジカル	magic
マジカル	magica
リクルート	recrut
リクルート	recruteaza
リクルート	recruta
ソート	sorta
ソート	sortare
ソート	sortare
覚書	memorandumul
覚書	memorandum
サンダー	thunder
サンダー	tunetul
サンダー	tunete
サンダー	tunet
紅茶	tea
紅茶	ceai
紅茶	ceaiul
デア	der
ノーラン	nolan
信じる	crede
ピッコロ	piccolo
ヴィンセント	vincent
ハイライト	subliniat
ハイライト	evidentiat
ハイライト	repere
ハイライト	subliniaza
ハイライト	subliniez
ハイライト	evidentiaza
フェスタ	festa
マシーン	masina
ポーラ	paula
船首	arc
船首	plecaciune
船首	arcul
船首	bow
暗闇	intunericul
暗闇	intuneric
暗闇	intuneric
エスパーニャ	españa
マーチン	martin
八田	hatta
リラ	lira
リラ	rila
刺し	injunghiere
せり	licitatii
リベラル	liberali
リベラル	liberale
リベラル	liberala
リベラル	liberal
ゼルダ	zelda
プロローグ	prolog
果物	fructul
果物	fructe
果物	fructele
果物	fruct
果物	fructe
果物	fructele
おじ	unchiul
おじ	unchi
おじ	unchii
おじ	unchi
爬虫類	reptile
爬虫類	reptila
爬虫類	reptile
爬虫類	reptilele
芭蕉	basho
共感	empatie
五つ	five
五つ	cinci
小津	ozu
税金	impozite
税金	taxa
税金	tax
税金	taxa
税金	impozit
税金	impozitele
税金	impozite
税金	taxe
税金	taxele
登る	urca
隔離	izolare
隔離	izolarea
バーレーン	bahrain
球体	sfera
球体	sfera
領事	consul
領事	consulul
未熟	imatur
不便	incomod
不便	neplacere
不便	inconvenient
ブラームス	brahms
ベルマーレ	bellmare
伸一	shinichi
キャメロン	cameron
染め	vopsit
染め	vopsite
マーキュリー	mercury
マーキュリー	mercur
マーキュリー	mercurul
知識人	intelectuali
知識人	intelectuale
知識人	intelectuali
知識人	intelectual
知識人	intelectuala
砲艦	canoniera
ウェディング	nunti
ウェディング	nunta
ウェディング	nunta
義昭	yoshiaki
着物	kimono
救急車	ambulanta
神保	jimbo
花弁	petalele
花弁	petale
セグメント	segmente
セグメント	segmentele
セグメント	segmentul
セグメント	segment
ノエル	noel
絶縁	izolat
絶縁	izolata
絶縁	izolate
ナタリー	natalie
武井	takei
橿原	kashihara
在庫	inventarele
在庫	inventar
在庫	inventarul
トミ	tomi
カーティス	curtis
セブ	cebu
スプリンター	sprinter
スプリンター	splinter
加瀬	kase
ドミニク	dominic
