年	سال
兒童	فرزند
兒童	بچه
東部	شرق
東部	شرقی
東部	شرق
東部	شرقی
逐漸	تدریجی
逐漸	تدریج
博物館	موزه
固定	ثابت
固定	معین
固定	ساکن
固定	ایستا
對話	گفتگو
對話	مکالمه
對話	گفتگوی
對話	محاوره
對話	گفتگوها
對話	محاوره
對話	مکالمات
琴	ویولون
琴	ویلن
琴	ویولن
階段	مرحله
階段	فازی
階段	فاز
階段	مراحل
階段	مرحله
階段	صحنه
階段	استیج
江西	جیانگشی
游	شنا
游	شنای
游	تور
游	tour
游	شنا
游	شنای
病	بیماری
病	بیماری
病	مریض
病	بیمار
病	مریضی
病	ناخوشی
病	مرضی
病	بیماری
問	بپرس
維持	حفظ
維持	حفظ
維持	نگهداشت
維持	نگهداری
格式	قالبهای
格式	قالب
格式	قالبی
事故	حادثه
事故	تصادفی
事故	تصادف
事故	تصادفات
事故	حوادث
臺北	تایپه
互	متقابل
互	دوطرفه
藝人	مربیان
藝人	هنرمند
藝人	artist
藝人	هنرمندی
藝人	هنرمندان
天使	فرشتگان
天使	آنجل
天使	فرشته
天使	انجل
表面	سطح
表面	سطحی
池	تالاب
池	برکه
池	بیلیارد
池	استخری
池	استخر
圖片	عکسه
圖片	عکس
圖片	پیکچرز
圖片	تصاویر
圖片	عکسها
圖片	عکس
圖片	تصویر
圖片	نگاره
圖片	تصاویر
建設	ساخت
建設	سازندگی
建設	ساختمان
風暴	استورم
風暴	توفان
風暴	طوفان
定義	تعریف
定義	تعریف
定義	تعاریف
解決	حل
解決	رفع
解決	حل
熊	بارور
熊	خرس
熊	خرس
熊	بیر
熊	خرسی
國語	ماندارین
火箭	راکت
火箭	موشک
騎士	شوالیه
騎士	نایت
指揮	فرمان
指揮	رسانا
指揮	راهبر
安排	ترتیب
安排	توافق
實	مینورو
象	فیل
象	فیله
象	فیل
象	فیلی
明星	استار
明星	ستاره
明星	ستارگان
爆發	شیوع
爆發	فوران
現任	جاری
現任	جریان
現任	حاضر
現任	هدیه
潮	جزر
你的	شما
匈牙利	مجارستان
匈牙利	مجاری
匈牙利	مجارستانی
匈牙利	مجارستان
羊	گوسفند
羊	گوسفندی
羊	بز
羊	بزه
羊	بزغاله
羊	گوت
河流	ریور
河流	رود
河流	رودخانه
河流	رودهای
河流	ریورز
河流	رودها
出席	حاضرین
車輛	خودرو
車輛	ماشین
京都	کیوتو
五月	می
五月	مه
五月	تا
上午	صبح
上午	بامداد
河北	هبی
馮	فنگ
使用者	کاربر
使用者	کاربران
鄧	دنگ
機械	ماشینی
機械	ماشین
機械	دستگاه
機械	مکانیک
機械	mechanical
機械	مکانیکی
爭議	مجادله
爭議	جدال
爭議	جنجال
爭議	مجادله
爭議	اختلافات
爭議	نزاع
爭議	جدال
爭議	ستیزه
爭議	پرخاش
發射	پرتاب
首先	اول
首先	ابتدا
首先	نخستین
入侵	تهاجم
入侵	هجوم
同盟	لیگ
同盟	الفت
同盟	ائتلاف
同盟	وصلت
同盟	اتحاد
同盟	متفقین
同盟	متحدین
轉換	تبدیل
轉換	تبدیل
轉換	تبدیل
轉換	تبدیل
轉換	دگرگونی
唱	بخون
唱	بخونید
蕭	شا
蕭	شاو
血	خونی
血	خون
努力	تلاشهای
努力	تلاشها
努力	کوشش
事情	اوضاع
事情	چیز
事情	چیزها
監督	نظارت
監督	سرپرستی
監督	نظارت
監督	نظارتی
軌道	شیار
軌道	اوربیتال
軌道	مداری
軌道	مدار
軌道	مدارهای
今日	امروز
狼	گرگ
狼	وولف
狼	گرگه
狼	ولف
尼斯	خوبی
尼斯	قشنگ
尼斯	قشنگه
部門	وزارت
部門	اداره
部門	بخش
部門	بخش
部門	سکتور
汗	khan
汗	خان
汗	هانگ
汗	عرق
南極	جنوبگان
南極	جنوبگان
綜合	سنتز
廣播	پخش
廣播	مخابره
廣播	رادیویی
廣播	رادیو
廣播	بیسیم
河畔	ناد
比例	نسبت
比例	نسبتهای
比例	تناسب
比例	تناسب
比例	متناسب
偶像	بتان
偶像	بتها
偶像	طاغوت
偶像	بُت
側	کناری
側	جانبی
側	کنار
側	پهلو
側	طرف
怡	جاردین
父母	والدین
它們	اونا
它們	اونها
它們	آنها
它們	ایشان
鍾	کلاک
鍾	ساعت
選區	سبها
廖	لیائو
飛行	پروازی
飛行	پرواز
飛行	پروازی
飛行	پرواز
統一	یکپارچه
統一	همبستگی
統一	وحدت
統一	اتحاد
統一	یگانگی
冬	وینتر
冬	زمستان
冬	زمستون
冬	زمستانی
恢復	بازگردانی
恢復	بازگرداندن
恢復	برگرداندن
恢復	بازیابی
恢復	بازگردانی
恢復	مرمت
恢復	ترمیم
恢復	ترمیمی
恢復	ریکاوری
恢復	بازیابی
恢復	بهبودی
綠	میدوری
綠	سبز
綠	گرین
設施	امکانات
設施	تأسیسات
設施	تاسیسات
退役	بازنشست
退役	بازنشسته
框	باکس
框	جعبه
框	فریم
框	قاب
框	چارچوب
框	فریم
住宅	مسکونی
住宅	اقامتگاه
住宅	جایگاه
住宅	اقامت
伊朗	ایران
伊朗	سوادکوه
伊朗	ایرانیان
伊朗	ایرانی
伊朗	iranian
莊	بانکدار
混合	خودروی
混合	دورگه
混合	اختلاط
混合	مخلوط
混合	میکس
混合	مخلوط
混合	مختلط
混合	ترکیب
混合	اختلاط
混合	آمیختن
混合	تلفیق
殺	بکش
殺	بکشی
殺	بکشم
殺	کشتن
山脈	کوهستان
山脈	کوهها
山脈	گستره
山脈	گسترۀ
上海市	شانگهای
莫斯科	مسکو
食品	غذایی
食品	خوراک
食品	غذا
食品	غذاها
食品	غذاهای
王國	فرمانروایی
王國	پادشاهی
王國	قلمرو
王國	سرزمینها
希臘	یونان
希臘	یونانی
深度	اعماق
深度	عمق
高雄	کاوهسیونگ
法案	بیل
法案	اسکناس
法案	صورتحساب
法案	قبض
有限	محدود
有限	متناهی
學者	دانشگاهیان
學者	ادیب
學者	پژوهشگر
學者	عالمان
學者	دانشمندان
學者	علمای
學者	محققان
戰士	سرباز
戰士	سربازی
戰士	مبارز
戰士	سلحشور
戰士	جنگجوی
被迫	اجباری
被迫	اجبار
湖北	هوبئی
合成	مصنوعی
合成	کامپوزیت
合成	مرکب
合成	سنتز
基因	ژنها
基因	ژن
基因	ژنی
基因	ژنها
基因	ژن
基因	ژنهای
罪	گناه
罪	sin
罪	گناهی
罪	گناهان
鳥	پرنده
鳥	پرندگان
教練	coach
教練	دلیجان
教練	مربیگری
教練	مربی
展示	ویترین
展示	نمایش
湘	شیانگ
槍	تفنگ
槍	تفنگی
槍	اسلحه
錦	کام
錦	کم
只要	فقط
義大利	ایتالیا
義大利	ایتالیایی
義大利	ایتالیا
讀	بخوان
讀	خواندن
讀	خوانده
讀	بخوانند
讀	بخوانید
讀	خواندن
讀	قرائت
很快	بزودی
成都	چنگدو
追	چیس
厚	ضخیم
厚	کلفت
拍	شلیک
拍	شوت
統治	سلطنت
統治	حکمرانی
藩	دامنه
部落	قبیله
部落	قبیله
部落	قبایل
部落	قبیله
部落	پشتون
部落	قبایلی
圓	چرخه
圓	دایره
幫助	کمک
教會	کلیساها
教會	کلیساهای
教會	کلیسا
教會	چرچ
教會	کلیسای
連結	اتصال
連結	پیوند
連結	لینک
連結	وصل
連結	اتصال
連結	متصل
設定	تنظیم
設定	غروب
設定	تنظیم
設定	تنظیمات
記者	خبرنگاران
記者	خبرنگارها
記者	خبرنگار
記者	گزارشگر
數量	کمیت
星系	کهکشانها
星系	کهکشان
星系	گلکسی
鳳	سیمرغ
鳳	فونیکس
鳳	ققنوس
鳳	فینکس
鳳	فینیکس
假	کاذب
假	دروغین
假	نادرست
假	غلط
假	باطل
假	تقلبی
假	الکی
假	زرشک
假	جعل
假	جعلی
感	عقل
感	حس
留下	بمان
留下	بمانی
留下	ماندن
留下	بمانم
留下	بمانید
領	قلاده
領	یقه
程式	برنامۀ
程式	پروگرام
程式	برنامه
校長	مدیر
合理	معقول
挪威	نروژی
挪威	نروژ
挪威	نروژ
步	گام
步	مرحله
步	قدم
所在地	محل
所在地	مکان
解釋	شرح
十九	نوزده
十九	nineteen
刀	شمشیر
刀	چاقوی
刀	چاقو
刀	کارد
刀	چاقویی
批評	انتقاد
批評	نقد
批評	انتقادات
批評	انتقاد
太子	پرنس
太子	پرینس
太子	شاهزاده
檔案	آرشیو
檔案	بایگانی
檔案	پرونده
檔案	آرشیو
檔案	بایگانی
爵士	جاز
狗	سگ
狗	سگی
狗	سگهای
狗	سگها
狗	سگا
國會	مجلس
國會	پارلمان
國會	کنگره
病毒	ویروس
病毒	ویروس
病毒	ویروسها
阿根廷	آرژانتین
創	ترون
計算	محاسبه
計算	محاسبه
計算	محاسبات
計算	رایانه
計算	رایانش
計算	محاسبه
計算	محاسبات
對手	رقیب
對手	مخالفان
對手	رقیب
對手	رقبای
對手	حریفی
對手	رقیب
對手	حریف
湯	سوپ
一天	روز
一天	روزی
艦隊	ناوگان
廣州	گوانگژو
錢	پول
錢	پولی
碑	یادبود
碑	یادمان
食用	خوردنی
食用	خوراکی
晉	پریان
廣東	کانتونی
棒球	بیسبال
中立	بیطرف
中立	خنثی
質量	جرم
質量	توده
質量	کیفیتی
質量	کیفیت
化石	فسیلی
化石	فسیل
持有	تسخیر
持有	تملک
持有	مالکیت
持有	تصرف
持有	هولدینگز
理解	عقل
其實	راستش
其實	درواقع
波蘭	لهستان
美洲	آمریکای
美洲	امریکا
美洲	آمریکا
恆星	اختری
恆星	استار
恆星	ستاره
恆星	ستارگان
部長	وزیر
部長	وزیری
挑戰	چالش
挑戰	چالش
挑戰	چالش
東方	شرق
東方	شرقی
東方	خاوری
東方	شرقی
東方	اورینت
東方	شرق
東方	شرقی
賈	جیا
羽毛球	بدمینتون
幾乎	تقریباً
幾乎	تقریبا
幾乎	نزدیک
幾乎	نمانده
阿拉	allah
阿拉	الله
玲	لینگ
例子	مثالهای
月球	قمری
月球	قمر
月球	ماه
月球	moon
地圖	نگاشت
地圖	نقشه
杭州	هانگژو
女兒	دختر
結婚	ازدواج
引用	نقل
官員	افسران
官員	مقامات
請求	درخواستها
請求	درخواست
殖民地	کلونی
殖民地	مستعمره
原子	اتمهای
原子	اتمها
原子	اتمی
原子	اتم
菲律賓	فیلیپین
觀眾	تماشاچیان
觀眾	تماشاگران
觀眾	حضار
觀眾	مخاطب
觀眾	تماشاگران
觀眾	مخاطبین
觀眾	بیننده
觀眾	بینندگان
觀眾	بازدیدکنندگان
進攻	حمله
珊	آفتاب
珊	خورشید
珊	سون
珊	سان
貓	گربه
貓	cat
貓	گربه
吸引	جذابیت
吸引	جاذبه
吸引	جذب
吸引	مجذوب
吸引	جذب
吸引	جذب
測試	آزمون
測試	آزمایش
測試	تست
測試	آزمونهای
測試	آزمون
測試	آزمودن
測試	آزمایش
測試	تست
專業	حرفهای
專業	حرفه
專業	شغلی
專業	شغل
專業	تخصص
旅遊	تور
旅遊	tour
旅遊	مسافرت
旅遊	travel
旅遊	سفر
旅遊	گردشگری
旅遊	توریست
旅遊	گردشگری
旅遊	جهانگرد
旅遊	توریستی
旅遊	گردشگر
旅遊	سفر
旅遊	مسافرت
石油	نفت
石油	اویل
石油	روغن
石油	نفت
浪	موجی
浪	امواج
浪	موجها
浪	موج
浪	موجی
需求	نیاز
需求	نیازمند
需求	نیاز
需求	مطالبه
需求	تقاضا
內部	interior
內部	داخلی
內部	درونی
內部	داخل
內部	درون
內部	درونت
內部	داخلی
內部	درونی
集合	جمع
方言	گویش
方言	ایرونی
方言	گویشهای
日文	ژاپنی
犯罪	جنایات
犯罪	جرایم
犯罪	جرائم
犯罪	جرم
犯罪	جنایت
犯罪	جرایم
犯罪	جُرم
君主	مونارچ
君主	شهریاری
君主	دایملر
公爵	دیوک
公爵	دوک
降低	کاهش
私人	خلوت
私人	شخصی
私人	سرباز
私人	private
私人	خصوصی
軟體	نرمافزار
每日	هروز
每日	روزانه
每日	daily
每日	دیلی
拒絕	انکار
拒絕	کفر
拒絕	انکار
拒絕	مردود
原始	خام
原始	راو
原始	raw
原始	اصیل
原始	اصلی
原始	اوریجینال
潭	تم
警告	اخطار
警告	هشدار
警告	هشدارها
俱樂部	باشگاه
俱樂部	چماق
俱樂部	کلاب
俱樂部	کلوب
俱樂部	کلوپ
俱樂部	خاج
敗	شکست
貿易	تجارت
貿易	تجارت
減少	کاهش
減少	کاهش
減少	تقلیل
減少	کاهی
減少	کاهش
減少	خواص
知名度	نمایانی
知名度	دید
身體	بدن
身體	بدنی
身體	بدنه
身體	جسم
身體	body
硬	سخت
硬	دشوار
碼頭	لنگرگاه
碼頭	بارانداز
碼頭	اسکله
碼頭	اسکله
女主角	شیرزن
女主角	بازیگر
女主角	actress
恐怖	ترور
恐怖	دلهره
恐怖	هراس
恐怖	ترسناک
恐怖	وحشت
柴油	دیزل
肖	شا
肖	شاو
園	باغچه
園	باغ
園	گاردن
園	بهشت
生於	متولد
生於	زاده
風格	استایلز
風格	سبکهای
風格	سبک
這裡	اینجا
勝利	برنده
勝利	پیروز
勝利	برد
勝利	پیروزی
勝利	پیروز
勝利	فتح
勝利	پیروزی
勝利	تریومف
女王	queen
女王	ملکه
女王	بیبی
天皇	امپراتور
天皇	امپراطور
每天	هروز
邀請	دعوت
邀請	دعوت
邀請	دعوتنامه
邀請	دعوت
邀請	دعوتنامه
邀請	دعوت
傳說	افسانه
傳說	اسطوره
傳說	افسانه
變化	تغییرات
舞台	آرنا
舞台	مرحله
舞台	صحنه
舞台	استیج
實際	واقعی
食物	غذایی
食物	خوراک
食物	غذا
食物	غذاها
食物	غذاهای
延伸	کشش
延伸	دراز
延伸	گسترده
延伸	افزونه
延伸	پسوند
廠	گیاهی
廠	نیروگاه
廠	پلنت
廠	گیاه
廠	کارخانه
推	فشار
意外	حادثه
意外	تصادفی
意外	تصادف
羽	پر
羽	پرم
前鋒	ونگارد
前鋒	استرایکر
前鋒	مهاجم
收費	اتهامی
收費	اتهامات
收費	اتهام
收費	اتهاماتی
收費	اتهام
收費	شارژ
收費	اجرت
收費	مزد
收費	دستمزد
收費	انها
收費	شهریه
巷	کوچه
翔	شیانگ
翔	شانگ
翔	sho
圖書館	کتابخانه
突破	شکستن
突破	شکنی
人生	زندگى
人生	زندگی
通用	عمومی
通用	عام
通用	رایج
通用	معمولی
通用	مشترک
修正	متمم
天文	نجومی
天文	اخترشناسی
天文	اخترشناسی
天文	نجوم
原創	اصالت
原創	اصیل
原創	اصلی
原創	اوریجینال
地鐵	مترو
地鐵	متروی
地鐵	مترو
地鐵	متروی
瓜	خربزه
司法	عدالت
司法	عدل
花園	باغچه
花園	باغ
花園	گاردن
花園	بهشت
花園	باغ
花園	بوستان
花園	باغها
玄	هیون
實驗	آزمایش
實驗	تجربی
實驗	آزمایشی
課程	دوره
估計	برآورد
估計	برآورد
估計	تخمین
估計	برآورد
估計	تخمین
箱	باکس
箱	جعبه
伏	ولت
配置	پیکربندی
後衛	مدافع
國內	اهلی
海南	هاینان
個月	ماه
現場	صحنه
現場	سکانس
尤其是	مخصوصا
尤其是	بخصوص
津	tsu
十字	صلیب
十字	کراس
十字	عبور
信仰	ایمانش
信仰	ایمان
信仰	ایمانی
信仰	اعتقاد
信仰	اعتقادات
信仰	عقاید
信仰	باورهای
反應	واکنشی
反應	واکنش
反應	واکنشهای
賞	اجر
賞	پاداش
卒	مهره
文明	تمدن
文明	تمدنی
價值	مقادیر
價值	ارزشها
本地	محلی
本地	محلی
案件	پرونده
案件	کیس
案件	مورد
銷售	فروش
銷售	فروختن
銷售	فروش
銷售	فروش
銷售	sale
銷售	حراج
旅行	مسافرت
旅行	travel
旅行	سفر
旅行	سفر
旅行	مسافرت
旅行	سفر
小姐	خانم
小姐	بانو
小姐	دوشیزه
多個	چندگانه
多個	چندین
靖	جینگ
波斯	پرشین
波斯	ایرانیان
波斯	ایرانی
波斯	فارسی
退休	بازنشستگی
退休	بازنشست
退休	بازنشسته
路易	لویی
路易	لوئی
冬季	وینتر
冬季	زمستان
冬季	زمستون
冬季	زمستانی
步槍	تفنگ
捷運	مترو
捷運	متروی
棋	چس
棋	شطرنج
棋	شوگی
久	طولانی
久	لانگ
久	دراز
機器	ماشینی
機器	ماشین
機器	دستگاه
機器	دستگاهها
機器	ماشینها
通道	کانال
通道	مجرا
通道	مجرای
通道	چنل
通道	channel
墨	جوهر
墨	مرکب
疾病	بیماری
疾病	بیماری
疾病	بیماریهای
疾病	بیماریها
疾病	ناخوشی
疾病	مرضی
疾病	بیماری
含有	حاوی
逮捕	بازداشت
逮捕	توقیف
逮捕	دستگیر
逮捕	دستگیری
逮捕	دستگیری
英里	مایل
英里	مایلز
心理	روانشناسی
心理	روانشناختی
心理	روانشناسی
心理	ذهنی
氣旋	چرخند
生成	تولید
每個	هر
每個	هرکدوم
每個	هریک
失敗	شکست
失敗	مردود
失敗	خرابی
失敗	شکست
失敗	نارسایی
失敗	خرابی
嘴	دهانت
嘴	دهان
嘴	دهن
捷克	چک
捷克	چکی
數位	رقمی
數位	digital
數位	دیجیتالی
數位	دیجیتال
馬來西亞	مالزی
馬來西亞	iran
協議	توافقنامه
協議	موافقتنامه
協議	قرارداد
協議	توافق
支流	darling
投降	تسلیم
郎	لنگ
四月	اپریل
四月	آوریل
蛋白	پروتئین
蛋白	پروتئینی
蛋白	پروتئینهای
蛋白	پروتئینها
蛋白	پروتئینهای
條件	شرطی
條件	وضعیتهای
條件	شرایط
條件	شرط
條件	شرایط
蘇格蘭	اسکاتلند
印尼	اندونزیایی
下降	افت
下降	قطره
名單	فهرست
隊長	کاپیتان
隊長	سروان
隊長	ناخدا
霸	بک
霸	باک
戲劇	درام
戲劇	تئاتر
戲劇	theater
戲劇	سینماها
戲劇	تئاتر
創建	ایجاد
創建	آفرینش
創建	ایجاد
創建	خلقت
創建	ایجاد
牙	دندانها
牙	دندون
牙	دندان
牙	دندانهای
牙	دندان
牙	دندون
吃	خوردن
吃	خوری
吃	بخورید
吃	بخور
吃	بخورم
強烈	قوی
芝加哥	شیکاگو
女人	زن
女人	زنی
華人	چینی
繼承	جانشینی
繼承	ارث
繼承	ارث
資源	منبع
資源	منابع
平面	مسطح
平面	فلت
平面	هواپیمای
平面	هواپیمایی
平面	هواپیما
重量	وزنه
重量	وزنش
重量	وزنه
重量	وزن
依然	همچنان
依然	هنوزم
依然	هنوز
化學	شیمیایی
化學	chemistry
化學	شیمی
乾	خشک
乾	خشکیده
蔣	چیانگ
房屋	خانه
共識	اجماع
基金會	پایه
基金會	بنیاد
基金會	پایه
老師	معلم
老師	معلمی
老師	teacher
老師	آموزگار
經紀	دلالی
經紀	دلال
經紀	کارگزار
刻	حکاکی
合約	قراردادهای
合約	قراردادها
合約	قرارداده
合約	قرارداد
平原	ساده
平原	دشتی
平原	دشتهای
證明	برهان
證明	اثبات
證明	مدرک
佔領	اشغال
領導	رهبری
領導	رهبری
蓮	لوتوس
蓮	نیلوفر
幸福	خوشبختی
幸福	شادی
幸福	خوشی
幸福	خوشبخت
幸福	خوش
幸福	شاد
幸福	خوشحال
幸福	مبارک
靜	جینگ
弟弟	برادر
弟弟	داداش
引入	معرفی
引入	معرفی
貝爾	ناقوس
貝爾	زنگ
貝爾	بل
城堡	قصر
城堡	کاستل
城堡	کستل
城堡	قلعه
城堡	کسل
奧運	المپیک
奧運	المپیک
泰國	تایلند
影像	تصاویر
影像	تصویر
影像	نگاره
影像	تصویربرداری
凌	لینگ
凌	رام
凌	ram
凌	رم
院士	آکادمیسین
吻	بوس
吻	بوسه
吻	بوس
吻	بوسه
吻	ماچ
吻	kiss
吻	ببوس
火山	آتشفشان
火山	آتشفشانی
廟	پرستشگاه
廟	عبادتگاه
廟	معبد
廟	تمپل
阿拉伯	عربستان
阿拉伯	عرب
阿拉伯	عربها
腳	پاهای
腳	پایی
腳	پای
腳	فوت
腳	پیاده
腳	پا
產業	صنایع
產業	صنعت
產業	صنایع
產業	ملک
產業	املاک
生存	بقا
生存	بقای
生存	بقاء
棒	عالی
棒	عالیه
裝置	دستگاهی
裝置	دستگاهها
裝置	وسیله
裝置	دستگاه
裝置	دستگاهها
裝置	دستگاههای
現象	پدیده
現象	پدیدهای
女孩	دختری
女孩	دختر
女孩	girl
女孩	دخترها
女孩	دختران
年輕	جوان
年輕	یانگ
年輕	جوون
年輕	یونگ
早上	صبح
早上	بامداد
商品	فرآورده
商品	محصول
商品	ضرب
商品	حاصل
商品	کالاهای
商品	کالا
商品	اجناس
商品	کالاها
商品	کالاها
商品	محصولاتی
商品	محصولات
受傷	مجروح
受傷	مصدوم
受傷	زخمی
評論	توضیح
評論	نظر
評論	نظرات
評論	نظرها
評論	توضیحات
狀況	وضعیت
狀況	شرط
狀況	شرایط
小組	تابلو
小組	پانل
小組	پنل
小組	تابلوی
年齡	عصر
年齡	age
年齡	سنی
年齡	سن
汀	تینگ
廣泛	گسترده
廣泛	وسیع
嶺	ریج
更改	تغییر
更改	تغییرات
更改	تغییر
序	دیباچه
序	سرآغاز
泥	گِل
泥	ماد
泥	کلی
泥	گلی
葵	کوای
葵	آئوی
提及	یادی
訪問	آباد
訪問	ملاقات
訪問	عیادت
訪問	بازدید
訪問	برسد
訪問	بازدید
儘管	هرچند
儘管	اگرچه
儘管	گرچه
拳	مشت
利益	علایق
利益	دلبستگی
利益	منافع
霞	شیا
霞	کاسومی
伊拉克	عراق
奧林匹克	المپیک
最低	پایینترین
衛星	ماهواره
衛星	ماهوارهای
衛星	ماهها
純	خالص
純	ناب
純	پاک
海上	دریا
海上	دریای
海上	بحر
正面	مثبت
愛情	دوست
愛情	عشق
愛情	عشقی
愛情	عاشق
島嶼	آیلند
島嶼	جزیره
島嶼	جزایر
粗	ناهموار
粗	خروشان
生日	تولد
生日	تولد
生日	زادروز
蟹	خرچنگ
蟹	خرچنگ
蟹	کرب
邨	ملک
邨	املاک
桃	هلو
桃	پیچ
忽略	چشمپوشی
忽略	غفلت
忽略	غافل
忽略	نادیده
農業	کشاورزی
農業	زراعتی
農業	کشاورزی
農業	زراعت
農業	کشاورزی
舞蹈	dance
舞蹈	رقص
舞蹈	رقص
舞蹈	رقصیدن
民主黨	دموکراتها
誠	ماکوتو
丸	مارو
丸	قرص
衝突	درگیریهای
衝突	تضاد
衝突	ناسازگار
衝突	ناسازگاری
衝突	درگیریها
衝突	clashes
衝突	کلش
衝突	برخورد
衝突	درگیری
衝突	منازعه
衝突	کشمکش
衝突	نزاع
衝突	ناسازگاری
湖泊	لیکس
確認	تاییدیه
確認	تأیید
確認	تصدیق
確認	تایید
確認	تأیید
確認	تصدیق
簡	جِین
調整	تنظیمات
調整	تنظیم
調整	تعدیل
崖	بلوف
崖	سخره
崖	کلیف
崖	پرتگاه
崖	صخره
犬	سگ
犬	سگی
犬	سگهای
犬	سگها
犬	سگا
編劇	فیلمنامه
編劇	نویسنده
勳	هون
冷	سرما
冷	سرد
冷	سرماخوردگی
粒子	ذرات
粒子	ذرات
粒子	ذرات
粒子	ذره
婚姻	ازدواج
最新	جدیدترین
最新	جدیدترین
最新	آخرین
成本	هزینه
祿	loc
接收	دریافت
接收	دریافت
接收	دریافت
接收	پذیرش
接收	پذیرایی
數字	شکلها
數字	شکلی
數字	شکلهای
數字	ارقام
數字	عدد
數字	شمارۀ
數字	شماره
數字	اعداد
數字	عدد
數字	اعدادی
常見	رایج
常見	معمولی
常見	مشترک
愛爾蘭	ایرلند
愛爾蘭	ایرلندی
愛爾蘭	ایرلند
第九	نهم
第九	نهمین
通知	notifications
通知	اعلان
通知	اخطار
通知	اطلاعیه
通知	اعلان
鼓	طبل
鼓	درام
鼓	طبل
鼓	درامز
裝甲	زره
裝甲	زره
裝甲	زرهی
惡	شر
惡	شرور
惡	شرارت
惡	بد
拉丁	لاتین
邵	شا
邵	شاو
政治家	سیاستمداران
政治家	سیاستمدار
上升	طلوع
上升	طلوع
丈夫	همسر
丈夫	شوهر
丈夫	شوهری
丈夫	شوهرش
布朗	قهوهای
布朗	براون
重要性	اهمیت
黃金	زرین
黃金	طلایی
黃金	گلدن
黃金	طلائی
黃金	طلای
黃金	gold
黃金	طلا
黃金	طلایی
黃金	گلد
黃金	زرین
醫學	دارو
醫學	طب
醫學	پزشکی
醫學	داروها
醫學	طبی
醫學	medical
醫學	پزشکی
到達	ورود
到達	رسیدن
到達	آمد
到達	رسید
山口	یاماگوچی
紅色	رد
紅色	قرمز
紅色	سرخ
商人	بازرگانی
商人	تاجر
商人	بازرگان
商人	کارآفرین
商人	کاسب
商人	تاجران
商人	بازرگان
商人	تجار
商人	بازرگانان
成就	دستاوردهای
成就	دستاوردهای
成就	کامیابی
十月	اکتبر
十月	october
金屬	متال
金屬	فلز
金屬	فلزی
金屬	فلزات
金屬	قلیایی
金屬	فلز
金屬	فلزی
改編	وفق
改編	سازگاری
收購	تصاحب
安裝	نصب
安裝	نصب
安裝	نصب
安裝	نصب
糖	کندی
糖	آبنبات
糖	نبات
糖	شکری
糖	قند
糖	شکر
動作	کنش
動作	اکشن
動作	اقدام
動作	عمل
動作	حرکات
分裂	تقسیم
分裂	پاشیده
分裂	شکافتن
分裂	تفرقه
分裂	تقسیم
代替	جایگزینی
代替	جایگزین
隊伍	تیمهای
隊伍	تیم
隊伍	تیمی
收藏	مجموعۀ
收藏	مجموعه
能源	انرژی
大多	اکثر
大多	بیشتر
大多	بیشترین
大多	غالبا
暴力	خشن
暴力	خشونت
暴力	خشونت
人們	افراد
人們	مردمان
人們	آدمها
人們	مردم
觀測	مشاهده
觀測	رصد
面對	روبروی
面對	روبرو
實際上	راستش
實際上	درواقع
農	نانگ
暗	دارک
暗	تاریک
暗	تیره
划	سطر
壁	وال
壁	دیواری
壁	دیوار
知識	دانش
知識	آگاهی
知識	علم
知識	معرفت
粉	پینک
粉	صورتی
粉	باروت
粉	پودر
預計	projected
顏色	رنگ
顏色	رنگها
顏色	رنگها
顏色	رنگ
顏色	رنگهای
顏色	رنگها
譚	تم
譚	تن
譚	برنزه
譚	تان
控股	هولدینگز
團隊	تیمهای
團隊	تیم
團隊	تیمی
碳	کربن
碳	کربنی
分支	شعبه
分支	شاخه
分支	انشعاب
分支	برنچ
分支	شاخه
拆除	تخریب
女神	الهه
律師	وکیل
律師	وکلا
律師	وکیل
年份	سالهای
年份	سالها
年份	سال
年份	سال
免費	free
免費	آزادی
免費	رایگان
免費	آزاده
免費	آزاد
物質	مادهای
物質	اموال
大致	تقریبی
自我	نفس
自我	بخود
自我	نفس
自我	اگو
家人	فامیل
家人	خانوادگی
家人	خانواده
任期	ترم
任期	اجل
任期	اصطلاح
任期	تصدی
永久	پایدار
永久	همیشگی
永久	دائم
永久	دائمی
永久	دایمی
永久	دایم
分配	تخصیص
分配	توزیع
幻想	فانتزی
幻想	وهم
幻想	وهم
幻想	توهم
購買	خریدار
購買	خرید
購買	خریداری
購買	بخرم
購買	خرید
購買	بخرید
購買	خریدار
購買	خریدار
購買	خریداری
購買	خریدن
購買	خرید
經驗	تجارب
經驗	تجربه
經驗	تجربیات
經驗	تجربه
航空公司	ایرلاینز
航空公司	هواپیمایی
物種	گونه
物種	گونههای
火星	مریخی
火星	مریخ
火星	مارس
治療	درمانی
治療	درمانی
治療	معالجه
治療	درمان
治療	درمانش
治療	معالجه
治療	درمان
戀	koi
在一起	باهم
波特	پاتر
國民黨	کومینتانگ
玻璃	گلاس
玻璃	گلس
玻璃	لیوان
玻璃	شیشه
學術	دانشگاهی
學術	آکادمیک
學術	تحصیلی
學術	دانشگاهیان
三角	مثلث
三角	مثلثی
結合	ترکیب
斜	اسلنت
推動	فشار
港口	درگاه
港口	بندر
港口	بندرگاه
港口	هاربر
港口	بنادر
穩定	پایداری
穩定	ثبات
穩定	پایدارسازی
穩定	تثبیت
穩定	ثابت
穩定	یکنواخت
