تلاقی	reunion
ٹیک	giúp
ٹیک	hứa
ٹیک	mờ
ٹیک	mound
ٹیک	gò
ٹیک	màn
ٹیک	curtain
ٹیک	chăn
ٹیک	rèm
ٹیک	prop
ٹِیکا	phát
ٹِیکا	bắn
ٹِیکا	spot
ٹِیکا	điểm
ٹِیکا	blot
ٹِیکا	tiêm
ٹیکا	cứu
ٹیکا	giúp
ٹیکا	aid
ٹیکا	prop
ٹِیکرا	gò
ٹِیکری	tor
ٹیکن	prop
ٹیکنا	prop
ٹیکنا	chua
ٹیکنا	norad
ٹیکنا	đặt
ٹِیلا	gò
ٹِیلا	đồi
ٹِیلا	ngổn
ٹِیلا	hill
ٹِیلا	hoan
ٹِیلا	đống
ٹِیلا	mound
ٹِیلا	gò
ٹِیمی	spark
ٹِیمی	bugi
ٹِین	tin
ٹِین	thiếc
ٹینٹوا	họng
ٹینی	nhỏ
ٹینی	bantam
ٹینی	nhỏ
ٹینی	tiểu
ٹینی	nhỏ
ٹینی	xíu
ٹینی	tiny
ٹینی	bantam
ٹینی	nhỏ
ٹینی	tiểu
ٹیو	trù
ٹیو	fancy
ٹیو	đường
ٹیو	trick
ٹیو	bịp
ٹیو	lừa
ٹیوا	trù
ٹھا	trạm
ٹھا	ga
ٹھا	nơi
ٹھا	chỗ
ٹھاٹ	tiền
ٹھاٹ	tien
ٹھاٹ	luxury
ٹھاٹ	splendour
ٹھاٹ	style
ٹھاٹ	elegance
ٹھاٹ	riches
ٹھاٹر	lattice
ٹھاٹر	bier
ٹھاٹھا	rising
ٹھاٹھا	sưng
ٹھار	hailstone
ٹھار	tuyết
ٹھار	snow
ٹھاڑا	stout
ٹھاڑا	đứng
ٹھاڑا	dốc
ٹھاکُر	idol
ٹھاکُر	thakur
ٹھاکُر	thầy
ٹھال	holiday
ٹھالی	useless
ٹھالی	sprig
ٹھان	intention
ٹھاں	đục
ٹھاں	bang
ٹھاں	boom
ٹھانسنا	cram
ٹھانسنا	đồ
ٹھانسنا	stuff
ٹھائوں	nơi
ٹھائوں	chỗ
ٹھپّا	stamp
ٹھپّا	tem
ٹھپّا	die
ٹھپّا	chết
ٹھپّا	pattern
ٹھپّا	mẫu
ٹھٹھّا	jest
ٹھٹھّا	fun
ٹھٹھّا	ké
ٹھٹھّا	vui
ٹھٹھّا	joke
ٹھٹھّا	đùa
ٹھٹھّا	đểu
ٹھٹھانا	đánh
ٹھٹھانا	phật
ٹھٹھانا	strike
ٹھٹھانا	đâm
ٹھٹھانا	slr
ٹِھٹھر	frost
ٹھٹھّر	bier
ٹِھٹھرانا	chill
ٹھٹھری	bier
ٹھٹھول	jester
ٹھٹھول	fun
ٹھٹھول	ké
ٹھٹھول	vui
ٹھٹھولی	đùa
ٹھٹھیرا	tinker
ٹھٹھیرا	brazier
ٹھٹھیرا	tinker
ٹھڈّا	backbone
ٹُھڈّا	đá
ٹِھر	chill
ٹھس	lụt
ٹھس	đặc
ٹھس	lat
ٹھس	biếng
ٹھس	lazy
ٹھس	lười
ٹھس	nặng
ٹھس	lụt
ٹھس	ngu
ٹھس	đặc
ٹھس	lat
ٹھس	biếng
ٹھس	lazy
ٹھس	lười
ٹھس	nặng
ٹھسّا	stamp
ٹھسّا	tem
ٹھسّا	ngạo
ٹھسّا	vanity
ٹھسّا	xem
ٹھسّا	hiện
ٹھسّا	show
ٹھسّا	splash
ٹھسک	ngạo
ٹھسک	cú
ٹھسک	đòn
ٹھسکا	mát
ٹھسکا	sốc
ٹھسکا	shock
ٹُھسکنا	sob
ٹِھکانا	website
ٹِھکانا	site
ٹِھکانا	hướng
ٹِھکانا	spot
ٹِھکانا	điểm
ٹِھکانا	end
ٹِھکانا	kết
ٹِھکانا	reliance
ٹِھکانا	tin
ٹِھکانا	nơi
ٹِھکانا	chỗ
ٹِھکانا	hạn
ٹِھکانا	nhà
ٹھکٹھکانا	pat
ٹھکٹھکانا	vỗ
ٹھکٹھکانا	cốc
ٹھکٹھکانا	gõ
ٹھکٹھکانا	diss
ٹھکٹھکانا	nhấn
ٹُھکرانا	đá
ٹُھکرانا	huỷ
ٹھگ	cheat
ٹھگ	cheat
ٹھگ	thug
ٹھگنا	cheat
ٹھگنا	rob
ٹھگنا	cướp
ٹھگی	deception
ٹھلّا	mạnh
ٹھلّا	strong
ٹھلّا	stout
ٹُھمکا	nhỏ
ٹُھمکا	bài
ٹُھمکا	ngắn
ٹُھمکا	short
ٹُھمکا	lá
ٹھناک	clink
ٹھناک	jingle
ٹھنٹھنانا	jingle
ٹھنڈ	winter
ٹھنڈ	chill
ٹھنڈ	lạnh
ٹھنڈا	nhẹ
ٹھنڈا	lụt
ٹھنڈا	ngầu
ٹھنڈا	tuyệt
ٹھنڈا	mát
ٹھنڈا	cool
ٹھنڈا	lạnh
ٹھنڈا	nhân
ٹھنڈا	nhẹ
ٹھنڈا	lụt
ٹھنڈا	ngầu
ٹھنڈا	tuyệt
ٹھنڈا	mát
ٹھنڈا	cool
ٹھنڈا	chết
ٹھنڈا	lạnh
ٹھنڈا	nhân
ٹھنڈک	comfort
ٹھنڈک	solace
ٹھنڈک	comfort
ٹھنڈک	solace
ٹِھنک	sob
ٹھنکنا	clink
ٹھنکنا	jingle
ٹِھنکنا	whine
ٹِھنگنا	nhỏ
ٹِھنگنا	lùn
ٹِھنگنا	phơ
ٹھور	clue
ٹھور	nơi
ٹھور	chỗ
ٹھور	vết
ٹھور	trace
ٹھور	phòng
ٹھورٹھکانا	vết
ٹھورٹھکانا	trace
ٹھوس	lụt
ٹھوس	thật
ٹھوس	đúng
ٹھوس	cứng
ٹھوس	khó
ٹھوس	khổ
ٹھوس	đắng
ٹھوس	compact
ٹھوس	nén
ٹھوس	gọn
ٹھوس	lụt
ٹھوس	thật
ٹھوس	đúng
ٹھوس	cứng
ٹھوس	khó
ٹھوس	khổ
ٹھوس	đắng
ٹھوس	đặc
ٹھوس	compact
ٹھوس	nén
ٹھوس	gọn
ٹُھوسنا	cram
ٹھوک	hỉ
ٹھوک	thổi
ٹھوک	strike
ٹھوک	đâm
ٹھوک	slr
ٹھوکا	strike
ٹھوکا	đâm
ٹھوکا	slr
ٹھوکا	cốc
ٹھوکا	gõ
ٹھوکا	diss
ٹھوکا	hỉ
ٹھوکا	thổi
ٹھوکر	mát
ٹھوکر	đá
ٹھوکنا	thrash
ٹھوکنا	đánh
ٹھوکنا	phật
ٹُھونسنا	đánh
ٹُھونسنا	phật
ٹُھونسنا	đồ
ٹُھونسنا	stuff
ٹُھونسنا	cram
ٹھونک	hỉ
ٹھونک	thổi
ٹھونک	cú
ٹھونک	đòn
ٹھونکنا	đánh
ٹھونکنا	phật
ٹھونکنا	hố
ٹھونکنا	pit
ٹھونکنا	nhấn
ٹھونکنا	thump
ٹھونکنا	búa
ٹھونکنا	pat
ٹھونکنا	vỗ
ٹھونگ	bill
ٹھونگنا	ăn
ٹھہرا	immobile
ٹھہرانا	dừng
ٹھہرانا	ngừng
ٹھہرانا	fix
ٹھہرانا	dừng
ٹھہرانا	ngừng
ٹھہرنا	stay
ٹھہرنا	hoãn
ٹھہرنا	delay
ٹھہرنا	stay
ٹھہرنا	hoãn
ٹھہرنا	delay
ٹھہرنا	dừng
ٹھہرنا	ngừng
ٹِھیا	trạm
ٹِھیا	ga
ٹِھیا	perch
ٹھیپی	cork
ٹھیٹھ	real
ٹھیٹھ	thực
ٹھیٹھ	thật
ٹھیٹھ	thiệt
ٹھیٹھ	sạch
ٹھیس	đau
ٹِھیک	thật
ٹِھیک	đúng
ٹِھیک	đúng
ٹِھیک	thẳng
ٹِھیک	sảnh
ٹِھیک	khá
ٹِھیک	thường
ٹِھیک	hợp
ٹِھیک	phải
ٹِھیک	đúng
ٹھیکا	thuê
ٹھیکا	andante
ٹھیکا	nghỉ
ٹھیکا	prop
ٹِھیکرا	ốc
ٹِھیکرا	nhà
ٹھیکی	prop
ٹھیکی	nạp
ٹھیکی	tải
ٹھیکی	túi
ٹھیکی	bag
ٹھیکی	pose
ٹھیلنا	đứt
ٹھیلنا	push
ٹھیلنا	đẩy
ٹھینگا	thumb
ثابِت	toàn
ثابِت	hẹt
ثابِت	whole
ثابِت	star
ثابتہ	star
ثاقِب	cao
ثاقِب	glittering
ثاقِب	sublime
ثالِث	arbiter
ثانوی	auxiliary
ثانوی	auxiliary
ثانوی	giây
ثانی	giây
ثانی	giây
ثانی	thủ
ثانی	khớp
ثانِیہ	lát
ثبات	kiên
ثبات	bền
ثبات	vụn
ثبات	giải
ثُبُور	chết
ثُبُور	điêu
ثِخن	volume
ثروت	riches
ثریٰ	vương
ثریٰ	giàu
ثریٰ	rich
ثریٰ	đất
ثریٰ	đất
ثُعبان	python
ثُعبان	trăn
ثُعبان	basilisk
ثعلب	fox
ثعلب	cáo
ثُفل	sediments
ثقالت	cân
ثُقبہ	pore
ثُقبہ	lỗ
ثُقبہ	hố
ثُقبہ	chẻ
ثِقل	cân
ثِقہ	cai
ثِقہ	tỉnh
ثقیل	lụt
ثقیل	đặc
ثقیل	khó
ثقیل	nặng
ثلاثہ	tre
ثلاثہ	ba
ثلاثہ	three
ثلّاجہ	glacier
ثُمَّ	rồi
ثُمَّ	lại
ثمانیہ	tám
ثمانیہ	eight
ثمر	thưởng
ثمر	trai
ثمر	nhi
ثمر	son
ثمر	produce
ثمر	quả
ثمر	thưởng
ثمر	trai
ثمر	nhi
ثمر	son
ثمر	produce
ثمرہ	quả
ثمن	tốn
ثمن	giá
ثمن	price
ثمن	giá
ثمِین	precious
ثمِین	quý
ثنا	khen
ثنوی	kép
ثنوی	dual
ثوابِت	stars
ثَوب	váy
ثَوب	áo
ثَوب	vải
ثَور	ngưu
ثَور	bò
ثَور	bull
ثَور	taurus
ثَوران	loạn
ثَوران	riot
ثَوران	rising
ثُوم	tỏi
جا	gian
جا	thời
جا	dịp
جا	phòng
جا	gian
جا	thời
جا	nơi
جا	chỗ
جا	dịp
جا	phòng
جانشین	ngai
جات	hạng
جات	lớp
جات	caste
جات	lineage
جات	rang
جات	rank
جات	xếp
جات	đình
جات	trai
جات	nhi
جات	son
جات	sinh
جات	clan
جات	tộc
جاتری	pilgrim
جاتک	sinh
جاتُو	goblin
جاتُو	khổn
جاتُو	ám
جاتُو	quỷ
جاتی	caste
جاتی	đua
جاتی	nhung
جاٹ	mạnh
جاٹ	strong
جاٹ	stout
جاثُوم	mộng
جادُو	spell
جادُو	thuật
جادُو	magic
جادُو	charm
جادوگرنی	thuỷ
جادوگرنی	thủy
جادہ	đường
جادہ	road
جاذِبیّت	charm
جار	lover
جارحِیّت	aggression
جارَن	củi
جارنا	châm
جارنا	đèn
جارنا	nhạt
جارنا	đốt
جارنا	cháy
جارنا	burn
جارنا	kindle
جارُو	cháy
جارُو	chổi
جارُوب	chổi
جارِیہ	girl
جارِیہ	gái
جاڑ	gum
جاڑ	root
جاڑ	chủ
جاڑا	winter
جازِم	đặc
جاسُوس	điệp
جافر	annatto
جاکِٹ	jacket
جاگ	vigil
جاگ	thức
جاگ	wake
جاگا	trạm
جاگا	ga
جاگا	nơi
جاگا	chỗ
جاگا	phòng
جاگا	haaa
جاگا	tỉnh
جاگتا	haaa
جاگتا	tỉnh
جاگرت	haaa
جاگرت	tỉnh
جاگرن	vigil
جاگری	molasses
جاگِیر	feud
جال	thuật
جال	magic
جال	deception
جال	lattice
جال	web
جال	net
جال	thuật
جال	magic
جال	deception
جال	bẫy
جال	tráp
جال	lattice
جال	web
جال	net
جالا	cobweb
جالا	gossamer
جالِس	ngồi
جالِک	nhện
جالِک	spider
جالِک	cheat
جالِک	rogue
جالِک	fowler
جالِکا	web
جالِکا	net
جالِکا	xích
جالِکا	đinh
جالِکا	armour
جالِکا	giáp
جالُوت	goliath
جالی	ren
جالی	lace
جالی	thuốc
جالی	mạng
جالی	lattice
جالی	ren
جالی	lace
جالی	thuốc
جالی	mạng
جالی	lattice
جالی	web
جالی	net
جالِیا	cheat
جالِیا	rogue
جام	bát
جام	ổi
جام	oi
جام	trai
جام	nhi
جام	son
جام	cup
جام	cốc
جام	tách
جامِد	đặc
جامِد	tích
جامِد	tĩnh
جامِد	immobile
جامِد	côn
جامِد	vẫn
جامدار	gác
جامدار	canh
جامِع	lược
جامگی	lương
جامگی	súng
جامنی	purple
جامنی	tím
جامُوس	trâu
جامُوس	buffalo
جامہ	gậy
جامی	iran
جامی	chị
جان	stamina
جان	buộc
جان	hồn
جان	soul
جان	lượng
جان	stamina
جان	đời
جان	buộc
جان	hồn
جان	soul
جان	lượng
جانا	hiểu
جانا	quen
جانِب	hướng
جانِب	bên
جانِب	phe
جانِب	trang
جانِب	saga
جانِب	part
جانِب	phần
جانِب	tract
جانِب	quý
جانِبی	lateral
جانچ	test
جانچ	thử
جانچ	test
جانچ	thử
جانچنا	khám
جانچنا	thử
جانچنا	test
جانچنا	thử
جانچنا	khám
جانچنا	thử
جانچویّا	examiner
جانگ	háng
جانگ	crotch
جانگل	rừng
جانگُل	poison
جانگلُو	savage
جانگلُو	wild
جانگلُو	hoang
جانگلُوس	wild
جانگلُوس	hoang
جانگیا	lót
جانگیا	underwear
جانگھ	háng
جانگھ	crotch
جاننا	tin
جاننا	hiểu
جاننا	hieu
جاننا	tin
جاننا	biết
جاننا	hiểu
جاننا	hieu
جانور	lừa
جانورک	bacterium
جانی	huệ
جانی	tội
جانی	lover
جانی	hon
جانی	cưng
جاواں	twin
جاواں	song
جاوِتری	tủ
جاوِتری	cay
جاوِتری	mace
جاوِداں	mải
جاوِدانی	mải
جاوَرس	kê
جاوید	mải
جاہ	rang
جاہ	rank
جاہِل	dốt
جاہِلیّت	paganism
جائپھل	nutmeg
جائِداد	đăng
جائِداد	rang
جائِداد	rank
جائِز	chỉ
جائِز	funny
جائِز	lệ
جائِز	phải
جائِز	đúng
جائِزہ	survey
جائِزہ	review
جائِزہ	thưởng
جائفل	tủ
جائفل	cay
جائفل	mace
جائفل	nutmeg
جائِگاہ	nơi
جائِگاہ	chỗ
جائی	gái
جایا	trai
جایا	nhi
جایا	son
جایا	sinh
جب	khi
جِبا	thuế
جُبا	trẻ
جُبا	young
جبّار	conqueror
جبّار	avenger
جِبال	núi
جِبال	đồi
جِبال	hills
جبان	nhát
جبان	hèn
جبان	nhát
جبدّا	awkward
جبدّا	vụng
جبدّا	đơ
جبدّا	lat
جبدّا	biếng
جبدّا	lazy
جبدّا	lười
جبدّا	nặng
جبر	constraint
جبر	buộc
جبر	constraint
جبر	buộc
جبرُوت	dominion
جبریّت	determinism
جبس	gypsum
جبل	núi
جبل	đồi
جبل	ngổn
جبل	hill
جبل	hoan
جِبلّت	essence
جِبلّی	chích
جُبن	cheese
جُبّہ	gown
جُبّہ	choàng
جبین	face
جبین	mặt
جَت	máy
جَت	xếp
جِت	lĩnh
جِت	bại
جُتا	bận
جتاڑا	đua
جتاڑا	nhung
جتاڑا	ốc
جتاڑا	nhà
جتاڑا	lineage
جتاڑا	đình
جتن	kỹ
جتن	tr
جتن	care
جتن	trick
جتن	bịp
جتن	lừa
جتھا	đảng
جتھا	party
جتھا	tiệc
جتھا	unity
جتھا	manh
جتھا	đảng
جتھا	đám
جتھا	lũ
جتھا	vốn
جُٹ	union
جُٹ	hợp
جُٹ	concord
جُٹ	per
جُٹ	harmony
جُٹ	đặt
جُٹ	set
جُٹ	cặp
جُٹ	ghép
جُٹ	đôi
جٹا	dây
جٹلا	union
جٹلا	hợp
جٹلا	league
جٹلا	họp
جُٹنا	mate
جُٹّی	cặp
جُٹّی	couple
جُٹّی	đôi
جٹھر	bụng
جٹھر	bụng
جُثہّ	physique
جُثہّ	thân
جُثہّ	body
ججمان	chồng
ججمان	mun
ججمان	husband
ججمان	thầy
جچا	xua
جچائو	elegance
جچنا	dress
جُحود	defiance
جد	khi
جِد	tr
جُدا	reel
جُدا	vả
جُدا	khác
جُدا	skill
جداگانہ	khác
جداگانہ	khác
جداگانہ	skill
جِدار	wall
جِدار	tường
جِدال	battle
جِدال	trận
جِدّت	novelty
جُدرِین	vaccine
جدل	contention
جدلیّات	dialectics
جدول	luồng
جدول	suối
جدول	stream
جدول	cột
جدول	luồng
جدول	suối
جدول	stream
جدول	cột
جدول	lịch
جدّہ	bà
جدّہ	granny
جدّہ	bà
جدّہ	granny
جدّہ	bà
جدی	nhóc
جدی	bé
جدی	kid
جدِید	new
جدِید	mới
جدِید	sâm
جدِید	tươi
جدیدیت	modernism
جِدھر	đâu
جُذامی	cùi
جذباتی	hâm
جذباتی	hâm
جذباتی	bênh
جذر	vạn
جذر	root
جذر	chủ
جِذع	cây
جُر	sốt
جِراب	sac
جِراب	túi
جِراب	bag
جِراب	pose
جُرّاب	vớ
جُرّاب	vớ
جُرّاب	socks
جُرات	dũng
جُرات	chống
جُرات	grit
جرّار	huge
جرانس	sốt
جرائِد	periodicals
جرب	ngứa
جُرثُومہ	bacterium
جُرثُومہ	vạn
جُرثُومہ	root
جُرثُومہ	chủ
جُرثُومہ	base
جُرثُومیات	bacteriology
جرجر	vỡ
جرجر	rụi
جردہ	vàng
جردہ	nhát
جُرعہ	sip
جِرگہ	flock
جِرگہ	clan
جِرگہ	tộc
جُرمانہ	penalty
جُرمانہ	phạt
جُرمانہ	ổn
جُرمانہ	khỏe
جرن	cũ
جرن	tuổi
جرن	già
جرنَیلی	generalship
جرنَیلی	lệnh
جرنَیلی	huy
جرنَیلی	lềnh
جُرّہ	valiant
جُرّہ	falcon
جُرّہ	hawk
جری	valiant
جری	đậm
جری	bold
جری	courageous
جری	valiant
جری	đậm
جری	bold
جری	courageous
جِریان	luồng
جِریان	màng
جِریان	flow
جرِیب	lòi
جرِیب	stick
جرِیح	thương
جرِیح	thương
جرِید	messenger
جرِید	courier
جرِید	lonesome
جرِید	điệp
جرِید	độc
جرِیدہ	sách
جرِیدہ	gazette
جرِیدہ	periodical
جرِیدہ	unique
جرِیدہ	lone
جڑ	vạn
جڑ	nguồn
جڑ	winter
جڑ	ngu
جڑ	root
جڑ	chủ
جڑ	base
جڑ	quỹ
جڑ	foundation
جڑ	nọc
جڑجیو	vụng
جڑجیو	wild
جڑجیو	hoang
جُڑا	united
جُڑا	hoa
جڑنا	stud
جڑنا	khung
جڑنا	strike
جڑنا	đâm
جڑنا	slr
جڑوانا	đá
جڑوانا	stone
جڑی	đặt
جڑی	set
جڑیا	ass
جڑیا	boyfriend
جڑیا	helper
جڑیٹا	bramble
جُز	vả
جُز	saga
جُز	part
جُز	phần
جُز	lưu
جُز	bích
جُز	cứu
جُز	trừ
جزرس	wise
جزرس	sage
جزا	blessing
جزا	bù
جزا	thưởng
جزائر	đảo
جزع	lo
جزم	vụn
جزم	giải
جُزو	saga
جُزو	part
جُزو	phần
جُزئیات	tiết
جُزئیات	phần
جزیرہ	đảo
جزیل	lớn
جزیل	to
جزیل	đúc
جزیل	đại
جزیل	big
جزیل	mạnh
جزیل	strong
جس	tìm
جس	fame
جس	đồn
جس	bai
جس	quest
جس	tr
جس	veneration
جِس	mà
جِس	ai
جِس	who
جِس	thế
جِس	rằng
جِس	điều
جِس	mà
جِس	vn
جسارت	dũng
جسارت	chống
جسارت	audacity
جسامت	gộp
جسامت	cỡ
جسامت	size
جسامت	chiều
جست	spring
جست	xuân
جست	leap
جست	nhảy
جست	spring
جست	xuân
جست	kẽm
جست	sink
جست	zinc
جست	zink
جست	leap
جست	chủa
جست	bound
جست	nhảy
جُست	tìm
جُست	sharp
جُست	nhọn
جُست	ve
جُست	phũ
جُست	chát
جُست	mạnh
جُست	strong
جُستجو	tìm
جُستجو	quest
جُستجو	tr
جُستجو	inquiry
جسر	cầu
جسُور	courageous
جسُور	đậm
جسُور	bold
جسونت	nổi
جشن	festival
جشن	lễ
جشن	feast
جشن	tiệc
جشن	festival
جشن	lễ
جشن	jubilee
جشن	feast
جشن	tiệc
جشنی	sang
جعفر	sông
جعفر	luồng
جعفر	suối
جعفر	stream
جعفر	hẻm
جعفری	shiite
جعل	fabrication
جعلی	uốn
جعلی	spurious
جُغادری	cãi
جُغرات	yogurt
جفا	cruelty
جُفت	cặp
جُفت	couple
جُفت	đôi
جُفت	mate
جُفت	thủ
جُفت	khớp
جُفت	cặp
جُفت	ghép
جُفت	đôi
جُفتہ	nhăn
جُفتہ	bent
جُفتہ	đê
جُفتہ	nứt
جُفتہ	gấp
جک	miser
جکڑ	clutch
جکڑ	côn
جکڑکر	chật
جکڑنا	pinion
جگ	người
جگ	công
جگ	giới
جگ	feast
جگ	tiệc
جگ	khác
جُگ	tuổi
جُگ	yuga
جگار	awakening
جُگال	cud
جگت	giới
جُگت	wit
جُگت	pun
جُگت	joke
جُگت	đùa
جُگت	đểu
جگتا	haaa
جگتا	tỉnh
جگتیَ	giới
جگتیَ	người
جگجگا	trưng
جگجگا	chói
جگجگانا	dazzle
جگجگانا	blend
جگجگانا	shine
جِگجِگی	nịnh
جِگر	dũng
جِگر	chống
جِگر	hon
جِگر	cưng
جِگر	trai
جِگر	nhi
جِگر	son
جِگر	hồn
جِگر	soul
جِگر	tim
جِگر	heart
جِگر	phiền
جِگرا	sục
جِگرا	lực
جِگرا	dũng
جِگرا	chống
جِگرا	audacity
جگرجگر	shiny
جگرجگر	shine
جُگل	cặp
جُگل	couple
جُگل	đôi
جُگل	cặp
جُگل	ghép
جُگل	đôi
جگمگ	shine
جگمگا	illuminated
جگمگا	glittering
جگمگانا	twinkle
جگمگاہٹ	dazzle
جگمگاہٹ	blend
جگمگاہٹ	trưng
جگمگاہٹ	radiance
جگنو	firefly
جگنو	firefly
جگنی	firefly
جگونا	lưu
جگونا	bích
جگونا	cứu
جگہ	đăng
جگہ	trạm
جگہ	ga
جگہ	nơi
جگہ	chỗ
جگہ	dịp
جگہ	phòng
جگہ	quý
جگیّ	hut
جگیّ	lều
جل	winter
جل	cháy
جل	nước
جل	đốt
جل	cháy
جل	burn
جل	lạnh
جُل	guile
جُل	trick
جُل	bịp
جُل	lừa
جلّ	tuyệt
جلا	reservoir
جلا	cowrie
جلا	tank
جلا	tăng
جلا	bể
جلا	vảy
جلا	shell
جلا	exile
جلا	hồ
جِلا	trưng
جِلا	men
جِلا	splendour
جلادار	sáng
جلادار	mẻ
جلادار	glittering
جلاتن	grumpy
جلاتن	ghen
جلاجِل	chuông
جلّادی	cruelty
جلال	bang
جلال	sục
جلال	lực
جلال	eminence
جلال	vinh
جلال	bang
جلال	sục
جلال	lực
جلال	eminence
جلال	splendour
جلال	vinh
جلالی	liêng
جلالی	divine
جلالی	majestic
جلالی	tuyệt
جلانا	lửa
جلانا	cháy
جلانا	lứa
جلانا	đốt
جلانا	cháy
جلانا	burn
جلانا	châm
جلانا	đèn
جلانا	nhạt
جلانا	kindle
جلانا	lửa
جلانا	cháy
جلانا	lứa
جلانا	đốt
جلانا	cháy
جلانا	burn
جِلانا	hoạt
جُلاہا	lừa
جُلاہا	ploceus
جُلاہا	weaver
جلاؤُ	cháy
جلاؤُ	burner
جلپ	gossip
جلپ	chửi
جلپاک	prater
جلتا	cháy
جلد	nhanh
جلد	mau
جلد	nhanh
جلد	sớm
جلد	sắp
جلد	mau
جلد	nhanh
جِلد	giấu
جِلد	trốn
جِلد	ẩn
جِلد	da
جِلد	skin
جِلد	da
جِلدُو	thưởng
جلسہ	họp
جلسہ	ngồi
جِلف	miser
جِلف	cứng
جِلف	khó
جِلف	khổ
جِلف	đắng
جِلف	despicable
جِلف	base
جِلف	nặng
جلکار	sông
جلن	cháy
جلن	jealousy
جلن	envy
جلن	gớm
جلنا	đốt
جلنا	cháy
جلنا	burn
جِلَو	dress
جِلَو	triều
جِلَو	splendour
جِلَو	ty
جلوت	ty
جلوتی	unveiled
جلوتی	bien
جُلُوس	splendour
جُلُوس	ngồi
جُلُوس	rước
جلوہ	khải
جلوہ	nhê
جلوہ	splendour
جلی	conspicuous
جلی	plain
جلی	xoã
جلیب	suite
جلیبا	mulberry
جلید	frost
جلید	băng
جلید	đá
جلید	is
جلیع	shameless
جلیل	lỉnh
جلیل	tuyệt
جم	mob
جم	mafia
جم	luôn
جما	frozen
جما	đặt
جما	set
جِماح	defiance
جماد	núi
جماد	đá
جماد	stone
جماد	khoáng
جماعت	fraternity
جماعت	caste
جماعت	đảng
جماعت	party
جماعت	tiệc
جماعت	thân
جماعت	body
جماعت	fraternity
جماعت	caste
جماعت	group
جماعت	nhóm
جماعت	đảng
جماعت	party
جماعت	tiệc
جماعت	thân
جماعت	body
جمال	ân
جمال	grace
جمال	tha
جمال	elegance
جمال	ân
جمال	grace
جمال	tha
جمال	elegance
جمالیاتی	aesthetic
جمانا	bắn
جمانا	nhái
جمانا	mass
جمانا	implant
جمانا	cấy
جمانا	trúng
جمانا	đánh
جمانا	stack
جمانا	giày
جمانا	bắn
جمانا	nhái
جمانا	mass
جمانا	fix
جمانا	implant
جمانا	cấy
جمانا	trúng
جمانا	đánh
جمانا	stack
جمانا	giày
جمانا	đặt
جمانا	set
جماوٹ	cóng
جماوٹ	gom
جمائو	nhái
جمائو	mass
جمائو	cóng
جمائو	stay
جمائو	gom
جماہی	ngáp
جمبال	bùn
جمبال	clay
جمبکُ	jackal
جمتوّل	frozen
جمرہ	sôi
جمرہ	syphilis
جمرہ	anthrax
جمرہ	blister
جمع	sum
جمع	toàn
جمع	hẹt
جمع	whole
جمع	kho
جمع	tổng
جمع	vốn
جمع	thuế
جمعِیّت	league
جمعِیّت	đảng
جمعِیّت	party
جمعِیّت	tiệc
جمعِیّت	quân
جمعِیّت	army
جمعِیّت	gom
جمعِیّت	buộc
جمعِیّت	hòa
جمک	twin
جمک	song
جمکانا	fix
جمکانا	thu
جمکانا	chỉnh
جمل	camel
جمل	cặp
جمل	couple
جمل	đôi
جمل	cặp
جمل	ghép
جمل	đôi
جُمل	sum
جُمل	toàn
جُمل	hẹt
جُمل	whole
جُملہ	toàn
جُملہ	hẹt
جُملہ	whole
جمنا	bắn
جمنا	lòi
جمنا	stick
جمنا	trồng
جمنا	mọc
جمنا	grow
جمنا	prosper
جمنا	harden
جمنا	đặt
جمنا	set
جموا	chàm
جموگنا	test
جموگنا	thử
جموگنا	chỉnh
جمہور	người
جمہور	công
جمہور	người
جمہور	công
جمیع	hết
جمیع	toàn
جمیع	hẹt
جمیع	whole
جمیع	tổng
جمیل	đẹp
جمیل	xinh
جن	người
جن	người
جن	man
جِن	khổn
جِن	ám
جِن	quỷ
جِن	mà
جِن	genie
جِن	thần
جنا	người
جنا	trai
جنا	nhi
جنا	son
جنا	sinh
جناب	ngưỡng
جناب	sếp
جناب	bên
جناب	phe
جناب	trang
جناب	margin
جناب	lề
جنّات	vườn
جنّات	gardens
جِنّاتی	supernatural
جِنّاتی	huge
جناح	nách
جناح	pinion
جناح	wing
جناح	cánh
جُناح	sin
جنازہ	tang
جنازہ	lễ
جناغ	cược
جناور	vật
جِنایت	sin
جنب	saga
جنب	part
جنب	phần
جنب	bên
جنب	phe
جنب	trang
جُنباں	lắc
جُنباں	run
جُنبانی	rung
جُنبش	motion
جُنبش	lắc
جُنبش	rung
جُنبش	uro
جُنبش	rung
جنبہ	bên
جنبہ	phe
جنبہ	trang
جنبہ	sườn
جنبہ	saga
جنبہ	part
جنبہ	phần
جنبی	lateral
جنتّ	thiên
جنتا	người
جنتر	bùa
جنتر	tơ
جنتر	charm
جنتر	code
جنتر	mã
جنتر	bùa
جنتر	máy
جنتر	tơ
جنتر	charm
جنتر	code
جنتر	mã
جنتری	lịch
جنتری	cheat
جنتری	wizard
جنتری	lịch
جنتری	cheat
جنتری	almanac
جنتری	wizard
جنتُو	giun
جنتُو	worm
جنّتی	pious
جنجال	rối
جنجال	xoáy
جُند	loài
جُند	quân
جُند	army
جُند	castor
جندرا	pitchfork
جِندڑی	đời
جنڈَیل	tướng
جنڈَیل	chung
