домейн	डोमेन
благородник	नोबल
благородник	प्रतिष्ठित
перес	पेरेज़
таен	गोपनीय
таен	गुप्त
таен	भेद
таен	रहस्य
спин	aids
спин	एड्स
окръжност	सर्किल
окръжност	घेरा
окръжност	वृत
окръжност	वृत्त
частица	कण
теза	लेख
олимп	ओलम्पस
гробището	कब्रिस्तान
хотели	होटल
пистолет	पिस्तौल
пистолет	पिस्टल
пистолет	बंदूक
пистолет	गन
арест	गिरफ़्तारी
арест	गिरफ्तार
арест	गिरफ्तारी
арест	गिरफ़्तार
ресурс	संसाधन
реалността	हकीकत
реалността	वास्तविकता
преценка	निर्णय
преценка	मूल्यांकन
преценка	निर्णय
оформление	ख़ाका
оформление	खाका
оформление	अभिन्यास
оформление	लेआउट
пода	फर्श
пода	तल
пода	मंजिल
легиона	लीजन
линда	लिंडा
изключителен	उत्कृष्ट
изключителен	बकाया
изключителен	असाधारण
шарлот	शेर्लोट
анимация	एनीमेशन
анимация	एनिमेशन
маркиз	बिल्ले
църковните	ecclesiastical
внос	आयात
внос	आयातित
централни	केंद्रीय
централни	मध्य
централни	सेंट्रल
куб	घन
автомобилна	ऑटोमोटिव
дебела	मोटी
дебела	घनी
дебела	मोटा
дебела	वसा
дебела	मोटी
дебела	स्थूल
дебела	मोटा
дебела	मोटे
моряци	सीमेन
месечна	मासिक
покер	पोकर
отзад	पीछे
отзад	पश्च
мит	एमआईटी
мит	मिथक
хубава	सुन्दर
хубава	सुंदर
хубава	सुदंर
хубава	pretty
хубава	नाइस
хубава	nice
съставки	संघटक
робинсън	रॉबिन्सन
убеждения	मान्यताओं
урал	यूराल
урал	उराल
хъдсън	हडसन
кент	केंट
ценен	मूल्यवान
правен	लीगल
правен	कानूनी
правен	विधिक
дискриминация	भेदभाव
дискриминация	विभेद
дискриминация	पक्षपात
плиний	pliny
драмата	नौटंकी
драмата	ड्रामा
драмата	नाटक
харт	हार्ट
иглолистни	शंकुधारी
индивид	व्यक्ति
индивид	व्यक्तिगत
позволено	अनुमति
позволено	अनुमत
филипс	फिलिप्स
тъмен	गहरा
тъмен	अंधेरा
антигуа	अण्टीगुआ
прозорци	विंडोज़
прозорци	खिड़कियाँ
полицай	अधिकारी
полицай	पुलिसकर्मी
полицай	पुलिसवाला
бисмарк	बिस्मार्क
бомбардировки	बमबारी
сант	संत
сант	सन्त
одобрен	अनुमोदित
одобрен	स्वीकृत
монархията	बादशाही
монархията	राजशाही
монархията	राजतंत्र
монархията	साम्राज्य
упражнения	व्यायाम
упражнения	exercise
упражнения	कसरत
свине	सुअरों
свине	सूअर
свине	स्वाइन
цивилизации	सभ्यताओं
алонсо	alonso
худ	हुड
отстъпление	रिट्रीट
изправен	कतरा
монтаж	संस्थापन
монтаж	स्थापना
монтаж	अधिष्ठापन
монтаж	संस्थापना
монтаж	फ़ौजी
монтаж	सम्पादन
монтаж	संपादन
мастърс	मास्टर्स
плати	अदा
квадрат	वर्ग
квадрат	स्क्वायर
квадрат	वर्गाकार
фернандес	फर्नांडीज
ауди	ऑडी
ауди	audi
доминик	डोमिनिक
хорхе	जोर्ज
субект	विषय
повлияни	बहकावे
апсида	apse
собствениците	मालिकों
собствениците	स्वामी
гласна	स्वर
обитатели	निवासी
обитатели	निवासियों
обитатели	निवासी
обитатели	निवासियों
труден	कठिन
труден	मुश्किल
труден	कठिन
труден	मुश्किल
хиляда	हज़ार
хиляда	हजार
преобразуване	रूपांतरित
преобразуване	बदलें
преобразуване	रूपांतरण
преобразуване	परिवर्तन
преобразуване	परिवर्तन
преобразуване	रूपांतरण
телефони	फ़ोन
телефони	फोन
корема	उदर
корема	बेली
корема	पेट
подкрепления	सुदृढीकरण
следващо	अगला
уан	वांग
витгенщайн	विट्गेंश्टाइन
вдигане	उठाने
предварителен	प्राथमिक
предварителен	प्रारंभिक
хюго	ह्यूगो
розово	पिंक
розово	गुलाबी
федерико	federico
каспийско	कैस्पियन
месина	मैसिना
албърт	अल्बर्ट
камерата	कैमरा
изненада	सरप्राइज़
изненада	आश्चर्य
жул	जूल्स
елени	हिरन
елени	हिरण
елени	रेनडियर
хипотези	परिकल्पना
норман	नॉर्मन
бордо	bordeaux
концертите	कॉन्सर्ट
фейсбук	facebook
фейсбук	फ़ेसबुक
фейсбук	फेसबुक
грижа	केयर
грижа	परवाह
никол	निकोल
приготвяне	तैयारी
приготвяне	तैयारी
отклонение	विचलन
спазване	अनुपालन
пазарна	बाजार
пазарна	बाज़ार
пазарна	मार्केट
джейми	जेमी
спомен	स्मृति
спомен	मेमोरी
президиума	presidium
чаша	काँच
чаша	काच
чаша	गिलास
чаша	ग्लास
чаша	कांच
чаша	मग
чаша	कप
навара	नावारा
костенурка	कछुआ
костенурка	कछुआ
искания	अनुरोध
искания	निवेदन
искания	मांगों
искания	मांगो
искания	मांगें
искания	मांगे
напитка	पेय
динамика	डायनामिक्स
динамика	गतिशील
динамика	डायनेमिक
хедвиг	hedwig
меко	नर्म
меко	सॉफ्ट
меко	मुलायम
меко	नरम
саманта	सामन्था
победени	पराजित
соня	सोनिया
соня	सोन्या
дребен	छोटे
дребен	छोटा
дребен	छोटी
изследователите	शोधकर्ताओं
изгрев	सूर्योदय
кос	कोस
горан	गोरान
зло	तकलीफ़
зло	बुरा
зло	बुराई
зло	दुष्ट
вертикално	खड़ा
вертикално	अनुलंब
вертикално	खड़ा
вертикално	लंबवत
акцент	लहजा
акцент	लहजे
акцент	एक्सेंट
акцент	जोर
сделка	लेनदेन
сделка	तिजारत
сделка	सौदेबाजी
сделка	डील
сделка	सौदा
сделка	सौदे
вдъхновение	प्रेरणा
рог	हॉर्न
рог	सींग
разширена	विस्तारित
разширена	विस्तारित
люис	लेविस
люис	लुईस
инициативи	पहलों
концепции	अवधारणाओं
активисти	कार्यकर्ताओं
положителен	सकारात्मक
положителен	धनात्मक
неофициален	अनौपचारिक
орбитален	कक्षीय
историците	इतिहासकारों
руди	रूडी
руди	rudi
руди	ores
посетителите	विज़िटर
национализъм	राष्ट्रवाद
капела	चैपल
откритие	खोज
откритие	डिस्कवरी
пакт	संधि
пакт	गठबंधन
пакт	संविदा
пакт	समझौता
пакт	अनुबंध
специализация	रेसिडेंसी
недостатък	कमियां
недостатък	दोष
рани	जख्म
рани	घाव
рани	rani
вот	वोट
вот	vote
вот	वोट
вот	वोटों
вот	मत
ислямски	इस्लामिक
ислямски	इस्लामी
кандидатурата	बोली
кандидатурата	उम्मीदवारी
алтернативни	वैकल्पिक
падане	गिरने
падане	गिरना
падане	गिरा
падане	पतझड़
падане	गिरना
падане	गिर
падане	पतन
фактите	तथ्य
дей	डे
привличане	आकर्षण
свидетели	गवाहों
свидетели	गवाह
свидетели	गवाह
поръчки	अनुबंध
поръчки	खरीद
поръчки	ऑर्डर
поръчки	आदेश
йони	ions
йони	जॉनी
лари	लैरी
терористи	आतंकवादियों
терористи	आतंकवादी
пациентите	रोगियों
пациентите	मरीजों
засегнати	प्रभावित
трагедия	त्रासदी
фондове	निधि
фондове	फंड
фондове	निधि
кол	कोल
подарък	मौजूद
подарък	मौजूदा
подарък	वर्तमान
подарък	उपस्थित
подарък	उपहार
подарък	तोहफा
електроенергия	बिजली
електроенергия	विद्युत
регистрирана	पंजीकृत
регистрирано	पंजीकृत
умишлено	जानबूझकर
клинтън	क्लिंटन
намерения	मंशा
намерения	इरादों
намерения	इरादा
намерения	इरादे
рик	रिक
модули	मॉड्यूल्स
модули	मॉड्यूल
модули	मौड्यूल
изпълнено	चलाया
каре	पट्ट
каре	textbox
жестоко	क्रूर
жестоко	बेदर्द
гостите	मेहमान
гостите	गेस्ट
гостите	अतिथि
вируси	वाइरस
вируси	विषाणु
вируси	वायरस
вируси	वाइरस
стенопис	भित्ति
кафяво	ब्राउन
кафяво	भूरा
изолирани	insulated
изолирани	पृथक
потъва	डूब
потъва	डूबता
маска	मास्क
маска	नकाब
маска	मुखौटा
описано	वर्णित
ядрен	परमाणु
ядрен	न्यूक्लियर
ядрен	नाभिकीय
дора	डोरा
зрялост	परिपक्वता
зелените	हरा
зелените	साग
сексуално	यौन
намерена	मिली
намерена	मिले
намерена	पाये
намерена	mile
намерена	पाया
намерена	मिला
пеперуда	तितली
отделени	जुदा
отделени	अलग
отделени	विलग
отделени	जुदा
отделени	अलग
отделени	पृथक
сектори	सेक्टर
проектирането	डिजाइनिंग
оцелява	जीवित
непознати	अजनबी
стандартен	मानक
превъзходство	सर्वोच्चता
превъзходство	श्रेष्ठता
превъзходство	बड़प्पन
тулуза	तुलूज़
съкращение	संक्षिप्त
съкращение	एक्रोनिम
съкращение	अतिरेक
двойни	दोहरा
двойни	डबल
двойни	दोगुना
двойни	युगल
водород	हाइड्रोजन
картите	कार्ड
картите	ताश
картите	नक्शे
картите	मानचित्र
активи	संपत्ति
активи	एसेट
активи	एसेट
сек	सेक
постановление	डिक्री
постановление	सत्ताधारी
ъгли	किनारे
ъгли	कोण
писти	ट्रैक
писти	ट्रैक्स
кая	काया
недостатъчно	अपर्याप्त
недостатъчно	अपर्याप्त
развитите	विकसित
ърнест	अर्नेस्ट
лава	लावा
слънчев	sunny
слънчев	सनी
обстоятелствата	हालात
обстоятелствата	हालातों
заплащане	अदा
заплащане	भुगतान
поклонение	तीर्थ
поклонение	यात्राएं
корпорация	कॉर्पोरेशन
корпорация	कारपोरेशन
корпорация	निगम
средиземноморски	भूमध्यसागरीय
екипи	टीम
екипи	टीमों
проби	नमूने
акра	एकड़
бронз	कांस्य
хигинс	हिगिंस
завършено	पूर्ण
завършено	पूरा
завършено	समाप्त
завършено	पूर्ण
завършено	पूरा
възнесение	आरोहण
широколистни	पतझड़ी
кндр	dprk
ата	ata
разрешаване	निराकरण
субтропичен	उपोष्ण
санскрит	संस्कृत
оксид	ऑक्साइड
ензими	एंजाइमों
ензими	एंजाइम
летища	एयरपोर्ट्स
летища	एयरपोर्ट
диаманти	हीरे
диаманти	ईंट
лама	लामा
сценарии	स्क्रिप्ट्स
сценарии	स्क्रिप्ट
сценарии	लिपि
сценарии	स्क्रिप्ट
постигнато	पहुंचा
постигнато	पहुँचे
постигнато	हासिल
ефективни	प्रभावी
маршрути	मार्गों
маршрути	रूट
топографски	topographical
творческа	क्रिएटिव
творческа	रचनात्मक
барбадос	बारबाडोस
управляващата	सत्ताधारी
противен	अप्रिय
боксьори	मुक्केबाज
абсолютна	निरपेक्ष
претендент	चैलेंजर
претендент	दावेदार
склад	गोदाम
склад	भंडारण
склад	स्टोरेज
склад	संग्रहण
склад	भंडार
видимо	दृष्टिगोचर
видимо	दृश्यमान
видимо	दृश्य
компютрите	कंप्यूटर
чука	हथौड़ा
аналог	एनॉलॉग
яйце	अंडा
меркурий	पारद
меркурий	बुध
меркурий	पारा
рейтинг	दर्जा
рейтинг	रेटिंग
рейтинг	दरजा
рейтинг	रेटिंग
рейтинг	दरजा
софи	सोफी
суми	रकम
предшественици	पूर्वजों
предшественици	पूर्वजो
предшественици	पूर्ववर्तियों
водорасли	शैवाल
атом	परमाणु
атом	अणु
желания	इच्छाओं
желания	बधाइयां
батиста	बतिस्ता
корупцията	भ्रष्टाचार
спасяване	सहेजें
спасяване	छायांकन
спасяване	उद्धार
спасяване	बचाव
железница	रेलवे
железница	रेल
железница	रेल
железница	रेलमार्ग
железница	रेलरोड
саша	साशा
геолог	भूवैज्ञानिक
тонове	टन
тонове	टन
тонове	टोन
морал	मनोबल
морал	नैतिक
морал	moral
морал	नैतिकता
морал	नैतिकता
ледник	हिमनद
ледник	ग्लेशियर
ледник	हिमानी
енергетика	ऊर्जा
енергетика	उर्जा
бернар	बर्नार्ड
метрото	सबवे
метрото	मेट्रो
метрото	मैट्रो
хокей	हॉकी
разбиване	तोड़ने
разбиване	ब्रेकिंग
разбиване	तोड़कर
разбиване	स्मैकडाउन
шефилд	शेफ़ील्ड
честоти	बारंबारता
единадесет	ग्यारह
механични	यांत्रिक
механични	mechanical
омир	होमर
експрес	अभिव्यक्त
експрес	एक्सप्रेस
експрес	एक्स्प्रेस
прозореца	खिडकी
прозореца	विंडो
прозореца	खिड़की
слепи	ब्लाइंड
слепи	अंधा
слепи	अंधे
слепи	अँधा
ставайки	बनने
пиърс	पियर्स
хайнц	हाइन्ज़
невис	नेविस
етиен	étienne
спрян	रोका
йерархия	पदानुक्रम
законодателна	विधान
огледало	आईना
огледало	मिरर
огледало	शीशा
огледало	प्रतिबिंब
огледало	दर्पण
августин	अगस्टाइन
рут	रूथ
рут	रुथ
подписано	हस्ताक्षरित
пръстите	उंगलियां
пръстите	उंगलियों
пръстите	उँगलियाँ
пръстите	अंगुलियाँ
пръстите	उंगलियाँ
дробове	फेफड़ों
дробове	फेफड़े
пикет	पिकेट
съдията	जज
съдията	न्यायाधीश
съдията	फैसला
съдията	न्यायधीश
кат	कठ
кат	कैट
кат	बिल्ली
престъпност	क्राइम
престъпност	अपराध
престъпност	जुर्म
престъпност	अपराधों
мас	मास
автобиография	आत्मकथा
азот	नाइट्रोजन
пит	पीट
диас	डियाज़
гранична	सीमा
гранична	सीमांत
гранична	बार्डर
гранична	बॉर्डर
гранична	किनारा
уолъс	वालेस
намиране	ढूंढना
намиране	ढूंढें
намиране	ढूँढें
кандидатите	उम्मीदवार
кандидатите	आवेदकों
луда	उन्मादी
луда	पागल
луда	क्रेजी
индустриални	औद्योगिक
светски	सेक्युलर
светски	धर्मनिरपेक्ष
светски	सांसारिक
джудже	बौना
мики	मिकी
козина	फर
усещане	feeling
усещане	अनुभूति
усещане	भावना
усещане	अहसास
усещане	सनसनी
затвори	जेलों
столетия	सदियों
столетия	सदियां
отава	ओटावा
въже	रस्सी
емоции	भावना
емоции	जज्बात
емоции	भावनाओं
емоции	भाव
теология	धर्मशास्त्र
литъл	छोटे
литъл	छोटा
литъл	लिटिल
литъл	छोटी
опасно	खतरनाक
сарагоса	ज़रागोज़ा
плъхове	चूहा
плъхове	चूहे
пан	पैन
пан	पण
стомаха	पेट
вайс	वेइस
признаване	मान्यता
директен	डायरेक्ट
директен	प्रत्यक्ष
директен	direct
директен	सीधा
куп	खांचा
пуническа	प्यूनिक
наш	nash
оригинална	मूल
оригинална	मौलिक
оригинална	असली
литовски	लिथुआनियाई
родопски	लिलि
техеран	तेहरान
влажност	नमी
влажност	आर्द्रता
протоколи	प्रोटोकॉल
мерцедес	मर्सिडीज
теоретик	theorist
разрушава	नष्ट
сечение	धारा
сечение	खंड
сечение	अनुभाग
сечение	खण्ड
сечение	प्रतिच्छेद
насоченост	दिशा
насоченост	अभिविन्यास
дявола	डेविल
дявола	devil
дявола	शैतान
добавки	पूरक
добавки	एडिटिव
ловец	हंटर
ловец	शिकारी
едуардо	एडुआर्डो
небраска	नेब्रास्का
кавалерията	प्यादे
ресторанти	रेस्टोरेंट
ресторанти	रेस्तरां
красиво	सुंदर
красиво	सूंदर
красиво	ब्यूटीफुल
красиво	खूबसूरत
съобщението	सन्देश
съобщението	संदेश
кана	जुग
кана	काना
поддържан	कायम
патрона	कार्ट्रिज
лестър	लीसेस्टर
лестър	लेस्टर
интернешънъл	अंतर्राष्ट्रीय
интернешънъл	अन्तर्राष्ट्रीय
интернешънъл	अंतरराष्ट्रीय
изразяване	एक्सप्रेशन
изразяване	अभिव्यक्ति
крийк	क्रीक
дени	डेनी
болки	दर्द
болки	पीड़ा
акциите	स्टाक
акциите	स्टॉक
акциите	भण्डार
погребение	दफ़न
погребение	संस्कार
погребение	अंत्येष्टि
квантовата	क्वांटम
фреди	फ्रेडी
фреди	फ्रेडी
мебели	फ़र्नीचर
мебели	फर्नीचर
взаимодействието	सहभागिता
взаимодействието	बातचीत
доставки	आपूर्ति
доставки	सप्लाई
доставки	डिलीवरी
доставки	आपूर्ति
доставки	आपूर्तियाँ
сянката	परछाई
сянката	छाया
спогодба	वचन
коронован	पहनाया
засада	घात
наваро	नवारो
лойд	लॉयड
поиска	निवेदित
поиска	अनुरोधित
милиция	मिलिशिया
доставени	वितरित
детайл	विवरण
голи	नंगे
голи	नंगा
голи	नग्न
голи	bare
голи	नंगा
голи	नग्न
изстрел	गोली
изстрел	शॉट
гринуич	ग्रीनविच
новак	नोवाक
новак	प्रशिक्षु
новак	नौसिखिया
зрение	दर्शन
зрение	दृष्टि
бизнесмени	व्यवसायियों
оценяване	मूल्यांकन
оценяване	मूल्यांकन
оценяване	मूल्यांकन
оценяване	माप
оценяване	मापन
дървесина	वुड
дървесина	लकड़ी
дървесина	लकडी
нормални	सामान्य
вълци	भेड़ियों
насърчаване	प्रोत्साहन
насърчаване	प्रचार
насърчаване	तरक्की
насърчаване	प्रमोशन
насърчаване	प्रचार
бери	बेरी
необичайно	असामान्य
необичайно	असामान्य
ботаник	वनस्पतिशास्त्री
колиби	झोपड़ियां
спенсър	स्पेंसर
ръб	किनारा
ръб	किनारे
бъртън	बर्टन
здравеопазване	सेहत
здравеопазване	स्वास्थ्य
насаждения	फसलें
насаждения	फसलों
насаждения	बागान
насаждения	बागानों
полицаи	पुलिसवाले
полицаи	पुलिसकर्मियों
полицаи	अधिकारी
полицаи	अधिकारीयों
полицаи	अधिकारियों
юдея	judea
дневен	रोज
дневен	नित्य
дневен	रोजाना
дневен	दैनिक
дневен	प्रतिदिन
дневен	रोज़
версиите	संस्करण
самюъл	सैमुएल
уши	कान
уши	कान
уши	कानों
враговете	शत्रु
враговете	दुश्मनों
недостатъчност	insufficiency
недостатъчност	कमियां
разписание	शेड्यूल
разписание	अनुसूची
джийн	जाँ
джийн	जां
джийн	जीन
здрав	स्वास्थ्यवर्धक
здрав	स्वस्थ
мое	मेरा
вилньов	villeneuve
сиатъл	सिएटल
зенон	ज़ीनो
подземни	भूमिगत
подземни	subterranean
преживявания	अनुभव
преживявания	अनुभवों
стайлс	शैलियाँ
джеферсън	जेफरसन
стачка	हड़ताल
стачка	स्ट्राइक
превоз	परिवहन
превоз	परिवहन
превоз	ट्रांसपोर्ट
превоз	यातायात
превоз	हस्तांतरण
бронирани	कराया
полите	स्कर्ट
подчинена	अधीनस्थ
задължение	कर्तव्य
задължение	ड्यूटी
задължение	प्रतिबद्धता
задължение	दायित्व
сектора	सेक्टर
ястие	डिश
ястие	भोजन
новела	उपन्यास
новела	अनोखा
брашно	आटा
брашно	भोजन
валия	वालिया
платформи	प्लेटफ़ॉर्म
последователите	अनुयायी
последователите	अनुसरणकर्ता
златно	सुनहरा
златно	गोल्डन
златно	सुनहरी
златно	सोने
златно	सोना
златно	गोल्ड
златно	स्वर्ण
златно	सुनहरा
сексуална	यौन
разбити	टूटी
разбити	टूटा
режими	मोड्स
гваделупа	guadeloupe
приоритет	प्राथमिकता
приоритет	प्रधानता
племенника	भांजा
племенника	भतीजा
племенника	भतीजे
импулс	नाड़ी
импулс	नब्ज
импулс	पल्स
импулс	आवेग
репутацията	प्रतिष्ठा
диагноза	निदान
руини	खंडहर
руини	तबाह
имение	मैनर
проста	सिंपल
проста	साधारण
проста	सरल
флейта	बाँसुरी
флейта	बांसुरी
санто	सेंटो
девойки	लड़कियां
девойки	लड़कियाँ
девойки	girls
девойки	लड़कियों
академични	शैक्षिक
академични	अकादमिक
графични	आलेखीय
графични	ग्राफ़िक
графични	ग्राफिक
десети	दसवाँ
конфедерацията	परिसंघ
конфедерацията	परिषद
конфедерацията	कनफेडरेशन
плаж	समुद्रतट
плаж	बीच
лиса	लीज़ा
лиса	लिसा
получен	प्राप्त
получен	प्राप्त
колумб	कोलंबस
взет	लिया
страст	जुनून
сериен	धारावाहिक
сериен	सीरियल
радиация	विकिरण
хюз	ह्यूजेस
понт	pont
бозайниците	स्तनधारियों
робъртс	रॉबर्ट्स
вирус	वाइरस
вирус	विषाणु
вирус	वायरस
измама	घोटाला
измама	ठगी
измама	धोखाधड़ी
измама	कॉन
подчинен	अधीनस्थ
анжу	anjou
спорни	विवादित
спорни	विवादास्पद
павзаний	pausanias
едисън	एडीसन
едисън	एडिसन
мок	ioc
див	जंगली
алтернативна	वैकल्पिक
алтернативна	वैकल्पिक
данъците	करों
данъците	कर
лабораторията	लैब
лабораторията	lab
дворци	महलों
дворци	महलो
воин	योद्धा
колелото	पहिया
колелото	चक्र
колелото	व्हील
колелото	बाइक
колелото	बाईक
конгресът	कांग्रेस
конгресът	कॉंग्रेस
нептун	वरुण
общинска	नगरपालिका
кристин	क्रिस्टीन
кристин	क्रिस्टिन
бик	bull
бик	बैल
бик	बुल
бик	सांड
мишка	माउस
мишка	मूषक
мишка	चूहा
диктатура	तानाशाही
убита	मारे
топло	गरम
моят	मेरा
кока	कोका
мелодия	राग
мелодия	tune
мелодия	धुन
доменико	डोमेनिको
дипломация	कूटनीति
наблюдател	सर्वर
наблюдател	निरीक्षक
наблюдател	पहरेदार
репортер	रिपोर्टर
плоски	फ्लैट
плоски	सपाट
плоски	समतल
плоски	चपटा
гренада	ग्रेनाडा
гренада	हरा
предателство	विश्वासघात
предателство	देशद्रोह
фелипе	फेलिप
мъченик	शहीद
мъченик	वीरगति
кенет	केनेथ
китайско	चीनी
китайско	चाइनीज
ага	आगा
босненски	बोस्नियाई
изтриването	हटाना
безгръбначни	spineless
писмено	लिखी
писмено	लिखा
яде	खाने
окачване	निलंबन
окачване	बर्खास्तगी
декорация	सजावट
декорация	सजाने
фбр	एफबीआई
аугуст	अगस्त
ходове	चाल
ходове	moves
ходове	चालें
китс	किट्स
райли	रिले
придобиване	प्राप्ति
придобиване	अधिग्रहण
терени	मैदान
проникване	घुसपैठ
наводнения	बाढ़
наводнения	बाढ़
екология	पारिस्थितिकी
ганди	गाँधी
ганди	gandhi
ганди	गांधी
барбуда	बारबूडा
едуардс	एडवर्ड्स
жертвата	पीड़ित
жертвата	पीडित
жертвата	शिकार
специфично	विशिष्ट
ремикс	रीमिक्स
ремикс	रिमिक्स
магдебург	मागदेबुर्ग
свалени	डाउनलोड
бури	तुफान
бури	तूफ़ान
костюми	परिधान
костюми	वेशभूषा
костюми	सूट
стосър	स्टोसुर
сряда	बुधवार
сряда	बुधवार
меки	नर्म
меки	सॉफ्ट
меки	मुलायम
меки	नरम
цензура	सेंसरशिप
публикуване	प्रकाशित
публикуване	प्रकाशन
публикуване	पोस्ट
публикуване	प्रकाशन
временна	अस्थायी
временна	अस्थाई
грег	ग्रेग
благоприятни	अनुकूल
разрешено	अनुमति
разрешено	अनुमत
ферми	फ़ार्म
ферми	खेतो
ферми	फर्मी
защитни	सुरक्षात्मक
планирано	अनुसूचित
планирано	नियोजित
мускулите	मांसपेशियों
мускулите	मांसपेशियां
пауза	ठहरें
пауза	रोकें
пауза	ठहराना
въглерод	कार्बन
отбелязан	tagged
отбелязан	विख्यात
произведена	उत्पादित
вилнюс	विल्नुस
типична	ठेठ
терор	आतंक
мартиника	मार्टीनिक
цепелин	zeppelin
крайбрежните	तटीय
забранена	वर्जित
забранена	मनाही
забранена	निषिद्ध
забранена	हराम
забранена	निषिद्ध
забранена	प्रतिबंधित
забранена	बैन
използвайте	उपयोग
тълкуване	व्याख्या
тълкуване	निर्वचन
гърлото	गला
дневно	रोज
дневно	नित्य
дневно	रोजाना
дневно	दैनिक
дневно	प्रतिदिन
дневно	रोज़
разширения	विस्तार
разширения	एक्सटेंशन्स
разширения	एक्सटेंशन
кордоба	कोर्डोबा
лекарите	चिकित्सकों
лекарите	डॉक्टरों
лекарите	डॉक्टर
сексуални	यौन
разшири	विस्तार
трудна	कठिन
трудна	मुश्किल
насилствено	हिंसक
воини	वारियर्स
воини	योद्धाओं
юрген	य़ुएर्गेन
бафта	bafta
стандартна	मानक
корал	मूंगा
корал	कोरल
корал	मूँगे
корал	मूँगा
кош	टोकरी
кош	बास्केट
кош	साइडकार
кош	कोश
ария	arya
животното	जानवर
животното	पशु
животното	प्राणी
животното	एनिमल
волф	वुल्फ
волф	भेड़िया
андора	अंडोरा
дек	dec
дек	दिसंबर
дек	दिसम्बर
трофей	ट्रॉफी
гибралтар	जिब्राल्टर
ран	दौड़ा
ран	भागा
котли	बायलरों
налични	उपलब्ध
налични	उपलब्धियाँ
делхи	दिल्ली
минимална	न्यूनतम
ефективна	कुशल
ефективна	प्रभावी
куросава	कुरोसावा
свойство	संपत्ति
свойство	गुण
свойство	सम्पत्ति
свойство	प्रॉपर्टी
общуване	संचार
съвместен	संयुक्त
болници	अस्पतालों
болници	अस्पताल
грегъри	ग्रेगरी
обсег	सीमा
обсег	दायरा
стефани	स्टेफ़नी
бътлър	बटलर
оуен	ओवेन
оуен	ओवन
домашно	होमवर्क
домашно	homework
контузии	चोटें
контузии	चोटों
зъбите	दांत
качествени	गुणात्मक
занимания	उपक्रम
занимания	गतिविधियाँ
занимания	क्रियाएँ
спускане	शुभारंभ
стълба	सीढ़ी
стълба	लैडर
стълба	सीढ़ियाँ
астън	एस्टन
николас	निकोलस
временни	अस्थायी
временни	अस्थाई
временни	अस्थायी
алгебра	बीजगणित
предоставяне	रोज़ी
предоставяне	प्रावधान
махмуд	महमूद
махмуд	महमूद
насилието	हिंसा
алианс	गठबंधन
хавана	हवाना
пренос	संचरण
пренос	प्रेषण
пренос	हस्तांतरण
навигация	nav
навигация	नव
навигация	संचरण
навигация	नेविगेशन
хирург	सर्जन
съдиите	न्यायाधीशों
интелект	बुद्धि
интелект	इंटेलिजेंस
интелект	खुफिया
интелект	बुद्धिमत्ता
интелект	प्रज्ञा
натоварване	लोड
натоварване	लोडिंग
натоварване	लदान
адриатическо	एड्रियाटिक
юго	ह्यूगो
наблюдатели	पहरेदार
знамена	बैनर
знамена	ध्वज
знамена	फ़्लैग
знамена	फ्लैग
знамена	पताका
знамена	फ्लैग्स
знамена	ध्वज
класика	क्लासिको
класика	क्लासिक
класика	शास्त्रीय
класика	क्लासिक
замърсяване	संदूषण
замърсяване	प्रदूषक
замърсяване	प्रदूषण
прикритие	आवरण
прикритие	कवर
стандартите	मानकों
отрицателни	नकारात्मक
отрицателни	ऋणात्मक
роди	जना
роди	roddy
собственика	स्वामी
собственика	मालिक
тирана	तिराना
новините	खबर
новините	समाचार
новините	न्यूज़
новините	न्यूज
решен	हल
надал	नडाल
рейнджърс	रेंजर्स
рейнджърс	रेंजरों
гренадини	grenadines
украсени	सुशोभित
вдъхновен	प्रेरित
имп	imp
триполи	त्रिपोली
протестанти	protestants
колумбийски	कोलम्बियाई
корана	क़ुरआन
корана	क़ुरान
корана	कुरान
корана	कुरान
мао	मियाओ
мао	माओ
тръстика	पत्तियों
хоризонтално	आड़ा
хоризонтално	क्षैतिज
хоризонтално	आड़ा
стрелец	शूटर
стрелец	धनु
стрелец	archer
аудитория	श्रोता
аудитория	ऑडियंस
аудитория	दर्शक
аудитория	ऑडिटोरियम
дарове	उपहार
развод	तलाक़
развод	तलाक
джонас	जोनास
гомес	गोम्स
гомес	गोमेज़
прародител	पूर्वज
ейми	एमी
препоръки	अनुशंसा
препоръки	संदर्भ
препоръки	सन्दर्भ
препоръки	सुझाव
пеша	सैर
пеша	चलना
резервоар	टैंक
резервоар	टंकी
изведнъж	अचानक
изведнъж	एकाएक
получена	प्राप्त
получена	प्राप्त
преследван	धड़ा
осма	ओसमा
осма	आठवां
осма	आठवीं
заснети	फिल्माया
актуални	रुझान
актуални	चर्चित
загубен	खोई
загубен	गुमशुदा
загубен	खोया
орли	ईगल्स
научи	जानें
научи	सीखें
научи	सीख
поправка	मरम्मत
поправка	सुधार
монголски	मंगोलियाई
светли	उज्ज्वल
светли	उज्जवल
отговорността	उत्तरदायित्व
отговорността	ज़िम्मेदारी
отговорността	जिम्मेदारी
монтиран	आरोहित
монтиран	स्थापित
монтиран	संस्थापित
атила	अत्तिला
либерална	लिबरल
либерална	उदार
евразия	यूरेशिया
джамии	मस्जिदों
джамии	मस्ज़िद
рай	स्वर्ग
рай	राई
рай	राय
рай	जन्नत
рай	स्वर्ग
