parme	پارما
jackie	جکی
dissous	منحل
réplique	پاسخ
réplique	بدل
réplique	بدلی
mètre	متر
mètre	کنتور
mètre	متر
ban	بان
ban	قدغن
azerbaïdjan	اذربایجان
azerbaïdjan	آذربایجان
azerbaïdjan	آذربایجانی
arcs	کمان
walsh	والش
directeurs	مربیان
canard	داک
canard	اردک
canard	مرغابی
protégés	محفوظ
gazon	چمن
gazon	چمن
gazon	چمنی
gazon	علف
monstres	هیولاهای
monstres	هیولاهایی
monstres	هیولاها
bits	بیت
bits	ذره
panorama	پانوراما
icône	شمایل
icône	نماد
progressif	تدریجی
progressif	پیشرو
garnier	گارنیه
puf	puf
osaka	اوساکا
oreilles	خوشه
oreilles	گوش
oreilles	گوشها
oreilles	گوشهای
patrouille	گشت
patrouille	گشتی
patrouille	پاترول
aoc	aoc
zagreb	زاگرب
creek	کریک
creek	نهر
méditerranéen	مدیترانه
fusée	منور
fusée	فشفشه
fusée	راکت
fusée	موشک
notation	ارزیابی
notation	نشانگذاری
notation	نماد
prairies	علفزار
prairies	چمنزار
prairies	پریری
prairies	مدوز
bennett	بنت
rendement	عملکرد
rendement	اجرا
rendement	کارایی
rendement	بازده
rendement	بازده
rendement	کارایی
requêtes	درخواستها
reynolds	رینولدز
xve	xve
xve	fifteenth
xve	پانزدهمین
brad	براد
jolie	خوشگل
jolie	خوشگله
jolie	خیلی
jolie	خوبی
jolie	قشنگ
jolie	قشنگه
bénéfice	سودش
bénéfice	منفعت
bénéfice	سودی
bénéfice	سود
bénéfice	منفعت
bénéfice	نفع
bénéfice	سودی
bénéfice	سود
notions	مفاهیم
grandi	گراندی
colmar	کلمار
téléspectateurs	بیننده
téléspectateurs	بینندگان
téléspectateurs	بازدیدکنندگان
leroy	لیروی
amélie	آمالیا
amélie	آملیا
amélie	امیلیا
amélie	املی
amélie	آملی
évangile	انجیل
tapis	فرش
tapis	قالی
tapis	قالیچه
tapis	فرش
tapis	موکت
tapis	قالی
tapis	قالیچه
tapis	قالی
tapis	فاخر
solides	توپر
solides	یکدست
solides	جامد
coach	coach
coach	دلیجان
coach	مربیگری
coach	مربی
entiers	کل
pratiquer	تمرین
cahier	دفترچه
rédiger	نوشت
rédiger	نویسند
rédiger	نوشتن
rédiger	بنویسید
rédiger	بنویسد
hélicoptère	هلیکوپتر
hélicoptère	بالگرد
hélicoptère	هلیکوپترها
déplacé	زوال
attribuer	خصیصه
attribuer	صفت
attribuer	انتساب
saxophone	ساکسیفون
saxophone	ساکس
saxophone	ساکسیفون
avènement	ظهور
marron	قهوهای
marron	براون
marron	مارون
josh	جاش
bombes	بمب
bombes	بمبها
bombes	بمبهای
territorial	ارضی
crédits	credits
crédits	تیتراژ
heavy	سنگینی
heavy	سنگین
avocats	وکیل
avocats	وکلا
cia	cla
recueils	تالیفات
utc	utc
exécuter	اجرا
exécuter	اجرا
constamment	دائماً
constamment	دائما
prolongation	افزونه
prolongation	پسوند
champignons	قارچها
champignons	قارچ
champignons	قارچ
champignons	قارچهای
champignons	قارچها
champignons	قارچهای
champignons	قارچ
eduardo	ادواردو
coton	کاتن
coton	کتان
coton	پنبه
artois	آرتوا
insertion	درج
insertion	درج
extinction	انقراض
implication	دلالت
implication	گرفتاری
implication	درگیری
implication	دخالت
consécutive	پیاپی
consécutive	متوالی
tyler	تایلر
portion	خدمت
grains	حبوبات
grains	دانه
grains	گندم
résistants	مقاوم
résistants	مقاومت
résistants	مقاومتی
résistants	مخالفان
sensibles	مستعد
sensibles	حساس
sensibles	حساسی
birmingham	بیرمنگام
primes	اضافی
primes	امکاناتی
beatles	بیتلز
beatles	بیتل
lame	بلید
lame	تیغه
lame	تیغ
photographique	عکاسی
photographique	photography
photographique	عکسبرداری
photographique	عکاسی
herbe	هرب
herbe	گرس
herbe	علف
herbe	چمن
herbe	چمنی
herbe	علف
maximilien	ماکسیمیلیان
manitoba	مانیتوبا
fabien	آون
fabien	اوون
dépendance	وابستگی
dépendance	اعتیاد
dépendance	اعتیادآور
prés	مدوز
nassau	ناسو
détachement	فوج
observateur	ناظر
bravo	براو
bravo	براوو
bravo	آفرین
bravo	تبریک
curtis	کورتیس
contestation	چالش
contestation	تظاهرات
contestation	اعتراض
contestation	اعتراضات
contestation	اعتراضی
contestation	نزاع
contestation	جدال
contestation	ستیزه
contestation	پرخاش
sibérie	سیبری
sibérie	سیبری
interaction	تعامل
wisconsin	ویسکانسین
trophées	جوایز
terrasse	تراس
herman	هرمن
herman	هرمان
maturité	بلوغ
maturité	بلوغ
maturité	بالغ
damas	دمشق
élevées	مرتفع
élevées	برافراشته
lima	لیما
désaccord	مخالفم
désaccord	اختلاف
désaccord	مخالف
désaccord	اختلاف
infini	نامتناهی
infini	بینهایت
infini	نامتناهی
infini	بینهایت
infini	نامحدود
infini	بیکران
passées	past
passées	گذشته
vivante	living
vivante	وزندگی
vivante	زندگی
vivante	زنده
unicode	یونیکد
boucher	بوشه
boucher	قصاب
boucher	قصابی
lin	کتان
lin	لین
lin	کتان
crâne	جمجمه
guitares	گیتار
assis	بنشینم
assis	نشسته
assis	نشستم
assis	نشست
assis	نشستند
assis	بلندای
assis	آسیس
assis	نشستن
assis	نشسته
guerrier	مبارز
guerrier	سلحشور
guerrier	جنگجوی
visiter	آباد
visiter	ملاقات
visiter	عیادت
visiter	بازدید
rus	rus
angela	آنگلا
angela	آنجلا
détenus	اسیری
détenus	زندانیان
venger	انتقام
becker	بکر
dresde	درسدن
ajaccio	آژاکسیو
quoique	هرچند
quoique	اگرچه
quoique	گرچه
découverts	کشف
domestiques	اهلی
cycles	چرخه
quantités	کمیت
missionnaires	دینیه
correction	اصلاح
correction	اصلاحات
correction	اصلاح
laffont	laffont
détection	آشکارسازی
détection	تشخیص
owen	آون
owen	اوون
renouveau	احیای
renouveau	revival
renouveau	نوسازی
renouveau	بازسازی
renouveau	تجدید
effondrement	آوار
effondrement	فروپاشی
htm	htm
porteur	فروز
porteur	حامل
porteur	هولدر
porteur	خوبان
porteur	پورتر
porteur	پرتر
mas	ماس
mas	mas
aperçu	خلاصۀ
aperçu	خلاصه
aperçu	پیشنمایش
proposées	خواستگاری
proposées	پیشنهادی
réalisateurs	فیلمسازان
octave	اکتاو
variés	متنوع
éditorial	سرمقاله
définitif	قطعی
définitif	نهائی
définitif	نهایی
définitif	پایانی
définitif	آخرین
définitif	فاینال
orthodoxes	ارتدوکس
disait	گفت
edwin	ادوین
disciple	پیرو
disciple	مرید
atteignant	رسا
exceptionnel	استثنایی
exceptionnel	استثنائی
administratifs	اداری
progressive	تدریجی
progressive	پیشرو
crimée	کریمه
crimée	کریمه
wade	وید
spirituelle	معنوی
spirituelle	روحانی
faubourg	حومه
rat	موش
hello	الو
hello	سلام
luca	لوکا
registres	ثبات
croiseur	ناو
croiseur	رزمناو
signaux	سیگنالهای
signaux	انتن
signaux	سیگنال
signaux	علامت
bretons	برتون
atomes	اتمهای
atomes	اتمها
mann	مان
cure	درمانش
cure	علاج
angola	آنگولا
passionné	پرشور
passionné	احساساتی
grottes	غار
grottes	غارهای
grottes	غارها
épouser	ازدواج
épouser	عقد
regroupement	تحکیم
regroupement	گروهبندی
réflexions	بازتاب
réflexions	افکار
réflexions	افکارش
tristan	تریستان
millénaire	هزاره
décorée	آراسته
romance	رمانتیک
romance	عاشقانه
hauteurs	هایتس
supporters	حامیان
vastes	وسیع
vastes	پهناور
vastes	بیکران
filtre	پالایش
filtre	پالایه
filtre	فیلتر
trahison	غدر
trahison	خیانت
trahison	خیانت
laboratoires	آزمایشگاه
laboratoires	آزمایشگاههای
laboratoires	آزمایشگاهی
laboratoires	لابراتوار
laboratoires	آزمایشگاه
laboratoires	آزمایشگاههای
alignbars	alignbars
sénégalais	بانوماهی
lucy	لوسی
parfaite	عالی
parfaite	perfect
parfaite	پرفکت
het	هت
sauvegarde	پشتیبان
sauvegarde	پشتیبانی
gers	ژر
avancé	پیشرفته
théâtres	سینماها
théâtres	تئاتر
joël	ژوئل
joël	جوئل
monnaies	سکه
bio	bio
bio	آلی
bio	ارگانیک
fresque	فرسکو
sri	سری
étiquette	آداب
étiquette	رسوم
étiquette	برچسب
étiquette	تگ
étiquette	برچسب
acquise	بدست
acquise	اکتسابی
fontaines	فواره
fontaines	سرچشمه
fontaines	چشمه
villiers	ویلیر
montana	مونتانا
médiation	میانجی
médiation	میانجیگری
byzantine	بیزانس
mystérieux	اسرارآمیز
mystérieux	معمای
berg	برگ
aristote	ارسطو
billet	بلیط
billet	بلیت
dateformat	dateformat
journalisme	نگاری
journalisme	خبرنگاری
maïs	ذرت
maïs	میخچه
maïs	حبوبات
étudiante	محصل
étudiante	شاگرد
étudiante	دانشجو
aliments	غذاها
aliments	غذاهای
chen	چن
aides	ایدز
aides	کمکهای
accompagnement	مربیگری
accompagnement	همراه
rétablir	بازگردانی
rétablir	بازگرداندن
rétablir	برگرداندن
rétablir	بازیابی
agriculteurs	کشاورزان
agriculteurs	کشاورز
céline	سلین
céline	سلین
indices	شاخصهای
indices	سرنخ
adaptations	تنظیمات
juives	یهود
juives	یهودیان
juives	یهودی
rage	هار
rage	هاری
rage	خشم
répétition	تمرین
répétition	تکرار
répétition	فرکانسی
répétition	فرکانس
répétition	بسامد
répétition	تکرار
comédienne	بازیگر
comédienne	actress
affirmer	قائل
sanction	مجازات
sanction	پنالتی
sanction	مجازات
sanction	تنبیه
far	دور
élévation	بلندی
quantique	کوانتوم
quantique	کوانتومی
jonction	جانکشن
jonction	تلاقی
réparation	تعمیر
réparation	تعمیرات
réparation	تعمیرات
consécration	تبرک
régis	رجیس
jenny	جنی
klaus	کلاوس
calgary	کلگری
bart	بارت
nid	لانه
nid	آشیانه
nid	لونه
nid	nid
motivation	انگیزه
motivation	انگیزش
réglementation	مقررات
spa	pps
spa	چشمه
spa	اسپا
croisière	کروز
hassan	حسن
hassan	حسن
diplomatiques	دیپلماتیک
confirmation	تاییدیه
confirmation	تأیید
confirmation	تصدیق
confirmation	تایید
confirmation	تأیید
confirmation	تصدیق
régence	رگنسی
diffuser	پخش
diffuser	مخابره
baptême	نگارگری
baptême	تعمید
baptême	تعمید
hal	هال
hal	هل
hal	hal
narbonne	نربون
complémentaires	مکمل
complémentaires	متمم
leon	لئون
leon	لیون
batteries	باطری
batteries	باتری
orlando	اورلاندو
dinamo	دینامو
appliqué	کاربردی
qualifiées	شایستگی
croisés	صلیبی
ponte	پانت
africaines	آفریقایی
chelsea	چلسی
chelsea	chelsea
opposants	مخالفان
mad	مجنون
mad	دیوانه
affrontement	مشاجره
affrontement	مواجهه
affrontement	رویارویی
affrontement	مقابله
affrontement	کلش
affrontement	برخورد
ruine	ویرانی
ruine	هلاکت
ruine	خراب
ruine	ویران
senior	ارشد
hypothèses	فرضیه
metro	مترو
metro	متروی
olive	آلیو
olive	زیتونی
olive	زیتون
duncan	دانکن
participations	هولدینگز
japonaises	ژاپنی
sorcière	جادوگر
sorcière	جادوگری
roch	روک
sagesse	حکمت
sagesse	حکمتی
décorations	تزئین
décorations	تزئینات
helena	هلنا
wells	ولز
rendue	رندر
jake	جیک
phillips	فیلیپس
duke	دیوک
duke	دوک
immédiat	فوری
brandebourg	براندنبورگ
tower	تاور
tower	برج
montparnasse	مونپارناس
rachat	رستگاری
rachat	تصاحب
bœuf	بیف
deportivo	deportivo
chats	گربه
chats	cat
chats	گربه
abréviation	مخفف
géants	غول
nazie	نازی
nazie	نازیها
exploitations	هولدینگز
exploitations	مزارع
sharon	شارون
lapin	خرگوشی
lapin	خرگوش
lapin	لاپین
gene	ژنها
gene	ژن
gene	ژنی
reportage	گزارش
reportage	رپرتاژ
etienne	اتین
rer	rer
laure	لورا
banquier	بانکدار
cri	cri
cri	irc
cri	جیغ
silésie	سیلسیان
silésie	سیلزی
portable	متحرک
portable	سیار
portable	موبایل
portable	همراه
portable	لپ
true	راست
true	حقیقی
true	درست
true	true
insigne	نشان
god	خداوند
god	خدا
god	الهی
god	خدایی
god	الله
héroïne	هرویین
héroïne	هروئین
héroïne	شیرزن
croisement	چهارراه
croisement	تقاطع
croisement	crossover
horaires	ساعتها
horaires	ساعتهای
horaires	ساعات
horaires	ساعت
horaires	برنامه
horaires	زمانبندی
gabrielle	گابریل
pirate	هکرها
pirate	هکر
mélodie	ملودی
lentement	آهسته
lentement	آهسته
cohérence	همدوسی
cohérence	تأکید
cohérence	همخوانی
nageur	شناگر
nageur	swimmer
judo	جودو
ghana	غنا
catch	کشتی
pam	پم
tardive	دیر
citroën	سیتروئن
citroën	citroen
collier	گردنبند
collier	کالیر
collier	کولیر
collier	قلاده
collier	یقه
navette	شاتل
fall	سقوط
fall	پاییز
fall	fall
fall	افتادن
casque	کلاه
casque	هدست
casque	هدفون
royales	رویال
royales	سلطنتی
royales	شاهانه
poznań	پوزنان
molécule	مولکول
relié	پیوند
pluies	باران
pluies	بارانی
pluies	بارون
camion	کامیونی
camion	کامیون
camion	کامیونت
camion	وانت
consécutives	پیاپی
consécutives	متوالی
complémentaire	تکمیلی
complémentaire	مکمل
complémentaire	متمم
divise	تفرقه
divise	تقسیم
beethoven	بتهوون
exprimé	فرمودند
tribunaux	دادگاههای
pairs	نظیر
pairs	همتا
pairs	همسالان
détaillée	مفصل
mason	میسون
mason	میسن
prêts	اماده
prêts	آماده
reed	رید
évacuation	تخلیه
évacuation	تخلیه
volontairement	داوطلبانه
pertinent	مربوط
pertinent	مربوطه
joel	جوئل
temporairement	موقتاً
temporairement	موقت
temporairement	موقتی
temporairement	موقتا
féminines	زنانگی
féminines	زنانه
télescope	تلسکوپ
cole	کول
exposés	عرضه
roma	roma
roma	روما
falaise	سخره
falaise	کلیف
falaise	پرتگاه
falaise	صخره
rectangulaire	مستطیلی
prophète	پیغمبر
prophète	پیامبر
prophète	پیغمبری
brillant	براق
brillant	یکدست
brillant	درخشان
brillant	براق
brillant	براق
deep	اعماق
deep	ژرف
deep	عمیق
approvisionnement	تدارکات
approvisionnement	تجهیزات
approvisionnement	آذوقه
approvisionnement	تامین
surveiller	نظارت
surveiller	نمایشگر
surveiller	مانیتور
surveiller	بزمجه
drapeaux	پرچم
drapeaux	پرچم
drapeaux	پرچمها
drapeaux	پرچمهای
notaire	دفتردار
souterrain	زیرزمینی
souterrain	زیرزمین
autochtones	بومیان
autochtones	بومی
rapprochement	تقریبی
rapprochement	تقریب
rapprochement	مصالحه
vinci	وینچی
exact	دقیق
prec	prec
indépendamment	مستقل
serveurs	سرورهای
recensements	سرشماری
excès	مازاد
excès	افراط
excès	فزون
ira	آیرا
respecte	مراعات
respecte	احترام
carton	کارتون
carton	کارتن
carton	مقوا
certificat	گواهینامه
certificat	گواهی
infrastructure	زیرساخت
sexuel	جنسی
violente	خشن
violente	خشونت
âmes	نفوس
âmes	نفس
âmes	سول
âmes	نفسی
dictature	دیکتاتوری
cloches	زنگوله
procédés	فرایندهای
accession	الحاق
maryland	مریلند
marocaine	مراکشی
ten	ده
séances	نشستهای
séances	جلسات
singulier	مفرد
fiscalité	مالیات
fiscalité	مالیات
fiscalité	مالیاتی
fiscalité	مالیات
fiscalité	مالیاتی
garantie	حجت
garantie	گارانتی
garantie	تضمین
garantie	تضمینی
garantie	تضمین
garantie	تضمینی
garantie	ضامن
garantie	ضمانت
jeremy	جرمی
bouclier	شیلد
bouclier	حفاظ
bouclier	سپر
jambe	پای
jambe	پاش
jambe	ساق
jambe	پا
comic	کمدی
comic	کمیک
comic	مصور
amical	دوستانه
amical	خودی
emile	امیل
emile	امیل
mobilité	تحرک
déterminé	مصمم
résister	مقاومت
résister	مقاومت
semblables	مشابه
her	او
bouteille	استوانه
bouteille	سیلندر
bouteille	بطری
absolu	مطلق
vache	گاوه
vache	گاوی
vache	گاو
amener	آوردن
amener	بیاورد
amener	بیاورید
appels	خودبینی
appels	استیناف
appels	میخواند
appels	بخواند
birmanie	برمه
birmanie	برما
birmanie	برمه
birmanie	میانمار
mariages	عروسی
mariages	عروسی
mariages	ازدواج
psychologique	روانشناسی
psychologique	روانشناختی
folklore	فولکلور
folklore	اجدادی
nuages	ابری
nuages	ابر
nuages	ابرها
nuages	ابری
nuages	ابر
meurtres	قتل
meurtres	قتلهای
obligations	تعهدات
obligations	قراردادها
obligations	اوراق
obligations	بند
pharmacie	داروخانه
pharmacie	داروسازی
pharmacie	داروئی
strauss	اشتراوس
hydraulique	هیدرولیک
hydraulique	هیدرولیک
hydraulique	هیدرو
burton	برتون
burton	بارتون
rda	rda
dakota	داکوتای
dakota	داکوتا
romeo	رومئو
fréquentation	حضار
fréquentation	حضور
collègue	همکار
pistolet	تفنگ
pistolet	تفنگی
pistolet	اسلحه
stand	استند
stand	ایستادن
frégate	ناوچه
poules	مرغها
préhistoire	پیشاتاریخ
mœurs	عرف
mœurs	وایس
mœurs	معاون
mœurs	آداب
mœurs	ادب
fisher	فیشر
boîtes	جعبه
prestation	منفعت
prestation	نفع
prestation	سودی
prestation	سود
alpine	آلپاین
visuelle	دیداری
visuelle	بصری
visuelle	تصویری
édimbourg	ادینبورگ
envoi	فرستادن
envoi	ارسال
envoi	ارسال
envoi	کشتیرانی
envoi	محموله
interdire	بان
interdire	قدغن
interdire	نهی
attiré	مجذوب
héritière	ورثه
héritière	وارث
conservées	پایسته
conservées	محفوظ
monastères	صومعه
never	هیچوقت
never	هرگز
manières	آداب
manières	ادب
facebook	facebook
facebook	فیسبوک
facebook	فیس
reproche	سرزنش
reproche	ملامت
reproche	توبیخ
sergueï	سرگئی
sergueï	سرگی
secrétariat	دبیرخانه
boire	نوشیدن
boire	بنوش
boire	بنوشید
boire	نوشیدن
boire	آشامیدنی
élire	منتخب
déc	dec
déc	دکلان
gènes	ژنها
gènes	ژن
gènes	ژنهای
gènes	ژنها
gènes	ژن
gènes	ژنی
pins	پاینز
pins	سنجاق
clube	clube
foster	فاستر
reptiles	خزندگان
reptiles	خزنده
reptiles	خزندگان
martyrs	شهدا
martyrs	شهیدان
scaleminor	scaleminor
cendres	آش
cendres	اش
cendres	خاکستر
rwanda	رواندا
poitrine	سینه
poitrine	صندوقچه
poitrine	سینه
poitrine	پستان
couvrant	پوشش
sessions	نشستهای
sessions	جلسات
italia	ایتالیا
pot	مستراح
pot	قوری
pot	دیگ
pot	کوزه
berkeley	برکلی
grecques	یونان
grecques	یونانی
séquences	دنباله
imprimé	چاپ
benoit	بنوا
communisme	کمونیست
communisme	کمونیستی
communisme	کمونیسم
fausses	کاذب
fausses	دروغین
fausses	نادرست
fausses	غلط
fausses	باطل
barthélemy	بارتلمی
autobus	اتوبوس
autobus	bus
clef	کلید
clef	کلیدی
mademoiselle	خانم
mademoiselle	بانو
mademoiselle	دوشیزه
etat	حالت
etat	استیت
etat	دولت
etat	وضعیت
etat	ایالت
présentées	عرضه
qatar	قطر
survivre	بقا
survivre	بقای
survivre	بقاء
déportation	اخراج
déportation	نفی
chantal	شانتال
avancées	پیشرفتهای
avancées	پیشرفته
couper	قطع
couper	برش
couper	کات
couper	بریدن
vives	ویوز
bourgeoisie	بورژوازی
bourgeoisie	بورژوا
humidité	رطوبت
humidité	رطوبت
mongolie	مغولی
mongolie	مغولستان
calvaire	کالواری
fréquent	غالبا
fréquent	رایج
fréquent	معمولی
fréquent	مشترک
fréquent	مکرر
cao	سائو
cao	کائو
cao	cad
giacomo	جاکومو
iranien	ایرانیان
iranien	ایرانی
iranien	iranian
tsar	تزار
inondations	سیل
supporter	یاور
carthage	کارتاژ
confrérie	انجمن
confrérie	برادری
taches	لکه
taches	نقاط
vint	آمد
protégées	محفوظ
imposé	تحمیل
dépassé	منسوخ
démons	شیاطین
démons	شیاطین
rodolphe	رادلف
rodolphe	رودولف
rodolphe	رودولف
ein	ein
restait	ماند
fluide	سیال
fluide	مایع
fluide	شاره
orale	شفاهی
orale	اورال
orale	دهانی
hanovre	هانوفر
hanovre	هانوفر
insérer	درج
croisée	صلیب
croisée	کراس
croisée	عبور
virgin	باکرگی
virgin	باکره
virgin	ویرجین
nuremberg	نورنبرگ
nuremberg	نورنبرگ
chutes	آبشار
chutes	آبشارهای
chutes	آبشارها
chutes	آبشار
chutes	فالز
électrons	الکترون
électrons	الکترونی
électrons	الکترونهای
électrons	الکترون
électrons	الکترونها
fontenay	فونتنه
métalliques	متال
métalliques	فلز
métalliques	فلزی
métalliques	فلز
métalliques	فلزی
éruption	فوران
éruption	جوش
éruption	عجول
boss	رییس
boss	رئیس
enrico	انریکو
janet	ژانت
janet	جانت
janet	جنت
intersection	چهارراه
intersection	تقاطع
comparer	مقایسه
sacha	ساشا
sacha	ساشا
croyances	اعتقادات
croyances	عقاید
croyances	باورهای
pardon	متاسفم
fidélité	وفاداری
fidélité	وفاداری
fidélité	وفای
fidélité	وفادار
voyager	وویجر
voyager	سفر
voyager	مسافرت
protéine	پروتئین
protéine	پروتئینی
protéine	پروتئینهای
iris	آیرس
iris	آیریس
iris	زنبق
façons	راهها
façons	راههایی
façons	راههای
façons	روشهای
publiquement	آشکارا
équations	معادلات
latéral	کناری
latéral	جانبی
latéral	کنار
latéral	پهلو
latéral	طرف
abd	عبد
asile	پناهندگی
montbéliard	مونتبلیر
enseignements	درسهای
enseignements	دروس
enseignements	درس
enseignements	تعالیم
enseignements	آموزشهای
rurales	روستایی
terrorisme	ترور
terrorisme	دلهره
terrorisme	هراس
terrorisme	تروریسم
énergies	انرژی
uranium	اورانیوم
pompidou	پمپیدو
isolé	منزوی
isolé	ایزوله
aubin	aubin
adolescents	نوجوانان
adolescents	نوجوانان
adolescents	نوجوان
dégradation	خفت
sullivan	سالیوان
pile	باطری
pile	باتری
pile	کپه
pile	پشته
pile	استک
œuf	تخمک
œuf	تخم
ruban	نوار
ruban	نواری
ruban	روبان
rallyes	اجتماع
rallyes	رالی
prononcer	تلفظ
rigueur	جمود
chanté	sang
chanté	سنگ
chanté	آواز
chanté	سانگ
chanté	سونگ
chanté	سانگ
lunaire	قمری
lunaire	قمر
lunaire	ماه
lunaire	moon
néolithique	نوسنگی
rex	رکس
enseigner	تدریس
verne	ورن
animale	حیوانی
animale	حیوانات
animale	جانوران
animale	حیوان
madison	مدیسون
platon	platon
platon	افلاطون
exceptions	استثنا
chi	خی
chi	chi
yvonne	ایوون
cambrai	کمبره
rightarm	rightarm
introduire	معرفی
odeur	رایحه
odeur	بوش
odeur	بوی
leaders	رهبران
esclave	slave
esclave	بنده
esclave	برده
bristol	بریستول
pionniers	پیشگام
pionniers	پایونیر
signalisation	signage
latérales	کناری
latérales	جانبی
compatible	سازگار
disciples	حواریون
disciples	شاگردان
majuscule	پایتخت
majuscule	سرمایه
prestations	فواید
prestations	منافع
endurance	بنیه
endurance	استقامت
viktor	ویکتور
transmis	ارسالی
hell	جهنم
hell	دوزخ
fréquences	فرکانسهای
fréquences	فرکانس
fréquences	فرکانسی
fréquences	فرکانس
fréquences	بسامد
rom	رام
rom	rom
rom	roma
rom	روما
novi	نووی
excellente	عالی
négative	نگاتیو
négative	منفی
raw	خام
raw	راو
raw	raw
continué	ادامه
inclure	شامل
sûreté	امنیتی
sûreté	حراست
sûreté	امنیت
sûreté	سلامت
sûreté	امن
sûreté	امنیت
sûreté	ایمنی
freud	فروید
amours	loves
manteau	کت
manteau	پالتو
manteau	ژاکت
manteau	کاپشن
décisive	قاطع
torres	تورس
dense	متراکم
coulé	گچ
coulé	بیندازید
hawaï	هاوایی
affirmation	اظهارنامه
prolongée	گسترده
prolongée	درازا
gloria	گلوریا
privilèges	امتیازات
volet	شاتر
danseur	رقصنده
danseur	dancer
danseur	رقاص
incluse	شامل
dominé	چیره
végétaux	گیاهان
dylan	دیلان
dylan	دیلن
naissances	تولدها
politicien	سیاستمدار
verticale	عمودی
philosophes	فیلسوفان
philosophes	فیلسوف
vogue	ووگ
vogue	وگ
vincennes	وینسنس
gains	درآمد
soumise	مطیع
blonde	بلوند
agen	اژن
septentrionale	شمالی
septentrionale	شمال
edmonton	ادمونتون
volcanique	آتشفشانی
améliorations	اصلاحات
améliorations	بهبودی
améliorations	بهبود
harper	هارپر
kiss	بوس
kiss	بوسه
kiss	ماچ
kiss	kiss
kiss	ببوس
palerme	پالرمو
astronomique	نجومی
astronomique	اخترشناسی
douzième	دوازدهمین
douzième	دوازدهم
détermination	حل
détermination	رفع
détermination	عزم
demandeur	شاکی
demandeur	متقاضی
démontré	ثابت
vic	ویک
gall	صفرا
exploiter	سواستفاده
exploiter	استثمار
consultant	مشاور
consultant	مشورت
consultant	مشاوره
supposer	فرض
supposer	فرض
directions	جهت
directions	مسیرها
montfort	مونتفورت
auberge	مسافرخانه
auberge	خوابگاه
dérivée	مشتق
dérivée	نقل
dérivée	مشتق
rythmique	ریتمیک
rythmique	نواخت
rythmique	موزون
rythmique	ریتم
storm	استورم
storm	توفان
storm	طوفان
envoyée	ارسالی
couronné	تاجدار
autorisés	مجاز
autorisés	مجاز
autorisés	مجاز
échantillon	نمونه
dorothy	دورتی
dorothy	دوروتی
couvrir	کاور
couvrir	جلد
couvrir	پوشش
mercier	مرسیه
commerçants	تاجران
commerçants	بازرگان
commerçants	تجار
commerçants	بازرگانان
federico	فدریکو
pousser	فشار
pousser	هل
pousser	رشد
cote	ارزیابی
cote	کوته
améliore	اصلاحات
améliore	بهبود
modifie	modifies
short	شلوارک
stades	ورزشگاههای
humoristique	فکاهی
russo	روسو
padoue	پادوا
algèbre	جبر
arrivant	میرسد
protecteur	رله
protecteur	محافظتی
protecteur	سروری
auxiliaire	امدادی
confrontation	مشاجره
confrontation	مواجهه
confrontation	رویارویی
confrontation	مقابله
infirmière	nurse
infirmière	پرستار
eddy	اِدی
bird	ibrd
bird	پرنده
visiblement	مشخصا
fièvre	تب
déficit	کسر
déficit	کسری
habité	سکونت
danses	رقصهای
danses	رقص
danses	رقصیدن
maya	مایا
protège	محافظت
résident	مقیم
résident	ساکن
résident	رزیدنت
résident	اقامت
berceau	گهواره
berceau	مهد
berceau	کوت
berceau	تختخواب
berceau	گهواره
iowa	آیووا
marée	جزر
proie	درندگان
proie	طعمه
proie	شکارش
pons	پونز
hughes	هیوز
explicitement	صریح
explicitement	صریح
alternance	متناوب
alternance	تناوب
intime	صمیمی
intime	خودمانی
intime	محرم
gratuitement	free
gratuitement	آزادی
gratuitement	رایگان
gratuitement	آزاده
gratuitement	آزاد
rumeurs	شایعات
rumeurs	شایعاتی
pensé	تفکر
violences	خشونت
locomotive	محرکه
locomotive	لوکوموتیو
tournai	تورنه
mobilisation	تجهیز
mobilisation	بسیج
mobilisation	بسیج
affirmant	ادعا
expérimental	تجربی
expérimental	آزمایشی
soumettre	تسلیم
socio	استثمار
incluent	شامل
wii	وی
coutume	سفارشی
pompe	پمپ
pompe	تلمبه
pompe	پمپ
trompette	شیپور
trompette	ترومپت
trompette	صور
trompette	هورن
trompette	بوق
trompette	شیپور
trompette	صور
royaux	رویال
royaux	سلطنتی
royaux	شاهانه
socorro	سوکورو
civilisations	تمدنهای
civilisations	تمدن
civilisations	تمدنی
civilisations	civilisations
formats	قالبهای
sue	سو
dia	dia
dia	دیا
dynamo	دینامو
surpris	غافلگیری
surpris	surprise
surpris	سورپرایز
surpris	سوپرایز
israélienne	اسرائیلی
israélienne	اسراییل
israélienne	اسرائیل
adélaïde	آدلاید
complets	تکمیل
westphalie	وستفالن
offensif	تهاجمی
interpréter	تعبیر
interpréter	تفسیر
opposés	مخالف
opposés	مخالف
gestionnaire	مدیر
sweet	شیرین
alejandro	آلخاندرو
confier	واگذار
tchad	چاد
tchad	چد
stop	توقف
angels	فرشتگان
valable	معتبری
valable	معتبر
again	دوباره
croissante	رشد
croissante	افزایش
croissante	افزایشی
utrecht	اوترخت
orienté	کارگردانی
orienté	گرا
hab	hab
providence	مشیت
providence	پراویدنس
providence	ایزدی
rossi	روسی
interactions	تعامل
