категория	loại
лодка	tàu
лодка	thuyền
лодка	boat
внутренние	nội
европа	âu
европа	europa
переводы	truyền
переводы	dịch
получение	nhận
красное	đỏ
строки	hàng
строки	lines
строки	dòng
строки	chuỗi
строки	strings
лицом	face
лицом	mặt
юрист	jurist
мид	mfa
мид	meade
мид	mead
маршруты	rô
пар	couples
пар	rpa
пар	steam
пар	lết
быстрое	rapid
батареи	pháo
батареи	pin
батареи	bình
батареи	pin
сталина	stalin
кул	kool
документ	liệu
тюрьме	tù
тюрьме	giam
тюрьме	tù
леди	quý
леди	đầm
леди	tẩy
уничтожить	khử
финалист	finalist
юнеско	unesco
яна	jan
яна	tei
яна	jana
яна	yana
серебро	bạc
короткие	bài
короткие	ngắn
короткие	short
короткие	lá
часы	tiếng
часы	giờ
часы	xem
часы	pass
слегка	hơi
астероидов	asteroids
флаги	cờ
серьёзно	hen
наша	plr
ночи	đêm
запросы	queries
солнце	nắng
солнце	cn
анастасия	anastasiya
анастасия	anastasia
греко	greco
блокировка	khoá
блокировка	khóa
блокировка	khoá
блокировка	khóa
блокировка	chặn
блокировка	khối
блокировка	block
блокировка	chặn
новосибирск	novosibirsk
чтения	truyện
чтения	đọc
расширения	bung
характеристика	characterization
цитаты	quotes
татарстан	tatarstan
щит	shield
щит	khiên
руку	tay
руку	tay
сказки	fairytales
сказки	tales
концепция	concept
опубликовано	đăng
нормы	norm
запрещено	cấm
запрещено	cấm
запрещено	cấm
ключ	key
ключ	khóa
ключ	phím
реестре	registry
баден	baden
одесса	odessa
эндрю	andrew
кафе	cafe
кафе	café
кафе	café
лорд	huân
рас	ras
долина	lũng
чистая	cai
чистая	sạch
чистая	sạch
христианство	nguyen
христианство	christian
папы	bố
внук	cháu
смотреть	xem
смотреть	pass
занимают	chiếm
колумбия	columbia
колумбия	colombia
ровно	rivne
спортсмен	sportsman
стоял	sto
стюарт	stewart
стюарт	stuart
германию	đức
просвещения	enlightenment
живопись	tranh
живопись	sơn
живопись	tranh
мусульмане	muslim
жила	kiêng
православие	orthodoxy
художественная	nghệ
стен	stan
стен	walls
стен	tường
оскар	oscar
оскар	oskar
частиц	hạt
частиц	hạt
атаку	công
действительный	lệ
армения	armenia
ханты	khanty
неправильно	sai
неправильно	lỗi
неправильно	nhầm
бельгия	bỉ
внутреннего	nội
выделить	highlight
выделить	chọn
выделить	đặt
калифорнии	california
мальчик	boy
мальчик	trai
мальчик	bé
браун	brown
браун	nâu
расположенных	nằm
великих	greats
птица	bird
птица	chim
метрополитен	metropolitan
метрополитен	metro
старое	cũ
старое	tuổi
старое	già
румыния	romania
румыния	românia
танки	tăng
франциско	francisco
освещение	lighting
белое	trắng
белое	white
белое	bạch
каждую	mỗi
каждую	hằng
широкой	rộng
рейн	rhine
рейн	rhein
рейн	rhein
фрагменты	fragments
чёрные	đen
длинные	lâu
длинные	dài
длинные	long
опрос	survey
коротко	bài
коротко	ngắn
коротко	short
коротко	lá
важные	trọng
противников	opponents
короткий	bài
короткий	ngắn
короткий	short
короткий	lá
гражданских	civic
перевести	dịch
учения	gỉa
реально	thực
реально	thật
авиация	aviation
порту	porto
порту	cảng
порту	cổng
порту	port
иванова	ivanova
пос	pic
греческой	hellenic
свободно	free
свободно	rảnh
захвата	bắt
захвата	chụp
попов	popov
марокко	morocco
марокко	maroc
ученик	learner
ученик	bmi
кожи	skin
кожи	da
вене	viên
вене	vienna
кровь	máu
кровь	huyết
согласия	concord
барселона	barcelona
притоков	tributaries
трек	vết
трек	rãnh
королевский	royal
души	hồn
души	soul
масло	bơ
масло	nhớt
масло	dầu
защитить	vệ
защитить	cọc
каталина	catalina
каталина	catarina
шри	sri
норвегия	nauy
сильный	mạnh
сильный	strong
екатеринбург	yekaterinburg
екатеринбург	ekaterinburg
мухаммад	muhammad
техас	texas
мистер	mister
алан	alan
воздухе	biệt
порта	porta
джозеф	giuse
джозеф	joseph
джерси	jersey
признания	confession
признания	confessions
лесу	rừng
океан	biển
рот	roth
рот	miệng
рот	mồm
диссертации	dissertation
диссертации	thesis
подал	filled
подал	tiển
каролина	caroline
каролина	carolina
сцена	cảnh
воеводство	voivodeship
будущий	lai
людвиг	ludwig
оригинал	gốc
оригинал	tác
конкретные	tông
нато	nato
канадский	canadian
иран	iran
марко	marko
марко	marco
комедия	hài
орбиты	orbital
торонто	toronto
требование	đòi
джимми	jimmy
городок	phố
конго	congo
высший	supreme
патрик	patrick
кавказа	caucasus
кавказа	kavkaz
кавказа	kavkaz
руководители	executives
михайловна	mikhailovna
васильев	vasiliev
окна	windows
окна	sổ
ботаники	geeks
ботаники	nerds
фунтов	pound
фунтов	lb
фунтов	kg
передняя	anterior
цитата	quote
половину	nửa
энтони	anthony
энтони	antony
энтони	antonius
бассейны	basins
частные	tư
галактика	galactica
галактика	galaxy
травмы	tổn
масс	amis
опасности	nguy
опасности	hazard
дзюдо	judo
воздух	khí
воздух	air
слава	vinh
слава	fame
соколов	falcons
соколов	sokolov
отрасль	ngành
шестой	six
шестой	sáu
педро	pedro
полоса	stripe
полоса	strip
ректор	rector
полки	kệ
дополнить	supplement
паулу	paulo
проверка	test
проверка	thử
проверка	tra
восстановлен	khôi
знаменитый	nổi
природных	chích
наказания	phạt
поток	luồng
поток	màng
поток	flow
поток	luồng
поток	suối
поток	stream
стандарт	chuẩn
стандарт	standard
свобода	do
свобода	liberty
эфир	ether
эфир	ete
эфир	aether
почвы	đất
северных	nordic
взаимодействие	interplay
джей	bum
джей	jay
африка	phi
смирнов	smirnov
миг	mig
углу	góc
португалия	portugal
владимировна	vladimirovna
выбрать	chọn
выбрать	chồn
выбрать	chọn
выбрать	đặt
сон	ngủ
сон	ngự
сон	mơ
сон	dream
боб	bob
доцент	docent
рамки	khung
рамки	framework
рамки	khung
поль	paul
обоснование	justification
диего	diego
каноэ	canoeing
каноэ	kano
каноэ	xuồng
каноэ	canoe
звёзды	stars
экс	aix
мадрид	madrid
сбор	gom
здоровье	khỏe
дорогой	hon
дорогой	cưng
боснии	bô
яйца	trứng
яйца	balls
яйца	bi
шарль	charles
лейбл	thẻ
лейбл	nhãn
катастрофа	họa
адольф	adolphe
адольф	adolph
адольф	adolf
азербайджанский	azeri
близко	close
близко	đóng
близко	gần
близко	kín
близко	gần
джексон	jackson
жуков	beetles
жуков	rệp
жуков	bọ
жуков	lỗi
жуков	zhukov
рака	cancri
гетто	ghetto
свободный	free
свободный	rảnh
морская	marine
морская	maritime
маргарита	margaret
маргарита	margherita
маргарита	marguerite
маргарита	margarita
открыть	download
открыть	mở
открыть	má
албании	albania
телевидение	tv
телевидение	tivi
заболеваний	benh
заболеваний	bệnh
вест	tây
молярная	molar
пруссии	phổ
помню	nhớ
фрэнк	frank
огромный	huge
хаутен	houten
голубой	xanh
русь	rus
лошадей	ngựa
краю	mép
краю	edge
краю	rìa
краю	cạnh
владеет	hữu
металла	co
кинг	king
кинг	guy
кинг	vua
панк	punk
композиторов	composers
душ	tắm
глубоко	deep
глубоко	sâu
западные	tây
машину	car
машину	xe
уголовного	phạm
автобус	bus
закрыта	đóng
даниэль	daniel
даниэль	danielle
энн	ann
энн	anne
взрыва	blast
взрыва	nổ
джонни	johnnie
джонни	johnny
джонни	jonny
фракции	fractions
светло	châm
светло	đèn
светло	nhạt
франческо	francesco
планета	tinh
участница	tap
советы	tips
советы	mẹo
советы	khuyên
атлетике	athletics
гай	gaius
гай	guy
гай	khứa
гай	gã
торговля	trade
путешествия	du
путешествия	du
энди	andie
энди	andy
энди	andy
стэнли	stanley
аренду	thuê
аренду	thuê
двигатели	motors
сибирь	sibir
сибирь	siberia
македонии	macedonia
македонии	macedonia
анджелесе	angeles
калибра	calibre
цифры	số
получать	nhận
карточка	bài
карточка	thẻ
карточка	card
шаг	bước
сэр	sếp
берегов	shores
солнечной	solar
шотландия	scotland
прошлое	qua
прошлое	past
европу	âu
кгб	kgb
собак	chó
эрнст	ernst
написали	viết
самки	nữ
пользователя	dùng
слобода	sloboda
важное	trọng
рене	rené
рене	renee
рене	rene
рене	rené
рене	rene
сделаны	chế
фил	phil
фил	phill
волга	volga
джонсон	johnson
джейн	jane
многим	nhiều
фред	hòa
фред	fred
безопасность	ninh
ценность	giá
томаса	thomas
листа	slate
флорида	florida
карелия	karelia
график	lịch
график	thị
пиренеи	pyrénées
пиренеи	pyrenees
национальности	nationalities
художественные	nghệ
чувства	giác
польская	polish
верхние	upper
дед	nội
дед	nội
ведет	dẫn
мартина	martine
мартина	martina
великие	greats
серьёзные	bách
ракета	tiễn
ракета	rocket
сделана	chế
исп	sri
наполеона	napoléon
наполеона	napoleon
теле	tele
ведущие	dẫn
ведущие	chì
расы	đua
расы	nhung
подписан	ký
грузия	gruzia
грузия	georgia
аркадий	arkady
дэвис	davis
дэвис	davies
обер	ober
маршрутов	rô
мессье	messier
преследования	persecution
меч	gươm
меч	kiếm
хребет	ridge
хребет	đèo
сильные	mạnh
сильные	strong
прекратить	ngừng
прекратить	dừng
прекратить	ngừng
лас	las
чарли	charlie
чарли	vc
столкновения	clashes
столкновения	collision
столкновения	đốp
столкновения	clash
следы	vết
следы	rãnh
карло	carlo
баварии	bayern
баварии	bavaria
барокко	baroque
публикация	đăng
публикация	đăng
остановить	dừng
остановить	ngừng
подсемейства	subhọ
дальность	tầm
мгц	mhz
увы	alas
синий	xanh
петровна	petrovna
подчинение	obedience
воронеж	voronezh
рукописи	manuscripts
евровидение	eurovision
жёлтый	vàng
жёлтый	nhát
образец	sample
образец	mẫu
образец	model
пустая	rỗng
пустая	trống
варшаве	warszawa
варшаве	warsaw
дала	tặng
ступень	stage
обычных	conventional
водохранилище	reservoir
детство	trãi
рейс	bay
кабинет	tủ
петер	peter
петер	phêrô
петер	péter
массовые	massive
маунт	núi
маунт	lắp
пояса	đai
ивановича	ivanovic
рига	riga
абзац	đoạn
соло	solo
больнице	viện
больнице	xá
рождества	christmas
уничтожения	điêu
устав	charter
устав	statutes
медленно	chậm
медленно	phím
продаж	bán
продаж	lô
людовик	louis
людовик	ludovic
билли	billy
билли	billie
рис	gạo
рис	cơm
рис	rhys
юниоров	nhí
клип	clip
легенды	legend
проф	prof
доступны	rảnh
внимательно	kỹ
способы	cách
сборники	compilations
угля	than
ска	ska
знамя	banner
евразии	eurasia
собрать	thu
собрать	thu
собрать	men
железа	tuyến
железа	gland
железа	sắt
дан	dan
дан	dunn
указанных	chất
сильное	mạnh
сильное	strong
трамвай	tram
трамвай	trams
отдал	tặng
венгерский	hung
венгерский	hungary
соль	muối
соль	sol
увеличить	tăng
увеличить	zoom
предположение	assumption
кит	keith
кит	kit
запуск	launch
запуск	phóng
нил	neale
нил	neal
нил	neil
нил	nile
альфред	alfred
трон	tron
шах	shah
николаев	nikolaev
билл	bill
судьбы	destiny
судьбы	phạn
хельсинки	helsinki
латинской	latin
сложные	complex
рудольф	rudolph
рудольф	rudolf
фредерик	frederik
фредерик	friedrich
фредерик	frederick
фредерик	frederic
деревья	cây
мемориал	memorial
классы	hạng
альпы	alps
альпы	anpơ
использован	phơi
сопрано	soprano
сопрано	sopranos
улан	ulan
марио	mario
квт	kwh
квт	itc
коэффициент	coefficient
италию	italy
сбора	gom
юнайтед	united
юнайтед	hoa
гильдии	guild
атака	công
атака	assault
софии	sofia
феликс	felix
милан	milan
милан	milano
венеции	venice
венеции	venezia
жанейро	janeiro
предел	hạn
зелёные	lục
нобелевской	nobel
хилл	đồi
хилл	ngổn
хилл	hill
хилл	hoan
разговор	nói
порой	đôi
сара	sarah
сара	sara
посадки	trồng
посадки	cấy
сербия	serbia
карту	bài
карту	thẻ
карту	card
печать	in
печать	in
печать	seal
разделить	chia
разделить	share
разделить	tách
разделить	chia
разделить	chia
поездки	du
поездки	trips
падение	falling
падение	rơi
падение	sáp
падение	rơi
падение	sút
падение	ngã
двери	cửa
двери	cửa
кафедру	pulpit
включить	chèn
включить	bật
хоккей	hockey
узбекистан	uzbekistan
бангладеш	bangladesh
цепи	xích
церемония	lễ
решила	quyết
девы	virgo
атлас	atlas
чувство	feelin
схеме	pattern
схеме	mẫu
взрыв	blast
взрыв	nổ
взрыв	nổ
фернандо	fernando
урал	ural
многое	nhiều
пермь	perm
маршал	marshall
галереи	gallery
бот	bot
бот	robot
волосы	tóc
лента	feed
лента	băng
лента	ribbon
балет	ballet
балет	balê
муз	muses
доп	dop
уайт	trắng
уайт	white
уайт	bạch
прошел	tan
зелёная	lục
ручей	lạch
ручей	creek
ручей	luồng
ручей	suối
ручей	stream
донецк	donetsk
абхазии	abkhazia
любая	any
аварии	crash
аварии	nạn
медиа	media
девочка	girl
девочка	gái
танец	điệu
танец	múa
уровней	cấp
груди	ngực
груди	vú
груди	vú
груди	ngực
груди	breast
длинный	lâu
длинный	dài
длинный	long
любую	any
ярослав	yaroslav
ярослав	jaroslav
вина	rượu
вина	vang
лгбт	lgbt
жидкости	liquid
жидкости	lỏng
горно	gorno
узел	node
узел	nút
узел	gút
узел	knot
перенос	chuyển
перенос	truyền
защищать	vệ
защищать	cọc
кол	col
монастыри	monasteries
захват	bắt
захват	chụp
захват	seizure
массового	nhái
массового	mass
хвост	đuôi
постоянный	hằng
егор	egor
егор	yegor
аренды	thuê
старт	khởi
ребёнок	baby
ребёнок	bé
ребёнок	con
смоленск	smolensk
хор	chorus
хор	glee
осетии	ossetia
джерри	gerry
джерри	jerry
внешняя	ngoài
римская	roman
римская	đế
густав	gustav
густав	gustaf
сэм	sam
корма	feed
преобразования	biến
календарь	lịch
освещения	lighting
келли	kelly
пушкин	pushkin
карточки	bài
карточки	thẻ
содержать	chứa
ветвь	cành
ветвь	nhánh
листьев	lá
сказка	fairytale
шлезвиг	schleswig
коммун	xã
штаты	kỳ
ответить	tời
ядро	lõi
ядро	hạt
ядро	nhân
стене	wall
стене	tường
растёт	mọc
разрушения	điêu
автоматический	động
автоматический	tự
симон	simone
симон	simon
перспективы	outlook
перспективы	perspective
небо	trời
небо	sky
небо	bien
квартире	hộ
завтра	mai
кара	kara
кара	cara
чешский	séc
закрыть	close
закрыть	đóng
закрыть	gần
закрыть	kín
встретил	trúng
встретил	met
доклад	cáo
математика	toán
математика	toán
математика	toán
представляла	imagined
корни	rễ
выиграть	thang
выиграть	win
выиграть	thắng
двойной	double
двойной	đôi
сетей	mạng
сетей	mạng
слой	layer
слой	lớp
объявлен	tuyên
расследование	inquiry
александру	alexandru
плавание	bơi
хроника	chronicle
маленькая	nhỏ
маленькая	nhỏ
маленькая	tiểu
независимый	lập
майя	maia
майя	maya
майя	maja
барнаул	barnaul
станица	stanitsa
византии	byzantium
византии	byzantine
вена	viên
вена	vienna
пистолет	súng
стихотворение	thơ
кислота	axit
кислота	acid
кислота	axít
тщательно	kỹ
кристина	christina
кристина	cristina
кристина	christine
кристина	kristina
нападение	assault
нападение	công
внутренняя	nội
внутренняя	nội
цена	price
цена	giá
цена	tốn
широкого	rộng
широкого	vid
пожар	lửa
пожар	cháy
пожар	lứa
валерия	valeria
валерия	valerie
бор	bor
бор	niğde
бор	bohr
бор	boron
сомнений	reo
оригинальный	gốc
оригинальный	tác
химия	hóa
химия	lờ
бедности	nghèo
наказание	penalty
наказание	phạt
учиться	ngộ
учиться	học
полей	fields
полей	trường
кевин	kevin
эдди	eddie
эдди	eddy
эдди	addy
сибирский	oanh
сибирский	siberian
турецкий	turkish
британские	british
веса	weights
веса	tạ
йозеф	jozef
йозеф	josef
сербской	srpska
начальной	tiểu
черногории	montenegro
черногории	montenegrin
эмир	emir
опасность	nguy
опасность	hazard
сомнение	reo
статуя	tượng
прямые	direct
прямые	trực
поэзия	thơ
навсегда	forever
навсегда	mải
собраны	đọt
такси	taxi
такси	taxi
такси	cab
такси	xi
такси	taxi
сильнее	mạnh
франсиско	francisco
риск	liều
риск	ro
специальная	cống
лоб	trán
лоб	trán
джим	jim
достичь	đạt
фердинанд	ferdinand
привлечь	vẽ
уругвая	uruguay
ивано	ivano
уничтожение	extermination
уничтожение	điêu
охватывает	covers
общественности	công
объем	volume
кндр	dprk
постоянное	hằng
ячейки	cell
отлично	tuyệt
интерфейс	giao
массив	mảng
массив	ten
клод	claude
блокировать	khối
блокировать	block
блокировать	chặn
самбо	sambo
аспекты	chiều
доступен	rảnh
пуэрто	puerto
кодекс	codex
упоминает	mentions
миль	miles
миль	phít
миль	km
миль	dặm
вращения	xoay
вращения	quay
поздно	sen
поздно	trễ
поздно	khuya
поздно	muộn
льюис	lewis
добыча	mỏ
добыча	capture
добыча	prey
мыс	cape
желания	muôn
ветра	gió
ветра	gió
дуэт	duo
роджер	rõ
роджер	roger
зачёте	standings
роза	rose
роза	ngợi
роза	rosa
роза	hồng
потока	luồng
потока	màng
потока	flow
обычный	chuẩn
обычный	thường
корее	korea
корее	hàn
частный	tư
духовного	linh
разрушен	hỏng
разрушен	hư
разрушен	xì
аналог	analogue
аналог	analog
чеченской	chechen
чеченской	chechnya
гей	gay
падает	falling
падает	rơi
падает	ngã
падает	falls
падает	thác
падает	rơi
падает	sút
слухи	rumour
слухи	gossip
слухи	rumor
югославия	yugoslavia
словении	slovenia
словении	slovene
эпоха	era
огайо	ohio
драфт	nháp
дона	dona
дона	don
регионы	vùng
сектор	cành
сектор	nhánh
равен	bằng
мехико	méxico
мехико	mêxico
легче	nhẹ
оки	oki
оки	được
немногих	vài
разряд	singles
прага	prague
прага	praha
раненых	thương
праге	prague
праге	praha
сантьяго	santiago
тейлор	taylor
модуль	modul
модуль	môđun
модуль	module
модуль	đun
питание	mat
волна	sóng
волна	wave
лидия	lidia
лидия	phuong
лидия	lydia
владельца	hữu
кларк	clarke
кларк	clark
гост	gost
саша	sacha
саша	sascha
саша	sacha
саша	sasha
обнаружения	detection
альфа	alpha
альфа	alfa
альфа	alfa
мосты	bridges
мосты	cầu
ночной	mộng
холм	đồi
холм	ngổn
холм	hill
холм	hoan
включен	bật
примечание	note
марш	marsh
марш	march
толстого	tolstoy
скобках	parentheses
турок	turk
турок	thổ
турок	turks
житель	resident
минуту	phút
фрунзе	frunze
повстанцев	phiến
повстанцев	rebel
хорватия	croatia
приговор	câu
тамара	tamara
сквозь	qua
бар	bar
масла	oils
седьмой	seventh
начальная	tiểu
антоний	anthony
антоний	antony
антоний	antonius
антоний	antoni
расширить	bung
кабинета	tủ
шахты	mìn
джузеппе	giuseppe
дагестан	dagestan
мама	mama
мама	mum
мама	mẹ
мама	mẹ
мама	mom
мама	mẹ
посетителей	khách
афины	athens
пророка	tri
полные	say
полные	full
полные	đầy
тест	test
тест	thử
тест	quiz
японские	nhật
рыба	pisces
рыба	cá
львович	lvovich
адвокат	advocate
вьетнама	vietnamese
кристофер	christopher
подписи	ký
мастерская	xưởng
выигрывает	thắng
выходе	outlet
чжан	trương
вспышки	thoáng
еврейский	hebrew
моменты	moments
видели	thấy
атлетико	atletico
атлетико	atlético
дар	dar
дар	tặng
сталин	stalin
елены	helena
ист	đông
гостей	khách
грин	greene
грин	greens
латвия	latvia
сухой	lau
сухой	khô
бруно	bruno
турниры	tournaments
вечер	tối
водные	aquatic
суммы	sums
эксплуатация	thao
переворота	coup
крыло	wing
крыло	cánh
луиза	louisa
луиза	luisa
луиза	louise
градусов	độ
индейцев	indians
ждать	đợi
ждать	chờ
племянник	cháu
орёл	eagle
орёл	bàng
орёл	đầu
орёл	vát
богов	thần
способствует	contributes
франк	frank
франк	franck
франк	franc
весна	spring
весна	xuân
дана	dana
брюс	bruce
короны	vương
короны	crowns
химического	hóa
ума	uma
сессии	phiên
сессии	phiên
роберто	roberto
отправить	gửi
отправить	gởi
онтарио	ontario
миллер	miller
цены	giá
большевиков	bolshevik
зима	winter
цивилизации	civilizations
цивилизации	civilisations
нтв	ntv
вал	ver
вал	val
сознание	consciousness
логика	luận
логика	logic
думал	nghĩ
думал	tưởng
добычи	trekking
добычи	mỏ
варшава	warszawa
варшава	warsaw
смену	shift
смену	ca
колонны	cột
недостаток	vitamin
написала	viết
соли	muối
колорадо	colorado
носить	mặc
носить	đeo
паша	pasha
вещество	chất
андреа	andrea
антонович	antonovich
иваново	ivanovo
лариса	larissa
блог	blog
ташкент	tashkent
подробности	tiết
куба	cuba
собаки	chó
охота	hunt
охота	săn
охота	săn
леонидович	leonidovich
величина	giá
величина	magnitude
гимн	ca
шанс	hội
маргарет	margaret
гордон	gordon
ареста	seizure
норм	norm
переходы	crossings
специальное	cống
гарсия	garcia
гарсия	garcia
гарсия	garcía
задание	task
уэльс	wales
бумаги	giấy
бумаги	trát
положительные	dương
никола	nicola
никола	nikola
положительно	dương
исландии	iceland
плавания	buồm
рассмотрение	review
даниил	daniil
короткое	bài
короткое	ngắn
короткое	short
короткое	lá
козлов	kozlov
читатель	reader
снято	cut
снято	cắt
снято	méo
снято	chém
мое	mỏ
мое	mine
ата	atta
ата	ata
пушка	súng
уэльса	wales
гвардия	gác
гвардия	canh
греков	greeks
джаз	jazz
ветер	gió
упал	rớt
упал	rơi
упал	té
упал	ngã
упал	ngã
артура	arthur
люксембург	luxemburg
люксембург	luxembourg
сорта	cultivars
маленькие	nhỏ
маленькие	nhỏ
маленькие	tiểu
петрова	petrova
завоевания	conquest
переписать	rewrite
лёгкая	nhẹ
защитника	defender
защитника	cọc
гонка	đua
гонка	nhung
конрад	conrad
конрад	konrad
толстой	tolstoy
итого	tổng
кухня	bếp
ограничение	hạn
натрия	natri
средневековой	medieval
гарнизон	garrison
афинах	athens
отмены	nâng
отмены	lifting
оскорбления	xúc
хип	hip
хип	hông
новодевичьем	novodevichy
пользователь	dùng
миссис	bà
частицы	hạt
частицы	hạt
вала	vala
всеволод	vsevolod
волн	sóng
математике	toán
контакт	lạc
кеннеди	kennedy
возрождение	revival
возрождение	rebirth
астрономии	astronomy
мюнхен	münchen
мюнхен	munchen
мюнхен	munich
кэтрин	kathryn
кэтрин	katherine
кэтрин	catherine
кэтрин	catarina
крымских	krym
крымских	crimean
ирака	iraq
смена	shift
смена	ca
попробовать	thử
окно	sổ
ключевых	key
ключевых	khóa
ключевых	phím
алексеев	alekseyev
теодор	theodore
теодор	theodor
демократии	democracies
след	trail
след	vết
след	trace
хорошее	tốt
хорошее	hay
хорошее	ngon
набережной	waterfront
набережной	boardwalk
конструкций	designs
бек	beck
бек	bec
трубы	ống
трубы	tuber
трубы	trumpets
рука	tay
рука	tay
показ	xem
показ	hiện
показ	show
ривер	sông
халеакала	haleakalā
ереван	yerevan
андреев	andreev
вещание	phát
каналы	kênh
каналы	kênh
камни	stones
камни	đá
зависимость	dependence
зависимость	addicted
зависимость	nghiện
зависимость	ghiền
зависимость	nghiện
зависимость	addiction
монографий	monographs
арене	arena
орлов	orlov
наса	nasa
танцы	điệu
танцы	múa
трагедии	tragedies
ярославль	yaroslavl
справка	cứu
справка	giúp
хватит	đủ
обвинение	sạc
лиза	lisa
лиза	liza
нуля	gãi
нуля	scratch
кавказ	caucasus
кавказ	kavkaz
контакты	lạc
эмиль	emile
эмиль	emil
здравствуйте	alo
здравствуйте	hello
вальтер	walther
вальтер	walter
фрэнсис	phanxicô
фрэнсис	francis
фрэнсис	frances
боевая	combat
омск	omsk
теряет	thua
наследство	inheritance
пишите	viết
пишите	ghi
пишите	gõ
режиссер	trương
монако	khảm
монако	monaco
преследование	rình
преследование	persecution
венеция	venice
венеция	venezia
траве	cỏ
лейк	hồ
таджикистана	tajikistan
выступающий	loa
строк	hàng
строк	lines
строк	dòng
преимущества	lợi
луна	luna
луна	nen
луна	nguyệt
луна	trăng
луна	moon
лопес	lopes
лопес	lopez
гессен	hesse
вагон	car
вагон	xe
известное	quen
пакистана	pakistan
пакистана	pakistan
пакистана	pakistani
воины	warriors
морозов	morozov
дуглас	douglas
метрах	mét
авеню	avenue
камера	vẹn
камера	camera
ботаник	nerd
боюсь	sợ
собака	chó
собака	dog
путина	putin
ассистент	ass
гольштейн	holstein
диалог	thoại
диалог	thoại
валенсия	valencia
секунды	giây
лошади	ngựa
саундтрек	soundtrack
штук	grand
ориентации	hướng
бад	nghị
бад	răn
бад	bud
федорович	fedorovich
нач	cna
предыдущие	trước
мухаммед	mohammad
мухаммед	muhammad
мухаммед	mohammed
мухаммед	muhammed
мухаммед	mohamed
классический	classic
дверь	cửa
вред	hại
голосовать	vote
гитлера	hitler
терри	terri
терри	terry
кейт	kate
кейт	cate
экран	bày
дно	dưới
дно	bậc
дно	đáy
дно	bottom
кривой	cong
захоронения	táng
водах	waters
ахмед	ahmed
ахмед	ahmad
альфонсо	alfonso
турки	thổ
турки	turks
турецкая	turkish
железы	tuyến
железы	gland
телефон	đt
афганистане	afghanistan
квартал	quý
вюртемберг	württemberg
гранд	grand
синтез	fusion
ливии	libya
приглашение	mời
приглашение	mời
тайны	mystery
тайны	secrets
сборы	phí
четверо	bốn
медицина	thuốc
экспресс	express
жорж	georges
саратов	saratov
цезарь	ceasar
цезарь	caesar
цезарь	cesar
цезарь	césar
ангел	angel
иерусалим	jerusalem
вагоны	toa
тим	tim
рос	ros
жанна	jeanne
парки	parks
курская	kursk
себастьян	sebastian
себастьян	sebastião
себастьян	sébastien
ленинский	leninsky
самара	samara
смены	ca
регби	rugby
сов	cú
унаследовал	thừa
металлург	metallurg
манга	manga
нигерии	nigeria
регулярные	thường
шон	shawn
шон	shaun
шон	sean
литва	litva
литва	lithuania
пусто	rỗng
пусто	trống
пусто	trống
пусто	blank
ханс	hans
знали	tú
ага	yup
ага	dô
ага	yup
кофе	phê
кофе	coffee
кофе	cafe
крик	hét
крик	quát
крик	hét
крик	lạch
крик	creek
белка	protein
белка	sóc
смотрите	xem
смотрите	pass
смотрите	xem
смотрите	nhìn
постоянные	hằng
монета	xấp
монета	xu
святая	thánh
святая	saint
святая	thánh
набрав	gõ
пролив	vịnh
руслан	ruslan
пен	pen
пен	bút
германских	germanic
алиса	alisa
алиса	alice
алиса	alyssa
лебедев	lebedev
оставляет	lá
неверно	sai
неверно	sai
неверно	lỗi
неверно	nhầm
приморский	primorsky
библиография	bibliography
прочитать	đọc
заблокировать	khoá
заблокировать	khóa
заблокировать	khối
заблокировать	block
заблокировать	chặn
рэй	rae
рэй	ray
тайна	mystery
тайна	mật
тайна	bí
бомбы	bom
говорите	nói
иркутск	irkutsk
торгового	buôn
сьерра	sierra
медведев	medvedev
продан	bán
железный	sắt
штурм	assault
старшая	elder
вьетнам	việt
вьетнам	vietnam
пакет	túi
пакет	bag
пакет	pose
пакет	gói
мясо	thịt
держать	giữ
победила	won
победила	thắng
майами	miami
запорожье	zaporozhye
мекленбург	mecklenburg
мекленбург	ludwigslust
челябинск	chelyabinsk
видны	bien
марсель	marseille
марсель	marseilles
марсель	marcel
аул	aul
мануэль	manuel
блоков	chặn
рафаэль	raphael
рафаэль	pantheon
рафаэль	rafael
алтай	altai
бостон	boston
эстония	estonia
пещеры	hang
бобби	bobby
родина	motherland
родина	homeland
основа	quỹ
основа	foundation
основа	nọc
французы	pháp
магазины	shop
жене	vợ
жене	vơ
жене	vk
бит	đánh
бит	phật
бит	bit
бит	cắn
бит	bit
прямая	thẳng
прямая	sảnh
прямая	direct
прямая	trực
двенадцать	twelve
саксен	saxe
люк	luke
люк	luc
люк	hatch
единства	unity
наполеон	napoléon
наполеон	napoleon
кале	kale
кале	calais
договоры	treaties
лео	leo
тридцать	thirty
смешанных	võ
меди	đồng
склонах	dốc
палата	vẹn
реестр	registry
печени	gan
печени	chay
герцеговины	hercegovina
кпк	pda
кпк	cpc
кпк	handheld
фан	quạt
фан	fuck
фан	fang
фан	phương
вокалист	vocalist
вызов	thạch
вызов	thách
стена	wall
стена	tường
подвиг	feat
цик	cec
плохой	xấu
плохой	bad
плохой	kém
плохой	khiếp
плохой	tệ
гражданский	civil
гражданский	civic
ост	ost
михайлов	mikhailov
выполнена	phone
датский	danish
монте	monte
севастополь	sevastopol
