хлеб	roti
обновления	pemutakhiran
обновления	pembaruan
обновления	mutakhirkan
обновления	update
обновления	perbarui
обновления	pemutakhiran
колонна	kolom
колонна	konvoi
ахмад	ahmad
объявления	pengumuman
объявления	iklan
персидского	persia
предположения	asumsi
предположения	asumsi
рики	ricky
живет	nyawa
живет	lives
спасает	simpanan
спасает	menghemat
спасает	menyimpan
полости	rongga
монголия	mongolia
перемещения	pemindahan
перемещения	displacement
перемещения	perpindahan
гамма	galungan
гамма	gama
гамма	gamma
ссылаясь	mengutip
профсоюзов	perserikatan
гроссмейстер	grandmaster
посвященный	didedikasikan
посвященный	berdedikasi
забыл	dilupakan
забыл	lupa
забыл	terlupakan
забыл	lupa
последовало	diikuti
методики	metodologi
тропических	tropical
тропических	tropis
изменилась	diubah
изменилась	berubah
долг	duty
долг	kewajiban
долг	utang
долг	hutang
откат	bantingan
ален	allen
ален	alain
бернар	bernard
беременности	kehamilan
полезные	berguna
полезные	bermanfaat
полезные	menolong
полезные	berguna
полезные	bermanfaat
полезные	membantu
совместное	joint
совместное	sendi
лонг	lama
лонг	panjang
лонг	long
равнины	plains
равнины	dataran
полезно	berguna
полезно	bermanfaat
полезно	menolong
полезно	berguna
полезно	bermanfaat
полезно	membantu
санчес	sanchez
санчес	sánchez
гэри	gary
инфраструктура	prasarana
инфраструктура	infrastruktur
металл	logam
металл	metal
уход	kepedulian
уход	peduli
уход	peduli
уход	perawatan
уход	care
ребята	guys
неизвестен	bruk
скалы	tebing
скалы	batuan
скалы	rocks
домашний	home
домашний	rumah
домашний	pulang
домашний	beranda
домашний	homemade
лунный	lunar
комиссара	komisioner
комиссара	komisaris
оскорбление	menghina
оскорбление	penghinaan
оскорбление	menghina
оскорбление	hinaan
марс	mars
перечислены	tercantum
перечислены	terdaftar
расти	berkarat
расти	rusty
расти	karatan
расти	tumbuhkan
расти	kembangkan
расти	grow
расти	tumbuh
расти	bertumbuh
моды	fashion
моды	mode
моды	busana
моды	modifikasi
применить	terapkan
башкирская	bashkir
преподавания	mengajarkan
преподавания	mengajari
преподавания	mengajar
преподавания	pengajaran
сервера	server
сервера	server
зарегистрировано	didaftarkan
зарегистрировано	terdaftar
единое	bersatu
единое	unified
этнографии	etnografi
рекомендую	disarankan
рекомендую	rekomendasikan
рекомендую	sarankan
рекомендую	merekomendasikan
рекомендую	menyarankan
комбинации	kombinasi
комбинации	kombinasi
указатель	indeks
указатель	pointer
указатель	penunjuk
рог	terompet
рог	klakson
рог	tanduk
рог	horn
поместье	manor
поместье	perkebunan
поместье	perumahan
поместье	estate
различие	perbedaan
различие	bedanya
различие	perbedaan
зла	kejahatan
зла	jahat
зла	evil
окружение	lingkungan
окружение	sekitarnya
адриан	adrien
адриан	adrian
порода	breed
порода	biak
альманах	almanak
хранение	kerasukan
хранение	kepemilikan
хранение	penguasaan
хранение	penyimpanan
возможен	mungkin
возможен	kemungkinan
возможен	dimungkinkan
жертву	kurban
жертву	pengorbanan
жертву	pengorbanannya
коалиция	koalisi
спорить	berdebat
документальных	dokumenter
правильное	betulkan
исследовал	diteliti
пропаганда	propaganda
зубы	gigi
зубы	giginya
треки	trek
специализированных	spesialis
кучу	tumpukan
кучу	tumpuk
кучу	menumpuk
ущелье	jurang
ущелье	jurang
доминик	dominick
доминик	dominic
доминик	dominique
доминик	dominik
шахматы	catur
шахматы	chess
будапешт	budapest
фактором	factor
фактором	faktor
казимир	casimir
животное	hewan
животное	binatang
животное	animal
тюрингия	thüringen
дракона	dragon
дракона	naga
углерода	karbon
свидетелей	saksi
кпм	pcf
преодолеть	mengatasi
преодолеть	diatasi
усиление	penguatan
усиление	penguatan
атаковали	menyerang
атаковали	diserang
легион	legion
легион	legiun
дискография	diskografi
взвод	skuad
взвод	squad
взвод	regu
взвод	pasukan
взвод	peleton
взвод	pleton
точная	akurat
точная	persis
гоголя	gogol
богатства	kekayaan
богатства	harta
богатства	kekayaan
рейна	rhine
рейна	reina
рейна	raina
заключить	menyimpulkan
организм	organisme
обряд	rite
обряд	ritus
личинки	belatung
личинки	larva
личинки	striker
сообщается	dilaporkan
сообщается	melaporkan
панорама	panorama
исключить	dikecualikan
исключить	hapus
исключить	delete
монахи	biksu
монахи	biarawan
белок	protein
свердловская	sverdlovsk
временный	temporer
временный	sementara
временный	temp
завершена	diselesaikan
завершена	selesai
завершена	selesai
груневельд	groeneveld
консульство	konsulat
кастро	castro
матрицы	matriks
матрицы	matriks
матрицы	matrix
упадок	tolak
взрослые	dewasa
взрослые	dewasa
арестованы	ditahan
арестованы	ditangkap
документальные	dokumenter
медичи	medici
медичи	medici
ранний	early
ранний	dini
ранний	awal
исчезновения	penghilangan
исчезновения	menghilangnya
исчезновения	penghilangan
исчезновения	hilangnya
исчезновения	menghilangnya
знакомство	keakraban
знакомство	kenalan
иисус	yesus
иисус	jesus
итальянские	italia
компонент	komponen
объяснил	dijelaskan
объяснил	menjelaskan
искренне	ikhlas
искренне	tulus
удобства	kenyamanan
вэй	wei
хорхе	jorge
спутники	satelit
спутники	satellite
спутники	satelit
опытом	pengalaman
рон	roan
рон	ron
наблюдение	pemantauan
наблюдение	monitoring
наблюдение	memonitor
наблюдение	memantau
наблюдение	observasi
наблюдение	pengamatan
наблюдение	surveilans
наблюдение	surveillance
наблюдение	pengawasan
наблюдение	mengamati
деда	kakek
деда	kakek
черепа	tengkorak
черепа	skull
герберт	herbert
якоб	jacob
якоб	yakub
якоб	jakob
словакия	slowakia
интеграции	integrasi
женщину	woman
женщину	wanita
женщину	perempuan
актер	actor
актер	aktor
мальчиков	boys
агломерации	agglomeration
марке	marche
успешного	sukses
успешного	berhasil
костей	bones
костей	tulangku
костей	tulang
парков	pertamanan
парков	parks
парков	taman
сделки	bertransaksi
сделки	transaksi
сделки	penawaran
попробуйте	coba
попробуйте	cobalah
черт	damn
черт	sial
избирательного	selektif
девиз	motto
девиз	moto
девиз	slogan
николо	nicolò
сек	detik
сек	sec
салон	salon
греческая	greek
греческая	yunani
тысячелетия	milenium
тысячелетия	millennium
серийный	berantai
серийный	serial
земледелия	bertani
земледелия	peternakan
земледелия	pertanian
частное	swasta
частное	privat
частное	private
частное	pribadi
риска	resiko
риска	risiko
зеркало	mirror
зеркало	cermin
зеркало	maen
беседы	percakapan
беседы	interview
беседы	wawancara
пересадка	transplantasi
пересадка	transplantasi
регулярный	biasa
регулярный	regular
регулярный	reguler
рассказать	beritahu
рассказать	tell
рассказать	katakan
грей	kelabu
грей	grey
райт	wright
вертолёт	helikopter
вертолёт	helicopter
мали	malian
мали	mali
реакций	reaksi
реакций	tanggapan
независимая	independen
независимая	independent
независимая	mandiri
грузовых	pengangkutan
грузовых	angkutan
украшения	perhiasan
украшения	perhiasan
украшения	hiasan
украшения	dekorasi
правду	kebenaran
правду	truth
уровни	tier
уровни	tiers
уровни	tingkatan
уровни	aras
уровни	tingkat
уровни	tingkatan
уровни	level
организатором	penyelenggara
организатором	organizer
священники	imam
влиятельных	berpengaruh
разнообразие	keragaman
разнообразие	keanekaragaman
разнообразие	keberagaman
разнообразие	variety
разнообразие	keberagaman
разнообразие	varietas
разнообразие	variasi
брони	armor
брони	zirah
признано	dikenal
признано	diakui
признано	diakui
признано	dikenal
признано	dikenali
признано	diakui
признано	mengenali
патрон	cartridge
патрон	pelindung
зомби	zombie
зомби	zombi
зомби	zombie
зомби	zombi
зомби	zombies
поворот	twist
поворот	gilirannya
поворот	belok
поворот	turn
поворот	giliran
поворот	memutar
поворот	putar
поворот	pivot
гражданства	kewarganegaraan
гражданства	kebangsaan
молитвы	doa
ботанический	botani
босния	bosnia
конечной	ultimate
дэйв	dave
алжир	algiers
алжир	aljazair
коричневые	brown
коричневые	coklat
саймон	simon
нила	neil
нила	nil
бтр	btr
саид	sayid
саид	syed
саид	said
саид	berkata
саид	mengatakan
саид	katanya
саид	kata
саид	saeed
декан	dekan
декан	dean
низким	rendah
низким	low
повсеместно	kemanapun
феномен	fenomena
феномен	fenomena
руды	bijih
руды	ore
исправления	koreksi
электрических	kelistrikan
электрических	listrik
электрических	elektro
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
ценные	berharga
ценные	bernilai
эмблемы	lambang
эмблемы	emblem
нефть	oli
нефть	oil
нефть	minyak
нефть	petroleum
существенное	signifikan
снег	salju
снег	bersalju
снег	salju
снег	snow
виа	via
виа	melalui
виа	lewat
детройт	detroit
показывать	tunjukkan
показывать	show
показывать	tampilkan
показывать	perlihatkan
показывать	pertunjukan
целые	keseluruhan
целые	whole
целые	utuh
водный	aqueous
преступников	kriminal
преступников	penjahat
воля	will
воля	akan
экономии	kecermatan
теннесси	tennessee
дженнифер	jennifer
форд	ford
шар	char
шар	balon
шар	bola
шар	ball
шар	orb
подарок	sajikan
подарок	hadir
подарок	present
подарок	hadiah
подарок	pemberian
подарок	kado
очко	score
очко	skor
очко	poin
очко	titik
очко	point
субрегион	subregion
группировка	faksi
группировка	golongan
группировка	fraksi
группировка	mengelompokkan
группировка	pengelompokan
стрелка	shooter
стрелка	penembak
стрелка	arrow
стрелка	panah
жидкость	cairan
жидкость	fluida
жидкость	cairan
жидкость	liquid
жидкость	cair
свойство	property
свойство	properti
этаж	lantai
этаж	lantainya
этаж	floor
гранди	grandi
гродно	hrodna
выполнено	digenapi
выполнено	terpenuhi
выполнено	dicapai
выполнено	tercapai
филологии	filologi
заявив	menyatakan
сербов	serbia
сербов	serbia
контекста	konteks
контекста	kontek
луга	meadows
люксембурга	luksemburg
люксембурга	luxembourg
соловьёв	solovyov
курорт	resort
курорт	resor
вектор	vector
вектор	vektor
горки	coaster
фантастический	fantastis
фантастический	fantastik
фантастический	fantastic
леона	leona
закончить	selesaikan
закончить	finish
мирное	damai
саха	saha
саха	sakha
присоединение	aksesi
присоединение	bergabung
барабанщик	drumer
барабанщик	drummer
нож	pisau
нож	knife
трудах	tulisannya
акция	tindakan
акция	aksi
изобретение	penemuan
навыки	keahlian
навыки	skill
навыки	keterampilan
навыки	keahlian
навыки	skill
навыки	keterampilan
навыки	kemampuan
грубо	rude
грубо	kasar
бранденбург	brandenburg
уменьшение	pengurangan
уменьшение	kurangi
уменьшение	mengurangi
уменьшение	menurun
уменьшение	berkurang
уменьшение	penurunan
санкции	penalti
санкции	penalty
санкции	sangsi
санкции	sanksi
физическая	jasmani
физическая	fisik
ботаника	botani
рей	rey
рей	juragan
рей	rae
рей	rei
рей	sinar
рей	ray
викимедиа	wikimedia
индивидуальные	individu
индивидуальные	individual
индивидуальные	perorangan
спасение	menyimpan
спасение	tabungan
спасение	menabung
спасение	penyelamatan
спасение	rescue
спасение	keselamatan
мичиган	michigan
минас	minas
кросс	salib
кросс	lintas
кросс	cross
кросс	palang
нельсон	nelson
снимок	snapshot
снимок	kilasan
кисти	kuas
западное	barat
западное	western
фильтр	filter
фильтр	penyaring
фильтр	saring
фильтр	saringan
герцогиня	duchess
закончилось	berakhir
электроники	elektronika
электроники	electronics
электроники	elektronik
квебек	quebec
колеса	roda
колеса	roda
колеса	wheels
аудио	audio
лукас	lucas
лукас	lukas
пал	pal
пал	fallen
пал	jatuh
мужские	jantan
мужские	male
компакт	compact
компакт	kompak
вычисления	komputasi
вычисления	komputasi
вычисления	komputer
продал	terjual
продал	sold
продал	dijual
акул	hiu
реализм	realisme
химическая	kimiawi
химическая	kimia
правильный	betulkan
операторов	operator
поляки	kutub
поляки	galah
тереза	therese
тереза	teresa
тереза	theresa
четверть	triwulan
четверть	quarter
четверть	kuartal
четверть	seperempat
приобрести	pembelian
приобрести	membeli
приобрести	memperoleh
повысить	boost
повысить	promosikan
защищает	melindungi
особая	istimewa
особая	spesial
особая	special
особая	khusus
буддизм	buddhisme
ген	jeni
ген	gene
ген	gen
смешанные	mixed
смешанные	bercampur
смешанные	campuran
смешанные	campur
призы	hadiah
призы	trofi
адамс	adams
мятеж	pemberontakan
мятеж	memberontak
мятеж	pemberontakan
мятеж	pemberontakan
мятеж	pemberontak
социальное	social
социальное	sosial
просмотр	jelajahi
просмотр	jelajah
просмотр	ramban
просмотр	melihat
просмотр	menjelajah
просмотр	menjelajahi
просмотр	browsing
просмотр	melihat
просмотр	tampilan
просмотр	lihat
подъёма	vokal
максимальное	maximal
максимальное	maksimum
максимальное	maksimal
максимальное	maximum
рика	rick
рика	rica
рика	rika
телефоны	telepon
телефоны	telepon
неизвестный	bruk
социалистов	sosialis
шарлотта	charlotte
буш	semak
буш	bush
тайвань	taiwan
миф	mitos
убежище	shelter
убежище	penampungan
убежище	sanctuary
убежище	suaka
убежище	rsj
убежище	perlindungan
убежище	mengungsi
убежище	pengungsian
мышь	mouse
мышь	tetikus
мышь	tikus
тенденция	trend
тенденция	tren
тенденция	kecenderungan
кузьмин	kuzmin
биг	big
биг	besar
биг	bih
тезис	skripsi
тезис	tesis
потребности	kebutuhan
потребности	persyaratan
автомат	automaton
катера	perahu
кен	ken
подтверждена	terkonfirmasi
подтверждена	konfirmasi
подтверждена	dikonfirmasi
подтверждена	dikonfirmasikan
координации	koordinat
координации	koordinasi
рождество	natal
рождество	christmas
рождество	natal
ральф	ralf
ральф	ralph
стандартный	standar
стандартный	standard
отделений	kantor
отделений	cabang
отделений	ranting
отделений	percabangan
отделений	branch
отделений	dahan
сул	sul
поло	polo
чистый	disucikan
чистый	net
чистый	bersih
чистый	jala
чистый	jaring
чистый	bersihkan
чистый	bersih
чистый	clean
чистый	murni
чистый	pure
тепло	heat
тепло	panasnya
тепло	panas
тепло	hangat
тепло	warm
тепло	hangatnya
тепло	kehangatan
мартинес	martinez
мартинес	martínez
таджикистан	tajikistan
погода	cuaca
удаляется	dibuang
удаляется	dihapus
суды	pengadilan
герцогства	kadipaten
бака	baka
приобрел	diperoleh
приобрел	didapatkan
джейми	jamie
раннее	early
раннее	dini
раннее	awal
днепропетровск	dnipropetrovsk
днепропетровск	dnepropetrovsk
орды	gerombolan
болота	rawa
избегать	menghindari
избегать	hindari
избегать	menghindari
магистр	magister
окружности	circle
окружности	lingkaran
окружности	lingkar
пригороде	kelurahan
пригороде	suburbia
пригороде	suburbs
празднование	merayakannya
празднование	merayakan
празднование	perayaan
празднование	perayaan
туркменистана	turkmenistan
туркменистана	turkmen
спорных	disengketakan
спорных	sengketa
спорных	kontroversial
римлян	romans
римлян	romawi
длинная	lama
длинная	panjang
длинная	long
дождь	hujan
дождь	hujan
дождь	rain
рено	renaud
рено	reno
рено	renault
мкф	icf
вов	pdii
продать	jual
продать	sell
продать	menjual
колесо	roda
коренные	pribumi
федеральное	federal
заготовки	memanen
заготовки	panen
клиент	customer
клиент	nasabah
клиент	pelanggan
клиент	klien
таллин	tallinn
прибыла	tiba
быков	bulls
сохранять	melestarikan
сохранять	simp
сохранять	luu
сохранять	simpan
сохранять	save
ударных	perkusi
шум	noise
шум	bising
шум	kebisingan
шум	derau
сталь	baja
сталь	steel
говард	howard
скот	scott
скот	peternakan
скот	beternak
скот	ternak
скот	sapi
скот	ternak
выделил	disorot
кусок	piece
кусок	sepotong
органических	organic
органических	organik
серп	sabit
кальция	kalsium
робот	robot
ева	eva
ева	hawa
ева	eve
паркер	parker
бурбон	bourbon
вызова	pemanggilan
филиппины	filipina
филиппины	philipina
восстановлено	memulihkan
восстановлено	dipulihkan
заболевание	penyakit
заболевание	penyakit
ствол	barel
ствол	laras
ствол	tong
ствол	senapan
ствол	pistol
ствол	gun
ствол	senjata
шер	cher
справедливо	adil
справедливо	fair
тренеров	pelatih
мирза	mirza
запрещены	banned
запрещены	dilarang
братства	persaudaraan
братства	brotherhood
разрушена	hancur
цифра	digit
цифра	figure
цифра	figur
цифра	tokoh
цифра	sosok
отражения	refleksi
отражения	renungan
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
либертадорес	libertadores
водителя	supir
водителя	sopir
водителя	penggerak
водителя	driver
водителя	pengemudi
лиссабон	lisbon
металлургии	metalurgi
серого	kelabu
серого	gray
осуществление	implementasi
осуществление	pelaksanaan
осуществление	penerapan
величайших	terbesar
величайших	greatest
творческих	kreatif
джорджия	georgia
спектра	spektrum
норт	utara
норт	north
нести	carry
побег	kabur
побег	escape
визита	kunjungi
визита	kunjungan
визита	mengunjungi
ввод	input
ввод	masukkan
ввод	masukan
ввод	mengetikkan
ввод	mengetik
ввод	memasuki
ввод	memasukkan
ввод	masukkan
ввод	enter
атомов	atom
измерений	pengukuran
документация	dokumentasi
бордо	bordeaux
спора	sengketa
спора	persengketaan
спора	perselisihan
производительность	kinerja
производительность	performa
производительность	suntuk
производительность	produktivitas
верди	verdi
заняты	sibuk
существенные	substansial
существенные	signifikan
регент	bupati
двигаться	move
двигаться	pindah
двигаться	pindahkan
двигаться	bergerak
двигаться	memindahkan
двигаться	pindah
двигаться	bergerak
лена	lena
уважение	respek
уважение	hormat
уважение	hormati
уважение	respect
эскадрилья	skuadron
подтверждаю	terkonfirmasi
подтверждаю	konfirmasi
подтверждаю	dikonfirmasi
подтверждаю	dikonfirmasikan
воздушная	udara
давыдов	davydov
томпсон	thompson
определены	ditentukan
определены	dijelaskan
определены	didefinisikan
определены	terdefinisi
определены	ditentukan
определены	bertekad
голландский	belanda
захаров	zakharov
снаряда	proyektil
мемуары	memoar
мемуары	memoar
блокады	blokade
подземный	underground
живые	lively
живые	hidup
живые	alive
фбр	fbi
винсент	vincent
варвара	varvara
мар	mar
обитатели	penghuninya
рикардо	ricardo
противостоять	menentang
змей	ular
змей	ular
змей	ular
авария	kecelakaan
авария	hse
авария	tabrakan
авария	crash
авария	kecelakaan
вождь	chief
вождь	ketua
вождь	kepala
присоединяется	bergabung
миграции	migrasi
предприниматели	pengusaha
квартале	triwulan
квартале	quarter
квартале	kuartal
квартале	seperempat
включено	disertakan
включено	termasuk
включено	menyertakan
включено	diikutsertakan
включено	difungsikan
включено	mengaktifkan
включено	aktif
включено	diaktifkan
костюмы	kostum
костюмы	setelan
костюмы	jas
бан	ban
бан	larang
бан	larangan
бан	pelarangan
бан	bun
повстанцы	gerilyawan
повстанцы	pemberontak
повстанцы	pemberontak
ромео	romeo
доводы	argumen
удэ	ude
бронза	perunggu
редактировать	edit
редактировать	sunting
шаги	langkah
вставить	insert
вставить	masukkan
вставить	sisipkan
вставить	menyisipkan
вставить	tempelkan
вставить	tempel
вставить	paste
квартет	kuartet
алжира	aljazair
алжира	aljazair
филип	philip
филип	philipp
филип	filip
валерьевич	valeryevich
николя	nicolas
николя	nicola
квалификация	kualifikasi
квалификация	kualifikasi
сантос	santos
организаторы	penyelenggara
организаторы	host
переводить	menerjemahkan
переводить	terjemahkan
переводить	translate
грамотности	melek
коллегами	kolega
коллегами	rekan
походы	camping
походы	berkemah
походы	mendaki
походы	hiking
моряков	pelaut
моряков	pelaut
потеря	kalah
потеря	kehilangan
потеря	kerugian
потеря	kehilangan
потеря	rugi
кентукки	kentucky
получен	diterima
французское	prancis
французское	perancis
имеющихся	tersedia
секрет	rahasia
секрет	secret
электрические	kelistrikan
электрические	listrik
электрические	elektro
иерархии	hierarki
иерархии	hirarki
камеру	kamera
камеру	camera
сопровождал	ditemani
сопровождал	didampingi
сопровождал	disertai
сопровождал	diiringi
этнических	etnis
этнических	etnik
зимы	winters
гомель	gomel
чужой	alien
чужой	asing
чужой	stranger
излучение	radiasi
принести	bawa
методика	metodologi
семян	biji
семян	benih
семян	seed
семян	bibit
прекращено	dihentikan
прекращено	diakhiri
электрический	kelistrikan
электрический	listrik
электрический	elektro
электрический	listrik
электрический	elektrik
электрический	electric
комплект	tetapkan
комплект	set
комплект	setel
комплект	atur
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	polisi
полицейские	cops
полицейские	polisi
полицейские	kepolisian
полицейские	police
бутана	ngultrum
вытекает	berasal
утвержден	disetujui
префектуре	prefektur
сухопутные	terestrial
собственная	own
собственная	sendiri
богиня	dewi
рид	reid
аппараты	mesin
отпуск	liburan
мэттью	matius
мэттью	matthew
медицинское	kedokteran
медицинское	medis
медицинское	medical
замки	kastil
замки	gembok
эрнест	ernest
уверены	yakin
треугольник	segitiga
дональд	donald
дональд	donal
автоматического	automatic
автоматического	otomatis
мыши	tikus
мыши	mouse
мыши	tetikus
мыши	tikus
лагерей	perkemahan
лагерей	kamp
реабилитации	rehabilitasi
реабилитации	rehab
реабилитации	rehabilitasi
симона	simone
симона	simona
рик	rick
рик	ric
оригинальная	asli
оригинальная	original
богатый	rich
богатый	kaya
грэм	graeme
грэм	graham
необходимое	diperlukan
необходимое	perlu
призыв	banding
чехов	chekhov
чехов	chekov
ибрагим	ibrahim
протокола	protokol
толедо	toledo
канадская	kanada
канадская	canadian
послов	duta
ходит	berjalan
моисей	musa
моисей	moses
моисей	musa
предки	leluhur
дайте	memberi
дайте	berikan
дайте	give
дайте	beri
дайте	memberikan
записано	direkam
записано	merekam
записано	dicatat
записано	terekam
теоретические	teoritis
корень	root
корень	akar
невский	nevsky
черный	hitam
черный	black
аполлон	apollo
кении	kenya
иностранный	asing
иностранный	foreign
шансы	peluang
раса	balapan
раса	race
раса	perlombaan
раса	ras
раса	lomba
точные	akurat
обещал	dijanjikan
обещал	berjanji
ближнем	middle
ближнем	pertengahan
ближнем	tengah
бондаренко	bondarenko
решительно	sangat
решительно	kuat
непрерывно	berkelanjutan
непрерывно	kontinu
прованс	provence
определять	menentukan
низами	nizami
опасных	berbahaya
опасных	berbahaya
филиппин	filipina
филиппин	philipina
филиппин	filipina
филиппин	philippine
предпринимателей	pengusaha
пятое	kelima
пятое	fifth
пятое	seperlima
подозрения	kecurigaan
подозрения	kecurigaan
шеф	chef
шеф	koki
шеф	chief
шеф	ketua
шеф	kepala
исчезает	menghilang
исчезает	menghilang
фестивалей	festival
физически	fisik
инди	indie
инди	indy
пособия	manual
пособия	subsidi
пособия	tunjangan
пособия	keuntungan
пособия	tunjangan
пособия	manfaatnya
пособия	manfaat
сайга	saiga
покрытием	dilapisi
активисты	aktivis
новость	news
новость	berita
новость	cerita
новость	story
новость	berita
новость	kisah
вводит	memperkenalkan
петрограде	petrograd
чешской	ceko
идеология	ideologi
идеология	ideologi
двина	dvina
вилла	vila
вилла	villa
нейтральной	netral
тень	bayangan
тень	shadow
тень	bayang
тень	bayang
тень	berbayang
тень	teduh
тень	shade
предоставление	memberikan
предоставление	pemberian
рассуждения	penalaran
терминал	terminal
упор	penekanan
упор	ditekankan
племен	suku
племен	suku
активистов	aktivis
иртыш	irtysh
консоли	konsol
бин	bin
бин	bean
бин	kacang
бин	buncis
тепла	heat
тепла	panasnya
тепла	panas
тепла	hangatnya
тепла	kehangatan
традиционная	traditional
традиционная	tradisional
купол	kubah
купол	dome
миссисипи	mississippi
конкуренции	kompetisi
конкуренции	persaingan
конкуренции	lomba
бернард	bernard
симферополь	simferopol
смита	smith
маска	masker
маска	mask
маска	topeng
дели	delhi
обширные	ekstensif
киров	kirov
ионов	ion
референдум	referendum
пейзаж	lansekap
пейзаж	landscape
пейзаж	tumbang
пейзаж	lanskap
задних	rear
задних	belakang
принимая	tahlil
принимая	taking
принимая	mengambil
платить	membayar
платить	bayar
платить	pay
платить	membayar
враги	enemy
враги	musuh
враги	musuh
мексиканский	meksiko
кошки	cats
кошки	kucing
исход	keluaran
исход	eksodus
протесты	protes
протесты	protes
строка	line
строка	baris
строка	garis
строка	untaian
строка	string
строка	dayung
строка	baris
строка	row
требовал	menuntut
соломон	solomon
соломон	salomo
соломон	sulaiman
сторонник	pendukung
сторонник	supporter
мягко	lembut
мягко	lembut
альбрехт	albrecht
публикует	penerbitan
публикует	menerbitkan
передние	front
передние	depan
миров	worlds
миров	dunia
колебания	gejolak
колебания	fluktuasi
колебания	osilasi
колебания	fluktuasi
томе	tomé
помогло	terbantu
помогло	dibantu
молдова	moldova
листов	lembaran
листов	seprei
листов	sprei
листов	seprai
листов	lembar
мэй	may
мэй	mei
мэй	mae
мэй	mei
трофей	trophy
трофей	piala
трофей	trofi
бригад	brigade
оксана	oksana
спасителя	penebus
сохраняет	simpanan
сохраняет	menghemat
сохраняет	menyimpan
призрак	ghost
призрак	hantu
призрак	phantom
акцент	penekanan
акцент	ditekankan
акцент	logat
акцент	aksen
текущее	current
текущее	arus
текущее	skrg
ожидания	ekspektasi
ожидания	ekspektasi
ранены	cedera
ранены	terluka
ранены	terluka
пациента	sabar
пациента	pasien
серые	kelabu
серые	gray
серые	kelabu
серые	grey
восприятие	persepsi
восприятие	persepsi
джоан	joan
помогли	terbantu
помогли	dibantu
самец	jantan
самец	male
хелен	helene
хелен	helen
симптомы	gejalanya
симптомы	gejala
лошадь	horse
лошадь	kuda
ника	nick
ника	nika
солнечный	cerah
солнечный	sunny
диана	diana
диана	diane
уэйн	wayne
вернер	verner
вернер	werner
арабские	arab
коммерческие	komersial
коммерческие	komersil
даллас	dallas
миллиардов	miliaran
миллиардов	milyaran
миллиардов	miliar
завершение	penyelesaian
завершение	pelengkapan
завершение	menyelesaikan
завершение	finishing
атаковал	menyerang
атаковал	diserang
джесси	jessie
джесси	jessy
джесси	jesse
хуана	juan
временные	temporer
временные	sementara
перси	percy
игоревич	igorevich
гамильтон	hamilton
тимошенко	tymoshenko
сергеев	sergeyev
рамон	ramón
рамон	ramone
рамон	ramon
обзора	tinjauan
обзора	review
обзора	tinjau
обзора	ulasan
обзора	ulas
обзора	meninjau
павильон	paviliun
павильон	pavilion
неофициальный	unofficial
неофициальный	informal
агентов	agen
баланс	keseimbangan
баланс	saldo
баланс	balance
персии	persia
разведку	kepanduan
разведку	penjelajahan
разведку	eksplorasi
эквадора	ekuador
комарка	comarca
обозреватель	columnist
псков	pskov
разведка	kecerdasan
разведка	intelijen
разведка	intai
разведка	pengintaian
разведка	penjelajahan
разведка	eksplorasi
ткань	kain
ткань	jaringan
ткань	tissue
ткань	tisu
ткань	kain
несоответствие	ketidakcocokan
несоответствие	inkonsistensi
несоответствие	perbedaan
рыцари	ksatria
рыцари	knights
рыцари	kesatria
низ	bawah
низ	terbawah
низ	bottom
партизанского	partisan
регистрация	daftarkan
регистрация	register
регистрация	pendaftaran
регистрация	registrasi
архангельск	arkhangelsk
гомер	homer
служащий	karyawan
миссий	misi
ужас	horor
ужас	horror
ужас	kengerian
рязань	ryazan
эльст	elst
консультант	konsultan
поступления	pendapatan
поступления	penghasilan
поступления	pemasukan
поступления	income
поступления	pendapatan
патент	paten
франкфурт	frankfurt
моделирования	pemodelan
моделирования	modeling
моделирования	pemodelan
моделирования	modelling
моделирования	simulasi
потоков	aliran
потоков	stream
читайте	bacalah
читайте	baca
читайте	read
читайте	dibaca
читайте	membaca
лоренцо	lorenzo
вестфалия	westfalen
точной	akurat
смирнова	smirnova
отверстия	bukaan
отверстия	lubang
краков	kraków
пятна	bintik
предлогом	dalih
зимбабве	zimbabwe
колеблется	berfluktuasi
уши	telinga
нагрузка	beban
нагрузка	muat
нагрузка	muatan
андреас	andreas
блюда	makanan
блюда	piring
обычная	ordinary
переменных	variabel
джеки	jackie
джеки	jacky
стекло	gelas
стекло	kaca
стекло	glass
запрещена	terlarang
запрещена	dilarang
запрещена	terlarang
запрещена	dilarang
запрещена	banned
запрещена	dilarang
совершено	berkomitmen
бол	bol
витебск	vitebsk
системные	sistemik
нпо	ngo
нпо	lsm
нпо	lsm
финансово	finansial
маккартни	mccartney
жив	hidup
жив	alive
искусственный	artifisial
искусственный	buatan
спросить	ask
спросить	tanya
спросить	minta
спросить	bertanya
спросить	tanyakan
эксперты	ahli
эксперты	pakar
рэп	rap
рэп	rap
трансляции	siarkan
трансляции	siaran
трансляции	broadcast
трансляции	penyiaran
трансляции	siaran
фауны	fauna
членство	keanggotaan
членство	keanggotaan
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	chapter
главу	pasal
главу	bab
голод	kelaparan
