और	και
जान	αγαπημένες
लड़ाई	μαχη
लड़ाई	μάχη
लड़ाई	πάλη
लड़ाई	αγώνα
लड़ाई	καυγάς
लड़ाई	αγώνας
लड़ाई	μάχη
परिभाषित	ορίζεται
परिभाषित	καθορισμένα
परिभाषित	καθορισμένη
परिभाषित	καθορισμένο
अंश	frac
अंश	κλάσμα
ग्रामीण	αγροτικές
ग्रामीण	αγροτική
ग्रामीण	αγροτικός
रोड	οδός
रोड	δρόμος
रोड	δρόμο
रोड	road
प्रस्तावित	προτεινόμενη
प्रस्तावित	προτεινόμενο
प्रस्तावित	προτεινόμενος
प्रस्तावित	προτεινόμενες
गायक	τραγουδιστής
गायक	σίνγκερ
गायक	τραγουδίστρια
इस्लाम	ισλάμ
समुद्री	πεζοναύτης
समुद्री	θαλάσσια
समुद्री	μαρίν
समुद्री	πεζοναύτη
समझा	κατανοητό
उनको	τους
उपयोगी	χρήσιμο
उपयोगी	χρήσιμες
उपयोगी	χρήσιμα
उपयोगी	χρήσιμη
उपयोगी	χρήσιμος
उपयोगी	χρήσιμο
उपयोगी	χρήσιμη
उपयोगी	χρησιμότητα
उपयोगी	χρησιμότητας
कोशिका	κύτταρο
कोशिका	κελί
केंद्रीय	κεντρικό
केंद्रीय	κεντρική
केंद्रीय	κεντρικός
केंद्रीय	central
सत्र	συνεδρία
सत्र	σύνοδοι
सत्र	συνεδρίες
मिश्र	αίγυπτος
मिश्र	αίγυπτο
मिश्र	αιγυπτιακό
मिश्र	αιγυπτιακή
पहुँच	πρόσβαση
पहुँच	απήχηση
पहुँच	reach
पहुँच	φτάσει
पहुँच	προσβασιμότητα
मेरा	ορυχείο
मिस्र	αίγυπτος
मिस्र	αίγυπτο
मिस्र	αιγυπτιακό
मिस्र	αιγυπτιακή
गणराज्य	δημοκρατια
गणराज्य	δημοκρατία
छात्रों	σπουδαστές
छात्रों	μαθητές
छात्रों	φοιτητές
पुराना	παλαιά
पुराना	παλιό
पुराना	παλαιό
पुराना	παλιά
पुराना	γέρος
पुराना	μεγαλύτερος
पुराना	μεγαλύτερη
पुराना	μεγαλύτερο
पुराना	παλαιότερη
जम्मू	τζαμού
तेज	γρήγορα
तेज	γρήγορος
तेज	γρήγορο
तेज	γρήγορη
सम्राट	αυτοκράτορα
सम्राट	αυτοκράτορας
नवंबर	νοεμβρίου
नवंबर	νοέμβριο
नवंबर	νοέμβριος
नवंबर	νοε
कारणों	λόγους
कारणों	λόγοι
सर	κύριε
प्रवाह	ροή
अपराध	αδίκημα
अपराध	εξομολόγηση
अपराध	ομολογία
अपराध	εγκλημα
अपराध	έγκλημα
अपराध	εγκληματικότητα
अमेरिकन	αμερικανική
अमेरिकन	αμερικάνικα
अमेरिकन	αμερικανός
अमेरिकन	αμερικάνος
अमेरिकन	αμερικάνικο
अमेरिकन	αμερικανοί
व्यक्तित्व	προσωπικότητα
जन	ιαν
जन	jan
जन	γιαν
जन	τζαν
यूनाइटेड	united
यूनाइटेड	ενωμένη
यूनाइटेड	ενωμένοι
यूनाइटेड	ηνωμένο
जापानी	ιαπωνίας
जापानी	ιαπωνία
जापानी	γιαπωνέζικα
जापानी	ιαπωνικά
जापानी	ιάπωνες
जापानी	γιαπωνέζοι
जापानी	γιαπωνέζικο
रॉक	rock
रॉक	πέτρα
रॉक	ροκ
रॉक	βράχος
लंबी	ψηλή
लंबी	ψηλό
लंबी	ψηλός
लंबी	ψηλοί
लंबी	μακρύς
लंबी	μακρύ
लंबी	λονγκ
लंबी	long
गेम	παιχνίδι
गेम	game
गेम	παιχνιδι
गेम	παιχνίδια
गेम	αγωνες
गेम	αγώνες
गेम	games
अन्दर	εντός
अन्दर	μέσα
अन्दर	μεσα
संपत्ति	ακίνητο
संपत्ति	ιδιοκτησία
संपत्ति	ιδιότητα
संपत्ति	ακίνητα
संपत्ति	ενεργητικού
संपत्ति	ενεργητικό
संक्षिप्त	συντομογραφία
संक्षिप्त	σύντομος
संक्षिप्त	σύντομες
संक्षिप्त	σύντομο
संक्षिप्त	σύντομη
संक्षिप्त	συνοπτικό
क्यों	γιατι
क्यों	γιατί
गलत	λανθασμένη
गलत	λάθος
गलत	εσφαλμένη
गलत	λάθος
गलत	ψευδής
गलत	ψευδή
संपूर्ण	ολόκληρα
वर्मा	βάρμα
सर्वोच्च	υπέρτατη
सर्वोच्च	ανώτατο
सर्वोच्च	ανώτατη
सर्वोच्च	υψηλότερη
सर्वोच्च	υψηλότερο
लेना	λίνα
लेना	λένα
भौतिकी	φυσικής
भौतिकी	φυσική
वाहन	οχήματα
वाहन	όχημα
फ़िल्में	ταινίες
सैनिक	στρατιώτης
सैनिक	στρατιώτη
सैनिक	στρατιωτικός
सैनिक	στρατός
सैनिक	στρατιωτική
सैनिक	στρατιωτικοί
सैनिक	στρατιωτικά
डेटा	δεδομένων
डेटा	data
डेटा	δεδομένα
डेटा	στοιχεια
डेटा	στοιχεία
स्थिर	στατική
स्थिर	στατικό
स्थिर	σταθερό
स्थिर	σταθερή
स्थिर	σταθερά
स्थिर	σταθερός
दूध	γάλα
विद्वानों	μελετητές
मानना	πιστέψτε
मानना	πίστεψε
रखना	κρατήστε
रखना	κράτα
बाह्य	εξωτερική
बाह्य	εξωτερικά
बाह्य	εξωτερικό
बाह्य	εξωτερικός
उपस्थिति	παρουσία
उपस्थिति	παρουσια
समूहों	ομαδες
समूहों	ομάδες
आये	ήρθε
होटल	hotel
होटल	ξενοδοχείο
होटल	ξενοδοχεία
उच्चारण	προφορά
साहित्यिक	λογοτεχνικό
पुरुषों	ανδρες
पुरुषों	άντρες
पुरुषों	άνδρες
पुरुषों	mens
वृक्ष	δέντρο
वृक्ष	δένδρο
वृक्ष	δεντρο
वृक्ष	δένδρα
वृक्ष	δέντρα
निवेश	επένδυση
निवेश	επενδυτής
निवेश	επενδυτή
निवेश	επένδυση
निवेश	επενδύσεις
निवेश	επενδύσεων
निवेश	επενδύσεις
तत्वों	στοιχεία
सत्य	αλήθεια
सत्य	ουσιαστικές
दार्शनिक	φιλόσοφος
पुराण	πουράνες
सौ	hundred
सौ	εκατό
आंतरिक	εσωτερικό
आंतरिक	εσωτερικών
आंतरिक	εσωτερικές
आंतरिक	εσωτερική
आंतरिक	εσωτερικός
आंतरिक	εσωτερικό
आंतरिक	εσωτερικά
निकल	νικελίου
निकल	νικέλιο
प्रत्यक्ष	προφανής
प्रत्यक्ष	φανερό
प्रत्यक्ष	ολοφάνερο
प्रत्यक्ष	προφανές
प्रत्यक्ष	προφανή
प्रत्यक्ष	άμεσο
प्रत्यक्ष	απευθείας
प्रत्यक्ष	direct
प्रत्यक्ष	άμεση
प्रत्यक्ष	άμεσος
मित्र	φίλους
मित्र	φίλες
मित्र	friends
मित्र	φίλοι
मित्र	φιλοι
मित्र	φιλε
मित्र	φίλος
मित्र	φίλη
दर्द	άλγος
दर्द	πόνο
दर्द	πόνος
बिजली	ηλεκτρισμού
बिजली	ηλεκτρισμός
बिजली	ελάφρυνση
बिजली	κεραυνός
बिजली	κεραυνός
बिजली	αστραπές
बिजली	αστραπή
कार्ड	τράπουλα
कार्ड	χαρτιά
कार्ड	κάρτες
कार्ड	φύλλα
कार्ड	χορδή
कार्ड	κάρτα
बिंदु	σημεία
बिंदु	βαθμοί
बिंदु	πόντοι
बिंदु	ντοτ
बिंदु	βούλα
बिंदु	τελεία
बिंदु	πόντος
बिंदु	σημειο
बिंदु	σημείο
बुद्ध	βούδας
बुद्ध	βούδα
स्टेडियम	γήπεδα
स्टेडियम	στάδια
स्टेडियम	στάδιο
स्टेडियम	γήπεδο
अभाव	απουσία
रिलीज़	απελευθέρωση
रिलीज़	αποδέσμευση
रिलीज़	ελευθέρωση
रिलीज़	απελευθερώνει
शांति	ειρήνη
शांति	ειρηνη
शांति	γαλήνη
वितरण	παράδοση
वितरण	διανομής
वितरण	κατανομή
वितरण	διανομή
आय	έσοδα
आय	έσοδα
आय	αποδοχές
आय	κέρδη
आय	εισόδημα
आय	έσοδα
आय	εισοδήματα
आय	εισοδήματος
रन	τρέχει
फाइनल	τελικός
फाइनल	τελικό
फाइनल	τελικο
फाइनल	τελική
फाइनल	τελικο
फाइनल	τελικοί
टेलीविजन	τηλεόραση
टेलीविजन	tv
टेलीविजन	τηλεοραση
दैनिक	ημερήσια
दैनिक	καθημερινή
दैनिक	καθημερινές
दैनिक	καθημερινά
न्याय	δικαιοσύνη
न्याय	δικαιοσύνης
फूल	άνθη
फूल	λουλούδια
फूल	άνθος
फूल	λουλούδι
कल्पना	φαντασία
प्राप्ति	αναζητήστε
प्राप्ति	επιδιώξει
प्राप्ति	ανάκτηση
प्राप्ति	εξαγορά
प्राप्ति	απόκτηση
प्रसार	εξάπλωση
दिल	ντιλ
दिल	καρδιά
दिल	καρδία
दिल	καρδια
दिल	καρδιές
गाने	τραγούδια
सुंदर	πανέμορφη
सुंदर	όμορφη
सुंदर	κούκλος
सुंदर	όμορφος
सुंदर	ωραίος
यानि	σημαίνει
हाउस	χάουζ
हाउस	house
हाउस	σπιτι
हाउस	σπίτι
अफ़्रीका	αφρικη
अफ़्रीका	αφρική
इच्छा	πόθος
इच्छा	επιθυμία
इच्छा	επιθυμίες
इच्छा	λαχτάρα
भार	βάρος
खंड	ενότητα
खंड	τμήμα
खंड	τμημα
खंड	τετράγωνο
खंड	μπλοκάρισμα
खंड	block
खंड	μπλοκ
मिश्रण	μίγμα
मिश्रण	μείγμα
मिश्रण	μίξη
मिश्रण	μίγμα
मिश्रण	μείγμα
मिश्रण	μείγμα
समर्पित	αφοσιωμένος
समर्पित	αφοσιωμένη
समर्पित	αφοσιωμένο
समर्पित	αφιερωμένη
समर्पित	αφιερωμένο
पहुंच	πρόσβαση
स्मारक	μνημείων
स्मारक	μνημεία
स्मारक	μνημείο
व्यास	διάμετρο
व्यास	διάμετρος
प्यार	αγαπη
प्यार	έρωτας
प्यार	αγάπη
आन्दोलन	μετακίνηση
आन्दोलन	κίνημα
आन्दोलन	κίνηση
मंत्रालय	υπουργείο
आत्मा	σόουλ
आत्मा	ψυχή
आत्मा	ψυχής
आत्मा	πνεύμα
आत्मा	πνευμα
पक्षी	μπερντ
पक्षी	πουλί
पक्षी	πτηνό
निवासी	κάτοικοι
निवासी	κατοίκους
निवासी	ειδικευόμενος
निवासी	κάτοικος
निवासी	κάτοικο
निवासी	κάτοικοι
निवासी	κατοίκους
अंततः	τελικά
डेविड	ντέιβιντ
डेविड	david
डेविड	νταβίντ
डेविड	δαβίδ
कह	πω
कह	πείτε
कह	πες
जंक्शन	διασταύρωση
खास	ειδική
खास	special
खास	σπέσιαλ
जलवायु	κλίμα
बांग्लादेश	μπαγκλαντές
बांग्लादेश	μπανγκλαντές
तय	σταθερό
तय	σταθερή
तय	σταθερά
धारावाहिक	αύξοντα
धारावाहिक	αύξων
धारावाहिक	επεισόδια
तारे	αστέρας
तारे	αστέρι
तारे	star
तारे	σταρ
तारे	άστρα
तारे	αστέρια
तारे	stars
तारे	αστεράκια
बनाना	φτιάχνοντας
बनाना	κάνοντας
बनाना	δημιουργώντας
पौराणिक	μυθολογικό
बाकी	κατάλοιπο
बाकी	κατάλοιπα
बाकी	ξεκούραση
बाकी	υπόλοιπα
बाकी	ανάπαυση
बाकी	παραμένοντας
बाकी	απομένουν
बाकी	απομένει
संत	σαντ
संत	αγίων
संत	άγιοι
संत	αγία
संत	αγιος
संत	άγιος
ऊंचाई	υψόμετρο
ऊंचाई	ανύψωση
ऊंचाई	ύψος
उपग्रह	δορυφόρος
उपग्रह	δορυφόρο
उपग्रह	δορυφορική
तुर्की	γαλοπούλα
तुर्की	τουρκία
तुर्की	τουρκικό
तुर्की	τουρκικά
तुर्की	τούρκος
तुर्की	τουρκική
संस्कार	κηδεία
संस्कार	τελετές
संस्कार	τελετουργικά
अर्थव्यवस्था	οικονομία
बीमारी	αρρώστια
बीमारी	ασθένεια
बीमारी	ασθένεια
बीमारी	νόσος
बीमारी	ασθένεια
बीमारी	αρρώστια
वार्षिक	ετησίως
वार्षिक	ετήσια
वार्षिक	ετήσιο
वार्षिक	ετήσιες
वार्षिक	ετήσια
वार्षिक	ετήσιος
परिसर	χώροι
परिसर	σύνθετο
परिसर	σύνθετη
परिसर	πολύπλοκος
परिसर	συγκρότημα
परिसर	σύνθετα
अधिकतम	max
अधिकतम	μαξ
अधिकतम	βαρύτερο
अधिकतम	μέγιστη
अधिकतम	μέγιστος
अधिकतम	μέγιστο
अधिकतम	μεγιστοποίηση
अधिकतम	μεγιστοποίηση
अधिकतम	μεγιστοποιηθεί
वैश्विक	παγκόσμια
वैश्विक	global
वैश्विक	παγκόσμιο
तभी	μόνον
तभी	μόνο
तभी	μονο
अनिवार्य	υποχρεωτικά
अनिवार्य	υποχρεωτικό
अनिवार्य	υποχρεωτική
अनिवार्य	υποχρεωτικές
अनिवार्य	υποχρεωτικός
अनिवार्य	υποχρεωτικό
अनिवार्य	υποχρεωτική
अनिवार्य	υποχρεωτικός
अनिवार्य	υποχρεωτικό
अनिवार्य	υποχρεωτικά
अनिवार्य	υποχρεωτική
अनिवार्य	υποχρεωτικές
अनिवार्य	υποχρεωτικός
अनिवार्य	απαραίτητος
अनिवार्य	ουσιώδης
अनिवार्य	απαραίτητο
अनिवार्य	ουσιώδες
उपाधि	πτυχίο
उपाधि	βαθμός
सामान्यतः	φυσιολογικά
सामान्यतः	κανονικά
तारा	αστέρας
तारा	αστέρι
तारा	star
तारा	σταρ
द्वार	θύρα
द्वार	πύλη
द्वार	πορτα
द्वार	πόρτα
द्वार	πόρτες
द्वार	θύρες
मुख्यतः	κυρίως
मुख्यतः	κυριως
आनंद	απόλαυσε
आनंद	ανάντα
कम्पनी	λόχος
कम्पनी	εταιρεία
कम्पनी	εταιρία
रे	ρέι
रे	ρει
रे	ray
जिनकी	ποιανού
जिनकी	τίνος
जिनकी	ποιου
स्थायी	μόνιμες
स्थायी	μόνιμο
स्थायी	μόνιμος
स्थायी	μόνιμη
स्थायी	μόνιμα
लकड़ी	ξύλινα
लकड़ी	ξύλινο
लकड़ी	ξύλινες
लकड़ी	ξύλινη
लकड़ी	ξύλο
लकड़ी	ξυλεία
गोल	ραντ
गोल	στόχο
गोल	γκολ
गोल	στρογγυλό
गोल	γύρο
गोल	στρογγυλά
गोल	στρογγυλή
गोल	γύρος
तल	δάπεδο
तल	όροφο
तल	πάτωμα
तल	όροφος
तल	πάτος
तल	βυθό
ऋण	δάνειο
ऋण	χρέος
ऋण	οφειλή
ऋण	δάνεια
ऋण	μείον
दास	ντας
दास	das
नंबर	αριθμός
नंबर	νούμερο
त्वचा	δέρμα
त्वचा	πετσί
त्वचा	δερμα
नोबेल	νόμπελ
अधिकारियों	αρχές
अधिकारियों	αρχες
अधिकारियों	αστυφύλακες
अधिकारियों	αξιωματικοί
अधिकारियों	αστυνομικοί
अधिकारियों	στελέχη
जटिल	περίτεχνο
जटिल	σύνθετο
जटिल	σύνθετη
जटिल	πολύπλοκος
जटिल	συγκρότημα
जटिल	σύνθετα
जटिल	περίπλοκο
जटिल	πολύπλοκος
जटिल	πολύπλοκο
जटिल	μπερδεμένο
जटिल	περίπλοκη
हमला	επιθεση
हमला	επίθεση
आपूर्ति	εφόδια
आपूर्ति	προμήθειες
आपूर्ति	εφοδιασμού
आपूर्ति	εφοδιασμός
अर्थशास्त्र	οικονομικά
अर्थशास्त्र	οικονομία
दर्ज	καταγράφονται
दर्ज	καταγράφεται
दर्ज	καταγεγραμμένη
दर्ज	καταγράφηκε
हस्ताक्षर	υπογραφή
हस्ताक्षर	υπογραφές
हस्ताक्षर	υπογραφή
कानूनी	νομικά
कानूनी	νόμιμη
कानूनी	νομικός
कानूनी	νομικό
कानूनी	νομική
टिप्पणी	comment
टिप्पणी	σχόλιο
टिप्पणी	νότες
टिप्पणी	σημειώσεις
टिप्पणी	σχολια
टिप्पणी	σχόλια
टिप्पणी	παρατηρήσεις
स्मृति	ανάμνηση
स्मृति	μνήμες
स्मृति	μνημη
स्मृति	μνήμη
वेद	βέδες
वेद	βίντα
राजनैतिक	πολιτικό
तीव्र	γρήγορα
तीव्र	γρήγορος
तीव्र	γρήγορο
तीव्र	γρήγορη
तीव्र	τροπικό
तीव्र	τροπικά
तीव्र	τροπική
तीव्र	έντονη
तीव्र	έντονες
तीव्र	έντονος
तीव्र	έντονο
सम्बन्धित	αντίστοιχοι
सम्बन्धित	αντίστοιχο
सम्बन्धित	αντίστοιχος
सम्बन्धित	αντίστοιχη
सम्बन्धित	σχετική
सम्बन्धित	σχετικές
सम्बन्धित	σχετικό
हाइड्रोजन	υδρογόνο
हाइड्रोजन	υδρογόνου
चयन	διαλέγει
चयन	επιλογή
राजनीतिज्ञ	πολιτικό
राजनीतिज्ञ	πολιτικός
यूनानी	ελληνική
यूनानी	ελληνικά
यूनानी	ελληνίδα
यूनानी	ελληνικό
यूनानी	ελληνικα
यूनानी	ελλάδα
यूनानी	greece
यूनानी	ελλάς
यूनानी	ελλαδα
जॉर्ज	γεώργιος
जॉर्ज	τζωρτζ
जॉर्ज	τζορτζ
जॉर्ज	γιώργος
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	χρυσός
स्वर्ण	χρυσό
स्वर्ण	χρυσο
स्वर्ण	χρυσάφι
स्वर्ण	χρυσά
ठोस	συμπαγής
ठोस	στερεό
ठोस	στερεά
ठोस	συμπαγές
ठोस	απτό
ठोस	απτή
ठोस	απτά
सभ्यता	πολιτισμός
मशीन	μηχανή
मशीन	μηχάνημα
विदेश	εξωτερικό
विदेश	ξένος
विदेश	ξένο
विदेश	ξένη
विदेश	ξένα
दवा	φάρμακο
दवा	ιατρική
दवा	φάρμακα
ऋषि	σέιτζ
शेयर	μερίδια
शेयर	μετοχές
गर्म	ζέστη
गर्म	ζεστό
गर्म	καυτός
गर्म	καυτό
गर्म	καυτή
सौर	ηλιακές
सौर	ηλιακό
सौर	ηλιακή
एशियाई	ασιάτης
एशियाई	ασιάτες
एशियाई	ασιατική
एशियाई	ασιατικό
परिभाषा	ορισμός
पति	σύζυγος
पति	σύζυγο
सफेद	άσπρο
सफेद	λευκός
सफेद	λευκό
सफेद	λευκή
सफेद	λευκά
संधि	σύμφωνο
संधि	συνθήκη
वैकल्पिक	εναλλακτικό
वैकल्पिक	εναλλακτικά
वैकल्पिक	εναλλακτική
वैकल्पिक	εναλλακτικό
वैकल्पिक	εναλλακτική
वैकल्पिक	προαιρετικά
वैकल्पिक	προαιρετικό
वैकल्पिक	προαιρετικές
वैकल्पिक	προαιρετική
जयपुर	τζαϊπούρ
हार	περιδέραιο
हार	κολιέ
हार	μενταγιόν
हार	ήττα
समाधान	ψήφισμα
समाधान	διάλυμα
समाधान	λυση
समाधान	λύση
समाधान	λύσεις
समाधान	διαλύματα
जेल	φυλακή
जेल	φυλακή
जेल	φυλακές
जोड़ा	ζευγάρι
हिमालय	ιμαλάια
राजमार्ग	λεωφόρους
राजमार्ग	αυτοκινητόδρομος
राजमार्ग	λεωφόρος
राजमार्ग	αυτοκινητόδρομο
पेड़	δέντρο
पेड़	δένδρο
पेड़	δεντρο
पेड़	δένδρα
पेड़	δέντρα
कैरियर	σταδιοδρομία
कैरियर	καριέρα
कैरियर	φορέας
कैरियर	μεταφορέας
कैरियर	αεροπλανοφόρο
कैरियर	μεταφορέα
कैरियर	καριέρες
कैरियर	σταδιοδρομία
इंच	ίντσα
इंच	εκατοστά
इंच	ίντσες
डिजिटल	ψηφιακό
डिजिटल	ψηφιακά
डिजिटल	ψηφιακή
डिजिटल	ψηφιακές
डिजिटल	digital
श्रेष्ठ	ανώτερη
श्रेष्ठ	ανώτερος
निगम	corporation
आग	φωτιά
आग	πυρ
आग	φωτια
आग	πυρκαγιά
चैम्पियनशिप	πρωτάθλημα
शराब	αλκοόλ
शराब	αλκοόλη
शराब	οινόπνευμα
शराब	οίνος
शराब	κρασιά
शराब	κρασί
पौधे	φυτά
पौधे	φυτό
पौधे	εργοστάσιο
जमीन	ξηρά
जमीन	land
जमीन	γη
जमीन	στεριά
जमीन	έδαφος
खाने	τρως
खाने	τρώει
खाने	τρώγοντας
खाने	τρώμε
खाने	τρώω
हाथों	χέρια
बाज़ार	παζάρι
बाज़ार	αγορές
बाज़ार	αγορα
बाज़ार	αγορά
आदमी	άνθρωπος
आदमी	φίλε
आदमी	φιλε
मस्जिद	τζαμί
मस्जिद	τέμενος
किरदार	χαρακτήρες
नुकसान	απώλειες
नुकसान	απώλεια
नुकसान	ζημία
नुकसान	απώλειες
नुकसान	ήττες
नुकसान	ζημίες
नुकसान	ζημία
नुकसान	βλάβη
नुकसान	ζημίες
नुकसान	ζημιές
नुकसान	ζημιά
आकर्षित	έλκονται
आकर्षित	προσέλκυσε
आकर्षित	προσέλκυση
आकर्षित	προσελκύσει
रस	χυμούς
रस	χυμοί
रस	χυμοί
रस	χυμό
रस	χυμός
ऑनलाइन	διαδικτυακή
ऑनलाइन	διαδικτυακά
ऑनलाइन	online
सेट	σετ
सेट	σύνολα
सेट	σετ
भेद	διάκριση
भेद	μυστικός
भेद	μυστικό
भेद	μυστική
फोन	τηλέφωνο
फोन	τηλέφωνα
मनोविज्ञान	ψυχολογία
शक्तिशाली	ισχυρός
शक्तिशाली	ισχυρό
शक्तिशाली	ισχυρή
व्याकरण	γραμματική
अवार्ड	βραβείο
कौन	ποιος
चिह्न	σύμβολο
चिह्न	σύμβολα
चिह्न	σημάδι
चिह्न	υπόγραψε
चिह्न	εικονίδιο
चिह्न	είδωλο
वर्गीकरण	ταξινόμηση
वर्गीकरण	κατάταξη
जोड़	πρόσθεση
जोड़	προσθήκη
आरोप	κατηγορίες
आरोप	κατηγοριες
आरोप	επιβαρύνσεις
उड़ान	φυγή
उड़ान	πτήση
महासागर	ωκεανοί
महासागर	ωκεανούς
महासागर	ωκεανού
महासागर	ωκεανός
महासागर	ωκεανό
माल	πλούτος
माल	πλούτο
माल	πλούτη
एयर	αερα
एयर	air
एयर	αέρα
एयर	αέρας
महसूस	νιώθω
महसूस	νιώσε
अध्याय	κεφάλαιο
अध्याय	κεφάλαια
कराया	θωρακισμένο
विमानक्षेत्र	αεροδρόμιο
विमानक्षेत्र	αερολιμένας
दान	δωρεά
दान	δωρεά
दान	δωρεά
दान	δωρίσει
दान	δωρεές
दान	φιλανθρωπική
दान	φιλανθρωπία
अनुपात	κλίση
अनुपात	διαβάθμιση
अनुपात	κλίσεις
अनुपात	αναλογία
विद्रोह	εξέγερση
विद्रोह	εξέγερση
विद्रोह	εξέγερση
कक्षा	τάξη
कक्षा	τάξη
कक्षा	κλάση
कक्षा	μάθημα
कक्षा	τροχιά
स्नातक	αποφοίτησε
स्नातक	μπάτσελορ
स्नातक	εργένης
स्नातक	αποφοίτηση
स्नातक	απόφοιτος
स्नातक	πτυχιούχος
इंजीनियरिंग	μηχανική
इंजीनियरिंग	μηχανοστάσιο
मूर्ति	αγάλματα
मूर्ति	είδωλο
मराठी	μαράθι
माइकल	μιχαήλ
माइकल	michael
माइकल	μάικλ
संस्थापक	ιδρυτής
संस्थापक	ιδρυτή
इलाज	θεραπεία
इलाज	κέρασμα
इलाज	θεραπεία
इलाज	θεραπεία
अवधारणा	έννοια
अभ्यास	πρακτική
अभ्यास	ιατρείο
अभ्यास	εξάσκηση
अभ्यास	προπόνηση
शाही	βασιλικός
शाही	βασιλικό
शाही	βασιλική
शाही	royal
शाही	ρόγιαλ
पाकिस्तानी	πακιστάν
पाकिस्तानी	πακιστανός
ब्लैक	μαύρη
ब्लैक	μαύρα
ब्लैक	μαύρος
ब्लैक	μαυρο
ब्लैक	μαύρο
भेजा	στάλθηκαν
भेजा	έστειλε
भेजा	στάλθηκε
भेजा	εστάλη
संसाधन	πόρο
संसाधन	πόρος
संसाधन	πόρων
संसाधन	πόροι
देवनागरी	ντεβαναγκάρι
जीन	τζην
जीन	gene
जीन	τζιν
जीन	γονίδιο
मजबूत	δυνατοί
मजबूत	δυνατός
मजबूत	δυνατό
मजबूत	δυνατή
प्रोग्राम	πρόγραμμα
प्रोग्राम	προγράμματα
मिश्रित	μεικτή
मिश्रित	μεικτό
मिश्रित	μικτή
मिश्रित	μεικτά
मिश्रित	μεικτές
मिश्रित	μίξερ
निरंतर	συνεχείς
निरंतर	συνεχές
निरंतर	συνεχόμενη
निरंतर	συνεχής
निरंतर	συνεχή
निरंतर	σταθερά
प्रबंध	διαχείριση
प्रबंध	διαχείριση
पदक	μετάλλιο
व्यंजन	κουζίνα
परिस्थितियों	καταστάσεις
जमा	κατάθεση
जमा	προκαταβολή
जमा	καταθέσεις
स्त्री	γυναικα
स्त्री	γυναίκα
स्त्री	γυναίκα
स्त्री	θηλυκό
चित्रण	κλήρωση
चित्रण	σχεδίαση
चित्रण	επιστήσω
चित्रण	ισοπαλία
चित्रण	απεικόνιση
यातायात	κίνηση
यातायात	κυκλοφορία
यातायात	μεταφορές
यातायात	μεταφορών
यातायात	μεταφορά
यातायात	airways
सूक्ष्म	μικρο
सूक्ष्म	micro
लंबाई	μήκος
हेनरी	ερρίκος
हेनरी	χένρυ
हेनरी	χένρι
डाला	εισήλθε
समीक्षा	κριτικές
समीक्षा	επανεξέταση
समीक्षा	αναθεώρηση
समीक्षा	ανασκόπηση
मोटर	κινητήρας
मोटर	κινητήρα
कर्मचारियों	εργαζόμενοι
कर्मचारियों	υπάλληλοι
कर्मचारियों	μισθωτοί
हमले	επιθέσεις
हमले	επιθεση
हमले	επίθεση
अक्षर	συλλαβή
अक्षर	γράμματα
अक्षर	επιστολές
अक्षर	γραμματα
अक्षर	χαρακτήρας
अक्षर	χαρακτήρα
अक्षर	επιστολή
अक्षर	γράμμα
अक्षर	γραμμα
अक्षर	χαρακτήρες
कारक	συντελεστές
कारक	παράγοντες
कारक	παράγοντας
कारक	παράγοντα
कारक	παράγων
कारक	συντελεστής
किंगडम	βασίλειο
हिन्द	ινδο
बीज	σπόροι
बीज	σπόρων
बीज	σπόρο
बीज	σπόρος
बीज	σπόρους
बीज	σπέρματα
बीज	σπόροι
जल्दी	γρήγορα
जल्दी	γρήγορος
जल्दी	γρήγορη
जल्दी	νωρίς
जल्दी	πρόωρη
जल्दी	γρήγορα
घाट	γκατ
घाट	φορντ
घाट	φόρντ
घाट	ford
यंत्र	συσκευή
यंत्र	μέσο
यंत्र	όργανο
यंत्र	μηχανή
यंत्र	μηχάνημα
यंत्र	όργανα
यंत्र	μέσων
कर्म	κάρμα
कदम	βημα
कदम	βήμα
कदम	σκαλοπάτι
कदम	σκαλιά
कदम	στάδια
कदम	σκαλοπάτια
कदम	βήματα
कदम	βαθμίδες
साथी	συντροφιά
साथी	σύντροφος
साथी	συνεργός
साथी	συνεργό
साथी	συνεργάτης
साथी	σύντροφος
साथी	συνεργάτη
साथी	εταίρος
साथी	συνέταιρος
ऊपरी	ανω
ऊपरी	άνω
ऊपरी	νω
पुस्तकों	βιβλία
पुस्तकों	βιβλια
आशा	ελπίδα
आशा	χόουπ
आशा	ελπιδα
नौ	εννέα
नौ	εννιά
नौ	nine
रचित	αποτελείται
शिक्षण	διδασκαλία
ऊँचाई	υψόμετρο
ऊँचाई	ύψος
ऊँचाई	υψόμετρο
ऊँचाई	ανύψωση
ऊँचाई	ύψος
आकर्षण	προσέλκυση
आकर्षण	αξιοθέατο
आकर्षण	έλξης
आकर्षण	έλξη
आकर्षण	χαρισματικός
आकर्षण	χάρισμα
आकर्षण	φυλαχτό
आकर्षण	γοητεία
आकर्षण	γοητεία
आकर्षण	αξιοθέατα
सर्वेक्षण	έρευνες
सर्वेक्षण	έρευνα
सर्वेक्षण	ερευνα
सर्वेक्षण	δημοσκόπηση
सर्वेक्षण	τοπογραφικά
हद	όρια
मुहम्मद	μωάμεθ
मुहम्मद	μοχάμεντ
