borneo	borneo
sebastián	sebastian
ciment	ciment
ciment	cimentul
cadira	fotoliu
cadira	scaun
transbordador	feribotul
transbordador	feribot
transbordador	bac
làser	laserul
làser	laser
claudio	claudio
apòstol	apostol
coloració	colorant
coloració	coloranti
progressiva	progresive
progressiva	progresiva
progressiva	progresiv
quaderns	caietele
libro	libro
fum	fum
niu	cuib
niu	cuibul
niu	niu
equivalents	echivalente
consolat	consulatul
consolat	consulat
neoclàssic	neoclasic
masters	masterat
masters	masters
masters	stapani
masters	stapanii
wallace	wallace
amos	amos
amos	masterat
amos	masters
amos	stapani
amos	stapanii
pretendent	pretendent
peó	pionul
peó	pion
comissionat	comisarul
comissionat	comisar
infraphylum	infraphylum
dotzena	twelfth
significatius	semnificative
significatius	semnificativa
significatius	semnificativ
mon	mon
vendrell	vendrell
erosió	eroziune
verona	verona
sabor	savoare
sabor	aroma
sabor	aroma
sabor	savoare
sabor	aroma
sabor	aroma
civilitzacions	civilizatii
hugh	hugh
lara	lara
butaca	fotoliu
simpson	simpson
implementació	implementarea
implementació	implementare
guido	guido
robinson	robinson
cabells	par
cabells	par
cabells	parul
cabells	parul
bemoll	plate
bemoll	plat
arturo	arturo
divuit	optsprezece
divuit	eighteen
bobby	bobby
consonant	consoana
revelació	apocalipsa
estrasburg	strasbourg
hort	livada
hort	livada
inventar	inventeaza
inventar	inventa
raúl	raúl
horda	hoarda
horda	hoarda
ibáñez	ibáñez
complutense	complutense
adolfo	adolfo
gneu	gnaeus
occitània	occitania
budisme	budismul
cretaci	cretacic
volant	zburand
volant	zbor
sostingut	sharp
sostingut	sustinut
sostingut	sustinut
sostingut	sustinuta
bakr	bakr
oceans	oceanele
oceans	oceanelor
oceans	oceane
otan	nato
strunz	strunz
honda	honda
empat	leaga
empat	cravata
empat	cravata
desena	zecime
desena	tenth
aguda	acute
aguda	acut
aguda	acuta
compatible	compatibile
compatible	compatibila
compatible	compatibil
pastors	pastori
telecomunicacions	telecomunicatii
precursor	precursor
morris	morris
side	lateral
side	side
consentiment	consimtamantul
pàdua	padova
charente	charente
paradís	paradisul
paradís	paradis
paradís	paradise
caserna	baraci
caserna	cazarma
caserna	cazarma
múltiple	multiplu
múltiple	multipla
múltiple	multiple
laos	laos
kara	kara
llegendari	legendar
llegendari	legendara
llegendari	legendara
llegendari	legendarul
fires	targuri
adaptada	adaptat
adaptada	adaptate
adaptada	adaptata
cristall	cristalul
cristall	cristal
cristall	cristale
cristall	crystal
duo	duo
musa	musa
musa	muza
musa	muza
transparent	transparente
transparent	transparent
transparent	transparenta
olimpíada	olimpiada
olimpíada	olimpiada
martiri	martiriu
acusacions	acuzatii
acusacions	acuzatii
auguste	auguste
potassi	potasiu
espiral	spirala
espiral	spirala
feminista	feministe
feminista	feminista
einstein	einstein
bitllets	bilete
bitllets	biletele
companya	companion
escolta	asculta
escolta	asculta
warren	warren
forçat	fortat
forçat	fortat
forçat	fortata
quars	cuart
quentin	quentin
garantia	garantie
garantia	garantia
garantia	garantie
garantia	garanta
eficient	eficiente
eficient	eficienta
eficient	eficient
eficient	eficienta
trilogia	trilogia
tonalitat	hue
destacable	remarcabila
destacable	remarcabile
destacable	remarcabila
destacable	remarcabil
consecutives	consecutive
consecutives	consecutiv
forjat	faurit
forjat	falsificate
forjat	falsificat
forjat	falsificarea
palerm	palermo
mòduls	modulele
mòduls	module
sorprenent	surprinzatoare
sorprenent	surprinzator
sorprenent	surprinzator
formentera	formentera
pedrera	cariera
remodelació	remodelare
nenes	fetele
nenes	fete
nenes	girls
nenes	fetelor
xbox	xbox
correus	emailuri
llenç	panza
llenç	panza
operatius	operationala
operatius	operationale
operatius	operational
atòmica	atomice
atòmica	atomic
atòmica	atomica
atòmica	atomica
exiliat	exilat
compliment	conformitatea
compliment	conformitate
compliment	respectarea
vladimir	vladimir
adolescent	adolescenta
adolescent	adolescenta
adolescent	adolescent
mònaco	monaco
estalvis	economii
estalvis	economiile
vie	vie
erik	erik
firma	semnatura
firma	semnatura
firma	semnatura
diversa	divers
balcans	balcani
balcans	balcanii
conversa	conversatie
conversa	conversatie
somnis	visele
somnis	dreams
somnis	visuri
somnis	vise
müller	müller
palmas	palmas
castilla	castilla
yusuf	yusuf
bari	bariu
bari	bari
estratègies	strategii
estratègies	strategiile
heidelberg	heidelberg
concedida	acordate
concedida	acordata
concedida	acordat
adaptacions	adaptari
adaptacions	adaptarile
homo	homo
margarita	margarita
minories	minoritatilor
esprint	sprint
visigots	vizigotilor
conducció	conducand
conducció	conducere
xocolata	ciocolata
xocolata	ciocolata
disposicions	dispozitii
disposicions	prevederi
disposicions	provizioane
rèptils	reptile
rèptils	reptilele
acompanya	insoteste
edita	editare
edita	editeaza
decoratius	decorative
torreta	turela
noció	notiunea
vacant	vacant
vacant	vacant
quintet	cvintet
descripcions	descrierile
descripcions	descrieri
bossa	sac
bossa	punga
bossa	punga
bossa	geanta
stark	stark
processador	procesorul
processador	procesor
nan	nan
württemberg	württemberg
capitalisme	capitalismului
capitalisme	capitalismul
capitalisme	capitalism
springs	arcuri
springs	izvoare
springs	springs
yuan	yuan
prešov	prešov
barbus	barbus
begudes	bauturi
begudes	bauturi
begudes	bauturile
begudes	bauturi
begudes	bauturi
challenge	provocare
challenge	provocarea
cilindres	butelii
cilindres	cilindri
amants	iubitori
amants	iubiti
hàbit	obiceiul
hàbit	obicei
derrotes	infrangeri
argila	argila
argila	lut
argila	clay
tunis	tunis
grossa	grossa
gremi	guild
prades	prades
oblidar	uitand
oblidar	uitare
dallas	dallas
criminals	criminali
criminals	infractorii
criminals	criminalii
criminals	infractori
criminals	criminalilor
immediat	imediata
immediat	imediate
patinatge	patinaj
dennis	dennis
reims	reims
etimologia	etimologie
rotterdam	rotterdam
panteó	pantheon
bàltic	baltica
bàltic	baltice
ronald	ronald
fórmules	formulele
fórmules	formule
fórmules	formulele
fórmules	formule
antàrtida	antarctica
pioners	pionieri
fossa	fossa
eddie	eddie
platnick	platnick
calent	cald
calent	fierbinte
bateries	bateriile
bateries	baterii
montgomery	montgomery
trencat	stricat
trencat	rupt
trencat	spart
trencat	rupte
aleix	alexios
coronada	incoronat
comunisme	comunismul
comunisme	comunism
comunisme	comunismului
irene	irene
vilar	vilar
satisfer	satisface
mnac	mnac
positius	pozitiv
positius	pozitiva
positius	pozitive
núñez	nunez
strauss	strauss
cerro	cerro
fabricat	fabricate
fabricat	fabricat
fabricat	fabricata
jacint	hyacinth
rècords	discuri
rècords	records
rècords	inregistrari
rècords	recorduri
ecologia	ecologie
baltimore	baltimore
nantes	nantes
plomes	penele
plomes	pene
bisbal	bisbal
sistemàtica	sistematice
sistemàtica	sistematica
sistemàtica	sistematic
tit	titus
brabant	brabant
combinacions	combinatii
colin	colin
estructurals	structurale
estructurals	structural
lliura	balanta
lliura	lira
lliura	lira
rita	rita
finalitats	scopuri
transformada	transforma
transformada	transforma
simètrica	simetrice
simètrica	simetrice
wellington	wellington
frescos	proaspete
frescos	proaspata
frescos	proaspat
frescos	proaspat
frescos	fresh
admetre	admite
significatives	semnificative
significatives	semnificativa
significatives	semnificativ
bush	bush
defensiu	defensiva
defensiu	defensiv
recompensa	recompensa
recompensa	recompensa
recompensa	rasplata
romàntica	romantica
romàntica	romantice
romàntica	romantic
romàntica	romantica
cavitat	cavitatea
exactes	exacte
exactes	exacta
exactes	exact
exactes	exacta
pardo	pardo
fontaine	fontaine
balduí	baldwin
salsa	sos
salsa	sosul
nielsen	nielsen
granit	granit
corredors	alergatori
reorganització	reorganizarea
reorganització	reorganizare
vinci	vinci
franca	franca
invertebrats	nevertebrate
iris	iris
harrison	harrison
nicholas	nicholas
nicholas	nicolae
sastre	croitor
retard	intarziere
pascal	pascal
salzburg	salzburg
brooklyn	brooklyn
superioritat	superioritate
superioritat	superioritatea
pipí	pepin
repeteix	repet
repeteix	repeta
repeteix	repeta
repeteix	bucla
repeteix	bucla
valeri	valery
valeri	valeri
acceleració	accelerarea
acceleració	accelerare
continents	continente
continents	continentele
cohen	cohen
federals	federali
embarcacions	barci
embarcacions	barci
ravenna	ravenna
degà	decan
degà	dean
glasgow	glasgow
disposades	aranjata
disposades	aranjate
disposades	aranjat
vancouver	vancouver
clube	clube
conquerit	cucerita
conquerit	cucerit
mixt	amestecate
mixt	amestecat
mixt	mixt
mixt	mixta
abel	abel
mod	mod
copiar	copierea
copiar	copiere
formals	formale
formals	formala
formals	formal
caracas	caracas
pelegrinatge	pelerinaj
convocatòria	suna
convocatòria	suna
convocatòria	apel
convocatòria	call
bombai	bombay
bombai	mumbai
gual	vado
anglo	anglo
direccions	directii
cher	cher
escàndol	scandalul
escàndol	scandal
proveir	furnizati
proveir	furnizeaza
léon	léon
làmines	foi
bucarest	bucuresti
bucarest	bucuresti
bucarest	bucuresti
concursos	concursuri
concursos	concursuri
ling	ling
blaus	blues
américa	américa
polinomi	polinom
espases	sabiile
espases	sabii
espases	sabii
reg	irigare
serbis	sarbilor
serbis	sarbi
serbis	sarbii
regal	cadou
regal	cadoul
seleccionat	selectate
seleccionat	selectata
seleccionat	selectat
num	num
croat	croat
croat	croata
yahya	yahya
diploma	diploma
diploma	diploma
metz	metz
ntupdate	ntupdate
wikidata	wikidata
matt	matt
tomé	tomé
batejat	botezata
batejat	botezat
batejat	botezata
batejat	botezat
abi	abi
sortides	iesiri
sortides	iesiri
supervisió	supervizare
supervisió	supraveghere
supervisió	supravegherea
progressiu	progresive
progressiu	progresiva
progressiu	progresiv
poderosos	puternica
poderosos	puternic
deep	adanc
deep	profund
deep	adanca
deep	adanc
reflex	reflexe
reflex	reflex
botó	nasture
botó	buton
botó	button
botó	butonul
extret	extrasa
extret	extras
extret	extrase
plens	plina
plens	full
plens	plin
plens	plina
ulster	ulster
calvo	chel
calvo	chelie
calvo	cheala
calvo	calvo
armand	armand
hampshire	hampshire
màntua	mantua
seques	uscate
seques	uscat
seques	uscata
veterans	veteranii
veterans	veteranilor
veterans	veterani
julián	julian
julián	julián
agut	treble
guàrdies	garzi
guàrdies	paznici
bridge	bridge
bridge	pod
bridge	podul
bridge	punte
bridge	puntea
dijous	joi
dijous	joia
baby	iubire
baby	baby
baby	copil
baby	iubito
baby	bebe
reyes	reyes
assignar	atribuie
mercader	negustor
mercader	comerciant
invasions	invazii
vestíbul	hol
vestíbul	lobby
nomenats	numiti
gala	gala
gala	gala
cabana	cabana
cabana	cabina
cabana	cabina
cabana	cabana
castellet	castellet
johns	johns
extensions	extensii
darmstadt	darmstadt
integrats	integrate
integrats	integrat
integrats	integrata
cilindre	cilindru
cilindre	butelie
pesos	greutati
montaner	montaner
ref	arbitru
celler	beci
celler	crama
constança	constance
ploma	pen
ploma	stilou
ploma	pana
angular	unghiulara
oman	oman
continuat	continuat
delle	delle
nits	nopti
nits	nopti
pendents	cercei
pendents	cerceii
donades	dat
joão	joão
mani	mani
express	exprim
express	expres
express	express
express	exprima
express	exprima
gov	gov
convencionals	conventionale
convencionals	conventional
carnaval	carnavalul
carnaval	carnaval
yang	yang
desfer	anula
desfer	desface
desfer	anuleaza
cartells	posterele
cartells	postere
dominada	dominat
dominada	dominata
ametlla	migdale
ornamental	ornamentale
resurrecció	invierea
resurrecció	inviere
obaga	umbria
consultat	consultate
consultat	consultat
domèstic	domestice
domèstic	domestic
domèstic	intern
teclats	clape
mill	mill
mill	moara
mill	moara
llavor	seminte
llavor	samanta
armstrong	armstrong
sky	cerul
sky	sky
sky	cer
reconstruït	reconstruit
esborrany	schita
esborrany	schita
tesis	teza
tesis	teza
tor	tor
evitant	evitarea
evitant	evitand
ordena	sorta
ordena	sortare
notari	notar
politècnica	politehnica
grams	grame
schneider	schneider
montfort	montfort
responsabilitats	responsabilitati
responsabilitats	responsabilitatile
subdivisió	subdiviziune
subdivisió	creanga
subdivisió	ramura
subdivisió	filiala
subdivisió	sucursala
subdivisió	branch
meyer	meyer
desde	desde
facilita	faciliteaza
exercit	exercitate
exercit	exercitat
exercit	exercitata
localment	local
tracció	tractiune
tracció	tractiune
incidents	incidentele
incidents	incidente
segells	timbre
segells	timbrele
lents	lentilele
lents	lentile
valent	curajoasa
valent	curajoasa
valent	curajos
convençut	convins
convençut	convinsa
feixista	fascist
nòmades	nomazi
escalada	alpinism
studios	studiouri
studios	studiourile
studios	studios
atributs	atribute
farmàcies	farmacii
eugène	eugène
berg	berg
resistents	rezistente
resistents	rezistent
resistents	rezistenta
banks	banks
banks	bancile
banks	banci
banks	banci
banks	bancile
pensant	gandire
pensant	gandirea
pensant	gandind
entorns	mediile
mauritània	mauritania
convocat	convocat
convocat	chemat
convocat	invocat
discografia	discografia
òptic	optice
òptic	optica
òptic	optic
òptic	optician
embaràs	sarcina
embaràs	sarcina
alegria	joy
alegria	bucurie
alegria	veselie
alegria	bucuria
mineria	minerit
mineria	miniere
siena	siena
cromosomes	cromozomi
ain	ain
horts	livezi
cristóbal	cristóbal
guerrero	guerrero
hegemonia	hegemonia
cadascú	fiecare
divinitat	divinitatea
divinitat	divinitate
judicis	incercari
judicis	procese
alcaldes	primari
grove	grove
apollo	apollo
plànol	avionul
plànol	avion
patates	cartofi
patates	cartofii
metabolisme	metabolismul
metabolisme	metabolizarea
metabolisme	metabolizare
metabolisme	metabolism
caos	haosul
caos	haos
hunter	vanator
hunter	vanator
hunter	hunter
hunter	vanatorul
jefferson	jefferson
obligacions	obligatiile
obligacions	obligatii
cecília	cecilia
polo	polo
yes	da
trento	trento
français	français
floyd	floyd
seients	scaune
seients	locuri
frau	fraude
frau	frauda
frau	frauda
cantonades	colturi
viquipedista	wikipedian
llimona	lemon
llimona	lamaie
sentia	simtit
sentia	simtit
nervis	nervi
nervis	nervii
tolerància	toleranta
tolerància	toleranta
phoenix	phoenix
diables	diavoli
diables	draci
mollet	mollet
abandonament	abandon
abandonament	abandonarea
suecs	suedezi
born	nascut
born	nascuta
born	nascut
amenaçat	amenintat
amenaçat	amenintat
definicions	definitii
directori	director
directori	directorul
neutrons	neutroni
funeral	inmormantare
funeral	funeralii
funeral	inmormantarea
funeral	funeraliile
felicitat	fericirea
felicitat	fericire
rares	rari
rares	rar
rares	rara
rares	rare
rares	rara
jura	jura
jura	jura
jura	jura
subgrup	subgrup
bonn	bonn
plegat	pliante
tallat	taie
tallat	taiat
pronunciació	pronuntie
intencions	intentii
porxo	veranda
porxo	veranda
estrets	straits
conill	iepure
conill	iepurele
conill	rabbit
navegador	navigator
navegador	browserul
navegador	browser
tia	tipa
tia	chick
tia	matusa
tia	matusa
tia	tia
banco	banco
sedis	sedis
textura	textura
textura	textura
ismail	ismail
émile	émile
belgues	belgieni
fortificada	fortificat
successius	succesive
trobant	constatare
trobant	gasirea
trobant	gasirea
júlia	iulia
júlia	julia
yves	yves
violació	viol
violació	violuri
violació	rapita
violació	violul
administratius	administrativ
administratius	administrativa
administratius	administrative
heavy	heavy
heavy	greu
heavy	grele
heavy	grea
heavy	grei
fantasma	ghost
fantasma	stafie
fantasma	fantoma
fantasma	fantoma
impedeix	previne
adquireix	dobandeste
after	dupa
after	dupa
judaisme	iudaism
cuir	piele
thorell	thorell
posseir	poseda
posseir	poseda
vegas	vegas
peticions	cereri
peticions	solicitari
peticions	cererile
sulayman	sulayman
exacte	exacte
exacte	exacta
exacte	exact
exacte	exacta
maximilià	maximilian
senadors	senatorii
senadors	senatori
àlies	alias
àlies	aka
àlies	pseudonime
valois	valois
huelva	huelva
mites	mituri
mites	miturile
dotat	dotat
dotat	inzestrat
influents	influente
influents	influent
influents	influenta
localitza	localizeaza
localitza	localiza
cometa	cometa
cometa	cometa
iss	iss
nervi	nerv
nervi	tupeu
conservats	conservata
conservats	conservate
conservats	pastrate
conservats	pastrata
conservats	conservat
detroit	detroit
legítim	legitima
legítim	legitim
legítim	legitima
legítim	legitime
santi	santi
perdó	iertare
perdó	iertarea
cruïlla	junction
serguei	serghei
harvey	harvey
julian	julian
batallons	armatele
batallons	armate
icona	pictograma
icona	pictograma
icona	icoana
electró	electron
disputada	contestata
disputada	contestat
combinada	combinat
combinada	combinata
combinada	combinate
arkansas	arkansas
mirador	mirador
horitzó	orizont
horitzó	orizontul
horitzó	horizon
assetjada	asediat
racional	rational
obligatori	obligatoriu
obligatori	obligatorie
obligatori	obligatorii
autobús	bus
autobús	autocar
autobús	autobuz
autobús	autobuzul
congost	defileu
fàrmacs	droguri
fàrmacs	drogurile
fàrmacs	medicamente
dimoni	devil
dimoni	diavolul
dimoni	diavol
dimoni	drac
dimoni	demonul
dimoni	demon
brava	brava
philadelphia	philadelphia
predomini	predominanta
creadors	creatorii
fòssil	fosile
fòssil	fosila
fòssil	fosili
lucre	profit
lucre	profitul
sintaxi	sintaxa
mandíbula	falca
mandíbula	maxilarului
mandíbula	maxilar
mandíbula	maxilarul
soto	soto
autèntica	autentic
autèntica	autentice
autèntica	autentica
terços	treimi
leningrad	leningrad
ombres	umbrele
ombres	umbre
entusiasme	entuziasmul
entusiasme	entuziasm
assumeix	presupune
físicament	fizic
terrible	groaznic
terrible	teribil
atletes	sportivii
atletes	sportivi
emocions	emotii
emocions	emotii
pib	pib
hubert	hubert
veterinari	veterinar
veterinari	veterinar
finalitza	termina
finalitza	finalizeaza
gabon	gabon
orella	urechea
orella	ureche
chan	chan
mason	mason
benín	benin
championship	campionatul
championship	campionat
amagat	ascunsa
amagat	ascuns
amagat	ascunsa
amagat	ascunse
suaus	moi
suaus	moale
subtropicals	subtropicale
rex	rex
vita	vita
teràpia	terapie
teràpia	terapia
compilació	compilarea
nòrdic	norse
nòrdic	nordice
nòrdic	nordic
nòrdic	nordica
stade	stade
yale	yale
boris	boris
bahadur	bahadur
bey	bey
boles	bile
boles	mingi
decisiu	decisiv
decisiu	decisiva
decisiu	decisive
hotels	hoteluri
príncipe	príncipe
custòdia	custodia
custòdia	custodie
calàbria	calabria
société	société
ensenyaments	lectii
ensenyaments	lectii
jordània	jordan
jordània	iordania
puebla	puebla
introduïda	introdusa
introduïda	introduse
introduïda	introdus
organitzen	organizeaza
organitzen	organizeaza
bravo	bravo
dante	dante
creien	crezut
prohibida	interzis
ballarina	balerina
ballarina	balerina
ballarina	dansatoare
ballarina	dansator
dedicació	daruire
automàtic	automata
automàtic	automatic
automàtic	automate
automàtic	automat
loire	loire
suggerit	sugerat
suggerit	sugerate
genoma	genomului
evidentment	evident
condemnar	condamna
condemnar	condamna
hàbits	obiceiuri
hàbits	obiceiurile
carcassona	carcassonne
neil	neil
tradueix	traduce
magnífic	magnific
magnífic	magnifica
magnífic	magnifica
obstacles	obstacole
obstacles	obstacolele
platí	platina
sonates	sonate
trípoli	tripoli
lliçons	lectii
lliçons	lectii
datació	datand
datació	dating
datació	intalniri
