luchador	lluitador
músculo	múscul
sul	sul
atleta	atleta
atleta	esportista
val	val
bonus	bonus
bonus	gratificació
bonus	bonificació
croata	croat
croata	croata
perdón	indult
paquete	paquet
paquete	embalum
paquete	envàs
paquete	manada
paquete	pack
públicamente	públicament
busto	busto
busto	bust
desconocida	desconegut
desconocida	desconeguda
especialistas	especialistes
especialistas	especialista
opuesto	oposat
opuesto	contrari
mono	mono
mono	mico
mono	cercopitec
trastornos	trastorns
afectados	afectats
rehabilitación	rehabilitació
revelación	revelació
revelación	divulgació
aluminio	alumini
aluminio	alumini
zero	zero
infección	infeccions
infección	infecció
navales	naval
largometraje	característica
noveno	novè
mezquita	mesquita
kurt	kurt
contratos	contractes
guardias	guàrdies
definida	definides
definida	definit
definida	definits
regente	regent
terrorista	terrorista
terrorista	terroristes
desarrollando	desenvolupant
superficial	superficial
superficial	superfície
hardware	maquinari
abundancia	abundància
abundancia	sobrat
procesamiento	tramitació
procesamiento	processament
resultando	resultant
marfil	ivori
test	test
test	prova
redactor	editor
gaspar	kaspar
gaspar	caspar
gaspar	gaspar
conspiración	conspiració
estratégica	estratègiques
estratégica	estratègic
estratégica	estratègica
estratégica	estratègics
secundarias	secundari
secundarias	secundaria
verbo	verb
excelencia	excelencia
funcionario	official
explorador	scout
explorador	explorador
explorador	exploradora
explorador	explorer
explorador	explorador
explorador	navegador
cumpleaños	aniversaris
cumpleaños	aniversari
uruguaya	uruguaiana
kate	kate
taxonomía	taxonomia
útiles	útil
útiles	útils
mixto	coed
mixto	mixta
mixto	mixt
mixto	mesclat
melodía	melodia
melodía	melody
melodía	sintonia
estimación	estimació
estimación	estimació
luigi	luigi
afc	afc
albania	albània
area	àmbit
area	àrea
estrechamente	estretament
costarricense	costarricense
comunicado	declaració
dieciséis	setze
ucraniano	ucraïnès
detenidos	detinguts
detenidos	detingut
esencia	essència
seúl	seül
conversaciones	converses
percepción	percepció
percepción	percepcions
fijo	corregit
fijo	fix
fijo	fixes
fijo	arreglat
subespecies	subespècie
descripciones	descripcions
bachillerato	batxillerat
cuadrada	quadrat
cuadrada	plaça
artísticos	artístic
artísticos	artística
artísticos	artístics
full	plens
full	ple
full	plena
excavaciones	excavació
excavaciones	excavacions
wii	wii
pila	bateria
pila	pila
pila	pila
regularmente	regularment
caos	caos
módulo	mòdul
eslovenia	eslovènia
eslovenia	eslovè
soccerway	soccerway
turcos	turcs
turcos	turc
sedes	seu
garganta	congost
eficiencia	eficiència
prohibido	prohibit
prohibido	prohibit
prohibido	prohibida
mitre	mitre
noruego	noruec
consistente	coherent
consistente	coherents
consistente	consistents
rítmica	ritme
dulces	caramels
dulces	llaminadures
dulces	candy
dulces	caramel
dulces	dolç
dulces	dolços
dulces	dolça
permanencia	permanència
watson	watson
euskera	basc
conformada	conformada
anglo	anglo
historietas	còmic
historietas	còmics
philadelphia	filadèlfia
philadelphia	philadelphia
grueso	granel
grueso	gruix
grueso	gruixut
exceso	excés
obtención	obtenció
triángulo	triangle
bart	bart
clero	clergues
clero	clergat
relativo	relatiu
cama	flassades
cama	llit
eficaz	eficient
eficaz	eficients
eficaz	efectiu
comenta	comentari
comenta	comenta
comenta	comentaris
comenta	observacions
piedad	pietat
piedad	misericòrdia
camilo	camillo
camilo	camilo
ram	ram
michoacán	michoacán
realismo	realisme
espinosa	espinosa
subespecie	subespècie
conversación	conversa
dante	dante
pionero	pioneer
clasificar	categoritza
clasificar	classificar
emisoras	estacions
emisoras	emissores
espinas	espines
cretácico	cretaci
ted	ted
habitaciones	dormitoris
habitaciones	habitacions
habitaciones	sales
myspace	myspace
ambientales	ambientals
ambientales	ambiental
arbustos	matolls
arbustos	arbusts
arbustos	arbustos
arbustos	arbustiva
consecutivas	consecutives
consecutivas	consecutius
consecutivas	consecutiva
aeropuertos	aeroport
aeropuertos	aeroports
urbanización	urbanització
mencionados	esmentat
utc+	utc+
adjunto	adjunt
adjunto	adjuntat
adjunto	adjunt
supervivencia	supervivència
cómics	còmic
cómics	còmics
pistola	pistola
pistola	pistola
pistola	arma
ascensión	ascensió
ascensión	ascens
cover	portada
cover	caràtula
constancia	constança
constancia	perseverança
constancia	constància
dennis	dennis
migración	migració
migración	migracions
editora	editor
hunter	caçador
hunter	hunter
box	caixa
box	capsa
conveniente	convenient
honoris	honoris
ola	ola
ola	ona
martha	martha
adición	sumant
adición	addenda
dialecto	dialecte
gramática	gramàtica
limpieza	neteja
explorer	exploradora
explorer	explorer
explorer	explorador
marcar	marca
marcar	mark
teatrales	teatral
oceanía	oceania
cáucaso	caucas
solicitar	requeriment
solicitar	petició
after	after
after	després
varela	varela
wang	wang
revolucionaria	revolucionari
enamorado	amant
policías	polis
policías	policies
policías	policies
policías	policia
arcade	arcade
púrpura	porpra
púrpura	morat
tecnológica	tecnologia
expresar	expressi
expresar	express
expresar	expressar
jacinto	jacinto
reconquista	reconquesta
minoría	minoria
minoría	minories
medicamentos	drogues
medicamentos	fàrmacs
medicamentos	medicaments
medicamentos	medicació
crean	crear
crean	crea
bebida	beguda
bebida	begudes
bebida	beguda
mitchell	mitchell
rascacielos	gratacel
rascacielos	gratacels
aceptada	acceptada
aceptada	acceptats
aceptada	acceptat
favorito	favourite
favorito	fave
favorito	preferit
favorito	favorit
tiende	tendeix
conjunta	conjunta
transforma	transformada
transforma	transformar
transforma	transforma
transforma	transforma
élite	elit
futuros	futurs
pagina	pàgina
contreras	contreras
negativo	negatiu
cordero	lamb
cordero	xai
cordero	corder
cordero	cordero
andaluz	andaluza
amparo	amparo
provocar	provocar
leonard	leonard
ibm	ibm
austral	austral
coma	coma
coma	coma
coma	menja
oscuridad	fosc
oscuridad	foscor
oscuridad	tenebres
caracol	cargol
estatuas	estàtues
days	dies
malos	bad
cazadores	caçadors
cazadores	caçador
cazadores	hunter
temple	temple
castellanos	castellanos
urbanismo	urbanisme
tokyo	tòquio
tokyo	tokyo
vendidos	venut
vendidos	venuda
doctores	doctors
doctores	metges
hércules	hèrcules
trastorno	trastorn
restricciones	restriccions
restricciones	restricció
restricciones	condicionants
restricciones	restriccions
capillas	capelles
capillas	ermites
traición	traïció
amenazas	amenaces
suministro	abastament
suministro	subministrament
rumores	rumors
heredia	heredia
sandra	sandra
sombrero	barret
residencial	residencial
mit	mit
mit	mlt
territoriales	territorial
territoriales	territorials
herzegovina	hercegovina
herzegovina	bih
abel	abel
armonía	harmony
armonía	harmonia
amo	mestre
cadáver	cos
cadáver	cadàver
inter	inter
distingue	distingeix
obligación	obligació
soccer	soccer
sweet	dolç
sweet	dolços
sweet	dolça
distancias	distàncies
distancias	distància
pensó	pensament
bordes	fronteres
bordes	vores
bordes	arestes
fracción	fracció
cintas	cintes
kenia	kenya
kenia	kenyana
homosexualidad	lgbt
homosexualidad	lgtb
homosexualidad	homosexualitat
homosexualidad	homosexual
allende	allende
joão	joão
picos	pues
picos	punxes
picos	cims
picos	pics
aníbal	anníbal
defensas	defensa
defensas	defenses
orquídeas	orquídia
agrega	afegir
agrega	afegeix
invitación	convida
invitación	invitació
patagonia	patagònia
patagonia	patagonia
cívica	cívic
cívica	civic
presentando	presentant
mágico	màgia
mágico	màgic
transmitir	transmetent
transmitir	transmissió
transmitir	transmetre
richter	richter
ritual	ritual
corpus	corpus
exclusivo	exclusiu
exclusivo	exclusiva
príncipes	prínceps
príncipes	princes
round	ronda
pete	pete
muerta	morts
muerta	dead
ritmos	batecs
ritmos	batega
ritmos	ritmes
adicionalmente	addicionalment
nombrar	anomenant
bebidas	begudes
bebidas	beguda
bebidas	begudes
stanford	stanford
tallo	tija
newton	newton
dell	dell
cartago	cartago
wikipedistas	wikipedistes
expuesto	exhibit
expuesto	exposat
expuesto	exposats
ion	ió
incapaz	incapaços
aparatos	dispositius
aparatos	gadgets
aparatos	electrodomèstics
aparatos	aparells
leon	leon
greg	greg
arañas	aranyes
arañas	aranya
bush	bush
automática	automàtic
automática	automàtica
consciente	conscient
lola	lola
honores	honors
honores	honors
monje	monjo
aragonés	aragonès
esencialmente	essencialment
fragmento	fragment
fragmento	retall
nombra	nomena
químicas	chemical
químicas	químic
anales	anal
anales	annals
claustro	claustre
claustro	facultat
choque	xoc
choque	crash
choque	clash
azerbaiyán	azerbaidjan
azerbaiyán	azerbaidjanès
comprender	entendre
comprender	enteniment
comprender	comprensió
comprender	entesa
comprender	entenent
exacta	precisa
exacta	precís
exacta	exacte
exacta	exactes
romeo	romeu
auditorio	públic
auditorio	audiència
auditorio	auditori
eslovaquia	eslovàquia
afectado	afectats
hablado	parlat
círculos	cercles
entierro	enterrament
entierro	funeral
entierro	bury
trayecto	trajecte
interesado	interessat
interesado	interessats
claves	claus
claves	tecles
claves	tecla
claves	clau
fragata	fragata
narrador	narrador
unir	uneix
unir	unificant
unir	ajunta
intermedio	intermig
intermedio	intermèdia
intermedio	intermedi
hermann	hermann
respectivas	respectives
respectivas	respectius
respectivas	respectiva
respectivas	respectiu
mayormente	majoritàriament
colocado	posicionat
remo	oar
remo	pàdel
remo	paddle
computadoras	ordinadors
computadoras	ordinador
sacrificio	sacrifici
intenciones	intencions
intenciones	intencionalitat
promesa	penyora
ejecutados	executat
ejecutados	executada
todd	todd
consultar	consultar
consultar	consulteu
consultar	consulta
cilindros	cilindre
cilindros	cilindres
walt	walt
belgrado	belgrad
raro	rars
raro	rares
baterías	bateria
baterías	bateries
baterías	piles
abuso	maltractament
abuso	abús
receptores	destinataris
receptores	receptors
estrategias	estratègies
intersección	intersecció
intersección	interseca
aumentando	augmentant
conquistar	conquerir
conquistar	conquerint
almas	souls
almas	ànimes
stuart	stuart
superficies	superfícies
fila	fila
fila	filera
natalia	natasha
natalia	natalie
natalia	natalya
natalia	natàlia
toque	touch
deseos	desitjos
deseos	desitjos
brujas	bruixes
brujas	bruges
continentales	continental
causado	causat
causado	ocasionat
causado	provocada
match	coincidència
transmite	transmissió
transmite	transmetre
transmite	transmet
incorporado	incorporat
incorporado	incorporats
fiables	fiable
consiguiente	consegüent
consiguiente	conseqüent
enfermo	mentals
enfermo	malalts
enfermo	malalt
polar	polar
avanzado	avançat
avanzado	avançada
avanzado	advanced
llamas	flama
llamas	flames
ortografía	ortografia
poniente	ponent
caro	caro
caro	car
esgrima	esgrima
equipamiento	equipaments
equipamiento	equipament
equipamiento	equipaments
óptica	òptic
óptica	òptica
ingredientes	ingredients
párrafo	paràgraf
pizarro	pizarro
reconocen	reconeixen
reconocen	reconèixer
mago	assistent
mago	mag
sustituir	substitut
sustituir	reemplaça
sustituir	substitueix
montero	montero
eliminados	esborrat
eliminados	eliminat
eliminados	retirats
eliminados	eliminat
extraña	erra
extraña	estranya
extraña	strange
extraña	estrany
suicidio	suïcidi
wolfgang	wolfgang
enormes	enorme
amarillas	groc
asiento	seat
asiento	seient
presos	presos
presos	presoners
vice	vici
vice	vice
liderado	led
slam	slam
computación	computació
alerta	alerta
naturalista	naturalista
osorio	osorio
hawái	hawaii
amenazada	amenaçat
amenazada	amenaçada
superado	excedit
submarinos	submarins
submarinos	subs
submarinos	submarí
susan	susan
estrenado	estrenada
estrenado	estrenades
turca	turc
bailarina	ballarina
bailarina	ballarí
bailarina	dancer
bailarina	ballarina
preparado	elaboració
preparado	preparació
expresó	expressats
expresó	expressada
expresó	expressat
borja	borja
nido	niu
reemplazar	reemplaça
reemplazar	substitueix
aprendió	après
fibra	fibra
colaboraciones	associacions
defendió	defensat
secuencias	seqüències
secuencias	seqüència
donación	donació
donación	donas
acontecimiento	esdeveniment
acompaña	acompanyar
acompaña	acompanya
entregar	lliurant
entregar	entregant
olga	olga
cohete	coet
vancouver	vancouver
pontevedra	pontevedra
horizonte	horitzó
correos	correus
extraordinario	extraordinaris
extraordinario	extraordinària
extraordinario	extraordinàries
folclore	folklore
boliviano	bolivià
cano	cano
romántica	romàntic
romántica	romàntica
designar	designen
designar	designarà
designar	designar
derrotados	derrotat
derrotados	vençut
derrotados	vençuts
compartido	compartits
compartido	compartit
fan	fan
cineasta	cineasta
malas	bad
afirmación	afirmació
afirmación	declaració
sombras	ombres
sombras	ombra
sombras	shadow
sombras	tonalitats
violeta	porpra
violeta	morat
violeta	violeta
violeta	violet
itunes	itunes
ácidos	àcids
ácidos	àcid
nicholas	nicholas
nicholas	nicolau
rondas	rondes
osvaldo	oswaldo
osvaldo	osvaldo
guayana	guyana
inspirada	inspirat
respaldo	aval
retirar	retirar
ejes	eixos
ejes	eix
militantes	militant
militantes	militants
militantes	activistes
oculta	amagat
oculta	oculta
oculta	amaga
alejandra	alexandra
alejandra	alejandra
helicóptero	helicòpter
circunscripción	circumscripció
posesiones	possessions
aplicada	aplicats
aplicada	aplicat
aplicada	aplicada
sindicatos	sindicatura
sindicatos	unions
testimonios	testimoni
keith	keith
determina	determina
determina	determinar
determina	determinen
determina	determini
incidentes	incident
incidentes	incidents
nervioso	nerviós
clinton	clinton
irlandesa	irlandès
puntas	consells
infantes	lactants
infantes	marines
constantino	konstantín
constantino	constantí
denominaciones	denominacions
denominaciones	denominacions
reflexión	reflexió
into	into
pietro	pietro
afición	hobby
afición	passatemps
remodelación	remodelació
remodelación	remodelar
júpiter	júpiter
cualidades	qualitats
linaje	llinatge
linaje	nissaga
hurtado	snatcher
hurtado	hurtado
justin	justin
jessica	jessica
transferido	transferit
tanzania	tanzània
francisca	françoise
francisca	francisca
zapata	zapata
promovido	promogut
promovido	promogudes
promovido	promoguts
antofagasta	antofagasta
orbital	orbital
musulmana	musulmà
musulmana	musulmans
kings	kings
kings	reis
raf	raf
oregón	oregon
ref	ref
oficios	oficis
haití	haití
pour	pour
asistentes	assiduïtat
asistentes	assistents
asistentes	ajudants
asistentes	assistents
rachel	rachel
novena	novè
ciclos	cicles
ciclos	cicle
confluencia	aiguabarreig
confluencia	confluència
identifica	identificar
identifica	identifica
cuero	cuir
superando	superació
superando	superant
corredores	passadissos
corredores	corredors
corredores	runners
tranvía	tramvia
tranvía	tramvies
tranvía	tramway
escolta	escorta
terminales	terminal
terminales	terminals
desfile	desfilada
desfile	rua
levantó	aixecades
levantó	aixecat
barras	barrots
barras	bars
barras	barres
dublín	dublín
dublín	dublin
celebraciones	celebracions
celebraciones	celebració
hispania	hispània
hispania	hispania
galerías	galeries
artificiales	artificial
piscina	piscina
clásicas	classics
clásicas	clàssics
patente	patent
patente	patents
nacionalistas	nacionalista
biografías	biografies
biografías	bios
biografías	cronologies
biografías	biografia
office	despatx
office	office
office	oficina
prix	prix
institutos	instituts
chelsea	chelsea
concedido	atorgades
concedido	atorgat
concedido	concedit
concedido	concedides
concedido	concedida
concedido	adjudicat
marx	marx
plural	plural
nudos	nusos
nudos	nus
biológica	biològics
biológica	biològic
khan	khan
anarquistas	anarquista
knight	cavaller
billetes	bitllets
billetes	entrades
coreano	coreà
ecuaciones	equacions
atacado	atacat
secret	secret
privilegios	privilegi
privilegios	privilegis
empatados	empatat
castaño	castanya
balada	balada
enríquez	enríquez
disfrutar	gaudeix
mixtas	mixta
mixtas	mixt
mixtas	mesclat
finaliza	finalitza
perfecta	perfecte
perfecta	perfecta
átomos	àtoms
evidencias	evidència
suite	suite
caracterizado	caracteritza
caracterizado	caracteritzat
detectar	detectant
detectar	detectar
detectar	detecta
incendios	incendis
ronald	ronald
sujetos	assignatures
revolucionarios	revolucionari
revolucionarios	revolucionaris
mejía	mejía
costos	costos
láser	laser
láser	làser
láser	làsers
marsella	marseille
marsella	marsella
danzas	danses
danzas	balls
adoptar	adoptar
islámico	islàmic
islámico	islàmica
vinculado	enllaçat
kiss	kiss
kiss	petó
conducir	conducció
néstor	nestor
néstor	néstor
pirámide	piràmide
ecuatorial	equatorial
ecuatorial	equatorials
inscripciones	inscripcions
inscripciones	matriculació
inscripciones	inscripció
materna	maternal
eficiente	eficient
eficiente	eficients
álava	gasteiz
humanidades	humanitats
