ruud	ruud
diplomatieke	diplomatická
dossier	dokumentace
dossier	spis
dossier	soubor
cook	cook
cook	vařit
cook	kuchař
cook	kuchařka
gepromoveerd	povýšen
millennium	tisíciletí
spring	skočit
spring	skok
suárez	suárez
roemeens	rumunské
brandt	brandt
malmö	malmö
tuba	tubu
winters	winters
winters	zimy
emmy	emmy
atleten	sportovci
atleten	sportovce
var	var
operaties	úkony
operaties	operace
kazachstan	kazachstán
lou	lou
plots	najednou
plots	náhle
gustave	gustave
integraal	nedílnou
toegevoegde	přidáno
toegevoegde	přidána
toegevoegde	přidané
toegevoegde	přidán
toegevoegde	přidány
walt	walt
walt	walta
hervorming	reformy
hervorming	reformu
hervorming	reformovat
hervorming	reforma
hervorming	reformy
andrej	andrej
andrej	andreji
andrej	andrej
andrej	andreji
vandaal	vandal
overig	ostatní
overig	jiná
overig	jiné
overig	jiný
beïnvloeden	ovlivnit
beïnvloeden	postihují
beïnvloeden	ovlivňování
beïnvloeden	ovlivňující
beïnvloeden	ovlivnit
beïnvloeden	vliv
beïnvloeden	vlivu
tang	tang
tang	kleště
tang	kleště
staken	sázky
aangekomen	přijel
aangekomen	dorazila
aangekomen	dorazil
perron	plošina
perron	nástupiště
perron	platforma
perron	platformy
perron	platformu
antillen	antily
beweegt	tahy
beweegt	pohyby
paraguay	paraguaye
blessure	zranění
blessure	úraz
blessure	újma
blessure	poranění
civiele	občanský
civiele	civilní
civiele	občanská
civiele	občanské
civiele	občanskoprávní
cilinder	válec
kramer	kramer
trombone	trombón
txt	txt
theoretische	teoretické
kwalificeren	oprávněných
kwalificeren	kvalifikace
kwalificeren	kvalifikovaný
inch	palec
ruth	ruth
kilometers	miles
kilometers	kilometry
kilometers	mil
kilometers	míle
kilometers	kilometrů
kilometers	kilometry
kilometers	kilometrů
kilometers	kilometry
afwisselend	střídavě
afwisselend	střídavě
avontuur	dobrodružství
hein	hein
prooien	kořisti
prooien	kořist
aragón	aragón
aragón	aragonu
zhu	ču
krabben	krabi
krabben	kraby
krabben	škrábání
krabben	krabi
krabben	krabí
krabben	krab
bennett	bennett
verdragen	smlouvy
verdragen	úmluvy
verdragen	úmluv
verdragen	konvence
stefano	stefano
christoph	christoph
motieven	motivy
motieven	motivy
reeve	reeve
geruchten	zvěsti
geruchten	pomluvy
geruchten	fámy
geruchten	zvěsti
geruchten	fámy
manhattan	manhattanu
manhattan	manhattan
bei	bei
arrest	úsudek
arrest	rozsudek
repertoire	repertoár
lijstje	seznam
woestijn	pouště
woestijn	poušti
woestijn	poušť
woestijn	pouštní
velde	velde
meters	metry
meters	metrů
meters	měřiče
meters	metry
meters	metrů
mineur	nezletilý
mineur	menší
liberalen	liberálů
liberalen	liberálové
adressen	adres
adressen	adresy
brooklyn	brooklyn
brooklyn	brooklynu
verminderen	omezit
verminderen	snížit
verminderen	pokles
verminderen	snížit
verminderen	snížení
kelder	sklepení
kelder	sklep
kelder	sklepě
kelder	suterén
kelder	sklepě
kelder	suterénu
kelder	sklep
batavia	batavia
suggereert	navrhuje
suggereert	naznačuje
update	aktualizace
update	aktualizovat
achteruit	vzad
achteruit	reverzní
achteruit	obrátit
achteruit	zvrátit
achteruit	zpětný
suiker	cukr
suiker	cukru
raf	raf
raf	rafe
molens	mlýny
molens	mills
ondernemingen	podniky
pietro	pietro
seattle	seattle
seattle	seattlu
ingewijd	inaugurován
bariton	baryton
schwarz	schwarz
tol	mýtné
tol	mýtného
tol	mýtné
teruggetrokken	stažené
teruggetrokken	odebráno
teruggetrokken	staženo
teruggetrokken	odňato
teruggetrokken	samotářský
loge	lodge
loge	lóže
materie	hmota
materie	hmoty
materie	hmotu
opent	otevře
opent	otevírá
slaap	spi
slaap	spánek
slaap	spát
wallonië	valonsko
bioscoop	divadla
bioscoop	divadlo
bioscoop	kino
bioscoop	kina
bioscoop	filmy
bioscoop	kina
bioscoop	kinech
bioscoop	kin
bioscoop	kina
els	eis
pat	pata
pat	pat
stock	akcie
stock	skladem
bibliografie	bibliografie
kromme	křivka
kromme	křivky
fin	fin
bestuderen	studium
bestuderen	studijní
bestuderen	studovat
bestuderen	studie
vergelijk	porovnání
vergelijk	porovnávat
vergelijk	porovnat
vergelijk	srovnat
begeleid	veden
begeleid	vedeni
begeleid	doprovodil
magdalena	magdaléna
magdalena	magdalena
christophe	christophe
carmen	carmen
lichter	světlejší
lichter	zapalovač
lichter	lehčí
elzas	alsasku
picardië	pikardii
doornik	tournai
gil	gil
congregatie	kongregace
congregatie	shromáždění
donau	dunaj
japanners	japonské
japanners	japonská
japanners	japonský
japanners	japonec
beck	beck
beethoven	beethoven
begrafenis	pohřeb
begrafenis	pohřeb
begrafenis	pohřební
gewoonte	zvyk
cantate	kantáta
stamboom	rodokmen
klik	kliknutí
klik	klikněte
guyana	guyana
lucy	lucy
onlangs	nedávno
erger	horší
erger	hůř
full	plné
full	plný
full	plná
minimale	minimální
put	jáma
put	jámy
vervoerd	přepravovány
communisten	komunisty
communisten	komunisti
communisten	komunisté
wakker	vzhůru
heersers	vládci
rolf	rolf
econoom	ekonom
planning	plánování
planning	plánování
planning	rozvrh
planning	naplánovat
planning	harmonogram
planning	rozpis
lezingen	přednášky
lezingen	přednášek
lezingen	přednáška
lezingen	přednášky
lezingen	přednášku
benz	benz
verdiende	zasloužil
verdiende	zasloužil
goddelijke	božské
goddelijke	božská
goddelijke	božský
draad	drát
draad	dráty
draad	nitě
draad	vlákno
draad	nit
vee	vee
vee	skot
vee	dobytek
phillips	phillips
xvi	xvi
wetboek	kód
angela	angelo
angela	angelu
angela	angela
jürgen	jürgen
gemonteerd	namontované
gemonteerd	namontováno
short	krátké
short	krátká
short	krátký
beëindigen	ukončit
beëindigen	end
beëindigen	konec
beëindigen	ukončit
duels	souboje
raden	hádání
kijkers	diváci
kijkers	diváky
kijkers	diváků
hood	hood
ghost	ghost
ghost	přízrak
ghost	duch
ghost	duchu
ghost	strašidlo
vinci	vinci
kolom	sloupek
kolom	sloupec
kolom	sloupci
kolom	sloupce
kolom	sloup
opsomming	výčet
marino	marino
lombardije	lombardie
fresco	fresco
violen	housle
buis	trubka
buis	trubice
bord	talíř
bord	deska
bord	bord
bord	prkno
bord	palubě
bord	tabule
louisiana	louisianě
face	tvář
face	obličej
face	face
terminal	terminál
terminal	terminálu
uitgedrukt	vyjádřené
uitgedrukt	vyjádřila
uitgedrukt	vyjádřil
uitgedrukt	vyjádřeno
continu	nepřetržitě
continu	průběžně
continu	nepřetržitě
continu	neustále
continu	nepřetržité
continu	kontinuální
continu	nepřetržitý
continu	průběžné
gegraven	vykopal
rossi	rossi
beveiliging	bezpečnostní
beveiliging	ochranka
beveiliging	jistota
beveiliging	bezpečnost
beveiliging	zabezpečení
dominique	dominique
arsenal	arzenál
arsenal	arsenal
schiphol	schiphol
olympique	olympique
davies	davies
judith	judith
orleans	orleans
strategie	strategie
strategie	strategie
strategie	strategii
betty	betty
gemenebest	společenství
slaagt	uspěje
temperaturen	teploty
moed	odvaha
moed	kuráž
moed	odvahu
moed	statečnost
moed	statečnost
kikkers	žáby
benny	bennyho
benny	benny
rat	krysí
rat	krysa
wekelijks	týdenní
wekelijks	týdně
feestdag	prázdniny
feestdag	svátek
feestdag	dovolená
feestdag	svátky
emily	emily
elektronen	elektrony
gaston	gaston
democratisch	demokraticky
democratisch	demokratický
democratisch	demokratická
democratisch	demokratické
versailles	versailles
elo	elo
dichters	básníci
gewapende	ozbrojená
gewapende	ozbrojený
gewapende	ozbrojen
gewapende	ozbrojené
cole	cole
cole	cola
iris	iris
mali	mali
matrix	matrice
matrix	matice
matrix	matrix
vriendelijk	přátelský
vriendelijk	přátelská
vriendelijk	friendly
vriendelijk	přátelské
jessica	jessicu
jessica	jessica
literair	literární
prestigieuze	prestižní
verhoging	navýšení
verhoging	zvýšit
verhoging	zvýšení
verhoging	nárůst
verhoging	navýšení
verhoging	přírůstek
markies	markýz
markies	markýzi
vicente	vicente
erich	erich
dell	dell
erfenis	dědictví
erfenis	odkaz
erfenis	dědictví
accent	přízvuk
accent	přízvuk
accent	akcent
opmerkelijke	nevšední
opmerkelijke	pozoruhodný
opmerkelijke	pozoruhodná
opmerkelijke	pozoruhodné
samantha	samantha
syrische	sýrie
syrische	syrské
moordenaar	zabiják
moordenaar	vrah
moordenaar	zabiják
moordenaar	vražedkyně
moordenaar	vrah
types	typy
types	druhy
types	typů
juventus	juventus
fotografie	fotografie
fotografie	fotografování
versterking	posílení
versterking	posilování
versterking	posily
versterking	posílení
focus	soustředění
focus	zaměření
rabobank	rabobank
antarctica	antarktidě
antarctica	antarktidě
michelle	michelle
atol	atolu
flexibele	pružné
flexibele	flexibilní
bewering	tvrzení
rubens	rubens
alabama	alabamě
zwemster	záchranář
zwemster	plavec
gekwalificeerd	kvalifikovaný
gekwalificeerd	kvalifikovaní
gekwalificeerd	kvalifikovaných
gekwalificeerd	kvalifikované
gekwalificeerd	kvalifikovaná
afgevaardigde	delegát
goedkeuring	schválení
goedkeuring	schvalování
ich	ich
sprekers	řečníků
aanvraag	přihláška
aanvraag	aplikace
aanvraag	žádost
aanvraag	požadavek
aanvraag	žádost
aanvraag	požádat
pim	pim
zuur	kyseliny
zuur	kyselina
ziekten	nemoci
ziekten	choroby
ziekten	nemoci
ziekten	onemocnění
xiii	třináctka
xiii	xiii
daden	skutky
zussen	sestry
zussen	sester
ontvanger	příjemce
ontvanger	přijímače
ontvanger	příjemce
ontvanger	přijímač
hoeken	rohy
hoeken	úhly
hetzij	buď
commune	obec
kentucky	kentucky
volvo	volvo
terugkerende	opakovací
schulden	dluhy
schulden	pasiva
schulden	závazky
schulden	dluhy
schulden	dluh
schulden	zadlužení
planet	planetu
planet	planet
planet	planeta
planet	planetě
behandelt	rukojeti
behandelt	kliky
trompetten	trumpety
trompetten	trubky
dagboek	deník
dagboek	journal
dagboek	věstníku
dagboek	deník
dagboek	diář
geboden	přikázání
zwembad	kulečník
zwembad	bazén
dem	dem
overheden	vlád
overheden	vlády
overheden	vládám
organisator	organizátor
organisator	moderátor
organisator	hostitel
organisator	hostitele
organisator	hostitelský
organisator	organizátor
daad	skutek
daad	čin
verblijfplaats	sídlo
verblijfplaats	bydliště
verblijfplaats	rezidence
forel	pstruh
miranda	miranda
shaw	shaw
shaw	shawa
akte	skutek
akte	čin
felder	felder
synagoge	synagogy
verdedigde	bránil
volkslied	hymna
volkslied	hymnu
dominee	reverend
dominee	farář
dominee	faráři
dominee	pastore
dominee	farář
dominee	pastor
dominee	pastora
oudenaarde	oudenaarde
alexandrië	alexandrii
opeens	najednou
opeens	náhle
vernietiging	vyhlazení
vernietiging	devastace
vernietiging	zkáza
vernietiging	zničení
vernietiging	ničení
vernietiging	destrukce
rus	ruské
rus	ruská
rus	rusky
rus	ruský
rus	rus
rus	rus
rus	rusi
henderson	henderson
alfa	alpha
alfa	alfa
alfa	alfa
stevig	robustní
stevig	solidní
stevig	pevná
stevig	pevné
stevig	pevný
stevig	pevně
bombardement	bombardování
bombardement	bombardování
bijbelse	biblické
magie	magie
magie	magic
magie	čáry
magie	kouzlo
magie	kouzelné
accepteren	přijímá
accepteren	přijetí
accepteren	přijmout
felle	divoký
geur	cítit
geur	vůně
geur	zápach
geur	čich
geur	pach
geur	vůně
geur	vůně
geur	zápach
geur	parfém
geur	parfémy
geur	vůně
gerhard	gerhard
noir	noir
rebel	rebel
inzichten	přehledy
boulevard	bulvár
boulevard	boulevard
boulevard	bulváru
eerbetoon	hold
eerbetoon	pocta
uitoefenen	cvičení
break	zlom
break	zlomit
break	pauza
break	přestávka
saga	saga
ideaal	ideál
ideaal	ideální
ongeval	havárie
ongeval	nehoda
ongeval	úraz
protesten	protest
protesten	protestovat
protesten	protesty
protesten	protesty
opgeknapt	zrekonstruované
klikken	kliknutím
klikken	kliknutí
klikken	kliknutí
klikken	klikněte
expositie	expozice
expositie	výstavy
expositie	výstava
expositie	výstavní
notaris	notář
gegroeid	dospělý
voorouders	předky
voorouders	předků
voorouders	předci
voorouders	předkové
hoed	klobouček
hoed	čepice
hoed	klobouk
langdurig	dlouhotrvající
langdurig	prodloužený
mtv	mtv
golven	vlny
golven	vln
voeding	výživa
voeding	výživy
voeding	dieta
voeding	strava
voeding	dietu
voeding	dietní
bali	bali
vrijwillig	dobrovolně
vrijwillig	dobrovolné
vrijwillig	dobrovolná
vrijwillig	dobrovolně
vrijwillig	dobrovolný
vrijwillig	dobrovolník
wijs	moudrý
wijs	moudrá
wijs	moudré
kameroen	kamerunu
bedreigde	ohrožené
bedreigde	ohrožený
bedreigde	ohrožená
bedreigde	ohrožení
bedreigde	vyhrožoval
bedreigde	vyhrožovali
schot	výstřel
schot	zastřelen
schot	střelen
schot	střela
schot	zastřelil
schot	výstřel
carpenter	tesař
zwanger	těhotná
zwanger	těhotné
zitplaatsen	sedadel
zitplaatsen	sedadla
zitplaatsen	sedačky
jesus	ježíši
jesus	ježíš
frédéric	frédéric
scheikundige	chemik
ers	ers
cast	obsazení
astana	astana
lin	rin
lin	lin
lin	lina
radicale	radikální
radicale	radikálně
pastorie	faře
stromingen	proudy
toepassen	aplikovat
toepassen	uplatnit
bezetten	okupační
bezetten	obsadit
columbus	kolumbus
beverly	beverly
verschijning	zjevení
verschijning	vzhled
lineaire	lineární
platina	platiny
somme	somme
myanmar	myanmaru
tamu	tamu
fransman	francouz
burgerlijk	občanský
burgerlijk	civilní
burgerlijk	občanská
burgerlijk	občanské
burgerlijk	občanskoprávní
burgerlijk	buržoazní
geëxecuteerd	provedený
geëxecuteerd	proveden
geëxecuteerd	popraven
geëxecuteerd	provedené
damme	damme
feitelijke	faktické
feitelijke	věcné
dinamo	dinamo
saône	saône
beslissen	rozhodování
beslissen	rozhodne
beslissen	rozhodnout
visuele	vizuální
sander	sander
sander	sanders
newman	newman
camille	camille
gérard	gérard
bruikbaar	použitelná
bruikbaar	použitelné
bruikbaar	použitelný
bruikbaar	užitečná
bruikbaar	užitečný
bruikbaar	užitečné
fantasie	fantasy
fantasie	fantazie
fantasie	fantazii
fantasie	představivost
fantasie	fantazie
fantasie	představivosti
gewaardeerd	hodnocen
gewaardeerd	jmenovité
gewaardeerd	jmenovitý
gewaardeerd	ocenil
thee	čaje
thee	čaj
thee	tea
justice	justice
justice	spravedlnost
justice	spravedlnosti
taxon	taxonu
adventure	dobrodružství
faillissement	insolvence
faillissement	bankrot
faillissement	úpadek
administratie	administrativa
administratie	podání
administratie	správa
gelooft	věří
appel	jablko
appel	jablečný
appel	apple
appel	jablka
hugh	hugh
ogenblik	okamžik
ogenblik	moment
ogenblik	chvilka
ogenblik	chvíle
bit	bit
freedom	svoboda
freedom	volnost
freedom	svobodu
vtm	vtm
bonn	bonnu
geladen	nabitá
geladen	nabitý
geladen	obviněn
geladen	nabité
geladen	nabitý
idd	btw
idd	tyč
idd	rod
idd	prut
gevestigde	zřízený
gevestigde	zavedených
gevestigde	stanovena
gevestigde	zavedené
geregistreerde	zapsaný
geregistreerde	registrované
geregistreerde	zapsané
geregistreerde	registrovaná
geregistreerde	registrovaný
kloppen	ťuk
kloppen	klepání
baksteen	cihly
baksteen	cihel
baksteen	cihla
baksteen	brick
deportivo	deportivo
linux	linux
angelo	angelo
mobile	mobil
mobile	mobilní
patriarch	patriarcha
libië	libye
libië	libyi
organen	orgánů
organen	orgány
aanstelling	jmenování
aanstelling	schůzka
aanstelling	schůzku
shows	ukazuje
shows	zobrazí
shows	pořady
nevada	nevadě
xxx	xxx
ghana	ghana
veroordeelde	odsouzený
veroordeelde	usvědčen
veroordeelde	odsouzen
veroordeelde	odsouzený
veroordeelde	odsouzený
veroordeelde	odsouzeni
veroordeelde	odsouzena
veroordeelde	odsouzen
walk	procházka
walk	chodit
walk	chůze
walk	pěšky
valenciennes	valenciennes
autonomie	autonomie
autonomie	autonomii
mongolië	mongolsko
glenn	glenn
schreven	psal
schreven	napsal
schreven	napsali
schreven	napsala
rogers	rogers
aftreden	odstoupení
aftreden	rezignaci
aftreden	rezignace
aftreden	rezignovat
aftreden	odstoupit
dienstregeling	harmonogram
slapen	spi
slapen	spánek
slapen	spát
slapen	spaní
slapen	spící
slapen	spí
angels	andělé
angels	anděly
angels	andílci
musik	musik
agrarische	agrární
onderbroken	přerušena
onderbroken	přerušil
onderbroken	přerušeno
onderbroken	pozastavena
onderbroken	suspendován
onderbroken	pozastaveno
beleefde	zdvořilé
beleefde	slušný
beleefde	zdvořilý
beleefde	slušné
doesburg	doesburg
journalisten	novináře
journalisten	novinář
journalisten	novinářka
journalisten	novináře
journalisten	novináři
journalisten	reportéři
journalisten	reportéry
journalisten	novináři
lift	zvedat
lift	výtah
lift	zvednout
lift	výtah
detroit	detroitu
detroit	detroit
graan	obiloviny
graan	obilí
graan	zrna
graan	zrní
aanvullende	doplňkový
aanvullende	doplňující
aanvullende	dodatečná
aanvullende	dodatečné
aanvullende	doplňková
lezing	přednáška
lezing	přednášky
lezing	přednášku
lezing	čtení
lezing	čtu
deux	deux
waardevolle	cenný
waardevolle	cenná
waardevolle	cenné
waardevolle	hodnotné
male	samec
male	mužské
male	muž
male	mužský
kansen	příležitosti
kansen	příležitostí
miniserie	minisérie
wiel	kolo
wiel	kolečko
beweerd	údajný
beweerd	údajné
beweerd	údajného
ingevuld	dokončeno
ingevuld	ukončeno
ingevuld	dokončené
ingevuld	dokončen
ingevuld	dokončena
ingevuld	naplněný
ingevuld	naplněná
ingevuld	naplnil
ingevuld	plněné
conrad	conrada
conrad	conrad
split	rozdělit
split	split
compact	kompaktní
vieren	slaví
vieren	slavit
vieren	slavit
vieren	oslavit
peloton	četa
iras	iras
minimum	minimální
minimum	minimum
minimum	minimálně
emil	emile
emil	emil
richardson	richardson
axel	axel
eeuwige	věčná
eeuwige	věčné
eeuwige	věčný
eeuwige	věčné
eeuwige	věčná
eeuwige	věčný
zijkant	straně
zijkant	strana
zijkant	boční
zijkant	side
alessandro	alessandro
moorden	zabíjení
moorden	vražd
moorden	vraždy
moorden	vraždy
moorden	zabíjení
moorden	zabití
lichamen	těl
lichamen	těla
klei	jíly
klei	hlína
klei	hlíny
klei	clay
drijven	plavat
drijven	plout
vertaler	tlumočník
vertaler	překladatel
vertaler	tlumočník
zogenaamd	údajně
zogenaamd	údajně
logische	logicky
logische	logické
logische	logický
logische	logická
logische	logika
logische	logická
logische	logiku
logische	logický
logische	logické
ondergang	zánik
simpson	simpsonová
simpson	simpson
paula	paulo
paula	paula
opties	opce
opties	volby
opties	možnosti
winnende	vítězství
winnende	výhra
winnende	výhry
engelen	andělé
engelen	anděly
engelen	andílci
middle	střed
middle	střední
middle	prostřední
federer	federer
thing	věc
thing	vec
evangelie	evangelia
evangelie	evangelium
airways	airways
maryland	marylandu
letteren	dopisy
letteren	písmena
letteren	písmen
gene	gene
gene	gen
eitjes	vejce
eitjes	vajec
eitjes	vajíčka
eigenaren	vlastníky
eigenaren	vlastníci
eigenaren	majitelé
henrik	henrik
immigranten	přistěhovalci
immigranten	přistěhovalců
immigranten	přistěhovalců
beschaving	civilizaci
beschaving	civilizace
beschaving	civilizaci
beschaving	civilizace
madame	madam
madame	madame
johansson	johansson
sidonia	sidonia
herberg	hospodě
herberg	hospoda
herberg	hostinec
herberg	inn
hermans	hermans
facto	facto
toeval	náhody
toeval	náhody
toeval	náhoda
marius	marius
lood	olovo
lood	vést
geologische	geologická
nieuwste	nejnovější
nieuwste	nejnovější
xbox	xbox
nestor	nestor
martha	marta
martha	martha
lucky	lucky
lucky	štěstí
beat	beat
beat	porazit
sylvia	sylvia
sylvia	sylvie
mes	ostří
mes	blade
mes	čepel
mes	nůž
oregon	oregonu
parasiet	parazit
planeten	planet
planeten	planety
bes	bes
bes	bobule
bes	berry
beperking	omezení
beperking	omezení
artsen	lékaře
artsen	lékaři
artsen	doktoři
artsen	doktorů
artsen	lékaři
seksueel	pohlavní
seksueel	sexuálně
seksueel	sexuální
seksueel	sexuálně
armeense	arménské
mclaughlin	mclaughlin
mission	mise
mission	poslání
ontsnapt	utekl
ontsnapt	unikl
ontsnapt	uniká
reliëf	reliéfní
reliëf	úleva
reliëf	úlevu
reliëf	úlevy
bangkok	bangkoku
mongoolse	mongolské
namibië	namibie
consequent	důsledně
consequent	soustavně
consequent	konzistentní
musculus	musculus
doelstelling	cíl
doelstelling	gól
doelstelling	branky
doelstelling	objektivní
doelstelling	cíl
doelstelling	účel
borussia	borussia
ruïne	zničit
ruïne	trosky
ruïne	troskách
ruïne	ruiny
kunstmatige	umělý
kunstmatige	umělé
kunstmatige	uměle
kunstmatige	umělá
académie	académie
voortzetting	pokračování
école	école
edmond	edmond
eye	oka
eye	očko
eye	oční
eye	eye
eye	oko
hartmann	hartmann
uitzonderlijk	mimořádné
uitzonderlijk	neobyčejný
uitzonderlijk	mimořádná
uitzonderlijk	výjimečně
uitzonderlijk	výjimečná
uitzonderlijk	mimořádné
uitzonderlijk	výjimečný
uitzonderlijk	výjimečných
uitzonderlijk	výjimečné
enthousiast	nadšení
enthousiast	nadšený
enthousiast	nadšené
enthousiast	nadšení
enthousiast	nadšená
locomotief	lokomotiva
locomotief	lokomotivy
rolling	rolling
rolling	válcování
schuin	šikmé
schuin	nakloněný
musique	musique
uitgevonden	vymyšlená
uitgevonden	vynalezl
uitgevonden	smyšlený
uitgevonden	vymyšlený
fiat	fiat
peugeot	peugeot
stukjes	kousky
stukjes	kusy
stukjes	kousky
stukjes	kusů
rey	rey
hunt	hon
hunt	lov
hunt	hunt
hunt	lovu
hunt	lovit
moleculen	molekuly
moleculen	molekul
richter	richter
transfer	transfer
transfer	přesun
transfer	převod
transfer	přenos
transfer	převést
paragraaf	paragraf
paragraaf	odstavec
paragraaf	odstavce
hulst	holly
maine	maine
geslaagd	uspěli
geslaagd	uspěl
geslaagd	úspěšná
geslaagd	úspěšně
geslaagd	úspěšné
geslaagd	úspěšný
geslaagd	prošla
geslaagd	prošel
geslaagd	promoval
geslaagd	absolvoval
periodes	období
periodes	doby
onenigheid	nesouhlas
onenigheid	neshody
zak	vak
zak	pytel
zak	tašku
zak	taška
zak	zak
zak	pytel
audi	audi
hypothese	hypotéza
tegenhanger	protějšek
cellspacing	cellspacing
grey	šedá
grey	grey
grey	šedé
grey	greyová
grey	šedý
grey	šedivý
lichamelijke	fyzické
lichamelijke	fyzická
lichamelijke	fyzikální
lichamelijke	fyzický
bin	bin
jacoby	jacoby
ringen	kroužky
ringen	prsteny
ringen	kruhy
ringen	prstýnky
akoestische	akustické
kam	hřeben
horne	horne
raven	ravens
raven	havran
raven	raven
theodor	theodor
reageerde	zareagoval
reageerde	reagovala
reageerde	reagoval
reageerde	odpověděl
reageerde	reagoval
raketten	střely
raketten	rakety
raketten	rakety
interviews	rozhovory
interviews	výslechy
brouwerijen	pivovary
weekdieren	měkkýšů
irc	irc
cellpadding	cellpadding
queensland	queenslandu
base	základna
base	základ
base	báze
base	základnu
revue	revue
moeilijkheden	obtíže
moeilijkheden	obtížích
moeilijkheden	obtíž
moeilijkheden	obtížné
moeilijkheden	potíže
moeilijkheden	problémy
moeilijkheden	trable
moeilijkheden	problém
moeilijkheden	potíže
moeilijkheden	potíže
moeilijkheden	obtíže
verhoudingen	poměry
parade	průvod
parade	přehlídka
ondersteunt	podporuje
ouverture	předehra
putten	wells
putten	studny
rudy	rudy
wisselen	přepínač
wisselen	přepnout
claudius	claudius
newcastle	newcastle
joão	joão
missies	mise
voorlaatste	předposlední
trier	trier
heks	čarodějnice
heks	čarodějka
gibson	gibson
regelmatige	pravidelně
regelmatige	pravidelné
regelmatige	pravidelná
regelmatige	pravidelný
specialisatie	specializace
specialisatie	specializace
onderzoeker	výzkumník
onderzoeker	vyšetřovatel
aaron	aaron
inspanningen	snahy
inspanningen	úsilí
norfolk	norfolku
sex	pohlaví
sex	sexu
sex	sex
genetische	genetický
genetische	genetické
genetische	genetická
luther	luther
luther	luthera
kroatisch	chorvatské
inzetten	sázky
inzetten	sázek
inzetten	sázka
inzetten	vsadit
cape	cape
cape	mys
cape	plášť
thierry	thierry
rijsel	lille
sessie	relace
sessie	sezení
sessie	zasedání
rijder	jezdec
rijder	jezdce
persoonlijkheid	osobnost
persoonlijkheid	osobnosti
overdreven	přehnaný
overdreven	přehnaná
overdreven	přehnané
overdreven	nadměrná
overdreven	nadměrné
overdreven	nadměrný
overdreven	nepřiměřené
stevige	robustní
félix	félix
karin	karin
proef	chuť
proef	proces
proef	soud
herkozen	znovuzvolen
tabellen	stoly
tabellen	tabulky
lijk	mrtvola
lijk	mrtvolu
emanuel	emanuel
dawn	svítání
dawn	dawn
dawn	úsvit
geliefd	milovaná
geliefd	milován
geliefd	miloval
geliefd	milovala
geliefd	milovaná
geliefd	milovaný
geliefd	milované
thriller	thriller
hoopte	doufala
hoopte	doufal
papoea	papui
kortere	kratší
confrontatie	zúčtování
confrontatie	konfrontace
confrontatie	konfrontaci
buitenkant	vně
buitenkant	mimo
buitenkant	venku
buitenkant	vnější
unaniem	jednohlasně
unaniem	jednomyslně
unaniem	jednohlasně
unaniem	jednomyslně
unaniem	jednomyslné
openlijk	otevřeně
jakarta	jakartě
invallen	nájezdy
pec	pec
voorgangers	předchůdci
keltische	keltské
intern	vnitřní
intern	interní
intern	interně
intern	vnitřně
beveren	beveren
dader	pachatel
dader	pachatel
straße	straße
jupiter	jupiter
gerichte	namířených
gerichte	režie
gerichte	směrové
gerichte	cílené
hellingen	svahy
hellingen	sklony
hellingen	přechody
bulgaarse	bulharské
zangers	zpěváci
blanc	blanc
notering	citát
notering	citace
hoofdletters	capitals
hoofdletters	kapitalizace
filip	filip
batman	batman
batman	batmana
pijl	šíp
pijl	šipku
pijl	arrow
pijl	šipka
verschijnselen	jevy
verschijnselen	fenomén
somalië	somálsku
somalië	somálských
onderdak	přístřeší
onderdak	útulek
onderdak	útulku
onderdak	přístřešek
onderdak	kryt
onderdak	úkryt
micro	mikro
bondgenoten	spojence
bondgenoten	spojenci
sol	sol
lancering	spuštění
lancering	zahájení
lancering	spouštění
lancering	start
lancering	spuštění
lancering	spustit
combineren	kombinovat
low	nízko
low	nízký
low	nízké
low	nízká
acts	akty
acts	úkony
acts	aktů
giro	giro
omgekomen	zahynul
tunesië	tunisko
bevestigde	potvrzené
bevestigde	potvrzen
bevestigde	potvrzena
bevestigde	potvrzeno
schoon	čisté
schoon	vyčistit
schoon	čistý
schoon	čistá
wettelijk	právně
wettelijk	legálně
wettelijk	zákonné
wettelijk	zákonný
wettelijk	právní
wettelijk	legální
vuren	oheň
vuren	požár
vuren	požáry
vuren	ohně
vuren	vyhazov
niger	niger
bass	bass
bass	basy
stelen	krást
stelen	kradou
stelen	ukrást
stelen	ukradnout
stelen	krádež
stelen	krádeže
stelen	kradení
kabel	kabel
kabel	kabely
kabel	kabelová
kabel	kabelové
boos	naštvaná
boos	rozzlobený
boos	naštvaný
boos	naštvaná
boos	šílený
boos	mad
zuivere	čistá
zuivere	čistý
zuivere	čisté
ratings	hodnocení
ratings	ratingy
ratings	sledovanost
montgomery	montgomery
forever	navždy
forever	forever
forever	navěky
regisseerde	namířených
regisseerde	režie
filter	filtru
filter	filtr
vernieuwing	obnovení
vernieuwing	obnova
vernieuwing	inovaci
vernieuwing	inovační
vernieuwing	inovace
volendam	volendam
schoonheid	kráska
schoonheid	krasavice
schoonheid	krása
royale	royale
jonger	mladší
jonger	mladších
nsb	nsb
overstromingen	povodně
overstromingen	záplavy
overstromingen	povodně
overstromingen	záplavy
overstromingen	povodně
overstromingen	povodeň
overstromingen	záplavy
theresia	teresa
theresia	tereza
theresia	theresa
theresia	tereza
elena	elena
voldaan	splněno
voldaan	spokojený
voldaan	spokojen
presenteert	dárky
presenteert	dárků
klm	klm
klm	kim
equivalent	ekvivalenty
equivalent	ekvivalent
