mono	모노
átalakítás	변형
átalakítás	변환
átalakítás	변신
átalakítás	변형
taekwondo	태권도
telefonon	전화
telefonon	전화기
telefonon	전화번호
telefonon	휴대폰
gondolkodó	생각
nácik	나치즘
durván	대충
barcelonában	바르셀로나
kabaré	카바레
hosszában	세로로
megsértése	위반
peters	피터스
hood	후드
háztartási	집안
háztartási	가구
orient	오리엔트
ellentmondásos	모순
ellentmondásos	논란이
ellentmondásos	논란
megfigyelések	관찰
megfigyelések	관측
csodás	멋진
fenyegetés	협박
fenyegetés	위협
fenyegetés	위협
tej	우유
tej	밀크
shannon	섀넌
rodrigo	로드리고
igazgatási	행정
próbálkozás	시도
beruházás	투자
beruházás	투자
beruházás	투자
bombázó	폭격기
infó	정보
magok	씨앗
részlegesen	부분적
részlegesen	부분
részlegesen	부분적으로
riley	라일리
realizmus	현실주의
duett	듀엣
duett	duet
száműzték	추방
gátló	억제
gátló	억제제
profit	이익
profit	이익
profit	수익
hivatalnok	사무원
hivatalnok	점원
ikrek	제미니
ikrek	쌍둥이
ikrek	트윈스
összegyűlt	조립
összegyűlt	수집
összegyűlt	모임
megállítani	멈추기
kitty	키티
gps	gps
munkaerő	노동
gombot	버튼
gombot	단추
beszédek	연설
egyenlőség	평등
egyenlőség	평등주의
illusztrált	삽화
illusztrált	삽화가
floridai	플로리다
gyulladás	염증
gyulladás	염증
jelleg	자연
marty	마티
macbeth	맥베스
elektronika	일렉트로닉스
elektronika	전자제품
elektronika	전자공학
henrietta	헨리에타
nebraska	네브라스카
nebraska	네브래스카
hammond	하몬드
hammond	해먼드
külföldiek	외국인
külföldiek	외국인
prédikátor	설교
prédikátor	설교자
megtalált	찾았다
megtalált	찾았습니다
megtalált	발견됨
szövet	조직
szövet	직물
útvonalak	경로
útvonalak	노선
sql	sql
csajkovszkij	차이콥스키
megkülönböztetés	차별
megkülönböztetés	구별
kedvelte	좋아한
paradise	파라다이스
paradise	천국
paradise	낙원
függőlegesen	수직
függőlegesen	수직으로
függőlegesen	수직
függőlegesen	세로로
függőlegesen	세로
megállt	중단됨
kering	궤도
démonok	악마
démonok	악마
aurora	아우로라
gnu	gnu
másolat	복사
másolat	중복
másolat	복제
másolat	복사
másolat	카피
másolat	복사본
másolat	사본
botswana	보츠와나
maximus	막시무스
montpellier	몽펠리에
bradley	브래들리
ellenségei	적들
cardiff	카디프
kerékpár	사이클링
kerékpár	사이클
kerékpár	자전거
kerékpár	자전거
kerékpár	자전거
ösztöndíjat	장학금
ösztöndíjat	장학금
ragyogó	빛나고
ragyogó	빛나
ragyogó	빛나는
hátrafelé	뒤로
megoldásokat	해결책
megoldásokat	솔루션
antenna	공중
antenna	항공기
antenna	안테나
antenna	안테나
lezárva	봉인
szarajevó	사라예보
bölcsek	지혜로운
bölcsek	현명한
bölcsek	지혜
elárulta	배신
andersen	안데르센
kaszinó	카지노
atatürk	아타튀르크
cox	콕스
névtér	네임스페이스
gazdálkodó	농부
euro	유로로
euro	유로
magányosan	외로워
magányosan	외로운
magányosan	외로움
rubens	루벤스
bertrand	베르트랑
bertrand	버트런드
washingtonban	워싱턴
whisky	위스키
whisky	스카치
whisky	위스키
cenzúra	검열
érvelés	추리
érvelés	추론
érvelés	논증
érvelés	인수
érvelés	논쟁
kalandos	모험
hitet	믿음
hitet	신념
hitet	신앙
sisak	헬멧
sisak	투구
sisak	헬멧
montevideo	몬테비데오
gates	게이츠
melanie	멜러니
melanie	멜라니
plaza	플라자
lakóhely	거주지
lakóhely	주택
lakóhely	레지던스
lakóhely	주택지
timothy	티모시
felhők	구름
kisegítő	보좌
kisegítő	보조
időzóna	시간대
lola	롤라
sofia	소피아
szár	줄기
szilícium	규소
szilícium	실리콘
col	col
jordán	조던
jordán	조르당
tolsztoj	톨스토이
elfogadása	채택
elfogadása	입양
cselló	첼로
félelmetes	무서운
félelmetes	무섭다
hasonlóságot	닮음
benyomást	인상
benyomást	노출
lovaglás	승마
lovaglás	라이딩
lovaglás	승마
alkatrészek	부품
alkatrészek	부분
alkatrészek	구성요소
alkatrészek	부품
alkatrészek	성분
izzó	전구
megoldva	해결되었습니다
tor	tor
marsh	습지
marsh	마시
elutasítja	거부
érdeklődni	관심사
érdeklődni	관심
érdeklődni	문의
arisztokrácia	귀족
rizs	라이스
lámpa	램프
lámpa	전등
lámpa	등불
lámpa	램프
ellenőr	경감
ellenőr	검사관
ellenőr	조사관
ellenőr	컨트롤러
kacsa	오리
anonim	익명
obama	오바마
theodore	시어도어
válaszok	응답
válaszok	답변
válaszok	답변
válaszok	대답
válaszok	답장
válaszok	응답
válaszok	답글
válaszok	답변
bukott	타락
csúcsok	봉우리
látás	광경
látás	비전
látás	시력
látás	시각
pilot	조종사
pilot	파일럿
idézetek	따옴표
stockholmi	스톡홀름
sült	튀김
sült	볶음
sült	구운
glass	잔다
glass	유리
glass	글래스
tömegek	덩어리
tömegek	질량
tömegek	군중
fields	필드
túra	투어
túra	관광
túra	둘러보기
túra	구경
túra	여행
túra	하이킹
ocean	바다
ocean	오션
bunker	벙커
keresztesek	크루세이더
edith	에디스
edith	에디트
kicsik	작아
kicsik	소작
követelmények	요구사항
preston	프레스턴
preston	프레스톤
estét	저녁
feljegyzés	각서
feljegyzés	메모
jövedelem	수입
jövedelem	수익금
jövedelem	수익
jövedelem	소득
jövedelem	수입
órákban	영업시간
órákban	시간
százalék	백분율
százalék	퍼센트
százalék	백분율
százalék	비율
érintettek	영향받음
érintettek	영향권
expressz	익스프레스
felelősség	책임
felelősség	책임
felelősség	책임감
szervezők	주최
szervezők	호스트
meggyőző	설득력
meggyőző	설득력
spártai	스파르탄
vámpír	뱀파이어
vámpír	흡혈귀
bizalmas	기밀
rod	로드
rod	지팡이
céh	길드
benin	베냉
romanov	로마노프
videót	동영상
videót	비디오
osztályozás	분류법
osztályozás	분류학
osztályozás	분류
osztályozás	정지
gének	유전자
tünetei	증상
tünetei	증세
holly	홀리
fészket	둥지
szomszédok	이웃들
szomszédok	이웃
szomszédok	이웃
szomszédok	이웃
szomszédok	이웃집
vádak	청구
eladó	판매
eladó	세일
akut	급성
buffalo	버팔로
buffalo	버펄로
táblák	테이블
táblák	보드
ülés	좌석
ülés	자리
ülés	세션
ülés	좌석
ülés	자리
kegyes	자비로
harcol	파이트
harcol	파이팅
világok	세계
valószínűség	확률
valószínűség	확률론
indokolja	정당화
majmok	유인원
majmok	원숭이
majmok	몽키스
canterbury	캔터베리
willy	윌리
golf	골프
ízületi	관절
elnökség	대통령
dombok	힐스
dombok	언덕
middlesbrough	미들즈브러
reims	랭스
elszigetelt	고립
ver	뛰고
ver	ver
pompeius	폼페이우스
részleg	부서
részleg	사단
részleg	디비전
részleg	섹션
akkumulátor	전지현
akkumulátor	전지
akkumulátor	배터리
mickey	미키
felépítés	아키텍처
felépítés	건축학
felépítés	건축
felépítés	구조물
felépítés	구조
kung	kung
teremtő	메이커
teremtő	창조주
teremtő	제작자
teremtő	작성자
házakat	주택
csillagos	starry
csillagos	항성
textil	직물
textil	섬유
textil	직물
elliott	엘리엇
letelepedett	설립
letelepedett	정착
brunei	브루나이
fantázia	판타지
fantázia	환상
fantázia	발명
fantázia	상상력
fantázia	상상
stirling	스털링
bűnözés	범죄
hardver	하드웨어
panasz	불평
panasz	불만이
panasz	불만
panasz	불만
lou	루키
farm	농장
farm	농장이
nézőpont	관점
boldogan	행복하게
akadály	장애물
akadály	장애물
akadály	장벽
akadály	장애물
szektor	섹터
szektor	부문
pszichiáter	축소
négyzetes	제곱
négyzetes	스퀘어
négyzetes	광장
négyzetes	사각형
négyzetes	정사각형
davies	데이비스
davies	davies
mandarin	만다린
mandarin	중국어
windsor	윈저
import	가져오기
import	불러오기
import	수입
import	가져오기
import	수입
import	가져온
import	가져옴
import	수입
belarusz	벨라루스
belarusz	벨라루스어
belarusz	벨라루스
faith	믿음
faith	신념
faith	신앙
jenny	jenny
jenny	제니
fraser	프레이저
aktivitás	약혼
aktivitás	참여
aktivitás	활동
lencse	렌즈
lencse	렌즈
alárendelt	순종
bukását	몰락
szónok	스피커
herkules	허큘리스
herkules	헤라클레스
célpont	타깃
célpont	대상
célpont	타겟
bűnözők	범죄자
natalie	나탈리
quentin	쿠엔틴
piszkos	더러운
billentyű	밸브
óceánia	오세아니아
chevrolet	쉐보레
oldat	해결책
oldat	솔루션
balesetek	사고
gratulálok	축하드립니다
gratulálok	축하합니다
gratulálok	축하해
álmos	졸려
méz	여보
méz	허니
messina	메시나
messzire	멀다
magellán	마젤란
vezetőség	경영
vezetőség	관리
kódok	코드
maximilian	막시밀리아노
eagle	독수리
eagle	이글
emilio	에밀리오
szibéria	시베리아
foglalkoztatott	고용
gyárt	제조업
biztonságban	안전한
biztonságban	무사히
biztonságban	안전
arch	아치
tüntetések	항의
tüntetések	시위
farkasok	늑대
farkasok	늑대들
teljesség	완전성
kölcsönhatás	상호작용
kölcsönhatás	교류
kölcsönhatás	반응
kölcsönhatás	상호작용
beverly	베벌리
beverly	비벌리
ajándék	선물
ajándék	선물
ajándék	현재
ajándék	선물
ajándék	선물
alfonso	알폰소
kazán	보일러
kazán	보일러
hasonlóság	닮음
weboldalak	웹사이트
atlantisz	아틀란티스
bissau	비사우
egyiptomiak	이집트인
pauli	파울리
tulajdonosok	소유자
joy	기쁨
joy	조이
joy	기쁨이
turbina	터빈
arborétum	수목원
gyűrűs	링링
gyűrűs	반지
gyűrűs	소환
felsorolás	열거
biztosítottak	보험
beatrice	베아트리스
dieter	디터
flora	플로라
pályázati	부드러운
mérföld	마일
mérföld	마일스
mérföld	마일리지
mérföld	마일
mérföld	마일리
mérföld	마일즈
felszállás	이륙
szabályozott	규제
fat	뚱뚱한
fat	지방
fat	살찐
franchise	프랜차이즈
franchise	프랜차이즈
számítások	계산법
számítások	계산
számítások	컴퓨팅
számítások	계산
kitérő	우회
richmond	리치먼드
richmond	리치몬드
táblázatot	스프레드시트
munkanélküliség	실업
megérkeztek	도착했다
brandon	브랜던
régészet	고고학
régészet	고고학
willie	윌리
báb	꼭두각시
tisztázatlan	불분명하다
tisztázatlan	불분명
védjegy	상표권
védjegy	상표
gauss	가우스
gyöngy	진주
gyöngy	진주
képernyőn	화면
képernyőn	스크린
emerson	에머슨
lancaster	랭커스터
fotós	사진사
fotós	사진관
fotós	포토그래퍼
fotós	사진작가
receptor	수용체
életkor	연령
életkor	나이에
életkor	나이
mocsár	습지
mocsár	마시
bálna	고래
párok	커플
párok	부부
párok	켤레
grönland	그린란드
állatkertben	동물원
gyógynövények	약초
gyógynövények	허브
készülékek	가전제품
készülékek	기기
készülékek	디바이스
készülékek	장치
maffia	마피아
matthias	마티아스
mérleg	균형
mérleg	밸런스
mérleg	잔액
mérleg	스케일
mérleg	축척
mérleg	척도
mérleg	규모
mérleg	저울
juh	양양
schmitt	슈밋
schmitt	슈미트
solaris	솔라리스
központok	센터
afgán	아프가니스탄
afgán	아프가니스탄
süllyedt	침몰
konvent	조약
konvent	협약
konvent	컨벤션
arg	arg
stern	스턴
stern	stern
érmék	동전
érmék	코인
crown	왕관
crown	크라운
véletlenszerűen	무작위로
protestánsok	개신교
pakisztáni	파키스탄
pakisztáni	파키스탄
kocsma	술집
muszlimok	무슬림
muszlimok	이슬람교
muszlimok	무슬림
vastagsága	두께
nevelt	길러
ugrik	점프
italok	음료
italok	음료수
italok	음료
italok	음료수
percy	퍼시
bűnöző	범죄자
csehek	체코인
tároló	용기
tároló	컨테이너
tároló	저장소
tároló	스토리지
tároló	저장
nyom	추적
nyom	트레이스
nyom	흔적
connecticut	코네티컷
előzmények	역사
előzmények	내역
előzmények	히스토리
előzmények	기록
generált	생성
hardy	하디
tina	티나
hattyú	백조
hattyú	스완
linz	린츠
rokonok	친척
rokonok	관련
marilyn	마릴린
lakások	아파트
küldöttség	위임
tech	기술
tech	테크
sally	샐리
bál	프롬
bál	무도회
stadionok	경기장
kolostorok	수도원
pod	pod
csődbe	파산
eladni	판매
webb	웨브
kocsit	카트
hubble	허블
karma	카르마
égbolt	하늘
égbolt	스카이
égbolt	하늘
felismeri	인식
harap	물린
átok	저주
kalapács	망치
kalapács	해머
rosario	로사리오
burundi	부룬디
vezetési	드라이빙
vezetési	운전
limited	한정
limited	제한된
gabrielle	가브리엘
megközelítése	접근법
megközelítése	접근
salerno	살레르노
derék	허리
juliet	줄리엣
robotok	로봇
robotok	로봇과
díaz	디아스
szeptemberi	구월
anatólia	아나톨리아
poznań	포즈난
regisztráció	레지스터
regisztráció	등록
regisztráció	등록
vándorló	방황
morális	도덕
ruby	ruby
ruby	루비
leállt	중단됨
vektor	벡터
wii	wii
izmok	근육
izmok	근육
munkatárs	직원
munkatárs	동료
munkatárs	동료
blanc	블랑
táplálkozás	영양
táplálkozás	영양실조
helyettesítő	교체
elsöprő	압도적
sirály	갈매기
sirály	갈매기
stressz	스트레스
tengeralattjárók	잠수함
idősek	노인
szabványosított	표준화
hendrix	헨드릭스
hangsúlyozta	밑줄
hangsúlyozta	스트레스
pillangó	나비
burns	번스
burns	화상
winchester	윈체스터
coventry	코번트리
alicia	얼리샤
alicia	앨리샤
igazságszolgáltatás	정의
igazságszolgáltatás	사법
igazságszolgáltatás	사법제도
esélyt	기회
tisztességes	공정
tisztességes	박람회
tisztességes	페어
előírások	요구사항
előírások	사양
előírások	규격
előírások	사양
előírások	표준
minerva	미네르바
pásztorok	양치기
meghatározás	정의
hahn	한한
eskü	맹세
mezők	필드
gipsz	깁스
gipsz	캐스트
gipsz	캐스팅
élettartam	장수
élettartam	평생
élettartam	수명
metallica	메탈리카
ios	ios
wendy	웬디
wendy	wendy
szerető	loving
szerető	연인
szerető	애인
vitás	분쟁
trolibusz	트롤리버스
enni	먹기
genesis	제네시스
genesis	창세기
genesis	천지창조
képzelt	상상
képzelt	상상
tartózkodási	거주지
tartózkodási	주택
tartózkodási	레지던스
tartózkodási	주택지
andersson	안데르손
csontváz	뼈대
csontváz	뼈대
vikingek	바이킹
vikingek	바이킹
metodista	감리교
tanú	목격자
tanú	증인
tanú	증언
szavazók	유권자
nana	nana
catania	카타니아
fitzgerald	피츠제럴드
chopin	쇼팽
titán	타이타늄
titán	티타늄
titán	타이탄
titán	티탄
okirat	문서로
okirat	문서
terjesztett	파종
tündér	페어리
öntött	깁스
öntött	캐스트
öntött	캐스팅
fanny	파니
gent	헨트
vásárolni	쇼핑
indulási	출발
indulási	출국
vízszintesen	수평
vízszintesen	수평으로
vízszintesen	수평
pihenő	휴식
pihenő	쉬어
pihenő	휴식
kényes	민감한
kényes	민감하다
kényes	섬세한
véletlenszerű	무작위
véletlenszerű	무작위로
véletlenszerű	랜덤
hadihajó	전함
hadihajó	군함
rózsák	장미
lemondani	취소
határidő	마감
puccs	쿠데타
kolónia	식민지
igy	음료
igy	음료수
látogatás	방문
látogatás	방문하기
látogatás	방문
látogatás	방문자
végrehajtására	구현
joshua	joshua
joshua	조슈아
hangulatot	느낌이
kondor	콘도르
áttörés	획기적인
áttörés	돌파
teknős	거북
teknős	거북이
trans	트랜스
trans	트랜스월드
trans	트랜스포트
julio	훌리오
közvetve	간접
átmérő	직경
átmérő	지름
ara	ara
ara	아라
parancsnokok	지휘관
opus	오푸스
valószínűsége	확률
valószínűsége	확률론
pamela	파멜라
bergen	베르겐
áru	상품
áru	물품
áru	물품
áru	상품
sven	스벤
valentine	밸런타인
valentine	발렌타인
tájak	풍경
lena	리나
cgi	cgi
klónok	클론
gasztronómia	미식
szívvel	하트
szívvel	심장
szívvel	마음
chaplin	채플린
utrecht	위트레흐트
requiem	레퀴엠
szabványok	표준
kifinomult	세련되게
kifinomult	세련된
kifinomult	정교한
kifinomult	정교
sejtés	추측
paprika	피망
paprika	후추
paprika	고추
paprika	페퍼
paprika	파프리카
nikkel	니켈
terhelés	로드
terhelés	로딩
terhelés	로딩
dzsungel	정글
szimbólumok	기호
szimbólumok	상징
bírók	판사
tornyok	타워
toll	깃털
toll	pen
toll	깃털
gabonát	곡식
tate	테이트
meggyőzte	설득
peterson	피터슨
ideológia	이데올로기
valletta	발레타
kifejezésre	표명
pen	pen
khmer	크메르어
amszterdami	암스테르담
voldemort	볼드모트
elhagyatott	버림
gondnok	수위
sánta	김프
mariann	마리안
ajánlja	추천합니다
ajánlja	추천
tégla	벽돌
tégla	벽돌
tégla	브릭
egyenletek	방정식
lois	로이스
antarktiszi	남극
konzol	콘솔
létezése	존재
sztárok	항성
sztárok	스타
bányászok	광부
rsc	rsc
gyanú	의심
támadók	침략자
nat	nat
abruzzo	아브루초
fenyegetett	위협
café	카페
café	카페
osztag	분대
osztag	스쿼드
csend	사일런스
csend	침묵
treviso	트레비소
béka	개구리목
béka	개구리
szárított	건조
torinói	토리노
teljesítő	공연
teljesítő	성과
koppenhágai	코펜하겐
tracy	트레이시
vipera	독사
szörnyek	괴물
szörnyek	몬스터
szörnyek	몬스터즈
partner	파트너
turbo	터보
cesare	체사레
séta	걷고
séta	워킹
séta	걷는다
séta	걷기
séta	산책
séta	걷기
carroll	캐롤
carroll	캐럴
domingo	도밍고
pim	pim
sajnálatos	불행한
clyde	클라이드
klarinét	클라리넷
szegénység	가난
szegénység	빈곤
rca	rca
pierce	피어스
interjúk	인터뷰
burmai	미얀마
burmai	버마
burmai	미얀마어
burmai	미얀마
burmai	버마
burmai	버마어
bud	버드
tervezők	디자이너
tervezők	기획자
méretek	차원
méretek	크기
méretek	사이즈
méretek	크기
szakosodott	전문
epikus	에픽
epikus	서사시
utasításokat	지침
utasításokat	지시
utasításokat	안내
wellington	웰링턴
wellington	wellington
higgins	히긴스
img	img
hölgyek	숙녀
knut	크누드
folytassa	진행하기
folytassa	진행
crawford	크로포드
crawford	크로퍼드
cagliari	칼리아리
darth	다스
ronaldo	호날두
enzimek	효소
florence	플로렌스
florence	피렌체
bohóc	광대
bohóc	광대가
megvalósult	달성
ablakon	창문
reformokat	개혁개방
reformokat	개혁
skálán	스케일
skálán	축척
skálán	척도
skálán	규모
munkatársak	직원
munkatársak	직원들
munkatársak	동료들
munkatársak	동료들
munkatársak	동료
munkatársak	직원
munkatársak	스탭
munkatársak	직원들
kritérium	기준
kritérium	기준
ofc	ofc
ofc	오세아니아
bőre	스킨
bőre	피부
galaxisok	은하
fasizmus	파시즘
elítélt	포로
kiterjesztett	확장
kiterjesztett	연장
augusta	아우구스타
bailey	베일리
portálok	포탈
portálok	포털
fülke	부스
kötél	로프
kötél	밧줄
kötél	줄넘기
kötél	로프
kötél	밧줄
baku	바쿠
matilda	마틸다
szívem	하트
szívem	심장
szívem	마음
merlin	멀린
speciálisan	특별히
vadászik	사냥
ranglista	랭킹
richie	리치
ironikus	아이러니
hector	헥토르
hector	헥터
spp	spp
befektetési	투자
testvériség	박애
testvériség	브라더후드
testvériség	형제단
kramer	크레이머
pisa	피사
gyermekeknek	아동
gyermekeknek	어린이들
gyermekeknek	자녀
gyermekeknek	어린이
gyermekeknek	아이들
csésze	cup
idéz	따옴표
joyce	조이스
kijelentés	성명서
kijelentés	진술
haas	하스
mérges	앵그리
mérges	화나
mérges	화난
mérges	화가
napfogyatkozás	일식
napfogyatkozás	이클립스
csatlakozás	참여하기
csatlakozás	가입하기
csatlakozás	참여
csatlakozás	가입
csatlakozás	커넥션
csatlakozás	연결
csatlakozás	연결
működőképes	함수형
megfigyelési	관찰
kötelezően	필수
többszörösen	다중
szótag	음절
szerelmesek	연인
szerelmesek	연인들
grenoble	그르노블
ülve	앉은
koncentrált	농축
effektus	영향
effektus	효과
aachen	아헨
példákat	예시
példákat	예제
üdvözlet	인사
twitter	twitter
twitter	트위터
pénznem	통화
pénznem	화폐
pénznem	통화
pénznem	화폐
beszámolók	보고서
lana	lana
telített	포화
képernyő	화면
képernyő	스크린
gore	고어
elrendezés	배치
elrendezés	layout
elrendezés	레이아웃
elrendezés	편곡
kiképzett	훈련
üzletek	비즈니스
üzletek	상점
üzletek	가게
üzletek	매장
üzletek	가게
üzletek	상점
üzletek	스토어
leszbikus	레즈비언
bengáli	벵골어
bengáli	벵골
bengáli	벵골
columbus	콜롬버스
columbus	콜럼버스
travis	트레비스
travis	트래비스
mentor	멘토
oskar	오스카어
oskar	오스카
fájdalmat	통증
fájdalmat	통증이
fájdalmat	고통
csodák	기적
clay	클레이
csecsen	체첸
alvó	슬리퍼
ciklusban	주기
ciklusban	순환
ciklusban	사이클
hop	힙합
átalakulás	변신
átalakulás	변환
átalakulás	변형
romano	로마노
mcdonald	맥도널드
mcdonald	맥도날드
breton	브르타뉴
bishop	비숍
bishop	주교
boszorkányok	마녀
avenue	애비뉴
kosár	바스켓
kosár	바구니
kosár	농구
kosár	바구니
kosár	카트
tehetség	재능
tehetség	탤런트
kikötők	항구
kikötők	포트
kikötők	항구
kikötők	포트
barack	복숭아
barack	복숭아
barack	피치
mona	모나
lux	럭스
rendeletek	규정
