और	at
महाद्वीप	kontinente
तरीका	paraang
तरीका	paraan
तरीका	way
मुक्ति	paglaya
मुक्ति	liberation
मुक्ति	kaligtasan
प्रजनन	breeding
प्रजनन	aanak
प्रजनन	pertilidad
बॉक्स	box
बॉक्स	kahon
श्रेय	credit
श्रेय	credits
श्रेय	kredito
स्टेट	state
स्टेट	estado
स्टेट	stat
वेल्स	wales
समकालीन	kapanahon
निभाई	naglaro
निभाई	nilalaro
निभाई	nilaro
गुना	fold
प्रारूप	draft
प्रारूप	format
एक्सप्रेस	ipahayag
एक्सप्रेस	express
वजन	timbang
वजन	bigat
प्रक्रियाओं	proseso
प्रक्रियाओं	pamamaraan
अभिव्यक्ति	pagpapahayag
अभिव्यक्ति	expression
चोट	injury
चोट	pinsala
चोट	nasaktan
मौजूदा	current
मौजूदा	kasalukuyan
मौजूदा	kasalukuyang
मौजूदा	kasalukuyan
मौजूदा	umiiral
हरा	berdeng
हरा	green
हरा	berde
हरा	grenada
हरा	indonesya
संगीतकार	musikero
प्रवृत्ति	uso
प्रवृत्ति	trend
रुचि	interesado
रुचि	interes
रुचि	patubo
आर्य	aryan
परत	patong
पर्यटक	turista
पर्यटक	turista
मछली	isda
मछली	fibers
उपभोक्ता	consumer
उपभोक्ता	mamimili
उपभोक्ता	consumers
वैज्ञानिकों	scientist
वैज्ञानिकों	siyentipiko
आविष्कार	imbento
आसान	madali
आसान	madaling
आसान	easy
यान	yan
कक्ष	silid
कक्ष	kuwarto
कक्ष	kwarto
कक्ष	cells
कक्ष	cell
कक्ष	chamber
कक्ष	kamara
कक्ष	kuwarto
कक्ष	kwarto
यौन	sekswal
मशहूर	famous
मशहूर	sikat
अनुबंध	kasunduan
अनुबंध	kontrata
राव	rao
पाठ्यक्रम	kurso
पाठ्यक्रम	course
वेस्ट	west
वेस्ट	kanluran
प्रतिष्ठित	marangal
प्रतिष्ठित	eminent
गवर्नर	governor
गवर्नर	gobernador
न्यूनतम	pinakamababa
न्यूनतम	pinakamababang
न्यूनतम	pinakamababa
न्यूनतम	pinakamaliit
न्यूनतम	minimum
न्यूनतम	pinakamababang
न्यूनतम	min
प्रतिभा	genius
प्रतिभा	henyo
प्रतिभा	talent
प्रतिभा	talento
प्रशंसा	praises
प्रशंसा	purihin
प्रशंसा	papuri
सीट	upuan
व्यावहारिक	praktikal
उत्सव	festival
उत्सव	pagdiriwang
उत्सव	selebrasyon
कपड़े	pananamit
कपड़े	damit
कपड़े	kasuotan
कपड़े	damit
सालों	taon
हजारों	libo
खनिज	mineral
खनिज	fossil
खनिज	mineral
लम्बी	mahaba
लम्बी	matagal
लम्बी	haba
बुद्धि	katalinuhan
विषाणु	virus
कठोर	hard
कठोर	mahirap
कठोर	malubha
कठोर	severe
कठोर	malubhang
प्रणालियों	systems
प्रणालियों	sistema
विकार	disorder
विकार	sakit
विकार	karamdaman
विकार	disorder
विकार	disorders
घटक	pinaghalo
ऑस्ट्रेलियाई	aussie
ऑस्ट्रेलियाई	australian
घनत्व	density
संहिता	code
संहिता	kodigo
संहिता	samhita
काल्पनिक	pantasya
काल्पनिक	fantasy
काल्पनिक	haka
काल्पनिक	imitasyon
काल्पनिक	hypothetical
प्रयत्न	efforts
प्रयत्न	pagsusumikap
प्रयत्न	pagsisikap
प्रयत्न	effort
प्रयत्न	pagsisikap
तारामंडल	konstelasyon
प्रजाति	species
इस्लामी	islamic
इस्लामी	islamismo
शहरी	urbanisasyon
शहरी	urbano
बातें	bagay
बातें	kasabihan
नदियाँ	ilog
शास्त्रीय	classical
शास्त्रीय	klasiko
सैन	san
अग्नि	fire
अग्नि	sunog
अग्नि	apoy
अग्नि	agni
ग्रेट	sarap
ग्रेट	magaling
श्रम	paggawa
श्रम	paggawa
श्रम	pinaghirapan
श्रम	labor
आयरलैंड	iceland
आयरलैंड	ireland
निकटतम	nearest
निकटतम	pinakamalapit
उसको	kaniya
उसको	niya
उसको	siya
उसको	kanya
दर्जा	rating
दर्जा	rank
दर्जा	ranggo
असफल	fail
असफल	mabibigo
असफल	mabigo
असफल	sawi
असफल	nabigo
असफल	palpak
असफल	pagkabigo
चन्द्र	chandra
चन्द्र	buwan
चन्द्र	moon
गाँधी	gandhi
अनुप्रयोग	aplikasyon
अनुप्रयोग	aplikasyon
बचने	iwas
बचने	umiiwas
बचने	iwasan
सोने	ginto
सोने	gold
बेहद	labis
सचिव	sekretarya
सचिव	kalihim
ब्रांड	tatak
ब्रांड	tatak
डिज़ाइन	disenyo
आवास	tahanan
आवास	paninirahan
आवास	residence
आवास	tirahan
आवास	pabahay
आवास	lodge
आवास	maninirahan
आवास	tirahan
आवास	accommodation
ज़िला	distrito
यांत्रिक	makina
धारणा	paglilihi
धारणा	conception
खड़े	standing
खड़े	nakatayo
द्रव्यमान	mass
द्रव्यमान	misa
द्रव्यमान	masa
न्यायाधीश	hukom
न्यायाधीश	husgahan
लाइव	mabuhay
लाइव	mamuhay
लाइव	live
कवियों	poets
आकृति	shape
आकृति	hugis
आकृति	pigura
आकृति	personalidad
आकृति	figure
मलयालम	malayalam
जाय	moskada
हालाँकि	bagaman
हालाँकि	although
पीटर	pedro
पीटर	peter
खराब	bad
खराब	masamang
खराब	masama
एलबम	album
एलबम	album
एलबम	albums
संवाद	dialogues
संवाद	dialogue
प्रीमियर	pangunahin
प्रीमियर	premier
चित्रित	pininturahan
चित्रित	depicted
पेट	tiyan
पेट	sikmura
पेट	tiyan
पेट	belly
मोहम्मद	mohamed
फसल	crop
दोस्त	pare
दोस्त	buddy
दोस्त	kaibigan
दोस्त	makipagkaibigan
वापसी	bumalik
वापसी	pagbabalik
वापसी	pagalis
वापसी	comeback
प्रोत्साहित	hikayatin
प्रोत्साहित	hinihikayat
प्रोत्साहित	manghikayat
प्रोत्साहित	panghihikayat
प्रोत्साहित	hinihikayat
क्रमशः	respectively
सूरज	sun
सूरज	araw
लाइसेंस	lisensiya
लाइसेंस	lisensya
लाइसेंस	lisensya
लाइसेंस	licence
सेन	sen
छः	anim
मिशन	misyon
लंबा	tangkad
लंबा	matangkad
लंबा	mahaba
लंबा	matagal
लंबा	haba
विशेषज्ञ	espesyalista
विशेषज्ञ	eksperto
विशेषज्ञ	dalubhasa
विशेषज्ञ	expert
विशेषज्ञ	eksperto
नौकरी	trabaho
नौकरी	job
उपाय	lunas
आकाश	sky
आकाश	kalangitan
आकाश	himpapawid
तिब्बत	tibet
स्थानांतरित	inilipat
खो	kho
बचाव	ipagtanggol
बचाव	hedge
बचाव	pagsagip
बचाव	pagligtas
बचाव	rescue
बचाव	prevention
बचाव	pagpigil
पर्यटकों	turista
ईरानी	iran
ईरानी	iranian
सिंगापुर	singapore
मादा	babae
मादा	female
खरीद	bilhin
खरीद	pagbili
खरीद	bumili
खरीद	paghanap
उत्सर्जन	ekskresyon
उत्सर्जन	paglabas
निवासियों	naninirahan
निवासियों	residente
क्षति	damage
क्षति	pinsala
दोष	blame
दोष	sisihin
दोष	sinisisi
दोष	kasalanan
अवतार	incarnation
अवतार	avatar
हाथी	elepante
हाथी	elephant
शैक्षिक	akademikong
शैक्षिक	educational
युगल	couples
युगल	doubles
टीका	commentaries
टीका	vaccine
टीका	bakuna
पोषण	nutrisyon
रिलीज	bitawan
रिलीज	ilabas
रिलीज	pakawalan
रिलीज	release
इस्पात	bakal
इस्पात	steel
इस्पात	asero
अकार्बनिक	kimikang
झारखंड	jharkhand
सुपर	super
दाब	presyon
आवासीय	residential
आवासीय	tirahan
जंगली	wild
जंगली	ligaw
जरूरी	kinakailangan
जरूरी	kailangan
आर्ट	art
आर्ट	sining
शनि	saturn
शनि	umupo
श्वेत	maputi
श्वेत	puti
नमक	asin
बातों	bagay
बिलियन	billion
बिलियन	bilyon
एकीकृत	unified
एकीकृत	integrated
पत्रकार	mamamahayag
पत्रकार	mamamahayag
वस्त्र	tela
वस्त्र	hinabi
वस्त्र	pananamit
वस्त्र	damit
वस्त्र	kasuotan
वस्त्र	tela
जानवरों	hayop
आगमन	pagdating
आगमन	arrival
आगमन	darating
आगमन	dadating
आगमन	pagdating
कन्या	virgo
पर्व	festival
पर्व	fiesta
निष्कर्ष	outcome
निष्कर्ष	kinalabasan
निष्कर्ष	conclusion
साफ	burahin
साफ	malinaw
साफ	clear
साफ	malinis
गरम	maiinit
गरम	mainit
उच्चतम	pinakamataas
आवश्यकताओं	kinakailangan
आवश्यकताओं	requirements
प्रतिरोध	paglaban
प्रतिरोध	pagtutol
सदा	palagi
सदा	laging
डिस्क	disc
डिस्क	disk
खड़ा	standing
खड़ा	nakatayo
खड़ा	patayo
खड़ा	patayo
पोस्ट	post
पोस्ट	poste
मेला	mela
मेला	patas
लिंग	kasarian
वायरस	virus
रिचर्ड	richard
सिख	sikh
मगर	puwera
मगर	maliban
मगर	pwera
मगर	ngunit
मगर	pero
महीनों	buwan
महीनों	months
सेल	cell
मुख	bunganga
मुख	bibig
पाठक	mambabasa
पाठक	reader
अग्रणी	nangunguna
आनन्द	joy
आनन्द	natutuwa
आनन्द	joyful
उन्नत	pinaganda
उन्नत	enhanced
उन्नत	pauna
उन्नत	advanced
सर्वर	tagamasid
सर्वर	server
विचारधारा	ideology
पीड़ित	paghihirap
पीड़ित	biktima
पीड़ित	biktima
श्रेणियों	guild
श्रेणियों	kapisanan
राजकुमार	prinsipe
राजकुमार	prince
उम्मीद	umaasa
उम्मीद	umaasa
उम्मीद	umasa
उम्मीद	sana
कार्यकारी	executive
मास्टर्स	masters
वरिष्ठ	senior
शिष्य	alagad
प्रोफेसर	professor
प्रोफेसर	propesor
स्कॉटलैंड	scotland
विकिरण	radiation
फारसी	persian
संरक्षित	pinoprotektahan
संरक्षित	protektado
सहज	komportable
सहज	kumportable
बदला	nagbago
बदला	binago
बदला	pinalitan
बदला	paghihiganti
बदला	gantimpala
बदला	kapalit
कलकत्ता	calcutta
काला	itim
पंक्ति	linyang
पंक्ति	linya
पंक्ति	line
पंक्ति	hilera
पंक्ति	row
लोकप्रियता	kasikatan
लोकप्रियता	katanyagan
गतिविधि	gawain
गतिविधि	aktibidad
ओलंपिक	olympics
मथुरा	mathura
अनुनाद	resonance
बर्फ	niyebe
बर्फ	snow
बर्फ	yelo
बर्फ	ice
कार्रवाई	aksiyon
कार्रवाई	pagkilos
कार्रवाई	aksyon
शिशु	infant
शिशु	sanggol
साक्षरता	mangmang
साक्षरता	literacy
मार्क	mark
मार्क	marc
ब्रह्म	brahma
ट्रैक	track
ट्रैक	subaybayan
ट्रैक	track
मनोवैज्ञानिक	sikolohikal
गर्मी	summer
गर्मी	init
मैन	lalaking
मैन	lalaki
मैन	man
जिम्मेदार	responsableng
जिम्मेदार	responsable
जिम्मेदार	pananagutan
गीतों	lyricist
गीतों	kanta
गीतों	songs
आवृत्ति	dalas
आवृत्ति	kadalasan
आवृत्ति	umuulit
स्रोतों	springs
कोण	anggulo
कोण	angulo
कोण	angles
ईस्ट	silangan
ईस्ट	east
अफ्रीकी	afrikaans
अफ्रीकी	aprikano
अफ्रीकी	african
रंगों	kulay
खतरा	panganib
खतरा	danger
टूर्नामेंट	tournament
चिंता	balisa
चिंता	pagkabalisa
चिंता	alala
चिंता	aalala
चिंता	malasakit
चिंता	alalahanin
चिंता	concern
सहमत	pumayag
सहमत	agree
मोटे	obese
मोटे	taba
मोटे	mataba
घरों	homes
घरों	tahanan
घरों	bahay
मार्शल	marshall
मार्शल	marshal
हिसाब	accounting
उदय	tumaas
पहुंचा	naabot
फ़ारसी	persian
प्रयोगशाला	laboratory
प्रयोगशाला	laboratoryo
मेक्सिको	mehiko
बिग	big
बिग	malaking
बिग	malaki
संस्थानों	institusyon
प्रार्थना	pagdarasal
प्रार्थना	panalangin
प्रार्थना	prayers
प्रार्थना	panalangin
प्रार्थना	dasal
प्रार्थना	prayer
लाहौर	lahore
रुपये	quid
गद्य	tuluyan
समानता	paridad
समानता	pagkakahawig
समानता	pagkakatulad
बम	bam
बम	bomba
आदिवासी	tribal
हैरी	harry
कैथोलिक	katoliko
लम्बाई	haba
दुर्घटना	aksidente
उपनाम	nick
उपनाम	apelyido
उपनाम	palayaw
बंगाली	bengali
घायल	injured
घायल	nasugatan
सहारा	sahara
चेतना	kamalayan
चेतना	ulirat
सारा	sarah
सारा	sara
इलेक्ट्रॉनिक	elektronikong
इलेक्ट्रॉनिक	electronic
तंत्रिका	nerve
पट्टी	hadlangan
पट्टी	bar
पट्टी	patti
गोवा	goa
रास्ता	paraang
रास्ता	paraan
रास्ता	way
सोच	iniisip
टाटा	tata
पृष्ठभूमि	background
टन	tonne
टन	tons
दर्शनीय	dulaan
ऋतु	panahon
शाम	evening
शाम	gabi
मेडिकल	medikal
मेडिकल	medical
मार्टिन	martin
नामकरण	ipangalan
नामकरण	christening
हस्तक्षेप	panghihimasok
हस्तक्षेप	pamamagitan
किसान	magsasaka
किसान	farmer
पतन	pagguho
पतन	pagbagsak
पतन	taglagas
पतन	mahulog
स्वाभाविक	likas
स्वाभाविक	natural
स्नान	paliligo
स्नान	paliguan
स्नान	naliligo
वेग	hagibis
सफ़ेद	maputi
सफ़ेद	puti
हरे	bare
फ़ाइल	files
फ़ाइल	file
फ़ाइल	tipunan
फ़ाइल	magsampa
फ़ाइल	talaksan
फ़ाइल	file
स्वागत	welcome
पक्षियों	birds
पक्षियों	ibon
विरासत	pamana
विरासत	heritage
विरासत	legacy
विरासत	iniwang
विरासत	magmana
गोली	kuha
गोली	shot
गोली	pill
गोली	tableta
गोली	bala
विलोपन	natatanggal
एकता	unity
एकता	pagkakaisa
मतदान	pagboto
मतदान	voting
मतदान	boboto
नेपाली	nepali
नील	indigo
पृष्ठों	pahina
दुर्लभ	bihirang
दुर्लभ	bihira
उपनिषदों	upanishad
चावल	palay
चावल	rice
चावल	kanin
चावल	bigas
गहरा	madilim
गहरा	maitim
गहरा	dilim
गहरा	malalim
गहरा	deep
गहरा	darker
बारह	labindalawang
बारह	dose
पूर्ति	pagsasagawa
संकलन	compilation
खड़ी	standing
खड़ी	nakatayo
लड़की	sisiw
लड़की	girl
अपनाया	pinagtibay
हुसैन	hussain
भट्ट	pugon
सुख	ligaya
सुख	saya
सुख	kaligayahan
निहित	ipinahihiwatig
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	inuri
लॉस	los
आकर्षक	charming
सवाल	katanungan
सवाल	tanong
सवाल	katanungan
सवाल	tanong
संतुलन	balanse
यमुना	yamuna
राष्ट्रों	nations
स्क्रीन	screen
पकड़	pagkakahawak
पथ	landas
पथ	path
पथ	landas
शिक्षक	instructor
शिक्षक	guro
शिक्षक	teacher
शिक्षक	teachers
खाता	account
सहयोगी	kasamahan
सहयोगी	contributor
सहयोगी	ambag
सहयोगी	iugnay
नोट	tala
नोट	tandaan
नोट	notes
नोट	tala
नीतियों	patakaran
पेज	pahinang
पेज	pahina
पेज	page
पेज	pahina
सजा	pangungusap
सजा	punish
सजा	kaparusahan
सजा	parusa
परम	panghuli
परम	ultimate
परम	pangwakas
गिर	gir
गिर	taglagas
गिर	mahulog
अर्जित	binuhay
अर्जित	itataas
अर्जित	itinaas
अर्जित	nakataas
अर्जित	nakuha
अर्जित	kinita
अर्जित	nakuha
अमर	immortal
अमर	amar
खुला	buksan
खुला	bukas
खुला	open
चालक	driver
वास्तुकला	arkitekto
वास्तुकला	architecture
वास्तुकला	arkitektura
नकारात्मक	negatibong
नकारात्मक	negatibo
नकारात्मक	negative
अंकित	recorded
अंकित	naitala
वक्त	panahon
वक्त	oras
वक्त	time
समृद्ध	mayaman
समृद्ध	rich
समृद्ध	mayayaman
इतालवी	italian
इतालवी	italyano
निगरानी	pagmamanman
निगरानी	pagsubaybay
निगरानी	pagbabantay
राजस्व	kita
बांग्ला	bengali
बांग्ला	bangla
बहादुर	brave
बहादुर	matapang
व्यवस्थित	maisaayos
व्यवस्थित	isaayos
व्यवस्थित	ayusin
व्यवस्थित	maayos
व्यवस्थित	sistematikong
गौरव	pride
गौरव	ipinagmamalaki
गौरव	pagmamalaki
गौरव	honored
गौरव	maluwalhati
स्लैम	slam
डॉक्टर	doctors
डॉक्टर	doktor
डॉक्टर	doctor
ऑक्सीजन	oxygen
टैग	tag
टैग	tags
गणितीय	matematiko
गणितीय	matematikal
प्रदूषण	polusyon
जोड़ी	pares
सबूत	ebidensya
सबूत	katibayan
सबूत	katibayan
सबूत	patunay
सटीक	tumpak
सटीक	tama
सटीक	eksaktong
समाप्ति	pagkumpleto
समाप्ति	tapusin
समाप्ति	matatapos
समाप्ति	katapusan
समाप्ति	pagtatapos
समाप्ति	tapusin
समाप्ति	dulo
समाप्ति	pagtatapos
समाप्ति	nagtatapos
समाप्ति	ending
उल्लंघन	paglabag
उल्लंघन	paglabag
व्यापारी	negosyante
व्यापारी	businessman
व्यापारी	negosyante
व्यापारी	negosyante
पूंजी	capital
पूंजी	kabisera
पूंजी	kapital
मद्रास	madras
एजेंसी	ahensiya
एजेंसी	agency
इतिहासकार	historian
संगम	confluence
चार्ट	tsart
चार्ट	chart
चार्ट	tsart
चार्ट	charts
गरीब	mahirap
गरीब	kawawang
औषधि	medisina
औषधि	gamot
औषधि	herb
मांस	karne
प्रतिस्पर्धा	paligsahan
प्रतिस्पर्धा	kompetisyon
दत्त	datta
बिन्दु	tuldok
बिन्दु	dot
बिन्दु	puntong
बिन्दु	punto
बिन्दु	point
पराजित	natalo
पराजित	bagsak
बहु	multiple
बहु	maramihang
बहु	poly
कप्तान	captain
कप्तान	kapitan
कप्तान	kapitana
कायम	pinananatili
कायम	magtagal
जिब्राल्टर	gibraltar
खूबसूरत	ganda
खूबसूरत	maganda
संयंत्र	planta
संयंत्र	halaman
शक्तियों	kapangyarihan
अकेले	alone
अकेले	magisa
किशोर	kabataan
किशोर	tinedyer
अणु	particles
अणु	biyolohiyang
अणु	atoms
अणु	molecule
अणु	atom
भीड़	madla
भीड़	mataong
भीड़	masikip
ब्लू	blue
ब्लू	bughaw
ब्लू	asul
ब्लू	blues
रिकॉर्डिंग	pagtatala
रिकॉर्डिंग	recording
क्रेडिट	credit
क्रेडिट	credits
क्रेडिट	kredito
द्वीपसमूह	kapuluan
द्वीपसमूह	kapuluang
स्कोर	score
स्कोर	iskor
स्कोर	scores
अवशेष	residual
गुजराती	gujarati
चेतावनी	babala
चेतावनी	alerto
चेतावनी	alert
परामर्श	pagsangguni
परामर्श	pagkonsulta
परामर्श	pagsangguni
परामर्श	konsultasyon
गोत्र	angkan
गोत्र	clan
गोत्र	kapisanan
दंड	parusa
दंड	kaparusahan
दंड	parusa
हिट	hits
हिट	tumama
हिट	hit
हिट	tinamaan
प्रतिबंध	paghihigpit
प्रतिबंध	pagbabawal
पढ़ाई	aral
जैक	jack
पहाड़	bundok
बांध	dam
बांध	pantalan
बांध	pier
बांध	daungan
क्रांतिकारी	revolutionary
मठ	monasteryo
मठ	matha
आउट	lumabas
संशोधित	revised
संशोधित	iniba
संशोधित	binago
गिटार	guitar
गिटार	gitara
सहमति	pahintulot
सहमति	pumayag
लोहे	bakal
लोहे	iron
कवर	cover
कवर	pabalat
कवर	takpan
कवर	sumasakop
कवर	sinasakop
भय	takot
अस्थायी	pansamantala
अस्थायी	probisyonal
अस्थायी	temp
कमल	lotus
कमल	kamal
नागरिकों	mamamayan
नागरिकों	sibilyan
प्रमाणित	sertipikadong
प्रमाणित	certified
एसिड	acid
एसिड	asido
बुक	book
बुक	libro
बुक	aklat
तीव्रता	intensity
अंगों	organo
अंगों	organs
हथियार	sandata
हथियार	armas
हथियार	sandata
माप	sukatin
माप	masukat
माप	pagsukat
थॉमस	thomas
कानपुर	kanpur
एडवर्ड	edward
कागज	papel
चुनौती	hamunin
चुनौती	challenge
चुनौती	hamon
ओलम्पिक	olimpiko
ओलम्पिक	olympic
वसा	fats
वसा	taba
वसा	mataba
पाता	nahahanap
पाता	humanap
कमजोर	mahina
नजर	mata
असर	effect
असर	epekto
रीति	rite
सीधा	straight
सीधा	tuwid
सीधा	diretso
सीधा	direktang
सीधा	direct
सीधा	direkta
भाषण	speech
भाषण	pananalita
भाषण	talumpati
भाषण	pagsasalita
सृष्टि	paglikha
सृष्टि	paggawa
सृष्टि	creation
ग्रीन	berdeng
ग्रीन	green
ग्रीन	berde
नामित	pinangalanang
नामित	pinangalanan
नामित	nagngangalang
स्वस्थ	healthy
स्वस्थ	malulusog
स्वस्थ	malusog
भागीदारी	partnership
भागीदारी	paglahok
उद्योगों	entrepreneur
उद्योगों	negosyante
स्टॉक	sapi
स्टॉक	stock
मर	patay
यात्रियों	pasahero
गहरी	malalim
गहरी	deep
लिंक्स	links
लिंक्स	musang
लिंक्स	lynx
विस्फोट	pagsabog
जावा	java
नक्शा	mapa
हॉकी	hockey
सोडियम	sodium
बिल्कुल	absolutely
बिल्कुल	pasubali
घास	lawn
घास	damuhan
घास	damo
भक्त	deboto
पाये	natagpuan
पाये	nahanap
पाये	nakita
पाये	nakahanap
नामांकित	nominees
नामांकित	enroll
कथन	pahayag
कथन	pahayag
भरे	napuno
ज्वालामुखी	bulkan
बैंकों	pampang
बैंकों	bangko
सुल्तान	sultan
सिविल	civil
सिविल	sibil
शेर	lions
शेर	leon
हनुमान	hanuman
प्रतिदिन	daily
बैंकिंग	pagbabangko
असामान्य	abnormal
कमरे	kuwarto
कमरे	kwarto
कमरे	silid
कमरे	kuwarto
कमरे	kwarto
मंत्र	mantra
स्वाद	lasa
स्वाद	lasa
चित्रकार	painters
चित्रकार	pintor
विद्यार्थी	estudyante
विद्यार्थी	studyante
विद्यार्थी	student
विद्यार्थी	estudyante
पेय	inumin
पेय	inumin
पेय	uminom
पेय	inumin
पेय	umiinom
अनुक्रम	order
अनुक्रम	sequence
चक	chuck
पत्रकारिता	pamamahayag
सूचीबद्ध	nakalista
सूचीबद्ध	inilista
माध्यमिक	pangalawang
खगोलीय	astronomical
गौतम	gautama
लक्ष्मी	lakshmi
तार	wire
तार	kawad
तार	wire
तार	string
तार	strings
पृथक	natatanging
पृथक	isolated
पृथक	hiwalay
ओम	ohm
अचानक	biglang
अचानक	bigla
अचानक	biglaang
अचानक	sudden
डर	takot
डर	natatakot
करियर	career
करियर	karera
शुक्र	venus
जानवर	beast
जानवर	hayop
जानवर	animal
जानवर	hayop
आना	ana
चेहरे	xa
चेहरे	pangmukha
चेहरे	facial
चेहरे	mukha
अंग्रेज	tagalog
अंग्रेज	ingles
चरम	grabe
चरम	grave
केन्द्रित	centered
केन्द्रित	nakatuon
केन्द्रित	nakatutok
कर्ण	karna
निर्यात	exports
निर्यात	export
भूकंप	lumindol
भूकंप	lindol
भूकंप	paglindol
भूकंप	quake
भूकंप	lindol
भूकंप	paglindol
स्मिथ	smith
दायित्व	obligasyon
गाड़ी	kotse
गाड़ी	sasakyan
उड़ीसा	orissa
हिंसा	karahasan
भर्ती	pangangalap
भर्ती	recruiting
भर्ती	recruit
स्तंभ	hanay
स्तंभ	haligi
स्तंभ	haligi
कार्यकाल	oras
कार्यकाल	tenure
नहर	canal
ताल	matalo
ताल	taal
आजादी	kalayaan
बोध	perception
मलेशिया	malaysia
अंडे	itlog
बनाम	versus
जीवनी	talambuhay
मजबूर	pinilit
मजबूर	sapilitang
अधिग्रहण	pagkuha
गुफा	cave
गुफा	kuweba
साहब	sir
महाकाव्य	epic
महाकाव्य	epiko
परिणामों	resulta
प्लास्टिक	plastik
प्लास्टिक	plastic
प्रकरण	episode
मानकों	pamantayan
मुनि	muni
ब्रह्मा	brahma
वयस्क	adult
वयस्क	mature
ब्लॉक	blocks
ब्लॉक	harangin
ब्लॉक	harang
ब्लॉक	block
प्लेट	plate
प्लेट	plato
मुसलमान	muslim
सम्पादन	editing
संगठित	maayos
भव्य	magnificent
प्रचलन	vogue
समन्वय	ordination
समन्वय	koordinasyon
स्वीकृति	acceptance
स्वीकृति	pagtanggap
स्वीकृति	swat
स्वीकृति	apruba
स्वीकृति	pagpayag
स्वीकृति	approval
स्वीकृति	aprubahan
पीने	inuman
पीने	inom
असली	real
असली	orihinal
पैसे	pera
पैसे	salapi
उद्यम	pagnenegosyo
उद्यम	enterprise
शुष्क	tuyo
शुष्क	tuyong
मेट्रो	kalakhang
मेट्रो	metro
गर्मियों	summer
प्रकाशक	publisher
स्वीडन	sweden
स्वीडन	suwesya
गाय	baka
प्रशांत	pasipiko
प्रशांत	pacific
खाली	blangko
खाली	blank
वर्तनी	pagbaybay
वर्तनी	baybay
वर्तनी	spell
किसानों	magsasaka
प्रतिष्ठा	prestige
प्रतिष्ठा	reputasyon
हार्ट	hart
चाय	tsaa
चाय	tsa
छत	kisame
छत	rooftop
छत	bubong
अनुमानित	tinatantiyang
अनुमानित	tinatayang
होली	holly
गिरफ्तार	arrest
गिरफ्तार	naaresto
गिरफ्तार	arestado
गिरफ्तार	inaresto
मारा	mara
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	volume
आवाज़	boses
चाल	trick
चाल	gumalaw
चाल	move
चाल	ilipat
चाल	galawin
चाल	moves
चाल	gumagalaw
गीता	gita
कोलंबिया	columbia
कोलंबिया	colombia
देशी	vernacular
देशी	katutubo
देशी	katutubong
प्रायद्वीप	tangway
नक्षत्र	konstelasyon
मौखिक	bibig
मौखिक	pandiwang
रथ	chariot
चलाया	naisakatuparan
गर्भ	sinapupunan
रहें	mananatiling
रहें	manatili
रहें	manatiling
रहें	stay
ध्रुव	pole
ध्रुव	poste
विनिमय	palitan
विनिमय	palit
भोपाल	bhopal
बहस	debate
कथित	umano
ड्राइव	magmaneho
ड्राइव	drive
ड्राइव	itaboy
कोर	koro
कोर	ubod
कोर	core
नियुक्ति	appointment
नियुक्ति	trabaho
नियुक्ति	magtrabaho
बहती	daloy
बहती	umaagos
बहती	lumilitaw
बहती	agos
बहती	umaagos
विटामिन	bitamina
विटामिन	bitamina
विटामिन	vitamin
खून	blood
खून	dugo
एड्स	aids
बाग	hardin
बर्मा	burma
डच	olandes
डच	dutch
चौथी	ikaapat
चौथी	fourth
वंशज	descendant
गठबंधन	alyansa
उम्मीदवार	candidates
उम्मीदवार	kandidato
उम्मीदवार	candidate
बिलकुल	absolutely
बिलकुल	pasubali
ग्रहों	planeta
ग्रहों	planets
रूपांतरण	conversion
रूपांतरण	transform
भ्रष्टाचार	corruption
सलाहकार	anunsyo
सलाहकार	consultant
सलाहकार	tagapayo
जनजाति	tribo
पठार	plateau
कन्नड़	kannada
सीता	sita
चलचित्र	pelikula
चलचित्र	sine
चलचित्र	movie
नोकिया	nokia
बहुमत	majority
बहुमत	karamihan
बहुमत	nakararami
चमक	shine
चमक	kumikinang
हिल	burol
नैदानिक	clinical
अद्भुत	amazing
एकत्रित	tinipon
एकत्रित	tipunin
एकत्रित	magtipon
इकाइयों	units
इकाइयों	yunit
तोड़	smash
शाखाओं	sanga
शाखाओं	sangay
दशकों	dekada
खतरे	banta
खतरे	panganib
खतरे	danger
हमारा	ating
हमारा	aming
पाल	paul
पाल	pablo
पाल	pal
निर्दिष्ट	tinukoy
जोड़े	couples
निर्माताओं	tagagawa
बजट	badyet
बजट	budget
मौका	pagkakataon
मौका	chance
समर्थक	tagasuporta
समर्थक	supporters
समर्थक	tagasuporta
पॉप	pop
खबर	balita
खबर	news
मासिक	monthly
मासिक	buwanang
कणों	particles
प्रबल	prevail
प्रबल	dominant
प्रबल	nangingibabaw
आलोचकों	critics
तकनीकों	pamamaraan
विभक्त	hinati
विभक्त	nahahati
उत्तराधिकारी	tagapagmana
उत्तराधिकारी	descendant
एयरलाइंस	airlines
श्रीमती	ginang
श्रीमती	misis
अवैध	buhong
गण	gana
जीवाणु	bacteria
हाँ	oo
हाँ	opo
हाँ	yeah
राजीव	rajiv
शिकागो	chicago
विकी	wiki
इंग्लैण्ड	inglatera
इंग्लैण्ड	england
गुरू	guru
