של	шел
מראה	огледалото
מראה	огледалце
מראה	огледало
ניצחון	победа
ניצחון	триумф
עריכה	редактиране
עריכה	редактиране
עריכה	монтаж
משמעותי	смислен
משמעותי	смислено
משמעותי	значителен
משמעותי	значително
משמעותי	значителни
משמעותי	значим
משמעותי	значителна
כזו	такава
כזו	такива
כזו	такова
כזו	такъв
עין	окото
עין	око
עין	ein
עשה	направена
עשה	направено
עשה	направен
עשה	направени
תחום	владение
תחום	домейн
נוער	младежта
נוער	младост
נוער	младеж
נוער	младостта
נוער	младежи
נוער	тийн
נוער	тинейджър
נוער	тийнейджър
נוער	тийнейджъри
נוער	тинейджъри
נוער	тийнейджъри
נוער	тинейджъри
סגן	лейтенант
סגן	заместник
ין	ин
ין	йени
ין	йен
המקור	произход
המקור	източник
המכון	институт
המכון	института
שלטון	шелтън
המשך	продължи
גל	гал
גל	вълната
גל	вълна
צעיר	млада
צעיר	младо
צעיר	млади
צעיר	йънг
צעיר	млад
רוח	дух
רוח	вятърна
רוח	вятър
רוח	вятъра
הודו	турция
הודו	пуйка
הודו	индия
הידוע	позната
הידוע	известни
הידוע	познат
הידוע	известна
הידוע	известен
לעולם	никога
הצבעה	гласувайте
הצבעה	вот
הצבעה	гласуване
הצבעה	гласуването
הצבעה	гласуване
גישה	достъп
גישה	нагласа
גישה	отношение
גישה	поведение
גישה	подход
מועדון	club
מועדון	клуб
מועדון	клубът
נמל	пристанище
נמל	пристанището
נמל	порт
חוזה	договор
פרויקט	проект
פרויקט	проектът
פרויקט	проекта
מינים	видове
מינים	вид
אוסף	съставяне
אוסף	компилация
אוסף	събиране
אוסף	колекция
צבע	цветове
צבע	цвят
צבע	цветен
צבע	цветно
צבע	боя
צבע	бои
צבע	боядисване
צבע	цветна
צבע	цветове
צבע	цвят
צבע	цветен
צבע	цветно
ברלין	берлин
גדל	расте
גדל	отглеждане
גדל	пораснал
גדל	отглеждани
גדל	пораснала
גדל	пораснали
גדל	пораснало
גדל	повишена
גדל	увеличена
גדל	увеличен
גדל	повишен
תוצאה	следствие
תוצאה	последица
תוצאה	последици
תוצאה	последствия
תוצאה	последствие
תוצאה	резултат
תוצאה	резултата
מראש	аванс
מראש	предварително
הצפון	северно
הצפון	север
הצפון	северна
נמוך	долно
נמוך	ниско
נמוך	ниски
נמוך	нисък
נמוך	ниска
סיטי	град
סיטי	градът
סיטי	сити
סיטי	city
מוצא	намира
תיאור	описание
כתבה	статия
כתבה	член
כתבה	написал
כתבה	написа
דברי	говори
דברי	поговорим
דברי	говори
עובדים	работниците
עובדים	работници
עובדים	служителите
עובדים	служители
בצורת	сушата
בצורת	суша
בצורת	оформени
גמר	финал
גמר	краен
גמר	окончателно
גמר	финали
גמר	финалите
גמר	изпити
רצח	убийства
רצח	убийство
רצח	убийства
רצח	убийство
מטוס	самолет
מטוס	самолет
מטוס	равнина
מטוס	вс
מטוס	самолети
מטוס	самолет
מלחמות	войните
מלחמות	войни
לחץ	напрежение
לחץ	натиск
לחץ	налягане
לחץ	стрес
לחץ	стресът
לחץ	щракване
לחץ	кликнете
לחץ	клик
לחץ	щрак
עיריית	община
אמו	ипс
אמו	amo
ניסה	ниса
ניסה	ниса
הוחלט	решено
גרמני	германец
גרמני	германски
גרמני	немски
גרמני	немска
גרמני	германска
שלב	фаза
שלב	етап
שלב	стъпало
שלב	стъпка
שלב	крачка
שלב	стадий
שלב	сцена
שלב	етап
שלב	сцената
רוק	слюнка
רוק	слюнката
רוק	скала
רוק	rock
רוק	рок
רוק	скали
רוק	камък
המקדש	темпъл
המקדש	храмът
המקדש	храм
מצפון	съвестта
מצפון	съвест
עזה	газа
יהושע	джошуа
הנהר	ривър
הנהר	река
הנהר	реката
המונח	срок
המונח	термин
המונח	мандат
לבנות	изграждане
לבנות	построи
אמיר	емир
אמיר	амир
צד	страна
צד	страничен
צד	страни
הועבר	преместени
הועבר	преместен
הועבר	преместена
הועבר	прехвърлен
הועבר	прехвърлено
הועבר	прехвърлени
הועבר	преместен
הועבר	прехвърлена
הוביל	led
הוביל	доведе
עושה	правейки
מעלה	качване
מעלה	качвам
אוגוסט	август
אוגוסט	аугуст
רשות	авторитет
רשות	орган
רשות	правомощия
רשות	позволение
רשות	разрешение
שאלה	въпрос
מטוסים	самолети
מטוסים	самолети
רכבת	железници
רכבת	железница
רכבת	железопътен
רכבת	влака
רכבת	влакът
רכבת	влак
רכבת	железница
ישנה	старо
ישנה	стари
ישנה	стар
ישנה	стара
ישנה	спане
ישנה	спим
ישנה	спи
פרסי	пърси
פרסי	персийски
רחב	широко
רחב	широки
רחב	широк
רחב	широка
רחב	широки
רחב	широка
נהרגו	убита
נהרגו	убити
נהרגו	убит
קנדה	канада
אות	сигнал
אות	писмо
אות	буква
מפעל	фабрика
מפעל	завод
מפעל	фабриката
הרכב	автомобил
הרכב	кола
הרכב	колата
הרכב	автомобил
הרכב	возило
האל	хал
שנערך	проведен
שנערך	проведени
שנערך	проведена
שנערך	проведено
הוציא	издадена
הוציא	издаден
הוציא	емитирани
הוציא	издадени
הוציא	издадено
רשימה	списък
פריז	парис
פריז	париж
ספינות	корабите
ספינות	кораби
הדרומי	южен
הדרומי	южни
הדרומי	южна
עובר	местене
עובר	преместване
עובר	преминаване
עובר	зародиш
עובר	пропуски
עובר	проходи
עובר	преминава
עובר	минава
כביש	магистрала
כביש	магистралата
כביש	пътят
כביש	път
כביש	road
כביש	пътя
גשר	мостик
גשר	мост
גשר	бридж
גשר	шини
גשר	скоби
דני	дани
דני	дани
אחוז	проценти
אחוז	процент
חלקי	частична
חלקי	частични
חלקי	частичен
חלקי	частично
חלקי	частично
חלקי	отчасти
מייקל	майкъл
עמוד	страница
עמוד	страницата
עמוד	page
הדף	страница
הדף	страницата
הדף	page
גרמנים	германец
גרמנים	германски
גרמנים	немски
גרמנים	немска
גרמנים	германска
גרמנים	германци
גרמנים	немци
גרמנים	германците
מתאר	описва
מתאר	описва
מתאר	описвам
מתאר	очертае
האיחוד	профсъюз
האיחוד	съюз
האיחוד	съюза
האיחוד	юниън
האיחוד	събиране
רומא	рим
רומא	рома
רומא	ромите
רומא	ромски
רומא	роми
לחלק	разпределяне
לחלק	разпространение
לחלק	разделение
לחלק	раздели
לחלק	разделяй
לחלק	разделяне
פרטים	детайли
פרטים	подробности
זיכרון	спомен
זיכרון	памет
זיכרון	спомени
מבלי	без
מורשת	завет
מורשת	наследство
מורשת	наследство
סופרים	писатели
סופרים	писателите
סופרים	сценаристи
סופרים	авторите
סופרים	автори
עוסק	сгодени
עוסק	ангажирани
עוסק	сгоден
עוסק	сгодена
גרם	грам
גרם	грама
הקודם	предишна
הקודם	предишни
הקודם	предишен
הקודם	предишно
לציין	отбелязвайки
לציין	посочете
לציין	уточни
אישה	жената
אישה	жена
אישה	жена
אישה	съпруга
אישה	съпругата
דב	деб
דב	дов
דב	дев
מחשב	компютър
מחשב	компютъра
נקבע	решително
נקבע	определени
נקבע	решителна
נקבע	решени
נקבע	решителен
נקבע	решено
לימודי	изследвания
לימודי	проучвания
האינטרנט	интернет
רדיו	radio
רדיו	радиото
רדיו	радио
הדרום	южно
הדרום	южен
הדרום	юг
הדרום	южна
תנאי	термини
תנאי	условия
תנאי	състояния
תנאי	условията
תנאי	условия
תנאי	състояние
תנאי	състоянието
תנאי	условие
תומאס	томас
תומאס	тома
שרה	сара
שרה	сара
מציע	предлагане
מציע	предполагат
מציע	предполага
מסלול	коловоз
מסלול	писта
מסלול	пистата
מסלול	курс
מסלול	орбита
מסלול	орбитата
יוון	гърция
שפות	езиците
שפות	езици
שידור	излъчване
שידור	трансмисия
שידור	предаване
שידור	пренос
שידור	излъчване
שידור	излъчването
תקווה	надеждата
תקווה	хоуп
תקווה	надежда
אב	баща
אב	татко
גורמים	фактори
גורמים	коефициенти
צילום	фотографията
צילום	фотография
סימן	табела
סימן	знак
סגנון	стил
סדרות	комплекти
סדרות	залязва
סדרות	определя
יוצר	генериране
יוצר	създател
יוצר	произведени
יוצר	произведена
יוצר	произведен
יוצר	произведено
יוצר	създава
בנות	дами
בנות	дамски
בנות	момичетата
בנות	момичета
בנות	девойки
נמצאו	намерено
נמצאו	намерени
נמצאו	открит
נמצאו	намерена
נמצאו	намерен
כתוב	пиши
כתוב	напишете
כתוב	пишете
כתוב	писмено
כתוב	написана
כתוב	написано
כתוב	писмен
כתוב	писмена
פרטי	частни
פרטי	частно
פרטי	редник
פרטי	частна
פרטי	личен
פרטי	частен
המוזיאון	музей
מהירות	скорост
מהירות	бързина
מהירות	спийд
לאפשר	позволете
לאפשר	позволи
מאמר	статия
מאמר	член
שלנו	нашият
שלנו	наша
שלנו	нашия
שלנו	нашата
שלנו	нашите
שלנו	наша
שלנו	наше
שלנו	наши
שלנו	нашата
שלנו	нашите
לימוד	преподаването
לימוד	преподаване
לימוד	учене
לימוד	учи
לימוד	проучване
לימוד	изучаване
לימוד	изследване
לימוד	учене
קצין	офицер
קצין	полицай
השתתפו	присъстваха
השתתפו	участвали
השתתפו	участвала
השתתפו	участваха
מגלה	разкрива
מגלה	открива
פוליטית	политически
פוליטית	политическа
פוליטית	политически
פוליטית	политическо
גידול	тумор
גידול	тумор
מורכב	комплекс
מורכב	комплексно
מורכב	сложни
מורכב	сложна
מורכב	сложен
מורכב	сложно
מורכב	сложни
מורכב	сложна
קיסר	императорът
קיסר	император
קיסר	императора
קיסר	цезар
מרץ	март
רכב	автомобил
רכב	кола
רכב	колата
רכב	автомобил
רכב	автомобил
רכב	возило
פרש	пенсиониран
פרש	пенсионер
פרש	конник
פרש	конника
משמעותית	смислен
משמעותית	смислено
משמעותית	значително
משמעותית	значителен
משמעותית	значително
משמעותית	значителни
משמעותית	значим
משמעותית	значителна
קבלת	получаване
קבלת	получаващи
קבלת	приемане
איתן	ейтан
איתן	итън
אמצעי	мерките
אמצעי	мерки
אמצעי	означава
קילומטרים	майлс
קילומטרים	мили
קילומטרים	километри
קילומטרים	километра
קילומטרים	километри
ראוי	заслужават
ראוי	подходящ
ראוי	подходяща
ראוי	уместно
ראוי	подходящи
ראוי	подходящо
ראוי	достойно
ראוי	достойна
ראוי	достоен
ראוי	достойни
התפתחות	развитие
התפתחות	разработване
התפתחות	разработка
ביצוע	извършване
ביצוע	изпълнение
ביצוע	ефективност
ביצוע	изпълняване
ביצוע	екзекутират
ביצוע	екзекуция
ביצוע	изпълнение
ביצוע	правене
גנרל	обща
גנרל	общи
גנרל	генерал
הביא	доведен
הביא	доведе
הביא	доведени
ניצח	уон
ניצח	спечели
לואיס	люис
לואיס	луис
לואיס	louis
לואיס	луи
לואיס	луис
משפחות	фамилии
משפחות	семейства
סיבה	причина
נחל	крийк
נחל	поток
ידועה	позната
ידועה	известни
ידועה	познат
ידועה	известна
ידועה	известен
גודל	размери
גודל	големина
גודל	размер
ספק	доставчик
ספק	съмнението
ספק	съмнения
ספק	съмнение
ספק	доставчик
פרט	подробност
פרט	детайл
המספר	брой
המספר	число
המספר	номер
הרביעית	четвърта
הרביעית	четвърто
הרביעית	четвърти
סנט	цента
סנט	цент
נושאים	теми
נושאים	темите
נושאים	теми
נושאים	темите
נושאים	субекти
נושאים	поданици
נושאים	теми
נושאים	обекти
נושאים	въпроси
נושאים	проблеми
תמיכה	подпомагане
תמיכה	подкрепа
תמיכה	поддръжка
תמיכה	подкрепен
תמיכה	подкрепи
תמיכה	подкрепена
תמיכה	поддържани
תמיכה	подкрепено
רומניה	румъния
רומניה	румънски
רומניה	румънска
רומניה	румъния
זהה	идентични
זהה	идентичен
זהה	идентична
זהה	еднакви
זהה	идентифицира
זהה	идентифициране
כתבי	пиши
כתבי	напишете
כתבי	пишете
גדוד	полк
גדוד	полка
גדוד	батальона
גדוד	батальон
אמור	кажи
אלון	алон
אלון	дъб
אלון	оук
להשיג	постигнете
להשיג	постигне
מדע	науката
מדע	наука
הסביבה	среда
בצד	настрани
בצד	настрана
אפריל	ейприл
אפריל	април
חום	кафяв
חום	кафяви
חום	браун
חום	кафява
חום	кафяво
חום	горещина
חום	жега
חום	топлина
חום	треска
חום	температура
חום	топлина
בטוח	безопасно
בטוח	безопасен
בטוח	сейф
מעורב	смесен
מעורב	смесени
מעורב	смесено
מעורב	смесена
מעורב	замесена
מעורב	замесен
וידאו	запис
וידאו	видеоклип
וידאו	видео
חוזר	повторение
נפוץ	обща
נפוץ	общ
נפוץ	общи
נפוץ	чести
יאיר	яир
יסוד	елемент
מתחיל	започва
מתחיל	започване
מתחיל	започва
היצירה	създаване
היצירה	създаването
ואחרים	другите
ואחרים	други
צעירים	млада
צעירים	младо
צעירים	млади
צעירים	йънг
צעירים	млад
צעירים	младежи
שיתוף	споделянето
שיתוף	споделяне
שיתוף	сподели
שיתוף	споделете
שיתוף	споделяне
שיתוף	дял
מגדל	кула
מגדל	tower
מגדל	кулата
מגדל	тауър
הונגריה	унгария
מסכים	съгласна
מסכים	договорено
מסכים	съгласен
מסכים	съгласна
מסכים	съгласен
הסיבה	причина
שש	шестима
שש	шест
אריאל	ариел
פרשת	пенсиониран
פרשת	пенсионер
בולטים	виден
כיבוש	завоевания
כיבוש	завоевание
כיבוש	професия
כיבוש	окупация
מכיל	съдържа
תוכן	съдържание
תוכן	съдържание
אורח	посетител
אורח	гост
אורח	гостенка
שבועות	седмици
קטנות	малка
קטנות	малки
קטנות	малък
קטנות	дребен
בריטים	британско
בריטים	британци
בריטים	британска
בריטים	британец
בריטים	британски
פרנק	франк
מקבל	приема
מקבל	приемане
מקבל	получаване
מקבל	получаващи
האגודה	сдружение
האגודה	асоциация
האגודה	асоцииране
התבנית	шаблон
אליהו	илия
אליהו	илайджа
דרכים	пътища
דרכים	начини
פרסום	публикация
פרסום	публикуване
פרסום	post
פרסום	публикация
פרסום	публикуване
פרסום	пост
פרסום	рекламен
פרסום	реклами
פרסום	реклама
פרסום	публикуване
פרסום	издателство
פעל	действал
דצמבר	декември
אהבה	обич
אהבה	любов
אהבה	любовта
אהבה	обичам
השישי	шесто
השישי	шести
השישי	шеста
עסקים	бизнес
אדוארד	едуард
אוסקר	оскар
מדליית	медал
לשיר	пей
לשיר	пея
שבוע	седмицата
שבוע	седмица
הפרלמנט	парламента
הפרלמנט	парламентът
הפרלמנט	парламент
פועלים	работниците
פועלים	работници
כעת	сега
מדוע	защо
סיני	синай
סיני	китайци
סיני	китайска
סיני	китайско
סיני	китайски
סיני	китаец
שותף	съдружник
שותף	партньор
שותף	сътрудник
שותף	съдружник
רעיון	идея
השחור	черни
השחור	черно
השחור	черна
השחור	черен
אנרגיה	енергия
אנרגיה	energy
אנרגיה	енергетика
צרפתי	френско
צרפתי	французи
צרפתי	френска
צרפתי	френски
צרפתי	французин
שלישית	трето
שלישית	трети
שלישית	трета
שלישית	трето
הרשות	авторитет
הרשות	орган
הרשות	правомощия
קיימות	устойчивост
קיימות	съществуват
קיימות	съществуващо
קיימות	съществуващ
קיימות	съществуващи
קיימות	съществуваща
פיקוד	командване
פיקוד	команда
פיקוד	командата
מרטין	мартин
מרטין	martin
יכולות	способности
יכולות	способности
מדבר	говорене
מדבר	пустиня
מדבר	пустинята
מדבר	говорейки
אמריקאית	американска
אמריקאית	американско
אמריקאית	американски
אמריקאית	американец
יין	ин
יין	вина
יין	виното
יין	вино
אחראי	отговорни
אחראי	отговорно
אחראי	отговорен
אחראי	отговорна
אהרן	аарон
אהרן	арон
אהרן	аарън
אהרן	арън
מגוון	разнообразие
מגוון	сорт
מגוון	разновидност
מוסקבה	москва
הולנד	нидерландия
הולנד	нидерландски
הולנד	холандия
הולנד	холандия
הולנד	холанд
הרוח	вятърна
הרוח	вятър
הרוח	вятъра
מחקרים	изследвания
מחקרים	проучвания
עוזי	узи
מתאים	припадъци
מתאים	пасва
מתאים	съвпада
מתאים	подходящ
מתאים	подходяща
מתאים	уместно
מתאים	подходящи
מתאים	подходящо
מתאים	подходящ
מתאים	подходяща
מתאים	подходящи
מתאים	подходящо
ברזיל	бразилия
אישית	лично
אישית	личен
אישית	лична
אישית	лични
אישית	персонален
אישית	лично
הארי	хари
נקודת	точка
יחס	нагласа
יחס	отношение
יחס	поведение
יחס	съотношение
יחס	коефициент
מבוסס	установен
מבוסס	установена
מבוסס	установени
מבוסס	установено
מבוסס	базирана
ניהול	управляващи
ניהול	управляващ
ניהול	мениджмънт
ניהול	управление
עיצוב	проектиране
עיצוב	дизайн
המהפכה	революция
עודד	насърчавани
קיבוץ	кибуц
קיבוץ	групиране
יצר	създадени
יצר	създадено
יצר	създадена
יצר	създаде
יצר	създаден
שישה	шестима
שישה	шест
קצרה	кратко
קצרה	къса
קצרה	кратка
קצרה	късо
קצרה	кратък
נשוי	женени
נשוי	женена
נשוי	омъжена
נשוי	женен
קליפורניה	калифорния
קליפורניה	калифорнийски
משתנה	променлива
משתנה	променливи
משתנה	променливо
משתנה	променлив
משתנה	промени
משתנה	промените
משתנה	изменения
איזה	което
איזה	която
נשאר	оставам
נשאר	остава
ציור	рисуване
ציור	живопис
ציור	картина
ציור	боядисване
ציור	рисуване
ציור	рисунка
צריכה	необходимост
צריכה	нужда
צריכה	потребност
נמוכה	долно
נמוכה	ниско
נמוכה	ниски
נמוכה	нисък
נמוכה	ниска
מוסדות	институциите
מוסדות	институции
ברוך	благословено
ברוך	благословен
ברוך	благословена
ברוך	благословени
ברוך	барух
קומיקס	комикс
קומיקס	комикси
קומיקס	комик
קומיקס	комикс
קומיקס	комикси
מיוחדת	специална
מיוחדת	специално
מיוחדת	специални
מיוחדת	специален
סיפורים	истории
סיפורים	приказки
סיפורים	разкази
סיפורים	истории
סיפורים	разкази
תום	том
להגן	защита
להגן	защити
חוף	beach
חוף	плажът
חוף	плаж
חוף	бряг
חוף	плажа
טבע	удави
טבע	естество
טבע	природа
טבע	природата
גבול	лимит
גבול	граница
גבול	ограничаване
גבול	ограничение
גבול	границата
גבול	граница
גבול	гранична
התנגדות	възражение
התנגדות	съпротива
התנגדות	резистентност
התנגדות	устойчивост
התנגדות	съпротивление
התנגדות	възражение
התנגדות	опозиция
התנגדות	противопоставяне
התנגדות	опозицията
קרל	карл
קרל	карл
מקרים	случаи
חברתית	социално
חברתית	социално
חברתית	социален
חברתית	социални
חברתית	социална
אתרים	сайтове
אתרים	сайтове
אתרים	уебсайтове
לילה	лейла
לילה	вечер
לילה	нощ
לילה	нощта
לחימה	борба
יחסים	връзки
יחסים	взаимоотношения
יחסים	връзките
יחסים	отношения
יחסים	взаимоотношения
יחסים	отношения
יחסים	връзка
יחסים	взаимоотношения
יחסים	отношения
אדמה	почви
אדמה	почва
אדמה	земи
אדמה	земя
אדמה	земно
אדמה	земята
אדמה	земен
אדמה	земя
שלישי	вторник
שלישי	трети
שלישי	трета
שלישי	трето
כבד	тежка
כבד	тежки
כבד	тежък
כבד	тежко
כבד	дроб
אלן	алън
אלן	елен
אלן	елън
אלן	алън
אלן	алън
אלן	алан
מורה	учителка
מורה	учител
שניים	двама
שניים	две
דוגמאות	примери
בוגרי	завършилите
בוגרי	завършили
נהרג	убита
נהרג	убити
נהרג	убит
אליעזר	елиезер
למחוק	изтриване
למחוק	изтриете
למחוק	изтрий
מפתח	ключ
מפתח	ключа
מפתח	ключът
מפתח	разработка
מפתח	предприемач
מתן	даване
מתן	матан
מתן	предоставяне
נחשבת	разглеждания
נחשבת	разглеждан
מלאה	пълна
מלאה	пълни
מלאה	пълен
מלאה	пълно
להשתתף	участие
להשתתף	участват
עמדה	позиция
עמדה	положение
עמדה	длъжност
השלום	мир
אמנים	творци
אמנים	художници
אמנים	изпълнители
אמנים	артисти
זילנד	зеландия
מילה	дума
ישו	христос
ישו	исус
מפעיל	оператор
מפעיל	ангажиране
מפעיל	тичане
מפעיל	бягане
מפעיל	активиране
לקחת	вземете
לקחת	вземи
הגישה	достъп
ילד	момче
ילד	момченце
ילד	хлапе
ילד	дете
ילד	дете
סוריה	сирия
ענף	бранч
ענף	клон
ענף	клонче
ענף	клонка
כדורגלן	футболист
מוסד	институт
מוסד	института
מוסד	учреждение
מוסד	установяване
מוסד	институция
מוסד	мосад
גילה	открит
גילה	открита
גילה	открити
הערים	градове
הערים	градовете
מאחורי	зад
עצם	кокал
עצם	кост
עצם	кости
נישא	женени
נישא	женена
נישא	омъжена
נישא	женен
פיטר	петър
פיטר	питър
פיטר	петер
מריה	мария
לים	лим
טבעי	натурални
טבעי	естествени
טבעי	естествена
טבעי	естествен
קולות	гласове
קולות	вот
קולות	гласове
ההר	планински
ההר	планина
ההר	планината
הנסיך	княз
הנסיך	принц
הנסיך	принс
הנסיך	принцът
תא	килия
תא	клетка
נפתח	отваря
ישירות	преки
ישירות	директна
ישירות	директно
ישירות	пряко
ישירות	директен
ישירות	директно
ישירות	пряко
לשלב	съчетават
לואי	louis
לואי	луи
לואי	луис
לואי	луи
המשיכה	продължение
המשיכה	продължаване
המשיכה	продължи
המשיכה	продължил
ניכר	значителна
ניכר	съществени
ניכר	значително
ניכר	значителни
ניכר	съществено
ניכר	значителен
ניכר	значителни
ניכר	очевидна
פורסם	публикувани
פורסם	публикуван
פורסם	публикувана
פורסם	публикувано
פורסם	публикуван
פורסם	публикувано
שבט	кланът
שבט	клан
שבט	клана
שבט	племето
שבט	племе
שבט	племенен
שבט	племенния
מנהיג	лидер
מנהיג	водач
דייוויד	дейвид
דייוויד	давид
דוקטור	лекар
דוקטור	докторе
מטה	долу
מטה	надолу
מטה	мета
מטה	седалище
מטה	щаб
מטה	щаба
מטה	централа
משך	времетраене
משך	продължителност
לפתוח	отворено
לפתוח	отвори
לפתוח	отваряне
שיטות	методи
התחרות	конкурс
התחרות	състезание
שליטה	контролиране
שליטה	контрол
שליטה	господство
שליטה	надмощие
מושג	понятие
מושג	концепция
מושג	идея
נוסדה	основана
נוסדה	основано
נוסדה	основан
מידי	миди
מידי	midi
האו	хоу
האו	хау
שניהם	двете
מצליח	успешна
מצליח	успешни
מצליח	успешен
מצליח	успешно
צורת	формата
צורת	форма
צורת	формуляр
צורת	форма
חומרים	материалите
חומרים	материали
סביר	вероятна
סביר	разумна
סביר	разумно
סביר	разумни
סביר	разумен
קריירה	кариера
קריירה	кариери
קריירה	кариера
המלכה	кралицата
המלכה	царица
המלכה	кралица
מר	мер
ניתוח	хирургия
ניתוח	операция
ניתוח	анализиране
ניתוח	анализи
ניתוח	анализ
מידה	мярка
מידה	размери
מידה	големина
מידה	размер
כרך	обем
קשת	арк
קשת	дъга
קשת	арка
אוניות	корабите
אוניות	кораби
השיטה	метод
שחקנית	актриса
שחקנית	актриси
שחקנית	актрисата
המנדט	мандат
פועל	работник
פועל	глагол
פועל	работи
פועל	произведения
הצטרפו	присъединяване
ציבור	публично
ציבור	публични
ציבור	публична
ציבור	обществено
ציבור	публичен
ציבור	обществени
חגי	почивки
חגי	празници
היטלר	хитлер
עצמי	селф
פגיעה	влияние
פגיעה	сблъсък
פגיעה	въздействие
פגיעה	удар
פגיעה	уязвими
פגיעה	уязвимо
פגיעה	уязвима
פגיעה	уязвим
שאול	шаул
שאול	саул
שאול	сол
לעיל	над
לעיל	отгоре
אזרחים	граждани
אזרחים	гражданите
אזרחים	цивилни
לגמרי	напълно
לגמרי	напълно
רוחב	ширина
רוחב	широчина
רוחב	ширина
הגביע	трофей
קטע	отсечка
קטע	сегмент
הדגל	флаг
הדגל	знамето
הדגל	знаме
מקסיקו	мексико
ערכי	редактиране
ומתן	преговорите
ומתן	преговори
טרור	терор
טרור	ужас
טרור	тероризмът
טרור	тероризъм
טרור	терорист
טרור	терористична
הקרן	основи
הקרן	фондация
הקרן	основа
המחלקה	отдел
המחלקה	департамент
מגן	защитник
מגן	предпазител
מגן	щит
מגן	защитник
שרון	шарън
יישוב	сетълмент
יישוב	уреждане
יישוב	селище
איחוד	профсъюз
איחוד	съюз
איחוד	съюза
איחוד	юниън
איחוד	обединяване
איחוד	обединение
איחוד	събиране
תלוי	зависи
מוחמד	мохамед
מוחמד	мохамед
מוחמד	мохамед
מוחמד	мохамед
סעיף	сечение
סעיף	секция
סעיף	раздел
גרמנית	германец
גרמנית	германски
גרמנית	немски
גרמנית	немска
גרמנית	германска
סטר	сетер
ליגה	лигата
ליגה	лига
הוועד	комитет
הוועד	комисия
אוסטריה	австрия
פתרון	разтвор
פתרון	решение
חלקם	някои
חדר	стая
חדר	стаята
מנוע	двигатели
מנוע	двигател
מנוע	моторни
מנוע	двигател
מנוע	мотор
המלוכה	монархия
המלוכה	монархията
שיטה	акация
שיטה	метод
נשלח	представени
נשלח	представено
נשלח	подадена
נשלח	представена
נשלח	подадено
נשלח	подадени
נשלח	изпратена
נשלח	изпратено
נשלח	изпратен
נשלח	изпратени
הכניסה	появяване
הכניסה	вход
תרומות	вноски
תרומות	дарение
תרומות	дарения
ציבורית	публично
ציבורית	публични
ציבורית	публична
ציבורית	обществено
ציבורית	публичен
ציבורית	обществени
ציבורית	публично
קיום	съществуването
קיום	съществуване
המוות	смърт
המוות	смъртта
מיוחדים	специалитети
מיוחדים	специална
מיוחדים	специално
מיוחדים	специални
מיוחדים	специален
מאפשר	позволяващи
מאפשר	позволява
מאפשר	допуска
מאפשר	разрешава
פרסים	награди
פרסים	награди
פרסים	награди
פרסים	персийци
קוק	готви
קוק	кук
קוק	готвач
קוק	готвене
אוקטובר	октомври
מועמד	номиниран
מועמד	номинирана
מועמד	кандидатка
מועמד	кандидатът
מועמד	кандидат
ברצלונה	барселона
נפש	психиката
נפש	психика
נפש	душа
נפש	соул
נפש	душата
נפש	психично
נפש	душевно
נפש	психични
נפש	психичното
נפש	умствена
פסטיבל	фестивала
פסטיבל	фестивал
פסטיבל	фестивалът
בנה	построени
בנה	изградена
בנה	построена
בנה	построено
בנה	построен
בנה	изграждане
בנה	построи
ייצור	производство
ייצור	изработване
ייצור	продукция
ייצור	производство
ייצור	производство
הטקסט	текст
לפנות	евакуация
הקהל	аудитория
הקהל	публика
הקהל	тълпа
הקהל	тълпата
הקונגרס	конгрес
הקונגרס	конгреса
הקונגרס	конгресът
המורשת	завет
המורשת	наследство
קורות	лъчи
קורות	греди
קורות	възобновяване
קורות	резюмето
ארוכה	дълги
ארוכה	дълго
ארוכה	дълъг
ארוכה	лонг
בעצם	всъщност
תחרויות	състезания
תחרויות	конкурси
תחרויות	конкурси
הנאצים	нацисти
הנאצים	нацистите
מרחב	пространство
מרחב	космос
מרחב	космоса
תעופה	авиация
תעופה	авиационна
תעופה	авиацията
תעופה	въздухоплаване
יונה	гълъб
יונה	гълъби
יונה	гълъб
יונה	джона
יונה	йона
זמר	певецът
זמר	певица
זמר	сингър
זמר	певец
שלח	изпращане
שלח	изпрати
שלח	изпратете
איכות	качество
איכות	качеството
השביעי	vii
סוגים	типове
סוגים	видове
רומן	римски
רומן	римлянин
רומן	роман
רומן	римска
רומן	романът
רומן	новела
רומן	роман
אדלר	адлър
אדלר	адлер
עמק	долината
עמק	долина
עמק	вали
כחול	сини
כחול	блу
כחול	синьо
כחול	син
כחול	синя
קדם	пре
קדם	предварително
קדם	насърчаване
קדם	популяризиране
ההצעה	оферта
ההצעה	офертата
ההצעה	предложение
ההצעה	предлагане
ההצעה	предложи
דור	генериране
דור	поколение
יגאל	игал
יושב	седи
יושב	седнала
יושב	седнал
יושב	седящ
יושב	седи
מוכר	позната
מוכר	познати
מוכר	познат
מוכר	познато
מוכר	запознат
מוכר	продава
מוכר	продаване
מוכר	продажба
מוכר	призната
מוכר	признати
מוכר	разпознат
מוכר	признат
מוכר	продавач
אס	ейс
אס	ас
אס	асе
אס	асо
הסבר	обяснения
הסבר	обяснение
הסבר	разяснения
הסבר	обясни
באנגליה	англия
מחנה	лагер
נותר	остава
נותר	останки
נותר	оставащи
נותר	оставащите
אבו	абу
ברזל	желязо
ברזל	железен
ברזל	желязна
ברזל	железни
