ρότερνταμ	ロッテルダム
εξέδρα	表彰台
εξέδρα	リグ
πολυτελές	贅沢
αιθανόλη	エタノール
ρόι	ロイ
έπιπλα	家具
σπλιτ	分ける
σπλιτ	分割
σπλιτ	スプリット
γλυκόζης	グルコース
λώρενς	ローレンス
ποντίκια	マウス
ποντίκια	ネズミ
έφη	effy
ελαφριά	軽い
ελαφριά	明るい
ελαφριά	ライト
ελαφριά	ライトウェイト
πατ	パット
καλώδιο	ワイヤ
καλώδιο	針金
καλώδιο	ワイヤー
καλώδιο	電線
καλώδιο	ケーブル
απεσταλμένος	使者
μοντέρνο	モダン
προβολείς	プロジェクター
προβολείς	ヘッドライト
ενσωματωμένο	組み込み
συμβάντα	イベント
συμβάντα	行事
κάπνισμα	喫煙
τίρανα	ティラナ
τηλεσκόπια	望遠鏡
έμμεση	間接
άσμα	チャント
γουίλ	ウィル
γουίλ	遺言
χέντριξ	ヘンドリックス
αναμενόταν	期待
άγνοια	無知
ποδηλασία	サイクリング
ποδηλασία	サイクリング
διεύρυνση	引き伸ばし
ψαρά	漁師
τραπεζίτης	銀行員
εικονική	バーチャル
εικονική	仮想
δικαστή	ジャッジ
δικαστή	裁判官
γόνατο	ひざ
αναμονή	待ち
γκάντι	ガンジー
προβολές	ビュー
άρτεμις	アルテミス
γουατεμάλας	グアテマラ
εκπληκτική	見事
λάρι	ラリー
μάγισσα	魔女
μάγισσα	ウィッチ
νεοσσοί	ひよこ
γκίλμπερτ	ギルバート
μηχανισμοί	メカニズム
πρόβατα	ヒツジ
τοπ	top
τοπ	上部
τοπ	トップ
εμβέλεια	範囲
εμβέλεια	レンジ
καμπάνια	キャンペーン
συμπάθεια	同情
ιατρείο	練習
ανιψιά	めい
παραβιάσεις	違反
μαγαζί	ショップ
μαγαζί	店舗
μαγαζί	ストア
στεριά	ランド
στεριά	土地
κίτρινα	イエロー
κίτρινα	黄色
ακρόαση	オーディション
ακρόαση	聴聞
ακρόαση	聴覚
ακρόαση	聴力
ακρόαση	審問
φωτεινό	ブライト
φωτεινό	明るい
νιώθει	感じ
σκίτσα	スケッチ
σκίτσα	図面
ναυσιπλοΐα	航法
ναυσιπλοΐα	ナビゲーション
τεντ	テッド
τεντ	ted
μάρκα	ブランド
μάρκα	銘柄
κλασσικό	クラシック
κλασσικό	古典
κλασσικό	classic
νεο	ネオ
σίδηρος	アイロン
περιορισμένα	限定
περιορισμένα	limited
σαμουράι	サムライ
σαμουράι	武士
παράσημα	メダル
εγγύηση	担保
εγγύηση	保証
εγγύηση	保証書
εγγύηση	保証
εγγύηση	保証書
εγγύηση	保障
αφεντικό	ボス
ανάμιξη	ミキシング
ντίσελντορφ	デュッセルドルフ
ντίσελντορφ	デュッセルドルフ
κινητή	モバイル
πηγάδια	ウェルズ
διαδόχους	後継
αμπντουλάχ	アブドゥッラー
τελεία	ドット
τελεία	dot
κλινικές	クリニック
κλινικές	診療所
αρπαγή	グラブ
αξιώσεις	債権
οριζόντιες	水平
αποκλειστικό	独占
τρομοκρατική	テロリスト
ξέρξη	クセルクセス
ψυχαγωγία	レクリエーション
ψυχαγωγία	レジャー
ψυχαγωγία	余暇
ψυχαγωγία	エンターテイメント
ψυχαγωγία	娯楽
ψυχαγωγία	エンターテインメント
προγραμματισμένη	予定
προγραμματισμένη	予定
προγραμματισμένη	計画
γένεση	インセプション
γένεση	ジェネシス
χάρντι	ハーディ
συνώνυμο	同義語
συνώνυμο	類義語
θάμνους	低木
γυμνή	ヌード
φυλλάδιο	冊子
φυλλάδιο	チラシ
φυλλάδιο	パンフレット
φυλλάδιο	パンフレット
φυλλάδιο	小冊子
ηρωίδα	ヒロイン
κέμπριτζ	ケンブリッジ
περιμένοντας	待ち
σιωπή	サイレンス
σιωπή	無音
σιωπή	沈黙
φτιαγμένο	made
επισκέπτη	ビジター
αντιβασιλέας	摂政
αντιβασιλέας	総督
μωρίς	モーリス
κάρμεν	カルメン
ευελιξία	柔軟
ευελιξία	柔軟性
αγγείο	船舶
νιούε	ニウエ
εγχώριο	国内
ακόλουθοι	フォロワー
γρανάδα	グラナダ
τρίχωμα	毛皮
ρόμπινσον	ロビンソン
κέιμαν	ケイマン
πρόγνωση	予後
πρόγνωση	予報
πρόγνωση	予測
μηχάνημα	マシン
μηχάνημα	マシーン
μηχάνημα	機械
μίλα	トーク
μίλα	喋る
μίλα	speak
σχημάτων	形状
σχημάτων	シェイプ
μενέλαος	メネラーオス
φλόγες	炎上
κάτοχοι	オーナー
κάτοχοι	所有者
νόβα	ノヴァ
νόβα	新星
πλάσματος	プラズマ
μαρτίν	マルティーヌ
αλληλουχία	シーケンス
ασήμι	シルバー
μάθιου	マシュー
καταδρομικά	巡洋艦
ενεργοί	アクティブ
γιοχάνεσμπουργκ	ヨハネスブルグ
αρχιμήδη	アルキメデス
καταργείται	廃止
θέαμα	スペクタクル
γρενάδα	グレナダ
υπερ	スーパー
άνθρακας	石炭
άνθρακας	炭素
διορισμός	選任
διορισμός	任用
διορισμός	任命
διορισμός	予約
διορισμός	指名
συνδιάσκεψη	カンファレンス
συνδιάσκεψη	会議
ανασυγκρότηση	再建
αμερικάνος	アメリカン
ερυθραία	エリトリア
φωτογραφική	カメラ
γκέτο	ゲットー
σεξουαλικά	性的
πλατφόρμες	プラットフォーム
ψηφίο	ディジット
εφοδιασμού	サプライ
εφοδιασμού	供給
μελβούρνη	メルボルン
σκάλες	ハシゴ
σκάλες	階段
στομάχι	お腹
καρναβάλι	カーニバル
μοντάνα	モンタナ
θησαυρό	宝物
θησαυρό	財宝
τότεναμ	トッテナム
ορλάντο	オーランドー
ορλάντο	オーランド
ορλάντο	オルランド
τοξικό	毒性
οταν	いつ
οταν	とき
απαιτούμενη	必須
βαρώνος	男爵
μειονεκτήματα	欠点
μειονεκτήματα	欠点
μειονεκτήματα	短所
τιβέριος	ティベリウス
αποσύρει	引き出す
επιθυμίες	願いごと
επιθυμίες	欲望
πρακτορείο	エージェンシー
πρακτορείο	代理店
άγγελοι	エンジェルス
άγγελοι	天使
δουβλίνο	ダブリン
ομοφυλοφιλία	同性愛
μπαλέτο	バレエ
λαμπρό	ブリリアント
κυρώσεις	制裁
μαρίκα	マリカ
πρωτίστως	主に
περιεχόμενα	内容
απουσιάζει	不在
απουσιάζει	欠席
κόμισσα	伯爵夫人
πιστοποιητικό	証明書
πιστοποιητικό	証書
πυρηνικά	原子力
οικόπεδο	プロット
φόρμες	フォーム
φόρμες	形態
κλάσεις	クラス
ποτά	飲み物
ποτά	飲物
ποτά	飲み物
ποτά	ドリンク
δρέσδη	ドレスデン
τζος	ジョシュ
σκελετό	スケルトン
σκελετό	骨格
μπαλάντα	バラード
μπαλάντα	バラッド
εξερευνητές	探検
ήπιο	軽度
φλοιός	バーク
φλοιός	樹皮
φλοιός	皮質
πολλαπλασιασμός	乗算
πολλαπλασιασμός	乗法
αποσύνθεση	分解
αποσύνθεση	腐敗
αποσύνθεση	崩壊
αποσύνθεση	減衰
βιολογικά	生物
βιολογικά	有機
αιτήσεις	アプリケーション
αιτήσεις	リクエスト
περιηγητές	ブラウザー
εμμονή	こだわり
εμμονή	執念
εμμονή	執着
συντροφιά	コンパニオン
κλοπή	盗難
κλοπή	窃盗
κλοπή	窃盗
περίσταση	状況
δημητριακά	シリアル
δημητριακά	シリアル
κουαρτέτο	カルテット
έλαιο	石油
έλαιο	オイル
πόρο	リソース
πόρο	資源
παρουσιάστρια	司会
καρπό	手首
αποσκοπεί	目的
δεκαεπτά	seventeen
στόμιο	orifice
τρόπαια	トロフィー
θρόνος	玉座
γκολφ	ゴルフ
φλέβες	静脈
τάι	タイ
αδυναμίες	衰弱
αδυναμίες	弱点
επα	psc
λεπτομερείς	詳細
χαμάς	ハマース
ετήσιες	年次
αίρεση	カルト
αίρεση	異端
αίρεση	異説
αίρεση	セクト
φερμά	フェルマー
πωλείται	落札
ανν	アン
ανν	アン
εισαγωγές	輸入
πρόλογο	序文
εγχειρίδια	教科書
εγχειρίδια	マニュアル
πατινάζ	スケート
παράδεισος	天国
παράδεισος	パラダイス
παράδεισος	楽園
εσπεράντο	エスペラント
καμπότζη	カンボジア
λαβή	グリップ
λαβή	ハンドル
ακεραιότητα	整合性
άφθονο	豊富
γούνα	毛皮
συνταγή	処方箋
συνταγή	作り方
συνταγή	レシピ
παθητική	パッシブ
μηχανισμών	メカニズム
μεταμόσχευση	移植
τέρι	テリー
λονγκ	長い
λονγκ	ロング
αγωνία	苦悩
αγωνία	苦悩
αγωνία	不安
αγωνία	サスペンス
νορβηγικά	ノルウェー
τατιάνα	タチアナ
καράβια	ボート
καράβια	艦船
καράβια	船舶
πολιτισμοί	文明
κόλαση	ヘル
κόλαση	地獄
κόλαση	インフェルノ
μετάθεση	移転
μετάθεση	転送
μετάθεση	乗り換え
μετάθεση	譲渡
πρωινό	朝食
ωκεανία	オセアニア
αναστροφή	リバース
αναστροφή	反転
αναστροφή	フリップ
μπας	バス
μπας	ベース
μπας	バッシュ
σωματίδιο	粒子
άνα	ana
άνα	アナ
έγκυρη	有効
φρεντερίκ	フレデリック
δούλοι	奴隷
βερενίκη	ベレニス
βερενίκη	ベレニケ
σερί	シェリー
νήμα	毛糸
νήμα	スレッド
μαγειρική	調理
μαγειρική	クッキング
μαγειρική	料理
πάρις	パリス
πάρις	パリ
πάρις	パリッシュ
αποκλείει	除外
ουτρέχτη	ユトレヒト
οικολογική	生態学
μάλαγα	マラガ
πόρτσμουθ	ポーツマス
μήτρα	子宮
μήτρα	行列
μήτρα	マトリックス
μήτρα	子宮
πηνελόπη	ペーネロペー
πηνελόπη	ペネロペ
ρητή	明示
γιοί	息子
αλληλεγγύη	連帯
αβινιόν	アヴィニョン
θόλος	天蓋
θόλος	ドーム
επιδόσεων	パフォーマンス
επιδόσεων	性能
επιδόσεων	興行
κριτές	裁判官
μυς	筋肉
μυς	マッスル
μυς	筋肉
μέκκα	メッカ
πράκτορα	エージェント
πράκτορα	代理人
περιήγηση	閲覧
περιήγηση	ブラウズ
περιήγηση	ツアー
περιήγηση	閲覧
περιήγηση	ブラウズ
λένα	レナ
φορτ	フォート
φορτ	要塞
πελάτης	カスタマー
πελάτης	顧客
πελάτης	クライアント
καφενείο	カフェ
βέρνης	ベルヌ
ρόνι	ロニー
φαρμακευτικά	医薬品
λόιντ	ロイド
παίχτες	選手
παίχτες	プレイヤー
μιλ	ミル
κατεβαίνει	降順
σεούλ	ソウル
κόλιν	コリン
προσφορές	プロモーション
προσφορές	クーポン
προσφορές	クーポン
κιθ	キース
ικανοποιητική	満足
υπόδειγμα	モデル
μεταβίβαση	移転
μεταβίβαση	転送
μεταβίβαση	乗り換え
μεταβίβαση	譲渡
νιάτα	青年
νιάτα	若者
νιάτα	ユース
νιάτα	青春
αγωγιμότητα	伝導
ρητό	標語
εσωτερικός	内部
μόνιμες	パーマネント
αντιθέσεις	矛盾
άδικο	不当
άδικο	不公平
ερεθίσματα	刺激
πεζά	小文字
ισοδύναμη	同等
ρόμπιν	ロビン
ψηφιδωτά	象嵌
πρόλογος	序文
διείσδυση	潜入
εικασίες	投機
εικασίες	予想
άτταλος	アッタロス
καταγγελία	苦情
καταγγελία	クレーム
άρρωστος	病気
άρρωστος	病気
τραύματα	怪我
τοντ	tod
τοντ	トッド
όρεγκον	オレゴン
αναλογική	比例
αναλογική	アナログ
αναλογική	アナログ
περίπτερο	パビリオン
περίπτερο	キオスク
λευχαιμία	白血病
περίγραμμα	アウトライン
περίγραμμα	概略
περίγραμμα	概説
περίγραμμα	輪郭
εραστής	恋人
νήματα	スレッド
νήματα	毛糸
φύλακας	キーパー
φύλακας	ガーディアン
φύλακας	後見人
φύλακας	ガード
ενωση	ユニオン
ηλεκτρισμού	電力
ηλεκτρισμού	電気
απελευθερώνει	リリース
σέπαρντ	シェパード
ντέμο	デモ
σύρραξη	競合
σύρραξη	紛争
σύρραξη	対立
σύρραξη	コンフリクト
νικέλιο	ニッケル
δοε	iea
δοε	ilo
φλοιού	バーク
φλοιού	樹皮
δαρβίνος	ダーウィン
κεραία	アンテナ
πολύπλοκο	複雑
συσσώρευση	集積
πάνθεον	pantheon
ξίφη	刀剣
προγόνων	先祖
προγόνων	先祖
μαθαίνοντας	学習
μαθαίνοντας	ラーニング
μαθαίνοντας	学問
καμπάνα	ベル
αυτοκινητόδρομο	ハイウェイ
αυτοκινητόδρομο	公道
επισκευές	修理
επισκευές	修理
γκέτεμποργκ	ヨーテボリ
γνήσια	本物
γνήσια	正真正銘
ίππος	ウマ
τραγουδώντας	歌う
αντικαταστάτης	置換
καρέκλα	いす
καρέκλα	チェア
καρέκλα	椅子
πειρατεία	海賊
σωστός	正解
σωστός	正しい
εφηβεία	思春期
ρίου	リュウ
κατάδυση	ダイビング
κατάδυση	潜る
κατάδυση	ダイビング
έφεση	アピール
έφεση	抗告
έφεση	上告
αστρολογία	占星術
ξυλεία	木材
ξυλεία	木製
ξυλεία	ウッド
ξυλεία	材木
ξυλεία	木材
χόπκινς	ホプキンス
βιόλα	ヴィオラ
βιόλα	ビオラ
αναπόσπαστο	積分
αυλές	ヤード
τεργέστη	トリエステ
θεσμοί	機関
τσακ	チャック
ελέφαντες	ゾウ
ελέφαντες	ゾウ
ομοιόμορφα	一律
σεμπαστιάν	セバスティアン
σεμπαστιάν	セバスティアヌス
σεμπαστιάν	セバスチャン
διπλωματία	外交
σαξόφωνο	sax
σαξόφωνο	サックス
σαξόφωνο	サックス
κεφαλαίο	資本
κεφαλαίο	首都
κεφαλαίο	キャピタル
μήνυση	訴訟
μήνυση	訴え
υπόστρωμα	基質
είδωλο	アイドル
χάνα	ハナ
ανισότητα	不平等
ανισότητα	不等式
γκάμπια	ガンビア
ψευδώνυμα	愛称
ψευδώνυμα	ニックネーム
ψευδώνυμα	偽名
ψευδώνυμα	エイリアス
πολεμώντας	ファイティング
κωμικό	コメディアン
συναγερμός	アラーム
συναγερμός	アラート
όρεξη	食欲
σταθερότητας	安定
σταθερότητας	安定性
λεηλασίες	略奪
στέγαση	住居
στέγαση	住宅
στέγαση	宿泊
ψύξη	冷却
ψύξη	冷蔵
ψύξη	冷却
ψύξη	カッコイイ
σοκ	ショック
σοκ	衝撃
τέλειο	パーフェクト
τέλειο	完璧
τέλειο	すごい
βικιθήκη	ウィキソース
σύγκλιση	収束
μπέργκμαν	ベルイマン
ανδρεία	勇気
ανδρεία	勇気
μελάνι	インク
λιμπερταδόρες	リベルタドーレス
τρελός	気狂い
τρελός	狂気
τρελός	クレイジー
τρελός	マッド
τρελός	mad
μποτ	アボット
μποτ	bot
μποτ	ボット
αλεπού	キツネ
τρίο	トリオ
μπίσμαρκ	ビスマルク
κουρδιστάν	クルディスタン
γιατρούς	医師
γιατρούς	医者
αμφιθέατρο	講堂
αυγό	エッグ
αναλήψεως	アセンション
δραματικό	ドラマチック
λινκ	リンク
συντάγματα	連隊
μόλυνσης	汚染
ρίγα	リガ
ρίγα	ストライプ
κεφαλές	ヘッズ
κεφαλές	ヘッド
μητρώο	原簿
μητρώο	登録
μητρώο	レジスタ
μητρώο	登記簿
τζαμιά	モスク
απόκρυψη	ヒデ
απόκρυψη	隠す
προαιρετική	オプション
σιτηρά	シリアル
εξόριστος	流罪
ημιτελικούς	準決勝
πυραύλους	ミサイル
αργιλίου	アルミニウム
λόχος	会社
πιπέρι	ペッパー
πιπέρι	胡椒
πιπέρι	コショウ
μυστικός	秘密
ρονάλντο	ロナウド
ανακούφιση	レリーフ
ανακούφιση	浮き彫り
καφές	コーヒー
γουέιν	ウェイン
ακύρωση	取り消し
ακύρωση	キャンセル
ακύρωση	取り消す
ακύρωση	抹消
ακύρωση	キャンセル
ακύρωση	解除
χιου	ヒュー
κονσόλες	コンソール
εξειδικευμένη	専門
απόστολοι	使徒
προμήθεια	手数料
προμήθεια	コミッション
προμήθεια	委嘱
καταθέσει	証言
μέρφι	マーフィー
αληθινά	real
αληθινά	本物
αληθινά	リアル
γάμοι	ウェディング
γάμοι	結婚
υπόδειξη	ヒント
επαρκής	足りる
κάννες	カンヌ
κοπή	裁断
κοπή	切り取り
ταύρο	ブル
κυβικά	三次
αλογόνου	ハロゲン
κοστούμια	コスチューム
κοστούμια	衣装
κοστούμια	装束
κοστούμια	スーツ
ειρηνικά	平和
γείτονες	近所
χάρισον	ハリソン
παραγωγών	プロデューサー
περίπλοκη	複雑
καθαρισμού	クリーニング
καθαρισμού	洗浄
καθαρισμού	清掃
καθαρισμού	掃除
βυθίζεται	沈む
ιώδιο	ヨード
ιγκόρ	イーゴリ
χιουζ	ヒューズ
μαρ	mar
ακριβά	高い
ακριβά	高額
ιουδαία	ユダヤ
ουίλσον	ウィルソン
σιάτλ	シアトル
μαξίμ	マキシム
μαξίμ	マキシム
μαξίμ	マクシム
αρθρίτιδα	関節炎
πασκάλ	パスカル
νεώτερος	若い
χοπ	ホップ
κοινοπραξία	コンソーシアム
άικ	アイク
κέιπ	ケープ
εξοχή	田舎
γκρέις	恩寵
γκρέις	グレース
γκρέις	グレイス
πόρος	リソース
πόρος	資源
πυγμαχία	スパーリング
πυγμαχία	ボクシング
φλέμινγκ	フレミング
μονοπώλιο	独占
πληκτρολόγιο	キーボード
στάθμευσης	駐車
εθνικισμού	ナショナリズム
ροζέ	ロゼ
υποψήφιους	候補者
συμπαγής	コンパクト
συμπαγής	固体
αυστηρό	厳重
μηδενικό	ゼロ
πωλούνται	落札
διασύνδεση	インターフェース
διασύνδεση	インタフェース
συλλέκτης	コレクター
ιγνάτιος	イグナティウス
ιορδανίας	ヨルダン
διάδρομος	廊下
διάδρομος	通路
διάδρομος	回廊
διάδρομος	廊下
διάδρομος	トレッドミル
μαρτινίκα	マルティニーク
καλαμπόκι	トウモロコシ
καλαμπόκι	コーン
καλαμπόκι	トウモロコシ
καλαμπόκι	とうもろこし
μετάλλαξη	突然変異
μορς	モース
σάτιρα	風刺
πόντος	ポイント
προκλήσεις	課題
προκλήσεις	チャレンジ
προκλήσεις	挑戦
ρήγμα	断層
ρήγμα	フォールト
ρήγμα	フォルト
ρήγμα	違反
δρομείς	レーサー
δρομείς	ランナー
τοξικότητα	毒性
πρόσχημα	口実
προσγείωση	着陸
προσγείωση	上陸
φωσφόρου	リン
τερέζα	テレサ
τερέζα	テレサ
δάχτυλα	爪先
δάχτυλα	つま先
αδερφές	姉妹
αδιαφορία	無関心
ληστεία	強盗
άνθος	flower
άνθος	フラワー
προσανατολισμός	指導
προσανατολισμός	ガイダンス
προσανατολισμός	方向
προσανατολισμός	向き
προσανατολισμός	オリエンテーション
όσμπορν	オズボーン
αγωνιστή	アゴニスト
νορβηγική	ノルウェー
συμπαγή	コンパクト
πιστό	忠実
ελιά	オリーブ
ελιά	モグラ
ελιά	ほくろ
εργαστήρι	ワークショップ
εργαστήρι	作業場
αήττητος	無敗
μέριλαντ	メリーランド
άμμος	砂塵
άμμος	サンズ
παρωδία	パロディ
κορμός	トランク
κορμός	胴体
μιθριδάτης	ミトリダテス
απόχρωση	色相
απόχρωση	フエ
απόχρωση	色合い
απόχρωση	シェイド
απόχρωση	日陰
απόχρωση	シェード
τραγουδούν	歌う
τραγουδούν	sing
τραγουδούν	歌う
σκανδιναβία	スカンディナヴィア
σκάνδαλα	スキャンダル
σκάνδαλα	不祥事
σκάνδαλα	不祥事
οίδημα	腫れ
οίδημα	浮腫
βίκινγκ	バイキング
πιλότοι	パイロット
λου	ルー
αναπηρία	無効
αναπηρία	ハンディ
αναπηρία	障害
ενδύματα	衣類
ενδύματα	被服
λούνα	ルナ
γάζα	ガーゼ
γάζα	ガザ
υπασπιστής	副官
απορρόφησης	吸収
τζάκι	暖炉
τζάκι	ジャッキー
εδιμβούργο	エディンバラ
περισκόπιο	潜望鏡
σφαιρικό	球面
σφαιρικό	球状
σαχάρα	サハラ
αρτηρίες	動脈
άρθρωση	関節
οικοσυστήματα	生態系
δεκατρείς	thirteen
πρόσκρουση	インパクト
πρόσκρουση	衝撃
ξύλα	スティック
πρόγονοι	先祖
εσα	irr
εσα	nsc
εσα	ess
εσα	ees
ζωντανοί	アライブ
σκάι	スカイ
σκάι	sky
σκάι	スカイ
ένζυμο	酵素
γλυκόζη	グルコース
προσομοίωση	シミュレーション
διάσπαρτα	散逸
νίκολα	ニコラ
νεύρο	神経
κεντάκι	ケンタッキー
πεκ	ペック
πυρομαχικά	弾薬
πυρομαχικά	弾薬
ρωτήσω	ask
ρωτήσω	尋ねる
ελονοσία	マラリア
κομματική	パルチザン
κλασικές	古典
μικροσκόπιο	顕微鏡
βότανα	ハーブ
τολστόι	トルストイ
γυαλιά	グラス
γυαλιά	ガラス
γυαλιά	メガネ
γυαλιά	めがね
γυαλιά	眼鏡
τοίχος	ウォール
στρασβούργο	ストラスブール
πρέσβεις	大使
πρέσβεις	アンバサダー
λιπαρά	ふとっちょ
κονσόλα	コンソール
παλέτα	パレット
παλέτα	荷台
παλέτα	パレット
φανάρι	ランタン
φανάρι	提灯
αρθρώσεις	関節
αρθρώσεις	ナックルズ
γκρίζο	灰色
γκρίζο	グレイ
γκρίζο	グレー
γκρίζο	灰色
γκρίζο	グレイ
γκρίζο	グレー
ναυαρχίδα	旗艦
τούμπα	チューバ
ληστές	盗賊
ληστές	バンディッツ
ληστές	盗賊
σφαιρική	球面
σφαιρική	球状
σύγκλητος	元老院
ούλριχ	ウルリッヒ
σιβηρίας	シベリア
βόγιατζερ	ボイジャー
λαμπρή	ブリリアント
μωβ	パープル
μπαρτ	バート
βιοχημεία	生化学
μπιενάλε	ビエンナーレ
λίθοι	ストーンズ
απλότητα	シンプル
ηλιακές	ソーラー
πουλήθηκε	落札
λέιν	レーン
λέιν	車線
εραστή	恋人
αλλοιώσεις	病変
ρεαλισμό	リアリズム
πιστόλι	ピストル
πιστόλι	ガン
ανταμοιβή	報酬
μπόκα	ボカ
σάλτσα	肉汁
σάλτσα	ソース
σάλτσα	ドレッシング
ούγκο	羽後
εμβόλια	ワクチン
ευεργέτη	恩人
αρκάνσας	アーカンソー
προτιμότερο	望ましい
κρύα	風邪
κρύα	コールド
κρύα	冷たい
κρύα	寒い
τολέδο	トレド
μπενίτο	ベニート
νότες	注記
νότες	メモ
νότες	備考
νότες	ノート
προξενείο	領事館
υδραργύρου	水星
υδραργύρου	マーキュリー
υδραργύρου	水銀
ιπποκράτη	ヒポクラテス
αρχιτεκτονικές	アーキテクチャ
πηγαίνοντας	going
φιλί	キス
φιλί	kiss
φιλί	接吻
τρανζίστορ	トランジスタ
τρανζίστορ	トランジスタ
πεζό	プジョー
καλάθι	バスケット
καλάθι	かご
σπαθιά	刀剣
ερα	nra
επικοινωνούν	コミュニケーション
συζητήσουμε	話し合う
συζητήσουμε	ディスカッション
καταπίεση	抑圧
καταπίεση	弾圧
ταυτοποίηση	認証
ταυτοποίηση	同定
ταυτοποίηση	識別
σερβικό	セルビア
μικ	ミック
φοξ	キツネ
δρομέας	カーソル
δρομέας	ランナー
στρατιές	軍隊
ροντ	ロッド
συμπαίκτη	チームメイト
λουιζιάνα	ルイジアナ
δελχί	デリー
κατηγορούμενος	被告人
κατηγορούμενος	被告人
κατηγορούμενος	被告
πατρίς	パトリス
ανώνυμα	アノニマス
ανώνυμα	匿名
μισθό	給料
μισθό	俸給
μισθό	給与
μεθανόλη	メタノール
ανεπίσημο	非公式
ανεπίσημο	略式
ανεπίσημο	非公式
μανίκια	スリーブ
βελτιώθηκε	改良
ρικάρντο	リカルド
αστεία	面白い
αστεία	ジョーク
γκρατς	グラーツ
έκλειψη	eclipse
λυδία	リュディア
λυδία	リディア
κρίμα	哀れみ
άλματα	ジャンプ
σταυροφορίες	十字軍
πτυχή	アスペクト
πτυχή	側面
καταλύτης	触媒
κατορθώματα	実績
συστάσεις	おすすめ
ατατούρκ	アタテュルク
φόντα	フォンダ
σπηλιές	洞窟
φέλιξ	フェリックス
ευχή	wish
ευχή	ウィッシュ
περσέα	ペルセウス
ατμού	スチーム
ατμού	蒸気
μύκητες	菌類
μετριέται	測定
ποιοτικά	定性的
κένεθ	ケネス
εναλλάξ	交互
εναλλάξ	交代
εναλλάξ	交互
άφθονα	豊富
σκλάβους	奴隷
επαναλαμβάνω	繰り返す
επαναλαμβάνω	繰り返し
ρουθ	ルース
σταφύλια	ブドウ
σταφύλια	ぶどう
γουέμπλεϊ	ウェンブリー
εμπνευσμένη	インスパイア
κλήσεις	通話
διομήδη	ディオメーデース
βάλε	put
γουόκερ	ウォーカー
κοξ	コックス
σκυρόδεμα	コンクリート
βιολογικές	生物
κήρυγμα	講義
κήρυγμα	教本
κήρυγμα	講演
κήρυγμα	説教
κήρυγμα	説教
προαύλιο	中庭
προαύλιο	ヤード
μπλογκ	ブログ
γοητεία	チャーム
γοητεία	魅力
δεκαοκτώ	十八
δεκαοκτώ	eighteen
ανύψωση	アセンション
ανύψωση	エレベーター
ανύψωση	リフト
ανύψωση	リフティング
πολυμέσων	マルチメディア
συγκατάθεση	同意
συγκατάθεση	承諾
αληθές	トゥルー
αληθές	true
αληθές	本当
βιτόρια	ヴィットリア
πλούσιοι	金持ち
πλούσιοι	リッチ
μπαχαρικά	香辛料
μπαχαρικά	スパイス
μπαχαρικά	香辛料
μπαχαρικά	スパイス
έκθεμα	展示
μακρινό	遠い
αμφίβια	両生類
μήλα	リンゴ
μήλα	りんご
ντροπή	恥辱
στόουν	ストーン
φωνήεντα	母音
κάμψη	スランプ
σιέρρα	シエラ
ερευνητή	研究者
ερευνητή	研究員
αλαντίν	アラジン
αριστούργημα	名作
αριστούργημα	傑作
έιμι	エミー
κηδεμονία	後見人
κηδεμονία	後見
δαίμονες	悪霊
επικύρωση	検証
επικύρωση	追認
επικύρωση	批准
ψηφιακές	デジタル
βαρνάβα	バルナバ
κορύφωση	クライマックス
κορύφωση	山頂
κορύφωση	ピーク
θέρμανσης	暖房
βετεράνος	退役軍人
καταιγίδες	雷雨
μαλλί	ウール
συνυπάρχουν	共存
μασαχουσέτη	マサチューセッツ
γκρίζα	灰色
γκρίζα	グレイ
γκρίζα	グレー
γκρίζα	灰色
γκρίζα	グレイ
γκρίζα	グレー
κλέφτης	泥棒
απόσταξη	蒸留
κιουρί	キュリー
μάρκους	マルクス
μάρκους	マーカス
μπέικερ	ベーカー
κοκ	コーク
κοκ	コーラ
κοκ	コッホ
έλεος	慈悲
έλεος	マーシー
κοσσυφοπέδιο	コソボ
λάμα	ラーマ
λάμα	ラマ
λάμα	ラマ
τσι	chi
προγόνους	先祖
ανταποκριτής	特派員
μάρκες	ブランド
μάρκες	チップス
μάρκες	チップ
στατική	スタティック
οθόνες	モニタ
ένδυμα	衣類
μαρτύριο	殉教
μαρτύριο	拷問
διαδικτυακά	オンライン
αγαπημένα	お気に入り
αγαπημένα	好み
αγαπημένα	お気に入り
αγαπημένα	お気に入り
καμπότζης	カンボジア
ντομινίκ	ドミニク
μομφής	弾劾
γαλήνη	ピース
γαλήνη	平和
άμλετ	ハムレット
διαλύτης	溶剤
πολεμιστή	戦士
άπειρη	インフィニット
άπειρη	未経験
εξαπλώνεται	スプレッド
εξαπλώνεται	広がる
θετικός	陽性
θετικός	ポジティブ
μπάρα	バール
μπάρα	バー
καταλόγων	ディレクトリ
χάραξη	彫刻
εορτασμός	お祝い
εορτασμός	祝賀会
εορτασμός	お祝い
κηρύξει	申告
κηρύξει	宣言
ντουμπάι	ドバイ
μίλι	マイル
ιατροί	医師
ιατροί	医師
ιατροί	医者
πίζα	ピサ
μισθοφόρους	傭兵
θόρυβο	ノイズ
θόρυβο	騒音
έμβρυο	胎児
σοφός	英明
νότος	サウス
δίχτυα	ネット
λαγός	ウサギ
λαγός	うさぎ
ψαράδες	漁師
άρμστρονγκ	アームストロング
επινόηση	発明
συλλαμβάνει	キャプチャ
