βοηθώντας	helpen
εξαιρετικό	voortreffelijk
εξαιρετικό	uitmuntend
εξαιρετικό	voortreffelijk
αισθήματα	emoties
αισθήματα	gevoelens
εκδότες	uitgeverij
εκδότες	uitgeverijen
εκδότες	uitgevers
εκδότες	redactie
εκδότες	redacteuren
ομάν	oman
πρόσθεση	toevoeging
πρόσθεση	optellen
πρόσθεση	toevoegen
φίλτρο	filter
φίλτρο	filteren
φίλτρο	toverdrank
ηγούμενος	prior
ηγούμενος	voorafgaande
ηγούμενος	abt
ομπάμα	obama
καγκελάριος	bondskanselier
καγκελάριος	kanselier
προσέλαβε	ingehuurd
προσέλαβε	aangenomen
προσέλαβε	gehuurd
καραϊβική	caribische
καραϊβική	caraïben
μεταμόρφωση	metamorfose
μεταμόρφωση	transformatie
μεταμόρφωση	transformatie
μεταμόρφωση	transformeren
θεμελιώδη	fundamenteel
θεμελιώδη	fundamentele
κίεβο	kiev
πραγματοποίηση	realisatie
συμβάν	voorval
συμβάν	incident
συμβάν	gebeurtenis
συμβάν	evenement
συμβάν	event
βρείτε	vinden
βρείτε	zoek
βρείτε	vind
διαμαρτυρίες	protesten
διαμαρτυρίες	protest
δίωξη	vervolging
δίωξη	vervolgingen
δίωξη	dea
δίωξη	vervolging
δίωξη	aanklager
κλασικά	klassiekers
κλασικά	klassiek
κλασικά	klassieke
κλασικά	klassiek
κλασικά	klassieker
κλασικά	klassieke
κλασικά	classic
δυναμικά	dynamisch
δυναμικά	dynamic
δυναμικά	dynamiek
δυναμικά	dynamische
δυναμικά	dynamisch
ήθη	moraal
άντι	andie
άντι	andi
άντι	andy
άντι	addy
τεχνικός	technicus
χτύπησε	hit
χτύπησε	treffer
χτύπησε	geraakt
τέρας	beast
τέρας	beest
τέρας	monster
κατακτητές	veroveraars
οπαδός	volger
οπαδός	volgeling
οπαδός	volgers
μεμβράνη	film
μεμβράνη	membraan
εισιτήριο	ticket
εισιτήριο	kaartje
βεβαιότητα	zekerheid
παράλληλες	parallel
παράλληλες	parallelle
αλφαβητική	alfabetische
αλφαβητική	alfabetisch
αποκαλύπτεται	onthult
αποκαλύπτεται	onthulde
αποκαλύπτεται	onthuld
πέταξε	fly
πέταξε	vliegen
πέταξε	vlieg
πέταξε	gevlogen
πέταξε	vloog
πέταξε	vlogen
αριζόνα	arizona
τίτο	tito
αύριο	morgen
αύριο	tomorrow
αιγύπτιοι	egyptenaren
λίνκολν	lincoln
ιόντων	ion
σίνα	sheena
μεταφέρονται	vervoerd
μεταφέρονται	getransporteerd
μεταφέρονται	vervoerde
συντελεστής	coëfficiënt
συντελεστής	tarief
συντελεστής	factor
μισά	helften
μισά	helft
μισά	half
κληρικός	geestelijke
διευθύνσεις	adressen
διευθύνσεις	directoraten
επιβεβαιώθηκε	bevestigd
επιβεβαιώθηκε	bevestigde
παλέρμο	palermo
ρητορική	retoriek
ρητορική	retorische
επιδαύρου	epidaurus
ποταμούς	rivieren
διαφορική	differentiële
πρύτανης	rector
εβραϊκό	joodse
εβραϊκό	jood
εβραϊκό	joods
εβραϊκό	hebreeuws
δημιουργό	schepper
δημιουργό	maker
δημιουργό	bedenker
θάνος	thanos
φόρους	belasting
φόρους	belastingen
ακριβείς	precieze
ακριβείς	nauwkeurig
ακριβείς	nauwkeurigheid
ακριβείς	accuraat
ακριβείς	accurate
ευγενή	edele
ευγενή	noble
ευγενή	edel
ευγενή	nobele
ευγενή	nobel
δίδυμο	duo
δίδυμο	tweeling
δίδυμο	twin
ουάσιγκτον	washington
πατέρες	vaders
γαλάζιο	blue
γαλάζιο	blauw
γαλάζιο	blauwe
γαλάζιο	azure
οικολογία	ecologie
πτώμα	lichaam
πτώμα	body
πτώμα	lijk
ερωμένη	minnares
ερωμένη	meesteres
ερωμένη	minnaar
ερωμένη	lover
ερωμένη	liefhebber
ερωμένη	geliefde
διασπορά	spreiding
διασπορά	dispersie
διασπορά	variantie
διασπορά	verspreiding
τήνου	tinos
καύση	branden
καύση	brand
καύση	burn
καύση	verbranden
καύση	ontbranding
καύση	verbranding
καύση	verbranding
καύση	burning
καύση	verbranden
καύση	brandend
καύση	branden
καύση	brandende
καύση	verbranding
λετονίας	letland
υπόγειο	ondergronds
υπόγειο	ondergrondse
υπόγειο	underground
υπόγειο	souterrain
υπόγειο	kelder
ποινές	sancties
ποινές	boetes
ποινές	straffen
ποινές	zinnen
ποινές	vonnissen
αντίστροφο	inverse
αντίστροφο	achteruit
αντίστροφο	omgekeerde
αντίστροφο	omkeren
αντίστροφο	omgekeerd
ίντερνετ	internet
πεκίνο	beijing
πεκίνο	peking
πεκίνο	peking
ανοίγματα	openingen
κρύο	koude
κρύο	kou
κρύο	koud
ψηφοφόροι	kiezers
ψηφοφόροι	stemmers
ψηφοφόροι	kiezer
διάλογος	dialoog
διάλογος	dialoog
αντάντ	adad
φορώντας	dragend
φορώντας	dragen
τατζικιστάν	tadzjikistan
σάιμον	simon
ύπαιθρο	platteland
χαλκό	koper
ουρουγουάης	uruguay
χαρακτηρισμός	aanwijzing
χαρακτηρισμός	aanduiding
χαρακτηρισμός	benaming
χαρακτηρισμός	karakterisering
χαρακτηρισμός	karakterisering
τρύπες	holes
τρύπες	gaten
άμμο	zand
αποθήκες	pakhuizen
αποθήκες	magazijnen
πλάσμα	plasma
πλάσμα	wezen
πλάσμα	schepsel
κλειδιά	keys
κλειδιά	sleutels
κλειδιά	toetsen
ισλαμικό	islamitische
ισλαμικό	islamitisch
δικαστής	rechter
δικαστής	judge
δικαστής	oordelen
δικαστής	magistraat
φρούρια	forten
φρούρια	forten
δυνατά	luidruchtig
δυνατά	luid
μήκη	lengtes
τοπολογία	topologie
πολωνοί	pools
πολωνοί	poolse
πολωνοί	polen
πολωνοί	palen
πράσινοι	groenen
τερματίζει	beëindigt
άξονες	assen
άξονες	bijlen
άξονες	assen
αυτοκινητόδρομος	autosnelweg
αυτοκινητόδρομος	snelweg
αυτοκινητόδρομος	autoweg
αυτοκινητόδρομος	snelweg
βίβλο	bijbel
πιέτρο	pietro
μπρόντγουεϊ	broadway
κάθετη	verticaal
κάθετη	verticale
βίκτωρ	viktor
βίκτωρ	overwinnaar
βίκτωρ	victor
υποδιαιρέσεις	onderverdelingen
πράσινα	groen
πράσινα	groene
θιβέτ	tibetaanse
θιβέτ	tibetaans
θιβέτ	tibetaanse
θιβέτ	tibet
υποσχέθηκε	beloofd
υποσχέθηκε	beloofde
σχεδιαστές	ontwerpers
σχεδιαστές	planners
καλλιτεχνικές	artistieke
καλλιτεχνικές	artistiek
προσωπικός	persoonlijke
προσωπικός	persoonlijk
αναλογίες	proportie
αναλογίες	proporties
αναλογίες	verhoudingen
δωρεές	schenkingen
δωρεές	donaties
δωρεές	giften
ακριβές	precieze
ακριβές	nauwkeurig
ακριβές	nauwkeurigheid
ακριβές	accuraat
ακριβές	accurate
ακριβές	exacte
ακριβές	exact
ακριβές	precies
μεσοποταμία	mesopotamië
νοσοκομεία	ziekenhuis
νοσοκομεία	ziekenhuizen
καρδινάλιος	kardinaal
επώνυμα	achternamen
επώνυμα	gebrandmerkt
παραδοσιακός	traditioneel
παραδοσιακός	traditionele
αποφασιστική	beslissend
αποφασιστική	beslissende
αποφασιστική	doorslaggevend
επιλεγμένα	geselecteerde
επιλεγμένα	geselecteerd
επιλεγμένα	uitgekozen
επιλεγμένα	gekozen
αγγελική	angelica
προτιμήσεις	voorkeuren
έλξης	tractie
έλξης	aantrekking
έλξης	aantrekkingskracht
έλξης	attractie
ψήφισαν	gestemd
ψήφισαν	stemde
τσώρτσιλ	churchill
ομαλή	soepel
ομαλή	gladde
ομαλή	glad
κληρικοί	geestelijken
εξυπηρέτηση	dienst
εξυπηρέτηση	service
τζέρι	gerry
τζέρι	jerry
τζέρι	mof
παραμύθια	sprookjes
παραμύθια	verhalen
ρούζβελτ	roosevelt
ενορίες	parishes
κανόνια	kanonnen
κανόνια	kanonnen
κανόνια	kanon
γάμους	bruiloften
γάμους	huwelijken
γάμους	bruiloft
γάμους	huwelijken
μελετήσει	bestudeerde
μελετήσει	studeerde
μελετήσει	bestudeerd
φαινομενικά	ogenschijnlijk
φαινομενικά	ogenschijnlijk
φαινομενικά	schijnbaar
παρασκευάζεται	vervaardigde
παρασκευάζεται	gefabriceerd
παρασκευάζεται	geproduceerd
παρασκευάζεται	vervaardigd
γλυκά	snoepjes
γλυκά	zoetigheid
γλυκά	snoepgoed
γλυκά	sweets
γλυκά	snoepje
γλυκά	snoepgoed
γλυκά	snoep
γλυκά	candy
γλυκά	lieve
γλυκά	sweet
γλυκά	zoet
γλυκά	lief
αδριατική	adriatische
ολόκληρα	hele
ολόκληρα	gehele
ολόκληρα	hele
ολόκληρα	geheel
ταφή	begrafenis
μονπελιέ	montpellier
σεραφείμ	seraphim
εκπομπών	emissies
εκπομπών	emissie
εκπομπών	uitstoot
εκπομπών	emissie
εκπομπών	uitstoot
φλοιό	blaffen
φλοιό	schors
φλοιό	bast
φλοιό	hersenschors
φλοιό	cortex
μακάμπι	maccabi
ιντερτότο	intertoto
ανώνυμη	anoniem
ανώνυμη	anonieme
ομιλητές	speakers
ομιλητές	sprekers
ομιλητές	luidsprekers
πρωταγωνίστρια	hoofdpersoon
πεπερασμένο	eindig
πεπερασμένο	eindige
εισοδήματος	inkomen
εισοδήματος	inkomsten
μετανάστευσε	emigreerde
μεγαλώνει	groeiende
μεγαλώνει	toenemend
μεγαλώνει	teelt
μεγαλώνει	groeien
μεγαλώνει	groeiend
μεγαλώνει	groeit
κόλπους	baaien
δανιήλ	daniel
δανιήλ	daniël
φαρμακευτική	farmaceutisch
φαρμακευτική	farmaceutische
φαρμακευτική	farmaceutica
συνδρομή	assistentie
συνδρομή	bijstand
συνδρομή	abonnementen
συνδρομή	abonnement
καππαδοκίας	cappadocië
ετιέν	étienne
ετιέν	etienne
παραδόθηκαν	geleverd
παραδόθηκαν	geleverde
παραδόθηκαν	bezorgd
παραδόθηκαν	afgeleverd
παραδόθηκαν	overgegeven
παραδόθηκαν	ingeleverd
πεδιάδες	vlakten
πεδιάδες	plains
πεδιάδες	vlakte
πεδιάδες	vlaktes
κορμό	torso
κορμό	romp
ακυρώθηκε	geannuleerd
ακυρώθηκε	afgelast
ακυρώθηκε	geannuleerde
ακυρώθηκε	geannuleerd
ακυρώθηκε	afgelast
δραματικά	dramatische
δραματικά	dramatisch
δραματικά	dramatisch
ναυτικά	nautische
τροία	troy
τροία	troje
ιωνία	ionia
κατάλαβε	begrijpen
κατάλαβε	begrijp
αμμωνία	ammoniak
διευκολύνει	vergemakkelijkt
διευκολύνει	faciliteren
διευκολύνει	vergemakkelijken
καθολικών	katholieken
τρότσκι	trotski
αρετή	deugd
ηφαίστεια	vulkanen
κωμωδίες	komedies
σουτ	neergeschoten
σουτ	shot
σουτ	schot
αντικαθιστά	vervangt
εντυπώσεις	weergaven
εντυπώσεις	indrukken
συγκεντρώθηκαν	verzamelde
συγκεντρώθηκαν	verzameld
θεμελιώδεις	fundamenteel
θεμελιώδεις	fundamentele
κλικ	klik
κλικ	klikken
κλικ	klikt
κλικ	klikken
θρύλο	legende
θρύλο	legend
προτροπή	prompt
προτροπή	tcl
επιτυχής	succesvol
επιτυχής	geslaagde
επιτυχής	geslaagd
επιτυχής	succesvolle
επιτυχής	succes
επιτυχής	success
δεκαέξι	zestien
δεκαέξι	sixteen
φρεντ	fred
μπραντ	brad
έλεν	ellen
έλεν	helena
έλεν	hellen
έλεν	helen
ορίσει	aanwijzen
ορίσει	aanduiden
κομητείες	provincies
ψάχνει	looking
ψάχνει	kijken
χαμ	hamm
χαμ	ham
εκκεντρότητα	excentriciteit
διάσωσης	redding
διάσωσης	reddingsteam
διάσωσης	redden
διάσωσης	rescue
σιγκαπούρη	singapore
δασκάλους	onderwijzers
δασκάλους	leraren
δασκάλους	docenten
δασκάλους	leerkrachten
δασκάλους	leraars
λάρνακα	larnaca
κολοράντο	colorado
λαχανικά	groente
λαχανικά	groenten
απαγορεύει	verbiedt
απαγορεύει	verbiedt
ευτυχία	blijheid
ευτυχία	blijdschap
ευτυχία	geluk
αντιμετώπισης	omgaan
συνδεδεμένο	verbonden
συνδεδεμένο	aangesloten
συνδεδεμένο	gekoppelde
συνδεδεμένο	gelinkt
συνδεδεμένο	verbonden
συνδεδεμένο	gekoppeld
κρεβάτι	bed
τομπάγκο	tobago
ξύλινα	houten
βικτόρια	victoria
μειονέκτημα	handicap
μειονέκτημα	handicaps
μειονέκτημα	nadelen
μειονέκτημα	nadeel
υποβιβαστεί	gedegradeerd
υεμένης	jemen
υεμένης	jemenitische
υεμένης	jemenitische
βέλος	pijl
βέλος	arrow
μαγεία	magie
μαγεία	magic
μαγεία	magisch
μαγεία	hekserij
αστυνομικός	smeris
αστυνομικός	flik
αστυνομικός	politieagent
αστυνομικός	politieman
σίδνεϊ	sydney
εστιάζει	focust
επιχειρησιακή	operationele
επιχειρησιακή	operationeel
ικανή	capabel
ικανή	bekwaam
έβανς	evans
απομνημονεύματα	memoires
απομνημονεύματα	memoires
βίκι	vicky
βίκι	vicky
βίκι	vicki
μήνας	maandje
μήνας	maand
ανεπίσημα	onofficiële
ανεπίσημα	officieus
ανεπίσημα	onofficieel
ανεπίσημα	officieuze
ανεπίσημα	officieus
ανεπίσημα	onofficieel
φυσιολογικά	normaliter
φυσιολογικά	gewoonlijk
φυσιολογικά	normaal
στάθμη	niveau
στάθμη	level
απότομα	steile
απότομα	steil
απότομα	abrupt
ρουμανική	roemeens
ρουμανική	roemeense
στέλλα	stella
δικηγόροι	juristen
δικηγόροι	advocaten
κατάλοιπα	residu
κατάλοιπα	residuen
κατάλοιπα	resterende
κατάλοιπα	resterend
κατάλοιπα	residuen
κατάλοιπα	afvallen
σπουδαστές	studenten
σπουδαστές	leerlingen
παύση	pauzeren
παύση	pauze
λετονία	letland
αργίες	feestdagen
αργίες	vakanties
αργίες	vakantie
εισαγγελέας	procureur
εισαγγελέας	aanklager
νταβίντ	david
περιστάσεις	omstandigheden
γραφική	grafiek
κάρολ	carol
κάρολ	carroll
χωρισμένη	gescheiden
μπαρμπούντα	barbuda
διαφορετικοί	verschillend
διαφορετικοί	verschillende
διαφορετικοί	anders
χένρυ	hendrik
χένρυ	henry
συμβολική	symbolische
συμβολική	symbolisch
κλειστά	gesloten
κλειστά	afgesloten
ρύζι	rijst
σελίμ	selim
χαβάη	hawaï
αποζημίωση	vergoeding
αποζημίωση	compensatie
αποζημίωση	schadeloosstelling
αποζημίωση	schadevergoeding
πρόσφατο	recente
πρόσφατο	recent
κόμβος	node
κόμβος	knooppunt
κόμβος	hub
επιθυμητό	gewenst
επιθυμητό	gewenste
επιθυμητό	gewenst
επιθυμητό	wenselijke
επιθυμητό	wenselijk
πρίγκηπας	prince
πρίγκηπας	prins
κωμικός	comic
κωμικός	komiek
κωμικός	komiek
τομέ	tomé
κρατήρα	krater
καλησπέρα	avondje
καλησπέρα	avond
μάη	mogen
μάη	may
μάη	mei
μάη	mag
μάη	moge
χάγη	haagse
χάγη	haag
χάγη	haags
υποδομές	infrastructuur
υποδομές	infrastructuren
υποδομές	infrastructuur
υποδομές	infrastructuren
καθοριστικό	beslissend
καθοριστικό	beslissende
καθοριστικό	doorslaggevend
ρέιντζερς	rangers
σκι	skiën
εβδομαδιαία	wekelijks
εβδομαδιαία	weekoverzicht
εβδομαδιαία	wekelijkse
εβδομαδιαία	weekly
καθορίζουν	definiëren
καθορίζουν	definieer
ρόμα	roma
μίτσελ	mitchell
μίτσελ	mitchel
βανουάτου	vanuatu
πλούσιος	rijk
πλούσιος	rijken
πλούσιος	rich
πλούσιος	rijke
αναχώρησε	vertrokken
παρακολούθησης	monitoring
παρακολούθησης	toezicht
ευημερία	voorspoed
ευημερία	welvaart
φυματίωση	tbc
φυματίωση	tuberculose
αυστραλός	australiër
αυστραλός	australisch
αυστραλός	australische
βρυξελλών	brussel
υποκατηγορίες	subcategorieën
προηγήθηκε	voorafgegaan
ανάσταση	wederopstanding
ανάσταση	opstanding
μπαρμπάντος	barbados
τρινιντάντ	trinidad
απασχόληση	tewerkstelling
απασχόληση	werkgelegenheid
τζόναθαν	jonathan
κληρονόμησε	erfelijk
κληρονόμησε	geërfd
αδελφότητα	studentenvereniging
αδελφότητα	broederschap
αδελφότητα	broederschap
αδελφότητα	brotherhood
συντηρητικό	conserveermiddelen
συντηρητικό	conserveermiddel
συντηρητικό	conservatief
συντηρητικό	conservatieve
βορειοδυτικό	noordwesten
βορειοδυτικό	noordwest
διαχειρίζεται	beheert
περιορισμός	restrictie
περιορισμός	beperking
περιορισμός	beperking
περιορισμός	begrenzing
αψίδα	arch
αψίδα	boog
ψήφισε	gestemd
ψήφισε	stemde
δραχμές	drachmen
κράμα	legering
πανεπιστημίων	universiteiten
φιλίπ	philippe
φιλίπ	phillipe
φιλίπ	filip
κάμπος	campos
τόγκο	togo
μνεία	aanhaling
κατώτερο	minderwaardig
κατώτερο	inferieure
κατώτερο	inferieur
γάτες	katten
ριντ	reid
ριντ	riet
ριντ	reed
νόμιμη	legitiem
νόμιμη	legitieme
νόμιμη	rechtmatig
νόμιμη	legaal
νόμιμη	wettelijk
νόμιμη	wettig
νόμιμη	juridische
νόμιμη	juridisch
νόμιμη	geoorloofd
νόμιμη	wettig
νόμιμη	rechtmatig
χρήσιμα	bruikbaar
χρήσιμα	nuttig
γυμναστική	workout
γυμναστική	training
γυμναστική	gymnastiek
γυμναστική	turnen
ανάβαση	hemelvaart
ανάβαση	klimmen
ανάβαση	beklimmen
ανάβαση	klim
ανάβαση	klimmen
ανάβαση	beklimming
λιμένες	havens
λιμένες	poorten
κόμβους	hubs
κόμβους	knopen
κόμβους	knooppunten
κόμβους	knopen
παρθένος	virgo
παρθένος	maagd
παρθένος	virgin
παρθένος	maagd
παρθένος	maagden
λίβανο	libanon
πύλου	pylos
δεξαμενές	reservoirs
δεξαμενές	tanks
εγκρίνει	keurt
εγκρίνει	goedkeurt
εγκρίνει	goedkeuren
οσμή	geur
οσμή	geur
οσμή	reuk
οσμή	ruiken
οσμή	ruik
καίσαρ	caesar
εμποδίζει	voorkomt
συμπλήρωση	voltooiing
συμπλήρωση	voltooien
συμπλήρωση	aanvulling
συμπλήρωση	aanvullen
συμπλήρωση	supplement
συμπλήρωση	toeslag
συμπλήρωση	aanvulling
κλαύδιος	claudius
στίχος	vers
πρόσληψη	aanwerving
πρόσληψη	rekrutering
πρόσληψη	werving
πρόσληψη	inhuren
πρόσληψη	verhuren
κυβερνήτες	presidenten
κυβερνήτες	gouverneurs
κυβερνήτες	kapiteins
κυβερνήτες	heersers
μπιπ	piep
μπιπ	piepen
επισκέψεις	bezoeken
γενέτειρα	geboorteplaats
γενέτειρα	geboortestad
γενέτειρα	woonplaats
γενέτειρα	geboorteplaats
επέζησε	overleven
επέζησε	overleef
επέζησε	overleefden
επέζησε	overleefde
επέζησε	overleefd
σοσιαλιστικής	socialist
σοσιαλιστικής	socialistisch
σοσιαλιστικής	socialistische
θύρα	gate
θύρα	poort
θύρα	hek
θύρα	bakboord
θύρα	haven
θύρα	poort
ζημιά	beschadigd
ζημιά	beschadigde
ζημιά	beschadiging
ζημιά	beschadigingen
ζημιά	schade
διόλη	diol
γιούρι	joeri
γιούρι	yuri
γιούρι	uri
λίρα	lire
λίρα	pond
σκοτεινό	duister
σκοτεινό	donker
σκοτεινό	donkere
λεωφορεία	bussen
ζερμέν	germaine
πρόσθετα	additieven
πρόσθετα	toevoegingen
πρόσθετα	plugins
πλούτωνα	pluto
κρατίδια	länder
κρατίδια	deelstaten
κρατίδια	lander
τζέι	jay
αμοιβαία	wederzijds
αμοιβαία	wederzijdse
αναλόγως	dienovereenkomstig
καταιγίδα	noodweer
καταιγίδα	onweer
καταιγίδα	storm
συμπίπτει	samenvalt
μπλάκμορ	blackmore
λιβάδια	grasland
λιβάδια	graslanden
λιβάδια	weiden
λιβάδια	meadows
αλγεβρική	algebraïsche
τόξου	arc
βυθίστηκε	verzonken
βυθίστηκε	gezonken
βυθίστηκε	zonk
βυθίστηκε	gezonken
ενδιαφέρουσα	interessante
ενδιαφέρουσα	interessant
διαφάνεια	transparant
διαφάνεια	transparantie
διαφάνεια	doorzichtigheid
αντιρρήσεις	bezwaren
αντιρρήσεις	bezwaar
δημιουργοί	scheppers
δημιουργοί	makers
δημιουργοί	makers
δημιουργοί	auteurs
δημιουργοί	schrijvers
μπουτάν	bhutan
αιώνια	eeuwige
αιώνια	eeuwigdurende
αιώνια	eeuwige
αιώνια	eeuwig
αιώνια	eeuwig
ενθουσιασμό	spanning
ενθουσιασμό	opwinding
ενθουσιασμό	enthousiasme
ενθουσιασμό	geestdrift
λοατ	lgbt
γιοχάνες	johannes
ανακατασκευή	herbouwen
ανακατασκευή	wederopbouw
ανακατασκευή	heropbouw
ανακατασκευή	reconstructie
αξιωματούχοι	ambtenaren
αξιωματούχοι	functionarissen
νύφη	bride
νύφη	bruid
βασανιστήρια	martelt
βασανιστήρια	marteling
βασανιστήρια	folteringen
βασανιστήρια	foltering
βασανιστήρια	martelen
βασανιστήρια	martelingen
καλημέρα	morgen
καλημέρα	goeiemorgen
καλημέρα	goedemorgen
καλημέρα	ochtend
κάλτσιο	calcio
κρατούμενοι	gevangenen
κρατούμενοι	gevangenen
κρατούμενοι	gedetineerden
κρατούμενοι	gevangenen
κρατούμενοι	gedetineerden
τοσκάνης	toscaanse
σύνθετο	composiet
σύνθετο	samengesteld
σύνθετο	samengestelde
σύνθετο	complexe
σύνθετο	complex
σύνθετο	ingewikkeld
μειονότητα	minderheid
ήπια	mild
ήπια	milde
ήπια	gedronken
ήπια	dronk
ήπια	opgedronken
προσωρινός	tussentijds
προσωρινός	tussentijdse
προσωρινός	interim
προσωρινός	tijdelijk
προσωρινός	tijdelijke
προσωρινός	voorlopige
προσωρινός	voorlopig
προσωρινός	uitzendkracht
χειμώνας	winter
ανέβασε	geüpload
ανέβασε	geupload
κυριαρχούν	domineren
προκήρυξη	proclamatie
προκήρυξη	afkondiging
όνειρα	droom
όνειρα	dromen
όνειρα	dream
όνειρα	dromen
όνειρα	dreams
συμμαχικές	allied
συμμαχικές	geallieerde
μέγαρα	herenhuizen
βασικού	fundamentele
βασικού	basic
κρατουμένων	gevangenen
κρατουμένων	gedetineerden
αποκαταστάθηκε	gerestaureerde
αποκαταστάθηκε	gerestaureerd
αποκαταστάθηκε	hersteld
σιβηρία	siberië
απορρόφηση	absorptie
αναβάθμιση	upgrade
αναβάθμιση	upgraden
αναβάθμιση	opwaarderen
αναβάθμιση	opwaardering
αναβάθμιση	upgraden
αναβάθμιση	opwaarderen
αναβάθμιση	opwaardering
μογγολία	mongolië
οχυρώσεις	versterkingen
διαλύεται	ontbinden
διαλύεται	oplossen
τελικοί	finale
τελικοί	finales
χωριστά	afzonderlijk
χωριστά	apart
χωριστά	aparte
χωριστά	gescheiden
χωριστά	apart
φίσερ	fisher
φίσερ	fischer
συσχέτιση	correlatie
πολωνικά	pools
πολωνικά	poolse
κέιν	cain
κέιν	kaïn
κέιν	kane
κέιν	caine
ορθογώνιο	rechthoek
ορθογώνιο	rechthoekig
ορθογώνιο	rechthoekig
ορθογώνιο	rechthoekige
λάος	laos
πανοραμική	panoramisch
πανοραμική	panoramische
πανοραμική	panorama
κοινωνιολογία	sociologie
φτώχεια	armoede
φτωχή	arme
φτωχή	arm
στίχο	vers
φρανκφούρτη	frankfurt
ιουστινιανού	justinianus
κύριε	meneer
μυστήρια	mysteries
καταδίκασε	veroordeeld
καταδίκασε	veroordeelde
καταδίκασε	veroordeeld
περιφερειακά	randapparatuur
περιφερειακά	regionale
περιφερειακά	regionaal
νύμφη	nimf
βιογραφίες	biografieën
κάμερα	camera
κάμερα	fototoestel
βαβυλώνα	babylon
τραγικό	tragische
τραγικό	tragisch
δίκης	beproeving
δίκης	proces
δίκης	rechtzaak
δίκης	rechtszaak
δίκης	proef
ανθρωπότητα	menselijkheid
ανθρωπότητα	mensheid
ανθρωπότητα	mensheid
παπά	prediker
παπά	predikant
παπά	priester
αντιπρόσωποι	vertegenwoordigers
αντιπρόσωποι	afgevaardigden
αντιπρόσωποι	gedelegeerden
συμβούλια	raden
ναυάγιο	schipbreuk
ναυάγιο	wrak
επιβεβαιώνεται	bevestigd
επιβεβαιώνεται	bevestigde
παράγωγο	derivaat
παράγωγο	afgeleid
παράγωγο	afgeleide
ζυρίχη	zürich
ζυρίχη	zürich
ζυρίχη	zurich
συγνώμη	sorry
σχετικότητας	relativiteit
σχετικότητας	relativiteitstheorie
στέψη	kroning
λουκ	luke
απαίτησε	eisten
απαίτησε	geëist
απαίτησε	eiste
απαίτησε	geëiste
βομβαρδισμό	beschietingen
βομβαρδισμό	bombardement
βομβαρδισμό	bombardement
βομβαρδισμό	bomaanslag
βομβαρδισμό	bombardementen
βομβαρδισμό	bombarderen
βίαιη	gewelddadige
βίαιη	gewelddadig
τρένα	treinen
ιονίου	ionische
φωλιές	nesten
κέπλερ	kepler
καπετάνιος	captain
καπετάνιος	kapitein
καπετάνιος	gezagvoerder
καπετάνιος	kapitein
καπετάνιος	schipper
καπετάνιος	skipper
κυκλικό	cyclisch
κυκλικό	cyclische
κυκλικό	cirkelvormige
κυκλικό	circulaire
φίλε	dude
φίλε	kerel
φίλε	gast
φίλε	gozer
φίλε	man
αμίνη	amine
ηφαιστειακή	vulkanisch
ηφαιστειακή	vulkanische
παπούτσια	schoenen
παπούτσια	schoentjes
ηθικά	moreel
χόφμαν	hoffmann
χόφμαν	hoffmann
χόφμαν	hoffman
οντάριο	ontario
προσεκτικά	zorgvuldig
προσεκτικά	voorzichtig
πρωτεύουσες	hoofdsteden
πρωτεύουσες	hoofdletters
βατικανό	vaticaanse
βατικανό	vaticaan
χρησιμότητα	bruikbaarheid
χρησιμότητα	nut
χρησιμότητα	bruikbaarheid
χρησιμότητα	nut
χρησιμότητα	hulpprogramma
ακούσει	hoorde
ακούσει	gehoord
παρουσιάζοντας	presenteren
φυλάσσεται	bewaakt
φυλάσσεται	bewaakte
γουίλσον	wilson
ηρώδη	herodes
υποψηφίων	sollicitanten
υποψηφίων	kandidaten
επαρκώς	adequaat
στηβ	steve
πολύτιμα	waardevol
πολύτιμα	precious
πολύτιμα	kostbaar
πολύτιμα	kostbare
πράκτορες	agenten
ομοιότητα	gelijkenis
ομοιότητα	gelijkenis
ομοιότητα	gelijkenissen
ομοιότητα	gelijkenis
διαφημίσεις	advertenties
οπλισμό	bewapening
φυσιολογική	normale
φυσιολογική	normaal
δεκαετιών	decennia
σταυροφόροι	kruisvaarders
θεόφιλος	theophilos
γουόλτερ	wouter
γουόλτερ	walter
άνετα	comfortabel
άνετα	comfortabele
άνετα	comfortabel
άνετα	comfortabele
τζούλια	giulia
τζούλια	julia
οξφόρδη	oxford
απορρίπτει	afgekeurde
απορρίπτει	verwerpt
ατλάντα	atlanta
μον	mont
μον	mon
γνωριμία	kennismaking
γνωριμία	kennis
προσωρινό	tijdelijk
προσωρινό	tijdelijke
προσωρινό	voorlopige
προσωρινό	voorlopig
λιοντάρια	leeuwen
λιοντάρια	lions
μαρίνο	marino
έντυπο	form
έντυπο	vorm
έντυπο	formulier
τριλογία	trilogie
μεταλλική	metalen
μεταλλική	metallic
μονοπάτια	paden
μονοπάτια	paden
πακέτα	arrangementen
πακέτα	pakketten
πακέτα	verpakkingen
πακέτα	colli
πακέτα	pakjes
πακέτα	pakketjes
πακέτα	pakketten
πακέτα	verpakkingen
συνεχές	doorlopend
συνεχές	continue
συνεχές	continu
συνεχές	doorlopende
συνεχές	ononderbroken
συνεχές	continuüm
επιφανειακή	oppervlakkige
επιφανειακή	oppervlakkig
πνεύματα	geesten
αντουάν	antoine
λοίμωξη	infectie
