그리스인	grieķi
농부	zemnieki
농부	lauksaimnieks
농부	zemnieks
비선형	nelineāra
응급	avārijas
응급	ārkārtas
카즈오	kadzuo
스무	twenty
스무	divdesmit
실린더	balons
실린더	cilindra
실린더	cilindrs
우분투	ubuntu
리타	rita
샤이니	shah
손해	zudumi
손해	zaudējumi
손해	bojājums
버추얼	virtuālā
버추얼	virtuālo
어시스트	palīdz
브람스	brāmsa
스플리트	dalījums
스플리트	sadalīt
베이컨	bekonu
혈관	kuģi
혈관	trauki
치프	priekšnieks
노스웨스턴	ziemeļrietumu
에베레스트	everest
타원형	elipsveida
마일스	jūdzes
디나르	dinārs
리처드슨	ričardsons
마인드	prātus
마인드	prāti
노래방	karaoke
피드백	atsauksmes
공지	paziņojumi
공지	paziņojums
공지	paziņojums
잠금	slēgt
잠금	lock
잠금	atslēgt
잠금	bloķēšana
잠금	bloķēšanas
바하마	bahamu
바하마	bahamu
설리번	salivans
훌리오	julio
루니	rūnija
무례한	rupji
매트	met
매트	matēts
매트	mat
매트	paklāji
항아리	jar
항아리	burkas
엘런	elena
엘런	elēna
온실	siltumnīcefekta
온실	siltumnīcā
온실	siltumnīcas
온실	siltumnīcu
온실	siltumnīcās
온실	siltumnīcās
온실	siltumnīcas
지불	maksā
지불	maksāt
지불	atalgojums
지불	maksā
지불	samaksa
지불	samaksāt
지불	maksā
지불	maksājumi
지불	samaksa
지불	maksājums
감지	noteikšanas
감지	noteikšana
감지	atklāšana
감지	konstatēts
감지	konstatēt
네이션	nācija
네이션	tauta
언제부터	kopš
통역	tulku
연습생	prakse
연습생	praksi
민병대	kaujinieku
아브라함	ibrahim
전갈자리	skorpions
아리스토텔레스	aristotelis
체계적	sistemātiski
체계적	sistemātiska
체계적	sistemātiskas
체계적	sistemātiskā
크로니클	hronika
물고기자리	pisces
가까워	tuvāka
가까워	tuvāk
자격증	sertifikācijas
자격증	sertifikācija
자격증	kvalifikāciju
자격증	kvalifikācija
자격증	kvalifikācijas
자격증	sertificēta
자격증	sertificēti
자격증	sertificēts
가정교사	pasniedzējs
가정교사	privātskolotāju
가정교사	privātstundas
가정교사	guvernante
루미	rūmī
매리너	mariner
남서	dienvidrietumu
벤치	stendi
벤치	stends
벤치	stenda
스완	gulbis
흔적	taka
흔적	liecības
흔적	pēdas
흔적	traces
흔적	izsekot
흔적	palieku
흔적	takas
에드먼턴	edmontonas
말라위	malāvija
캐치	nozvejas
캐치	noķert
캐치	noķer
캐치	loms
캐치	nozveja
비자	vīzas
비자	vīzu
세르비아인	serbu
세르비아인	serbiem
세르비아인	serbu
세르비아인	serbu
세르비아인	serbijas
플루트	flauta
넷스케이프	netscape
오늘도	šodien
부모님	vecāki
부모님	vecākiem
부모님	vecāks
부모님	vecāka
스위프트	swift
수류탄	granātu
수류탄	granātas
콜렉션	savākšanas
콜렉션	kolekcijas
콜렉션	vākšana
콜렉션	savākšana
콜렉션	kolekcija
펀자브	pendžabas
펀자브	pandžabu
단락	rindkopa
단락	rindkopas
단락	rindkopas
하버	ostu
하버	harbour
무제한	neierobežoti
무제한	neierobežots
무제한	neierobežota
무제한	neierobežoti
무제한	neierobežots
무제한	neierobežota
숨김	noslēpt
숨김	slēptas
숨김	slēpta
숨김	slēptās
메사	mesa
매기	megija
카세트	kasešu
카세트	kasetes
귀도	gvido
귀도	guido
거품	burbuļus
거품	burbuļi
거품	putu
거품	putas
거품	burbulis
랠리	rally
닫습니다	aizvērt
닫습니다	tuvu
닫습니다	noslēdz
닫습니다	aizver
닫습니다	slēdz
독립기념일	neatkarība
스캇	skots
색채	krāsojums
의사당	kapitolijs
억제	kavēšana
억제	apspiešana
억제	inhibitoru
억제	inhibitori
억제	inhibitors
방학	brīvdienas
방학	atvaļinājums
사우샘프턴	sauthemptonas
베네딕트	benedikts
도달	sasniegts
도달	sasniedza
도달	sasniegta
도달	sasniegtas
도달	reach
도달	aizsniegt
도달	sasniedz
플레어	izlīdzināšanu
인덱스	rādītājs
인덱스	indekss
인덱스	indeksiem
인덱스	indeksi
플라워	zieds
플라워	ziedu
아메드	ahmed
리비우	ļvova
배운다	mācies
배운다	mācīties
멤버들	locekļi
멤버들	dalībnieki
멤버들	deputāti
멤버들	biedri
애정	pieķeršanās
위트레흐트	utrehtas
비스마르크	bismarck
볼륨	apjoms
볼륨	tilpums
볼륨	apjomi
파도	viļņi
파도	viļņu
파도	vilnis
파도	viļņa
엘프	rūķis
엘프	rūķi
웬디	vendija
백조	gulbji
백조	gulbis
스노우	sniega
스노우	sniegs
스노우	sniegu
라디에이터	radiatori
라디에이터	radiatoru
거스	gas
출판물	publicēšana
출판물	publikācija
출판물	publicēšanas
출판물	publikācijas
타라	tara
마르코스	marcos
바빌론	babilona
발목	potītes
발목	potītes
반체제	disidents
중성미자	neitrīno
베일리	beilijs
새우	garneles
새우	garneles
새우	garneļu
다코타	dakota
에식스	essex
혼돈	apjukums
혼돈	haoss
워렌	vorens
브라보	bravo
볼프	vilka
볼프	vilks
볼프	vilku
하이라이트	uzsvēra
하이라이트	uzsvērts
하이라이트	izceltas
하이라이트	uzsver
하이라이트	izceļ
하이라이트	izcelt
하이라이트	uzsvērt
바닐라	vaniļas
두뇌	smadzenes
두뇌	smadzeņu
일관성	konsekvenci
일관성	konsekvence
알란	alan
망치	āmurs
주디	džūdija
지리학	ģeogrāfija
멜로	melo
카레	karija
지브롤터	gibraltārs
전자제품	elektronikas
재산권	īpašums
재산권	īpašība
헤럴드	herald
유스티니아누스	justiniāna
글래스	stikls
글래스	stikla
글래스	glāze
글래스	stikli
뱅크스	bankas
뱅크스	bankās
컴팩트	kompakts
장애물	lekt
장애물	šķērslis
장애물	šķēršļi
복숭아	persiku
사용법	lietošana
사용법	izmantošana
사용법	lietojums
콘월	kornvolas
자정	pusnakts
자정	pusnaktī
분사	injekcijām
분사	injekcija
싸이	psy
절단	amputācija
프로토타입	prototipu
프로토타입	prototips
프로토타입	prototipus
템플	templi
웰스	akas
에덴	eden
지뢰	mīnas
지뢰	raktuves
피보나치	fibonači
에두아르도	eduardo
코브라	kobra
플라톤	plato
항생제	antibiotikas
항생제	antibiotika
항생제	antibiotiku
그리피스	griffith
그리피스	grifitss
정서	emociju
정서	emocijām
정서	emocijas
현미경	mikroskopu
민트	piparmētru
민트	mint
민트	kaltuves
민트	mētru
트로이아	trojas
육체	miesu
육체	mīkstums
육체	miesas
육체	miesa
칩셋	mikroshēmojumu
아이튠즈	itunes
컨셉	jēdziens
컨셉	koncepciju
컨셉	koncepcija
컨셉	koncepts
컨셉	jēdzieni
컨셉	koncepcijas
트레이딩	trading
트레이딩	tirdzniecība
중요성	svarīgums
중요성	nozīmīgums
전화번호	telefons
전화번호	tālrunis
긴장	spriedze
긴장	spriedzi
워털루	waterloo
지다	džida
노구치	noguči
질투	greizsirdība
안젤로	andželo
안젤로	angela
원예	dārzkopības
원예	dārzkopības
지부티	džibuti
개선하기	uzlabošana
개선하기	uzlabo
개선하기	uzlabo
개선하기	uzlabot
개선하기	uzlabotu
플라스마	plazma
플라스마	plasma
플라스마	plazmā
플라스마	plazmas
수평으로	horizontāli
몽골족	mongoļi
프라이스	cenas
프라이스	cena
프라이스	cenu
불규칙	neregulāras
불규칙	neregulāra
사자자리	leo
스테파니	stefani
스테파니	stefānija
킬로그램	kilogrami
킬로그램	kilogramiem
킬로그램	kilogramos
킬로그램	kilogramu
두부	tofu
볼프스부르크	volfsburga
쿠르드	kurdistānas
복장	tērps
차분한	mierīgi
차분한	mierīgs
차분한	mierīga
기사도	bruņniecību
디아스	díaz
디아스	diaz
볼리바르	bolivars
엘렌	elena
엘렌	elēna
모방	imitācija
모방	imitācijas
탈레반	taliban
그놈	gnome
약사	farmaceita
약사	farmaceits
용접	šuves
용접	metināšanas
수프	zupas
수프	zupa
수프	zupas
측도	pasākuma
측도	pasākums
리라	lira
트와일라잇	krēslas
트와일라잇	krēsla
나탈리	natālija
대문자	kapitalizācijas
에밀리오	emilio
우크라이나인	ukraiņiem
우크라이나인	ukraiņu
악용	ļaunprātīgas
콕스	cox
초보자	iesācējiem
초보자	iesācēja
남동	dienvidaustrumu
바부다	barbuda
카슈미르	kašmiras
블리치	balinātāju
수수	sorgo
히타이트	heti
히타이트	hetu
히트맨	dzimšana
버니	bērnijs
토레스	torres
아스투리아스	astūriešu
에리트레아	eritrejas
에리트레아	eritreju
명목	nominālais
명목	nominālā
명목	nomināla
엘비스	elvis
귀한	reti
귀한	retas
대리인	aģents
대리인	aģente
리베라	rivera
성기	dzimumlocekļa
복수형	daudzskaitlī
양수	pozitīvi
양수	pozitīvas
양수	pozitīvā
양수	pozitīva
양수	pozitīvais
양수	pozitīvs
어색한	neveikli
피카츄	pikaču
불가피한	neizbēgami
바바라	barbara
콤보	combos
레아	reja
레아	lea
아톰	atoms
마시기	dzeršanas
마시기	dzeramā
마시기	dzeramais
류블랴나	ļubļanas
위생	sanitārās
위생	sanitārie
위생	sanitāro
위생	higiēna
팩터	zin
팩터	faktoram
팩터	koeficients
팩터	faktoru
팩터	faktors
올라프	olaf
사구	kāpas
사구	kāpu
노예제	vergs
노예제	vergu
노예제	verdzības
노예제	verdzība
아쉬운	viegli
아쉬운	viegla
아쉬운	viegls
아쉬운	mierīgi
인류학	antropoloģija
레이어	slāņi
레이어	slānis
집착	apsēstība
집착	apsēsts
음주	dzeršanas
음주	dzeramā
음주	dzeramais
음주	intoksikācijas
가입자	pasūtītājs
가입자	abonentu
가입자	abonentiem
스프린트	sprints
호프만	hofmanis
호프만	hofmans
팍스	pax
불만	sūdzības
불만	neapmierinātība
불만	sūdzība
불만	neapmierinātību
불만	neapmierinātība
패티	petija
하룻밤	nakti
하룻밤	diennakts
보일러	katlu
보일러	katls
보일러	katli
신선	svaiga
신선	svaigas
신선	svaigs
신선	svaigi
에이커	akru
에이커	āri
광둥어	kantoniešu
조차도	pat
가루	pulverveida
가루	pulverī
가루	pulveri
가루	pulveris
구출	glābšana
구출	glābšanas
세슘	cēzija
리히터	rihters
아르곤	argona
니제르	niger
숭배	kults
숭배	pielūdz
숭배	dievkalpojumu
독성	toksiskas
독성	toksisks
독성	toksiska
독성	toksicitāte
독성	toksiskums
트릭	triks
트릭	trikus
코멘트	komentārs
코멘트	komentēt
영사	konsuls
휘슬러	vistleras
도난	nozagts
도난	nozagta
도난	zādzība
도난	zādzību
도난	zādzības
유명인	slavena
유명인	slavens
유명인	slavenais
유명인	slaveno
그라츠	grācas
치사	slepkavība
탬파	tampa
팔라우	palau
목장	ganības
목장	rančo
마찰음	fricative
주스	sulu
주스	sula
주스	sulas
주스	sulas
매니토바	manitoba
헤이	hei
헤이	hey
펌웨어	firmware
준수	atbilstība
중서부	midwest
티나	tīna
마스터링	apgūšanas
펀드	fonda
펀드	fonds
펀드	fondi
종속	atkarīgs
종속	atkarīga
종속	atkarīgas
종속	atkarīgi
종속	atkarību
종속	atkarība
종속	atkarības
볼드윈	boldvins
명품	luksusa
크레인	celtņi
크레인	dzērve
체코어	čehu
체코어	čehijas
알레그로	allegro
젖은	slapjas
젖은	slapjš
젖은	mitra
설문	aptaujas
설문	aptauja
행크	henks
싸인	autogrāfu
규소	silīcija
규소	silīcijs
규소	silīciju
태평	taipinu
위임	delegācija
위임	deleģēta
위임	deleģēti
슈나이더	schneider
프린시페	prinsipi
걸음	step
걸음	posms
걸음	soli
걸음	solis
걸음	pakāpieni
걸음	soļi
걸음	posmi
세븐틴	seventeen
세븐틴	septiņpadsmit
주머니	kabatas
주머니	kabatā
주머니	maisiņš
주머니	kabatas
덮개	vāks
덮개	vāka
덮개	segums
덮개	segtu
스펀지	sūklis
노키아	nokia
클리프	klints
톰프슨	tompsone
파푸아	papua
록펠러	rokfellera
우치	lodzas
이고르	igors
맑음	skaidra
맑음	skaidri
맑음	skaidrs
맑음	dzidrs
맑음	saulainas
맑음	saulains
맑음	saulainā
맑음	saulaina
직사각형	taisnstūri
직사각형	taisnstūra
직사각형	taisnstūra
직사각형	taisnstūrveida
최소화	samazinātu
재미	jautrība
재미	jautri
재미	prieki
산화물	oksīds
산화물	oksīdu
히스	hīts
몰수	konfiscēt
몰수	konfiskācija
몰수	konfiskācijas
몰수	konfiscētas
드라큘라	drakula
악화	saasinājums
악화	pasliktinās
악화	pasliktināšanos
악화	pasliktināšanās
악화	sliktāk
악화	sliktāka
커크	kērks
경매	izsole
경매	izsoli
경매	izsolē
경매	izsoles
경매	izsolēs
경매	izsoles
테오도시우스	teodosijs
콘티넨탈	kontinentālā
콘티넨탈	kontinentālās
브릿지	tilti
칵테일	kokteiļi
칵테일	kokteilis
머무르고	uzturēties
머무르고	paliec
머무르고	palikt
도표	diagramma
동남아	dienvidaustrumu
생산성	ražība
생산성	ražīgums
생산성	produktivitāte
카트만두	katmandu
프라이	dfr
스팀	tvaika
스팀	tvaiku
유리카	ērika
대백과사전	enciklopēdija
마지	mārdža
하우	howe
네이티브	dzimtā
네이티브	vietējais
네이티브	vietējo
손잡이	rokturi
손잡이	rokturis
손잡이	apstrādāt
손잡이	roktura
손잡이	stūri
코코넛	kokosriekstu
코코넛	kokosrieksti
고릴라	gorilla
고릴라	gorillas
하마	augustīns
하마	hippos
하마	nīlzirgu
당뇨병	diabēta
당뇨병	diabēta
당뇨병	diabēts
유방	krūts
비테르보	viterbo
보완	papildinājumi
보완	papildina
보완	papildinājums
보완	papildināt
보완	papildina
좋아요	labi
웃음	smieklu
웃음	smieties
웃음	smejas
웃음	pasmieties
웃음	smieties
웃음	smiekli
여관	snn
여관	inn
콜론	resnās
아이유	bērns
피에몬테	pjemontas
먹어	ēst
먹어	jāēd
먹어	apēd
먹어	ēd
브랜던	brendons
기병대	kavalēriju
리아	lea
리아	lia
밀어	push
품격	eleganti
프롬	balles
프롬	balle
계몽주의	apgaismība
부호화	kodēšana
부호화	kodējums
부호화	kodēšana
부호화	kodēšanas
부호화	kodi
트랜잭션	darījums
트랜잭션	darījumu
트랜잭션	darījumi
우려	bažas
루즈벨트	rūzvelts
입국	ierašanās
칠리	čili
칠리	čili
냠냠	yum
가방	soma
가방	maiss
가방	maisiņš
가방	somas
가방	maisi
가방	maisiņi
소크라테스	socrates
조선소	kuģubūves
나가기	izvešanas
나가기	izeja
나가기	iziešanas
나가기	izbraukšana
몬테	monte
출판됨	publicēts
출판됨	publicēta
변종	varianta
변종	variants
변종	variantu
리프트	rifta
리프트	pacelt
리프트	lifts
현대그룹	hyundai
도시락	pusdienas
도시락	pusdienās
목적지	galamērķa
목적지	galamērķi
목적지	galamērķis
목적지	galamērķiem
목적지	galamērķus
목적지	galamērķi
보정	korekcijas
보정	labojumi
보정	korekcija
보정	koriģēšana
보정	labojumi
보정	labojums
보정	kalibrēšanas
보정	kalibrēšana
미스틱	cīnītāji
모리슨	morisons
표시하기	rādīt
표시하기	displejs
표시하기	displeja
지킨	kīns
코다	coda
목걸이	kaklarota
목걸이	kaklarotas
벨리즈	belizas
만족	apmierinātība
만족	apmierināti
만족	apmierināta
만족	apmierināts
등기	reģistrētie
등기	reģistrēta
등기	reģistrētas
등기	reģistrētā
등기	reģistrēti
등기	reģistrēts
코모로	komoru
안젤라	angela
연주회	apsvērums
연주회	koncerti
연주회	koncerts
연주회	koncertā
팽창	dilatāciju
팽창	paplašināšana
팽창	izplešanās
팽창	paplašināšanās
좌표계	koordinātas
좌표계	koordinātes
활성	aktīvais
활성	aktīvs
활성	aktīvi
활성	aktīva
활성	aktīvā
까마귀	vārna
까마귀	vārnas
까마귀	krauklis
나이프	naži
나이프	nazi
나이프	nazis
라일리	railija
라일리	reilly
훔쳐	nozagt
훔쳐	zagt
캐런	kārena
일러스트레이터	illustrator
북동	ziemeļaustrumu
조개	gliemeņu
지오	gio
지오	geo
웁살라	upsalas
바베이도스	barbadosas
카라치	karači
플라이어스	skrejlapas
채팅	chat
아디다스	adidas
가속기	paātrinātāji
테라	tera
테라	terra
계산기	kalkulators
에디터	redaktors
에디터	redaktoriem
부끄러운	kauns
부끄러운	kauna
부끄러운	kautrīgs
오마하	omaha
바깥쪽으로	āru
엔트로피	entropijas
바덴	bādene
성교	dzimumakta
성교	sekss
성교	dzimums
테디	tedijs
버크	bērks
스푸트니크	sputņik
대수학	algebra
다국어	daudzvalodu
골짜기	ieleja
골짜기	ielejas
연구자	pētnieku
연구자	pētnieks
연구자	pētniekiem
연구자	pētnieki
소프트볼	softbola
커브	līkne
브르타뉴	bretaņas
브르타뉴	breton
아바	ava
모터스포츠	motorsport
모터스포츠	autosportā
펄스	pulss
펄스	impulss
펄스	impulsa
오라클	oracle
베로니카	veronika
갈매기	kaija
크리드	pārliecība
탄산	karbonāts
탄산	karbonātu
사파리	safari
스탭	personāls
스탭	darbinieki
우울증	depresijas
우울증	depresija
우울증	depresiju
키워드	atslēgvārds
콜라보레이션	sadarbība
룰라	lula
애플렉	afleks
캘빈	calvin
다이어트	diētas
다이어트	diēta
주간고속도로	starpvalstu
라이트닝	zibens
투명	caurspīdība
투명	caurspīdīgs
투명	caurspīdīgs
투명	caurspīdīga
투명	atklātība
석기	akmens
영감	iedvesmoja
영감	iedvesmu
영감	iedvesma
엔비디아	nvidia
하르툼	hartūmas
그렉	gregs
애비	ebija
두려움	baiļu
두려움	bailes
두려움	bailēs
도시바	toshiba
불분명하다	neskaidri
불분명하다	neskaidrs
불분명하다	neskaidra
코코아	kakao
대시	domuzīme
진술	paziņojums
미스테리	noslēpumainā
보디가드	miesassargs
반란군	nemiernieku
반란군	nemierniekiem
프레데터	plēsoņa
영장류	primāti
다이고	daigo
플래그	karogs
플래그	karoga
플래그	karogi
마시	marsh
채무	parādi
채무	parādus
채무	parāds
채무	parādu
리턴	atgriežas
리턴	atgriež
리턴	atdeve
리턴	atgriešanas
리턴	atgriešanās
하이웨이	šosejas
하이웨이	šoseja
동창	klasesbiedriem
동창	biedrs
요구사항	prasība
요구사항	prasības
캐롤라인	caroline
해고	atlaišana
클랜	klans
클랜	clans
푸른색	zilais
푸른색	zils
푸른색	zila
푸른색	zilā
생생한	spilgts
생생한	košas
모기	moskītu
모기	odi
페이퍼	papīrs
페이퍼	papīra
너구리	jenots
음식점	restorāns
음식점	vietām
음식점	vietas
음식점	restorāni
음식점	restorānos
형이상학	metafizika
피츠제럴드	ficdžeralds
어마어마한	milzīga
깡패	gangsteris
깡패	gangsteri
랭스	reimsas
애국	patriotiski
시프트	maiņa
시프트	maiņu
잊혀진	aizmirsuši
잊혀진	aizmirsts
잊혀진	aizmirsti
잊혀진	aizmirsis
디펜스	aizstāvība
디펜스	aizsardzība
디펜스	aizstāvība
디펜스	aizsardzība
디펜스	aizsardzības
조언	konsultācijas
조언	padoms
조언	ieteikumi
조언	konsultē
조언	ieteikt
계기	instruments
계기	instrumenta
계기	instrumentu
분리주의	separātistu
해머	āmurs
편집하기	labot
편집하기	rediģēt
익명	anonimitāti
익명	anonīmi
익명	anonīma
익명	anonīmā
익명	anonīms
씨앗	sēklu
씨앗	sēklas
씨앗	sēklas
모세	mozus
라우팅	nopostījuši
채플린	čaplins
주먹	dūrēm
주먹	dūri
미르	mir
수박	arbūzi
록키	rokijs
파운데이션	foundation
파운데이션	pamats
파운데이션	fonds
마릴린	merilina
유권자	vēlētāji
유권자	vēlētājiem
유권자	vēlētājus
침례교	baptistu
침례교	baptisti
카타니아	catania
단발	tikai
디바	diva
매카시	mccarthy
메디나	medina
엘리펀츠	ziloņi
몽펠리에	monpeljē
스피리츠	spirti
스피리츠	gari
거절	kritums
거절	atteikties
거절	atsaka
거절	atteikt
거절	noraidījums
거절	noraidīšanu
거절	atteikums
거절	samazinājās
거절	samazinājies
나타납니다	rādās
롤리팝	ledenes
홀리데이	brīvdiena
홀리데이	brīvdienu
미들즈브러	middlesbrough
사탕수수	cukurniedru
후식	deserts
토륨	torija
니키타	ņikita
아흐마드	ahmad
햇빛	saule
햇빛	saulīte
도나	donna
플러그인	spraudnis
플러그인	spraudņi
알레한드로	alejandro
부룬디	burundi
닭고기	vistas
닭고기	cālis
닭고기	vista
침투	iekļūšana
침투	iespiešanās
아흐메드	ahmed
아흐메드	ahmad
카스피	kaspijas
스칼렛	skārleta
어딘가	kautkur
표도르	fjodors
암초	rifs
송신	izejošās
송신	izejošo
어벤져스	avengers
오드리	odrija
지팡이	cukurniedru
지팡이	stienis
지팡이	air
지팡이	zizlis
정상회담	samitā
정상회담	samits
사육	pavairošana
사육	vaislas
사육	audzēšana
구슬	pērlītes
옥션	izsole
옥션	izsoli
옥션	izsolē
옥션	izsoles
문어	astoņkāji
아민	armīns
숙박	uzturēties
숙박	paliec
숙박	palikt
숙박	iesniegšana
람보르기니	lamborghini
화강암	granīta
통증이	sāpes
배수	drenāžas
배수	drenāžas
세례	kristības
스피커	skaļruni
스피커	runātāji
스피커	runātājs
스피커	runātāja
애틀란타	atlantu
애틀란타	atl
샐러드	salāti
밸런스	bilance
밸런스	atlikums
밸런스	līdzsvars
밸런스	līdzsvaru
잠재적으로	potenciāli
끓는	viršanas
현실적	reāli
현실적	reālistisks
현실적	reāls
현실적	reālistiska
현실적	reālistiski
세브란스	atlaišanas
싸우기	cīņu
싸우기	cīņa
싸우기	cīnīties
협동조합	kooperatīvi
협동조합	kooperatīviem
협동조합	kooperatīvā
협동조합	kooperatīvs
근방	kaimiņvalstis
근방	kaimiņattiecību
근방	kaimiņi
말레이어	malajiešu
바륨	bārija
결함	trūkums
결함	trūkumi
결함	defekts
더스틴	dastins
프로방스	provansas
보나	bona
경호원	miesassargs
오푸스	opus
동거	kopdzīvi
나열	uzskaitītie
나열	uzskaitītas
나열	uzskaitīti
나열	uzskaitīts
블랙베리	kazeņu
양심적	sirdsapziņa
양심적	sirdsapziņu
양심적	apziņas
부수	nejauša
드롭	piliens
드롭	nomest
안장	sēdekļi
안장	seglu
교훈	mācība
교훈	nodarbība
추상	abstrakta
억만장자	miljardieriem
악어	aligatoru
악어	krokodils
악어	krokodili
정오	pusdienlaikā
안정성	stabilitāte
안정성	stabilitāti
샬롯	šarlote
교통사고	negadījums
교통사고	avārija
이클립스	aptumsums
헝가리어	ungāru
헝가리어	ungārijas
걸작	meistardarbs
카시니	cassini
유럽인	eiropiešiem
유럽인	eiropiešu
유럽인	eiropieši
결투	duelis
짐승	zvērs
ㅋㅋ	lol
벌레	tārpu
벌레	kļūdu
운석	meteorīta
스토리지	uzglabāšana
스토리지	glabāšana
카피	kopēt
카피	kopiju
카피	eksemplārs
카피	kopija
가오	gao
세르지오	sergio
자니	džonijs
아르헨티나인	argentīna
아르헨티나인	argentīnas
아르헨티나인	argentīnas
아르헨티나인	argentīna
아르헨티나인	argentīnas
소품	balsts
소품	balsti
차베스	chávez
차베스	chavez
마틸다	matilde
속임수	triks
속임수	viltu
경감	inspektors
경감	inspektora
도미노	domino
레게	reggae
베컴	bekhema
강조하기	izcelt
강조하기	uzsvērt
촉매	katalizators
촉매	katalītiskā
리보르노	livorno
암모니아	amonjaka
수분	šķidrums
수분	šķidruma
수분	apputeksnēšanas
수분	mitrums
수분	šķidrumi
스코페	skopje
굴절	refrakcijas
몬티	monty
찬드라	chandra
모래시계	smilts
모래시계	smilšu
모래시계	smiltis
데뷔해	pirmizrādi
셜리	šērlija
치아	zobiem
치아	zobus
치아	zobi
치아	zobu
치아	zobs
카니예	kanje
파스텔	pastel
미망인	atraitņu
미망인	atraitnes
연구실	laboratoriju
연구실	laboratorijā
연구실	laboratoriski
연구실	laboratorija
연구실	laboratorijā
연구실	laboratorija
연구실	lab
여행자	ceļotājiem
여행자	ceļotāji
벨벳	samta
핀란드어	somu
핀란드어	somijas
여섯번째	sestais
여섯번째	sestā
윙스	spārni
윙스	spārnus
전화기	telefons
전화기	tālrunis
전화기	telefons
전화기	tālrunis
전화기	tālruņi
전화기	telefoni
이빨	zobiem
이빨	zobus
이빨	zobi
이빨	zobu
이빨	zobs
트랩	lamatas
트랩	slazdā
트랩	lamatas
트랩	slazdus
식용	ēdami
식용	uzturā
고어	gors
쥬얼리	rotaslietas
호날두	ronaldo
협곡	aiza
협곡	kanjons
협곡	ieleju
플로렌스	florence
호흡기	elpošanas
스틱	nūjas
갑각류	gliemeņu
다섯번째	piektā
다섯번째	piektajā
다섯번째	piektais
롤러	rullīši
롤러	rullīšu
머리카락	apmatojums
머리카락	matus
머리카락	matiem
머리카락	mati
패러다임	paradigma
비만	aptaukošanās
비만	aptaukošanās
반복한다	atkārtot
반복한다	atkārtots
반복한다	atkārto
코번트리	coventry
게이츠	vārti
냄새	smarža
냄새	ož
냄새	smaržo
냄새	smird
놓쳤다	izlaista
놓쳤다	pietrūka
꼭두각시	lelles
꼭두각시	leļļu
발렌틴	valentīns
파머	palmer
애완동물	pet
애완동물	mājdzīvnieki
애완동물	mājdzīvniekiem
트랜스젠더	transpersonu
로미오	romeo
조교	palīgs
조교	asistents
구토	vemšana
초음파	ultraskaņu
초음파	ultraskaņas
아미르	emir
부분적	daļēja
부분적	daļēji
부분적	daļējs
부분적	daļējas
습관	paradumus
습관	paradumi
습관	ieradumi
습관	ieradumu
습관	ieradums
루커스	lucas
필사적으로	izmisīgi
출국	izbraukšana
출국	aiziešana
출국	izlidošanas
그램	gramu
그램	gramos
그램	gramus
그램	grami
미생물	mikroorganisms
미생물	organismi
스케줄	grafiki
스케줄	grafiks
갈리시아	galicia
발자국	pēdās
출석	piedalīšanās
출석	dalība
출석	apmeklējums
절도	zādzība
절도	zādzību
절도	zādzības
램지	remzijs
카드뮴	kadmijs
카드뮴	kadmija
카트린	katrīna
양모	vilnas
양모	vilna
영리	gudrs
영리	gudra
영리	gudri
시저	cēzara
체사레	cesare
스레드	pavedieni
스레드	pavediens
스레드	pavedieni
스레드	pavedienu
창세기	ģenēzes
위스키	viskijs
위스키	viskija
위스키	viskijs
피크	maksimums
피크	pīķa
후퇴	atkāpties
효율적	efektīvi
효율적	efektīva
효율적	efektīvs
깃털	spalvu
깃털	spalva
깃털	spalvas
번식	pavairošana
번식	vaislas
번식	audzēšana
카트리지	patronas
카트리지	kārtridžs
실용	praktiska
실용	praktisks
실용	praktiski
클립	klipu
클립	klips
사파이어	safīra
임페리얼	imperial
열정적인	aizrauj
폐기	izmest
폐기	atbrīvoties
트래비스	treviss
마데이라	madeirā
마데이라	madeira
만하임	manheimā
구강	iekšķīgi
페덱스	fedex
샌더스	sanders
비숍	bīskaps
관계형	relāciju
브레시아	brescia
몰디브	maldivu
마젤란	magelāns
참여하기	pievienojies
참여하기	pievienoties
참여하기	pievienojos
비료	mēslojums
비료	kūtsmēsli
비료	mēslojums
비료	kūtsmēslu
비료	mēsli
비료	mēslošanas
율리시스	ulysses
첨부	pievienoti
첨부	pievienotie
첨부	pievienota
첨부	pievienots
첨부	pievienotas
첨부	pielikumu
첨부	pielikums
첨부	pielikumi
첨부	pielikumus
약학	aptiekā
약학	aptiekas
약학	aptieka
타일	kauliņu
타일	flīžu
타일	kauliņi
타일	flīzes
아르메니아인	armēnijas
아르메니아인	armēņu
아르메니아인	armēnija
아르메니아인	armēņiem
키트	komplekti
키트	komplekts
키트	komplektā
효율성	efektivitāte
효율성	efektivitāte
효율성	efektivitāte
조경	labiekārtot
조경	ainava
조경	ainavu
조경	ainavas
승천	debesbraukšanas
승천	pieņēmums
베냉	azerbaidžāna
베냉	beninas
라이터	šķiltavas
라이터	vieglāka
라이터	šķiltavas
위젯	žetonu
위젯	emblēmas
기밀	konfidenciāli
종양	audzēja
종양	audzēju
종양	audzējs
종양	audzēja
닉스	nix
브라이턴	brighton
충성	uzticams
충성	lojalitātes
알레르기	alerģijas
알레르기	alerģiju
알레르기	alerģija
알레르기	alerģija
알레르기	alerģijas
알레르기	alerģisks
알레르기	alerģiskas
공포증	baiļu
공포증	bailes
공포증	bailēs
보이드	boids
규약	pakts
