ve	та
miktarda	суми
miktarda	величин
evet	yes
evet	так
evet	ага
evet	так
evet	угу
göl	озеро
göl	озера
antonio	антоніо
filistin	автономії
filistin	палестинська
sıcaklık	температура
sıcaklık	теплом
sıcaklık	спека
sıcaklık	температури
sıcaklık	температура
sıcaklık	тепло
ürünleri	продукція
ürünleri	виріб
ürünleri	вироби
ürünleri	продукти
aracılığıyla	via
aracılığıyla	віа
aracılığıyla	через
aracılığıyla	крізь
aracılığıyla	наскрізь
aracılığıyla	через
aracılığıyla	передивився
eleme	ліквідацію
eleme	усунення
konuk	гостя
konuk	гість
konuk	guest
konuk	гостем
konuk	гості
geç	запізнюється
geç	пізно
geç	запізно
geç	пропустити
adım	крок
adım	кроком
bronz	бронза
münih	мюнхен
brown	браун
brown	коричневі
brown	brown
brown	коричневий
parlak	яскраві
parlak	яскраве
parlak	яскрава
parlak	зійшла
parlak	красунчик
ermenistan	вірменії
ermenistan	вірменія
coğrafya	географія
ulaştı	досягнуто
ulaştı	досягли
ulaştı	досягнув
ulaştı	досягла
scott	скотт
kimse	нікому
kimse	нікого
kimse	хтось
kimse	ніхто
kimse	нікого
güncel	поточні
güncel	поточний
güncel	поточна
güncel	течія
güncel	струм
şeyh	шейх
şeyh	шейх
toprakları	земель
toprakları	виноробстві
getirdi	привезли
getirdi	принесли
getirdi	приніс
yazılım	програмний
yazılım	програми
yazılım	застосунок
topluluk	громада
topluluk	спільнота
topluluk	спільноти
topluluk	суспільство
topluluk	товариства
topluluk	товариство
topluluk	хоткевича
topluluk	ансамбль
asyalı	азійський
geçerek	крізь
geçerek	наскрізь
geçerek	через
geçerek	передивився
kesinlikle	саме
kesinlikle	безперечно
kesinlikle	точно
kesinlikle	безумовно
kesinlikle	повністю
tanınan	впізнали
tanınan	впізнав
tanınan	визнано
tanınan	визначив
karısı	дружині
karısı	дружина
sanatlar	мистецтво
matematik	математична
matematik	математичні
matematik	математичної
matematik	математика
matematik	математичний
matematik	математика
matematik	математика
matematik	математичний
matematik	математичні
matematik	математики
düşünce	здалося
düşünce	подумав
düşünce	думав
düşünce	думала
düşünce	гадали
düşünce	роздуми
düşünce	мислення
düşünce	думки
kat	шари
kat	шарів
kat	підлога
kat	поверх
kat	катерина
kat	kat
iskoçya	шотландія
iskoçya	шотландії
hızı	швидкість
hızı	швидкості
salonu	холл
salonu	зал
salonu	зали
salonu	ратуша
salonu	голл
salonu	зала
politika	правила
politika	політики
politika	policy
politika	політика
politika	політикою
politika	політика
görsel	зображення
görsel	візуальне
görsel	візуальні
görsel	візуальний
arazi	земля
arazi	місцевість
seçilen	обраний
seçilen	вибрано
seçilen	вибрана
seçilen	вибране
seçilen	вибраний
seçilen	вибраний
seçilen	обрані
seçilen	вибрані
seçilen	вибране
seçilen	вибрано
evlendi	одружені
evlendi	заміжня
evlendi	одружена
evlendi	заміж
evlendi	одружений
anayasa	конституційний
anayasa	конституційного
anayasa	конституція
kariyer	кар
üstünde	вище
hedef	мета
hedef	призначення
hedef	aim
hedef	призначення
hedef	ціль
yaşadı	жили
yaşadı	жила
yaşadı	жив
örgütü	установа
örgütü	організація
kalır	залишається
kalır	залишиться
bbc	bbc
takımlar	пасує
takımlar	масті
takımlar	костюми
takımlar	команди
kılıç	лезо
kılıç	клинок
kılıç	шаблі
kılıç	мечі
kılıç	мечем
kılıç	меч
london	лондонський
london	london
london	лондон
hariç	окрім
hariç	крім
hariç	виключено
hariç	виключити
hariç	виключення
hariç	виключати
kuantum	квантова
venedik	венеція
venedik	венеції
ağrı	біль
ağrı	арарат
çelebi	челебі
teorisi	теорія
mary	мері
mary	марічка
mary	маріє
santa	санта
numara	хитрість
numara	трюк
numara	аналізи
numara	число
numara	кількість
numara	номер
numara	номера
kimya	хімічна
kimya	хімічні
kimya	хімічний
kimya	хімікатів
kimya	хімія
house	хати
house	будинок
yarım	пів
yarım	півтори
yarım	половина
yarım	половину
yarım	наполовину
harita	карта
harita	мапа
harita	карти
harita	мапи
harita	картах
carlos	карлос
kuvvet	міцність
kuvvet	інтенсивність
kuvvet	сили
kuvvet	сила
kuvvet	примусово
kuvvet	примусити
kuvvet	сила
kuvvet	force
değişiklikler	зміни
değişiklikler	зміни
türkler	турки
kalma	tos
sam	сем
sam	sam
uzunluğu	тривалість
uzunluğu	довжина
uzunluğu	довжини
çekilen	відзняли
denizli	денізлі
işler	завдання
işler	задачі
işler	джобс
kanun	закон
kanun	право
reklam	оголошення
reklam	реклами
reklam	рекламу
reklam	ads
reklam	реклама
reklam	комерційне
reklam	комерційного
reklam	комерційні
reklam	комерційна
reklam	комерційний
reklam	реклама
reklam	рекламні
reklam	піару
şeyler	things
şeyler	речі
şeyler	речей
şeyler	всякі
otomobil	автомобіль
otomobil	автовиробник
otomobil	автомобілем
otomobil	машина
otomobil	авто
otomobil	автомобіль
otomobil	автомобільний
otomobil	автомобільна
otomobil	автомобільні
otomobil	автоматичні
otomobil	автоматичний
otomobil	авто
otomobil	автоматично
otomobil	автомобілі
otomobil	автомобілем
batman	бетмен
uçuş	перельоти
uçuş	рейси
uçuş	рейсів
uçuş	польоту
uçuş	переліт
uçuş	рейс
uçuş	політ
kutusu	скринька
kutusu	box
kutusu	ящик
kutusu	коробка
kutusu	вхідні
aşık	близьке
aşık	попасти
aşık	визнають
aşık	крах
aşık	коханець
yarışma	змагання
yarışma	конкурс
yarışma	євробачення
sahipliği	власники
sahipliği	належність
sahipliği	власник
sahipliği	власність
friedrich	фрідріх
latince	латинська
latince	латинської
latince	латинські
dönüş	повернутися
dönüş	повернення
dönüş	хід
dönüş	черга
dönüş	повернути
dönüş	обертання
dönüş	поворот
dönüş	лічильника
ugc	ugc
öncesinde	перед
öncesinde	before
şahin	falcon
şahin	сокіл
şahin	яструб
şahin	hawk
şahin	канюк
sayfada	сторінку
sayfada	сторінка
sayfada	сторінки
sayfada	пейдж
pasifik	тихий
işlem	операцію
işlem	операція
işlem	операції
işlem	процес
işlem	обробити
işlem	процесу
işlem	опрацювання
işlem	обробки
işlem	обробку
işlem	обробка
işlem	дія
işlem	операція
zafer	перемога
zafer	перемоги
zafer	славу
zafer	слава
zafer	тріумф
html	html
arama	шукати
arama	пошук
arama	дзвінок
arama	зателефонувати
arama	виклик
ufak	малий
ufak	малі
ufak	маленькі
öncelikle	перше
öncelikle	перша
öncelikle	перший
istiyorum	вимагаємо
istiyorum	хочу
istiyorum	хочеш
kısım	розділ
kısım	секція
kısım	секції
kısım	частина
aktris	актриса
aktris	акторка
hata	помилка
hata	ваду
hata	вада
hata	помилка
kullanıldı	використовується
kullanıldı	використана
kullanıldı	використані
kullanıldı	використано
kullanıldı	викупив
blue	blue
blue	блакитні
blue	блакитний
blue	блакитна
blue	синій
blue	сині
ilişkileri	взаємини
ilişkileri	відносини
oylama	голосування
oylama	голосуйте
oylama	проголосувати
oylama	голосувати
oylama	голосування
bina	будівля
bina	будівництво
bina	будуємо
bina	будівельні
bina	будівлі
buffy	баффі
yes	yes
yes	так
microsoft	microsoft
satış	продажів
satış	продаж
satış	продажі
satış	розпродаж
satış	продаж
küresel	сферична
küresel	всюди
küresel	глобально
küresel	глобальний
küresel	global
küresel	загальні
küresel	кульове
reality	реальність
reality	реаліті
hız	швидкість
hız	швидкість
hız	перевищення
toplu	пакетного
toplu	місткий
toplu	маса
toplu	mass
toplu	агрегат
arasına	поміж
arasına	між
tarzı	стиль
sekreteri	секретар
düştü	упав
düştü	впала
düştü	впав
düştü	впала
düştü	провалився
düştü	падали
desteği	підтримка
desteği	підтримую
desteği	підтримати
simon	симон
simon	сімон
simon	саймон
yüksekliği	висота
komşu	сусід
komşu	сусіди
komşu	сусіди
komşu	сусід
işaret	маркерів
işaret	маркер
işaret	index
işaret	покажчик
işaret	індекс
işaret	сигнал
işaret	кропивницький
işaret	підписати
işaret	знак
şeker	цукерки
şeker	вата
şeker	кенді
şeker	прикраси
şeker	цукор
karanlık	темні
karanlık	темна
karanlık	темний
karanlık	темне
karanlık	темно
karanlık	темряву
karanlık	темрява
karanlık	темряви
youtube	youtube
başarısız	провал
başarısız	невдало
başarısız	невдача
başarısız	збій
başarısız	помилка
başarısız	невдало
başarısız	підводить
başarısız	невдача
başarısız	відмова
başarısız	провал
başarısız	помилка
fox	фокс
fox	лисиця
hazırlık	приготування
hazırlık	підготовчий
boston	бостон
dolu	повна
dolu	повний
dolu	повне
dolu	завантажені
dolu	завантажено
dolu	заповнений
üstün	начальство
set	комплект
set	встановити
set	набір
set	встановлено
set	множина
set	набори
set	встановлює
set	заходить
başlangıç	початку
başlangıç	запустити
başlangıç	розпочати
başlangıç	старт
başlangıç	запускати
başlangıç	початок
başlangıç	почати
başlangıç	стартап
başlangıç	запуску
başlangıç	startup
başlangıç	запуск
başlangıç	початок
başlangıç	починаючи
başlangıç	починається
başlangıç	початок
başlangıç	починаються
başlangıç	запуск
prens	принц
prens	принца
prens	князь
arnavutluk	албанська
arnavutluk	албанії
arnavutluk	албанія
steve	стів
meyve	фрукт
meyve	фрукти
meyve	плід
meyve	плоди
meyve	фруктові
meyve	фрукти
meyve	плоди
hanım	жіночі
hanım	леді
hanım	пані
hanım	міс
ilişki	взаємини
ilişki	стосунки
ilişki	взаємовідношення
ilişki	грудьми
ilişki	відношення
birim	одиниці
birim	юніт
birim	одиниці
birim	одиниця
zira	зіра
ürün	елемент
ürün	добуток
ürün	продукт
ürün	товар
ürün	продукція
ürün	виріб
ürün	вироби
ürün	продукти
başı	басі
hüküm	речення
hüküm	вирок
hüküm	причому
hüküm	вердикт
hüküm	суд
imzaladı	підписано
imzaladı	підписав
imzaladı	підписали
isimleri	назви
isimleri	імена
cumhurbaşkanlığı	президія
cumhurbaşkanlığı	президентський
cumhurbaşkanlığı	президента
kaliteli	якість
kitapları	книжки
kitapları	книг
kitapları	книги
kasaba	містечко
kasaba	місто
öğrenim	навчання
anlaşma	домовитися
anlaşma	здати
anlaşma	згода
anlaşma	домовились
anlaşma	угода
anlaşma	угода
anlaşma	угоду
anlaşma	домовленість
anlaşma	аранжування
anlaşma	розташування
anlaşma	договір
anlaşma	договору
birini	кимось
birini	когось
birini	хтось
zayıf	тримайте
zayıf	slim
zayıf	струнка
zayıf	слабка
zayıf	слабкий
zayıf	тонка
zayıf	тонкі
zayıf	тонкий
rum	ром
rum	рому
öykü	казка
öykü	публікації
öykü	історія
öykü	сюжет
öykü	розповідь
öykü	публікація
öykü	творчість
öykü	поема
school	школа
school	училище
bol	боль
kahraman	heroes
kahraman	герої
kahraman	героїв
kahraman	герой
kahraman	героїні
öldürüldü	убитий
öldürüldü	вбив
öldürüldü	вбили
demek	засоби
mimarlık	архітектура
lewis	льюїс
lewis	льюіс
alaska	аляска
talep	надійшов
talep	звертався
talep	запит
talep	вимагає
talep	запит
talep	попит
talep	вимагаю
köprüsü	міст
köprüsü	місток
yılların	роки
bakan	міністр
bakan	міністру
bakan	секретар
er	приватні
er	приватна
er	особисте
er	приватний
vali	префекта
vali	губернатора
vali	губернатор
ağırlık	вагу
ağırlık	ваги
ağırlık	вагу
ağırlık	вага
hall	холл
hall	зал
hall	зали
hall	ратуша
hall	голл
hall	зала
font	шрифт
hırvatistan	хорватія
hırvatistan	хорватії
doktora	докторський
doktora	phd
girl	дівчинка
girl	дівча
girl	дівчина
girl	дівчину
kurgu	редагування
kurgu	монтаж
kurgu	фантастика
kurgu	культурі
profesör	професор
sınırlı	обмежені
sınırlı	обмежений
sınırlı	обмежена
sınırlı	скінченна
carl	карл
başkanlık	президентський
başkanlık	президента
başkanlık	президія
araştırmalar	розслідувань
araştırmalar	дослідження
araştırmalar	research
seçilmiş	обраний
seçilmiş	вибрано
seçilmiş	вибрана
seçilmiş	вибране
seçilmiş	вибраний
seçilmiş	обраний
seçilmiş	обрання
seçilmiş	вибраний
seçilmiş	обрані
seçilmiş	вибрані
seçilmiş	вибране
seçilmiş	вибрано
demiryolu	залізнична
demiryolu	залізниця
demiryolu	залізничний
demiryolu	трамвая
demiryolu	машиніст
demiryolu	залізниця
finali	фінал
ray	рей
ray	ray
kütüphanesi	бібліотеку
kütüphanesi	бібліотека
kütüphanesi	бібліотеки
barajı	гребля
tabi	впевнений
tabi	звичайно
tabi	впевнені
ters	зворотний
ters	зворотній
ters	обернений
kısmen	частково
kısmen	розкладання
kısmen	часткове
kısmen	часткова
kısmen	частина
kısmen	дещо
tipik	зазвичай
tipik	типові
tipik	типова
tipik	типовий
air	air
air	повітряна
air	повітря
bot	бот
bot	завантажувати
bot	чоботи
bot	завантаження
bot	чоботи
bot	човен
senaryo	сценарій
senaryo	сценарій
senaryo	скрипт
senaryo	сценарії
senaryo	сценарій
dev	giant
dev	велетенська
dev	гігант
dev	велетень
dev	dev
joe	джо
gül	роуз
gül	роза
gül	розі
gül	троянда
gül	гюль
gül	сміх
gül	сміятися
gül	рози
gül	троянди
mağlup	перемогли
mağlup	поразки
mağlup	невдаха
mağlup	невдахою
mağlup	loser
mağlup	поразка
mağlup	поразки
şam	дамаску
şam	сем
şam	sam
yarış	перегони
yarış	забіг
yarış	раса
yarış	перегони
yarış	гонки
yarış	racing
kapağı	кришку
kapağı	кришка
milan	мілан
şehristanı	графство
şehristanı	повіт
şehristanı	жупанія
esir	полоні
war	війна
sanatsal	художні
sanatsal	художнього
aşağıda	нижче
aşağıda	знизу
musa	мойсей
musa	муза
kütle	маса
kütle	mass
bay	губа
bay	затока
hat	лінія
hat	рядок
hat	рядка
hat	пряма
hat	каліграфія
çeviri	переклад
çeviri	переклад
çeviri	перекласти
çeviri	перекладати
sırp	сербська
sırp	сербсько
sırp	сербська
altıncı	шоста
altıncı	шостий
altıncı	шосте
sesi	sound
sesi	звук
sesi	гучність
sesi	голос
sesi	голосом
sesi	голосу
gösterilmiştir	показана
gösterilmiştir	показані
gösterilmiştir	показано
yolcu	пасажир
yolcu	traveller
yolcu	мандрівник
yolcu	traveler
yolcu	мандрівник
yolcu	пасажири
yolcu	пасажирів
yerler	місць
yerler	місця
yerler	місцини
yerler	розташування
yerler	адреси
yerler	місця
yerler	адрес
yerler	поверхи
yerler	поверхів
hali	килим
brian	брайан
brian	браян
afganistan	афганістану
afganistan	афганістан
sürümü	версія
buğday	зерна
buğday	зерно
buğday	пшениці
buğday	житом
teamb	teamb
tanınmış	всесвітньо
tanınmış	видатних
düşman	ворог
düşman	розрізнити
düşman	ворожих
düşman	ворогів
düşman	вороги
mali	фіскальної
mali	фінанси
mali	фінансові
mali	фінансова
mali	малий
mali	малі
hristiyan	християни
hristiyan	християнин
hristiyan	крістіан
hristiyan	християнський
hristiyan	християнська
hristiyan	християни
tehdit	лякає
tehdit	погрожує
tehdit	загрози
tehdit	погроз
tehdit	погрози
tehdit	загроза
tehdit	погроза
tehdit	загрозу
tehdit	загрожують
terim	термін
terim	операнд
komisyonu	комісія
geliştirme	розвитку
geliştirme	розвиток
geliştirme	розробка
geliştirme	вдосконалення
geliştirme	проведення
geliştirme	розробку
geliştirme	розвиваються
geliştirme	удосконалення
taylor	тейлор
pers	перська
teklif	заявка
teklif	пропонує
teklif	пропозиції
teklif	пропозиція
teklif	пропозиція
teklif	пропонуємо
milliyet	нації
milliyet	країна
milliyet	націю
milliyet	громадянство
milliyet	нація
ayak	нога
ayak	ногою
ayak	фут
ayak	пішки
ayak	лапка
ayak	ногами
ayak	ноги
ayak	стопи
ayak	футів
ayak	слідами
boyutlu	невичерпне
mimari	архітектура
mimari	архітектурний
teşekkür	дяка
lider	провідних
lider	вели
lider	провідний
lider	ватажок
lider	лідер
pakistan	пакистану
pakistan	пакистан
vadisi	долина
siz	тобою
siz	ви
siz	ти
siz	тебе
sıradan	звичайну
sıradan	незвично
sıradan	звичайні
sıradan	casual
sıklıkla	часто
sıklıkla	часто
girer	входить
girer	вводить
sizin	твій
sizin	твоя
sizin	твої
sizin	твоє
sizin	ваші
sizin	твій
sizin	твоя
sizin	твої
sizin	твоє
sizin	ваша
sizin	ваші
hayatta	живий
hayatta	жива
hayatta	живим
hayatta	alive
bill	білла
bill	білл
bill	фактура
bill	біл
bağımsızlık	незалежність
bağımsızlık	незалежності
düğün	весілля
bulgar	болгарський
bulgar	болгарська
remix	remix
drama	драматичний
drama	драма
drama	драми
gençler	молодість
gençler	юнацтва
gençler	юність
gençler	молодь
gençler	хлопчики
gençler	підлітки
fen	болото
fen	наука
fen	науки
orkestra	orchestral
orkestra	оркестр
orkestra	orchestra
kulesi	вежа
kulesi	tower
kulesi	башта
atom	атоми
atom	атомів
atom	атомна
atom	атом
ispanyolca	іспанською
ispanyolca	іспанської
ispanyolca	іспанська
entertainment	розваги
entertainment	entertainment
yirmi	двадцять
yirmi	двадцяти
kosova	косова
kosova	косово
şampiyonluk	чемпіонський
şampiyonluk	чемпіонат
death	death
death	смерть
death	смерті
koç	тренер
koç	тренера
istasyonu	станція
istasyonu	станції
istasyonu	вокзал
bayrak	прапором
bayrak	прапорець
bayrak	прапор
bayrak	прапора
bayrak	прапорці
bayrak	прапори
dağlık	нагірно
josé	хосе
josé	жозе
josé	хосе
mühendislik	техніка
mühendislik	інженерних
mühendislik	інженерія
düşen	падає
düşen	падав
düşen	falling
düşen	впала
düşen	провалився
düşen	падали
oyunlar	грає
oyunlar	відтворює
oyunlar	ігор
oyunlar	games
oyunlar	ігри
performansı	ефективність
performansı	виступ
bakü	баку
dedi	сказала
dedi	казали
dedi	сказали
dedi	сказав
dedi	казав
dedi	саїд
organize	організований
organize	організованого
organize	організацію
organize	організації
organize	організована
organize	організовані
çocuklar	хлопчики
çocuklar	діти
çocuklar	дітям
çocuklar	дітьми
çocuklar	дітлахи
çocuklar	дітки
çocuklar	хлопці
çocuklar	діти
çocuklar	дітьми
çocuklar	дітей
facebook	фейсбук
facebook	facebook
paralel	паралельний
paralel	паралельні
paralel	паралельно
devrimci	революційний
şili	чилійський
şili	чилі
wikimedia	wikimedia
zelanda	зеландії
zelanda	земельні
zelanda	зеландія
aylık	щомісяця
aylık	місячного
aylık	місячний
aylık	місяця
aylık	місяць
erişim	доступ
erişim	охоплення
dönen	карусель
zeki	влучно
zeki	розумний
zeki	розумна
zeki	розумні
zeki	розумно
zeki	розумні
zeki	інтелектуальний
zeki	розумним
zeki	смарт
zeki	розумний
zeki	smart
rıza	згоду
rıza	згода
rıza	погодження
rıza	згоди
rıza	реза
last	останній
last	остання
last	останнє
hazır	готовий
hazır	напоготові
hazır	готові
hazır	готове
hazır	готовність
hazır	готова
yaşamış	жили
yaşamış	жила
yaşamış	жив
kelimesi	словом
kelimesi	слово
yasal	справжні
yasal	правові
yasal	правова
yasal	юридична
yasal	юридичні
yasal	юридичний
johnson	джонсон
köprü	міст
köprü	місток
köprü	conn
istedi	запитали
istedi	запитала
istedi	просили
istedi	просив
istedi	запитав
vergi	оподаткування
vergi	податкова
vergi	податки
vergi	податок
vergi	податки
dikey	портрет
dikey	книжкова
dikey	вертикальна
dikey	вертикальне
dikey	вертикальні
dikey	вертикально
dikey	вертикаль
dikey	вертикальний
serdar	сердар
nadir	рідкісна
nadir	рідкісні
nadir	рідкісний
nadir	рідкість
nadir	рідкісне
nadir	надір
hastalık	хвороби
hastalık	хворобу
hastalık	хвороби
hastalık	хвороба
hastalık	захворювання
hastalık	хвороб
hastalık	захворювань
hastalık	захворювання
hastalık	хвороба
cemal	джемаль
galerisi	галерея
galerisi	галерею
galerisi	галереї
galerisi	gallery
eşlik	наставництво
eşlik	супроводу
şekli	форму
şekli	форма
hane	двір
hane	цифру
hane	цифра
mike	майк
mike	майка
adları	назви
adları	імена
içeriği	контент
içeriği	вміст
içeriği	зміст
içeriği	матеріали
içeriği	вміст
içeriği	зміст
like	подобається
like	зразок
like	like
seçmen	виборець
marie	марі
devamı	далі
devamı	нетерпінням
devamı	продовження
devamı	більше
royal	королівська
royal	royal
royal	королівський
royal	королівське
royal	рояль
kilometre	кілометри
kilometre	кілометр
kilometre	кілометри
etkileri	ефекти
etkileri	впливає
liverpool	ліверпуль
arthur	артур
ayrıntılı	докладні
ayrıntılı	детальний
ayrıntılı	детальні
juan	хуан
bayan	жіночі
bayan	леді
bayan	пані
bayan	міс
konuşma	мовлення
konuşma	промову
konuşma	поговоримо
konuşma	розмова
konuşma	talk
konuşma	говорити
dar	міцно
dar	туго
dar	вузький
dar	вузькі
dar	дар
asit	кислоти
asit	кислота
madonna	мадонна
dolar	долари
dolar	доларів
dolar	долар
ortodoks	православний
ortodoks	православної
ortodoks	orthodox
ortodoks	православна
ortodoks	православні
sıvı	рідина
sıvı	рідкий
sıvı	рідини
sıvı	рідина
cümle	речення
cümle	речень
cümle	речення
cümle	вирок
güvenilir	надійний
güvenilir	надійне
güvenilir	довірою
güvenilir	безмежну
güvenilir	надійний
güvenilir	надійність
güvenilir	надійних
darbe	вплив
darbe	переворот
christian	християни
christian	християнин
christian	крістіан
christian	християнський
christian	християнська
bob	bob
bob	боб
dikkate	вивчивши
dikkate	враховувати
wilhelm	вільгельм
belirtti	вказали
akşam	вечір
akşam	вечірня
akşam	вечірній
francisco	франсіско
francisco	франциско
bilimleri	наук
eklendi	додано
eklendi	додані
bayrağı	прапором
bayrağı	прапорець
bayrağı	прапор
bayrağı	прапора
kuru	сухий
kuru	суха
kuru	сухо
kuru	сухе
kuru	сухі
kuru	куру
akım	поточні
akım	поточний
akım	поточна
akım	течія
akım	струм
akım	потік
akım	струмок
hoş	гарно
yolları	шляхи
yolları	контури
yolları	шляхи
yolları	способи
yolları	шляхи
yolları	маршрутів
yolları	маршрути
gösterildi	показана
gösterildi	показані
gösterildi	показано
gösterildi	перевіряється
köyleri	селах
köyleri	села
köyleri	сіл
times	таймс
times	час
times	часи
times	times
mal	вартість
mal	mal
mal	товари
ford	форд
ford	ford
geriye	назад
geriye	назад
vermiş	дали
vermiş	віддала
vermiş	дав
vermiş	віддали
vermiş	дала
kartal	орла
kartal	орел
kartal	орли
yük	навантаження
yük	завантажити
yük	завантаження
yük	багаж
yük	перевезення
yük	вантажний
yük	тягар
şanlıurfa	шанлиурфа
line	лінія
line	рядок
line	рядка
line	пряма
tatlı	солодка
tatlı	солодкі
tatlı	солодкий
tatlı	десерт
tatlı	мило
tatlı	милі
toplama	збір
toplama	збирання
toplama	збираються
toplama	спеціальність
toplama	концентрація
toplama	колекція
toplama	колекції
toplama	collection
toplama	збірка
toplama	козачка
tel	дріт
tel	дроту
tel	тел
tel	тель
temsilcisi	реп
temsilcisi	репутації
temsilcisi	представник
temsilcisi	представника
servis	служби
servis	service
servis	служба
servis	послуга
servis	сервіс
green	грін
green	зелене
green	зелені
green	зелений
anti	анти
anti	anti
harp	арфа
men	чоловіки
gerekiyor	потрібен
gerekiyor	необхідні
gerekiyor	необхідне
gerekiyor	необхідний
jacques	жак
çiçek	квіти
çiçek	квітки
çiçek	квітка
verilmiş	вказаний
verilmiş	дано
verilmiş	надано
verilmiş	даного
döner	повертається
döner	повертає
dead	помер
dead	померла
dead	мертвий
dead	dead
artan	зросли
artan	збільшили
artan	зростанням
artan	зростання
artan	зростати
artan	збільшення
maden	гірнича
maden	руда
maden	мін
maden	копальні
maden	міни
maden	мінеральна
düzey	рівень
yazan	писав
yazan	записано
yazan	написано
yazan	записані
walter	волтер
walter	вальтер
north	північна
north	норт
north	північний
north	північ
verimli	ефективна
verimli	продуктивного
senarist	сценарист
görür	побачить
görür	бачить
vietnam	vietnamese
song	конкурс
song	пісня
süt	молочні
süt	молоко
süt	молока
süt	milk
özellikler	особливості
özellikler	можливості
özellikler	функціональність
özellikler	специфікації
özellikler	характеристики
özellikler	атрибути
özellikler	атрибутів
özellikler	властивості
taşındı	зворушений
taşındı	переїхала
taşındı	переїхали
taşındı	переїхав
kaptan	шапка
kaptan	кап
kaptan	капітан
zorunlu	потрібен
zorunlu	необхідні
zorunlu	необхідне
zorunlu	необхідний
zorunlu	імператив
zorunlu	примусово
işletim	операційну
işletim	операційна
konumu	розміщення
konumu	місцезнаходження
konumu	локація
konumu	місце
konumu	розташування
gösterilen	показана
gösterilen	показані
gösterilen	показано
gösterilen	показаний
gösterilen	показана
gösterilen	показані
gösterilen	відображено
gösterilen	показано
genetik	генетичний
genetik	генетика
cezayir	алжиру
cezayir	алжир
cezayir	алжирська
cezayir	алжиру
cezayir	алжир
başlangıçta	спочатку
kars	карс
scoreb	scoreb
başlığı	шапка
başlığı	заголовок
başlığı	назва
başlığı	заголовок
başlığı	титул
binlerce	тисячі
yağmur	дощ
meşhur	відома
meşhur	знамениті
meşhur	відомий
meşhur	знаменитий
davul	барабан
davul	ударні
davul	барабани
kanat	крила
kanat	крилом
kanat	крило
kulüpler	клуби
kulüpler	жир
kulüpler	клубів
gerekçesiyle	дичини
festival	festival
festival	фестиваль
festival	fest
iskender	олександр
iskender	александер
gıda	харчування
gıda	їжа
gıda	foods
işletme	бізнес
işletme	справа
işletme	ділова
işletme	business
işletme	діловий
may	травнева
may	травня
may	травневі
may	травні
may	травень
dersleri	уроки
dersleri	класи
devrim	революційний
devrim	революція
devrim	революцій
sandık	скрині
sandık	груди
sandık	багажник
sandık	колода
yağ	масло
yağ	олива
yağ	олія
yağ	нафта
yağ	жирний
yağ	жиру
yağ	жирна
yağ	жири
yağ	фарбами
güçleri	живить
güçleri	здібності
güçleri	силами
çözüm	вирішують
çözüm	вирішити
çözüm	resolution
çözüm	розчин
çözüm	вирішення
çözüm	рішення
çözüm	вирішення
tony	тоні
italyanca	італійською
italyanca	італійський
italyanca	італієць
italyanca	італійська
italyanca	італійської
nato	нато
kolordu	корпус
isimler	назви
isimler	імена
isimler	іменниками
elizabeth	єлизавета
elizabeth	елізабет
madalyası	медаль
leftarm	leftarm
taraf	боки
taraf	сторони
taraf	сторін
taraf	збоку
taraf	сторона
taraf	бічна
taraf	бік
taraf	сторони
taraf	сутності
taraf	сутність
gönderildi	наданий
gönderildi	надіслано
gönderildi	подання
gönderildi	постачається
gönderildi	надіслано
gönderildi	надіслані
gönderildi	опубліковано
gönderildi	опубліковані
kolu	рука
tarihçi	історик
tarihçi	літописець
françois	francois
françois	франсуа
yukarıdaki	вище
california	каліфорнію
california	california
california	каліфорнія
charlie	чарлі
mutlu	щаслива
mutlu	щасливі
mutlu	щасливе
mutlu	щасливий
mutlu	щасливим
taşır	нести
taşır	возять
taşır	несе
gök	небом
gök	небо
gök	небо
nehir	річка
nehir	ріка
yükselen	перспективних
yükselen	пробудження
yükselen	rising
yükselen	піднімається
deneme	перевірка
deneme	перевірити
deneme	test
deneme	тест
deneme	тестування
deneme	випробування
varlığını	присутність
anna	анна
nuri	нурі
dede	дідусь
dede	дідусь
dede	дід
dede	дідуся
saygı	respect
saygı	повага
hersek	герцеговини
hersek	герцеговина
kahverengi	браун
kahverengi	коричневі
kahverengi	brown
kahverengi	коричневий
trakya	фракія
kişiye	особа
kişiye	особи
arslan	арслан
macar	угорська
macar	угорський
bölümler	епізоди
bölümler	серії
bölümler	розділи
bölümler	подається
bölümler	розділи
bölümler	глави
high	високий
high	висока
high	значне
high	високе
high	високі
varlığı	присутність
iras	iras
cambridge	cambridge
pozitif	позитивне
pozitif	позитивні
pozitif	позитивний
pozitif	позитивно
pozitif	позитив
mtv	mtv
eksik	неповна
eksik	незавершений
eksik	неповним
eksik	відсутній
burak	бурак
avcı	slayer
avcı	ловець
avcı	мисливець
oda	камера
oda	палата
oda	палати
oda	кімната
oda	кімнату
oda	кімнат
oda	кімнати
çay	tea
çay	чаю
çay	чай
kuran	коран
street	стріт
street	вулиця
zırhlı	обладунки
zırhlı	броні
zırhlı	морський
zırhlı	лінкор
zırhlı	бронетанкова
zırhlı	танкові
hans	ганс
alınmış	taken
alınmış	взято
alınmış	забрала
alınmış	зроблено
wwe	wwe
more	більше
istihbarat	інтелект
istihbarat	розвідка
istihbarat	intel
tümen	поділ
