kategória	kategooria
nemecká	saksa
nemecká	sakslane
trón	troon
trón	trooni
île	île
cher	cher
link	lingi
link	link
link	seos
anglicko	inglismaal
anglicko	inglismaa
londýne	london
ochranu	kaitse
pôvodný	originaalne
pôvodný	originaal
pôvodný	algne
vojsk	väed
sonda	sond
objavili	avastatud
objavili	avastasin
objavili	avastas
divízie	osakonnad
divízie	rajoonid
divízie	vaheseinad
symbol	sümbol
jazykov	keeli
jazykov	keeled
svetová	maailma
svetová	maailm
také	selline
také	sellised
spája	ühendab
prof	prof
kobayashi	kobayashi
posádka	meeskond
materiál	materjal
materiál	materjalid
amerike	ameerika
lepšie	parem
lepšie	paremad
lepšie	paremini
rukou	kätt
rukou	käe
rukou	käega
rukou	käsi
rím	rooma
marci	märts
forma	vormi
forma	vorm
kariéra	karjäär
kariéra	karjääri
kariéra	karjäär
kariéra	karjääri
severnom	põhja
slovakia	slovakkia
texty	tekstid
texty	sõnad
texty	sõnu
joseph	joseph
joseph	joosep
dni	päevad
dni	päeva
dni	päevi
sondy	sond
sondy	sondid
známi	teada
známi	teadaolevad
známi	teadaolev
známi	tuntud
choroby	haigus
choroby	haigus
choroby	haigused
choroby	haigused
choroby	haigus
siete	võrgud
siete	võrgustikud
siete	võrgud
siete	võrk
siete	võrgu
siete	võrgustik
pop	popp
pop	pop
savoie	savoie
jadro	core
jadro	tuum
jadro	tuuma
jadro	tuum
jadro	kerneli
zariadenie	seade
zariadenie	seadis
zariadenie	seadmed
zariadenie	varustus
zariadenie	paigaldus
zariadenie	paigaldamine
zariadenie	rajatis
zariadenie	rajatis
okruhu	vooluring
nezávislosť	iseseisvus
nezávislosť	sõltumatus
manche	manche
výhry	võidab
federácia	föderatsiooni
federácia	föderatsioon
ciest	teed
prípadoch	juhud
prípadoch	juhtumid
decembri	detsember
voľby	valikud
voľby	valimised
voľby	valimised
jozefa	joseph
jozefa	joosep
pol	pol
možnosti	võimalused
možnosti	valikud
online	võrgus
online	online
man	mehel
man	mees
man	man
prečo	miks
medzinárodných	rahvusvaheline
medzinárodných	rahvusvahelised
medzinárodných	international
zápis	notatsioon
zápis	hoiatus
zápis	häire
filmov	filmid
obyvateľstvo	populatsioonid
obyvateľstvo	populatsioon
obyvateľstvo	populatsiooni
obyvateľstvo	rahvastik
obyvateľstvo	elanikkond
obyvateľstvo	rahvaarv
riaditeľ	direktor
riaditeľ	režissöör
riaditeľ	lavastaja
riaditeľ	direktor
sieť	neto
sieť	võrk
sieť	net
sieť	võrk
sieť	võrgu
sieť	võrgustik
zakladateľ	asutaja
rastliny	taimi
rastliny	taimed
rastliny	taim
rastliny	taime
rastliny	tehas
line	liin
line	joone
line	joon
line	rida
viaceré	mitmekordne
viaceré	mitu
takéto	selline
takéto	sellised
moskva	moskva
zhruba	jämedalt
afriky	aafrika
pokračoval	jätkamine
pokračoval	jätkub
pokračoval	jätkati
pokračoval	jätkus
pokračoval	jätkuv
pokračoval	jätkas
pozície	positsioonid
japonsku	jaapani
japonsku	jaapan
spomína	mainib
spomína	mainitakse
vety	väljendid
vety	laused
vety	fraase
vety	lause
vety	laused
vety	lauseid
veže	tornid
novembri	november
novembri	novembris
kusov	tükid
ríme	rooma
hlasov	hääli
hlasov	hääled
hlasov	hääli
hlasov	hääled
olympijské	olympic
olympijské	olümpia
firma	äriühing
firma	ettevõte
firma	seltskond
bas	bas
štart	alusta
štart	algus
štart	start
štart	käivita
štart	käivitamine
štart	käivitamisel
štart	start
štart	käivitamine
japonsko	jaapani
japonsko	jaapan
time	kellaaeg
time	aeg
time	aja
time	ajas
time	aega
maria	maria
stanici	jaamas
stanici	jaam
stanici	jaama
časopisu	ajakiri
socha	skulptuur
socha	kuju
hudbu	muusika
festival	festival
dosahuje	saavutab
technické	tehnilised
technické	tehniline
nato	nato
úsek	venitada
úsek	venib
úsek	lõik
úsek	sektsioon
úsek	jagu
úsek	segmendi
úsek	lõik
úsek	lõigu
severne	põhi
severne	põhja
severne	põhjas
noviny	ajaleht
noviny	ajalehed
stáva	muutumas
skoro	peaaegu
skoro	early
skoro	vara
skoro	varajane
skoro	varajased
skoro	varane
objekt	objekti
objekt	objekt
apollo	apollo
slnko	päikest
slnko	päike
lodí	laevu
lodí	laevad
mapy	kaardid
mapy	kaart
účastníci	osalejad
účastníci	osalejaid
účastníci	osalejad
autorov	autorid
znova	uuesti
znova	taas
znova	jälle
slúžil	teenis
slúžil	teeninud
slúžil	serveeritud
politika	poliitika
politika	poliitikast
politika	poliitika
špeciálne	erilised
špeciálne	special
špeciálne	eriline
zloženie	koosseis
zloženie	koostis
učiteľ	õpetaja
zlatá	armsad
zlatá	nunnu
zlatá	kuld
zlatá	kulda
zlatá	kullast
zlatá	golden
zlatá	kuldsed
zlatá	kuldne
národov	rahvaste
národov	rahvad
národov	rahvaste
národov	rahvad
dôvodov	põhjused
hlas	hääl
hlas	hääle
hlas	häält
hodnota	väärtus
kmeň	tüve
kmeň	tüvi
kmeň	varre
kmeň	tüvi
kmeň	hõim
kmeň	hõimu
automaticky	automaatne
automaticky	automaat
automaticky	automaatsed
automaticky	automaatne
automaticky	automaatselt
vlastne	tegelikult
vlastne	tegelt
iso	iso
stretnutia	istungid
stretnutia	koosolekud
stretnutia	kohtumised
stretnutia	istungid
stretnutia	koosolek
stretnutia	kohtumine
aktivity	tegevus
aktivity	tegevused
aktivity	tegevusalad
aktivity	tegevus
aktivity	aktiivsus
franche	franche
grécko	kreeka
ostrovov	saared
ostrovov	saartele
zámky	lukud
provincii	provints
meria	mõõdetud
meurthe	meurthe
comté	comté
výraz	väljend
výraz	väljendus
španielsky	hispaania
mil	mil
roman	roman
červená	punane
červená	punased
správne	õigus
správne	paremale
správne	õige
správne	korrektne
správne	õige
svetla	hele
svetla	valgus
svetla	valgust
svetla	kerge
doubs	doubs
čierna	mustad
čierna	black
čierna	musta
čierna	must
vidieť	nähes
vidieť	vaata
vidieť	vt
vidieť	näed
hore	ärkvel
hore	ülakorrusel
hore	üleval
značne	märkimisväärselt
značne	märgatavalt
hnutie	liikumine
bunky	rakk
bunky	lahter
bunky	rakkude
bunky	raku
bunky	lahtri
bunky	rakke
bunky	rakud
administratívne	haldus
administratívne	halduslikult
športové	sportlik
športové	sportlik
športové	sport
športové	spordiala
športové	sport
športové	spordi
čoskoro	varsti
skratka	lühend
skratka	akronüüm
skratka	otsetee
skratka	otseteed
kanada	kanada
prahy	piirmäärad
prahy	praha
posledná	viimasena
posledná	viimane
hrať	mängi
hrať	mängimas
hrať	mängib
hrať	mängimine
hrať	mängivad
ferdinand	ferdinand
sezóna	hooaeg
london	london
bitky	võitlused
bitky	võitleb
bitky	lahinguid
bitky	lahingud
bitky	peksmine
one	ühe
one	üks
používané	kasutatud
motora	mootor
ríma	rooma
boj	võitlus
boj	võitle
boj	võitlus
porazil	võidetud
porazil	löödud
vecí	asjad
vecí	asju
júni	juuni
júni	june
pásmo	bänd
pásmo	ansambel
dĺžku	pikkus
nižšie	all
nižšie	allpool
nižšie	madalam
nižšie	madalamad
nižšie	alumine
nižšie	madalamale
divákov	vaatajad
úspešne	edukalt
viedeň	viin
vzťahu	suhe
vzťahu	seos
vzťahu	suhted
panna	neitsi
panna	neitsi
tvorili	moodustatud
tvorili	moodustati
dna	dna
pilot	piloot
gironde	gironde
provincia	provints
žena	naise
žena	naine
žena	naissoost
žena	naise
žena	naine
situácia	olukord
situácia	situatsioon
predpokladá	eeldatud
sila	jõudu
sila	tugevus
sila	force
sila	jõud
sila	jõuga
dieťa	kallis
dieťa	beebi
dieťa	poiss
dieťa	laps
dieťa	lapse
dordogne	dordogne
ústav	instituut
mierne	mõõdukalt
mierne	kerged
mierne	kerge
mierne	veidi
mierne	kergelt
navigačné	navigatsiooni
vedenie	haldus
vedenie	juhtkond
vedenie	juhtimine
vedenie	haldamine
vedenie	plii
arena	arena
stredná	keskmine
stredná	keskmise
stredná	keskmine
stredná	keskmised
stredná	andmekandja
stredná	kesksed
stredná	kesk
stredná	keskosa
stredná	keskne
stredná	mõõdukas
stredná	mõõdukad
skončila	lõppes
skončila	aegunud
referencie	viited
referencie	viide
plochy	pinnad
plochy	alad
plochy	valdkonnad
plochy	piirkonnad
plochy	lauaarvutid
plochy	töölaua
plochy	töölaud
schopnosť	võimekus
schopnosť	võime
končí	otsad
končí	lõpeb
končí	lõppeb
jediným	talla
svetlo	hele
svetlo	valgus
svetlo	valgust
svetlo	kerge
doba	periood
doba	perioodi
doba	ajavahemik
doba	kellaaeg
doba	aeg
doba	aja
doba	ajas
doba	aega
medzinárodný	rahvusvaheline
medzinárodný	rahvusvahelised
medzinárodný	international
relatívne	sugulane
relatívne	suhteline
budov	ehitised
budov	hooned
vnútri	sees
vnútri	siseruumides
príklad	näidis
príklad	näide
group	rühm
group	grupp
group	grupis
futbal	jalgpall
futbal	jalgpall
galéria	galeriis
galéria	galerii
potreby	vajadused
potreby	vajab
osoba	inimene
osoba	isik
osady	asulate
kanade	kanada
mohla	võiks
mohla	saaks
astronómia	astronoomia
dvd	dvd
hrala	mängis
hrala	mänginud
hrala	mängitud
vlastný	oma
vlastný	kohandatud
názor	arvamus
postava	karakter
postava	iseloomu
postava	tegelane
postava	iseloom
švajčiarsko	šveits
vytvorili	loodi
vytvorili	loodud
najväčších	suurim
škoda	kahju
škoda	häbi
autora	autor
švédsko	rootsi
pohára	karikavõistlused
pohára	cup
pohára	tops
pohára	tass
pohára	karikas
gólov	eesmärgid
fakulty	teaduskondade
fakulty	õppejõud
fakulty	teaduskonna
trate	read
trate	jooned
trate	liinid
trate	jäljed
trate	rajad
znaky	märgid
znaky	tegelased
znaky	sildid
znaky	märgid
znaky	märke
star	täht
star	tähe
star	staar
čierny	mustad
čierny	black
čierny	musta
čierny	must
post	postitust
post	post
post	postitus
objavila	avastatud
objavila	avastasin
objavila	avastas
objavila	ilmus
objavila	ilmunud
petr	petr
pracuje	töötab
pracuje	toimib
pracuje	töötamine
maďarský	ungari
väčší	suuremad
väčší	suurem
väčší	suurem
väčší	suuremad
väčší	suurem
plocha	pindala
plocha	valdkond
plocha	piirkond
plocha	ala
plocha	töölaua
plocha	töölaud
zvolen	zvolen
karl	carl
karl	karl
zbierka	kogu
zbierka	kollektsioon
zbierka	kogumine
biely	valge
biely	valged
umiestnené	asub
umiestnené	asuvad
umiestnené	paigutatud
umiestnené	asetatud
vstup	sissepääs
vstup	sisenemine
vstup	sisendi
vstup	sisend
vstup	kirje
vstup	sissekanne
vstup	sisenemine
histórie	ajalugu
histórie	ajaloo
povstania	ülestõus
hodiny	tundides
hodiny	tunde
hodiny	tunnid
hodiny	tundi
hodiny	kellad
hodiny	kell
hodiny	kella
roussillon	roussillon
francúzske	prantsuse
múzea	muuseumi
múzea	muuseum
johann	johann
najmenej	vähim
pôvodné	originaalne
pôvodné	originaal
pôvodné	algne
languedoc	languedoc
hrali	mängis
hrali	mänginud
hrali	mängitud
ruská	vene
ruská	venelane
chrámu	tempel
chrámu	temple
obrany	kaitse
novín	ajalehed
novín	ajaleht
str	str
rieke	river
rieke	jõgi
parlamentu	parlament
hranicu	piir
hranicu	piiri
podujatia	üritused
podujatia	sündmused
najvyššie	kõrgeim
ústavu	põhiseadus
kardinál	kardinal
majstrov	isandad
majstrov	meistrid
majstrov	meistrid
mesiace	kuud
mesiace	kuude
dramatik	näitekirjanik
výšky	kõrgused
výšky	kõrgus
free	vabad
free	vaba
free	free
free	tasuta
zmena	muutmine
zmena	muutused
zmena	muuda
zmena	muudatus
zmena	muutus
úroveň	taseme
úroveň	tase
úroveň	tasand
chce	soovib
chce	tahab
county	maakond
britská	briti
súd	kohtuistung
súd	kohus
súd	tribunal
ročník	vintage
prostredie	keskkond
rýchlosti	pöörlemiskiirus
rýchlosti	kiirus
rýchlosti	kiirused
biela	valge
biela	valged
dedina	küla
dedina	külas
jar	kevad
club	klubi
club	club
dvaja	kaks
dáta	andmed
podstate	olemus
značka	brand
značka	märgi
značka	märk
značka	mark
značka	sildi
značka	tag
značka	silt
don	doni
don	don
ľahko	kergesti
ľahko	kergelt
ľahko	lihtne
ľahko	kerge
puy	puy
španielska	hispaania
španielska	hispaania
santa	jõuluvana
santa	santa
zbrane	relvad
zbrane	püssid
zbrane	relvad
zbrane	relvad
zbrane	käed
toky	vood
toky	vood
toky	voolab
nemal	oli
pravidelne	korrapäraselt
pravidelne	regulaarselt
pravidelne	korrapärane
pravidelne	regulaarsed
pravidelne	tavaline
pravidelne	korrapärased
pravidelne	regulaarne
pravidelne	perioodiliselt
motorov	mootorid
kráľovná	kuninganna
kráľovná	queen
ľadový	jäämägi
ľadový	jää
ľadový	ice
ľadový	jääd
dát	andmed
hlavy	pead
hlavy	päid
filip	philip
filip	filip
autori	kirjanikud
autori	autorid
pravidlá	reeglid
pravidlá	eeskirjad
vzdelanie	haridus
kozmonaut	kosmonaut
holandsko	madalmaad
holandsko	holland
fotografie	fotode
fotografie	fotod
fotografie	photography
fotografie	fotograafia
fotografie	fotode
fotografie	fotod
vojsko	sõjaväe
vojsko	sõjaline
vojsko	sõjalise
vojsko	sõjalised
vojsko	sõjavägi
vojsko	väed
vojsko	armee
vojsko	sõjavägi
island	islandil
island	island
island	islandi
navrhol	soovitatud
navrhol	soovitas
mier	peace
mier	rahu
washington	washingtoni
washington	washington
opis	kirjeldus
patrila	kuulus
bližšie	lähemale
bližšie	lähemal
bližšie	lähemalt
preteky	ralli
preteky	võidusõit
preteky	rass
preteky	ralli
preteky	võidusõit
preteky	racing
tlak	surve
tlak	rõhu
tlak	rõhk
vysoký	high
vysoký	kõrgele
vysoký	kõrged
vysoký	kõrgel
vysoký	kõrge
poitou	poitou
paríža	pariis
paríža	pariisi
west	west
west	lääs
west	lääne
stroj	masin
stroj	masina
konal	käitus
konal	tegutses
filozofi	filosoofid
štít	kilp
štít	kilbid
stroje	masinad
stroje	masinad
chemik	keemik
patrili	kuulus
budúcnosti	tulevikku
budúcnosti	tulevik
ťažko	raske
ťažko	kõva
ťažko	vaevalt
ťažko	raskel
ťažko	keeruline
ťažko	raske
štruktúra	tekstuuri
štruktúra	struktuur
štruktúra	ülesehitus
budapešti	budapestis
budapešti	budapesti
priebeh	edusammud
priebeh	edasiminek
priebeh	progress
priebeh	edenemine
publicista	publitsist
princíp	põhimõte
profesionálny	professionaal
profesionálny	professionaalne
profesionálny	ametialane
evanjelický	luterlane
používali	kasutatud
operácie	toimingud
operácie	operatsioonid
operácie	toimimine
operácie	toiming
operácie	operatsioon
ryby	kalad
ryby	kalad
ryby	kala
ryby	kalad
semifinále	poolfinaali
meuse	meuse
inžinier	insener
súčasnej	tänapäeva
súčasnej	kaasaegne
life	life
life	elu
vedúci	manager
vedúci	juhataja
vedúci	haldur
vedúci	plii
afrike	aafrika
muž	meessoost
muž	isane
muž	mehel
muž	mees
muž	man
marek	marek
mix	mix
gitarista	kitarrist
žiline	žilina
kameň	kivi
kameň	kalju
kameň	rock
kameň	kivi
prešiel	läbitud
prešiel	läbis
prešiel	möödunud
pôdy	muld
pôdy	maa
pôdy	maad
pôdy	land
pôdy	mulla
pôdy	pinnas
pôdy	muld
správu	sõnum
správu	teade
stanislav	stanislav
vhodné	sobiv
vhodné	asjakohane
vhodné	kohane
vhodné	sobilik
vhodné	sobiv
vhodné	sobilik
vhodné	sobivad
gymnázium	grammatika
gymnázium	gümnaasium
pink	roosa
pink	roosad
dobré	tubli
dobré	hea
systémov	süsteemid
osobný	isiklik
osobný	isiklikud
zmluva	leping
zmluva	leping
zmluva	asutamisleping
dlhá	pikad
dlhá	pikka
dlhá	pikk
sprava	õigus
sprava	paremale
sprava	õige
tony	tony
tony	tonnides
tony	tonni
tony	tonn
tony	tonni
zvyšok	jääk
zvyšok	jäägid
zvyšok	puhkama
zvyšok	puhka
zvyšok	puhata
úlohy	ülesanded
úlohy	rollid
úlohy	ülesanded
úlohy	ülesanne
úlohy	kodutööd
klávesy	võtmed
klávesy	klaviatuurid
novinár	ajakirjanik
trhu	turgu
trhu	turu
trhu	turg
údajne	väidetavalt
údajne	oletatavasti
údajne	teadaolevalt
údajne	väidetavalt
linky	read
linky	jooned
linky	liinid
linky	lingid
diaľnica	kiirtee
diaľnica	maantee
diaľnica	kiirtee
schopný	võimeline
trh	turgu
trh	turu
trh	turg
prevádzky	toimingud
prevádzky	operatsioonid
prevádzky	ettevõtted
prevádzky	rajatised
láska	armastan
láska	love
láska	armastus
láska	armastust
hotel	hotell
hotel	hotel
index	indeks
index	index
štruktúry	struktuurid
problémov	probleemid
americké	ameeriklane
americké	ameerika
americké	american
edward	edward
adam	adam
fakulta	õppejõud
fakulta	teaduskonna
king	king
king	kuningas
king	kunn
látok	ained
európsky	euroopa
hmotnosti	kaal
hmotnosti	kaalu
píše	kirjutab
kapela	bänd
kapela	ansambel
písomná	kirjutatud
písomná	kirjalik
písomná	kirjutanud
katedrála	katedraal
vojenský	sõjaväe
vojenský	sõjaline
vojenský	sõjalise
vojenský	sõjalised
vojenský	sõjavägi
plán	plaan
plán	plaani
plán	kava
auvergne	auvergne
tretia	kolmas
tretia	kolmanda
podobný	sarnased
podobný	sarnane
výskumu	uurimistöö
výskumu	teadusuuringud
výskumu	uuringud
atmosféry	atmosfääri
atmosféry	atmosfäär
osi	osi
osi	telgede
osi	telg
mars	mars
mars	marss
stredisko	keskus
dĺžky	pikkus
synov	pojad
milióna	mln
milióna	miljonit
milióna	miljon
milióna	miljoni
gers	gers
oceánu	ookean
členenie	jaotus
maine	maine
čína	hiina
spisovateľka	kirjutaja
spisovateľka	kirjanik
osem	kaheksa
postaviť	ehita
postaviť	ehitama
postaviť	ehitada
postaviť	ehitamine
prišli	saabusid
prišli	saabunud
prišli	saabus
prišli	tuli
štátne	riik
štátne	olek
štátne	osariik
dosiahnuť	reach
dosiahnuť	saavuta
dosiahnuť	saavutada
povedal	ütles
medailu	medal
škôl	koole
škôl	koolid
žiarenia	radiatsiooni
žiarenia	radiatsioon
žiarenia	kiirgus
celková	üldine
celková	üldiselt
každého	kõik
každého	igaüks
každého	iga
straty	kahjum
straty	kaotus
straty	kahjum
straty	kaod
straty	kaotused
pes	koera
pes	koer
american	ameeriklane
american	ameerika
american	american
minister	minister
momentálne	hetkel
momentálne	praegu
predchodca	eelkäija
mori	mori
mori	meri
mori	mere
domy	majad
domy	kodud
služieb	teenused
polovica	pool
lety	lennud
lety	lende
techniky	tehnikad
techniky	tehnikaid
sopka	vulkaan
kariéru	karjäär
kariéru	karjääri
eduard	edward
eduard	eduard
zlaté	armsad
zlaté	nunnu
zlaté	golden
zlaté	kuldsed
zlaté	kuldne
white	valge
white	valged
súčasná	samaaegne
súčasná	tänapäeva
súčasná	kaasaegne
isté	teatud
alexandra	alexandra
starší	vanem
starší	eakad
starší	vanem
starší	vanemad
karty	kaardid
karty	kaardid
karty	kaardiga
karty	kaart
karty	kaardi
študentov	üliõpilased
študentov	õpilased
študentov	tudengid
mike	mike
určený	kindlaksmääratud
určený	määratud
frank	frank
frank	franki
pomenovanie	mõiste
pomenovanie	termin
pomenovanie	nimetamine
pomenovanie	nimiväärtus
vznikajú	tekivad
vznikajú	tõuse
minimálne	minimaalselt
minimálne	miinimum
minimálne	minimaalne
minimálne	minimaalne
simon	simon
dolárov	kulli
dolárov	dollarid
metódy	meetodid
útočník	ründaja
podniky	ettevõtted
podniky	ettevõtted
podniky	ettevõtjad
základ	sihtasutus
základ	fond
základ	vundament
základ	alus
základ	baasi
základ	baas
základ	alus
obyčajne	tavaliselt
street	tänav
nástroj	instrument
nástroj	pill
nástroj	vahend
nástroj	tööriist
bibliografia	bibliograafia
radio	raadio
radio	radio
tarn	tarn
európske	euroopa
rozšírenie	laiendamine
rozšírenie	pikendamine
rozšírenie	laiendus
rozšírenie	pikendamise
rozšírenie	laiendamine
rozšírenie	laienemine
rozšírenie	laienemine
rozšírenie	laiendada
rozšírenie	laiendamine
nemci	sakslased
jazera	järve
jazera	järv
jazera	lake
friedrich	friedrich
výstup	välju
výstup	väljumine
výstup	väljapääs
výstup	väljund
vozidiel	sõidukid
slová	sõnad
slová	sõnu
vesmíre	universum
vesmíre	kosmos
maximálna	max
maximálna	maks
maximálna	maksimaalne
maximálna	maksimum
maximálna	maksimaalselt
teploty	temperatuurid
teploty	temperatuur
teploty	temperatuuri
nástupca	järglane
nástupca	järeltulija
zomrela	surid
zomrela	suri
zostal	jäin
zostal	jäi
zostal	jäid
zostal	jäi
zostal	jäid
dostať	saa
pravda	tõene
pravda	tõsi
pravda	tõde
pracovník	töötaja
pracovník	tööline
vysoko	high
vysoko	kõrgele
vysoko	kõrged
vysoko	kõrgel
vysoko	kõrge
austrália	austraalia
príležitosti	võimalus
príležitosti	võimaluse
príležitosti	võimalused
kráľov	kuningad
vedľa	kõrval
ťažké	rasked
ťažké	raske
ťažké	raske
ťažké	kõva
ťažké	kõva
ťažké	sitke
ťažké	karm
ťažké	raskel
ťažké	keeruline
ťažké	raske
fakt	tõsiasi
fakt	fakt
fakt	tõesti
prekladateľ	tõlk
prekladateľ	tõlkija
big	suured
big	big
big	suure
big	suur
doma	kodu
doma	koju
doma	kodus
rozdelenie	jaotus
rozdelenie	diviis
rozdelenie	rajoon
rozdelenie	osakond
rozdelenie	pooleks
rozdelenie	jaotamine
rozdelenie	jaotus
rozdelenie	jaotumine
ďalšia	teine
ďalšia	järgmiseks
ďalšia	järgmisena
ďalšia	järgmine
ďalšia	next
metóda	meetod
cieľ	eesmärk
cieľ	eesmärk
cieľ	sihi
cieľ	sihtida
cieľ	sihtkoht
cieľ	eesmärk
cieľ	eesmärk
cieľ	siht
cieľ	märklaud
cieľ	target
cieľ	sihtmärk
juan	juan
ročný	aastane
ročný	aastas
ročný	aastane
ročný	aastased
mnohí	paljud
mnohí	paljusid
mnohí	palju
mohlo	võiks
mohlo	saaks
auto	auto
auto	car
auto	veok
auto	veoauto
auto	automaatne
fáza	etapp
fáza	faasi
fáza	faas
fáza	lava
fáza	staadium
fáza	etapp
stránku	leht
stránku	lehekülg
stránku	page
stránku	lehekülje
vrstvy	kihid
definitívne	kindlasti
definitívne	lõplikult
obsahu	sisu
obsahu	sisaldus
obsahu	sisu
tlaku	surve
tlaku	rõhu
tlaku	rõhk
vii	vii
vytvorenie	loomine
vytvorenie	looming
vytvorenie	loomine
politiky	poliitika
politiky	poliitikast
politiky	poliitika
politiky	poliitikad
politiky	poliitika
funguje	töötab
funguje	toimib
josé	jose
josé	josé
generácie	põlvkonna
generácie	generatsioon
generácie	põlvkond
generácie	põlvkondade
židov	juudid
dome	dom
návrat	tagasitulek
návrat	tagasitulek
fínsko	soome
slovákov	slovakid
zbor	koor
zbor	koori
zbor	korpus
upravené	muudetud
upravené	toimetatud
upravené	redigeerinud
upravené	korrigeeritud
upravené	kohandatud
vstúpil	kantud
vstúpil	sisestatud
strely	raketid
strely	droonid
venuje	pühendab
stál	seisis
stál	seisnud
útvary	osakonnad
pomer	suhtarv
pomer	suhe
poslanec	parlamendiliige
poslanec	liige
červený	punased
červený	punane
červený	punased
výskyt	esinemise
výskyt	esinemine
výskyt	esinemissagedus
kapitán	kapten
blue	sinised
blue	sinine
desať	kümme
desať	ten
čile	tšiili
smith	smithi
smith	smith
revolúcie	revolutsioon
revolúcie	revolutsioonid
gold	kuld
gold	kulda
gold	kullast
ocenenie	auhinnad
ocenenie	tunnustust
ocenenie	hindamine
ocenenie	auhind
league	league
league	liiga
závislosti	sõltuvusi
závislosti	sõltuvust
závislosti	sõltuvus
množstva	kogus
viktor	victor
viktor	viktor
hmoty	mateeria
knižnica	raamatukogu
knižnica	teegi
úspechy	saavutused
bus	buss
bus	bussi
bus	bussiga
aube	aube
tvare	kujund
tvare	kuju
tvare	kujuga
výšku	kõrgus
prvok	vidin
prvok	motiiv
prvok	element
igor	igor
rovnaký	võrdsed
rovnaký	võrdne
rovnaký	sama
rovnaký	samad
dolné	madalam
dolné	madalamad
dolné	alumine
dolné	madalamale
mieru	peace
mieru	rahu
koncert	kontsert
koncert	kontserdil
poslanci	parlamendiliikmed
poslanci	liikmed
poslanci	parlamendiliikmed
poslanci	mps
najväčšia	suurim
najväčšia	suurim
krídla	tiibu
krídla	tiivad
iní	muud
iní	teised
jasné	puhas
jasné	selge
horné	ülemised
horné	ülemine
horné	ülemiste
andy	andy
pomoci	abi
produkcia	väljund
produkcia	tootmine
produkcia	toodang
predsedu	esimees
predsedu	eesistuja
predsedu	esimees
predsedu	eesistuja
dcéry	tütreid
dcéry	tütred
literárny	kirjandus
existencie	olemasolu
obchod	shop
obchod	pood
obchod	kauplus
obchod	poodi
obchod	poe
obchod	kaubandus
obchod	kauplemine
obchod	kaubandus
obchod	pood
obchod	poodi
odvodené	tuletatud
odvodené	tuletatud
fyzika	füüsika
písmeno	kirja
písmeno	kiri
boje	võitlused
boje	võitleb
boje	võitlemine
boje	võitlus
boje	lahinguid
boje	lahingud
boje	võitlused
písma	fondid
kanadský	kanada
henry	henry
slobody	vabaduste
slobody	vabadus
slobody	liberty
slobody	vabadus
slobody	vabadused
okolia	ümbruses
okolia	ümbrus
okolia	naabrus
západné	west
západné	lääs
západné	lääne
západné	läänemaa
západné	lääne
západné	western
samuel	samuel
listy	lehti
listy	lehed
listy	kirju
listy	kirjad
listy	tähed
listy	lehed
listy	linad
lásky	armastan
lásky	love
lásky	armastus
lásky	armastust
číne	hiina
ministerstvo	ministeerium
využitie	kasutamine
využitie	kasutus
jednoducho	kergesti
jednoducho	kergelt
albumov	albumid
neustále	pidev
neustále	pidevalt
jersey	jersey
banky	banks
banky	pangad
banky	pank
banky	bank
energia	energiat
energia	energia
energia	energeetika
umelcov	esitajad
umelcov	kunstnikud
sedlo	sadul
náboženstvo	religioon
lesy	mets
lesy	woods
lesy	metsamaa
lesy	metsad
variant	variant
rumunsko	rumeenia
úrovne	tasemed
úrovne	taseme
úrovne	tase
úrovne	tasand
automobily	autosid
automobily	autod
kríž	rist
kríž	cross
kríž	risti
chicago	chicagos
chicago	chicago
pápeža	paavst
pápeža	pope
peniaze	raha
dolný	madalam
dolný	madalamad
dolný	alumine
dolný	madalamale
vydané	emiteeritud
vydané	väljastatud
miery	määrad
miery	ulatus
rímsky	roman
zase	uuesti
zase	taas
zase	jälle
ženský	naiselik
pozornosť	tähelepanu
asteroid	asteroid
dobrý	tubli
dobrý	hea
švédsky	rootsi
oficiálny	ametlik
oficiálny	ametnik
otázky	küsimused
otázky	küsimused
otázky	päringud
otázky	päringuid
dráha	raja
britské	briti
chris	chris
nesie	karud
nesie	kannab
zaradené	kaasatud
celok	terve
celok	terved
celok	tervik
celok	tervelt
predstaviteľ	esindaja
roger	roger
majetok	mõisa
majetok	omadus
majetok	omand
majetok	varad
majetok	varade
zbraní	relvad
zbraní	käed
encyklopédia	entsüklopeedia
vyhrala	võidetud
vyhrala	võitsid
vyhrala	võitis
belgicko	belgia
červenej	punane
červenej	punased
poli	poli
paris	pariis
paris	pariisi
použitia	kasutab
vedecké	teaduslikud
vedecké	teaduslik
basketbal	korvpall
každoročne	aastane
každoročne	aastas
rodičia	vanemad
rodičia	lapsevanemad
ciele	eesmärgid
ciele	eesmärgid
ciele	sihtmärgid
ciele	eesmärgid
povstanie	ülestõus
povstanie	mäss
povstanie	ülestõus
vzťahov	suhted
zuzana	susan
schopnosti	võimed
schopnosti	võime
schopnosti	võimekus
plzeň	plzeň
viliam	william
žijúci	elamine
žijúci	elav
zahraničí	välismaale
zahraničí	välismaal
ruské	vene
ruské	venelane
stretol	kohtasin
stretol	kohtunud
stretol	täidetud
vec	asi
úpravy	muudatused
úpravy	kohandused
úpravy	kohandused
úpravy	korrigeerimine
sobota	laupäev
sobota	laupäeval
rovnaké	võrdsed
rovnaké	võrdne
rovnaké	sama
rovnaké	samad
