заслуговує	প্রাপ্য
сонячний	সোলার
сонячний	সৌর
протоколи	প্রোটোকল
виді	প্রজাতির
виді	প্রজাতি
ціла	পূর্ণসংখ্যা
ціла	পুরো
ціла	সমগ্র
ціла	গোটা
єрусалим	জেরুজালেম
приїхали	এসেছে
стамбулі	ইস্তানবুল
залізна	লোহা
залізна	লোহার
залізна	আয়রন
залізна	আর্গন
бернард	বার্নার্ড
ногами	পা
ногами	ফুট
ногами	পায়ের
нормальний	স্বাভাবিক
відмінностей	পার্থক্য
вибачте	sorry
вибачте	সরি
вибачте	দুঃখিত
пацієнта	ধৈর্যশীল
пацієнта	রোগীর
пацієнта	রোগী
атлантичний	অ্যাটলান্টিক
атлантичний	আটলান্টিক
нестор	নেস্টর
сера	sera
коліна	হাঁটু
береза	বার্চ
судан	সুদান
базар	বাজার
грам	গ্রাম
лілія	লিলি
водоростей	শৈবাল
гасло	স্লোগান
гасло	শ্লোগান
квартет	কোয়ার্টেট
гуго	হুগো
гуго	হিউ
піраміда	পিরামিড
скарб	জমিয়ে
незначна	নাবালক
незначна	গৌণ
незначна	মাইনর
щелепи	চোয়ালে
щелепи	জস
щелепи	চোয়াল
саймон	সাইমন
григор	গ্রেগর
кенії	কেনিয়া
ваза	vasa
маска	মুখোশ
маска	ছাঁচ
маска	মাস্ক
лауреатів	laureates
зазначені	নির্ধরিত
прихильник	পাখা
прихильник	ভক্ত
прихильник	অনুরাগী
прихильник	ফ্যান
морган	মর্গান
віруючих	মুমিনদের
віруючих	মুমিন
маркс	মার্ক্সীয়
маркс	মার্ক্স
відокремлення	বিচ্ছেদ
відокремлення	পৃথকীকরণ
профспілки	ইউনিয়ন
терористи	সন্ত্রাসীদের
терористи	সন্ত্রাসবাদী
терористи	সন্ত্রাসী
терористи	জঙ্গিরা
терористи	সন্ত্রাসীরা
бельгійський	বেলজিয়ান
зуміли	পরিচালিত
зуміли	পরিচালনা
імператорський	ইম্পিরিয়াল
мігель	মিগুয়েল
домінік	ডমিনিক
домінік	ডমিনিক
точна	সঠিক
точна	অবিকল
точна	যথার্থ
мобільного	মোবাইলের
мобільного	মোবাইল
адамс	অ্যাডামস
стіну	দেওয়াল
стіну	দেয়ালে
стіну	দেওয়ালে
стіну	দেয়াল
стіну	ওয়াল
хірург	সার্জন
додається	appends
ударних	সঙ্ঘাত
безробіття	বেকারত্ব
безробіття	বেকারত্বের
аспектів	দিকগুলো
демократія	গনতন্ত্র
демократія	গণতন্ত্র
зоряні	তারা
зоряні	তারকা
зоряні	স্টার
дакота	ডাকোটা
аліса	অ্যালিস
збережених	সংরক্ষিত
тримали	অনুষ্ঠিত
вантажівки	ট্রাক
пруссія	প্রুশিয়া
томмі	টমি
перекладено	অনূদিত
перекладено	অনুদিত
інцидент	ঘটনাবলী
інцидент	ঘটনা
граматики	গ্রামার
граматики	ব্যাকরণ
ісаак	ইসহাক
ісаак	আইজ্যাক
брайан	ব্রায়ান
бренд	ব্র্যান্ড
сербів	সার্ব
продавати	বিক্রি
продавати	বিক্রয়
томпсон	থম্পসন
дасть	ইচ্ছুক
мей	মায়
мей	মেই
гарсія	গারসিয়া
гарсія	গার্সিয়া
гарсія	গার্সিয়া
мір	মির
мір	মীর
чий	কার
чий	যার
чий	যাদের
декларація	ঘোষণা
декларація	ডিক্লারেশন
людство	মনুষ্যত্ব
людство	মানবতা
конституційний	সাংবিধানিক
аптека	ফার্মেসি
тадеуш	tadeusz
зло	অনিষ্ট
зло	মন্দ
зло	শয়তান
видатним	অসামান্য
множення	গুণ
франциск	ফ্রান্সিস
сонячна	সোলার
сонячна	সৌর
заклик	আবেদন
вказаний	দেয়া
вказаний	দেওয়া
вказаний	প্রদত্ত
вказаний	নির্ধরিত
стаб	ছুরিকাঘাত
блокувати	ব্লক
блокувати	স্তম্ভ
павлов	পাভলভ
виконавця	রিসোর্স
куті	কোণায়
куті	কর্নার
куті	কোণার
куті	কোণে
справедливість	বিচার
справедливість	ন্যায়বিচার
справедливість	জাস্টিস
справедливість	বিচারপতি
урал	উরাল
наталі	নাটালি
метт	ম্যাট
контент	সামগ্রী
контент	বিষয়বস্তু
крем	ক্রিম
крем	ক্রীম
перрі	পেরি
схильність	বেঁকে
проекція	সংযোগ
проекція	অভিক্ষিপ্ত
лівія	livia
ліквідацію	এলিমিনেশন
герцеговина	হার্জেগোভিনা
улан	উলান
стріт	সরল
стріт	সোজা
стріт	সড়ক
стріт	রাস্তা
стріт	সরণি
тимчасові	অস্থায়ী
тимчасові	সাময়িক
суворо	কঠোরভাবে
комплект	স্যুট
комплект	স্যুইট
комплект	সেট
комплект	সংকলন
комплект	নির্ধারণ
антуан	আন্তনিও
женеві	জেনেভা
женеві	জেনিভা
божество	দেবতা
наркотиків	ওষুধের
наркотиків	ওষুধ
наркотиків	ঔষধ
наркотиків	মাদক
агенти	এজেন্টরা
агенти	এজেন্ট
бокс	মুষ্টিযুদ্ধ
бокс	বক্সিং
описана	নথিভুক্ত
металургія	ধাতুবিদ্যা
сині	নীল
сині	ব্লুজ
досягнуто	পৌঁছেছেন
досягнуто	পৌছে
досягнуто	পৌঁছেছে
досягнуто	অর্জিত
райт	রাইট
рятує	বাঁচায়
ліків	ওষুধের
ліків	ওষুধ
ліків	ঔষধ
ліків	মাদক
ліків	ওষুধ
ліків	ঔষধ
цукор	চিনি
цукор	সুগার
кисень	অক্সিজেন
шарі	shari
самостійна	ইন্ডিপেন্ডেন্ট
самостійна	স্বাধীন
нацистів	নাৎসি
зручно	সুবিধাজনক
зручно	কুশলী
зручно	স্বাচ্ছন্দ্য
зручно	আরামদায়ক
зручно	স্বস্তি
купер	কুপার
автоматів	মেশিন
плям	দাগ
кабо	কাবো
сік	রসে
сік	রস
сік	জুস
сік	শরবত
почалось	শুরু
бухта	কোভ
заблокувати	নিষেধাজ্ঞা
заблокувати	নিষিদ্ধ
заблокувати	নিষেধ
заблокувати	লক
заблокувати	ব্লক
заблокувати	স্তম্ভ
легкого	লাইটওয়েট
бутану	ভুটান
бутану	ভূটান
саха	সাহা
саха	saha
дональд	ডোনাল্ড
прийшло	এলে
прийшло	আসেন
прийшло	এলো
прийшло	এসেছিলেন
тереза	তেরেসা
тереза	থেরেসা
добрив	সার
емі	অমি
самогубство	আত্মঘাতী
самогубство	আত্মহত্যা
самогубство	আত্মহত্যার
самогубство	সুইসাইড
отримає	পোজ
отримає	pose
експрес	express
експрес	এক্সপ্রেস
парад	কুচকাওয়াজ
парад	প্যারেড
остаточний	ফাইনাল
остаточний	চূড়ান্ত
остаточний	চুড়ান্ত
остаточний	পরিসমাপ্তি
скеля	ফাটিয়ে
скеля	শিলা
скеля	রক
результативність	কার্যকারিতা
небезпечні	বিপদজনক
небезпечні	ডেঞ্জারাস
небезпечні	বিপজ্জনক
небезпечні	অনিরাপদ
небезпечні	অসুরক্ষিত
аризона	অ্যারিজোনা
аризона	আরিজোনা
муніципальна	পৌর
банківської	ব্যাঙ্কিং
банківської	ব্যাংকিং
емоції	আবেগ
гальма	ব্রেক
напруження	ঔজ্জ্বল্য
лінійний	সাইডবার
лінійний	রৈখিক
дикий	বন্য
дикий	বুনো
дикий	ওয়াইল্ড
консульство	কনস্যুলেট
ірландський	আইরিশ
оксид	অক্সাইড
вороги	শত্রুদের
вороги	শত্রু
вороги	শত্রুরা
вологість	আর্দ্রতা
вологість	আদ্রতা
інструктор	প্রশিক্ষক
вечірній	সন্ধ্যা
вечірній	সন্ধ্যায়
вечірній	সন্ধা
вечірній	সন্ধ্যার
рису	চাল
рису	ধান
рису	রাইস
рису	ভাত
рису	ভাতের
шанувальників	পাখা
шанувальників	ভক্ত
шанувальників	অনুরাগী
шанувальників	ফ্যান
ліван	লেবানন
бомб	বোমা
критичні	গুরুত্বপূর্ণ
критичні	গুরুতর
посиланнями	লিঙ্কগুলি
посиланнями	লিঙ্ক
ускладнення	জটিলতা
болото	fen
болото	জলার
рівнина	সাদামাটা
рівнина	সমতল
генератор	জেনারেটর
генератор	উৎপাদক
іспанці	স্পেনীয়রা
вертикально	উল্লম্ব
вертикально	উলম্ব
боксер	বক্সার
молочно	রোজী
причинами	উদ্দেশ্য
причинами	ঘটান
причинами	কারণ
скоріш	বরং
скоріш	বরঞ্চ
кімнату	ঘর
кімнату	রুমে
кімнату	রুম
відвідали	পরিদর্শিত
стратегічного	কৌশলগত
абетка	বর্ণমালা
абетка	বর্ণ
племінник	ভাগ্নে
племінник	ভাইপো
племінник	ভাতিজা
полегшення	স্বস্তি
лукас	লুকাস
печатка	সীল
печатка	মোহর
печатка	সিল
роза	গোলাপের
роза	গোলাপ
роза	রোজ
роза	রোসা
роза	রোজা
сплати	অর্থপ্রদান
сплати	পেমেন্ট
сплати	অর্থপ্রদান
сплати	পেমেন্ট
домен	ডোমেন
домен	ডোমেইন
запропонувати	প্রস্তাবনা
запропонувати	প্রস্তাব
ліки	মেডিসিন
ліки	ওষুধ
ліки	ঔষধ
ліки	ওষুধ
чинного	বৈধ
чинного	কার্যকর
реальний	বাস্তব
реальний	আসল
реальний	সত্যিকারের
реальний	প্রকৃত
реальний	রিয়েল
експертизи	পরীক্ষার
шифрування	এনক্রিপশন
шифрування	ক্রিপ্টোগ্রাফি
республіканська	রিপাবলিকান
суверенітет	সার্বভৌমত্ব
марку	স্ট্যাম্প
умова	শর্ত
умова	অবস্থা
торговельних	ট্রেডমার্ক
теодора	থিওডোরা
чувашія	chuvashia
вибраний	মনোনীত
вибраний	নির্বাচিত
литовська	লিথুয়ানিয়ান
атоми	পরমাণু
революційний	বৈপ্লবিক
революційний	বিপ্লবী
вацлав	ভাকল্যাভ
зустрілися	মেট
зустрілися	মিলিত
океанії	ওশেনিয়া
ходив	গিয়েছেন
ходив	গিয়েছিলেন
ходив	গিয়েছিলাম
ходив	গিয়েছিলো
ходив	গেল
полоні	বন্দী
відносна	আপেক্ষিক
відносна	আত্মীয়
винайшов	উদ্ভাবিত
андрей	আন্দ্রে
андрей	আন্দ্রেই
британці	ব্রিটিশ
глибока	ডীপ
глибока	গভীর
глибока	ডিপ
настрої	মুড
леоне	লিওন
луїджі	luigi
чергування	মুলতুবি
компонента	অংশবিশেষ
компонента	সামগ্রী
компонента	অংশ
компонента	কম্পোনেন্ট
франклін	ফ্রাঙ্কলিন
покрита	ঢেকে
милосердя	রহমতের
милосердя	করুণা
милосердя	রহমত
уламки	ধ্বংসাবশেষ
кентуккі	কেন্টাকি
мелодії	টিউন
корінні	আদিবাসী
технік	টেকনিশিয়ান
технік	প্রযুক্তিবিদ
пас	পাজ
квантова	কোয়ান্টাম
андреас	আনড্রেয়াস
джефф	জেফ
джефф	jeff
відправлено	ট্রান্সমিটার
сесія	সেশন
анімації	অ্যানিমেশন
вінчі	ভিঞ্চি
пострілу	অগ্নিসংযোগ
пострілу	গুলিবর্ষণ
пострілу	ফায়ারিং
доказ	প্রুফ
доказ	প্রমান
доказ	প্রমাণ
продовжила	অব্যাহত
сценарії	লিপি
сценарії	স্ক্রিপ্ট
вікінгів	ভাইকিং
град	শিলা
град	শিল
сину	ছেলের
сину	ছেলে
сину	পুত্র
голі	উলঙ্গ
голі	নগ্ন
яном	ইয়ান
люсі	লুসি
термінал	টার্মিনাল
документація	ডকুমেন্টেশন
документація	নথিপত্র
кишки	সাহস
масло	মাখনের
масло	মাখন
гриб	মাশরুম
авіаційна	এয়ারক্রাফট
авіаційна	বিমানে
авіаційна	বিমান
авіаційна	বিমানের
норт	উত্তর
приморський	primorsky
квадрат	বর্গ
квадрат	বর্গক্ষেত্র
квадрат	চতুর্ভূজ
квадрат	বর্গাকার
думкою	পলক
думкою	ইশারা
кеш	ক্যাশে
кеш	ক্যাশ
костюм	কস্টিউম
костюм	স্যুট
старожитностей	antiquities
дженніфер	জেনিফার
лопес	লোপেজ
лопес	লোপেজ
юта	উটাহ
щільності	ঘনত্ব
лісабон	লিসবন
плавлення	গলে
плавлення	গলে
графічні	গ্রাফিক্যাল
графічні	গ্রাফিকাল
графічні	গ্রাফিক
графічні	গ্রাফিক্স
руські	রাশিয়ানরা
огляди	পর্যালোচনা
аматорський	অপেশাদার
аматорський	শখের
торгова	ট্রেডিং
нуль	শুন্য
нуль	জিরো
нуль	শূন্য
поводження	হ্যান্ডলিং
коротке	স্বল্প
коротке	সংক্ষিপ্ত
коротке	ছোট
залоз	নিওপ্লাজম
простори	স্পেস
процедур	চিকিত্সা
гур	হুর
затвор	শাটার
верді	ভের্দি
жозе	হোসে
влаштовує	গ্রহণযোগ্য
влаштовує	গ্রহনযোগ্য
мрії	স্বপ্ন
обробку	প্রসেসিং
обробку	প্রক্রিয়াকরণ
обличчям	ফেস
обличчям	মুখ
обстріл	গোলাবর্ষণ
обстріл	মার্কিনীদের
харчові	পুষ্টিগত
мітинг	সমাবেশ
точні	সঠিক
точні	অবিকল
точні	যথার্থ
вірша	কবিতা
скоротити	সংক্ষেপিত
дзюдо	জুডো
сонячні	সোলার
сонячні	সৌর
рай	স্বর্গের
рай	আকাশ
рай	স্বর্গ
рай	হেভেন
рай	প্যারাডাইস
рай	স্বর্গ
рай	বেহেশতের
рай	বেহেশত
таїланд	থাইল্যান্ড
депресії	বিষণ্ণ
депресії	বিষণ্ন
депресії	বিষন্ন
командний	cmd
командний	কমান্ড
язи	পেশি
нащадок	উত্তরাধিকারী
нащадок	শিশু
нащадок	সন্তান
нащадок	চাইল্ড
печатки	সীল
печатки	মোহর
печатки	সিল
гері	গ্যারি
айдахо	আইডাহো
шкала	মাত্রা
терор	সন্ত্রাসী
терор	সন্ত্রাসের
терор	সন্ত্রাস
найменше	ক্ষুদ্রতম
стрільці	তীরন্দাজ
стрільці	issf
вертикальні	উল্লম্ব
вертикальні	উলম্ব
повені	বন্যা
ребра	পাঁজর
ребра	পাঁজরের
ребра	প্রান্ত
ребра	এজ
мури	দেয়াল
мури	দেওয়াল
лестер	লেস্টার
лестер	লিচেস্টার
притулку	আশ্রয়
притулку	আশ্রয়স্থল
натовп	ভিড়
ядерна	পারমাণবিক
ядерна	পরমাণু
діаграма	রেখাচিত্র
діаграма	রেখাচিত্র
діаграма	লেখচিত্র
діаграма	ছক
ломоносова	lomonosov
султанат	সালতানাত
трансляції	পডকাস্ট
страху	ভীতি
страху	ভয়
ядерні	পারমাণবিক
ядерні	পরমাণু
кажу	বলছি
кажу	বলছেন
кажу	বলবো
кажу	বলে
кажу	বলো
кажу	বলতে
кажу	বল
кажу	বলুন
каналом	পাইপ
каналом	চ্যানেল
каналом	চ্যানেলে
моментів	moments
моментів	মুহূর্ত
молодші	নাবালক
молодші	গৌণ
молодші	মাইনর
пограбування	ডাকাতি
лонг	দীর্ঘ
лонг	লম্বা
додатки	অ্যাপ্লিকেশন
додатки	অ্যাপলিকেশন
додатки	অ্যাপ
додатки	অ্যাপস
додатки	এক্সটেনশন
вершиною	প্রান্তবিন্দু
підтвердили	নিশ্চিত
йоган	ইয়োহান
міцно	শক্ত
міцно	টাইট
помітити	বিজ্ঞপ্তি
помітити	খেয়াল
помітити	নোটিশ
поворот	আবর্তন
поворот	ঘূর্ণন
благословення	আশির্বাদ
благословення	আশীর্বাদ
благословення	আশীর্বাদ
сітки	গ্রিড
сітки	গ্রীড
відправити	প্রেরণ
відправити	পাঠান
квадратний	বর্গ
квадратний	বর্গক্ষেত্র
квадратний	চতুর্ভূজ
квадратний	বর্গাকার
експерти	বিশেষজ্ঞরা
експерти	বিশেষজ্ঞদের
опіки	তত্ত্বাবধান
опіки	তত্ত্বাবধানে
опіки	তদারকি
цілісність	শুদ্ধতা
цілісність	অখণ্ডতা
цілісність	বিশুদ্ধতা
берклі	বার্কলি
пропустив	মিস
карток	কার্ড
карток	তাস
набоїв	কার্টিজ
долар	ডলার
борг	ঋণ
борг	লোন
борг	ঋণ
іноземний	বিদেশি
іноземний	বৈদেশিক
іноземний	বিদেশ
іноземний	বিদেশী
фбр	এফবিআই
бронювання	সংরক্ষণ
бронювання	বুকিং
кастро	কাস্ত্রো
універсальна	সার্বজনীন
універсальна	ইউনিভার্সাল
універсальна	বিশ্বময়
чайковський	tchaikovsky
танзанії	তাঞ্জানিয়া
танзанії	তানজানিয়া
кредит	ক্রেডিট
кредит	ঋণ
кредит	লোন
кілометр	কিলোমিটার
кілометр	কিলোমিটার
небезпека	বিপত্তি
небезпека	বিপদ
резерв	ভগ্নাংশ
резерв	দশমিক
резерв	সংরক্ষিত
розбили	ভেঙে
розбили	সর্বস্বান্ত
розбили	ভেঙ্গে
динозаврів	ডাইনোসর
процедуру	পদ্ধতি
регбі	রাগবি
лисиця	শেয়াল
лисиця	শিয়াল
лисиця	ফক্স
роуз	গোলাপের
роуз	গোলাপ
роуз	রোজ
піттсбург	পিটসবার্গ
лікарська	officinalis
базовий	বেস
базовий	ন্যূনতম
базовий	ভিত্তি
базовий	প্রাথমিক
вузький	সংকীর্ণ
вузький	সরু
косова	কসোভো
цитати	কোট
цитати	উক্তি
цитати	উদ্ধৃতি
адміністрування	অ্যাডমিন
адміністрування	প্রশাসক
адміністрування	এডমিন
радість	joy
радість	আনন্দ
калібр	ক্যালিবার
кримінальне	অপরাধীর
кримінальне	অপরাধী
кримінальне	ক্রিমিনাল
кримінальне	পাল্প
вбивці	খুনী
відкриваються	খোলে
попереднє	পূর্ববর্তী
попереднє	পূর্বাবস্থা
шпиталь	হাসপাতাল
шпиталь	হাসপাতালের
шпиталь	হসপিটাল
батарея	ব্যাটারি
батарея	ব্যাটারী
чаю	চা
чаю	চায়ের
закінчити	সম্পন্ন
закінчити	সমাপ্ত
закінчити	সমাপ্তি
закінчити	শেষ
закінчити	সমাপ্ত
одружена	বিবাহিত
понеділок	সোমবার
платформу	প্ল্যাটফর্ম
платформу	মঞ্চ
труба	পাইপ
труба	টিউব
шин	শিন
теніс	টেনিস
йоганна	johanna
грей	ধূসর
щоденно	দিন
щоденно	রোজকার
щоденно	দৈনিক
щоденно	প্রতিদিন
доменіко	ডোমেনিকো
миші	ইঁদুর
миші	মাউস
підписати	স্বাক্ষর
порівняти	তুলনা
іспити	পরীক্ষা
жертвами	দুর্গতদের
жертвами	শিকার
жертвами	ক্ষতিগ্রস্তদের
подруга	প্রেমিকা
подруга	বান্ধবীকে
подруга	গার্লফ্রেন্ড
подруга	বান্ধবী
подруга	বন্ধু
подруга	বন্ধুর
подруга	ফ্রেন্ড
календарі	বর্ষপঞ্জি
календарі	ক্যালেন্ডার
молитва	প্রার্থনা
молитва	নামায
молитва	নামাজ
стабільність	স্থায়িত্ব
пости	সেদ্ধ
пости	সিদ্ধ
пости	পোস্ট
пости	পোস্টগুলো
тай	tai
кропивницький	মার্ক
спокій	শান্ত
хворим	অসুস্থ
необхідного	অপরিহার্য
уаз	oise
демократичні	গণতান্ত্রিক
єврей	ইহুদী
астероїди	গ্রহাণু
астероїди	গ্রহাণু
астероїди	পাথর
костюми	তাড়া
костюми	স্যুট
прогноз	পূর্বাভাস
нормальних	শ্রদ্ধেয়
гарні	ভাল
гарні	ভালো
гарні	ভালোই
гарні	গুড
спеціалізована	বিশেষায়িত
фігуру	টুকরা
фігуру	টুকরো
керували	শাসিত
наближається	আসছি
наближається	আসছে
наближається	আসছেন
зустріли	মেট
зустріли	মিলিত
ліза	লিসা
ліза	লিজে
точне	অবিকল
точне	যথার্থ
чутливість	সংবেদনশীলতা
румунська	রোমানীয়
вбивця	কিলার
вбивця	খুনি
вбивця	খুনী
помітили	খেয়াল
штефан	স্টিফান
штефан	স্টেফান
представляти	প্রতিনিধিত্ব
паралельні	সমান্তরাল
спробували	চেষ্টা
подробиці	বর্ণনা
подробиці	বিবরণ
подробиці	বিস্তারিত
подробиці	বিস্তারিত
реєстрація	নিবন্ধন
реєстрація	রেজিস্টার
реєстрація	তালিকাভুক্তি
реєстрація	রেজিস্ট্রেশন
реєстрація	নিবন্ধন
реєстрація	নিবন্ধীকরণ
взаємини	সম্পর্কগুলো
взаємини	সম্পর্ক
повторення	পুনরাবৃত্ত
повторення	পুনরাবৃত্তি
повторення	সংঘটন
повторення	পুনরাবৃত্তি
студентам	শিক্ষার্থীরা
студентам	শিক্ষার্থীদের
студентам	ছাত্ররা
студентам	ছাত্রদের
студентам	ছাত্র
сходить	উদয়
сходить	উদিত
аверон	aveyron
норман	নরম্যান
партнери	সহযোগী
партнери	শরীক
голосом	কন্ঠ
голосом	কণ্ঠস্বর
голосом	ভয়েস
голосом	গলা
екваторіальної	নিরক্ষীয়
леонард	লিওনার্ড
емма	এমা
тил	tyl
перекриття	ঢেকে
кор	cor
емблеми	প্রতীকচিহ্ন
громадянам	নাগরিকেরা
громадянам	নাগরিকদের
громадянам	নাগরিক
громадянам	নাগরিকরা
теології	ধর্মতত্ত্ব
зловживання	নির্যাতন
зловживання	অপব্যবহার
вольф	wolff
кратери	craters
італійці	ইতালীয়দের
філіппіни	ফিলিপাইন
філіппіни	ফিলিপাইন্স
філіппіни	ফিলিপিন্স
сказала	বললাম
сказала	বলেন
сказала	বললেন
сказала	বলল
сказала	বলেছে
сказала	বললো
банди	ক্যাডার
банди	গুণ্ডা
банди	গ্যাং
чув	শুনেছে
чув	শোনা
чув	শুনেছি
чув	শুনলাম
вернер	ভের্নার
ховається	লুকানোর
ховається	লুকিয়ে
пляжі	সৈকত
баха	বাজা
урожай	ফসল
протоколів	প্রোটোকল
викидів	নির্গমন
сховище	সংগ্রহস্থল
сховище	স্টোরেজ
сховище	সংগ্রহস্থল
анальний	পায়ু
купа	গুচ্ছ
хворий	অসুস্থ
хворий	অসুস্থ
ацтеків	অ্যাজটেক
докладно	বিস্তারিত
комета	ধূমকেতু
михаїл	মাইকেল
кота	কোটা
запрошені	আমন্ত্রিত
близькість	অন্তরঙ্গতা
духовенство	যাজক
камері	ব্রিগ
стрільба	শুটিং
стрільба	হত্যাকাণ্ড
стрільба	গোলাগুলি
лінійна	সাইডবার
лінійна	রৈখিক
відповісти	প্রতিক্রিয়া
відповісти	উত্তর
відповісти	প্রত্যুত্তর
відповісти	জবাব
чудес	ওয়ান্ডারল্যান্ড
місячний	মাসিক
філ	ফিল
чиста	পিওর
чиста	নিখাদ
чиста	বিশুদ্ধ
чиста	খাটি
чиста	খাঁটি
етика	নৈতিকতা
втеча	অব্যাহতি
втеча	এস্কেপ
втеча	escape
вагітність	গর্ভাবস্থা
вагітність	গর্ভধারণ
літрів	লিটার
рожевий	গোলাপি
рожевий	গোলাপী
рожевий	পিঙ্ক
диво	অলৌকিক
ягоди	স্ট্রবেরি
кращий	বেস্ট
кращий	সর্বোত্তম
кращий	সেরা
кращий	শ্রেষ্ঠ
кращий	শ্রেষ্ট
кращий	best
йон	jon
сподіваючись	প্রত্যাশী
уругвай	উরুগুয়ে
вашингтона	ওয়াশিংটন
виграє	জয়
метью	ম্যাথু
метью	ম্যাথিউ
співати	গাওয়া
розширена	ipa
розширена	এক্সটেন্ডেড
алгебра	বীজগণিত
абдул	আবদুল
абдул	আব্দুল
перепрошую	sorry
перепрошую	সরি
перепрошую	দুঃখিত
людський	মানুষের
людський	মানব
людський	মানুষ
хмар	মেঘমালা
хмар	মেঘের
хмар	মেঘ
доходить	চিত্রগ্রহণ
арка	আর্চ
мозамбіку	মোজাম্বিক
купує	কিনে
границі	সীমা
македонський	মেসিডোনিয়ান
знайомі	পরিচিত
знайомі	পরিচিত
класицизм	classicism
показала	দেখিয়েছেন
показала	দেখিয়েছে
кішка	বিড়াল
кішка	বেড়াল
халіфат	খিলাফত
халіфат	খলিফার
страждання	ভোগান্তি
страждання	কষ্টের
страждання	কষ্ট
страждання	ভুগছে
страждання	কষ
оточують	ঘেরা
практичний	বাস্তব
практичний	ব্যবহারিক
краса	সৌন্দর্য্য
краса	সৌন্দর্য
професіоналізм	পেশাদারিত্বের
уявити	কল্পনা
діана	ডায়ানা
ліквідація	liquidation
деревина	কাঠ
деревина	কাঠের
белл	বেল
белл	ঘণ্টা
реалізовано	বাস্তবায়িত
оклахома	ওকলাহোমা
коаліція	কোয়ালিশন
дискусія	আলোচনা
дискусія	আলোচনায়
дай	দাই
дай	dai
забрав	নিয়েছি
рівний	সমান
коса	থুতু
розмова	কথোপকথন
розмова	টক
розмова	কথা
конкурентів	প্রতিযোগীদের
конкурентів	প্রতিদ্বন্দ্বী
конкурентів	প্রতিযোগী
інфекційних	সংক্রামক
істота	জীব
перехідний	অন্তর্বর্তীকালীন
поштовх	নাজ
ера	যুগ
ера	বয়স
планка	প্লাংকের
єгипетський	মিশরের
єгипетський	মিসরীয়
єгипетський	ইজিপশিয়ান
єгипетський	মিশরীয়
вічний	অনন্ত
вічний	চিরন্তন
вічний	শাশ্বত
нитки	থ্রেড
нитки	সূত্র
американською	এনএসএ
активи	সম্পদ
серверів	সার্ভার
розкрити	বিস্তৃত
розкрити	প্রসারণ
службовець	ক্লার্ক
мобільний	মোবাইলের
мобільний	মোবাইল
визнають	পিষে
визнають	ক্রাশ
місячного	মাসিক
мечем	তলোয়ার
мечем	তরবারি
сербська	সার্বিয়ান
сербська	আলবেনীয়
підкріплення	সৈন্য
ходить	যায়
ходить	গোজ
ходить	হাটে
інтелект	ইন্টেলিজেন্স
інтелект	বুদ্ধি
інтелект	বুদ্ধিমত্তা
інтелект	বুদ্ধির
автоматичний	স্বয়ংক্রিয়
автоматичний	স্বয়ংক্রীয়
автоматичний	স্বয়ংক্রিয়
вертоліт	হেলিকপ্টার
страва	ডিশ
язав	ব্যান্ডেজ
кен	ken
кен	কেন
кемпбелл	ক্যাম্পবেল
льодовик	হিমবাহ
відбиття	প্রতিবিম্ব
відбиття	প্রতিচ্ছবি
відбиття	প্রতিফলন
відбиття	প্রতিফলন
тор	থর
дубль	দ্বিগুণ
дубль	ডাবল
миша	মাউস
перетин	crossover
аравія	আরব
аравія	আরাবিয়া
модернізація	আধুনিকায়ন
софі	সোফি
ландшафт	ল্যান্ডস্কেপ
ландшафт	ভূদৃশ্য
кат	জল্লাদ
холмс	হোমস
вапняку	চুনাপাথর
звільнив	বহিস্কার
німець	জার্মান
кукурудзи	ভুট্টা
кукурудзи	কর্ন
кукурудзи	কর্ণ
їхав	rode
блюз	ব্লুজ
тимчасове	অস্থায়ী
тимчасове	সাময়িক
тимчасове	উদ্বায়ী
алессандро	আলেসান্দ্রো
включити	include
включити	অন্তর্ভুক্ত
роздуми	ভাবছি
роздуми	চিন্তা
роздуми	ভাবছে
аляска	আলাস্কা
зоопарк	চিড়িয়াখানা
цариці	বিবি
цариці	রাণী
рани	ক্ষত
відступ	ইন্ডেন্ট
святе	পবিত্র
святе	হলি
святе	পবিত্র
розуміючи	বুঝতে
зупинився	বন্ধ
зупинився	স্থগিত
підтвердити	নিশ্চয়তা
підтвердити	অনুমোদন
підтвердити	নিশ্চিতকরণ
підтвердити	নিশ্চিত
підтвердити	গ্রহণ
астрономія	জ্যোতির্বিদ্যা
астрономія	জ্যোতির্বিজ্ঞান
газові	গ্যাসীয়
каталоги	ক্যাটালগ
каталоги	ডিরেক্টরী
каталоги	ক্যাটালগ
мальта	মাল্টা
знамениті	খ্যাত
знамениті	বিখ্যাত
знамениті	প্রখ্যাত
розвідник	স্কাউট
декор	সজ্জা
десятка	দশ
випустити	আলগা
баба	baba
баба	বাবা
легендарний	পৌরাণিক
легендарний	কিংবদন্তি
впевнено	আত্মবিশ্বাসী
саксен	saxe
ліхтенштейн	lichtenstein
антарктиди	অ্যান্টার্কটিকা
консультантом	পরামর্শদাতা
консультантом	পরামর্শক
консультантом	কনসালটেন্ট
прикрас	গয়না
прикрас	অলঙ্কার
лоран	লরেন্ট
приблизна	আনুমানিক
мобільні	মোবাইলের
мобільні	মোবাইল
нельсон	নেলসন
вбрання	পোশাকে
господа	লর্ড
господа	পালনকর্তা
господа	পালন
господа	প্রভু
коментарів	মন্তব্য
очко	রেন
