wolf	вовк
ampleur	величина
molécules	молекул
molécules	молекули
signée	підписано
signée	підписав
signée	підписали
céramique	кераміка
céramique	керамічний
céramique	кераміка
céramique	кераміка
uss	uss
judaïsme	юдаїзм
pauvreté	бідність
pauvreté	бідності
pauvreté	злидні
sévère	суворі
sévère	тяжкий
sévère	круті
sévère	примхи
sévère	жорсткі
sévère	суворий
sévère	корми
souligne	найважливіше
souligne	підсвічування
souligne	найголовніше
souligne	підкреслення
souligne	підкреслити
souligne	наголошує
exemplaire	скопіюйте
exemplaire	копіювання
exemplaire	скопіювати
exemplaire	копіювати
exemplaire	копія
wings	крила
enregistrer	записати
enregistrer	записувати
enregistrer	рекорд
enregistrer	запис
enregistrer	зберегти
enregistrer	зареєструватись
enregistrer	зареєструвати
enregistrer	регістр
enregistrer	реєстрація
monstre	потвора
monstre	псих
monstre	монстр
acides	кислоти
acides	кислоти
acides	кислота
séparés	відокремлених
séparés	розійшлися
séparés	розділені
séparés	окреме
séparés	відокремити
morales	моралес
perry	перрі
roubaix	рубе
commerces	магазинів
commerces	крамниці
commerces	магазини
brève	коротко
anthologie	антологія
positive	позитивне
positive	позитивні
positive	позитивний
positive	позитивно
positive	позитив
substance	речовини
substance	речовина
geste	жест
numériques	числове
numériques	цифрову
numériques	цифрове
numériques	digital
numériques	цифрова
numériques	цифровий
matrice	матриця
matrice	матриці
nfl	нфл
sardaigne	сардинія
escrime	фехтування
perception	сприйняття
charleroi	шарлеруа
axes	осі
axes	вісь
descendance	ембріон
descendance	offspring
descendance	нащадки
mayer	маєр
électroniques	електронне
électroniques	електронні
électroniques	електроніка
électroniques	електронна
électroniques	електронний
appartenance	належності
appartenance	належить
commonwealth	співдружності
retenue	витримкою
retenue	збереглося
gregory	ґреґорі
gregory	григорій
gregory	грегорі
arménien	вірменська
domestique	домашніх
domestique	домашня
plongée	дів
composants	компоненти
composants	компонентів
composants	складові
composants	інгредієнти
rival	конкурувати
patriarche	патріарх
chair	плоті
chair	плоть
chair	легку
constituant	установчі
dominant	домінанта
julian	юліан
carburant	пальне
carburant	паливо
carburant	палива
voler	fly
voler	літати
voler	муха
voler	лети
voler	польоту
voler	вкрасти
voler	красти
voler	крадуть
sigle	абревіатура
sigle	акронім
kilomètre	кілометр
kilomètre	кілометр
kilomètre	кілометри
dubois	дюбуа
identifié	позначено
identifié	позначене
identifié	відмічені
identifié	позначені
identifié	визначена
identifié	визначено
vaucluse	воклюз
honneurs	чеснот
honneurs	чесноти
honneurs	вшановує
honneurs	чеснот
honneurs	чесноти
capturé	зловили
capturé	спіймав
capturé	полон
capturé	спіймав
capturé	захопили
capturé	захоплені
jet	реактивний
enterrée	похований
enterrée	поховані
riz	рис
riz	рису
constance	констанція
ème	ème
affichage	відображення
affichage	дисплей
affichage	показати
affichage	показ
affichage	показувати
affichage	перегляд
affichage	вигляд
affichage	view
affichage	вид
affichage	переглянути
guatemala	гватемали
extraordinaire	надзвичайні
extraordinaire	надзвичайна
extraordinaire	вражає
extraordinaire	вражаюче
extraordinaire	дивовижно
extraordinaire	amazing
extraordinaire	неймовірний
chan	чан
urbains	урбан
urbains	міський
médicis	медічі
trajet	маршрут
doyen	дін
extérieurs	надворі
extérieurs	зовнішнє
extérieurs	зовнішні
extérieurs	зовнішній
extérieurs	зовнішня
extérieurs	зовнішня
bridge	міст
bridge	місток
décédée	померлих
créatures	істоти
créatures	створіння
otan	нато
patinage	катання
patinage	скейт
perdent	втратить
perdent	програє
indispensable	незамінний
indispensable	незамінна
indispensable	необхідних
indispensable	необхідного
indispensable	необхідний
révision	переглянути
révision	рецензування
révision	відгук
révision	огляд
révision	версія
révision	редакції
révision	модифікація
const	const
préliminaire	попереднє
bulle	бульбашки
bulle	бульбашка
alessandro	алессандро
israélien	ізраїльська
modifiée	змінений
modifiée	змінено
modifiée	змінене
modifiée	змінені
pete	піт
médicaments	ліки
médicaments	ліків
médicaments	ліків
médicaments	медикаменти
médicaments	медикаментів
cricket	cricket
ancêtres	пращурів
olga	ольга
développés	розробили
développés	розроблений
développés	розроблено
touristes	туристів
touristes	туристи
terrible	страшний
terrible	жахливий
terrible	жахливо
terrible	жахливе
terrible	жахлива
blood	кров
blood	blood
indépendantes	самостійна
indépendantes	незалежні
indépendantes	незалежна
indépendantes	незалежний
indépendantes	незалежне
demandant	запитує
demandant	питаю
demandant	прошу
demandant	звертаюсь
hilaire	ілер
confondre	збивати
confondre	плутайте
barrière	огорожу
barrière	огорожа
barrière	паркан
soie	шовку
soie	шовк
essayé	спробувала
essayé	спробував
essayé	замах
essayé	намагалися
essayé	спробували
essayé	спробував
essayé	намагався
essayé	пробував
acoustique	акустична
acoustique	аудіо
acoustique	audio
acoustique	акустика
colonial	колоніальна
marches	марш
marches	кроків
marches	кроки
marches	марші
intellectuelle	інтелектуальна
intellectuelle	інтелектуальної
aluminium	алюміній
aluminium	алюміній
composées	складено
piège	пастка
biélorussie	білорусі
biélorussie	білорусь
doc	doc
doc	документ
doc	док
policière	поліція
citations	цитати
citations	лапки
citations	цитати
citations	цитатами
tubes	трубки
écho	echo
écho	ехо
écho	відлуння
thématique	тематичний
industrielles	промислові
industrielles	промислова
industrielles	промисловий
tragédie	трагедія
mozart	моцарта
mozart	моцарт
excellent	відмінний
excellent	чудова
excellent	відмінно
hart	гарт
hôtels	готелях
hôtels	готелі
hôtels	готелів
arras	аррас
diminution	зменшити
diminution	зменшено
horizon	горизонт
horizon	horizon
gorge	горло
gorge	ущелина
librement	вільно
silver	срібла
silver	срібло
silver	silver
silver	срібний
pauline	полін
offrant	пропозиція
chronologique	хронологічний
hugh	гуго
amphibiens	земноводні
amphibiens	amphibians
durand	дюран
océanie	океанії
kenya	кенії
kenya	кенія
pilier	стовп
diamant	diamond
diamant	діамант
diamant	діаманти
quinzaine	режисерів
drogue	наркотики
drogue	наркотиків
drogue	ліків
drogue	препарати
drogue	наркотик
soutenue	приймається
soutenue	постійний
soutenue	підтримувані
soutenue	підтримали
soutenue	підтримується
derby	дербі
magazines	журнали
tennessee	теннессі
chaos	хаос
guise	гіз
chanter	співають
chanter	співай
chanter	співаю
chanter	спів
chanter	співати
chanter	співає
abrégé	скорочена
abrégé	скоротити
fusil	рушниця
fusil	рушниця
fusil	гармата
fusil	пістолет
fusil	гвинтівки
fusil	гвинтівка
serbes	сербська
serbes	сербів
serbes	сербська
maintient	здійснює
marx	маркс
marx	маркса
couverte	розібралися
couverte	покрита
reliques	реліквій
roberts	робертс
roumaine	румунська
broadway	бродвей
législatif	законодавчих
rotterdam	роттердам
salaire	зарплата
salaire	зарплати
salaire	зарплаті
rappeur	реп
watson	вотсон
prêté	позичати
prêté	позичив
préféré	улюблене
préféré	улюблена
préféré	улюблений
préféré	улюблені
préféré	улюблений
préféré	улюблене
préféré	основний
préféré	бажана
préféré	головна
préféré	бажаний
ingénierie	техніка
ingénierie	інженерних
ingénierie	інженерія
bayonne	байонна
asiatiques	азійський
asiatiques	азіатів
clara	клара
bataillons	батальйони
pérez	перес
magistrat	суддя
magistrat	судді
magistrat	суддю
magistrat	магістрат
chanteurs	співаки
automobiles	автомобілі
automobiles	автомобілем
ethnique	національність
ethnique	національну
ethnique	етно
ethnique	етнічна
considérées	вважається
considérées	вважаються
considérées	вважають
considérées	вважалося
flanc	фланг
randonnée	пішоходів
chambéry	шамбері
vignes	вінь
vignes	виноградник
vignes	виноградники
contrainte	стрес
folk	народний
folk	народного
folk	фольклор
folk	народні
folk	фолк
folk	народна
portails	брами
portails	воріт
portails	ворота
portails	портала
billets	квитки
billets	купюр
apogée	низку
apogée	pinnacle
apogée	пік
antarctique	антарктида
antarctique	антарктиди
antarctique	антарктична
contenir	містити
contenir	містить
contenir	міститься
contenir	містять
conducteur	драйвери
conducteur	водії
conducteur	драйвер
conducteur	водій
conducteur	водія
conducteur	диригент
conducteur	провідник
étendu	розширені
étendu	розширена
étendu	розширений
étendu	збільшено
étendu	широкий
interdite	заборона
interdite	заборонено
interdite	заборонене
interdite	заборонений
interdite	заборонені
interdite	заборонено
interdite	заборонили
interdite	заборонене
sphère	сфера
sphère	сфери
sphère	куля
lévy	леві
libye	лівії
choisie	обраний
choisie	вибрано
choisie	вибрана
choisie	вибране
choisie	вибраний
chirurgie	хірургія
chirurgie	хірургічний
sent	пахне
sent	запахів
sent	пахнуть
oublié	забув
oublié	забула
oublié	забули
oublié	забуте
oublié	забути
oublié	забули
oublié	забутий
grammaire	граматики
grammaire	граматика
yann	ян
yann	янн
mineure	мінор
mineure	незначна
mineure	молодший
mineure	незначний
mineure	молодші
balles	кульки
balles	яйця
balles	кульок
balles	куль
balles	позначки
balles	кулі
légendaire	легендарні
légendaire	легендарна
légendaire	легендарного
légendaire	легендарний
tigre	tiger
tigre	тигр
compromis	компроміс
compromis	розкриті
horloge	годинник
middle	середня
middle	посередині
middle	середньої
middle	середина
middle	середній
chaine	ланцюжок
chaine	ланцюг
séoul	сеулі
parts	акції
parts	поширення
partager	обмін
partager	поширення
partager	акція
partager	поширити
partager	поділитися
partager	поширення
partager	поділитись
pluriel	множини
omar	омар
monica	моніка
rey	рей
dépôts	скидає
josef	йозеф
michèle	мішель
michèle	мікеле
michèle	мішель
pommes	яблуками
pommes	яблука
pommes	яблуко
pommes	apple
pommes	яблучко
vannes	брами
vannes	воріт
vannes	ворота
vannes	ванн
vannes	клапани
haine	ненависть
haine	ненавиджу
haine	ненависть
haine	ненависті
motte	мотт
giorgio	джорджо
picard	пікар
nommer	найменування
nommer	назва
lettonie	латвії
lettonie	латвія
lettonie	латвійська
alerte	нагадування
alerte	тривогу
alerte	попередження
alerte	увага
alerte	тривога
alerte	попередження
alerte	попередити
fermes	ферма
fermes	господарствах
échappe	втікає
tunisienne	тунісі
tunisienne	туніс
tunisienne	тунісу
tunisienne	туніська
copies	копії
copies	копій
copies	копіює
restaurer	відновлення
restaurer	відновити
restaurer	відновлення
annecy	аннесі
edwards	едвардс
raid	рейд
distances	дистанцій
distances	відстані
distances	дистанція
distances	відстань
distances	дистанції
gardiens	гвардійська
gardiens	охорона
gardiens	охоронці
gardiens	охорони
gardiens	вартові
gardiens	згодиться
plafond	стелі
plafond	стеля
piscine	басейн
donnés	вказаний
donnés	дано
donnés	надано
donnés	даного
minorité	меншості
ronald	рональд
charité	благодійності
charité	благодійна
charité	благодійний
charité	благодійність
exceptionnelle	винятковий
allée	проході
allée	еллі
allée	алея
allée	провулок
allée	allée
sienne	siena
emily	емілі
explications	пояснення
explications	пояснення
abel	абель
extérieures	зовнішня
cave	льох
cave	печеру
cave	печера
cave	підвал
dessiné	намальовано
dessiné	намальовані
acquérir	отримання
séparé	відокремлених
séparé	розійшлися
séparé	розділені
séparé	окреме
séparé	відокремити
graphe	граф
graphe	графіка
graphe	графік
enregistrée	записано
enregistrée	записав
enregistrée	зареєстровано
enregistrée	зареєстровані
enregistrée	зареєстрований
enregistrée	збережені
enregistrée	збережених
enregistrée	збережено
enregistrée	збережений
enregistrée	врятований
archéologue	археолог
passés	минулий
passés	минулі
passés	минуле
recommandations	рекомендацію
recommandations	рекомендації
plainte	скарг
plainte	скарги
plainte	скарга
hippolyte	іпполіт
activement	активно
doubles	дабл
doubles	двічі
doubles	дубль
doubles	подвійна
doubles	подвійний
doubles	подвійне
doubles	парні
doubles	парами
égyptienne	єгипетський
égyptienne	єгипетська
idéologie	ідеологія
idéologie	ідеологічна
cage	клітку
cage	клітка
cage	клітки
cage	кейдж
préserver	зберігати
banc	лавці
banc	лавка
souverains	лінійки
souverains	держав
gaule	галлія
martine	мартіна
martine	мартін
indochine	індокитай
ménages	родин
ménages	двір
captain	капітан
buffalo	buffalo
italiennes	італійською
italiennes	італійський
italiennes	італієць
italiennes	італійська
italiennes	італійської
juriste	правник
juriste	юрист
juriste	адвокат
juriste	юрист
enlever	прибрати
enlever	видалити
enlever	вилучити
démographie	населення
sonate	соната
asiatique	азійський
asiatique	азія
asiatique	азійський
regarde	дивитися
regarde	подивитися
regarde	дивіться
regarde	дивися
regarde	спостерігати
regarde	погляд
regarde	вигляд
regarde	подивитися
regarde	дивіться
regarde	дивися
regarde	дивись
suffixe	суфікс
corde	мотузку
corde	нитка
corde	мотузка
corde	мотузки
corde	акорд
corde	акорди
geoffroy	жоффруа
oklahoma	оклахома
documentaires	документальний
documentaires	документальні
sep	sep
pâte	тісто
pâte	вставлення
pâte	вставити
pâte	кримінальне
xviii	xviii
organisateur	організатор
organisateur	організатора
organisateur	організатор
organisateur	організатора
papa	тато
papa	тато
papa	папа
florent	флоран
imagine	уявити
imagine	уявіть
imagine	уяви
imagine	уявляю
imagine	уявляти
ordinateurs	computer
tables	столи
tables	столики
tables	таблиці
tables	таблиць
bassiste	бас
bassiste	басс
jessica	джессіка
jessica	джесіка
gang	банда
gang	gang
gang	банди
martial	бойові
subir	проходять
bouton	кнопку
bouton	кнопка
toucher	дотик
toucher	зворушлива
now	тепер
now	зараз
aoste	аоста
combattant	боєць
combattant	винищувач
tropicale	тропічний
tropicale	тропічні
fossiles	пластові
citadelle	citadelle
citadelle	фортеці
citadelle	citadel
plastique	пластмас
plastique	пластик
plastique	пластику
plastique	купляти
exister	існують
exister	існує
décider	приймаючи
décider	вирішувати
décider	вирішуйте
décider	вирішити
décider	визначитися
menaces	загрози
menaces	погроз
menaces	погрози
menaces	загроза
menaces	погроза
menaces	загрозу
ventre	живота
ventre	животі
ventre	живіт
ventre	шлунок
forestier	лісова
forestier	ліс
identiques	однакові
mécaniques	механіка
mécaniques	механічна
mécaniques	механічний
vicaire	вікарій
plages	пляжний
plages	біч
plages	пляж
plages	пляжі
barrages	дамб
barrages	дороги
mayence	mainz
intérim	тимчасовий
entraîné	навчали
brasserie	пивоварня
prestige	авторитет
châtillon	шатійон
missionnaire	місіонерська
rico	ріко
vendue	продано
favorables	позитивні
protestant	протестантська
spirituel	духовні
priorité	priority
priorité	пріоритет
constitutionnelle	конституційний
constitutionnelle	конституційного
coéquipier	товариша
rivalité	ворожнеча
rivalité	ятає
rivalité	суперництво
valentin	валентин
valentin	валентина
problématique	проблемних
problématique	задача
problématique	проблему
problématique	проблема
danseuse	танцівниця
danseuse	dancer
danseuse	танцюрист
conforme	сумісних
earth	землею
earth	earth
earth	землі
earth	земля
violent	агресивних
violent	жорстокі
violent	жорстоке
démon	диявол
démon	біс
démon	демон
constructeurs	архітектори
constructeurs	будівельники
constructeurs	виробники
arcades	arcades
arcades	аркада
madonna	мадонна
sourire	посмішка
sourire	усмішка
sourire	посмішки
sourire	посміхається
carrés	клітинки
carrés	клітинок
carrés	квадрати
carrés	квадратний
carrés	площа
carrés	квадрат
sommeil	сонна
sommeil	сонний
sommeil	сліпі
sommeil	сон
sommeil	спати
sommeil	забуте
sommeil	спить
digne	почесна
digne	гідний
digne	гідне
digne	гідна
saoudite	аравія
saoudite	аравії
contenus	контент
contenus	вміст
contenus	зміст
contenus	матеріали
contenus	вміст
contenus	зміст
perdus	втрачений
perdus	програв
perdus	lost
chirurgien	хірург
défi	виклик
rite	обряд
consulat	консульство
consulat	консульства
schmidt	шмідт
indigènes	корінні
indigènes	рідний
indigènes	рідна
indigènes	тубільцями
magnifique	прекрасні
magnifique	красивий
magnifique	красива
magnifique	красиві
magnifique	яскраво
magnifique	неперевершений
classic	класична
classic	класичні
classic	класичний
classic	класика
classic	класичне
chances	шансів
chances	шанси
hôpitaux	лікарня
hôpitaux	шпиталь
hôpitaux	лікарнях
hôpitaux	лікарень
divinité	боги
divinité	божество
ukrainien	український
ukrainien	українець
ukrainien	українська
confiée	довірили
amanda	аманда
afro	афро
tigers	тигри
démontrer	демонструють
démontrer	продемонстрували
intellectuels	інтелектуальна
intellectuels	інтелектуальної
périodique	періодична
périodique	регулярні
entente	антанта
entente	картель
stevens	стівенс
trilogie	трилогія
précieux	дорогоцінний
précieux	дорогоцінні
précieux	цінні
précieux	корисна
précieux	цінний
indication	натяку
installent	установити
installent	встановити
installent	встановлення
danube	дунай
donjon	підземеллі
donjon	підземелля
croissant	росте
croissant	нарощування
croissant	півмісяць
croissant	зростанням
croissant	зростання
jul	august
animée	анімація
animée	анімаційний
animée	анімаційна
amant	коханець
caps	кінчики
caps	кубків
légal	правові
légal	правова
légal	юридична
légal	юридичні
légal	юридичний
incapable	неможливий
incapable	неможливо
prévenir	попереджати
prévenir	запобігти
prévenir	запобігати
batman	бетмен
tibétain	тибетська
carmen	кармен
jungle	джунглі
assomption	assomption
assomption	успіння
condamnation	вирок
condamnation	неї
condamnation	впевненості
légitime	справжні
let	хай
let	нехай
biodiversité	біорізноманіття
lys	лілії
lys	лілі
lys	лілія
rail	залізничний
rail	трамвая
disparus	зник
cou	шия
cou	шию
cou	перестануть
accidents	нещасні
accidents	аварійно
accidents	аварій
blois	блуа
kazakhstan	казахстані
kazakhstan	казахстан
kazakhstan	казахстану
spectre	спектральних
spectre	спектр
spectre	контррозвідки
ajoutant	додавання
transcription	транскрипція
nouvellement	щойно
violoniste	скрипаль
achille	акілле
achille	ахіллес
tag	мітка
tag	позначити
tag	позначка
tag	квач
profiter	зручні
profiter	комфортом
profiter	дивимося
publicitaire	реклама
sandra	сандра
una	уна
hésite	задумався
datée	датоване
élémentaire	базові
élémentaire	базове
élémentaire	основні
élémentaire	базовий
élémentaire	основний
élémentaire	елементарні
élémentaire	початковій
recrutement	вербування
procédures	заходи
procédures	процедури
présidé	головуванням
présidé	головував
terminal	термінала
terminal	термінал
explorer	побувати
explorer	огляд
explorer	дослідити
explorer	explorer
explorer	дослідник
partition	розділ
partition	рахунок
partition	результат
partition	оцінка
couples	пари
couples	звернення
considérant	враховуючи
considérant	розглянути
ana	анно
ana	ана
ana	ена
reconnus	впізнали
reconnus	підтверджую
reconnus	визнана
reconnus	визнала
reconnus	визнав
reconnus	впізнав
reconnus	визнано
reconnus	визначив
plastiques	пластмас
plastiques	пластик
plastiques	пластику
plastiques	купляти
violation	порушення
violation	штурму
violation	порушення
conservateurs	консерваторів
conservateurs	консервативна
rappel	пригадую
rappel	нагадування
incarne	лаві
plats	рівна
plats	посуд
plats	страв
plats	страви
neuchâtel	невшатель
cameron	кемерон
miracle	диво
miracle	чудо
gène	ген
gène	джин
formés	сформована
formés	оформлено
formés	сформовано
formés	навчали
deutsche	deutsche
anarchiste	панком
indo	індо
graphiques	графи
graphiques	графіки
graphiques	графіків
graphiques	графіку
graphiques	графічні
graphiques	хітів
graphiques	діаграм
graphiques	графіки
graphiques	діаграми
graphiques	графіки
graphiques	графіка
graphiques	графічні
graphiques	графіку
monétaire	грошова
monique	монік
parallèles	паралельний
parallèles	паралельні
parallèles	паралельно
parallèles	паралелі
créature	істота
créature	створіння
accusations	звинувачення
accusations	наклеп
accusations	звинувачення
apporté	привезли
apporté	принесли
apporté	приніс
négatif	негативний
négatif	негативне
négatif	негативна
négatif	негатив
négatif	негативні
juger	суддя
juger	судді
juger	суддю
juger	судячи
résidents	жителька
résidents	мешканці
résidents	мешканців
provoqué	наведена
opérateurs	оператори
toiles	полотно
toiles	полотна
toiles	тканини
toiles	картини
toiles	картин
martínez	мартінес
martínez	мартінес
albanie	албанії
albanie	албанія
thé	tea
thé	чаю
thé	чай
assister	присутнім
unit	юніт
unit	одиниці
unit	одиниця
enregistrés	записано
enregistrés	записав
enregistrés	зареєстровано
enregistrés	зареєстровані
enregistrés	зареєстрований
enregistrés	збережені
enregistrés	збережених
enregistrés	збережено
enregistrés	збережений
enregistrés	врятований
connexion	входу
connexion	увійти
connexion	вхід
connexion	підключення
connexion	підключитися
briques	блоки
briques	цегла
briques	цеглу
briques	цегла
distribué	поширюється
tranche	шматок
tranche	зрізу
brothers	браття
brothers	брати
bonnet	бонне
sul	sul
partisan	партизан
partisan	прихильником
dumas	дюма
coque	галл
cloud	хмара
confié	довірили
boutique	крамниця
boutique	магазин
boutique	зберігати
boutique	магазин
knight	лицар
accuse	звинувачує
colloque	symposium
colloque	бенкет
colloque	colloque
suspendu	підвіска
suspendu	призупинення
suspendu	призупинено
felix	фелікс
under	під
under	under
conjointement	спільно
mare	море
exigences	вимоги
exigences	вимагає
castro	кастро
inventé	вигадав
inventé	винайшов
sidney	сідні
ténor	тенор
aveugle	blind
aveugle	осліп
aveugle	сліпий
aveugle	сліпих
aveugle	сліпим
ferry	пором
espionnage	шпигун
espionnage	шпигунство
vies	життів
vies	живе
segment	сегмент
segment	відрізок
tabac	курити
tabac	куріння
tabac	палити
tabac	паління
tabac	тютюн
scalemajor	scalemajor
palace	палац
libérale	ліберальна
timeaxis	timeaxis
étendre	розширювати
étendre	розгорнути
étendre	розширити
étendre	розкрити
monarque	монарх
réunions	зустрічей
réunions	зустрічі
nbc	викладала
butler	батлер
tissus	тканини
tissus	тканину
tissus	тканина
suffisante	достатню
suffisante	достатньо
spencer	спенсер
dépasser	обгін
connecticut	коннектикут
afficher	показати
afficher	шоу
afficher	показувати
afficher	show
afficher	відображення
afficher	дисплей
afficher	показати
afficher	показ
afficher	показувати
afficher	перегляд
afficher	вигляд
afficher	view
afficher	вид
afficher	переглянути
dominante	домінанта
dominante	домінування
entités	сутності
sélectionnés	вибраний
sélectionnés	обрані
sélectionnés	вибрані
sélectionnés	вибране
sélectionnés	вибрано
pensez	думаю
pensez	think
pensez	думайте
pensez	згадай
pensez	подумайте
hercule	hercules
hercule	еркюль
forcé	примусово
forcé	змусили
forcé	вимушена
zur	zur
solde	баланс
récolte	жнива
récolte	урожай
récolte	врожай
récolte	обрізання
récolte	обрізати
récolte	збирають
gustav	густав
attaqué	агресію
attaqué	напали
oregon	орегон
apprécié	подобалось
apprécié	терпів
apprécié	сподобався
apprécié	сподобалося
apprécié	розрахована
apprécié	цінувати
apprécié	вдячністю
apprécié	оцінила
apprécié	сподобалося
cape	мис
diff	порівняння
diff	diff
diff	різниця
diff	розбіжності
procéder	продовжити
infos	info
infos	інформації
infos	інформація
infos	відомості
infos	інформація
monté	літали
monté	їздив
monté	змонтовано
artificielle	штучна
artificielle	штучний
artificielle	штучне
artificielle	штучні
jésuite	єзуїтів
jésuite	єзуїтський
voyageur	пасажир
voyageur	traveller
voyageur	мандрівник
voyageur	traveler
voyageur	мандрівник
traitements	процедур
leslie	леслі
serpents	змій
serpents	змії
serpents	змія
serpents	змії
entourage	оточення
cuir	шкіра
reporter	репортер
imagesize	imagesize
utah	юта
serie	серія
carnaval	карнавал
location	автомобілів
condamnés	засуджений
condamnés	засуджений
condamnés	засуджений
condamnés	засудили
condamnés	засуджені
cacher	сховати
cacher	приховати
cacher	ховати
cacher	ховався
cacher	ховається
cacher	приховування
come	come
come	приходь
come	приходьте
neuilly	неї
plotarea	plotarea
kentucky	кентуккі
schneider	шнайдер
ned	нед
probabilité	ймовірність
matériels	обладнання
matériels	обладнанням
académique	академічна
académique	навчального
académique	академічний
roll	рол
roll	roll
roll	кинути
accusation	звинувачення
accusation	наклеп
accusation	звинувачення
accusation	обвинувачення
responsabilités	повноваження
responsabilités	відповідальності
responsabilités	відповідальність
lyrique	ліричних
lyrique	лірична
gain	підсилення
gain	заробити
laser	лазер
minimale	мінімальна
minimale	мінімальний
minimale	мінімум
minimale	мінімально
minimale	мінімальне
minimale	мінімальна
minimale	мінімальне
composant	компонент
composant	компонента
sérieusement	серйозно
noté	зауважимо
noté	зауважити
sauvetage	залишкова
sauvetage	врятувати
sauvetage	рятівник
sauvetage	порятунок
existé	існував
existé	існували
existé	існувало
nina	ніна
doigts	пальцями
doigts	пальці
doigts	пальця
doigts	палець
doigts	пальцем
détruits	знищені
détruits	знищено
détruits	зруйновано
détruits	знищили
convoi	конвой
atterrissage	посадка
atterrissage	посадку
blaise	блез
encre	чорнила
remplir	заповнення
remplir	заповнювати
remplir	заповнити
progressiste	прогресивна
progressiste	прогресивний
progressiste	прогресивні
progressiste	тривалий
invitation	запрошую
invitation	запросити
invitation	запрошення
invitation	запрошення
technologique	технологія
technologique	технології
technologique	технологічних
technologique	технологічного
technologique	технічного
technologique	технологічний
souffre	страждати
souffre	страждає
cercles	кіл
cercles	кола
arche	архе
arche	ark
arche	ковчег
arche	арка
collaborateurs	співробітники
collaborateurs	співробітників
collaborateurs	працівників
collaborateurs	працівники
collaborateurs	службовців
restaurants	ресторани
viaduc	віадук
viaduc	viaduc
gravures	гравірування
émergence	спостерігали
gratuit	вільна
gratuit	безкоштовне
gratuit	вільний
gratuit	безкоштовно
gratuit	вільно
préférence	основний
préférence	бажана
préférence	головна
préférence	бажаний
stan	стан
stan	стен
queensland	квінсленд
holstein	гольштейн
escalade	escalade
escalade	скелелазіння
escalade	лазити
escalade	сходження
claudia	клаудія
allusion	алюзія
allusion	натяк
allusion	підказка
alla	алла
mécanismes	механізми
mathilde	матільда
mathilde	matilda
oslo	осло
bombardements	висаджувати
bombardements	обстріл
bombardements	бомбардування
bombardements	бомбардування
ice	лід
suffisant	достатню
suffisant	достатньо
foncé	темні
foncé	темна
foncé	темний
foncé	темне
foncé	темно
wendy	венді
hôtes	вузли
hôtes	сервери
hôtes	гості
ricardo	рікардо
rhodes	родос
caché	приховані
caché	приховано
caché	сховані
caché	прихований
klein	кляйн
recul	віддачі
renommer	перейменування
renommer	перейменувати
renommer	перейменування
cincinnati	цинциннаті
ltd	ltd
cyril	кирило
judith	джудіт
cie	cie
carol	керол
carol	колядки
promenade	прогулянка
rita	ріта
établis	встановлено
établis	подальшому
établis	заснований
dupont	dupont
avancer	наступає
séparer	окреме
séparer	відокремити
online	онлайн
online	online
visites	відвідувань
visites	відвідування
visites	тури
visites	турів
albanais	албанська
albanais	албанці
head	head
head	голова
head	голівка
pub	паб
pub	pub
portland	портленд
antérieure	передня
acceptée	прийнято
acceptée	прийняті
acceptée	прийняли
acceptée	прийнятий
julius	юліус
julius	юлій
mitterrand	міттеран
sacrifice	жертва
sacrifice	будівельників
socialisme	соціалізм
impasse	становищі
impasse	пат
adrian	адріан
dialecte	діалект
dialecte	діалектів
juventus	ювентус
genèse	буття
guerriers	воїни
recteur	ректора
sabre	шабля
sabre	saber
sabre	мечем
sabre	меч
offert	запропоновано
offert	запропонували
offert	запропонував
loups	вовки
loups	вовк
restaurée	відновлено
damien	даміан
frise	фрисландія
itinéraire	напрямки
itinéraire	маршрут
itinéraire	маршрут
itinéraire	антоніна
pertinence	відповідність
complexité	складність
mentionnée	згадала
mentionnée	згадав
mentionnée	згадував
zhang	чжан
rechercher	шукати
rechercher	пошук
fondations	основ
fondations	foundation
fondations	фундамент
fondations	бази
fondations	фонд
béatrice	беатріс
jonas	йонас
jonas	джона
slalom	слалом
natal	наталь
préside	вакх
enjeux	ставками
antoinette	антуанетта
distinctes	точні
distinctes	точний
distinctes	окремий
distinctes	явний
hector	ектор
bienvenue	запрошуємо
exacte	точні
exacte	точна
exacte	акуратно
exacte	точне
exacte	точні
exacte	точна
exacte	точний
casa	каса
shaw	шоу
shaw	шо
accompagner	супроводжувати
papiers	папір
papiers	папери
pêcheurs	рибалка
pêcheurs	рибалки
pêcheurs	рибалок
villers	вілле
villers	віллер
vecteur	вектор
vecteur	векторів
créent	створення
créent	створити
grange	гранж
grange	сараї
break	break
break	перерва
break	розбити
break	розрив
break	перерви
choisis	обраний
choisis	вибрано
choisis	вибрана
choisis	вибране
choisis	вибраний
choisis	виберіть
choisis	вибрати
choisis	обрати
éclate	проростає
statuts	статут
malcolm	малкольм
fonda	фонда
dommage	шкода
dommage	сором
dommage	ламати
dommage	пошкодження
slovaque	словацька
moldavie	молдавія
moldavie	молдова
moldavie	молдові
moldavie	молдови
nationalistes	націоналістичну
nationalistes	націоналістична
nationalistes	націоналістів
armés	озброєний
armés	озброєні
armés	збройних
script	скрипт
script	сценарії
script	сценарій
accordé	розуміється
détention	затримання
détention	утримання
ward	палаті
bastia	бастія
matthieu	матвія
matthieu	матвій
