категорија	категория
организам	организъм
мајстори	господари
мајстори	мастърс
мајстори	майстори
мајстори	занаятчии
арнолд	арнолд
григориј	григорий
григориј	грегори
григориј	грегъри
механички	механично
механички	механична
механички	механично
механички	механични
механички	механичен
сара	сара
сара	сара
баден	баден
откриено	открит
откриено	открита
откриено	открити
пресметка	изчисляване
пресметка	изчисление
пресметка	изчисляване
пресметка	изчисление
предности	предимства
предности	преимущества
предности	предимства
могила	могила
приштина	прищина
селим	селим
купола	купол
купола	купола
купола	куполът
доделување	разпределяне
доделување	разпределение
јар	яр
последиците	щипка
последиците	последици
последиците	последствия
последиците	последствията
собир	митинг
собир	рали
собир	събиране
спогодба	договор
распадот	раздяла
распадот	скъсване
распадот	разпадане
резерва	резерв
резерва	резерви
резерва	резерва
убаво	хубав
убаво	хубава
убаво	хубаво
убаво	мило
греј	сив
греј	сиво
греј	сива
греј	сиви
греј	грей
греј	сив
греј	сиво
греј	сива
греј	сиви
греј	грей
флора	флора
лопез	лопес
лопез	лопез
лопез	лопес
напаѓа	атакува
напаѓа	нападам
верата	фейт
верата	вяра
корпус	корпус
корпус	корпус
монголски	монголски
класика	класика
класика	класика
класика	класическо
класика	класически
класика	класическа
класика	класик
класика	класическо
класика	класическа
класика	класика
класика	класически
извршени	отдадена
извршени	извършено
извршени	извършени
извршени	обвързан
извршени	ангажиран
спиење	спане
спиење	спим
спиење	спи
спиење	спя
спиење	спим
спиење	сън
спиење	спи
кери	кери
кери	гери
кери	гари
кери	кари
кери	кери
експедиција	експедиция
производители	продуценти
производители	производители
производители	производителите
производители	производители
негативно	отрицателен
негативно	отрицателно
негативно	отрицателни
негативно	отрицателна
раси	надбягвания
раси	състезания
раси	раси
прекар	прякор
гага	гага
затвореници	пленници
затвореници	затворници
затвореници	затворници
затвореници	затворници
сиромашните	бедни
сиромашните	беден
астроном	астроном
мечки	мечета
мечки	мечките
мечки	мечки
количества	количества
популарно	популярно
популарно	популярен
популарно	популярна
популарно	популярни
популарно	актуални
популарно	актуално
туристи	туристи
младински	младежта
младински	младост
младински	младеж
младински	младостта
младински	младежи
петровиќ	петрович
судии	съдии
судии	съдиите
хебрејски	иврит
хебрејски	еврейски
женева	женева
галија	галия
галија	гал
покриени	покрито
покриени	обхванат
покриени	покрит
покриени	покрити
покриени	покрита
спречува	предотвратява
јупитер	юпитер
прилика	повод
подем	възход
владо	владо
опашка	опашка
опашка	опашката
опаѓање	упадък
опаѓање	спад
опаѓање	намаление
опаѓање	намаляване
опаѓање	спадане
мит	мит
мит	мит
мит	мита
мит	мит
митрополитот	метрополитън
табла	таблетка
табла	плоча
патријарси	патриарси
пратеници	заместници
пратеници	депутати
пратеници	депутатите
пратеници	депутати
морган	морган
остварува	постига
мачки	котките
мачки	котки
истражува	изследва
цврста	твърда
цврста	солиден
цврста	твърдо
цврста	твърд
холмс	холмс
бит	бит
инвестиции	инвестиране
инвестиции	инвестиции
инвестиции	инвестиция
инвестиции	инвестиции
потврдено	потвърдено
потврдено	потвърден
потврдено	потвърдена
потврдено	потвърдени
потврдено	потвърдено
потврдено	проверено
потврдено	проверен
потврдено	проверена
потврдено	проверени
алабама	алабама
снимена	сниман
снимена	заснет
снимена	снимано
снимена	заснети
снимена	заснето
логички	логически
логички	логично
претходни	предишна
претходни	предишни
претходни	предишен
претходни	предишно
дени	дани
теорема	теорема
референдум	референдум
тренд	тенденции
тренд	тенденция
специјалист	специалист
храброст	смелост
храброст	кураж
историчарите	историци
историчарите	историците
подготвени	готови
египетски	египетски
релативност	относителността
откритие	откритие
откритие	разкритие
откритие	дискавъри
откритие	откриване
пола	паула
пола	пола
пола	наполовина
пола	половината
хјустон	хюстън
топли	топло
топли	топла
топли	топъл
топли	топли
доверба	доверие
доверба	увереност
доверба	самоувереност
доверба	доверие
доверба	вярвай
шумски	форест
шумски	гора
шумски	горски
бразилски	бразилски
челик	стоманен
челик	стомана
челик	стийл
интеракција	взаимодействия
интеракција	взаимодействие
интеракција	взаимодействието
интеракција	ангажимент
интеракција	годежът
интеракција	годежа
интеракција	годеж
интеракција	ангажиране
дама	дама
дама	дамата
дама	лейди
дама	дама
литературни	литературни
литературни	литературен
италијанска	италианска
италијанска	италианец
италијанска	италиански
италијанска	италианско
однапред	аванс
однапред	предварително
душа	душа
душа	соул
душа	душата
лебед	суон
лебед	лебед
џери	гери
џери	джери
џери	джери
ресторани	ресторанти
ирина	ирене
ирина	айрийн
ирина	ирен
ирина	айрин
ирина	ирина
декларација	декларация
пласманот	класирането
пласманот	класация
пласманот	класиране
канцелар	канцлерът
канцелар	канцлера
канцелар	канцлер
оперативен	оперативни
оперативен	оперативно
оперативен	оперативен
оперативен	оперативни
оперативен	оперативна
индустриска	промишлен
индустриска	индустриален
индустриска	индустриални
индустриска	промишлени
индустриска	индустриална
протести	протест
протести	протести
зевс	зевс
екипите	круз
парче	късче
парче	парченце
парче	парче
притоки	притоци
алексеј	алексей
алексеј	алексей
атентатот	покушение
атентатот	атентат
атентатот	убийство
телефон	телефон
телефон	телефона
телефон	телефонът
телефон	телефон
експеримент	експеримент
експеримент	експериментът
продолжување	продължение
продолжување	удължаване
продолжување	разширение
бргу	бързо
бргу	бързо
бргу	бърз
еди	еди
еди	еди
расказ	приказка
расказ	история
канчелара	канчелара
патувања	пътува
патувања	пътувания
патувања	пътуване
патувања	пътувам
патувања	пътуват
патувања	пътешествия
патувања	пътувания
патувања	пътешествия
патувања	пътувания
патувања	екскурзии
патувања	пътуване
патувања	пътувам
патувања	пътува
долен	долна
долен	долен
долен	дъното
долен	отдолу
долен	дъно
лоциран	разположена
лоциран	разположен
лоциран	разположени
лоциран	разположено
максимална	максимална
максимална	максимален
максимална	максимум
максимална	максимално
детски	детински
заслуги	заслуги
заслуги	заслуга
заслуги	заслуги
последни	последно
последни	последен
последни	последни
последни	последна
цевка	лула
цевка	тръбата
цевка	тръба
тврдења	твърди
тврдења	искове
тврдења	твърдения
тврдења	вземания
тврдења	претенции
бин	кошче
бин	бин
бин	бийн
георгиев	георгиев
единаесет	единайсет
единаесет	eleven
единаесет	единадесет
врти	въртене
врти	завъртане
врти	въртене
врти	завърти
врти	върти
бик	телец
бик	бик
бик	бул
били	били
били	били
диего	диего
чаплин	чаплин
антика	антики
антика	антика
антика	антични
антика	антична
антика	антики
антика	античността
кабел	кабел
кабел	кейбъл
кабел	кабелна
фреквенции	честоти
фреквенции	честота
обични	обикновен
обични	обикновена
обични	обикновени
гледање	гледане
гледање	гледане
гледање	гледам
модерен	модерно
модерен	модерни
модерен	модерна
модерен	съвременно
модерен	модерен
модерен	съвременен
претвора	преобразува
психолошки	психологически
психолошки	психологическа
психолошки	психологическо
психолошки	психологически
бон	бон
бон	бон
потпишувањето	подписване
нигерија	нигерия
папуа	папуа
доминантна	доминираща
хил	хълм
хил	хил
хил	hill
издавач	издател
издавач	издателство
воведена	въведен
воведена	въведено
воведена	въведена
воведена	въведени
ветер	вятърна
ветер	вятър
ветер	вятъра
јамајка	ямайка
леопард	леопард
вероисповед	наименование
бруто	гадно
бруто	бруто
лутер	лутер
лутер	лутър
пресметува	изчисли
пресметува	изчисляване
фејсбук	фейсбук
фејсбук	facebook
квебек	квебек
амбасада	посолство
амбасада	посолството
масачусетс	масачузетс
народните	фолк
народните	народни
даблин	дъблин
работно	работа
работно	йов
работно	работа
работно	труд
работно	работи
рајан	райън
рајан	раян
валенсија	валенсия
остин	остин
остин	остин
комунисти	комунисти
комунисти	комунистите
крајна	крайната
гостин	гост
гостин	гостенка
кеш	кеш
кеш	кеша
кеш	кеш
хусеин	хюсеин
истрага	сонда
истрага	сондата
истрага	разследването
истрага	разследван
истрага	разследване
истрага	запитване
соби	стаите
соби	стаи
холивуд	холивудски
холивуд	холивуд
арм	ръка
инфекции	инфекция
инфекции	инфекции
пердуви	перата
пердуви	пера
технолошки	технологично
технолошки	технологичен
технолошки	технологично
технолошки	технологична
трансформација	трансформация
трансформација	преобразяване
трансформација	преобразуване
трансформација	трансформира
трансформација	преобразуване
прозорец	прозореца
прозорец	прозорецът
прозорец	прозорец
почнаа	започна
одговорил	отговори
мускули	мускулите
мускули	мускули
мускули	мускулно
мускули	мускул
мускули	мускули
произлегуваат	стволови
ревизија	одит
ревизија	ревизия
ревизија	одит
ревизија	ревизия
ревизија	преработка
ревизија	преразглеждане
пештера	пещера
пештера	пещерата
негативен	отрицателен
негативен	отрицателно
негативен	отрицателни
негативен	отрицателна
конструкции	конструкции
стан	апартамент
хор	хор
роб	роб
роб	роб
роб	робиня
рачно	ръководство
рачно	ръчен
рачно	ръчна
рачно	ръчни
рачно	ръчно
чист	чисто
чист	чист
чист	чиста
чист	чисто
чист	чист
чист	чисти
чист	чиста
одговорна	отговорни
одговорна	отговорно
одговорна	отговорен
одговорна	отговорна
злоупотреба	злоупотреба
злоупотреба	малтретиране
злоупотреба	злоупотреби
злоупотреба	злоупотреба
алберто	алберто
шампионат	първенство
шампионат	шампионат
повикува	вика
повикува	призвание
циклуси	цикли
комнин	комнин
седмата	седмо
седмата	седма
седмата	седми
здруженија	сдружения
здруженија	асоциации
ренесанса	ренесанса
ренесанса	възраждане
ренесанса	ренесанс
имигранти	имигрантите
имигранти	емигранти
имигранти	имигранти
казни	санкции
казни	наказания
казни	наказания
казни	изречения
казни	присъди
казни	наказание
казни	наказания
казни	наказанието
казни	глобите
казни	глоби
штутгарт	щутгарт
зеленчук	зеленчуци
зеленчук	растителни
зеленчук	зеленчук
зеленчук	зеленчуци
зеленчук	зеленчуци
плодови	плодове
додаток	добавка
додаток	добавяне
додаток	допълнение
додаток	добавка
додаток	допълнение
додаток	добавка
додаток	притурка
додаток	допълнение
гарда	гард
гарда	пазач
контакти	контакти
зависни	зависима
зависни	зависими
зависни	зависимо
зависни	зависим
сними	записани
сними	записано
сними	записан
сними	записана
еколошки	екологичен
еколошки	екологично
еколошки	екологичен
еколошки	екологични
еколошки	екологична
апликација	кандидатстване
апликација	молба
апликација	приложение
апликација	прилагане
апликација	заявление
апликација	приложение
емиграција	емиграция
скок	скок
скок	скочи
скок	скок
лизгање	пързаляне
спречување	предотврати
спречување	предотвратяване
спречување	предотвратяват
спречување	предотвратяване
спречување	профилактика
спречување	превенция
придонесува	допринася
ниш	ниш
ниш	ниш
франческо	франческо
индивидуална	индивидуален
индивидуална	индивидуално
индивидуална	индивидуална
индивидуална	индивид
индивидуална	индивидуални
состојки	съставки
состојки	съставките
грбови	гръб
индијана	индиана
подготвен	готови
епир	епир
лацио	лацио
пловдив	пловдив
партнери	партньори
партнери	съдружници
партизан	партизан
чашка	чашка
чашка	чаша
чашка	купа
чашка	къп
жлезди	жлези
привлекува	привлича
победниците	печеливши
победниците	победители
победниците	победителите
победниците	печелившите
предвидува	предсказва
предвидува	предвижда
директорот	директор
белешки	забележки
белешки	записки
белешки	бележки
белешки	ноти
субјекти	субекти
субјекти	поданици
субјекти	теми
субјекти	обекти
песок	пясък
длабока	дълбока
длабока	дълбок
длабока	дълбоки
длабока	дълбоко
самоубиство	самоубийство
самоубиство	самоубийства
северозападна	северозападна
северозападна	северозападния
северозападна	северозападна
северозападна	северозапад
неапол	неапол
премиера	премиерата
премиера	премиера
њутн	нютън
њутн	нютон
зелени	грийн
зелени	зелено
зелени	зелен
зелени	зелена
зелени	зелени
фолк	фолк
фолк	народни
леонард	ленард
леонард	леонард
леонард	ленърд
сем	сам
прием	допускане
прием	приемане
прием	прием
прием	приемане
прием	рецепция
синтеза	синтез
куранот	коран
куранот	корана
куранот	коранът
атомска	атомна
атомска	атомни
чад	чад
чад	пуши
чад	дим
чад	пушек
подеднакво	еднакво
подеднакво	равномерно
авторитет	авторитет
авторитет	орган
авторитет	правомощия
главното	основни
главното	основна
главното	главна
главното	главен
главното	главни
петре	джеси
вимблдон	уимбълдън
тврдење	иск
тврдење	твърдение
тврдење	претенция
тврдење	твърдение
доминира	доминира
принцеза	принцеса
документација	документация
подигната	повишени
подигната	повишена
подигната	повишен
подигната	издигнат
подигната	издигната
сончеви	слънчев
сончеви	слънчево
сончеви	слънчева
сончеви	съни
сончеви	слънчеви
ита	елегантен
парсонс	парсънс
играње	танци
играње	танцуващи
играње	танцуване
играње	играе
играње	свирене
играње	играят
помина	преминал
перформанси	изпълнение
перформанси	ефективност
економско	икономическа
економско	икономическо
економско	икономически
прекин	прекъсване
прекин	отстраняване
прекин	окачване
прекин	суспензия
урбан	градско
урбан	градска
урбан	градски
јоаким	йоахим
допир	докосване
допир	пипай
квадрат	квадратна
квадрат	квадратни
квадрат	квадратен
квадрат	квадрат
квадрат	площад
пријателство	приятелството
пријателство	дружба
пријателство	приятелство
брегалница	брегалница
потврда	потвърждение
потврда	потвърждаване
суштество	създание
суштество	същество
човечка	човешка
човечка	човешко
човечка	човек
човечка	човешки
абу	абу
цврсти	твърда
цврсти	солиден
цврсти	твърдо
цврсти	твърд
делегати	делегати
делегати	делегатите
вклучување	включване
вклучување	приобщаване
фолклор	фолклор
недостатоци	недостатъци
недостатоци	недостатъци
недостатоци	пропуски
недостатоци	недостатъци
недостатоци	дефекти
недостатоци	недостатъци
атентат	покушение
атентат	атентат
атентат	убийство
позитивна	позитивна
позитивна	положителен
позитивна	положителни
позитивна	положителна
позитивна	положително
управник	надзирател
управник	уордън
средновековен	средновековна
либан	ливан
кралства	кралства
кралства	царства
дискусии	обсъждания
дискусии	дискусии
дискусии	дискусия
дискусии	обсъждания
дискусии	дискусии
дискусии	обсъждане
реклами	реклами
реклами	реклами
блог	блог
андора	андора
животински	животното
животински	животно
животински	животни
животински	животинска
животински	животински
фузија	синтез
автопат	магистрала
автопат	магистралата
автопат	магистрала
автопат	магистрала
автопат	магистралата
атлетика	атлетика
јосип	йосип
кино	филми
кино	киното
кино	кино
комуникации	комуникации
комуникации	комуникация
комуникации	общуване
комуникации	съобщаване
комуникации	комуникации
крзно	козина
крзно	козината
крзно	кожи
белгиски	белгийските
белгиски	белгийски
наврати	поводи
норвешки	норвежки
телефони	телефони
телефони	телефони
ткива	кърпички
ким	ким
дополнителен	допълнителни
дополнителен	допълнителна
дополнителен	допълнителен
дополнителен	допълнително
слаб	слабо
слаб	слаби
слаб	слаб
слаб	слаба
јулија	юлия
јулија	юлия
јулија	джулия
јулија	хулия
јулија	жулиета
јулија	джулиет
интервал	интервал
морис	морис
морис	морис
производител	продуцент
производител	производител
производител	производител
норми	норми
норми	нормите
поделено	разделена
поделено	разделено
поделено	разделени
поделено	разделен
изведен	доведен
изведен	доведе
изведен	доведени
изведен	извършен
изведен	проведено
изведен	извършено
изведен	извърши
изведен	извършена
мичиген	мичиган
мичиген	мичигън
комунистички	комунист
комунистички	комунистическа
комунистички	комунистически
избега	избяга
избега	избягали
избега	избягал
избега	бягство
пресмета	изчислено
пресмета	изчислен
пресмета	изчислена
пресмета	изчислени
пресмета	изчисли
пресмета	изчисляване
чека	чакаме
чека	изчакване
чека	чакане
чека	чакам
претпоставки	предположение
претпоставки	догадки
претпоставки	предположения
претпоставки	допускания
претпоставки	хипотези
банкарски	банкиране
банкарски	банкови
вегетација	растителност
ернест	ърнест
објавила	публикува
противникот	опонент
противникот	съперник
противникот	противник
коалиција	коалиция
коалиција	коалицията
зависат	панта
јони	джони
ознаки	маркировка
ознаки	маркировки
ознаки	означения
ознаки	етикети
ознаки	тагове
мобилни	мобилни
мобилни	мобилен
мобилни	мобилно
мобилни	мобилна
правдата	справедливост
правдата	правосъдие
правдата	правда
тешкотии	трудности
тешкотии	затруднения
тотенхем	тотнъм
родик	родик
екстремно	изключително
екстремно	извънредно
екстремно	крайно
екстремно	краен
екстремно	екстремно
екстремно	екстремни
екстремно	крайни
задолжително	изисквана
задолжително	задължителен
задолжително	задължително
задолжително	задължителна
задолжително	задължителни
задолжително	задължителен
задолжително	задължително
задолжително	задължителна
задолжително	задължителни
заробени	заседнали
фанови	вентилатори
фанови	фенове
фанови	почитатели
фанови	феновете
разговори	разговори
разговори	разговори
стандардна	стандартна
стандардна	стандарт
стандардна	стандартни
стандардна	стандартно
стандардна	стандартен
рон	рон
додадени	добавена
додадени	добавен
додадени	добавени
додадени	добавено
исполни	среща
дебата	разискване
дебата	разисквания
дебата	дебат
дебата	дебати
далечина	дистанция
далечина	разстояние
чевли	обувките
чевли	обувки
социологија	социология
гени	гените
гени	гени
џорџија	джорджия
џорџија	грузия
уредувањето	редактиране
уредувањето	монтаж
ракопис	почерка
ракопис	почерк
ракопис	ръкопис
вистинско	истинско
вистинско	реал
вистинско	истинска
вистинско	реално
вистинско	истински
транскрипција	транскрипция
средновековни	средновековна
вајт	уаят
вајт	уайът
вајт	бяла
вајт	бели
вајт	бял
вајт	бяло
вајт	уайт
католичка	католическа
католичка	католическо
католичка	католик
католичка	католици
католичка	католичка
библиотеки	библиотеки
загрозени	застрашена
загрозени	застрашени
загрозени	заплашен
загрозени	заплаши
професија	призвание
професија	професия
тренерот	треньор
тренерот	треньорът
лак	арк
лак	дъга
лак	поклон
британците	британци
уапсени	арестувани
уапсени	арестувана
уапсени	арестуван
керамика	керамични
керамика	керамика
керамика	керамика
маргарет	маргарет
пресметки	изчисления
пресметки	изчисленията
дамјан	деймиън
латиница	латинска
латиница	латински
елиот	елиът
елиот	елиът
елиот	елиът
градоначалникот	кмете
градоначалникот	кмет
цевки	тръбите
цевки	тръби
цевки	тръби
физичко	фитнес
физичко	физическо
физичко	физически
физичко	физическа
бавно	бавно
астероид	астероид
кристина	кристина
кристина	кристина
кристина	кристин
кристина	кристина
кантри	държава
кантри	страна
федерацијата	федерация
федерацијата	федерацията
прости	прости
мета	мета
мета	целева
мета	мишена
мета	цел
мета	целта
киро	киро
бартон	бъртън
бартон	бартън
педро	педро
заштитник	защитник
заштитник	предпазител
поетски	поетично
поетски	поезия
поетски	поезията
поетски	стихове
барале	търсен
вежби	упражнения
вежби	упражнение
вежби	упражнения
специфична	конкретни
специфична	специфично
специфична	специфичен
специфична	специфична
специфична	специфични
рига	рига
ланка	ланка
скулптури	скулптура
скулптури	скулптури
скулптури	скулптури
вајмар	ваймар
брзини	скорости
брзини	скорости
задржува	запазва
делта	делта
делта	delta
фауна	фауна
реални	реалистични
реални	реалистично
реални	реалистична
реални	реалистичен
социјално	социално
социјално	социално
социјално	социален
социјално	социални
социјално	социална
лихтенштајн	лихтенщайн
слуша	чува
слуша	слушам
слуша	слушане
слуша	слуша
погон	задвижване
погон	понтон
едноставна	прост
едноставна	прости
едноставна	проста
едноставна	простичко
прифатено	приета
прифатено	приети
прифатено	прие
прифатено	прието
прифатено	приет
пребарување	търси
пребарување	търсене
обновување	съживи
обновување	подновяване
обновување	обновяване
витенберг	витенберг
пченка	царевично
пченка	царевица
пченка	царевица
банди	тълпи
банди	бандите
банди	банди
банди	бънди
плазма	плазмена
плазма	плазмен
плазма	плазма
плазма	плазмените
плазма	плазмата
палма	палма
старост	възраст
мелбурн	мелбърн
економисти	икономисти
инспириран	вдъхновен
инспириран	вдъхновена
инспириран	вдъхнови
инспириран	вдъхновени
идеологија	идеология
габи	габи
габи	габи
циа	цру
циа	цру
нервен	нахалство
нервен	нерв
нервен	нерви
алегро	алегро
телефонски	телефон
мртов	мъртви
мртов	мъртва
мртов	мъртъв
одра	одер
ривал	съперник
товар	товари
товар	товар
товар	товар
товар	бреме
товар	тежест
заменува	заменя
заменува	замества
роднина	относителна
роднина	роднина
роднина	относително
роднина	братовчед
роднина	братовчеда
роднина	братовчедка
свис	suisse
вештина	умение
вештина	умения
мачка	котарак
мачка	котка
мачка	кат
мачка	коте
постоело	съществували
постоело	съществуваше
постоело	съществувало
постоело	съществувал
трансакции	сделка
трансакции	транзакция
трансакции	транзакции
трансакции	операции
трансакции	трансакции
трансакции	сделки
регионален	регионален
регионален	регионално
регионален	регионални
регионален	регионална
немири	бунтове
немири	размирици
немири	размирици
немири	вълнения
немири	бунт
оддалечен	отдалечен
оддалечен	отдалечено
оддалечен	дистанционно
оддалечен	отдалечена
складирање	склад
складирање	съхранение
складирање	складиране
складирање	съхраняване
авторските	авторство
палермо	палермо
печатење	печат
печатење	отпечатък
печатење	отпечатване
печатење	печат
печатење	печатане
печатење	отпечатване
буенос	буенос
века	вековете
века	столетия
века	векове
трофеј	трофей
академик	академик
академик	академични
академик	академична
слаба	слабо
слаба	слаби
слаба	слаб
слаба	слаба
термини	термини
термини	условия
внесување	внос
внесување	внасяне
внесување	импортиране
змии	змиите
змии	змии
ракописи	ръкописи
ракописи	ръкопис
оддалечено	отдалечен
оддалечено	отдалечено
оддалечено	дистанционно
оддалечено	отдалечена
диви	диво
диви	дивак
диви	диви
диви	дива
диви	див
диви	дивак
диви	савидж
диви	диваци
гувернерот	управител
гувернерот	губернатор
хотели	хотели
северот	северно
северот	север
северот	северна
кара	кара
кара	кара
прослави	празненства
прослави	тържества
прослави	отпразнува
служеле	служил
капетанот	капитане
болоња	болоня
живите	жива
живите	живите
живите	живи
директори	директорите
директори	режисьори
директори	директори
директори	директори
омраза	омраза
омраза	ненавист
омраза	омраза
омраза	мразя
омраза	мрази
омраза	омразата
урбани	градско
урбани	градска
урбани	градски
поморски	военноморски
поморски	морско
поморски	морска
поморски	морски
забрзување	ускорението
забрзување	ускоряване
забрзување	ускорение
забрзување	ускоряване
забрзување	ускорява
отвор	отвор
отвор	фуния
трново	търново
терористички	терорист
терористички	терористична
диско	дискотека
диско	диско
владите	правителства
владите	правителствата
банкарство	банкиране
банкарство	банкови
специфичен	конкретни
специфичен	специфично
специфичен	специфичен
специфичен	специфична
специфичен	специфични
иствуд	истууд
сектори	секторите
сектори	отрасли
сектори	сектори
приходите	постъпления
каеда	кайда
судбина	съдба
судбина	съдбата
судбина	съдба
судбина	съдбата
гана	гана
креирање	създаване
креирање	създайте
креирање	създаване
креирање	създаването
јадења	съдове
јадења	блюда
јадења	ястия
јадења	чинии
сопственици	притежатели
сопственици	собственици
сопственици	собствениците
применета	приложен
применета	приложена
применета	прилагана
применета	приложено
применета	приложени
атомски	атомна
атомски	атомни
полни	пълна
полни	пълни
полни	пълен
полни	пълно
репутација	репутация
репутација	репутацията
капија	портата
капија	порта
споменат	спомената
споменат	споменато
споменат	споменат
ридови	хълмове
ридови	хилс
пареа	пара
пареа	парна
пареа	парата
маченици	мъченици
ограничено	ограничено
ограничено	ограничена
ограничено	limited
ограничено	ограничен
ограничено	ограничени
ограничено	ограничено
ограничено	ограничена
ограничено	ограничен
ограничено	ограничени
реалност	реалност
реалност	действителността
реалност	реалността
реалност	действителност
бременоста	бременност
напор	усилие
напор	старание
напор	усилия
напор	усилието
помогна	помогнал
непал	непал
падне	есента
падне	падане
падне	есен
одобрување	одобрение
одобрување	одобряване
прекршување	нарушение
прилози	привързаност
прилози	приспособления
татковина	родино
татковина	родината
татковина	родина
татковина	родина
татковина	родино
татковина	родина
дестинации	дестинации
теза	тезата
теза	дисертация
теза	теза
професионално	професионални
професионално	професионална
професионално	професионалист
професионално	професионален
професионално	професионално
професионално	професионално
гробница	гроб
гробница	гробница
гробница	гробницата
мебел	мебели
мебел	обзавеждане
мебел	мебел
пасишта	пасища
пасишта	пасища
