maryland	maryland
konkretne	konkretne
konkretne	specifična
konkretne	beton
konflikty	sukobi
konflikty	sukob
konflikty	konflikt
sophie	sophie
kings	kraljevi
dokładne	tačna
dokładne	tačan
dokładne	tačan
mianowicie	naime
podziemia	underground
podziemia	podzemni
podziemia	podzemna
podziemia	podzemlja
zapobiec	spriječiti
zapobiec	spriječi
zapobiec	spriječili
skrzyżowanie	raskrsnica
skrzyżowanie	čvorište
architektów	arhitekte
architektów	arhitekti
architektów	arhitekata
muza	muza
czytać	čita
organizatorów	organizatori
organizatorów	organizatori
dopuszczalna	prihvatljivo
spada	opada
spada	pada
spada	spada
spada	vodopadi
dramatyczny	dramatičnog
dramatyczny	dramatična
dramatyczny	dramatičnim
dramatyczny	dramatičnu
dramatyczny	dramatičan
siódmego	sedma
siódmego	sedmi
zapasy	zalihe
zapasy	zaliha
zapasy	opskrbljuje
zapasy	namirnica
zapasy	hrvanje
zapasy	berze
zapasy	dionica
zapasy	deonice
zapasy	dionice
żyły	vene
żyły	vena
donieck	donjeck
cesarzem	imperator
organiczny	organska
chrześcijaństwo	kršćanstvo
make	make
make	načiniti
instrukcji	uputstvu
instrukcji	uputstva
instrukcji	upute
instrukcji	instrukcije
hope	nada
hope	nade
zgoda	saglasnost
zgoda	složio
zgoda	složili
face	licem
face	suočavaju
face	suočiti
face	lice
face	face
opada	pada
opada	spada
opada	vodopadi
genewie	ženeva
ojców	očeva
zapewnienie	osiguravanju
zapewnienie	osigurava
zapewnienie	osigurati
zapewnienie	osigurali
zapewnienie	osigura
zapewnienie	uvjeravanja
zapewnienie	assurance
barwa	boja
barwa	boji
barwa	boje
barwa	boju
barwa	boja
wspomnień	sjećanja
wspomnień	uspomene
wspomnień	uspomena
inżynieria	inženjerstvo
inżynieria	inženjera
inżynieria	inženjeri
turbo	turbo
sale	prodaju
sale	prodaja
literaturę	književnost
dat	dat
artyleria	artiljerija
siatkówki	mrežnjača
siatkówki	retinal
siatkówki	odbojka
roślinności	vegetacija
design	dizajn
sklepy	prodavnice
sklepy	radnje
sklepy	prodavnice
concacaf	concacaf
maks	max
doradcą	savetnik
doradcą	savjetnik
buffalo	buffalo
prawdopodobieństwo	vjerovatnoća
hetman	hetman
pokoleń	generacija
pokoleń	generacije
wieczny	vječne
wieczny	vječni
przyznaje	priznaje
odkryć	otkrića
odkryć	otkriti
odkryć	otkriju
odkryć	otkrili
odkryć	otkrije
stężenie	koncentracije
stężenie	koncentracije
stężenie	koncentracija
stężenie	koncentraciju
zrobione	odveden
zrobione	uzeo
zrobione	donesena
zrobione	made
zrobione	napravio
zrobione	napravljena
zrobione	napravljen
zrobione	napravila
zrobione	uradio
zrobione	urađen
zrobione	završeno
zrobione	urađeno
rozbił	razbijena
inżynierów	inženjera
inżynierów	inženjeri
bonaparte	bonaparte
odwołany	otkazan
żyła	živjela
żyła	živjeli
żyła	živio
żyła	vena
uczestniczy	učestvuje
zjednoczenie	jedinstvo
zjednoczenie	ujedinjenje
zjednoczenie	okupljanje
wnioski	aplikacije
wnioski	prijave
wnioski	zahtjevi
wnioski	zahtjeva
wnioski	zaključka
wnioski	zaključak
wnioski	zaključke
wnioski	zaključci
rak	rak
luksemburga	luksemburg
radiowy	radio
emi	emi
sauber	sauber
somerset	somerset
atlantyku	atlantski
atlantyku	atlantika
atlantyku	atlantska
pytaj	ask
ronald	ronald
parki	parkovi
konstrukcje	konstrukcije
konstrukcje	struktura
konstrukcje	strukture
konstrukcje	strukturama
hong	hong
rain	kiša
jam	yam
jam	jam
połączyć	spoje
połączyć	spajanje
pozytywne	pozitivna
pozytywne	pozitivan
pozytywne	pozitivne
pozytywne	pozitivni
pętli	petlja
historie	priče
historie	price
intensywnie	intenzivne
intensywnie	intenzivan
intensywnie	izrazito
niepełnosprawnych	disabled
magnus	magnus
przejęcia	preuzimanja
libii	libija
fizyka	fizika
islamu	islam
naczelnik	upravnik
sporów	sporova
malarzy	slikara
jeremy	jeremy
nagrobek	grob
nagrobek	grobnica
nagrobek	tombstone
haiti	haiti
rozmieszczenie	raspoređivanje
rozmieszczenie	raspored
calcio	calcio
przekształcenia	transformacije
wiara	vjera
wiara	vjerovanje
wiara	vjerovanja
jesień	jesen
jesień	jesen
jesień	pad
rejestracji	registracije
rejestracji	registracija
rejestracji	registraciju
rejestracji	registracije
myślenia	misleći
prześladowań	progon
kolorado	colorado
bezpośredni	direktni
bezpośredni	direktna
bezpośredni	direktan
błony	membrane
derby	derbi
głębokie	duboka
głębokie	duboke
głębokie	duboko
głębokie	dubok
głębokie	deep
głębokie	dubok
głębokie	duboke
przejęcie	preuzimanja
przejęcie	sticanja
pieszych	pješački
pieszych	pješaka
pieszych	pješak
pieszych	pješake
laurent	laurent
przedstawiona	predstavila
przedstawiona	predstavljena
przedstawiona	predstavljen
przedstawiona	predstavilo
przedstawiona	predstavio
inicjatywa	inicijativa
bohaterka	heroine
palermo	palermo
wdowa	udovica
cole	cole
cole	kol
kulturowe	kulturna
kulturowe	kulturno
kulturowe	kulturni
kulturowe	kulturnih
prywatny	privatno
prywatny	privatne
prywatny	privatni
prywatny	privatna
wójcik	wójcik
gil	gil
synod	sinod
boliwii	bolivija
wyrażenia	fraze
wyrażenia	izrazi
wyrażenia	izraza
wyrażenia	izraz
gazy	gasove
gazy	gasova
gazy	gasovi
gazy	gazi
edu	edu
flora	flora
śródziemnego	mediteranska
śródziemnego	mediteranski
śródziemnego	mediteran
siódme	sedma
siódme	sedmi
starsza	stariji
starsza	starije
starsza	starija
starsza	stariji
esp	esp
porównania	poređenja
porównania	poređenje
porównania	comparisons
phillips	phillips
jiří	jiří
seine	seine
chaos	haos
zarzut	krivici
zarzut	navod
dziób	kljun
ustaw	setu
ustaw	set
ustaw	postavio
ustaw	postavljeni
dialog	dijalog
palace	palata
palace	palača
sztuczne	vještačko
sztuczne	vještačka
baltimore	baltimore
uwięziony	zatočen
uwięziony	zatvoreni
uwięziony	zarobljeni
uwięziony	zarobljen
ogrodzie	bašti
ogrodzie	bašte
ogrodzie	bašta
ogrodzie	džennet
robertson	robertson
apple	jabuka
iwona	yvonne
wiosna	proljeće
wiosna	proleće
rządowe	vlast
śpiewa	pjeva
śpiewa	pjevanje
przekonany	uvjeren
kaliber	kalibar
jessica	jessica
bibliotekę	biblioteka
din	din
wyjaśnić	objasniti
wyjaśnić	objasni
orbitę	orbitu
orbitę	orbiti
mohamed	muhamed
osobowość	ličnost
ciężki	heavy
ciężki	teški
ciężki	težak
ciężki	teška
ciężki	teške
zarejestrowany	registrovan
zarejestrowany	registrovana
zarejestrowany	snimila
zarejestrowany	snimljene
zarejestrowany	snimljen
zarejestrowany	snimio
zależność	zavisnosti
zależność	zavisnost
zależność	zavisnost
child	dijete
oddanie	posvećenost
oddanie	odanost
oddanie	odanosti
podejścia	pristupe
podejścia	pristupa
podejścia	pristup
podejścia	pristupom
podejścia	pristupu
podejścia	prilaz
okładki	pokriti
okładki	pokrivaju
okładki	pokriće
okładki	pokriva
okładki	obuhvata
podmiot	subjekat
podmiot	subjekt
podmiot	entitet
volley	volley
url	url
rzymian	rimljani
zaproszony	pozvana
zaproszony	pozvani
zaproszony	pozvan
zaproszony	pozvali
zaproszony	pozvala
zbiorowe	collective
zbiorowe	kolektivni
zbiorowe	kolektivna
zbiorowe	kolektiv
wież	kule
ostro	gruba
kość	kost
sucha	suha
sucha	suho
współpracownik	saradnik
lokomotywy	lokomotiva
zagrzeb	zagreb
tomáš	tomáš
stawy	zglobova
skamieniałości	fosila
księżniczki	princeza
księżniczki	princeze
księżniczki	princeze
techniczna	tehnički
techniczna	tehnička
świadomość	svesti
świadomość	svijest
świadomość	svijesti
miles	miles
miles	milja
miles	km
piechota	pješadija
mongolii	mongolija
smak	okus
tabor	tabor
utrata	gubi
utrata	izgubivši
utrata	gubitak
weber	weber
zatwierdzony	odobrena
zatwierdzony	odobrio
zatwierdzony	odobreni
zatwierdzony	odobren
zatwierdzony	approved
michelle	michelle
baden	baden
przestępstwa	zločini
przestępstwa	zločine
przestępstwa	kriminal
alma	alma
jutro	sutra
ostre	oštrim
ostre	oštre
ostre	oštru
ostre	oštrog
ostre	akutni
ostre	akutne
szybkość	brzina
podgatunki	podvrsta
zrozumieć	razumiju
zrozumieć	razumije
zrozumieć	shvati
pytań	pitanja
software	softver
zatopiony	potonuo
wiktorii	viktorija
wiktorii	victoria
giorgio	giorgio
panował	bizantski
alejandro	alejandro
sandra	sandra
wallace	wallace
wellington	wellington
regionalny	regionalni
regionalny	regionalna
zakonnica	nun
następna	sljedeći
następna	narednu
następna	sledeći
następna	slijedeći
wyroby	članaka
wyroby	članci
wyroby	proizvodi
strategii	strategije
strategii	strategija
strategii	strategijom
strategii	strategija
informuje	obavještavaju
informuje	obavijestiti
świeckich	sekularnog
świeckich	sekularna
emmy	emi
nadzoru	nadzorom
nadzoru	nadzor
satelitarne	sateliti
zabawy	fun
zabawy	zabava
tajemnicy	tajnosti
operatora	operatora
operatora	operater
ćwiczeń	vježbe
nico	nico
wymiana	zamjena
wymiana	razmjenu
wymiana	razmjena
przeznaczenia	destiny
przeznaczenia	sudbina
przeznaczenia	sudbinu
przeznaczenia	sudbinu
przeznaczenia	sudbina
łuk	arch
łuk	sedžde
łuk	luk
atlancie	atlanta
regionalna	regionalni
regionalna	regionalna
smoka	zmaj
smoka	dragon
opisano	opisala
opisano	opisane
opisano	opisan
opisano	opisao
tajne	tajna
tajne	klasificirane
tajne	klasifikovan
julius	julije
ciepło	toplota
ciepło	toplim
ciepło	toplom
ciepło	tople
alexandre	alexandre
rozwiązać	rješavanjem
rozwiązać	rješavanja
rozwiązać	riješiti
rozwiązać	riješi
rozwiązać	rješavanje
ilustracje	illustrations
aniołów	meleki
aniołów	anđeli
aniołów	meleka
wycofanie	povlačenje
gość	posjetilac
gość	tip
gość	gost
gran	gran
fale	talas
fale	talasi
statut	statutu
dochodów	prihod
strażnik	guardian
strażnik	garda
szerokiej	široka
szerokiej	široki
szerokiej	širokog
szerokiej	široku
szerokiej	široke
dyplomatyczne	diplomatsko
dyplomatyczne	diplomatski
dyplomatyczne	diplomatske
dyplomatyczne	diplomatska
częstotliwość	frekvencija
too	također
too	takođe
too	too
podyplomowe	postdiplomske
matematyka	matematika
matematyka	matematički
matematyka	matematička
matematyka	matematike
matematyka	matematička
matematyka	matematici
matematyka	matematika
wbc	wbc
berkeley	berkeley
rydze	rigi
poznaje	prepozna
wiarę	vjera
rozbudowa	produženje
rozbudowa	širi
rozbudowa	proširenje
przeprowadzona	sprovedeno
przeprowadzona	sprovedena
przeprowadzona	provedena
przeprowadzona	obavljenog
nowoczesne	moderna
nowoczesne	savremena
nowoczesne	savremen
analogicznie	slično
emily	emily
ostateczny	krajnji
ostateczny	finale
ostateczny	završni
ostateczny	konačni
ostateczny	definitivan
clinton	clinton
czwartek	četvrtak
eduard	eduard
ukraińców	ukrajinci
socjolog	sociolog
rejestr	registar
rejestr	registar
koch	koch
rzadkie	rijetki
rzadkie	rijetko
syntezy	sinteza
syntezy	sintezu
przemysłowy	industrijske
przemysłowy	industrijska
przemysłowy	industrijski
słup	pol
słup	stub
doradca	savjetnik
doradca	konsultant
doradca	konsultanta
doradca	savjetnik
doradca	savetnik
doradca	savjetnik
uderzył	pogodio
uderzył	hit
uderzył	pogođena
uderzył	udario
uderzył	pogodio
cokolwiek	god
cokolwiek	išta
audi	audi
nsdap	nsdap
oskarżenia	navode
oskarżenia	optužbe
rejs	krstarenje
arabii	arabija
arabii	arabiju
panie	gospodara
panie	gospodar
panie	gospod
panie	gospodaru
panie	lord
panie	ladies
panie	dame
kong	kong
tradycję	tradicija
cali	cali
edgar	edgar
twoja	vaš
twoja	tvoje
twoja	your
twoja	tvoje
twoja	tvoj
dominuje	dominira
jensen	jensen
chrzest	krštenje
fia	fia
przegrana	poraz
przegrana	poraza
przegrana	gubi
przegrana	izgubivši
potomków	potomci
england	engleska
dee	dee
sprzeczne	suprotno
sprzeczne	suprotna
sprzeczne	kontradiktorna
renata	renata
zasadnicza	temeljnih
zasadnicza	fundamentalne
zasadnicza	temeljni
płock	płock
asystenta	pomoćnik
asystenta	asistenta
asystenta	asistent
rheinland	rheinland
wagon	vagon
zniszczyć	uništi
zniszczyć	uništiti
traktuje	tretira
dialogu	dijalog
odkrywa	otkriva
powodując	izazivaju
powodując	uzrokujući
historycznie	historijski
christine	kristin
christine	christine
marynarka	mornarica
stężenia	koncentracije
stężenia	koncentracije
stężenia	koncentracija
stężenia	koncentraciju
wyjaśnienie	objašnjenje
wyjaśnienie	pojašnjenje
polo	polo
czynne	aktivna
czynne	aktivni
czynne	aktivan
odbiór	preko
odbiór	prima
odbiór	primanje
odbiór	prijem
odbiór	prihvat
represji	represija
wicehrabia	vikont
czeskie	češki
ashley	ashley
obywatele	građani
obywatele	državljane
obywatele	državljani
obywatele	državljanima
obywatele	državljana
obywatele	građanin
piętro	kata
piętro	spratu
piętro	poda
piętro	sprat
salon	salon
salon	salonu
ain	ain
mięsa	meso
czynnik	faktor
speedway	speedway
mechaniczne	mehanički
mechaniczne	mašinski
mechaniczne	mašinsko
nbc	nbc
wasilij	vasilije
wasilij	vasilij
podłoże	terenu
podłoże	tlo
podłoże	kopnena
podłoże	tlu
podłoże	ground
mauzoleum	mauzolej
butler	butler
liczebności	obilja
obserwuje	posmatra
obserwuje	posmatra
obserwuje	posmatranje
obserwuje	posmatrao
samuela	samuel
paliwo	gorivo
paliwo	benzin
skuteczności	djelotvornost
zatrudnienia	zaposlenje
ren	ren
ren	rajna
grey	sive
grey	sivi
grey	siva
tokyo	tokio
okno	prozor
odzyskać	oporavak
odzyskać	retrieve
kolumbia	columbia
kolumbia	kolumbija
kolumbia	kolumbija
cameron	cameron
motorsport	motorsport
germain	germain
glenn	glenn
treningi	obuke
treningi	trening
treningi	obuka
treningi	treninga
treningi	obuku
prosi	pita
leeds	leeds
kwiat	behar
kwiat	cvijet
wieki	vijek
wieki	godišta
wieki	vijekova
wieki	vijekovima
aaron	harun
operacyjnych	operativni
operacyjnych	operativni
operacyjnych	operativne
operacyjnych	operativan
council	vijeće
camp	logor
camp	camp
camp	kamp
camp	kampu
fabio	fabio
fabio	fábio
okrążenie	lap
komiksów	strip
mann	men
zwykły	redovni
zwykły	redovnog
zwykły	redovan
zwykły	redovna
zwykły	redovnom
zwykły	redovnim
zwykły	običnih
zwykły	obični
zwykły	običan
zwykły	običnog
misje	misija
wytwarza	proizvodi
trzyma	čuva
rycerzy	vitezova
demokratów	demokrata
demokratów	demokrati
demokratów	demokrata
pokonany	pretučen
pokonany	poraženi
pokonany	poražena
pokonany	porazila
pokonany	porazio
norm	normi
norm	normama
norm	standardi
norm	standarde
norm	standarda
norm	norma
norm	norme
peugeot	peugeot
standardy	standardi
standardy	standarde
standardy	standarda
poprosił	pitali
poprosił	upitan
poprosił	zatražio
węgiel	ugalj
węgiel	ugalj
węgiel	uglja
węgiel	ugljik
bass	bas
automatyczna	automatsko
aspekty	aspekata
aspekty	aspektima
aspekty	aspekti
aspekty	aspektu
aspekty	aspekt
prosto	pravo
prezentacji	prezentacija
prezentacji	prezentacije
stefano	stefano
domeny	domena
domeny	domen
pracujący	radna
pracujący	radi
pracujący	radeći
pracujący	radio
pracujący	radnu
wzory	modeli
wzory	formule
podlaski	podlaski
zatonął	potonuo
zatonął	potonuo
strunowce	hordati
joel	joel
porównanie	poređenja
porównanie	poređenje
porównanie	poređenje
porównanie	porede
dell	dell
ewy	hava
fra	fra
osobisty	ličnu
osobisty	ličnim
osobisty	lične
osobisty	lična
osobisty	lično
osobisty	lični
prezydenckie	predsjednički
carmen	carmen
kompozytorów	kompozitora
kompozytorów	kompozitori
oun	cns
jądro	kernel
jądro	jezgro
jądro	jezgra
jądro	testisi
jądro	jezgro
jądro	jezgra
następcę	nasljednik
następcę	nasljednika
następcę	nasljednica
salomona	sulejman
pearl	pearl
pearl	biser
wiktoria	viktoria
wiktoria	viktorija
wiktoria	victoria
przodków	preci
przodków	predak
chińskie	kineski
lodu	led
liber	liber
przydatne	koristan
przydatne	saradnici
przydatne	korisno
przydatne	korisni
przydatne	korisne
przydatne	korisna
jowisza	jupiter
zaangażowanie	angažman
zaangażowanie	učešće
zaangażowanie	opredjeljenje
zaangażowanie	opredjeljenja
zaangażowanie	posvećenost
zaangażowanie	obaveza
kompetencji	sposobnost
zapach	miris
zapach	miris
żyjący	živi
żyjący	living
żyjący	živo
żyjący	živa
rozszerzenie	proširenje
rozszerzenie	proširenje
rozszerzenie	produženje
mercury	merkur
konsulat	konzulat
konsulat	konzulata
turków	turci
prezentowane	predstavila
prezentowane	predstavljena
prezentowane	predstavljen
prezentowane	predstavilo
prezentowane	predstavio
kazań	kazanj
uroczyste	svečana
uroczyste	svečano
greckie	grčki
venus	venera
armata	top
homo	homo
herbie	herbie
wien	wien
bergen	bergen
produkuje	proizvodi
ciemne	tamne
ciemne	dark
ciemne	mraku
ciemne	tamna
ciemne	mračna
lokalnie	lokalno
zawarty	sadrži
zawarty	obezbjedili
wymagane	zatražio
wymagane	zatražila
wymagane	tražio
wymagane	potrebnih
metry	metara
metry	metara
toma	toma
bomba	bomba
tunelu	tunel
ekspertów	stručnjaci
ekspertów	stručna
ekspertów	ekspertni
ekspertów	stručni
ekspertów	stručnjak
ekspertów	ekspert
sparta	sparta
beskid	beskid
dorosłe	odraslih
dorosłe	odrasle
ściana	zid
konstytucyjnego	ustavna
konstytucyjnego	ustavni
newton	njutn
newton	newton
pzl	pzl
pliki	datoteka
personelu	personal
personelu	osoblje
con	con
kandydaturę	kandidaturu
kandydaturę	kandidaturi
tylny	posterior
wiązanie	obavezujuća
wiązanie	vezivanje
wiązanie	bondu
liverpool	liverpool
emanuel	emanuel
dublin	dablinu
przeglądu	pregled
andre	andre
andre	andré
niebie	nebo
niebie	sky
niebie	nebo
nocny	night
umysłu	um
josh	josh
gwatemali	gvatemala
zastrzeżenia	protivljenje
sądy	pravosuđa
sądy	pravosuđe
sądy	pravosuđu
sądy	sudovima
sądy	sudovi
jasności	svjetlost
traktowane	tretiran
traktowane	tretiraju
sobota	subota
zajęte	zaposlen
zajęte	zauzeta
zajęte	zauzet
zajęte	okupirale
zajęte	okupirana
zajęte	okupirali
zajęte	okupirala
wrogów	neprijateljima
wrogów	neprijatelji
wrogów	neprijatelja
zaleca	preporučuje
chirurgii	hirurgija
chirurgii	hirurške
uczucia	osećanja
uczucia	osjećanja
elektronów	elektron
nintendo	nintendo
filozoficzne	filozofskim
armstrong	armstrong
cezar	cezar
zainteresowań	interesa
zainteresowań	interese
zainteresowań	interesi
zainteresowań	interesima
klasycznego	klasični
podłogi	kata
podłogi	spratova
komety	kometa
komety	komete
otoczona	okruženo
otoczona	okružen
otoczona	okružena
lahti	lahti
piasku	pesak
piasku	pijeska
prowadzące	vodeći
oznaczone	označeni
oznaczone	obilježene
oznaczone	obilježena
oznaczone	obilježio
oznaczone	obilježen
nestor	nestor
sodu	natrijum
sodu	natrij
leśnictwa	šumarstva
tempo	tempo
tempo	tempo
językowej	jezičke
konfrontacji	konfrontacije
konfrontacji	konfrontacija
konfrontacji	konfrontacije
konfrontacji	konfrontacija
volkswagen	volkswagen
zrozumienia	shvatanje
zrozumienia	razumijevanje
ronnie	ronnie
przeznaczenie	odredište
przeznaczenie	destinacija
przeznaczenie	destiny
przeznaczenie	sudbina
przeznaczenie	sudbinu
przeznaczenie	sudbinu
przeznaczenie	sudbina
przeznaczenie	svrha
biblia	biblija
naród	nacija
soczi	sočiju
trwało	trajalo
liderów	lideri
warta	vrijedi
warta	vrijedno
warta	vrijednosti
warta	vrijedna
zmienione	promijenio
zmienione	promijenila
zmienione	promijenjen
zmienione	izmijenio
zmienione	modificirana
zmienione	modifikovan
sin	grijeha
sin	grijeh
meyer	meyer
postawa	stav
postawa	stava
postawa	držanje
rozpoznanie	izviđačka
rozpoznanie	priznanja
rozpoznanie	priznavanje
rozpoznanie	priznanje
rozpoznanie	dijagnostika
scalemajor	scalemajor
timeaxis	timeaxis
ciekawy	curious
dale	dale
potrzebuje	treba
potrzebuje	treba
forever	forever
forever	zauvijek
cat	mačka
zwykłych	običnih
zwykłych	obični
zwykłych	običan
zwykłych	običnog
wydawcy	izdavača
wydawcy	urednika
wydawcy	izdavač
biuletyn	bilten
biuletyn	bulletin
episkopatu	episcopal
freedom	sloboda
delegatów	delegati
delegatów	delegata
imagesize	imagesize
yang	yang
fabrykę	fabrika
ekran	ekran
ekran	ekrana
burbon	burbon
dołączyła	pridružile
sal	sal
plotarea	plotarea
lucy	lucy
sebastiana	sebastian
allan	allan
allan	alan
ostry	oštrim
ostry	oštre
ostry	oštru
ostry	oštrog
ostry	akutni
ostry	akutne
berger	berger
równoległy	paralelnost
równoległy	paralelna
równoległy	paralelnih
równoległy	paralelne
równoległy	paralelni
równoległy	paralelno
edytuj	uredi
edytuj	uređivanje
bronić	brani
bronić	brane
bronić	odbraniti
bronić	braniti
bronić	odbrani
wells	vels
wells	wells
organizacyjnych	organizacioni
organizacyjnych	organizacionih
fizyczna	fizički
fizyczna	fizičko
fizyczna	fizičke
aut	aut
możliwy	mogući
możliwy	moguće
oświetlenie	rasvjetu
ekspozycja	exposition
ekspozycja	izloženost
ekspozycja	izlaganje
konsul	konzul
rebelianci	pobunjenicima
rebelianci	pobunjenici
rebelianci	pobunjenika
clarke	clarke
ograniczeń	ograničenjima
ograniczeń	ograničenja
protokół	protokol
krążek	pak
zabezpieczenie	zalog
alain	alain
astronomii	astronomija
protesty	protest
protesty	proteste
protesty	protesti
siedliska	staništa
siedliska	staništa
siedliska	stanište
ciemności	tami
ciemności	tama
ciemności	tame
ahmed	ahmed
anatolij	anatoli
anatolij	anatolij
płótnie	platna
płótnie	platno
gerhard	gerhard
generacja	generacija
modyfikacji	modifikacije
współautorem	coauthor
karate	karate
przybyła	stigao
przybyła	stigli
przybyła	stigla
kapitału	kapital
foster	foster
foster	gajenja
harvey	harvey
płatki	žitarice
krytykę	kritika
krytykę	kritike
krytykę	critique
olympique	olympique
eugene	eugene
wspomniany	spomenut
wspomniany	spominje
wspomniany	spomenuo
wspomniany	pomenuo
wspomniany	spomenuta
druk	štampanje
druk	štampanje
burza	oluja
przedstawiają	oslikava
najbliższych	najbliži
najbliższych	najbliža
tragedii	tragedija
wystawę	izložba
wystawę	izložbe
edwards	edwards
nowoczesny	moderna
nowoczesny	savremena
nowoczesny	savremen
nowoczesny	savremena
posterunek	stanica
grobie	grob
grobie	grobnica
grobie	grob
louisa	louisa
utah	utah
guillermo	guillermo
dochody	prihodi
dochody	prihod
dochody	prihodi
dochody	zarada
dochody	prihoda
dochody	prihodi
dochody	prihode
ruth	ruth
piętra	kata
piętra	spratova
tango	tango
zorganizowane	organizirani
zorganizowane	organizirano
zorganizowane	organizirana
zorganizowane	organizovana
zorganizowane	organizovane
zorganizowane	organizovani
zorganizowane	organizovano
zorganizowane	organizovan
szerzej	širi
szerzej	širih
szerzej	širem
szerzej	šire
szerzej	široj
towarowy	teretni
bukareszcie	bukurešt
przyjaźń	prijateljstvo
przyjaźń	prijateljstva
gotowy	spremno
gotowy	spreman
gotowy	spremni
franków	franaka
cywilów	civili
body	tijela
body	tijelo
body	tijelu
body	telo
higgins	higgins
archeologii	arheologija
archeologii	arheologija
zarejestrowane	registrovan
zarejestrowane	registrovana
zarejestrowane	snimila
zarejestrowane	snimljene
zarejestrowane	snimljen
zarejestrowane	snimio
crystal	kristal
dzwon	bell
rozmowa	intervju
rozmowa	razgovor
marcelo	marcelo
uzupełnienia	dodatke
toro	toro
lampy	cijev
lampy	lampe
zakup	nabavku
zakup	kupovina
zakup	kupovne
curtis	curtis
spirit	duh
spirit	džibril
leicester	leicester
zorganizowany	organizirani
zorganizowany	organizirano
zorganizowany	organizirana
zorganizowany	organizovana
zorganizowany	organizovane
zorganizowany	organizovani
zorganizowany	organizovano
zorganizowany	organizovan
gazet	novine
gazet	novina
arabski	arab
arabski	arapsko
arabski	arapskih
arabski	arapska
arabski	arapski
arabski	arapsko
kocha	voli
lin	lin
lin	užadi
leslie	leslie
lima	lima
głosi	propovijeda
singles	singl
generałowie	generali
naprzeciw	suprotnost
naprzeciw	suprotna
naprzeciw	suprotnim
naprzeciw	suprotno
procesor	procesor
garcia	garsija
garcia	garcía
cmentarze	mezarja
zimbabwe	zimbabve
bach	bacha
bach	bach
wzajemnie	međusobno
rhein	rhein
pokolenie	generacija
pokolenie	generacija
pokolenie	generacije
uzbrojony	naoružani
uzbrojony	oružane
gun	pištolj
przybywa	stiže
przybywa	stiže
przybywa	dolazi
samantha	samantha
wydać	provesti
wydać	provede
wydać	troše
wydać	provode
brody	brade
palma	palma
zimy	zima
six	šest
najdalej	najudaljenije
poziomy	horizontalna
poziomy	horizontalni
poziomy	nivoi
wyrażenie	izraza
wyrażenie	izraz
legion	legija
legion	legiji
legion	legije
męczennika	šehid
ustalenie	odlučnost
ustalenie	ustanovljavanje
ustalenie	uspostavljanje
wyjazd	odlazak
wyjazd	napušta
wyjazd	ostavljajući
wyjazd	napuštanje
wyjazd	ostavivši
wyjazd	izlaz
wyjazd	exit
wyjazd	odlazak
wyjazd	trip
wyjazd	putovanje
chana	chan
discovery	otkriće
rozdzielczości	rezolucija
dekady	decenijama
dekady	decenija
dekady	decenija
zmniejszenia	smanji
pełen	pun
pełen	full
pełen	puna
pełen	punom
pełen	puni
pełen	punu
wodoru	vodik
weekend	vikend
mika	mike
mika	mica
mika	mika
niebezpieczne	opasnu
niebezpieczne	opasna
niebezpieczne	opasne
niebezpieczne	opasan
niebezpieczne	opasni
niebezpieczne	opasno
niebezpieczne	opasni
zorganizowana	organizirani
zorganizowana	organizirano
zorganizowana	organizirana
zorganizowana	organizovana
zorganizowana	organizovane
zorganizowana	organizovani
zorganizowana	organizovano
zorganizowana	organizovan
otoczenie	okruženju
otoczenie	okoliš
otoczenie	sredina
otoczenie	okolina
otoczenie	okruženje
otoczenie	okolina
otoczenie	okolini
restauracja	restoran
wizji	vizije
wizji	vid
bojowników	boraca
bojowników	borci
bojowników	militanata
frekwencja	izlaznost
afganistanie	afganistan
owen	owen
odznakę	badge
southern	južni
pedersen	pedersen
luksemburg	luksemburg
zmieniony	promijenio
zmieniony	promijenila
zmieniony	promijenjen
zmieniony	izmijenio
zmieniony	modificirana
zmieniony	modifikovan
fisher	fišer
zbawiciela	spasilac
zbawiciela	spasilac
nicolás	nicolás
uczestniczyć	prisustvovati
uczestniczyć	prisustvuju
uczestniczyć	učestvuju
uczestniczyć	učestvovati
galerie	galerijama
beat	pobijedio
beat	pobedi
kończyny	ud
kończyny	udova
kończyny	ekstremiteta
mile	mile
mile	miles
mile	milja
mile	km
obywatela	građanin
wyraźne	eksplicitni
komiks	strip
komiks	strip
mass	masa
rozumie	razumije
cząstki	čestice
cząstki	čestice
cząstki	čestica
drogowy	put
morderstwo	ubistvo
serhij	serhiy
hipoteza	hipoteza
rywala	rival
rywala	rivala
zwykłe	običnih
zwykłe	obični
zwykłe	običan
zwykłe	običnog
ocr	ocr
libanu	liban
knowles	knowles
uznając	potvrđujući
uznając	priznavanje
zabójstwa	ubistva
zabójstwa	atentat
zabójstwa	ubistava
zabójstwa	ubistvima
zabójstwa	ubistava
zabójstwa	ubistva
wszechświata	svemir
düsseldorf	düsseldorf
religijny	vjerski
religijny	vjersko
religijny	vjerskim
religijny	vjerska
religijny	vjerskih
religijny	vjerske
dunaju	dunav
przydział	dodjela
przydział	zadatak
juss	juss
konstantin	konstantin
temple	hram
ocenia	ocjenjuje
zastąpione	zamijenio
zastąpione	zamijenjeni
ogrodów	bašče
ogrodów	bašti
dociera	stiže
ogłoszenia	najavama
ogłoszenia	ads
schneider	schneider
wiarygodne	vjerodostojnim
