και	in
απέδωσε	dodeljena
βουδαπέστη	budimpešti
ανταρκτική	antarktiki
ανταρκτική	antarktiko
αλάτι	sol
αλάτι	soli
ορλεάνης	orleans
σιτάρι	pšenični
σιτάρι	pšenica
σιτάρι	pšenico
σιτάρι	pšenice
άστρο	astro
διάσωση	reševalna
διάσωση	reševanje
πινακίδες	tablice
πινακίδες	krožniki
πινακίδες	plošče
πινακίδες	znamenja
πινακίδες	znake
πινακίδες	znaki
πινακίδες	znakov
γκλεν	glen
γκλεν	glenn
γκλεν	glenn
μονάρχης	monarh
δούλευε	delovalo
δούλευε	obdelani
δούλευε	delal
μελωδία	melody
μελωδία	melodija
μελωδία	melodijo
μελωδία	melodija
μελωδία	melodijo
μυστήριο	skrivnost
μάνα	mater
μάνα	mamo
μάνα	mati
τοιχογραφία	fresco
τοιχογραφία	freska
γλωσσική	jezikovno
διαδοχικές	zaporedna
διαδοχικές	zaporedni
ουρανός	sky
ουρανός	nebo
ουρανός	nebo
μειώσει	zmanjšanje
μειώσει	zmanjšati
μόλυνση	onesnaževanje
μόλυνση	onesnaženje
μόλυνση	okužbe
μόλυνση	okužba
μόλυνση	kontaminacije
μόλυνση	onesnaženje
μόλυνση	kontaminacijo
δημοσιότητα	reklamo
ιατρικό	medicinski
ιατρικό	medicinsko
προθέσεις	nameni
προθέσεις	namere
μπουρούντι	burundiju
ταυτόχρονη	sočasno
ταυτόχρονη	sočasne
ταυτόχρονη	sočasni
ταυτόχρονη	sočasna
ταυτόχρονη	sočasno
ταυτόχρονη	sočasne
ταυτόχρονη	hkratno
λιθίου	litija
λιθίου	litij
τυχαίο	naključna
τυχαίο	naključno
τυχαίο	naključni
τυχαίο	naključen
τυχαίο	nenamerno
πολιτισμούς	kulture
πολιτισμούς	kultur
λεωνίδα	leonidas
μαλάουι	malavi
επιθετική	agresivno
επιθετική	agresivne
επιθετική	agresiven
σιδηροδρόμων	železnice
σιδηροδρόμων	železniški
σιδηροδρόμων	železnica
σιδηροδρόμων	železnice
άχρωμο	brezbarvna
αφρικανική	afriški
αφρικανική	afriška
αφρικανική	afriške
αφρικανική	afriško
σπουδαιότητα	pomembnost
παρατηρητές	opazovalci
παρατηρητές	opazovalci
κέλυφος	shell
κέλυφος	lupino
κέλυφος	lupina
κέλυφος	školjka
μπάρτον	burton
μπάρτον	barton
έντι	eddie
έντι	eddy
μπουρκίνα	burkina
φάσο	faso
πορτρέτα	portrete
κάρτες	kartice
κάρτες	kartic
κάρτες	karte
πληρώσει	plača
πληρώσει	plačilo
ελίτ	elita
ελίτ	elite
ελίτ	elito
μύτη	nosom
μύτη	nosu
μύτη	nos
έπαθλο	nagrada
έπαθλο	nagrado
ναυτικός	mornarja
ναυτικός	mornar
ναυτικός	mornar
ναυτικός	navtičnih
ναυτικός	pomorščak
ναυτικός	mariner
τζέρσεϊ	dres
τζέρσεϊ	jersey
ιερή	sveta
ιερή	svete
ιερή	sveto
απολιθώματα	fosili
βασιλεύς	king
βασιλεύς	kralj
μις	gospodična
μις	miss
μορφοποίησης	oblikovanje
ουράς	rep
ουράς	tail
ιός	virus
ιός	virusa
ιός	virusi
ενώνει	združuje
μαχητικό	borka
μαχητικό	borca
μαχητικό	borec
επίπεδη	ravna
επίπεδη	stanovanje
όντα	bitja
γιατρό	zdravnik
γιατρό	zdravnika
γιατρό	zdravnica
γιατρό	doktor
πάμπλο	pablo
σαντ	peska
σαντ	peščena
σαντ	pesek
σαντ	peščeni
σαντ	sant
σαντ	čepa
τοπικός	krajevna
τοπικός	krajevni
τοπικός	lokalni
τοπικός	krajevno
τοπικός	lokalno
προτιμούν	raje
προκλήθηκε	povzročena
προκλήθηκε	povzročila
προκλήθηκε	povzročil
προκλήθηκε	povzročeno
βίαια	nasilno
βίαια	nasilen
βίαια	nasilna
βίαια	nasilne
βίαια	nasilni
βίαια	nasilno
επηρεάζεται	vplival
επηρεάζεται	prizadeta
επηρεάζεται	prizadetih
επηρεάζεται	prizadete
επηρεάζεται	prizadeti
επηρεάζεται	prizadet
επηρεάζεται	prizadeto
ξενοδοχεία	hotele
ξενοδοχεία	hoteli
ξενοδοχεία	hotelov
συγκριτικά	primerjalno
συγκριτικά	primerjalne
συγκριτικά	primerjalna
πρώιμο	prezgodaj
αποθήκη	skladišče
αποθήκη	skladiščenje
αποθήκη	skladišče
αποθήκη	shranjevanje
εντέρου	črevo
εντέρου	črevesje
νιγηρίας	nigerijski
νιγηρίας	nigeriji
λάζαρος	lazarus
λάζαρος	lazar
ζωές	živi
ζωές	življenja
σημάδι	podpišite
σημάδι	znak
μοριακό	molekularni
μοριακό	molekularno
ψήφισμα	ločljivost
ψήφισμα	resolucija
υπουργών	ministri
συνταγματαρχών	polkovniki
αποφευχθεί	izognili
αποφευχθεί	izogibati
αποφευχθεί	izognil
βρύση	pipa
βρύση	pipe
ενδιαφέρεται	zanima
ενδιαφέρεται	zainteresirani
ενδιαφέρεται	zainteresirana
ενδιαφέρεται	zainteresirane
ώθηση	potisk
ώθηση	potiska
ώθηση	zagon
εξασφαλίζοντας	zagotavljanje
λας	las
βικτώρια	viktorija
βικτώρια	victoria
λευκορωσία	belorusijo
λευκορωσία	belorusije
λευκορωσία	belorusiji
λευκορωσία	belorusija
πλέγμα	mrežo
πλέγμα	mreža
πλέγμα	omrežje
λένινγκραντ	leningrad
ντιέγκο	diego
κατοικεί	prebiva
απεικονίζονται	upodobljen
μάνη	mani
πρώτον	prva
πρώτον	prvo
πρώτον	prvi
πρώτον	najprej
δημοσιογραφία	novinarstvo
ρυθμίσεις	ureditve
ρυθμίσεις	dogovori
ρυθμίσεις	ureditev
ρυθμίσεις	nastavitve
ρυθμίσεις	nastavitev
ρυθμίσεις	nastavitve
δένδρα	dreves
δένδρα	drevje
δένδρα	drevesa
δεκτός	sprejeta
δεκτός	sprejete
δεκτός	sprejet
δεκτός	sprejeto
συντρόφους	tovariši
κολύμβηση	kopalnih
κολύμβηση	kopanje
κολύμβηση	plavanje
κολύμβηση	plavanja
υπερβαίνει	presega
ανέβηκαν	naloženo
ανέβηκαν	naložene
ανέβηκαν	naložil
καλοκαίρια	summers
καλοκαίρια	poletja
δουλεία	suženjstvo
δουλεία	suženjstvo
δουλεία	suženjstvu
αναλύσεις	analize
νηπιαγωγείο	vrtca
νηπιαγωγείο	vrtec
νηπιαγωγείο	vrtcu
νηπιαγωγείο	vrtec
χρέος	dolga
χρέος	dolg
μειωμένη	zmanjšani
μειωμένη	zmanjšana
μειωμένη	zmanjšano
μειωμένη	zmanjšan
μειωμένη	znižana
μειωμένη	zmanjšana
μειωμένη	zmanjšan
μειωμένη	zmanjšan
μειωμένη	zmanjšana
μειωμένη	znižana
μειωμένη	zmanjšano
μειωμένη	zmanjšani
πιτ	pete
υπεύθυνοι	odgovorno
υπεύθυνοι	odgovornega
υπεύθυνοι	odgovoren
υπεύθυνοι	odgovorni
υπεύθυνοι	odgovorna
βαυαρία	bavarski
βαυαρία	bavarska
νεκρή	mrtev
σεβίλλη	sevilla
σεβίλλη	seville
άσυλο	azil
κέρδος	dobiček
κέρδος	pridobi
σιέρα	sierra
πολωνός	poljsko
πολωνός	poljskega
πολωνός	poljski
θησαυρός	zaklad
θησαυρός	slovarja
χάος	kaos
κλαδιά	vejice
κλαδιά	veje
κλαδιά	podružnice
λεπτή	vitka
λεπτή	tanke
λεπτή	tanka
λεπτή	tanko
λεπτή	tanek
λεπτή	občutljivo
σουηδός	švedska
σουηδός	švedsko
σουηδός	švedski
σουηδός	šved
υιοθέτηση	posvojitve
υιοθέτηση	sprejetje
υιοθέτηση	posvojitev
σινά	sinai
αυτιά	ušes
αυτιά	ušesi
αυτιά	ušesa
κατάρ	katar
ευρεσιτεχνίας	patent
απόσπαση	dodelitev
απόσπαση	napotitvi
απόσπαση	objavljanje
μαλαισία	malezija
μαλαισία	malezije
μηχανήματα	stroji
μηχανήματα	stroji
πληροφορική	informatike
ποντίκι	miš
ποντίκι	miška
ποντίκι	miško
ποντίκι	mišek
ποντίκι	miške
μίλερ	miller
μίλερ	muller
πυκνό	koncentrat
πυκνό	gosto
ύφασμα	krpo
ύφασμα	tkanine
ύφασμα	tkanino
συμβουλή	svetovanje
συμβουλή	nasvet
συμβουλή	nasveti
συμβουλή	namig
συμβουλή	nasvet
σφάλματα	napake
σφάλματα	napake
σφάλματα	hrošče
σφάλματα	žuželke
σφάλματα	hrošči
συντελεστή	koeficient
προσευχή	molitev
άνταμς	adams
μεσημέρι	opoldne
μεσημέρι	poldne
μεσημέρι	kosila
μεσημέρι	kosilo
ήξερε	vedel
ήξερε	vedela
θυγατρική	podružnica
διαφυγής	pobeg
διαφυγής	beg
ρομπ	rob
νευρικό	živčni
νευρικό	živčno
νευρικό	živčna
νευρικό	živčen
σουηδική	švedska
σουηδική	švedsko
σουηδική	švedski
τρένο	vlak
αιθιοπίας	etiopski
κιριμπάτι	kiribati
βολιβία	boliviji
κύκλοι	krogi
κύκλοι	kroge
κύκλοι	krogov
κύκλοι	ciklov
κύκλοι	cikli
μεσαίο	sredina
μεσαίο	srednji
μεσαίο	srednja
μεσαίο	srednje
μεσαίο	srednja
μεσαίο	gojišče
κάμερον	cameron
θεώρηση	vize
θεώρηση	vizuma
θεώρηση	vizum
φόβος	strah
κατασκευαστές	izdelovalci
κατασκευαστές	proizvajalci
προωθεί	spodbuja
περίχωρα	obrobju
τροχιές	orbite
αρχικώς	sprva
αρχικώς	prvotno
αρχικώς	prvotno
καζάν	kazan
κατάθλιψη	potrt
κατάθλιψη	depresiven
κατάθλιψη	depresivno
κατάθλιψη	depresija
φανερό	očitno
φανερό	očiten
φανερό	očitna
ουδετερότητα	nevtralnost
ουδετερότητα	nevtralnosti
επιβάλει	uveljavi
λοιπά	drugi
λοιπά	drugo
λοιπά	druga
λοιπά	druge
άλεν	allen
αλεξέι	aleksej
βλαχίας	vlaške
όραση	vid
όραση	vizija
όραση	vida
όραση	vidu
όραση	vid
όραση	vizijo
παρατηρητή	opazovalec
παρατηρητή	opazovalka
παρατηρητή	opazovalca
βαρβάρα	varvara
χρήστο	christo
σκληρός	krut
σκληρός	kruto
σκληρός	kruti
σκληρός	kruta
σκληρός	trde
σκληρός	težko
σκληρός	trdo
σκληρός	težko
διπλωμάτες	diplomati
νάνος	palček
νάνος	palček
νάνος	škrat
κατανοητό	razumljiva
κατανοητό	razumljivo
κατανοητό	razumljiv
κλάδοι	veje
κλάδοι	podružnice
κλάδοι	sektorji
κλάδοι	sektorje
αλβανική	albansko
αναγκαίο	potrebno
προαγωγή	promocije
προαγωγή	promocijo
προαγωγή	napredovanje
προαγωγή	spodbujanje
προαγωγή	promocija
επιβίωση	preživi
επιβίωση	preživeti
επιβίωση	preživetje
επιβίωση	obstanek
ερυθρά	rdečkam
γιορκ	yorku
γιορκ	york
γιορκ	yorka
λιλ	lil
λιλ	lille
εξαιρετικό	odličen
εξαιρετικό	odlično
αισθήματα	čustva
αισθήματα	čustev
αισθήματα	občutki
αισθήματα	čustev
αισθήματα	čustva
αισθήματα	občutke
εκδότες	založniki
εκδότες	uredniki
εκδότες	izdajatelji
ομάν	oman
πρόσθεση	dodajanje
πρόσθεση	dodajanje
φίλτρο	filter
φίλτρο	filtriranje
φίλτρο	napoj
φίλτρο	napitek
ηγούμενος	predhodna
ηγούμενος	opat
ομπάμα	obama
καγκελάριος	kanclerja
καγκελάριος	kancler
προσέλαβε	najel
προσέλαβε	najeti
προσέλαβε	najeta
καραϊβική	karibih
μεταμόρφωση	preobrazbo
μεταμόρφωση	preoblikovanje
μεταμόρφωση	transformacije
μεταμόρφωση	preobrazba
θεμελιώδη	temeljno
θεμελιώδη	temeljna
κίεβο	kijevu
πραγματοποίηση	spoznanje
συμβάν	incident
συμβάν	dogodek
συμβάν	prireditev
συμβάν	dogodka
βρείτε	poišči
βρείτε	najdi
διαμαρτυρίες	proteste
διαμαρτυρίες	protesti
ανεγέρθηκε	postavljene
ανεγέρθηκε	postavljen
δίωξη	preganjanje
δίωξη	preganjanja
δίωξη	pregon
δίωξη	dea
δίωξη	tožilstvo
δίωξη	pregon
κλασικά	klasike
κλασικά	klasične
κλασικά	klasično
κλασικά	klasična
κλασικά	klasika
κλασικά	klasično
κλασικά	klasična
κλασικά	klasičen
κλασικά	klasični
δυναμικά	dinamično
δυναμικά	dinamika
δυναμικά	dinamična
δυναμικά	dinamični
δυναμικά	dinamično
δυναμικά	dinamičen
ήθη	morale
ήθη	moralo
άντι	andie
άντι	andi
άντι	andy
τεχνικός	tehnik
τεχνικός	tehnika
χτύπησε	zadetek
χτύπησε	hit
χτύπησε	udaril
τέρας	zver
τέρας	zveri
τέρας	pošast
κατακτητές	osvajalci
οπαδός	sledilec
οπαδός	privrženec
μεμβράνη	film
μεμβράνη	membrano
μεμβράνη	membrane
εισιτήριο	karta
εισιτήριο	vozovnica
εισιτήριο	karto
εισιτήριο	vozovnico
εισιτήριο	vstopnica
εισιτήριο	srečka
βεβαιότητα	gotovost
παράλληλες	vzporedno
παράλληλες	vzporedni
παράλληλες	vzporedna
αλφαβητική	abecedni
αποκαλύπτεται	razkrije
αποκαλύπτεται	razkriva
αποκαλύπτεται	odkriva
αποκαλύπτεται	razkril
αποκαλύπτεται	pokazala
αποκαλύπτεται	razkrili
αποκαλύπτεται	razkrita
αποκαλύπτεται	razkrila
πέταξε	leti
πέταξε	fly
πέταξε	poletela
πέταξε	leteti
πέταξε	letel
πέταξε	poletela
πέταξε	letela
αριζόνα	arizona
αριζόνα	arizono
τίτο	tito
αύριο	jutri
αιγύπτιοι	egipčani
λίνκολν	lincoln
ιόντων	ionov
ιόντων	ionski
σίνα	sheena
συντελεστής	koeficient
συντελεστής	mera
συντελεστής	stopnja
συντελεστής	dejavnik
συντελεστής	faktor
μισά	polovici
μισά	polovice
μισά	pol
μισά	polovica
μισά	polovico
κληρικός	svečenik
κληρικός	duhovnik
διευθύνσεις	naslovi
επιβεβαιώθηκε	potrjen
επιβεβαιώθηκε	potrjeno
επιβεβαιώθηκε	potrjeni
επιβεβαιώθηκε	potrjena
παλέρμο	palermu
ρητορική	retorika
ρητορική	retorično
ποταμούς	rek
ποταμούς	reke
διαφορική	diferencialno
πρύτανης	rektor
εβραϊκό	judovski
εβραϊκό	židovski
εβραϊκό	žid
εβραϊκό	judje
εβραϊκό	hebrejsko
δημιουργό	stvarnika
δημιουργό	ustvarjalec
δημιουργό	stvarnik
φόρους	davke
φόρους	davki
ακριβείς	natančno
ακριβείς	natančen
ακριβείς	natančna
ακριβείς	točen
ακριβείς	natančen
ακριβείς	natančni
ακριβείς	natančna
ευγενή	plemenite
ευγενή	plemenit
ευγενή	plemenito
ευγενή	plemenita
ευγενή	plemeniti
δίδυμο	duet
δίδυμο	duo
δίδυμο	dvojček
δίδυμο	twin
δίδυμο	dvojčka
δίδυμο	dvojčica
ουάσιγκτον	washington
πατέρες	očete
πατέρες	očetje
γαλάζιο	modro
γαλάζιο	modre
γαλάζιο	modri
γαλάζιο	modra
γαλάζιο	azurno
οικολογία	ekologija
πτώμα	truplo
πτώμα	body
πτώμα	telesa
πτώμα	telo
πτώμα	truplo
ερωμένη	ljubico
ερωμένη	gospodarica
ερωμένη	ljubimec
διασπορά	disperzija
διασπορά	variance
διασπορά	razpršitev
διασπορά	širjenje
διασπορά	razširjanje
τήνου	tinos
καύση	gorela
καύση	zažgal
καύση	zgori
καύση	zgorevanja
καύση	sežig
καύση	gori
καύση	gorenje
καύση	sežiganje
καύση	sežig
λετονίας	latvije
λετονίας	latvijo
λετονίας	latvija
υπόγειο	podzemna
υπόγειο	podzemni
υπόγειο	podzemlje
υπόγειο	kleti
υπόγειο	klet
ποινές	kazni
ποινές	sankcije
ποινές	stavki
αντίστροφο	inverse
αντίστροφο	obrnjeno
αντίστροφο	povratne
αντίστροφο	vzvratno
ίντερνετ	internetni
ίντερνετ	internetno
ίντερνετ	internet
πεκίνο	peking
πεκίνο	pekingu
πεκίνο	peking
ανοίγματα	odprtine
ανοίγματα	izpostavljenosti
κρύο	mraz
κρύο	mrzlo
κρύο	hladno
κρύο	mrzla
κρύο	mrzel
ψηφοφόροι	volivce
ψηφοφόροι	volivci
ψηφοφόροι	volivcem
διάλογος	dialog
αντάντ	adad
φορώντας	nošenje
τατζικιστάν	tadžikistan
σάιμον	simon
σάιμον	simona
ύπαιθρο	podeželje
χαλκό	bakrene
χαλκό	baker
χαλκό	bakra
ουρουγουάης	urugvaj
χαρακτηρισμός	določitev
χαρακτηρισμός	označba
χαρακτηρισμός	poimenovanje
τρύπες	luknje
άμμο	peska
άμμο	peščena
άμμο	pesek
άμμο	peščeni
αποθήκες	skladišča
πλάσμα	plazma
πλάσμα	plazmo
πλάσμα	plazemski
πλάσμα	bitje
κλειδιά	ključe
κλειδιά	tipke
κλειδιά	ključi
ισλαμικό	islamske
ισλαμικό	islamski
δικαστής	judge
δικαστής	sodnik
δικαστής	sodnica
φρούρια	trdnjave
φρούρια	trdnjave
φρούρια	utrdbe
δυνατά	glasna
δυνατά	glasno
δυνατά	glasen
τοπολογία	topologije
πολωνοί	poljsko
πολωνοί	poljskega
πολωνοί	poljski
πολωνοί	poljaki
πράσινοι	zeleni
άξονες	osi
άξονες	osi
άξονες	sekire
αυτοκινητόδρομος	avtoceste
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
βίβλο	biblija
βίβλο	biblijo
πιέτρο	pietro
μπρόντγουεϊ	broadway
κάθετη	navpična
κάθετη	vertikalno
κάθετη	navpični
κάθετη	navpične
κάθετη	navpično
βίκτωρ	viktor
βίκτωρ	viktor
βίκτωρ	victor
πράσινα	zeleno
πράσινα	zelene
πράσινα	green
πράσινα	zeleni
πράσινα	zelena
θιβέτ	tibetanski
θιβέτ	tibeta
θιβέτ	tibetu
θιβέτ	tibet
υποσχέθηκε	obljubljeno
υποσχέθηκε	obljubil
σχεδιαστές	oblikovalci
σχεδιαστές	načrtovalci
λευκορωσίας	beloruske
καλλιτεχνικές	umetniška
καλλιτεχνικές	umetniško
καλλιτεχνικές	umetniški
προσωπικός	osebno
προσωπικός	osebne
προσωπικός	osebni
προσωπικός	osebna
αναλογίες	razmerja
δωρεές	donacij
δωρεές	prispevki
δωρεές	donacije
ακριβές	natančno
ακριβές	natančen
ακριβές	natančna
ακριβές	točen
ακριβές	natančen
ακριβές	natančni
ακριβές	natančna
ακριβές	natančno
ακριβές	natančen
μεσοποταμία	mezopotamija
νοσοκομεία	bolnišnic
νοσοκομεία	bolnice
νοσοκομεία	bolnišnice
νοσοκομεία	bolnic
καρδινάλιος	kardinal
επώνυμα	priimke
παραδοσιακός	tradicionalna
παραδοσιακός	tradicionalni
παραδοσιακός	tradicionalne
παραδοσιακός	tradicionalen
παραδοσιακός	tradicionalno
αποφασιστική	odločilno
αποφασιστική	odločilen
αποφασιστική	odločilna
επιλεγμένα	izbrano
επιλεγμένα	izbranih
επιλεγμένα	izbrani
επιλεγμένα	izbrane
επιλεγμένα	izbrana
επιλεγμένα	izbran
αγγελική	angelica
αγγελική	angelski
έλξης	vlečne
έλξης	zanimivost
έλξης	atrakcija
έλξης	privlačnosti
έλξης	privlačnost
ψήφισαν	glasovalo
ψήφισαν	glasoval
ψήφισαν	glasovali
τσώρτσιλ	churchill
ομαλή	gladka
ομαλή	gladek
ομαλή	gladko
εξυπηρέτηση	servisiranje
εξυπηρέτηση	storitve
εξυπηρέτηση	storitev
εξυπηρέτηση	servis
τζέρι	gerry
τζέρι	jerry
παραμύθια	zgodbe
παραμύθια	pravljice
ρούζβελτ	roosevelt
κανόνια	topovi
κανόνια	topove
κανόνια	topov
κανόνια	top
κανόνια	topa
γάμους	porok
γάμους	poroke
γάμους	poroke
μελετήσει	raziskano
μελετήσει	študiral
φαινομενικά	navidezno
φαινομενικά	navidezno
παρασκευάζεται	proizvedeno
παρασκευάζεται	proizveden
παρασκευάζεται	izdelano
παρασκευάζεται	izdelan
παρασκευάζεται	izdelane
γλυκά	sladkarije
γλυκά	sladkarije
γλυκά	slaščice
γλυκά	bonboni
γλυκά	candy
γλυκά	sladkih
γλυκά	sladko
γλυκά	sladki
γλυκά	sladka
αδριατική	jadranu
ολόκληρα	cele
ολόκληρα	cel
ολόκληρα	cela
ολόκληρα	celotno
ταφή	pokop
μονπελιέ	montpellier
σεραφείμ	serafim
εκπομπών	emisije
εκπομπών	emisije
εκπομπών	emisija
φλοιό	lubja
φλοιό	korteks
μακάμπι	maccabi
ιντερτότο	intertoto
ανώνυμη	anonimno
ανώνυμη	anonimni
ανώνυμη	anonimen
ανώνυμη	anonimna
ομιλητές	govorniki
ομιλητές	zvočnike
πρωταγωνίστρια	protagonist
εισοδήματος	dohodek
εισοδήματος	dohodka
εισοδήματος	dohodki
εισοδήματος	prihodki
εισοδήματος	prihodek
μετανάστευσε	emigriral
μεγαλώνει	raste
μεγαλώνει	rastoče
μεγαλώνει	gojenje
μεγαλώνει	raste
μεγαλώνει	zraste
κόλπους	vagine
κόλπους	odprtin
δανιήλ	danijel
δανιήλ	daniela
δανιήλ	daniel
φαρμακευτική	farmacevtska
συνδρομή	pomoč
συνδρομή	vpis
καππαδοκίας	kapadokija
ετιέν	etienne
παραδόθηκαν	oddana
παραδόθηκαν	dostavil
παραδόθηκαν	dostavljeno
παραδόθηκαν	predal
παραδόθηκαν	predala
παραδόθηκαν	predana
παραδόθηκαν	predali
πεδιάδες	ravnine
πεδιάδες	ravnicah
κορμό	trup
κορμό	trupa
ακυρώθηκε	preklicano
ακυρώθηκε	odpovedan
ακυρώθηκε	preklicana
ακυρώθηκε	preklican
ακυρώθηκε	odpovedana
ακυρώθηκε	odpovedal
ακυρώθηκε	preklicana
ακυρώθηκε	odpovedan
ακυρώθηκε	odpovedana
ακυρώθηκε	preklican
δραματικά	dramatična
δραματικά	dramatičen
δραματικά	dramatične
δραματικά	dramatično
δραματικά	dramatično
ναυτικά	navtičnih
τροία	troy
τροία	trojo
αμμωνία	amoniaka
διευκολύνει	olajšuje
διευκολύνει	olajša
διευκολύνει	olajša
καθολικών	katoliki
τρότσκι	trocki
αρετή	vrlina
αρετή	kreposti
αρετή	krepost
ηφαίστεια	vulkani
κωμωδίες	komedije
σουτ	ustreljen
σουτ	ustreljena
σουτ	strel
αντικαθιστά	nadomešča
αντικαθιστά	nadomesti
εντυπώσεις	utrinkov
εντυπώσεις	utrinki
συγκεντρώθηκαν	zbrala
συγκεντρώθηκαν	zbrane
συγκεντρώθηκαν	zbrani
συγκεντρώθηκαν	zbrano
αιχμαλώτους	ujetniki
θεμελιώδεις	temeljno
θεμελιώδεις	temeljna
κλικ	klikni
κλικ	klik
κλικ	kliknite
κλικ	klikov
κλικ	klikne
θρύλο	legend
θρύλο	legenda
προτροπή	zkp
επιτυχής	uspešno
επιτυχής	uspešen
επιτυχής	uspešni
επιτυχής	uspešna
επιτυχής	uspehov
επιτυχής	uspeh
επιτυχής	uspešnost
δεκαέξι	šestnajst
δεκαέξι	sixteen
φρεντ	fred
μπραντ	brad
έλεν	ellen
έλεν	helena
έλεν	helen
κομητείες	okrožjih
κομητείες	okrožja
χαμ	hamm
χαμ	šunka
χαμ	ham
χαμ	šunke
εκκεντρότητα	ekscentričnost
διάσωσης	reševalna
διάσωσης	reševanje
σιγκαπούρη	singapur
δασκάλους	učiteljev
δασκάλους	učitelji
δασκάλους	učiteljice
δασκάλους	učitelje
δασκάλους	profesorji
λάρνακα	larnaca
κολοράντο	koloradu
κολοράντο	kolorado
κολοράντο	colorado
λαχανικά	zelenjava
λαχανικά	vrtnine
απαγορεύει	prepoveduje
απαγορεύει	prepoveduje
ευτυχία	srečo
ευτυχία	sreče
ευτυχία	sreča
αντιμετώπισης	soočanje
συνδεδεμένο	povezana
συνδεδεμένο	povezani
συνδεδεμένο	povezano
συνδεδεμένο	povezana
συνδεδεμένο	povezano
συνδεδεμένο	povezani
κρεβάτι	postelja
κρεβάτι	posteljo
τομπάγκο	tobago
ξύλινα	lesen
ξύλινα	leseno
ξύλινα	lesena
ξύλινα	leseni
βικτόρια	viktorija
βικτόρια	victoria
μειονέκτημα	pomanjkljivost
υεμένης	jemen
υεμένης	jemnu
βέλος	puščica
βέλος	puščico
μαγεία	čarobno
μαγεία	čarovnija
μαγεία	magic
μαγεία	magično
μαγεία	magijo
μαγεία	čarovništvo
μαγεία	čarovništva
αστυνομικός	policaj
αστυνομικός	policaj
αστυνομικός	policist
σίδνεϊ	sydney
θερμά	toplo
επιχειρησιακή	operativno
επιχειρησιακή	operativnih
επιχειρησιακή	operativna
ικανή	zmožen
ικανή	sposobni
ικανή	sposobne
ικανή	sposoben
έβανς	evans
βίκι	vicky
βίκι	vicki
μήνας	mesec
μήνας	meseca
ανεπίσημα	neuradno
ανεπίσημα	neuradno
φυσιολογικά	običajno
στάθμη	nivo
στάθμη	stopnja
στάθμη	raven
απότομα	strmo
ρουμανική	romunski
στέλλα	stella
στέλλα	neža
δικηγόροι	odvetniki
δικηγόροι	odvetniki
δικηγόροι	pravniki
δικηγόροι	odvetnike
κατάλοιπα	ostanki
κατάλοιπα	ostanek
κατάλοιπα	ostanki
κατάλοιπα	ostanek
κατάλοιπα	ostanki
σπουδαστές	dijaki
σπουδαστές	študentje
σπουδαστές	študenti
σπουδαστές	študente
σπουδαστές	učenci
παύση	premor
παύση	pavza
παύση	premor
λετονία	latvije
λετονία	latvijo
λετονία	latvija
αργίες	prazniki
αργίες	praznike
αργίες	počitnice
εισαγγελέας	tožilec
εισαγγελέας	tožilka
νταβίντ	david
περιστάσεις	okoliščine
περιστάσεις	okoliščin
κατοικούσε	prebival
γραφική	graf
κάρολ	carol
κάρολ	carroll
χωρισμένη	ločena
χωρισμένη	ločen
χωρισμένη	ločeni
διαφορετικοί	drugačna
διαφορετικοί	drugačen
διαφορετικοί	drugačni
διαφορετικοί	drugačno
χένρυ	gašper
χένρυ	henry
συμβολική	simbolično
κλειστά	zaprto
κλειστά	zaprt
κλειστά	zaprte
κλειστά	zaprti
κλειστά	zaprta
ρύζι	riž
ρύζι	rice
ρύζι	riža
σελίμ	selim
χαβάη	havaji
αποζημίωση	nadomestilo
αποζημίωση	odškodnina
αποζημίωση	odškodnine
αποζημίωση	nadomestila
πρόσφατο	nedavne
πρόσφατο	nedavno
πρόσφατο	nedavna
κόμβος	vozlišče
κόμβος	hub
επιθυμητό	želeno
επιθυμητό	zaželeno
επιθυμητό	zaželen
πρίγκηπας	princa
πρίγκηπας	prince
πρίγκηπας	knez
πρίγκηπας	princ
κωμικός	komik
κωμικός	strip
κωμικός	komik
κρατήρα	krater
καλησπέρα	večer
καλησπέρα	vecer
καλησπέρα	zvečer
καλησπέρα	večerni
μάη	maj
μάη	maja
χάγη	haagu
υποδομές	infrastrukturo
υποδομές	infrastruktura
υποδομές	infrastrukture
υποδομές	infrastruktura
καθοριστικό	odločilno
καθοριστικό	odločilen
καθοριστικό	odločilna
ρέιντζερς	rangerji
σκι	smuči
σκι	smučarski
σκι	smučarskih
σκι	ski
σκι	smučanje
εβδομαδιαία	tedenska
εβδομαδιαία	tedenski
εβδομαδιαία	tedensko
καθορίζουν	opredeli
καθορίζουν	opredeliti
ρόμα	roma
ρόμα	romov
ρόμα	rome
ρόμα	romi
μίτσελ	mitchell
βανουάτου	vanuatu
πλούσιος	bogato
πλούσιος	bogati
πλούσιος	rich
πλούσιος	bogat
πλούσιος	bogata
πλούσιος	bogat
παρακολούθησης	spremljanje
ευημερία	blaginja
ευημερία	blaginje
ευημερία	blaginjo
φυματίωση	tuberkulozo
φυματίωση	tuberkuloze
φυματίωση	tuberkuloza
