och	in
föreningar	združenji
föreningar	združenja
föreningar	spojine
tryck	pipe
tryck	pritisk
tryck	tlak
tryck	odtis
tryck	pritisni
tryck	potisni
tryck	tiska
tryck	pritisni
tryck	tisk
tryck	novinarji
fet	fet
fet	debel
fet	maščob
fet	maščobe
fet	debela
fet	maščoba
fet	debeli
charentes	charentes
hänger	obešen
hänger	obešanje
hänger	visi
marianne	marianne
body	truplo
body	body
body	telesa
body	telo
nicolas	nicolas
rubrik	naslovnica
rubrik	smer
rubrik	naslov
rubrik	naziv
lovisa	lovisa
moselle	moselle
field	field
field	polje
raka	britje
raka	naravnost
raka	ravne
journal	journal
journal	dnevnik
misslyckades	neuspešno
misslyckades	spodletelo
misslyckades	neuspešen
fra	fra
sture	sture
plata	plata
struktur	strukturo
struktur	zgradba
struktur	struktura
struktur	konstrukcija
adrian	adrian
finner	najde
undersökning	preiskava
undersökning	preiskavo
undersökning	preiskava
undersökning	preiskovanje
undersökning	preiskave
undersökning	raziskava
undersökning	pregled
undersökning	preučitev
undersökning	anketa
undersökning	anketo
undersökning	raziskava
reklam	oglaševanje
reklam	oglas
bära	nositi
bära	obleči
bära	obleci
bära	nositi
master	mojster
master	učitelj
hunter	hunter
hunter	lovec
avdelning	oddelek
avdelning	odsek
avdelning	poglavje
avdelning	razdelek
avdelning	oddelek
avdelning	naslov
avdelning	naziv
väger	tehtajo
väger	tehtanje
väger	tehta
perioder	dobe
perioder	obdobja
miljon	milijon
miljon	milijoni
miljon	milijonov
miljon	miljon
vermont	vermont
vermont	vermontu
impatiens	impatiens
mac	mac
mac	maca
venedig	benetke
net	neto
net	net
oaxaca	oaxaca
hjärta	srčna
hjärta	srčno
hjärta	srce
våningar	nadstropij
våningar	tla
våningar	nadstropja
speciell	specialno
speciell	posebna
speciell	posebne
speciell	poseben
speciell	posebno
gyllene	zlat
gyllene	zlato
gyllene	zlata
gyllene	zlate
gyllene	zlati
blod	kri
inomhus	znotraj
inomhus	notri
inomhus	notranji
jerry	jerry
jordbruk	kmetovanje
jordbruk	kmetovanja
jordbruk	kmetijstvo
jordbruk	gojenje
jordbruk	kmetijstvo
fisher	fisher
tower	stolp
tower	tower
chamberlin	chamberlin
carpenter	tesar
carpenter	carpenter
jenny	jenny
atlanta	atlanti
atlanta	atlanto
konstruktion	gradnja
konstruktion	konstrukcija
konstruktion	gradbeništvo
konstruktion	zasnova
konstruktion	oblikovanje
konstruktion	dizajn
saône	saône
konservativa	konzervativci
konservativa	konzervativne
ange	ange
ange	nastavi
ange	komplet
ange	navesti
ange	določite
ange	vstop
ange	vstopi
dao	dao
microsoft	microsoft
gun	pištola
gun	pištolo
kenneth	kenneth
powell	powell
situationen	razmere
situationen	položaj
situationen	situacijo
situationen	situacija
situationen	stanje
samlingar	zbirke
semifinalen	polfinala
semifinalen	polfinale
semifinalen	polfinale
semifinalen	polfinalna
oval	ovalne
tjeckoslovakien	češkoslovaško
ändrade	spremenjen
ändrade	spremenjeno
ändrade	spremenjeno
ändrade	spremenjena
ändrade	spremenjen
segern	zmaga
segern	zmage
segern	zmago
astrid	astrid
valen	kita
valen	kit
egendom	last
egendom	lastnost
egendom	premoženje
egendom	nepremičnine
egendom	lastnina
egendom	posest
egendom	posestvo
anfall	krči
anfall	napadi
anfall	napad
anfall	zaseg
flickor	punce
flickor	dekleta
flickor	punci
flickor	deklice
självständigt	neodvisen
självständigt	samostojna
självständigt	samostojno
självständigt	neodvisni
självständigt	neodvisno
självständigt	neodvisna
självständigt	neodvisno
självständigt	samostojno
självständigt	samostojnost
självständigt	neodvisnost
denis	denis
come	pridi
original	prvotna
original	izvirnik
original	izvirno
original	prvotni
original	original
original	izvirniki
barry	barry
styrelse	desko
styrelse	krovu
styrelse	deska
styrelse	tabla
hotel	hotel
hugh	hugh
guide	vodič
guide	vodnik
guide	vodilo
hänsyn	premislek
hänsyn	upoštevanje
curtis	curtis
minskar	zmanjšuje
minskar	zmanjša
bergström	bergström
geografiska	geografski
geografiska	zemljepisno
geografiska	geografska
geografiska	geografsko
huvudkontor	poveljstvo
huvudkontor	štab
huvudkontor	sedež
dator	računalnik
dator	računalniško
dator	računalniška
spindlar	pajki
vetenskap	znanost
vetenskap	znanosti
ortodoxa	pravoslavne
parallellt	vzporedno
parallellt	vzporedni
parallellt	vzporedna
iris	iris
alta	alta
figurer	številke
figurer	figure
figurer	liki
figurer	znaki
figurer	like
figurer	znakov
nina	nina
nina	nino
isaac	isaac
staffan	staffan
tillhörighet	pripadnost
tillhörighet	pripadnost
tillhörighet	pripadnosti
trupp	vod
trupp	čet
trupp	četa
trupp	čet
trupp	čete
ralph	ralph
olja	olje
olja	olja
olja	nafta
term	izraz
term	termin
peters	peters
jamaica	jamajke
hund	dog
hund	pasja
hund	kuža
hund	pasji
hund	pes
hund	psov
hund	psi
hund	psih
hund	pse
halv	pol
halv	polovica
halv	polovico
resan	popotovanje
resan	potovanje
zimbabwe	zimbabveju
people	ljudje
people	ljudstvo
people	osebe
people	ljudi
passagerare	potniški
passagerare	potnik
passagerare	sopotnik
passagerare	potnika
passagerare	potnike
passagerare	potniki
fynd	kupčije
fynd	ugotovitve
fynd	ugotovitev
hästen	konjsko
hästen	konj
hästen	konja
sällskap	družbo
sällskap	četa
sällskap	podjetje
sällskap	družba
soul	duša
soul	duši
soul	soul
soul	dušo
otter	vidra
studios	studios
antog	predvideval
gårdar	kmetije
borgen	castle
borgen	grad
borgen	dvorec
borgen	varščino
miss	gospodična
miss	miss
brist	pomanjkanje
brist	pomanjkljivost
brist	pomanjkanje
brist	pomanjkanje
bush	bush
bush	grmovje
bush	grm
detroit	detroit
baalbek	baalbek
förklaring	pojasnilo
förklaring	obrazložitev
förklaring	razlaga
förklaring	deklaracija
förklaring	izjava
psalmbok	pesmarice
byar	vasi
månen	mesec
månen	luna
månen	luni
månen	moon
taket	strehe
taket	streho
taket	streha
taket	strehi
academy	akademija
academy	akademije
academy	akademijo
fullständigt	popolna
fullständigt	popolno
fullständigt	popolnoma
deltar	sodeluje
deltar	sodelujoči
deltar	sodelujoča
deltar	sodelujoče
jämför	primerjaj
jämför	primerjati
jämför	primerjava
jämför	primerja
kong	kong
farah	farah
leopold	leopold
ulrika	ulrika
beck	beck
beck	met
beck	smola
beslutet	sklep
beslutet	odločitev
beslutet	odločba
dick	tič
dick	dick
kulturen	kulture
kulturen	kulturo
kulturen	kultura
harvey	harvey
mån	mon
domstolen	sodišče
domstolen	dvor
nora	nora
snabb	hitri
snabb	hiter
snabb	hitra
snabb	hitro
snabb	hitro
föreslog	predlagane
föreslog	predlagan
föreslog	predlagano
föreslog	predlagani
föreslog	predlagana
dhabi	dhabi
konflikter	konflikti
konflikter	spori
konflikter	spopadi
konflikter	navzkrižje
konflikter	spor
konflikter	konflikt
konflikter	spopad
gata	ulico
gata	street
gata	ulica
handboll	rokomet
erich	erich
sydkorea	koreja
sydkorea	koreji
sydkorea	korejo
flicka	punca
flicka	deklica
flicka	dekle
flicka	punco
autonoma	avtonomne
autonoma	samostojno
autonoma	avtonomna
sigismund	sigismund
plötsligt	nenadoma
plötsligt	naenkrat
plötsligt	nenadna
plötsligt	nenaden
plötsligt	nenadno
sarah	sarah
sarah	sara
jönsson	jönsson
alba	alba
intresserade	zanima
intresserade	zainteresirani
intresserade	zainteresirana
intresserade	zainteresirane
slovenien	slovenia
slovenien	slovenija
slovenien	slovensko
slovenien	slovenska
slovenien	slovenskega
slovenien	slovenski
hittas	najdeno
hittas	najdeni
hittas	najdena
hittas	najden
engagerad	zaročen
engagerad	zaročena
engagerad	predano
engagerad	storjena
regelbundet	redno
regelbundet	redno
regelbundet	redni
regelbundet	redna
bibeln	biblija
bibeln	biblijo
mörk	temna
mörk	temni
mörk	temno
väckte	zbudil
paraguay	paragvaj
sämre	slabše
sämre	hujše
sämre	huje
dst	dst
mottagare	naslovnik
mottagare	prejemnik
mottagare	prejemniki
mottagare	prejemnike
mottagare	prejemnik
mottagare	sprejemnik
teorier	teorija
teorier	teorije
teorier	teorij
socialdemokratiska	socialdemokratov
dominerande	prevladujoča
dominerande	prevladujoča
dominerande	prevladujoči
dominerande	prevladujoče
dominerande	prevladuje
dominerande	prevlado
dominerande	prevlada
abborre	ostriž
five	pet
five	five
stallet	hlev
stallet	hlevu
stallet	stabilni
stallet	hlev
stallet	stabilen
stallet	stabilno
austin	austin
straff	kazen
straff	kazni
straff	kazni
straff	sankcije
straff	kazen
straff	kaznovanje
casey	casey
simpson	simpson
kommunala	občinski
îles	îles
auvergne	auvergne
fysiker	fizik
fysiker	fiziki
leslie	leslie
arkiverat	arhivirana
arkiverat	vložena
arkiverat	vloženo
konflikten	navzkrižje
konflikten	spor
konflikten	konflikt
konflikten	spopad
christmas	božič
utbrott	izbruha
utbrott	izbruh
utbrott	izbruha
utbrott	izbruh
utbrott	izbruhi
utbrott	izbruhov
ward	ward
försökt	poizkus
försökt	poskus
laurent	laurent
lundberg	lundberg
temperatur	temperatura
temperatur	temperature
temperatur	temperaturo
bröder	brate
bröder	bratje
bröder	bratov
bröder	brata
hård	silovito
hård	trde
hård	težko
hård	trdo
hård	grobo
fångar	ujame
fångar	zaporniki
fångar	ujetniki
tunisien	tunizija
nått	dosežen
nått	dosežena
nått	doseženo
nått	dosežene
analys	analizo
analys	analize
analys	analiza
ahmar	ahmar
debatt	debata
debatt	razprava
hjälpte	pomagala
hjälpte	pomagal
hjälpte	pomagalo
växt	goji
växt	zrasel
växt	zrastel
växt	odrasel
växt	odrasla
växt	rastline
växt	rastlina
växt	obrat
skala	merilo
skala	lestvici
skala	lestvica
skala	obseg
bin	bin
bin	koš
bin	čebel
bin	čebele
nationellt	nacionalna
nationellt	nacionalno
nationellt	nacionalni
nationellt	nacionalno
rollerna	vloge
rollerna	vlog
oro	oro
oro	skrb
oro	zaskrbljenost
norske	norske
skotsk	škotsko
skotsk	škotske
skotsk	škotski
skotsk	škotska
hedvig	hedvig
alf	alf
anlände	prispele
anlände	prispel
anlände	prispela
anlände	prispeli
löjtnant	poročnik
publiken	množice
publiken	množica
använd	uporaba
använd	use
använd	uporabi
kuopio	kuopio
snabbare	hitrejše
snabbare	hitrejši
snabbare	hitreje
miles	kilometre
miles	milje
miles	kilometri
miles	miles
miles	kilometrov
miles	milj
catarina	catarina
stars	zvezde
stars	zvezdice
stars	zvezd
traditionen	tradicije
traditionen	tradicijo
traditionen	tradicija
salix	salix
litauen	litva
litauen	litvi
litauen	litvo
annika	annika
marion	marion
marion	marian
boca	boca
farbror	striček
farbror	stric
kulturella	kulturno
kulturella	kulturne
kulturella	kulturni
kulturella	kulturna
stående	stoji
stående	portret
krafter	moči
krafter	pooblastila
krafter	powers
krafter	pristojnosti
krafter	sile
kroatiska	hrvaška
kroatiska	hrvaško
kroatiska	hrvaške
kroatiska	hrvaški
stevens	stevens
passage	prehod
assisterande	pomočnika
assisterande	pomočnik
assisterande	asistent
assisterande	asistentka
assisterande	pomočnica
porter	porter
porter	porterja
collins	collins
längsta	najdlje
längsta	najdaljši
längsta	najdaljša
längsta	najdaljše
veronica	veronika
veronica	veronica
närliggande	bližnje
ändringar	spremembe
ändringar	spremembe
ändringar	spremembe
handling	dejanja
handling	akcija
handling	dejanje
handling	ukrepanje
handling	dokumenta
handling	dokument
restaurang	restavracija
brothers	brate
brothers	bratje
brothers	bratov
brothers	brata
tidpunkt	čas
tidpunkt	časa
skadade	poškodovanih
skadade	poškodovan
skadade	poškodovani
skadade	poškodovane
skadade	poškodovana
skadade	poškodovano
skadade	poškodovanih
skadade	poškodovan
skadade	poškodovani
skadade	poškodovane
skadade	poškodovana
skadade	ranjena
skadade	ranjene
skadade	ranjen
skadade	ranjenci
turnering	turnirju
turnering	turnir
turnering	turnirja
kammare	dvorani
kammare	komora
kammare	komoro
kammare	chambers
kammare	komore
relevanta	ustrezni
relevanta	ustrezna
lager	plasti
lager	plast
lager	sloj
lager	plasti
lager	ležaji
lager	skladišče
lager	zaloge
lager	zalog
lager	zaloga
lager	stalež
lager	zaloge
lager	zaloga
innefattar	vključuje
påverka	vplivanje
påverka	vplivanje
påverka	vpliv
elektriska	električno
elektriska	električni
elektriska	električno
elektriska	električna
elektriska	električni
byggda	zgrajeno
byggda	zgrajen
byggda	zgrajeni
byggda	zgradil
byggda	zgrajena
bakgrunden	ozadje
biblioteket	knjižnica
biblioteket	knjižnici
angel	angelček
angel	angel
hart	hart
intryck	vtis
jörgen	jörgen
domstol	sodišče
domstol	dvor
domstol	sodišča
place	plac
place	kraj
gymnasium	telovadnici
gymnasium	telovadnica
indica	indica
medicinska	medicinski
medicinska	medicinsko
nuevo	nuevo
xiv	xiv
järn	železo
järn	železov
järn	železna
järn	železa
möjligheter	priložnosti
möjligheter	možnosti
möjligheter	možnosti
döttrar	hčera
döttrar	hčerki
döttrar	hčere
döttrar	hčerke
springs	vzmeti
ana	ane
ana	ano
ana	ana
intressen	interesi
sts	sts
stanna	ustavi
rena	očisti
rena	cist
rena	čist
rena	čisti
rena	čist
rena	čista
shaw	shaw
troligtvis	verjetno
troligtvis	vrjetno
troligtvis	verjeten
troligtvis	verjetna
behöll	obdržal
konung	king
konung	kralj
värden	vrednosti
värden	vrednote
bildad	pismeni
bildad	izobražen
bildad	izobraženi
bildad	izobražena
carlyle	carlyle
ken	ken
matematiker	matematik
matematiker	matematiki
cornelis	cornelis
hanna	hannah
hanna	hanna
fiender	sovražnik
fiender	sovražniki
fiender	sovražniki
fiender	sovražnike
fiender	sovražnikov
ingvar	ingvar
tydlig	jasna
tydlig	počisti
tydlig	jasno
rafael	raphael
rafael	rafael
deutsche	deutsche
global	svetovna
global	globalni
global	globalno
global	svetovno
petrus	petrus
petrus	peter
petrus	petra
rune	rune
gram	gramih
gram	gram
gram	gramih
gram	gramov
gram	grama
följt	sledili
följt	sledilo
följt	sledila
följt	sledil
kanoner	topovi
kanoner	topove
kanoner	topov
kanoner	top
kanoner	topa
dream	sanje
dream	dream
dream	sanjsko
förklarar	razglasitev
förklarar	razglasila
förklarar	razloži
förklarar	razlaga
förklarar	pojasnjuje
förklarar	razloži
förklarar	pojasni
edition	izdaja
självmord	samomor
självmord	samomorov
språken	jezike
språken	jeziki
tätorter	aglomeracije
diskografi	diskografija
neutral	nevtralno
neutral	nevtralni
neutral	nevtralen
positiv	pozitiven
positiv	pozitivni
positiv	pozitivna
positiv	pozitivno
positiv	pozitivne
ice	led
ice	ice
ice	ledom
positiva	pozitiven
positiva	pozitivni
positiva	pozitivna
positiva	pozitivno
positiva	pozitivne
succé	uspehov
succé	uspeh
succé	uspešnost
uppdaterad	posodobljen
uppdaterad	posodobljeno
uppdaterad	posodobljena
ocampo	ocampo
obscura	obscura
mason	masona
mason	mason
kommissionen	komisija
kommissionen	provizija
ungar	otroci
ungar	mladiči
ungar	mladiča
rörelser	premiki
rörelser	gibanja
rörelser	premiki
rörelser	gibanja
rörelser	premikanje
rörelser	gibanje
uppnå	doseganje
uppnå	doseči
maculata	maculata
cay	cay
vilar	počiva
vilar	počival
vilar	počitek
hittade	najdeno
hittade	najdeni
hittade	najdena
hittade	najden
agent	agentka
agent	zastopnik
agent	agent
enlighet	skladu
mans	mans
fifa	fifa
emery	emery
förkortning	okrajšava
förkortning	kratica
westfalen	vestfalija
starkare	močnejši
starkare	močnejša
starkare	močnejše
omgångar	nabojev
kazakstan	kazahstan
utgåva	izpust
utgåva	izpusti
utgåva	sproščanje
utgåva	sprostitev
utgåva	izdaja
utställningar	razstave
studie	študija
leddjur	členonožce
vinnaren	zmagovalec
vinnaren	zmagovalka
luft	zrak
luft	zračno
luft	zračna
luft	air
förändring	spremembe
förändring	spremeni
förändring	sprememba
front	fronta
front	spredaj
melodi	melody
melodi	melodija
melodi	melodijo
arméns	armada
arméns	vojska
arméns	vojsko
joensuu	joensuu
dikt	pesem
bonde	bonde
bonde	kmečka
bonde	kmet
bonde	kmetica
bonde	kmet
bonde	kmeta
bonde	kmet
bonde	farmer
foundation	fundacija
foundation	temelj
foundation	sklad
foundation	temelje
existerar	obstajajo
existerar	obstaja
lily	lili
lily	lily
beräknas	izračunana
beräknas	izračunano
beräknas	izračunan
beräknas	izračunani
antagligen	verjetno
antagligen	vrjetno
rösta	glasovanje
rösta	glasujte
stenar	kamne
stenar	kamenje
stenar	kamni
stenar	skale
stenar	kamenje
stenar	kamni
dåliga	hudo
dåliga	slaba
dåliga	slabo
dåliga	bad
dåliga	slab
hantera	ročaj
hantera	uredil
vila	vila
vila	počitka
vila	počitek
fenomen	pojavi
fenomen	pojave
fenomen	fenomen
fenomen	pojav
pågår	teku
ffffff	ffffff
takt	tempo
rik	bogato
rik	bogati
rik	rich
rik	bogat
rik	bogata
tema	temo
tema	tema
vilda	divja
vilda	wild
vilda	divje
vilda	divji
vilda	divjak
passar	ustreza
passar	paše
passar	fit
passar	obleke
utställning	razstava
utställning	razstave
utställning	razstavi
utställning	razstavo
utställning	razstava
representant	zastopnik
representant	reprezentativno
representant	reprezentativni
representant	predstavnik
definieras	opredeljen
definieras	opredeljeni
definieras	opredeljeno
definieras	opredeljena
pågående	teku
främmande	nezemeljsko
främmande	tuje
främmande	tuja
främmande	tuji
mayo	mayo
situation	razmere
situation	položaj
situation	situacijo
situation	situacija
situation	stanje
edwin	edwin
sol	sonca
sol	soncem
sol	sonce
sol	soncu
sol	sol
sol	sončna
sol	sončni
sol	sončne
sol	sončno
relationer	odnosi
relationer	razmerja
relationer	zveze
relationer	odnosi
relationer	razmerja
lucien	lucien
händelse	incident
händelse	zgodba
händelse	zgodbo
händelse	dogodek
händelse	prireditev
händelse	dogodka
viii	viii
rangers	rangerji
helge	helge
universum	vesolje
universum	vesolju
lorenzo	lorenzo
skickade	poslan
skickade	poslana
skickade	poslani
skickade	poslano
skickade	poslane
steven	stevena
steven	steven
slutspel	končnici
tillgängliga	razpoložljivi
tillgängliga	razpoložljiva
beatles	beatles
aktiviteter	dejavnosti
aktiviteter	aktivnosti
datorer	računalniki
datorer	računalnike
institutionen	nosilec
institutionen	zavod
institutionen	institucijo
institutionen	ustanova
institutionen	institucija
fabriken	tovarna
fabriken	tovarno
bidra	prispevanje
bidra	prispeva
bidra	prispevati
bidra	prispevanje
värd	gostitelja
värd	gostitelj
värd	vreden
värd	vredna
värd	vredno
värd	vredne
värd	gostovanje
värd	gostil
värd	gostila
nacional	nacional
poesi	poezija
poesi	poezijo
poesi	poezije
take	vzemite
take	vzemi
läkemedel	zdravilo
läkemedel	medicino
läkemedel	medicina
läkemedel	zdravila
läkemedel	droge
läkemedel	mamila
läkemedel	zdravila
block	bloki
block	bloke
block	blokada
block	blok
block	block
gammalt	stare
gammalt	star
gammalt	staro
gammalt	stara
gammalt	stari
salu	prodajo
salu	prodaja
psalmer	hvalnice
chang	chang
listor	seznami
listor	sezname
brant	brant
brant	strmo
willis	willis
santos	santos
försäljning	prodaja
försäljning	prodajo
försäljning	prodaja
indisk	indijansko
indisk	indijsko
indisk	indijski
indisk	indijanec
indisk	indijska
undervisning	poučevanje
musikgrupp	band
musikgrupp	bend
musikgrupp	ansambel
project	projekt
project	projekta
stödja	podpiranje
stödja	podporo
stödja	podpore
stödja	podpora
kartor	zemljevidi
kartor	zemljevide
fördel	prednost
fördel	prednosti
fördel	ugodnost
kandahar	kandahar
basket	košarka
basket	košarko
nordligaste	najsevernejše
eleonora	eleonora
warner	warner
xinjiang	xinjiang
lind	lind
rådgivare	svetovalec
rådgivare	svetovalka
rådgivare	svetovalec
rådgivare	svetovalci
rådgivare	svetovalec
stoppa	zaustavitev
stoppa	ustavitev
stoppa	ustavi
slutspelet	končnici
robertson	robertson
congress	kongres
congress	kongresu
martins	martins
professionella	profesionalno
professionella	strokovna
professionella	strokovno
professionella	poklicna
professionella	poklicne
professionella	strokovni
professionella	strokovnjaki
professionella	profesionalci
verkligheten	resničnost
verkligheten	realnost
verkligheten	stvarnost
vinster	dobitek
vinster	dobički
vinster	zmaga
vinster	dobiček
vinster	dobički
leddes	vodil
leddes	povedel
montaña	montaña
valt	izbrano
valt	izbrani
valt	izbrana
valt	izbran
patrik	patrik
patrik	patrick
patrik	patrik
stranden	plaža
stranden	plažo
stranden	obala
stranden	beach
försvara	braniti
försvara	branili
försvara	brani
försvara	branil
räknar	šteje
räknar	štetje
ställe	plac
ställe	kraj
libreville	libreville
avsked	odpoved
avsked	odstop
avsked	slovo
play	igraj
majoriteten	večina
majoriteten	večini
majoriteten	večine
fysiska	fizično
fysiska	fizični
fysiska	fizična
landsbygden	podeželje
arkeologiska	arheološki
styre	upravljanje
styre	vodenje
off	off
off	izklop
konsten	umetnost
konsten	umetnosti
konsten	art
nordland	nordland
ber	moli
ber	moli
ber	molitev
ber	molil
caroline	caroline
djupt	globoko
djupt	globoka
djupt	globoko
djupt	globok
villkor	izrazi
villkor	pogoji
villkor	pogoji
villkor	pogoj
villkor	stanje
ändamål	namen
flotta	mornariška
flotta	mornariški
flotta	mornarice
flotta	mornarica
flotta	ladjevje
flotta	floto
flotta	flota
flotta	flote
nigra	nigra
skärgård	otočje
palestina	palestini
arbetare	delavcev
arbetare	delavci
arbetare	delavce
arbetare	delavec
arbetare	delavca
essex	essex
somerset	somerset
födda	rojen
födda	rojena
födda	rojene
födda	rojeni
födda	rodil
födda	rojstva
födda	rojstev
stein	stein
störst	največji
störst	največja
störst	največje
inspirerad	navdih
murphy	murphy
anknytning	pripadnost
anknytning	priključitev
anknytning	povezava
skrivet	pisno
skrivet	napisano
skrivet	napisana
skrivet	pisna
skrivet	zapisano
processen	proces
processen	postopek
motorer	motorji
motorer	motorje
motorer	motorji
meadow	travnik
meadow	meadow
ted	ted
silva	silva
tropiska	tropske
tropiska	tropski
tropiska	tropskih
senaten	senat
starr	starr
garonne	garonne
någonting	nekaj
anställning	zaposlitev
anställning	zaposlitve
anställning	zaposlovanje
anställning	zaposlenost
rummet	sobo
rummet	soba
rummet	sobi
eucalyptus	evkaliptusa
myndigheterna	oblasti
dina	tvoje
dina	tvoji
dina	vaš
dina	tvoj
dina	tvoja
dina	vaša
dina	dina
dina	tvojo
dina	tvoje
dina	tvoj
dina	tvoji
dina	tvoja
medverkande	sodelujoči
medverkande	sodelujoča
medverkande	sodelujoče
medverkande	sponzor
medverkande	sponzorja
kördes	tekel
kördes	tekli
sjukhuset	bolnišnica
sjukhuset	bolniška
sjukhuset	bolnica
ida	ide
ida	ida
legend	legend
legend	legenda
scener	prizore
scener	prizori
scener	scene
tillgänglig	razpoložljivi
tillgänglig	razpoložljiva
jeff	jeff
tyskt	nemško
tyskt	nemec
tyskt	nemška
tyskt	nemščina
tyskt	nemški
community	skupnost
community	skupnosti
snabba	hitri
snabba	hiter
snabba	hitra
snabba	hitro
snabba	hitro
målvakt	vratar
målvakt	vratarja
målvakt	vratar
robusta	robusta
atlanten	atlantic
atlanten	atlantik
cochrane	cochrane
woman	ženska
woman	žensko
phil	phil
conrad	conrada
conrad	conrad
pol	pol
målning	sliko
målning	slikanje
målning	barvanje
målning	slika
religiös	verske
religiös	verski
religiös	versko
religiös	verska
religiös	verskega
noter	opombe
noter	opombi
noter	zapiski
festivalen	festival
festivalen	praznik
festivalen	praznovanje
classic	klasika
classic	klasično
classic	klasična
classic	klasičen
classic	klasični
geografiskt	geografsko
geografiskt	zemljepisno
geografiskt	geografski
geografiskt	zemljepisno
geografiskt	geografska
geografiskt	geografsko
upptäcker	odkriti
upptäcker	odkrili
upptäcker	odkrije
torra	suha
torra	suhi
torra	suhe
torra	posuši
torra	suho
stödde	podprta
stödde	podprte
stödde	podprti
stödde	podprt
stödde	podprto
ole	ole
ritade	narisal
ritade	drew
påverkan	učinek
påverkan	trk
påverkan	vpliv
påverkan	vplivanje
påverkan	vpliv
påverkan	vplivi
skulptur	kip
skulptur	kipi
herat	herat
kvartsfinal	četrtfinale
guerrero	guerrero
uteslutande	izločitev
uteslutande	izključitev
uteslutande	ekskluzivno
uteslutande	izključno
utgivare	založnik
utgivare	izdajatelj
utgivare	založniki
talade	spregovorila
talade	govoril
talade	govoril
kol	premog
kol	kol
kol	oglja
kol	oglje
kol	ogljik
kol	ogljika
chiapas	chiapas
pianist	pianist
offer	žrtvovanja
offer	žrtvovanje
offer	žrtve
offer	žrtev
förteckning	indeks
förteckning	kazalo
förteckning	spisek
förteckning	seznam
wells	wells
rika	bogato
rika	bogati
rika	rich
rika	bogat
rika	bogata
rika	bogat
avslutas	konci
avslutas	konča
kapacitet	zmožnost
kapacitet	zmogljivosti
kapacitet	zmogljivosti
kapacitet	zmogljivost
kapacitet	kapaciteta
kapacitet	zmožnosti
kapacitet	zmogljivosti
australiska	avstralski
personlig	osebno
personlig	osebne
personlig	osebni
personlig	osebna
nutida	sodobno
nutida	sodobna
nutida	sodobni
insats	delovanje
insats	operacija
insats	operacijo
insats	obratovanje
insats	prizadevanja
insats	napora
insats	napor
insats	trud
insats	prizadevanje
gran	smreka
paulus	paul
paulus	pavel
skicka	pošiljam
skicka	pošiljanje
skicka	predloži
skicka	pošlji
skicka	pošljite
bella	bello
bella	bella
utställningen	razstava
utställningen	razstave
utställningen	razstavi
utställningen	razstavo
utställningen	razstava
länken	link
länken	poveži
länken	povezava
orsak	razlog
orsak	razlogi
orsak	vzrok
ankara	ankari
bert	bert
kyrkogård	pokopališču
kyrkogård	pokopališče
kyrkogård	pokopališče
trafiken	prometni
trafiken	promet
konkurs	bankrot
konkurs	stečaj
läser	branje
läser	preberite
läser	preberi
läser	bere
läser	prebere
läser	branje
buffalo	buffalo
utförd	izvedene
utförd	usmrtili
utförd	izvršena
utförd	usmrčen
utförd	opravljen
utförd	opravljeni
utförd	opravljene
tempel	svetišče
tempel	tempelj
tempel	hram
tempel	temple
tempel	templjev
mötet	seji
mötet	srečanje
mötet	sestanek
eds	eds
litteraturen	literaturo
litteraturen	književnost
litteraturen	literatura
åsa	asa
erfarenhet	doživetje
erfarenhet	izkušnja
erfarenhet	izkušenj
erfarenhet	izkušnje
euro	eurov
euro	evrov
euro	eur
euro	evro
euro	euro
trinidad	trinidad
china	porcelan
china	kitajski
china	kitajsko
china	kitajska
matthew	matthew
matthew	matej
eure	eure
flytande	plavajoče
flytande	tekoče
flytande	tekočine
flytande	tekoča
flytande	tekočina
flytande	tekoči
skandinavien	skandinaviji
skandinavien	skandinavske
institutioner	institucije
institutioner	nosilci
institutioner	ustanove
hell	pekel
hell	toča
wallace	wallace
kön	spol
kön	seks
kön	spol
kön	sex
utsedd	določen
utsedd	določena
utsedd	imenovan
utsedd	imenovani
slovakien	slovaška
capensis	capensis
after	po
tres	tres
katherine	katherine
katherine	katarina
tänkte	misel
tänkte	razmišljanje
tänkte	razmišljanja
revolution	revolucijo
revolution	revolucije
revolution	revolucija
playa	playa
båtar	čolni
lettland	latvije
lettland	latvijo
lettland	latvija
she	ona
australisk	avstralski
byggnaderna	stavbe
byggnaderna	stavb
byggnaderna	poslopja
byggnaderna	zgradbe
hav	morja
hav	oceani
hav	oceanov
hav	oceane
hav	morje
hav	ocean
string	niz
string	vrvica
string	vrvico
string	vrvice
andersen	andersen
six	šest
six	six
svenskar	švedi
warszawa	varšavi
sovjetisk	sovjetski
sovjetisk	sovjetska
sovjetisk	sovjetske
sovjetisk	sovjetsko
utgåvan	izdaja
della	della
peterson	peterson
percy	percy
nye	nye
styrelseordförande	predsednik
varor	blago
varor	dobrine
varor	blaga
varor	blago
alfa	alpha
alfa	alfa
alfa	alfa
kyrkogården	pokopališču
kyrkogården	pokopališče
extremt	izjemno
extremt	izredno
extremt	skrajna
extremt	skrajno
extremt	skrajni
extremt	ekstremno
lundgren	lundgren
muslimska	muslimani
muslimska	musliman
personligen	osebno
tillägg	dodatek
tillägg	dopolnilo
tillägg	dodatki
tillägg	dopolnila
tillägg	dodajanje
