மற்றும்	oraz
மதம்	wyznanie
மதம்	religia
ஈடுபாடு	aktywność
ஈடுபாடு	zaangażowanie
ஈடுபாடு	zaręczyny
ஈடுபாடு	zaangażowanie
ஈடுபாடு	udział
பள்ளிகள்	szkół
பள்ளிகள்	szkoły
வீடியோ	video
வீடியோ	wideo
வீடியோ	film
வெளியில்	out
விவரங்கள்	detale
விவரங்கள்	szczegóły
புதுச்சேரி	pondicherry
பறவை	ptaka
பறவை	ptak
பறவை	bird
பறவை	ptaszek
பறவை	finch
எடுக்கப்பட்ட	zrobione
எடுக்கப்பட்ட	podjęte
பகுப்பாய்வு	analiza
பகுப்பாய்வு	analizy
பகுப்பாய்வு	analiza
சின்ன	chinna
உடனடியாக	natychmiast
உடனடியாக	natychmiast
வரையறை	definicja
வரையறை	definicji
வரையறை	definicje
இணையம்	internetu
இணையம்	internecie
இணையம்	internet
கடும்	heavy
கடும்	ciężkie
கடும்	ciężki
கடும்	ciężka
எளிதாக	łatwy
எளிதாக	łatwe
எளிதாக	łatwo
எளிதாக	easy
விசை	klucz
விசை	kluczowe
விசை	klucze
விசை	klawisz
விசை	key
அழகிய	piękne
அழகிய	piękna
அழகிய	pięknie
அழகிய	śliczna
நாட்டை	wygnanie
அழைக்கப்பட்டது	zaproszono
அழைக்கப்பட்டது	zaproszone
அழைக்கப்பட்டது	zaproszeni
அழைக்கப்பட்டது	zaproszony
பொதுமக்கள்	cywilów
பொதுமக்கள்	cywile
வேகமாக	szybkie
வேகமாக	szybki
வேகமாக	szybka
வேகமாக	szybko
மாற்றப்பட்டது	zmieniono
மாற்றப்பட்டது	zmienione
மாற்றப்பட்டது	zmienił
மாற்றப்பட்டது	zmieniony
மாற்றப்பட்டது	zmodyfikowane
மாற்றப்பட்டது	zmienione
மாற்றப்பட்டது	zmodyfikowany
மாற்றப்பட்டது	modyfikowane
மாற்றப்பட்டது	zmieniony
அட்டவணை	tabeli
அட்டவணை	tabela
அட்டவணை	stół
அட்டவணை	stolik
அட்டவணை	tablica
அட்டவணை	grafik
அட்டவணை	rozkład
அட்டவணை	harmonogram
தீர்வு	rozwiązanie
தீர்வு	roztwór
தீர்வு	rozwiązania
மதிப்பீடு	rating
மதிப்பீடு	ocena
மதிப்பீடு	ranking
அருகிலுள்ள	pobliżu
அருகிலுள்ள	niedaleko
அட்டை	pijawki
அட்டை	leech
அட்டை	kartka
அட்டை	karta
அட்டை	kartę
அட்டை	karty
அட்டை	wizytówka
ஒருமுறை	raz
ஒருமுறை	kiedyś
கிடைத்த	got
கிடைத்த	mam
முன்பே	juz
முன்பே	już
முன்பே	wczesniej
முன்பே	wcześniejszy
முன்பே	wcześniej
முன்பே	wcześniejsza
முன்பே	wcześniejsze
ராக்	skała
ராக்	kamień
ராக்	skały
ராக்	rock
செல்கிறது	idzie
பெருமளவில்	dziko
பெருமளவில்	szalenie
கட்டுப்பாடு	control
கட்டுப்பாடு	sterowanie
கட்டுப்பாடு	kontrola
தவிர்த்து	wyłączając
சிக்கல்	wydanie
சிக்கல்	zagadnienie
சிக்கல்	problem
பழங்குடி	plemienia
யூத	żyd
யூத	żydem
யூத	żydowskie
யூத	żydowska
யூத	żydzi
யூத	żydowski
பொறுப்பு	odpowiedzialny
பொறுப்பு	odpowiedzialna
பொறுப்பு	odpowiedzialne
பொறுப்பு	odpowiedzialności
பொறுப்பு	zobowiązanie
பொறுப்பு	odpowiedzialność
பொறுப்பு	odpowiedzialności
பொறுப்பு	odpowiedzialność
நேர்	pozytywna
நேர்	pozytywne
நேர்	dodatni
நேர்	pozytywnie
நேர்	pozytywny
நேர்	prosto
நேர்	przewodnictwo
நேர்	wytyczne
ஷா	sha
ஷா	sza
ஷா	shah
ஷா	szach
ஷா	shaw
ஷா	shawa
நடுவில்	środek
நடுவில்	środkowy
நடுவில்	środkowa
ஜெர்மன்	niemiecka
ஜெர்மன்	niemcy
ஜெர்மன்	niemieckim
ஜெர்மன்	niemieckie
ஜெர்மன்	niemiecki
ஜெர்மன்	gramatyki
முகமது	mohammad
முகமது	muhammad
முகமது	mohammed
நபர்	osoba
நபர்	osoby
கிருஷ்ணன்	krishnan
ஐந்தாவது	piątej
ஐந்தாவது	piąte
ஐந்தாவது	piąta
ஐந்தாவது	piąty
மத்தியப்	madhya
வெப்பம்	upał
வெப்பம்	heat
வெப்பம்	ciepło
வெப்பம்	gorąco
வெப்பம்	ciepła
ராஜ்	raja
ராஜ்	raj
பெருமை	dumę
பெருமை	dumy
பெருமை	pycha
பெருமை	duma
பெருமை	dumna
பெருமை	dumny
பெருமை	dumni
பாடசாலை	szkoły
பாடசாலை	szkoła
சா	cha
சா	cza
சா	shah
சா	szach
தங்க	złota
தங்க	złoto
தங்க	gold
தங்க	złoty
ஜோசப்	józefie
ஜோசப்	joseph
ஜோசப்	józef
ஜோசப்	józefa
நாடாளுமன்றம்	parlament
நாடாளுமன்றம்	parlamentowi
நாடாளுமன்றம்	parlamentu
கூட்டம்	zbieranie
கூட்டம்	zgromadzenie
கூட்டம்	zebranie
கூட்டம்	gromadzenie
கூட்டம்	spotkania
கூட்டம்	posiedzenie
கூட்டம்	zebranie
கூட்டம்	spotkanie
கூட்டம்	tłumy
கூட்டம்	tłum
அலை	fal
அலை	fale
அலை	fala
அலை	fali
அலை	fale
இந்தியன்	indyjskie
இந்தியன்	indian
இந்தியன்	indianin
இந்தியன்	indyjska
இந்தியன்	indyjski
ஆசிரியர்கள்	nauczycielom
ஆசிரியர்கள்	nauczyciele
ஆசிரியர்கள்	nauczycielki
ஆசிரியர்கள்	nauczycieli
ஆசிரியர்கள்	autorzy
ஆசிரியர்கள்	autorów
இலண்டன்	londynu
இலண்டன்	london
இலண்டன்	londynie
இலண்டன்	londyn
பந்து	piłkę
பந்து	ball
பந்து	piłka
பந்து	kula
சாதி	kasty
ஆறுகள்	rzek
ஆறுகள்	rzeki
ஆறுகள்	rivers
வென்றது	wygrane
வென்றது	won
வென்றது	wygrał
சிவ	shiv
சன்	słońce
சன்	sun
சன்	słońca
சன்	słoneczko
கலிபோர்னியா	kalifornii
கலிபோர்னியா	california
கலிபோர்னியா	kalifornia
தத்துவம்	przysłowie
தத்துவம்	filozofia
தத்துவம்	filozofii
தத்துவம்	zasada
இரா	ira
அதிகாரிகள்	funkcjonariusze
அதிகாரிகள்	oficerowie
அதிகாரிகள்	oficerów
அதிகாரிகள்	urzędników
அதிகாரிகள்	urzędnicy
அனைவருக்கும்	każdy
அனைவருக்கும்	wszyscy
மருந்துகள்	prochy
மருந்துகள்	narkotyki
மருந்துகள்	leki
சென்	chen
சென்	sen
சிக்கலான	krytyczne
சிக்கலான	krytyczna
சிக்கலான	krytyczny
சிக்கலான	krytycznych
சாதனை	rekord
சாதனை	zapis
சாதனை	płyta
சாதனை	osiągnięcie
சாதனை	osiągnięcia
சாதனை	osiąganie
அடுக்கு	slot
அடுக்கு	gniazdo
அடுக்கு	warstwa
அடுக்கு	warstwy
பின்னாளில்	pozniej
பின்னாளில்	później
இசுலாம்	islamu
இசுலாம்	islam
மேரி	maryjo
மேரி	maria
மேரி	maryja
மேரி	mary
மேரி	maryi
சோடியம்	sodu
பல்	dentystyczne
பல்	ząb
பல்	zęba
ஓவியங்கள்	obrazy
விரைவாக	szybkie
விரைவாக	szybki
விரைவாக	szybko
விரைவாக	szybkie
விரைவாக	szybki
விரைவாக	szybka
விரைவாக	szybko
விரைவாக	szybko
பண்புகள்	atrybuty
பண்புகள்	atrybutów
பண்புகள்	właściwości
கலந்த	zmieszane
கலந்த	mieszane
கலந்த	mieszana
கலந்த	mieszany
கலந்த	mieszanej
பருவம்	sezonie
பருவம்	sezon
பருவம்	parva
பொருள்கள்	rzeczy
பொருள்கள்	tematy
பொருள்கள்	motywy
பொருள்கள்	obiekty
பொருள்கள்	przedmioty
பொருள்கள்	obiektów
பொருள்கள்	elementy
பொருள்கள்	artykuły
பொருள்கள்	pozycji
பொருள்கள்	przedmioty
பொருள்கள்	pozycje
அடைந்து	osiągnięta
அடைந்து	osiągnięte
அடைந்து	osiągnął
அடைந்து	osiągnięto
அடைந்து	osiągnięty
நெருங்கிய	najbliższy
நெருங்கிய	najbliższych
நெருங்கிய	najbliższe
நெருங்கிய	najbliżej
பரப்பு	powierzchnię
பரப்பு	powierzchni
பரப்பு	powierzchnia
பரப்பு	teren
பரப்பு	powierzchnia
பரப்பு	obszarze
பரப்பு	obszar
ஆய்வாளர்கள்	analityków
ஏதாவது	jakikolwiek
ஏதாவது	dowolny
ஏதாவது	jakiekolwiek
ஏதாவது	coś
வழங்க	zapewnić
வழங்க	zapewniać
ஏற்று	obciążenie
ஏற்று	obciążenia
ஏற்று	ładunek
ஏற்று	mount
ஏற்று	góra
ஏற்று	wywóz
ஏற்று	eksport
ஹென்றி	henryka
ஹென்றி	henryk
ஹென்றி	henry
சுதந்திரம்	swoboda
சுதந்திரம்	freedom
சுதந்திரம்	wolność
சுதந்திரம்	wolności
தலைமையகம்	siedziba
முனிவர்	sage
கட்டிடம்	budowanie
கட்டிடம்	budynek
அணை	tamy
அணை	zapora
அணை	tama
அணை	dam
அணை	wyłączony
அணை	off
அணை	wyłączone
நல்லது	pozytywna
நல்லது	pozytywne
நல்லது	dodatni
நல்லது	pozytywnie
நல்லது	pozytywny
நல்லது	dobre
நல்லது	dobrze
சுற்று	obrót
கருத்தை	komentarz
கருத்தை	komentować
வேறுபாடுகள்	różnice
அழற்சி	zapalnych
அழற்சி	zapalenie
சேர	dołącz
ஐயர்	iyer
தொன்மவியல்	mitologia
தொன்மவியல்	mitologii
மையமாக	średnio
மையமாக	średnie
மையமாக	średni
மையமாக	średnia
முன்னதாக	wczesniej
முன்னதாக	wcześniejszy
முன்னதாக	wcześniej
முன்னதாக	wcześniejsza
முன்னதாக	wcześniejsze
ஆஸ்திரேலிய	australian
ஆஸ்திரேலிய	australii
ஆஸ்திரேலிய	australijski
வடிவங்கள்	figury
வடிவங்கள்	kształty
வடிவங்கள்	wzory
வடிவங்கள்	schematy
வடிவங்கள்	wzorce
வடிவங்கள்	formatów
வடிவங்கள்	formaty
சுய	siebie
குருதி	krwi
குருதி	blood
குருதி	krew
படைப்புகள்	pisma
படைப்புகள்	kreacje
குதிரை	rycerz
குதிரை	rycerze
குதிரை	skoczek
குதிரை	knight
குதிரை	konia
குதிரை	horse
குதிரை	konie
குதிரை	koń
குதிரை	koniu
குதிரை	kucyk
குறைந்து	dół
மத	religijny
மத	religijnych
மத	religia
மத	religijna
மத	religijne
வெளிநாட்டு	zagraniczny
வெளிநாட்டு	zagranicznych
வெளிநாட்டு	obce
வெளிநாட்டு	zagraniczna
வெளிநாட்டு	zagraniczne
சந்திர	chandra
சந்திர	lunar
சந்திர	księżycowy
வண்டி	samochodowe
வண்டி	samochodowych
வண்டி	ciężarówkę
வண்டி	truck
வண்டி	ciężarówki
வண்டி	ciężarówka
வண்டி	wózek
வண்டி	koszyk
வண்டி	koszyka
வண்டி	pojazd
வண்டி	pojazdy
வண்டி	nośnik
வண்டி	pojazdu
ஊர்கள்	miasta
ஊர்கள்	miejscowości
ஊர்கள்	miasteczka
பங்களிப்பு	składki
பங்களிப்பு	składek
பங்களிப்பு	wkłady
பங்களிப்பு	uczestniczyło
பங்களிப்பு	uczestniczył
பங்களிப்பு	udział
பங்களிப்பு	uczestniczyły
பங்களிப்பு	uczestniczyła
அணிகள்	zespoły
அணிகள்	zespołów
அணிகள்	drużyny
அணிகள்	ekipy
கூகிள்	google
பசிபிக்	pacyfiku
பசிபிக்	pacific
பசிபிக்	pacyfik
விதிகள்	zasady
விதிகள்	reguły
விதிகள்	zasadami
விதிகள்	warunki
விதிகள்	terminy
சுல்தான்	sultan
இயல்பு	normalne
இயல்பு	normalnie
இயல்பு	normalny
இயல்பு	normalna
உப்பு	sól
உப்பு	soli
கட்சிகள்	partie
கட்சிகள்	imprezy
கட்சிகள்	przyjęcia
கொள்கைகள்	zasady
கொள்கைகள்	zasadami
கொள்கைகள்	polityki
கொள்கைகள்	zasada
அடைய	osiągać
அடைய	osiągnięcia
அடைய	osiągnąć
விழுக்காடு	procent
விழுக்காடு	odsetek
விழுக்காடு	procent
வலி	ból
வலி	bólu
வலி	bóle
வலி	cierpienie
வலி	bolesna
வலி	bolesny
வலி	bolesne
குறைவு	niska
குறைவு	niskie
குறைவு	niski
குறைவு	low
குறைவு	nisko
குறைவு	mniejsza
குறைவு	mniej
நடைமுறையில்	praktycznie
நிரல்	programu
நிரல்	program
நிரல்	programy
பிரேசில்	brazylia
வருகை	obecność
வருகை	uczestnictwo
வருகை	zwiedzanie
வருகை	odwiedziny
வருகை	odwiedza
வருகை	odwiedziny
வருகை	wizyta
வருகை	wizyty
வருகை	dociera
வருகை	przybędzie
வருகை	przybywa
அரிய	rzadka
அரிய	rzadkość
அரிய	rzadkie
அரிய	rzadki
அரிய	rzadko
லாஸ்	los
லாஸ்	las
பிரிந்து	rozdzielone
பிரிந்து	oddzielone
தீவிர	poważna
தீவிர	poważne
தீவிர	poważny
கொழுப்பு	gruba
கொழுப்பு	tłuszczu
கொழுப்பு	grubo
கொழுப்பு	fat
கொழுப்பு	tłuszcz
கொழுப்பு	gruby
குழாய்	rura
குழாய்	fajkę
குழாய்	rurki
குழாய்	rurka
கொடுக்கும்	oddaje
கொடுக்கும்	nadaje
கொடுக்கும்	daje
தனியாக	samotnie
தனியாக	sama
தனியாக	sam
யாரும்	nikt
தடுப்பு	areszt
தடுப்பு	zatrzymania
தடுப்பு	zatrzymanie
தற்பொழுது	teraz
மைசூர்	mysore
வீச்சு	zasięg
வீச்சு	zakres
வீச்சு	zasięgu
வீச்சு	przedział
வீச்சு	odległość
உயிரினங்கள்	organizmy
உயிரினங்கள்	organizmów
உயிரினங்கள்	istoty
உயிரினங்கள்	stworzenia
உயிரினங்கள்	stwory
இறந்தார்	zmarł
கூடுதலான	dodatkowa
கூடுதலான	dodatkowe
கூடுதலான	dodatkowy
நீல	blue
நீல	niebieski
நீல	niebieska
நீல	niebieskie
நாடகங்கள்	dramaty
கப்பல்கள்	okręty
கப்பல்கள்	statki
கப்பல்கள்	rejsy
வெளிப்புற	odkrytym
வெளிப்புற	odkryty
வெளிப்புற	zewnętrzne
தெளிவாக	wyraźnie
தெளிவாக	najwyraźniej
அரை	grind
அரை	pół
அரை	połowa
ஏக்கர்	acre
தெரியும்	widoczna
தெரியும்	widoczny
தெரியும்	widoczne
தெரியும்	wiedziałem
தெரியும்	know
தெரியும்	wie
நடை	styl
நடை	style
நடை	spacer
நடை	chodzić
நடை	walk
திருமண	ślub
திருமண	wesele
திருமண	weselny
நெல்	nell
நெல்	ryż
நெல்	ryżu
நெல்	nel
நெல்	paddy
டச்சு	dutch
டச்சு	holenderskie
டச்சு	holenderski
ஆரணி	arni
காட்டு	pokaż
காட்டு	pokaz
காட்டு	wyświetlacz
காட்டு	wyświetlanie
காட்டு	wyświetlania
காட்டு	widok
காட்டு	zobacz
ஏறக்குறைய	prawie
முறையான	właściwa
முறையான	właściwe
முறையான	ważny
முறையான	ważne
முறையான	ważność
முறையான	poprawny
முறையான	ważna
முறையான	ważność
மார்க்	znak
மார்க்	oznacz
மார்க்	zaznacz
மார்க்	marka
மார்க்	mark
பேரரசர்	imperator
பேரரசர்	cesarzem
பேரரசர்	cesarza
பேரரசர்	cesarz
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	uprawiane
கோல்	cole
கோல்	bramka
கோல்	gol
கோல்	cel
நேரு	nehru
குஜராத்	gujarat
கருத்துக்கள்	uwagi
கருத்துக்கள்	komentarzy
கருத்துக்கள்	komentarze
அருள்	przysługi
அருள்	przysługę
வெறும்	plain
வெறும்	tylko
முயற்சிகள்	wysiłek
முயற்சிகள்	starania
முயற்சிகள்	wysiłki
முயற்சிகள்	próby
கோபுரம்	wieża
கோபுரம்	tower
கோபுரம்	wieży
அரண்மனை	pałac
அரண்மனை	pałacu
அரண்மனை	palace
வெற்றிகரமாக	pomyślnie
வெற்றிகரமாக	skutecznie
ஆகஸ்டு	sierpnia
ஆகஸ்டு	augusta
ஆகஸ்டு	august
ஆகஸ்டு	sierpień
பெரு	peru
அறை	cela
அறை	celi
அறை	pomieszczenie
அறை	pokój
மணம்	pachnące
மணம்	zapach
நிறை	mass
நிறை	masie
நிறை	masy
நிறை	masa
நிறை	msza
மோசமான	źle
மோசமான	bad
மோசமான	zła
மோசமான	złe
மோசமான	zły
மோசமான	najgorsza
மோசமான	najgorszy
மோசமான	najgorzej
மோசமான	najgorsze
மோசமான	paskudny
மோசமான	paskudne
மை	atrament
மை	tusz
எரிபொருள்	paliwo
எரிபொருள்	paliwa
இறந்து	die
இறந்து	zmarł
இறந்து	martwa
இறந்து	martwe
இறந்து	martwy
இறந்து	dead
வலை	web
வலை	sieć
வலை	oczek
வலை	siatki
வலை	siatka
வலை	oczka
நுரையீரல்	lung
நுரையீரல்	płuca
நுரையீரல்	płuco
நுரையீரல்	płuc
நுரையீரல்	płuca
நுரையீரல்	płuc
பிறந்து	urodzony
பிறந்து	urodzona
பிறந்து	urodzone
கொரியா	korea
காடு	lasy
காடு	leśne
காடு	lasu
காடு	leśny
காடு	las
காடு	dżungli
காடு	dżungla
சீக்கிய	sikh
மண்டல	regionalnych
மண்டல	regionalne
மண்டல	regionalny
மண்டல	regionalna
கங்கை	gangesu
லீ	lee
கணிதம்	matematyki
கணிதம்	matematyka
கணிதம்	matematykę
கணிதம்	matematyki
கணிதம்	matematyka
கணிதம்	matematyki
கணிதம்	matematyka
பூமி	earth
பூமி	ziemi
பூமி	ziemia
கணக்கு	konto
கணக்கு	rachunek
கணக்கு	konta
ஏர்	pług
ஏர்	powietrza
ஏர்	powietrze
ஏர்	air
அறிகுறிகள்	symptomy
அறிகுறிகள்	objawami
அறிகுறிகள்	objawy
அறிகுறிகள்	znaków
அறிகுறிகள்	znaki
அறிகுறிகள்	oznaki
அனுப்பி	wysłany
அனுப்பி	wysłane
அனுப்பி	wysłano
அதிகரிக்கும்	zwiększenie
அதிகரிக்கும்	wzrost
நீதிபதி	judge
நீதிபதி	sędziego
நீதிபதி	sędzia
உணர்வு	uczucie
உணர்வு	czucie
சூப்பர்	super
பொன்	złote
பொன்	golden
பொன்	złoty
பொன்	złota
பல்கலைக்கழகங்கள்	uniwersytety
பல்கலைக்கழகங்கள்	uniwersytetów
பல்கலைக்கழகங்கள்	uczelnie
ஆக்சைடு	tlenku
ஆக்சைடு	tlenek
அறிவியலாளர்கள்	intelektualistów
எழுதும்	spalanie
எழுதும்	pali
எழுதும்	płonie
எழுதும்	palenie
எழுதும்	spalenie
எழுதும்	pieczenie
பாப்	pap
பாப்	bob
பாப்	boba
பாப்	pop
ஆயர்	ayer
மாநிலங்கள்	stany
மாநிலங்கள்	stanów
உருவாகிறது	stanowiących
மனிதர்	ludzkie
மனிதர்	ludzka
மனிதர்	ludzki
மனிதர்	człowiek
மனிதர்	human
மனிதர்	człowieka
தளபதி	dowódca
எடுத்த	zabrał
எடுத்த	wzięła
எடுத்த	wziął
ராணி	królowej
ராணி	królowa
ராணி	queen
ராணி	królowo
ராணி	królową
ராணி	rani
நெதர்லாந்து	niderlandy
நெதர்லாந்து	holandii
நெதர்லாந்து	holandia
உரையாடல்	dialogu
உரையாடல்	dialog
உரையாடல்	interakcje
உரையாடல்	współdziałanie
உரையாடல்	interakcji
உரையாடல்	rozmowę
உரையாடல்	rozmowy
உரையாடல்	rozmowa
உரையாடல்	konwersacji
திரும்ப	wróć
திரும்ப	zwrot
திரும்ப	zamian
திரும்ப	powrót
வீடுகள்	domy
வீடுகள்	willi
வீடுகள்	wille
திரை	ekran
திரை	ekranu
திரை	ekranie
நடனம்	dance
நடனம்	tańcz
நடனம்	taniec
கிளை	drzewo
கிளை	drzewko
கிளை	drzewa
கிளை	gałęzi
கிளை	gałąź
கிளை	oddział
கிளை	branch
அகராதி	leksykon
அகராதி	słownik
அகராதி	słownika
முன்னால்	front
முன்னால்	przodu
முன்னால்	przód
கண்ணாடி	szkła
கண்ணாடி	szklanka
கண்ணாடி	szkło
கண்ணாடி	szklana
கண்ணாடி	lustro
கண்ணாடி	lusterko
கண்ணாடி	okulary
கண்ணாடி	kieliszki
கண்ணாடி	szklanki
பட்டியல்கள்	listy
பட்டியல்கள்	wykazy
குறியீடுகள்	kodów
குறியீடுகள்	kody
குறியீடுகள்	znaczniki
துறைகள்	departamentów
துறைகள்	działy
அம்சங்கள்	cechy
அம்சங்கள்	funkcje
அம்சங்கள்	właściwości
செயல்திறன்	wykonanie
செயல்திறன்	skuteczność
செயல்திறன்	występ
செயல்திறன்	wydajność
செயல்திறன்	wydajności
மேற்கோள்	cytuję
மேற்கோள்	cytat
மேற்கோள்	odniesienie
மேற்கோள்	referencyjne
மேற்கோள்	odniesienia
ஓரளவு	nieco
தொகுத்து	hosting
பூமியின்	earth
பூமியின்	ziemi
பூமியின்	ziemia
வாயில்	bramka
வாயில்	brama
வாயில்	bramy
வாயில்	bramę
வாயில்	gate
வாயில்	wrota
குறை	wrodzonym
குறை	wrodzone
குறை	zmniejszyć
குறை	zmniejszenia
குறை	zredukować
குறை	zmniejszyć
குறை	spadek
குறை	zmniejszenie
தொடர்ச்சியான	ciągła
தொடர்ச்சியான	ciągłe
தொடர்ச்சியான	ciągły
தொடர்ச்சியான	ciągłego
மரணம்	śmierci
மரணம்	death
மரணம்	śmierć
விளக்க	wyjaśnij
விளக்க	wyjaśnić
பெருங்கடல்	oceanu
பெருங்கடல்	ocean
மொழியியல்	językoznawstwo
மாநிலங்களில்	stany
மாநிலங்களில்	stanów
சம	równe
சம	równa
சம	równy
செயல்பாடு	funkcja
செயல்பாடு	funkcje
செயல்பாடு	funkcji
செயல்பாடு	funkcjonowanie
செயல்பாடு	operacja
செயல்பாடு	działanie
செயல்பாடு	operacje
செயல்பாடு	aktywność
செயல்பாடு	działalności
செயல்பாடு	czynność
செயல்பாடு	działalność
செயல்பாடு	aktywności
செயல்பாடுகள்	operacji
செயல்பாடுகள்	operacje
ஆந்திர	andhra
கார்	auto
கார்	samochód
கார்	car
தாய்லாந்து	tajlandia
தாய்லாந்து	tajlandii
விளக்கும்	światła
பக்தி	bhakti
பக்தி	poświęcenie
பக்தி	oddania
பக்தி	oddanie
உலோக	metale
உலோக	metalowe
உலோக	metalowy
உலோக	metal
உலோக	metalowy
உலோக	metalowe
பெறுகிறது	otrzymujących
பெறுகிறது	odbiór
பெறுகிறது	otrzymywanie
பெறுகிறது	odbieranie
ஊடாக	poprzez
ஊடாக	przez
இப்பொழுது	teraz
சீ	chi
சீ	cee
கோப்பு	pliki
கோப்பு	plików
கோப்பு	plik
கோப்பு	pliku
கண்டுபிடிக்கப்பட்டது	odkryte
கண்டுபிடிக்கப்பட்டது	odkrył
கண்டுபிடிக்கப்பட்டது	odkryto
அண்மைய	najnowsze
அண்மைய	ostatnie
அண்மைய	najnowszy
அண்மைய	niedawno
அண்மைய	najnowsze
அண்மைய	ostatnie
அண்மைய	ostatnich
அண்மைய	ostatnio
ராவ்	rao
சட்டங்கள்	ramy
சட்டங்கள்	ramki
சட்டங்கள்	nakładki
சட்டங்கள்	prawa
குண்டு	bomby
குண்டு	bomba
கோவிலில்	świątynia
கோவிலில்	świątynie
கோவிலில்	temple
கோவிலில்	świątyni
வால்	ogon
வால்	tail
வால்	ogonie
வால்	val
மின்சார	elektryczny
மின்சார	elektryczne
மின்சார	elektryczny
மின்சார	elektryczne
மின்சார	electric
மலைகள்	gór
மலைகள்	góry
தேர்தல்கள்	wybory
தேர்தல்கள்	wyborach
தேர்தல்கள்	wyborów
நிற்கும்	stałego
நிற்கும்	stały
நிற்கும்	stojący
நிற்கும்	stoi
நிற்கும்	stojąc
நிற்கும்	stać
நிற்கும்	stoisko
புத்தர்	budda
புத்தர்	buddy
காரணங்கள்	powody
காரணங்கள்	przyczyny
காரணங்கள்	powoduje
காரணங்கள்	przyczyny
காரணங்கள்	przyczyn
நரம்பு	nerwowy
நரம்பு	zdenerwowana
நரம்பு	zdenerwowany
நரம்பு	żyła
நரம்பு	żyły
நரம்பு	nerwy
நரம்பு	nerwów
நரம்பு	nerw
பாதிக்கப்பட்ட	zarażony
பாதிக்கப்பட்ட	zakażonych
பாதிக்கப்பட்ட	dotknięty
பாதிக்கப்பட்ட	dotknięte
பாதிக்கப்பட்ட	ofiarą
பாதிக்கப்பட்ட	ofiary
பாதிக்கப்பட்ட	ofiara
பை	torebka
பை	worek
பை	torba
பை	torbę
பை	torby
பை	ciasto
பை	placek
பை	pie
காட்டி	przeglądarka
காட்டி	widza
அடிகள்	kroków
அடிகள்	stopnie
அடிகள்	etapy
அடிகள்	schody
அடிகள்	kroki
பாறை	rafy
பாறை	rafa
பாறை	skała
பாறை	kamień
பாறை	skały
பாறை	rock
அடைந்தது	osiągnięta
அடைந்தது	osiągnięte
அடைந்தது	osiągnął
அடைந்தது	osiągnięto
அடைந்தது	osiągnięty
விவரம்	opis
விவரம்	szczegół
உள்ளடக்கியது	zawiera
வட்டங்கள்	kółka
வட்டங்கள்	okręgi
வட்டங்கள்	kółko
வட்டங்கள்	kręgi
முதல்வர்	dyrektor
முதல்வர்	główny
தாமஸ்	tomasz
தாமஸ்	tomaszu
தாமஸ்	thomas
தாமஸ்	tomek
பிட்	bit
தலைப்பு	tytuł
தலைப்பு	tytułem
தலைப்பு	podpis
தலைப்பு	opis
புலி	tygrys
புலி	tiger
முதலீடு	inwestować
முதலீடு	zainwestować
முதலீடு	inwestowanie
முதலீடு	inwestycje
முதலீடு	inwestycji
முதலீடு	inwestycja
முதலீடு	inwestycyjne
முதலீடு	inwestowanie
வசித்து	mieszkał
வசித்து	żyła
வசித்து	żył
வசித்து	żyłem
ஏழாம்	siódmy
ஏழாம்	siódmego
ஏழாம்	siódmej
ஏழாம்	siódme
ஏழாம்	siódma
சிறை	więzienia
சிறை	areszt
சிறை	więzienie
சிறை	więzieniu
சிறை	więzienie
கிங்	king
கிங்	króla
கிங்	kinga
கிங்	król
டாலர்	dolar
டாலர்	dolara
வரிகள்	wierszy
வரிகள்	wiersze
வரிகள்	linii
வரிகள்	linijki
வரிகள்	linie
வரிகள்	podatki
வளம்	zasoby
வளம்	zasobów
வளம்	zasób
வளம்	majątek
வளம்	bogactwo
வளம்	bogactwa
வளம்	elastyczność
வளம்	elastyczności
வளம்	płodności
வளம்	płodność
வளம்	zasoby
வளம்	zasobów
வளம்	środki
ஒருங்கிணைந்த	zintegrowana
ஒருங்கிணைந்த	zintegrowane
ஒருங்கிணைந்த	zintegrowany
எருசலேம்	jerozolimy
எருசலேம்	jerozolimie
பார்	patrz
பார்	zobacz
பார்	bar
கடற்படை	navy
கடற்படை	marynarka
கடற்படை	marynarki
பெங்களூர்	bangalore
துறைமுகம்	harbor
துறைமுகம்	portu
துறைமுகம்	port
அடையும்	osiągnie
அடையும்	sięga
அடையும்	osiąga
வணக்கம்	witam
வணக்கம்	cześć
தினம்	dnia
தினம்	dzień
தினம்	dzien
தனிநபர்	indywidualny
தனிநபர்	indywidualne
தனிநபர்	poszczególnych
தனிநபர்	indywidualnie
இதய	serce
இதய	serca
இடைவெளி	break
இடைவெளி	przerwa
இடைவெளி	złamać
இடைவெளி	przestrzeni
இடைவெளி	kosmos
இடைவெளி	przestrzeń
மருத்துவமனை	szpitalu
மருத்துவமனை	szpitalne
மருத்துவமனை	szpital
மருத்துவமனை	klinika
மருத்துவமனை	kliniki
மருத்துவமனை	klinice
தருகிறது	wada
அடக்கம்	pogrzeb
அடக்கம்	pochówku
அடக்கம்	pochówek
பௌத்தம்	buddyzm
தலைமுறை	pokolenie
தலைமுறை	wytwarzanie
தலைமுறை	generacja
தலைமுறை	generowanie
வசிக்கும்	żyjący
