길버트	gilbert
트럼프	trump
갈릴레이	galilei
브룩	brooke
브룩	brook
브룩	ruisseau
카이사르	caesar
카이사르	césar
아름답다	beau
아름답다	superbe
아름답다	magnifiques
아름답다	magnifique
아름답다	belle
단자	connecteurs
단자	connecteur
역설	paradoxale
역설	paradoxe
역설	paradoxal
역설	paradoxes
역설	paradoxes
불행한	mécontent
불행한	malheureux
불행한	malheureuses
불행한	malheureuse
불행한	malheureux
불행한	regrettable
불행한	fâcheux
불행한	malheureuse
안도라	andorra
안도라	andorre
안도라	andorran
마리야	marie
띄어쓰기	interligne
띄어쓰기	espacement
폐기물	déchets
폐기물	gaspillages
폐기물	gaspillage
폐기물	déchet
폐기물	déchets
허가서	permis
허가서	licences
허가서	licence
호위함	frégate
어린시절	enfance
어메이징	incroyable
어메이징	extraordinaire
어메이징	amazing
어메이징	étonnant
브렛	brett
알토	alto
올리비아	olivia
브라질리아	brasilia
브라질리아	brasília
칼데라	caldera
켄타	kenta
급한	urgent
급한	urgents
급한	urgentes
급한	urgente
솔리드	solides
솔리드	massif
솔리드	solide
캐머런	cameron
눈물이	larmes
눈물이	pleurs
단순하게	simplement
의사소통	communication
충전	charge
충전	recharger
충전	recharge
넓이	large
넓이	vaste
베스	beth
임상	clinique
임상	cliniques
전세	affrètement
전세	charter
전세	charte
전세	chartes
몽키	macaque
몽키	singes
몽키	monkey
몽키	singe
터빈	turbine
터빈	turbines
사슴	cerf
사슴	cerfs
사슴	daim
사슴	biche
사슴	chevreuil
시에라	sierra
로건	logan
카와시마	kawashima
기독교인	chrétiens
소원	souhait
소원	voeu
소원	souhaite
소원	souhaiter
소원	voeux
소원	désirs
소원	souhaits
소원	souhaite
소원	vœux
수다	bavarde
수다	bavard
병행	concurrentes
병행	concomitante
병행	simultanées
병행	simultané
병행	simultanée
존경하는	respectés
존경하는	respecté
존경하는	respectée
존경하는	respectées
비례	proportionnels
비례	proportionné
비례	proportionnel
비례	proportionnelle
비례	proportionnalité
비례	proportions
비례	proportion
런타임	runtime
런타임	exécutable
반박	réfutation
반박	réfuter
반박	réfuter
베스트셀러	bestseller
베스트셀러	bestsellers
모니터링	surveillés
모니터링	surveillée
모니터링	surveillé
모니터링	surveillance
모니터링	suivi
모니터링	moniteurs
모니터링	surveiller
모니터링	moniteur
오크	orcs
오크	orc
오크	orques
엣지	bord
엣지	bordure
엣지	arête
엣지	edge
하모니카	harmonica
파이썬	python
쓸데없는	inutile
쓸데없는	inutilisable
쓸데없는	inutilité
쓸데없는	inutiles
난이도	difficulté
난이도	difficultés
오구라	ogura
브룩스	brooke
브룩스	ruisseaux
브룩스	brooks
나뭇잎	feuilles
나뭇잎	feuille
나뭇잎	leaf
나뭇잎	feuilles
현관	véranda
현관	porche
미니애폴리스	minneapolis
스바루	subaru
사담	saddam
팟캐스트	podcast
팟캐스트	podcasts
파라	farah
아이디어	idées
아이디어	idée
관습	coutumes
관습	douanes
관습	douane
관습	douanières
관습	douanier
관습	coutumier
관습	coutumières
캐롤라이나	caroline
캐롤라이나	carolina
인터랙티브	interactivité
인터랙티브	interactif
인터랙티브	interactives
인터랙티브	interactive
인터랙티브	interactifs
부상당한	blessé
부상당한	blessée
부상당한	blessées
부상당한	blessés
페널티	pénalités
페널티	peine
페널티	pénalité
페널티	sanction
합금	alliage
합금	alliages
합금	alliage
케이시	casey
기꺼이	volontiers
퍼거슨	ferguson
수사관	enquêteurs
우회	détour
우회	déviation
우회	détours
우회	contourner
우회	contournement
우회	dérivation
우회	pontage
드레이크	drake
애니멀	animale
애니멀	animal
죄수	prisonnières
죄수	prisonniers
죄수	détenus
기증	dons
기증	don
기증	donation
훔볼트	humboldt
맬컴	malcolm
푸틴	poutine
푸틴	putin
패킷	paquets
패킷	sachets
아카기	akagi
다카기	takagi
공학자	ingénieur
프리덤	liberté
서킷	circuit
요시키	yoshiki
유야	yuya
동지	solstice
동지	camarade
동지	camarades
메이슨	maçon
메이슨	mason
결정하기	décider
결정하기	décide
결정하기	décident
결정하기	décidez
침묵	silences
침묵	silencieuse
침묵	muet
침묵	silencieux
침묵	silencieuses
침묵	silences
침묵	silence
중성	neutre
중성	neutres
중성	neutralité
헌트	hunt
헌트	pourchasser
헌트	chasser
헌트	chasse
괴산	enlevées
괴산	enlevée
괴산	enlevé
괴산	enlevés
부등식	inégalités
부등식	inégalité
벵골	bengali
벵골	bengale
여자들	femmes
여자들	féminin
여자들	femme
융합	fusion
융합	fusionnée
비틀즈	beatles
니코	niko
니코	nico
장화	bottines
장화	boots
장화	bottes
스나이퍼	snipers
스나이퍼	tireur
스나이퍼	sniper
버팔로	buffle
버팔로	buffles
버팔로	buffalo
버팔로	bisons
버팔로	bison
커리어	carrière
커리어	carrière
커리어	carrières
공구	outil
공구	outillage
공구	outillages
일자리	emploi
일자리	emplois
프로스트	gelées
프로스트	givré
프로스트	frost
프로스트	givre
프로스트	gelée
셰인	shane
크릭	crick
둥지	nids
둥지	nest
둥지	nid
둥지	nids
아바타	avatar
일시적	temporairement
일시적	provisoirement
일시적	momentanément
일시적	provisoire
일시적	temporaires
일시적	temporaire
맥도널드	mcdonald
맥도널드	macdonald
마늘	ail
절벽	falaises
절벽	falaises
절벽	falaise
절벽	cliff
유머	humour
유머	humeur
유머	humour
박쥐	bat
박쥐	batte
박쥐	chauves
박쥐	battes
올림푸스	olympe
올림푸스	olympus
빙하	glaciers
푸앵카레	poincaré
듀엣	duo
스타킹	bas
발광	lumineuse
발광	lumineuses
발광	lumineux
발광	luminescence
콤플렉스	complexe
콤플렉스	complexes
빈곤	pauvreté
럭셔리	luxe
보츠와나	botswana
물결	ondulations
물결	vague
물결	onde
스트레이트	hétéro
이탈리아인	italiens
이탈리아인	italiennes
이탈리아인	italienne
이탈리아인	italien
이탈리아인	italiens
생태계	écosystèmes
생태계	écosystème
생태계	écosystèmes
듀티	devoir
홀리	holly
로체스터	rochester
무작위	random
무작위	hasard
무작위	aléatoire
무작위	aléatoires
발렌타인	valentin
발렌타인	valentine
처칠	churchill
랜스	lance
보손	bosons
엑셀	excelle
엑셀	excel
서스펜션	suspension
서스펜션	sursis
서스펜션	suspendre
서스펜션	suspendu
서스펜션	suspensions
투자가	investisseurs
투자가	investisseur
스킨	peau
니노미야	ninomiya
지배자	dominante
지배자	dominant
퇴장	éjection
헬레나	hélène
헬레나	helena
이사벨라	isabella
이사벨라	isabelle
각도	angle
도망자	fugitifs
도망자	fugitive
도망자	fugitif
파이트	combats
토네이도	tornades
토네이도	tornade
습지	marécage
습지	marais
습지	marsh
습지	marécages
열쇠	clés
열쇠	clefs
봄바디어	bombardier
아들들	fils
아들들	sons
구두	chaussure
구두	soulier
시리얼	serial
시리얼	série
시리얼	céréale
시리얼	céréales
시리얼	céréale
시리얼	céréales
예언	prophéties
예언	prophètes
예언	prophétie
예언	prophéties
점화	allumage
점화	inflammation
프레스	appuyez
프레스	presse
마스터스	masters
마스터스	capitaines
마스터스	maîtres
마스터스	maitre
마스터스	master
마스터스	maître
토양	terre
토양	sols
토양	sol
레이첼	rachel
레이첼	rachael
아론	aaron
아론	aron
신념	faith
신념	foi
신념	croyances
신념	croyance
신념	croire
신념	croyance
얼티밋	ultimes
얼티밋	ultimate
얼티밋	ultime
변조	modulation
플라즈마	plasma
복음	évangile
복음	évangélique
복음	evangile
우표	cachet
우표	timbre
우표	timbres
우표	poinçon
우표	tampon
우표	affranchissement
우표	timbres
우표	cachets
우표	tampons
조앤	joan
일본항공	jal
히사시	hisashi
이온화	ionisation
오리온자리	orion
소수점	décimale
소수점	décimal
소수점	décimales
타악기	percussions
타악기	percussion
썬더	thunder
썬더	tonnerre
마샬	marshall
라이징	hausse
라이징	rising
라이징	montante
셰이크	cheikh
셰이크	sheikh
셰이크	cheik
셰이크	cheikh
셰이크	cheik
아이카와	aikawa
창문	hublot
창문	vitre
창문	fenetre
창문	fenêtre
창문	fenêtres
댄싱	danse
댄싱	danses
댄싱	danser
댄싱	dansant
저수지	réservoirs
저수지	réservoir
슈가	sucre
슈가	sucres
관리하기	gérer
불쾌한	désagréables
불쾌한	déplaisant
불쾌한	désagréable
불쾌한	déplaisante
버뮤다	bermudes
피사	pise
피사	pisa
체스터	chester
리오넬	lionel
판도라	pandore
판도라	pandora
인터럽트	interrompre
인터럽트	interruption
인터럽트	interruptions
인터럽트	interruptions
인터럽트	interrompt
매스	masse
매스	messe
인디애나폴리스	indianapolis
주님	lord
주님	seigneur
마돈나	madone
마돈나	madonna
반영	reflètent
반영	refléter
반영	reflet
반영	réflexion
반영	reflets
미화	usd
미화	us$
인플루엔자	influenza
인플루엔자	grippe
인플루엔자	grippe
자바스크립트	javascript
마르티네스	martinez
마르티네스	martínez
전시관	expositions
전시관	exposition
콜롬보	colombo
암살자	assassins
암살자	assassin
암살자	assassine
알랭	alain
코스모스	cosmos
더럼	durham
세타	theta
세타	seta
시아파	chiite
시아파	chiites
요시노리	yoshinori
궁궐	palais
궁궐	palace
미묘한	subtilement
미묘한	subtil
미묘한	subtile
퓨전	fusion
랭커스터	lancaster
일하기	travaillant
일하기	travailler
프레이저	fraser
마커스	marcus
슈테판	stéphane
슈테판	stefan
슈테판	stéphane
슈테판	stephan
사보이	savoie
사보이	savoy
애비뉴	avenue
다운타운	downtown
입법부	législatif
입법부	législateur
입법부	législature
알칼리	alcalins
알칼리	alcalines
알칼리	alcalin
알칼리	alcaline
바라며	espérant
바라며	espérer
기쁨	joy
기쁨	joie
기쁨	délices
기쁨	plaisirs
기쁨	plaisir
기쁨	plaisirs
오자키	ozaki
뉴펀들랜드	neuve
헌장	affrètement
헌장	charter
헌장	charte
헌장	chartes
클러스터	cluster
클러스터	amas
클러스터	amas
클러스터	grappes
핼리팩스	halifax
첸나이	chennai
프록시	mandataires
프록시	mandataire
프록시	proxy
프록시	procuration
바스	bains
바스	baignoire
바스	bain
바스	bath
핵분열	fission
인피니트	infinie
인피니트	infinies
인피니트	infini
아무나	quiconque
스텔라	stella
릴리즈	release
릴리즈	libération
릴리즈	libèrent
릴리즈	communiqués
릴리즈	rejets
제라드	gerrard
제라드	gérard
제라드	gerard
모금	collecte
모금	financement
아바스	abbas
궁수자리	sagittaire
클레오파트라	cléopâtre
시편	psaume
시편	psaumes
시편	psaumes
시편	psaume
잉카	inca
잉카	incas
카라카스	caracas
도도	degrés
도도	diplômes
도도	degré
서식	formater
서식	formatage
산토스	santos
크라쿠프	cracovie
산책	marche
산책	promenade
산책	balade
산책	marcher
플라잉	volants
플라잉	battant
플라잉	volant
플라잉	voler
추첨	tirage
추첨	dessine
추첨	dessiner
추첨	faucher
추첨	moisson
추첨	récolter
제롬	jérôme
제롬	jerome
패트리어트	patriote
패트리어트	patriotes
패트리어트	patriotique
패트리어트	patriot
미학	esthétique
미학	esthétiques
미학	esthétique
미학	esthétiques
물품	marchandises
물품	marchandise
물품	biens
그리기	tirage
그리기	dessine
그리기	dessiner
그리기	dessin
그리기	tirage
그리기	dessiner
헤라클레스	hercules
헤라클레스	hercule
쥐라기	jurassic
용품	approvisionnement
용품	fournitures
콘스탄티노스	constantin
콘스탄티노스	constantine
서포터	partisan
서포터	supporter
하코네	hakone
마술	sorcellerie
마술	magie
마술	magic
마술	magique
부담	fardeau
각색	adaptations
폭력적인	violentes
폭력적인	violent
폭력적인	violents
폭력적인	violente
그리니치	greenwich
매운	piquant
매운	épicée
매운	épicé
매운	piquante
바리톤	baryton
허락	autorisation
허락	permission
네덜란드인	hollande
네덜란드인	hollandaise
네덜란드인	néerlandaise
네덜란드인	néerlandais
네덜란드인	hollandais
본드	cautionnement
본드	caution
본드	bond
섹터	secteur
섹터	sectoriel
섹터	secteurs
우주인	astronaute
우주인	astronautes
장벽	entraves
장벽	obstacles
장벽	barrières
장벽	barrière
비와	biwa
강조	souligner
강조	emphase
강조	soulignant
강조	intensités
강조	intensité
리브	liv
리브	reeve
탐구	enquêtes
탈선	déraillé
탈선	déraillement
트라이스타	tristar
포춘	fortune
수염	barbu
수염	barbes
수염	barbe
미쳐	dingue
미쳐	fou
미쳐	fous
미쳐	cinglé
미쳐	folle
트리오	trio
카네코	kaneko
본질	essence
리젠시	régence
리젠시	regency
돼지고기	porc
까다로운	délicate
까다로운	délicat
욕망	désir
욕망	désirs
욕망	désirer
욕망	désir
욕망	luxure
욕망	désirs
매뉴얼	manuel
매뉴얼	manual
매뉴얼	manuels
매뉴얼	manuelle
챌린저	challenger
챌린저	challengers
킹덤	royaume
카노	kano
안전성	sûreté
안전성	sécurité
안전성	securite
우산	parapluie
우산	parasol
우산	ombrelle
우산	parapluies
예매	réservation
예매	réserver
예매	réservations
삼각	triangulaires
삼각	triangulaire
보두앵	baudouin
보두앵	baldwin
남방	méridional
남방	méridionale
서커스	cirque
서커스	cirques
서커스	cirques
컴파일	compile
컴파일	compilation
컴파일	compiler
컴파일	compilés
컴파일	compilé
컴파일	compilées
컴파일	compilation
컴파일	recueil
컴파일	compilation
컴파일	compiler
이브라힘	ibrahim
볼링	quilles
볼링	bowling
초과	dépasse
초과	excède
초과	excès
초과	excédentaires
초과	excédent
초과	dépassée
초과	dépassé
초과	dépassés
향수	nostalgie
향수	nostalgique
향수	senteurs
향수	parfums
향수	nostalgie
향수	nostalgique
향수	arôme
향수	senteurs
향수	parfum
향수	parfums
향수	parfums
향수	parfumerie
향수	parfum
브라질인	brésiliens
국민투표	referendum
국민투표	référendum
페가수스자리	pegasus
페가수스자리	pégase
가와구치	kawaguchi
서스펜스	suspens
서스펜스	suspense
셀틱	celtique
셀틱	celtic
실무	pratique
수니파	sunnites
수니파	sunnite
케이타	keita
술집	pubs
술집	pub
이더넷	ethernet
포브스	forbes
돌고래	dauphins
돌고래	dauphin
돌고래	dauphins
고소	accusation
고소	accusations
고소	sue
퍼시	percy
실비아	sylvia
실비아	sylvie
실비아	silvia
에볼루션	evolution
에볼루션	évolution
올림피아	olympia
동행	accompagner
비문	inscription
지니	génie
지니	ginny
귄터	günter
권장	recommandés
권장	conseillé
권장	recommandée
권장	recommandé
권장	recommandées
부관	adjoint
부관	député
부관	adjointe
부관	posthume
조슈아	joshua
우즈	woods
가이아	gaia
사카타	sakata
신탁	trust
신탁	fiducie
신탁	confiance
엉덩이	ass
엉덩이	cul
엉덩이	fesses
엉덩이	hip
엉덩이	hanches
엉덩이	branché
엉덩이	hanche
엉덩이	fesse
엉덩이	fesses
엉덩이	hanches
엉덩이	fesse
엉덩이	cul
엉덩이	fesses
빌뉴스	lituanie
빌뉴스	vilnius
가르침	enseignement
가르침	enseignements
웍스	travaux
웍스	œuvres
웍스	oeuvres
웍스	wok
가쓰라	katsura
마쓰우라	matsuura
셀프	cell
셀프	cellules
셀프	cellule
가봉	gabon
칙령	édit
셔먼	sherman
인테리어	interieur
인테리어	intérieur
인테리어	intérieurs
인테리어	intérieurs
상어	requins
상어	requin
상어	requins
상어	requin
상어	shark
블룸	fleurir
블룸	floraison
블룸	bloom
근로자	ouvriers
근로자	travailleurs
근로자	travailleur
근로자	travailleuse
근로자	ouvrier
응답	répondez
응답	réponses
응답	réponses
응답	réponse
응답	répondez
응답	répondre
응답	reponse
응답	réponse
응답	réplique
응답	répondez
응답	répondre
응답	reponse
응답	réponse
응답	réaction
대략적인	approximative
대략적인	approximatif
대략적인	approximativement
저널리즘	journalisme
저널리즘	journalistique
조립	assembler
조립	assemblées
조립	assemblé
조립	assemblés
텅스텐	tungstène
카불	kaboul
앵글로	anglo
로사리오	rosario
장점	mérites
장점	avantages
장점	atouts
장점	avantage
오렌지색	orange
오렌지색	orangé
오렌지색	oranges
내시	nash
이륙	décollage
검사관	inspectrice
검사관	inspecteur
등대	phare
제이콥	jacob
차이콥스키	tchaïkovski
차이콥스키	tchaikovsky
우디	woody
우디	boisé
던지기	jeter
디럭스	luxe
디럭스	deluxe
브롱크스	bronx
상상	imagination
상상	imaginaire
상상	imaginaires
상상	imaginée
상상	imaginé
상상	imaginez
상상	imagines
상상	imaginons
상상	imaginer
상상	imagine
밀스	fraises
밀스	mills
밀스	moulins
밀스	broyeurs
카르타고	carthage
통계학	statistiques
통계학	statistique
통계학	statistique
커넥션	raccordements
커넥션	connexions
커넥션	branchement
커넥션	raccordement
커넥션	connexion
서프라이즈	surprise
서프라이즈	surprenant
서프라이즈	surpris
서프라이즈	surprendre
서프라이즈	surprises
픽션	fictions
픽션	fiction
학업	académiques
학업	universitaire
학업	universitaires
학업	académique
호화	luxueuses
호화	luxueux
호화	luxueuse
포츠담	potsdam
혐오	dégoût
혐오	dégoûté
혐오	dégoûtée
혐오	haine
혐오	déteste
혐오	détester
혐오	haine
혐오	haineux
혐오	haïr
블라인드	aveugle
블라인드	blind
블라인드	aveugles
블라인드	rideaux
블라인드	stores
블라인드	volets
블라인드	store
등산	escalade
등산	grimper
등산	alpinisme
혼슈	honshu
착용	usure
레베카	rebecca
천장	plafond
천장	plafonds
천장	plafonds
페라리	ferrari
슈트라우스	strauss
아우크스부르크	augsbourg
하든	durcir
하든	harden
옴니아	omnia
모리셔스	maurice
모리셔스	mauricien
모리셔스	mauricienne
신용카드	crédit
달팽이	escargots
달팽이	limace
달팽이	escargot
달팽이	escargots
소중히	chéris
가상화	virtualisation
대리석	bille
대리석	marbres
대리석	marbre
대리석	billes
대리석	marbres
노르만	norman
노르만	normand
노르만	normands
노르만	normande
계란	œufs
계란	oeufs
계란	ovule
계란	œuf
계란	œufs
계란	oeuf
계란	oeufs
렉스	rex
자비	pitié
자비	miséricorde
자비	clémence
자비	mercy
재개발	réaménagement
핸드	main
핸드	hand
외모	apparitions
외모	apparences
외모	apparence
외모	apparition
외모	aspect
보행자	piéton
보행자	piétons
보행자	piétonne
보행자	piétons
보행자	piéton
실외	extérieurs
실외	extérieur
실외	extérieure
이르쿠츠크	irkoutsk
미네르바	minerva
당구	billard
당구	billard
노블	noble
노블	nobles
노블	noblesse
형제들	freres
형제들	frères
형제들	brothers
행진곡	marche
행진곡	mars
사치코	sachiko
외로운	solitude
외로운	solitaire
외로운	solitaires
라벨	labels
라벨	étiquettes
라벨	libellés
라벨	libellé
라벨	label
라벨	étiquette
라벨	étiquettes
트레이시	tracy
팔이	bras
팔이	arm
프레스턴	preston
벽돌	briques
벽돌	brick
벽돌	briques
벽돌	brique
라이	lai
파라나	parana
폴란드인	pôles
폴란드인	poteaux
폴란드인	mâts
폴란드인	polonais
백금	platine
백금	platinum
하인	serviteur
하인	servante
미완성	inachevée
미완성	inachevé
캘린더	calendriers
캘린더	agenda
캘린더	calendrier
캘린더	calendriers
사이공	saigon
오타쿠	otaku
재규어	jaguars
재규어	jaguar
걷기	marche
걷기	marcher
걷기	promenades
걷기	balades
걷기	marchaient
걷기	marche
걷기	promenade
걷기	balade
걷기	marcher
카를스루에	karlsruhe
사바나	savannah
사바나	savane
바지	pantalon
바지	pantalons
바지	pantalon
바지	pantalons
라플라스	laplace
설득	persuadée
설득	persuadé
설득	persuasion
설득	persuader
설득	persuade
설득	convaincre
설득	convainc
광업	minier
광업	mines
광업	minière
페가수스	pegasus
페가수스	pégase
부트	démarrer
부트	botte
부트	amorcer
애슬론	athlon
써니	ensoleillées
써니	ensoleillé
써니	ensoleillée
타타르	tatars
타타르	tatar
니카라과의	nicaraguayen
니카라과의	nicaragua
아크라	accra
어려움	difficulté
어려움	difficultés
어려움	difficultés
어려움	difficiles
어려움	difficile
껍질	coquillage
껍질	coquille
껍질	shell
껍질	éplucher
껍질	peel
오르기	grimper
네트워킹	réseaux
네트워킹	réseautage
네트워킹	réseau
완화	atténuer
완화	atténuation
완화	atténuantes
완화	atténuer
완화	assouplissement
그리드	grid
그리드	quadrillage
그리드	grille
그리드	grilles
부록	appendice
부록	annexe
부록	annexes
부록	appendices
클랜시	clancy
파이어니어	pionnier
파이어니어	pioneer
파이어니어	pionniers
파이어니어	pionnière
탱고	tango
윌리스	willis
회귀	régression
회귀	régressions
언리얼	irréel
떠나기	congés
떠나기	quitter
떠나기	laisser
떠나기	partir
떠나기	congé
떠나기	quitter
떠나기	quittant
푸리에	fourier
농도	concentrations
농도	concentration
농도	profondeur
농도	profondeurs
코코	nez
코스타	costa
슬롯	slot
슬롯	fente
슬롯	créneaux
슬롯	fentes
폴라	paula
다이오드	diode
다이오드	diodes
다이오드	diodes
엘레나	elena
샘플링	échantillon
샘플링	échantillons
샘플링	prélèvements
샘플링	échantillonnage
샘플링	prélèvement
지평선	horizons
지평선	horizon
팬더	panda
팬더	pandas
팬더	panthère
팬더	panthères
팬더	panther
튜브	tube
튜브	tubes
홍대	hong
원더	émerveillement
원더	merveille
원더	wonder
카트	chariot
카트	panier
카트	charrette
레저	loisirs
레저	loisir
마르코프	markov
직위	position
직위	positions
비아	via
진흙	boue
브리타니아	britannia
쿼터	quart
쿼터	trimestre
추론	déduire
추론	inférence
추론	raisonnement
추론	raisonnements
헐리우드	hollywood
케리	kerry
모모	momo
적응	adapter
적응	adaptable
적응	adaptatif
적응	adaptation
적응	adapter
적응	adapt
레니	lenny
체이스	pourchasser
체이스	chase
코뮌	communes
인디아	inde
인디아	indes
입원	hospitalisé
입원	hospitalisée
입원	hospitalisés
입원	hospitalisation
흡연	fumer
흡연	fumeurs
흡연	fumeur
흡연	tabac
흡연	tabagisme
흡연	fumeurs
흡연	fumeur
복권	loto
복권	loto
복권	loterie
복권	loteries
복권	loteries
양키	yankee
로마노프	romanoff
로마노프	romanov
가이아나	guyane
가이아나	guyana
섀도우	shadow
섀도우	ombre
섀도우	ombres
단속	répression
피아트	fiat
블레이크	blake
이방인	étranger
이방인	etranger
아드리안	adrien
아드리안	adrian
프로포즈	proposer
프로포즈	proposant
포르쉐	porsche
벤처	venture
부스	banquette
부스	booth
부스	kiosque
부스	cabine
대머리	calvitie
대머리	chauves
대머리	chauve
스미레	sumire
마티아스	matthias
호스팅	hébergeur
호스팅	hébergement
호스팅	hébergé
호스팅	accueillis
호스팅	accueilli
호스팅	hébergés
스탬프	cachet
스탬프	timbre
스탬프	timbres
스탬프	poinçon
스탬프	tampon
스탬프	timbres
스탬프	cachets
스탬프	tampons
베트남어	vietnamiens
베트남어	vietnamien
베트남어	vietnamienne
베트남어	vietnamiennes
드러낸다	révèle
에메랄드	émeraude
에메랄드	émeraudes
아프로	afro
색인	indexé
색인	indexés
색인	indexées
색인	indexée
색인	index
색인	indice
색인	indices
색인	index
파우스트	faust
테두리	frontière
테두리	frontalier
테두리	frontières
테두리	border
테두리	bordure
하퍼	harper
카우보이	cowboys
카우보이	cowboy
카우보이	cowboys
부탄	bhoutanais
부탄	bhoutan
포화	saturation
포화	saturée
포화	saturées
포화	saturé
포화	saturés
로이스	reuss
로이스	royce
로이스	loïs
로이스	lois
목차	sommaire
목차	contenus
목차	contenu
미즈시마	mizushima
오카	oka
서류	papiers
국수	nouilles
국수	nouilles
국수	nouille
결핵	tuberculose
불평등	inégalités
불평등	inégalité
불평등	inégal
불평등	inégale
불평등	inégaux
불평등	inégalité
남용	abus
남용	sévices
남용	abus
남용	abuser
남용	maltraitance
화해	rapprochement
화해	conciliation
화해	réconciliation
화해	rapprochements
화해	conciliation
편집기	rédacteur
편집기	éditeur
편집기	rédactrice
편집기	editeur
편집기	rédacteurs
편집기	éditeurs
줄무늬	rayé
줄무늬	rayée
줄무늬	rayé
줄무늬	galons
줄무늬	rayures
벅스	buck
벅스	insectes
벅스	bugs
벅스	bogues
니컬러스	nicolas
니컬러스	nicholas
모듈러	modulables
모듈러	modulaire
모듈러	modulaires
베일	bale
베일	veil
베일	vale
사드	saad
퇴직	retraite
퇴직	retraités
퇴직	retraite
퇴직	retraité
포인터	pointeurs
포인터	pointer
포인터	pointeur
녹아	fondu
녹아	fondre
무지	méconnaissance
무지	ignorance
박격포	mortier
박격포	mortiers
재활	désintoxication
재활	réadaptation
재활	réhabilitation
재활	rééducation
재활	réinsertion
통증	souffrance
통증	douleur
통증	peine
통증	douleurs
통증	douleurs
플랫	plats
플랫	plat
크로스오버	croisement
크로스오버	crossover
크로스오버	croisé
복합체	complexe
복합체	complexes
복합체	composé
카누	canots
카누	canoës
카누	canoë
카누	canot
카누	canoë
카누	canot
만찬	souper
시그널	signaux
시그널	clignotant
시그널	signal
볼셰비키	bolcheviks
더그	doug
앵커리지	ancrage
앵커리지	anchorage
앵커리지	mouillage
숨겨져	masquée
숨겨져	cachée
숨겨져	masqué
숨겨져	caché
숨겨져	cachés
숨겨져	masqués
깔끔하게	soigné
오타루	otaru
찾아보기	naviguer
찾아보기	feuilleter
찾아보기	parcourir
찾아보기	découvrez
찾아보기	découverte
찾아보기	découvrir
어디서나	partout
생년월일	dob
블레어	blair
니콜라우스	nicolas
니콜라우스	nicholas
댓글	commentaire
댓글	commente
댓글	commenter
댓글	commentant
댓글	commentées
댓글	commenté
댓글	commentés
댓글	commentaires
댓글	remarques
댓글	observations
카렐리야	carélie
반짝반짝	brille
아래쪽	abaisser
아래쪽	inférieur
아래쪽	inférieure
아래쪽	dessous
아래쪽	fond
플로피	disquette
플로피	disquettes
수족관	aquarium
수족관	aquariums
편리하다	commodes
편리하다	commode
편리하다	pratique
콜라	coke
콜라	cocaïne
콜라	coca
콜라	cola
미드	meade
미드	mead
미드	mid
리바운드	rebondir
리바운드	rebonds
리바운드	rebond
리바운드	rebonds
검출	détection
네티즌	internautes
손상된	endommagé
손상된	endommagées
손상된	endommagés
손상된	abîmés
손상된	abîmé
손상된	endommagée
걷고	marche
걷고	marcher
범죄자	criminels
범죄자	criminels
범죄자	pénale
범죄자	criminel
범죄자	criminelle
범죄자	délinquants
범죄자	délinquant
범죄자	agresseur
범죄자	contrevenant
명성	célébrité
명성	renommée
명성	gloire
명성	fame
명성	renommée
명성	notoriété
명성	réputation
쏟아져	verser
입술	bouche
입술	lèvres
입술	lip
입술	lèvre
입술	lèvres
외래	ambulatoire
외래	externe
외래	ambulatoires
마티	marty
섀넌	shannon
농부	fermiers
농부	agriculteurs
농부	agriculteur
농부	paysan
농부	fermier
호위	accompagnateur
호위	escorte
호위	escort
베니	benny
응급	urgences
응급	urgence
응급	urgences
카즈오	kazuo
스무	twenty
스무	vingt
실린더	cylindre
실린더	bouteille
실린더	cylindres
실린더	vérin
우분투	ubuntu
리타	rita
샤이니	shah
손해	pertes
손해	dégats
손해	dommages
손해	dégâts
손해	dommage
버추얼	virtuel
버추얼	virtuels
버추얼	virtuelle
버추얼	virtual
버추얼	virtuelles
어시스트	assiste
브람스	brahms
아이비	ivy
스플리트	diviser
스플리트	scinder
스플리트	split
스플리트	scission
베이컨	bacon
베이컨	lard
코니	connie
혈관	navires
혈관	vaisseaux
치프	chef
노스웨스턴	northwestern
에베레스트	everest
타원형	elliptique
마일스	milles
마일스	kilomètres
마일스	miles
디나르	dinar
디나르	dinars
리처드슨	richardson
마인드	esprits
노래방	karaoké
노래방	karaoke
피드백	commentaires
피드백	rétroaction
공지	avis
공지	annonce
공지	remarque
공지	préavis
공지	avis
공지	annonces
잠금	écluse
잠금	serrure
잠금	verrouiller
잠금	verrou
잠금	débloquer
잠금	déverrouiller
잠금	déblocage
잠금	verrouiller
잠금	verrouillage
잠금	blocage
바하마	bahamas
설리번	sullivan
훌리오	julio
루니	rooney
무례한	impoli
무례한	grossier
무례한	grossiers
무례한	rude
매트	matt
매트	matthieu
매트	mat
매트	matte
매트	paillasson
매트	mat
매트	nattes
매트	mats
경이	merveilleux
항아리	pot
항아리	jarre
항아리	bocal
항아리	pots
항아리	bocaux
아키하바라	akihabara
엘런	hélène
엘런	ellen
고마쓰	komatsu
온실	serre
온실	serres
온실	serre
온실	serres
우동	udon
지불	payant
지불	payer
지불	paye
지불	payez
지불	payer
지불	paie
지불	paie
지불	paye
지불	payement
지불	paiements
지불	paiement
감지	détection
감지	détectée
감지	détecté
감지	détectées
감지	détectés
