augusta	아우구스타
louvre	루브르
simons	사이먼스
simons	시몬스
hermes	헤르메스
struiken	덤불
gate	대문
gate	게이트
pierce	피어스
oma	할머니
oma	외할머니
oma	할머니
oma	할머니
paars	보라색
paars	자주색
easy	쉽게
easy	쉬운
easy	쉬워
easy	아쉬운
stanford	스탠퍼드
stanford	스탠포드
controverse	논란
controverse	논쟁
bulgaars	불가리아어
bulgaars	불가리아
bulgaars	불가리아인
gewelddadige	폭력적인
gewelddadige	폭력적
princess	공주
princess	공주님
princess	프린세스
triple	트리플
triple	삼중
moravië	모라비아
zambia	잠비아
arc	아크
arc	arc
paviljoen	파빌리온
vervaardigde	제조
coupe	쿠페
bio	소개
bio	바이오
collectief	집단
navigatie	탐색
verplaatsing	변위
verplaatsing	움직임
verplaatsing	운동
symbolische	심볼릭
koreaans	한국인
koreaans	한국
koreaans	한국어
turn	턴제
alexis	알렉시스
alexis	알렉세이
taxonomie	분류학
dominicaanse	도미니카
nation	네이션
nation	국민
ribben	갈비
ribben	갈비뼈
munitie	탄약
munitie	탄약
cinema	시네마
cinema	영화
romain	로맹
midnight	자정
midnight	midnight
midnight	미드나이트
midnight	미드나잇
generaals	제너럴
dronken	취해
exploitant	작용소
exploitant	연산자
exploitant	운영자
pauw	피콕
disc	디스크
trainingen	운동
beginnende	초보
beginnende	초보자
universe	우주
pet	애완동물
pet	모자
crimineel	범죄자
ideologie	이데올로기
irina	이리나
restant	나머지
cecilia	세실리아
welvaart	번영
tenen	발가락
nathalie	nathalie
metingen	측정
metingen	측정
kwartet	콰르텟
kwartet	사중주
dante	단테
makers	작성자
makers	제작자
schetsen	스케치
schetsen	스케치
joshua	joshua
joshua	조슈아
akkoorden	협약
akkoorden	협정
accommodatie	숙박시설
accommodatie	숙박
rich	부자
said	말했다
kirk	커크
virgin	버진
virgin	처녀
contrast	콘트라스트
contrast	대비
zonde	부끄러운
zonde	수치
zonde	부끄러움
zonde	sin
grafiek	그래프
grafiek	차트
beschuldiging	혐의
beschuldiging	고소
parasitaire	기생
sheffield	셰필드
revolutionair	혁명
bezoeker	방문자
bezoeker	방문객
bevestiging	확인
ans	ans
panorama	파노라마
straffen	처벌
straffen	처벌
straffen	징벌
straffen	처벌
straffen	처벌
artist	음악가
artist	예술가
artist	아티스트
artist	아티스트가
beheert	관리
spreek	말하기
joyce	조이스
beginsel	원칙
beginsel	원리
hassan	hassan
riet	리드
aria	aria
aria	아리아
broeder	오빠
broeder	아우
herhalen	반복한다
herhalen	반복합니다
herhalen	반복
rocky	록키
rocky	로키
botsing	영향
botsing	영향력
botsing	임팩트
botsing	충돌
bogen	아치
optische	광학
optische	광안리
optische	광화문
hopen	바라며
hopen	희망
samson	샘슨
hbo	hbo
servers	서버
beantwoord	답변
seoel	서울
ibrahim	이브라힘
ibrahim	아브라함
creatieve	크리에이티브
tina	티나
snijden	잘라
snijden	조각
snijden	슬라이스
schubben	저울
functionele	함수형
ego	ego
ego	자아
woonachtig	주민
woonachtig	레지던트
woonachtig	상주
passie	열정
vervalt	만료
hamer	망치
hamer	해머
rufus	루퍼스
rufus	루푸스
bits	비트
benson	벤슨
vrijlating	출시
vrijlating	발매
vrijlating	릴리스
vrijlating	릴리즈
vrijlating	개봉
examen	시험
chassis	섀시
realisme	현실주의
dragers	벡터
dragers	캐리어
fanny	파니
journaliste	기자
journaliste	언론인
journaliste	저널리스트
journaliste	기자
journaliste	리포터
phantom	팬텀
einstein	아인슈타인
sloveens	슬로베니아
sloveens	슬로베니아어
sloveens	슬로베니아
sloveens	슬로베니아어
airbus	에어버스
stengel	줄기
gisting	발효
chase	체이스
augsburg	아우크스부르크
handmatig	수동
handmatig	설명서
handmatig	매뉴얼
voorzichtig	부드럽게
jacqueline	재클린
vergoeding	보상
vergoeding	요금
vergoeding	수수료
elly	elly
journey	여행
cursussen	강좌
cursussen	코스
cursussen	과정
lies	거짓말
lies	사타구니
virtuele	가상
virtuele	버추얼
firefox	파이어폭스
firefox	firefox
blog	블로그
interactie	교류
interactie	상호작용
interactie	교류
interactie	반응
interactie	상호작용
religies	종교
geëindigd	종료되었습니다
perfecte	완벽
perfecte	완벽한
cambodja	캄보디아
zeus	제우스
tegenstand	저항운동
tegenstand	저항성
tegenstand	저항
codes	코드
continue	지속
continue	연속
controversiële	논란이
controversiële	논란
verrassing	서프라이즈
trouwe	충성
trouwe	충실
bellen	통화
bellen	전화
bellen	호출
bellen	calling
ongebruikelijk	특이한
ongebruikelijk	unusual
atlantis	아틀란티스
experts	전문가들
experts	전문가
passion	열정
gevoed	fed
geneesmiddelen	의약품
levenswijze	생활
levenswijze	라이프스타일
willis	윌리스
keerzijde	단점
lam	양고기
investeringen	투자
investeringen	투자
generation	세대
lichten	불빛
lichten	조명
lichten	등불
lichten	램프
archeologie	고고학
archeologie	고고학
negeren	무시
negeren	무시해
stripverhaal	코믹스
stripverhaal	만화
stripverhaal	만화가
faciliteiten	시설
recreatie	레크리에이션
recreatie	레저
ark	ark
ark	방주
wesley	웨슬리
bangladesh	방글라데시
herenhuis	맨션
herenhuis	저택
geweer	샷건
geweer	소총
inzending	제출
joint	관절
schuur	헛간
duin	사구
uitbarsting	분출
deken	담요
deken	이불
salem	세일럼
salem	살렘
gehoor	청각
vonnis	판결
vonnis	문장
voltooiing	완성
leiderschap	지도력
leiderschap	리더십
roth	로스
verbieden	금지
verbieden	금지
klanken	소리
genie	천재
nwa	nwa
townsend	타운센드
townsend	타운젠드
wellington	웰링턴
wellington	wellington
gezonde	건강하게
gezonde	건강
gezonde	건강한
falls	폭포
etappes	단계
kostbare	소중한
bloedbad	학살
potentieel	잠재력
potentieel	퍼텐셜
potentieel	잠재
potentieel	잠재적
potentieel	잠재적으로
covers	커버
meervoudig	다중
verbreed	넓히기
slechter	악화
hardcore	하드코어
olaf	올라프
woordvoerder	대변인
woordvoerder	대변인
chauffeur	운전사
chauffeur	드라이버
chauffeur	운전사
wetgevende	입법
concurrenten	경쟁자
concurrenten	경쟁사
weigeren	거절
weigeren	거절
schumacher	슈마허
aub	부탁합니다
kloof	협곡
kloof	계곡
kloof	협곡
kloof	캐니언
werkgelegenheid	고용
voorzitterschap	대통령
ing	ing
nine	아홉
zwaan	백조
zwaan	스완
strauss	스트라우스
strauss	슈트라우스
verbrand	불태웠다
verbrand	화상
wolff	울프
holocaust	홀로코스트
bytes	바이트
fleming	플레밍
remake	리메이크
schorsing	서스펜션
schorsing	현수막
schorsing	현수
swing	스윙스
swing	스윙
eeuwig	영원
eeuwig	영원한
cardiff	카디프
harper	하퍼
rodriguez	로드리게스
rodriguez	로드리게즈
confederatie	연맹
confederatie	연방
tegenovergestelde	반대편
tegenovergestelde	반대로
tegenovergestelde	반대
afhankelijke	종속
kfc	kfc
swift	스위프트
swift	swift
diversiteit	다양성
tucker	터커
sculpturen	조각
kip	치킨
kip	닭고기
arrangeur	편곡
plank	선반
hoopt	희망
hoopt	바라며
aankondiging	발표
aankondiging	공지
aankondiging	공지사항
riley	라일리
bondgenoot	앨리
larve	라바
guinee	기니
alto	알토
brit	브릿
fast	빠르다
fast	빨라
fast	빠름
ceo	ceo
ceo	최고경영자
sandy	샌디
adolphe	아돌프
drake	드레이크
indisch	인도인
indisch	인도
indisch	인디언
marmer	대리석
limiet	한계
limiet	제한
limiet	극한
imperial	임페리얼
rapid	급속
rapid	급속한
demon	악마
tournament	토너먼트
tournament	대회
gassen	가스
wolken	구름
wolken	클라우드
wolken	구름
gala	갈라
mannheim	만하임
preston	프레스턴
preston	프레스톤
zakken	가방
zakken	주머니
essex	에식스
effectieve	효과적
vale	베일
klacht	불만
distributie	분포
distributie	분배
distributie	배포
distributie	배포판
doug	덕이
doug	더그
rellen	폭동
rellen	폭동
verstopt	숨김
verstopt	숨겨져
verstopt	숨겨진
verdiend	획득
verdiend	획득한
hertogin	여공작
hertogin	공작부인
katten	고양이
waarschuwen	경고
subsidie	보조금
subsidie	그랜트
esperanto	에스페란토
hek	대문
hek	게이트
hek	담장
hek	울타리
deskundigen	전문가들
deskundigen	전문가
waarschijnlijke	가능성
maximus	막시무스
alien	에이리언
alien	외계인
enzym	효소
dimitri	드미트리
plaatsvervangend	부관
somerset	서머싯
komma	쉼표
redding	구출
redding	구조
redding	레딩
redding	구원
zinloos	무의미한
zinloos	쓸모없는
zinloos	쓸데없는
zinloos	무의미하다
verenigen	단결하라
verenigen	단결
kruiden	약초
kruiden	허브
kruiden	허브
kruiden	양념
savoye	사보이아
savoye	사보이
celtic	켈트
celtic	셀틱
factory	공장
factory	팩토리
dynamische	동적
dynamische	다이내믹
ietwat	다소
motors	모터스
baptist	침례
baptist	침례교
strange	이상한
strange	이상하다
zittende	착석
zittende	앉은
stal	훔쳤다
dai	다이족
dai	다이
dai	dai
druiven	포도
druiven	포도
eiwit	단백질
edison	에디슨
edith	에디스
edith	에디트
chester	체스터
uitbreidingen	확장자
gemak	편의
shah	샤샤
shah	샤이니
corrigeren	정답
corrigeren	올바른
hearts	하트
downloaden	다운로드
downloaden	다운로드
afkortingen	약어
rush	러쉬
manga	만화
manga	만화가
ruiters	라이더스
ruiters	라이더
plot	플롯
sluizen	자물쇠
dachten	생각
aziatisch	아시아
christoffel	크리스토퍼
stephanie	스테퍼니
stephanie	스테파니
pompen	펌프
pompen	펌프
julio	훌리오
realistische	현실적
tool	공구
tool	도구
nis	nis
percy	퍼시
terugdraaien	되돌리기
overdekte	실내
vals	위조
vals	거짓
vals	가짜
gilde	길드
particulieren	개인
emiraten	에미리트
emiraten	에미레이트
tate	테이트
kardinalen	추기경
lübeck	뤼베크
jemen	예멘
jemen	남예멘
advocaten	변호사
stuur	송금
stuur	보내기
stuur	보냅니다
stuur	전송
democraten	민주당
zwaartekracht	중력
remmen	브레이크
remmen	브레이크
reactor	원자로
sidney	시드니
vaticaan	바티칸
johnston	존스턴
burke	버크
concentreren	농축
concentreren	집중
concentreren	집중
concentreren	초점
concentreren	집중하기
concentreren	포커스
raadplegen	컨설팅
raadplegen	상담
snelheden	속도
portugezen	포르투갈령
portugezen	포르투갈어
montpellier	몽펠리에
attack	공격
systematisch	체계적
obama	오바마
mentor	멘토
voltooien	완료
voltooien	마무리
voltooien	마침
voltooien	끝내기
magna	magna
zijkanten	측면
valerie	밸러리
kawasaki	카와사키
kawasaki	가와사키
benadrukt	밑줄
benadrukt	스트레스
verwarrend	혼란
verwarrend	혼란
rook	연기
rook	담배
doc	doc
gevangene	포로
gepubliceerde	게시
gepubliceerde	출판
gepubliceerde	출판됨
lettertype	글꼴
lettertype	글꼴
garage	차고
garage	주차장
trust	신뢰
trust	신탁
emotionele	감정
alberta	앨버타
emilia	에밀리아
handelaren	상인
handelaren	상인인
handelaren	딜러
billie	빌리
billie	billie
stagiair	인턴
stagiair	지망생
perzië	페르시아
segment	세그먼트
studentenvereniging	박애
luzern	루체른
albanese	알바니아
albanese	알바니아인
albanese	알바니아어
moe	피곤한
botswana	보츠와나
springt	점프
bunker	벙커
zwaardere	무겁게
zwaardere	무거운
afgestudeerd	졸업
afgestudeerd	졸업
montevideo	몬테비데오
underground	지하
underground	언더그라운드
runner	달리기
uitdaging	도전
gesuggereerd	추천
benaderen	접근법
benaderen	접근
opa	할아버지
opa	할아버지
opa	외할아버지
afsluiting	닫힘
afsluiting	폐쇄
afsluiting	폐쇄
ritme	리듬
rommel	쓰레기
fraude	사기꾼
fraude	사기
thai	태국
thai	태국어
thai	타이
terra	테라
uitgeven	지출
jenkins	젱킨스
nba	nba
dikte	두께
ontwikkelden	선진
algoritme	알고리즘
doelgroep	타겟
doelgroep	관객
hut	객실
hut	오두막
goedkoper	저렴한
sts	sts
amber	앰버
amber	호박
ibm	ibm
verstandig	지혜로운
verstandig	현명한
verstandig	지혜
vaten	배럴
vaten	드럼
vaten	드럼은
beest	짐승
beest	비스트
regeerperiode	통치
regeerperiode	reign
textiel	직물
textiel	섬유
textiel	직물
masker	마스크
heineken	하이네켄
sherman	셔먼
censuur	검열
tango	탱고
rendement	roi
rendement	수익
analoge	아날로그
analoge	아날로그
hoogland	하일랜드
quest	퀘스트
rad	바퀴
rad	라드
pal	pal
kogel	슬러그
kogel	달팽이
kogel	민달팽이
kogel	총알
kogel	탄환
lund	룬드
kapot	깨짐
kapot	부러진
kapot	깨진
matthews	매튜스
orders	주문
begraafplaatsen	묘지
begraafplaatsen	공동묘지
portland	포틀랜드
slagveld	배틀필드
feedback	피드백
feedback	의견
expansie	팽창
expansie	급팽창
expansie	전개
expansie	확장
liturgie	전례
evolution	에볼루션
evolution	진화
evolution	진화론
ruimten	공간
ruimten	공백
naakt	누드
naakt	nude
waterval	폭포
waterval	폭포수
waterval	폭포
waterval	폭포
feel	feel
feel	기분
feel	느낌
bioscopen	극장
bioscopen	영화관
bioscopen	시네마
bioscopen	영화
misdaden	범죄
domeinen	도메인
diamanten	다이아몬드
diamanten	diamonds
heracles	헤라클레스
beveiligd	보안
bijzonderheden	세부사항
deskundige	전문가
massief	단색
massief	고체
massief	입체
massief	솔리드
ondernemers	사업가
ondernemers	기업가
items	상품
items	항목
items	품목
items	아이템
faith	믿음
faith	신념
faith	신앙
psychiater	축소
michele	미셸
brigitte	브리짓
bruiloft	결혼식
bruiloft	결혼식
bruiloft	웨딩
tombe	무덤
sas	sas
animatie	애니메이션
animatie	애니메이션
oeral	우랄
batterij	전지현
batterij	전지
batterij	배터리
muizen	mice
muizen	생쥐
muizen	생쥐
muizen	마우스
glory	영광
glory	글로리
keizerlijk	임페리얼
hopkins	홉킨스
lamp	램프
lamp	전등
columnist	칼럼니스트
prostitutie	성매매
hiphop	힙합
bryant	브라이언트
maldiven	몰디브
katholicisme	가톨릭교회
katholicisme	가톨릭주의
beauty	아름다움
beauty	미녀
beauty	미용
beauty	미모
beauty	미인
stoelen	좌석
stoelen	자리
blair	블레어
blair	blair
openingen	틈새
openingen	간격
monique	모니크
monique	유니크
timothy	티모시
doris	도리스
instellen	설정
instellen	설정하기
instellen	집합
instellen	세트
instellen	설정
instellen	설정
beta	베타
alternatieven	대안
olifant	엘리펀츠
olifant	코끼리
olifant	코끼리
patty	패티
astronomie	천문학
aanmelding	알림
aanmelding	로그인
definities	정의
heiligdom	신사
uitstraling	카리스마
vlam	불꽃
vergelijkingen	비교
vergelijkingen	방정식
perzisch	페르시아
perzisch	페르시아인
perzisch	페르시안
perzisch	페르시아어
landmacht	육군
landmacht	군대
verantwoording	책임
tomorrow	내일
notatie	표기법
notatie	표기
polo	폴로
frost	프로스트
frost	서리
ljubljana	류블랴나
fitzgerald	피츠제럴드
infectie	감염증
infectie	염증
infectie	감염
truth	진실
truth	진리
rubber	고무
bishop	비숍
bishop	주교
nana	nana
beaufort	보퍼트
fields	필드
danseres	댄서
danseres	dancer
zuil	칼럼
zuil	기둥
zuil	기둥
mills	밀스
stravinsky	스트라빈스키
teleurgesteld	실망
uitrusting	장비
uitrusting	기어
uitrusting	톱니바퀴
fear	공포
fear	두려움
fear	공포증
moeras	습지
moeras	마시
guitar	guitar
guitar	기타
nationalisme	내셔널리즘
nationalisme	국민주의
nationalisme	민족주의
huisje	오두막
huisje	코티지
thuisland	조국
tobago	토바고
memory	추억
memory	기억력
memory	메모리
memory	기억
functionaliteit	기능
voortbestaan	생존
analoog	아날로그
analoog	아날로그
suggesties	추천
suggesties	제안
agentschap	에이전시
agentschap	대행사
agentschap	대리점
scheepswerf	조선소
scheepswerf	조선소
demonstratie	시위
demonstratie	시연
weefsel	조직
lof	칭찬
lof	찬미
lof	찬양
brooke	브룩스
brooke	브룩
handelaar	상인
handelaar	업체
handelaar	판매자
handelaar	딜러
verlaagd	감소
alone	홀로
alone	혼자
killer	킬러
killer	살인범
killer	살인자
koperen	브라스
kleren	옷이
thérèse	테레즈
kopieën	복사
kopieën	복사본
kopieën	사본
papa	아빠
davidson	데이비드슨
yuan	위안
vanessa	바네사
drop	방울
drop	drop
drop	떨어뜨리기
drop	드롭
slaaf	노예
slaaf	노예제
recensies	리뷰
abe	아베
hereniging	통일
hereniging	재통일
hereniging	동창회
aanvragen	애플리케이션
aanvragen	어플리케이션
aanvragen	요청
aanvragen	요청
aanvragen	요청하기
wassen	씻기
wassen	씻어
wassen	씻기
wassen	세탁
wassen	세척
verloofde	약혼자
verloofde	약혼자
verloofde	약혼자
verloofde	약혼녀
ruben	루벤
splitsen	스플리트
splitsen	스플릿
splitsen	분할
splitsen	나누기
