অব্যয়	prieveiksmis
অবাধে	laisvai
নিপীড়নের	priespaudą
কৌতুকাভিনেতা	komikas
জুপিটার	jupiterio
সমাধিক্ষেত্র	kapinės
দুশ্চিন্তা	nerimą
লিল	lil
শিবা	čiba
বালাই	kenkėjų
মেইজি	meidži
ম্যাগনাস	magnus
অবিকল	būtent
প্রতীকি	simbolinę
হেভেন	dangaus
হেভেন	dangus
বাধ	užtvankų
বাধ	dam
টোঙ্গা	tonga
গিলে	biologinius
তুলো	medvilnės
তুলো	medvilniniai
তুলো	medvilnė
বাপ	tėvai
বাপ	tėvas
ফ্লোরা	floros
এলিয়াস	elias
ব্রেদওয়েট	brathwaite
রকস্টার	rockstar
উপাদানগুলি	komponentai
প্রোটোটাইপ	prototipas
জোয়াও	joão
কুৎসিত	baisi
কুৎসিত	bjaurus
বার্কলি	berkeley
থাবা	letenas
লেমন	citrinų
লেমন	citrinos
সিনার	sina
কৈরালা	koirala
ওয়েবস্টার	webster
বৃদ্ধা	močiute
বৃদ্ধা	močiutė
লিচেস্টার	leicester
ইন্সটিটিউশন	įstaiga
ইন্সটিটিউশন	institucija
ফেদেরিকো	federico
সহকর্মীরা	kolegos
ক্লিফ	uolos
উৎপাদনশীল	produktyvus
আল্লাহ্	dievas
আল্লাহ্	allah
টুলু	tulu
গিবন	gibonas
মনুষ্যবাহী	pilotuojami
স্বীকারোক্তি	išpažinties
রেখাচিত্র	diagramos
রেখাচিত্র	diagrama
রেখাচিত্র	diagrama
অ্যাডা	ada
রিচ	turtingas
কাইজার	kaizer
স্কি	slidinėjimo
রাগান্বিত	pikta
রাগান্বিত	pikti
রাগান্বিত	piktas
জড়ানো	suvynioti
ব্যাকরণগত	gramatinių
টড	tod
টড	todai
তুগরা	tugra
উল্কি	tatuiruotė
উল্কি	tatuiruotę
উল্কি	tatuiruotės
উল্কি	tatuiruotės
সংবেদনশীলতা	jautrumas
সংবেদনশীলতা	jautris
ধোয়া	nuplauti
ধোয়া	plauti
ধোয়া	dūmai
ধোয়া	dūmų
শরবত	sultys
শরবত	sulčių
শান্তিপূর্ণভাবে	taikiai
ক্যাপসুল	kapsulė
ক্যাপসুল	kapsulės
ক্যাপসুল	kapsulių
ক্যাপসুল	kapsulės
কেবিন	salono
কেবিন	kabina
উর্ধ্বতন	vyr
উর্ধ্বতন	vyresnysis
মালাউই	malavio
শাওয়ার	dušo
সুপারহিরো	superherojus
আকাঙ্খা	ilgesio
আকাঙ্খা	aspiracija
স্ক্রু	varžtai
স্ক্রু	sraigtai
ধৈর্য্য	kantrybės
হোমিওপ্যাথিক	homeopatiniai
ডকিন্স	dawkins
শাকসবজি	pašarinių
জর্জিয়ান	gruzijos
লিয়ন	leonas
লিয়ন	leono
ওজিল	özil
কৌতূহল	įdomu
কৌতূহল	įdomus
কৌতূহল	smalsumo
আফিম	miltelių
আফিম	opiumo
যৌনমিলনের	kopuliacija
শেলি	shelley
লোটাস	lotus
বিশপের	vyskupų
হজ্ব	piligrimų
স্বচ্ছতা	aiškumas
স্বচ্ছতা	aiškumo
ফ্লোরেস	flores
জমিন	tekstūra
দীপাবলি	divali
আশাবাদ	optimizmo
ফাইনালিস্ট	finalistas
ফারো	faro
শিয়াল	lapė
শিয়াল	šakalas
গিরগিটি	driežas
ইথার	eteryje
ব্রিক	plytų
ক্ষুধার্ত	alkanas
ক্ষুধার্ত	alkani
মহাকাশচারী	astronautų
বিলিয়ে	bilis
ট্রাই	tri
হাস্যরস	humoro
হাস্যরস	humoras
বুয়েট	boo
ক্যু	perversmo
ওয়ালশ	walsh
ভাতের	ryžiai
ভাতের	ryžių
ট্রলার	traleris
এরিখ	erich
কেলেঙ্কারি	skandalas
কেলেঙ্কারি	apgaulė
লাউঞ্জ	lounge
ফ্রেডি	fredi
ফ্রেডি	fredi
গৌর	šlovės
গৌর	garbė
অ্যালগরিদম	algoritmas
কাল্ট	cult
মনোযোগের	koncentracija
মনোযোগের	dėmesį
মনোযোগের	dėmesio
সেদ্ধ	kraujospūdį
দারি	dari
ক্যালভিন	kalvinai
গুন্ডা	gangsteris
হালাল	halal
মহড়া	repeticija
তরমুজ	arbūzas
ভালোই	gerai
ভালোই	geras
ভালোই	puikiai
ভালোই	gera
হাস্যকর	juokinga
হাস্যকর	absurdiška
হাস্যকর	absurdas
হাস্যকর	absurdiškas
সোমা	soma
ব্যালে	baleto
মুমিন	tikinčiuosius
মুমিন	manyti
গয়না	papuošalas
গয়না	papuošalai
ইনফ্রারেড	spindulių
দুদু	dudu
অগাস্টা	augusta
কাইট্টা	vėžlys
ইউটিলিটি	naudingumo
ইউটিলিটি	naudingumas
উদ্ঘাটন	aptikimas
উদ্ঘাটন	aptikimo
পিএসভি	psv
হ্যা	aha
হ্যা	taip
ব্রাশ	teptuku
সিরিল	cyril
এলিয়েন	ateivių
রাব্বি	rabinas
সাইকেলের	ciklas
ফেদেরার	federer
অ্যাম্বুলেন্স	greitąją
কলিং	ragina
এদুয়ার	édouard
প্যাট্রিসিয়া	patricija
লম্বন	paralaksas
মব	mafija
মব	mob
জপ	giedojimas
বিশ্বাসঘাতক	apgaulingas
বিশ্বাসঘাতক	išdavikas
প্রমোশন	skatinimas
প্রমোশন	propagavimas
প্রমোশন	skatinimo
সংকটে	krizė
সংকটে	krizės
কেনাকাটা	apsipirkti
কলহ	rietenos
ইরিনা	irina
দুর্ভাগ্যবশত	deja
জিরাফ	žirafa
ডেইজি	deizė
সহসা	fei
লিওনিদ	leonidas
আক্রমন	išpuoliai
আক্রমন	išpuolių
আক্রমন	ataka
আক্রমন	invazija
আক্রমন	puola
ডেপ	depp
ফুজিকো	fujiko
বেসিন	baseinas
বিছানা	lova
বিছানা	lovos
বিছানা	lovoje
রিসিভার	gavėjas
রিসিভার	imtuvas
স্পার্টা	spartos
স্পার্টা	spartą
স্পার্টা	sparta
সান্ত্বনা	komforto
সান্ত্বনা	paguodos
রত্না	ratna
অ্যালার্জি	alergiją
অ্যালার্জি	alergijos
অ্যালার্জি	alergija
মজ্জা	čiulpų
মোরা	mora
আহল	ahl
এনিমে	anime
ভদ্রলোক	džentelmenas
গোল্ডম্যান	goldman
ভোগের	suvartojimas
ভোগের	sunaudojimas
মর্মাহত	šokiruota
মেগাবাইট	mib
সিয়াং	siang
ক্লোনিং	klonavimas
সাউদাম্পটন	southampton
বীরত্বপূর্ণ	didvyriška
জঙ্গিরা	teroristai
থিয়াগো	thiago
এলাচ	kardamono
নির্ভরশীলতা	priklausomybė
নির্ভরশীলতা	priklausomybės
হোস	žarna
হোস	žarnos
অয়ন	saulėgrįžos
উইকিসংকলন	vikišaltiniai
মারামারি	kovoti
ক্যাডেটদের	kadetai
ভিভেস	vives
শক্তিশালি	galingas
শক্তিশালি	galinga
শক্তিশালি	galingi
লক্ষী	lakšmė
ব্যালেন্স	balansas
মজাদার	smagu
মজাদার	smagiai
মজাদার	linksma
মজাদার	linksmai
মজাদার	skanus
মজাদার	skani
মজাদার	juokinga
বিপত্তি	pavojus
উপদ্রব	užkrėtimo
অনিয়ন্ত্রিত	nevaldomas
অনিয়ন্ত্রিত	nekontroliuojamas
ডালিম	granatų
মিক্স	mix
প্রহসন	farso
রুবিডিয়াম	rubidis
বাটি	dubenį
চমক	staigmena
কনা	kono
আহা	aha
বুলগেরিয়ান	bulgarų
বেড	lova
বেড	lovos
বেড	lovoje
ছফা	sofa
ছফা	sofos
প্রযুক্তিবিদ	technikas
মোদীর	modi
গ্রীনল্যান্ড	grenlandijos
গ্রীনল্যান্ড	grenlandija
সেবাস্তিয়ান	sebastianas
সেবাস্তিয়ান	sebastián
আলেকজান্দ্রা	aleksandra
ভাড়ার	nuoma
ভাড়ার	nuomos
ভাড়ার	nuoma
ফ্রুক্টোজ	fruktozė
ফ্রুক্টোজ	fruktozės
পর্যটকরা	turistai
পর্যটকরা	turistų
ল্যাং	lang
লবস্টার	omarų
গেয়েছিলেন	dainavo
পিটসবার্গ	pitsburgo
প্রসাধনী	kosmetika
প্রসাধনী	kosmetikos
সহনশীলতা	tolerancija
সহনশীলতা	tolerancijos
জার্মেইন	germain
বুকিং	užsakymų
বুকিং	užsakymas
কোরাজন	corazon
বয়ন	bangų
আইপ্যাড	ipad
ক্রেমার	kramer
সংগৃহিত	surinkti
কসমস	cosmos
সেভিয়া	sevilla
চোয়ালে	kojeles
আমলাতন্ত্র	biurokratija
আমলাতন্ত্র	biurokratijos
সোনারগাঁ	dosnumą
মোচে	močės
মিজো	mijo
মাইনিং	kasyba
মাইনিং	kasybos
কিরগিজস্তান	kirgizija
আইএমএফ	tvf
আতাকামা	atakamos
সমযোজী	kovalentinis
ঈর্ষা	pavydžiu
ঈর্ষা	pavydi
মরোক্কোর	maroko
স্ক্রীন	ekranas
স্ক্রীন	ekrano
এলা	ella
শিষ্টাচার	etiketo
বোনাস	bonus
বোনাস	premija
গাথা	odė
গাথা	baladė
শঙ্কিত	išsigandęs
ক্লিওপেট্রা	kleopatra
অসমতা	nelygybė
অসমতা	nelygybė
অসমতা	nelygybę
ব্যায়	treniruotė
ব্যায়	treniruočių
ব্যায়	treniruotės
টেস্টোস্টেরন	testosterono
ফেরাউন	faraonas
পোশাকে	apranga
ডেলিভারি	pristatymo
ডেলিভারি	pristatymas
ডেলিভারি	pristatymas
ডেলিভারি	pristatymai
বার্বুডা	barbuda
তাত্ত্বিকভাবে	teoriškai
নোঙ্গর	inkaro
হস্তমৈথুন	masturbacija
টুথব্রাশ	šepetėlį
আরামদায়ক	patogu
আরামদায়ক	patogi
আরামদায়ক	patogiai
আরামদায়ক	patogus
আরামদায়ক	patogiau
স্প্রিংস	spyruoklės
কেজিবি	kgb
উপশম	gijimo
ফিবা	fiba
জুলে	jules
ইউনিসেফ	unicef
জবানবন্দী	nusodinimo
ড্রেস	suknelė
ড্রেস	apranga
ড্রেস	suknele
ড্রেস	aprangos
ড্রেস	sukneles
ড্রেস	suknelės
উদ্যোক্তাদের	verslininkai
জোলিও	joliot
জলার	pelkę
ক্রুইফ	cruyff
কার্টুনের	filmuko
স্যুইট	apartamentai
পোলিও	poliomielito
সমালোচকেরা	kritikai
প্রোস্টেট	prostatos
মিসরীয়	egiptas
মিসরীয়	egipto
রাইজিং	energijai
লিগামেন্ট	girnelės
গোসলের	vonia
গোসলের	vonios
লাগছে	jausmas
উদ্বেগের	susirūpinimą
ভিন	vin
কনর	conor
জিপসি	čigonų
জিপসি	čigonai
আপত্তিকর	puolimas
এন্থনি	antanas
গ্রিন্ট	grint
টোকাই	tokai
ধর্ষিত	išprievartauta
ঢাকনা	dangčiu
গোঁফ	ūsus
গোঁফ	ūsai
দ্রবণীয়	netirpios
দ্রবণীয়	netirpsta
অ্যাপার্টমেন্ট	buto
অ্যাপার্টমেন্ট	butas
অ্যাপার্টমেন্ট	bute
অ্যাপার্টমেন্ট	butų
ব্রস	bros
ঈর্ষান্বিত	pavydžiu
ঈর্ষান্বিত	pavydi
অর্কেস্ট্রা	orkestras
অভিবাসীরা	migrantų
অভিবাসীরা	migrantai
ম্যাঙ্গানিজ	mangano
ওয়ালটন	walton
অনড়	firma
মদের	gėrimus
কোমা	koma
কোমা	komos
টেলিফোনি	telefonijos
গ্রিফিন	grifinas
সমালোচকের	kritikas
গ্রেকো	greco
বাইক	dviratis
জেনা	džena
সিওল	seule
মহিন্দর	mohinder
শ্রদ্ধেয়	gerbiama
আর্গুমেন্ট	argumentai
নিঃসঙ্গ	alon
কেন্ডাল	kendall
দীপ্ত	nuostabusis
মোহাম্মেদ	mohammed
নিবেন	veršeliai
মেজিয়া	mejia
ফিতনা	fitna
রসূল	apaštalo
ম্যানিপুলেশন	manipuliavimo
ঔজ্জ্বল্য	spindesio
রুড	raudė
মলদোভা	kreditoriai
মলদোভা	moldovos
উদ্যম	entuziazmo
উদ্যম	entuziazmas
হীরার	deimantas
ফতেহপুর	fatehpur
গাধা	asilas
হকার	laumžirgis
সুপারম্যান	supermenas
বিস্ময়ের	stebuklus
গোড়ালি	kulkšnį
গোড়ালি	kulkšnių
গোড়ালি	kulnas
রনে	rené
কম্পোনেন্ট	komponento
পিউপা	lėliukė
মেগ	meg
আরি	ari
জেনারেশন	karta
পাইরেট	piratas
বেলি	pilvo
বেলি	pilvas
সেরি	seri
ভ্রাতৃত্ব	brolija
নিনা	nina
সংস্থাগুলি	bendrovės
সংস্থাগুলি	įmonėse
সংস্থাগুলি	bendrovių
স্পঞ্জ	kempinė
মারিয়াম	mariam
ক্লাশ	clash
বিম্ব	bimbo
পরিচ্ছন্নতা	švaros
শেয়াল	lapė
আরিয়ান	arijai
এলভিস	elvis
রিমি	rimi
টিনা	tina
ওয়ালী	wali
হাডজেন্স	hudgens
মূর্তিগুলো	statulas
অক্টোপাস	aštuonkojis
আর্তনাদ	rėkti
উৎপাদনশীলতা	našumas
উৎপাদনশীলতা	produktyvumas
আইসিটি	irt
বোড	bode
স্ট্যালোন	stallone
আমেরিকানরা	amerikiečiai
খড়ি	kreida
মোদি	modi
কফিন	karstas
নির্মাতারা	kūrėjų
নির্মাতারা	kūrėjai
ব্রণ	spuogų
নবজাতক	kūdikiai
রামা	rama
উত্তেজনাপূর্ণ	kvapą
উত্তেজনাপূর্ণ	įdomiai
উত্তেজনাপূর্ণ	įdomi
বুর্জ	burdž
কেএফসি	kfc
পচা	supuvę
দেও	deo
হেই	ei
হেই	labas
হেই	sveikas
স্টেফানি	stefani
মিউকাস	gleivių
বিচারিক	teismų
হাও	hao
প্রচারাভিযান	kampanija
প্রচারাভিযান	kampanijos
অখ্যাত	liūdnai
একো	aidas
প্রিস্টলি	priestley
ধাঁধা	galvosūkiai
ধাঁধা	molekulių
ল্যান	lan
উন্মত্ত	proto
অবচেতন	pasąmonę
কামনার	troškimas
কামনার	noras
রসিকতা	pokštas
আয	adh
আয	sukrėtimų
নাবালক	nedideli
জিএমটি	gmt
সম্প্রীতি	harmonija
চৌকি	patruliavimo
পেই	pei
বুবকা	bubka
ছাঁটাই	apipjaustymas
অনুরণন	rezonanso
আব্দেল	abdel
সিয়া	sia
প্রিন্সিপিয়া	principia
সেলিব্রিটি	įžymybių
উড়ান	skrydžio
উড়ান	skrydis
লিঞ্চ	lynch
যোগ্যতাসম্পন্ন	kvalifikuota
বিভ্রান্তিকর	dviprasmiškas
বিভ্রান্তিকর	paini
হাইলাইট	priimtų
ক্রোম	chromas
স্কুইড	kalmarų
জেস	džesika
লিখেছে	parašiau
লিখেছে	parašė
লিখেছে	rašė
অন্ধত্ব	aklumas
স্ম্যাকডাউন	smackdown
রেক্টর	rektorius
ভ্যাল	val
পিচ্ছিল	slidus
ডোর	dor
মেনান্দ্রোস	menandras
নোলান	nolan
স্কারলেট	skaisčiai
হুইটনি	whitney
মুসাফির	keliautojas
রিজেন্ট	regentas
ফার্মিয়ন	fermionas
সিড়ি	laiptai
সিড়ি	laiptų
আজব	keistas
আজব	keistai
আজব	keista
আজব	keistas
আজব	keista
রাশিচক্র	zodiakas
রাশিচক্র	zodiako
ক্ষুদ্রাকৃতির	miniatiūriniai
রেসিপি	receptai
রেসিপি	receptas
হাউজিং	būstas
গণ্ডকী	gandaki
গুয়ারানি	gvaranių
টাক	plikas
ব্যালন	ballon
আরাম	komforto
আরাম	paguodos
কর্কট	vėžys
কর্কট	vėžio
গসপেল	evangelija
ম্যাগলেভ	maglev
এইচবিও	hbo
প্রশস্তি	acapella
ডেস্ক	stalo
ডেস্ক	stalas
কুষ্ঠ	raupsai
পেসার	pacer
ডাফ	duff
শীট	lapas
কায়া	kaya
বাজা	baja
পরস্পরবিরোধী	prieštaringas
উত্তেজক	provokuojanti
কিরগিজ	kirgizijos
জোনাকী	firefly
লেবানিজ	libano
আল্ট্রা	ultra
হফ	hof
চিকেন	višta
চিকেন	vištiena
চিকেন	vištos
চিকেন	vištienos
লেভ	levas
কমোডর	komandoras
আলসার	opos
আলসার	opa
বিয়োগান্তক	tragiška
বিয়োগান্তক	tragiškas
পীড়িত	pabrėžė
রিফ	rifo
ভুয়া	netikra
ভুয়া	netikras
পেমেন্ট	mokėjimai
প্যান্থার	pantera
এনট্রপি	entropija
অনুষ্কা	anoushka
গৃহহীন	benamiai
হোল্ডিংস	ūkiai
হোল্ডিংস	ūkiuose
হোল্ডিংস	ūkių
হোল্ডিংস	valdos
সিনড্রোম	sindromas
হৈ	hoi
ব্রেটন	breton
ডুনেডিন	danidinas
এক্সেপশন	išimtys
ঘোরানো	rotacijos
মেট	mate
পারফেক্ট	tobulos
পারফেক্ট	tobulas
পারফেক্ট	tobula
ফাতিহা	fatiha
রীতা	rita
ধরুন	sugavimo
পেট্রল	benzino
পেট্রল	benzinas
পেট্রল	benzinas
আন্দ্রেই	andrejus
অ্যাটর্নি	advokatas
আইসিস	isis
প্রুফ	įrodymas
ফেরারি	ferrari
আলকেমি	alchemija
হৃৎপিণ্ড	širdy
হৃৎপিণ্ড	širdies
হৃৎপিণ্ড	širdis
শতশত	šimtai
টাইলার	taileris
টাইলার	smėlis
টাইফুন	taifūnas
জমকালো	nuostabiai
ইসকন	iskcon
অ্যারিস্টটল	aristotelis
মসুল	mosulas
নতুনত্ব	naujovė
নতুনত্ব	naujovės
রশি	lynai
রশি	virvės
রশি	virves
শুনি	išgirsti
উরুর	blauzdos
উরুর	šlaunies
মিথ্যে	melas
বালিশ	pagalve
বালিশ	pagalvės
বালিশ	pagalvė
বালিশ	pagalves
অক্ষমতার	negalia
অক্ষমতার	negalią
জনাথন	džonatanas
মেলভিল	melvilio
খাওয়ানোর	šėrimas
খাওয়ানোর	šėrimo
নেক্সাস	nexus
গুর	vynuogės
নিয়া	nia
উইলকিন্স	wilkins
ঠিকাদার	rangovai
ঠিকাদার	rangovas
কচ	koch
মালয়েশিয়ান	malaizija
মালয়েশিয়ান	malaizijos
বিশ্বময়	universal
বিশ্বময়	universalus
বিশ্বময়	universaliųjų
ডব্লিউডব্লিউই	wwe
ভায়োলেট	violeta
ক্যাফেইন	kofeino
কাজিন	pusbrolis
ল্যাম্বার্ট	lambert
ফিড	pašarų
ফিড	pašaras
ফিড	pašarai
ফিড	maitina
পাচিনো	pačino
ক্যারেট	karato
হেরাল্ড	herald
সেমিনারি	seminarija
গাড়	drąsių
ক্যানিয়ন	kanjonas
ভর্তুকি	subsidija
ভর্তুকি	subsidijas
ভর্তুকি	subsidijų
ভর্তুকি	subsidijos
মেরুদণ্ড	srautų
প্রেমিকের	vaikinas
প্রেমিকের	meilužis
উচ্চাভিলাষী	ambicingi
উচ্চাভিলাষী	ambicingas
উচ্চাভিলাষী	užmojo
গ্রন্থাগারিক	bibliotekininkas
বাঁশী	fleita
ফিঙ্গার	pirštas
ফিঙ্গার	pirštą
ভালোবাসে	myliu
ভালোবাসে	meile
ভালোবাসে	meilės
ভালোবাসে	meilė
ভালোবাসে	dievina
ভালোবাসে	mėgsta
ভালোবাসে	myli
ভাইরা	brolių
ভাইরা	brothers
ভাইরা	broliai
উইকিউপাত্ত	wikidata
ডিক্সন	dixon
শ্রীদেবী	šridevi
আর্লিংটন	arlingtonas
মুয়াম্মার	muammar
ডায়ার	dyer
জিনার	jenner
প্রতিধ্বনি	aidai
প্রতিধ্বনি	aidas
গ্যারেজ	garažas
গ্রামবাসীরা	kaimiečiai
ভদকা	degtinės
ভদকা	degtinė
টপোগণিত	topologijos
পরিশ্রমী	darbštūs
পরিশ্রমী	darbštus
গ্রোভ	grove
এলিন	eileen
চিক	madingas
নাস্তিকতা	ateizmas
ব্রাইটন	brighton
লভ্যাংশ	dividendų
লভ্যাংশ	dividendai
কস্টিউম	kostiumų
জাগুয়ার	jaguar
ড্রেসিং	kambariniai
প্লিজ	prašom
প্লিজ	prašau
দ্রাব্যতা	tirpumas
মরফিন	morfino
ওসামা	osama
রঙীন	spalvingų
রঙীন	spalvinga
হুয়াং	huang
ফাউল	pražangas
জমিয়ে	mokesčių
জমিয়ে	lobis
শিপিং	laivybos
শিপিং	laivyba
শিপিং	shipping
ভালবাসেন	dievina
ভালবাসেন	mėgsta
ভালবাসেন	myli
ডিভাস	divas
ইলেক্ট্রো	electro
নিকি	nike
নোম	nome
শুদ্ধতা	vientisumas
শুদ্ধতা	vientisumą
নেল	nagų
বেহেশত	rojų
বেহেশত	rojus
হাস	haas
গ্রেগর	gregor
ডেজার্ট	desertai
বকেয়া	įsiskolinimo
ভের্নার	verneris
ব্র্যাডফোর্ড	bradford
স্বস্তিকা	svastika
ইউলিসিস	ulysses
লিন্ডন	lyndon
নাকামুরা	nakamura
জিওভান্নি	giovanni
ঘুমানোর	miegas
ঘুমানোর	miega
ঘুমানোর	miegu
ব্লেক	bleikas
পিত্ত	tulžies
মরিচা	rūdžių
ডাইভ	nerti
সাথিয়া	satja
বিস্কুট	sausainiai
রিমে	rimet
নিস	niš
কান্ত	kanto
নির্ভীক	bebaimis
দৃশ্যত	matyt
ক্ষুদ্রকায়	miniatiūriniai
রামোস	ramos
সফট	minkštas
সফট	minkšta
অবিচার	neteisybę
ক্যাসিনি	cassini
লুইজিয়ানা	luizianos
ক্লোন	klonas
খোলে	atveria
ক্রুসো	kruzo
লিভারের	kepenys
মন্থর	blusų
ভালোবেসে	mylėti
আকবার	akbar
কোম্পানিগুলো	bendrovės
কোম্পানিগুলো	įmonėse
কোম্পানিগুলো	bendrovių
ঐশী	dieviška
ধারাভাষ্য	komentaras
কুট	laukiai
পম্পেই	pompėja
মায়েদের	motinoms
মায়েদের	motinos
মায়েদের	motina
গোহ	goh
চেচেন	čečėnijos
দিকাইওস	baktrija
রেঞ্জার্স	eiguliai
আপগ্রেড	atnaujinimas
আপগ্রেড	atnaujinta
দেখছেন	stebi
পরাক্রমশালী	galingų
পাউলি	pauli
ডোভার	dover
জ্বলতে	švyti
নাগাসাকি	nagasakio
মিরি	miri
মেরুন	maroon
যুগোস্লাভ	jugoslavijos
বুনন	mezgimo
গুণিতক	faktorialas
ইতিহাদ	etihad
পরিবর্তক	jungikliai
গ্লাসের	stiklas
গ্লাসের	stiklinė
গ্লাসের	stiklo
গোল্ডউইন	goldwyn
মেমফিস	memfio
এডাম	adamas
সমুদ্রতীরবর্তী	pajūris
মাইলি	miley
নায়াগ্রা	niagaros
পুনরুত্থান	prisikėlimo
জাগাতে	įkvėpti
হাঞ্জা	handža
পাতন	distiliavimo
পাতন	distiliavimas
স্মারকলিপি	memorandumas
স্মারকলিপি	memorandumo
স্কোরসেজি	scorsese
খো	kho
নালীর	takų
টকটকে	nuostabiai
সতেজ	šviežias
সতেজ	šviežios
সতেজ	švieži
সতেজ	šviežia
উটাহ	jutos
ব্রমউইচ	bromwich
ডাক্তাররা	daktarai
ডাক্তাররা	gydytojai
লবঙ্গ	gvazdikėliai
দোলযাত্রা	holi
অটিজম	autizmo
বোনেরা	sesės
বোনেরা	seserys
সমন্বয়কারী	sintezatorius
গ্যাসোলিন	benzinas
মৃগী	epilepsija
মৃগী	epilepsijos
পীচ	persikai
হ্যাশ	dervos
বেড়	padangas
ফ্রা	fra
ফ্রা	phra
বিয়া	bia
হেলস	pragarai
সেজ	sage
সমজাতীয়	vienalytis
হেটে	vaikšto
বেকহ্যাম	beckham
দেবদূত	angelas
ধুলো	dulkes
ধুলো	dulkės
ধুলো	dulkių
দেবো	bus
গোরা	gora
অ্যাংলিকান	anglikonų
স্ট্যালিনের	stalinas
ধাক্কায়	sukrėtimų
গতকাল	vakar
গাঙচিল	kiras
পিটিশন	peticija
নিউফাউন্ডল্যান্ড	niufaundlando
লিরা	lira
কাতাকানা	katakana
সালিহ	salih
নাতনি	anūkė
আর্কিটেক্ট	architektas
বার্জেস	burgess
চার্ম	žavesio
নাপিত	barber
ক্যালরি	kalorijų
মাদুর	dembliai
কামড়ের	kanda
উপনিষদ্	upanišada
ওয়েলার	veleris
অকৃত্রিম	tikros
অকৃত্রিম	tikra
কেনিয়াত্তা	kenyatta
ট্রাইটন	triton
ভ্রু	antakiai
ইউএনএইচসিআর	unhcr
হিস্টামিন	histamino
আমলাতান্ত্রিক	biurokratinių
ইনফেকশন	infekcijos
বিছানার	lova
বিছানার	lovos
বিছানার	lovoje
প্যাশন	aistra
শালকে	schalke
বেনি	benny
কোই	koi
অস্বাস্থ্যকর	nesveikas
আলোকসজ্জা	apšvietimas
আলোকসজ্জা	apšvietimo
লবি	lobistų
টেডি	tedis
টেম্পলাররা	tamplieriai
তির্যক	slant
বিক্রেতাদের	pardavėjai
