και	и
διεθνείς	международные
διεθνείς	международный
τόμος	объём
τόμος	объем
τόμος	громкость
νέος	новые
νέος	новинка
νέος	новая
νέος	новый
νέος	новых
νέος	новое
νέος	янг
νέος	молодая
νέος	молодые
νέος	young
νέος	молодых
νέος	молодой
θρόνο	трон
θρόνο	престол
γερμανική	немецкая
γερμανική	немецкие
γερμανική	немец
γερμανική	немецкое
γερμανική	германии
γερμανική	немецкий
δημήτρης	димитрис
δημήτρης	дмитрий
σκορ	счёт
σκορ	счет
σκορ	очко
σκορ	баллы
φωνητικά	вокал
φωνητικά	голосовые
φωνητικά	вокал
εσωτερικό	внутренних
εσωτερικό	интерьер
εσωτερικό	внутренние
εσωτερικό	внутреннего
εσωτερικό	внутренняя
εσωτερικό	внутренний
εσωτερικό	внутреннее
εσωτερικό	внутренней
εσωτερικό	внутренняя
εσωτερικό	внутренний
εσωτερικό	внутреннее
ενέργεια	энергия
ενέργεια	energy
ενέργεια	энергии
ενέργεια	энергетика
μοντέλο	модели
μοντέλο	образец
μοντέλο	model
μοντέλο	модель
στρατιώτες	солдаты
στρατιώτες	солдат
στρατιώτες	войска
πώς	как
γερμανός	немецкая
γερμανός	немецкие
γερμανός	немец
γερμανός	немецкое
γερμανός	германии
γερμανός	немецкий
αφρική	африка
επιλογή	выбор
επιλογή	подбор
επιλογή	выделение
επιλογή	отбора
επιλογή	отбор
επιλογή	подборка
επιλογή	опция
επιλογή	вариант
επιλογή	выбор
επιλογή	выберите
επιλογή	выбор
επιλογή	выбрать
επιλογή	выбираем
επιλογή	выберите
επιλογή	выбор
επιλογή	выделить
επιλογή	выбрать
σεπτέμβριο	сентября
σεπτέμβριο	сентябрь
στρατός	военный
στρατός	военных
στρατός	военная
στρατός	военные
στρατός	армии
στρατός	армия
περισσότεροι	более
περισσότεροι	больше
περισσότεροι	еще
παραμένει	останки
επιθέσεις	атаки
επιθέσεις	нападений
επιθέσεις	нападения
επιθέσεις	нападки
επιθέσεις	нападения
ιούνιο	июнь
ιούνιο	джун
ιούνιο	июня
σελίδες	страницы
σελίδες	страниц
περιβάλλον	окружение
χώρος	пространство
χώρος	космической
χώρος	космос
χώρος	space
σύνταγμα	полк
σύνταγμα	полка
σύνταγμα	конституция
σύγχρονη	современный
σύγχρονη	современных
σύγχρονη	современная
σύγχρονη	современные
σύγχρονη	современное
σύγχρονη	современный
σύγχρονη	современные
σύγχρονη	современная
σύγχρονη	современных
σύγχρονη	современное
αθλητές	спортсменов
αθλητές	спортсмены
υψόμετρο	высота
μπροστά	вперед
μπροστά	вперёд
μπροστά	передние
μπροστά	передняя
μπροστά	фронт
περιεχόμενο	содержимое
περιεχόμενο	контент
περιεχόμενο	материалы
περιεχόμενο	содержание
περιεχόμενο	содержимое
ιδιότητες	атрибуты
ιδιότητες	свойства
ιδιότητες	недвижимость
ευρωπαϊκή	европейская
ευρωπαϊκή	европейского
ευρωπαϊκή	европейское
ευρωπαϊκή	европейский
αντίδραση	реакция
αντίδραση	реакции
αντίδραση	реагирование
αντίδραση	реакция
αντίδραση	ответ
ασία	азии
ασία	азия
ασία	asia
επιχειρήσεις	предприятия
επιχειρήσεις	предприятий
επιχειρήσεις	предприятия
επιχειρήσεις	предприятий
αιώνας	век
αιώνας	столетие
υπόθεση	случае
υπόθεση	случай
υπόθεση	дело
υπόθεση	кейс
αριστερά	левой
αριστερά	слева
αριστερά	налево
αριστερά	осталось
αριστερά	оставил
ήρθε	пришла
ήρθε	пришел
ήρθε	пришёл
αγωνιστική	гонки
αγωνιστική	racing
αγωνιστική	скачки
εκδοχή	версии
εκδοχή	версия
καλύτερα	лучше
καλύτερα	получше
καλύτερα	лучшие
καλύτερα	лучшая
καλύτερα	лучший
καλύτερα	best
καλύτερα	лучшее
μεγάλος	большая
μεγάλος	big
μεγάλος	большие
μεγάλος	большой
μεγάλος	биг
λίστα	перечень
λίστα	список
έκθεση	пожаловаться
έκθεση	отчёт
έκθεση	доклад
έκθεση	отчет
έκθεση	выставки
έκθεση	выставка
έκθεση	воздействия
οικονομικών	финансы
οικονομικών	финансирование
καλό	хорош
καλό	хороша
καλό	хороший
καλό	хорошее
καλό	хорошо
οξύ	кислота
οξύ	кислоты
πλατεία	площадь
πλατεία	квадрат
πλατεία	квадратный
μάρτιο	марш
μάρτιο	март
μάρτιο	марта
προστασία	защита
προστασία	охрана
απεβίωσε	покойный
απεβίωσε	скончалась
απεβίωσε	умершего
απεβίωσε	скончался
απεβίωσε	умершие
επέκταση	продление
επέκταση	расширение
επέκταση	расширение
προσωπική	личная
προσωπική	личные
προσωπική	личное
προσωπική	личного
προσωπική	личный
πράξη	акт
καταγωγή	происхождение
καταγωγή	происхождения
καταγωγή	происхождение
καταγωγή	происхождения
μικρογραφία	миниатюру
πήγε	пошла
αγώνας	гонки
αγώνας	гонка
αγώνας	расы
αγώνας	раса
αγώνας	борьба
αγώνας	матч
αγώνας	совпадение
αγώνας	бой
αγώνας	драка
υπηρεσίες	услуг
υπηρεσίες	услуги
υπηρεσίες	обслуживание
υπηρεσίες	службы
στόχο	цель
στόχο	мишень
στόχο	цель
στόχο	цель
στόχο	гол
πλαίσια	рамки
εκστρατεία	кампании
εκστρατεία	кампания
κύπρο	кипра
κύπρο	кипр
κύπρο	кипре
επιστροφή	возврат
επιστροφή	возмещение
επιστροφή	возвращения
επιστροφή	возврат
επιστροφή	вернуть
επιστροφή	вернуться
επιστροφή	возвращение
αύγουστο	августа
αύγουστο	август
λίμνη	пруд
λίμνη	озеро
λίμνη	лейк
περιλαμβάνουν	включить
περιλαμβάνουν	включать
ιούλιο	июль
ηθοποιοί	актрисы
ηθοποιοί	субъектов
ηθοποιοί	актеры
εργάστηκε	работал
εργάστηκε	работала
εργάστηκε	сработало
εργάστηκε	работали
κριτική	критика
κριτική	критику
κριτική	критика
κείμενα	тексты
λάθος	неправильный
λάθος	неверное
λάθος	неверный
λάθος	неверно
λάθος	неправильный
λάθος	неправильно
λάθος	неверно
λάθος	ошибка
λάθος	ошибка
γραμμές	строк
γραμμές	строки
γραμμές	ряды
γραμμές	строк
γραμμές	линии
γραμμές	линий
γραμμές	строки
επεξεργασία	правка
επεξεργασία	редактировать
επεξεργασία	изменить
επεξεργασία	редактирование
επεξεργασία	обработки
επεξεργασία	переработка
επεξεργασία	обработка
νίκες	выигрывает
νίκες	побеждает
νίκες	победы
νίκες	побед
βιογραφικά	cvs
διαφορετικά	разные
διαφορετικά	различных
διαφορετικά	иначе
γρήγορα	быстрый
γρήγορα	быстро
γρήγορα	быстрая
γρήγορα	быстрый
γρήγορα	быстро
γρήγορα	быстрая
γρήγορα	быстро
άρη	арес
άρη	марс
άνθρωπος	человеческое
άνθρωπος	человеческая
άνθρωπος	человек
άνθρωπος	человека
άνθρωπος	чел
άνθρωπος	мужик
άνθρωπος	человек
άνθρωπος	мужчина
άνθρωπος	man
έφερε	принес
έφερε	привезли
έφερε	принесли
έφερε	принесла
έπαιξε	играли
έπαιξε	играла
έπαιξε	играл
εδάφη	территорий
εδάφη	территории
εδάφη	территориях
εδάφη	территориям
εδάφη	почв
εδάφη	почва
εδάφη	почвы
σύνορα	границы
σύνορα	границ
σύνορα	граница
σύνορα	границы
σύνορα	границу
σύνορα	граница
σύνορα	рубеж
αεροσκάφη	авиация
αεροσκάφη	самолет
αεροσκάφη	самолеты
αεροσκάφη	самолёт
αεροσκάφη	самолета
πλοίο	судно
πλοίο	сосуд
πλοίο	судна
πλοίο	судно
πλοίο	корабль
πλοίο	лодке
πλοίο	лодка
πλοίο	лодку
πλοίο	яхта
ομοσπονδία	федерация
ομοσπονδία	федерации
αρχίζει	начинается
αρχίζει	начинается
αρχίζει	начинает
διοικητική	административные
διοικητική	административная
γήπεδο	стадион
δεκέμβριο	декабрь
αμερικανοί	американский
αμερικανοί	американские
αμερικανοί	американская
αμερικανοί	american
αμερικανοί	американских
αμερικανοί	американец
αμερικανοί	американцы
απρίλιο	эйприл
απρίλιο	апрель
απρίλιο	апреля
καλύτερο	лучше
καλύτερο	получше
καλύτερο	лучшие
καλύτερο	лучшая
καλύτερο	лучший
καλύτερο	best
καλύτερο	лучшее
υποστήριξη	поддерживающие
υποστήριξη	поддержка
υποστήριξη	поддержки
υποστήριξη	поддержка
υποστήριξη	поддержку
υποστήριξη	поддерживаю
δημιούργησε	созданные
δημιούργησε	созданный
δημιούργησε	создано
δημιούργησε	создана
δημιούργησε	создан
κοινοβούλιο	парламент
γερμανικά	немецкая
γερμανικά	немецкие
γερμανικά	немец
γερμανικά	немецкое
γερμανικά	германии
γερμανικά	немецкий
ζωγράφος	художник
διοικητής	командор
διοικητής	командующий
διοικητής	коммандер
διοικητής	командир
δημόσια	общественность
δημόσια	публичные
δημόσια	общественности
αύξηση	увеличить
αύξηση	увеличение
αύξηση	поднять
αύξηση	поднимаю
εμφανίσεις	показы
εμφανίσεις	впечатления
γύρο	круглая
γύρο	круглые
γύρο	раунд
δίσκο	диск
δίσκο	диска
δίσκο	диск
δίσκο	поднос
χρησιμοποιώντας	использование
χρησιμοποιώντας	используя
υπηρέτησε	служил
υπηρέτησε	служили
κοινή	общих
κοινή	общие
κοινή	общая
αξίωμα	аксиома
αστεροειδής	астероидов
αστεροειδής	астероид
νοέμβριο	ноября
νοέμβριο	ноябрь
μήνα	месяц
μήνα	месяца
πάτρα	патры
πολιτισμού	культура
γράφει	пишет
φαινόμενο	явление
φαινόμενο	феномен
κράτη	государства
κράτη	штатов
κράτη	штаты
άγιο	святая
άγιο	святые
άγιο	святой
άγιο	святейший
άγιο	святое
γαλλικά	французский
γαλλικά	французы
γαλλικά	французское
γαλλικά	французская
τουρκία	индейка
τουρκία	турция
τουρκία	турцию
τουρκία	турции
δρόμο	дорога
δρόμο	дорожной
δρόμο	road
δρόμο	роуд
λιμάνι	порт
λιμάνι	порту
λιμάνι	гавани
λιμάνι	харбор
λιμάνι	гавань
ηνωμένο	объединенные
ηνωμένο	united
ηνωμένο	юнайтед
ποιητής	поэт
ποιητής	поэта
συνέπεια	согласованность
συνέπεια	последовательности
συνέπεια	последовательность
συνέπεια	следствием
συνέπεια	последствие
δείχνει	показывает
πρόεδρο	президент
πρόεδρο	председатель
μνήμη	память
μνήμη	воспоминание
μνήμη	памяти
χέρια	оружие
χέρια	вооружений
χέρια	руки
χέρια	руки
κανόνες	правил
κανόνες	правила
αρχαίοι	древние
διατήρηση	сохранения
διατήρηση	сохранение
διατήρηση	поддержание
διατήρηση	ведение
διατήρηση	сохранение
διατήρηση	удержание
διατήρηση	удержания
βουλή	парламент
παιδί	парень
παιδί	дитя
παιδί	детский
παιδί	ребенок
παιδί	ребёнок
παιδί	ребенка
δίπλα	прилегающие
δίπλα	прилегающих
εικόνες	рисунки
εικόνες	фотографии
εικόνες	картинки
εικόνες	pictures
εικόνες	картинки
εικόνες	изображения
εικόνες	образы
εθνικότητα	гражданство
εθνικότητα	национальность
εθνικότητα	гражданства
τελευταίος	последние
τελευταίος	последнее
τελευταίος	last
τελευταίος	последний
τελευταίος	последняя
ενώσεις	ассоциаций
ενώσεις	ассоциации
ενώσεις	соединения
ενώσεις	соединений
θέλει	хочет
σκηνή	сцена
σκηνή	палатку
σκηνή	палатки
εισαγωγή	введение
εισαγωγή	импортировать
εισαγωγή	импорт
εισαγωγή	вставка
εισαγωγή	вставить
εισαγωγή	включить
μεταφορά	транспорт
μεταφορά	транспортировка
μεταφορά	перенос
μεταφορά	трансфер
μεταφορά	передача
μεταφορά	транспорт
μεταφορά	перевозка
μεταφορά	перевозки
εξωτερικό	внешнее
εξωτερικό	внешние
εξωτερικό	внешняя
εξωτερικό	внешних
εξωτερικό	внешний
άτομο	человек
άτομο	атом
εργασία	работа
εργασία	работы
εργασία	труд
εργασία	труд
γερμανοί	немецкая
γερμανοί	немецкие
γερμανοί	немец
γερμανοί	немецкое
γερμανοί	германии
γερμανοί	немецкий
γερμανοί	немцы
τάξη	класс
τάξη	орден
τάξη	заказ
τάξη	заказать
τάξη	приказ
τάξη	порядок
διορίστηκε	назначенные
διορίστηκε	назначен
παρελθόν	прошлое
παρελθόν	прошедшее
παρελθόν	прошлом
παρελθόν	прошлые
παλαιότερα	ранее
δουλειά	работа
δουλειά	работа
δουλειά	работы
δουλειά	труд
συμπεριφορά	поведение
συμπεριφορά	позиция
συμπεριφορά	отношение
συμπεριφορά	настрой
συμπεριφορά	поведение
βόρειο	северный
βόρειο	северная
βόρειο	северные
βόρειο	северное
βόρειο	северной
απόψεις	мнение
απόψεις	мнения
απόψεις	просмотры
απόψεις	просмотров
απόψεις	мнения
απόψεις	взгляды
άνθρακα	уголь
άνθρακα	угля
άνθρακα	углерода
άνθρακα	углерод
κοινωνία	общество
κοινωνία	общества
οκτώ	восемь
οκτώ	восьмой
οκτώ	eight
σύμβολο	символ
προσθήκη	добавить
προσθήκη	добавьте
ισραήλ	израиль
άρης	арис
άρης	арес
άρης	марс
καναδά	canada
καναδά	канаду
καναδά	канада
παιχνίδια	games
παιχνίδια	игры
παιχνίδια	игрушки
κομμάτια	куски
κομμάτια	кусочки
ανάλυση	разбивка
ανάλυση	срыв
ανάλυση	распад
ανάλυση	анализа
ανάλυση	анализ
κόκκινο	красные
κόκκινο	красная
κόκκινο	красный
κόκκινο	красное
κόκκινο	красного
κόκκινο	red
ηλιακό	солнечной
ηλιακό	солнечное
ηλιακό	солнечные
ηλιακό	солнечная
δίσκος	альбом
δίσκος	диск
δίσκος	диска
δίσκος	диск
δίσκος	поднос
πρωταθλήτρια	чемпион
ροκ	скала
ροκ	камень
ροκ	рок
ροκ	rock
αντικείμενα	пункты
αντικείμενα	предметы
αντικείμενα	объектов
αντικείμενα	предметы
αντικείμενα	объекты
ενέργειας	энергия
ενέργειας	energy
ενέργειας	энергии
ενέργειας	энергетика
ζώνη	зона
ζώνη	зоны
ζώνη	ремень
ζώνη	пояса
ζώνη	пояс
σύλλογοι	ассоциаций
σύλλογοι	ассоциации
σύλλογοι	клубы
σχέδια	конструкций
σχέδια	планы
σχέδια	проекты
σχέδια	проектов
σχέδια	рисунки
σχέδια	чертежи
χιλιάδες	тысячи
δίκτυο	сеть
δίκτυο	сети
δίκτυο	network
φως	light
φως	свет
φως	света
φως	светло
πραγματικό	real
πραγματικό	настоящий
πραγματικό	настоящие
πραγματικό	настоящая
πραγματικό	реальные
παραπομπές	ссылки
μικρές	маленькая
μικρές	маленькие
μικρές	малых
μικρές	маленький
μικρές	мелкие
μικρές	малые
πίνακας	стол
πίνακας	таблица
πίνακας	картина
πίνακας	живопись
πίνακας	рисование
απάντηση	отвечайте
απάντηση	ответ
απάντηση	ответить
απάντηση	ответ
απάντηση	ответить
παρόμοια	аналогичная
παρόμοια	похожие
παρόμοια	аналогичное
παρόμοια	аналогичные
παρόμοια	схожие
απόλυτο	абсолютной
απόλυτο	абсолютный
απόλυτο	абсолютная
απόλυτο	абсолютное
περιλαμβάνονται	включенные
περιλαμβάνονται	включено
περιλαμβάνονται	включает
αποκλειστικά	эксклюзивный
αποκλειστικά	эксклюзивные
αποκλειστικά	исключительной
αποκλειστικά	исключительно
νότιο	южные
νότιο	южная
νότιο	южный
νότιο	южной
νότιο	южное
νότιο	южная
νότιο	юг
νότιο	южный
νότιο	южной
πολιτικές	политика
ανήκε	принадлежали
ανήκουν	принадлежать
νόμος	закон
νόμος	право
πράγματα	вещи
πράγματα	вещи
οποιαδήποτε	любой
οποιαδήποτε	любую
οποιαδήποτε	любые
οποιαδήποτε	любое
οποιαδήποτε	любая
άννα	анна
απλώς	просто
απλώς	только
έζησε	прожил
έζησε	жили
έζησε	жила
έζησε	жил
σκηνοθέτης	режиссер
σκηνοθέτης	режиссёр
σκηνοθέτης	директор
ιαπωνία	japan
ιαπωνία	японии
ιαπωνία	япония
σειρές	серия
σειρές	серии
σειρές	строк
σειρές	строки
σειρές	ряды
ολυμπιακό	олимпийские
ολυμπιακό	олимпийский
εμφανίστηκε	появилась
εμφανίστηκε	появился
χαρακτηρίζεται	охарактеризовал
δολάρια	доллары
λίγες	немногим
λίγες	немногие
λίγες	немногих
τρόπος	путь
τρόπος	way
τρόπος	способ
κεντρικό	центральная
κεντρικό	центральное
κεντρικό	центральной
κεντρικό	центральный
ακαδημίας	академии
ακαδημίας	академия
πέτυχε	удалось
πέτυχε	преуспел
καταστροφή	катастрофа
καταστροφή	бедствия
καταστροφή	бедствие
καταστροφή	катастрофа
καταστροφή	катастрофы
καταστροφή	катастрофу
καταστροφή	разрушение
καταστροφή	разрушения
καταστροφή	уничтожения
καταστροφή	уничтожение
φύση	характер
φύση	характера
φύση	натура
φύση	природа
ναι	да
ναι	ага
όργανα	инструменты
όργανα	приборы
όργανα	учреждения
όργανα	институты
τιμές	цены
τιμές	величины
τιμές	значения
τιμές	ценностей
τιμές	ценности
πίεση	давление
βασίλισσα	королева
βασίλισσα	queen
βασίλισσα	куин
βασίλισσα	царица
κόμματα	запятые
κόμματα	стороны
κόμματα	партии
κόμματα	вечеринки
χαρακτήρες	символов
χαρακτήρες	персонажей
χαρακτήρες	символы
χαρακτήρες	персонажи
πολιτικό	политик
πολιτικό	политических
πολιτικό	политическая
πολιτικό	политический
φιλοσοφία	философия
φιλοσοφία	философии
συμμετέχει	участвует
χημική	химического
χημική	химический
χημική	химическая
βίντεο	video
βίντεο	видео
βίντεο	видео
ασίας	азии
ασίας	азия
ασίας	asia
ίδρυσε	основанное
ίδρυσε	основано
ίδρυσε	основанная
ίδρυσε	основана
ίδρυσε	основанный
ίδρυσε	основан
παλιά	старая
παλιά	old
παλιά	старые
παλιά	старое
παλιά	старый
μονάδα	подразделение
μονάδα	единицы
μονάδα	единица
βρετανία	британия
στρατηγός	общие
στρατηγός	генерал
εξαιρετικά	чрезвычайно
εξαιρετικά	крайне
εξαιρετικά	превосходно
οικονομικά	экономика
ίδρυμα	фонд
ίδρυμα	основа
ίδρυμα	foundation
ίδρυμα	основание
ίδρυμα	фундамент
ίδρυμα	учреждение
ίδρυμα	институт
διεύθυνση	директората
διεύθυνση	директорат
διεύθυνση	адреса
διεύθυνση	адрес
υπόλοιπα	отдохнуть
υπόλοιπα	отдых
πάπας	поуп
σταθμό	станция
σταθμό	station
σταθμό	вокзал
σταθμό	станции
σχετική	родственник
σχετική	относительной
σχετική	относительное
σχετική	относительные
σχετική	относительный
σχετική	относительная
σχετική	актуально
σχετική	соответствующих
σχετική	связанные
αρχιτεκτονική	архитектура
αρχιτεκτονική	архитектуры
προπονητές	тренеров
δραστηριότητα	активность
δραστηριότητα	действия
δραστηριότητα	деятельность
τεχνική	технические
τεχνική	техническое
τεχνική	технический
τεχνική	техника
τεχνική	технику
διαμέρισμα	квартиру
διαμέρισμα	квартира
διαμέρισμα	квартира
διαμέρισμα	апартаменты
διαμέρισμα	квартире
γράμματα	хвосты
γράμματα	буквы
γράμματα	письма
μακεδονία	македонии
μακεδονία	македония
πιθανώς	возможно
πιθανώς	вероятно
πιθανώς	возможно
ανδρέας	андреас
κάποιοι	некоторых
κάποιοι	некоторые
εθνικός	национальные
εθνικός	национальных
εθνικός	national
εθνικός	национальная
εθνικός	национальный
υόρκη	йорк
υόρκη	йорке
βασιλική	базилика
βασιλική	королевские
βασιλική	королевский
βασιλική	royal
βασιλική	королевской
βασιλική	королевская
μνημείο	ориентир
μνημείο	мемориал
μνημείο	памятник
τζέιμς	джеймс
μονάδες	подразделения
μονάδες	единицы
μονάδες	подразделений
είπε	саид
είπε	сказал
γονείς	родители
γονείς	родителям
γονείς	родителей
δημοτική	муниципальный
δημοτική	муниципальные
δημοτική	муниципальных
μάχες	бои
μάχες	драки
μάχες	бои
μάχες	битв
μάχες	сражения
μάχες	битвы
πολιτικά	политики
πολιτικά	политика
πολιτικά	политически
καθεστώς	статус
καθεστώς	состояние
καθεστώς	схема
καθεστώς	режим
ρωμαϊκή	римская
ρωμαϊκή	роман
λογική	обоснование
λογική	логическое
λογική	логично
λογική	логика
βυζαντινή	византийский
αφρικής	африканский
αφρικής	африканского
αφρικής	африканские
αφρικής	африканская
κριτήρια	критерии
άμεσα	напрямую
άμεσα	непосредственно
μοναδικό	уникальная
μοναδικό	уникальные
μοναδικό	уникальный
μοναδικό	уникальное
δικαιωμάτων	права
δικαιωμάτων	прав
ακολούθησαν	последовало
εσωτερικών	внутренних
εσωτερικών	интерьер
κατακτήσει	завоевать
όρια	границы
όρια	лимит
όρια	ограничение
όρια	предел
όρια	ограничить
όρια	пределы
λύση	раствор
λύση	решение
φυσικό	естественные
φυσικό	естественный
φυσικό	естественное
φυσικό	природных
φυσικό	натуральные
φυσικό	натуральный
συνθέτης	композитор
αίγυπτο	египет
τρέχουσα	текущий
τρέχουσα	текущее
τρέχουσα	нынешней
τρέχουσα	текущие
τρέχουσα	текущая
κώδικα	код
κώδικα	code
αέρα	воздух
αέρα	air
εύκολα	легко
δήλωσε	объявил
δήλωσε	объявлен
δήλωσε	объявлена
ακαδημία	академии
ακαδημία	академия
πτώση	отклонить
πτώση	упадок
πτώση	падение
πτώση	падает
πτώση	капля
πτώση	осень
πτώση	падение
πτώση	осенью
πτώση	упасть
ζαν	жан
ζαν	джин
ζαν	жанна
κτίριο	строительство
κτίριο	здание
προσωπικό	личная
προσωπικό	личные
προσωπικό	личное
προσωπικό	личного
προσωπικό	личный
προσωπικό	персонал
προσωπικό	персонал
προσωπικό	сотрудники
αυστραλία	австралия
αυστραλία	австралии
κίνα	china
κίνα	китай
επαρχίες	провинций
επαρχίες	провинции
παίκτης	игрок
παίκτης	проигрыватель
κοινωνική	социальное
κοινωνική	социального
κοινωνική	социальный
κοινωνική	социальная
κοινωνική	социальные
φεβρουάριο	февраля
φεβρουάριο	февраль
πολιτεία	штат
πολιτεία	состояние
πολιτεία	государство
μυθιστόρημα	роман
αεροδρόμιο	airport
αεροδρόμιο	аэропорт
κατοχή	хранение
κατοχή	владение
κατοχή	обладание
κατοχή	оккупация
κατοχή	профессия
κατοχή	оккупации
αμερικανική	американский
αμερικανική	американские
αμερικανική	американская
αμερικανική	american
αμερικανική	американских
αμερικανική	американец
πιθανόν	возможно
πιθανόν	вероятно
πιθανόν	возможно
λειτουργίας	операционная
λεξικό	лексикон
λεξικό	словарь
πλειοψηφία	большинство
νόμο	закон
νόμο	право
ζώα	животные
ζώα	животных
ζώα	звери
ζώα	скот
ζώα	скота
συμβόλαιο	контракт
σενάριο	сценарий
σενάριο	сценарист
σενάριο	сценарий
σενάριο	сценарий
ενάντια	против
περαιτέρω	далее
περαιτέρω	дальнейшая
επαφή	контакт
επαφή	связаться
επαφή	контакты
μπλε	синий
μπλε	blue
μπλε	синие
μπλε	голубые
μπλε	голубой
εργασίες	работа
εργασίες	работы
εργασίες	труд
εργασίες	вакансии
ολόκληρη	целая
ολόκληρη	целые
ολόκληρη	целое
ολόκληρη	целиком
δήμαρχος	мэр
κινδύνου	риска
κινδύνου	риск
κινδύνου	риски
κινδύνου	опасности
κινδύνου	опасность
ρόμπερτ	роберт
ρόμπερτ	робер
σταδιακά	постепенно
επίσημο	официальных
επίσημο	официальное
επίσημο	официальный
επίσημο	официальная
επίσημο	официальные
επίσημο	формальный
επίσημο	формальные
οικονομία	экономика
οικονομία	экономия
οικονομία	экономика
βιβλιογραφία	библиография
κρήτη	крит
πλήρη	полный
πλήρη	полные
πλήρη	полное
πλήρη	полного
πλήρη	полная
πλήρη	полный
πλήρη	полная
πλήρη	завершить
λεζάντα	подпись
λεζάντα	заголовок
ανάγκη	нужно
ανάγκη	нужна
ανάγκη	потребность
προϊόντα	товары
προϊόντα	продукция
προϊόντα	изделия
προϊόντα	продукты
σημειώσεις	отмечает
σημειώσεις	записки
σημειώσεις	примечания
σημειώσεις	ноты
σημειώσεις	заметки
γνώμη	мнение
καλλιτέχνες	художники
καλλιτέχνες	артисты
καλλιτέχνες	художников
καλλιτέχνες	исполнители
ισχύει	действительный
ισχύει	действительное
ισχύει	применяет
ισχύει	применяется
οδηγεί	ведет
οδηγεί	ведущая
οδηγεί	ведущие
οδηγεί	ведущий
οδηγεί	ведущее
οδηγεί	ведущих
οδηγεί	сводит
οδηγεί	диски
συμβαίνει	случается
ρώμης	рим
πλήθος	толпы
πλήθος	толпа
πλήθος	толпы
πλήθος	толпа
ιερά	святая
ιερά	святые
ιερά	святой
ιερά	святейший
ιερά	святое
ιερά	святое
ιερά	священное
ιερά	священная
ιερά	священный
ιερά	священной
πόλεων	города
πόλεων	городов
ηγεσία	руководство
ηγεσία	лидерство
συνδυασμό	комбинации
συνδυασμό	комбинация
συνδυασμό	сочетание
συνδυασμό	сочетании
συνάρτηση	функция
συνάρτηση	функции
αξία	ценность
αξία	значение
αξία	величина
αξία	стоимость
μάζα	массе
μάζα	массового
μάζα	масса
φράση	фраза
φυσικής	физика
φυσικής	физики
ειρήνη	мира
ειρήνη	мир
προσπάθησε	попробуй
προσπάθησε	попробовать
προσπάθησε	попробуйте
προσπάθησε	попытка
φωνή	голос
οικογένειες	семей
οικογένειες	семьи
ομώνυμο	омоним
εντολή	команда
εντολή	командования
εντολή	командование
εντολή	мандат
γάλλοι	французский
γάλλοι	французы
γάλλοι	французское
γάλλοι	французская
γάμο	брак
γάμο	браки
γάμο	свадьбу
γάμο	свадьбы
γάμο	свадебный
γάμο	свадьба
θρησκεία	религии
θρησκεία	религия
επιτρέπει	позволяет
επιτρέπει	разрешает
παρέχει	обеспечивает
παρέχει	предоставляет
αδελφός	братец
αδελφός	брат
ζήτησε	запросил
ζήτησε	запросили
ζήτησε	просила
ζήτησε	запросила
ζήτησε	спрашивает
ζήτησε	спросил
ζήτησε	спросили
ζήτησε	спросила
επιρροή	влияние
κατάκτηση	завоевания
κατάκτηση	завоевать
υπέγραψε	подпись
υπέγραψε	подписано
υπέγραψε	подписан
υπέγραψε	подписана
υπέγραψε	подписаны
σοβιετική	советская
σοβιετική	советского
σοβιετική	советский
σοβιετική	советские
αντιδράσεις	реакция
αντιδράσεις	реакции
αντιδράσεις	реакций
συγγραφέα	писатель
συγγραφέα	сценарист
συγγραφέα	автор
κερδίσει	победить
κερδίσει	выиграть
κερδίσει	победа
παγκοσμίως	worldwide
μακριά	подальше
μακριά	прочь
βασικό	базовые
βασικό	основные
βασικό	базовый
βασικό	базовая
βασικό	basic
προσπάθειες	попытки
προσπάθειες	усилия
κρίση	суждение
κρίση	кризис
κρίση	кризиса
περ	приблизительно
περ	пер
περιγραφή	описание
πύλη	врата
πύλη	ворота
πύλη	портал
πύλη	врата
πύλη	ворота
πύλη	шлюз
ανακοίνωσε	объявить
ανακοίνωσε	объявлено
ανακοίνωσε	объявили
ανακοίνωσε	объявил
ανακοίνωσε	объявленные
ανακοίνωσε	объявила
ελ	elle
μήνυμα	сообщение
μήνυμα	послание
βαθμολογία	рейтинг
βαθμολογία	оценка
βαθμολογία	счёт
βαθμολογία	счет
βαθμολογία	очко
βαθμολογία	баллы
προκάλεσε	спровоцировал
μεγαλύτερος	старше
μεγαλύτερος	старшая
μεγαλύτερος	крупнее
μεγαλύτερος	крупнее
γεννημένος	родилась
γεννημένος	родился
μοναστήρι	монастырь
μοναστήρι	монастырь
δραστηριότητες	мероприятия
δραστηριότητες	деятельность
χίτλερ	гитлер
χίτλερ	гитлера
γραμματέας	секретарь
γραμματέας	секретарша
περιέχουν	сдержать
περιέχουν	содержать
ελευθερία	свободы
ελευθερία	свободу
ελευθερία	свобода
ελευθερία	свобода
ταξίδι	путешествие
ταξίδι	рейса
ταξίδι	поездки
ταξίδι	проезд
ταξίδι	путешествия
ταξίδι	путешествие
ταξίδι	путешествие
ταξίδι	поездка
ταξίδι	трип
ταξίδι	путешествие
μοναδική	уникальная
μοναδική	уникальные
μοναδική	уникальный
μοναδική	уникальное
ακτή	берегу
ακτή	берег
ακτή	береговая
