மற்றும்	és
பன்றி	disznó
பன்றி	sertés
பன்றி	malac
அதிகரிக்க	növekedés
அதிகரிக்க	növelése
அதிகரிக்க	emelkedés
அதிகரிக்க	növelje
ஏற்க	elfogadni
ஏற்க	elfogadom
ரோம்	róma
ரோம்	rom
அட்டைகள்	kártyák
அட்டைகள்	lapok
அட்டைகள்	kártya
நேரியல்	lineáris
முக்கியமானது	fontos
படிப்பு	persze
படிப்பு	vizsgálat
படிப்பு	tanulmányok
படிப்பு	tanulás
படிப்பு	tanulmány
தட்டச்சு	gépelni
காப்பு	tartalék
காப்பு	erősítés
காப்பு	karkötő
போட்டு	rakd
போட்டு	tedd
வசனம்	párbeszédre
வசனம்	párbeszéd
வசனம்	vers
கற்கள்	stones
கற்கள்	kövek
திறக்கப்பட்டது	megnyitott
திறக்கப்பட்டது	megnyílt
திறக்கப்பட்டது	nyitva
எழுத்துகள்	karakterek
எழுத்துகள்	szereplők
ஏவுகணை	rakéta
நீராவி	gőz
நீராவி	gőzzel
சம்பந்தப்பட்ட	érintett
சம்பந்தப்பட்ட	aggódó
காய்ச்சல்	lázas
காய்ச்சல்	láz
காய்ச்சல்	nátha
காய்ச்சல்	influenza
காய்ச்சல்	influenzás
விட்டம்	átmérője
விட்டம்	átmérő
விட்டம்	átmérőjű
ஆன்மீக	spirituális
ஆன்மீக	szellemi
ஆன்மீக	lelki
எபிரேய	héber
மறைந்த	elrejtve
மறைந்த	rejtett
மறைந்த	elrejtett
நடிக்க	casting
ஏர்லைன்ஸ்	légitársaság
ஏர்லைன்ஸ்	légitársaságok
ஏர்லைன்ஸ்	airlines
அமர்ந்து	ül
அமர்ந்து	ülve
அமர்ந்து	ülök
அமர்ந்து	ülő
சமமான	egyenlők
சமமான	egyenlő
சமமான	egyenlők
சமமான	egyenlőek
சமமான	egyenlő
பட்டை	bárok
பட்டை	rácsok
பட்டை	rúd
பட்டை	rács
பட்டை	bar
பட்டை	bár
சடங்கு	rituálé
சடங்கு	szertartás
சடங்கு	rituális
குகை	barlang
குகை	barlangot
குறைக்கும்	csökkentése
குறைக்கும்	csökkentik
குறைக்கும்	csökkenteni
குறைக்கும்	csökkentse
நாற்பது	negyven
மண்டலங்கள்	régiói
மண்டலங்கள்	régiók
மண்டலங்கள்	zónák
மண்டலங்கள்	övezetek
கோல்டன்	golden
கோல்டன்	arany
அகமது	ahmed
குழாய்கள்	csövek
நோயாளிகள்	páciensek
நோயாளிகள்	betegek
போராளிகள்	harcosok
போராளிகள்	vadászok
நிகழ்கிறது	előfordul
நிகழ்கிறது	megtörténik
நிகழ்கிறது	történik
நீக்கி	visszavonják
முழுவதுமாக	teljesen
கண்டுபிடிக்கப்பட்ட	felfedezte
கண்டுபிடிக்கப்பட்ட	felfedezett
பழங்கால	antik
நேபாளம்	nepál
நேபாளம்	nepáli
இடர்	kockázat
இடர்	kockázatos
ஆடும்	tánc
ஆடும்	táncolni
ஆடும்	táncol
சூழ்நிலை	szituáció
சூழ்நிலை	helyzet
உறவுகள்	kapcsolatok
உறவுகள்	kapcsolatok
கற்றுக்	tanított
நிறுவி	telepítő
நடுநிலை	semleges
கோபம்	düh
கோபம்	harag
கோபம்	dühöt
கோபம்	haragot
கோபம்	dühös
கோபம்	mérges
விழுந்து	esés
விழுந்து	őszi
விழுந்து	zuhanás
விழுந்து	ősszel
விழுந்து	ősz
குழப்பம்	rendetlenség
குழப்பம்	zűrzavar
குழப்பம்	zavart
குழப்பம்	zavartság
குழப்பம்	zűrzavar
குழப்பம்	zavarodott
குழப்பம்	zavart
குழப்பம்	zavaros
குழப்பம்	ütközés
குழப்பம்	konfliktusok
குழப்பம்	konfliktus
குழப்பம்	káosz
மூலக்கூறுகள்	molekulák
துகள்	részecske
தட்டு	tányér
தட்டு	lemez
தட்டு	tányért
தட்டு	tálca
துல்லியமான	pontos
துல்லியமான	precíziós
துல்லியமான	pontosság
நாயர்	nair
பூச்சி	rovarok
பூச்சி	rovar
பூச்சி	pest
நிலைமை	szituáció
நிலைமை	helyzet
எட்டாவது	nyolcadik
சிறுவர்கள்	fiuk
சிறுவர்கள்	fiúk
சிறுவர்கள்	gyerekek
சிறுவர்கள்	kölykök
ஒளியியல்	optika
புரதம்	protein
புரதம்	fehérje
புரதம்	fehérjék
நாகரிகம்	civilizációt
நாகரிகம்	civilizáció
ஆரம்	körzetben
ஆரம்	sugár
பண்ணை	farm
பண்ணை	gazdaság
மேற்பரப்பு	felszín
மேற்பரப்பு	felület
மேற்பரப்பு	felszíni
சாமுவேல்	samuel
பிடித்தது	kedvenc
பிடித்தது	kedvencem
வீரன்	bajnok
கையேடு	kézikönyv
கையேடு	kézi
கையேடு	manuális
கோதுமை	búza
பதிப்புகள்	változatok
விரைந்து	sietett
வளர்ச்சியை	növekedés
மரியாதை	tiszteletet
மரியாதை	tisztelet
விரிவாக்கம்	terjeszkedni
விரிவாக்கம்	meghosszabbítás
விரிவாக்கம்	kiterjesztés
விரிவாக்கம்	kiterjesztése
விரிவாக்கம்	bővítés
பீட்டா	béta
வழிமுறை	lépés
வழிமுறை	lépcső
வழிமுறை	módszer
வழிமுறை	csatorna
விரும்பினார்	kedvelt
விரும்பினார்	kedvelte
விரும்பினார்	kedvel
விரும்பினார்	tetszett
புரியும்	magyarázat
புரியும்	magyarázó
புரியும்	értem
கால்நடை	marha
கால்நடை	szarvasmarha
கால்நடை	marhák
கால்நடை	szarvasmarhák
ரஷ்யா	oroszország
தேங்காய்	kókusz
லூயி	luiz
லூயி	louis
லூயி	lajos
லூயி	louie
தெரியாத	ismeretlenek
தெரியாத	ismeretlen
வேண்டுகோள்	megkeresés
வேண்டுகோள்	kérésére
வேண்டுகோள்	kérésre
வேண்டுகோள்	kérés
வேண்டுகோள்	kérelem
அணிந்து	viselni
கேட்ட	hallott
கேட்ட	hallottam
அபிவிருத்தி	fejlesztés
அபிவிருத்தி	fejlődés
அபிவிருத்தி	fejlesztési
இடைக்கால	középkori
பாதுகாக்க	megvédeni
பார்வையாளர்கள்	célközönség
பார்வையாளர்கள்	közönség
பார்வையாளர்கள்	nézők
கண்காணிப்பு	nyomkövető
கண்காணிப்பு	követés
கண்காணிப்பு	monitoring
கண்காணிப்பு	megfigyelés
கண்காணிப்பு	ellenőrzés
சக்கரம்	volán
சக்கரம்	kereket
சக்கரம்	kerék
கோடுகள்	vonalak
கோடுகள்	sorok
அனுமதிக்கிறது	megengedi
புராண	epikus
எப்பொழுதும்	mindig
சிங்கம்	oroszlán
வேல்ஸ்	wales
புறநகர்	külvárosi
வழிகள்	módok
யானைகள்	elefántok
யானைகள்	elefánt
பாலிவுட்	bollywood
உறுதியாக	erősen
ஜாக்	jack
ஜாக்	zack
கண்டம்	kontinensen
கண்டம்	kontinens
பாதுகாப்பான	biztonságos
பாதுகாப்பான	biztonságban
பாதுகாப்பான	széf
பாதுகாப்பான	biztonság
பாதுகாப்பான	biztonságos
கட்டம்	rács
வாதம்	érvelés
வாதம்	érv
அவதாரம்	avatár
போதே	miközben
போதே	mialatt
போதே	míg
போதே	amíg
தேயிலை	tea
தேயிலை	teát
அண்ணன்	annan
படைப்பு	létrehozása
படைப்பு	alkotás
படைப்பு	teremtés
படைப்பு	alkotó
படைப்பு	kreatív
துணி	textil
துணி	szövetek
துணி	szövet
துணி	textil
துணி	textiltermékek
அவனுக்கு	őt
அவனுக்கு	neki
படப்பிடிப்பு	forgatás
படப்பிடிப்பு	lő
படப்பிடிப்பு	lövöldözés
படப்பிடிப்பு	lő
படப்பிடிப்பு	lövés
படப்பிடிப்பு	forgatás
சனி	szombati
சனி	szombaton
சனி	szombat
சனி	ültem
சனி	ült
மூங்கில்	bambusz
விடை	válasz
தேவைகளை	kell
தேவைகளை	szükséglet
தேவைகளை	szükségletei
தேவைகளை	szükségletek
சார்ல்ஸ்	károly
சார்ல்ஸ்	charles
நியாயமான	méltányos
நியாயமான	ésszerű
உதவியது	segített
உதவியது	segítettek
எட்வர்ட்	edward
ஏதோ	valami
ஏதோ	valamit
பிரீமியர்	premier
பிரீமியர்	premier
களஞ்சியம்	siló
இடைநிலை	közbenső
இடைநிலை	köztes
கேள்விகள்	kérdés
கேள்விகள்	kérdéseket
கேள்விகள்	kérdések
நல	jólét
நல	jóléti
விளையாட்டரங்கம்	stadion
விளையாட்டரங்கம்	stadionban
எல்லைகள்	határok
எல்லைகள்	határokon
எல்லைகள்	korlátok
எல்லைகள்	korlátozások
எல்லைகள்	határok
எல்லைகள்	határértékek
கதிர்வீச்சு	sugárzás
அழைக்கப்பட்டார்	meghívott
அழைக்கப்பட்டார்	meghívva
டோனி	tony
பனை	palm
சூறாவளி	ciklon
சூறாவளி	tájfun
சூறாவளி	hurrikán
ஆனந்த்	anand
பிரிட்டன்	britannia
பெருங்கோவில்	katedrális
நிலங்கள்	földeket
நிலங்கள்	földek
பெல்	bel
பெல்	csengő
பெல்	bell
பெல்	harang
நிழல்	árnyékok
நிழல்	árnyék
நிழல்	árnyak
நிழல்	árnyékolás
நிழல்	árnyékok
நிழல்	árny
நிழல்	árnyék
நிழல்	árnyék
நாடார்	nadar
விருத்தி	fejlesztés
விருத்தி	fejlődés
விருத்தி	fejlesztési
இதயம்	szívem
இதயம்	szívvel
இதயம்	szív
விமர்சனங்கள்	értékelések
விமர்சனங்கள்	vélemények
விமர்சனங்கள்	kritika
விமர்சனங்கள்	kritikát
எங்கு	hol
எங்கு	ahol
இணைக்க	kapcsolódás
இணைக்க	kapcsolatot
திட்டமிடல்	tervezés
தொகுத்தல்	vágás
தொகுத்தல்	szerkesztés
தொகுத்தல்	vágó
தொகுத்தல்	csoportosulás
வரவேற்பு	fogadás
வரவேற்பு	recepció
வரவேற்பு	befogadás
வரவேற்பு	vétel
மைக்	mike
பவர்	energia
பவர்	erő
பவர்	power
பவர்	hatalom
தரை	emelet
தரை	padló
தரை	talaj
இளவரசி	királylány
இளவரசி	hercegnő
டெல்	tel
டெல்	dell
தொழில்கள்	állás
தொழில்கள்	állások
தொழில்கள்	munkahelyek
கணவன்	férje
கணவன்	férjem
கணவன்	férj
தேவன்	isten
வாக்கெடுப்பு	felmérés
வாக்கெடுப்பு	szavazás
உலோகங்கள்	fémek
படுகொலைகள்	mészárlás
படுகொலைகள்	vérfürdő
யுனெஸ்கோ	unesco
சுவை	íze
சுவை	íz
எரிக்	eric
எரிக்	erik
பீடம்	oltár
சேரும்	milánó
சேரும்	milan
சேரும்	milánói
சேரும்	rendeltetési
சேரும்	cél
வெளிப்பாடு	kifejezés
வெள்ளம்	árvíz
வெள்ளம்	árvíz
வெள்ளம்	árvíz
வெள்ளம்	árvizek
கல்லறை	sír
கல்லறை	temetőben
கல்லறை	temető
கல்லறை	sírba
கல்லறை	sír
அத்தியாயம்	fejezet
அத்தியாயம்	epizód
அத்தியாயம்	rész
இணைந்தது	csatlakozott
பாட	énekelni
பாட	énekelj
பாட	énekel
மர	fából
மீதமுள்ள	megmaradt
மீதமுள்ள	megmaradó
மீதமுள்ள	fennmaradó
கோள்கள்	bolygók
ஆவணம்	doki
ஆவணம்	okmány
ஆவணம்	okirat
ஆவணம்	dokumentum
பேருந்துகள்	autóbusz
பேருந்துகள்	buszok
ஏற்படுகின்றன	összehúzódás
மாதா	mata
இணைக்கப்பட்டது	kapcsolódott
இணைக்கப்பட்டது	kapcsolt
இணைக்கப்பட்டது	összekapcsolt
இணைக்கப்பட்டது	kapcsolatban
இணைக்கப்பட்டது	kapcsolt
இணைக்கப்பட்டது	kapcsolódott
இணைக்கப்பட்டது	kapcsolódó
இணைக்கப்பட்டது	összekapcsolt
ராப்	rob
கூட்டல்	hozzáadás
கூட்டல்	összeg
நினைவில்	emlékezett
வேதம்	védák
கேட்கும்	kérdi
கேட்கும்	kérdezi
முடிச்சு	csomópont
முடிச்சு	csomót
முடிச்சு	csomó
கென்ட்	kent
தடம்	pálya
தடம்	vágány
தடம்	nyomon
ஐம்பது	ötven
ஐம்பது	fifty
நீதிமன்றங்கள்	bíróságok
ரப்பர்	gumi
வயதான	idős
வயதான	idősek
மகனும்	fiam
மகனும்	fiuk
கற்று	tanulni
கற்று	tanuljon
கற்று	tanul
மக்களாட்சி	demokrácia
பூங்காக்கள்	parkok
பூங்காக்கள்	parks
ரோஜா	rózsa
ரோஜா	rose
ரோஜா	roja
புகை	dohányzó
புகை	dohányzás
புகை	füst
சைவம்	vegetáriánus
சைவம்	vegetáriánus
சைவம்	vega
பகல்	napfény
பகல்	nappal
நிலா	hold
நிலா	holdon
நிலா	holdat
நிலா	moon
சதவிகிதம்	százalék
சதவிகிதம்	százalékban
பெனடிக்ட்	benedict
பெனடிக்ட்	benedek
நீச்சல்	úszik
நீச்சல்	úszás
நீச்சல்	úszni
நீச்சல்	úszó
நீச்சல்	úszás
நீச்சல்	úszni
பாடகி	énekesnő
பாடகி	énekes
பாடகி	singer
சடங்குகள்	rituálék
சடங்குகள்	szertartások
கிறிஸ்து	krisztus
யுனைடெட்	united
யுனைடெட்	egyesült
காலணி	cipőt
காலணி	cipő
காலணி	cipők
கரும்பு	cukornád
பதினான்கு	tizennégy
சேர்க்கை	union
சேர்க்கை	unió
சேர்க்கை	szakszervezet
சேர்க்கை	unión
சேர்க்கை	uniós
சேர்க்கை	felvételi
சேர்க்கை	kombó
எழுச்சி	emelkedés
செயற்பாடு	tevékenységek
செயற்பாடு	tevékenység
செயற்பாடு	aktivitás
விளையாடி	játszik
விளையாடி	játszom
படித்த	olvasott
படித்த	tanult
படித்த	művelt
மாறிலி	állandó
மாறிலி	folyamatos
கைப்பற்றிய	elfogott
கைப்பற்றிய	elfogták
ஒதுக்கீடு	juttatás
ஒதுக்கீடு	elosztás
பாபா	baba
கிளிநொச்சி	papagáj
வாழை	útifű
வாழை	banán
குழுவை	csoport
குழுவை	csoportban
அங்குலம்	centi
அங்குலம்	hüvelyk
அங்குலம்	hüvelyk
பேசி	telefonon
பேசி	telefon
பேசி	telefont
இறைச்சி	húsok
இறைச்சி	hús
இறைச்சி	húst
ஏரிகள்	tavak
தற்காலிகமாக	ideiglenesen
தற்காலிகமாக	átmenetileg
பூஜை	puja
அணுகுமுறை	megközelítése
அணுகுமுறை	megközelítés
காரணி	faktor
காரணி	tényező
நிலவு	hold
நிலவு	holdon
நிலவு	holdat
நிலவு	moon
உட்புற	belső
உட்புற	belseje
உலோகம்	metál
உலோகம்	metal
உலோகம்	fémek
உலோகம்	fém
உலோகம்	fémek
அறிமுக	debütáló
விதை	vetőmag
விதை	mag
விதை	vetőmag
விதை	magvak
விதை	mag
விதை	magok
ஊடகம்	media
ஊடகம்	média
மெக்சிகோ	mexikó
அமெரிக்கர்	amerikai
அமெரிக்கர்	amerikaiak
இப்னு	ibn
அறிக்கைகள்	jelentések
அறிக்கைகள்	beszámolók
வெற்றியை	sikeres
வெற்றியை	siker
நாளிதழ்	újság
ஹாலிவுட்	hollywood
ஹாலிவுட்	hollywoodban
ஹாலிவுட்	hollywoodi
மெல்ல	lassan
பிறந்தது	született
பிறந்தது	megszületett
பதினாறு	tizenhat
சகோதரன்	testvér
கடை	műhely
கடை	üzlet
கடை	bolt
கடை	vásárlás
கடை	áruház
கடை	üzlet
கடை	bolt
தெளிவு	világos
தெளிவு	tiszta
தெளிவு	egyértelműség
கணினிகள்	számítógép
கணினிகள்	számítógépek
வேர்	gyökér
பிரான்சிஸ்	feri
பிரான்சிஸ்	francis
பிரான்சிஸ்	ferenc
ஊழியர்கள்	alkalmazottak
ஊழியர்கள்	személyzet
ஊழியர்கள்	munkatársak
சக்கர	volán
சக்கர	kereket
சக்கர	kerék
வாட்	watt
வாட்	wat
சுவிஸ்	svájc
சுவிஸ்	svájci
பேட்மேன்	batman
மூடிய	bezárt
மூடிய	zárva
மூடிய	zárt
ஆட்டோ	auto
ஆட்டோ	automata
ஆட்டோ	automatikus
வெளியேறும்	kilépés
வெளியேறும்	kilépő
வெளியேறும்	kijárat
ஸ்டீபன்	stephen
ஸ்டீபன்	istván
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	építkezés
கட்டுமான	építési
கட்டுமான	építés
போஸ்	bose
போஸ்	póz
போஸ்	pózt
சார்பற்ற	maradi
இன்பம்	élvezet
ஒன்பதாவது	kilences
ஒன்பதாவது	kilenc
ஒன்பதாவது	kilencedik
டெய்லர்	taylor
புனைவு	kitaláció
புனைவு	fikció
கன்னி	virgo
மரபுகள்	hagyományok
மரபுகள்	hagyomány
நடுவர்	bíró
நெறிமுறைகள்	kritérium
நெறிமுறைகள்	szempontok
நெறிமுறைகள்	kritériumok
டாட்டா	tata
விவசாயிகள்	farmerek
விவசாயிகள்	gazdálkodók
விவசாயிகள்	gazdák
சாதனம்	berendezés
சாதனம்	szerkezet
சாதனம்	eszköz
சாதனம்	készülék
மின்னணுவியல்	elektronika
மின்னணுவியல்	elektronikai
மேற்கோள்கள்	műholdas
மேற்கோள்கள்	műhold
மேற்கோள்கள்	idézetek
மேற்கோள்கள்	idéz
மேற்கோள்கள்	példák
மேற்கோள்கள்	példákat
மேற்கோள்கள்	példa
மேற்கோள்கள்	idézetek
மேற்கோள்கள்	árfolyamok
வெளிப்படையாக	nyíltan
வெளிப்படையாக	látszólag
பாக்	pak
தெருவில்	utca
உயிருடன்	élve
உயிருடன்	életben
உயிருடன்	él
பெண்ணை	kislány
பெண்ணை	csaj
பெண்ணை	lány
ஓடி	flow
ஓடி	áramlás
ஸ்மித்	kovács
ஸ்மித்	smith
மேஜர்	őrnagy
ஊட்டச்சத்து	tápanyag
ஊட்டச்சத்து	táplálkozás
ஊட்டச்சத்து	táplálék
ஊட்டச்சத்து	táplálkozási
தண்டு	zsinórt
தண்டு	szár
அறைகள்	helyiségek
அறைகள்	szoba
அறைகள்	szobákban
அறைகள்	szobák
எண்ணை	szám
எண்ணை	száma
இருவருக்கும்	mindkettő
இருவருக்கும்	mindketten
உரிமையாளர்	tulaj
உரிமையாளர்	tulajdonos
உரிமையாளர்	tulajdonosa
சேதம்	kár
சேதம்	károsodás
சேதம்	kárt
சேதம்	sérülés
கவுண்டர்	pult
கவுண்டர்	számláló
விரும்பிய	előnyben
ஜோடி	páros
ஜோடி	pár
மந்திரம்	mantra
தயாரிப்பாளர்கள்	gyártói
தயாரிப்பாளர்கள்	gyártók
தயாரிப்பாளர்கள்	producerek
தயாரிப்பாளர்கள்	termelők
ரகுமான்	rahman
அவசர	vészhelyzet
அவசர	sürgősségi
கரை	határ
கரை	határon
கரை	határokon
நாயகன்	hős
நாயகன்	férfi
நாயகன்	ember
காப்பகம்	archívum
அடர்ந்த	sűrű
படைத்த	létrehozott
படைத்த	létrehozva
படைத்த	teremtett
அருங்காட்சியகங்கள்	múzeumok
அருங்காட்சியகங்கள்	múzeum
சிவா	shiva
சிவா	siva
குடி	iszik
குடி	ivás
குடி	inni
குடி	iszom
குடி	igyál
குடி	ital
குடி	igy
வாழ்த்துக்கள்	gratulálok
வாழ்த்துக்கள்	gratulálunk
வாழ்த்துக்கள்	üdvözlet
வாழ்த்துக்கள்	gratulálok
வாழ்த்துக்கள்	gratula
பாடலாசிரியர்	zeneszerző
இனிய	boldogság
இனிய	boldog
குளோரின்	klór
பெல்ஜியம்	belgium
மெட்ரிக்	metrikus
துருக்கிய	török
நெப்போலியன்	napóleon
நெப்போலியன்	napoleon
ஆயுதம்	fegyver
ஆயுதம்	fegyverek
ஆயுதம்	fegyver
ஆயுதம்	fegyvert
ஆயுதம்	lőszer
ஆயுதம்	lőszerek
ஆயுதம்	lőszert
மசூதி	mecset
வழிகாட்டி	mágus
வழிகாட்டி	varázsló
வழிகாட்டி	kalauz
வழிகாட்டி	útmutató
குடியேற்றம்	bevándorlási
குடியேற்றம்	bevándorlás
பிலிப்	phillip
பிலிப்	fülöp
பிலிப்	philip
பர்மா	burma
பர்மா	burmai
நெருக்கமான	intim
நெருக்கமான	meghitt
தேவையற்ற	felesleges
தேவையற்ற	szükségtelen
திறனாய்வு	kritika
திறனாய்வு	kritikát
தீர்க்க	megoldani
சேர்க்கும்	növeli
பலகை	deszka
பலகை	fedélzeten
பலகை	tábla
தணிக்கை	cenzúra
வளைவு	görbe
வளைவு	kanyar
வளைவு	görbületi
யூதர்கள்	zsidók
வளைகுடா	öböl
வளைகுடா	öböl
வளைகுடா	bay
உகந்த	optimális
மெய்நிகர்	virtuális
கிரிக்	crick
மோதல்	ütközés
உள்ளீடு	takarmány
உள்ளீடு	etesd
உள்ளீடு	takarmányok
உள்ளீடு	belépés
உள்ளீடு	belépő
உள்ளீடு	bejegyzés
உள்ளீடு	beviteli
உள்ளீடு	bevitel
உள்ளீடு	bemeneti
தெய்வங்கள்	istenek
ஊதா	lila
ஊதா	bíbor
ஊதா	lila
ஊதா	ibolya
ஊதா	violet
புயல்	ciklon
புயல்	viharok
புயல்	vihar
நினைத்து	gondolkodás
நினைத்து	gondolkodik
நினைத்து	gondolkodom
நினைத்து	gondolkodó
அக்கறை	törődés
அக்கறை	gondoskodó
அக்கறை	gondoskodás
கூறு	modul
கூடைப்பந்து	kosár
கூடைப்பந்து	kosárlabda
விதைகள்	vetőmag
விதைகள்	magvak
விதைகள்	mag
விதைகள்	magok
மாசு	szennyezett
மாசு	környezetszennyezés
மாசு	szennyezés
மாசு	szennyeződés
வரவு	érkezés
எப்போது	mikor
எப்போது	amikor
முப்பது	harminc
முப்பது	thirty
புத்தரின்	buddha
சரக்கு	rakomány
சரக்கு	szállítmány
சரக்கு	leltár
சரக்கு	készlet
சரக்கு	rakomány
இயல்பாக	szokásos
இயல்பாக	normális
இயல்பாக	normál
வைரஸ்	vírussal
வைரஸ்	vírus
பான்	bonn
பான்	pán
பான்	pan
பரப்புரை	lobbizás
பரப்புரை	propaganda
டேனியல்	dániel
டேனியல்	daniel
ஜோன்ஸ்	jones
தீங்கு	gonoszság
தீங்கு	gonosz
தீங்கு	csonkítás
தீங்கு	bántani
பலன்	haszon
பலன்	előny
பலன்	eredmény
கோழி	baromfi
கோழி	tyúk
கோழி	csirke
கோழி	tyúk
சக்தியை	energia
சக்தியை	erő
சக்தியை	power
சக்தியை	hatalom
எல்லோரும்	mindenki
எல்லோரும்	mindenkinek
எல்லோரும்	népek
எல்லோரும்	mindenki
எல்லோரும்	mindenkinek
பயணத்தை	utazás
வாரங்கள்	hetekig
வாரங்கள்	hetek
தொழிற்சாலைகள்	üzemek
தொழிற்சாலைகள்	gyárak
அளவீடு	mérés
மென்மையான	puha
மென்மையான	lágy
மென்மையான	legkönnyebb
பகதூர்	bahadur
மூவர்	trió
சமம்	egyenlők
சமம்	egyenlő
நிலவியல்	geológia
குடியுரிமை	polgárság
குடியுரிமை	állampolgárság
விருந்து	party
விருந்து	buli
விருந்து	parti
இரண்டாவதாக	másodszor
ரைட்	wright
உருவாக்குதல்	készítés
உருவாக்குதல்	létrehozása
உருவாக்குதல்	alkotás
உருவாக்குதல்	teremtés
மாநாடுகள்	konferenciák
கட்டாய	kötelező
கட்டாய	kötelezően
கட்டாய	kötelező
கட்டாய	kötelezően
வரைகலை	grafika
வரைகலை	grafikus
ஸ்டுடியோ	studio
ஸ்டுடியோ	stúdió
குற்றவியல்	bűnöző
குற்றவியல்	bűnözői
கட்டப்பட்டுள்ளது	épült
கட்டப்பட்டுள்ளது	épített
கட்டப்பட்டுள்ளது	felépített
கட்டப்பட்டுள்ளது	beépített
வரைபடங்கள்	térkép
வரைபடங்கள்	térképeket
வரைபடங்கள்	térképek
ஆன்லைன்	interneten
ஆன்லைன்	online
தொழிற்துறை	ágazat
தொழிற்துறை	iparág
தொழிற்துறை	ipar
அப்பா	apa
அப்பா	apu
அப்பா	papa
அப்பா	apu
முற்போக்கு	fokozatos
முற்போக்கு	haladó
முற்போக்கு	progresszív
சீனம்	kínai
சீனம்	kínaiak
கோலா	koala
கோலா	kóla
கோலா	cola
வெண்	ven
வெண்	venn
பங்களிப்புகள்	hozzájárulások
பங்களிப்புகள்	járulékok
பங்களிப்புகள்	hozzájárulás
பங்களிப்புகள்	járulék
செயலி	kérelem
செயலி	alkalmazás
செயலி	jelentkezés
செயலி	app
செயலி	alkalmazás
கேரி	carrie
சிங்களம்	szingaléz
மிகச்சிறிய	kicsi
மிகச்சிறிய	pici
மிகச்சிறிய	apró
மாஸ்கோ	moszkvai
மாஸ்கோ	moszkvában
மாஸ்கோ	moszkva
முடியுமா	kölcsönhatás
அறம்	aram
நினைவகம்	megemlékezés
நினைவகம்	memorial
நினைவகம்	emlékmű
நினைவகம்	memória
நினைவகம்	emlék
நினைவகம்	emlékezet
நினைவகம்	emlékek
ரோடு	út
ரோடு	uton
ரோடு	közúti
நபி	próféta
நபி	nabi
ஆப்கானிஸ்தான்	afganisztán
ஆப்கானிஸ்தான்	afganisztáni
கழிவு	pazarlás
கழிவு	hulladék
கழிவு	hulladékok
பற்றாக்குறை	hiánya
பற்றாக்குறை	hiány
கிம்	kim
ஆரம்பம்	start
ஆரம்பம்	kezdés
ஆரம்பம்	kezdeni
ஆரம்பம்	kezdetek
ஆரம்பம்	kezdete
ஆரம்பம்	eleje
ஆரம்பம்	kezdet
நீரிழிவு	diabétesz
நீரிழிவு	cukorbeteg
நீரிழிவு	cukorbetegség
நீரிழிவு	diabetes
துன்	thun
துன்	tun
தேவா	deva
இளைஞர்கள்	fiatalok
இளைஞர்கள்	ifjúsági
இளைஞர்கள்	fiatalság
இளைஞர்கள்	ifjúság
உளவு	kém
சாம்	samu
சாம்	sam
புகைப்படம்	fényképek
புகைப்படம்	kép
புகைப்படம்	fénykép
புகைப்படம்	fotó
புகைப்படம்	fotózás
திடீர்	hirtelen
வகுப்புகள்	órák
வகுப்புகள்	osztályok
சாத்தியம்	lehetséges
ஊதியம்	fizess
ஊதியம்	fizetni
ஊதியம்	fizet
ஊதியம்	fizetés
பாலி	bali
பெரும்பான்மையாக	túlnyomórészt
ஆசி	ausztrál
ஆசி	áldás
ஆசி	áldást
ஆசி	áldás
ஆசி	áldást
முட்டைகள்	tojást
முட்டைகள்	tojások
முட்டைகள்	tojás
இந்தோனேசிய	indonéz
இந்தோனேசிய	indonézia
கால்கள்	lábát
கால்கள்	lábak
கால்கள்	lábai
கால்கள்	láb
கால்கள்	lábakat
தத்துவங்கள்	filozófiák
சூடான	forró
சூடான	hot
சூடான	meleg
சூடான	dögös
சூழ்நிலையில்	szituáció
சூழ்நிலையில்	helyzet
வறுமை	szegénység
வறுமை	szegénységben
வறுமை	nyomor
கந்தக	kén
பிரம்மா	brahma
குடும்பத்தினர்	családok
குடும்பத்தினர்	családi
குடும்பத்தினர்	családtag
குடும்பத்தினர்	család
வலைப்பதிவு	blog
வாழ்ந்தார்	élt
வாழ்ந்தார்	lakott
வாழ்ந்தார்	éltem
அரங்கில்	aréna
பதினைந்து	tizenöt
பதினைந்து	fifteen
தனியே	egyedül
லைவ்	live
லைவ்	élni
லைவ்	élőben
லைவ்	élő
ஆராய்ச்சியாளர்கள்	kutatói
ஆராய்ச்சியாளர்கள்	kutatók
கிருஷ்ணர்	krishna
பண்டிதர்	védő
பண்டிதர்	védelmező
இறைவி	istennő
சர்மா	sharma
தொன்மையான	klasszikus
தொன்மையான	classic
வாங்கும்	beszerzési
வாங்கும்	beszerzés
வட்டு	korong
வட்டு	lemez
வட்டு	lemezt
வட்டு	korong
வட்டு	lemez
வட்டு	lemezt
ஆல்பர்ட்	albert
குறிக்கோள்	objektív
குறிக்கோள்	cél
குறிக்கோள்	célkitűzés
குறிக்கோள்	célpont
குறிக்கோள்	cél
மீள்	reverzibilis
குரங்கு	majom
பயன்படுத்துதல்	használatával
பயன்படுத்துதல்	használata
பயன்படுத்துதல்	felhasználva
ஆண்டவர்	isten
நெருப்பு	tűz
சிலி	chilei
சிலி	chile
பத்தாவது	tizedik
வாள்	kard
