発光	zářící
劣化	zhoršení
劣化	rozklad
劣化	rozkladu
工具	nástroj
工具	nářadí
上海市	šanghaji
オナニー	masturbace
クイック	rychlé
クイック	rychle
クイック	rychlá
クイック	rychlý
リニア	lineární
ワタ	speciosa
ラーマ	láma
ラーマ	rama
接着	adheze
サンプリング	vzorku
サンプリング	vzorek
サンプリング	vzorkování
必死	zoufale
必死	zoufalé
必死	zoufalý
必死	zoufalá
失効	zanikla
失効	vypršela
失効	vypršení
ねずみ	myš
ねずみ	myší
ねずみ	myška
ねずみ	myši
経典	sútry
経典	sútra
オセアニア	oceánie
大気圏	atmosféru
大気圏	ovzduší
大気圏	atmosféry
大気圏	atmosféra
不審	podezřelé
不審	podezřelý
リサイクル	recyklovat
リサイクル	recyklace
リサイクル	recyklace
チェン	cheng
隠す	skrýt
隠す	schovat
グラフィックス	grafika
マニ	mani
カモ	kachny
カモ	kachen
カモ	kachna
カモ	kačer
カモ	kachní
無意味	zbytečné
ビーズ	korálky
旋風	smršť
旋風	vichřice
精製	rafinované
精製	rafinovaný
精製	upřesnit
精製	rafinace
責め	obviňování
スナック	svačinu
スナック	svačina
スナック	svačina
スナック	občerstvení
グリップ	sevření
グリップ	stisk
ペダル	pedál
アレクサンドロス	alexandr
アレクサンドロス	alexander
ビザ	vízum
ビザ	víza
トレス	tres
スタック	stack
ヴァルター	walther
ヴァルター	walter
悪性	zhoubný
悪性	maligní
満期	splatnost
満期	splatnosti
強要	nutkání
強要	ovlivnění
強要	nátlakem
強要	nátlak
隙間	mezer
隙間	mezery
ギャンブル	sázení
ギャンブル	hazard
ギャンブル	hazard
オリバー	olivera
オリバー	oliver
長谷	hase
ハリソン	harrisona
ハリソン	harrison
フリート	loďstvo
フリート	flotila
フリート	flotily
風力	gale
強姦	znásilnění
本因坊	honinbó
センチュリー	století
リカルド	ricardo
スルタン	sultán
バッグ	vak
バッグ	pytel
バッグ	tašku
バッグ	taška
バッグ	pytle
バッグ	tašky
画質	kvality
画質	kvalita
画質	kvalitní
画質	jakost
画質	kvalitu
飽和	nasycení
飽和	nasycených
シャア	sha
カヤ	kaya
福音書	evangelium
ユニバーシアード	univerziáda
侮辱	urážet
侮辱	urážka
ロブ	rob
ロブ	robe
ロブ	robb
平衡	rovnováhy
平衡	rovnováha
ダーウィン	darwin
乗馬	ježdění
乗馬	jízda
粘土	hlína
粘土	hlíny
粘土	clay
占有	přechovávání
占有	držení
シュウ	šťavelové
モナ	mono
モナ	mona
信雄	nobuo
肝臓	jater
肝臓	játra
アンゴラ	angole
ノック	ťuk
ノック	nok
ジェシカ	jess
ジェシカ	jessicu
ジェシカ	jessica
停戦	příměří
真ん中	střed
真ん中	střední
真ん中	prostřední
ペイント	malovat
ペイント	nátěr
ペイント	barva
ピーチ	peach
滑らか	hladce
滑らか	hladká
滑らか	hladký
滑らか	hladké
ハイランド	highland
完備	úplná
完備	dokončit
完備	dokončeno
完備	kompletní
白血病	leukémii
白血病	leukémie
アングル	úhlu
アングル	úhel
アングル	úhly
冷たい	studené
冷たい	studený
冷たい	studená
冷たい	zima
冷たい	chlad
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ディーラー	prodejce
ディーラー	dealer
ディーラー	obchodník
ディーラー	překupník
デーモン	démon
デーモン	daemon
除隊	vypouštění
除隊	absolutorium
ナイス	pěkný
ナイス	hezky
ナイス	hezký
ナイス	pěkné
ナイス	nice
ケヴィン	kevinovi
ケヴィン	kevin
信条	creed
入札	nabídka
シルエット	siluetu
エディンバラ	edinburghu
中性子	neutron
処方	předepsat
パノラマ	panorama
パノラマ	panoramatické
クルト	kurt
クルト	kurta
反復	opakování
反復	iterace
共存	koexistovat
祐子	yuko
修道士	mnich
ヴィレッジ	village
ヴィレッジ	vesnice
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentýn
バレンタイン	valentine
ボルドー	bordeaux
ヴァンパイア	upíří
ヴァンパイア	upír
受け取り	přijata
受け取り	přijaté
受け取り	obdržené
受け取り	obdržel
受け取り	obdržela
風刺	satira
顕微鏡	mikroskop
検察官	obžaloba
検察官	žaloba
検察官	stíhání
検察官	žalobce
検察官	prokurátor
ボトル	lahve
ボトル	lahvičky
ボトル	láhve
ボトル	lahev
ボトル	láhev
ボトル	flaška
ダイハツ	daihatsu
神風	kamikadze
クォーター	čtvrtletí
クォーター	čtvrtina
グリッド	síť
リチウム	lithium
わがまま	sobecké
わがまま	sobecká
わがまま	sobecký
ラバー	gumy
ラバー	guma
ラバー	gumové
ラバー	gumový
便所	toalety
便所	záchody
インタラクティブ	interaktivní
セール	prodej
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	papíru
用紙	papírové
用紙	papír
パラオ	palau
ミナ	mina
ミナ	minu
ミナ	mino
快楽	potěšení
快楽	rozkoš
ヒール	vyléčit
ヒール	pata
ヒール	patu
しみ	skvrny
しみ	flek
しみ	skvrna
均衡	rovnováhy
均衡	rovnováha
きれい	čisté
きれい	vyčistit
きれい	čistý
きれい	čistá
気球	balónek
気球	balón
気球	balon
イケメン	fešák
イケメン	hezký
ディラン	dylan
ディラン	dylana
リンパ	lymfatický
リンパ	lymfatické
メンフィス	memphisu
フィルタ	filtru
フィルタ	filtr
フィルタ	filtrů
フィルタ	filtry
ヴォルフガング	wolfgang
チコ	chico
蒸発	odpaří
蒸発	vypaří
蒸発	odpařování
ココ	coco
ココ	koko
スクリュー	šroub
祈祷	modlitbu
祈祷	modlitba
募金	darování
募金	dárcovství
募金	příspěvek
募金	dar
募金	přispět
募金	darovat
募金	příspěvky
募金	dary
オリエント	orient
オーランド	åland
オーランド	orlando
作物	plodiny
作物	úroda
パウンド	libra
パウンド	libru
シャーロック	sherlocku
シャーロック	sherlock
スタッド	stade
スタッド	hřebec
スタッド	stud
リッター	ritter
逸脱	deviantní
村人	vesničané
トカゲ	ještěrky
トカゲ	ještěrka
参道	přiblížení
参道	přistupovat
参道	přístup
飢饉	hladomor
ピストル	pistoli
ピストル	pistol
ピストル	pistole
布教	rozmnožování
ブランチ	pobočka
ブランチ	pobočky
ブランチ	větev
別館	příloha
別館	příloze
聖歌	chvalozpěvy
漁師	rybáři
漁師	rybáře
漁師	rybář
漁師	rybáři
漁師	rybáře
ガーナ	ghana
ミレニアム	millenium
ミレニアム	tisíciletí
なぜなら	protože
塩素	chloru
ジェニファー	jennifer
クレイグ	craig
パッチ	náplasti
パッチ	náplast
アイザック	isaac
美学	estetika
死別	vdovec
筆記	psáno
筆記	napsané
筆記	písemná
筆記	písemné
筆記	napsáno
筆記	psaní
筆記	píšu
セバスチャン	sebastian
セバスチャン	sebastiana
レコーダー	záznamník
ダイアナ	diana
リハビリ	rehabilitaci
リハビリ	rehabilitace
バーゼル	basilejské
テリア	teriéři
テリア	teriér
苦情	stížnosti
苦情	stížnost
苦情	stížnosti
苦情	podnět
二階	nahoru
二階	nahoře
代名詞	zájmena
代名詞	zájmeno
静脈	žíly
静脈	žílu
静脈	žíla
静脈	žíly
チューン	melodie
チューン	melodii
ノルマンディー	normandii
ハウ	howe
合法	legální
合法	legitimní
開示	zveřejnění
エデン	eden
デザート	dezert
デザート	dezerty
デザート	pouště
デザート	poušti
デザート	poušť
デザート	pouštní
デザート	dezerty
デザート	zákusky
リバイバル	oživení
動脈	arteriální
動脈	tepna
動脈	tepnu
動脈	tepny
ツイッター	twitter
ツイッター	twitteru
発熱	horečka
発熱	horečky
発熱	horečku
リュック	batoh
リュック	batohu
リュック	luc
リュック	luca
織物	textilní
織物	textilních
織物	tkaní
織物	textilie
織物	látka
織物	tkaniny
織物	textilie
織物	textilií
ペスト	mor
ペスト	moru
ペスト	škůdce
礼儀	etikety
礼儀	etiketa
礼儀	zdvořilosti
礼儀	zdvořilost
ボンド	bonde
ボンド	kauce
ボンド	pouto
ボンド	bond
グロス	hrubý
グロス	hnus
グロス	hrubé
グロス	hrubá
ヴィーナス	venuši
ヴィーナス	venuše
ゴリラ	gorila
ゴリラ	gorily
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
ジュゼッペ	giuseppe
竜巻	tornádo
竜巻	tornáda
健治	kenji
ダイヤル	vytočit
ダイヤル	vytáčení
苦悩	postižení
苦悩	muka
ゴリ	gori
ゴア	goa
ゴア	gore
ネブラスカ	nebrasce
ポロ	polo
日没	soumrak
日没	sunset
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	večeře
ディナー	večeři
白金	platiny
パラグアイ	paraguaye
パラグアイ	paraguayské
ブカレスト	bukurešti
不信	nedůvěru
ジェシー	jesseho
ジェシー	jesse
オオカミ	vlčí
オオカミ	vlk
オオカミ	wolf
コンタクト	kontakt
コンタクト	kontaktovat
コンタクト	kontaktujte
バスケット	koš
バスケット	košík
バスケット	košíku
ザルツブルク	salzburg
特製	specialita
特製	specializace
快感	potěšení
快感	rozkoš
叔母	teta
叔母	tety
叔母	tetička
叔母	teto
パーソナル	osobní
パーソナル	osobního
百姓	rolníci
段落	paragraf
段落	odstavec
段落	odstavce
段落	odstavce
段落	odstavců
ハーモニー	harmonie
ハーモニー	soulad
ハーモニー	harmony
ハーモニー	harmonii
やっと	konečně
やっと	nakonec
アイディア	myšlenka
アイディア	idea
アイディア	nápad
アイディア	nápady
アイディア	nápadů
タイラー	tyler
タイラー	tylera
アンプ	zesilovač
アンプ	zesilovače
アンプ	zesilovače
宝物	poklady
宝物	pokladů
宝物	poklady
宝物	poklad
マルクス主義	marxismus
サーブ	podávat
サーブ	sloužit
サーブ	saab
イワン	ivan
イワン	ivana
ギフト	dárky
ギフト	dary
ギフト	dárek
ギフト	dar
理性	rozum
理性	důvod
恨み	zášť
恨み	zášť
ビスマルク	bismarck
構文	syntaktická
構文	syntaxe
ミキ	miki
光景	památky
光景	zrak
光景	pohled
アインシュタイン	einstein
申し立て	sporné
申し立て	sporná
申し立て	spor
申し立て	sporu
エミリー	emily
安い	levná
安い	levný
安い	levně
安い	levné
アミューズメント	pobavení
ハーレム	harlemu
サンズ	sands
ガイ	chlap
ガイ	guy
ガイ	borec
プラット	platt
プラット	pratt
矯正	opravy
矯正	korekce
バタフライ	motýl
バタフライ	motýlek
最小限	minimalizovat
最小限	minimální
エレナ	elena
クイーンズ	královny
クイーンズ	queensu
クイーンズ	queens
コサック	kozáci
コサック	kozák
スペル	pravopis
スペル	kouzlo
スペル	zaklínadlo
チャレンジャー	challenger
ホワイトハウス	whitehouse
プロポーズ	navrhnout
プロポーズ	návrh
パラレル	souběžné
パラレル	souběžně
パラレル	paralelní
サザン	jižní
図形	geometrie
図形	tvar
ゲノム	genomu
デイヴ	dave
デイヴ	dava
ドッキング	přístaviště
ドッキング	dok
ドッキング	doku
ドッキング	dokovací
マダム	madam
マダム	paní
マダム	madam
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arzenál
アーセナル	arsenal
請願	petice
請願	petice
請願	petici
アトランティック	atlantic
アトランティック	atlantik
美保	miho
メチル	methyl
おば	teta
おば	tety
おば	tetička
おば	teto
おば	tety
腐敗	rozkladu
腐敗	rozklad
視線	gaze
ベイビー	baby
ベイビー	zlato
ベイビー	dítě
ベイビー	miláček
備後	bingo
キルギス	kyrgyzstánu
とにかく	každopádně
アダムス	adamsová
アダムス	adams
ブライト	bystrá
参事官	radní
トレーラー	přívěs
トレーラー	přívěsu
トレーラー	trailer
毛皮	kožešiny
毛皮	srst
コロシアム	colosseum
シンフォニー	symfonie
エスカレーター	eskalátor
選任	jmenování
選任	schůzka
選任	schůzku
選任	volby
選任	zvolení
ゴールキーパー	brankář
マグマ	magma
条文	ustanovení
条文	poskytování
条文	ustanovení
ニクソン	nixona
ニクソン	nixon
マリオン	marion
ごみ	vrhu
ごみ	vrh
ごみ	odpadky
ごみ	smetí
ごみ	odpad
ごみ	odpadky
ごみ	smetí
ハーブ	herb
ハーブ	byliny
ハーブ	bylinky
ハーブ	byliny
フィアット	fiat
ドロシー	dorothy
カッター	cutter
一律	jednotně
チェ	choi
チェ	che
講道館	kodokan
フェンダー	fender
キール	kir
キール	keel
ジョーク	vtip
ジョーク	žert
ジョーク	vtípky
ジョーク	vtipy
フォスター	fosterová
フォスター	foster
みさき	misaki
孵化	poklop
コウモリ	bat
コウモリ	pálka
コウモリ	netopýr
コウモリ	netopýři
バチカン	vatikánu
バチカン	vatikán
バール	baru
バール	bar
トリス	tris
編み	copy
ヴィラ	vila
ヴィラ	vila
ヴィラ	villa
ヴィラ	vily
ヴィラ	vily
ユーモア	humoru
ユーモア	humor
ユーモア	humoru
ユーモア	humor
溶液	roztok
溶液	řešení
転覆	svržení
転覆	svrhnout
ウイスキー	whiskey
ウイスキー	whisky
ウイスキー	whisky
バッド	bad
バッド	špatný
ナシ	hrušky
ナシ	hruška
アレクセイ	alexej
アレクサンドリア	alexandrii
総局	ředitelství
ファゴット	fagot
エリザベート	alžběta
エリザベート	elisabeth
借用	výpůjční
借用	půjčování
誠実	upřímnost
コンポーネント	složka
コンポーネント	komponent
コンポーネント	součástky
コンポーネント	komponenty
コンポーネント	součásti
聴覚	sluch
聴覚	slyšení
簡潔	stručné
簡潔	stručná
トリガー	spouštěč
トリガー	spoušť
イベリア	iberia
古事記	kodžiki
イーグルス	eagles
イーグルス	orli
チューリップ	tulipány
チューリップ	tulipán
ガッツ	vnitřnosti
ガッツ	střeva
レニングラード	leningradu
リップ	rip
コルト	colt
プランニング	plánování
曲面	povrch
曲面	povrchu
煉瓦	cihly
煉瓦	cihel
煉瓦	cihla
煉瓦	brick
ペイン	paine
ペイン	payne
ペイン	bolesti
ペイン	bolest
薬剤師	lékárníka
自律	autonomní
ポツダム	postupimi
ニコル	nicol
ニコル	nicol
ニコル	nicole
嫌がらせ	obtěžovat
嫌がらせ	obtěžování
嫌がらせ	obtěžuje
嫌がらせ	obtěžování
ハーグ	haagu
プロヴァンス	provence
ミーティング	setkání
ミーティング	schůze
ミーティング	zasedání
ミーティング	schůzky
ミーティング	setkání
ミーティング	schůzka
ミーティング	schůze
ミーティング	zasedání
ミーティング	porada
カーペット	koberců
カーペット	koberce
カーペット	koberec
カーペット	koberce
モンタナ	montana
カビ	plíseň
カビ	plísně
カビ	plíseň
カビ	plísně
ギャップ	mezer
ギャップ	mezery
ギャップ	mezeru
ギャップ	mezery
ギャップ	mezera
地層	vrstvy
アルス	ars
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	vozidla
乗り物	vozidel
乗り物	vozidlo
乗り物	vozidla
ダニ	klíště
ダニ	tik
ダニ	dani
伊奈	ina
暖房	vytápění
暖房	topení
イネ	ine
数量	množství
数量	množství
倍率	škálování
倍率	zvětšení
江蘇省	jiangsu
中級	meziproduktů
パンドラ	pandora
チャイコフスキー	čajkovského
カナリア	kanárských
テンプル	svatyně
テンプル	temple
テンプル	chrám
偽造	padělání
偽造	padělek
偽造	padělání
偽造	padělek
偽造	padělané
偽造	padělky
エメラルド	smaragdy
エメラルド	emerald
テレサ	teresa
テレサ	tereza
テレサ	theresa
テレサ	tereza
マッカートニー	mccartney
パタゴニア	patagonie
太い	hustý
太い	husté
太い	tlustý
太い	hustá
アニー	annie
ベルン	bern
コックピット	kokpitu
匂い	cítit
匂い	vůně
匂い	zápach
匂い	čich
精神病	psychóza
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	bezpodmínečně
無条件	bezpodmínečné
オスカル	oscar
オスカル	oskar
リハーサル	zkouška
ケニー	kennyho
ケニー	kenny
アスファルト	asfaltu
アスファルト	asfalt
祝う	slavit
祝う	oslavit
サラダ	saláty
サラダ	salát
エクアドル	ekvádorské
エクアドル	ekvádoru
制動	brzdění
和尚	osho
河北省	hebei
ルワンダ	rwandě
ドーピング	doping
シューマン	schumann
シューマン	schuman
十字路	křižovatce
十字路	křižovatky
十字路	rozcestí
十字路	křižovatka
レナード	leonarda
レナード	leonard
グライダー	kluzák
グライダー	kluzáky
ベルナール	bernard
エンリケ	enrique
ひどい	strašné
ひどい	strašný
ババ	baba
ポーツマス	portsmouthu
オスロ	oslo
オスロ	osla
ヴァンガード	vanguard
モニカ	monika
モニカ	monica
モニカ	monika
スペシャリスト	odborník
スペシャリスト	specialista
リガ	riga
軍備	výzbroj
ロコ	loco
パワフル	mocná
パワフル	mocný
パワフル	mocní
ジョシュ	joshe
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioaktivity
ペレス	perez
ペレス	pérez
泣く	plakat
泣く	pláč
泣く	brečet
泣く	plačící
泣く	pláče
泣く	pláč
泣く	brečet
インディー	indie
ペガサス	pegasus
ディエゴ	diego
観念	myšlenka
観念	idea
観念	nápad
前例	bezprecedentní
叫ぶ	křičet
ケネス	kenneth
バタ	bata
シャドウ	stínu
シャドウ	shadow
シャドウ	stín
発送	odeslání
発送	dispečink
嘱託	zprovoznění
嘱託	zadání
マンガン	mangan
教訓	lekce
教訓	poučení
教訓	lekci
ポッター	potter
ハト	holuby
ハト	holubi
ハト	holub
ハト	holuba
スモール	malé
スモール	malý
スモール	malá
パルコ	parco
給料	mzda
給料	plat
打楽器	bicí
伝播	rozmnožování
エドワーズ	edwards
スズ	tin
ベネット	bennett
ミミ	mimi
肩書	nadpis
肩書	titul
肩書	název
忠雄	tadao
コンペティション	soutěž
コンペティション	soutěže
コンペティション	konkurence
コンペティション	soutěžní
役立つ	užitečná
役立つ	užitečný
役立つ	užitečné
世俗	sekulární
ドリンク	pít
ドリンク	nápoj
ドリンク	pití
ドリンク	nápoje
ドリンク	pití
子宮	děloha
子宮	dělohy
子宮	dělohu
子宮	děloze
子宮	děloha
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigaci
航法	navigačních
航法	navigace
下水道	kanalizace
下水道	kanály
下水道	stoky
シェパード	shepherd
シェパード	pastýř
贈り物	dárky
贈り物	dary
贈り物	dárek
贈り物	dar
退位	abdikace
退位	abdikoval
退位	abdikovat
ラグナ	laguna
ノヴゴロド	novgorodu
オビ	obi
ベネディクト	benedict
検閲	cenzurovat
検閲	cenzurovány
検閲	cenzura
オペレーション	úkony
オペレーション	operace
オペレーション	provoz
オペレーション	operace
ガーディアン	opatrovník
ガーディアン	strážný
ガーディアン	strážce
小麦	pšenice
物事	věci
物事	veci
ブイ	bóje
描画	kreslení
描画	kresba
描画	losování
ノンストップ	nonstop
パレット	palety
パレット	paletu
マギー	maggie
フューチャー	budoucnosti
フューチャー	budoucí
フューチャー	budoucnost
狂気	šílený
狂気	šílené
狂気	šílenství
狂気	šílenství
リマ	lima
懸賞	ceny
ストーカー	slídil
ストーカー	stalker
ロバ	osli
ロバ	osel
ロバ	osla
ジュリー	julie
大麻	konopí
村落	vesnic
村落	vesnice
村落	village
村落	vesnice
生態系	ekosystému
生態系	ekosystém
生態系	ekosystémů
生態系	ekosystémy
穂積	hozumi
かわいい	roztomilý
かわいい	roztomilé
かわいい	roztomilá
モニュメント	památky
モニュメント	pomník
モニュメント	památník
モニュメント	památka
モニュメント	monument
ジャッジ	judge
ジャッジ	soudce
ジャッジ	soudkyně
ピエモンテ	piemonte
ローラン	laurent
ファインダー	vyhledávač
ザグレブ	záhřeb
ニューカッスル	newcastle
サクラメント	sacramentu
サクラメント	svátost
マジカル	kouzelná
マジカル	magický
マジカル	kouzelný
マジカル	magické
マジカル	kouzelné
ソート	seřadit
ソート	třídit
ソート	třídění
覚書	memoranda
覚書	memorandum
サンダー	hrom
紅茶	čaje
紅茶	čaj
紅茶	tea
デア	der
ノーラン	nolane
ノーラン	nolan
信じる	věřit
ピッコロ	piccolo
ヴィンセント	vincent
ヴィンセント	vincente
ヴィンセント	vincenta
ハイライト	zdůraznil
ハイライト	nejvýznamnější
ハイライト	zdůrazňuje
ハイライト	zdůraznit
フェスタ	festa
マシーン	přístroj
マシーン	stroj
ポーラ	paulo
ポーラ	paula
船首	příď
船首	luk
暗闇	temnota
暗闇	tma
暗闇	temnoty
暗闇	temnotu
暗闇	tmy
エスパーニャ	españa
マーチン	martine
マーチン	martina
マーチン	martin
リラ	lir
リラ	rila
刺し	bodnutí
せり	aukce
せり	dražby
リベラル	liberální
ゼルダ	zelda
プロローグ	prolog
果物	ovoce
果物	ovoce
果物	plody
おじ	strýc
おじ	strejda
おじ	strýcové
停電	výpadek
爬虫類	plaz
爬虫類	plazi
共感	empatie
五つ	pět
税金	daně
税金	daň
税金	daňové
税金	daní
税金	daně
登る	vylézt
登る	stoupání
登る	šplhat
隔離	izolace
隔離	izolaci
バーレーン	bahrajnu
球体	koule
領事	konzul
未熟	nedospělý
不便	nepříjemnost
不便	nepříjemnosti
ブラームス	brahmse
ベルマーレ	bellmare
キャメロン	cameron
キャメロン	cameronová
染め	barvené
マーキュリー	rtuť
マーキュリー	mercury
マーキュリー	rtuti
マーキュリー	merkur
知識人	intelektuálové
知識人	duševní
知識人	intelektuální
談話	diskurzu
ウェディング	svatby
ウェディング	svateb
ウェディング	svatba
ウェディング	svatbu
ウェディング	svatební
ウェディング	svatby
着物	kimono
救急車	sanitka
救急車	ambulance
神保	jimbo
セグメント	segmenty
セグメント	segment
セグメント	segmentu
ノエル	noël
ノエル	noel
絶縁	izolované
絶縁	izolovaný
ナタリー	natálie
ナタリー	natalie
在庫	zásoby
在庫	inventář
トミ	tomi
カーティス	curtis
セブ	cebu
スプリンター	sprinter
スプリンター	tříska
ドミニク	dominik
ドミニク	dominic
ドミニク	dominika
ビルバオ	bilbao
原子核	jádro
リセット	reset
リセット	obnovit
軍縮	odzbrojení
軍縮	odzbrojil
ジングル	znělka
スプレー	sprej
ガリレオ	galileo
ポテンシャル	potenciál
ポテンシャル	potenciální
生化学	biochemie
スピーチ	proslov
スピーチ	řeči
スピーチ	projev
スピーチ	řeč
ジャスティン	justin
降臨	sestoupil
シング	singh
デュッセルドルフ	düsseldorf
デュッセルドルフ	düsseldorfu
タスク	úkoly
タスク	úlohy
タスク	úkolů
タスク	úkol
タスク	úloha
ジュピター	jupiter
キャプション	titulek
キャプション	popisek
キャプション	popisky
プレイオフ	playoff
ユヴェントス	juventus
物品	zboží
サイレン	sirény
サイレン	siréna
小人	trpaslík
リビング	bydlení
リビング	žijící
チャド	čadu
チャド	chad
バイオリン	housle
ジャカルタ	jakartě
直交	ortogonální
インターフェース	rozhraní
インターフェース	rozhraní
キノ	kino
即興	improvizace
コーダ	coda
ドロー	losování
ドロー	nakreslit
ドロー	remíza
ドロー	kreslit
賞品	ceny
公判	proces
公判	soud
便宜	pohodlí
収縮	kontrakce
カスタマイズ	přizpůsobit
カスタマイズ	přizpůsobit
バングラデシュ	bangladéši
ペルシャ	perské
変種	odrůdy
変種	odrůda
リハビリテーション	rehabilitaci
リハビリテーション	rehabilitace
屈折	lom
アクセサリー	doplňky
アクセサリー	příslušenství
アクセサリー	doplněk
アクセサリー	příslušenství
肥料	hnojiva
肥料	hnojivo
フォーチュン	jmění
フォーチュン	štěstěna
ラッパー	rapper
検知	zjišťování
検知	odhalování
検知	zjištění
検知	detekce
検知	zjištěno
検知	zjištěn
検知	zjištěné
検知	zjištěna
検知	detekovat
義弘	jošihiro
花序	květenství
野獣	šelmy
野獣	zvíře
野獣	bestie
サメ	žraloci
サメ	žraloků
サメ	žraloka
サメ	žralok
フレディ	freddy
フレディ	freddyho
湖沼	jezer
湖沼	jezera
ソチ	soči
オペレーター	operátor
オペレーター	provozovatel
レクイエム	requiem
南陽	nanyo
ゲット	získat
ゲット	dostat
レイチェル	rachel
バンクス	banks
バンクス	banky
バンクス	bankám
バンクス	bank
専ら	výhradně
ナット	ořech
ナット	nat
陽気	veselý
陽気	veselá
陽気	veselý
陽気	jolly
陽気	hravý
ホルヘ	jorge
概説	obrys
概説	shrnutí
概説	souhrn
マグロ	tuňáka
マグロ	tuňák
ジョイ	joy
ジョイ	radosti
ジョイ	radost
クッキング	vaření
リーク	úniky
プッシュ	zatlačit
プッシュ	tlačit
ファンク	funk
キープ	udržujte
キープ	zachovat
グアテマラ	guatemale
グアテマラ	guatemalské
フライデー	pátku
フライデー	pátek
ダイバー	potápěč
ダイバー	potápěči
可視	viditelný
可視	viditelná
可視	viditelné
メタン	metan
長方形	obdélníky
長方形	obdélník
長方形	obdélníkové
パイプライン	potrubí
パイプライン	plynovod
有益	výhodné
有益	prospěšné
有益	přínosné
疾病	choroby
疾病	nákaza
疾病	nemoc
疾病	nemoci
疾病	onemocnění
迷路	labyrint
迷路	bludiště
コントローラー	regulátory
コントローラー	ovladače
コントローラー	správci
コントローラー	regulátor
コントローラー	ovladač
コントローラー	kontrolor
形容詞	adjektiva
アスリート	sportovec
アスリート	atlet
アスリート	sportovci
アスリート	sportovce
動乱	pozdvižení
キャラバン	karavan
キャラバン	karavanu
ユーリ	yuri
ホルシュタイン	holštýnsko
手足	končetiny
手足	končetin
丸い	kolo
丸い	kulaté
丸い	kulatá
丸い	kulatý
ジェラルド	gerald
変奏曲	varianty
変奏曲	variace
ライデン	leidenu
秀忠	hidetada
カーテン	závěs
カーテン	oponu
カーテン	opona
カーテン	závěsy
カーテン	závěsy
カーテン	záclony
嫌悪	znechucený
嫌悪	znechucení
豆腐	tofu
美馬	mima
ペレ	pele
昨日	včera
昨日	včerejší
ブルネイ	brunej
コンベンション	konvence
コンベンション	sjezd
コンベンション	úmluvy
コンベンション	úmluva
人道	humanitární
引き出し	šuplíku
引き出し	zásuvky
ロジェ	rozumím
ロジェ	roger
課金	poplatek
課金	obvinění
課金	nálož
課金	nabít
ラッチ	západka
我慢	trpělivost
我慢	trpělivosti
レクリエーション	rekreační
コンパイル	sestavování
コンパイル	sestavení
トスカーナ	toskánsku
カルメン	carmen
超新星	supernova
バンパー	nárazníku
バンパー	nárazník
ファイターズ	stíhačky
ファイターズ	bojovníků
ファイターズ	bojovníci
ファイターズ	bojovníky
サーベル	sabre
サーベル	saber
ファウスト	faust
ファシズム	fašistické
ファシズム	fašismus
テナー	tenor
ハルビン	harbin
内乱	povstání
曼荼羅	mandala
組み込み	vložené
ズボン	kalhoty
ズボン	kalhoty
マインツ	mainz
日の出	svítání
日の出	úsvit
カリキュラム	osnov
プラトン	platón
タップ	klepnutím
欠如	nedostatek
ロミオ	romea
ロミオ	romeo
おしゃれ	stylový
おしゃれ	stylové
合理化	racionalizace
風車	mlýn
定量	kvantitativní
ヒデ	skrýt
ヒデ	schovat
ブルックス	brooks
遼寧省	liaoning
ピエトロ	pietro
触手	chapadla
触手	chapadlo
触手	chapadla
ドク	doc
ホイットニー	whitney
チタン	titanu
チタン	titan
チタン	titaničitý
和睦	usmíření
和睦	sladění
和睦	smíření
生計	živobytí
悲しい	smutný
悲しい	smutná
悲しい	smutné
ステロイド	steroidy
ステロイド	steroidů
ステロイド	steroidy
ハガキ	pohlednice
ハガキ	pohled
ハガキ	pohlednici
アトレティコ	atlético
取り出し	katapult
ダイス	kostky
アレクサンドラ	alexandra
変調	odlišení
宴会	banket
宴会	hostina
スニーカー	tenisky
メル	mel
メル	mela
ノミ	bleší
ノミ	blechy
長子	nejstarší
ファイナンス	financování
ファイナンス	finance
ファイナンス	financovat
偏見	předsudky
ファルコン	falcon
ファルコン	sokol
ファルコン	falcone
ウガンダ	ugandské
ウガンダ	ugandě
許す	odpuštění
許す	odpusť
カメルーン	kamerunu
牡丹	pivoňka
コンプリート	úplná
コンプリート	dokončit
コンプリート	dokončeno
コンプリート	kompletní
スーパースター	superstar
ダイビング	potápění
ダイビング	potápět
ダイビング	ponořit
ジャニ	jani
リンチ	lynch
バビロン	babylon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	castro
ワシ	orel
ワシ	eagle
ワシ	orlí
ワシ	orla
新星	novy
新星	nova
農薬	pesticidů
農薬	pesticidy
農薬	pesticidů
