zastupnici	mps
nivo	tasand
meadow	heinamaa
jana	jan
jedinstveno	kordumatu
jedinstveno	ainulaadne
jedinstveno	unikaalne
olovo	plii
ostavi	jäta
kanadu	kanada
tvorac	tegija
tvorac	looja
uzvodno	ülesvoolu
napušten	mahajäetud
napušten	hüljatud
preživjela	ellujääja
preživjela	ellujäänu
kolegama	kolleegid
stajao	seisis
stajao	seisnud
mia	mia
odabran	valitud
lam	lam
hoda	kõndimine
hoda	jalutades
hoda	jalutamas
hoda	kõnnib
hoda	kõnnib
svile	siidi
svile	siid
svile	siidist
žile	veenid
žile	laevad
žile	laevade
div	hiiglane
div	hiiglaslik
stefana	stefan
neboder	pilvelõhkuja
ostavljajući	lahkumas
ostavljajući	lahkub
ostavljajući	lahkumine
sredina	keskmine
sredina	keskus
sedma	seitsmes
sharp	teravad
sharp	sharp
sharp	terav
rušenje	lammutamine
glasovi	hääli
glasovi	hääled
glasovi	hääli
glasovi	hääled
prostorno	ruumiline
podnijeti	käepide
stao	peatus
stao	peatatud
mason	mas
mason	mason
mirovina	pensionile
mirovina	pension
mirovina	pensioni
vatikan	vatikani
vatikan	vatikan
parkovi	pargid
kung	kung
viridis	viridis
carice	keisrinna
mornar	madrus
mornar	meremees
lucius	lucius
granate	mürsud
granate	granaadid
granate	granaat
che	che
zahtijevao	nõudis
provoditi	jõustada
cvijeće	lilli
cvijeće	lilled
kratera	kraatrid
kratera	kraater
buffalo	buffalo
vežu	siduda
licence	litsentsid
hal	hal
tumačenja	tõlgenduste
nacionalizam	natsionalismi
predstavljali	esindas
predstavljali	esindatud
najbliže	lähim
najbliže	lähima
najbliže	lähim
prethodna	eelmised
prethodna	varasem
prethodna	eelmine
carolina	carolina
puerto	puerto
herman	herman
tursko	türgi
seta	komplektid
seta	seab
redovnik	monk
redovnik	munk
islamski	islami
jeste	tegi
asteroida	asteroid
asteroida	asteroidid
vrta	aia
vrta	aed
označavanje	märgistamine
struke	elukutse
struke	kutseala
iznose	summad
šesta	kuuendaks
šesta	kuues
omogućeno	lubatud
nil	neil
nil	niiluse
chu	chu
glenn	glenn
aljaska	alaska
specifičan	konkreetne
specifičan	spetsiifilised
specifičan	konkreetsete
specifičan	spetsiifiline
anglo	anglo
demokracija	demokraatia
čimbenik	teguri
čimbenik	tegur
čimbenik	faktor
modul	moodul
koplja	javelin
koplja	spears
koplja	oda
materije	mateeria
tenor	tenor
rap	räpp
uhićenja	vahistamised
berlina	berliin
berlina	berlin
berlina	berliini
grafika	graafika
trofeja	trofeed
nana	memm
nana	nanna
strasti	kirgi
strasti	kirge
strasti	kirg
prosvjeda	protestid
uočio	märgatud
uočio	nähtud
mont	mont
nataša	natasha
matej	matthew
kamiona	veoautod
steel	teras
steel	steel
steel	terasest
lily	lily
dvorištu	tagahoovis
dvorištu	õu
dvorištu	õue
alonso	alonso
reed	reed
kira	kira
inka	inkade
palo	palo
presuda	lause
presuda	kohtuotsus
presuda	kohtuotsuse
newcastle	newcastle
tipičan	tüüpilised
tipičan	tüüpiline
amor	amor
pojačanja	abiväed
ugrađeni	põimitud
laurent	laurent
pretjerano	ülemäärane
pretjerano	liigne
pretjerano	ülemäärase
principa	põhimõtted
erik	eric
izotopa	isotoobid
brodogradilište	laevatehas
brodogradilište	laevatehaste
mapa	kaart
višak	ülejääk
višak	ülemäärane
teoretski	teoreetiline
teoretski	teoreetiliselt
manjak	puudujääk
odlučiti	otsustamine
uvjeren	enesekindel
uvjeren	veendunud
gregory	gregory
planirano	ajastatud
planirano	planeeritud
planirano	plaanitud
planirano	kavandatud
automobili	autosid
automobili	autod
operativni	tegutsevate
najbrži	kiireim
nizvodno	allavoolu
praga	praha
konjica	ratsavägi
ahmad	ahmad
teza	väitekirja
manning	manning
prihvati	lepi
prihvati	nõustu
prihvati	nõus
becker	becker
odvajanje	eraldamine
odvajanje	lahutamine
arheolog	arheoloog
odgovori	vastused
odgovori	vastus
odgovori	vasta
odgovori	vastus
registar	registreerida
registar	register
registar	registrisse
registar	registreeru
registar	register
registar	kantselei
ostanak	jäämine
adrese	aadressid
godišnjak	aastaraamatu
paše	sobib
standarde	standardid
zastupa	esindab
zastupa	esindavad
zastupa	esindab
zastupa	esindav
zmaju	lohe
zmaju	draakon
privremeni	ajutised
privremeni	ajutine
privremeni	temp
žlijezda	nääre
pridjev	omadussõna
istrage	uurimised
istrage	uuringud
istrage	uurimine
maculatus	maculatus
umjetnica	esitaja
umjetnica	artist
umjetnica	kunstnik
deveti	üheksanda
deveti	üheksas
tajland	tai
tajland	tais
prijateljska	sõbralikud
prijateljska	sõbralik
biološki	bioloogiline
biološki	bioloogilised
biološki	bioloogiliselt
stephan	stephan
hum	hum
pokušavajući	üritan
pokušavajući	püüan
umijeće	oskused
umijeće	oskus
umijeće	oskuste
stolica	tool
stolica	tooli
berk	berk
angelo	angelo
kornjača	kilpkonn
kornjača	kilpkonn
sds	sds
oštećen	vigastatud
oštećen	kahjustatud
oštećen	kahjustunud
smjesa	segu
katastrofa	katastroof
katastrofa	katastroofi
katastrofa	katastroof
uzastopnih	järjestikuse
višestruko	mitmekordne
višestruko	mitu
srušena	lammutatud
orleans	orleans
orleans	orleansi
pionir	pioneer
jaje	muna
ted	ted
višestruki	mitmekordne
višestruki	mitu
mana	mana
oštećena	vigastatud
oštećena	kahjustatud
oštećena	kahjustunud
promociju	edendamine
zalihe	varud
zalihe	tarned
zalihe	tarvikud
zalihe	varu
zalihe	varude
usvojena	lapsendatud
usvojena	vastuvõetud
usvojena	adopteeritud
instrumente	instrumendid
fotografiju	foto
ilirska	illüüria
krugovi	ringid
komplikacija	tüsistused
crawford	crawford
konrad	konrad
lana	lana
crtež	joonis
crtež	joonistamine
gupta	gupta
tiger	tiger
tiger	tiiger
kara	kara
kos	musträstas
kos	kos
pivo	õlut
pivo	õlle
pivo	õlu
zakonski	juriidiliselt
zakonski	legaalselt
zakonski	seaduslikult
zakonski	õiguslikult
prah	tolmu
prah	tolm
prah	pulber
alternativni	alternatiiv
alternativni	alternatiiv
daniela	daniela
daniela	daniel
strategije	strateegiad
strategije	strateegia
tipični	tüüpilised
tipični	tüüpiline
kronologija	kronoloogia
psima	koerad
hrasta	tamme
hrasta	tammeka
torinu	torino
bataljun	pataljon
gloria	gloria
moderno	tänapäeva
moderno	moodne
moderno	kaasaegne
berkeley	berkeley
shi	shi
centri	keskused
centri	keskused
centri	keskuste
armstrong	armstrong
uživao	nautinud
uživao	nautis
perkins	perkins
prijateljstva	sõprus
prijateljstva	sõpruse
prijateljstva	sõprust
neo	neo
seksualno	seksuaalse
seksualno	seksuaalne
seksualno	seksuaalselt
spielberg	spielberg
dodavanje	lisamine
arsen	arseeni
sačuvati	säilita
pravna	legaalne
pravna	õiguslik
pravna	seaduslik
marine	marina
marine	mereväelane
marine	merejalaväelane
marine	marine
marine	mere
trend	trend
trend	suundumus
poželjno	eelistatavalt
poželjno	soovitatavalt
poželjno	soovitav
distribucija	jaotamine
distribucija	jaotus
distribucija	jaotumine
gruzijski	gruusia
medijski	meedia
propustio	vastamata
ravnica	plain
ravnica	tasandikud
pre	pre
prihod	tulud
prihod	tulu
prihod	sissetulek
prihod	tulu
izum	leiutis
hopkins	hopkins
ratnici	sõdalased
subjekt	teema
subjekt	subjekti
subjekt	subjekt
salzburg	salzburgi
luca	luca
rotor	rootori
proračun	eelarve
magdalena	magdaleena
magdalena	magdalena
detektiv	uurija
detektiv	detektiiv
promijeni	muutused
promijeni	muuda
promijeni	muudatus
promijeni	muutus
rame	õla
rame	õlg
rame	õlga
sluga	teenija
sluga	teener
mentor	mentor
mučenik	märter
pošalje	saadab
rachel	rachel
obavezno	kohustuslikud
obavezno	kohustuslik
naoružani	relvastatud
zaštićeno	kaitstud
prorok	prohvet
noviji	uuem
kristu	krista
león	leóni
čarape	sukad
čarape	sokid
zamisao	idee
zamisao	mõte
spomenuo	mainis
spomenuo	mainitud
spomenuo	mainiti
chippewa	chippewa
sposobni	võimeline
nadležnost	jurisdiktsiooni
nadležnost	pädevus
suze	pisarad
odraz	peegeldus
odraz	peegeldused
etno	etno
etno	etniline
elena	elena
opterećenje	koormus
opterećenje	laadi
opterećenje	laadimine
ribari	kalurid
grosso	grosso
michelle	michelle
komentirao	kommenteeris
prijatelje	sõbrad
sluge	käsilased
sluge	teenistujate
sluge	teenijad
sluge	teenistujad
sluge	teenrid
angela	angela
otpušten	vallandatud
otpušten	vallandas
otpušten	vallandati
depresije	depressioon
monroe	monroe
einstein	einstein
uvela	tutvustas
uvela	tutvustati
krzna	karusnahku
krzna	karvad
krzna	karusnaha
krzna	karv
napusti	jäta
napusti	hüljata
colin	colin
kongu	kongo
walt	walt
simpson	simpsoni
simpson	simpson
afganistan	afganistan
afganistan	afganistani
grove	grove
pakistana	pakistan
pakistana	pakistani
brad	brad
himne	hümn
himne	hümnid
troši	kulutab
francisca	francisco
cannesu	cannes
obavijesti	teatamine
obavijesti	teade
obavijesti	teavitamine
obavijesti	teated
padaju	kukkumine
keller	keller
planinu	mäe
planinu	mägi
piva	õlut
piva	õlle
piva	õlu
piva	õlled
upoznati	tutvu
upoznati	kohtuda
zviježđe	tähtkuju
mrežnice	võrkkesta
mrežnice	võrkkesta
sprječava	takistab
sprječava	väldib
kandidati	kandidaadid
prijateljica	sõber
prijateljica	sõbranna
hara	hara
lakši	kergem
posvetiti	pühendada
studirala	uuritud
ravnotežu	saldo
ravnotežu	tasakaalu
ravnotežu	tasakaal
ravnotežu	bilanss
gandalf	gandalf
slavna	kuulsus
linda	linda
azijski	aasia
vicente	vicente
učinkovito	efektiivne
učinkovito	tõhus
učinkovito	tõhusad
učinkovito	efektiivselt
učinkovito	tõhusalt
učinkovito	efektiivne
učinkovito	tulemuslik
učinkovito	tõhus
učinkovito	tõhusad
sauvage	sauvage
raznolikost	mitmekesisust
raznolikost	mitmekesisuse
raznolikost	mitmekesisus
raznolikost	sort
raznolikost	sordi
umre	sureb
brončana	pronks
nancy	nancy
ocjena	hinnang
ocjena	reiting
ocjena	skoor
ocjena	punktisumma
konsenzus	konsensus
konsenzus	konsensuse
konsenzus	üksmeel
pomoglo	aitasid
pomoglo	aitas
pomoglo	aidanud
namjeravao	mõeldud
gibb	gibb
učiti	õppimine
nakit	ehted
nakit	ehteid
nakit	ehted
marcel	marcel
sinensis	sinensis
mirna	rahulik
mirna	rahumeelne
greg	greg
nord	nord
kriterija	kriteeriumid
izazov	väljakutse
domovi	kodud
geološki	geoloogilise
geološki	geoloogiline
commonwealtha	ühendus
negativan	negatiivne
negativan	negatiivsed
bale	bale
šesto	kuuendaks
šesto	kuues
pax	pax
elite	eliit
bombardera	pommitaja
mjesečno	igakuine
leteći	lendamine
leteći	lendavad
stazama	rajad
sljedbenici	järgijad
nacrt	eelnõu
nacrt	kavand
sjena	varju
sjena	vari
posjetiti	külla
posjetiti	külastus
posjetiti	visiit
kontinent	mandri
grijeh	patu
grijeh	patt
putnik	reisija
putnik	sõitja
putnik	reisijate
putnik	reisija
putnik	rändaja
putnik	rändaja
putnik	rändur
planova	kavad
planova	plaanid
planova	plaane
bele	bela
dobivena	saadud
osuđeni	süüdimõistetud
proboj	läbimurre
ssr	nsv
ssr	ssr
stupovi	veerud
prosječni	keskmine
pittsburgh	pittsburghi
detalj	detaili
detalj	detail
detalj	üksikasjad
mišići	lihased
mišići	lihas
algoritam	algoritm
teoretičar	teoreetik
skladište	ladu
skladište	laohoone
skladište	hoidla
skladište	ladustamise
skladište	säilitamine
skladište	ladustamine
kostura	skeleti
kostura	luukere
eve	eve
eve	eeva
brandt	brandt
izgubi	kaotab
izgubi	kaota
potrošnja	tarbimine
učinkovitosti	kasutegur
učinkovitosti	tõhusus
učinkovitosti	efektiivsus
pitao	küsis
pitao	palus
pitao	küsitud
medici	medici
organizmi	organism
organizmi	organismid
organizmi	organismide
zamijenjena	asendatud
zamijenjena	asendatakse
falls	kukub
falls	falls
falls	langeb
mudrosti	tarkust
mudrosti	tarkus
klupe	pingid
izolacije	eraldatus
izolacije	eraldamine
izolacije	isolatsioon
izolacije	isolatsiooni
prepreka	takistuse
prepreka	takistus
prepreka	takistused
lucije	lucius
kanali	kanalid
kanali	kanalid
stabilnosti	püsivus
stabilnosti	stabiilsus
liberty	liberty
liberty	vabadus
pehar	karikavõistlused
pehar	cup
pehar	tops
pehar	tass
pehar	karikas
topla	soojad
topla	sooja
topla	soe
kapeli	kabel
matematiku	matemaatika
matematiku	matemaatika
candida	candida
standardno	standardne
standardno	standard
stolac	tool
stolac	tooli
konstruirao	konstrueeritud
konstruirao	ehitatud
družina	vennaskond
reci	ütle
modula	moodulid
modula	moodul
slo	slo
izračunati	arvutamine
julie	julie
terminal	terminal
terminal	terminali
dano	antud
prilagođen	korrigeeritud
prilagođen	kohandatud
prilagođen	kohandatud
hugh	hugh
airways	airways
pouzdano	usaldusväärne
pouzdano	usaldusväärselt
imenica	nimisõna
stanislav	stanislav
uređaje	seadmed
imenovanje	kokkusaamine
imenovanje	nimetamine
planiranja	planeerimine
planiranja	kavandamine
preostala	jäänud
perzije	pärsia
bombarder	pommitaja
galeb	kajakas
galeb	kajakas
hvata	püüab
hvata	saagi
hvata	püük
kuba	kuuba
ilustracija	illustratsioon
vlage	niiskus
vlage	niiskus
homoseksualnost	homoseksuaalsus
alati	tööriistad
zaštićen	kaitstud
barokna	barokk
kronološki	kronoloogilises
mode	mood
kanadska	kanada
kanadska	kanada
lansiranje	start
lansiranje	käivitamine
izjavu	avaldus
doze	annused
doze	annuste
mesto	koht
kvalitetno	kvaliteet
organizirane	organiseeritud
mediteranske	vahemere
mediteranske	vahemeri
rundi	raundi
opisa	kirjeldus
ulicu	tänav
romeo	romeo
pojedinac	üksikute
pojedinac	individuaalsed
pojedinac	individuaalne
cox	cox
kontekst	kontekstist
kontekst	kontekst
kontekst	konteksti
kontekst	taust
dozvola	litsents
dozvola	load
dozvola	luba
dozvola	litsents
dozvola	luba
meksička	mehhiko
meksička	mehhiklane
ovce	lambad
ovce	lammas
vita	vita
blagoslov	õnnistus
blagoslov	õnnistust
blagoslov	õnnistus
blagoslov	õnnistust
nafta	õli
nafta	nafta
izgaranje	põletamine
izgaranje	põlemisel
davanje	andmine
zvono	kella
zvono	belli
zvono	bell
majstori	isandad
majstori	meistrid
izgubljena	eksinud
izgubljena	kaotas
izgubljena	kadunud
izgubljena	kaotatud
nož	nuga
nož	noa
migracije	ränne
migracije	rände
todd	todd
nintendo	nintendo
promijenjen	muudetud
promijenjen	muutunud
promijenjen	muutis
svjedoci	tunnistajad
komitet	komitee
dina	dina
gledao	jälgiti
gledao	vaatasin
gledao	vaatas
tragedije	tragöödiad
tragedije	tragöödia
civilna	tsiviil
bridge	sild
mila	mila
fauna	fauna
sličnost	sarnasus
sličnost	sarnasust
sličnost	sarnasus
vermont	vermonti
dozvole	load
dozvole	litsentsid
dozvole	õigused
podružnice	tütarettevõtted
programiranje	kavandamine
poslana	saadetud
prizor	stseen
prizor	stseeni
prizor	nägemine
trbuh	kõht
trbuh	magu
trbuh	kõht
trbuh	belly
jednakost	võrdõiguslikkus
jednakost	võrdsus
casa	casa
clinton	clinton
orijentacija	orientatsiooni
kupi	osta
zaposlenika	töötaja
zaposlenika	töötajad
gospodari	isandad
gospodari	isandad
gospodari	meistrid
aktivist	aktivist
lada	lada
istván	istván
stilski	stiilne
padovi	padova
uništi	hävita
uništi	hävitamine
uništi	hävitada
potrošača	tarbija
laser	laseri
laser	laser
vanja	vanja
zvuči	helid
zvuči	kõlab
lopatice	abaluu
parametar	parameeter
udaraca	lööke
upozorio	hoiatas
upozorio	hoiatati
upozorio	hoiatatud
zidove	seinad
civilni	tsiviilisik
civilni	tsiviil
betty	betty
radikalne	radikaalne
magnus	magnus
rektor	rektor
obožavatelji	fänne
obožavatelji	fännid
maternice	emaka
guma	kumm
guma	kummist
guma	kummi
guma	rehvid
guma	rehv
guma	rehvi
guma	rehv
janice	janice
snimljeno	filmitud
snimljeno	salvestatud
poboljšati	parandada
pakistanu	pakistan
pakistanu	pakistani
dawson	dawson
ograničene	piiratud
ograničene	limited
laži	valed
prijatelju	sõber
prijatelju	sõbranna
vozači	sõitjad
vozači	autojuhid
vozači	juhid
stvorenja	olendid
stvorenja	olevused
stvorenja	elukad
rome	rom
izvući	ekstrakti
izvući	väljavõte
izvući	ekstrakt
elektroda	elektrood
klinika	kliinik
zviježđa	tähtkujud
ultimate	ülim
plivanje	ujuda
plivanje	ujumine
zadovoljiti	rahuldada
psihološki	psühholoogiline
psihološki	psühholoogiliselt
progon	tagakiusamine
zagrijavanje	soojenemise
zagrijavanje	soojenemist
zagrijavanje	soojenemine
topništvo	suurtükivägi
rgb	rgb
alma	alma
opasan	ohtlikud
opasan	ohtlik
istanbulu	istanbuli
paviljon	paviljon
kontinentu	mandri
muško	meessoost
muško	isane
norma	norma
norma	norm
prodano	müüdud
piano	klaver
pravosuđa	kohtusüsteemi
gaze	gaza
wade	wade
regent	asevalitseja
escobar	escobar
nastavnik	õpetaja
disco	disko
adresu	aadress
misleći	mõtlemine
misleći	mõeldes
misleći	mõtled
misleći	mõtleb
hiv	hivi
hiv	hiv
zore	dawn
zore	koidik
zore	koidu
glasove	hääli
glasove	hääled
glasove	hääli
glasove	hääled
neda	ned
trave	rohi
trave	muru
trave	kanep
trave	puru
opremljeni	varustatud
tenkove	tankid
tenkove	paagid
jaguar	jaguar
zadovoljan	rahuldatud
zadovoljan	rahul
zadovoljan	rahul
hana	hannah
hana	hana
hana	hani
hana	han
hana	hanna
halen	halen
marvin	marvin
naglasio	stressis
naglasio	rõhutas
arhitekti	arhitektid
zlatan	zlatan
indica	indica
danak	andamit
izlaganje	kokkupuute
izlaganje	kokkupuude
osjetila	meeli
osjetila	tundsin
osjetila	tundis
osjetila	tundsid
cola	koka
cola	koola
cola	coca
cola	koksi
cola	koola
cola	cola
krede	kriit
matematika	matemaatika
matematika	matemaatika
adriana	adriana
sastojak	koostisosa
osnivači	asutajad
tamna	tume
nošenje	seljas
annie	annie
mega	mega
triler	thriller
aviv	avivi
sisavci	imetajad
sisavci	imetajate
trske	pilliroog
hitchcock	hitchcock
ira	ira
ekstremno	äärmuslik
leach	leach
sevilla	sevilla
posjete	külastused
ward	ward
rtv	rtv
juda	juudas
juda	judah
prognoza	prognoos
prognoza	prognoos
prognoza	ennustus
korisne	kasulikud
korisne	kasulik
twin	kaksik
twin	twin
diane	diane
schmitz	schmitz
iskapanja	väljakaevamistel
žuto	kollase
žuto	kollased
žuto	kollane
rodrigues	rodrigues
unutrašnji	sisemine
biologije	bioloogia
anto	anto
kancelar	kantsler
memphis	memphis
neslaganja	erimeelsused
kartica	kaart
kartica	tab
kartica	kaardiga
kartica	kaart
kartica	kaardi
dijagnoza	diagnoos
dijagnoza	diagnoosi
nevjerojatno	imeline
nevjerojatno	hämmastav
nevjerojatno	uskumatu
financijska	rahaline
financijska	finants
financijska	rahalised
ubrzano	kiirenenud
ubrzano	kiirendatud
dnevna	igapäevane
dnevna	päevane
dnevna	päevas
giorgio	giorgio
prepoznatljiv	äratuntav
razmišljanje	mõtlemine
razmišljanje	mõeldes
razmišljanje	mõtled
razmišljanje	mõtleb
koristan	kasulikud
koristan	kasulik
zahvat	menetlus
zahvat	protseduur
eugene	eugene
sylvia	sylvia
bukurešt	bukaresti
stvoreni	loodi
stvoreni	loodud
učinci	mõjud
učinci	mõju
učinci	toime
herodot	herodotos
pers	pers
kave	kohvi
kave	kohv
ropstvo	orjus
pohvale	kiitust
pohvale	kiitus
mao	mao
mete	sihtmärgid
mete	eesmärgid
pereira	pereira
channel	kanal
channel	kanalid
vječni	igavest
vječni	igavene
baltimore	baltimore
pic	pic
kostur	skeleti
kostur	luukere
hari	hari
urana	uraan
urana	uraan
urana	uraani
genetski	geneetiliselt
genetski	geneetilised
genetski	geneetiline
cat	kass
cat	cat
vene	veenid
prehrana	toitumine
prehrana	toitumise
prehrana	dieet
prehrana	toitumine
hidalgo	hidalgo
rutaceae	rutaceae
yuan	yuan
sacramento	sacramento
sučelje	liides
sučelje	liidese
fiat	fiat
čudno	veider
čudno	imelik
čudno	kummaline
čudno	imelik
čudno	veider
čudno	veider
čudno	imelik
jadranka	jadranka
mvp	mvp
organski	orgaaniline
organski	orgaanilised
organski	orgaaniliste
lan	lan
lan	ian
lan	lan
lan	ian
najniža	madalaim
žitarica	teravili
žitarica	teravilja
žitarica	helbed
kapital	pealinn
kapital	kapital
biologija	bioloogia
točnost	täpsus
točnost	täpsus
točnost	täpsust
točnost	täpsuse
katastrofe	katastroof
katastrofe	katastroofi
katastrofe	katastroofide
zarobljeni	püütud
zarobljeni	tabatud
zarobljeni	vangistatud
zarobljeni	lõksus
blizanci	kaksikud
epidemija	puhang
epidemija	epideemia
epidemije	epideemia
epidemije	epideemiate
filipini	filipiinid
lijekove	ravimid
premijere	esilinastus
obradio	töödeldud
bradley	bradley
vista	vista
vulgaris	vulgaris
dominantna	domineeriv
dominantna	valitsev
viktorija	victoria
nula	nulli
nula	zero
nula	null
trans	trance
trans	trans
sinteza	sünteesi
slab	nõrk
slab	nõrga
slab	nõrgad
gledanost	hinnangud
vektor	vektori
bijes	viha
bijes	fury
bijes	raev
bijes	raev
dai	dai
