kategória	kategória
založenie	letelepedés
úvahy	szempontok
úvahy	megfontolások
úvahy	gondolatok
rozšírené	meghosszabbított
rozšírené	kiterjesztett
rozšírené	kibővített
rozšírené	bővült
rozšírené	kiterjesztett
rozšírené	kibővített
rozšírené	megerősített
rozšírené	fejlett
rozšírené	haladó
rozšírené	előrehaladott
banka	bank
spor	vitás
spor	vita
spor	jogvita
vzdušné	légi
vzdušné	antenna
vzor	minta
vzor	model
vzor	minta
vzor	modell
finistère	finistère
opisuje	leírja
pohon	vontató
pohon	meghajtás
pohon	vezetni
pohon	vezess
pohon	meghajtó
spoločný	ízületi
spoločný	joint
spoločný	együttes
spoločný	közös
tunel	alagút
írsko	írország
zbraň	fegyver
zbraň	fegyvert
zbraň	fegyver
zbraň	pisztoly
oddelenia	osztályok
predaj	eladás
predaj	eladási
predaj	eladás
predaj	eladni
predaj	vásár
predaj	eladó
predaj	értékesítés
predaj	eladás
predaj	eladások
predaj	eladás
predaj	értékesítés
predaj	értékesítési
medicína	orvosság
medicína	gyógyszert
medicína	gyógyszer
medicína	orvostudomány
zostala	maradtam
zostala	maradtak
zostala	maradt
alfred	alfred
programe	program
programe	program
eric	eric
eric	erik
slobodu	szabadság
hill	dombon
hill	domb
hill	hegy
hill	dombra
hill	hegyen
hill	hill
queen	királynő
queen	queen
queen	dáma
queen	királyné
pracovala	bevált
pracovala	dolgozott
pracovala	működött
turci	törökök
nórsko	norvégia
letectvo	repülés
letectvo	légiközlekedés
letectvo	légiközlekedési
konania	eljárás
konania	eljárások
športy	sport
športy	sportban
status	állapot
status	státusz
zostáva	megmarad
zostáva	megmaradt
zostáva	megmaradó
zostáva	fennmaradó
brown	brown
brown	barna
usporiadanie	elrendezés
usporiadanie	megállapodás
usporiadanie	elrendezés
usporiadanie	elrendezése
usporiadanie	megegyezés
usporiadanie	egyezség
patrick	patrik
patrick	patrick
zvyšuje	fokozza
zvyšuje	növeli
prítomnosti	jelenlét
prítomnosti	jelenléte
vojen	háborúk
uss	uss
bill	bill
bill	számla
internete	interneten
internete	internet
umelci	előadók
umelci	művészek
stred	középre
stred	központ
stred	center
stred	középre
stred	központ
stred	centrum
stred	középre
stred	közép
stred	középső
stane	sátor
bojoval	harcolt
bojoval	küzdött
lučenec	losonc
veľryba	bálna
riešenia	megoldások
riešenia	megoldásokat
riešenia	megoldást
riešenia	megoldás
riešenia	oldat
dunaja	duna
chránený	védett
ďaleko	far
ďaleko	messze
ďaleko	messzire
logika	logika
logika	logikai
sto	száz
sto	sto
môj	enyém
žánre	műfajok
dokumentácia	dokumentáció
zmeniť	módosítható
zmeniť	módosítani
zmeniť	módosítás
zmeniť	változás
zmeniť	változtatás
zmeniť	megváltozott
zmeniť	változások
všeobecné	általános
všeobecné	tábornok
podstatne	lényegesen
podstatne	jelentősen
podstatne	jelentősen
podstatne	jelentősen
pamäte	emlékek
pamäte	emlék
pamäte	emlékirat
pamäte	memória
pamäte	emlék
pamäte	emlékezet
pamäte	emlékek
tabuľky	táblák
tabuľky	asztal
tabuľky	táblázatok
tabuľky	táblázat
tabuľky	asztalok
tabuľky	táblázatok
japonský	japán
japonský	japánok
stephen	stephen
stephen	istván
prežil	túlélő
prežil	túlélte
určenie	megjelölés
určenie	megnevezés
určenie	kijelölés
určenie	meghatározni
určenie	meghatározás
určenie	meghatározása
nicolas	nicolas
dinosaury	dinoszauruszok
dinosaury	dinoszauruszok
dinosaury	dinoszaurusz
hrdina	hős
letiska	reptér
letiska	repülőtér
slúžia	szolgálni
spoločenské	társadalmi
spoločenské	szociális
gregor	gregor
gregor	gregory
gregor	gergely
filozofiu	filozófia
pramene	springs
pramene	rugó
jazykoch	nyelveket
jazykoch	nyelvek
jazykoch	nyelveken
bezpečnosti	biztonsági
bezpečnosti	biztonság
bezpečnosti	biztonsági
bezpečnosti	biztonság
ray	ray
stredu	szerdán
stredu	szerda
prijatý	kapott
prijatý	fogadott
prijatý	beérkezett
prijatý	elfogadva
prijatý	elfogadott
prijatý	elismerte
prijatý	beismerte
prijatý	elfogadva
prijatý	elfogadott
prijatý	elfogadta
teplo	hőség
teplo	hő
teplo	fűtés
teplo	meleg
teplo	melegen
teplo	melegség
predmety	árucikkek
predmety	cikkek
predmety	alanyok
predmety	témák
predmety	tárgyak
predmety	objektumok
večer	este
večer	estét
georg	georgij
georg	georg
stromov	fákon
stromov	fák
stromov	fákat
bubeník	dobos
turistická	turisták
turistická	turista
turistická	túrázni
turistická	túrázás
turistická	kirándulás
turistická	túra
youtube	youtube
drak	sárkány
drak	dragon
zobrazenie	kijelző
zobrazenie	megjelenítés
zobrazenie	megjelenítési
zobrazenie	megtekintés
zobrazenie	kilátás
zobrazenie	nézet
prišla	megérkezett
prišla	megérkeztek
prišla	jött
zóna	övezet
zóna	zóna
projektov	projektek
vybavené	felszerelve
vybavené	felszerelt
vybavené	felszerelve
vybavené	felszerelt
emmy	emmy
plochu	asztali
plochu	asztal
kráter	kráter
vol	vol
udalosť	esemény
udalosť	rendezvény
člena	tag
brod	brod
turecko	pulyka
turecko	törökország
stredný	aljas
stredný	középre
stredný	közép
stredný	középső
stredný	közepes
stredný	közepes
stredný	mérsékelt
stredný	maradi
televízia	tv
televízia	televízió
ruky	karok
ruky	fegyvert
ruky	karokat
ruky	kar
ruky	fegyverek
ruky	kéz
ruky	kezek
británie	britannia
disk	korong
disk	lemez
disk	lemezt
disk	korong
disk	lemez
disk	lemezt
disk	vezetni
disk	vezess
disk	meghajtó
účinky	hatások
účinky	hatásai
účinky	hatás
academy	akadémia
trónu	trón
trónu	trónt
jak	hogyan
jak	jak
kvalifikácie	végzettség
kvalifikácie	képesítés
kvalifikácie	végzettség
kvalifikácie	minősítés
kvalifikácie	minősítési
kvalifikácie	képesítés
turistov	turisták
turistov	turistákat
čisto	tisztán
čisto	tiszta
kategorizácie	kategorizálása
kategorizácie	besorolás
kategorizácie	osztályozás
zostali	maradtam
zostali	maradtak
zostali	maradt
zhromaždenia	összejövetelek
zhromaždenia	közgyűlés
zhromaždenia	gyűlés
zhromaždenia	szerelvény
zhromaždenia	gyűlések
boeing	boeing
ozbrojených	felfegyverkezve
ozbrojených	fegyveres
psychológia	pszichológiai
psychológia	pszichológia
denne	naponta
denne	napi
delta	delta
pokračovala	folyamatos
pokračovala	folytatása
pokračovala	folytatta
pokračovala	folytatás
pokračovala	folytatódott
severný	észak
severný	északi
severný	északra
severný	észak
severný	északi
predmet	objektum
predmet	tárgy
predmet	alany
predmet	figyelemmel
predmet	tárgy
reč	beszéde
reč	beszéd
financií	pénzügyi
financií	pénzügyek
financií	finanszírozás
obzvlášť	különösen
obzvlášť	különösen
obzvlášť	főleg
mayenne	mayenne
právne	jogilag
právne	törvényesen
právne	legálisan
právne	jogi
právne	legális
právne	törvényes
planét	bolygók
piaty	ötödik
mexiku	mexikó
rožňava	rozsnyó
argentíne	argentína
oči	szemed
oči	szeme
oči	szem
oči	szemek
raketoplán	sikló
raketoplán	transzfer
raketoplán	komp
ducha	ghost
ducha	szellem
ducha	szellem
ducha	lélek
fínska	finnország
fínska	finnország
fínska	finn
profesora	professzor
počítača	számítógép
počítača	komputer
počítača	computer
plány	tervek
bernard	bernard
meranie	mérés
meranie	mérési
meranie	mérések
meranie	mérés
meranie	mérés
sydney	sydney
power	energia
power	erő
power	power
power	hatalom
odpoveď	válasz
odpoveď	válasz
odpoveď	reagálás
odpoveď	reakció
odpoveď	válasz
židia	zsidó
židia	zsidók
židia	zsidók
charakteristika	jellemzése
charakteristika	mutatók
charakteristika	jellemzők
charakteristika	jellemzői
charakteristika	tulajdonságok
charakteristika	jellemző
charakteristika	jellegzetes
podoba	hasonlóság
životopis	életrajz
obyčajný	sima
obyčajný	közönséges
obyčajný	hétköznapi
hmyzu	rovarok
hmyzu	rovarok
hmyzu	rovar
materiály	alapanyagok
materiály	anyagok
učenie	tanít
učenie	tanítani
učenie	tanítás
učenie	tanulok
učenie	tanul
učenie	tanulás
premiér	premier
lady	hölgy
vyššia	magasabbak
vyššia	magasabb
vyššia	feljebb
vyššia	magasabb
vyššia	nagyobb
ulíc	utcákon
ulíc	utcák
eur	euró
eur	euró
eur	euróban
eur	euro
eur	eur
morave	morvaországi
určuje	meghatározza
určuje	azonosítja
určuje	meghatározza
cantal	cantal
británia	britannia
británia	britannia
euro	euró
euro	euróban
euro	euro
vyšší	magasabbak
vyšší	magasabb
vyšší	feljebb
vyšší	magasabb
vyšší	nagyobb
obetí	áldozatok
obetí	áldozatai
spoločenstvo	ösztöndíj
spoločenstvo	ösztöndíjat
spoločenstvo	közösség
spoločenstvo	közösségi
okolitých	körülvevő
okolitých	környező
pravé	hiteles
pravé	őszinte
pravé	valódi
komory	chambers
oxid	oxid
bojových	martial
prišlo	jött
asociácia	társulás
asociácia	társulási
asociácia	szövetség
asociácia	egyesület
kyslíka	oxigén
kyslíka	oxigént
dosiahli	elérte
dosiahli	elért
dosiahli	teljesült
dosiahli	megvalósult
dosiahli	elért
vynálezca	feltaláló
austrálie	ausztrália
príkaz	parancsnokság
príkaz	parancs
pokúsil	próbálta
pokúsil	próbáltam
bbc	bbc
bell	csengő
bell	bell
bell	harang
place	hely
agentúra	ügynökség
pocit	érezd
pocit	érzem
pocit	érzés
pocit	érzem
pocit	érezni
pocit	érzéssel
inštitúcie	intézmények
ekonomické	gazdasági
ekonomické	gazdaságos
väzenia	börtönökben
väzenia	börtönök
väzenia	börtön
väzenia	börtönbe
väzenia	börtön
väzenia	börtönben
stačí	elég
prameň	tavaszi
prameň	tavasz
intel	intel
zástupca	reprezentatív
zástupca	képviselő
zástupca	helyettes
zástupca	megbízott
dokumenty	iratok
dokumenty	dokumentumok
dokumenty	okmányok
dokumenty	dokumentum
morbihan	morbihan
claude	claude
vzdelávanie	oktatási
vzdelávanie	oktatás
osud	végzet
osud	sors
osud	végzet
osud	sors
horný	felső
horný	felül
horný	top
horný	csúcs
horný	felső
horný	legfelső
predsa	mégis
železnice	vasútvonal
železnice	vasút
železnice	vasúti
železnice	vasút
železnice	vasutak
železnice	vasút
nízke	alacsonyan
nízke	alacsony
postoj	magatartás
postoj	hozzáállás
postoj	testtartás
postoj	tartás
husle	hegedű
bloku	blokk
sčítania	népszámlálás
sčítania	népszámlálás
návrhy	pályázatok
návrhy	javaslatok
návrhy	javaslatokat
návrhy	terveket
návrhy	tervek
návrhy	ajánlások
návrhy	javaslatok
kmeňa	törzs
rugby	rögbi
mfk	mfk
politického	politikai
politického	politika
kategórií	kategória
kategórií	kategóriák
staníc	állomások
programov	programok
programov	programok
per	per
opus	opus
procesy	folyamatok
procesy	eljárások
farár	lelkész
farár	tiszteletes
farár	lelkész
farár	pásztor
mládeže	fiatalok
mládeže	ifjúsági
mládeže	fiatalság
mládeže	ifjúság
creuse	creuse
pôvodom	származó
tabuľke	táblázat
tabuľke	asztali
tabuľke	tábla
tabuľke	asztal
marc	marc
križovatke	kereszteződés
križovatke	csomópont
križovatke	junction
križovatke	crossroads
vstupuje	belép
vedecký	tudományos
vtákov	madarak
definícia	meghatározás
definícia	meghatározása
železnica	vasút
železnica	vasutak
železnica	vasút
železnica	sín
železnica	vasút
železnica	vasúti
železnica	vasútvonal
železnica	vasút
železnica	vasúti
maľby	festmények
manchester	manchester
spoločenstva	közösség
spoločenstva	közösségi
históriu	történelme
históriu	előzmények
históriu	történelem
vymenovaný	kijelölt
vymenovaný	kinevezett
ben	ben
müller	müller
vlastnosť	jellemző
vlastnosť	jellegzetes
vlastnosť	ingatlan
vlastnosť	tulajdon
vlastnosť	ingatlanok
vlastnosť	tulajdonság
vlastnosť	minőségi
vlastnosť	minősége
vlastnosť	minőség
vlastnosť	funkció
war	háború
revolúcia	forradalom
planet	planet
planet	bolygónak
planet	bolygónk
planet	bolygó
viera	hitem
viera	faith
viera	hit
viera	hittel
viera	hitet
viera	hit
chyby	hibák
chyby	hibákat
chyby	hibák
chyby	hibákat
chyby	rovarok
chyby	bogarak
chyby	hibák
dohoda	megállapodás
dohoda	egyetértés
dohoda	megegyezés
dohoda	egyezség
dohoda	üzlet
dohoda	egyezség
dohoda	alku
georges	georges
tanky	tankok
tanky	tartályok
národ	nemzet
aplikácie	alkalmazások
aplikácie	kérelmek
aplikácie	app
aplikácie	alkalmazás
aplikácie	alkalmazások
aplikácie	kérelem
aplikácie	alkalmazás
aplikácie	jelentkezés
japonské	japán
japonské	japánok
komunikácia	kommunikáció
komunikácia	közlemény
komunikácia	kommunikációs
komunikácia	kommunikáció
komunikácia	kommunikál
komunikácia	kommunikáció
komunikácia	távközlés
komunikácia	kommunikációs
hrajú	játszik
hrajú	játszom
miláno	milánó
miláno	milan
miláno	milánói
miláno	milánó
miláno	milano
nohy	lábak
nohy	láb
nohy	lábát
nohy	lábak
nohy	lábai
nohy	láb
nohy	lábakat
koncept	elképzelés
koncept	koncepció
koncept	fogalom
koncept	vázlat
koncept	tervezetét
koncept	huzat
koncept	tervezet
test	vizsgálati
test	vizsgálat
test	próba
test	teszt
rozdiely	különbségek
rozdiely	eltérések
boston	boston
boston	bostoni
boston	bostonban
riešiť	szerelés
riešiť	megoldani
riešiť	megoldani
fotografia	fényképek
fotografia	kép
fotografia	fénykép
fotografia	fotó
fotografia	fénykép
fotografia	fotózás
technický	műszaki
technický	technikai
aktuálne	áramlat
aktuálne	jelenlegi
aktuálne	aktuális
johannes	johannes
chata	kunyhó
chata	kabin
chata	kunyhó
pozadie	háttér
pozadie	háttere
pozadie	háttérben
stránok	helyszínek
stránok	oldalak
stránok	lapok
stránok	oldalakon
stránok	oldalak
sokol	sólyom
sokol	hawk
sokol	sólyom
sokol	héja
zas	újra
dôkaz	bizonyíték
dôkaz	bizonyítékok
dôkaz	bizonyíték
dôkaz	bizonyítás
tábora	camp
tábora	tábor
nemocnice	kórházi
nemocnice	kórház
nemocnice	kórházak
nemocnice	kórházakban
myslenia	gondolkodás
myslenia	gondolkodik
myslenia	gondolkodom
myslenia	gondolkodó
následky	következmény
následky	következmények
následky	következményei
dlhšie	hosszabb
samostatná	diszkrét
samostatná	különálló
samostatná	különálló
samostatná	elkülönített
samostatná	külön
samostatná	autonóm
samostatná	önálló
poľská	lengyel
talianske	olasz
talianske	olaszország
kňaza	pap
konanie	eljárás
efekt	hatása
efekt	hatás
efekt	effektus
účastníkov	résztvevőknek
účastníkov	résztvevők
účastníkov	résztvevő
účastníkov	résztvevők
účastníkov	előfizetők
dobrá	jó
delia	delia
disciplína	fegyelem
hôr	hegység
hôr	hegyek
rozhodnutia	döntés
rozhodnutia	határozat
rozhodnutia	döntések
rozhodnutia	határozatok
gymnázia	tornaterem
morom	tengeren
morom	tengeri
morom	tenger
phd	doktori
phd	phd
long	hosszú
sviatok	vakáció
sviatok	ünnep
sviatok	ünnepi
sviatok	nyaralás
menšia	kisebbet
menšia	kisebbek
menšia	kisebb
menšia	kiskorú
menšia	kisebb
menšia	kevesebbet
menšia	kevesebb
menšia	kevésbé
peru	perui
peru	peru
elektrické	elektromos
elektrické	villamos
elektrické	villany
elektrické	elektromos
skončili	elkészült
skončili	befejezett
skončili	kész
rastlina	üzem
rastlina	növény
komárno	komárom
novo	novo
procesov	folyamatok
procesov	eljárások
signál	jelet
signál	jel
signál	jelzés
aktívny	aktív
aktívny	aktívak
farieb	színek
sci	sci
anny	anne
zmenila	megváltozott
zmenila	változott
sociálna	társadalmi
sociálna	szociális
mladé	fiatalok
mladé	fiatal
mladé	fiatalos
tradičné	hagyományos
tradičné	tradicionális
stratil	vesztett
stratil	elveszett
stratil	lost
zásluhy	érdem
ženatý	házas
ženatý	házasok
vodíka	hidrogén
objavené	felfedezte
objavené	felfedezett
báseň	vers
báseň	verset
kultúru	tenyésztés
kultúru	kultúra
manželstva	házasság
manželstva	házasságot
vysielanie	közvetítés
vysielanie	adás
vysielanie	átvitel
vysielanie	továbbítás
vysielanie	adás
vysielanie	átviteli
vysielanie	műsorszolgáltatás
vlaky	vonatok
das	das
alan	alan
ludwig	ludwig
tibor	tibor
záhrada	kert
záhrada	kertje
záhrada	garden
záhrada	kertben
králi	királyok
yeung	yeung
dirigent	kalauz
kim	kim
topoľčany	nagytapolcsány
kmene	törzsek
kmene	törzsek
rozdeliť	osztott
vyjadrenie	kifejezés
vyjadrenie	nyilatkozat
vyjadrenie	nyilatkozata
vyjadrenie	kimutatás
vyjadrenie	állítás
vyjadrenie	kijelentés
dvojica	páros
dvojica	pár
mozgu	agya
mozgu	agyat
mozgu	agyam
mozgu	agy
základne	bázisok
príbehy	történetek
príbehy	történeteket
príbehy	mesék
príbehy	bejegyzések
dave	dave
stupňov	fokban
stupňov	fok
organizácií	szervezetek
striebro	silver
striebro	ezüst
nahrávky	felvételeket
nahrávky	felvételek
lake	tó
lake	tavi
lake	tavon
portugalsko	portugália
pamäť	memória
pamäť	emlék
pamäť	emlékezet
pamäť	emlékek
rozdelená	osztva
rozdelená	megosztott
rozdelená	megosztva
tabule	deszka
tabule	tanácsok
tabule	táblák
niekde	valahol
spôsobené	előidézett
spôsobené	okozta
spôsobené	okozott
riadi	irányítja
pokusy	perek
pokusy	kísérletek
pokusy	próbák
pokusy	kísérletek
pokusy	kísérletek
určiť	meghatározni
výrobca	gyártó
výrobca	termelő
výrobca	producer
výrobca	termelői
výrobca	gyártó
ekonomika	közgazdaságtan
ekonomika	gazdaság
ekonomika	közgazdasági
ekonomika	gazdaság
ekonomika	gazdaságos
žila	élt
žila	lakott
žila	éltem
žila	véna
rímska	római
rímska	roman
kráľovnej	királynő
kráľovnej	queen
kráľovnej	dáma
kráľovnej	királyné
etapa	színpad
etapa	színpadon
maximálne	max
maximálne	legfeljebb
maximálne	maximum
maximálne	maximális
definície	fogalmak
definície	meghatározások
definície	meghatározás
definície	meghatározása
kanady	kanada
kanady	kanadai
mac	mac
vedú	érdeklődők
vedú	vezet
vedú	érdeklődő
vracia	visszatér
výzbroj	páncél
výzbroj	fegyverzet
výzbroj	fegyverkezés
výzbroj	fegyverzet
začať	start
začať	kezdés
začať	kezdeni
vojak	katona
vojak	magán
vojak	privát
starostlivosti	gondoskodás
starostlivosti	érdekel
leopold	leopold
las	las
pokračovanie	folytatás
pokračovanie	folytatása
pokračovanie	folytatás
pokračovanie	folytatás
pokračovanie	folyamatos
pokračovanie	folytatása
pokračovanie	folytatta
pokračovanie	folytatás
pokračovanie	folytatódott
orig	orig
duchu	szellem
duchu	lélek
určitých	bizonyos
hitler	hitlert
hitler	hitler
tim	tim
snaha	erőkifejtés
snaha	erőfeszítés
snaha	erőfeszítések
jednoznačne	határozottan
hills	dombok
hills	hills
rimania	rómaiak
rádio	rádió
rádio	rádiós
rádio	radio
illinois	illinois
chorvátska	horvátország
chorvátska	horvát
široký	széles
široký	tág
široký	széles
majstri	masters
majstri	mesterek
majstri	bajnokok
box	box
box	rovat
box	láda
box	doboz
box	box
box	boksz
parameter	paraméter
parameter	paraméterek
maďarská	magyarul
maďarská	magyarok
maďarská	magyar
maďarská	hungarian
dole	lefelé
dole	le
dole	lent
príspevky	bejegyzések
príspevky	hozzászólások
príspevky	adományok
príspevky	adományokat
príspevky	adomány
príspevky	történetek
príspevky	történeteket
príspevky	mesék
príspevky	bejegyzések
príspevky	hozzájárulások
príspevky	járulékok
príspevky	hozzájárulás
príspevky	járulék
títo	ezek
títo	ezeket
správcu	adminisztrátor
správcu	ügyvezető
správcu	ügyintéző
správcu	tisztviselő
vesmír	univerzum
vesmír	világegyetem
vesmír	kozmosz
konferencie	konferencia
konferencie	konferencián
konferencie	konferenciák
oceán	óceán
oceán	ocean
pozorovať	megfigyelni
pozorovať	megfigyelési
pozorovať	megfigyelés
pozorovať	megfigyelni
karla	karla
karla	károly
karla	karl
für	für
union	union
union	unió
union	szakszervezet
union	unión
union	uniós
opustiť	elhagyni
sloboda	szabadság
maďarské	magyarul
maďarské	magyarok
maďarské	magyar
maďarské	hungarian
monte	monte
králové	králové
dané	megadott
dané	adva
dané	megadva
dané	adott
zabil	megölt
zabil	megölte
lesov	erdőben
lesov	erdő
lesov	erdők
lesov	erdők
rodičov	szülei
rodičov	szülők
rodičov	szüleim
fyzikálne	fizikailag
fyzikálne	fizikai
fyzikálne	fizika
fyzikálne	fizikai
výcvik	tréning
výcvik	képzési
výcvik	kiképzés
výcvik	képzés
výcvik	edzés
sony	sony
disku	korong
disku	lemez
disku	lemezt
disku	korong
disku	lemez
disku	lemezt
server	kiszolgáló
server	szerver
aires	aires
beta	béta
vyrobené	termelt
vyrobené	gyártott
vyrobené	előállított
vyrobené	gyártottak
vyrobené	előállított
vyrobené	gyártott
vyrobené	készítette
vyrobené	készült
vyrobené	tett
verejne	nyilvánosan
vidiek	vidék
polovicu	fele
hospodárstvo	közgazdaságtan
hospodárstvo	gazdaság
hospodárstvo	közgazdasági
hospodárstvo	gazdaság
hospodárstvo	gazdaságos
gama	gamma
rolling	rolling
rolling	forog
rolling	gurul
súborov	akták
súborov	fájlok
rodín	családok
bryan	bryan
rus	orosz
rus	oroszul
rus	oroszország
rus	rus
typický	jellemző
typický	tipikus
typický	jellegzetes
kovov	metál
kovov	metal
kovov	fémek
kovov	fém
kovov	fémek
atlantique	atlantique
ježiša	jézus
berlin	berlin
berlin	berlinben
berlin	berlini
priamy	egyenesen
priamy	egyenes
priamy	közvetlen
priamy	direct
priamy	közvetlenül
priamy	egyenes
vonkajšie	szabadtéri
vonkajšie	kültéri
vonkajšie	szabadban
vonkajšie	külső
vonkajšie	külső
vonkajšie	külső
luis	luis
maurice	maurice
švajčiarska	svájc
švajčiarska	svájc
švajčiarska	svájci
napísané	megírva
napísané	írásbeli
napísané	írta
napísané	írott
manželku	feleségem
manželku	felesége
manželku	feleség
napätia	feszültségek
napätia	feszültség
like	mint
like	like
like	tetszik
palivo	tüzelőanyag
palivo	üzemanyag
bronz	bronz
tajomník	titkárnő
tajomník	titkár
staršieho	idősebbek
staršieho	öregebb
staršieho	idősebb
staršieho	régebbi
olivier	olivier
slúžiť	felszolgáló
slúžiť	szolgálni
slúžiť	szolgálni
taylor	taylor
byt	lapos
byt	lakás
byt	sík
byt	lakás
byt	apartman
šablónu	sablon
miestnosti	helyiségek
miestnosti	szoba
miestnosti	szobákban
miestnosti	szobák
miestnosti	terem
miestnosti	szoba
michail	mihail
vykonávať	végrehajtani
vykonávať	végrehajtja
vykonávať	végrehajtása
jim	jim
jedincov	alanyok
jedincov	témák
jedincov	magánszemélyek
jedincov	egyének
boy	fiú
wilson	wilson
metro	metró
metro	metró
metro	metro
zahraničia	külföldön
zahraničia	külföldre
vybavenie	berendezés
vybavenie	berendezések
vybavenie	felszerelés
vybavenie	felszerelések
vybavenie	létesítmények
vybavenie	felszerelés
špecialista	szakember
špecialista	specialista
vzájomne	kölcsönösen
mar	mar
moment	pillanat
central	központi
čistý	tisztán
čistý	tiszta
čistý	tiszta
čistý	clean
ekonomiky	közgazdaságtan
ekonomiky	gazdaság
ekonomiky	közgazdasági
ekonomiky	gazdaságok
gitary	gitár
rené	rené
dvore	udvar
dvore	udvarra
dvore	udvaron
dvore	udvar
dvore	yard
dvore	hajógyár
dvore	udvaron
dvore	udvar
mečiar	mečiar
buenos	buenos
architektúru	felépítés
architektúru	építészet
ram	kos
ram	ram
ram	rams
hala	hala
hala	lounge
hala	terem
hala	hall
hala	csarnok
dvere	ajtó
dvere	ajtó
dvere	ajtók
dvere	ajtókat
demokratická	demokratikus
demokratická	demokrata
zmes	mix
zmes	keverék
zmes	keverék
zmes	elegy
zmes	keverékek
zmes	keverék
sieň	terem
sieň	hall
sieň	csarnok
konečne	végre
nasadenie	bevetés
douglas	douglas
logo	logó
konfederácia	államszövetség
konfederácia	konföderáció
konfederácia	államszövetség
rozpätie	tartomány
rozpätie	távolság
rímske	római
rímske	roman
rozšírený	meghosszabbított
rozšírený	kiterjesztett
rozšírený	kibővített
rozšírený	bővült
rozšírený	kiterjesztett
rozšírený	kibővített
rozšírený	kibővített
cyklu	ciklus
cyklu	ciklusban
mužské	férfi
mužské	hím
mužské	férfias
miestny	helyi
miestny	helyiek
victor	victor
victor	viktor
ukázalo	felfedte
ukázalo	mutatta
ukázalo	mutatott
ukázalo	megmutatta
moje	enyém
toronto	toronto
predchádzajúci	előző
predchádzajúci	korábbi
tank	tartály
tank	tank
zmesi	keverék
zmesi	elegy
zmesi	keverékek
zmesi	keverékek
zmesi	keverékek
zmesi	keverék
zmesi	keverékek
rýchle	gyorsan
rýchle	gyors
rýchle	rapid
rýchle	gyorsan
rýchle	gyors
lukáš	luke
lukáš	lukács
filipa	fülöp
filipa	philip
katedrály	katedrálisok
listov	levelek
festivalu	fesztivál
obrovský	hatalmas
obrovský	óriási
obrovský	óriás
down	lefelé
down	le
radšej	jobb
radšej	jobban
radšej	előnyben
pracovné	munkahelyi
pracovné	munka
pracovné	dolgozó
pracovné	dolgozik
pracovné	dolgozom
pracovné	dolgozok
uznanie	elismerést
uznanie	elismerés
uznanie	megjelenítés
uznanie	elismerés
uznanie	felismerés
trvala	ragaszkodott
murray	murray
dôraz	hangsúly
dôraz	hangsúlyt
sprievodný	kísérő
prípadov	ügyek
prípadov	esetekben
prípadov	esetek
odsúdený	elítéltek
odsúdený	elítélték
odsúdený	elítélt
odsúdený	elítélt
odsúdený	elítéltek
odsúdený	elítélte
odsúdený	elítélt
úloh	feladatai
úloh	feladatok
fotograf	fotós
fotograf	fényképész
diplomat	diplomata
extrémne	rendkívül
extrémne	szélsőséges
extrémne	extrém
kevin	kevin
general	általános
general	tábornok
produkty	termékek
produkty	termék
produkty	termékeket
údolie	völgyet
údolie	völgy
údolie	völgyben
údolie	valley
princezná	királylány
princezná	hercegnő
sam	samu
sam	sam
side	oldalra
side	oldalam
side	side
fanúšikov	rajongók
fanúšikov	rajongói
fanúšikov	szurkolók
atlantis	atlantisz
moskvy	moszkvai
moskvy	moszkvában
moskvy	moszkva
hľadať	keresés
inštitút	intézet
inštitút	intézmény
záhrady	kertek
záhrady	kert
záhrady	kertje
záhrady	garden
záhrady	kertben
game	játék
game	game
game	meccs
dosky	rendszám
dosky	tányér
dosky	lemezek
dosky	deszka
dosky	tanácsok
dosky	táblák
dane	adóztatás
dane	adózás
dane	adó
dane	adózás
dane	adók
dane	dane
dane	dán
dane	adók
dane	adó
florida	floridai
florida	floridában
florida	florida
florida	floridába
astronómovia	csillagászok
scéne	jelenet
podobná	hasonló
podobná	hasonlóak
podobná	hasonlók
obete	áldozatok
obete	áldozatok
obete	áldozatai
dôležitý	fontos
vlajky	zászlók
stredne	közepes
stredne	mérsékelten
stredne	közepes
stredne	mérsékelt
pozorovania	megfigyelések
pozorovania	észrevétel
pozorovania	észrevételek
pozorovania	észrevétel
pozorovania	megfigyelés
sériu	sorozat
lesa	erdőben
lesa	erdő
lesa	erdők
skúšky	vizsgálatok
skúšky	tesztek
skúšky	perek
skúšky	kísérletek
skúšky	próbák
skúšky	tesztelés
skúšky	vizsgálati
skúšky	vizsgálat
skúšky	próba
skúšky	teszt
skúšky	próbák
skúšky	vizsgák
téma	téma
téma	téma
významne	jelentősen
hermann	hermann
hermann	herrmann
fyzici	fizikusok
hospodárstva	gazdaságok
hospodárstva	gazdaságok
hospodárstva	gazdaság
hospodárstva	gazdaságos
štandard	alapértelmezés
štandard	alapértelmezett
štandard	normál
štandard	szabványos
štandard	szabvány
štandard	standard
denník	napló
denník	napló
denník	naplója
denník	journal
denník	napló
denník	lap
denník	lapjában
denník	napló
denník	log
priateľ	barát
priateľ	barátom
bohyne	istennő
bohyne	istennők
analýzy	elemzések
analýzy	elemzés
analýzy	elemzések
analýzy	analízis
dur	dur
študenti	diákok
študenti	hallgatók
študenti	tanulók
soul	szöul
soul	szöulban
soul	lélek
soul	soul
soul	lelkem
soul	lelked
streľba	lövöldözés
