atomi	atomok
zur	zur
izgubiti	veszteni
izgubiti	veszíteni
smjernice	iránymutatás
smjernice	útmutatást
smjernice	útmutató
smjernice	útmutatás
smjernice	iránymutatás
smjernice	irányelvek
srebrni	silver
srebrni	ezüst
estonija	észtország
estonija	észtországban
ibrahim	ibrahim
hladno	hidegen
hladno	hideg
duhovno	spirituális
duhovno	szellemi
duhovno	lelki
duhovno	lelkileg
duhovno	szellemileg
eduardo	eduardo
armenija	örményország
grace	kegyelem
grace	grace
vladavinu	uralma
vladavinu	uralom
radar	radar
komentare	megjegyzések
komentare	hozzászólás
komentare	megjegyzés
komentare	hozzászólások
komentare	észrevételek
pérez	pérez
prebivalište	tartózkodási
prebivalište	lakóhely
eagle	sas
eagle	eagle
droga	kábítószerek
droga	gyógyszerek
droga	drogot
droga	kábítószer
droga	drogok
droga	drog
droga	kábítószer
droga	gyógyszer
droga	drogok
droga	drog
mlađa	fiatalabbnak
mlađa	fiatalabb
mlađa	fiatalabbak
pogubljen	kivégezték
julia	julia
julia	júlia
tin	tin
tin	ón
baba	baba
moto	mottója
moto	moto
bombardiranje	bombázás
bombardiranje	robbantás
bombardiranje	bombázás
goli	meztelenül
goli	meztelen
goli	pucér
goli	meztelenül
goli	meztelen
moral	morál
moral	erkölcs
moral	erkölcs
jamie	jamie
camus	camus
podržavao	támogatott
punjenje	töltés
andromeda	androméda
najjači	legerősebb
rase	races
rase	versenyek
označena	megjelöltek
označena	megjelölt
označena	jelölt
označena	megjelöltek
označena	megjelölt
označena	megjelölve
valove	hullám
valove	hullámok
con	átverés
con	con
hunter	hunter
hunter	vadász
tajno	titokban
tajno	titok
tajno	titkos
akt	aktus
akt	felvonás
poglavice	chiefs
poglavice	főnökök
etimologija	etimológia
seks	szex
seks	sex
locke	locke
uha	fül
uha	füle
ponuda	ajánlatok
ponuda	kínál
ponuda	ajánlat
ponuda	ajánlatokat
ponuda	ajánlat
ponuda	ajánlatot
holm	holm
unutra	belül
meč	mérkőzés
meč	egyezés
meč	találat
meč	meccs
meč	gyufa
meč	egyezik
familia	familia
aplikacije	alkalmazások
aplikacije	kérelmek
aplikacije	alkalmazások
čaj	tea
čaj	teát
ames	ames
pokretač	kilövő
forma	űrlap
forma	forma
forma	formájában
forma	nyomtatvány
inspiracija	ihlet
inspiracija	inspiráció
neuspješno	sikertelenül
neuspješno	sikertelen
puk	ezred
transfer	átvitel
transfer	áthelyezés
transfer	transzfer
sateliti	műholdak
lgbt	lmbt
memorije	memória
memorije	emlék
memorije	emlékezet
memorije	emlékek
pride	büszkeség
italia	italia
rex	rex
kent	kent
kupila	megvásárolt
kupila	vásárolt
kupila	vett
kupila	vettem
floridi	floridai
floridi	floridában
floridi	florida
floridi	floridába
obred	rítus
obred	szertartás
pratnju	kísérje
pratnju	kísérő
pratnju	kíséret
restoran	vendéglő
restoran	étterem
had	hádész
pružanje	nyújtó
pješaštvo	gyalogság
poteškoće	nehézségek
poteškoće	nehézséget
poteškoće	nehézség
poteškoće	nehézségekkel
poteškoće	nehézségek
poteškoće	nehézségei
poteškoće	nehézség
sadašnjost	ajándék
sadašnjost	jelen
rasprostranjena	széleskörű
glina	glynn
glina	agyag
glina	clay
homer	homer
perrier	perrier
chuck	chuck
bis	bisz
bis	bis
bis	ráadás
portreta	portrék
službenik	hivatalnok
bijelci	fehérek
sajam	vásár
sajam	korrekt
sajam	tisztességes
sajam	fair
sajam	igazságos
zaustavio	leállt
zaustavio	megállt
garden	kert
garden	kertje
garden	garden
garden	kertben
primijetio	hirdetmény
primijetio	értesítés
primijetio	közlemény
primijetio	észre
primijetio	észre
primijetio	feltűnt
prisilno	kényszer
prisilno	kényszerített
prisilno	erőltetett
poslovna	üzleti
poslovna	üzlet
elektrode	elektróda
elektrode	elektródák
uvala	öböl
uvala	bay
utvrđivanje	meghatározására
utvrđivanje	meghatározás
utvrđivanje	meghatározása
zabranio	megtiltotta
očigledno	nyilvánvaló
ponos	büszkeség
cole	cole
fosila	kövületek
mozaik	mozaik
sitne	piti
sitne	kicsinyes
marsh	mocsár
marsh	marsh
graz	graz
složene	hajtogatott
složene	hajtva
komponenta	alkatrész
komponenta	összetevő
komponenta	komponens
komponenta	alkotóelem
matične	szár
podružnica	leányvállalat
podružnica	leányvállalata
naslovi	főcím
naslovi	címeket
naslovi	címek
uvid	betekintést
kažnjen	büntetést
novaka	novak
novaka	újoncok
novaka	újoncok
madrida	madrid
madrida	madridi
postrojenje	létesítmény
cbs	cbs
štap	bot
oštećenje	kár
oštećenje	károsodás
oštećenje	kárt
oštećenje	sérülés
balkana	balkáni
balkana	balkán
urbana	városi
castle	vár
castle	várban
castle	castle
castle	kastély
romane	római
romane	roman
romane	regényeket
romane	regény
ratove	háborúk
zvijeri	szörnyeteg
zvijeri	bestia
zvijeri	vadállat
zvijeri	fenevad
zvijeri	vadállatok
jurij	yuri
jurij	jurij
elektronički	elektronikusan
elektronički	elektronikus
elektronički	elektronikusan
carmen	carmen
zube	fogat
zube	fogak
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	teljesült
ostvaren	megvalósult
ostvaren	elért
oslobođeni	felszabadult
oslobođeni	freed
julius	julius
sant	sant
naboj	töltés
loza	szőlő
loza	vine
loza	szőlő
albume	albumok
aleksandr	alekszandr
jednaki	egyenlők
jednaki	egyenlőek
jednaki	egyenlő
jednaki	egyenlők
jednaki	egyenlő
indoneziji	indonéziában
indoneziji	indonézia
indoneziji	indonéz
oklopna	páncélos
oklopna	páncélozott
oklopna	páncélos
oklopna	páncélozott
bjeloruski	fehéroroszország
bjeloruski	belarusz
bugari	bolgárok
pozadina	háttér
pozadina	háttere
pozadina	háttérben
izumiranja	kihalás
helsinkiju	helsinki
naočale	szemüvege
naočale	szemüveget
naočale	szemüveg
naočale	szemüveges
naočale	poharak
partneri	társak
partneri	partnerek
terapije	kezelés
terapije	terápia
piloti	pilóták
alija	ali
sivi	ősz
sivi	gray
sivi	szürke
sivi	ősz
sivi	grey
sivi	szürke
temeljito	alaposan
temeljito	alapos
nasilno	erőszakosan
nasilno	erőszakos
sirije	szíriában
sirije	szíria
luther	luther
uhvatiti	kapás
uhvatiti	elkapni
uhvatiti	fogás
uhvatiti	elfogni
xbox	xbox
reputaciju	hírneve
reputaciju	hírnév
siva	ősz
siva	gray
siva	szürke
siva	ősz
siva	grey
siva	szürke
deklaracija	nyilatkozat
deklaracija	nyilatkozata
wells	wells
harvard	harvard
gubici	veszteségek
gubici	veszteség
gubici	veszteségeket
gardner	gardner
povlastice	kiváltságairól
povlastice	kiváltság
povlastice	jogosultságok
povlastice	juttatások
povlastice	előnyök
povlastice	ellátások
phillips	phillips
spencer	spencer
žensko	nőnemű
žensko	nő
žensko	női
žensko	nőstény
poslovanje	üzleti
poslovanje	üzlet
skijaš	síelő
orbitu	pályára
break	szünet
break	törés
primarna	elsődleges
primarna	primer
zarada	profit
zarada	haszon
zarada	nyereség
zarada	jövedelem
zarada	kereset
zarada	profit
zarada	haszon
zarada	nyereség
nivo	szint
nivo	szintű
meadow	meadow
jana	jan
jana	jana
jedinstveno	egyedülálló
jedinstveno	páratlan
jedinstveno	egyedi
olovo	ólom
olovo	vezet
pag	pag
kanadu	kanada
kanadu	kanadai
tvorac	teremtő
tvorac	készítő
tvorac	alkotó
tvorac	teremtő
napušten	elhagyott
napušten	elhagyatott
preživjela	túlélő
kolegama	kollégák
kolegama	munkatársak
stajao	állt
stajao	álltam
mia	mia
odabran	kijelölt
odabran	kiválasztva
odabran	kiválasztott
melfi	melfi
lam	lam
hoda	séta
hoda	sétálni
hoda	sétál
hoda	gyalog
hoda	sétál
svile	selyem
žile	erek
žile	hajók
div	óriás
div	div
stefana	stefan
neboder	felhőkarcoló
ostavljajući	elmegy
sredina	középre
sredina	közép
sredina	középső
sredina	középre
sredina	központ
sredina	centrum
sedma	hetedik
sharp	sharp
sharp	éles
rušenje	bontás
rušenje	bontási
glasovi	szavazatok
glasovi	szavazat
glasovi	hangok
glasovi	hangokat
prostorno	térbeli
podnijeti	kezelni
stao	leállt
stao	megállt
mason	mason
mason	kőműves
mirovina	nyugdíjba
mirovina	nyugdíj
mirovina	nyugdíjas
mirovina	nyugdíj
mirovina	nyugdíjak
mirovina	panzió
vatikan	vatikáni
vatikan	vatikán
pobunjenici	felkelők
pobunjenici	lázadók
uspostavi	megállapítani
parkovi	parkok
parkovi	parks
kung	kung
viridis	viridis
carice	császárnő
mornar	tengerész
mornar	matróz
mornar	hajós
lucius	lucius
granate	kagylókat
granate	kagylók
granate	gránát
granate	gránátok
granate	gránát
che	che
zahtijevao	követelte
zahtijevao	követelt
provoditi	érvényesíteni
cvijeće	virágok
cvijeće	virág
cvijeće	virágot
kratera	kráterek
kratera	kráter
buffalo	bölény
buffalo	bivaly
buffalo	buffalo
vežu	bind
licence	engedélyek
hal	hal
tumačenja	értelmezések
nacionalizam	nacionalizmus
predstavljali	képviselt
predstavljali	képviselte
najbliže	legközelebbi
najbliže	legközelebbi
prethodna	előző
prethodna	korábbi
carolina	carolina
carolina	karolina
puerto	puerto
herman	herman
tursko	török
seta	díszlet
seta	készletek
seta	készlet
redovnik	monk
redovnik	szerzetes
islamski	iszlám
jeste	tette
asteroida	aszteroida
asteroida	aszteroidák
vrta	kert
vrta	kertje
vrta	garden
vrta	kertben
označavanje	megjelölés
struke	foglalkozása
struke	szakma
struke	foglalkozás
prikazane	megjelenített
iznose	összegek
šesta	hatodik
omogućeno	engedélyezve
nil	neil
nil	nílus
chu	chu
glenn	glenn
aljaska	alaszkai
aljaska	alaszkában
aljaska	alaszka
specifičan	specifikus
specifičan	konkrét
anglo	anglo
demokracija	demokrácia
čimbenik	faktor
čimbenik	tényező
modul	modul
uništava	elpusztít
uništava	pusztít
koplja	javelin
koplja	spears
koplja	lándzsa
materije	számít
tenor	tenor
rap	rap
uhićenja	letartóztatások
uhićenja	letartóztatás
berlina	berlin
berlina	berlinben
berlina	berlini
savi	savi
grafika	grafika
grafika	grafikus
trofeja	trófeák
nana	nana
nana	nagyi
nana	nanna
antoine	antoine
strasti	szenvedély
prosvjeda	tiltakozás
prosvjeda	tiltakozások
prosvjeda	tüntetések
uočio	foltos
mont	mont
tribine	lelátó
nataša	natasha
matej	matthew
matej	máté
kamiona	teherautók
kamiona	teherautó
steel	steel
steel	acél
lily	lili
lily	lily
dvorištu	udvar
dvorištu	yard
dvorištu	hajógyár
dvorištu	udvaron
dvorištu	udvar
alonso	alonso
reed	reed
kira	kira
palo	palo
presuda	ítélet
presuda	mondat
presuda	ítélet
presuda	ítélet
newcastle	newcastle
tipičan	jellemző
tipičan	tipikus
tipičan	jellegzetes
amor	amor
pojačanja	erősítés
pojačanja	erősítést
pojačanja	utánpótlás
ugrađeni	beágyazott
laurent	laurent
pretjerano	túlzott
principa	alapelvei
principa	elvek
principa	alapelvek
erik	erik
erik	eric
erik	erik
izotopa	izotópok
itf	itf
brodogradilište	hajógyár
brodogradilište	hajógyárak
mapa	térkép
mapa	térképet
višak	többlet
višak	többletet
višak	többlet
ropstva	rabszolgaság
teoretski	elméleti
teoretski	elméletileg
manjak	hiánya
manjak	hiány
manjak	hiány
uvjeren	magabiztos
uvjeren	meggyőzte
gregory	gregory
gregory	gergely
planirano	ütemezett
planirano	tervezett
planirano	megtervezett
automobili	autókat
automobili	autók
automobili	kocsik
operativni	működési
najbrži	leggyorsabb
najbrži	leggyorsabban
praga	prága
praga	prágai
konjica	lovasság
ahmad	ahmed
ahmad	ahmad
teza	szakdolgozat
manning	manning
prihvati	elfogadni
prihvati	elfogadom
becker	becker
zaposlen	foglalkoztatott
zaposlen	alkalmazott
odvajanje	szétválasztás
arheolog	régész
arheolog	régész
odgovori	válaszok
odgovori	válasz
odgovori	válasz
registar	nyilvántartás
registar	regisztrálj
registar	regisztráció
ostanak	marad
ostanak	maradni
adrese	címek
godišnjak	évkönyv
paše	illik
standarde	standardok
standarde	előírások
standarde	szabványok
zastupa	képviseli
zastupa	képviselni
zastupa	képviseletében
zmaju	sárkány
zmaju	dragon
privremeni	ideiglenesen
privremeni	ideiglenes
privremeni	átmeneti
privremeni	hőmérséklet
žlijezda	mirigy
vlatko	vlatko
pridjev	melléknév
istrage	nyomozás
istrage	vizsgálatok
istrage	vizsgálat
istrage	nyomozás
istrage	kivizsgálás
državnosti	államiság
maculatus	maculatus
umjetnica	művész
umjetnica	előadó
deveti	kilencedik
tajland	thaiföld
tajland	thaiföldi
prijateljska	baráti
prijateljska	barátságosak
prijateljska	barátságos
biološki	biológiai
biološki	biológiailag
stephan	stephan
hum	hum
pokušavajući	próbálom
umijeće	szakértelem
umijeće	képesség
umijeće	készség
stolica	széket
stolica	szék
angelo	angelo
kornjača	teknőc
kornjača	teknős
kornjača	teknős
oštećen	sérült
oštećen	károsodott
oštećen	megsérült
smjesa	keverék
smjesa	elegy
smjesa	keverékek
katastrofa	katasztrófa
katastrofa	katasztrófa
višestruko	többszörös
višestruko	többszörösen
ljiljana	liliomok
orleans	orleans
pionir	úttörő
pionir	úttörő
jaje	tojást
jaje	tojás
ted	ted
višestruki	többszörös
višestruki	többszörösen
mana	mana
oštećena	sérült
oštećena	károsodott
oštećena	megsérült
promociju	kinevezés
promociju	előléptetés
promociju	előmozdítása
promociju	kiemelés
promociju	promóciós
presude	ítéletek
presude	határozatok
zalihe	kellékek
zalihe	ellátmányt
zalihe	ellátás
zalihe	készletek
zalihe	ellátmány
zalihe	részvény
usvojena	elfogadva
usvojena	elfogadott
instrumente	eszközök
instrumente	műszerek
fotografiju	fényképek
fotografiju	kép
fotografiju	fénykép
fotografiju	fotó
ilirska	illír
krugovi	körök
komplikacija	komplikáció
komplikacija	komplikáció
komplikacija	szövődmények
komplikacija	komplikációk
dobitnici	győztesek
dobitnici	nyertesek
crawford	crawford
lana	lana
crtež	rajza
crtež	rajz
crtež	rajzol
gupta	gupta
tiger	tigris
tiger	tiger
kara	kara
kos	feketerigó
pivo	sör
pivo	sört
zakonski	jogilag
zakonski	törvényesen
zakonski	legálisan
prah	por
prah	port
prah	por
prah	port
alternativni	alternatív
alternativni	alternatíva
alternativni	alternatív
daniela	dániel
daniela	daniel
strategije	stratégiák
strategije	stratégia
strategije	stratégiát
tipični	jellemző
tipični	tipikus
tipični	jellegzetes
sfere	gömbök
kronologija	kronológia
psima	kutyák
psima	kutyáknak
psima	kutya
hrasta	oak
hrasta	tölgyfa
hrasta	tölgy
torinu	torinói
bataljun	zászlóalj
gloria	gloria
moderno	modern
moderno	korszerű
moderno	divatos
berkeley	berkeley
shi	shi
centri	központok
centri	központok
armstrong	armstrong
ranjeno	sérült
ranjeno	sebesült
uživao	élvezte
perkins	perkins
prijateljstva	barátságok
prijateljstva	barátság
bečki	bécsi
neo	neo
seksualno	szexualitás
seksualno	szexuális
seksualno	szexuálisan
spielberg	spielberg
arsen	arzén
sačuvati	megőrzése
sačuvati	megőrizni
pravna	jogi
pravna	legális
pravna	törvényes
marine	marina
marine	kikötő
marine	tengerész
marine	tengeri
marine	tengerészgyalogos
trend	trend
trend	tendencia
poželjno	lehetőleg
poželjno	kívánatos
distribucija	terjesztés
distribucija	eloszlás
distribucija	elosztás
distribucija	forgalmazási
distribucija	elosztása
distribucija	forgalmazás
gruzijski	grúzia
gruzijski	grúz
medijski	media
medijski	média
propustio	elmaradt
ravnica	sima
ravnica	síkság
prihod	bevétel
prihod	bevételek
prihod	jövedelem
prihod	bevétel
prihod	jövedelmek
prihod	bevételek
prihod	jövedelme
izum	találmány
hopkins	hopkins
ratnici	harcosok
subjekt	alany
subjekt	figyelemmel
subjekt	tárgy
salzburg	salzburg
luca	luca
rotor	rotor
proračun	költségvetés
magdalena	magdolna
magdalena	magdalena
detektiv	nyomozó
detektiv	detektív
promijeni	változás
promijeni	változtatás
promijeni	megváltozott
promijeni	változások
rame	vállán
rame	válla
rame	váll
sluga	szolga
sluga	cseléd
mentor	mentor
mučenik	mártír
pošalje	küld
pošalje	küldi
rachel	rachel
obavezno	kötelező
obavezno	kötelezően
naoružani	felfegyverkezve
naoružani	fegyveres
zaštićeno	védett
prorok	próféta
noviji	újabb
kristu	krista
león	león
čarape	harisnyát
čarape	harisnya
čarape	zoknit
čarape	zokni
zamisao	ötletem
zamisao	elképzelés
zamisao	ötlet
spomenuo	említett
sposobni	képes
nadležnost	joghatósága
nadležnost	hatáskör
nadležnost	joghatóság
suze	könny
suze	könnyeket
suze	könnyek
odraz	tükörkép
odraz	gondolatok
casas	casas
etno	etnikai
elena	elena
opterećenje	terhelés
ribari	halász
ribari	halászok
michelle	michelle
prijatelje	barátokkal
prijatelje	barátok
prijatelje	barátaim
prijatelje	ismerősök
sluge	szolgák
angela	angela
otpušten	lőtt
prikazi	ábrázolások
depresije	depresszió
monroe	monroe
einstein	einstein
uvela	bevezetett
uvela	bemutatott
krzna	szőrme
krzna	szőr
krzna	bunda
napusti	elhagyni
colin	colin
kongu	kongói
walt	walt
simpson	simpson
afganistan	afganisztán
afganistan	afganisztáni
grove	grove
pakistana	pakisztán
pakistana	pakisztáni
snimatelj	operatőr
brad	brad
himne	himnuszt
himne	himnusz
himne	himnuszokat
troši	tölti
troši	költ
francisca	francisco
cannesu	cannes
obavijesti	értesítés
obavijesti	bejelentés
obavijesti	értesítést
obavijesti	értesítések
obavijesti	bejelentések
obavijesti	értesítések
javi	javi
padaju	esés
padaju	zuhanás
padaju	zuhan
keller	keller
planinu	hegyen
planinu	hegyi
planinu	hegy
planinu	hegyek
piva	sör
piva	sört
upoznati	találkozni
upoznati	találkozó
zviježđe	csillagkép
mrežnice	retina
mrežnice	retina
sprječava	megakadályozza
sprječava	megelőzi
kandidati	jelöltek
kandidati	jelentkezők
kandidati	pályázók
bsk	bsk
prijateljica	barát
prijateljica	barátom
hara	hara
lakši	könnyebb
lakši	világosabb
posvetiti	szentelni
studirala	tanult
studirala	tanultam
ravnotežu	egyenleg
ravnotežu	mérleg
ravnotežu	egyensúly
gandalf	gandalf
slavna	híresség
slavna	celeb
slavna	hírességek
linda	linda
azijski	ázsiai
vicente	vicente
učinkovito	hatékony
učinkovito	hatékonyan
učinkovito	eredményes
učinkovito	hatékonyan
učinkovito	eredményesen
učinkovito	hatékony
učinkovito	hatásos
učinkovito	effektív
učinkovito	eredményes
sauvage	sauvage
skuplja	gyűjt
skuplja	összegyűjti
skuplja	gyűjti
raznolikost	sokszínűség
raznolikost	sokszínű
raznolikost	sokféleség
raznolikost	fajta
umre	meghal
surađivati	együttműködni
brončana	bronz
nancy	nancy
ocjena	besorolás
ocjena	minősítés
ocjena	minősítési
ocjena	pontszám
konsenzus	egyetértés
konsenzus	konszenzus
pomoglo	segített
pomoglo	segítettek
namjeravao	tervezett
namjeravao	szándékolt
gibb	gibb
učiti	tanulok
učiti	tanul
učiti	tanulás
vitezovi	lovagok
nakit	ékszer
nakit	ékszerek
nakit	ékszer
nakit	ékszerek
marcel	marcel
mirna	békés
greg	greg
nord	nord
kriterija	kritérium
kriterija	szempontok
kriterija	kritériumok
izazov	kihívás
geološki	geológiai
negativan	negatív
karaman	karaman
šesto	hatodik
pax	pax
elite	elit
bombardera	bombázók
bombardera	bombázó
mjesečno	havi
mjesečno	havonta
zabranjuje	tiltja
zabranjuje	tiltja
leteći	repül
leteći	repülés
leteći	repülő
sljedbenici	követői
nacrt	vázlat
nacrt	tervezetét
nacrt	huzat
nacrt	tervezet
sjena	árnyékok
sjena	árny
sjena	árnyék
posjetiti	látogatás
kontinent	kontinensen
kontinent	kontinens
cca	cca
grijeh	bűn
grijeh	sin
putnik	utas
putnik	utazó
putnik	utazók
putnik	utas
putnik	utazó
planova	tervek
pripojena	mellékelt
bele	béla
osuđeni	elítéltek
osuđeni	elítélték
osuđeni	elítélt
osuđeni	elítéltek
osuđeni	elítélte
osuđeni	elítélt
proboj	áttörés
proboj	megsértése
proboj	jogsértés
proboj	rés
ssr	ssr
stupovi	oszlopok
stupovi	oszlop
stupovi	oszlopok
prosječni	átlagos
prosječni	átlagosan
prosječni	átlag
pittsburgh	pittsburgh
detalj	részlet
detalj	részletes
mišići	izmok
mišići	izom
mišići	izmok
mišići	izom
algoritam	algoritmust
algoritam	algoritmus
teoretičar	teoretikus
skladište	raktár
skladište	raktárban
skladište	tároló
skladište	tárolás
skladište	raktár
kostura	csontváz
kostura	csontvázak
eve	éva
eve	eve
brandt	brandt
izgubi	veszít
izgubi	veszteni
izgubi	veszíteni
potrošnja	fogyasztása
potrošnja	fogyasztás
potrošnja	fogyasztásra
potrošnja	felhasználás
učinkovitosti	hatékonyság
pitao	kérdezte
pitao	kérdezett
pitao	kérte
pitao	kérdeztem
medici	medici
organizmi	élőlény
organizmi	organizmus
organizmi	szervezetek
organizmi	organizmus
organizmi	élőlények
zamijenjena	levált
zamijenjena	helyébe
odbacuje	elutasítja
falls	elesik
falls	vízesés
falls	falls
mudrosti	bölcsesség
prepoznaje	felismeri
klupe	padok
izolacije	elszigeteltség
prepreka	akadály
prepreka	akadályokat
prepreka	akadály
prepreka	akadályok
lucije	lucius
kanali	csatornák
kanali	csatornák
stabilnosti	stabilitás
stabilnosti	stabilitása
stabilnosti	stabilitási
liberty	szabadság
pehar	kupa
pehar	csésze
pehar	cup
pehar	pohár
pehar	bögre
topla	meleg
topla	melegen
kapeli	kápolna
matematiku	matek
matematiku	matematikai
matematiku	matematika
matematiku	matematikai
matematiku	matematika
candida	candida
standardno	normál
standardno	szabványos
standardno	szabvány
standardno	standard
stolac	széket
stolac	szék
družina	ösztöndíj
družina	ösztöndíjat
reci	mondd
modula	modulok
modula	modul
izračunati	kiszámítása
izračunati	számító
izračunati	számítás
julie	julie
terminal	terminál
četvrtine	kabinjába
susrete	találkozások
dano	megadott
dano	adva
dano	megadva
dano	adott
prilagođen	átalakított
hugh	hugh
nacisti	nácik
nacisti	náci
nacisti	nácik
airways	airways
pouzdano	megbízható
pouzdano	megbízhatóak
pouzdano	megbízhatóan
imenica	főnév
stanislav	stanislav
uređaje	eszközök
uređaje	berendezések
uređaje	készülékek
imenovanje	kinevezés
imenovanje	időpont
planiranja	tervezés
zadovoljava	kielégíti
preostala	megmaradt
preostala	megmaradó
preostala	fennmaradó
perzije	perzsia
bombarder	bombázók
bombarder	bombázó
bombarder	bombardier
galeb	sirály
galeb	sirály
hvata	fogások
zamišljen	fogant
kuba	kubában
kuba	kuba
ilustracija	illusztráció
ajax	ajax
vlage	nedvesség
vlage	nedvesség
vlage	páratartalom
vlage	pára
homoseksualnost	homoszexualitás
alati	eszközök
alati	szerszám
alati	szerszámok
zaštićen	védett
barokna	barokk
kronološki	időrendi
kronološki	kronológiailag
mode	divat
kanadska	kanada
kanadska	kanadai
kanadska	kanadai
lansiranje	kilövés
lansiranje	kilövés
lansiranje	indítás
izjavu	nyilatkozat
izjavu	nyilatkozata
izjavu	kimutatás
izjavu	állítás
izjavu	kijelentés
doze	dózisok
doze	adagok
meek	szelíd
mesto	hely
kvalitetno	minőségi
kvalitetno	minősége
kvalitetno	minőség
organizirane	rendezett
organizirane	szervezett
mediteranske	mediterrán
opisa	megnevezés
opisa	leírása
opisa	leírás
ulicu	utca
erich	erich
romeo	romeo
romeo	rómeó
pojedinac	egyén
pojedinac	egyéni
cox	cox
kontekst	összefüggés
kontekst	összefüggésben
dozvola	engedély
dozvola	jogosítvány
dozvola	jogosítványt
dozvola	engedély
dozvola	engedélyt
dozvola	jogosultság
dozvola	engedély
dozvola	engedély
dozvola	engedélyben
meksička	mexikói
ovce	bárány
ovce	juh
ovce	birkák
ovce	juhok
ovce	birka
vita	vita
blagoslov	áldás
blagoslov	áldást
blagoslov	áldás
blagoslov	áldást
nafta	olaj
nafta	kőolaj
nafta	olajjal
nafta	olajat
izgaranje	égésű
izgaranje	égés
zvono	csengő
zvono	bell
zvono	harang
majstori	masters
majstori	mesterek
izgubljena	vesztett
izgubljena	elveszett
izgubljena	lost
nož	kés
nož	kést
nož	késsel
migracije	áttérés
migracije	átállás
migracije	bevándorlás
migracije	migráció
todd	todd
nintendo	nintendo
promijenjen	megváltozott
promijenjen	változott
svjedoci	tanúk
svjedoci	szemtanúk
komitet	bizottság
dina	dina
gledao	figyelt
gledao	néztem
gledao	nézte
lug	lug
tragedije	tragédiák
tragedije	tragédia
civilna	civil
civilna	polgári
bridge	híd
bridge	bridge
mila	mila
fauna	fauna
sličnost	hasonlóság
sličnost	hasonlóság
sličnost	hasonlóság
sličnost	hasonlóságot
vermont	vermont
dozvole	engedélyek
dozvole	engedélyek
dozvole	jogosultság
dozvole	engedélyek
dozvole	jogosultságok
podružnice	leányvállalat
podružnice	leányvállalatok
podružnice	leányvállalatai
programiranje	programozás
programiranje	programozási
poslana	elküldött
poslana	elküldve
poslana	küldött
prizor	jelenet
prizor	látvány
prizor	látás
trbuh	has
trbuh	gyomor
trbuh	has
trbuh	belly
trbuh	hasa
jednakost	egyenlőséget
jednakost	egyenlőség
casa	casa
clinton	clinton
orijentacija	eligazítás
orijentacija	orientációs
orijentacija	irányultság
kupi	vegyél
kupi	venni
kupi	vásárol
kupi	megvásárolni
zaposlenika	alkalmazott
zaposlenika	alkalmazottak
zaposlenika	munkavállaló
zaposlenika	munkatárs
zaposlenika	alkalmazottak
zaposlenika	munkavállalók
zaposlenika	foglalkoztatottak
zaposlenika	munkatársak
gospodari	urak
gospodari	masters
gospodari	mesterek
aktivist	aktivista
lada	lada
istván	istván
stilski	stílusos
stilski	divatos
padovi	padua
uništi	elpusztítani
potrošača	fogyasztó
potrošača	fogyasztói
potrošača	fogyasztók
laser	lézer
vanja	ványa
vanja	vanja
zvuči	hangok
zvuči	hangzik
lopatice	lapocka
parametar	paraméter
parametar	paraméterek
udaraca	ütések
udaraca	ütéseket
upozorio	figyelmeztetett
zidove	falak
zidove	falakat
civilni	civil
civilni	polgári
betty	betty
radikalne	radikális
magnus	magnus
obožavatelji	rajongók
obožavatelji	rajongói
obožavatelji	szurkolók
guma	gumi
guma	gumiabroncsok
guma	gumik
guma	gumiabroncs
guma	gumiabroncsok
guma	gumiabroncs
janice	janice
snimljeno	rögzített
snimljeno	rögzítve
snimljeno	regisztrált
snimljeno	nyilvántartott
poboljšati	fokozása
poboljšati	javítása
pakistanu	pakisztán
pakistanu	pakisztáni
dawson	dawson
ograničene	limited
ograničene	limitált
ograničene	korlátozott
ograničene	korlátolt
laži	hazugság
laži	hazugságok
tuber	gumó
prijatelju	barát
prijatelju	barátom
vozači	sofőrök
vozači	vezetők
vozači	versenyzők
stvorenja	teremtmények
stvorenja	lények
rome	rom
izvući	kivonat
elektroda	elektróda
klinika	klinikán
klinika	klinika
zviježđa	csillagképek
ultimate	végső
plivanje	úszik
plivanje	úszás
plivanje	úszni
plivanje	úszó
plivanje	úszás
plivanje	úszni
psihološki	pszichológiai
psihološki	pszichés
psihološki	pszichológiailag
progon	üldöztetés
progon	üldözés
zagrijavanje	felmelegedés
zagrijavanje	melegszik
topništvo	tüzérség
rgb	rgb
alma	alma
newman	newman
opasan	veszélyes
istanbulu	isztambul
paviljon	pavilon
kontinentu	kontinensen
kontinentu	kontinens
muško	férfi
muško	hím
norma	norma
norma	norma
norma	norm
prodano	eladva
prodano	eladott
prodano	elkelt
piano	zongorát
piano	zongorán
piano	zongora
pravosuđa	igazságszolgáltatás
gaze	gázai
wade	wade
regent	régens
niš	niš
escobar	escobar
nastavnik	tanárnő
nastavnik	tanár
disco	diszkó
disco	disco
adresu	cím
adresu	címe
misleći	gondolkodás
misleći	gondolkodik
misleći	gondolkodom
misleći	gondolkodó
hiv	hiv
zore	hajnal
zore	dawn
zore	hajnalban
glasove	szavazatok
glasove	szavazat
glasove	hangok
glasove	hangokat
neda	ned
trave	fű
trave	füvet
trave	fű
trave	füvet
opremljeni	felszerelve
