جانداران	fauna
انصراف	afslut
کلامی	mundtlig
کلامی	mundtligt
کلامی	verbal
کلامی	sproglige
کلامی	sproglig
تناقض	modsætningsforhold
تناقض	selvmodsigelser
تناقض	modsigelser
تناقض	modsætninger
تناقض	paradoks
تناقض	paradoksalt
تناقض	uoverensstemmelse
تناقض	modstrid
تناقض	selvmodsigelse
تناقض	modsigelse
قضائیه	retsvæsen
قضائیه	retsvæsenet
تعطیلی	nedlukning
لیندا	linda
لیندا	lynda
قسم	sværger
آرم	arm
آرم	armen
دلاور	delaware
اتصالات	tilslutninger
اتصالات	forbindelser
فراخوانی	indkaldelse
فراخوانی	stævning
فراخوانی	kalder
فراخوانی	ringer
اسیدی	sure
اسیدی	syre
اسیدی	syreindhold
بیکاری	arbejdsløsheden
بیکاری	arbejdsløshed
بیکاری	ledighed
فلفل	peber
فلفل	pepper
فلفل	peberfrugter
هاپکینز	hopkins
شیطانی	dæmoniske
مگس	fluerne
مگس	flyver
مگس	fluer
کالاها	råvarer
کالاها	handelsvarer
کالاها	gods
کالاها	varer
لیبریا	liberia
لیبریا	liberiske
محو	sløret
محو	slør
لای	lai
لای	lægge
پنجشنبه	thu
پنجشنبه	torsdag
بقای	overlevelsen
بقای	overlevelse
نامیبیا	namibias
نامیبیا	namibia
سورینام	surinam
طیفی	spektrale
کمدین	komiker
جن	jen
جن	djinn
عذرخواهی	undskylder
عذرخواهی	undskyldninger
عذرخواهی	undskyldning
عذرخواهی	undskyldninger
عذرخواهی	undskyldning
عذرخواهی	undskyldningen
میکس	bland
میکس	mix
میکس	blanding
میکس	blande
یوهانس	johannes
بذر	såsæd
بذر	frø
بذر	seed
بذر	såsæd
بذر	udsæd
بذر	frø
بذر	fro
عملگر	operatør
عملگر	operatøren
عملگر	driftsleder
تکن	tekken
فرصتی	mulighed
اخطار	meddelelse
اخطار	underretning
اخطار	anmeldelse
اخطار	advarsel
اخطار	varsling
بخارست	bukarest
حباب	bobler
حباب	boblen
حباب	boble
پالس	pulsen
پالس	impuls
پالس	puls
گرانت	yde
گرانت	skænk
گرانت	tilskud
گرانت	grant
تقریب	tilnærmelse
هیلاری	hillary
هیلاری	hillary
هیلاری	hilary
نژادهای	racer
نژادهای	avler
بهاری	foråret
بهاری	forår
بهاری	fjeder
مزدا	mazda
نقدهای	anmeldelser
تفریح	adspredelse
تفریح	fritid
تفریح	fritidsaktiviteter
گان	gunn
نرگس	narcissus
نرگس	nargis
سبزی	sabzi
سبزی	nærende
کپنهاگ	copenhagen
کپنهاگ	københavn
کارولین	caroline
صدمه	beskadigelse
صدمه	skade
صدمه	skader
صدمه	skadet
صدمه	såre
صدمه	såret
صدمه	ondt
شارژ	opkrævning
شارژ	ladning
شارژ	afgift
شارژ	opladning
شارژ	opladet
شارژ	opkrævet
خنده	munterhed
خنده	latter
خنده	grin
خنده	grine
خنده	le
خنده	griner
خنده	grin
ملایم	blidt
ملایم	blide
ملایم	blid
ملایم	mild
ملایم	mildt
ملایم	milde
ملایم	blød
ملایم	blødt
ملایم	soft
ملایم	bløde
اشکالات	ulemper
ییلاق	landdistrikter
ییلاق	landskab
ییلاق	landet
ییلاق	land
ییلاق	lande
مایا	maya
داند	kender
اشتوتگارت	stuttgart
جوار	indrømmer
چنگیز	djengis
لانه	nest
لانه	reden
لانه	rede
منسوخ	arkaiske
منسوخ	forældede
منسوخ	forældet
منسوخ	umoderne
منسوخ	forældede
منسوخ	forældet
سانسکریت	sanskrit
محکومیت	overbevisninger
محکومیت	domfældelse
محکومیت	overbevisning
امتیازات	privilegium
امتیازات	beføjelser
امتیازات	privilegier
امتیازات	snesevis
امتیازات	score
امتیازات	scorer
محفوظ	beskyttet
محفوظ	fredede
محفوظ	beskyttede
محفوظ	fredet
محفوظ	bevares
محفوظ	konserveret
محفوظ	bevaret
محفوظ	bevarede
محفوظ	konserverede
شبح	phantom
شبح	fantomet
شبح	fantom
شبح	ghost
شبح	spøgelset
شبح	spøgelse
دورانی	overtræk
دورانی	overfladebehandling
دورانی	coating
دورانی	lakering
دورانی	belægning
انگل	parasitter
انگل	parasit
انگل	parasitter
فروشنده	forhandler
فروشنده	sælgers
فروشنده	sælger
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	landskaber
منظره	landskab
منظره	landskabet
تلفیقی	tørklæder
واتیکان	vatikanets
واتیکان	vatikanet
گریس	nåde
گریس	grace
اتلتیک	atletisk
موضوعاتی	emner
موضوعاتی	emnerne
آیدین	aydin
سالمندان	sygepleje
سالمندان	ældre
ماموران	betjente
ماموران	officerer
روحیه	moralen
روحیه	moral
عشقی	kærlighed
عشقی	elsker
عشقی	love
عشقی	vild
موجودیت	enhed
مارکسیست	marxistiske
تدبیر	regulerer
تدبیر	reguleres
تدبیر	regulerer
تدبیر	regulere
تدبیر	plan
دریاها	haves
سفال	keramik
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	medmenneskelighed
بشریت	menneskelighed
بشریت	menneskeheden
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
سمرقند	samarkand
ارضی	territorial
ارضی	territorialt
هانتر	jægeren
هانتر	hunter
هانتر	jæger
مارینو	marino
پناهنده	flygtning
پناهنده	flygtninge
پناهنده	flygtningene
رزرو	bestilt
رزرو	booket
رزرو	bogført
رزرو	reserveret
رزرو	forbeholdt
رزرو	afsat
رزرو	reserveret
رزرو	betænkeligheder
رزرو	reservation
رزرو	forbehold
رزرو	reservationer
رزرو	reservation
رزرو	forbehold
رزرو	reservationer
رزرو	reserver
رزرو	reserve
یخبندان	is
یخبندان	køl
یخبندان	ice
متقارن	symmetrisk
متقارن	symmetriske
متقارن	symmetrisk
متقارن	symmetriske
رابینسون	robinson
کویینز	dronninger
کویینز	queens
بخواند	opkald
ملودی	melodi
اسبق	forgænger
زیربخش	inddeling
زیربخش	underafsnit
ریاض	riyadh
مکزیکو	mexicali
مکزیکو	méxico
وحی	åbenbaring
وحی	afsløring
دلو	spand
دلو	spanden
دلو	spande
دلو	vandmanden
مهرآباد	mehrabad
ضخیم	fyldig
ضخیم	tykt
ضخیم	tykke
ضخیم	tyk
کربنات	carbonat
انقباض	veer
انقباض	ve
شفت	shaft
شفت	aksel
شفت	skakt
سوفیا	sofia
سوفیا	sofie
امیدوار	håbefulde
بتی	betty
دستورالعمل	instruktion
دستورالعمل	opskrift
دستورالعمل	opskriften
دستورالعمل	instruktioner
دستورالعمل	instruktion
دستورالعمل	brugsanvisning
دستورالعمل	instrukser
دستورالعمل	vejledning
بیعت	troskab
منتسب	påståede
منتسب	påstået
انگشتان	fingrene
انگشتان	fingre
محتوی	containere
محتوی	beholder
محتوی	container
نامزدها	nominerede
نامزدها	nomineringer
معصوم	uskyldig
معصوم	uskyldige
معصوم	uskyldigt
کارتون	æske
کارتون	karton
کارتون	tegnefilm
کارتون	tegneserie
کارتون	tegnefilm
احتیاط	forsigtighed
آموخته	lærte
آموخته	lært
آموخته	undervist
دربی	derby
گرامر	grammatik
سپیده	dawn
سپیده	daggry
سپیده	gry
نیکو	niko
نیکو	nico
بخت	formuer
بخت	formue
بخت	formuen
هاله	halle
هاله	aura
هاله	glorie
هاله	halo
بهنام	æder
توری	gitter
بنویسد	skrive
بنویسد	skriv
بنویسد	skriver
همسران	ægtefællerne
همسران	ægtefæller
همسران	koner
همسران	hustruer
قراردادهای	kontrakter
قراردادهای	aftaler
قراردادهای	protokollerne
قراردادهای	protokoller
هوندا	honda
دیداری	visuelle
دیداری	visuelt
دیداری	visuel
آتی	futures
بهای	pris
بهای	price
بهای	prisen
آیفون	iphone
گیلاس	cherry
گیلاس	kirsebær
ارکان	søjle
ارکان	erkan
شایستگی	kvalificeret
شایستگی	fortjeneste
مشتقات	derivater
مشتقات	varianter
اسکای	skye
اسکای	himmel
اسکای	sky
اسکای	himlen
سنگر	bunker
سنگر	bunkeren
تصدی	kommissionen
تصدی	fastansættelse
همجوار	tilstødende
همجوار	sammenhængende
موجی	vink
موجی	bølgen
موجی	bølge
موجی	bølger
موجی	bølgerne
کارآمد	effektive
کارآمد	effektiv
کارآمد	effektivt
انعطاف	fleksibilitet
انعطاف	fleksibelt
انعطاف	fleksible
انعطاف	fleksibel
ادارات	kontorer
ادارات	kontorerne
ردیابی	opsporing
ردیابی	sporing
ردیابی	sporer
ردیابی	sporing
ردیابی	tracker
ردیابی	sporer
ردیابی	sporing
ردیابی	spore
ردیابی	trace
ردیابی	sporing
ماهانه	månedligt
ماهانه	månedlige
ماهانه	månedlig
قدیس	sankt
قدیس	helgen
قدیس	saint
تهی	tomrum
تهی	tomme
تهی	tomt
تهی	tom
رفیع	høj
رفیع	højt
رفیع	høje
رفیع	rafi
نگاشت	kort
نگاشت	landkort
جمجمه	kranier
جمجمه	kranie
جمجمه	kranium
جمجمه	kraniet
عطار	attar
عطار	købmanden
عطار	købmand
سوزن	nåle
سوزن	kanyler
سوزن	nålen
سوزن	nål
سوزن	kanyle
سوزن	nåle
بنادر	havne
بنادر	porte
جوزپه	giuseppe
اعتدال	mådehold
اعتدال	equinox
پذیرایی	indkvartering
پذیرایی	bolig
پذیرایی	modtagelsen
پذیرایی	modtagelse
پذیرایی	reception
پذیرایی	receptionen
پذیرایی	underholdning
عروسک	dukker
عروسک	dukkerne
عروسک	dukke
عروسک	dukken
چیزها	ting
چیزها	tingene
تزیین	pynter
تزیین	udsmykning
سلیقه	smagfuld
یقین	visse
یقین	vished
یقین	usikre
یقین	usikkert
یقین	usikker
یقین	uvist
قاطع	beslutsom
قاطع	afgørende
اریتره	eritrea
دهقان	bonde
هریسون	harrison
بولونیا	bologna
گریت	griet
حک	indgravering
انشعاب	gaffel
انشعاب	gren
انشعاب	filial
انشعاب	grenen
وایمار	weimar
گردنه	stejlt
گردنه	stejle
گردنه	stejl
مارسل	marcel
کسر	fradraget
کسر	fradrag
کسر	fraktioner
کسر	underskuddet
کسر	underskud
کسر	brøkdel
کسر	fraktion
عبادت	tilbede
عبادت	tilbeder
متراکم	tæt
متراکم	tætte
جنایات	forbrydelser
جنایات	kriminalitet
آئودی	audi
ترمینال	terminal
ترمینال	terminalen
نامحدود	uendelig
نامحدود	uendeligt
نامحدود	uendelige
نامحدود	ubegrænset
نامحدود	tidsubegrænset
نامحدود	ubegrænsede
سرنگون	vælte
آپاچی	apache
مشروط	betingede
مشروط	kontingent
عرضی	landskaber
عرضی	landskab
عرضی	landskabet
عرضی	tværgående
ذرت	majs
بدانید	ved
بدانید	vide
بدانید	kender
بدانید	kend
وبر	weber
سرودن	komponere
تعاونی	kooperativ
تعاونی	andelsselskab
تعاونی	samarbejdsvillige
تعاونی	kooperative
تکنیکی	teknisk
تکنیکی	tekniske
زی	zee
نفی	udvisning
گسیل	emission
داوطلبانه	frivilligt
داوطلبانه	frivillighed
داوطلبانه	frivilligt
داوطلبانه	frivillige
داوطلبانه	frivillig
خائن	forræder
خائن	forræderen
شعارهای	mottoer
رویس	royce
گریگوری	gregory
گریگوری	gregor
کنراد	conrad
چکاوک	lærke
بالتیک	østersøen
بالتیک	baltikum
بالتیک	baltiske
آیوی	ivy
راجرز	rogers
میرسد	ankommer
ادوین	edwin
رنگهای	farver
اطفال	børn
اطفال	børns
هسن	hessen
هسن	hesse
یونس	yunus
یونس	jonah
یونس	younis
همسایگی	kvarter
همسایگی	nabolag
همسایگی	kvarteret
همسایگی	nabolaget
همسایگی	kvarter
همسایگی	nabolag
همسایگی	naboskab
فرضی	hypotetiske
فرضی	hypotetisk
راو	rå
راو	ubehandlet
راو	råt
راو	raw
متناظر	modsvarende
متناظر	tilsvarende
آهسته	hvisker
آهسته	hviske
آهسته	hvisken
آهسته	langsomme
آهسته	langsom
آهسته	langsomt
آهسته	langsomt
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	færgen
فری	færge
فری	frey
تقطیر	destillation
تقطیر	destillering
آلتو	alto
نیکلای	nikolaj
نیکلای	nikolai
رؤیا	drømme
رؤیا	dream
رؤیا	drømmer
رؤیا	drøm
اهدای	donor
پرل	perle
پرل	perlen
پرل	pearl
پرل	perl
رفیق	fyr
رفیق	makker
رفیق	dude
رفیق	makker
رفیق	kammerat
رفیق	buddy
لیو	liv
بدانند	ved
بدانند	vide
بدانند	kender
بدانند	kend
عظمت	storhed
عظمت	storhed
مناظره	debatten
مناظره	forhandling
مناظره	debat
مناظره	debattere
مناظره	diskussioner
مناظره	forhandlinger
مناظره	debatter
مناظره	debatterne
مناظره	debat
میکرو	mikro
ادراک	opfattelse
ادراک	opfattelsen
بادهای	vindstød
بادهای	vind
تاب	svinger
تاب	svinge
تاب	gynge
تاب	sving
ناتینگهام	nottingham
بیاورید	bring
بیاورید	medbring
پنهانی	hemmeligt
صمیمی	hjerteligt
صمیمی	hjertelige
صمیمی	hjertelig
صمیمی	intim
صمیمی	intime
صمیمی	intimt
قربان	sir
سوءاستفاده	misbrug
سوءاستفاده	mishandling
سوءاستفاده	misbrug
سوءاستفاده	overgreb
جنوا	genova
گنگ	dumt
گنگ	dum
گنگ	dumme
گنگ	slænget
گنگ	banden
گنگ	bande
مچ	håndled
مچ	håndleddet
یخی	frost
یخی	is
یخی	køl
یخی	ice
قحطی	hungersnød
قحطی	sult
قحطی	hungersnøden
قحطی	sult
قحطی	hungersnød
ماسک	maske
ماسک	masken
ماسک	masker
میگیرد	tager
مکانیزم	mekanismen
مکانیزم	mekanisme
شهدا	martyrer
قرض	låne
قرض	lån
قرض	lånet
قرض	gælden
قرض	gæld
قرض	låner
قرض	låne
استوا	ækvator
دشواری	vanskelighed
دشواری	vanskeligheder
دشواری	sværhedsgrad
دشواری	trængsler
دشواری	modgang
مهمات	ammunition
رحمان	rahman
وصیت	testamente
محفظه	kapsler
محفظه	kapsel
محفظه	kapslen
دول	dui
دول	spirituskørsel
دول	spritkørsel
دول	dole
دول	dol
مشاوران	rådgivere
مشاوران	konsulenter
مشاوران	rådgivere
احتراق	brænding
احتراق	forbrænding
احتراق	forbrændingen
احتراق	antændelse
احتراق	tænding
تختی	hendes
درواقع	faktisk
کلک	bedrag
کلک	trick
گرده	pollen
متخصصین	sagkyndige
متخصصین	eksperter
متخصصین	eksperterne
متخصصین	tech
متخصصین	specialister
متخصصین	speciallæger
تریپل	tredobbelte
تریپل	triple
تریپل	tredobbelt
فسیلی	fossile
فسیلی	fossilt
فسیلی	fossil
مهاجرین	migranter
مهاجرین	indvandrere
مهاجرین	indvandrer
مهاجرین	immigranter
مهاجرین	indvandrere
مهاجرین	indvandrerne
مهاجرین	flygtninge
مهاجرین	flygtningene
پروسه	process
پروسه	proces
گوهر	essensen
گوهر	essens
تراشه	chip
تحقیر	ydmyget
تحقیر	ydmygede
تحقیر	ydmygende
تحقیر	ydmygelse
تحقیر	foragt
تحقیر	ringeagt
عنکبوتی	edderkoppen
عنکبوتی	spider
عنکبوتی	edderkop
پوینت	punkt
پوینت	peg
پوینت	point
جراح	kirurg
جراح	kirurgen
جراح	kirurger
جراح	jarrah
نورنبرگ	nürnberg
اتمسفر	atmosfære
اتمسفر	stemning
اتمسفر	atmosfæren
اتمسفر	atmosfæriske
اتمسفر	atmosfærisk
قفس	bur
قفس	cage
قفس	buret
شهوانی	erotisk
شهوانی	erotiske
جاسوس	spion
جاسوس	udspionere
جاسوس	spionen
پروتون	proton
لورا	laura
آشکارا	åbent
آشکارا	klart
آشکارا	offentligt
ساسکاچوان	saskatchewan
لکه	plet
لکه	pletter
لکه	pletten
لکه	plet
لکه	pletter
لکه	blob
لکه	sløret
لکه	slør
سوارکاری	ride
سوارکاری	ridning
سوارکاری	rider
سوارکاری	rytter
سوارکاری	equestrian
متریک	måling
جاش	josh
بحر	søs
بحر	sea
بحر	hav
بحر	havet
راینلاند	rheinland
انسانها	mennesker
حسابرسی	audit
حسابرسی	revision
حسابرسی	regnskabsføring
حسابرسی	regnskab
حسابرسی	regnskaber
حسابرسی	regnskabsmæssige
حسابرسی	bogføring
قناری	kanariske
گلوکز	glucose
گلوکز	glukose
یگان	enhed
یگان	unit
قرارگاه	forlig
قرارگاه	afvikling
قرارگاه	afregning
قرارگاه	indgivelse
قرارگاه	logi
بوریس	boris
گروگان	gidslet
گروگان	gidsel
تدارک	klargøring
تدارک	udarbejdelse
تدارک	forberedelse
تدارک	forberedelser
تدارک	tilberedning
جووانی	giovanni
دینار	dinarer
انور	enver
انور	anwar
ویک	vic
استارک	stark
اتلاف	affald
اتلاف	spild
بای	bugt
بای	bugten
بای	bay
مونترال	montreal
زناشویی	ægteskabelige
ابدی	evigt
ابدی	evige
ابدی	evig
ابدی	udødelig
ابدی	udødelige
پتر	peter
پتر	petr
سیلیکات	silikat
مهری	segl
مهری	sæl
مهری	forsegling
مهری	seal
مواجهه	konfrontationer
مواجهه	konfrontation
نزول	nedstigning
نزول	afstamning
عسکری	askari
پروتستان	protestanter
پروتستان	protestantiske
تجلیل	festdag
تجلیل	fest
تجلیل	fejring
زحمات	skødet
زحمات	dåd
زحمات	gerning
سپر	shield
سپر	skjold
سپر	afskærmning
سپر	kofanger
سپر	bumper
فرات	eufrat
ایزدی	providence
اسکیت	skøjteløb
اسکیت	skøjter
اسکیت	skøjte
اسکیت	skøjte
اسکیت	skateboard
آراسته	attraktiv
آراسته	attraktivt
آراسته	attraktive
آراسته	tiltrækkende
آراسته	dekoreret
آراسته	pyntet
بورلی	beverly
چهارراه	krydset
فراطبیعی	paranormale
سلاطین	konger
سلاطین	kings
سایمون	simon
والاس	wallace
دیکتاتوری	diktatoriske
دیکتاتوری	diktatorisk
دیکتاتوری	diktatur
دیکتاتوری	diktaturet
سویی	sui
اندلس	andalusien
بدخشان	badakhshan
لوسی	lucy
خشکسالی	hungersnød
خشکسالی	sult
خشکسالی	hungersnøden
خشکسالی	tørken
خشکسالی	tørke
اولاد	afkom
اولاد	afkommet
سمفونیک	symfonisk
ریکاردو	riccardo
ریکاردو	ricardo
برانگیخت	reciterer
کلوپ	klub
کلوپ	club
کلوپ	natklub
کلوپ	kølle
کلوپ	klubben
کلوپ	klopp
پوشیدن	iført
پوشیدن	slid
پوشیدن	bære
کلاب	klub
کلاب	club
کلاب	natklub
کلاب	kølle
کلاب	klubben
تایی	tae
لایپزیگ	leipzig
نفرت	had
نفرت	had
نفرت	hadefuld
نفرت	hade
نفرت	hate
نفرت	hader
برخاست	opstod
هالی	holly
چهاردهمین	fjortende
ادواردز	edwards
نواری	grålig
نواری	bånd
مونته	monte
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
آشتی	våbenhvile
آشتی	våbenstilstand
تروریست	terrorist
تروریست	terrorister
تروریست	terroristerne
انصار	ansar
سیستانی	sistani
ارگان	organerne
ارگان	organer
ارگان	organ
ارگان	organet
خفیف	mild
خفیف	mildt
خفیف	milde
مخروطی	keglesnit
مخروطی	konisk
مخروطی	vaffel
مخروطی	kegle
بازجویی	afhøringen
بازجویی	forhøret
بازجویی	forhør
بازجویی	afhøring
بازجویی	afhøring
بازجویی	forhør
انبساط	udvidelse
انبساط	udbygning
انبساط	ekspansion
قفسه	hylde
قفسه	skab
پرتقال	orange
پرتقال	appelsin
پرتقال	appelsin
پرتقال	appelsiner
نایت	knight
نایت	springer
نایت	ridder
کامیون	vogn
کامیون	truck
کامیون	lastvogn
کامیون	lastbil
شهریاری	monarki
فلک	ferris
اسپرت	sports
اسپرت	sport
اسپرت	sportsgrene
جواهرات	smykker
جواهرات	juveler
جواهرات	smykker
جواهرات	smykke
جواهرات	smykker
جواهرات	smykke
وانگ	wang
بیا	kom
کورپوریشن	corporation
ویلی	willie
عماد	imad
مارپیچ	labyrint
مارپیچ	labyrint
مارپیچ	spiral
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	hunde
نهر	nahr
نهر	bæk
نهر	creek
پارما	parma
جزیی	trivielt
سوسک	kakerlakker
سوسک	kakerlak
سوسک	bille
بزرگسال	voksen
بزرگسال	voksent
بزرگسال	voksne
بزرگسال	voksne
لیبرالیسم	liberalisme
وجوه	midler
وجوه	fonde
وجوه	pengemidler
غشای	membran
فلیکس	felix
پیکربندی	indstilling
پیکربندی	konfiguration
پیکربندی	config
شنی	sand
شنی	sandet
دخیل	involverede
دخیل	involveret
کلیولند	cleveland
چهارگانه	firdobbelt
رهنمودهای	retningslinjer
رهنمودهای	retningslinjerne
رهنمودهای	retningslinier
بنفیکا	benfica
شیرجه	dykning
شیرجه	dykker
شیرجه	dykker
شیرجه	dykke
شیرجه	dyk
قسمتهای	episoder
تریلیون	billioner
معاف	fritaget
جدیدترین	nyeste
جدیدترین	senest
جدیدترین	seneste
باشکوه	storslået
تصدیق	bekræftelse
تصدیق	bekræfter
تصدیق	bekræft
تصدیق	erkendte
تصدیق	erkendt
تصدیق	anerkendte
تصدیق	anerkendt
تصدیق	bekræfter
تصدیق	verifikation
تصدیق	verificering
رویارویی	konfrontationer
رویارویی	konfrontation
گرگوری	gregory
گرگوری	gregor
کلارا	clara
کلارا	klara
جاوید	evige
جاوید	evig
جاوید	udødelig
جاوید	udødelige
کینگز	konger
کینگز	kings
سوشی	sushi
واتسون	watsons
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	overvågningscenter
رصد	observatoriet
رصد	observatorium
رصد	bemærkning
رصد	observation
رصد	iagttagelse
سوژه	emne
سوژه	emnet
تاخت	galop
تنباکو	tobaksvarer
تنباکو	tobak
فنلاندی	finske
فنلاندی	finsk
منحرف	pervers
عاقبت	udfald
عاقبت	resultat
آلکساندر	alexandre
مونرو	monroe
ارل	earl
ارل	jarl
گنجشک	spurve
گنجشک	spurv
گنجشک	sparrow
شبستان	sovekammer
گاردین	guardian
گاردین	vogter
گاردین	værge
زوال	fordrevet
زوال	forflyttet
زوال	faldende
زوال	vigende
زوال	aftagende
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordans
جردن	jordan
فاستر	foster
تراژدی	tragedier
تراژدی	tragedie
تراژدی	tragedien
سیزدهمین	thirteenth
سیزدهمین	trettende
سباستین	sebastian
رؤیای	drømme
رؤیای	dream
رؤیای	drømmer
رؤیای	drøm
پرداختن	tilbagebetale
المپیاد	olympiade
بتهوون	beethoven
فلوئورید	fluor
فلوئورید	fluorid
دوزیستان	padde
موریتانی	mauretanien
ادراری	urin
ادراری	urinveje
کلاوس	klaus
گراند	grande
گراند	storslået
گراند	grand
شاهدخت	prinsessen
شاهدخت	prinsesse
شاهدخت	princess
برمه	burma
برمه	burmesiske
واعظ	præst
واعظ	prædikant
خر	æslet
خر	æsel
هانوفر	hannover
هانوفر	hannover
اندر	ender
پیشگام	pioneer
پیشگام	pioner
اساسنامه	vedtægt
اساسنامه	statutten
اساسنامه	vedtægter
اساسنامه	statut
الکترو	elektro
کریگ	craig
فشاری	pres
فشاری	tryk
فشاری	presset
غریبه	fremmede
غریبه	fremmede
غریبه	fremmed
شهرستانهای	amter
شهرستانهای	amterne
شمشیربازی	hegn
شمشیربازی	fægtning
معلول	handicappede
معلول	handicap
معلول	handicappet
معلول	handicap
معلول	invaliditet
هیروشیما	hiroshima
آپارتمان	lejligheden
آپارتمان	lejlighed
شیمیدان	kemiker
سفت	stram
سفت	stramme
سفت	stramt
بتنی	bethany
ولت	volt
تاین	tyne
نیش	stukket
نیش	brod
نیش	stikke
نیش	stik
نیش	sting
لیژ	liège
دیروز	igår
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	skyld
عیب	brist
عیب	defekt
ریل	jernbaner
ریل	jernbane
ریل	rail
تعالیم	lærdom
تعالیم	doktrinen
تعالیم	doktrin
معابد	templer
ماهیگیری	fiskeri
ماهیگیری	fiskede
ماهیگیری	fisker
ماهیگیری	fiske
غیرعادی	usædvanligt
غیرعادی	usædvanlige
غیرعادی	usædvanlig
پیرس	pierce
هولمز	holmes
ظلم	undertrykkelsen
ظلم	undertrykkelse
ظلم	undertrykt
ظلم	undertrykte
ظلم	grusomhed
ظلم	uretfærdigheder
ظلم	uretfærdighed
تمرینات	træning
تمرینات	uddannelse
تمرینات	oplæring
خرچنگ	krabber
خرچنگ	hummer
خرچنگ	krabber
خرچنگ	krabbe
کشنده	dødelig
کشنده	dødbringende
کشنده	dødelige
کشنده	dødeligt
کشنده	dødbringende
کشنده	dødelig
کشنده	dødelige
کشنده	dødeligt
کشنده	dødelig
کشنده	fatalt
کشنده	fatal
کشنده	fatale
کشنده	dødeligt
بوته	buskads
بوته	busk
بوته	bush
بوته	bushs
بوته	busken
ناظری	tilskuer
کاتالان	catalansk
کاتالان	catalanske
مورفی	murphy
خوارزم	khwarezm
گرسنگی	sulte
گرسنگی	sulten
گرسنگی	sultende
گرسنگی	sulter
گرسنگی	sult
گرسنگی	hungersnød
گرسنگی	sulten
پالایش	filter
پالایش	filtret
پالایش	filtrering
پالایش	raffinering
رمزی	ramsey
چاله	vandpyt
شاهکار	stunt
شاهکار	mesterværk
نویز	støj
نویز	larm
ادریس	enoch
ادریس	idris
نمانده	næsten
رسوب	sediment
رسوب	bundfald
صافی	safi
داش	dash
داش	bindestreg
داش	streg
ریچل	rachel
شیلا	sheila
شیلا	silla
عبدی	abdi
جغد	ugle
عمرو	amr
تاثیرات	virkningerne
تاثیرات	retsvirkninger
تاثیرات	effekter
تاثیرات	virkninger
احتمالات	sandsynligheder
احتمالات	odds
احتمالات	oddsene
احتمالات	sandsynligheden
احتمالات	sandsynlighed
یتیم	forældreløse
یتیم	forældreløs
یتیم	forældreløse
دوس	dos
شفا	kureret
شفا	helbredt
شفا	helbredelse
شفا	heler
شفا	heling
شفا	healing
شفا	helbredende
شفا	helede
شفا	helbredt
شفا	helet
مغازه	shop
مغازه	butik
مغازه	forretning
مغازه	shoppe
چرخشی	rotation
چرخشی	roterer
چرخشی	roterende
نشانگان	syndromet
نشانگان	syndrom
کنکور	eksamen
کنکور	undersøgelse
نهفته	latente
نهفته	latent
نهفته	indlejret
نهفته	indlejrede
نهفته	indbygget
روانپزشکی	psykiatri
روانپزشکی	psykiatriske
روانپزشکی	psykiatrisk
روانپزشکی	psykisk
چیره	domineret
چیره	domineres
چیره	dominerede
بلوچی	bellucci
گلکسی	galaksen
گلکسی	galakse
گلکسی	galaxy
درازا	forlænget
آزادانه	frit
پاها	benene
پاها	legs
پاها	ben
خواهران	sisters
خواهران	søstre
خواهران	søstrene
ریخت	spildte
ریخت	spildt
اکو	eco
اکو	øko
اکو	eko
اکو	ekko
اکو	echo
قبله	retning
قبله	retningen
قبله	qibla
استبداد	tyranni
خوشبختانه	heldigvis
خوشبختانه	forhåbentligt
خوشبختانه	forhåbentlig
تیتراژ	credits
تیتراژ	kreditter
ولفگانگ	wolfgang
وزنه	lodder
وزنه	vægte
وزنه	vægt
وزنه	vægten
وزنی	vejet
وزنی	vægtet
وزنی	vægtede
وزنی	vejede
اجداد	forfædre
اجداد	forfader
پت	pet
پت	kæledyr
پت	pat
پاپی	poppy
پاپی	papi
ثریا	soraya
قیصر	kaiser
پایش	scanning
پایش	skanning
پایش	scanner
پایش	skanner
پایش	opfølgning
پایش	monitorering
پایش	overvågning
پایش	overvåges
پایش	overvågede
پایش	overvåget
آلیکانته	alicante
فانی	fanny
فانی	dødelig
فانی	dødelige
پهلو	side
اکسپرس	ekspres
اکسپرس	express
اکسپرس	udtrykke
اسکس	essex
نخبگان	eliten
نخبگان	elite
فینیکس	kapsler
فینیکس	phoenix
کرو	crow
کرو	krage
ترتیبی	fortløbende
ترتیبی	sekventiel
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
غیرانتفاعی	nonprofit
صفا	safa
ساسکس	sussex
تاجگذاری	kroning
فسفر	phosphor
فسفر	fosfor
بولتون	bolton
