से	از
शारीरिक	جسمی
शारीरिक	بدنی
शारीरिक	فیزیکی
संघर्ष	نزاع
संघर्ष	جهاد
संघर्ष	کشمکش
संघर्ष	درگیری
संघर्ष	منازعه
संघर्ष	کشمکش
संघर्ष	نزاع
संघर्ष	ناسازگاری
तकनीक	فناوری
तकनीक	متخصصین
तकनीक	تکنولوژی
तकनीक	تکنیک
तकनीक	فناوری
तकनीक	تکنولوژی
तकनीक	تکنیکهای
फल	میوه
फल	میوه
कैसे	چطور
प्रकट	فاش
प्रकट	عیان
कार्बनिक	آلی
कार्बनिक	ارگانیک
शाह	shah
शाह	شاه
विवरण	شرح
विवरण	مشخصات
विवरण	توصیف
विवरण	جزئیات
विवरण	جزئیات
विवरण	جزییات
शादी	ازدواج
शादी	عروسی
शादी	ازدواج
उप	ساب
उप	فرعی
पात्र	کانتینر
पात्र	محتوی
वेब	تار
वेब	وب
वेब	وبی
संसद	مجلس
संसद	پارلمان
सन्दर्भ	مراجع
सन्दर्भ	ارجاع
सन्दर्भ	مرجع
सन्दर्भ	متن
चेन्नई	چنای
परमाणु	هسته
परमाणु	مولکول
परमाणु	اتمی
परमाणु	اتم
आक्रमण	تهاجم
आक्रमण	هجوم
आक्रमण	حمله
कार	خودرو
कार	خودروی
कार	ماشین
कार	ماشینها
केरल	کرالا
जांच	کاوشگر
जांच	تحقیق
जांच	تحقیقات
जांच	آزمون
जांच	آزمایش
जांच	تست
पत्थर	سنگ
पत्थर	استون
पत्थर	سنگی
पत्थर	سنگسار
आठ	هشت
विषयों	موضوعات
विषयों	موضوعاتی
टेनिस	تنیس
पारंपरिक	سنتی
अकादमी	آکادمی
अकादमी	فرهنگستان
सतह	سطح
सतह	سطحی
देव	deo
युक्त	اوکراین
अभियान	لشکرکشی
अभियान	کمپین
घोषित	اعلام
सिस्टम	سامانه
सिस्टम	سیستم
सिस्टम	سیستمها
किनारे	لبه
किनारे	اج
किनारे	لبۀ
कार्बन	کربن
कार्बन	کربنی
प्रतिक्रिया	واکنشی
प्रतिक्रिया	واکنش
प्रतिक्रिया	بازخورد
प्रतिक्रिया	واکنشی
प्रतिक्रिया	پاسخگویی
प्रतिक्रिया	پاسخ
प्रतिक्रिया	واکنش
गणित	ریاضیات
गणित	ریاضی
गणित	ریاضیات
गणित	ریاضیدان
गणित	ریاضی
गणित	ریاضیات
गणित	math
मौत	مرگ
विवाद	مجادله
विवाद	جدال
विवाद	جنجال
विवाद	مجادله
विवाद	اختلافات
विवाद	نزاع
विवाद	جدال
विवाद	ستیزه
विवाद	پرخاش
अली	علی
अली	ali
ग्रहण	گرفتگی
ग्रहण	خورشیدگرفتگی
तकनीकी	فنی
तकनीकी	تکنیکی
माँ	مادرها
माँ	maa
माँ	مادر
माँ	مامان
माँ	mom
माँ	مام
माँ	مادر
माँ	مادری
विष्णु	ویشنو
मैदान	دشتی
मैदान	دشتهای
मैदान	ساده
मैदान	ناهمواری
मैदान	عوارض
मैदान	زمینی
विमान	هوانوردی
विमान	هواپیمایی
विमान	هواپیمای
विमान	هواگرد
विमान	هواپیمای
सक्षम	توانایی
सक्षम	لایق
सक्षम	قادر
सक्षम	توانا
वातावरण	اتمسفر
लागत	هزینه
सीधे	مستقیما
सीधे	مستقیماً
प्रेस	پرس
प्रेस	فشار
रोमन	رومان
रोमन	رومی
रोमन	رومن
रोमन	روم
मील	مایل
मील	مایل
मील	مایلز
लोकसभा	مجلس
लोकसभा	پارلمان
अज्ञात	ناشناخته
अज्ञात	ناشناس
अज्ञात	گمنام
रेखा	خط
रेखा	رخا
पार	صلیب
पार	کراس
पार	عبور
लेखन	نویسندگی
लेखन	نوشتن
बोली	بید
परंपरा	سنت
परंपरा	رسم
राशि	مقدار
राशि	مبلغ
दृष्टिकोण	رویکرد
भाव	احساسات
भाव	ژست
भाव	عقل
भाव	حس
हवा	نسیم
हवा	باد
हवा	بادی
पाठ	متن
पाठ	قرائت
वैदिक	ودایی
गठन	فریم
गठन	قاب
गठन	چارچوب
गठन	فریم
गठन	تشکیل
नागरिक	مدنی
नागरिक	سیویک
नागरिक	همشهری
नागरिक	شهروند
नागरिक	شهروندی
अस्तित्व	وجود
अस्तित्व	بقا
अस्तित्व	بقای
अस्तित्व	بقاء
अस्तित्व	وجودی
गंभीर	جدی
गंभीर	بحرانی
गंभीर	انتقادی
गंभीर	حیاتی
समझ	فهم
समझ	درک
समझ	عقل
किस	بوس
किस	بوسه
किस	ماچ
किस	kiss
किस	ببوس
आदेश	فرمانی
आदेश	نظم
आदेश	فرمان
आदेश	دستور
आदेश	سفارش
आदेश	ترتیب
आदेश	فرمان
आदेश	دستورات
आदेश	دستور
सैन्य	ارتش
सैन्य	نظامی
सैन्य	ارتشی
अंदर	داخل
अंदर	درون
अंदर	درونت
अंदर	سالنی
छह	شش
छह	سیکس
छह	شیش
भाषाएँ	زبانهای
भाषाएँ	زبانها
भाषाएँ	زبان
भुगतान	پرداختی
भुगतान	دستمزد
भुगतान	اجری
भुगतान	پرداخت
उनसे	آنها
उनसे	آنان
ध्वनि	صوت
ध्वनि	صدا
निवास	اقامتگاه
निवास	جایگاه
निवास	اقامت
अरबी	عربی
अरबी	تازی
हत्या	ترور
हत्या	قتل
हत्या	کشتن
पवित्र	مقدس
पवित्र	مقدس
विभाजित	تقسیم
विभाजित	شکافتن
इकाई	واحدها
इकाई	یگان
इकाई	یکای
इकाई	واحد
इकाई	یکا
अम्ल	اسید
अम्ल	اسیدی
आए	آمد
प्रबंधक	مدیر
प्रबंधक	مربیان
वही	همون
संग्रहालय	موزه
जीता	وون
मुद्रा	ژست
मुद्रा	پوز
मुद्रा	پول
मुद्रा	پولی
मतलब	بدجنس
मतलब	میانگین
युवा	جوانی
युवा	جوانان
युवा	جوان
युवा	یانگ
युवा	جوون
युवा	یونگ
शहरों	شهرها
अंतरिक्ष	فضای
अंतरिक्ष	فضا
अंतरिक्ष	فضایی
अंतरिक्ष	فاصله
संचार	ارتباط
संचार	ارتباطات
संचार	مکاتبه
संचार	ارتباطی
संचार	ارتباطات
संचार	مخابرات
संचार	آیات
प्रसारण	پخش
प्रसारण	مخابره
प्रसारण	مخابره
फुटबॉल	football
फुटबॉल	فوتبال
नियमित	منظم
व्याख्या	یادداشت
व्याख्या	نکته
व्याख्या	نوت
व्याख्या	تعبیر
व्याख्या	تفسیر
व्याख्या	شرح
शेष	باقیمانده
शेष	چپ
दावा	مطالبه
दावा	ادعا
दावा	ادعای
दावा	ادعا
मोबाइल	متحرک
मोबाइल	سیار
मोबाइल	موبایل
मोबाइल	همراه
संभावना	احتمال
संभावना	احتمالات
दिवस	روز
दिवस	روزی
विधायक	شیوه
विधायक	mlas
तर्क	حجت
तर्क	برهان
तर्क	استدلال
तर्क	حجت
तर्क	استدلال
तर्क	منطق
तर्क	منطقی
आपके	شما
परीक्षा	آزمون
परीक्षा	آزمایش
परीक्षा	تست
परीक्षा	کنکور
परीक्षा	معاینه
परीक्षा	امتحان
परीक्षा	معاینه
परीक्षा	آزمون
परीक्षा	امتحانات
पाई	پای
महाभारत	مهاباراتا
खाद्य	خوردنی
खाद्य	خوراکی
भविष्य	اینده
भविष्य	future
भविष्य	آینده
बिक्री	فروش
बिक्री	فروش
बिक्री	sale
बिक्री	حراج
इंटरनेट	اینترنت
इंटरनेट	اینترنتی
कर्नाटक	کارناتاکا
सम्मेलन	کنفرانس
सम्मेलन	همایش
सम्मेलन	کنوانسیون
सम्मेलन	همایش
रानी	queen
रानी	ملکه
रानी	بیبی
सिटी	شهری
सिटी	شهر
सिटी	سیتی
अच्छे	خوبی
अच्छे	good
अच्छे	خوب
अच्छे	خوبش
तुम	تو
तुम	شما
सिर	هد
सिर	سر
दबाव	فشار
दबाव	فشاری
बोर्ड	بورد
बोर्ड	تخته
ख़ान	khan
ख़ान	خان
ख़ान	هانگ
ख़ान	خانات
नियुक्त	بتابد
नियुक्त	استخدام
नियुक्त	معین
फरवरी	فوریه
फरवरी	فوریه
नेशनल	نشنال
नेशनल	ملی
उर्दू	اردو
संसार	جهان
संसार	دنیا
संसार	جهانی
संसार	جهانیان
संसार	دنیاها
संसार	دنیاهای
कोलकाता	کلکته
कोलकाता	جاکارتا
प्रतिनिधित्व	نمایندگی
प्रतिनिधित्व	محول
विचारों	ایده
प्रेरित	الهام
समारोह	مراسمی
समारोह	مراسم
मस्तिष्क	مغز
मस्तिष्क	مغزی
घरेलू	اهلی
जेम्स	جیمز
जेम्स	خامس
प्रायः	معمولا
प्रायः	اغلب
मौसम	فصلها
मौसम	فصول
मौसम	هوای
मौसम	هوا
मौसम	فصل
भावना	احساسات
भावना	عاطفه
भावना	هیجانی
भावना	احساس
भावना	حس
भावना	احساسش
भावना	روحی
भावना	اسپریت
भावना	روح
गुणवत्ता	کیفیتی
गुणवत्ता	کیفیت
छात्र	محصل
छात्र	شاگرد
छात्र	دانشجو
खाना	غذایی
खाना	خوراک
खाना	غذا
मिले	met
कैंसर	سرطانی
कैंसर	سرطان
इटली	ایتالیا
सिद्धान्त	اصول
सिद्धान्त	نظریه
सिद्धान्त	تئوری
सिद्धान्त	فرضیه
विरोधी	خصومت
विरोधी	دشمنی
विरोधी	آنتاگونیست
राजवंश	دودمان
राजवंश	سلسله
संक्रमण	انتقال
संक्रमण	گذار
संक्रमण	آلودگی
संक्रमण	عفونت
घाटी	دره
विलियम	ویلیام
विविध	گوناگون
विविध	متفرقه
विविध	متفرقه
विकल्प	گزینه
उद्यान	park
उद्यान	پارک
होगी	ویل
पशु	جانوران
पशु	حیوانات
पशु	حیوانی
पशु	حیوانات
पशु	جانوران
पशु	حیوان
मुरादाबाद	مرادآباد
ज्यादातर	غالبا
ईसाई	کریستین
ईसाई	کریستیان
ईसाई	مسیحی
ईसाई	کریستن
प्रमाण	شواهد
प्रमाण	مدارک
प्रमाण	مدرک
प्रमाण	برهان
प्रमाण	اثبات
प्रमाण	مدرک
कंपनियों	شرکتها
कंपनियों	شرکتهای
कंपनियों	احزاب
मानसिक	روانی
मानसिक	ذهنی
रसायन	شیمیایی
रसायन	شیمیایی
रसायन	chemistry
रसायन	شیمی
क्षेत्रफल	منطقه
क्षेत्रफल	مساحت
क्षेत्रफल	ناحیه
प्रभावी	مؤثر
प्रभावी	موثر
विज्ञापन	تبلیغات
विज्ञापन	تبلیغاتی
विज्ञापन	آگهی
विज्ञापन	آگهی
विज्ञापन	تبلیغ
विज्ञापन	تبلیغ
ईश्वर	خداوند
ईश्वर	خدا
ईश्वर	الهی
ईश्वर	خدایی
ईश्वर	الله
आसानी	سهولت
आसानी	آسانی
आसानी	گشایش
अमरीका	آمریکای
अमरीका	امریکا
अमरीका	آمریکا
शिकार	درندگان
शिकार	طعمه
शिकार	شکارش
शिकार	شکار
शिकार	قربانی
रोगी	بیمار
रोगी	صبور
रोगी	صبر
रोगी	استقامت
व्यावसायिक	vocational
रूसी	روس
रूसी	روسیه
रूसी	روسی
क्रांति	انقلابی
क्रांति	انقلاب
अधीन	تحت
अधीन	زیر
गुप्त	گوپتا
गुप्त	محرمانه
गुप्त	رازی
गुप्त	راز
गुप्त	مخفی
गुप्त	ناشناس
मंडल	ماندالا
ब्राह्मण	برهمن
माने	یال
हृदय	قلبی
हृदय	قلبی
हृदय	دل
हृदय	قلب
आयोग	تصدی
आयोग	کمیسیون
हिंदू	هندو
शुद्ध	خالص
शुद्ध	ناب
शुद्ध	پاک
तीसरे	سومین
तीसरे	سومی
तीसरे	سوم
चर्च	کلیساها
चर्च	کلیساهای
चर्च	کلیسا
चर्च	چرچ
चर्च	کلیسای
अपेक्षा	انتظارات
अपेक्षा	امید
कार्यालय	کار
कार्यालय	کاری
कार्यालय	دفاتر
कार्यालय	ادارات
कार्यालय	اداره
कार्यालय	دفتر
परिवहन	انتقال
परिवहन	ترابری
स्टार	استار
स्टार	ستاره
वर्षा	باران
वर्षा	بارانی
वर्षा	بارون
जनरल	گن
जनरल	عمومی
जनरल	ژنرال
जनरल	جنرال
संदेश	پیغام
संदेश	پیام
संदेश	پیامها
संदेश	پیام
मार	بکش
मार	بکشی
मार	بکشم
मार	کشتن
परिचय	معرفی
परिचय	مقدمه
परिचय	اشنایی
परिचय	آشنایی
परिचय	درباره
परिचय	دربارۀ
परिचय	مقدمه
उत्पत्ति	خاستگاه
उत्पत्ति	مبدأ
उत्पत्ति	منشأ
उत्पत्ति	مبدا
उत्पत्ति	پیدایش
उत्पत्ति	جنسیس
मांग	مطالبه
मांग	تقاضا
सोवियत	شوروی
संचालन	عملیات
संचालन	عملیات
संचालन	عمل
भौगोलिक	جغرافیایی
भौगोलिक	جغرافی
भौगोलिक	جغرافیایی
उपस्थित	حاضرین
उपस्थित	حاضر
उपस्थित	هدیه
अस्पताल	بیمارستان
अस्पताल	بیمارستانی
अस्पताल	بیمارستان
अस्पताल	بیمارستانها
परिवर्तित	تغییریافته
पेश	مجری
स्वर	مصوت
स्वर	آوازی
स्वर	واکه
लघु	لگاریتم
लघु	کوچک
लघु	خردسال
लघु	کوچکی
लाइन	خط
प्रश्न	پرس
प्रश्न	سؤال
प्रश्न	سوال
प्रश्न	پرسش
प्रश्न	سؤال
प्रश्न	سوالات
प्रश्न	سوال
प्रश्न	سؤالات
आलोचना	انتقاد
आलोचना	نقد
पहाड़ी	تپه
पहाड़ी	هیل
जालस्थल	سایت
जालस्थल	وبگاه
जालस्थल	وبسایت
पुरानी	پیر
पुरानी	قدیمی
पुरानी	قدمت
पुरानी	کهنه
पुरानी	بزرگتر
पुरानी	پیرتر
पसंद	نشانک
पसंद	انتخاب
पसंद	لایک
सुझाव	پیشنهادهای
सुझाव	پیشنهادات
सुझाव	پیشنهادی
सुझाव	پیشنهاد
सुझाव	تلقین
सुझाव	توصیه
सुझाव	نکات
खेती	کشاورزی
खेती	زراعت
खेती	برداشت
खेती	خرمن
लिखने	نویسندگی
लिखने	نوشتن
विभाजन	تقسیم
विभाजन	واحد
विभाजन	تقسیمات
विभाजन	بخشها
विभाजन	پارتیشن
विभाजन	افراز
प्रशासनिक	اداری
विशेषता	خصیصه
विशेषता	صفت
विशेषता	کیفیتی
विशेषता	کیفیت
विशेषता	ویژگی
कठिन	سخت
कठिन	دشوار
कठिन	عالیست
कठिन	سخت
कठिन	سختی
कठिन	دشوار
कड़ी	پیوند
कड़ी	لینک
कड़ी	پیوندها
कड़ी	پیوندهای
कड़ी	زنجیری
कड़ी	زنجیره
कड़ी	زنجیر
कड़ी	زنجیرهای
एकमात्र	حلوای
ईरान	ایران
ईरान	سوادکوه
क्षेत्रीय	منطقهای
क्षेत्रीय	محلی
जान	عزیزان
जान	بدانند
जान	بدانید
लड़ाई	رزم
लड़ाई	کارزار
लड़ाई	بتل
लड़ाई	نبرد
लड़ाई	بجنگ
अंश	frac
अंश	کسر
ग्रामीण	روستایی
रोड	جاده
प्रस्तावित	خواستگاری
प्रस्तावित	پیشنهادی
गायक	singer
गायक	خواننده
इस्लाम	اسلامگرایی
इस्लाम	اسلام
समुद्री	دریایی
समुद्री	مارین
उनको	آنها
उनको	آنان
उपयोगी	مفید
उपयोगी	مفید
उपयोगी	سودمندی
कोशिका	سلول
कोशिका	یاخته
केंद्रीय	مرکزی
केंद्रीय	سنترال
केंद्रीय	مرکز
सत्र	جلسه
सत्र	نشست
सत्र	نشستهای
सत्र	جلسات
नारायण	نارایان
मिश्र	مصر
मिश्र	مصر
मिश्र	مصری
पहुँच	میرسد
मिस्र	مصر
मिस्र	مصر
मिस्र	مصری
गणराज्य	جمهوری
छात्रों	دانشجویان
पुराना	پیر
पुराना	قدیمی
पुराना	قدمت
पुराना	کهنه
पुराना	بزرگتر
पुराना	پیرتر
जम्मू	جامو
तेज	سریع
तेज	روزه
तेज	تند
सम्राट	امپراتور
सम्राट	امپراطور
नवंबर	نوامبر
नवंबर	نوامبر
कारणों	دلایل
सर	آقا
सर	اقا
सर	قربان
प्रवाह	جریان
अपराध	اعتراف
अपराध	اقرار
अपराध	جرم
अपराध	جنایت
अपराध	جرایم
अपराध	جُرم
अमेरिकन	آمریکایی
अमेरिकन	امریکایی
अमेरिकन	امریکن
अमेरिकन	آمریکن
व्यक्तित्व	شخصیت
व्यक्तित्व	شخصیتی
जन	jan
जन	یان
यूनाइटेड	یونایتد
यूनाइटेड	متحد
जापानी	ژاپن
जापानी	ژاپنی
रॉक	سنگی
रॉक	صخره
रॉक	راک
लंबी	تل
लंबी	قد
लंबी	طولانی
लंबी	لانگ
लंबी	دراز
गेम	بازی
गेम	گیم
गेम	بازیهای
गेम	بازیها
गेम	بازی
अन्दर	داخل
अन्दर	درون
अन्दर	درونت
संपत्ति	ویژگی
संपत्ति	دارایی
संपत्ति	ملک
संपत्ति	اموال
संपत्ति	مالکیت
संपत्ति	داراییهای
संपत्ति	دارائی
संपत्ति	دارایی
संक्षिप्त	مخفف
संक्षिप्त	خلاصه
संक्षिप्त	مختصر
क्यों	چرا
गलत	نادرست
गलत	اشتباه
गलत	نادرست
गलत	کاذب
गलत	دروغین
गलत	نادرست
गलत	غلط
गलत	باطل
वर्मा	وارما
सर्वोच्च	بالاترین
लेना	لینا
लेना	لنا
भौतिकी	فیزیک
वाहन	خودرو
वाहन	ماشین
फ़िल्में	سینما
फ़िल्में	فیلمهایی
फ़िल्में	فیلم
फ़िल्में	فیلمها
सैनिक	سرباز
सैनिक	سربازی
सैनिक	ارتش
सैनिक	نظامی
सैनिक	ارتشی
स्थिर	ایستا
स्थिर	ثابت
स्थिर	یکنواخت
दूध	شیر
दूध	میلک
विद्वानों	عالمان
विद्वानों	دانشمندان
विद्वानों	علمای
विद्वानों	محققان
अशोक	آشوکا
मानना	باور
मानना	ایمان
बाह्य	خارجی
उपस्थिति	حضار
उपस्थिति	حضور
उपस्थिति	حضورش
उपस्थिति	حضور
समूहों	گروهها
आये	آمد
होटल	هتل
होटल	هتلهای
होटल	هتلها
उच्चारण	تلفظ
साहित्यिक	ادبی
पुरुषों	مردانی
पुरुषों	مردها
पुरुषों	مردان
वृक्ष	درخت
वृक्ष	درختی
वृक्ष	درخت
वृक्ष	درختان
वृक्ष	درختها
तत्वों	عناصری
तत्वों	عناصر
सत्य	ساتیا
सत्य	حقیقتی
सत्य	واقعیت
सत्य	حقیقت
सत्य	حق
दार्शनिक	فیلسوف
सौ	صد
आंतरिक	interior
आंतरिक	داخلی
आंतरिक	درونی
आंतरिक	داخلی
आंतरिक	درونی
निकल	نیکل
प्रत्यक्ष	واضح
प्रत्यक्ष	دایرکت
प्रत्यक्ष	direct
मित्र	دوستان
मित्र	دوست
मित्र	دوستی
दर्द	درد
दर्द	دردی
दर्द	درده
दर्द	دردم
बिजली	الکتریسیته
बिजली	برق
बिजली	برق
बिजली	صاعقه
बिजली	صاعقه
बिजली	برق
बिजली	آذرخش
कार्ड	کارتها
कार्ड	ورق
कार्ड	کارتهای
कार्ड	کورد
कार्ड	کارت
कार्ड	ورق
बिंदु	نقاط
बिंदु	امتیاز
बिंदु	دات
बिंदु	نکته
बिंदु	نقطه
बिंदु	پوینت
बुद्ध	بودا
स्टेडियम	ورزشگاههای
स्टेडियम	ورزشگاه
हजार	هزار
अभाव	غیبت
अभाव	غیاب
रिलीज़	نشر
शांति	سلامت
शांति	سلام
शांति	صلح
वितरण	تحویل
वितरण	زایمان
वितरण	توزیع
आय	درآمد
आय	درآمد
आय	درآمدی
आय	درآمد
फाइनल	نهائی
फाइनल	نهایی
फाइनल	پایانی
फाइनल	آخرین
फाइनल	فاینال
फाइनल	فینال
टेलीविजन	تلویزیون
टेलीविजन	تلویزیونی
दैनिक	روزانه
दैनिक	daily
दैनिक	دیلی
न्याय	عدالت
न्याय	عدل
फूल	گل
फूल	گلها
फूल	گل
फूल	شکوفه
फूल	فلاور
कल्पना	تجسم
कल्पना	تجسمی
कल्पना	تخیلات
कल्पना	تخیل
कल्पना	تصورات
प्राप्ति	طلب
प्राप्ति	بازیابی
प्रसार	پخش
प्रसार	گسترده
दिल	dil
दिल	قلبی
दिल	دل
दिल	قلب
दिल	دل
दिल	دلها
सुंदर	زیباست
सुंदर	زیبا
सुंदर	خوشگل
सुंदर	قشنگ
सुंदर	خوشگل
सुंदर	خوشگله
सुंदर	خیلی
सुंदर	خوشتیپ
हाउस	خانه
इच्छा	خواهان
इच्छा	طالب
इच्छा	میل
इच्छा	هوس
इच्छा	دلخواه
भार	وزنش
भार	وزنه
भार	وزن
खंड	بخش
खंड	بلوک
खंड	بلاک
मिश्रण	اختلاط
मिश्रण	مخلوط
मिश्रण	میکس
मिश्रण	آمیخته
मिश्रण	مخلوطی
मिश्रण	ترکیب
समर्पित	وقف
स्मारक	یادبود
स्मारक	یادمان
प्यार	دوست
प्यार	عشق
प्यार	عشقی
प्यार	عاشق
प्यार	معشوق
प्यार	دوستدار
लखनऊ	لاکنو
आन्दोलन	جنبش
आन्दोलन	تحرک
आन्दोलन	نهضت
मंत्रालय	وزارت
आत्मा	نفس
आत्मा	سول
आत्मा	نفسی
आत्मा	روحی
आत्मा	اسپریت
आत्मा	روح
पक्षी	پرنده
निवासी	مقیم
निवासी	ساکن
निवासी	رزیدنت
निवासी	اقامت
निवासी	ساکنین
निवासी	یاران
डेविड	داوید
डेविड	داود
डेविड	داوود
डेविड	دیوید
डेविड	david
कह	بگویید
कह	بگو
जंक्शन	جانکشن
जंक्शन	تلاقی
खास	مخصوص
खास	ویژه
खास	خاص
खास	استثنایی
खास	خاصه
जलवायु	اقلیم
बांग्लादेश	بنگلادش
तय	ثابت
तय	معین
धारावाहिक	متوالی
धारावाहिक	سریالی
धारावाहिक	سریالهای
धारावाहिक	قسمتهای
तारे	استار
तारे	ستاره
तारे	ستارگان
बनाना	ساختن
बनाना	ایجاد
बाकी	آرامش
बाकी	الباقی
बाकी	استراحت
संत	سانت
संत	مقدسات
संत	قدیس
संत	سن
ऊंचाई	بلندی
ऊंचाई	ارتفاعی
ऊंचाई	بلندی
ऊंचाई	قد
ऊंचाई	ارتفاع
ऊंचाई	height
उपग्रह	ماهواره
उपग्रह	ماهوارهای
तुर्की	ترکیه
तुर्की	ترکی
तुर्की	بوقلمون
तुर्की	ترکیه
तुर्की	ترکی
संस्कार	ختم
संस्कार	خاکسپاری
संस्कार	مناسک
संस्कार	بیاموز
संस्कार	مناسک
शंकर	شانکار
अर्थव्यवस्था	اقتصاد
बीमारी	بیماری
बीमारी	بیماری
बीमारी	ناخوشی
बीमारी	مرضی
बीमारी	بیماری
वार्षिक	سالانه
वार्षिक	سالیانه
वार्षिक	سالانه
वार्षिक	سالیانه
परिसर	پیچیده
परिसर	هرات
अधिकतम	max
अधिकतम	مکس
अधिकतम	ماکس
अधिकतम	بیشینه
अधिकतम	حداکثر
अधिकतम	بیشینه
सदर	صدرا
वैश्विक	سراسری
वैश्विक	جهانی
वैश्विक	گلوبال
तभी	تنها
अनिवार्य	الزامی
अनिवार्य	اجباری
अनिवार्य	واجب
अनिवार्य	ملزومات
अनिवार्य	ضروری
अनिवार्य	اجباری
अनिवार्य	ضروری
उपाधि	زینه
उपाधि	درجه
सामान्यतः	معمولا
सामान्यतः	معمولاً
तारा	استار
तारा	ستاره
द्वार	دروازه
द्वार	گیت
द्वार	دری
द्वार	در
द्वार	درها
मुख्यतः	اساسا
मुख्यतः	عمدتاً
आनंद	آناند
आनंद	آننده
कम्पनी	گروهان
कम्पनी	شرکت
कम्पनी	company
कम्पनी	کمپانی
रे	پرتو
स्थायी	پایدار
स्थायी	همیشگی
स्थायी	دائم
स्थायी	دائمی
स्थायी	دایمی
स्थायी	دایم
स्थायी	پایدار
स्थायी	پاینده
लकड़ी	چوبی
लकड़ी	چوبی
लकड़ी	وود
लकड़ी	چوب
कन्नौज	قنوج
गोल	رند
गोल	گل
गोल	هدف
गोल	goal
तल	کف
तल	کفپوش
तल	طبقه
तल	تهش
तल	مفعول
तल	پایین
तल	باتوم
ऋण	قرض
ऋण	وام
ऋण	قرض
ऋण	قرضی
ऋण	قرضه
ऋण	بدهی
ऋण	منهای
ऋण	مینوس
दास	داس
दास	das
नंबर	عدد
नंबर	شمارۀ
नंबर	شماره
त्वचा	پوست
त्वचा	پوستی
नोबेल	نوبل
अधिकारियों	مسئولین
अधिकारियों	مقامات
अधिकारियों	مسئولان
अधिकारियों	ماموران
अधिकारियों	افسران
अधिकारियों	مدیران
अधिकारियों	کارگزاران
जटिल	استادانه
जटिल	پیچیده
जटिल	هرات
जटिल	پیچیده
हमला	حمله
आपूर्ति	تدارکات
आपूर्ति	تجهیزات
आपूर्ति	آذوقه
आपूर्ति	تامین
अर्थशास्त्र	اقتصاد
हस्ताक्षर	امضا
हस्ताक्षर	امضای
हस्ताक्षर	امضا
कानूनी	قانونی
कानूनी	مجاز
कानूनी	قانونی
कानूनी	حقوقی
टिप्पणी	توضیح
टिप्पणी	نظر
टिप्पणी	یادداشتها
टिप्पणी	یادداشتهای
टिप्पणी	نوت
टिप्पणी	نظرات
टिप्पणी	نظرها
टिप्पणी	توضیحات
डे	dey
डे	دی
स्मृति	خاطره
स्मृति	حافظه
स्मृति	حافظۀ
वेद	ved
राजनैतिक	سیاسی
तीव्र	سریع
तीव्र	روزه
तीव्र	تند
तीव्र	گرمسیری
तीव्र	شدید
सम्बन्धित	متناظر
सम्बन्धित	مربوط
सम्बन्धित	مرتبط
हाइड्रोजन	هیدروژن
हाइड्रोजन	هیدروژنی
चयन	گزینش
राजनीतिज्ञ	سیاستمدار
यूनानी	یونان
यूनानी	یونانی
जॉर्ज	جرج
जॉर्ज	گئورگ
जॉर्ज	جورج
स्वर्ण	طلای
स्वर्ण	gold
स्वर्ण	طلا
स्वर्ण	طلایی
स्वर्ण	گلد
स्वर्ण	زرین
ठोस	توپر
ठोस	یکدست
ठोस	جامد
सभ्यता	تمدن
सभ्यता	تمدنی
मशीन	ماشینی
मशीन	ماشین
मशीन	دستگاه
विदेश	خارجه
विदेश	خارجی
दवा	دارو
दवा	طب
दवा	پزشکی
दवा	داروها
दवा	دارو
दवा	تداوی
ऋषि	ریشی
ऋषि	سیج
शेयर	سهم
शेयर	اشتراک
शेयर	سهام
गर्म	گرم
गर्म	داغ
सौर	خورشیدی
पंथ	آیین
एशियाई	آسیایی
एशियाई	آسیا
परिभाषा	تعریف
पति	همسر
पति	شوهر
पति	شوهری
पति	شوهرش
सफेद	سپید
सफेद	وایت
सफेद	سفید
संधि	عهد
संधि	عهدی
संधि	عهدنامه
संधि	معاهده
संधि	پیمان
वैकल्पिक	جایگزین
वैकल्पिक	متناوب
वैकल्पिक	اختیاری
जयपुर	جیپور
हार	گردنبند
हार	شکست
समाधान	دقت
समाधान	وضوح
समाधान	چاره
समाधान	محلول
जेल	زندان
जेल	زندان
जोड़ा	زوجی
जोड़ा	زوج
हिमालय	هیمالیا
राजमार्ग	بزرگراه
राजमार्ग	اتوبان
राजमार्ग	بزرگراه
पेड़	درخت
पेड़	درختی
पेड़	درخت
पेड़	درختان
पेड़	درختها
कैरियर	حرفه
कैरियर	شغل
कैरियर	فروز
कैरियर	حامل
इंच	اینچ
इंच	اینچ
डिजिटल	رقمی
डिजिटल	digital
डिजिटल	دیجیتالی
डिजिटल	دیجیتال
श्रेष्ठ	برتر
श्रेष्ठ	مافوق
निगम	کورپوریشن
आग	آتشسوزی
आग	آتش
आग	آتیش
चैम्पियनशिप	قهرمانی
शराब	الکل
शराब	شرابی
शराब	شراب
शराब	باده
पौधे	گیاهان
पौधे	گیاهی
पौधे	نیروگاه
पौधे	پلنت
पौधे	گیاه
जमीन	خشکی
जमीन	land
जमीन	سرزمین
जमीन	زمینی
खाने	خوردن
खाने	خوری
हाथों	دست
हाथों	دستهای
हाथों	دستان
बाज़ार	بازار
बाज़ार	بازارها
बाज़ार	بازارهای
बाज़ार	مارکت
बाज़ार	بازار
