коле	коле
подигање	підвищення
подигање	підняття
мак	mac
мак	мак
мак	mak
мак	мак
колона	колонка
колона	стовпчик
колона	колона
нијанси	відтінки
нијанси	тони
нијанси	відтінків
облаци	хмари
облаци	хмар
адамс	адамс
самоа	самоа
иновации	нововведення
иновации	інновації
топла	гаряча
топла	hot
топла	гарячий
топла	гаряче
топла	гарячі
топла	тепло
топла	теплі
топла	тепла
заинтересиран	цікавиться
заинтересиран	зацікавлений
заинтересиран	зацікавило
заинтересиран	цікаво
заинтересиран	цікавить
заинтересиран	цікавляться
спроведени	реалізовано
корпорации	корпоративному
корпорации	компаній
тропските	тропіках
спротивна	протилежність
спротивна	відміну
спротивна	протилежний
спротивна	навпаки
забави	вечірок
забави	вечірки
забави	партій
грло	горло
потсетува	нагадує
бизниси	підприємцям
бизниси	бізнесу
бизниси	компаніями
жорж	жорж
моќен	могутній
моќен	міць
моќен	могутні
моќен	потужний
моќен	потужно
воспоставена	встановлено
воспоставена	подальшому
воспоставена	заснований
зими	морози
пилот	pilot
пилот	пілот
линколн	лінкольн
вируси	вірусний
вируси	віруси
свесен	уважні
свесен	відомо
свесен	усвідомлює
криви	кривих
криви	криві
витез	лицар
печатени	надруковано
осигура	забезпечити
осигура	виставляти
искористување	експлуатація
рајх	рейх
рајх	рейху
додадена	додано
додадена	додані
семиња	насіння
браната	гребля
вагнер	вагнер
рејчел	рейчел
рејчел	рейчел
рамна	рівна
предвидено	передбачали
предвидено	передбачав
санчез	sanchez
санчез	санчес
извршувањето	виконання
декади	грунту
забранети	заборона
забранети	заборонено
забранети	заборонене
забранети	заборонений
забранети	заборонені
забранети	заборонено
забранети	заборонили
забранети	заборонене
преименувана	перейменовано
чудно	незручно
чудно	дивний
чудно	дивна
чудно	дивним
чудно	дивно
чудно	дивні
чудно	дивний
чудно	дивна
чудно	дивне
чудно	дивно
чудно	одд
чудно	дивно
чудно	дивним
писменост	грамотність
џефри	джеффрі
џефри	джеффрі
пијалоци	напої
тактика	тактика
тактика	тактика
кастро	кастро
одри	одрі
поплави	повені
поплави	повінь
поплави	повінь
поплави	потопу
тринидад	тринідад
архиепископот	архієпископ
архиепископот	митрополит
извоз	експортує
извоз	експорт
извоз	експорт
извоз	експортувати
благоевград	благоєвград
единбург	единбург
тесна	міцно
тесна	туго
багдад	багдада
доминираат	захоплюють
ката	ката
ката	поверхи
ката	поверхів
аризона	аризона
масла	фарбами
организирано	організована
организирано	організовані
класифицирани	оголошення
класифицирани	класифікованих
ривали	суперників
ривали	суперниками
советници	радники
лажни	фальшивий
лажни	підробка
опозицијата	протистояння
кук	готувати
кук	кухаря
кук	кук
кук	повар
кук	кухар
кук	кук
изработката	вибірка
полк	полк
полк	полк
лоара	луар
просторија	кімната
просторија	кімнату
моделите	шаблони
моделите	візерунки
соседи	сусіди
соседи	сусіди
струма	струма
неделно	щотижня
базирано	засновані
базирано	засновано
базирано	заснований
дамаск	дамаску
бруно	бруно
повторува	повторення
повторува	повторюється
хал	гал
черепот	череп
черепот	черепа
паѓаат	падає
паѓаат	падав
паѓаат	falling
плажи	пляжі
таблички	знаки
таблички	тарілки
делфин	дельфін
делфин	dolphin
делфин	дельфіни
делфин	дельфін
канцеларии	заклади
канцеларии	працевлаштування
одиграно	грали
одиграно	грала
одиграно	грав
инструкции	інструкція
инструкции	інструкції
инструкции	настанови
инструкции	вказівки
чувар	охоронцем
чувар	опікун
чувар	охорона
чувар	гвардія
подобрува	покращує
потешкотии	користь
потешкотии	складності
потешкотии	складність
потешкотии	труднощі
нотација	нотація
сончева	сонячний
сончева	сонячне
сончева	сонячні
сончева	сонячна
судиите	судді
судиите	суддів
судиите	refs
пречка	перешкоду
поинаков	different
поинаков	інше
поинаков	різні
поинаков	різних
поинаков	відмінні
клинички	клінічних
отворања	дебютів
вообичаени	звичний
вообичаени	звичайні
купува	купує
купува	купівля
измислени	уявні
измислени	вигадав
измислени	винайшов
измислени	вигаданий
измислени	фантастика
измислени	штучно
континентот	континенті
континентот	континент
континентот	континенту
ерп	ерп
фан	прихильник
фан	фан
фан	шанувальник
фан	шанувальників
фан	вентилятор
синовите	сини
алесандро	алессандро
еквивалент	еквівалент
придружува	супроводжувати
трчање	виконання
трчање	виконується
трчање	працює
трчање	біг
драматург	драматург
означен	позначено
означен	позначене
означен	відмічені
означен	позначені
роџерс	роджерс
духовен	духовні
бенџамин	бенджамін
лиги	льє
арт	арт
арт	мистецтво
арт	художня
рудник	копальня
рудник	моє
рудник	мій
рудник	міна
кажа	кая
минимална	мінімальна
минимална	мінімальний
минимална	мінімум
минимална	мінімально
минимална	мінімальне
минимална	мінімальна
минимална	мінімальне
минимална	мін
минимална	хв
реален	реалістична
чистење	очищення
самоил	самуель
самоил	семюел
елстер	ельстер
прованса	прованс
купувачот	покупець
купувачот	покупця
монарх	монарх
омилен	улюблене
омилен	улюблена
омилен	улюблений
омилен	улюблені
омилен	улюблений
омилен	улюблене
одразува	відбиті
одразува	відображає
тежи	важить
пресврт	крути
хармонија	гармонія
хармонија	harmony
жил	жуль
жил	жиль
портали	портала
едгар	едгар
обновено	оновлена
обновено	відновлено
минг	мін
грејс	благодать
грејс	милість
постол	пелла
стрипови	comics
стрипови	комікси
стрипови	комікс
заслуга	кредитний
заслуга	кредитна
заслуга	кредит
сајмон	симон
сајмон	сімон
сајмон	саймон
крие	ховає
крие	приховує
крие	ховався
крие	ховається
крие	приховування
сантјаго	сантьяго
губат	втрати
губат	втрачаємо
губат	програш
губат	втратити
губат	програти
дијалог	діалог
филипс	філліпс
картер	картер
елементот	елемент
елементот	елементом
елементот	елементи
нагло	різко
колумбо	колумб
тигри	тигри
самостоен	solo
самостоен	соло
умрела	помер
умрела	померла
терористи	терористи
терористи	терористів
парламентарни	парламентська
рој	рой
рој	руа
рој	рою
рој	рій
снабдување	постачання
снабдување	надати
стебло	дерево
стебло	ялинки
гази	газі
обвинети	звинувачував
обвинети	обвинувачений
обвинети	звинуватили
обвинети	звинуватив
бот	бот
војводите	герцогів
цска	цска
сакајќи	перемотування
сакајќи	створювали
феномени	явище
феномени	явища
затвори	закрити
затвори	близький
затвори	близько
затвори	близькі
затвори	закриття
затвори	закрита
затвори	закрито
затвори	закриті
затвори	зачинено
вакуум	вакуум
студентски	студентка
студентски	студентська
студентски	студент
братучед	кузен
фасада	фасад
земјоделско	аграрна
земјоделско	аграрний
присуствуваат	присутній
присуствуваат	присутнім
одигран	грали
одигран	грала
одигран	грав
особина	риса
спротивност	протилежність
спротивност	відміну
спротивност	протилежний
спротивност	навпаки
продуценти	продюсери
продуценти	виробники
орлеанс	орлеан
заминување	відправлення
заминување	виліт
миле	миля
фасо	фасо
образовен	освітня
образовен	навчальна
образовен	освітні
образовен	навчальних
клас	клас
сена	сена
сена	сенна
сена	сен
полови	стать
полови	статі
полови	гендерна
непријателот	ворог
повторување	повторення
повторување	повторення
повторување	повторювати
повторување	повторити
повторување	повторюю
повторување	повторення
вотсон	вотсон
научи	дізнатися
научи	вчити
научи	вчитись
научи	навчитися
пантелејмон	пантелеймона
тропска	тропічний
тропска	тропічні
серверот	сервер
серверот	сервера
релативна	відносно
релативна	відносна
релативна	відносний
томи	томмі
томи	томі
развивањето	проведення
развивањето	розробку
развивањето	розвиваються
процедури	заходи
процедури	процедури
духовни	духовні
безбедно	сейф
безбедно	безпечний
безбедно	безпечно
безбедно	безпечно
постигнато	переможно
постигнато	досягнуто
постигнато	досяг
намерата	намір
преостанатите	залишилося
преостанатите	залишилось
преостанатите	лишилось
велосипеди	велосипеди
велосипеди	велосипедів
велосипеди	велосипеди
велосипеди	байки
уставна	конституційний
уставна	конституційного
ископувања	excavations
монастир	монастір
олга	ольга
стандардно	типові
стандардно	типова
стандардно	типовий
стандардно	стандартний
стандардно	стандарт
стандардно	стандартна
стандардно	стандартне
американец	американський
американец	американець
американец	американські
американец	американська
американец	американської
домаќини	вузли
домаќини	сервери
одлучено	вирішили
одлучено	вирішив
одлучено	вирішила
контраст	контрастність
поен	рахунок
поен	результат
поен	оцінка
задачата	задачу
задачата	завдання
задачата	задачі
дијагноза	діагноз
дијагноза	діагностика
данлоп	данлоп
лоренцо	лоренцо
топки	кульки
топки	яйця
топки	кульок
тргување	торгова
тргување	торгівля
мој	копальня
мој	моє
мој	мій
мој	міна
испратена	надіслано
испратена	надіслані
туркменистан	туркменістану
гледачите	глядачів
гледачите	глядачі
гледачите	глядач
бизмарк	бісмарк
регулира	регулюють
регистрација	реєстрація
фатен	зловили
фатен	спіймав
фатен	полон
фатен	спіймав
фатен	захопили
фатен	захоплені
голдман	голдман
пожарот	спалах
хемичар	хімік
хрватскиот	хорватська
горица	гориця
транзиција	перехід
најмал	найменша
најмал	найменший
најмал	найменше
несреќи	нещасні
несреќи	аварійно
несреќи	аварій
апарати	техніка
апарати	прилади
винчи	вінчі
потешко	складніше
потешко	важче
верниците	віруючих
верниците	вірний
верниците	вірним
развојни	developmental
царица	імператриця
издавачки	видавництво
издавачки	оприлюднення
издавачки	публікацією
издавачки	публікація
издавачки	публікування
духовна	духовні
организаторите	організаторам
организаторите	організаторів
организаторите	організатори
балкан	півострова
балкан	балканський
слог	склад
придавки	прикметників
тенки	тонка
тенки	тонкі
тенки	тонкий
претворање	перетворення
топење	плавлення
топење	плавлення
странска	іноземних
странска	іноземні
странска	іноземний
глобална	глобальний
глобална	global
глобална	загальні
другар	товариш
другар	мате
другар	мат
другар	друже
непријателски	ворожих
спорови	суперечки
подароци	дарунки
подароци	подарунки
подароци	дарують
подароци	подарунки
кривично	кримінальні
кривично	кримінальний
кривично	кримінальне
кривично	злочинець
трендови	тренди
трендови	тенденції
комерцијална	комерційне
комерцијална	комерційного
комерцијална	комерційні
комерцијална	комерційна
комерцијална	комерційний
јоханес	йоганнес
билки	рослини
билки	заводи
билки	трав
консензус	консенсусу
лизинг	лізинг
буркина	буркіна
соломон	соломон
соломон	соломона
сликање	малювання
сликање	картина
сликање	живопис
миграција	міграція
миграција	міграції
откуп	викуп
освојувања	завоювання
освојувања	conquest
освојувања	підкорення
металика	metallica
вулкански	вулканічна
вулкански	vulcan
ферер	феррер
пристаништа	панелі
пристаништа	порти
дебелината	ожиріння
дик	дік
олимпик	олімпіади
олимпик	олімпійська
олимпик	олімпійський
олимпик	олімпійські
камерун	камеруну
нелсон	нельсон
лозја	виноградники
карев	германович
кандидатите	кандидатів
одвоени	окреме
одвоени	відокремити
камата	відсотки
камата	зацікавлення
камата	відсоткова
камата	інтерес
камата	вигода
ѓаволот	диявол
ѓаволот	біс
поморска	морський
дипломатија	дипломатія
пабло	пабло
свирел	грали
свирел	грала
свирел	грав
лесни	легка
лесни	легкі
лесни	легко
лесни	легке
единствени	унікальний
единствени	унікальне
единствени	унікальні
синатра	сінатра
вебер	вебер
вебер	веббер
деривати	похідні
бранител	захисник
инспирирани	натхненно
инспирирани	надихали
ураниум	урану
потешки	єгора
потешки	посилити
фебруари	лютому
фебруари	лютий
фебруари	лютого
аматерски	аматорського
аматерски	аматорський
аматерски	аматор
функционална	функціонування
функционална	функціональні
функционална	функціональна
ракети	ракет
ракети	ракети
ракети	ракет
штити	захищати
штити	захистити
штити	стараються
штити	захисти
штити	захищає
штити	захисту
емерсон	емерсон
пустина	пустелі
пустина	пустеля
хромозоми	хромосоми
основачи	засновники
основачи	засновників
тесен	міцно
тесен	туго
тесен	вузький
тесен	вузькі
приватно	приватно
приватно	несвідомо
приватно	приватні
приватно	приватна
приватно	особисте
приватно	приватний
интересен	цікавий
интересен	цікаво
интересен	цікаве
рагби	регбі
коен	коен
коен	кон
показател	індикатор
ќустендил	кюстендильська
кадри	представникам
кадри	кадри
кадри	блоки
кадри	рамки
кадри	кадрі
систематски	систематично
систематски	systematic
цвеќиња	квіти
скарлет	scarlet
скарлет	червоні
скарлет	скарлетт
дефинитивно	безперечно
дефинитивно	точно
дефинитивно	безумовно
размер	масштаб
размер	шкала
кратенка	скорочення
марин	марін
стапките	курси
стапките	швидкостей
појаси	ремені
појаси	пояси
колинс	коллінз
мочуришта	болота
ајдахо	айдахо
земјоделска	аграрна
земјоделска	аграрний
земјоделска	землеробства
централа	завод
централа	рослини
централа	садити
централа	рослина
централа	central
централа	центральний
централа	центральна
централа	відійти
централа	випуск
трага	стежка
трага	сліди
трага	траса
трага	траси
трага	трасування
трага	лід
трага	свинець
трага	ведучий
трага	ліда
дрес	форма
сериски	послідовний
сериски	серійний
албанска	албанська
зло	зла
зло	злом
зло	evil
зло	зло
зло	посуху
микроскоп	мікроскоп
оператори	оператори
ракописот	грамоти
ракописот	рукопис
датуми	дати
исчезнат	відсутній
исчезнат	сховався
исчезнат	пропаде
исчезнат	зникнути
исчезнат	зникають
сенегал	сенегалу
пинк	рожева
пинк	рожевий
запише	зареєструвати
запише	поступити
приоритет	priority
приоритет	пріоритет
науру	науру
заклетва	присягу
заклетва	присягнувся
хирургија	хірургія
бонд	бонд
ретка	рідкісна
ретка	рідкісні
ретка	рідкісний
ретка	рідкість
ретка	рідкісне
засолниште	укриття
засолниште	притулок
засолниште	святилище
засолниште	притулку
засолниште	притулок
влашка	волощина
реализам	реалізм
арамејски	арамейська
бургенланд	бургенланд
алфонсо	альфонсо
преведување	переклад
преведување	переклад
преведување	переклад
преведување	перекласти
преведување	перекладати
уво	слуху
уво	вухо
тесалија	фессалія
седи	sadie
седи	посади
седи	сісти
седи	сидіти
седи	тримаючи
седи	сідати
седи	сидячи
седи	сиджу
седи	сидить
флеминг	флемінг
изложување	експозиція
изложување	експозиції
калциум	кальцій
калциум	кальцію
тонови	тонів
римјани	римляни
римјани	роман
римјани	римлянам
фреска	фреско
марина	марина
марина	маріна
интелектуална	інтелектуальна
интелектуална	інтелектуальної
катастрофа	катастрофа
катастрофа	катастрофа
катастрофа	катастрофи
напаѓаат	атакує
напаѓаат	агресію
овозможувајќи	вмикання
овозможувајќи	увімкнення
наведените	вище
тед	ted
тед	тед
индустрии	industries
индустрии	галузі
индустрии	індустрії
пери	перрі
убави	прекрасні
убави	красивий
убави	красива
убави	красиві
константинов	константінов
терористите	терористи
терористите	терористів
призна	признався
заработка	прибуток
хем	ам
пиј	напої
пиј	пити
пиј	напій
версај	версаль
прост	прост
оценување	оцінювання
долини	долини
сузан	сюзанна
сузан	сьюзен
сели	саллі
третини	третин
монетарен	грошова
мед	сонечко
мед	мед
мед	голубе
јунак	герой
автобуси	автобуси
мексикански	мексиканська
мексикански	мексиканський
изненадување	здивувати
изненадување	здивування
изненадување	сюрприз
изненадување	несподіванка
дизајни	designs
миранда	міранда
патка	качки
патка	качка
ема	емма
застапеност	представлення
хомер	гомер
маја	мая
маја	майя
маја	мая
маја	майя
маја	мая
окленд	auckland
стипендија	стипендію
маски	масками
маски	маски
маски	масок
маски	масках
екстремитети	ніжками
екстремитети	кінцівки
екстремитети	кінцівок
седми	сьомому
седми	сьомий
седми	сьома
формална	формальні
формална	формальна
часовници	годинники
часовници	годинники
часовници	зацікавленість
часовници	спостерігає
тркала	колеса
бохемија	bohemia
победува	перемог
победува	посіла
победува	виграє
оптика	оптика
магнетни	магнітний
магнетни	магнітна
кантон	кантон
раководење	управління
раководење	менеджмент
раководење	керівництво
раководење	керування
случајна	випадкові
случајна	випадкове
случајна	випадковий
случајна	випадкова
случајна	випадкових
случајна	навмання
опиша	описано
опиша	описані
студена	холодні
студена	холодна
студена	холод
студена	холодно
студена	холодний
забранета	заборона
забранета	заборонено
забранета	заборонене
забранета	заборонений
забранета	заборонені
забранета	заборонено
забранета	заборонили
забранета	заборонене
афро	афро
доброволци	волонтери
доброволци	волонтерів
доброволци	добровольці
активист	активіст
погубен	виконано
терминологија	термінології
нуклеарно	ядерної
нуклеарно	ядерні
нуклеарно	ядерна
нуклеарно	ядерний
вулкани	вулканів
данте	данте
управител	губернатора
управител	губернатор
едвардс	едвардс
братислава	братислава
кристоф	крістоф
кристоф	кристоф
кристоф	крістоф
практични	практичні
практични	практичне
практични	практичний
практични	практична
глазгов	glasgow
истакнато	виділено
истакнато	обрані
референци	посилання
зоја	зоя
кент	кент
отпорност	витривалість
отпорност	опору
отпорност	опір
отпорност	пружність
мајорка	mallorca
хејс	гейз
невработеноста	безробіття
квалификува	рахується
илустрација	ілюстрація
илустрација	ілюстрації
аферата	справі
тесни	вузький
тесни	вузькі
вртење	лічильника
карактери	символів
карактери	персонажі
карактери	ієрогліфи
карактери	літери
карактери	символи
љубомир	любомир
прстите	пальцями
прстите	пальці
царства	realms
моќна	потужний
моќна	потужно
белешка	зауваження
белешка	примітки
белешка	зауважте
белешка	примітка
белешка	нота
стекнување	отримав
стекнување	отримання
ниче	ніцше
ганди	ганді
патниците	мешканці
литературна	літературна
литературна	літературні
литературна	літературний
долар	долар
секстант	секстант
тувалу	тувалу
седница	сеанс
седница	сесії
седница	сеансу
седница	сесія
сосем	зовсім
сосем	досить
задачите	завдання
задачите	задачі
подножје	підвал
полицајци	копи
полицајци	поліцейські
полицајци	поліцейських
полицајци	офіцери
полицајци	офіцерів
земање	веду
земање	взяти
земање	беру
водеше	побігли
водеше	побігла
водеше	пробіг
водеше	ран
водеше	біг
водеше	повів
водеше	led
водеше	лампочка
комунист	комуністичний
комунист	комуністична
повика	закликає
повика	закликав
повика	назвали
повика	викликала
повика	називається
повика	викликали
грубо	шалена
грубо	суворий
грубо	важкий
грубо	rough
анкара	анкара
мареј	мюррей
кривични	кримінальні
кривични	кримінальний
кривични	кримінальне
кривични	злочинець
хелен	гелен
хелен	хелен
електро	електро
повелба	хартія
крум	крум
добивањето	отримав
добивањето	отримання
генетика	генетика
достигнувајќи	нормальної
точната	точне
точната	точні
точната	точна
точната	точний
претходен	попереднє
претходен	попередні
претходен	попередній
претходен	попередня
анимиран	анімація
анимиран	анімаційний
анимиран	анімаційна
инчи	дюймів
инчи	дюйми
сајтови	сайти
сајтови	сайтів
сајтови	юнеско
сребрена	срібла
сребрена	срібло
сребрена	silver
сребрена	срібний
таџикистан	таджикистану
социјалистички	соціалістична
рамо	плече
рекламирање	реклама
алјаска	аляска
жлезда	залози
скорпија	скорпіон
бактериите	бактерії
цвет	квітки
цвет	квітка
селтик	кельтські
премини	міграційних
премини	коридорів
премини	проходів
семјуел	самуель
семјуел	семюел
демонстрации	продемонструвати
демонстрации	демонстрація
демонстрации	демонстрацію
демонстрации	демонстрацій
демонстрации	демонстрації
ахил	ахіллес
монаси	монахи
доволен	достатню
доволен	достатньо
дождови	дощі
хардвер	обладнання
хардвер	обладнанням
несогласувања	непорозумінь
несогласувања	розбіжності
факто	факто
штетни	шкідливі
штетни	шкідливий
ладење	охолодження
остар	гострий
остар	гострі
федерални	федеральний
руралните	сільське
руралните	сільська
управуван	добровільного
погребот	похорони
погребот	похорон
пронајдоци	техніки
натприродни	надприродне
моли	моллі
мтв	mtv
покрив	дах
чудо	диво
чудо	чудо
отсуството	відсутність
отсуството	відсутності
рајт	райт
матка	матки
матка	утробі
хрвати	хорвати
бунтовниците	повстанців
бунтовниците	повстанці
топологија	топологія
сличност	подібності
сличност	подібності
сличност	подібність
влажни	школярем
влажни	вологого
влажни	мокра
влажни	мокрий
прецизност	точність
прецизност	точність
лама	лама
автобиографија	автобіографія
муслиманско	мусульмани
муслиманско	мусульманин
лувр	лувр
шведскиот	шведська
страст	passion
страст	пристрасті
страст	пристрасть
словачки	словацька
срцева	серцевий
срцева	серцеві
споредено	порівняно
величини	розміри
муниција	снаряд
муниција	боєприпаси
муниција	боєприпасів
муниција	боєприпаси
муниција	боєприпаси
надминат	перевищує
надминат	побороти
надминат	подолати
зраците	проміння
зраците	промені
професионалци	спеціалістів
професионалци	професіонали
функционални	функціонування
функционални	функціональні
функционални	функціональна
размножуваат	розмножуються
конфигурација	конфігурація
конфигурација	налаштування
нашироко	широко
дует	дует
првичните	початкова
првичните	початковий
првичните	початкове
територијални	територіальних
бремена	вагітна
бремена	вагітності
бремена	вагітною
бремена	вагітні
тирана	тирана
сериозен	серйозне
сериозен	серйозно
сериозен	серйозні
сериозен	серйозна
сериозен	серйозний
точките	крапок
точките	крапки
испит	екзамен
хорор	жах
хорор	жахи
зрелост	погашення
тенка	тонка
тенка	тонкі
тенка	тонкий
древни	давніх
древни	стародавні
древни	давні
древни	стародавній
древни	давній
мајсен	майсен
хемијата	хімія
романтична	романтик
романтична	романтична
романтична	романтичний
романтична	романтичні
лео	лео
лео	лев
прогласувањето	оголошувати
мулти	multi
мирно	стабільний
мирно	рівно
мирно	спокійна
мирно	мирного
мирно	мирний
цивили	цивільних
планинарски	альпінізм
желби	побажання
желби	бажанням
желби	забаганки
утврден	встановлено
утврден	подальшому
утврден	заснований
мат	мет
мат	метт
мат	матовий
мат	mat
алтернативна	альтернативне
алтернативна	альтернативний
насилно	примусово
насилно	криваво
насилно	агресивних
насилно	жорстокі
насилно	жорстоке
свињи	свині
анимирани	анімація
анимирани	анімаційний
анимирани	анімаційна
корелација	кореляції
формација	формування
формација	зборі
опус	opus
ловец	мисливець
славни	знаменитостей
славни	знаменитості
екрани	екрани
екрани	екранах
потсдам	потсдам
длабок	глибока
длабок	deep
длабок	глибоко
длабок	глибокий
земјотреси	землетруси
покривот	дах
интересна	цікавий
интересна	цікаво
интересна	цікаве
сочувани	зберегла
сочувани	зберігав
виолина	скрипка
виолина	скрипці
пресуда	впевненості
пресуда	речення
пресуда	вирок
пресуда	вердикт
пресуда	суд
даб	dub
даб	дуб
дизајнирана	розроблена
дизајнирана	розробив
дизајнирана	розроблено
мајер	meier
мајер	маєр
мајер	меєр
мајер	маєр
пишан	писав
пишан	записано
пишан	написано
пишан	записані
чума	зараза
чума	чума
вокер	вокер
регистар	зареєструватись
регистар	зареєструвати
регистар	регістр
регистар	реєстрація
регистар	реєстр
проширен	збільшив
проширен	збільшено
проширен	широкий
готфрид	готтфрід
универзална	універсальна
универзална	universal
универзална	універсальний
присуствува	присутнім
фраза	фраза
фраза	фразу
обезбедени	надані
обезбедени	надано
обезбедени	захищені
делегат	делегат
делегат	уповноваженого
фото	світлину
фото	світлина
фото	світлині
фото	фото
грим	грімм
грим	похмурі
емилија	емілія
машко	чоловічий
машко	самець
машко	чоловічі
машко	чоловіча
перси	персі
противниците	опонентами
противниците	суперників
противниците	суперники
трон	трон
трон	tron
никарагва	нікарагуа
ликвидност	ліквідності
законодавство	законодавства
законодавство	законодавство
гота	гота
покажувајќи	показ
руанда	руанди
благодарност	подяку
благодарност	вдячність
благодарност	любителів
гласини	чутки
гласини	чуток
гласини	чутки
гласини	чутки
терени	курси
терени	місцевість
даноците	податки
мапа	карта
мапа	мапа
масакр	злочини
санто	санто
голи	голі
голи	медом
голи	голий
голи	naked
голи	необхідний
васко	васко
васко	васько
поединец	окремих
поединец	індивідуальна
поединец	індивідуальні
поединец	індивідуальне
поединец	окремі
поединец	індивідуальний
формални	формальні
формални	формальна
бизнисмен	бізнесмен
старт	запустити
старт	розпочати
старт	старт
старт	запускати
старт	початок
старт	почати
плутон	плутон
духовно	духовні
духовно	духовно
плочки	плитка
плочки	плиткою
плочки	плитку
плочки	плиток
плочки	плитки
оро	оро
укинување	піднімати
творец	творець
творец	автор
творец	створив
дука	дука
реге	реггі
одбиен	відкинуто
одбиен	відмовив
одбиен	відхилено
одбиен	випускають
одбиен	відмовлено
одбиен	заборонено
фотограф	фотограф
полноќ	опівночі
полноќ	північ
асен	асен
сомалија	сомалі
примарен	основний
примарен	основне
примарен	основна
покривање	покриття
алгоритам	алгоритм
вдовица	вдова
вдовица	вдови
преведува	переклад
преведува	переклад
преведува	перекласти
преведува	перекладати
преведува	перекладає
ефективно	ефективні
ефективно	ефективно
навики	звички
навики	звичок
галерии	галереях
галерии	галереї
контроверзии	спір
филипини	філіппіни
китови	кити
месје	мессьє
месје	месьє
напредни	додатковий
напредни	додаткові
напредни	додаткове
напредни	розширений
напредни	додатково
фергусон	фергюсон
партиски	вечірка
партиски	партії
партиски	вечірки
партиски	партія
партиски	party
партиски	партизан
новак	новак
јудаизмот	юдаїзм
магдебург	магдебург
потпишување	підписують
галаксијата	галактика
дива	дикі
дива	дикий
дива	wild
дива	диких
дива	diva
реклама	комерційне
реклама	комерційного
реклама	комерційні
реклама	комерційна
реклама	комерційний
маркус	маркус
маркус	маркус
глумеше	зірочкою
пензиски	пенсія
логор	табір
описи	описи
фрајбург	фрайбург
еднорог	єдиноріг
ерменски	вірменська
риболов	рибалку
риболов	рибалити
риболов	тунця
лестер	лестер
лестер	лестер
раствор	розчинника
раствор	розчин
раствор	вирішення
андреас	андреас
примаат	отримувати
разгледување	навігація
разгледување	навігацію
разгледување	перегляду
разгледување	екскурсії
ментално	психічний
ментално	психічно
ментално	душевно
ментално	розумово
поседувал	володів
претставуваше	представлено
прифаќањето	згодна
прифаќањето	прийняттям
маглини	туманностей
атлас	atlas
атлас	атлас
атлас	атлант
кандидатот	кандидат
мадона	мадонна
мон	мон
мон	мон
мон	mon
летаат	fly
летаат	літати
летаат	муха
летаат	лети
роналд	рональд
унгарците	угорці
шерлок	шерлок
кувајт	кувейт
работилници	семінари
грег	грег
грег	грегг
вујко	дядько
вујко	дядечко
вујко	дядя
додаден	додано
додаден	додані
затворање	закриття
затворање	замикання
затворање	закриття
отпуштен	звільнили
отпуштен	звільнений
отпуштен	звільнено
отпуштен	звільнив
отпуштен	звільнили
дерби	дербі
болтон	болтон
глаголски	граматична
мешаат	мікс
мешаат	суміші
мешаат	суміш
пелопонез	пелопоннес
кората	коб
прекината	перервано
синан	сінан
мирен	спокійний
мирен	спокій
мирен	спокійні
мирен	спокійна
мирен	мирного
мирен	мирний
баталјон	батальйон
рик	рік
индијанец	індійська
индијанец	індійський
ридовите	пагорби
одземање	відняти
одземање	віднімання
одземање	приступ
карневал	карнавал
танцување	танці
пан	пан
пан	випічки
литри	галон
литри	літри
литри	літрів
литри	літри
литри	літрів
литри	галонів
мислата	здалося
мислата	подумав
мислата	думав
мислата	думала
мислата	гадали
протерани	виселили
протерани	виключили
протерани	вигнав
кемпбел	кемпбелл
размислува	враховуючи
размислува	розглянути
толеранција	толерантність
настапила	надійні
настапила	славна
ромео	ромео
извозот	експортує
извозот	експорт
терор	жах
терор	терор
фински	фінська
статуи	статуї
делење	обмін
делење	поширення
златно	золотий
златно	голден
златно	золоті
златно	золоте
посветеност	рішучість
посветеност	характеру
посветеност	відданості
дневна	денний
дневна	денна
национализам	націоналізм
истакне	підсвічування
истакне	виділити
истакне	підкреслення
истакне	підкреслити
далај	далай
летање	польоту
влажност	вологість
потрошувачи	споживачів
бенедикт	бенедикт
загадување	забруднення
хрватите	хорвати
хајделберг	гайдельберг
харис	харіс
харис	гарріс
харис	харріс
христијанин	християни
христијанин	християнин
христијанин	крістіан
христијанин	християнський
христијанин	християнська
торп	торп
интензивно	інтенсивний
интензивно	інтенсивно
ричи	річі
ричи	річі
цврст	суцільна
цврст	твердий
цврст	суцільний
цврст	суцільне
цврст	витривалі
предавство	зради
предавство	зрада
предавство	зрада
тероризам	тероризм
анкета	опитування
анкета	опитування
кристал	ясні
кристал	кристал
џејми	джеймі
џејми	хайме
јарец	козеріг
убиваат	припинення
убиваат	вбити
убиваат	kill
благосостојба	процвітання
благосостојба	добробут
благосостојба	дотації
показатели	патентів
