மற்றும்	और
கால்பந்து	फुटबाल
கால்பந்து	फ़ुटबॉल
உடலில்	जिस्म
உடலில்	बॉडी
உடலில்	शरीर
உடலில்	देह
பக்க	पार्श्व
பக்க	तरफ
பக்க	पक्ष
சான்	चैन
சான்	chan
சான்	सान
சான்	सैन
உயரத்தில்	ऊंचाई
உயரத்தில்	ऊँचाई
அமிலம்	अम्ल
அமிலம்	एसिड
விண்டோஸ்	विंडोज़
விண்டோஸ்	खिड़कियाँ
கூட்டமைப்பு	फेडरेशन
கூட்டமைப்பு	संघ
கூட்டமைப்பு	परिसंघ
கூட்டமைப்பு	परिषद
கூட்டமைப்பு	कनफेडरेशन
தொழிலாளர்	श्रमिक
தொழிலாளர்	श्रम
தொழிலாளர்	मजदूर
விலங்குகள்	जानवर
விலங்குகள்	जानवरों
விலங்குகள்	पशु
மறு	अस्वीकार
மறு	मनाही
மறு	अस्वीकार
மறு	इनकार
மறு	अस्वीकार
மறு	अस्वीकृत
முடிவுகள்	परिणामों
முடிவுகள்	रिजल्ट
முடிவுகள்	परिणाम
மனிதன்	मनुष्य
மனிதன்	मानव
மனிதன்	इंसान
மனிதன்	पुरुष
மனிதன்	मनुष्य
மனிதன்	मैन
மனிதன்	आदमी
மனிதன்	इन्सान
மனிதன்	man
மாணவர்	विद्यार्थी
மாணவர்	student
மாணவர்	छात्र
பேசும்	बोलना
நோக்கம்	उद्देश्य
நோக்கம்	मिशन
கடந்து	गुजर
உருவாக்கி	जेनरेटर
உருவாக்கி	जनरेटर
உருவாக்கி	सृजनकर्ता
உருவாக்கி	निर्माता
உருவாக்கி	विकासकर्ता
உருவாக்கி	डेवलपर
ஒத்த	समान
பச்சை	हरित
பச்சை	हरी
பச்சை	हरा
பச்சை	ग्रीन
கரூர்	करूर
அலகு	यूनिट
அலகு	इकाई
அலகு	ईकाई
உள்நாட்டு	घरेलू
நகராட்சி	नगरपालिका
உறவு	रिश्ता
உறவு	सम्बन्ध
உறவு	संबंध
உறவு	रिश्ता
உறவு	रिश्ते
உறவு	संबन्ध
உறவு	संबंध
நூலகம்	लाइब्रेरी
நூலகம்	पुस्तकालय
நூலகம்	पुस्तकालयों
சண்டை	लड़ाई
சண்டை	युद्ध
சண்டை	बैटल
சண்டை	लड़
சண்டை	झगडा
சண்டை	लड़ाई
சண்டை	लड़ो
நிறம்	रंग
நிறம்	रंग
விமானம்	विमान
விமானம்	वायुयान
விமானம்	फ्लाइट
விமானம்	फ़्लाइट
விமானம்	उडान
விமானம்	उड़ान
விமானம்	विमान
விமானம்	वायुयान
பதில்	उत्तर
பதில்	जवाब
பதில்	जवाब
திருவிழா	त्यौहार
திருவிழா	त्योहार
திருவிழா	उत्सव
திருவிழா	फ़ेस्टिवल
திருவிழா	पर्व
திருவிழா	कार्निवाल
திருவிழா	कार्निवल
நான்காம்	चौथा
நான்காம்	चौथी
வெளியிடப்பட்ட	प्रकाशित
கூடாது	नही
கூடாது	नहीं
காலை	सुबह
காலை	सवेरा
காலை	morning
சமூகம்	सोसायटी
சமூகம்	समाज
சமூகம்	समुदाय
சமூகம்	जातियाँ
சமூகம்	सामाजिक
சமூகம்	सोशल
புற்றுநோய்	कर्क
புற்றுநோய்	कैंसर
புற்றுநோய்	कर्कट
சு	chu
சு	चू
ஆன்	ऐन
மெய்யியல்	दर्शन
மெய்யியல்	दर्शनशास्त्र
மெய்யியல்	धर्मनिरपेक्षता
மெய்யியல்	निष्ठा
மெய்யியல்	भक्ति
நாட்களில்	दिन
நாட்களில்	दिनों
பயணிகள்	यात्रियों
பயணிகள்	यात्री
அறுவை	सर्जरी
இணை	जुड़ें
இணை	जुड़ें
இணை	कनेक्ट
இணை	सहयोगी
இணை	एसोसिएट
இணை	संबद्ध
அழுத்தம்	दाब
அழுத்தம்	दबाव
அழுத்தம்	जोर
அழுத்தம்	संकुचन
அழுத்தம்	संपीडन
கல்லூரிகள்	कॉलेज
கல்லூரிகள்	कॉलेजों
மன்றம்	क्लब
மன்றம்	क्लबों
மன்றம்	मंत्रिपरिषद
மன்றம்	काउंसिल
மன்றம்	परिषद
மன்றம்	फोरम
மன்றம்	मंच
மன்றம்	फ़ोरम
இஸ்லாமிய	इस्लामिक
இஸ்லாமிய	इस्लामी
உண்மை	सच
உண்மை	सही
உண்மை	सच्चा
உண்மை	तथ्य
உண்மை	फैक्ट
உண்மை	सत्य
உண்மை	सच
உண்மை	सच्चाई
உண்மை	हकीकत
உண்மை	वास्तविकता
அவனது	उसकी
அவனது	उसका
அவனது	उसके
இத்தாலிய	इतालवी
இனங்கள்	प्रजातियां
இனங்கள்	प्रजाति
தலைவன்	प्रधान
தலைவன்	प्रमुख
தலைவன்	मुखिया
தலைவன்	मुख्य
நின்று	खड़ी
நின்று	खड़े
நின்று	खड़ा
டைம்ஸ்	बार
டைம்ஸ்	टाइम्स
பிரிட்டிஷ்	ब्रिटिश
பிரிட்டிஷ்	अंग्रेजों
நிகழ்ச்சிகள்	घटनाएँ
நிகழ்ச்சிகள்	ईवेंट
நிகழ்ச்சிகள்	कार्यक्रम
புதிதாக	नया
புதிதாக	नई
புதிதாக	फ्रेश
புதிதாக	ताजा
புதிதாக	ताज़ा
புதிதாக	भैस
வரைபடம்	नक्शा
வரைபடம்	मानचित्र
வரைபடம்	मैप
வரைபடம்	चार्ट
வரைபடம்	नक्शे
வரைபடம்	मानचित्र
தாவரங்கள்	पौधे
தண்ணீர்	वाटर
தண்ணீர்	पानी
தண்ணீர்	जल
கர்நாடக	कर्नाटक
விளையாட்டுகள்	गेम्स
விளையாட்டுகள்	गेम
விளையாட்டுகள்	खेल
விளையாட்டுகள்	क्रीड़ा
விளையாட்டுகள்	खेलकूद
விளையாட்டுகள்	स्पोर्ट्स
விளையாட்டுகள்	खेल
கட்டப்பட்டது	बनवाया
கட்டப்பட்டது	बनवाई
கட்டப்பட்டது	निर्मित
உள்	आंतरिक
உள்	आन्तरिक
உள்	आतंरिक
உள்	स्थानीय
உள்	लोकल
உள்	भीतरी
மொழிபெயர்ப்பு	अनुवाद
மொழிபெயர்ப்பு	अनुवाद
வின்	विन
விளையாட்டுக்கள்	गेम्स
விளையாட்டுக்கள்	गेम
விளையாட்டுக்கள்	खेल
விளையாட்டுக்கள்	क्रीड़ा
விளையாட்டுக்கள்	खेलकूद
விளையாட்டுக்கள்	स्पोर्ट्स
விளையாட்டுக்கள்	खेल
நிமிடங்கள்	मिनट
நிமிடங்கள்	मिनट
நிமிடங்கள்	मिनट्स
கருப்பு	काले
கருப்பு	काला
கருப்பு	ब्लैक
குறுகிய	छोटा
குறுகிய	छोटी
தொடங்கப்பட்டது	शुरू
தொடங்கப்பட்டது	प्रारंभ
நம்	हमारा
நம்	हमारे
நம்	हमारी
அரசர்கள்	राजाओं
அரசர்கள்	किंग्स
பொருளியல்	अर्थशास्त्र
பொருளியல்	किफायती
நிறைய	लोट
நிறைய	लॉट
கொடி	झंडा
கொடி	फ़्लैग
கொடி	ध्वज
எப்போதும்	हमेशा
எப்போதும்	सदा
எப்போதும்	कभी
எழுத்துக்கள்	लिपि
எழுத்துக்கள்	वर्णमाला
எழுத்துக்கள்	letters
எழுத்துக்கள்	अक्षर
எழுத்துக்கள்	किरदार
எழுத்துக்கள்	अक्षर
எழுத்துக்கள்	वर्ण
சுருக்கம்	पूर्वावलोकन
சுருக்கம்	सारांश
அரசாங்கம்	सरकार
அரசாங்கம்	सरकारी
திருச்சி	त्रिची
மாறி	चर
மாறி	परिवर्तनशील
மாறி	परिवर्तनीय
பாதை	पथ
பாதை	पाथ
வென்று	जीता
வென்று	जीते
வென்று	जीती
மாகாண	प्रांतीय
நாடகம்	नौटंकी
நாடகம்	ड्रामा
நாடகம்	नाटक
ஓவியம்	चित्रकारी
ஓவியம்	चित्रकला
ஓவியம்	चित्रकारों
ஓவியம்	पेंटिंग
இறந்த	मर
இறந்த	मुर्दे
உள்ளே	अन्दर
உள்ளே	भीतर
உள்ளே	अंदर
கோ	कोए
கூட்டணி	गठबंधन
அதிகாரப்பூர்வ	अधिकारी
அதிகாரப்பூர்வ	सरकारी
அதிகாரப்பூர்வ	आधिकारिक
அப்துல்	अब्दुल
செலவு	खर्च
செலவு	खर्च
சுழற்சி	परिक्रमण
சுழற்சி	घुमाव
சுழற்சி	घूर्णन
சுழற்சி	रोटेशन
சுழற்சி	सर्पिल
சுழற்சி	पाश
சுழற்சி	लूप
சுழற்சி	चक्र
சுழற்சி	साईकिल
மனம்	मन
மனம்	दिमाग
நோய்கள்	बीमारियाँ
நோய்கள்	रोगों
எளிதில்	आसान
அதிகாரம்	पावर
அதிகாரம்	शक्ति
தானே	ठाणे
நகைச்சுவை	हास्य
நகைச்சுவை	कॉमेडी
கணித	मैथ
கணித	maths
கணித	गणित
விநாயகர்	गणेश
விநாயகர்	गणेशजी
விநாயகர்	गणेश
சரி	ठीक
சரி	कुआँ
சரி	खैर
சரி	खूब
பக்கங்கள்	पृष्ठ
பக்கங்கள்	पेज
பக்கங்கள்	पन्ने
பக்கங்கள்	पृष्ठों
நீதிமன்றம்	कोर्ट
நீதிமன்றம்	न्यायालय
நீதிமன்றம்	अदालत
செயல்படும்	सक्रिय
செயல்படும்	क्रियाशील
அதிபர்	प्रदेशाध्यक्ष
அதிபர்	राष्ट्रपति
அதிபர்	अध्यक्ष
அலுவலர்	अधिकारी
அமைவிடம்	लोकेशन
அமைவிடம்	अवस्थिति
அமைவிடம்	स्थान
லீக்	लीग
லீக்	पिसी
நிர்வாகம்	प्रबंधन
நிர்வாகம்	प्रबन्धन
நிர்வாகம்	प्रशासन
நிர்வாகம்	प्रशासनिक
முறையை	विधि
ஆசியா	एशिया
ஓய்வு	मनोरंजन
ஓய்வு	संन्यास
ஓய்வு	सेवानिवृत्ति
ஓய்வு	रिटायरमेंट
ஓய்வு	आराम
ஓய்வு	रेस्ट
ஓய்வு	बाकी
தாக்கம்	प्रभाव
புரட்சி	क्रांति
புரட்சி	इंकलाब
புரட்சி	क्रान्ति
வலைத்தளம்	वेबसाइट
வலைத்தளம்	जालस्थल
போராட்டம்	विरोध
போராட்டம்	संघर्ष
போராட்டம்	आंदोलन
ஏதேனும்	कोई
நிறைவு	समाप्ति
நிறைவு	पूर्णता
நிறைவு	पूर्ण
நிறைவு	पूरा
நிறைவு	समाप्त
நிறைவு	पूर्ण
நிறைவு	पूरा
நடவடிக்கைகள்	उपक्रम
நடவடிக்கைகள்	गतिविधियाँ
நடவடிக்கைகள்	क्रियाएँ
கூகுள்	गूगल
கூகுள்	google
மரியா	मैरी
மரியா	मरियम
மரியா	मारिया
மரியா	मरिया
மலர்	फूल
மலர்	फ्लावर
மலர்	पुष्प
தலங்கள்	केदार
விரைவில்	जल्द
பாடகர்	singer
பாடகர்	गायक
பாடகர்	सिंगर
ஏற்பாடு	संगठित
ஏற்பாடு	व्यवस्थित
ஏற்பாடு	व्यवस्था
நிறைந்த	फुल
நிறைந்த	पूर्ण
நிறைந்த	पूरा
தர்மபுரி	धर्मपुरी
கட்டிடக்கலை	आर्किटेक्चर
கட்டிடக்கலை	वास्तु
கட்டிடக்கலை	वास्तुकला
ஆட்டம்	गेम
ஆட்டம்	खेल
ஆட்டம்	माचिस
ஆட்டம்	मिलाएँ
ஆட்டம்	मिलान
ஆட்டம்	मैच
மண்	मृदा
மண்	रेत
மண்	सैंड
மண்	बालू
குழுக்கள்	समूहों
குழுக்கள்	समूह
சூரியன்	सूरज
சூரியன்	रवि
சூரியன்	सन
சூரியன்	सूर्य
இந்திரா	इंदिरा
இந்திரா	इन्द्र
இந்திரா	इंद्र
தீ	फायर
தீ	अग्नि
தீ	आग
உருவாக்கிய	रचित
கடற்கரை	समुद्रतट
கடற்கரை	समुद्रतट
கடற்கரை	बीच
முற்றிலும்	एकदम
முற்றிலும்	बिलकुल
முற்றிலும்	बिल्कुल
இயக்கிய	निर्देशित
எடை	भार
எடை	वजन
எடை	वज़न
யின்	यिन
ஜனதா	janta
தொடர்ச்சியாக	लगातार
பெற்றோர்	परवरिश
பெற்றோர்	अभिभावक
பெற்றோர்	अभिभावक
பெற்றோர்	जनक
ஒற்றை	अकेला
ஒற்றை	एकल
ஒற்றை	single
ஒற்றை	सिंगल
அச்சு	धुरी
அச்சு	अक्ष
ஆஸ்திரேலியா	आस्ट्रेलिया
ஆஸ்திரேலியா	ऑस्ट्रेलिया
கட்டப்பட்ட	बनवाया
கட்டப்பட்ட	बनवाई
கட்டப்பட்ட	निर्मित
எனப்படுகிறது	प्रतिष्ठापना
கடவுளின்	देवताओं
கடவுளின்	अल्लाह
கடவுளின்	ईश्वर
கடவுளின்	भगवान
கடவுளின்	परमेश्वर
வீதம்	दर
வீதம்	रेट
வேளாண்மை	कृषि
ஐரோப்பா	यूरोप
ஐரோப்பா	यूरोपीय
முடியவில்லை	असफल
முடியவில்லை	विफल
எழுத	लिखे
எழுத	लिखें
அறிஞர்கள்	विद्वानों
புலவர்கள்	कवियों
பிரான்ஸ்	फ्रांस
பிரான்ஸ்	फ़्रांस
ஜெர்மனி	जर्मनी
கொண்டே	रखें
கொண்டே	रखना
பயன்படுத்தப்பட்டது	प्रयुक्त
விரிவான	विस्तृत
தலைநகரம்	राजधानी
தலைநகரம்	पूंजी
வட்டார	स्थानीय
வட்டார	लोकल
பிரபல	मशहूर
பிரபல	प्रसिद्ध
பார்வை	पहुँच
பார்வை	पहुँचें
பார்வை	देखें
பார்வை	दृश्य
தகுதி	पात्रता
தகுதி	काबिल
தகுதி	योग्यता
தகுதி	योग्य
பாகம்	हिस्से
பாகம்	हिस्सा
பாகம்	पार्ट
பாகம்	भाग
பாகம்	मॉड्यूल
பாகம்	मोड्यूल
மரபணு	जीन
எல்லை	सीमा
எல்லை	सीमांत
எல்லை	बार्डर
எல்லை	बॉर्डर
எல்லை	किनारा
எல்லை	सीमा
எல்லை	सीमा
எல்லை	दायरा
நடு	मध्य
வேறுபாடு	भिन्नता
வேறுபாடு	फर्क
வேறுபாடு	अंतर
வேறுபாடு	विरोध
வேறுபாடு	कंट्रास्ट
உறுப்பு	पद
உறுப்பு	अवयव
உறுப்பு	तत्व
நெடுஞ்சாலைகள்	राजमार्ग
நெடுஞ்சாலைகள்	राजमार्गों
மருத்துவர்	चिकित्सक
மருத்துவர்	doctor
மருத்துவர்	डाक्टर
மருத்துவர்	डॉक्टर
இடத்தை	जगह
இடத்தை	स्थान
இடத்தை	प्लेस
எதிர்த்து	खिलाफ
எதிர்த்து	विरुद्ध
எதிர்த்து	विरूद्ध
ஏற்ற	आरोह
ஏற்ற	माउंट
புதினம்	उपन्यास
புதினம்	अनोखा
இலக்கணம்	साहित्य
இலக்கணம்	व्याकरण
லண்டன்	लंदन
கோப்பை	ट्रॉफी
கோப்பை	मग
கோப்பை	कप
அலி	अली
வினை	reaction
வினை	अभिक्रिया
வினை	प्रतिक्रिया
கண்டி	कैंडी
உள்ளடக்கிய	समावेशी
வகுப்பு	कक्षा
வகுப்பு	वर्ग
வகுப்பு	क्लास
இறுதியாக	आखिरकार
பொருளாதாரம்	आर्थिक
பொருளாதாரம்	अर्थशास्त्र
பொருளாதாரம்	वित्तीय
பொருளாதாரம்	अर्थव्यवस्था
தவறான	गलत
தவறான	गलत
தவறான	ग़लत
உச்ச	सुप्रीम
உச்ச	सर्वोच्च
உச்ச	परम्
உச்ச	चरमोत्कर्ष
ஆப்பிரிக்க	अफ्रीकी
ஆப்பிரிக்க	अफ़्रीकी
முகம்மது	मोहम्मद
முக்கியமாக	मुख्यतः
முடிகிறது	समाप्ति
நடந்து	चलना
விளைவு	रिजल्ट
விளைவு	परिणाम
விளைவு	असर
விளைவு	प्रभाव
விளைவுகள்	प्रभाव
இத்தாலி	इटली
இணையத்தளம்	वेबसाइट
இணையத்தளம்	जालस्थल
உருவாக்கம்	रचना
உருவாக்கம்	सृजन
உருவாக்கம்	निर्माण
உருவாக்கம்	सृष्टि
அமைதி	शांति
அமைதி	सलाम
அமைதி	खामोश
அமைதி	चुप
அமைதி	मूक
அமைதி	शांत
ஐந்தாம்	पंचम
ஐந்தாம்	पाँचवा
ஐந்தாம்	पांचवा
ஐந்தாம்	पांचवां
வழக்கமான	रेगुलर
வழக்கமான	नियमित
நன்றாக	जुर्माना
நன்றாக	ठीक
கணேசன்	गणेशन
பண்பாட்டு	सांस्कृतिक
இருபது	बीस
பீட்டர்	पीटर
விஜய்	vijay
விஜய்	विजय
வேகம்	रफ्तार
வேகம்	गति
வேகம்	तीव्र
வேகம்	फास्ट
வேகம்	फ़ास्ट
வேகம்	तेज
வேகம்	तेज़
உளவியல்	मनोविज्ञान
சதவீதம்	प्रतिशत
சதவீதம்	प्रतिशत
மகா	महा
பாலியல்	यौन
அருங்காட்சியகம்	संग्रहालय
காட்டுகிறது	प्रर्दशित
புவி	पृथ्वी
புவி	धरती
மன	मानसिक
மன	दिमागी
சிவாஜி	शिवाजी
சிவாஜி	sivaji
இரும்பு	लोहा
இரும்பு	लोहे
இரும்பு	लौह
இரும்பு	आयरन
பழமையான	लीजेंड
பழமையான	किंवदंती
பழமையான	लेजेंड
பழமையான	क्लासिक
செயற்கை	सिंथेटिक
செயற்கை	कृत्रिम
நீதி	न्याय
நீதி	इंसाफ
முடிந்தது	पूर्ण
முடிந்தது	पूरा
முடிந்தது	समाप्त
முடிந்தது	सम्पन्न
முடிந்தது	समाप्त
முடிந்தது	सम्पन्न
முடிந்தது	किया
முறைமை	मोड
முறைமை	विधि
தண்டனை	पेनल्टी
தண்டனை	दंड
தண்டனை	सजा
தண்டனை	दंड
நாவல்	उपन्यास
நாவல்	अनोखा
ஜப்பான்	जापान
ஜப்பான்	जापानी
சந்திப்பு	मुलाकात
சந்திப்பு	नियुक्ति
சந்திப்பு	मीटिंग
சந்திப்பு	बैठक
சந்திப்பு	मिलें
நாயக்கர்	nayak
வாயு	गैस
ராபர்ட்	राबर्ट
ராபர்ட்	रॉबर्ट
வழிபாடு	पुजा
வழிபாடு	पूजा
வழிபாடு	उपासना
வழிபாடு	इबादत
சிங்கள	सिंहली
தொல்லியல்	पुरातत्व
தொல்லியல்	पुरातत्व
அறிவிக்கப்பட்டது	घोषित
கணக்கெடுப்பு	जनगणना
கணக்கெடுப்பு	जनसांख्यिकी
மனிதர்கள்	मनुष्यों
மனிதர்கள்	इंसानो
மலையாளம்	मलयालम
பரிமாற்றங்கள்	लेनदेन
பரிமாற்றங்கள்	ट्रांजेक्शन
அரங்கம்	थिएटर
அரங்கம்	स्टेडियम
அரங்கம்	ऑडिटोरियम
சூழலில்	वातावरण
சூழலில்	परिवेश
சூழலில்	एनवायरनमेंट
சூழலில்	पर्यावरण
மரங்கள்	वृक्ष
மரங்கள்	पेड़ों
மரங்கள்	पेड़
எடுத்துக்காட்டு	उदाहरण
மாதங்கள்	महीनों
மாதங்கள்	माह
மாதங்கள்	महीने
வடக்கே	उत्तर
தூரம்	दूरी
தூரம்	अलहदा
அவசியம்	आवश्यक
அவசியம்	जरूरी
மாநாடு	सम्मेलन
மாநாடு	समिट
மாநாடு	कन्वेंशन
மாநாடு	सम्मेलन
சொல்லும்	कहें
சொல்லும்	बोलो
சொல்லும்	कह
விலங்கு	जानवर
விலங்கு	पशु
விலங்கு	प्राणी
விலங்கு	एनिमल
தயாரிப்பாளர்	उत्पादक
தயாரிப்பாளர்	निर्माता
தயாரிப்பாளர்	उत्पादक
தயாரிப்பாளர்	निर्माता
படுகொலை	हत्या
படுகொலை	नरसंहार
அல்லாத	नॉन
அல்லாத	गैर
பூ	फूल
பூ	फ्लावर
பூ	पुष्प
பூ	बू
யானை	हाथी
வணிகம்	वाणिज्यिक
வணிகம்	व्यवसाय
வணிகம்	बिज़नेस
வணிகம்	दुकानदारी
வணிகம்	व्यापार
வணிகம்	कारोबार
வணிகம்	व्यापार
கல்	पत्थर
கல்	स्टोन
அமைந்திருக்கும்	स्थित
அமைந்திருக்கும்	स्तिथ
மண்டபம்	मंडपम
மண்டபம்	हॉल
இசையமைத்த	रचित
நூறு	सौ
பாலம்	ब्रिज
பாலம்	पुल
பாலம்	सेतु
சார்	sir
சார்	श्रीमान
சார்	साहब
சார்	महोदय
சார்	सर
சுற்றுச்சூழல்	वातावरण
சுற்றுச்சூழல்	परिवेश
சுற்றுச்சூழல்	एनवायरनमेंट
சுற்றுச்சூழல்	पर्यावरण
சுற்றுச்சூழல்	पर्यावरणीय
கல்வெட்டு	तख्ती
கல்வெட்டு	शिलालेख
தாயார்	maa
தாயார்	माँ
அதிகாரி	अधिकारी
அதிகாரி	सरकारी
அதிகாரி	आधिकारिक
அதிகாரி	अधिकारी
புள்ளிகள்	बिंदु
புள்ளிகள்	पॉइंट
புள்ளிகள்	अंक
புள்ளிகள்	अंक
புள்ளிகள்	स्कोर
வீட்டு	गृहस्थ
மைக்கேல்	माइकल
புத்தகம்	बुक
புத்தகம்	किताबे
புத்தகம்	पुस्तक
புத்தகம்	किताब
கட்டிடங்கள்	भवनों
கட்டிடங்கள்	भवन
கட்டிடங்கள்	इमारतें
மதம்	मजहब
மதம்	धर्म
ஈடுபாடு	engagement
ஈடுபாடு	सहभागिता
ஈடுபாடு	सगाई
ஈடுபாடு	भागीदारी
பள்ளிகள்	विद्यालय
பள்ளிகள்	स्कूल
பள்ளிகள்	स्कूलों
வீடியோ	विडियो
வீடியோ	video
வீடியோ	वीडियो
வெளியில்	बाहर
வெளியில்	आउट
விவரங்கள்	विवरण
புதுச்சேரி	पुदुचेरी
புதுச்சேரி	पांडिचेरी
பறவை	पंछी
பறவை	पक्षी
பறவை	चिड़िया
பறவை	बर्ड
பறவை	फिंच
எடுக்கப்பட்ட	लिया
பகுப்பாய்வு	विश्लेषण
பகுப்பாய்வு	analytics
பகுப்பாய்வு	विश्लेषण
சின்ன	चिन्ना
உடனடியாக	तुरन्त
உடனடியாக	फौरन
உடனடியாக	तुरंत
உடனடியாக	तत्काल
உடனடியாக	तुरन्त
வரையறை	परिभाषा
வரையறை	परिसीमक
இணையம்	इंटरनेट
இணையம்	इन्टरनेट
இணையம்	अंतरजाल
கடும்	भारी
எளிதாக	आसान
விசை	चाबी
விசை	कुंजी
அழகிய	सुंदर
அழகிய	सूंदर
அழகிய	ब्यूटीफुल
அழகிய	खूबसूरत
நாட்டை	वनवास
நாட்டை	निर्वासन
அழைக்கப்பட்டது	आमंत्रित
பொதுமக்கள்	नागरिकों
வேகமாக	तीव्र
வேகமாக	फास्ट
வேகமாக	फ़ास्ट
வேகமாக	तेज
வேகமாக	तेज़
மாற்றப்பட்டது	परिवर्तित
மாற்றப்பட்டது	बदला
மாற்றப்பட்டது	परिवर्तित
மாற்றப்பட்டது	संशोधित
மாற்றப்பட்டது	परिवर्धित
அட்டவணை	टेबल
அட்டவணை	मेज़
அட்டவணை	सारणी
அட்டவணை	तालिका
அட்டவணை	शेड्यूल
அட்டவணை	अनुसूची
தீர்வு	हल
தீர்வு	समाधान
மதிப்பீடு	दर्जा
மதிப்பீடு	रेटिंग
மதிப்பீடு	दरजा
அருகிலுள்ள	निकटवर्ती
அருகிலுள்ள	आसपास
அட்டை	जोंक
அட்டை	कार्ड
ஒருமுறை	एकबार
கிடைத்த	मिली
கிடைத்த	मिला
முன்பே	पहले
ராக்	शैल
ராக்	रॉक
ராக்	चट्टान
கட்டுப்பாடு	नियंत्रण
கட்டுப்பாடு	कंट्रोल
சோழர்	चोल
சோழர்	चोलों
சிக்கல்	मुद्दा
சிக்கல்	समस्या
சிக்கல்	समस्या
சிக்கல்	प्रॉब्लम
பழங்குடி	आदिवासी
பழங்குடி	जनजातीय
யூத	यहूदी
பொறுப்பு	ज़िम्मेदार
பொறுப்பு	उत्तरदायी
பொறுப்பு	जिम्मेदार
பொறுப்பு	देयता
பொறுப்பு	उत्तरदायित्व
பொறுப்பு	ज़िम्मेदारी
பொறுப்பு	जिम्मेदारी
நேர்	सकारात्मक
நேர்	धनात्मक
நேர்	सीधी
நேர்	सीधे
நேர்	सीधा
நேர்	मार्गदर्शन
ஷா	शा
ஷா	शाह
ஷா	शॉ
நடுவில்	मध्य
ஜெர்மன்	जर्मन
ஜெர்மன்	जर्मनी
ஜெர்மன்	व्याकरण
நபர்	व्यक्ति
கிருஷ்ணன்	कृष्णन
ஐந்தாவது	पंचम
ஐந்தாவது	पाँचवा
ஐந்தாவது	पांचवा
ஐந்தாவது	पांचवां
வெப்பம்	गर्मी
வெப்பம்	गरमी
வெப்பம்	हीट
வெப்பம்	ऊष्मा
ராஜ்	raj
ராஜ்	राज
பெருமை	गौरव
பெருமை	अभिमान
பெருமை	गर्व
பாடசாலை	विद्यालय
பாடசாலை	school
பாடசாலை	स्कूल
சா	cha
சா	चा
சா	शाह
தங்க	सोने
தங்க	सोना
தங்க	गोल्ड
தங்க	स्वर्ण
தங்க	सुनहरा
ஜோசப்	जोसफ
ஜோசப்	यूसुफ
ஜோசப்	जोसेफ
நாடாளுமன்றம்	संसद
நாடாளுமன்றம்	लोकसभा
நாடாளுமன்றம்	पार्लियामेंट
கூட்டம்	सभा
கூட்டம்	महफ़िल
கூட்டம்	मीटिंग
கூட்டம்	बैठक
கூட்டம்	भीड़
கூட்டம்	भीड
அலை	लहरों
அலை	लहरें
அலை	तरंग
அலை	लहर
அலை	वेव
இந்தியன்	भारतीय
ஆசிரியர்கள்	शिक्षकों
ஆசிரியர்கள்	शिक्षक
ஆசிரியர்கள்	रचयिता
ஆசிரியர்கள்	लेखक
இலண்டன்	लंदन
பந்து	गेंद
பந்து	बॉल
சாதி	जाति
ஆறுகள்	नहरें
ஆறுகள்	नदियाँ
வென்றது	जीता
வென்றது	जीते
வென்றது	जीती
சிவ	शिव
சிவ	शिवपुराण
சிவ	shiv
சன்	सूरज
சன்	रवि
சன்	सन
சன்	सूर्य
கலிபோர்னியா	कैलिफोर्निया
கலிபோர்னியா	कैलिफ़ोर्निया
தத்துவம்	कहावत
தத்துவம்	दर्शन
தத்துவம்	दर्शनशास्त्र
இரா	ira
அதிகாரிகள்	अधिकारी
அதிகாரிகள்	अधिकारीयों
அதிகாரிகள்	अधिकारियों
மருந்துகள்	ड्रग्स
மருந்துகள்	दवाएँ
சென்	चेन
சென்	सेन
சிக்கலான	आलोचनात्मक
சிக்கலான	क्रिटिकल
சிக்கலான	महत्वपूर्ण
சிக்கலான	गंभीर
சிக்கலான	नाजुक
சாதனை	रिकॉर्ड
சாதனை	रेकार्ड
சாதனை	रिकार्ड
சாதனை	उपलब्धियाँ
சாதனை	उपलब्धि
அடுக்கு	स्लॉट
அடுக்கு	लेयर
அடுக்கு	परत
பின்னாளில்	बाद
இசுலாம்	इस्लाम
இசுலாம்	islam
மேரி	मैरी
மேரி	मरियम
சோடியம்	सोडियम
பல்	डेंटल
பல்	दन्त
பல்	दंत
பல்	दाँत
விரைவாக	त्वरित
விரைவாக	क्विक
விரைவாக	जल्दी
விரைவாக	तीव्र
விரைவாக	फास्ट
விரைவாக	फ़ास्ट
விரைவாக	तेज
விரைவாக	तेज़
விரைவாக	जल्दी
பண்புகள்	गुण
பண்புகள்	गुण
கலந்த	मिश्रित
பருவம்	मौसम
பருவம்	ऋतु
பருவம்	parva
பொருள்கள்	बातों
பொருள்கள்	चीजें
பொருள்கள்	चीज़ें
பொருள்கள்	बातें
பொருள்கள்	बाते
பொருள்கள்	प्रसंग
பொருள்கள்	थीम
பொருள்கள்	विषयवस्तु
பொருள்கள்	वस्तु
பொருள்கள்	ऑब्जेक्ट
பொருள்கள்	वस्तुएँ
பொருள்கள்	आइटम
பொருள்கள்	वस्तुएँ
பொருள்கள்	मद
பொருள்கள்	वस्तुएं
அடைந்து	पहुंचा
அடைந்து	पहुँचे
பரப்பு	सतह
பரப்பு	क्षेत्र
பரப்பு	क्षेत्रफल
