ஈறு	歯茎
டேட்டிங்	出会い
டேட்டிங்	交際
வோ	おっ
வோ	woh
கணித்தல்	計算
சாரல்	にわか
சாரல்	シャワー
ஆன்மிகம்	スピリチュアリティ
ஆன்மிகம்	スピリチュアル
சூப்பர்மேன்	スーパーマン
இரட்டையர்கள்	双子
கலப்பினம்	薄める
சீனியர்	先輩
சீனியர்	上級
வலைகள்	ネット
ராமாயணம்	ラーマーヤナ
வசிப்பவர்கள்	住民
அழகில்	可愛
யூடியூப்	youtube
பேராசை	欲張り
பேன்	シラミ
சாக்கர்	サッカー
வழங்குபவர்	ホスト
சுத்தமாக	クリーン
சுத்தமாக	きれい
சிப்பி	牡蠣
சிப்பி	カキ
சிப்பி	オイスター
சாதம்	ご飯
சாதம்	ライス
ஆம்ஸ்டர்டாம்	アムステルダム
பக்கிங்காம்	バッキンガム
மெக்சிகன்	メキシコ
மெக்சிகன்	メキシカン
ஆட்ரி	オードリー
வருடி	スキャナー
வருடி	スキャナ
ஒலிம்பியா	オリンピア
ரோமியோ	ロミオ
ரோமியோ	ロメオ
பின்னொட்டு	サフィックス
பேசு	トーク
பேசு	喋る
பேசு	speak
கிண்டல்	皮肉
கிண்டல்	からかう
படைப்பாளி	作家
படைப்பாளி	著者
படைப்பாளி	作者
பார்ட்டி	パーティ
பார்ட்டி	パーティー
ஹீத்	ヒース
இழிவு	恥辱
சில்வியா	シルビア
கசப்பு	苦い
கசப்பு	ビター
ஷீலா	シェイラ
கில்ட்	ギルド
தோர்	トール
பிரதிபலிப்பு	反射
பிரதிபலிப்பு	リフレクション
சுறுசுறுப்பான	エネルギッシュ
பிராடா	プラダ
மென்மையாக	そっと
அமரும்	座る
அமரும்	sit
கடவுளே	omg
குறிப்பிடவும்	言及
குறிப்பிடவும்	指定
கிளின்டன்	クリントン
க்ரூஸ்	クルス
ஹோட்டல்கள்	ホテル
ஹோட்டல்கள்	hotels
அஇஅதிமுக	aiadmk
பழக்கவழக்கங்கள்	習慣
பழக்கவழக்கங்கள்	習慣
டகோட்டா	ダコタ
ஆச்சி	アーチー
இனிப்புகள்	スイーツ
இனிப்புகள்	お菓子
இனிப்புகள்	デザート
இனிப்புகள்	デザート
டார்லிங்	ダーリン
டார்லிங்	ダーリング
புளிப்பு	酸っぱい
புளிப்பு	すっぱい
புளிப்பு	サワー
தூரன்	デュラン
ஸ்ரீமதி	smt
எலும்புக்கூடு	スケルトン
எலும்புக்கூடு	骨格
யுரேனஸ்	天王星
எதற்கு	なぜ
எதற்கு	why
பிராணவாயு	酸素
பின்னூட்டம்	フィードバック
புகழுக்கு	人気
இனிமை	スウィート
இனிமை	甘い
இனிமை	甘味
கைல்	カイル
தலைமுடி	ヘアー
தலைமுடி	髪の毛
தலைமுடி	ヘア
தலைமுடி	毛髪
சாளரங்கள்	windows
ஆசையை	欲望
பென்சில்	鉛筆
பென்சில்	ペンシル
அனுபவத்தில்	エクスペリエンス
அனுபவத்தில்	体験
அனுபவத்தில்	経験
ஹிட்	hit
ஹிட்	ヒット
கண்டறியவும்	探検
கண்டறியவும்	発見
சினை	魚卵
செயலலிதா	不釣合
மனது	mind
மனது	マインド
மௌனம்	サイレンス
மௌனம்	無音
மௌனம்	沈黙
தர்க்கம்	申し立て
இளைஞர்களின்	青年
இளைஞர்களின்	若者
இளைஞர்களின்	ユース
இளைஞர்களின்	青春
கருவணு	受精卵
மகரந்தம்	花粉
அனு	アヌ
மின்னஞ்சலை	メールアドレス
மின்னஞ்சலை	メール
மிரர்	ミラー
புடாபெஸ்ட்	ブダペスト
நானி	ナニ
இணைக்கப்படுகிறது	接続
செலின்	セリーヌ
அமிர்தம்	アムリタ
செல்லுபடியாகும்	有効
விதவை	未亡人
ஹிந்த்	ハインド
டிடி	ティティ
குவியல்	パイル
ஸ்லாம்	スラム
பாலைவனங்கள்	砂漠
உண்ணுதல்	食べる
காந்தம்	磁石
காந்தம்	マグネット
காதலர்கள்	恋人
எமில்	エミル
ஆரவாரம்	応援
மழலையர்	幼稚園
சதை	肉体
மிகப்பெரியது	少佐
மிகப்பெரியது	メジャー
மிகப்பெரியது	専攻
மிருகம்	野獣
மிருகம்	ビースト
சாச்ஸ்	ザックス
குடிக்க	飲み物
குடிக்க	ドリンク
குடிக்க	飲む
தலைமையை	リーダーシップ
நிகர்	ニジェール
ஒத்திகை	リハーサル
ஒத்திகை	オーディション
தனுசு	サジタリウス
நிக்சன்	ニクソン
வழங்கு	募金
வழங்கு	寄付
ஹிக்ஸ்	ヒックス
டியோ	ディオ
டிரம்ஸ்	ドラム
டிரம்ஸ்	太鼓
ரியான்	ライアン
சீற்றம்	アウトレイジ
இன்ஸ்பெக்டர்	検査官
அச்சுறுத்தல்கள்	脅威
அச்சுறுத்தல்கள்	威嚇
அச்சுறுத்தல்கள்	脅迫
தொப்பிகள்	帽子
முதலாளித்துவம்	資本主義
முன்னறிவிப்பு	予報
முன்னறிவிப்பு	予測
சென்னின்	仙人
விவரிப்பு	説明
விவரிப்பு	解説
ஏமாற்று	カンニング
ஏமாற்று	浮気
கஞ்சி	おかゆ
நம்பிக்கைகளை	希望
படைவீரர்	退役軍人
பணவாட்டம்	デフレ
இண்டியம்	インジウム
மதிப்புரை	レビュー
மதிப்புரை	審査
படுகாயம்	怪我
குமிழி	バブル
நிறைவான	充実
இடைமுகப்பு	インターフェース
இடைமுகப்பு	インタフェース
அல்டிமேட்	アルティメット
அகங்காரம்	エゴ
பாலே	バレエ
தங்குமிடம்	シェルター
தங்குமிடம்	避難所
தங்குமிடம்	住居
தங்குமிடம்	居所
தங்குமிடம்	宿泊
கோச்	コーチ
கோச்	コーチング
ரூத்	ルース
வெண்ணிலா	バニラ
சோப்பு	石けん
சோப்பு	石鹸
சோப்பு	ソープ
சோப்பு	soap
ஜங்	ユング
உணர்ச்சிகளை	感情
கசாட்	カサット
பாதுகாப்பானது	セーフ
பாதுகாப்பானது	金庫
பாதுகாப்பானது	安全
பாதுகாப்பானது	セキュア
டிக்கின்சன்	ディキンソン
மந்தமான	鈍い
வேகாஸ்	vegas
வேகாஸ்	ベガス
கொடுமையான	恐ろしい
அடா	エイダ
அடா	ada
அல்பர்ட்	アルベルト
அல்பர்ட்	アルバート
டார்ஜிலிங்	ダージリン
நை	ナイ
கள்ளி	サボテン
ஊக்க	インセンティブ
ஹோம்ஸ்	ホームズ
இட்ரியம்	イットリウム
எதிர்பார்க்கும்	expect
ஷாங்காய்	上海市
ஷாங்காய்	上海
பூச்சிக்கொல்லி	農薬
நல்லொழுக்கம்	美徳
தெலூரியம்	テルル
வாராந்திர	毎週
வாராந்திர	週間
வாராந்திர	週刊
வாராந்திர	ウィークリー
பெர்னாண்டஸ்	フェルナンデス
பெர்னாண்டஸ்	フェルナンデス
பிடல்	フィデル
ஆபத்தானது	危険
ஆயுர்வேதம்	アーユルヴェーダ
படுக்கைகள்	ベッド
ஆக்ஷன்	アクション
காட்டன்	木綿
காட்டன்	コットン
டியூக்	公爵
டியூக்	デューク
பட்டாயா	パタヤ
எப்படியோ	なんとなく
எப்படியோ	とにかく
பிரிய	休憩
பிரிய	ブレーク
பிரிய	区切り
தொடர்புக்கு	コンタクト
உதை	キック
அழைக்கிறது	コーリング
மிரட்டல்	脅迫
மிரட்டல்	恐喝
சேம்பியன்	チャンピオン
நெம்புகோல்	レバー
திட்டமிடுதல்	日程
திட்டமிடுதல்	スケジュール
ஸ்பைஸ்	香辛料
ஸ்பைஸ்	スパイス
ஆலா	アラ
மெக்ஸிகோ	メキシコ
மெல்லிசை	メロディ
மெல்லிசை	メロディー
இடியாப்ப	スパゲティ
இடியாப்ப	スパゲッティ
தேக்கரண்டி	小さじ
தேக்கரண்டி	tsp
பரம்	param
குறிப்புரை	コメント
குறிப்புரை	内容
மகிழ்ச்சியை	ハピネス
மகிழ்ச்சியை	幸福
மகிழ்ச்சியை	幸せ
சம்மர்	summer
சம்மர்	サマー
அதிகாரப்பூர்வமற்ற	非公式
எமிரேட்ஸ்	エミレーツ
ஜம்ப்	ジャンプ
ஸ்டேடியம்	スタジアム
அச்சுப்பொறி	プリンタ
அச்சுப்பொறி	プリンター
காயமடைந்த	負傷
கார்லோஸ்	カルロス
தாடி	ひげ
திவால்	破産
திவால்	倒産
நிரப்ப	埋める
பரிஸ்	教区
உளவுத்துறை	知能
தெஹ்ரான்	テヘラン
ஹார்வி	ハービー
ஹார்வி	ハーヴィー
ஹார்வி	ハーヴェイ
பங்குதாரர்	パートナー
புனைப்பெயர்	愛称
புனைப்பெயர்	ニックネーム
ஆற்றும்	治る
ஆற்றும்	治す
ஆற்றும்	ヒール
நினைத்தேன்	思考
டைரி	日記
இடைநீக்கம்	休止
இடைநீக்கம்	サスペンション
கிரீன்விச்	グリニッジ
பேல்	ベール
முர்ரே	マレー
உள்வரும்	着信
உள்வரும்	受信
சவால்கள்	課題
சவால்கள்	チャレンジ
சவால்கள்	挑戦
ஹேக்	ハッキング
ரேஞ்சர்	レインジャー
கீட்டோன்	ケトン
எஞ்சி	アンジー
பட்டமளிப்பு	招集
பல்கேரிய	variant
செல்பேசி	モバイル
காரட்	カラット
கூலும்	クーロン
இணைப்பைப்	リンク
சியான்	シアン
பதிலை	回答
பதிலை	答え
பதிலை	答弁
எளிதானது	イージー
எளிதானது	易しい
எளிதானது	やさしい
எளிதானது	簡単
நேயம்	人類
பட்டாசு	花火
பட்டாசு	爆竹
ஜாவாஸ்கிரிப்ட்	javascript
மேடிசன்	マディソン
மலச்சிக்கல்	便秘
மனிதநேயம்	フィランソロピー
மனிதநேயம்	人類
மெக்	メグ
மெக்	メック
உடைந்தது	壊れた
பரோக்	バロック
பித்து	マニア
யோசனைகள்	アイデア
யோசனைகள்	アイディア
செல்லாத	有効
செல்லாத	無効
காலின்ஸ்	コリンズ
பிசாவு	ビサウ
பயங்கரவாதம்	テロリズム
பயங்கரவாதம்	テロ
தேதிகள்	日付
அர்ப்பணிப்பு	献身
அர்ப்பணிப்பு	奉納
அர்ப்பணிப்பு	コミットメント
அர்ப்பணிப்பு	収容
வேகமானது	速い
வேகமானது	高速
காம்பு	乳首
முட்டாள்	愚か者
முட்டாள்	フール
முட்டாள்	バカ
முட்டாள்	馬鹿
முட்டாள்	バカ
ஸ்டுவர்ட்	スチュアート
ஸ்டுவர்ட்	ステュアート
ரிச்மண்ட்	リッチモンド
அழகிகள்	美人
அழகிகள்	美女
போதனைகளை	説教
வாக்கியங்கள்	フレーズ
காளைகள்	ブルズ
புறாக்கள்	ハト
ஜென்னி	ジェニー
ரோட்டரி	ロータリー
கூர்மை	形状
கூர்மை	シェイプ
கூர்மை	シャープ
கூர்மை	鋭い
விறைப்பு	凝り
ரூபிள்	ルーブル
டைனமிக்	ダイナミック
கர்ப்பம்	妊娠
டேப்	テープ
போரிஸ்	ボリス
ஏமன்	イエメン
விடியல்	明け方
விடியல்	夜明け
விடியல்	ドーン
சிற்றாலயம்	チャペル
அறியாமை	無知
பிக்சல்கள்	ピクセル
மீவியற்பியல்	形而上学
உதவியாளர்கள்	助っ人
ஆஸ்பிரின்	アスピリン
அன்டோனியோ	アントニオ
சமையலறை	キッチン
சமையலறை	台所
ஆலிஸ்	アリス
விழிப்பு	覚醒
ஈவான்ஸ்	エヴァンス
ஈவான்ஸ்	エヴァンズ
ஈவான்ஸ்	エバンス
ஹோவர்ட்	ハワード
அடம்	アダム
தாளங்கள்	ビーツ
ரெனால்ட்ஸ்	レイノルズ
நீக்கு	削除
நீக்கு	取り除く
நீக்கு	削除
கணுக்கால்	足首
அணுகலாம்	アクセス
கிரீம்	クリーム
வில்லா	ヴィッラ
வில்லா	ヴィラ
சிறப்பம்சங்கள்	見どころ
சிறப்பம்சங்கள்	ハイライト
வலைப்பதிவர்	blogger
வலைப்பதிவர்	ブロガー
சூட்	スーツ
சூட்	背広
ஈஸ்ட்வுட்	イーストウッド
பத்திரமாக	セーフ
பத்திரமாக	金庫
பத்திரமாக	安全
வக்கீல்	弁護士
நயாகரா	ナイアガラ
ஐக்கியம்	ユナイテッド
ஐக்கியம்	統一
தெரிந்தவர்கள்	知り合い
தெரிந்தவர்கள்	知人
தெரிந்தவர்கள்	知り合い
தெரிந்தவர்கள்	知人
எப்படிக்	how
டோபி	トビー
பிஷப்	ビショップ
பிரிட்டோரியா	プレトリア
வைரங்கள்	ダイヤモンド
மனிதாபிமான	人道的
மனிதாபிமான	人道
அதிகாரிகளிடம்	当局
ஃபோன்	電話機
உளவாளி	刑事
தம்பதிகளின்	カップル
குழந்தைகளிடம்	子供
ராகு	ラーフ
ஊக்கி	触媒
இணைக்கவும்	コネクト
இணைக்கவும்	接続
சாக்லேட்	チョコレート
டோண்ட்	たくましさ
வம்சாவளி	系譜
ஹியூக்ஸ்	ヒューズ
அற்புதங்கள்	奇跡
அற்புதங்கள்	驚異
சிட்டு	ガラ
மாமி	mami
மாமி	まみ
அமெச்சூர்	アマチュア
லிண்டா	linda
லிண்டா	リンダ
மெகாபைட்	メガバイト
பாலகுமாரன்	バクー
ஹிரோஷிமா	広島
ட்ரூ	ドリュー
பிளாசா	プラザ
நாற்காலிகள்	椅子
பூனா	プネー
மம்மி	ミイラ
மயங்கும்	夕暮れ
பழக்கங்கள்	習慣
பரீட்சை	試験
பிணி	病気
தாமரைப்	ハス
தாமரைப்	ロータス
உப்சாலா	ウプサラ
விவசாயத்திற்கு	農業
டாக்ஸி	タクシー
தியானத்தில்	瞑想
தொலைந்த	ロスト
ஜோயல்	ジョエル
தலைமுறைகள்	世代
தலைமுறைகள்	generations
மொனாக்கோ	モナコ
சீர்கேடு	退廃
தாதா	ダダ
பலவீனமாக	クラクラ
வித்தியாசமாக	異なる
சத்திரியர்	クシャトリヤ
கிரிகோரி	グレゴリー
மேடம்	マダム
மேடம்	mam
கிளாட்	クロード
வேண்டுகோள்கள்	リクエスト
கறை	しみ
கறை	シミ
நோம்	nom
காமிரா	カメラ
பெலாரஸ்	ベラルーシ
கார்னர்	コーナー
புருண்டி	ブルンジ
ஆயில்	石油
ஆயில்	オイル
மண்ணீரல்	脾臓
திரிதடையம்	トランジスタ
நினைவைப்	メモリ
நினைவைப்	メモリー
நினைவைப்	記憶
குணங்களை	資質
கொலையாளி	暗殺
விவியன்	ヴィヴィアン
லூ	ルー
சீமா	ヤマメ
கிரீடம்	クラウン
விரலை	フィンガー
திரையரங்கம்	劇場
திரையரங்கம்	シアター
திரையரங்கம்	演劇
திரையரங்கம்	演劇
திரையரங்கம்	劇場
கிளிண்டன்	クリントン
திரில்லர்	スリラー
பட்டகம்	クラブ
ரேச்சல்	レイチェル
நடிப்பது	射撃
டெட்ரா	テトラ
கமாண்டோ	コマンドー
ஆழமற்ற	浅い
ஆழமற்ற	浅瀬
நமோ	南無
ஏடிஎம்	atm
கராச்சியில்	カラチ
அன்பை	ラヴ
அன்பை	ラブ
தோடு	イヤリング
கியர்	歯車
கியர்	ギア
சேர்மன்	会長
சேர்மன்	議長
மார்பகம்	乳房
மார்பகம்	母乳
கருத்தரங்கு	カンファレンス
கருத்தரங்கு	会議
கருத்தரங்கு	セミナー
கைப்பாவை	パペット
ஆர்க்கிமிடீஸ்	アルキメデス
ரூம்	部屋
ரூம்	ルーム
பாரோ	バロー
ரெக்ஸ்	レックス
ஜூல்ஸ்	ジュール
கழிவறை	トイレ
கழிவறை	便器
கழிவறை	洗面所
கரப்பான்	ゴキブリ
பட்டியலிடப்பட்டுள்ள	上場
மோனோ	モノ
தட்டுப்பாடு	不足
விண்ணப்பங்கள்	アプリケーション
எடின்பர்க்	エディンバラ
பியரி	ピエール
முன்தோற்றம்	概要
முன்தோற்றம்	概観
முன்தோற்றம்	プレビュー
ரால்ப்	ラルフ
குண்டலினி	クンダリニー
சாலி	サリー
வெர்னர்	ヴェルナー
சுடு	シュート
வனுவாட்டு	バヌアツ
திரும்புகிறது	繰り返し
சிபிஎம்	cbm
ஆண்ட்ரியா	アンドレア
கேமரூன்	カメルーン
கோல்ப்	ゴルフ
வேட்டைக்காரன்	狩人
வேட்டைக்காரன்	ハンター
வேட்டைக்காரன்	ニムロド
சேஸ்	チェイス
ஒப்பீடுகள்	比較
ஸ்கோர்	スコア
ஸ்கோர்	得点
கலெக்டர்	コレクター
பெளத்தம்	仏教徒
பெளத்தம்	仏教
கலோரி	カロリー
அடுப்பில்	オーブン
மினசோட்டா	ミネソタ
சிக்ஃபிரைட்	ジークフリート
பலூன்	風船
பலூன்	気球
பேத்தி	孫娘
செலினியம்	セレン
புரூக்ளின்	ブルックリン
கூடாரம்	テント
தூதர்கள்	使徒
சாட்சியம்	証言
பயனுள்ளது	役に立つ
கான்கிரீட்	コンクリート
புதுப்பிப்பு	アップデート
புதுப்பிப்பு	更新
தோல்விகள்	失敗
அழ	クライ
அழ	泣く
அழ	泣き
சலவை	洗濯
சலவை	洗浄
சலவை	洗濯
சலவை	ランドリー
பெப்சி	ペプシ
டைட்டானியம்	チタン
பிரபஞ்சத்தில்	宇宙
ஐவி	ツタ
ஐவி	アイビー
சோபா	ソファ
சோபா	ソファー
ஒற்றைப்படை	オッド
ஒற்றைப்படை	奇数
வாடா	配達
வாடா	配送
வாடா	配信
வாடா	デリバリー
அண்டார்க்டிக்	南極
நுண்செயலி	マイクロプロセッサ
ஓட்டல்	ホテル
பாஸ்டர்	牧師
லூசி	ルーシー
கோஸ்டா	コスタ
வளங்களும்	達成
சீசெல்சு	セーシェル
விசேஷ	スペシャル
எரேமியா	ジェレマイア
விளக்கவும்	説明
உதிரி	スペア
துவாலு	ツバル
பெருவிரல்	親指
மிர்	ミール
நெட்வொர்க்குகள்	ネットワーク
ஓதி	朗読
அலெக்	アレク
அலெக்	アレック
முடிவற்ற	未完成
செஸ்	cess
விரிசல்	クラッキング
ஓஹியோ	オハイオ
கடனாக	貸す
நவக்கிரகம்	九曜
காளான்கள்	キノコ
காளான்கள்	きのこ
காளான்கள்	マッシュルーム
பைத்தியம்	クレイジー
பைத்தியம்	マッド
பைத்தியம்	mad
கடவுச்சீட்டு	パスポート
கடவுச்சீட்டு	旅券
ஆயத்த	風習
ஆயத்த	カスタム
யாரால்	who
ஜெபர்சன்	ジェファーソン
கொக்கி	フック
டயமண்ட்	ダイヤモンド
டயமண்ட்	ダイアモンド
கர்மம்	ヘック
சார்ஜ்	チャージ
சார்ஜ்	課金
சார்ஜ்	充電
சார்ஜ்	チャージ
சார்ஜ்	充電
கொதிக்கும்	茹でる
மாவீரர்கள்	ナイツ
மாவீரர்கள்	騎士
வேடிக்கையான	面白い
சந்தேகங்கள்	疑念
சேற்றில்	マッド
ஒடியா	オリヤー
கிஸ்	キス
கிஸ்	kiss
கிஸ்	接吻
மூடு	閉じる
மூடு	クローズ
கருத்தரங்கம்	セミナー
கருத்தரங்கம்	コンベンション
கருத்தரங்கம்	大会
ஈதர்நெட்	イーサネット
பாடலைக்	歌曲
பாடலைக்	ソング
பெருமம்	マクシマ
யூத்	青年
யூத்	若者
யூத்	ユース
யூத்	青春
முளைத்தல்	発芽
மதுபானம்	バーテンダー
மதுபானம்	アルコール
வாரந்தோறும்	毎週
வாரந்தோறும்	週間
வாரந்தோறும்	週刊
வாரந்தோறும்	ウィークリー
பட்டதாரிகள்	卒業生
வர்ணங்கள்	塗料
வர்ணங்கள்	絵の具
லாயிட்	ロイド
நீருக்கடியில்	水中
கலக்கம்	ディザ
பிரீட்ரிக்	フリードリヒ
பிரீட்ரிக்	フリードリッヒ
சட்டைகள்	シャツ
வெஸ்லி	ウェズリー
வழிகாட்டிகள்	ガイド
குளிக்க	シャワー
சாக்கடை	フィルス
சாக்கடை	下水
உலாவிகள்	ブラウザー
நாசரேத்து	ナザレ
வானளாவி	摩天楼
நண்பர்களே	みんな
நண்பர்களே	友だち
நண்பர்களே	友達
திருத்திக்	改革
திருத்திக்	革新
திருத்திக்	リフォーム
மனப்பாடம்	暗記
ஓசுமியம்	オスミウム
யூனுஸ்	ユーヌス
மரகதம்	エメラルド
எல்லையற்ற	インフィニット
டேனியல்ஸ்	ダニエルズ
அன்சாரி	ansari
ஆலோ	アロエ
சேகரிப்புகள்	コレクション
சேகரிப்புகள்	コレクション
ரெஜினால்ட்	レジナルド
ஆயிஷா	アイーシャ
வலைப்பூக்கள்	ブログ
குடும்பத்தார்	家族
குறியாக	キーン
உரி	uri
ஹாப்கின்ஸ்	ホプキンス
மல்டி	マルチ
ஊனுண்ணித்	肉食動物
உருவவியல்	形態
கருத்துக்களில்	コメント
இரட்டிப்பு	ダブル
இரட்டிப்பு	二重
வரைப்படம்	ダイアグラム
சாத்தியக்கூறு	確率
நெகாரா	negara
உடைப்பு	速報
மனதைக்	mind
மனதைக்	マインド
மூச்சை	ブレス
பகுத்தறிதல்	推論
பேய்கள்	ゴースト
பேய்கள்	悪霊
ஆலோசகர்கள்	コンサルタント
ஆலோசகர்கள்	カウンセラー
சோகை	貧血
ரென்	ren
ஹார்மோன்கள்	ホルモン
கடப்பு	推移
பெய்ன்	ペイン
செண்ட்	香り
கணையம்	膵臓
புனரமைப்பு	再建
லயனல்	ライオネル
மறுபிறப்பு	リバース
மறுபிறப்பு	転生
கவசங்கள்	コーツ
ரிப்பன்	リボン
வேடமிட்டு	変装
விருந்தினர்கள்	ゲスト
ரைடர்	ライダー
பிரி	分ける
பிரி	分割
பிரி	スプリット
டைரக்ட்	ダイレクト
தொடரியல்	逐次
தொடரியல்	シーケンシャル
தொடரியல்	構文
மல்டிமீடியா	マルチメディア
விளையாடுபவர்கள்	選手
விளையாடுபவர்கள்	プレイヤー
இயலாதது	スピード
ஜுவான்	フアン
கரண்டி	スプーン
சுத்தி	ハンマー
சுத்தி	ハマー
அலங்காரங்கள்	装飾
அலங்காரங்கள்	デコレーション
அலங்காரங்கள்	フィルタ
அலங்காரங்கள்	フィルター
அமைக்கிறது	集合
அமைக்கிறது	セット
நடத்துகிறார்	ホスティング
நடத்துகிறார்	主催
நூலகர்	司書
லோடி	ローディ
மார்கஸ்	マルクス
மார்கஸ்	マーカス
தீபா	deepa
கைப்பந்து	バレーボール
முண்டா	ムンダ
பரிகாரம்	救済
திட்டப்பணி	プロジェクト
டயல்	ダイアル
டயல்	ダイヤル
மோனா	モナ
வினைல்	ビニール
வாங்கவும்	買う
வாங்கவும்	購入
கைப்பிடி	ハンドル
செதுக்கிய	トリミング
இடஒதுக்கீடு	予約
இடஒதுக்கீடு	留保
இடஒதுக்கீடு	予約
ஜியா	ジア
ஜியா	ジア
கசப்பான	苦い
கசப்பான	ビター
மரணமும்	瀕死
மின்னஞ்சல்கள்	メール
கருத்துக்கணிப்பு	アンケート
கருத்துக்கணிப்பு	調査
கருத்துக்கணிப்பு	アンケート
கானான்	カナン
ஊடு	ジグザグ
ஊடு	透明
கொடுங்கள்	与える
கொடுங்கள்	give
தடிமனான	厚い
தடிமனான	太い
லென்ஸ்	レンズ
எக்ஸ்போ	エキスポ
வாங்குபவர்	バイヤー
வாங்குபவர்	買い手
ஹூட்	フード
ஹூட்	ボンネット
சாகசங்கள்	冒険
கரடு	ラフ
கரடு	乱暴
சுவடு	トレース
இன்னிங்ஸ்	イニング
ஒலிபெருக்கி	スピーカー
ஒலிபெருக்கி	スピーカー
ஒலிபெருக்கி	話し手
ஒலிபெருக்கி	議長
பெட்டகம்	容器
பெட்டகம்	コンテナ
செனட்டர்	議員
சூடாக	熱い
சூடாக	ホット
சூடாக	暑い
வெளியீட்டுக்	出版
வெளியீட்டுக்	パブリッシング
கண்களும்	アイズ
இவா	eva
இவா	エヴァ
செயல்படுத்தப்பட்டது	有効
கைவினை	工芸
கைவினை	クラフト
ஓரினச்சேர்க்கை	同性愛
ஓரினச்சேர்க்கை	ゲイ
படிக்காத	未読
சீட்டுகள்	ラベル
புரோ	プロ
புரோ	pro
மேய	放牧
பரிமாறும்	給仕
கொசோவோ	コソボ
வெளியிடப்படாத	非公開
விற்கவும்	売る
தாய்நாடு	家路
அபாயங்கள்	リスク
குவிப்பு	焦点
குவிப்பு	フォーカス
நண்பரே	友人
நண்பரே	友だち
நண்பரே	フレンド
நண்பரே	友達
டிரக்	トラック
அழுது	泣く
சூது	賭け事
சூது	ギャンブル
சூது	賭博
கூந்தலில்	ヘアー
கூந்தலில்	髪の毛
கூந்தலில்	ヘア
கூந்தலில்	毛髪
ருசி	美味
ருசி	おいしい
ருசி	美味しい
நாளம்	血管
குறுக்கீடுகள்	割り込み
ஜீன்ஸ்	ジーンズ
விடைகள்	結果
அம்பா	ampa
ஏமி	エミー
டால்பின்	ドルフィン
டால்பின்	イルカ
அர்த்தங்கள்	意味
கமில்	カミル
அசிட்டோன்	アセトン
நோர்டிக்	ノルディック
சௌ	チャウ
சௌ	チャウチャウ
ரஹீம்	ラヒム
ரஹீம்	ラヒーム
பசியின்மை	食欲
போர்ட்டர்	ポーター
நீந்தி	泳ぐ
நீந்தி	水泳
நீந்தி	泳ぎ
வலிகள்	痛み
வலிகள்	疼痛
வலிகள்	ペイン
கேக்	ケーキ
நிற்கிறார்	スタンディング
யூதேயா	ユダヤ
சுயவிவரம்	プロフィール
சுயவிவரம்	プロファイル
ஸ்விஸ்	スイス
ஆட்டோகேட்	autocad
பாங்	ホウ
பாங்	ボング
ஆமிர்	アーミル
போர்ச்சுகல்	ポルトガル
சாப	dont
மார்லன்	マーロン
ரமலான்	ラマダーン
கிரெய்க்	クレイグ
சிறந்தவை	最高
சிறந்தவை	ベスト
சிறந்தவை	best
துடிக்கும்	鼓動
லிஞ்ச்	リンチ
உடையை	服装
உடையை	衣装
டிரம்மர்	ドラマー
சாகசம்	アドベンチャー
சாகசம்	冒険
மண்டையோடு	頭蓋骨
அச்சுகள்	座標
பழச்சாறு	ジュース
சரம்	ストリング
பகடி	パロディ
முடக்கு	無効
முடக்கு	オフ
முடக்கு	ミュート
மால்ட்	麦芽
பொருத்துதல்	マッチング
பித்தப்பை	胆嚢
சலங்கை	サガラ
சலங்கை	相良
சலங்கை	相楽
ஸ்பைக்	スパイク
எசேக்கியேல்	エゼキエル
குதிக்கும்	バウンス
குளோரியா	グロリア
இயல்புநிலை	デフォルト
பூட்	ブート
பூட்	ブーツ
ஆய்வறிக்கை	テーゼ
ஆய்வறிக்கை	論文
பெய்ரூட்	ベイルート
குளியலறை	風呂
குளியலறை	浴室
குளியலறை	トイレ
படைப்பாற்றல்	創造性
படைப்பாற்றல்	創造力
மியா	mia
மியா	ミア
நன்கொடைகள்	募金
நன்கொடைகள்	寄付
மெத்தை	マットレス
லியு	レウ
ரிஸ்	ris
அழுக்கு	汚い
அழுக்கு	ダーティ
அழுக்கு	ダーティー
சாய்ந்து	インクライン
செவ்வி	シボレー
பந்த்	パント
பச்சையம்	クロロフィル
ஊரடங்கு	門限
பேதை	雑草
முட்டி	ひざ
மேலோடு	クラスト
வகுப்பறை	教室
மகலன்	マゼラン
அழைத்தல்	コーリング
ரிமோட்	リモート
டெங்கு	デング熱
மூடநம்பிக்கை	迷信
சீஸ்	チーズ
உள்ளமை	内部
நல்லிணக்க	和睦
நல்லிணக்க	和解
இசுப்புட்னிக்	スプートニク
நிக்கோலா	ニコラ
வழங்குவோர்	プロバイダ
வழங்குவோர்	プロバイダ
வழங்குவோர்	プロバイダー
சக்ரா	チャクラ
சிட்டகாங்	チッタゴン
செங்கற்கள்	れんが
செங்கற்கள்	レンガ
செங்கற்கள்	煉瓦
கண்புரை	白内障
ஏர்ல்	アール
மார்க்கெட்டிங்	マーケティング
கன்பூசியம்	儒教
பதிலடி	報復
ராண்டி	ランディ
ஒஸ்லோ	オスロ
தியோ	セオ
தியோ	テオ
மயானம்	墓地
ஃபிஷர்	フィッシャー
வடித்த	彫刻
வடித்த	彫刻家
கவனி	時計
கவனி	腕時計
கவனி	通知
கவனி	聴く
ஒன்றுமில்லை	なし
