年	рік
出口	виходи
地震	землетрус
地震	землетруси
關於	приблизно
關於	інфо
關於	про
關於	щодо
高速公路	шосе
高速公路	доріг
高速公路	шосе
產品	добуток
產品	продукт
產品	товар
產品	продукція
產品	виріб
產品	вироби
產品	продукти
條約	договорах
條約	договори
條約	договір
條約	договору
助理	помічники
助理	помічника
助理	помічник
助理	допоміжні
畫	paint
畫	фарба
畫	малювати
畫	фарби
畫	намалювати
畫	малювати
畫	роздати
畫	нічия
畫	малювання
畫	картина
畫	живопис
舞	танці
舞	танцюй
舞	танець
舞	танцювальна
舞	танок
舞	танці
荷蘭	нідерланди
荷蘭	нідерландах
荷蘭	нідерландів
獸	звір
汽車	автомобілем
汽車	машина
汽車	авто
汽車	автомобіль
汽車	автомобілі
汽車	тачки
宏	макросів
避免	ховався
避免	уникнути
避免	уникайте
避免	уникати
命令	команд
命令	команди
命令	наказую
命令	командний
命令	команда
命令	замовити
命令	ордер
命令	наказ
命令	порядок
命令	замовлення
遠	far
遠	далека
遠	далекий
遠	далеко
結構	структури
結構	структур
結構	конструкції
結構	архітектура
結構	структура
結構	структури
結構	структурні
結構	споруди
埃及	єгипту
埃及	єгипет
埃及	єгипті
字母	абетка
字母	письмо
字母	алфавіт
字母	листи
字母	літер
字母	літери
字母	лист
字母	літера
字母	листі
大陸	continental
大陸	материка
大陸	континенті
大陸	континент
大陸	континенту
大陸	континенти
可可	коко
可可	какао
海岸	берега
海岸	берег
海岸	узбережжя
海岸	берег
水平	горизонтально
水平	горизонтальний
水平	горизонтальна
水平	горизонтальне
水平	горизонтально
輝	fai
輝	фай
輝	юї
墨西哥	мексики
墨西哥	мексиці
墨西哥	мексика
都市	метрополіс
學習	вчиться
學習	навчається
學習	навчання
學習	вивчення
學習	навчання
學習	навчання
學習	дізнатися
學習	вчити
學習	вчитись
學習	навчитися
賴	лай
阮	нгуєн
阮	нгуєн
阮	жуань
動	пересунути
動	хід
動	перемістити
動	пересування
樂團	band
樂團	гурт
樂團	оркестр
樂團	orchestra
那些	ті
那些	тих
那些	тими
材料	снайперська
材料	матеріал
材料	матеріали
材料	матеріали
以後	згодом
以後	пізніше
以後	потому
士兵	солдат
士兵	вояки
士兵	солдати
士兵	солдатам
容易	легка
容易	легкі
容易	легко
容易	легке
魔法	чарівна
魔法	магія
魔法	magic
彼得	петро
彼得	пітер
大阪	осака
茶	tea
茶	чаю
茶	чай
孩子	дитя
孩子	дитяче
孩子	дитяча
孩子	дитина
孩子	нащадок
代理	агент
代理	во
代理	заступник
代理	акторська
代理	діяти
代理	проксі
組合	поєднання
組合	комбінація
組合	мікс
組合	суміші
組合	суміш
正常	звичайна
正常	нормальний
正常	нормальні
正常	звичайний
正常	звичайне
北京市	пекін
王子	принц
王子	принца
王子	князь
模型	models
模型	моделі
模型	моделей
模型	модель
模型	моделі
夜	ночі
夜	ночей
夜	ночі
夜	ніч
乘客	пасажир
乘客	пасажири
乘客	пасажирів
錦標賽	турнір
錦標賽	турніри
錦標賽	турнірів
錦標賽	чемпіонський
錦標賽	чемпіонат
禁止	заборонити
禁止	заборону
禁止	заблокувати
禁止	бан
禁止	заборона
禁止	заборонено
禁止	заборонене
禁止	заборонений
禁止	заборонені
禁止	заборонено
禁止	заборони
禁止	заборона
重播	відтворити
重播	повтор
重播	повторити
重播	програвання
重播	відтворення
宣傳	пропаганда
巨大	величезна
巨大	величезний
巨大	величезні
同樣	взаємно
克拉	каратів
蛇	змія
蛇	змії
蛇	змій
蛇	змії
紫	фіолетовий
紫	бузкова
週	тиждень
完整	повна
完整	повний
完整	повне
完整	завершене
完整	завершити
完整	повний
完整	завершення
完整	завершений
爆	вибух
上市	списки
上市	зазначив
上市	перелічені
上市	зазначає
上市	переліку
德里	делі
森林	лісова
森林	ліс
森林	ліси
森林	лісах
森林	лісами
介紹	знайомтесь
介紹	вступ
介紹	презентацію
介紹	презентації
介紹	презентація
白色	білий
白色	біла
白色	біле
白色	білі
白色	вайт
晚上	вечір
晚上	вечірня
晚上	вечірній
晚上	ночі
晚上	ніч
國王	кінг
國王	король
國王	цар
袁	юань
耳	слуху
耳	вухо
耳	вуха
改變	зміна
改變	зміна
改變	change
改變	змінити
廣場	квадратний
廣場	площа
廣場	квадрат
廣場	площа
廣場	plaza
廣場	плаза
市民	громадяни
市民	громадян
市民	громадянам
市民	житель
市民	громадянин
樹	дерево
樹	ялинки
樹	дерев
樹	дерева
大西洋	атлантичний
大西洋	атлантична
大西洋	atlantic
聯邦	федеральний
聯邦	федерація
聯邦	конфедерація
土耳其	туреччина
酸	гірка
酸	кислоти
酸	кислота
酸	кислоти
董事	директорів
外交	дипломатичних
外交	дипломатія
夫人	пані
公斤	кілограми
公斤	кілограмів
公斤	грамів
公斤	кілограм
公斤	кіло
效果	ефект
效果	ефекти
說明	опис
資格	кваліфікація
連續	послідовних
連續	підряд
連續	послідовними
連續	продовження
連續	континуум
晚	запізнюється
晚	пізно
晚	запізно
輪	кермо
輪	колесо
輪	колеса
輪	кругла
輪	круглий
輪	round
輪	раунд
記錄	запис
記錄	записати
記錄	записувати
記錄	рекорд
記錄	запис
記錄	рекорди
記錄	records
記錄	платівки
作戰	combat
作戰	бійця
作戰	комбат
作戰	бойове
寫	записати
寫	напишіть
寫	пишіть
寫	виписати
寫	написати
寫	написання
寫	запис
寫	писати
寫	запису
鹿	олень
鹿	олені
鹿	оленя
地理	географічні
地理	географічне
地理	географія
姜	побачиш
姜	кан
姜	цзян
姜	джинджер
最近	недавно
最近	нещодавно
最近	недавні
最近	нещодавні
網頁	сайті
網頁	сайт
秘密	таємний
秘密	секретний
秘密	таємна
秘密	таємниця
秘密	таємно
變	зміна
變	change
變	змінити
人大	npc
開放	відкритість
開放	відкрити
開放	відкрита
開放	відкрито
開放	відкриті
開放	відкритий
主持人	модератор
主持人	вузол
主持人	ведуча
移民	іммігранти
移民	еміграція
移民	мігрантів
移民	імміграція
移民	міграція
移民	міграції
運輸	транспорт
運輸	транспортування
運輸	перевезення
運輸	транспорт
運輸	пересилання
背	back
背	назад
背	ззаду
背	повернулася
背	спина
第八	восьмий
姚	яо
大小	розміри
大小	розмір
演唱會	концерт
演唱會	концерти
錫	шапочка
習性	звички
習性	звичок
頂	згори
頂	вгорі
頂	топ
頂	верхній
頂	найпопулярніші
頂	зверху
柏林	берлін
三個	три
三個	втрьох
三個	трійка
今天	сьогодні
符	амулет
親	поцілунок
親	kiss
兒子	сина
兒子	сину
兒子	син
骨	кістки
骨	кісточки
骨	кістка
加州	каліфорнію
加州	california
加州	каліфорнія
人口普查	перепис
戰役	battle
戰役	битва
戰役	бій
電台	радіо
電台	рації
墓	могила
墓	гробниця
墓	господній
墓	могили
墓	могили
墓	могила
墓	могилу
北方	північна
北方	норт
北方	північний
北方	північ
北方	північна
北方	північний
北方	північне
活躍	активна
活躍	активні
活躍	активне
活躍	активним
活躍	активний
星期一	понеділок
業務	бізнес
業務	справа
業務	ділова
業務	business
業務	діловий
射	shoot
射	стріляти
射	стріляй
前身	попередник
啟	кай
極	полярна
極	полярний
極	надзвичайно
野	дикі
野	дикий
野	wild
野	диких
投資	інвестувати
投資	інвестування
投資	інвестувати
投資	вкласти
投資	інвестиції
投資	інвестицій
投資	інвестиції
投資	вкладень
海洋	океани
海洋	океан
類型	жанр
類型	типу
類型	тип
類型	типи
機會	шанс
機會	вірогідність
機會	нагода
機會	можливість
機會	можливості
錯誤	помилка
錯誤	неправильна
錯誤	неправильно
錯誤	неправильний
錯誤	помилки
錯誤	помилка
儀	дівчатка
總部	штаб
健康	здорові
健康	здоровий
健康	здорове
健康	здорова
股	юніт
股	одиниці
股	одиниця
身高	висота
熱	гаряча
熱	hot
熱	гарячий
熱	гаряче
熱	гарячі
熱	теплом
熱	спека
空中	повітряна
空中	повітряно
空中	air
空中	повітряна
空中	повітря
工人	робітників
工人	працівників
工人	працівники
工人	робітники
工人	робітник
工人	працівник
輕	світлі
輕	світле
輕	light
輕	світло
輕	світлий
經常	часто
經常	формальні
經常	регулярний
經常	звичайний
經常	формальний
經常	часто
經常	часті
臺	балкон
臺	тераса
滿	повна
滿	повний
滿	повне
負	негативний
負	негативне
負	негативна
負	негатив
負	негативні
亨利	генрі
亨利	генріх
亨利	анрі
交易	операцію
交易	операція
交易	операції
交易	торгова
交易	торгівля
交易	домовитися
交易	здати
交易	згода
交易	домовились
交易	угода
交易	операцій
交易	операції
黑色	чорні
黑色	чорне
黑色	чорна
黑色	чорний
爆炸	вибух
爆炸	вибухом
爆炸	вибух
爆炸	детонація
喜歡	подобається
喜歡	зразок
喜歡	like
各種	різне
警方	поліція
十七	сімнадцять
尹	юн
能量	енергія
酒	алкоголю
酒	алкоголь
酒	спирт
酒	вина
酒	вино
地面	поверхні
地面	поверхня
地面	землею
地面	землю
普遍	універсальна
普遍	universal
普遍	універсальний
十年	десятиліття
然後	потім
然後	тоді
十四	чотирнадцять
鬼	примара
鬼	привид
昆	kun
鼠	пацюк
鼠	щур
鼠	rattus
鼠	миша
鼠	мишу
鼠	мишкою
鼠	миші
鼠	мишка
鼠	миші
鼠	мишей
必要	необхідно
必要	необхідні
必要	необхідним
俄	росії
俄	росію
俄	росія
山西	шаньсі
南極洲	антарктида
南極洲	антарктиди
南極洲	антарктична
小型	малий
小型	малі
小型	маленькі
退出	вихід
退出	вийти
退出	вихід
退出	виходу
退出	вийти
以色列	ізраїлі
以色列	ізраїлю
以色列	ізраїль
兒童	діти
兒童	дітьми
兒童	дітей
兒童	дитя
兒童	дитяче
兒童	дитяча
兒童	дитина
兒童	нащадок
一切	everything
一切	все
一切	усе
東部	схід
東部	східна
東部	східної
東部	східні
逐漸	поступово
博物館	музеї
博物館	museum
博物館	музей
固定	фіксована
固定	виправлено
固定	фіксований
固定	стаціонарний
對話	спілкування
對話	розмови
對話	розмова
對話	бесіда
對話	діалог
對話	діалог
對話	розмови
對話	бесіди
琴	скрипка
琴	скрипці
階段	етапу
階段	фаза
階段	фазу
階段	фази
階段	етапів
階段	фази
階段	стадії
階段	діях
階段	стадія
江西	цзянсі
游	плавати
游	гастролі
游	tour
游	тур
游	плавання
薛	сюе
病	зле
病	хворий
病	хвороби
病	хворобу
病	хвороби
病	хвороба
病	захворювання
病	хворим
病	хворі
病	хвора
病	хворий
病	захворіла
病	хвороба
問	запитати
問	питати
問	запитувати
問	попросити
問	спитати
問	ask
翡翠	jade
維持	утримати
維持	підтримання
維持	зберігати
維持	підтримувати
維持	супровід
維持	обслуговування
維持	супровід
格式	форматування
格式	формати
格式	формат
格式	форматування
事故	аварія
事故	нещасні
臺北	тайбей
互	взаємного
互	спільний
互	взаємно
刺	стаб
藝人	художниця
藝人	митець
藝人	виконавець
藝人	художник
藝人	художники
藝人	виконавців
藝人	виконавці
藝人	художників
藝人	митці
藝人	конферансьє
天使	янголи
天使	angels
天使	ангели
天使	янгол
天使	ангел
表面	поверхні
表面	поверхня
池	ставок
池	понд
池	басейн
圖片	picture
圖片	зображення
圖片	картинка
圖片	фото
圖片	зображення
圖片	картинки
圖片	зображення
圖片	зображення
圖片	зображень
建設	будівництво
建設	будівництва
風暴	бурі
風暴	весні
風暴	шторм
風暴	буря
定義	визначення
定義	вказати
定義	визначати
定義	визначити
定義	визначення
定義	визначення
步兵	піхота
指定	вказує
指定	позначення
指定	названої
指定	призначені
指定	вказати
指定	вкажіть
解決	вирішують
解決	вирішити
解決	вирішити
熊	ведмедів
熊	ведмеді
熊	сюн
熊	ведмідь
熊	ведмедик
休	гуго
國語	mandarin
國語	мандарин
火箭	ракет
火箭	ракети
火箭	ракета
騎士	лицар
騎士	лицарі
指揮	наказую
指揮	командний
指揮	команда
指揮	диригент
指揮	провідник
安排	поєднати
安排	влаштувати
安排	аранжування
安排	домовленість
安排	аранжування
安排	розташування
實	мінору
象	слони
象	слонів
象	слона
象	слон
明星	зоря
明星	зірочки
明星	зоряні
明星	зірка
明星	зірки
爆發	епідемія
爆發	виверження
現任	поточні
現任	поточний
現任	поточна
現任	течія
現任	струм
現任	сьогодення
現任	подарунок
現任	теперішній
現任	присутні
現任	присутня
潮	приплив
你的	твій
你的	твоя
你的	твої
你的	твоє
你的	ваша
你的	ваші
匈牙利	угорщини
匈牙利	угорщині
匈牙利	угорщина
匈牙利	угорська
匈牙利	угорський
羊	вівця
羊	вівці
羊	вівцями
羊	коза
羊	цап
羊	козу
羊	козел
河流	річка
河流	ріка
河流	річок
河流	річки
河流	ріки
出席	присутній
出席	відвідали
改造	перевтілення
改造	реконструкцію
車輛	автомобілі
車輛	автомобіль
車輛	апарат
京都	кіото
五月	травнева
五月	травня
五月	травневі
五月	травні
五月	травень
上午	morning
上午	ранку
上午	ранок
上午	утро
河北	хебей
馮	фен
使用者	користувача
使用者	користувач
使用者	користувачі
使用者	користувачів
鄧	ден
機械	machine
機械	машина
機械	автомат
機械	техніка
機械	механічна
機械	механічний
爭議	спір
爭議	суперечки
爭議	фасаді
爭議	суперечка
發射	стартувати
發射	запуск
首先	перше
首先	перша
首先	перший
入侵	вторгнення
同盟	ліга
同盟	союзи
同盟	альянс
同盟	союзники
同盟	союзників
轉換	перетворити
轉換	перетворення
轉換	конверсія
轉換	перетворити
轉換	перетворення
轉換	перетворення
轉換	трансформація
轉換	перетворення
唱	співають
唱	співай
唱	співаю
蕭	шоу
蕭	шо
血	кров
血	blood
努力	зусилля
事情	things
事情	речі
事情	речей
監督	нагляду
監督	опіки
監督	нагляд
軌道	доріжки
軌道	трек
軌道	композицію
軌道	доріжка
軌道	композиція
軌道	стежити
軌道	орбіталь
軌道	доріжок
軌道	слідкує
軌道	композиції
軌道	доріжки
軌道	сліди
軌道	орбіта
今日	сьогодні
狼	вовк
尼斯	гарно
部門	департамент
部門	відділ
部門	сектор
汗	хан
汗	поту
沿	вздовж
沿	уздовж
南極	антарктична
南極	антарктида
南極	антарктиди
綜合	синтез
廣播	трансляція
廣播	ефіри
廣播	трансляція
廣播	радіо
廣播	рації
比例	пропорції
比例	коефіцієнт
比例	співвідношення
比例	пропорції
比例	пропорція
比例	співвідношення
比例	пропорційно
側	боковий
側	збоку
側	сторона
側	бічна
側	бік
側	сторони
怡	джардін
父母	батьки
父母	батьківські
父母	батьки
父母	батьківського
父母	батьківський
它們	вони
鍾	годинник
廖	ляо
飛行	польоту
飛行	польоту
飛行	переліт
飛行	рейс
飛行	політ
統一	уніфіковані
統一	універсальний
統一	єдність
統一	злуки
統一	гармонізація
冬	зима
恢復	відновлення
恢復	відновити
恢復	відновлення
恢復	реставрація
恢復	відновленню
恢復	відновлення
恢復	поновити
恢復	відновити
恢復	продовжити
綠	мідорі
綠	зелене
綠	зелені
綠	зелений
設施	споруди
設施	встановленого
設施	підприємстві
退役	закріплені
退役	звільнився
框	скринька
框	box
框	ящик
框	коробка
框	кадри
框	блоки
框	рамки
框	блок
框	кадр
框	рамка
住宅	оселя
住宅	житловий
住宅	житлових
住宅	резиденція
伊朗	іран
伊朗	ірану
伊朗	іранське
莊	банкір
莊	чжуан
混合	гібридна
混合	мікс
混合	суміші
混合	суміш
混合	змішування
混合	змішана
混合	змішаний
混合	змішані
混合	змішати
混合	змішування
混合	змішували
混合	змішування
殺	припинення
殺	вбити
殺	kill
殺	вбити
殺	убити
山脈	гори
山脈	асортимент
山脈	діапазон
山脈	хребет
上海市	шанхай
莫斯科	московська
莫斯科	moscow
莫斯科	москва
食品	харчування
食品	їжа
食品	foods
王國	царство
王國	kingdom
王國	королівство
王國	королівства
王國	держав
希臘	грецька
希臘	грецький
希臘	грецьке
希臘	грек
希臘	грецькі
希臘	греції
希臘	греція
深度	глибини
深度	глибина
高雄	гаосюн
法案	білла
法案	білл
法案	фактура
法案	біл
法案	рахунки
有限	обмежені
有限	обмежений
有限	обмежена
有限	скінченна
學者	історик
學者	вченим
學者	вчених
學者	популяризацію
戰士	солдат
戰士	воїн
被迫	примусово
被迫	змусили
被迫	вимушена
湖北	хубей
合成	synthetic
合成	композитний
合成	складене
合成	синтез
四十	сорок
基因	ген
基因	джин
基因	гени
罪	гріхом
罪	гріха
罪	гріх
罪	гріхи
鳥	птахи
鳥	птаха
鳥	пташка
鳥	птах
鳥	птахи
鳥	пташки
教練	тренер
教練	тренера
展示	демонстрації
展示	показати
展示	шоу
展示	показувати
展示	show
展示	відображення
展示	дисплей
展示	показати
展示	показ
展示	показувати
湘	сян
槍	рушниця
槍	гармата
槍	пістолет
錦	kam
只要	просто
只要	щойно
義大利	італії
義大利	італія
義大利	італію
義大利	італійською
義大利	італійський
義大利	італієць
義大利	італійська
義大利	італійської
讀	прочитайте
讀	читати
讀	прочитані
讀	читайте
讀	прочитати
讀	читання
讀	читання
很快	soon
很快	скоро
成都	chengdu
厚	жирна
厚	товстий
厚	товста
厚	густе
拍	shoot
拍	стріляти
拍	стріляй
統治	править
藩	домен
部落	народами
部落	племен
圓	коло
圓	гурток
圓	кругла
圓	круглий
圓	round
圓	раунд
幫助	допоможіть
幫助	допомогти
幫助	допомога
幫助	довідка
幫助	допомогу
教會	церкви
教會	церквах
教會	храми
教會	церков
教會	церква
教會	костел
連結	підключення
連結	посиланням
連結	посилання
連結	link
連結	лінк
連結	підключитися
設定	комплект
設定	встановити
設定	набір
設定	встановлено
設定	множина
設定	встановлення
設定	налаштуваннях
設定	налаштування
設定	параметри
記者	полтавським
記者	журналіст
記者	репортер
數量	величин
數量	кількість
星系	галактики
星系	галактик
星系	галактика
鳳	фенікс
假	false
假	фальшивий
假	підробка
感	глузд
感	почуття
感	чуття
留下	залишитися
留下	залишатися
留下	stay
方便	зручний
方便	зручно
方便	зручна
領	комір
程式	програма
程式	програми
校長	директор
校長	капітал
挪威	норвезька
挪威	норвегії
挪威	норвегія
步	крок
步	кроком
所在地	розміщення
所在地	місцезнаходження
所在地	локація
所在地	місце
所在地	розташування
解釋	пояснення
解釋	пояснення
解釋	поясніть
解釋	пояснити
解釋	пояснення
刀	мечем
刀	меч
刀	ніж
批評	критика
批評	критики
批評	критикувати
批評	критикує
太子	принц
太子	принца
太子	князь
檔案	файли
檔案	файлів
檔案	архіви
檔案	файл
檔案	архівувати
檔案	архів
爵士	джаз
爵士	jazz
爵士	джазу
狗	собака
狗	собачка
狗	пес
狗	псів
狗	собак
狗	собаки
狗	пси
國會	парламент
國會	конгрес
國會	конгресу
病毒	вірус
病毒	віруси
富士	фудзі
阿根廷	аргентині
阿根廷	аргентина
阿根廷	аргентини
當選	обраний
當選	обрання
創	tron
計算	обчислення
計算	обчислити
計算	підрахувати
計算	обчислення
計算	обчислення
計算	підрахунок
計算	обчислення
計算	підрахунку
計算	розрахунки
計算	обчислення
計算	розрахунки
對手	конкурувати
對手	опонентами
對手	суперників
對手	суперники
對手	суперників
對手	суперниками
對手	суперник
湯	суп
一天	день
一天	дню
一天	дня
艦隊	флоту
艦隊	флот
廣州	гуанчжоу
錢	гроші
碑	монумент
食用	їстівні
晉	цзінь
晉	джинн
廣東	ґуандун
棒球	бейсбол
中立	нейтралітет
中立	нейтральний
中立	нейтральна
質量	маса
質量	mass
質量	якість
化石	пластові
持有	зберігання
持有	одержимість
持有	володіння
持有	вкладів
持有	вклади
持有	тримала
持有	плакатами
理解	зрозуміла
理解	зрозуміло
理解	зрозуміли
理解	розуміючи
理解	взаєморозуміння
理解	розуміння
其實	насправді
其實	взагалі
波蘭	польщу
波蘭	польща
波蘭	польщі
美洲	америка
美洲	америки
美洲	америка
恆星	зоряна
恆星	зоря
恆星	зірочки
恆星	зоряні
恆星	зірка
恆星	зірки
淑	сук
部長	міністр
部長	міністру
挑戰	виклики
挑戰	виклик
挑戰	складні
挑戰	складне
東方	схід
東方	східних
東方	східна
東方	східної
東方	східні
賈	цзя
羽毛球	бадмінтон
幾乎	майже
阿拉	аллах
玲	лін
消失	сховався
消失	пропаде
消失	зникнути
消失	зникають
例子	приклади
司令	commander
司令	командира
司令	командувача
司令	командир
月球	місячне
月球	місячний
月球	місяця
月球	місяць
月球	мун
月球	місячні
月球	супутник
地圖	карта
地圖	мапа
地圖	карти
地圖	мапи
地圖	картах
杭州	ханчжоу
女兒	донька
女兒	дочка
結婚	шлюб
引用	цитати
引用	цитата
引用	цитування
引用	цитати
引用	лапки
官員	чиновники
官員	чиновників
請求	запити
請求	запитів
請求	запит
請求	запит
殖民地	колонії
殖民地	колонія
原子	атоми
原子	атомів
原子	атомна
原子	атом
菲律賓	філіппіни
觀眾	глядачі
觀眾	спостерігачів
觀眾	глядача
觀眾	аудиторію
觀眾	аудиторія
觀眾	аудиторії
觀眾	глядачі
觀眾	глядачі
觀眾	аудиторії
觀眾	глядачів
觀眾	глядачі
觀眾	глядач
進攻	наступ
進攻	напад
進攻	атака
進攻	атаки
珊	нд
珊	сонця
珊	сонцю
珊	sun
珊	сонце
貓	коти
貓	кішки
貓	кіт
貓	кішка
吸引	привабливості
吸引	атракціон
吸引	притягнення
吸引	приваблюють
吸引	знайдуться
吸引	співом
吸引	зацікавити
吸引	привернути
測試	перевірка
測試	перевірити
測試	test
測試	тест
測試	перевірки
測試	тести
測試	тестування
測試	випробування
專業	фахівець
專業	професійний
專業	професіонал
專業	professional
專業	професійні
專業	професія
專業	specialty
旅遊	гастролі
旅遊	tour
旅遊	тур
旅遊	подорож
旅遊	подорожувати
旅遊	подорожі
旅遊	туризм
旅遊	туристичний
旅遊	туристичні
旅遊	турист
旅遊	туристичне
旅遊	подорож
旅遊	traveling
旅遊	подорожувати
石油	олива
石油	олія
石油	нафта
石油	нафтовий
石油	нафту
石油	нафта
浪	хвилі
浪	хвилями
浪	хвиля
需求	need
需求	треба
需求	потрібно
需求	потреби
需求	потреба
需求	вимагає
需求	потребує
需求	потреб
需求	потреби
需求	попит
需求	вимагаю
內部	inside
內部	всередині
內部	внутрішнє
內部	внутрішній
內部	внутрішня
內部	внутрішні
內部	внутрішньо
失	втрачений
失	програв
失	lost
集合	зібрати
集合	збирати
方言	діалект
方言	діалектів
日文	японська
日文	японський
日文	японці
日文	японські
特里	террі
犯罪	злочини
犯罪	злочин
犯罪	кримінальна
君主	монарх
君主	монархія
君主	держав
公爵	герцог
公爵	дюк
降低	зменшити
私人	приватні
私人	приватна
私人	особисте
私人	приватний
軟體	програмний
軟體	програми
軟體	застосунок
每日	щоденне
每日	щоденного
每日	щоденна
每日	everyday
每日	щоденне
每日	щоденно
每日	щодня
每日	щоденні
拒絕	відхилити
拒絕	заперечення
拒絕	запереченням
原始	raw
原始	примітивні
原始	оригінал
原始	оригінальна
原始	оригінальне
原始	початкове
原始	оригінальний
尖	гострим
潭	tam
警告	попередження
警告	увага
警告	попереджень
警告	попередження
俱樂部	club
俱樂部	клуб
俱樂部	клуби
俱樂部	жир
俱樂部	клубів
敗	поразка
敗	поразки
貿易	торгова
貿易	торгівля
貿易	торгівлі
貿易	торгівля
減少	відхилити
減少	зменшити
減少	заднє
減少	зменшити
減少	сприятиме
減少	зменшення
減少	зведена
知名度	видимість
身體	тіло
身體	тіла
硬	hard
硬	тяжко
硬	важкий
硬	складна
硬	важка
硬	жорсткий
碼頭	pier
女主角	героїні
女主角	актриса
女主角	акторка
邱	цю
恐怖	жах
恐怖	терор
恐怖	жах
恐怖	жахи
柴油	дизель
肖	шоу
肖	шо
園	садку
園	садок
園	сад
生於	народження
生於	народився
生於	борн
生於	народилась
生於	народилася
風格	стилів
風格	стилі
風格	стиль
這裡	тут
長度	довжини
長度	тривалість
長度	довжина
長度	довжини
勝利	win
勝利	переможе
勝利	перемога
勝利	перемоги
勝利	тріумф
女王	цариці
女王	королева
女王	queen
女王	краля
女王	цариця
蒙特	мон
天皇	імператор
每天	щоденне
每天	щоденного
每天	щоденна
每天	everyday
邀請	запрошую
邀請	запросити
邀請	запрошення
邀請	запрошуємо
邀請	запрошує
邀請	запросив
邀請	запрошено
邀請	запрошують
邀請	запрошені
邀請	запрошення
邀請	запрошення
邀請	запрошує
邀請	запрошення
傳說	легенду
傳說	легенда
傳說	легенд
變化	зміни
舞台	арена
舞台	стадія
實際	ям
食物	харчування
食物	їжа
食物	foods
延伸	розширені
延伸	розширена
延伸	розширений
延伸	розширювати
延伸	суфікс
延伸	розширення
廠	завод
廠	рослини
廠	садити
廠	рослина
廠	фабрика
推	push
推	передачі
意外	аварія
羽	пера
羽	перо
前鋒	венгард
收費	звинувачення
收費	видатки
收費	заряд
收費	плату
收費	зарядка
收費	внески
巷	вуличка
巷	еллі
巷	алея
巷	провулок
翔	сян
翔	шо
圖書館	бібліотек
圖書館	бібліотеки
圖書館	бібліотеках
圖書館	бібліотеку
圖書館	бібліотека
圖書館	бібліотеки
突破	прорив
突破	порушення
人生	життя
人生	лайф
回應	відповідає
通用	загальна
通用	загальні
通用	звичайний
通用	загальний
通用	загальне
通用	спільними
通用	поширені
通用	спільне
通用	загальні
通用	common
修正	поправка
修正	поправки
天文	астрономічна
天文	астрономія
原創	оригінальність
原創	оригінал
原創	оригінальна
原創	оригінальне
原創	початкове
原創	оригінальний
地鐵	метрополітен
地鐵	метрополітен
地鐵	метро
地鐵	metro
瓜	диня
司法	справедливість
司法	правосуддя
花園	садку
花園	садок
花園	сад
花園	сади
花園	садів
玄	сюань
實驗	експерименти
實驗	експеримент
實驗	експериментальна
實驗	експериментальний
課程	курс
課程	майданчик
課程	curriculum
課程	курси
估計	орієнтовний
估計	приблизна
估計	оцінки
估計	оцінка
估計	оцінка
箱	скринька
箱	box
箱	ящик
箱	коробка
規劃	планування
伏	volt
配置	конфігурація
配置	налаштування
配置	налаштувати
後衛	захисник
國內	вітчизняні
國內	домашніх
國內	домашня
海南	хайнань
個月	місяця
個月	місяць
現場	сцени
現場	сцена
尤其是	особливо
十字	хрест
十字	хрестик
十字	крос
信仰	віра
信仰	переконання
信仰	віра
信仰	переконання
信仰	погляди
信仰	поглядів
反應	реагувати
反應	виводять
反應	реакція
反應	реакцій
反應	реакції
賞	винагороду
賞	нагорода
卒	пішак
文明	цивілізації
文明	цивілізація
安徽	аньхой
價值	значення
價值	цінності
價值	значення
價值	вартість
本地	локально
本地	локальні
本地	місцеві
本地	локальна
本地	локальний
本地	місцевий
案件	регістр
案件	справа
案件	випадок
案件	випадку
銷售	продаж
銷售	продажів
銷售	продаж
銷售	продажі
銷售	розпродаж
銷售	продаж
旅行	подорож
旅行	подорожувати
旅行	подорожі
旅行	їзда
旅行	подорожує
旅行	подорож
旅行	traveling
旅行	подорожувати
旅行	подорож
小姐	міс
多個	декілька
考慮	розглянемо
考慮	вважайте
靖	цзін
波斯	перська
退休	язлива
退休	пенсії
退休	закріплені
退休	звільнився
路易	людовик
路易	луї
路易	луїс
冬季	зима
步槍	гвинтівок
步槍	гвинтівки
步槍	гвинтівки
步槍	гвинтівка
捷運	метрополітен
捷運	метро
捷運	metro
棋	шахи
久	довгий
久	хай
久	лонг
久	long
久	довга
久	довгі
機器	machine
機器	машина
機器	автомат
機器	ютери
機器	автоматів
機器	машини
機器	машинами
通道	канал
通道	каналом
通道	channel
通道	каналу
通道	проїзд
通道	пасаж
通道	переїзд
墨	чорнила
疾病	хвороби
疾病	хворобу
疾病	хвороби
疾病	хвороба
疾病	захворювання
疾病	хвороб
疾病	захворювань
疾病	захворювання
疾病	хвороба
含有	містить
含有	містяться
逮捕	арешт
英里	кілометрів
心理	душевний
心理	психологічний
心理	психологічна
心理	психологія
心理	психічний
氣旋	циклон
生成	створюю
生成	створюється
生成	створити
生成	створено
生成	створене
生成	створений
生成	створені
生成	створює
每個	кожен
每個	кожні
每個	кожну
每個	кожного
每個	кожному
每個	кожен
每個	кожна
失敗	провал
失敗	невдало
失敗	невдача
失敗	збій
失敗	помилка
失敗	невдача
失敗	відмова
失敗	провал
失敗	помилка
嘴	рот
嘴	рота
捷克	чеською
捷克	чеської
捷克	чеська
捷克	чех
數位	цифрове
