les	the
thème	thái
prison	tù
prison	giam
prison	tù
capacité	capability
littéraire	littéraire
écoles	trường
savoie	savoie
savoie	savoy
étoile	star
marche	marche
marche	march
jaune	vàng
jaune	nhát
serbie	serbia
masse	nhái
masse	mass
arc	rainbow
arc	arc
arc	cra
arc	cung
arc	bow
tombe	ngã
tombe	falls
tombe	thác
tombe	rơi
tombe	sút
tombe	mộ
tombe	tomb
tombe	tombe
tombe	mộ
tombe	mồ
risque	liều
risque	ro
risque	hazard
vrai	real
vrai	thực
vrai	thật
vrai	thiệt
vrai	thật
vrai	đúng
baseball	chày
arabe	arab
arabe	arabian
acte	act
arthur	arthur
live	sống
live	live
grèce	greece
santa	trã
santa	santa
civile	civil
essai	test
essai	thử
écosse	scotland
albums	album
albums	albums
héros	heroes
héros	hero
héros	hùng
héros	hoàn
permis	ngập
nantes	nantes
filles	girls
filles	gái
filles	babes
midi	noon
midi	trưa
midi	midi
aura	aura
pdf	pdf
ciel	ciel
ciel	trời
ciel	sky
anti	anti
rang	rang
rang	rank
rang	hàng
occidentale	tây
occidentale	tây
washington	washington
rurale	rural
maladie	maladie
king	king
king	guy
king	vua
dictionnaire	dictionnaire
dictionnaire	điển
portant	mặc
portant	đeo
préfecture	préfecture
futur	lai
objectif	lens
objectif	tiêu
objectif	đo
objectif	đo
cap	cape
cap	cap
sorte	xếp
ingénieur	hoạ
actes	deeds
irlande	ireland
hongrie	hungary
peine	câu
peine	penalty
peine	phạt
peine	đau
britanniques	british
importants	trọng
guerres	war
yves	yves
yves	stanley
brigade	squad
brigade	đội
chapitre	chương
madrid	madrid
drapeau	cờ
utilisés	phơi
application	app
circuit	mạch
japonaise	nhật
banque	ngân
banque	bank
décédé	chết
danse	điệu
danse	múa
désigner	designate
genève	geneve
remplacé	superseded
fleuve	fleuve
fleuve	sông
villages	làng
vraiment	thực
vraiment	thật
argentine	argentina
argentine	argentina
argentine	argentine
salon	lounge
salon	salon
écriture	viết
écriture	ghi
écriture	écriture
libération	release
libération	nhả
die	die
die	chết
jazz	jazz
réunion	họp
réunion	reunion
trente	trente
trente	thirty
julien	julian
julien	julien
chasse	săn
chasse	hunt
chasse	săn
paru	gây
gaz	gas
gaz	xăng
gaz	gaz
orléans	orleans
orléans	orléans
catégories	loại
propres	chính
mixte	võ
gmina	gmina
juan	juan
véritable	real
véritable	thực
véritable	thật
véritable	thiệt
véritable	thật
véritable	đúng
lee	lee
rapide	rapid
rapide	mau
rapide	nhanh
rapide	mau
rapide	nhanh
traduit	dịch
chœur	chorus
léon	léon
léon	leon
léon	leo
naturelle	chích
plantes	cây
fusion	trộn
fusion	fusion
commandement	lệnh
commandement	huy
commandement	lềnh
mairie	mairie
choses	điều
jan	jan
sang	sang
sang	máu
sang	huyết
jeanne	jane
jeanne	jeanne
yeux	mắt
yeux	eye
yeux	mắt
all	hết
types	loại
reprise	cv
reprise	resume
retraite	hưu
description	tả
table	bảng
table	bàn
antonio	antonio
magnitude	magnitude
emploi	jobs
québécois	québécois
québécois	quebec
quel	gì
importantes	trọng
brun	brown
brun	nâu
faune	wildlife
faune	hiking
faite	chế
faite	lam
faite	xong
actions	hành
baron	baron
biographie	bio
bosnie	bô
égypte	égypte
avenue	avenue
blocage	khoá
blocage	khóa
blocage	chặn
blocage	khối
blocage	block
blocage	chặn
dominique	dominic
dominique	dominique
dominique	dominica
nœud	node
nœud	nút
nœud	gút
nœud	knot
serbe	serbia
christophe	chris
christophe	christopher
christophe	christophe
atelier	xưởng
auguste	auguste
auguste	augustus
raisons	chi
devrait	nên
francis	phanxicô
francis	francis
bout	bout
cent	trăm
cent	cent
voiture	car
voiture	xe
disney	disney
chute	thác
chute	sáp
chute	rơi
chute	sút
chute	ngã
chute	falling
chute	rơi
étranger	alien
cartes	bài
cartes	thẻ
sièges	seating
secret	mật
secret	bí
couple	cặp
couple	couple
couple	đôi
couple	torque
publics	công
col	col
col	collar
métro	metro
mary	mary
mines	mỏ
mines	mìn
conférence	thảo
alsace	alsace
mains	tay
alfred	alfred
publiée	đăng
soir	tối
soir	đêm
coureur	runner
coureur	racer
basé	dựa
différence	diff
bateau	tàu
bateau	thuyền
bateau	boat
musicale	nhạc
musicale	musical
xls	xls
connexe	related
changement	đổi
changement	thay
privée	tư
électrique	điện
électrique	điện
vite	mau
vite	nhanh
vite	mau
vite	nhanh
vite	nhanh
diocèse	phận
rhin	rhine
rhin	rhein
identité	identity
normandie	normandy
normandie	normandie
sportive	sport
bourg	bourg
hommage	homage
seuls	độc
rio	rio
francisco	francisco
néerlandais	bản
néerlandais	hoà
néerlandais	dutch
lille	lille
complexe	complex
und	und
concept	concept
contexte	nền
contexte	background
contact	lạc
vis	screws
vis	vis
vis	screw
concert	concert
lois	luật
lois	lois
douze	twelve
ferme	farm
one	xả
one	một
one	one
hautes	cao
hautes	hautes
édouard	edouard
édouard	edward
massif	đặc
massif	massif
massif	massive
vente	bán
vente	lô
vente	sale
vente	bán
vente	lô
athlétisme	athletic
athlétisme	athletics
culte	cult
matériel	nguyên
avocat	avocado
bras	bras
bras	tay
bras	tay
calais	calais
conduit	driven
conduit	conduit
perdu	mất
perdu	thua
nice	đẹp
visite	khách
visite	thăm
visite	tour
volley	mỡ
portes	gates
portes	cổng
portes	cửa
mur	wall
mur	tường
passant	passant
luc	luke
luc	luc
statue	tượng
photos	ảnh
photos	pics
photos	ảnh
tente	lều
scott	scott
liège	liège
liège	cork
huile	nhớt
huile	dầu
orient	đông
orient	orient
tourné	tráng
barcelone	barcelona
manuel	manuel
joe	joe
maroc	morocco
maroc	maroc
faux	sai
faux	lỗi
faux	nhầm
faux	sai
faux	giả
faux	giả
faux	fake
christ	christ
colombie	columbia
colombie	colombia
baie	berry
baie	baie
baie	vịnh
baie	bay
bourgogne	bourgogne
bourgogne	burgundy
contraire	ngược
destination	đích
champs	fields
champs	trường
vierge	virgo
vierge	trinh
vierge	virgin
vierge	tân
vierge	trống
vierge	blank
lesquels	mà
température	nhiệt
température	temp
enfance	trãi
dates	ngày
cercle	tròn
cercle	lượn
aider	cứu
aider	giúp
arrêt	dừng
arrêt	ngừng
arrêt	shutdown
perd	thua
perd	thua
mari	mari
mari	chồng
mari	mun
mari	husband
élément	tố
chemins	banner
renaissance	rebirth
sais	biết
hall	vắng
hall	lang
hall	sảnh
hall	hall
hall	sảnh
jones	jones
marin	marin
marin	marine
domaines	miền
domaines	fields
domaines	trường
usine	gieo
usine	trồng
usine	cấy
fontaine	fountain
fontaine	fontaine
roland	roland
printemps	spring
printemps	xuân
printemps	xuân
printemps	printemps
étoiles	star
étoiles	stars
chris	chris
gabriel	gabriel
élevé	cao
élevé	vung
xixe	xixe
xixe	xix
xixe	nineteenth
dos	dos
dos	lưng
noël	noël
noël	christmas
enquête	inquiry
enquête	survey
anomalie	abnormal
anomalie	anomaly
ign	ign
beau	đẹp
beau	beau
villa	villa
lecture	đọc
lecture	truyện
lecture	đọc
montage	montage
dollars	đôla
masculin	buồng
masculin	đực
masculin	nam
branche	cành
branche	nhánh
batterie	pháo
batterie	pin
batterie	bình
batterie	pin
batterie	drum
batterie	trống
batterie	trống
pointe	mẹo
pointe	pointe
thèse	dissertation
thèse	thesis
nancy	nancy
amateur	amateur
caroline	caroline
caroline	carolina
autorités	bang
clair	xoã
clair	clair
test	test
test	thử
west	tây
venir	đến
venir	đến
venir	tới
laisser	bỏ
gilles	giles
gilles	gilles
plateau	fat
plateau	platter
plateau	thùng
plateau	khay
bataillon	bataillon
vin	vin
vin	rượu
vin	vang
spécialiste	chuyên
vivant	sống
vivant	living
vivant	sống
vivant	live
vivant	sống
vivant	live
vivant	alive
ajouter	add
ajouter	thêm
féminine	feminine
rencontres	encounters
rencontres	dating
demander	bảo
demander	hỏi
israël	israel
généraux	tướng
généraux	chung
png	png
mike	mike
revanche	payback
revanche	revanche
revanche	thù
recueil	recueil
napoléon	napoléon
napoléon	napoleon
net	web
net	net
planète	tinh
endroit	nơi
endroit	chỗ
auparavant	trước
bob	bob
océan	biển
combats	fighting
corée	korea
corée	hàn
tokyo	tokyo
totale	tổng
bus	bus
comprendre	hiểu
comprendre	hieu
vivre	sống
vivre	living
vivre	sống
vivre	live
edward	edward
ordres	lệnh
arme	khí
arme	súng
erreur	sai
erreur	lỗi
coll	coll
organisme	thân
organisme	body
williams	williams
faculté	khoa
expédition	dispatch
tchèque	séc
google	google
arbre	cây
tribunal	tribunal
tribunal	triều
appartient	thuộc
règle	ruler
règle	thước
règle	luật
walter	walter
euros	euro
euros	euros
euros	euro
eugène	eugene
avions	aeroplanes
avions	airplanes
dvd	dvd
dvd	dvd
dvd	dvds
artillerie	pháo
vent	gió
administrateur	admin
vos	của
bruno	bruno
volonté	will
volonté	sẽ
volonté	muốn
germain	germain
oiseaux	oiseaux
oiseaux	chim
oiseaux	bird
oiseaux	chim
race	breed
race	đua
race	nhung
sûr	an
disponible	rảnh
continentale	continental
continentale	liền
ski	ski
échelle	thang
échelle	ladder
échelle	phóng
machine	máy
luxembourg	luxemburg
luxembourg	luxembourg
antique	antique
manche	manche
monte	monte
canadienne	canadian
buteur	striker
fil	feed
fil	dây
fil	chuỗi
fil	thread
suivre	theo
accident	nạn
accident	crash
cérémonie	lễ
bill	bill
finaliste	finalist
humaine	human
échange	trade
nationales	gạt
usa	kỳ
usa	mỹ
usa	usa
riche	vương
riche	giàu
riche	rich
complète	say
complète	full
complète	đầy
néo	neo
langage	ngữ
feuilles	lá
feuilles	lá
feuilles	feuilles
feuilles	tờ
feuilles	mẩu
feuilles	sheets
maréchal	maréchal
répondre	tời
spectacle	xem
spectacle	hiện
spectacle	show
moulin	moulin
moulin	mill
numérique	digital
mayotte	mayotte
rendu	rendered
rendu	vẽ
rendu	rendu
champagne	champagne
league	league
disparu	faded
disparu	thiếu
rouges	rouges
rouges	đỏ
poésie	thơ
poésie	poésie
ouverte	download
ouverte	mở
ouverte	má
accueil	nhà
tar	ín
tar	tar
productions	production
productions	productions
big	lớn
big	to
big	đúc
big	đại
big	big
montagnes	núi
montagnes	núi
louise	louise
supprimer	bỏ
supprimer	xóa
supprimer	xóa
supprimer	xoá
harry	harry
claire	clare
claire	claire
carlos	carlos
anna	anna
adjoint	phó
adjoint	ass
steve	steve
fonctionnement	thao
rennes	rennes
extrême	extreme
venise	venice
venise	venezia
civil	civil
connaître	biết
tunisie	tunisia
tunisie	tunisie
lancer	lancer
lancer	pitch
lancer	launch
lancer	phóng
commande	lệnh
commande	huy
commande	lềnh
quelle	gì
tony	tony
standard	chuẩn
standard	standard
médias	media
introduction	intro
porter	toang
porter	porter
reconnaissance	recon
reconnaissance	reconnaissance
metal	co
boston	boston
liés	related
eric	eric
pose	posing
orange	cam
adam	adam
fleurs	hoa
fleurs	flower
fleurs	hoa
matin	sáng
flotte	fleet
dessins	designs
monsieur	sếp
monsieur	mister
côtes	sườn
côtes	coastline
côtes	rib
amateurs	amateur
localisation	localisation
gagne	thắng
origines	vạn
origines	origins
indépendant	lập
indépendant	freelance
nef	nave
nef	nef
blason	blason
émile	emile
émile	emil
bat	bat
bat	dơi
bat	hê
bat	sọc
césar	ceasar
césar	caesar
césar	cesar
césar	césar
césar	césar
suédois	swede
mille	nghìn
mille	ngàn
direct	direct
direct	trực
dames	quý
couronne	vương
attaquant	striker
mini	mini
privé	tư
réaliser	đạt
appareil	camera
commons	commons
outils	cụ
complet	say
complet	full
complet	đầy
florence	florence
trophée	cúp
trophée	trophée
paroles	lyrics
aspect	nhê
sinon	kẻo
tôt	sớm
rares	hiếm
humain	human
info	info
signé	ký
texas	texas
russes	nga
russes	nga
septième	seventh
sélections	chọn
pascal	pascal
maillot	maillot
maillot	jersey
dispute	cãi
lune	nen
lune	nguyệt
lune	trăng
lune	moon
vois	xem
championne	champ
championne	cọc
championne	champion
scènes	cảnh
murs	walls
murs	tường
francs	franc
francs	franc
francs	franks
norvège	nauy
corse	corse
corse	corsica
mario	mario
prises	taken
prises	bắt
prises	chụp
prises	catches
initiative	initiative
autonome	standalone
cup	cup
cup	cốc
cup	tách
marguerite	margaret
marguerite	margarita
marguerite	marguerite
marguerite	daisy
mathématiques	toán
mathématiques	toán
mathématiques	toán
brown	brown
brown	nâu
solo	solo
montpellier	montpellier
morte	morte
morte	chết
morte	chết
serge	sergei
serge	serge
rouen	rouen
partage	chia
partage	share
apprend	learns
changer	đổi
changer	thay
croissance	gai
interne	nội
stations	trạm
profil	sơ
hans	hans
maximum	đa
maximum	max
cabinet	tủ
toi	các
toi	cac
toi	bạn
toi	anh
toi	cô
thierry	robert
thierry	thierry
avais	nan
avais	xịt
saône	saône
ère	tuổi
ère	ère
présidence	ghế
présidence	lí
présidence	cậy
voyageurs	travellers
alexander	alexandros
alexander	aleksandr
alexander	alexander
vision	vision
miss	miss
miss	nhớ
metz	metz
forêts	rừng
forêts	rừng
étapes	mốc
étapes	bước
céleste	celestial
céleste	celeste
grade	rang
grade	rank
impériale	impériale
impériale	imperial
sam	sam
modifier	sửa
modifier	đổi
modifier	thay
dehors	ngoài
dehors	ra
dehors	tứ
protéger	vệ
baisse	giảm
pacifique	pacifique
madame	madam
madame	phu
madame	đầm
madame	tẩy
madame	madame
sébastien	sebastian
sébastien	sébastien
défenseur	defender
défenseur	cọc
œil	eye
œil	mắt
œil	œil
lié	chủa
lié	bound
lié	related
récit	truyện
récit	chuyện
fabrication	fabrication
nucléaire	nucléaire
karl	karl
chevaux	ngựa
chevaux	ngựa
automne	sáp
automne	rơi
automne	sút
automne	ngã
grenoble	grenoble
animal	pet
animal	nuôi
animal	vật
roumanie	romania
roumanie	românia
appelés	goi
rues	phố
rues	street
garonne	garonne
papier	giấy
papier	trát
gray	gray
gray	xám
emmanuel	emmanuel
plante	gieo
plante	trồng
plante	cấy
plante	plante
interdit	cấm
interdit	cấm
interdit	cấm
entier	toàn
entier	hẹt
entier	whole
angle	góc
contemporain	contemporain
contemporain	contemporary
barrage	roadblock
barrage	dam
barrage	đập
immédiatement	ngay
immédiatement	tức
anvers	antwerp
anvers	anvers
giovanni	giovanni
courses	xáo
courses	đua
sable	bi
sable	cát
sable	sandy
toronto	toronto
courte	bài
courte	ngắn
courte	short
courte	lá
domicile	nhà
aime	love
aime	yêu
aime	như
aime	thích
aime	like
aime	thích
routes	rô
orientale	orientale
orientale	đông
placé	bot
flore	flora
noblesse	gentry
policier	cớm
policier	cop
policier	cảnh
toile	canvas
toile	toile
chercher	tìm
évaluation	valuation
détruit	hỏng
détruit	hư
détruit	xì
quartiers	quận
quartiers	neighbourhoods
chacune	mỗi
disparition	disappearing
bistro	bistro
échec	fail
échec	mài
limitrophes	biền
rédaction	viết
rédaction	ghi
serveur	bồi
serveur	phục
serveur	server
hausse	rising
oise	oise
signature	ký
signature	ký
carl	carl
produire	produce
chien	chó
chien	dog
chien	chó
tenu	chức
correspondant	khớp
zélande	zealand
zélande	zeeland
nul	null
nationaux	gạt
nationaux	open
nationaux	nationals
secondes	giây
studios	studios
ruisseau	lạch
ruisseau	creek
ruisseau	luồng
ruisseau	suối
ruisseau	stream
ruisseau	brook
roche	roche
publiques	công
connus	quen
largeur	rộng
org	org
françoise	françoise
françoise	francoise
françoise	joanne
françoise	frances
spécial	cống
munich	münchen
munich	munchen
munich	munich
voici	đây
vii	vỉ
vii	vii
pêche	fishery
pêche	đào
pêche	peach
notion	notion
alger	bến
catalogue	catalogue
catalogue	catalog
tir	bắn
tir	phát
tir	bắn
puits	chà
puits	ừm
puits	wells
puits	giếng
salles	phòng
unies	united
unies	hoa
benoît	benedict
benoît	benoit
décidé	quyết
souhaite	ước
souhaite	muôn
end	end
end	kết
étage	tầng
étage	sàn
coups	phát
coups	coups
johnson	johnson
hongrois	hungary
hongrois	hung
hongrois	hungary
rois	kings
rois	vua
mineures	nhỏ
mineures	minor
pieds	feet
pieds	chân
pieds	mét
pieds	foot
pieds	bộ
pieds	pieds
pensée	nghĩ
pensée	tưởng
pensée	nghĩ
bel	bel
utilisées	phơi
vaste	rộng
vaste	vid
relais	relay
déposé	filled
déposé	tiển
roy	roy
marins	marine
poèmes	poèmes
poèmes	thơ
tendance	trend
orientation	hướng
xxx	xxx
congo	congo
street	phố
street	street
ennemi	địch
ennemi	thù
ennemi	thù
moselle	moselle
multiples	nhiều
indien	indien
calendrier	lịch
calendrier	lịch
avenir	lai
jérusalem	jerusalem
réel	real
réel	thực
réel	thật
réel	thiệt
cavalerie	cavalerie
écran	bày
jim	jim
rester	stay
mauvais	xấu
mauvais	bad
mauvais	kém
mauvais	khiếp
mauvais	tệ
brian	brian
condition	tiêm
condition	trạng
plaine	plaine
plaine	plain
plaine	plains
perte	mát
aires	aires
victoria	victoria
classes	hạng
lauréat	thang
lauréat	thắng
portée	tầm
portée	kiệu
quitter	bỏ
quitter	thoát
quitter	thoát
quitter	exit
performance	suất
oscar	oscar
définitivement	kĩ
romains	roman
romains	đế
compose	soạn
basée	dựa
versailles	versailles
anniversaire	khắc
niveaux	cấp
alex	xander
alex	alex
couverture	chăn
couverture	thảm
couverture	bìa
couverture	cover
couverture	che
cuisine	bếp
arbres	cây
arbres	cây
émissions	emissions
disposition	layout
disposition	disposition
racing	đua
parallèle	parallels
humains	human
ray	ray
milliards	tỷ
milliards	tỉ
milliards	tỷ
milliards	tỉ
pos	pos
bertrand	bertrand
blues	blues
xxie	xxi
entrer	nhập
entrer	enter
réseaux	mạng
réseaux	mạng
réseaux	mạng
duché	duché
hameau	hameau
hameau	hamlet
dragon	rồng
dragon	diều
dragon	long
dragon	dragon
canons	súng
canons	pháo
penser	nghĩ
penser	nghĩ
tableaux	bảng
tableaux	bàn
tableaux	tranh
vaisseau	vaisseau
vaisseau	spacecraft
vaisseau	starship
vaisseau	tàu
vaisseau	ship
café	phê
café	coffee
café	cafe
café	cafe
café	café
café	café
cher	hon
cher	cưng
cher	cher
luis	luis
isabelle	isabel
isabelle	isobel
isabelle	isabella
isabelle	isabelle
confiance	tin
polonaise	polish
polonaise	polonaise
aix	aix
aventures	adventures
galles	wales
onze	onze
onze	eleven
moteurs	motors
charente	charente
pleine	say
pleine	full
pleine	đầy
noirs	đen
célèbres	nổi
dimensions	chiều
quart	quý
pertes	mát
ajoute	add
ajoute	thêm
laval	laval
ontario	ontario
document	liệu
augmentation	tăng
augmentation	tăng
limites	hạn
qualification	qualifying
éric	eric
ernest	ernest
oncle	chú
oncle	bác
génie	genius
génie	genie
génie	thần
voitures	oto
voitures	ôtô
voitures	car
voitures	xe
contemporaine	contemporary
jackson	jackson
blancs	trắng
blancs	white
blancs	bạch
best	nhất
plage	biển
plage	beach
drame	drama
drame	kịch
entretien	phỏng
vide	void
vide	trống
vide	blank
vide	rỗng
vide	trống
saints	saints
félix	felix
benjamin	benjamin
reims	reims
windows	windows
canon	thùng
canon	nóc
canon	nòng
canon	canon
anthony	anthony
ali	ali
chance	hội
attendre	đợi
attendre	chờ
attendre	khoan
destruction	điêu
samuel	samuel
dir	dir
avignon	avignon
amsterdam	amsterdam
sophie	sophie
auvergne	auvergne
davis	davis
leader	leader
trafic	tê
trafic	buôn
auto	auto
peau	peau
peau	skin
peau	da
ferdinand	ferdinand
duo	duo
espaces	khoảng
ukraine	ukraine
ukraine	ucraina
ukraine	ukraina
maine	maine
vieille	cũ
vieille	tuổi
vieille	già
vieille	vieille
incendie	lửa
incendie	cháy
incendie	lứa
acide	axit
acide	acid
acide	axít
gilbert	gilbert
poule	gà
poule	poule
poule	gà
kevin	kevin
kim	kim
madeleine	madeleine
madeleine	magdalene
madeleine	magdalena
saut	nhảy
saut	skip
saut	leap
saut	nhảy
pré	pre
pré	pré
enceinte	thai
enceinte	bầu
enceinte	enclosure
hugo	hugo
sacré	thánh
régulière	thường
sortir	thoát
sortir	exit
sortir	ra
sortir	tứ
centres	centres
affluent	purus
stephen	stephen
athènes	athens
urbain	urbain
xiii	xiii
clermont	clermont
préfet	préfet
stéphane	stéphane
stéphane	stephen
stéphane	stefan
stéphane	stephan
stéphane	steven
primaire	tiểu
primaire	chính
wiki	wiki
tuer	giết
tuer	giết
tuer	giết
logique	luận
logique	logic
xavier	xavier
orgue	organ
bulletin	bulletin
impression	in
impression	in
dépend	tùy
quasi	sắp
quasi	gần
quasi	hầu
quasi	quasi
visible	bien
souris	chuột
souris	chuột
autoroute	autoroute
ponts	bridges
ponts	cầu
taylor	taylor
vérité	thật
quinze	fifteen
quinze	quinze
médaillé	medalist
jérôme	jérôme
jérôme	jerome
assistant	ass
assistant	wizard
bavière	bavarian
bavière	bayern
bavière	bavaria
alan	alan
chili	chili
chili	ớt
chili	chile
moindre	lesser
carlo	carlo
boîte	hộp
boîte	box
boîte	bốc
légèrement	hơi
légèrement	nhẹ
gallimard	gallimard
alice	alice
las	las
saxe	saxe
saxe	görlitz
saxe	saxony
saxe	sachsen
saxe	zwickau
comprenant	gồm
remarque	note
remarque	chuông
remarque	quận
gares	trạm
installation	tráo
circulation	tê
australien	aussie
tournage	bắn
pierres	stones
pierres	đá
pierres	stone
pierres	đá
histoires	histoires
histoires	truyện
histoires	tin
faites	pha
pdd	dps
phrase	câu
récompense	thưởng
lancement	launch
lancement	phóng
patron	sếp
patron	boss
conçu	chấn
aviation	aviation
chrétiens	nguyen
chrétiens	christian
syndicat	union
syndicat	hợp
syndicat	syndicate
lewis	lewis
menace	đe
menace	mối
crois	tin
basque	basque
mans	mans
lot	đợt
lot	batch
lot	mẻ
lot	bó
lot	lot
débit	luồng
débit	màng
débit	flow
débit	throughput
commissaire	commissaire
araignées	nhện
arabes	arab
arabes	arabian
conserver	giữ
reprendre	cv
reprendre	resume
manga	manga
conseils	tips
conseils	mẹo
conseils	khuyên
latine	latin
latine	latinh
latine	latina
andrew	andrew
peintures	tranh
peintures	sơn
peintures	tranh
iran	iran
blessés	thương
blessés	thương
conscience	consciousness
maîtres	masters
maîtres	maîtres
rappelle	recalls
naples	naples
naples	napoli
naples	napoli
lion	lion
peur	sợ
peur	sợ
peur	ex
prague	prague
prague	praha
lausanne	lausanne
nomination	hẹn
chrétienne	nguyen
chrétienne	christian
américaines	american
américaines	mỹ
respect	bai
mobile	mobile
mobile	mobil
chiffres	số
sœurs	ruột
bientôt	sớm
bientôt	sắp
spéciale	cống
commentaire	luận
commentaire	commentary
véhicule	xe
della	della
irlandais	irish
rare	hiếm
rare	uncommon
transfert	chuyển
transfert	truyền
transfert	truyền
blessé	thương
blessé	thương
blessé	đau
blessé	hại
blessé	thương
aile	wing
aile	cánh
carré	đc
carré	square
carré	vuông
dimension	chiều
dimension	chiều
juive	juive
var	var
lit	bed
lit	giường
floride	florida
fera	will
fera	sẽ
fera	muốn
situés	nằm
seuil	ngưỡng
milliers	nghìn
milliers	ngàn
dirigeant	ruler
dirigeant	thước
loup	loup
loup	soi
loup	wolf
loup	sói
détroit	vịnh
détroit	detroit
mémoires	memoirs
mémoires	memoir
classiques	classics
classiques	classic
nécessaires	thiết
nécessaires	ấp
bibliographie	bibliography
grave	bách
grave	nặng
grave	mộ
grave	mồ
lord	huân
tourne	quay
tourne	lượt
tourne	cua
tourne	flip
tourne	spin
tourne	quay
faute	foul
brunswick	brunswick
million	triệu
poème	thơ
hill	đồi
hill	ngổn
hill	hill
hill	hoan
rivières	sông
rivières	rivers
directe	direct
directe	trực
inférieure	hạ
inférieure	inferior
gris	gray
gris	xám
gris	xám
aquitaine	aquitaine
clément	clement
barbara	barbara
notoriété	đồn
euro	eurozone
euro	euros
euro	euro
euro	euro
léger	châm
léger	đèn
léger	nhạt
léger	nhẹ
disponibles	rảnh
danger	hazard
danger	nguy
wilson	wilson
cordes	chuỗi
cordes	dây
cordes	cordes
cordes	chuỗi
cordes	strings
golden	vầng
golden	golden
golden	đỏi
détail	tiết
dan	dan
hypothèse	assumption
matériaux	nguyên
risques	liều
risques	ro
confluence	confluence
charlotte	charlotte
anglo	anglo
révolte	loạn
monnaie	tiền
monnaie	tien
enseigne	ensign
renommée	renown
renommée	fame
renommée	đồn
franc	franc
didier	didier
mac	mac
ascension	ascent
vendu	bán
dirigeants	executives
ford	ford
jane	jane
frontières	frontiers
frontières	viền
frontières	viền
frontières	biên
ailes	ailes
ailes	wings
ailes	cánh
ailes	wing
ailes	cánh
julie	julie
institution	sở
donna	donna
varsovie	warszawa
varsovie	warsaw
déclaré	tuyên
compter	đếm
compter	lit
compter	đếm
normale	chuẩn
normale	thường
résolution	vụn
résolution	giải
conquête	conquête
conquête	conquest
rowspan	rowspan
colonie	khu
hélène	hélène
hélène	helene
hélène	helena
hélène	ellen
hélène	helene
hélène	helen
besoins	cần
besoins	nhu
bref	bref
inférieur	hạ
inférieur	inferior
tenir	giữ
cannes	cannes
neige	tuyết
neige	snow
installer	tráo
défaut	defect
responsabilité	disclaimer
poissons	poissons
poissons	pisces
poissons	cá
couvent	couvent
coût	tốn
bains	tắm
bains	bad
bains	bath
bains	tắm
espoirs	mong
espoirs	xoa
africain	africain
bandes	bands
vais	vais
cellules	cell
fosse	rãnh
fosse	hố
fosse	pit
fosse	fosse
costumes	costumes
johnny	johnny
espoir	mong
espoir	xoa
jardins	vườn
jardins	gardens
jardins	vườn
jardins	garden
destinée	destiny
angers	angers
détails	tiết
colonne	khe
colonne	cột
effectuer	trùm
monaco	khảm
monaco	monaco
mises	mises
gagner	giành
gagner	thang
gagner	win
gagner	thắng
gagner	winning
gagner	thắng
dijon	dijon
invité	mời
invité	khách
affiche	poster
prêt	vay
mauvaise	xấu
mauvaise	bad
mauvaise	kém
mauvaise	khiếp
mauvaise	tệ
violon	violin
violon	violon
élevée	cao
islam	islam
battu	đánh
battu	phật
battu	bại
envoie	gửi
envoie	gởi
traces	vết
traces	trace
war	tranh
war	chiến
égalité	equity
créateur	designer
intérêts	vốn
intérêts	lãi
fox	fox
fox	cáo
marais	lầy
marais	marais
marais	marsh
moines	moines
kong	kông
kong	kong
chimie	hóa
chimie	lờ
prenant	taking
poisson	pisces
poisson	cá
poisson	poison
inter	inter
soi	sói
secours	cứu
chat	chát
chat	chat
chat	mèo
chat	cat
johann	johann
johann	johan
tirs	bắn
sarah	sarah
interprété	interpreted
archipel	archipelago
géorgie	georgian
géorgie	gruzia
géorgie	georgia
âme	hồn
âme	soul
gothique	goth
gothique	goth
gothique	gothic
bloc	bloc
bloc	khối
bloc	block
bloc	chặn
visiteurs	khách
clan	clan
clan	tộc
capital	vốn
surnom	nickname
express	express
veux	veux
veux	muon
veux	muốn
électricité	điện
mit	mit
mit	mit
mit	mlt
facile	nhẹ
davantage	thêm
différent	khác
changements	đổi
changements	thay
fred	hòa
fred	fred
chrétien	nguyen
chrétien	christian
chrétien	chrétien
oxford	oxford
croatie	croatia
ange	ange
ange	angel
chasseurs	chasseurs
gaston	gaston
robin	robin
bonnes	tốt
bonnes	hay
bonnes	ngon
classements	standings
xiv	xiv
conflits	xung
transformation	biến
étudier	học
étudier	học
viii	viii
andrea	andrea
virginie	virginie
virginie	virginia
monts	núi
monts	monts
ann	ann
écossais	scots
écossais	scottish
métier	nghề
soirée	đảng
soirée	party
soirée	tiệc
soirée	tối
soirée	đêm
mélange	mix
mélange	trộn
mine	mỏ
mine	mine
montée	ascent
costa	costa
alphonse	alphonse
alphonse	alfonso
lucien	lucien
disques	discs
sydney	sydney
nba	nba
howard	phuong
howard	howard
charlie	charlie
charlie	vc
évêques	bishop
défendre	cọc
défendre	cọc
elizabeth	elizabeth
recevoir	nhận
recevoir	nhận
performances	suất
brest	brest
friedrich	friedrich
occupé	bận
armand	armand
antiquité	antique
brésilien	brazil
brésilien	brazilian
doctorat	phd
maîtrise	mastery
encyclopédique	encyclopédique
réédition	reissued
réédition	reissue
rêve	mơ
rêve	dream
rêve	mơ
rêve	dreams
mathieu	matthew
mathieu	mathieu
camille	camille
simples	singles
