மற்றும்	та
இத்தாலிய	італійської
இனங்கள்	порід
இனங்கள்	виді
இனங்கள்	вид
இனங்கள்	види
தலைவன்	шеф
தலைவன்	вождь
தலைவன்	головний
நின்று	стоїть
நின்று	стоячи
நின்று	стоять
நடக்கும்	трапляється
நடக்கும்	стається
நடக்கும்	станеться
நடக்கும்	трапляються
நடக்கும்	статися
டைம்ஸ்	таймс
டைம்ஸ்	час
டைம்ஸ்	часи
டைம்ஸ்	times
பிரிட்டிஷ்	британці
பிரிட்டிஷ்	британська
பிரிட்டிஷ்	британські
பிரிட்டிஷ்	british
பிரிட்டிஷ்	англієць
நிகழ்ச்சிகள்	події
புதிதாக	нові
புதிதாக	нове
புதிதாக	нова
புதிதாக	новий
புதிதாக	створити
புதிதாக	щойно
புதிதாக	свіжі
புதிதாக	свіже
புதிதாக	свіжа
புதிதாக	свіжий
வரைபடம்	карта
வரைபடம்	мапа
வரைபடம்	діаграма
வரைபடம்	діаграми
வரைபடம்	карти
வரைபடம்	мапи
வரைபடம்	картах
தாவரங்கள்	рослини
தாவரங்கள்	заводи
தண்ணீர்	вода
தண்ணீர்	водні
தண்ணீர்	водяний
தண்ணீர்	водяне
கர்நாடக	карнатака
விளையாட்டுகள்	ігор
விளையாட்டுகள்	games
விளையாட்டுகள்	ігри
விளையாட்டுகள்	спорт
விளையாட்டுகள்	спортивні
விளையாட்டுகள்	спорту
கட்டப்பட்டது	побудовано
கட்டப்பட்டது	побудували
கட்டப்பட்டது	зібрано
உள்	внутрішнє
உள்	внутрішній
உள்	внутрішня
உள்	внутрішні
உள்	локальні
உள்	місцеві
உள்	локальна
உள்	локальний
உள்	місцевий
உள்	внутрішнє
உள்	внутрішній
உள்	площина
மொழிபெயர்ப்பு	переклад
மொழிபெயர்ப்பு	переклад
மொழிபெயர்ப்பு	перекласти
மொழிபெயர்ப்பு	перекладати
வின்	vin
விளையாட்டுக்கள்	ігор
விளையாட்டுக்கள்	games
விளையாட்டுக்கள்	ігри
விளையாட்டுக்கள்	спорт
விளையாட்டுக்கள்	спортивні
விளையாட்டுக்கள்	спорту
நிமிடங்கள்	хв
நிமிடங்கள்	хвилин
நிமிடங்கள்	хвилини
கருப்பு	чорні
கருப்பு	чорне
கருப்பு	чорна
கருப்பு	чорний
குறுகிய	short
குறுகிய	короткий
குறுகிய	коротка
குறுகிய	скорочено
குறுகிய	коротке
குறுகிய	короткі
தொடங்கப்பட்டது	почалося
தொடங்கப்பட்டது	почалось
தொடங்கப்பட்டது	почали
தொடங்கப்பட்டது	розпочато
தொடங்கப்பட்டது	почався
தொடங்கப்பட்டது	почато
நம்	наше
நம்	наша
நம்	наші
நம்	наш
அரசர்கள்	королі
பொருளியல்	економіка
பொருளியல்	економічне
நிறைய	багато
நிறைய	лот
கொடி	прапором
கொடி	прапорець
கொடி	прапор
கொடி	прапора
எப்போதும்	завжди
எப்போதும்	назавжди
எப்போதும்	forever
எப்போதும்	навіки
எப்போதும்	ever
எழுத்துக்கள்	абетка
எழுத்துக்கள்	письмо
எழுத்துக்கள்	алфавіт
எழுத்துக்கள்	листи
எழுத்துக்கள்	літер
எழுத்துக்கள்	літери
எழுத்துக்கள்	символів
எழுத்துக்கள்	персонажі
எழுத்துக்கள்	ієрогліфи
எழுத்துக்கள்	літери
எழுத்துக்கள்	символи
சுருக்கம்	огляд
சுருக்கம்	резюме
சுருக்கம்	зведення
சுருக்கம்	підсумок
அரசாங்கம்	правління
அரசாங்கம்	уряд
மாறி	змінну
மாறி	змінної
மாறி	змінна
பாதை	контур
பாதை	шлях
வென்று	переміг
வென்று	виграв
வென்று	вон
வென்று	виграли
சரியாக	саме
மாகாண	провінційний
நாடகம்	драматичний
நாடகம்	драма
நாடகம்	драми
ஓவியம்	малювання
ஓவியம்	картина
ஓவியம்	живопис
இறந்த	помер
இறந்த	померла
இறந்த	мертвий
இறந்த	dead
உள்ளே	inside
உள்ளே	всередині
கோ	коу
கூட்டணி	альянс
அதிகாரப்பூர்வ	офіційні
அதிகாரப்பூர்வ	офіційна
அதிகாரப்பூர்வ	офіційний
அதிகாரப்பூர்வ	офіційне
அப்துல்	абдул
செலவு	провести
செலவு	проводять
செலவு	витратити
செலவு	витрачено
செலவு	витрачений
சுழற்சி	обертання
சுழற்சி	поворот
சுழற்சி	спіраль
சுழற்சி	циклу
சுழற்சி	цикл
மனம்	mind
மனம்	розум
மனம்	душі
மனம்	душ
நோய்கள்	хвороб
நோய்கள்	захворювань
நோய்கள்	захворювання
அண்மையில்	недавно
அண்மையில்	нещодавно
எளிதில்	легка
எளிதில்	легкі
எளிதில்	легко
எளிதில்	легке
அதிகாரம்	влада
அதிகாரம்	живлення
அதிகாரம்	сила
அதிகாரம்	power
நகைச்சுவை	комедія
நகைச்சுவை	комедії
கணித	математика
கணித	математичний
கணித	математичні
கணித	математики
சரி	ясно
சரி	ок
சரி	гаразд
சரி	добре
சரி	добре
சரி	well
சரி	ну
சரி	імхо
பக்கங்கள்	сторінки
பக்கங்கள்	сторінок
நீதிமன்றம்	судові
நீதிமன்றம்	суд
செயல்படும்	активна
செயல்படும்	активні
செயல்படும்	активне
செயல்படும்	активним
செயல்படும்	активний
அதிபர்	президент
அதிபர்	президенти
அலுவலர்	наглядач
அலுவலர்	офіцер
அமைவிடம்	розміщення
அமைவிடம்	місцезнаходження
அமைவிடம்	локація
அமைவிடம்	місце
அமைவிடம்	розташування
லீக்	ліга
லீக்	лік
நிர்வாகம்	управління
நிர்வாகம்	менеджмент
நிர்வாகம்	керівництво
நிர்வாகம்	керування
நிர்வாகம்	адміністрація
நிர்வாகம்	адміністрації
நிர்வாகம்	адміністрування
நிர்வாகம்	адміністративні
நிர்வாகம்	адміністративний
நிர்வாகம்	адміністративне
முறையை	метод
ஆசியா	азія
ஓய்வு	відпочинок
ஓய்வு	пенсії
ஓய்வு	відпочинок
ஓய்வு	рухливі
தாக்கம்	вплив
புரட்சி	революція
வலைத்தளம்	сайті
வலைத்தளம்	сайт
போராட்டம்	протест
போராட்டம்	боротьба
போராட்டம்	боротьби
ஏதேனும்	якісь
நிறைவு	завершення
நிறைவு	доповнення
நிறைவு	завершено
நிறைவு	завершені
நிறைவு	виконано
நிறைவு	завершене
நிறைவு	завершити
நிறைவு	повний
நிறைவு	завершення
நிறைவு	завершений
நடவடிக்கைகள்	заняття
நடவடிக்கைகள்	діяльності
நடவடிக்கைகள்	діяльність
கூகுள்	google
கூகுள்	гаджети
மரியா	мері
மரியா	марічка
மரியா	маріє
மரியா	марія
மலர்	квітки
மலர்	квітка
இடைப்பட்ட	поміж
இடைப்பட்ட	між
விரைவில்	soon
விரைவில்	скоро
பாடகர்	співак
பாடகர்	співачка
பாடகர்	співака
ஏற்பாடு	організована
ஏற்பாடு	організовані
ஏற்பாடு	домовленість
ஏற்பாடு	аранжування
ஏற்பாடு	розташування
ஏற்பாடு	поєднати
ஏற்பாடு	влаштувати
நிறைந்த	повна
நிறைந்த	повний
நிறைந்த	повне
கட்டிடக்கலை	архітектура
ஆட்டம்	гра
ஆட்டம்	гри
ஆட்டம்	гру
ஆட்டம்	збіг
ஆட்டம்	відповідність
ஆட்டம்	матч
ஆட்டம்	двобій
ஆட்டம்	сірники
மண்	ґрунту
மண்	ґрунт
மண்	земля
மண்	пісок
குழுக்கள்	групи
குழுக்கள்	груп
குழுக்கள்	спільноти
தொடர்பாக	щодо
தொடர்பாக	стосовно
சூரியன்	нд
சூரியன்	сонця
சூரியன்	сонцю
சூரியன்	sun
சூரியன்	сонце
இந்திரா	індра
தீ	fire
தீ	вогнем
தீ	вогонь
தீ	пожежа
சேர்ந்தார்	приєднався
சேர்ந்தார்	долучився
சேர்ந்தார்	приєдналися
சேர்ந்தார்	приєднується
சேர்ந்தார்	приєдналася
உருவாக்கிய	складено
கடற்கரை	пляжний
கடற்கரை	біч
கடற்கரை	пляж
வீட்டில்	домашній
இயக்கிய	орієнтований
இயக்கிய	направлена
எடை	вагу
எடை	вага
யின்	інь
உருவான	сформована
உருவான	оформлено
உருவான	сформовано
வழங்குகிறது	надає
வழங்குகிறது	закладено
வழங்குகிறது	забезпечує
தொடர்ச்சியாக	неодноразово
பெற்றோர்	батьки
பெற்றோர்	батьківські
பெற்றோர்	батьки
பெற்றோர்	батьківського
பெற்றோர்	батьківський
ஒற்றை	окремі
ஒற்றை	single
ஒற்றை	самотній
அச்சு	вісь
ஆஸ்திரேலியா	австралія
ஆஸ்திரேலியா	australia
ஆஸ்திரேலியா	австралії
கட்டப்பட்ட	побудовано
கட்டப்பட்ட	побудували
கட்டப்பட்ட	зібрано
கட்டப்பட்ட	побудовано
கட்டப்பட்ட	проведена
பார்த்து	дивиться
பார்த்து	дивитися
பார்த்து	дивлюсь
வழங்கிய	надані
வழங்கிய	надано
கடவுளின்	боги
கடவுளின்	божі
கடவுளின்	боже
கடவுளின்	бога
கடவுளின்	бог
கடவுளின்	богу
வீதம்	оцінити
வீதம்	частота
வீதம்	швидкість
வீதம்	оцініть
வீதம்	ставка
வேளாண்மை	землеробство
ஐரோப்பா	європу
ஐரோப்பா	європа
ஐரோப்பா	європі
முடியவில்லை	невдало
முடியவில்லை	невдача
முடியவில்லை	збій
முடியவில்லை	помилка
எழுத	записати
எழுத	напишіть
எழுத	пишіть
எழுத	виписати
எழுத	написати
அறிஞர்கள்	вчених
அறிஞர்கள்	популяризацію
புலவர்கள்	поетів
புலவர்கள்	поети
பிரான்ஸ்	франції
பிரான்ஸ்	франція
பிரான்ஸ்	францію
ஜெர்மனி	німеччини
ஜெர்மனி	німеччині
ஜெர்மனி	німеччина
ஜெர்மனி	німеччину
கொண்டே	тримай
பயன்படுத்தப்பட்டது	використовується
பயன்படுத்தப்பட்டது	використана
பயன்படுத்தப்பட்டது	використані
பயன்படுத்தப்பட்டது	використано
விரிவான	докладні
விரிவான	детальний
விரிவான	детальні
தலைநகரம்	капітал
தலைநகரம்	столиця
வட்டார	локальні
வட்டார	місцеві
வட்டார	локальна
வட்டார	локальний
வட்டார	місцевий
பிரபல	відома
பிரபல	знамениті
பிரபல	відомий
பிரபல	знаменитий
பார்வை	охоплення
பார்வை	перегляд
பார்வை	вигляд
பார்வை	view
பார்வை	вид
பார்வை	переглянути
தகுதி	доповнена
தகுதி	заслуговують
தகுதி	заслужила
தகுதி	кваліфікація
பாகம்	частина
பாகம்	модуль
மரபணு	ген
மரபணு	джин
எல்லை	рамки
எல்லை	обрамлення
எல்லை	межа
எல்லை	кордон
எல்லை	рамка
எல்லை	границя
எல்லை	ліміт
எல்லை	межа
எல்லை	обмежити
எல்லை	обмеження
எல்லை	асортимент
எல்லை	діапазон
எல்லை	хребет
நடு	середня
நடு	посередині
நடு	середньої
நடு	середина
நடு	середній
வேறுபாடு	різниця
வேறுபாடு	різниці
வேறுபாடு	контрастність
உறுப்பு	термін
உறுப்பு	елемент
உறுப்பு	елементом
உறுப்பு	елементи
நெடுஞ்சாலைகள்	доріг
மருத்துவர்	лікар
மருத்துவர்	лікар
மருத்துவர்	лікаря
மருத்துவர்	доктор
மருத்துவர்	лікарю
இடத்தை	місце
எதிர்த்து	проти
ஏற்ற	гора
ஏற்ற	маунт
ஏற்ற	монтувати
ஏற்ற	монтування
இடையிலான	поміж
இடையிலான	між
இலக்கணம்	література
இலக்கணம்	граматики
இலக்கணம்	граматика
லண்டன்	лондонський
லண்டன்	london
லண்டன்	лондон
கோப்பை	трофей
கோப்பை	чашці
கோப்பை	чашка
கோப்பை	чаша
கோப்பை	кубок
அலி	алі
வினை	реакція
கருத்தில்	враховуючи
கருத்தில்	розглянути
கண்டி	канді
உள்ளடக்கிய	включно
உள்ளடக்கிய	включено
வகுப்பு	клас
இறுதியாக	нарешті
இறுதியாக	безмежна
பொருளாதாரம்	економічне
பொருளாதாரம்	економічні
பொருளாதாரம்	економічна
பொருளாதாரம்	економічний
பொருளாதாரம்	корупцію
பொருளாதாரம்	економіка
பொருளாதாரம்	фінанси
பொருளாதாரம்	фінансові
பொருளாதாரம்	фінансова
பொருளாதாரம்	господарство
பொருளாதாரம்	економіка
பொருளாதாரம்	економія
தவறான	неправильна
தவறான	невірно
தவறான	неправильний
தவறான	неправильне
தவறான	неправильна
தவறான	неправильно
தவறான	неправильний
உச்ச	supreme
உச்ச	низку
ஆப்பிரிக்க	африканська
ஆப்பிரிக்க	африканський
ஆப்பிரிக்க	африканські
ஆப்பிரிக்க	африканських
முகம்மது	мухаммед
முகம்மது	мохамед
முக்கியமாக	переважно
முக்கியமாக	головним
முக்கியமாக	основному
முடிகிறது	завершення
முடிகிறது	завершується
முடிகிறது	завершує
முடிகிறது	закінчується
முடிகிறது	завершується
முடிகிறது	кінець
முடிகிறது	закінчується
முடிகிறது	остаточний
நடந்து	ходити
நடந்து	прогулянка
நடந்து	прогулянки
விளைவு	результат
விளைவு	ефект
விளைவுகள்	ефекти
இத்தாலி	італії
இத்தாலி	італія
இத்தாலி	італію
இணையத்தளம்	сайті
இணையத்தளம்	сайт
உருவாக்கம்	створення
உருவாக்கம்	витвір
அமைதி	миру
அமைதி	мир
அமைதி	тиха
அமைதி	мовчазна
அமைதி	спокійний
அமைதி	спокій
அமைதி	спокійні
வழக்கமான	формальні
வழக்கமான	регулярний
வழக்கமான	звичайний
வழக்கமான	формальний
நன்றாக	файно
நன்றாக	добре
பண்பாட்டு	культурний
பண்பாட்டு	культурні
இருபது	двадцять
இருபது	двадцяти
பீட்டர்	петро
பீட்டர்	пітер
வேகம்	швидкість
வேகம்	швидко
வேகம்	швидкі
வேகம்	швидке
வேகம்	швидка
வேகம்	фаст
வேகம்	швидкий
உளவியல்	психологія
சதவீதம்	відсотки
சதவீதம்	відсоток
சதவீதம்	відсотки
சதவீதம்	відсотків
சதவீதம்	відсоток
பாலியல்	сексуально
பாலியல்	сексуального
பாலியல்	сексуальний
பாலியல்	сексуальної
பாலியல்	статевий
பாலியல்	сексуальне
அருங்காட்சியகம்	museum
அருங்காட்சியகம்	музей
காட்டுகிறது	показ
காட்டுகிறது	показує
புவி	землею
புவி	earth
புவி	землі
புவி	земля
மன	психічний
சிவாஜி	шиваджі
இரும்பு	залізний
இரும்பு	залізо
இரும்பு	залізна
இரும்பு	заліза
நடந்தது	сталося
நடந்தது	відбулося
நடந்தது	трапилося
நடந்தது	трапилось
பழமையான	легенду
பழமையான	легенда
பழமையான	класична
பழமையான	класичні
பழமையான	класичний
பழமையான	класика
பழமையான	класичне
செயற்கை	synthetic
செயற்கை	штучна
செயற்கை	штучний
செயற்கை	штучне
செயற்கை	штучні
நீதி	справедливість
நீதி	правосуддя
முடிந்தது	завершено
முடிந்தது	завершені
முடிந்தது	виконано
முடிந்தது	завершено
முடிந்தது	завершені
முடிந்தது	закінчено
முடிந்தது	закінчиться
முடிந்தது	закінчив
முடிந்தது	зроблено
முடிந்தது	закінчили
முடிந்தது	виконано
முடிந்தது	готово
முடிந்தது	done
முறைமை	режим
முறைமை	лад
முறைமை	mode
தண்டனை	пенальті
தண்டனை	штраф
தண்டனை	покарання
ஒன்றும்	nothing
ஒன்றும்	ніщо
ஒன்றும்	небуття
ஒன்றும்	нічого
ஜப்பான்	японія
ஜப்பான்	японію
ஜப்பான்	японії
உதவுகிறது	допоможе
உதவுகிறது	допомогає
உதவுகிறது	допомагає
சந்திப்பு	зустріч
சந்திப்பு	засідання
சந்திப்பு	нарада
சந்திப்பு	зустрічі
சந்திப்பு	зустріч
சந்திப்பு	знайомство
சந்திப்பு	зустрічаються
மன்றங்கள்	форуми
மன்றங்கள்	форумів
மன்றங்கள்	форумах
வாயு	газова
வாயு	газу
வாயு	газ
ராபர்ட்	роберт
ராபர்ட்	робер
வழிபாடு	поклоніння
வழிபாடு	служать
தொல்லியல்	археологічний
தொல்லியல்	археологія
உயரமான	вищими
உயரமான	вища
உயரமான	вищий
அறிவிக்கப்பட்டது	оголосили
கணக்கெடுப்பு	перепис
கணக்கெடுப்பு	перелік
மனிதர்கள்	людини
மனிதர்கள்	люди
மலையாளம்	малаялам
பரிமாற்றங்கள்	операцій
பரிமாற்றங்கள்	операції
அரங்கம்	театрі
அரங்கம்	театр
அரங்கம்	стадіон
அரங்கம்	стедіум
அரங்கம்	аудиторія
சூழலில்	середовища
சூழலில்	середовище
காணப்பட்டது	плямиста
மரங்கள்	дерев
மரங்கள்	дерева
எடுத்துக்காட்டு	приклад
எடுத்துக்காட்டு	прикладу
மாதங்கள்	місяці
மாதங்கள்	місяцями
மாதங்கள்	місяців
வடக்கே	північна
வடக்கே	норт
வடக்கே	північний
வடக்கே	північ
தூரம்	дистанція
தூரம்	відстань
தூரம்	дистанції
அவசியம்	потрібен
அவசியம்	необхідні
அவசியம்	необхідне
அவசியம்	необхідний
மாநாடு	конференція
மாநாடு	конференції
மாநாடு	саміт
மாநாடு	вершина
மாநாடு	конвенції
மாநாடு	конвенція
ஆண்டுதோறும்	щороку
சொல்லும்	say
சொல்லும்	скажуть
சொல்லும்	кажу
சொல்லும்	сказати
சொல்லும்	кажеш
சொல்லும்	розповідає
சொல்லும்	підказує
சொல்லும்	повідомляє
விலங்கு	тварини
விலங்கு	тварина
விலங்கு	animal
தயாரிப்பாளர்	виготовлено
தயாரிப்பாளர்	виробник
தயாரிப்பாளர்	продюсер
தயாரிப்பாளர்	виробник
படுகொலை	убивство
படுகொலை	злочини
அல்லாத	non
அல்லாத	нон
பூ	квітки
பூ	квітка
பூ	бу
யானை	слона
யானை	слон
வணிகம்	комерційне
வணிகம்	комерційного
வணிகம்	комерційні
வணிகம்	комерційна
வணிகம்	комерційний
வணிகம்	бізнес
வணிகம்	справа
வணிகம்	ділова
வணிகம்	business
வணிகம்	діловий
வணிகம்	торгівлі
வணிகம்	торгівля
கல்	камінь
கல்	stone
கல்	стоун
அமைந்திருக்கும்	розташовані
அமைந்திருக்கும்	знаходиться
அமைந்திருக்கும்	розташовано
அமைந்திருக்கும்	розташований
மண்டபம்	холл
மண்டபம்	зал
மண்டபம்	зали
மண்டபம்	ратуша
மண்டபம்	голл
மண்டபம்	зала
இசையமைத்த	складено
நூறு	сотня
நூறு	сотню
நூறு	сто
பாலம்	міст
பாலம்	місток
சார்	сер
சார்	пане
சுற்றுச்சூழல்	середовища
சுற்றுச்சூழல்	середовище
சுற்றுச்சூழல்	довкілля
சுற்றுச்சூழல்	екологічна
கல்வெட்டு	напис
தாயார்	матір
தாயார்	мати
தாயார்	матері
அதிகாரி	офіційні
அதிகாரி	офіційна
அதிகாரி	офіційний
அதிகாரி	офіційне
அதிகாரி	наглядач
அதிகாரி	офіцер
புள்ளிகள்	точки
புள்ளிகள்	очки
புள்ளிகள்	пункти
புள்ளிகள்	очок
புள்ளிகள்	балів
புள்ளிகள்	рахунок
புள்ளிகள்	результат
புள்ளிகள்	оцінка
மைக்கேல்	михайло
மைக்கேல்	майкл
மைக்கேல்	michael
மைக்கேல்	михаїл
புத்தகம்	книжка
புத்தகம்	книжечки
புத்தகம்	книга
புத்தகம்	книги
கட்டிடங்கள்	будівлі
கட்டிடங்கள்	будівель
மதம்	релігія
மதம்	релігії
ஈடுபாடு	заручини
ஈடுபாடு	взаємодія
ஈடுபாடு	участь
பள்ளிகள்	школах
பள்ளிகள்	шкіл
வீடியோ	відео
வீடியோ	відеозапис
வெளியில்	назовні
வெளியில்	вийшов
வெளியில்	out
விவரங்கள்	відомості
விவரங்கள்	подробиці
விவரங்கள்	деталі
புதுச்சேரி	carcharhinus
பறவை	птахи
பறவை	птаха
பறவை	пташка
பறவை	птах
பறவை	фінч
எடுக்கப்பட்ட	taken
எடுக்கப்பட்ட	взято
எடுக்கப்பட்ட	забрала
எடுக்கப்பட்ட	зроблено
பகுப்பாய்வு	аналітика
பகுப்பாய்வு	аналітики
பகுப்பாய்வு	аналіз
உடனடியாக	негайно
உடனடியாக	одразу
உடனடியாக	відразу
உடனடியாக	негайно
உடனடியாக	миттєво
வரையறை	визначення
வரையறை	роздільник
இணையம்	інтернет
கடும்	heavy
கடும்	важкий
கடும்	сильний
எளிதாக	легка
எளிதாக	легкі
எளிதாக	легко
எளிதாக	легке
விசை	ключ
விசை	клавіша
அழகிய	прекрасні
அழகிய	красивий
அழகிய	красива
அழகிய	красиві
நாட்டை	вигнання
அழைக்கப்பட்டது	запрошує
அழைக்கப்பட்டது	запросив
அழைக்கப்பட்டது	запрошено
அழைக்கப்பட்டது	запрошують
அழைக்கப்பட்டது	запрошені
பொதுமக்கள்	цивільних
வேகமாக	швидко
வேகமாக	швидкі
வேகமாக	швидке
வேகமாக	швидка
வேகமாக	фаст
வேகமாக	швидкий
மாற்றப்பட்டது	змінився
மாற்றப்பட்டது	змінилася
மாற்றப்பட்டது	змінено
மாற்றப்பட்டது	змінений
மாற்றப்பட்டது	змінені
மாற்றப்பட்டது	змінений
மாற்றப்பட்டது	змінено
மாற்றப்பட்டது	змінене
மாற்றப்பட்டது	змінені
அட்டவணை	стіл
அட்டவணை	столик
அட்டவணை	таблиця
அட்டவணை	таблиці
அட்டவணை	розклад
தீர்வு	розчин
தீர்வு	вирішення
மதிப்பீடு	рейтинг
மதிப்பீடு	оцінкою
மதிப்பீடு	оцінка
அருகிலுள்ள	поблизу
அருகிலுள்ள	поруч
அட்டை	явка
அட்டை	картка
அட்டை	картку
ஒருமுறை	once
கிடைத்த	got
முன்பே	уже
முன்பே	вже
முன்பே	раніше
ராக்	скеля
ராக்	рок
ராக்	кручі
ராக்	rock
செல்கிறது	їду
செல்கிறது	йдемо
செல்கிறது	їздить
செல்கிறது	йде
செல்கிறது	переходить
செல்கிறது	ходить
செல்கிறது	піде
கட்டுப்பாடு	контроль
கட்டுப்பாடு	контрольна
கட்டுப்பாடு	керування
சோழர்	чола
சிக்கல்	випуск
சிக்கல்	видання
சிக்கல்	задача
சிக்கல்	проблему
சிக்கல்	проблема
யூத	єврейський
யூத	єврейська
பொறுப்பு	відповідальний
பொறுப்பு	відповідальна
பொறுப்பு	відповідальність
பொறுப்பு	відповідальність
நேர்	позитивне
நேர்	позитивні
நேர்	позитивний
நேர்	позитивно
நேர்	позитив
நேர்	чесні
நேர்	стріт
நேர்	прямі
நேர்	прямо
நேர்	відверта
நேர்	вказівки
ஷா	ша
ஷா	шах
ஷா	шоу
ஷா	шо
நடுவில்	середня
நடுவில்	посередині
நடுவில்	середньої
நடுவில்	середина
நடுவில்	середній
ஜெர்மன்	німецька
ஜெர்மன்	німець
ஜெர்மன்	герман
ஜெர்மன்	німецькою
ஜெர்மன்	німецький
ஜெர்மன்	граматики
ஜெர்மன்	граматика
முகமது	мухаммед
முகமது	мухаммед
முகமது	мохаммед
நபர்	особа
நபர்	особи
வெப்பம்	теплом
வெப்பம்	спека
ராஜ்	радж
பெருமை	гордість
பெருமை	гордий
பெருமை	горді
பெருமை	proud
பெருமை	горда
பாடசாலை	школа
பாடசாலை	училище
சா	ча
சா	шах
தங்க	золота
தங்க	gold
தங்க	золоті
தங்க	золото
ஜோசப்	джозеф
ஜோசப்	йосип
ஜோசப்	жозеф
ஜோசப்	йозеф
நாடாளுமன்றம்	парламент
கூட்டம்	збираються
கூட்டம்	засідання
கூட்டம்	нарада
கூட்டம்	зустрічі
கூட்டம்	зустріч
கூட்டம்	натовп
கூட்டம்	натовпі
அலை	хвилі
அலை	хвилями
அலை	хвиля
இந்தியன்	індійська
இந்தியன்	індійський
ஆசிரியர்கள்	учителі
ஆசிரியர்கள்	вчителів
ஆசிரியர்கள்	вчителі
ஆசிரியர்கள்	авторів
ஆசிரியர்கள்	автори
இலண்டன்	лондонський
இலண்டன்	london
இலண்டன்	лондон
பந்து	кулька
பந்து	бал
சாதி	каста
ஆறுகள்	річок
ஆறுகள்	річки
ஆறுகள்	ріки
மூர்த்தி	мурті
வென்றது	переміг
வென்றது	виграв
வென்றது	вон
வென்றது	виграли
சன்	нд
சன்	сонця
சன்	сонцю
சன்	sun
சன்	сонце
கலிபோர்னியா	каліфорнію
கலிபோர்னியா	california
கலிபோர்னியா	каліфорнія
தத்துவம்	філософія
தத்துவம்	принцип
இரா	іра
இரா	айра
அதிகாரிகள்	офіцери
அதிகாரிகள்	офіцерів
அதிகாரிகள்	чиновники
அதிகாரிகள்	чиновників
அனைவருக்கும்	всім
அனைவருக்கும்	усіх
அனைவருக்கும்	усі
அனைவருக்கும்	усім
அனைவருக்கும்	всіх
மருந்துகள்	наркотики
மருந்துகள்	наркотиків
மருந்துகள்	ліків
சென்	чен
சென்	чень
சென்	сен
சிக்கலான	критична
சிக்கலான	критичні
சிக்கலான	критичний
சாதனை	записати
சாதனை	записувати
சாதனை	рекорд
சாதனை	запис
சாதனை	досягнення
அடுக்கு	slot
அடுக்கு	гніздо
அடுக்கு	шаром
அடுக்கு	шар
பின்னாளில்	згодом
பின்னாளில்	пізніше
பின்னாளில்	потому
இசுலாம்	іслам
மேரி	мері
மேரி	марічка
மேரி	маріє
சோடியம்	натрію
பல்	зубний
பல்	зуб
பல்	зубна
பல்	зуби
ஓவியங்கள்	картини
ஓவியங்கள்	картин
விரைவாக	швидкі
விரைவாக	швидко
விரைவாக	швидке
விரைவாக	швидка
விரைவாக	швидкий
விரைவாக	швидко
விரைவாக	швидкі
விரைவாக	швидке
விரைவாக	швидка
விரைவாக	фаст
விரைவாக	швидкий
விரைவாக	швидко
விரைவாக	швиденько
பண்புகள்	атрибути
பண்புகள்	атрибутів
பண்புகள்	властивості
கலந்த	змішана
கலந்த	змішаний
கலந்த	змішані
பருவம்	season
பருவம்	сезон
பருவம்	сезону
பருவம்	parva
பொருள்கள்	things
பொருள்கள்	речі
பொருள்கள்	речей
பொருள்கள்	теми
பொருள்கள்	тем
பொருள்கள்	предмети
பொருள்கள்	елементів
பொருள்கள்	пункти
பொருள்கள்	елементи
அடைந்து	досягнуто
அடைந்து	досягли
அடைந்து	досягнув
அடைந்து	досягла
நெருங்கிய	найближчу
நெருங்கிய	найближчий
நெருங்கிய	найближчі
பரப்பு	поверхні
பரப்பு	поверхня
பரப்பு	область
பரப்பு	ділянка
பரப்பு	площа
பரப்பு	місцевість
ஏதாவது	якісь
ஏதாவது	щось
ஏதாவது	дещо
ஏதாவது	чимось
வழங்க	надають
வழங்க	надати
ஏற்று	навантаження
ஏற்று	завантажити
ஏற்று	завантаження
ஏற்று	гора
ஏற்று	маунт
ஏற்று	монтувати
ஏற்று	монтування
ஏற்று	експорт
ஏற்று	експортувати
ஹென்றி	генрі
ஹென்றி	генріх
ஹென்றி	анрі
சுதந்திரம்	свобода
தலைமையகம்	штаб
சர்	сер
சர்	пане
முனிவர்	sage
கட்டிடம்	будівля
கட்டிடம்	будівництво
கட்டிடம்	будуємо
கட்டிடம்	будівельні
கட்டிடம்	будівлі
அணை	гребля
அணை	off
அணை	вимкнено
நல்லது	позитивне
நல்லது	позитивні
நல்லது	позитивний
நல்லது	позитивно
நல்லது	позитив
நல்லது	хороші
நல்லது	гарні
நல்லது	добрий
நல்லது	добре
சுற்று	обертання
சுற்று	обертати
சுற்று	обернути
சுற்று	повернути
கருத்தை	коментар
கருத்தை	коментувати
கருத்தை	прокоментувати
வேறுபாடுகள்	відмінностей
வேறுபாடுகள்	відмінності
அழற்சி	запалення
அழற்சி	коліт
தலைமையிலான	ішов
தலைமையிலான	їдуть
சேர	приєднатися
சேர	приєднатись
சேர	приєднання
சேர	долучитися
சேர	приєднуйтесь
சேர	приєднуйтеся
தொன்மவியல்	міфологія
மையமாக	середній
மையமாக	носій
மையமாக	середня
மையமாக	середні
முன்னதாக	раніше
ஆஸ்திரேலிய	австралійська
ஆஸ்திரேலிய	австралійський
வடிவங்கள்	форм
வடிவங்கள்	форми
வடிவங்கள்	шаблони
வடிவங்கள்	візерунки
வடிவங்கள்	формати
சுய	власна
சுய	власний
குருதி	кров
குருதி	blood
