terry	terry
nuvela	novela
nuvela	novella
morbihan	morbihan
card	card
card	cartão
reformei	reformar
reformei	reforma
reformei	reformas
necunoscute	desconhecida
necunoscute	desconhecidos
necunoscute	desconhecidas
necunoscute	desconhecido
filipine	filipinas
secundara	secundárias
secundara	secundária
secundara	secundário
secundara	secundários
carabus	carabus
promis	prometido
promis	prometi
promis	prometida
promis	prometeu
rin	rin
rin	reno
incident	incidente
semnificatia	significância
semnificatia	significado
plecare	partida
memorii	memórias
gandire	pensamento
gandire	pensando
gandire	pensar
identificate	identificou
identificate	identificado
identificate	identificadas
identificate	identificada
identificate	identificados
anatomia	anatomia
farmacie	drogaria
farmacie	farmácias
farmacie	farmácia
biti	bits
rightarm	rightarm
mexican	mexicanos
mexican	mexicana
mexican	mexicanas
mexican	mexicano
five	cinco
five	five
portrete	retratos
pictate	pintado
pictate	pintada
pictate	pintadas
pictate	pintados
pictate	pintou
aleksandr	aleksandr
parcuri	parques
pozitiva	positivos
pozitiva	positivas
pozitiva	positivo
pozitiva	positiva
tiparit	impressos
tiparit	impressa
tiparit	impresso
sangele	sangue
sangele	blood
marchiz	marquês
marchiz	marquês
yemen	iêmen
yemen	iémen
cantand	cantando
cantand	cantar
cantand	cantando
cantand	cantar
stiluri	styles
stiluri	estilos
protejarea	proteger
protejarea	proteção
protejarea	protegendo
norvegian	noruegueses
norvegian	norueguesa
norvegian	norueguês
impuscat	shot
impuscat	tiro
impuscat	baleado
impuscat	shot
impuscat	tiro
impuscat	baleado
salbatica	selvagem
salbatica	wild
salbatica	selvagens
teama	fear
teama	temer
teama	medo
teama	fear
teama	temer
teama	medo
statui	estátuas
sambata	sábados
sambata	sábado
sambata	sabado
sambata	sábados
sambata	sábado
sambata	sabado
sambata	sábados
sambata	sábados
sambata	sábado
sambata	sabado
sambata	sábados
sambata	sábado
sambata	sabado
profesionisti	profissionais
profesionisti	profissionais
irlandez	irlandeses
irlandez	irish
irlandez	irlandesa
irlandez	irlandês
consilieri	consultores
consilieri	conselheiros
consilieri	conselheiros
consilieri	conselheiros
bunica	vovó
bunica	avó
bunica	vovó
bunica	avó
bunica	vó
bunica	vovó
bunica	avó
bunica	vovó
bunica	avó
bunica	vó
bunica	vovó
bunica	avó
lituaniei	lituânia
limitate	limitado
limitate	limitados
limitate	limitadas
limitate	limited
limitate	limitada
pereti	paredes
pereti	muralhas
pereti	muros
pereti	paredes
pereti	muralhas
pereti	muros
sándor	sándor
cosmin	cosmin
perry	perry
sept	septo
distinctie	distinção
cronici	crónicas
cronici	crônicas
rugaciune	oração
rugaciune	oração
luther	luther
luther	lutero
personalitatea	personalidade
atelierul	workshop
atelierul	oficina
atelierul	ateliê
cook	cook
cook	cozinhar
cook	cozinheiro
blois	blois
abur	vapor
abur	steam
oleg	oleg
respectarea	cumprimento
respectarea	conformidade
respectarea	observância
vama	costumes
vama	alfândegas
vama	aduaneira
vama	alfândega
vama	costumes
vama	alfândegas
vama	aduaneira
vama	alfândega
interimar	interino
interimar	provisório
interimar	intercalar
adult	adulto
adult	adulta
adult	adultos
imparte	dividir
imparte	split
experimental	experimentais
experimental	experimental
dir	dir
helsinki	helsínquia
helsinki	helsinki
julia	julia
julia	júlia
mussolini	mussolini
scooby	scooby
faimos	famosa
faimos	famosas
faimos	famosos
faimos	famoso
magdalena	madalena
magdalena	magdalena
anastasia	anastasia
studiourile	estúdios
posterior	posterior
posterior	posteriores
bat	bat
bat	morcego
bat	bastão
bat	espeto
apr	abr
mintea	mind
mintea	mente
dmitri	dmitry
dmitri	dmitri
dmitri	dimitri
americanii	americanos
alexei	alexei
sarb	sérvio
sarb	sérvia
documentul	documentar
documentul	documento
baba	baba
baba	babá
baba	baba
baba	babá
codreanu	codreanu
preocupat	preocupada
preocupat	preocupados
preocupat	preocupado
preocupat	preocupada
preocupat	preocupados
preocupat	preocupado
brusc	subitamente
brusc	repentino
brusc	súbita
brusc	súbito
debehogne	debehogne
japonezi	japonesa
japonezi	japonês
japonezi	japão
japonezi	japoneses
inspirata	inspirado
inspirata	inspirou
inspirata	inspirada
inspirata	inspirados
paraguay	paraguai
consacrat	consagrado
consacrat	consagradas
consacrat	consagrados
consacrat	consagrada
jennifer	jennifer
cantal	cantal
izolat	isolados
izolat	isolado
izolat	isolada
izolat	isolados
izolat	isoladas
izolat	isolado
berg	berg
anulat	cancelado
anulat	cancelou
anulat	cancelados
anulat	cancelada
anulat	cancelado
anulat	cancelou
anulat	cancelados
anulat	cancelei
anulat	cancelada
precizeaza	especifica
precizeaza	especifique
precizeaza	especificar
evaluare	classificação
evaluare	notação
evaluare	avaliação
evaluare	apreciação
evaluare	avaliação
evaluare	valorização
evaluare	avaliação
asediu	cerco
divizat	divididas
divizat	dividida
divizat	dividido
divizat	divididos
divizat	divido
divizat	dividir
divizat	split
bergamo	bergamo
taxe	impostos
taxe	taxas
taxe	honorários
novo	novo
incurajat	encorajou
incurajat	incentivados
incurajat	encorajados
incurajat	incentivado
incurajat	encorajada
incurajat	encorajado
incurajat	encorajou
incurajat	incentivados
incurajat	encorajados
incurajat	incentivado
incurajat	encorajada
incurajat	encorajado
enterprise	empreendimento
enterprise	empresa
enterprise	enterprise
inamic	inimigo
inamic	inimigas
inamic	inimiga
inamic	inimigos
vehicul	veículo
vehicul	veiculo
botanica	botânica
botanica	botânica
botanica	botânicos
botanica	botânico
botanica	botânica
botanica	botânica
botanica	botânicos
botanica	botânico
diferentele	divergências
diferentele	diferenças
servi	sirva
servi	servir
servi	serve
servi	servi
hanul	estalagem
hanul	pousada
hanul	inn
presupus	assumido
presupus	assumidos
presupus	assumidas
presupus	assumiu
presupus	assumida
presupus	pretensamente
presupus	supostamente
presupus	alegado
presupus	alegados
presupus	alegada
presupus	presumível
presupus	presume
nagy	nagy
musulmane	muçulmano
musulmane	muçulmanos
musulmane	muçulmanas
musulmane	muçulmana
modificata	modificada
modificata	alterado
modificata	modificados
modificata	modificado
modificata	emendado
modificata	alterado
modificata	alterada
arakan	arakan
definitiva	definitiva
definitiva	definitivas
definitiva	definitivos
definitiva	definitivo
restaurarea	restauro
restaurarea	restauração
emerit	emérito
cafenea	cafe
cafenea	café
cafenea	café
permanente	permanente
permanente	permanentes
vizibila	visíveis
vizibila	visível
asociatie	associação
asociatie	association
index	index
index	indice
index	índices
index	índice
obisnuita	ordinário
obisnuita	vulgar
obisnuita	ordinária
moral	moralmente
moral	morais
moral	moral
kenneth	kenneth
trofee	troféus
asigurari	seguros
asigurari	seguradora
asigurari	seguro
asigurari	seguros
asigurari	seguradora
asigurari	seguro
dispute	diferendos
dispute	litígios
dispute	disputas
portughez	portugueses
portughez	portugues
portughez	português
portughez	portuguesa
functionar	escrivão
functionar	escrivão
haiti	haiti
sindromul	síndrome
locatie	localização
eugene	eugène
eugene	eugene
persan	persa
persan	persas
sinaia	sinaia
traseu	rasto
traseu	trail
traseu	trilha
traseu	trilho
traseu	rastro
traseu	rota
traseu	percurso
imbunatatit	melhorada
imbunatatit	melhorado
imbunatatit	melhorou
imbunatatit	reforçada
imbunatatit	melhorados
imbunatatit	melhorada
imbunatatit	melhorado
vinde	vender
vinde	venda
vinde	vendo
vinde	vende
atlantique	atlantique
arhitecturale	arquitectónico
logic	lógico
logic	lógica
logic	lógicas
logic	lógico
logic	lógica
precizie	precisão
precizie	exactidão
precizie	rigor
precizie	precisão
precizie	exatidão
meyer	meyer
masoara	medir
masoara	mede
masoara	medida
dom	dome
dom	cúpula
dom	domo
dom	dom
über	über
fame	fama
fame	fame
controlat	controlada
controlat	controlado
controlat	controlados
controlat	controladas
actionat	agia
actionat	agi
actionat	atuou
actionat	agiu
coleg	colega
coleg	colega
express	express
express	expresso
express	expressar
express	expressa
amt	amt
nel	nel
baltice	báltica
baltice	báltico
baltice	bálticos
mustafa	mustafa
ardere	combustão
ardere	queimando
ardere	queimar
ardere	queima
cost	custo
cost	cost
cost	custos
modifica	modificar
modifica	modifica
boeing	boeing
intoarcere	devolução
intoarcere	retornar
intoarcere	retorno
intoarcere	regresso
cercetatorii	investigadores
cercetatorii	pesquisadores
pestera	gruta
pestera	caverna
pestera	gruta
pestera	caverna
pestera	gruta
pestera	caverna
pestera	gruta
pestera	caverna
senat	senado
gay	gays
gay	gays
gay	gay
gay	homossexual
creta	creta
creta	giz
creta	giz
creta	creta
ming	ming
montgomery	montgomery
egiptean	egípcio
egiptean	egípcia
egiptean	egípcios
variabile	variável
variabile	variáveis
variabile	variáveis
mediterana	mediterrânico
mediterana	mediterrâneo
mediterana	mediterrânica
mediterana	mediterrânico
mediterana	mediterrâneo
mediterana	mediterrânica
metale	metais
metale	metal
metale	metais
bush	mato
bush	bush
bush	arbusto
standardele	normas
standardele	padrões
daneza	dinamarquesa
daneza	dinamarqueses
daneza	dinamarquês
verticala	verticais
verticala	vertical
renunta	cancelar
renunta	cancela
azerbaidjan	azerbaijão
niveluri	níveis
niveluri	níveis
mitchell	mitchell
mitchell	mitchel
mantova	mantova
notat	anotado
notat	notou
notat	observou
strategica	estratégico
strategica	estratégica
strategica	estratégicos
cambodgia	camboja
cambodgia	cambojano
cambodgia	camboja
pablo	pablo
morris	morris
lent	slow
lent	lento
lent	lenta
lent	devagar
cosma	cosma
prevazuta	previsto
academice	acadêmica
academice	académico
academice	acadêmico
academice	académica
ice	ice
ice	gelo
kate	kate
aurora	aurora
sinod	sínodo
rou	rou
maría	maría
oregon	oregon
banci	banks
banci	bancos
banci	bancadas
banci	banks
banci	bancos
banci	bancadas
restaurant	restaurante
afectate	afetado
afectate	afetadas
afectate	afectados
afectate	afetada
afectate	afectado
afectate	afetados
pavia	pavia
structurile	estruturas
impuse	impostas
impuse	imposta
silezia	silésia
silezia	silésia
urias	gigante
urias	giant
urias	gigantes
tabere	acampamentos
alma	alma
atribuie	atribua
atribuie	atribuir
kentucky	kentucky
indicat	indicou
indicat	indicaram
indicat	indicado
indicat	indicada
indicat	indicados
marfuri	carga
marfuri	bens
marfuri	mercadoria
marfuri	mercadorias
marfuri	mercadorias
marfuri	bens
marfuri	mercadoria
marfuri	mercadorias
belle	belle
grau	trigo
grau	trigo
cuantica	quantum
cuantica	quântico
cuantica	quântica
vazute	visto
vazute	viu
vazute	visualizados
vazute	visto
vazute	visualizado
walt	walt
dublin	dublin
dublin	dublim
festivaluri	festas
festivaluri	festivais
ball	bola
ball	ball
rusesc	russa
rusesc	russas
rusesc	russo
rusesc	russos
concepte	noções
concepte	conceitos
padova	pádua
echivalentul	equivalentes
echivalentul	equivalente
fani	fans
fani	fãs
fani	ventiladores
fani	adeptos
afirmand	afirmando
postum	póstumo
postum	postumamente
plovdiv	plovdiv
participantii	participantes
mandate	mandatos
mandate	mandados
mandate	mandatos
morminte	túmulos
morminte	tumbas
morminte	graves
morminte	covas
morminte	sepulturas
morminte	túmulos
morminte	campas
colegi	colegas
colegi	colegas
potentialul	potencialidades
potentialul	potencial
potentialul	potenciais
exacta	exatos
exacta	exato
exacta	exata
exacta	exatas
exacta	exatos
exacta	exato
exacta	exata
exacta	exatas
horror	terror
horror	horror
vizibile	visíveis
vizibile	visível
uss	uss
flash	clarão
flash	flash
srl	llc
srl	srl
srl	lda
srl	ltd
impiedicat	impediu
impiedicat	prevenido
materia	matéria
persia	pérsia
elementare	elementar
elementare	incremental
christina	christina
christina	cristina
arhipelagul	arquipélago
succesiunea	sucessão
protocol	protocolos
protocol	protocolo
update	atualizar
update	actualizar
update	actualização
update	atualização
executa	executar
executa	execute
executa	executem
ecuador	equador
bull	touro
bull	boi
bull	bull
kenya	quénia
kenya	quênia
ntupdate	ntupdate
ingropat	sepultado
ingropat	enterrada
ingropat	enterrados
ingropat	enterradas
ingropat	enterrado
ingropat	sepultado
ingropat	enterrada
ingropat	enterrados
ingropat	enterradas
ingropat	enterrado
november	novembro
locatii	localizações
locatii	localidades
locatii	locais
locatii	localizações
locatii	localidades
locatii	locais
biblie	biblia
biblie	bíblia
fabricat	fabricados
fabricat	fabricado
fabricat	fabricada
fabricat	fabricadas
fabricat	fabricados
fabricat	fabricado
fabricat	fabricada
fabricat	fabricadas
durere	dor
durere	dores
durere	pain
intalniri	encontros
intalniri	reuniões
intalniri	encontros
intalniri	encontros
intalniri	reuniões
intalniri	namoro
intalniri	encontros
intalniri	namorando
intalniri	namorar
intalniri	namora
recomandat	recomendada
recomandat	recomendados
recomandat	recomendado
recomandat	recomendou
lucrand	trabalhando
lucrand	trabalhar
lucrand	funcionando
taiwan	taiwan
taiwan	formosa
dramatica	dramática
dramatica	dramáticos
dramatica	dramáticas
dramatica	dramático
populata	povoadas
populata	povoada
tereza	teresa
tereza	teresa
tereza	theresa
tereza	tereza
culex	culex
semifinale	semifinais
semifinale	semifinal
dex	dex
semnata	assinado
semnata	assinados
semnata	assinou
semnata	assinada
baptiste	baptiste
stelele	estrelas
stelele	stars
emisa	emitida
emisa	emitidos
emisa	emitiu
emisa	emitido
emisa	emitidas
emisa	emitida
emisa	emitido
compusi	compostos
sovieticii	soviéticos
praf	dust
praf	pó
praf	poeiras
praf	poeira
praf	pó
praf	pólvora
haga	haia
zeus	zeus
animat	animado
animat	animação
animat	animados
animat	animada
animat	animadas
nintendo	nintendo
locuita	habitadas
locuita	habitada
locuita	habitado
semnal	sinal
semnal	sinalizar
ceas	assista
ceas	relógio
ceas	assistir
ceas	assistam
ceas	relógio
democratie	democracia
democratie	democracia
alfa	alpha
alfa	alfa
alfa	alfa
expune	exponha
expune	expôr
expune	expor
fantastica	fantásticas
fantastica	fantástica
fantastica	fantástico
partener	sócio
partener	parceira
partener	parceiro
cerintele	exigências
cerintele	requisitos
cerintele	prescrições
occidentali	ocidentais
amenintare	ameaças
amenintare	ameaça
amenintare	ameaças
amenintare	ameaça
inventator	inventor
bolta	cofre
bolta	abóbada
lovituri	chutes
lovituri	pontapés
lovituri	golpes
lovituri	sopra
viziteaza	visite
viziteaza	visitar
viziteaza	visita
vizibil	visíveis
vizibil	visível
rgb	rgb
sporturi	desporto
sporturi	esportes
sporturi	desportos
observatie	observação
observatie	observação
parker	parker
zeilor	deuses
liechtenstein	liechtenstein
liechtenstein	listenstaine
discovery	descobertas
discovery	descoberta
discovery	discovery
gasiti	encontrar
gasiti	encontre
gasiti	encontra
dur	áspero
dur	bruto
dur	duro
dur	durão
dur	difícil
taiat	corta
taiat	cut
taiat	corte
taiat	cortar
etajul	chão
etajul	pavimento
etajul	piso
etajul	andar
chapelle	chapelle
chapelle	chapelle
chapelle	chappelle
strategie	estratégia
peisaj	paisagens
peisaj	paisagem
attila	átila
experiment	experimentação
experiment	experiência
experiment	experimento
experiment	experiências
finalizata	completou
finalizata	concluída
finalizata	concluído
finalizata	concluídas
finalizata	concluídos
vinci	vinci
reptile	réptil
reptile	répteis
reptile	répteis
constat	consistiu
constat	consistiam
constat	consistia
convinge	convence
convinge	convencer
convinge	convença
convinge	persuadir
convinge	convencer
convinge	convença
sportul	desporto
sportul	esporte
leul	leão
personalul	pessoal
personalul	pessoal
aron	aron
preveni	evitar
preveni	prevenir
preveni	impedir
won	venceu
won	won
won	ganhou
won	ganhado
integrarea	integração
reci	frio
reci	cold
reci	frios
reci	fria
integrat	integrados
integrat	integrado
integrat	integrada
integrat	integradas
fabricate	fabricados
fabricate	fabricado
fabricate	fabricada
fabricate	fabricadas
fabricate	fabricados
fabricate	fabricado
fabricate	fabricada
fabricate	fabricadas
roosevelt	roosevelt
vasili	vasily
vasili	basílio
aviatie	aviação
spanioli	espanhóis
spanioli	castelhano
spanioli	espanhola
spanioli	espanhóis
spanioli	espanhol
heinz	heinz
petit	petit
thompson	thompson
wallace	wallace
monarh	monarca
monarh	monarcas
beethoven	beethoven
ploaie	chuva
ploaie	chover
ploaie	rain
islamului	islam
islamului	islã
islamului	islamismo
islamului	islão
bremen	bremen
zagora	zagora
artificial	artificialmente
artificial	artificiais
artificial	artificial
solara	solares
solara	solar
disponibila	disponível
disponibila	disponíveis
disponibila	disponivel
disponibila	disponível
disponibila	disponíveis
disponibila	disponivel
reprezentative	representante
reprezentative	representativo
reprezentative	representativa
marino	marino
fetele	girls
fetele	miúdas
fetele	garotas
fetele	raparigas
fetele	meninas
primita	recebida
primita	recebido
primita	receberam
primita	recebidos
primita	recebeu
primita	recebidas
guvernat	governado
guvernat	governados
guvernat	regidos
guvernat	regido
guvernat	governada
strategia	estratégia
transmise	transmitido
transmise	transmitida
transmise	transmitidas
transmise	transmitidos
culmea	cume
culmea	ridge
identice	idênticas
identice	idêntica
identice	idêntico
identice	idênticos
fotografia	foto
fotografia	fotografia
fotografia	fotografia
locuite	habitadas
locuite	habitada
locuite	habitado
albrecht	albrecht
aia	essa
aia	isso
aia	que
separarea	separação
datoria	dever
datoria	duty
interpretari	interpretações
scrisoarea	letra
scrisoarea	carta
eroul	herói
eroul	heroi
eroul	hero
aviatiei	aviação
rupt	quebrada
rupt	quebrado
rupt	broken
rupt	rasgado
rupt	rasgou
rupt	rasgada
rupt	arrancou
integrate	integrados
integrate	integrado
integrate	integrada
integrate	integradas
panama	panamá
afc	caf
afc	afc
utilizari	utilizações
utilizari	usos
utilizari	usa
supranumit	apelidado
nancy	nancy
comisie	comissão
reveni	reverter
westfalia	vestfália
westfalia	vestefália
arkansas	arkansas
sinteza	síntese
sinteza	síntese
aripa	asa
aripa	wing
aripa	asa
aripa	wing
cauzele	causa
cauzele	causas
graz	graz
veniturile	receita
veniturile	receitas
veniturile	renda
veniturile	rendimento
veniturile	receitas
veniturile	proveitos
veniturile	rendimentos
atomic	atômica
atomic	atómica
atomic	atómico
atomic	atômico
clinton	clinton
continuand	continuar
continuand	continuando
imparateasa	imperatriz
imparateasa	imperatriz
integrare	integração
districtele	bairros
districtele	distritos
miercurea	quarta
miercurea	quartas
scenele	cenas
dramatice	dramática
dramatice	dramáticos
dramatice	dramáticas
dramatice	dramático
aurelian	aureliano
transmiterea	transmissão
ralph	ralph
hunter	caçador
hunter	caçadora
hunter	hunter
armeni	armênios
armeni	arménios
armeni	armênio
armeni	arménia
armeni	arménio
armeni	armênios
armeni	armênia
vera	vera
demo	demonstração
demo	demo
standarde	normas
standarde	padrões
minima	mínimos
minima	mínimo
minima	mínima
minima	minimo
minima	mínimo
minima	mínimos
minima	mínima
simt	sentido
simt	senso
simt	feel
simt	sentir
simt	sente
simt	sinta
simt	sentimento
simt	sentindo
simt	sensação
simt	feeling
desemna	designar
datata	datada
datata	datado
datata	datados
patruns	penetrou
utila	utilidade
utila	útil
utila	úteis
utila	útil
utila	úteis
dotat	dotado
dotat	talentosa
dotat	dotados
dotat	dotado
dotat	dotadas
dotat	talentoso
pastrata	conservado
pastrata	conservas
pastrata	preservada
pastrata	preservado
pastrata	preservados
clape	teclados
clape	teclado
isabella	isabella
isabella	isabela
predare	ensinando
predare	ensino
predare	ensinar
airlines	airlines
sanatatea	saude
sanatatea	saúde
rareori	raramente
rareori	raramente
zimbru	zimbru
patrat	quadrada
patrat	praça
patrat	square
patrat	quadrado
patrat	quadrados
patrat	quadrada
patrat	praça
patrat	square
patrat	quadrado
patrat	quadrados
raze	raios
epic	épico
epic	epic
epic	épica
gratie	graça
gratie	grace
avere	fortuna
avere	fortune
avere	riquezas
avere	riqueza
windsor	windsor
prevede	fornece
prevede	provê
prevede	proporciona
prevede	providencia
fin	fin
fin	barbatana
birou	estância
birou	gabinete
birou	escritório
birou	ecrã
birou	desktop
secretul	segredo
secretul	secret
secretul	secreto
secretul	secreta
trilogia	trilogia
aniversare	aniversário
aniversare	aniversario
aniversare	aniversário
gonzaga	gonzaga
pib	pib
frumusetea	beleza
executata	executadas
executata	executado
executata	executados
executata	executada
musulmana	muçulmano
musulmana	muçulmanos
musulmana	muçulmanas
musulmana	muçulmana
rob	rob
rob	roubar
mehmed	mehmed
concret	concreto
concret	cimento
concret	concretas
concret	betão
concret	concretos
frumusete	beleza
frumusete	beleza
laboratorul	laboratório
laboratorul	laboratórios
laboratorul	laboratório
laboratorul	lab
maini	mãos
ala	ala
batalionul	batalhão
decorative	decorativos
decorative	decorativo
decorative	decorativas
constient	consciente
constient	cientes
constient	ciente
constient	conscientes
constient	consciente
constient	conscientes
constient	consciente
constient	conscientes
raluca	raluca
sectoare	setores
sectoare	sectores
sansa	chance
sansa	oportunidade
sansa	chance
sansa	oportunidade
sansa	sansa
autostrada	autoestrada
autostrada	highway
autostrada	rodovia
autostrada	autoestrada
autostrada	estrada
autostrada	autoestrada
autostrada	highway
autostrada	rodovia
autostrada	autoestrada
autostrada	estrada
compozitori	compositores
fabricatie	fabrico
fabricatie	fabricação
fabricatie	fabrico
fabricatie	fabricação
treimi	terços
alegere	escolha
notre	notre
mostenire	legado
mostenire	legacy
mostenire	legados
mostenire	herança
mostenire	herança
mostenire	legado
mostenire	legacy
mostenire	legados
mostenire	herança
mode	mode
mode	modalidade
mode	modo
negocierile	negociações
split	dividir
split	split
cascada	cachoeira
cascada	cascata
cascada	cachoeira
cascada	cascata
lev	lev
colin	colin
legendele	legends
legendele	lendas
masurile	medidas
gruparea	agrupamento
intentionat	intencional
intentionat	intencionais
intentionat	propositadamente
intentionat	intencionalmente
iulius	julius
iulius	júlio
virusul	virus
virusul	vírus
tribul	tribo
tribul	tribos
petrolul	azeite
petrolul	óleo
petrolul	petróleo
petrolul	óleos
erori	erros
unghiul	angle
unghiul	ângulo
egipteana	egípcio
egipteana	egípcia
egipteana	egípcios
implementarea	implementação
implementarea	execução
implementarea	implementar
cuneo	cuneo
boieri	boiardos
jakob	jakob
organizatiile	organizações
msg	msg
masacrul	massacre
patria	pátria
patria	pátria
patria	pátria
capitole	capítulos
hessa	hessen
hessa	hesse
hessa	hesse
transferata	transferida
transferata	transferido
transferata	transferidos
transferata	transferidas
musulman	muçulmano
musulman	muçulmanos
musulman	muçulmanas
musulman	muçulmana
omagiu	tributo
omagiu	tributos
omagiu	homenagem
omagiu	homenagem
negativa	negativa
negativa	negativas
negativa	negativos
negativa	negativo
manuale	manuais
otomani	otomanos
estimeaza	estimar
estimeaza	estimativa
dezvaluit	divulgadas
dezvaluit	divulgada
dezvaluit	divulgado
dezvaluit	divulgados
dezvaluit	revelado
dezvaluit	revelada
dezvaluit	revelados
dezvaluit	reveladas
dezvaluit	revelou
dezvaluit	revelado
dezvaluit	revelada
dezvaluit	revelados
dezvaluit	reveladas
dezvaluit	revelou
dezvaluit	revelado
maritim	marítimo
maritim	maritime
maritim	marítima
nixon	nixon
zborul	voo
zborul	vôo
arcade	arcadas
arcade	arcada
arcade	arcade
voluntar	voluntário
voluntar	voluntárias
voluntar	voluntária
voluntar	voluntário
voluntar	voluntariado
voluntar	voluntária
voluntar	voluntários
tramvai	eléctrico
tramvai	bonde
responsabilitatea	responsabilidade
ceh	tcheca
ceh	checo
ceh	tcheco
ceh	checa
elias	elias
stanca	rochedo
stanca	rocha
stanca	pedra
stanca	rock
stanca	rochedo
stanca	rocha
stanca	pedra
stanca	rock
sfert	quarter
sfert	trimestre
violente	violento
violente	violentas
violente	violentos
violente	violenta
colt	canto
colt	cantinho
colt	cantos
colt	recanto
colt	esquina
colt	canto
colt	cantinho
colt	cantos
colt	recanto
colt	esquina
colt	potro
colt	colt
aducand	trazendo
succesive	sucessivas
succesive	sucessivos
esec	falhado
esec	falha
esec	falhou
esec	falha
esec	insucesso
esec	falhanço
esec	fracasso
esec	falha
esec	insucesso
esec	falhanço
esec	fracasso
cannes	cannes
trib	tribo
trib	tribos
anatomie	anatomia
varna	varna
confirma	confirmar
confirma	confirmem
confirma	confirme
confirma	confirmar
confirma	confirmem
confirma	confirme
houston	houston
yeung	yeung
eficienta	eficiente
eficienta	eficientes
eficienta	efectivo
eficienta	eficazes
eficienta	efetivo
eficienta	eficaz
eficienta	eficiência
eficienta	eficácia
eficienta	eficiência
eficienta	eficácia
eficienta	eficiente
eficienta	eficientes
eficienta	eficiência
eficienta	eficácia
proiectare	concepção
proiectare	desenho
proiectare	design
proiectare	desenho
proiectare	projecção
marche	marche
sancho	sancho
violenta	violencia
violenta	violência
violenta	violento
violenta	violentas
violenta	violentos
violenta	violenta
violenta	violencia
violenta	violência
violenta	violencia
violenta	violência
eleanor	eleanor
eleanor	leonor
oferta	ofereça
oferta	oferta
oferta	oferecer
oferta	ofereça
oferta	oferta
oferta	oferecer
favorabile	favoráveis
favorabile	favorável
favorabile	favoráveis
favorabile	favorável
castro	castro
geologice	geológico
geologice	geológica
geologice	geológicas
geologice	geológico
geologice	geológica
geologice	geológicas
franc	franco
franc	francos
flavius	flávio
koch	koch
israeliene	israelita
israeliene	israelense
israeliene	israelenses
israeliene	israelitas
furtuna	trovoada
furtuna	tempestade
furtuna	tempestade
furtuna	storm
furtuna	tempestade
furtuna	storm
vatican	vaticano
ken	ken
remarcabil	notável
remarcabil	notáveis
remarcabil	pendentes
subdivizate	subdividido
biologice	biológica
biologice	biológicas
biologice	biológicos
biologice	biológico
stiut	sabia
stiut	conhecia
stiut	sabiam
regulate	regulares
regulate	regular
lusignan	lusignan
rwanda	ruanda
biblioteci	bibliotecas
ciudat	estranha
ciudat	strange
ciudat	estranho
ciudat	esquisito
ciudat	estranha
ciudat	estranho
ciudat	esquisita
ciudat	ímpares
ciudat	estranho
ciudat	ímpar
indreapta	endireita
indreapta	endireitar
productions	produções
natiune	nação
natiune	nation
natiune	nação
natiune	nation
mal	mal
adapost	abrigo
adapost	abrigo
status	status
status	estatuto
status	estado
tower	torre
tower	tower
prada	presas
prada	presa
prada	rapina
prada	saque
prada	presas
prada	presa
prada	rapina
prada	prada
franconia	francónia
regiment	regimento
feb	fev
feb	fevereiro
artista	artista
artista	artista
titan	titânio
titan	titan
titan	titã
marci	marcas
marci	marks
marci	marcas
marci	marcos
marci	marci
revue	revue
ordinele	ordens
ordinele	encomendas
ozn	ovni
fortificatii	fortificações
exceptii	excepções
exceptii	exceções
exceptii	isenções
exceptii	excepções
explicatii	explicações
explicatii	explicações
valabil	válidos
valabil	válido
valabil	válida
valabil	válidas
monroe	monroe
ondřejov	ondřejov
duh	gênio
duh	génio
facultate	university
facultate	universidade
facultate	faculdade
facultate	colégio
facultate	college
facultate	universidade
facultate	faculdade
neptun	neptune
neptun	netuno
neptun	neptuno
apache	apache
apache	apaches
rezistat	resistiu
rezistat	resisti
rezistat	resistido
rome	roma
manuscrise	manuscritos
teologice	teológica
radacini	raízes
radacini	raízes
monarhiei	monarquia
negocieri	negociação
negocieri	negociações
negocieri	negociações
raf	raf
ierarhia	hierarquia
saraci	coitado
saraci	pobre
saraci	pobres
randy	randy
bibliografice	bibliográfica
bibliografice	bibliográficos
provocate	provocados
provocate	provocado
provocate	provocada
provocate	provocou
administratorii	administradores
administratorii	administradores
capetiana	capetiana
colorate	colorido
colorate	colorido
versiunile	versões
far	farol
far	farol
dispare	desaparece
seven	sete
seven	seven
luftwaffe	luftwaffe
dorita	desejadas
dorita	desejada
dorita	desejado
dorita	desejados
dorita	procurada
dorita	queria
dorita	procurado
dorita	procurados
dorita	desejadas
dorita	desejada
dorita	desejado
dorita	desejados
pasarea	ave
pasarea	bird
pasarea	passarinho
pasarea	pássaro
pasarea	aves
tei	linden
tei	lime
tei	lima
tei	cal
vaduva	viúva
vaduva	viúva
vaduva	viúvas
vaduva	viúvo
vaduva	viúva
vaduva	viúva
garcia	garcia
ark	ark
ark	arca
caseta	cassete
caseta	fita
caseta	cassete
caseta	cassete
musical	musical
musical	musicais
gyula	gyula
fericit	feliz
fericit	happy
fericit	felizes
olimpia	olimpia
insotita	acompanhadas
insotita	acompanhada
insotita	acompanhado
insotita	acompanhados
insotita	acompanhou
patriei	pátria
poze	fotografias
poze	fotos
poze	fotografias
poze	fotos
poze	imagens
procent	porcentagem
procent	percentual
procent	percentagem
procent	porcentagem
procent	percentagem
unguri	húngaros
armat	armada
