салон	சலூன்
приморская	கடற்கரையோரம்
гена	மரபணு
чужие	அந்நியர்கள்
объявление	அறிவிப்பு
орландо	ஆர்லாண்டோ
кухни	சமையலறை
паук	சிலந்தி
уникальные	தனித்துவம்
уникальные	தனிப்பட்ட
доказано	நிரூபித்தது
доказано	நிரூபிக்கப்பட்ட
кои	koi
националистов	தேசியவாதிகள்
артиллерийские	பீரங்கி
матрица	அணி
матрица	மேட்ரிக்ஸ்
продажа	விற்க
продажа	விற்கவும்
продажа	விற்பனை
продажа	விற்பனையில்
продажа	விற்பனை
продажа	விற்பனை
продажа	விற்பனை
чиновники	அதிகாரிகள்
печи	உலைக்களம்
избрание	தேர்தலில்
избрание	தேர்தல்
выступающие	பேச்சாளர்கள்
овец	செம்மறி
тихоокеанского	பசிபிக்
жуан	joão
режимы	வகைகள்
мощные	சக்திவாய்ந்த
элис	ஆலிஸ்
турцию	துருக்கி
наро	நாரோ
кнопки	பொத்தான்கள்
тай	தாய்
прыжок	ஜம்ப்
прыжок	தாவு
прыжок	குதிக்கும்
местонахождение	இடம்
местонахождение	இருப்பிடம்
местонахождение	அமைவிடம்
отраслей	இண்டஸ்ட்ரீஸ்
наземных	புவிப்புறத்
прежний	முன்னாள்
бенедикт	பெனடிக்ட்
яркий	பிரகாசமான
яркий	பிரகாசமாக
клара	கிளாரா
удивительно	அற்புதமான
потребителей	நுகர்வோர்
виден	காணக்கூடியது
виден	தெரியும்
мышцы	தசைகளை
мышцы	தசைகள்
мышцы	தசை
прыжки	தாவல்கள்
прыжки	குதிக்கும்
мордовии	mordovia
ггц	ghz
дуб	quercus
брюсселе	பிரசல்ஸ்
пий	பயஸ்
декларации	declarations
дипломатической	ராஜதந்திர
создается	உருவாக்குகிறது
вооружений	கைகள்
эдгар	எட்கர்
авраам	ஆபிரகாம்
жестоко	கொடூரமான
жестоко	கொடூரமாக
братство	தோழமை
изучить	கண்டறியவும்
изучить	அறிக
стокгольм	ஸ்டாக்ஹோம்
оливье	olivier
введен	அறிமுகப்படுத்திய
мао	மாவோ
сухая	வறண்டு
сухая	வறண்ட
сухая	உலர்
сухая	உலர்ந்த
сухая	காய்ந்த
спросил	கேட்டேன்
спросил	கேட்கப்பட்டது
спросил	கேட்டார்
спросил	கேட்டாள்
прадеш	பிரதேசம்
агенты	முகவர்கள்
европейское	ஐரோப்பிய
европейское	ஐரோப்பியர்
генератор	இயற்றி
генератор	உருவாக்கி
змея	பாம்பு
пива	பியர்
пива	பீர்
кадр	சட்டம்
кадр	ஃபிரேம்
кадр	ஷாட்
охотник	வேட்டைக்காரன்
охотник	வேட்டையாடி
архипелаг	தீவுக்கூட்டம்
кинематографистов	filmmakers
бренда	ப்ராண்ட்
бренда	பிராண்ட்
бренда	புத்தம்
бренда	பிராண்டு
бренда	பிரெண்டா
алюминия	அலுமினியம்
квадрат	சதுரம்
нормандии	நார்மாண்டி
карибского	கரீபியன்
приют	தங்குமிடம்
приют	அனாதை
депрессии	ஆளாகின்றனர்
использовано	பயன்படுத்தப்பட்டது
использовано	பயன்படுத்திய
использовано	பயன்படுத்தியது
входящие	உள்வரும்
входящие	குறியிடல்
редактирование	தொகு
редактирование	தொகுக்க
редактирование	திருத்து
редактирование	திருத்துதல்
редактирование	எடிட்டிங்
редактирование	தொகுத்தல்
глубокое	ஆழமான
глубокое	ஆழ்ந்த
глубокое	ஆழமானது
глубокое	ஆழமாக
отмена	நிறுத்து
отмена	தடை
душанбе	டுஷான்பே
размножения	இனப்பெருக்கம்
беркли	பெர்க்லி
минеральных	தாது
отменены	ரத்துசெய்யப்பட்டது
присоединилась	இணைந்துள்ளார்
присоединилась	இணைந்தது
присоединилась	சேர்ந்துள்ளார்
присоединилась	சேர்ந்தார்
присоединилась	இணைந்தார்
стилей	பாணிகள்
боуи	போவி
служение	பரிமாறும்
сена	சேனா
авив	அவிவ்
кружка	கோப்பை
кружка	குவளை
блюдо	டிஷ்
ада	அடா
платон	பிளேட்டோ
шанхай	ஷாங்காய்
оаэ	uae
этнический	இன
религиозная	சமய
религиозная	மத
религиозная	சமயப்
стоять	நிற்கும்
стоять	நிற்க
стоять	நில்
остин	ஆஸ்டின்
клэр	கிளயார்
затраты	செலவாகும்
затраты	செலவுகள்
кон	கோன்
кон	kon
кон	con
справедливость	நியாயம்
справедливость	நீதி
остаток	எச்சம்
остаток	சமநிலை
остаток	மீதம்
остаток	balance
остаток	மீதி
остаток	இருப்பு
худ	ஹூட்
плод	பழ
плод	பழம்
окончательного	இறுதியான
окончательного	இறுதி
эванс	ஈவான்ஸ்
пролива	நீரிணை
восхождение	மேலேற்றம்
восхождение	ஏறுதல்
восхождение	ஏறு
восхождение	ascent
стс	sts
куб	கியூப்
пустынь	பாலைவனங்கள்
палестины	பாலஸ்தீனம்
берет	பெரே
классические	பாரம்பரிய
классические	பழமையான
классические	தொன்மையான
классические	கிளாசிக்
настройки	அமைப்புகள்
настройки	அமைப்புகளில்
нсдап	nsdap
пел	சங்
пел	பாடினார்
творческая	படைப்பு
невеста	மணமகள்
невеста	மணப்பெண்
критические	சிக்கலான
критические	சிக்கலானது
критические	முக்கியமான
занято	busy
записали	பதிவுசெய்யப்பட்டது
платье	உடையில்
платье	ஆடை
платье	உடை
жен	மனைவிகள்
выбрали	பலரை
опухоли	கட்டி
стенки	சுவர்களில்
стенки	சுவர்கள்
добавлено	சேர்க்கப்பட்டனர்
добавлено	சேர்க்கப்பட்டார்
добавлено	சேர்க்கப்பட்டது
алгоритмы	algorithms
скрыть	மறையும்
скрыть	மறை
скрыть	மறைக்கவும்
тоннель	சுரங்கம்
масштаб	அளவுகோல்
масштаб	அளவு
масштаб	பெரிதா
масштаб	பெரிதாக
раскол	பிரி
петь	பாடு
петь	பாடுங்கள்
петь	பாட
петь	பாடவும்
петь	பாடும்
петь	பாடுகிறார்
впечатления	பதிவுகள்
впечатления	அபிப்பிராயம்
впечатления	பதிவு
данте	டான்டே
вере	நம்பிக்கை
череп	மண்டை
прибрежных	கடலோர
аарон	ஆரோன்
ответили	பதிலளித்த
изгнании	நாட்டை
традиционное	பாரம்பரிய
традиционное	பாரம்பரியம்
сожгли	எழுதப்பட்டது
сожгли	நொந்து
сожгли	எரிந்த
турецкие	துருக்கிய
турецкие	துருக்கி
марти	மார்டி
дай	டேய்
дай	டாய்
дай	dai
дай	கொடுங்கள்
дай	கொடு
дай	கொடுப்பான்
дай	கொடுக்க
неподалеку	அருகில்
неподалеку	அருகிலுள்ள
неподалеку	அருகாமை
сигналы	சிக்னல்கள்
вильнюс	வில்னியஸ்
повторить	சிவப்பு
боковой	lateral
травы	மூலிகைகள்
травы	புல்லை
травы	புல்
лицевой	முக
софи	சோஃபி
софи	சோபி
аспект	பரிமாணம்
мадонна	மடோனா
пиво	பியர்
пиво	பீர்
покупки	வாங்குதல்
покупки	வாங்கு
покупки	கொள்வனவு
покупки	ஷாப்பிங்
покупки	வாங்குதல்கள்
албания	அல்பேனியா
славянский	slavonic
солнечная	சன்னி
солнечная	வெயில்
солнечная	வெய்யில்
солнечная	சோலார்
солнечная	சூரிய
трека	தடம்
отзыв	பின்னூட்டம்
отзыв	கருத்து
совести	மனசாட்சி
мадриде	மாட்ரிட்
прием	வரவேற்பு
роуз	ரோஸ்
роуз	ரோஜா
возвращает	காட்டும்
цензуры	தணிக்கை
достопримечательностей	ஈர்ப்புகள்
значимый	அர்த்தமுள்ள
нестор	நெஸ்டர்
тонкие	மெல்லிய
обратная	reverse
казино	கேசினோ
казино	சூதாட்டம்
терапия	சிகிச்சை
губ	உதடு
губ	உதடுகள்
компьютеры	கணினிகள்
умение	திறன்
умение	திறமை
умение	திறன்
пас	பாஸ்
пас	pass
леонард	லியோனார்ட்
тяга	அழுத்தம்
адресов	முகவரிகள்
ущерба	பாரபட்சம்
инициатива	முனைப்பு
дэниел	டேனியல்
дэниел	டானியல்
огромная	மிகப்பெரிய
тунис	துனீசியா
астана	அஸ்தானா
белграде	பெல்கிரேட்
делаю	செய்யும்
готовность	பிறப்பித்தது
зарубежные	ஓவர்சீஸ்
вольф	ஓநாய்
электрическая	மின்னியல்
электрическая	மின்சார
электрическая	மின்
электрическая	மின்சார
основанное	நிறுவல்
помогите	உதவி
помогите	உதவும்
предназначенные	வடிவமைக்கப்பட்டது
предназначенные	வடிவமைத்து
предназначенные	வடிவமைக்கப்பட்டுள்ளது
ось	அச்சு
тяги	traction
прохождение	கடந்து
региональная	மண்டல
эмоции	உணர்ச்சி
эмоции	உணர்ச்சி
эмоции	உணர்ச்சிகளை
аналогичная	ஒத்த
мавзолей	mausoleum
независимое	சுதந்திர
законопроект	பில்
законопроект	மசோதா
духов	மதுபானங்கள்
опоры	ரிலையன்ஸ்
катарина	காவலன்
сильная	வலிமையானது
сильная	வலுவானது
сильная	வலுவான
сильная	வலிமை
волейбол	கைப்பந்து
пирамиды	பிரமிடுகள்
ожидать	எதிர்பார்க்க
ожидать	எதிர்பார்க்கும்
ожидать	எதிர்பார்க்கலாம்
стабильности	ஸ்திரத்தன்மை
сегмент	பகுதி
напали	தாக்கிய
объявляет	அறிவிக்கிறது
джулия	ஜூலியா
маркс	மார்க்ஸ்
маркс	மார்க்ஸ்
смотрел	பார்த்தார்
смотрел	பார்க்கப்பட்டது
богатство	செல்வமும்
богатство	செல்வம்
богатство	செல்வமும்
богатство	வளம்
богатство	செழுமை
молоко	பாலை
молоко	பாலும்
молоко	பால்
гомес	கோமஸ்
сидней	சிட்னி
либеральной	சுதந்திரமான
либеральной	தாராளவாத
исмаил	இஸ்மாயில்
мягкая	மென்மையான
мягкая	மென்மை
измерение	பரிமாணம்
измерение	அளவீடு
патрулирование	ரோந்து
принятых	எடுக்கப்பட்டது
принятых	எடுத்தது
принятых	எடுத்துக்
принятых	எடுக்கப்பட்ட
настроения	மூட்
настроения	மனநிலையை
настроения	மனநிலை
франклин	ஃப்ராங்க்ளின்
доступно	கிடைக்கும்
доступно	கிடைக்க
доступно	உண்டு
доступно	இருக்கிறது
доступно	உள்ளது
сток	ஸ்டோக்
клан	குலம்
насилие	வன்முறை
хаджи	ஹாஜி
обязательства	அர்ப்பணிப்பு
слои	அடுக்குகள்
изготовитель	உற்பத்தியாளர்
изготовитель	தயாரிப்பாளர்
странная	வித்தியாசமான
странная	வித்தியாசமான
странная	விசித்திரமான
смертельно	கொடியது
смертельно	கொடிய
смертельно	ஆபத்தாக
пересечение	அபராதம்
пересечение	கடக்கும்
пересечение	குறுக்குவெட்டு
пение	பாடும்
пение	பாடுகிறார்
мины	கண்ணிவெடி
берг	பெர்க்
улус	ulus
запах	செண்ட்
запах	சென்ட்
запах	வாசனை
запах	மணம்
снижает	குறைக்கிறது
заряд	சார்ஜ்
заряд	கட்டணம்
заряд	சார்ஜ்
изменился	மாறிவிட்டது
изменился	மாற்றப்பட்டது
изменился	மாற்றப்பட்ட
спорные	சர்ச்சைக்குரிய
состоящие	உருவாக்கிய
состоящие	இசையமைத்த
коричневый	பழுப்பு
коричневый	பிரவுன்
телескоп	தொலைநோக்கி
выразить	விரைவுவண்டி
выразить	எக்ஸ்பிரஸ்
минус	மைனஸ்
эдмунд	எட்மன்ட்
калгари	கால்கரி
стивенс	ஸ்டீபன்ஸ்
стивенс	ஸ்டீவன்ஸ்
уголь	நிலக்கரி
уголь	கரி
профессоров	பேராசிரியர்கள்
счастья	மகிழ்ச்சி
счастья	மகிழ்ச்சியை
счастья	சந்தோசம்
опубликованные	வெளியிடப்பட்ட
опубликованные	வெளியிடப்பட்டது
душе	குளிக்க
преподавать	கற்பிக்க
странный	வித்தியாசமான
странный	வித்தியாசமான
странный	விசித்திரமான
сальвадор	சல்வடோர்
сжатия	நெருக்கம்
сжатия	இறுக்கம்
сжатия	அழுத்தம்
базовая	பேசிக்
базовая	அடிப்படை
думает	நினைக்கிறது
сунь	சூரியன்
сунь	சன்
сунь	ஞாயிறு
начального	முதன்மை
вправо	சரியா
вправо	வலது
митинг	ஊர்வலம்
митинг	பேரணி
фредди	ஃப்ரெட்டி
фредди	பிரட்டி
поёт	பாடுகிறார்
полина	பாலின்
присвоение	ஒதுக்கீடு
сосна	pinus
снаряд	எறியம்
сложная	வளாகம்
сложная	சிக்கலானது
волокна	இழை
волокна	நார்
волокна	நார்
волокна	மீன்
исполняющий	நடிப்பு
организует	ஆரம்பித்தால்
ливана	லெபனான்
предисловие	அணிந்துரை
предисловие	முன்னுரை
достоверно	நம்பகமானது
мустафа	முஸ்தபா
прочность	பலம்
прочность	வலிமை
обуви	ஷூ
обуви	காலணி
обуви	காலணிகள்
брюссель	பிரசல்ஸ்
достоверность	இடையிலுள்ள
доказывает	பற்றை
сокол	falcon
прибывает	வந்தடைந்தனர்
прибывает	வருகை
кент	கென்ட்
евангелие	gospels
евангелие	நற்செய்தி
камере	அறை
камере	கைபேசி
камере	செல்
вирус	வைரஸ்
кпп	பூனையை
кпп	பூனை
крайний	அதீத
тобаго	டொபாகோ
текущие	நடப்பு
текущие	தற்போதைய
узлы	முடிச்சுகளை
поговорить	பேச்சு
поговорить	பேசவும்
поговорить	பேசு
иностранцев	ஏலியன்ஸ்
отразить	பிரதிபலிக்கும்
закрытие	மூடல்
цирк	சர்க்கஸ்
укажите	குறிப்பிடு
укажите	குறிப்பிடவும்
лори	லோரி
харви	ஹார்வி
переделать	சிவப்பு
переделать	ரீமேக்
коронации	முடிசூட்டு
николь	நிக்கோல்
делла	டெல்லா
жук	வழு
жук	பக்
жук	வண்டு
подписать	அத்தாட்சி
подписать	அடையாளம்
подписать	குறி
сок	பழச்சாறு
сок	ஜூஸ்
арабы	அரபியர்கள்
встретиться	சந்திக்கும்
встретиться	சந்திப்பு
встретиться	சந்தித்தனர்
стрела	அம்புக்குறி
живая	உயிருடன்
живая	உயிரோடு
бэй	பேயை
бэй	bae
бэй	வளைகுடா
бэй	பே
знакомых	தெரிந்தவர்கள்
выстрел	ஷாட்
базовые	பேசிக்
базовые	அடிப்படை
включительно	உள்ளடக்கிய
странные	வித்தியாசமான
странные	வித்தியாசமான
странные	விசித்திரமான
коробки	பெட்டிகள்
каталонии	காத்தலோனியா
грецию	கிரீஸ்
экзамен	பரீட்சை
приобретения	கையகப்படுத்துதல்
исчез	மறைந்தது
исчез	காணாமல்
ангела	ஏஞ்சல்
ангела	தேவதை
ангела	தேவதையே
ана	ஆனா
президиум	பீரோ
президиум	பிரசிடென்சி
католики	கத்தோலிக்கர்கள்
католики	கத்தோலிக்க
конной	பொருத்தி
субботу	சனிக்கிழமை
субботу	சனி
наполовину	அரை
наполовину	பாதி
демократический	ஜனநாயக
любимый	பிடித்தமான
любимый	பிடித்தமான
любимый	பிடித்த
любимый	பிடித்தது
любимый	அன்பிற்குரிய
налоги	வரிவிதிப்பு
налоги	வரி
налоги	வரிகள்
комплексной	ஒருங்கிணைந்த
королевские	றோயல்
королевские	ராயல்
южное	தெற்கத்திய
двойные	இரட்டிப்பு
двойные	இரட்டை
стамбуле	இஸ்தான்புல்
травм	காயங்கள்
шварц	schwartz
филадельфии	பிலடெல்பியா
вологда	vologda
рефери	நடுவர்
эра	சகாப்தம்
эра	யுகங்கள்
бесконечно	காலவரையின்றி
кубе	கியூபா
робинсон	ராபின்சன்
подробные	விரிவான
рэнди	ராண்டி
стандартные	வழக்கமானது
стандартные	நிலையானது
стандартные	நிலையான
рождественский	கிறிஸ்துமஸ்
начальники	தலைவர்கள்
начальники	தலைவர்களைப்
тратить	செலவு
священный	புனிதமானது
совещания	சந்திப்புகள்
совещания	கூட்டங்கள்
джордан	ஜோர்டான்
атмосфера	வளிமண்டலம்
атмосфера	அதிர்வு
натали	நடாலீ
профессиональное	தொழில்முறை
существенный	substantial
пустыне	பாலைவனத்தில்
пустыне	பாலைவனம்
байт	பைட்டு
байт	பைட்
байт	பைட்டுகள்
извинения	மன்னிப்பு
днем	மதியம்
днем	மதிய
алонсо	alonso
лёд	பனி
лёд	ஐஸ்
лёд	பனிக்கட்டி
баха	பாகா
баха	பஹா
баха	bach
мусора	கழிவுகள்
сона	சோனா
сербская	செர்பியன்
болото	சதுப்பு
вагнер	வாக்னர்
сингапур	சிங்கப்பூர்
естественный	இயற்கை
намеренно	வேண்டுமென்றே
намеренно	வேண்டுமென்றே
намеренно	வேண்டுமென்றே
существующий	இருக்கும்
испытание	சோதனையில்
испытание	பரிசோதனை
испытание	சோதனை
испытание	சோதனை
испытание	சோதிக்கிறது
дик	டிக்
лгу	பொய்
эли	எலீ
эли	அலி
убивать	கொன்றுவிடும்
убивать	கொன்று
расформирована	disbanded
кук	குக்
кук	cooke
мелодия	மெல்லிசை
мелодия	இசைக்கு
гастроли	சுற்றுப்பயணம்
гастроли	சுற்றுலா
гастроли	டூர்
гастроли	உலா
груз	சரக்கு
гавань	துறைமுகம்
фокс	நரி
фокс	ஃபாக்ஸ்
опасения	பயங்கள்
клиента	வாடிக்கையாளரின்
клиента	வாடிக்கையாளர்
клиента	உறுப்பினர்
клиента	கிளையன்ட்
лоу	லோவ்
посредничество	ஒழுங்கமைவு
ден	டென்
отходов	கழிவு
зоопарк	zoo
фольклор	நாட்டாரியல்
загрузить	ஏற்று
загрузить	உள்வாங்கு
загрузить	சுமை
загрузить	பதிவேற்றவும்
загрузить	பதிவேற்று
загрузить	பதிவேற்றம்
периодов	காலகட்டங்கள்
текущая	நடப்பு
текущая	தற்போதைய
венера	வீனஸ்
лагерях	முகாம்கள்
остановился	நிறுத்தப்பட்டது
остановился	நிறுத்தி
тренировки	உடற்பயிற்சி
бело	பெலோ
военнослужащие	சாஸ்திரங்கள்
отображение	காட்டுகிறது
отображение	காண்பிக்கிறது
отображение	காட்சி
отображение	காட்டு
вила	விலா
эмилия	எமிலியா
облака	மேகங்கள்
облака	மேகம்
облака	மேக
облака	முகில்
забыть	மறக்க
забыть	மறந்து
первоначального	மூலம்
первоначального	மூல
первоначального	மெய்யான
первоначального	ஒரிஜினல்
первоначального	அசல்
олимпия	ஒலிம்பியா
искусственно	செயற்கையாக
фонды	அடித்தளங்கள்
преступники	குற்றவாளிகள்
преступники	perps
въезд	நுழைவு
въезд	உள்ளீடு
коррупции	ஊழல்
инструкция	ஆணை
инструкция	வழிமுறைகள்
инструкция	அறிவுரைகள்
инструкция	ஆணைகள்
картинка	படம்
картинка	படமாக
картинка	படத்திற்கு
картинка	உருவம்
картинка	பிம்பம்
картинка	படம்
острые	கூர்மை
острые	கூர்மையான
неаполь	நாபொலி
марафон	மாரத்தான்
знаменитая	பிரபல
словения	ஸ்லோவேனியா
плату	கட்டணம்
моделирование	மாடலிங்
моделирование	simulations
моделирование	பாவனை
рейд	ரெய்ட்
симеон	சிமியோன்
идентификации	அடையாளம்
храбрость	தைரியம்
храбрость	வீரம்
шины	டயர்கள்
шины	டயர்கள்
шины	டயர்
голые	நிர்வாண
голые	நிர்வாணமாக
голые	bare
дени	டெனிஸ்
тёмный	டார்க்
тёмный	இருள்
тёмный	இருண்ட
тёмный	இருட்டு
живым	உயிருடன்
живым	உயிரோடு
духовные	ஆன்மீக
духовные	ஆன்மீகம்
духовные	ஆன்ம
духовные	சந்தேகங்களும்
верю	நம்ப
верю	ஈமான்
верю	நம்பி
налог	வரி
номенклатура	பெயரீடு
пляж	கடற்கரை
слух	வதந்தி
майка	மைக்
отделов	பிரிவுகளும்
отделов	பிரிவுகளாக
рога	கொம்பு
рога	கொம்புகள்
челюсти	தாடை
публиковать	வெளியிடு
канцлер	வேந்தர்
графический	கிராபிக்
графический	கிராஃபிக்
месть	பழி
месть	பழிவாங்கல்
краски	பெயிண்ட்
краски	தீட்டு
краски	வர்ணங்கள்
привод	டிரைவ்
привод	இயக்கி
боеприпасы	ஆயுதம்
боеприпасы	munitions
искусственных	செயற்கை
кошек	பூனைகள்
кошек	கேட்ஸ்
коннектикут	கனெடிகட்
сингапура	சிங்கப்பூர்
пещере	குகை
аризона	அரிசோனா
принятые	தத்தெடுத்து
сменить	மாற்று
сменить	மாற்றம்
ванкувере	வான்கூவர்
пан	பான்
грегори	கிரிகோரி
венеры	வீனஸ்
принадлежащих	சேர்ந்த
японское	ஜப்பானிய
доказал	நிரூபித்தது
доказал	நிரூபிக்கப்பட்ட
айдахо	idaho
вечерний	மாலை
повседневной	தினமும்
суши	சுஷி
суши	சுசி
лейпциге	லீப்சிக்
доллар	டாலர்
посадка	போர்டிங்
посадка	இறங்கும்
протоколы	நெறிகள்
ожидается	எதிர்ப்பார்த்த
ожидается	எதிர்பார்த்த
ожидается	எதிர்பார்க்கப்படுகிறது
направляется	தலைமையிலான
острый	கடிய
острый	கூர்மை
острый	கூர்மையான
доказана	நிரூபிக்கப்பட்ட
отцов	தந்தையர்
отцов	மூதாதையர்கள்
холмс	ஹோம்ஸ்
днр	dpr
руссо	ரூசோ
руссо	உரூசோ
ангелов	தேவதைகள்
ангелов	மலக்குகள்
цифровая	டிஜிட்டல்
цифровая	digital
киото	கியோட்டோ
проживание	வீடு
проживание	வசிப்பிடம்
проживание	தங்குமிடம்
проживание	குடியிருப்பு
проживание	தங்குமிடம்
способных	மீதும்
беспорядки	கலவரங்கள்
беспорядки	கலவரம்
ограничить	எல்லை
ограничить	வரம்பு
металлические	உலோகம்
металлические	உலோக
металлические	மெட்டல்
шифрования	மறையாக்கம்
чечне	செச்சினியா
смотри	பார்
смотри	தோற்றம்
голубые	நீலம்
голубые	நீல
резолюции	தெளிவுத்திறன்
резолюции	தீர்மானங்கள்
пираты	கொள்ளையர்களை
пираты	கொள்ளையர்கள்
панель	பலகம்
биографию	சுயசரிதை
вертикальной	செங்குத்து
тонкий	மெல்லிய
моцарта	மொசார்ட்
отклонения	விலகல்
маски	முகமூடி
маски	முகமூடிகள்
сирия	சிரியா
молодёжь	இளமை
молодёжь	யூத்
молодёжь	இளைஞர்கள்
молодёжь	இளைஞர்
молодёжь	இளைஞர்களின்
молодёжь	இளைஞர்கள்
инцидента	சம்பவம்
неудачи	தோல்விகள்
неудачи	தோல்வி
взаимоотношения	உறவுமுறைகள்
взаимоотношения	உறவுகளை
взаимоотношения	உறவுகள்
взаимоотношения	உறவுமுறை
взаимоотношения	உறவு
взаимоотношения	உறவை
платформу	பிளாட்பார்ம்
платформу	தளம்
банда	பந்தா
банда	கும்பல்
холодная	குளிரில்
холодная	சளி
холодная	ஜலதோஷம்
холодная	குளிர்
признался	ஒப்புக்
негативные	எதிர்மறை
негативные	கெட்டது
сантиметров	சென்டிமீட்டர்
учений	பயிற்சிகள்
максимилиан	மாக்சிமிலியன்
яркие	பிரகாசமான
яркие	பிரகாசமாக
тюмень	tyumen
ложь	பொய்
ложь	பொய்
ложь	பொய்யான
ложь	தவறு
ложь	பொய்
ложь	பொய்கள்
пейзажи	காட்சியமைப்பு
водопад	அருவி
водопад	நீர்வீழ்ச்சி
приглашает	அழைப்புகள்
одиннадцать	eleven
одиннадцать	பதினொரு
одиннадцать	பதினோரு
одиннадцать	பதினொன்று
мягкий	மென்மையான
мягкий	மென்மை
любитель	அமெச்சூர்
слушать	கேட்டு
слушать	கவனித்தல்
слушать	கேட்டுக்
рейтинги	மதிப்பீடுகள்
харт	ஹார்ட்
цин	குயிங்
преподавание	கற்பித்தல்
преподавание	போதனை
преподавание	கற்பிக்கும்
бак	பக்
тяжелых	கனமான
тяжелых	கனரக
тяжелых	கனமாக
тяжелых	கடும்
конвенция	மாநாடு
конвенция	கருத்தரங்கம்
конь	குதிரை
конь	நைட்
конь	குதிரை
меньшинства	சிறுபான்மையினர்
конкурсы	போட்டிகள்
острой	கடிய
александрии	அலெக்சாந்திரியா
кэш	தற்காலிக
кэш	பணம்
кэш	ரொக்கம்
кэш	cash
кэш	கேஷ்
сулейман	சுலைமான்
эпидемии	கொள்ளைநோய்
смотря	பொருத்தது
смотря	பொறுத்தே
анимации	அசைவூட்டம்
командор	தளபதி
игнорировать	மறுத்தல்
игнорировать	புறக்கணிக்கப்பட்ட
игнорировать	தவிர்க்கப்பட்டது
равенство	சமத்துவம்
переменной	மாறி
переменной	மாறிகள்
сидни	சிட்னி
запущена	துவக்கப்பட்டது
редкий	அரிய
редкий	அரிதான
нур	நூர்
радость	ஆனந்தம்
лима	லீமா
столкновений	இளைஞனை
столкновений	மோதல்கள்
разум	மனது
разум	மனதைக்
разум	மனதில்
разум	மனம்
разум	மனதை
разум	மனதிற்கு
мотор	இயந்திரம்
мотор	பொறி
мотор	என்ஜின்
мотор	மோட்டார்
комаров	கொசுக்கள்
глины	களிமண்
глины	ஆரம்பித்தான்
баня	குளியல்
баня	பாத்
тюрьма	ஜெயில்
тюрьма	சிறை
тюрьма	கைதி
тюрьма	சிறைச்சாலை
тюрьма	சிறை
выплаты	கட்டணங்கள்
роботов	இயந்திரங்கள்
черногория	மாண்டினீக்ரோ
хусейн	உசேன்
хусейн	ஹுசைன்
случайных	குறிப்பிலா
случайных	நிலையில்லாத
случайных	ஒழுங்கற்ற
случайных	சீரற்ற
снега	பனி
грамматика	ஜெர்மன்
грамматика	இலக்கணம்
чжу	சூ
совместная	மூட்டு
нагорно	nagorno
игрокам	விளையாடுபவர்
игрокам	போட்டியாளர்கள்
игрокам	விளையாடுபவர்கள்
игрокам	வீரர்கள்
мёрфи	மர்பி
джереми	ஜெரெமி
бомбардировки	குண்டுவெடிப்பு
игнатий	இக்னேசியஸ்
комиксы	காமி
комиксы	காமிக்ஸ்
царица	ராணி
царица	குயின்
царица	மகாராணி
жениться	திருமணம்
жениться	மணந்து
жюль	ஜூல்ஸ்
генетики	மரபியல்
парагвай	பராகுவே
кливленд	கிளீவ்லன்ட்
оклахома	ஓக்லஹோமா
двойного	இரட்டை
миллиарда	பில்லியன்
миллиарда	டிரில்லியன்
фриц	பிரிட்ஸ்
декларация	பிரகடனம்
анти	anti
нулевой	சுழி
нотр	நோட்ரே
бомба	குண்டு
бомба	வெடிகுண்டு
конструктивно	constructively
конструктивно	ஆக்கபூர்வமான
легендарный	பழம்பெரும்
триллер	திரில்லர்
чистоты	சுகாதாரம்
чистоты	தூய்மை
чистоты	தூய்மை
вечно	என்றென்றைக்கும்
вечно	என்றென்றும்
вечно	எப்போதும்
вечно	நிரந்தரமாக
конфигурации	வடிவமைப்பு
конфигурации	கட்டமைப்பு
леоне	லியோன்
правительств	அரசுகள்
правительств	அரசுகளும்
орисса	ஒரிசா
буркина	புர்க்கினா
почте	அஞ்சலை
почте	மெயில்
почте	அஞ்சல்
сравнить	ஒப்பிட்டு
инструктор	பயிற்றுவிப்பாளர்
уокер	வாக்கர்
путешествовал	பயணித்த
роб	ராப்
крутой	கடுமையான
крутой	கஷ்டமான
крутой	கடினமான
духом	ஆவி
цао	சாவோ
линкольн	லிங்கன்
знакомы	பழக்கமான
вечный	ஓயாமல்
вечный	நித்திய
текущих	நடப்பில்
текущих	நடப்பிலுள்ள
классика	பாரம்பரிய
классика	பழமையான
классика	தொன்மையான
классика	கிளாசிக்
точный	துல்லியமாக
точный	துல்லியமான
линда	லிண்டா
старается	முயற்சிக்கும்
заработал	சம்பாதித்த
гранаты	கையெறி
перемирие	எதிரணியை
десятилетие	பத்தாண்டு
уго	ஹுகோ
стрелять	சுடு
отказано	மறுக்கப்பட்டது
совещание	கூட்டம்
совещание	கூட்டத்தில்
совещание	சந்திப்பு
восстанавливать	மீட்கவும்
восстанавливать	மீட்டெடு
бай	பாய்
ньюкасл	newcastle
учебники	tutorials
оппозиция	எதிர்ப்பு
инна	இந்ந
активы	சொத்துக்கள்
активы	சொத்துகள்
активы	சொத்து
любимой	அன்பிற்குரிய
полезная	பயனுள்ள
полезная	பயனுள்ளது
полезная	பயனுள்ளதாக
финно	finno
халиф	கலீபா
фраз	வாக்கியங்கள்
миллионы	லட்சக்கணக்கான
миллионы	மில்லியன்
затвора	ஷட்டர்
метр	மேட்டர்
