distingeix	distingue
guillermo	guillermo
mostrat	mostrados
mostrat	mostrada
mostrat	mostrado
mostrat	exibido
mostrat	exibida
mostrat	exibidos
mostrat	exibidas
mostrat	mostrado
mostrat	exibido
néta	neta
folklore	folclore
gant	gand
seine	sena
seine	seine
raïm	uvas
solo	solo
hot	quente
hot	gostosa
hot	gostosas
administracions	administrações
conqueridor	conquistador
enciclopèdic	enciclopédico
trossos	pedaços
herman	herman
werner	werner
rituals	rituais
discursos	discursos
bust	busto
lasioglossum	lasioglossum
amfibis	anfíbios
sts	sts
detinguts	detidos
desenvolupats	desenvolvido
desenvolupats	desenvolvidas
desenvolupats	desenvolvidos
desenvolupats	desenvolvida
desenvolupats	desenvolveu
mikhaïl	mikhail
caledònia	caledónia
detenció	prisão
detenció	detenção
detenció	detenção
entrevistes	entrevistas
audiovisual	audiovisual
audiovisual	audiovisuais
subespècie	subespécies
subespècie	subespécie
sofre	enxofre
aïllada	isolada
aïllada	isolados
aïllada	isoladas
aïllada	isolado
manhattan	manhattan
hopkins	hopkins
haia	haia
melbourne	melbourne
sociologia	sociologia
estratègic	estratégico
estratègic	estratégica
estratègic	estratégicos
teva	seu
teva	sua
jerry	jerry
namíbia	namíbia
renfe	renfe
ramos	ramos
teòrica	teórica
teòrica	teórico
teòrica	teóricos
teòrica	teóricas
timbre	campainha
timbre	bell
timbre	sininho
timbre	sino
acumulació	acúmulo
acumulació	acumulação
magatzems	armazéns
magatzems	entrepostos
mali	mali
weimar	weimar
pous	poços
pous	wells
taverna	taberna
taverna	taverna
husayn	husayn
montblanc	montblanc
true	true
true	verdadeiro
true	verdade
true	verdadeira
connecticut	connecticut
impost	impostos
impost	imposto
aurora	aurora
deux	deux
darwin	darwin
institucional	institucional
institucional	institucionais
lugo	lugo
coets	foguetes
coets	rockets
coets	foguetões
romàntic	romântico
romàntic	românticos
romàntic	românticas
romàntic	romântica
precipitació	precipitação
executiva	executivo
executiva	executivos
executiva	executiva
eure	eure
matthew	matthew
matthew	mateus
preservar	preserve
preservar	preservar
preservar	preservação
preservar	preservando
preservar	preservar
intermedi	intermediário
intermedi	intermediária
intermedi	intermédios
intermedi	intermédio
intermedi	intermediários
beatriu	beatriz
polígon	polígono
corregir	corrija
corregir	correcta
corregir	correto
corregir	corrigir
traspàs	transfer
traspàs	transferência
traspàs	transferir
compartit	partilhado
compartit	compartilhada
compartit	compartilhado
compartit	compartilhou
compartit	partilhada
pero	pero
desapareguda	ausente
desapareguda	faltam
desapareguda	falta
desapareguda	faltando
butlletí	newsletter
butlletí	boletim
butlletí	boletim
hercegovina	herzegovina
groenlàndia	groenlândia
groenlàndia	gronelândia
inca	inca
inca	incas
maquinari	hardware
maquinari	ferragens
oceania	oceania
studio	estudio
studio	ateliê
studio	studio
studio	estúdio
studio	estúdios
nadiu	nativas
nadiu	nativa
nadiu	nativo
nadiu	nativos
shadow	sombras
shadow	sombra
shadow	shadow
obtinguts	obtida
obtinguts	obtidos
obtinguts	obtidas
obtinguts	obtido
indo	indo
faccions	facções
aixeca	ascensores
aixeca	elevadores
zoologia	zoologia
efectius	tropas
efectius	tropa
toro	toro
campanes	sinos
campanes	campainhas
extraordinària	extraordinária
extraordinària	extraordinárias
extraordinària	extraordinário
extraordinària	extraordinários
basar	bazar
vuitè	oitava
vuitè	oitavo
ron	ron
migració	migração
migració	migrações
antropologia	antropologia
princeton	princeton
baptiste	baptiste
carro	carroça
carro	carrinho
estatuts	estatutos
contínuament	continuamente
assignat	atribuídos
assignat	atribuído
assignat	atribuída
assignat	atribuídas
solana	solana
solana	sunshine
solana	sol
precisa	exato
precisa	exatas
turner	turner
palaus	palácios
erigir	erguer
consistori	consistório
mesopotàmia	mesopotâmia
pradesh	pradesh
tiges	caules
vestuari	figurino
vestuari	trajes
vestuari	fatos
vestuari	figurinos
copeia	copeia
renúncia	resignação
renúncia	demissão
renúncia	renúncia
caigut	caído
caigut	caída
caigut	caídos
disset	dezassete
disset	seventeen
disset	dezessete
controlada	controlada
controlada	controlado
controlada	controlados
controlada	controladas
circumferència	círculo
circumferència	circle
circumferència	circulo
circumferència	circunferência
epidèmia	epidemia
epidèmia	epidemias
transversal	transversais
transversal	transversal
divulgació	divulgação
salvatges	selvagens
naturalista	naturalista
moderat	moderar
moderat	moderado
moderat	moderados
moderat	moderada
moderat	moderado
moderat	moderados
moderat	moderada
moros	mouros
moros	moros
abolició	abolição
abolició	supressão
guillaume	guillaume
meca	meca
tve	tve
visitant	visitante
visitant	visitantes
visitant	visitando
dolç	sweet
dolç	meiga
dolç	doces
dolç	meigo
dolç	doce
derivar	derivam
derivar	derivar
torrents	torrents
blanes	blanes
géry	géry
larry	larry
patent	patente
patent	patentes
twitter	twitter
wayne	wayne
cerimònies	cerimônias
cerimònies	cerimónias
fictici	ficção
fictici	fictício
fictici	ficcional
fictici	fictícia
escates	escamas
escates	balança
escates	escalas
escates	balanças
castellans	castelões
vocabulari	vocabulário
pila	pilha
pila	pilha
pila	stack
pila	empilhar
dick	pila
dick	dick
montseny	montseny
prior	prior
edimburg	edimburgo
narbona	narbonne
motocicletes	motas
motocicletes	motocicletas
motocicletes	motociclos
motocicletes	motos
arsenal	arsenal
transformacions	transformações
desapareix	desaparece
acusació	acusação
delictes	crimes
afirmació	afirmação
ortiz	ortiz
avenç	avanço
cia	cia
cia	cia
cia	cla
pink	pink
pink	rosa
diocesi	diocesi
iglesias	iglesias
dave	dave
ventre	útero
ventre	ventre
hannover	hanover
hannover	hanôver
submarí	submarino
submarí	submarinos
llibertats	liberdades
servidors	servidores
excepcions	excepções
excepcions	exceções
zwick	zwick
jamaica	jamaica
letó	letão
letó	letónia
letó	letônia
evolucionar	evoluir
generat	gerados
generat	gerado
generat	gerada
generat	geradas
sals	sais
ken	ken
observador	observador
observador	observadora
observador	observadores
tiberi	tibério
fotogràfica	fotográfico
fotogràfica	fotográficos
fotogràfica	fotográfica
controlat	controlada
controlat	controlado
controlat	controlados
controlat	controladas
almeria	almería
almeria	almeria
quintana	quintana
valoració	valorização
valoració	avaliação
dany	dany
interaccions	interações
interaccions	interacções
pesant	pesado
pesant	heavy
pesant	pesadas
pesant	pesados
pesant	pesada
atlanta	atlanta
substitueix	substituir
substitueix	substitui
substitueix	substitua
substitueix	substituição
recomana	recomendo
recomana	recomendar
recomana	recomende
recomana	recomenda
recomana	recomenda
houston	houston
singapur	singapura
singapur	cingapura
deure	dever
deure	duty
aprenent	aprendizes
aprenent	aprendiz
rubí	rubi
rubí	ruby
rubí	rubis
northern	norte
northern	setentrional
northern	northern
sul	sul
fritz	fritz
cantatas	cantatas
marxista	marxista
edgar	edgar
fallida	falência
fallida	falências
fallida	bancarrota
pietat	mercy
pietat	piedade
pietat	clemência
pietat	misericórdia
phil	phil
andreas	andreas
somme	somme
joies	jóias
antecedents	antecedentes
antecedents	fundo
ryan	ryan
versalles	versalhes
versalles	versailles
murals	murais
pica	lúcio
pica	pike
pica	pica
qualificació	classificação
qualificació	notação
búlgar	búlgara
búlgar	búlgaro
búlgar	búlgaros
borrell	borrell
deutsche	deutsche
albacete	albacete
repúbliques	repúblicas
susan	susana
susan	susan
convidats	hóspedes
convidats	convidados
convidats	convidadas
bàrbara	bárbara
bàrbara	barbara
infern	diabos
infern	hell
infern	inferno
infern	raios
infern	inferno
revolucionaris	revolucionários
lost	perdido
lost	perdi
lost	lost
lost	perdida
lost	perdidos
lost	perdeu
mini	mini
operar	operar
consonants	consoantes
filòsofs	filósofos
rosario	rosário
rosario	rosario
buits	lacunas
salvat	salvo
salvat	salva
salvat	salvou
salvat	salvos
salvat	guardado
salvat	guardados
carbonell	carbonell
permanents	permanente
permanents	permanentes
modest	modestas
modest	modesta
modest	modesto
modest	modestos
segments	segmentos
mansur	mansur
nikolai	nikolai
nikolai	nikolai
nikolai	nikolay
marcos	marcos
gestionar	gerir
gestionar	gerenciar
amplitud	amplitude
inter	inter
especialitzats	especializados
especialitzats	especializado
especialitzats	especializada
geologia	geologia
avaluar	avalie
avaluar	avaliar
avaluar	avalia
maragall	maragall
banca	banca
banca	banco
banca	bancada
llars	famílias
gall	galo
desnivell	ladeira
desnivell	encosta
desnivell	inclinação
desnivell	declive
aristocràcia	aristocracia
piscina	piscina
piscina	pool
atles	atlas
imdb	imdb
allegro	allegro
clars	limpo
clars	clear
clars	limpar
acusats	arguidos
acusats	acusados
acusats	réus
nuevo	nuevo
artesans	artesãos
artesans	artesão
suplent	alternativo
suplent	suplente
suplent	alternar
gehrels	gehrels
participacions	compartilhamentos
participacions	acções
participacions	ações
participacions	partilhas
vescomtat	viscondado
marató	maratona
ànimes	almas
cec	blind
cec	cega
cec	cego
cec	cegos
cec	cegas
secretària	secretária
secretària	secretário
feliç	feliz
feliç	happy
feliç	felizes
exiliats	exilados
distribuïts	distribuídas
distribuïts	distribuída
distribuïts	distribuiu
distribuïts	distribuído
distribuïts	distribuídos
dalí	dalí
localitzar	localize
localitzar	localizar
marino	marino
madame	madame
emigració	emigração
multimèdia	multimídia
multimèdia	multimedia
multimèdia	multimédia
creades	criadas
creades	criada
creades	criado
creades	criados
creades	criou
fosfat	fosfato
fosfat	fosfatos
ipa	ipa
ipa	afi
enclavament	enclave
ferrara	ferrara
mag	mágico
mag	mago
mag	mag
act	agir
act	ato
act	acto
act	act
autobusos	autocarros
autobusos	ônibus
ovelles	ovinos
ovelles	ovelha
ovelles	carneiros
ovelles	ovelhas
confirma	confirmar
confirma	confirmem
confirma	confirme
mariner	sailor
mariner	marujo
mariner	marinheiro
adjacent	adjacentes
adjacent	adjacente
matilde	matilde
matilde	matilda
gloria	glória
gloria	gloria
logotip	logo
logotip	logótipo
logotip	logotipo
infinit	infinitos
infinit	infinito
infinit	infinita
infinit	infinitas
infinit	infinito
infinit	infinidade
jason	jason
guerrer	warrior
guerrer	guerreiro
guerrer	guerreira
purament	puramente
römer	römer
revestiment	revestimento
revestiment	revestimentos
pineda	pineda
hist	hist
comandants	comandantes
perfecta	perfeito
perfecta	perfeitas
perfecta	perfeitos
perfecta	perfeita
perfecta	perfect
charlotte	charlotte
charlotte	carlota
actualització	atualizar
actualització	actualizar
actualització	actualização
actualització	atualização
rectes	straight
rectes	hetero
rectes	hétero
rectes	direto
cromosoma	cromossomas
cromosoma	cromossoma
diccionaris	dicionários
predominant	predominante
predominant	predominantes
coca	cocaína
coca	coque
coca	coca
coca	coca
inundacions	enchentes
inundacions	inundação
inundacions	inundações
sanz	sanz
salts	mergulhar
salts	mergulho
salts	saltos
groeneveld	groeneveld
gregorio	gregorio
zur	zur
milícia	milícias
milícia	milícia
helen	helena
helen	helen
sergent	sargento
narrador	narrador
ambulància	ambulância
peña	peña
excavació	escavação
excavació	escavações
barons	barões
legions	legiões
kosovo	kosovo
emès	emitida
emès	emitidos
emès	emitiu
emès	emitido
emès	emitidas
gots	godos
vaca	vaca
econòmicament	economicamente
sebastián	sebastian
sebastián	sebastião
sebastián	sebastián
ciment	cimento
cadira	cadeira
transbordador	ferry
transbordador	balsa
làser	laser
làser	lasers
claudio	claudio
claudio	cláudio
apòstol	apóstolo
apòstol	mensageiro
coloració	corantes
coloració	coloração
coloració	corante
coloració	colorir
progressiva	progressista
progressiva	progressiva
progressiva	progressivo
quaderns	cadernos
libro	libro
evita	evita
adhesió	filiação
adhesió	adesão
fum	fumo
fum	fumaça
fum	fumar
fum	fumos
fum	fuma
niu	nest
niu	ninho
niu	ninhos
niu	niu
equivalents	equivalentes
consolat	consulado
consolat	consulados
neoclàssic	neoclássica
masters	mestres
masters	masters
masters	mestrado
wallace	wallace
amos	amos
amos	mestres
amos	masters
amos	mestrado
pretendent	pretendente
peó	peão
comissionat	comissária
comissionat	comissário
significatius	significativos
significatius	significativo
significatius	significativa
significatius	significante
significatius	significativas
mon	seg
mon	mon
vendrell	vendrell
erosió	erosão
verona	verona
sabor	sabor
sabor	sabor
civilitzacions	civilizações
hugh	hugo
hugh	hugh
lara	lara
butaca	poltrona
simpson	simpson
implementació	implementação
implementació	execução
guido	guido
robinson	robinson
robinson	robson
cabells	hair
cabells	cabelos
cabells	pêlo
cabells	cabelo
arturo	arturo
divuit	dezoito
divuit	eighteen
acabats	acabamentos
bobby	bobby
consonant	consoante
revelació	revelações
revelació	apocalipse
revelació	revelação
estrasburg	estrasburgo
hort	pomar
inventar	inventar
inventar	invente
inventar	inventa
raúl	raúl
horda	horda
ibáñez	ibáñez
complutense	complutense
ajuntaments	municípios
adolfo	adolfo
gneu	cneu
occitània	occitânia
budisme	budismo
cretaci	cretáceo
volant	voando
volant	voar
volant	flying
sostingut	afiada
sostingut	sharp
sostingut	afiados
sostingut	afiado
sostingut	sustentado
sostingut	sustentou
sostingut	sustentada
bakr	bakr
oceans	oceanos
consorci	consórcio
otan	otan
otan	nato
denominacions	denominações
denominacions	designações
denominacions	denominações
strunz	strunz
honda	honda
pastures	pastagens
pastures	pastos
pastures	pasto
pastures	pastagem
pastures	pastagens
pastures	pastos
empat	tie
empat	empate
empat	gravata
desena	décima
desena	tenth
desena	décimo
aguda	aguda
aguda	agudos
aguda	agudas
aguda	agudo
compatible	compatível
compatible	compatíveis
pastors	pastores
telecomunicacions	telecomunicações
precursor	precursor
precursor	precursores
morris	morris
side	lateral
side	lado
side	side
consentiment	consentir
consentiment	consentimento
pàdua	pádua
charente	charente
paradís	paraiso
paradís	paraíso
paradís	paradise
caserna	caserna
caserna	quartel
presentant	apresentando
múltiple	múltiplas
múltiple	múltiplos
múltiple	múltipla
múltiple	múltiplo
laos	laos
kara	kara
respectius	respectivo
respectius	respectivas
respectius	respectivos
llegendari	legendário
llegendari	lendários
llegendari	lendário
llegendari	lendária
fires	feiras
adaptada	adaptados
adaptada	adaptado
adaptada	adaptada
adaptada	adaptadas
cristall	cristal
cristall	cristais
cristall	crystal
duo	duo
musa	musa
musa	musa
transparent	transparentes
transparent	transparente
olimpíada	olimpíada
martiri	martírio
acusacions	acusações
auguste	auguste
potassi	potássio
espiral	espiral
espiral	espirais
feminista	feminista
feminista	feministas
einstein	einstein
bitllets	passagens
bitllets	ingressos
bitllets	bilhetes
companya	companheiro
companya	companheira
escolta	ouça
escolta	ouve
warren	warren
forçat	forçadas
forçat	forçada
forçat	forçado
forçat	forçou
forçat	forçados
quars	quartzo
quentin	quentin
garantia	garantia
garantia	garantia
eficient	eficiente
eficient	eficientes
trilogia	trilogia
tonalitat	hue
tonalitat	tonalidade
destacable	notável
destacable	notáveis
consecutives	consecutivas
consecutives	consecutivo
consecutives	consecutiva
consecutives	consecutivos
forjat	forjado
forjat	forjada
forjat	forjadas
forjat	falsificado
forjat	forjar
palerm	palermo
mòduls	módulos
publ	publ
sorprenent	surpreendente
sorprenent	surpreendentes
arrebossat	batedor
formentera	formentera
combatents	combatentes
pedrera	pedreira
remodelació	remodelação
nenes	girls
nenes	miúdas
nenes	garotas
nenes	raparigas
nenes	meninas
xbox	xbox
gaudeix	aproveite
gaudeix	aproveita
gaudeix	aproveitem
correus	emails
llenç	tela
llenç	lona
llenç	canvas
llenç	telas
operatius	operacional
operatius	operacionais
atòmica	atômica
atòmica	atómica
atòmica	atómico
atòmica	atômico
exiliat	exilado
exiliat	exilados
compliment	cumprimento
compliment	conformidade
compliment	observância
vladimir	vladimir
adolescent	adolescente
mònaco	mónaco
mònaco	mônaco
mònaco	monaco
estalvis	poupança
estalvis	poupanças
estalvis	economias
vie	vie
erik	erik
firma	assinatura
diversa	diverso
diversa	diversa
diversa	diversificado
balcans	bálcãs
balcans	balcãs
conversa	conversação
conversa	conversa
somnis	sonha
somnis	sonhos
somnis	dreams
müller	müller
palmas	palmas
castilla	castela
castilla	castilla
yusuf	yusuf
bari	bário
bari	bari
besalú	besalú
estratègies	estratégias
heidelberg	heidelberg
concedida	concedida
concedida	concedidos
concedida	concedidas
concedida	concedido
adaptacions	adaptações
homo	homo
margarita	margarita
minories	minorias
esprint	sprint
visigots	visigodos
conducció	conduzir
conducció	dirigindo
conducció	condução
conducció	conduzindo
xocolata	chocolate
disposicions	disposições
disposicions	provisões
rèptils	répteis
acompanya	acompanha
edita	edit
edita	edita
edita	editar
edita	edite
decoratius	decorativos
decoratius	decorativo
decoratius	decorativas
noció	noção
vacant	vaga
vacant	vago
vacant	vagos
quintet	quinteto
descripcions	descrições
disminueix	diminui
disminueix	diminuições
bossa	saco
bossa	sacola
bossa	bolsa
bossa	mala
stark	stark
processador	processador
processador	processadores
nan	nan
württemberg	württemberg
capitalisme	capitalismo
delegats	delegados
ambientals	ambiental
springs	molas
springs	nascentes
springs	primaveras
springs	springs
yuan	yuan
prešov	prešov
barbus	barbus
begudes	bebidas
begudes	bebidas
begudes	drinks
regionalista	regionalista
thakur	thakur
challenge	desafio
challenge	challenge
cilindres	cilindros
amants	amantes
hàbit	hábito
derrotes	derrotas
argila	clay
argila	argila
argila	barro
tunis	tunes
gremi	guild
prades	prades
oblidar	esquecimento
oblidar	esquecendo
dallas	dallas
criminals	criminosos
criminals	criminosas
immediat	imediatas
immediat	imediata
immediat	imediato
immediat	imediatos
viatgers	viajantes
patinatge	patinação
patinatge	patinagem
dennis	dennis
reims	reims
etimologia	etimologia
rotterdam	roterdão
rotterdam	rotterdam
panteó	panteão
bàltic	báltica
bàltic	báltico
bàltic	bálticos
ronald	ronald
fórmules	fórmulas
fórmules	fórmulas
antàrtida	antártica
antàrtida	antártida
antàrtida	antárctica
antàrtida	antárctida
intèrprets	interpretes
intèrprets	intérpretes
intèrprets	artistas
pioners	pioneiros
fossa	fossa
fossa	fossas
eddie	eddie
eddie	eddy
platnick	platnick
sentits	sentidos
calent	quente
calent	gostosa
calent	gostosas
bateries	baterias
bateries	pilhas
montgomery	montgomery
trencat	quebrada
trencat	quebrado
trencat	broken
aleix	aleixo
coronada	coroado
coronada	coroada
comunisme	comunismo
irene	irene
vilar	vilar
satisfer	satisfazer
satisfer	satisfazem
mnac	mnac
positius	positivos
positius	positivas
positius	positivo
positius	positiva
núñez	nuñez
strauss	strauss
cerro	cerro
fabricat	fabricados
fabricat	fabricado
fabricat	fabricada
fabricat	fabricadas
rècords	registos
rècords	records
rècords	registros
rècords	discos
ecologia	ecologia
baltimore	baltimore
nantes	nantes
plomes	penas
plomes	plumas
bisbal	bisbal
sistemàtica	sistemático
sistemàtica	sistemáticas
sistemàtica	sistemáticos
sistemàtica	sistemática
tit	tito
tit	titus
brabant	brabante
combinacions	combinações
colin	colin
llemosí	limousin
estructurals	estrutural
estructurals	estruturais
lliura	libra
lliura	libra
rita	rita
cries	prole
cries	descendência
diocesà	diocesano
finalitats	fins
finalitats	propósitos
finalitats	finalidades
finalitats	objectivos
romanen	permanecer
romanen	permaneça
transformada	transforme
transformada	transformada
transformada	transformar
transformada	transforma
simètrica	simétrica
simètrica	simétrico
simètrica	simétrica
simètrica	simétrico
wellington	wellington
frescos	frescas
frescos	fresh
frescos	frescos
frescos	fresco
admetre	admitir
admetre	admita
admetre	admite
significatives	significativos
significatives	significativo
significatives	significativa
significatives	significante
significatives	significativas
bush	mato
bush	bush
bush	arbusto
defensiu	defensiva
defensiu	defensivo
defensiu	defensivos
recompensa	recompensar
recompensa	recompensa
recompensa	recompensas
romàntica	romântico
romàntica	românticos
romàntica	românticas
romàntica	romântica
cavitat	cavidade
exactes	exatos
exactes	exato
exactes	exata
exactes	exatas
pardo	pardo
fontaine	fontaine
balduí	baldwin
balduí	balduíno
ardenes	protuberância
salsa	molho
nielsen	nielsen
mostrava	mostrei
mostrava	mostrou
mostrava	mostraram
granit	granito
distincions	distinções
corredors	corredores
reorganització	reorganização
negro	negro
vinci	vinci
franca	franca
invertebrats	invertebrados
iris	iris
iris	íris
harrison	harrison
nicholas	nicolás
nicholas	nicholas
nicholas	nicolau
sastre	alfaiate
retard	demora
retard	atrasar
retard	atrasos
retard	atraso
retard	adiar
pascal	pascal
salzburg	salzburgo
brooklyn	brooklyn
superioritat	superioridade
repeteix	repita
repeteix	repete
repeteix	repito
repeteix	repetir
repeteix	repetição
repeteix	laço
repeteix	loop
eusebi	eusébio
valeri	valery
valeri	valeri
acceleració	aceleração
antíoc	antíoco
continents	continentes
cohen	cohen
federals	federais
embarcacions	barcos
enciclopedia	enciclopedia
ravenna	ravena
degà	dean
degà	reitor
degà	decano
degà	reitora
glasgow	glasgow
disposades	arranjado
vancouver	vancouver
clube	clube
conquerit	conquistou
conquerit	conquistaram
conquerit	conquistado
conquerit	conquistada
conquerit	conquistados
mixt	mista
mixt	misturados
mixt	misturado
mixt	misto
abel	abel
mod	mod
copiar	copiar
copiar	copiando
copiar	cópia
formals	formais
formals	formal
caracas	caracas
pelegrinatge	peregrinação
convocatòria	chamada
convocatòria	ligar
convocatòria	ligue
convocatòria	chama
bombai	bombaim
bombai	bombaim
bombai	mumbai
anglo	anglo
direccions	direcções
direccions	direções
direccions	indicações
cher	cher
escàndol	escândalo
escàndol	escândalos
proveir	fornecer
proveir	forneça
proveir	providenciar
proveir	proporcionar
léon	léon
làmines	lençois
làmines	folhas
làmines	lençóis
protagonitzar	estrelou
bucarest	bucareste
concursos	concursos
concursos	competições
concursos	concursos
concursos	competições
ling	ling
blaus	blues
blaus	azuis
polinomi	polinomial
espases	espadas
reg	irrigação
reg	rega
serbis	sérvios
regal	dádiva
regal	presente
regal	dom
