から	از
アルファベット	الفبا
アルファベット	الفبای
達也	تاتسویا
フォーマット	قالبهای
フォーマット	قالب
フォーマット	قالبی
ケア	مراقبت
アース	زمین
バルブ	دریچه
バルブ	سوپاپ
伊賀	iga
富田	تومیتا
鉱物	معدنی
幸福	خوشبختی
幸福	شادی
幸福	خوشی
振動	نوسان
振動	ارتعاش
振動	لرزش
ピーク	اوج
ピーク	قله
台北	تایپه
鶴見	تسورومی
阿波	آوا
阿波	awa
任天堂	نینتندو
山地	کوهستان
山地	کوهها
症候群	نشانگان
症候群	سندروم
症候群	سندرم
志摩	شیما
汚染	آلودگی
汚染	آلوده
汚染	آلودگی
汚染	ناپاکی
ひとみ	هیتومی
洋子	یوکو
火星	مریخ
火星	مارس
細菌	باکتریایی
細菌	باکتریهای
細菌	باکتری
細菌	باکتریها
リンカーン	لینکن
リンカーン	لینکولن
リンカーン	لینکلن
中尉	ستوان
ハーン	khan
ハーン	خان
ハーン	هانگ
民主主義	دمکراتیک
民主主義	دموکراتیک
民主主義	دموکرات
民主主義	دمکراسی
民主主義	دموکراسی
背中	عقب
背中	پشت
背中	باز
背中	برگشت
競合	رقیب
競合	درگیری
競合	منازعه
競合	کشمکش
競合	نزاع
競合	ناسازگاری
久美子	کومیکو
水路	آبراه
小屋	آلونک
小屋	کلبه
キュー	صف
元素	عناصری
元素	عناصر
元素	عنصر
ヒューストン	هیوستون
ヒューストン	هوستون
ヒューストン	هاستون
ヒューストン	اوستون
ヒューストン	هوستون
アーク	قوس
アーク	کمان
性的	جنسی
薔薇	bara
薔薇	بارا
薔薇	رز
薔薇	رُز
スズキ	سوزوکی
カート	ارابه
カート	چرخ
カート	گاری
技法	تکنیک
王女	پرنسس
王女	شاهدخت
トリオ	trio
狭い	باریکه
狭い	باریک
狭い	باریکتر
母音	مصوت
母音	واکه
シンボル	نمادهای
シンボル	نمادها
シンボル	نماد
情熱	اشتیاق
情熱	مصائب
情熱	شهوت
デトロイト	دیترویت
太鼓	طبل
太鼓	درام
太鼓	طبل
太鼓	درامز
クルー	سرنشین
クルー	سرنشینان
クルー	خدمه
左側	چپ
所得	درآمدی
所得	درآمد
集める	جمع
集める	جمع
カタログ	فهرستها
カタログ	فهرست
カタログ	کاتالوگ
カタログ	فهرستهای
カタログ	فهرست
保全	حفاظت
バリ	بالی
バリ	بالی
焼き	سوخت
焼き	سوختگی
焼き	سوختن
焼き	سوزاندن
カンザス	کانزاس
獅子	شیر
日程	برنامه
日程	زمانبندی
婚約	تعامل
婚約	نامزدی
婚約	engaged
婚約	نامزد
旅館	ریوکان
旅館	مهمانسرا
旅館	مهمانخانه
旅館	مسافرخانه
マニア	مانیا
マニア	شیدایی
退学	اخراج
繰り返す	تکرار
サイエンス	علمی
サイエンス	علم
サイエンス	علوم
アパート	آپارتمان
アパート	آپارتمانی
アパート	یت
真理	حقیقتی
真理	واقعیت
真理	حقیقت
真理	حق
オートバイ	موتورسیکلت
オートバイ	موتورسیکلت
マツ	کاج
マツ	پاین
マツ	کاج
明示	صریح
加速	شتاب
加速	تسریع
電池	باطری
電池	باتری
電池	باطری
電池	باتری
まもなく	بزودی
深刻	جدی
クリエイティブ	خلاق
クリエイティブ	خلاقانه
クリエイティブ	خلاقیت
ヨー	یاو
年次	سالانه
年次	سالیانه
天野	آمانو
大友	اوتومو
破産	ورشکستگی
破産	ورشکسته
破産	ورشکستگی
法廷	دادگاه
法廷	دربار
スケール	مقیاس
スケール	ترازوی
天井	سقفی
天井	سقفش
天井	سقف
人格	شخصیت
人格	شخصیتی
玉川	تاماگاوا
岩田	ایواتا
セッション	جلسه
セッション	نشست
セッション	نشستهای
セッション	جلسات
遠く	دور
系譜	نشاندار
系譜	تبارشناسی
宇宙船	فضاپیما
篠原	شینوهارا
トロント	toronto
トロント	تورنتو
アレン	آلن
研究室	آزمایشگاهی
研究室	لابراتوار
研究室	آزمایشگاه
研究室	آزمایشگاه
研究室	ازمایشگاه
債務	تعهدات
債務	قراردادها
債務	التزام
債務	قرض
債務	قرضی
債務	قرضه
債務	بدهی
教区	قصبه
教区	پاریش
教区	پریش
マーケティング	بازاریابی
マーケティング	marketing
秩父	چیچیبو
発症	آنست
赤色	رد
赤色	قرمز
赤色	سرخ
倒産	اعسار
倒産	ورشکستگی
黒川	کوروکاوا
伝記	بیوگرافی
伝記	بیوگرافی
伝記	تذکره
伝記	زندگینامه
町長	شهردار
松島	ماتسوشیما
エレクトリック	برقی
エレクトリック	الکتریکی
エレクトリック	الکتریک
頂点	apex
頂点	رئوس
アトランタ	آتلانتا
エンジニア	مهندس
エンジニア	engineer
ジャーナル	ژورنال
ジャーナル	مجله
ジャーナル	نشریه
紀伊	kii
田口	تاگوچی
チャージ	اتهام
チャージ	شارژ
チャージ	انها
ランダム	تصادفی
ピース	سلامت
ピース	سلام
ピース	صلح
ピース	تکه
ピース	قطعه
儀式	مراسمی
儀式	مراسم
儀式	آیین
プレーヤー	بازیکن
ポスター	پوستر
ポスター	اعلامیه
ロマンス	رمانتیک
ロマンス	عاشقانه
アルファ	آلفا
バスク	باسکی
いわき	ایواکی
薄い	لاغر
薄い	نازک
薄い	لاغری
パンク	ولگرد
パンク	پانک
エージェンシー	سازمان
エージェンシー	نمایندگی
エージェンシー	آژانس
佐渡	سادو
笑い	خنده
笑い	خندان
笑い	خندیدن
笑い	خنده
笑い	خندیدم
笑い	بخند
挨拶	احوالپرسی
挨拶	درود
挨拶	احوالپرسی
挨拶	درود
ニコライ	نیکلای
ニコライ	نیکولای
広東	کانتون
アレックス	الکس
アレックス	آلکس
排出	نشر
排出	گسیل
竹田	تاکدا
セルフ	نفس
セルフ	بخود
ロープ	طناب
ロープ	طنابی
ロープ	ریسمان
鳥類	پرندگان
鳥類	پرنده
外交官	دیپلمات
リクエスト	درخواستها
リクエスト	درخواست
カントリー	کانتری
カントリー	کشوری
カントリー	کشور
カントリー	مملکت
カントリー	ییلاق
等級	بزرگی
ホット	گرم
ホット	داغ
オーディオ	صدا
鑑賞	تشکر
鑑賞	قدردانی
鑑賞	پاس
交際	رابطه
交際	روابط
交際	دوستیابی
交際	رابطه
ヘア	موی
ヘア	مو
ヘア	موها
望遠鏡	تلسکوپ
望遠鏡	تلسکوپهای
相模	ساگامی
陰謀	توطئه
陰謀	دسیسه
生年月日	تولد
生年月日	زادروز
発信	صادره
営利	سودش
営利	منفعت
営利	سودی
営利	سود
飛ぶ	پرواز
飛ぶ	پروازی
飛ぶ	پرواز
国名	کانتری
国名	کشوری
国名	کشور
国名	مملکت
国名	ییلاق
エッセイ	مقاله
エッセイ	انشاء
エッセイ	مقالات
神殿	پرستشگاه
神殿	عبادتگاه
神殿	معبد
神殿	تمپل
マニュアル	دستی
マニュアル	راهنما
シフト	شیفت
シフト	نوبتی
シフト	شیفت
性別	جنسیتی
性別	جنسیت
性別	سکس
性別	جنسیت
性別	جنسی
露出	عرضه
ポルノ	پورنوگرافی
ポルノ	پورن
ポル	pol
顧客	مشتری
モト	موتو
モト	moto
フェザー	پر
フェザー	پرم
スラム	اسلم
スラム	زاغه
いっぱい	پر
いっぱい	کاملش
いっぱい	سرشار
いっぱい	فول
いっぱい	پره
空手	کاراته
貴重	گرانبها
燃焼	احتراق
権威	تسلط
権威	سلطه
トウ	دنگ
サロン	سالن
三原	میهارا
パナソニック	پاناسونیک
小隊	جوخه
報酬	فدایی
報酬	اجر
報酬	پاداش
フォワード	جلو
骨折	شکستگی
ゴースト	شبح
ゴースト	گوست
ゴースト	روح
ゴースト	ارواح
ゴースト	اشباح
支払い	تاوان
支払い	پرداخت
支払い	پرداختی
支払い	دستمزد
支払い	اجری
支払い	پرداخت
フラワー	گل
フラワー	شکوفه
フラワー	فلاور
アダム	ادم
アダム	آدم
アダム	آدام
モジュール	پیمانهای
モジュール	مدولار
モジュール	پیمانه
モジュール	ماژول
眼鏡	عینکی
眼鏡	عینک
アポロ	آپولو
アポロ	شفاخانه
ジャンク	شغال
アップル	سیب
アップル	apple
アップル	اپل
ホスト	میزبان
タービン	توربین
タービン	توربینهای
策定	فرمولبندی
礼拝	نیایش
礼拝	سجده
礼拝	نماز
礼拝	دعا
演算	عملیات
グローブ	گلوب
イラストレーター	تصویرگر
デスク	میز
学歴	آموزش
学歴	تحصیلات
電報	تلگرام
電報	تلگراف
ハワード	هوارد
ハワード	هاوارد
アシスト	دستیاری
識別	شناسایی
識別	شناختن
識別	شناسایی
アフガニスタン	افغانستان
アフガニスタン	افغانی
アフガニスタン	afghan
アフガニスタン	افغان
オットー	اوتو
オットー	اتو
オットー	آتو
プロテスタント	پروتستان
萩原	هاگیوارا
幼児	نوزاد
望月	موچیزوکی
微妙	لطیف
健二	کنجی
ロット	لوط
生地	خمیر
生地	پارچه
生地	پارچه
心配	نگران
書類	سند
書類	نوشتار
書類	اسناد
書類	کاغذها
書類	اسناد
書類	کاغذ
デイリー	روزانه
デイリー	daily
デイリー	دیلی
キャッシュ	نهانگاه
キャッシュ	کش
宇部	اوبه
降下	نزول
ドス	dos
ドス	دوس
ライフル	تفنگ
豪華	خوشگله
豪華	مجلل
ノア	نوح
ノア	نوا
ノア	نوآ
デルタ	دلتا
デルタ	دلتای
パーセント	درصد
パーセント	درصدی
パーセント	درصد
職務	تکالیف
職務	وظایف
ジル	جیل
勾配	گرادیان
ゼロ	صفر
ゼロ	زیرو
ゼロ	zero
鳥羽	توبا
ラフ	ناهموار
ラフ	خروشان
疑惑	بدگمانی
疑惑	ظن
エンタープライズ	انترپرایز
エンタープライズ	سازمانی
救済	رستگاری
ハンドル	گرداندن
ハンドル	دستگیره
デラックス	مجلل
評判	اعتبار
評判	آبرو
評判	شهرت
評判	شهرتش
フルート	فلوت
樋口	هیگوچی
ワーナー	وارنر
ワーナー	بیم
テネシー	تنسی
タマ	تاما
カウント	شمارش
カウント	شمردن
カウント	شمارش
アレクサンダー	اسکندر
アレクサンダー	الکساندر
サード	سومین
サード	سومی
サード	سوم
割り当て	تخصیص
割り当て	انتساب
バブル	حباب
考察	ملاحظات
トリノ	تورین
明るい	سبک
明るい	روشنایی
明るい	نور
明るい	روشن
明るい	نوری
明るい	یکدست
明るい	درخشان
サスペンション	تعلیق
サスペンション	معلق
埋葬	دفن
埋葬	خاکسپاری
トレイン	قطار
本質	فروهر
本質	گوهر
本質	اسانس
大都市	کلانشهر
芸術家	هنرمندان
芸術家	هنرمند
芸術家	artist
芸術家	هنرمندی
ハリス	هریس
白河	شیراکاوا
セレクション	گزینش
涼子	ریوکو
ボランティア	داوطلب
ボランティア	داوطلب
瑞穂	میزوهو
フェラーリ	فراری
ファイブ	پنج
ファイブ	فایو
熱帯	گرمسیری
ノミネート	نامزدها
ノミネート	نامزدهای
元帥	داروغه
コック	کوک
コック	آشپز
コック	آشپزی
コック	خروس
コック	کیر
マケドニア	مقدونیه
ナポリ	ناپل
ナポリ	ناپولی
ヤク	یاشار
損失	خسارات
損失	ضرر
ストック	موجودی
ストック	سهام
声明	بیانیه
声明	اظهارات
平山	هیرایاما
ハミルトン	همیلتون
妄想	هذیان
妄想	وهم
妄想	توهمات
妄想	هذیان
妄想	فریب
妄想	فریبی
妄想	پارانویا
貧困	فقر
シアトル	سیاتل
ワゴン	واگن
力学	مکانیک
付録	پیوست
付録	آپاندیس
素数	پرایم
素数	نخست
マキ	ماکی
マキ	مکی
解雇	برکناری
タイムズ	زمانهای
タイムズ	times
タイムズ	دفعات
タイムズ	تایمز
楕円	بیضی
楕円	محذوف
楕円	بیضوی
楕円	بیضوی
楕円	بیضی
ソリ	سورتمه
マレー	مالایی
マレー	مورای
マレー	موری
ルートヴィヒ	لودویگ
遺伝	ژنتیک
遺伝	ژنتیکی
違法	غیرقانونی
野生	وحشی
野生	وایلد
中西	ناکانیشی
パトリック	پاتریک
トール	تور
トール	ثور
公衆	عمومی
公衆	علنی
公衆	همگانی
公衆	public
ケネディ	کندی
和彦	کازوهیکو
農場	مزرعه
農場	فارم
強度	قوت
強度	نیرو
強度	قدرت
強度	استحکام
勇気	شهامت
勇気	شجاعت
勇気	رشادت
勇気	دلیری
勇気	دلیری
勇気	دلاوری
出荷	محموله
セキュリティ	امنیتی
セキュリティ	حراست
セキュリティ	امنیت
債権	مطالبه
債権	ادعا
債権	ادعای
債権	ادعا
大西	اونیشی
ハーバード	هاروارد
祖母	مادربزرگ
イエロー	زرد
フロア	کف
フロア	کفپوش
フロア	طبقه
ラッセル	راسل
位相	مرحله
位相	فازی
位相	فاز
受付	پذیرفتن
受付	پذیرش
受付	قبولی
受付	دریافت
受付	پذیرش
受付	پذیرایی
手続	روشها
クラフト	کرافت
ドキュメント	سند
ドキュメント	نوشتار
ドキュメント	اسناد
ドキュメント	مستندات
思考	تفکر
思考	فکر
思考	تفکر
思考	افکار
思考	افکارش
講習	آموزش
講習	تمرین
講習	تمرینات
講習	آموزشی
講習	تعلیم
講習	اموزش
コンピューター	رایانه
コンピューター	کامپیوتر
コンピューター	رایانه
コンピューター	کامپیوتر
コンピューター	کامپیوترها
マネー	پول
マネー	پولی
ウォール	وال
ウォール	دیواری
ウォール	دیوار
レート	نرخ
クラウン	کرون
クラウン	کراون
クラウン	تاج
ロベルト	رابرت
ロベルト	روبرت
ロベルト	robert
ロベルト	روبر
ロベルト	روبرتو
貨幣	پول
貨幣	پولی
仮想	مجازی
マイアミ	میامی
六本木	روپونگی
当事者	احزاب
常陸	هیتاچی
悪戯	بادکنکی
迷宮	مارپیچ
迷宮	هزارتو
迷宮	هزارتوی
ロジャー	روژه
ロジャー	راجر
ローラ	لورا
ローラ	لولا
朗読	تلاوت
朗読	قرائت
千代	چیو
ハナ	حنا
夜明け	داون
夜明け	طلوع
夜明け	سحرگاه
夜明け	سپیده
夜明け	بامداد
ポンプ	پمپ
ポンプ	تلمبه
ポンプ	پمپ
フレデリック	فردریک
フレデリック	فریدریش
含める	شامل
丹波	تامبا
永田	ناگاتا
ハイブリッド	خودروی
ハイブリッド	دورگه
マウス	موشهای
マウス	موشها
マウス	موش
マウス	موشی
マウス	ماوس
ベンチ	نیمکت
ヴェルディ	وردی
蜂起	خیزش
デイヴィッド	داوید
デイヴィッド	داود
デイヴィッド	داوود
デイヴィッド	دیوید
デイヴィッド	david
感じる	احساس
感じる	حس
脅威	تهدید
脅威	تهدیدات
脅威	تهدیدها
脅威	تهدیدهای
脅威	تحدید
脅威	تهدید
触媒	کاتالیزور
虚偽	کاذب
虚偽	دروغین
虚偽	نادرست
虚偽	غلط
虚偽	باطل
車輪	فرمون
車輪	چرخ
車輪	چرخ
シャツ	پیراهن
シャツ	پیرهن
主人	همسر
主人	شوهر
主人	شوهری
主人	شوهرش
歌人	poet
歌人	شاعری
歌人	شاعر
アリゾナ	آریزونا
プラハ	پراگ
結婚式	عروسی
結婚式	ازدواج
アルミ	آلومینیوم
香り	خوشبو
シールド	شیلد
シールド	حفاظ
シールド	سپر
不在	غایب
オブジェクト	شئ
オブジェクト	مفعول
オブジェクト	شیء
オブジェクト	اشیاء
オブジェクト	اجسام
オブジェクト	اشیا
代理店	سازمان
代理店	نمایندگی
代理店	آژانس
加茂	کامو
バンコク	بانکوک
オイル	نفت
オイル	اویل
オイル	روغن
注釈	annotate
トライアル	محاکمه
トライアル	دادرسی
トライアル	آزمونهای
リサーチ	تحقیق
リサーチ	تحقیقاتی
リサーチ	تحقیقات
リサーチ	پژوهش
取り扱い	گرداندن
シベリア	سیبری
シベリア	سیبری
ムハンマド	محمد
ワル	پررو
頭文字	آغازی
頭文字	آغازین
矛盾	تناقض
矛盾	تناقضات
矛盾	تناقض
皮膚	پوست
皮膚	پوستی
誇り	پراید
誇り	غرور
誇り	تکبر
誇り	مغرور
誇り	سرافراز
誇り	افتخار
誇り	سربلند
スプリント	اسپرینت
アムステルダム	آمستردام
アムステルダム	امستردام
宝石	جواهری
宝石	جواهر
宝石	جواهر
宝石	جواهرات
宝石	جواهر
宝石	جواهرات
ホン	هونگ
ホン	هوانگ
ホン	هانگ
ホン	هنگ
座標	مختصات
座標	مختصات
必須	لازم
必須	نیاز
シャトル	شاتل
パキスタン	پاکستان
パキスタン	پاکستانی
複製	تکراری
複製	تکثیر
標本	نمونه
ケリー	کلی
ミズーリ	میزوری
写本	خطی
笑顔	لبخند
笑顔	تبسم
笑顔	بخند
笑顔	لبخند
笑顔	لبخندهای
両側	پهلو
紀元	دوره
頻度	فرکانسی
頻度	فرکانس
頻度	بسامد
取り組み	تلاشهای
取り組み	تلاشها
取り組み	کوشش
乗る	سوار
乗る	سواری
追悼	یادبود
追悼	مموریال
ギャル	گال
西郷	سایگو
アルプス	آلپ
有機	آلی
有機	ارگانیک
伊丹	ایتامی
広州	گوانگژو
ラック	طاقچه
コロラド	کلرادو
コロラド	کلورادو
優しい	ملایم
優しい	نرم
ウォン	وونگ
ウォン	ونگ
ウォン	وون
赤字	کسر
赤字	کسری
語源	خاستگاه
語源	مبدأ
語源	منشأ
語源	مبدا
草津	کوساتسو
オルガン	ارگ
オルガン	ارگان
オルガン	اندام
帽子	hat
帽子	کلاه
批評	انتقاد
批評	نقد
批評	انتقاد
洞窟	غار
洞窟	غاری
洞窟	غار
洞窟	غارهای
洞窟	غارها
ウイング	بال
ウイング	وینگ
ムーア	مور
本当	راست
本当	حقیقی
本当	درست
本当	true
精度	دقت
精度	دقتی
精度	دقت
ミシェル	میشل
裁判官	داوری
裁判官	قاضی
裁判官	داوران
裁判官	قضات
裁判官	حاکمان
ペース	پیس
ペース	خوبیست
グルメ	گورمه
系図	تبارشناسی
杉本	سوگیموتو
アドルフ	آدولف
アドルフ	آدولف
磐田	ایواتا
モーツァルト	موتسارت
ベッド	تخت
ベッド	تختخواب
ベッド	بستر
ベッド	رختخواب
ブリス	سعادت
ブリス	سعادتی
ブリス	ناز
ブリス	بلیس
円形	دایره
ロッキー	راکی
松永	ماتسوناگا
ヴィクトリア	ویکتوریا
参考文献	کتابشناسی
参考文献	مراجع
魔法使い	جادوگر
錬金術	کیمیاگر
錬金術	کیمیا
風俗	عرف
忠実	وفادار
忠実	مؤمن
忠実	امین
忠実	باوفا
制約	محدودیتهای
制約	محدودیتها
制約	محدودیت
制約	قید
地面	زمینی
ビタミン	ویتامین
ビタミン	ویتامینهای
ビタミン	ویتامین
クルーズ	کروز
最適	بهینه
マック	مکینتاش
マック	mac
マック	مک
マック	ماک
透明	شفاف
透明	شفافیت
透明	شفاف
アンダーソン	اندرسون
アンダーソン	اندرسن
アンダーソン	آندرسون
津軽	تسوگارو
助言	پند
助言	نصیحت
索引	شاخص
索引	نمایه
アップデート	بهروز
タイミング	زمانبندی
速報	شکستن
速報	شکنی
シーク	طلب
シーク	شیخ
決断	تصمیم
決断	فیصله
葬儀	ختم
葬儀	خاکسپاری
見事	تنش
ターゲット	هدف
ターゲット	هدفگیری
ターゲット	اهداف
テクノ	تکنو
ヒップ	باسن
ヒップ	هیپ
セリフ	serif
ホームズ	هولمز
ホームズ	هلمز
ローレンス	لاورنس
満足	ارضای
満足	رضایت
満足	قناعت
満足	رضایت
満足	خشنود
満足	راضی
スティーヴン	استیون
気圧	فشار
気圧	فشاری
筋肉	عضلات
筋肉	عضله
筋肉	ماهیچه
筋肉	عضلات
グッズ	کلکسیونی
バッテリー	باطری
バッテリー	باتری
楽園	بهشت
支給	رزق
カンファレンス	کنفرانس
カンファレンス	همایش
対称	متقارن
対称	تقارن
パイプ	لوله
因子	فاکتور
因子	عامل
能登	نوتو
菩薩	بوداسف
クラッシュ	پایمال
クラッシュ	کراش
クラッシュ	سقوط
クラッシュ	کراش
クラッシュ	فروپاشی
トレーナー	trainer
トレーナー	مربی
ルノー	رنو
ユリ	سوسن
ユリ	لیلیوم
ユリ	لیلی
引き分け	گره
引き分け	کروات
引き分け	کراوات
引き分け	ترسیم
シャープ	شارپ
シャープ	تیزی
シャープ	هشیار
シャープ	تیز
豊川	تویوکاوا
仮名	کانا
祈り	دعا
祈り	نماز
祈り	نیایش
祈り	دعایی
祈り	دعا
祈り	نماز
祈り	دعا
直人	نائوتو
マルコ	مارکو
マルコ	مارکو
ジーン	ژان
ジーン	ژنها
ジーン	ژن
ジーン	ژنی
アコースティック	آکوستیک
アンドリュー	اندرو
ドラマー	درامر
園芸	باغبانی
潜入	نفوذ
十五	پانزده
ガソリン	بنزینی
ガソリン	بنزین
マスターズ	اساتید
マスターズ	استادان
マスターズ	اربابان
マスターズ	مسترز
勧告	رایزنی
勧告	مشورتی
アルメニア	ارمنیان
アルメニア	ارمنی
係数	ضریب
係数	ضرایب
係数	فاکتور
係数	عامل
読書	خواندن
読書	قرائت
トランペット	ترومپت
トランペット	شیپوری
トランペット	شیپور
トランペット	ترومپت
トランペット	صور
クリストファー	کریستوفر
いじめ	زورگویی
いじめ	ارعاب
いじめ	قلدری
いじめ	درماندگان
いじめ	نزده
いじめ	زورگویی
いじめ	قلدر
テクノロジー	فناوریهای
テクノロジー	فناوری
テクノロジー	تکنولوژی
パズル	معمای
パズル	معما
パズル	پازل
怪物	هیولا
延期	تأخیر
文法	گرامر
ハドソン	هادسون
ハドソン	هادسن
天草	آماکوسا
樺太	ساخالین
ミシシッピ	میسیسیپی
ソフィア	سوفیا
医者	پزشکان
医者	دکترای
医者	دکترا
医者	دکترها
医者	دکتری
医者	داکتر
医者	دکتر
サテライト	ماهواره
サテライト	ماهوارهای
辞書	دیکشنری
木材	چوبی
木材	وود
木材	چوب
木材	الوار
個性	فردیت
個性	شخصیت
個性	شخصیتی
ブレイク	بلیک
ガールズ	دخترها
ガールズ	دختران
フォーム	شکلهای
フォーム	فرم
フォーム	شکل
ちょうど	فقط
ルビー	یاقوت
モントリオール	مونترآل
モントリオール	مونترال
ストローク	ضربات
ストローク	نوازش
ストローク	سکته
アプローチ	رویکرد
農家	کشاورزان
農家	کشاورز
農家	کشاورز
ナトリウム	سدیم
寄与	سهم
バリエーション	تغییرات
バリエーション	تنوع
繁栄	رفاه
親族	نزدیکان
親族	خویشان
親族	خویشاوندان
親族	خویشاوندی
本物	رئال
本物	حقیقی
本物	واقعی
届け	تحویل
情勢	وضعیتهای
加算	افزودن
通知	اخطار
通知	اطلاعیه
通知	اعلان
通知	notifications
通知	اعلان
通知	اطلاع
ウォーズ	جنگها
ジュン	joon
神道	شینتو
厩舎	اصطبل
フアン	خوان
フアン	خوآن
吾妻	آزوما
スパルタ	اسپارتا
プライベート	خلوت
プライベート	شخصی
プライベート	سرباز
プライベート	private
プライベート	خصوصی
マツダ	مزدا
エニックス	انیکس
引く	تفریق
収益	سودش
収益	منفعت
収益	سودی
収益	سود
収益	درامد
収益	درآمد
収益	درآمد
阿蘇	آسو
人質	گروگان
人質	گروگانگیری
ロッド	راد
ロッド	رود
白川	شیراکاوا
最年少	جوانترین
ブラザーズ	برادرهای
ブラザーズ	برادران
ブラザーズ	برادرها
焦点	کانون
焦点	تمرکز
富士通	فوجیتسو
由美	یومی
ダッシュ	dash
ダッシュ	داش
ダッシュ	دش
ガム	آدامس
絶望	ناامیدی
絶望	نومیدی
絶望	نومید
サミュエル	ساموئل
サーバー	سرورهای
サーバー	سرور
サーバー	کارساز
サーバー	کارگزار
ひょう	تگرگ
ヘッセン	هسه
ヘッセン	هسن
ユニフォーム	یونیفرم
ユニフォーム	یونیفورم
ユニフォーム	یونیفرم
ユニフォーム	یونیفورم
稲垣	ایناگاکی
先住民	بومی
石垣	ایشیگاکی
ファーム	مزرعه
ファーム	فارم
沿革	تاریخچه
沿革	تاریخ
カンボジア	کامبوج
呪い	لعن
呪い	نفرین
聖人	قدیس
聖人	سن
ルドルフ	رودولف
ルドルフ	رودولف
モル	mor
モル	مور
モル	مول
モル	mol
秋葉原	آکیهابارا
東海道	توکایدو
野党	اپوزیسیون
野党	مخالف
野党	مخالفین
野党	مخالفت
美穂	میهو
小牧	کوماکی
アンディ	اندی
クリーブランド	کلیولند
測量	surveying
ブロー	ترکیدن
注文	نظم
注文	فرمان
注文	دستور
注文	سفارش
注文	ترتیب
注文	فرمان
注文	دستورات
注文	دستور
デート	تاریخ
デート	دوستیابی
気分	احساس
気分	حس
気分	احساسش
気分	حالت
気分	حوصله
浅井	آزای
シンガー	singer
シンガー	خواننده
立法	قانونگذاری
モニター	نظارت
モニター	نمایشگر
モニター	مانیتور
モニター	بزمجه
ソロモン	سلیمان
ソロモン	سولومون
適応	اقتباس
適応	سازگاری
適応	وفق
ビクター	ویکتور
長崎市	ناگازاکی
干渉	پارازیت
干渉	دخالت
干渉	مداخله
干渉	تداخل
チョコレート	شکلاتی
チョコレート	کاکائو
チョコレート	شکلات
青少年	نوجوانان
エディション	ورژن
脚注	تبصره
レンジ	گستره
レンジ	گسترۀ
スロット	slot
スロット	شکاف
スロット	شکافها
野望	بلندپروازی
隼人	هایاتو
ワニ	تمساح
ワニ	کروکودیل
年表	گاهشمار
リッチ	ثروتمند
リッチ	ثروتمندان
リッチ	پولدار
リッチ	پولداری
リッチ	غنی
リッチ	ریچ
リッチ	ریسی
バッファ	بافر
バッファ	حائل
断層	عیب
愛する	معشوق
愛する	دوستدار
記念碑	یادبود
記念碑	مموریال
記念碑	یادبود
記念碑	یادمان
グルジア	گرجستان
グルジア	جورجیا
ワード	سخن
ワード	کلمه
ワード	واژه
ワード	کلام
難民	پناهنده
難民	مهاجر
難民	پناهنده
難民	پناهندگان
難民	پناهجویان
難民	مهاجرین
予言	پیشگویی
予言	نبوت
予言	پیشبینی
デバイス	دستگاهی
デバイス	دستگاهها
デバイス	وسیله
デバイス	دستگاه
デバイス	دستگاهها
デバイス	دستگاههای
シロ	شیرو
神学	خداشناس
神学	الهیات
ドライ	خشک
ドライ	خشکیده
オックスフォード	آکسفورد
健太	کنتا
ファイア	آتشسوزی
ファイア	آتش
ファイア	آتیش
進撃	حمله
えり	اری
アルゴリズム	الگوریتمهای
アルゴリズム	الگوریتم
括弧	پرانتز
括弧	پرانتز
浪人	رونین
メンタル	ذهنی
イスラム教	مسلمان
イスラム教	مسلم
イスラム教	مسلمانان
イスラム教	مسلمان
イスラム教	مسلمانان
イスラム教	مسلمانها
イスラム教	اسلام
合金	آلیاژ
みずほ	میزوهو
迷惑	آزاری
迷惑	دلخوری
迷惑	رنجش
迷惑	دلخور
迷惑	آزار
リンゴ	سیب
リンゴ	apple
リンゴ	اپل
リンゴ	سیب
フォント	قلم
バナナ	موز
バナナ	موزی
バナナ	موز
計測	پیمانه
深川	فوکاگاوا
クレア	کلیر
クレア	کلر
関節	مفصل
関節	مفاصل
免疫	مصونیت
免疫	بیزاری
免疫	برائت
免疫	مصونیت
混同	آشفتگی
混同	گیجی
混同	اغتشاش
混同	سردرگمی
離陸	برخاست
カルチャー	تمدن
カルチャー	فرهنگی
カルチャー	فرهنگ
望ましい	مطلوب
望ましい	خواستنی
カタルーニャ	کاتالونیا
メモリー	خاطره
メモリー	حافظه
メモリー	حافظۀ
天津	تیانجین
ジャングル	جنگل
ジャングル	جنگلی
ナウ	اکنون
ナウ	الان
ナウ	حالا
下田	شیمودا
プレステージ	حیثیت
リーチ	لچ
レーサー	دوندگان
坂口	ساکاگوچی
レフ	لف
ドレス	لباس
ドレス	لباس
ロビン	رابین
ロビン	روبین
セールス	فروش
グラント	گرنت
グラント	گرانت
グラント	اعطای
ドナルド	دونالد
鉱業	معدن
アルベルト	آلبرت
アルベルト	آلبر
アルベルト	آلبرتو
氏族	قبیله
氏族	خاندان
氏族	طایفه
氏族	قبایل
氏族	قبائل
勢い	تکانه
パブリック	عمومی
パブリック	علنی
パブリック	همگانی
パブリック	public
手順	گامهای
手順	روشها
手順	رویه
手順	روند
手順	دستورالعملها
手順	دستورالعمل
エージェント	مامور
エージェント	کارگزار
エージェント	مأمور
強盗	دستبرد
強盗	سرقت
強盗	دزدی
ケンブリッジ	کمبریج
