centre	центр
dramaturgo	драматург
seudónimo	псевдоним
apoyado	поддерживаемые
apoyado	поддерживается
apoyado	поддержал
apoyado	поддерживаются
independientemente	самостоятельно
independientemente	независимо
astronómico	астрономических
col	капуста
col	капусту
col	капусты
col	кол
ludwig	людвиг
velázquez	веласкес
líbano	ливанские
líbano	ливана
líbano	ливан
líbano	ливана
líbano	ливане
túnez	тунисе
túnez	тунис
túnez	туниса
túnez	туниса
túnez	тунисе
túnez	тунис
cena	обед
cena	ужин
cena	ужин
incluidas	включенные
incluidas	включено
four	четверо
four	четыре
pescado	рыбка
pescado	рыба
pescado	рыбы
republicanos	республиканцы
republicanos	республиканский
republicanos	республиканской
republicanos	республиканцы
magic	волшебство
magic	волшебная
magic	magic
magic	магия
artísticas	художественная
artísticas	художественных
artísticas	художественный
artísticas	художественные
lujo	deluxe
lujo	люкс
lujo	роскошь
electrones	электрон
electrones	электроны
wood	дерево
wood	древесина
wood	вуд
wood	дрова
wood	древесины
avances	прорывы
avances	прогресс
vacaciones	праздником
vacaciones	праздник
vacaciones	отдых
vacaciones	отдых
vacaciones	каникулы
vacaciones	отпуск
vacaciones	праздники
aerolínea	авиакомпании
aerolínea	авиалинии
aerolínea	авиакомпания
murallas	стена
murallas	стене
murallas	уолл
murallas	стены
murallas	стенки
murallas	стен
murallas	валы
descendiente	потомок
sainte	сент
cóndor	кондор
reduce	снижает
reduce	уменьшает
reduce	уменьшить
reduce	сократить
coronado	коронован
coronado	коронадо
esperando	ожидание
esperando	ждём
esperando	жду
esperando	ждем
esperando	ждать
esperando	ожидаю
esperando	ожидает
esperando	ожидаем
esperando	ожидал
específicas	конкретных
específicas	конкретное
específicas	конкретный
específicas	конкретная
específicas	конкретные
manifestación	проявление
manifestación	проявления
manifestación	демонстрация
manifestación	демонстрацию
manifestación	демонстрации
robles	оукс
robles	роблес
trajo	принес
trajo	привезли
trajo	принесли
trajo	принесла
bienestar	оздоровительный
bienestar	благополучие
bienestar	благополучия
bienestar	благополучие
bienestar	благосостояние
bienestar	благосостояния
mansión	особняк
mansión	поместье
suplente	альтернативных
suplente	альтернативный
suplente	заменить
suplente	замена
sueca	шведский
sueca	шведское
sueca	шведская
sueca	швеции
convencional	обычных
philippe	филипп
asesinatos	убийства
asesinatos	убийство
asesinatos	убийства
asesinatos	убийство
asesinatos	убийства
fieles	верные
fieles	преданный
fieles	верный
fieles	верная
fieles	верующие
fieles	верная
fieles	верующих
fieles	верные
southern	южные
southern	южная
southern	южный
southern	южной
southern	южное
concha	конча
concha	оболочка
concha	shell
implementación	осуществление
implementación	реализация
implementación	осуществления
implementación	выполнение
perdida	потери
perdida	потеря
perdida	утрата
perdida	потерянный
perdida	потеряна
perdida	потерял
perdida	потерян
perdida	проиграл
ciudadanía	гражданство
significativo	значимых
significativo	значимый
significativo	значимые
significativo	существенное
significativo	значительные
significativo	значительное
significativo	значительный
significativo	существенные
desastre	катастрофа
desastre	бедствия
desastre	бедствие
protagonizó	снималась
warren	уоррен
elías	элайджа
elías	элиас
ltd	ltd
identificado	выявленные
ejecutar	выполнить
ejecutar	казнить
ejecutar	исполнить
ejecutar	запустить
ejecutar	беги
studio	студии
studio	studio
studio	студия
calificación	рейтинг
calificación	оценка
calificación	квалификация
dramática	драма
dramática	драмы
antoine	антуан
plástico	пластмасс
plástico	пластик
plástico	пластик
plástico	пластиковый
plástico	пластиковые
plástico	пластика
armadura	доспехи
armadura	брони
armadura	доспехи
espaciales	пространственных
espaciales	пространство
espaciales	космической
espaciales	космос
espaciales	space
dedicados	посвященный
dedicados	выделенный
bebé	baby
bebé	ребёнок
bebé	малышка
bebé	детка
bebé	малыш
hits	hits
tenor	тенор
mortal	смертельный
mortal	смертельно
mortal	смертельная
mortal	смертельно
mortal	смертный
reconocimientos	экзамены
reconocimientos	разведка
reconocimientos	разведывательный
reconocimientos	признание
casino	казино
vencedor	победитель
vencedor	виктор
leipzig	лейпциге
delegado	делегат
adoptado	принято
adoptado	принята
adoptado	принятый
adoptado	принят
adoptado	принятые
colinas	хиллз
colinas	холмы
extranjeras	иностранный
extranjeras	иностранное
extranjeras	иностранных
apolo	аполлон
membrana	мембраны
membrana	мембрана
etnia	этнических
etnia	этническая
etnia	этнический
ruido	шум
ricos	богат
ricos	богатых
ricos	рич
ricos	богатая
ricos	богатый
ricos	богатые
ricos	богатых
ricos	богатый
ricos	богатые
radar	радар
wagner	вагнер
quieren	хотеть
quieren	хочу
quieren	хочешь
television	телевидения
television	телевидение
television	телевизор
teatros	театры
teatros	кинотеатрах
teatros	кинотеатр
teatros	театр
añadido	добавлены
añadido	добавил
añadido	добавлена
añadido	добавлено
añadido	добавлен
fabricantes	изготовитель
fabricantes	производитель
fabricantes	изготовителем
fabricantes	производителей
fabricantes	производители
finca	фермы
finca	ферма
finca	ферме
finca	поместье
guarnición	гарнизон
guarnición	гаррисон
edwards	эдвардс
fábricas	заводы
fábricas	фабрики
fábricas	фабрик
fábricas	миллс
fábricas	фабрика
fábricas	завод
roman	римская
roman	роман
oliva	оливковое
oliva	олив
oliva	олива
conservadores	консервативные
conservadores	консерваторы
contener	сдержать
contener	содержать
secos	сухая
secos	сухие
secos	сухой
escape	выхлопных
escape	побег
escape	сбежать
shakespeare	шекспир
marín	марин
für	für
under	под
eugenia	евгения
cap	кэп
cap	кап
desarrollados	развитые
desarrollados	разработан
desarrollados	разработано
desarrollados	развитых
baños	туалеты
baños	туалеты
baños	бани
baños	ванны
baños	бани
baños	ванна
baños	бат
baños	ванной
baños	баня
alternativas	альтернативы
alternativas	альтернатив
logro	достижение
logro	достижение
logro	достижения
entiende	понимает
entiende	пойми
entiende	понимаю
entiende	понять
extracción	извлечение
extracción	добычи
profundamente	глубоко
fresco	свежее
fresco	свежий
fresco	свежая
fresco	свежие
fresco	фреско
nacionalismo	национализм
cruzar	пересечения
cruzar	пересечение
adulto	взрослая
adulto	взрослый
adulto	взрослых
adulto	взрослые
disciplinas	дисциплин
geográficas	географической
geográficas	географический
geográficas	географические
geográficas	географический
geográficas	географические
responder	реагирование
responder	отвечайте
responder	ответ
responder	ответить
responder	ответ
responder	ответить
hermosa	красавица
hermosa	красивые
hermosa	красивая
hermosa	красиво
hermosa	красавица
hermosa	красотка
hermosa	шикарная
hermosa	великолепная
propiamente	надлежащего
electrónicos	электроники
electrónicos	электронная
electrónicos	электронные
electrónicos	электронное
electrónicos	электронный
galaxia	галактика
galaxia	галактике
galaxia	galaxy
galaxia	гэлакси
age	возраст
cubiertas	охватывает
cubiertas	охватывает
cubiertas	покрывает
cubiertas	обложки
cubiertas	палубы
existió	существовала
existió	существовали
existió	существовало
existió	существовал
dependencias	зависимости
abu	абу
bola	бал
bola	шар
bola	мяч
lázaro	ласаро
lázaro	лазарь
wolf	вульф
wolf	вулф
wolf	волка
wolf	вольф
wolf	волк
certificado	сертифицированных
certificado	сертификат
certificado	свидетельство
certificado	справка
rita	рита
uss	uss
escándalo	скандал
escándalo	скандалы
tanque	танк
tanque	цистерны
tanque	цистерна
sólido	твердое
sólido	твердый
sólido	твердых
sólido	твердые
kiev	киев
serpiente	змея
serpiente	змеи
serpiente	змей
serpiente	змей
testigos	свидетели
testigos	свидетелям
testigos	свидетелей
testigos	свидетели
testigos	очевидцев
testigos	свидетель
economista	экономист
submarino	подводные
submarino	подводная
submarino	подводного
códigos	код
códigos	code
códigos	кодексы
códigos	коды
prevención	предотвращение
prevención	профилактика
prevención	предупреждение
descubierta	обнаружен
descubierta	обнаружена
descubierta	обнаружил
descubierta	обнаружено
descubierta	обнаруженные
descubierta	заметил
descubierta	замечено
descubierta	замечен
solares	участки
solares	участков
solares	солнечной
solares	солнечное
solares	солнечные
solares	солнечная
progresivo	прогрессивное
progresivo	прогрессивного
estudia	изучение
estudia	исследование
paloma	голубь
paloma	голуби
paloma	голубь
paloma	палома
ira	гнев
ira	гнев
ira	ярость
ira	злость
ira	ира
atractivo	привлекательность
atractivo	привлекательности
atractivo	влечение
atractivo	привлекательно
atractivo	привлекательным
atractivo	обжалование
atractivo	привлекательна
atractivo	привлекательная
atractivo	привлекательно
atractivo	привлекательный
atractivo	привлекательным
atractivo	обжаловать
atractivo	апелляция
atractivo	призыв
atractivo	обжалование
cinematográfico	кинематографического
volar	муха
volar	лети
volar	летать
volar	полёт
volar	полет
volar	летать
recta	прямая
recta	прямо
ecuatoriano	эквадора
entregado	доставлена
entregado	доставлено
entregado	доставлен
entregado	доставлены
entregado	сдались
entregado	сдалась
entregado	сдался
etiopía	эфиопия
etiopía	эфиопию
etiopía	эфиопии
etiopía	эфиопия
etiopía	эфиопии
dick	член
dick	дик
jefferson	джефферсон
celeste	селеста
celeste	небесное
celeste	небесный
celeste	небесные
palermo	палермо
asientos	места
asientos	сиденья
dominios	домены
dominios	домен
dominios	домена
falsa	ложь
falsa	ложный
falsa	ложное
falsa	ложные
falsa	фальшивый
falsa	фальшивка
falsa	фальшивые
falsa	подделка
tribunales	трибуналы
tribunales	корт
tribunales	суд
tribunales	суды
bond	бонд
cerdo	свинина
cerdo	свинину
cerdo	свинья
cerdo	свиньи
dorsal	спинной
blood	кровь
blood	blood
blood	крови
danés	дании
danés	датский
danés	дейн
cajas	коробки
cajas	ящики
ring	ринг
ring	кольцо
ring	кольца
fiebre	жар
fiebre	лихорадка
geometría	геометрия
geometría	геометрических
pink	pink
pink	розовая
pink	розовые
pink	розовое
pink	розовый
doblaje	озвучке
hoteles	hotel
hoteles	отель
hoteles	гостиница
hoteles	отели
hoteles	гостиницы
hoteles	hotels
blas	берт
blas	блас
blas	блез
bull	бык
ayala	айала
derrotas	поражение
derrotas	поражения
derrotas	победить
derrotas	поражений
macizo	твердое
macizo	твердый
macizo	твердых
macizo	твердые
sacramento	сакраменто
sacramento	таинство
neil	нил
neil	нила
documentales	документальных
documentales	документальные
libia	ливийская
libia	ливия
libia	ливии
canciller	ректор
canciller	канцлер
collins	коллинс
collins	коллинз
aldeas	деревни
aldeas	деревень
silvia	сильвия
silvia	сильви
silvia	сильвия
conjuntamente	совместно
potente	могущественный
potente	мощная
potente	мощные
potente	мощный
desafío	challenge
desafío	задача
desafío	вызов
desafío	неповиновение
soberano	суверенного
soberano	суверенные
soberano	суверенное
emi	emi
normandía	normandie
normandía	нормандии
temporalmente	временно
temporalmente	временный
temporalmente	временная
temporalmente	временное
temporalmente	временно
temporalmente	временные
ánimo	настроение
ánimo	настроения
divina	божественная
divina	божественное
acusaciones	обвинения
acusaciones	утверждения
acusaciones	обвинения
acusaciones	обвинения
sudoeste	юго
prieto	прието
oso	мишка
oso	медвежонок
oso	медведь
cruzada	crusade
teruel	теруэль
nat	нэт
mostrado	показаны
mostrado	показана
mostrado	показано
mostrado	показан
mostrado	отображаться
mostrado	отображается
mostrado	выставлены
mostrado	показано
via	виа
via	via
via	через
excentricidad	эксцентриситет
camp	кэмп
camp	лагерь
rivadavia	ривадавия
levante	левант
levante	леванте
reunir	собрать
reunir	собрать
reunir	воссоединиться
aproximación	приближение
aproximación	подход
mirada	взгляд
mirada	посмотри
mirada	смотрите
mirada	смотри
mirada	посмотрите
sri	шри
sri	исп
poblados	деревни
poblados	деревень
plumas	ручки
plumas	перья
consideración	рассмотрение
cerrar	закрыть
cerrar	близко
cerrar	закройте
cerrar	закрытие
cerrar	закрытия
molino	мельница
molino	милл
tronco	журнал
tronco	сундук
tronco	багажник
tronco	багажнике
cuarteto	квартет
cuarteto	четверка
nativo	родной
cook	приготовить
cook	повар
cook	кук
cook	готовить
eeuu	сша
eeuu	usa
marquesa	маркиза
marquesa	маркеса
anatomía	анатомии
monstruo	монстр
monstruo	чудовище
escribiendo	набрав
escribiendo	печатать
escribiendo	ввод
escribiendo	пишу
escribiendo	написание
escribiendo	писать
dedos	пальцы
dedos	пальцы
pasaje	билет
pasaje	проход
denis	денис
denis	дени
anunciado	объявлено
anunciado	объявили
anunciado	объявил
anunciado	объявленные
anunciado	объявила
anunciado	объявлены
mató	убиты
mató	убита
mató	убил
mató	убит
futbol	футбол
futbol	футбол
vitoria	витория
estonia	эстонии
estonia	эстонии
estonia	эстония
bacterias	бактерии
ortodoxa	православной
extendido	расширенный
extendido	расширенная
extendido	расширенное
extendido	продлен
ilegal	незаконной
ilegal	незаконное
ilegal	незаконная
ilegal	незаконные
ilegal	незаконно
ilegal	незаконный
ilegal	незаконными
ilegal	незаконное
ilegal	незаконный
apóstol	посланник
apóstol	посланника
ejecutado	казнены
ejecutado	казнили
intentando	стараюсь
intentando	пытаюсь
intentando	попытка
intentando	попытка
escocés	шотландцев
escocés	виски
escocés	скотч
escocés	шотландский
escocés	шотландии
crecer	растет
crecer	растущий
crecer	растущей
crecer	растущая
crecer	расти
crecer	вырасти
sismo	землетрясение
sismo	землетрясения
luchas	бои
luchas	драки
helena	елена
helena	елены
helena	хелена
helena	элен
helena	хелен
trasera	задняя
trasera	тыл
trasera	сзади
trasera	задних
apreciar	ценю
apreciar	оцениваем
discutir	обсудить
gabriela	габриэлла
gabriela	габриэла
radios	radio
radios	радио
radios	рации
coordinador	координатор
coordinador	координатора
miércoles	среды
miércoles	среда
miércoles	среду
miércoles	средам
poseer	владеть
terrorismo	террор
terrorismo	терроризм
terrorismo	террорист
terrorismo	террористических
linares	линарес
side	сторона
side	стороне
poderosa	могущественный
poderosa	могучий
poderosa	могущественный
poderosa	мощная
poderosa	мощные
poderosa	мощный
lunar	лунный
precipitaciones	осадки
precipitaciones	осадков
precipitaciones	осадки
precipitaciones	осадков
capturar	захват
capturar	захвата
adquiere	приобретать
adquiere	приобрести
adquiere	приобретает
niega	отрицает
defecto	умолчанию
defecto	дефект
marcada	отмечена
marcada	отметили
sud	lds
sud	sud
viajeros	путешественников
sobrevivir	выжить
sobrevivir	пережить
sobrevivir	выживания
sobrevivir	выживание
sobrevivir	выживание
sobrevivir	выжить
ferrari	феррари
ferrari	ferrari
experimento	эксперимент
consideradas	рассмотрел
escasos	скудные
escasos	скудные
escasos	скудной
adolescentes	teen
adolescentes	подросток
adolescentes	подростковой
adolescentes	подросток
adolescentes	подросток
adolescentes	подростки
adolescentes	подростков
adolescentes	подросткам
adolescentes	подростки
adolescentes	подростков
adolescentes	подростки
callao	кальяо
confirmado	подтверждена
confirmado	подтверждено
confirmado	подтверждаю
brooklyn	бруклине
brooklyn	бруклин
comunica	общается
impedir	предотвращать
impedir	предотвратить
lienzo	холст
taekwondo	тхэквондо
solidaridad	солидарности
solidaridad	солидарность
gard	гард
evans	эванс
accesible	доступный
aporte	вклад
aporte	ввод
aporte	взнос
aporte	вклад
georg	георг
aproximada	приблизительно
certificados	сертификаты
certificados	сертифицированных
castigo	наказание
complejidad	сложности
complejidad	сложность
renacentista	возрождения
renacentista	возрождение
adrián	эдриан
adrián	эдриен
adrián	адриан
head	head
head	головка
head	голова
head	голову
gallo	член
gallo	петух
gallo	галло
gallo	петух
nuestras	наши
nuestras	наше
nuestras	наш
nuestras	наша
ivan	иван
matthew	мэттью
matthew	мэтью
parlamentarias	парламентская
parlamentarias	парламентских
parlamentarias	парламентские
parlamentarias	парламентский
parlamentarias	депутатов
parlamentarias	депутаты
parlamentarias	парламентарии
parlamentarias	парламентариев
salomón	саломон
salomón	соломон
salomón	соломоновых
salomón	соломона
nbc	nbc
exportación	экспорт
exportación	экспорт
exportación	экспортировать
exportación	экспорт
colectiva	коллектив
colectiva	коллективных
colectiva	коллективные
colectiva	коллективная
colectiva	коллективное
susana	сюзанна
susana	сюзанна
susana	сюзанна
susana	сюзан
susana	сьюзан
susana	сьюзен
hambre	голод
hambre	голодные
hambre	голодная
hambre	голодный
hambre	голод
hambre	голода
residuos	отходы
residuos	отходов
residuos	остатки
residuos	отходы
socialismo	социализм
américas	америки
américas	америка
directorio	каталог
directorio	папка
directorio	справочник
square	площадь
square	квадрат
square	квадратный
leones	львы
leones	львов
amy	эми
prohibición	запретить
prohibición	запрет
prohibición	бан
prohibición	запрещении
prohibición	запрет
prohibición	запрещение
autovía	шоссе
notablemente	примечательно
dean	декан
dean	дин
alusión	намек
leonor	элеонора
leonor	элеонор
leonor	леонор
habitan	населяют
irregular	неравномерным
irregular	незаконных
consecutivos	последовательно
escudos	щиты
operar	операционная
films	фильмы
films	фильмов
terapia	терапии
terapia	терапия
instalado	установлены
instalado	установлено
instalado	установлен
instalado	установлена
famosas	известная
famosas	знаменитая
famosas	известный
famosas	знаменитость
famosas	знаменитый
fallo	неудачи
fallo	неудача
fallo	провал
barro	грязь
barro	грязи
barro	клей
barro	клэй
barro	глины
banca	скамейке
banca	банковской
banca	банкир
banca	банк
banca	bank
banca	банка
únicas	уникальная
únicas	уникальные
únicas	уникальный
únicas	уникальное
acompañada	сопровождал
acompañada	сопровождали
luchadores	борцы
luchadores	бойцы
luchadores	бойцов
stuttgart	штутгарт
edificación	строительство
edificación	здание
riesgos	риски
riesgos	риска
riesgos	риск
riesgos	риски
eco	эко
eco	оэс
eco	эко
eco	эхо
acosta	акоста
never	никогда
never	never
apellidos	фамилии
apellidos	фамилия
polaca	польская
polaca	польши
polaca	польский
class	класс
presentadora	ведущий
presentadora	ведущая
comisario	комиссара
comisario	уполномоченный
comisario	комиссар
comisario	шериф
comisario	комиссар
comisario	инспектор
comisario	маршал
decenas	десятки
decenas	дюжины
decenas	десятки
decenas	десятков
campana	колокольчик
campana	белл
campana	колокол
campana	bell
pib	ввп
tía	тетя
tía	тётушка
tía	тётя
tía	тётя
tía	тетя
tía	тётя
rivalidad	соперничество
húmedo	влажные
húmedo	мокрый
húmedo	мокрая
húmedo	мокрые
embajadores	послов
embajadores	послы
hospitales	больница
hospitales	госпиталь
hospitales	больнице
hospitales	больницы
morelos	морелос
astronomía	астрономии
leal	верные
leal	преданный
leal	верный
leal	верная
leal	леаль
terroristas	террорист
terroristas	террористических
terroristas	террористы
terroristas	террористов
visuales	визуальный
visuales	visual
establecimientos	заведения
recopilación	компиляции
recopilación	подборка
recopilación	компиляция
guido	гвидо
comisiones	комиссии
comisiones	комиссий
comisiones	комитеты
detención	арестовать
detención	арест
detención	задержание
algoritmo	алгоритм
inversiones	капиталовложения
inversiones	инвестиции
inversiones	капиталовложения
inversiones	инвестиции
inversiones	инвестирование
criaturas	существа
lloyd	ллойд
mercancías	товары
mercancías	товаров
mercancías	грузы
mercancías	грузовых
mercancías	товары
mercancías	товар
construye	сборки
construye	строит
construye	строить
construye	построить
ten	десять
ten	десятка
ten	ten
jennifer	дженифер
jennifer	дженнифер
agregar	добавить
agregar	добавьте
marinas	морские
marinas	морской
marinas	морская
tela	ткань
tela	ткани
tela	ткань
tela	ткани
ataca	атаки
ataca	нападений
ataca	нападения
ataca	нападки
ataca	нападение
ataca	атака
ataca	атаковать
ataca	атаку
lorca	лорка
serra	серра
refugiados	беженцы
refugiados	беженцев
refugiados	беженца
refugiados	беженец
refugiados	беженцы
cantera	карьер
marcel	марсель
mancomunidad	содружества
mancomunidad	содружество
dylan	дилана
dylan	дилан
harold	гарольд
énfasis	упор
énfasis	акцент
combinado	сочетании
almagro	альмагро
revisar	обзор
revisar	обзора
revisar	рассмотрение
revisar	пересмотреть
brothers	братья
brothers	brothers
potter	поттер
circo	cirque
circo	цирк
robo	воровство
robo	кража
robo	кражи
robo	робо
robo	ограбление
robo	грабеж
robo	ограбление
robo	украсть
vecina	соседка
vecina	сосед
vecina	соседка
vecina	сосед
modificado	измененный
modificado	измененные
modificado	изменена
modificado	изменено
radial	радиальная
angola	ангола
angola	анголы
angola	анголе
angola	анголу
angola	анголы
contactos	контакт
contactos	связаться
contactos	контакты
contactos	контакты
conservado	оставляется
exploradores	скаутов
exploradores	исследователи
hudson	хадсон
pampa	пампа
flauta	флейта
hormigón	конкретные
hormigón	бетон
hormigón	конкретное
hormigón	конкретный
hormigón	конкретная
autoría	авторство
pinto	пинту
pinto	пинто
jugaron	играли
jugaron	играла
jugaron	играл
odio	ненависть
odio	ненавидеть
odio	ненависть
odio	ненавистью
odio	ненавижу
odio	ненависти
cauca	каука
nocturno	ночной
nocturno	ночные
nocturno	ночи
nocturno	ночь
nocturno	ночное
nocturno	night
celta	кельтские
celta	кельты
consultas	консультации
consultas	консультация
consultas	консультации
consultas	запросы
consultas	справки
consultas	запросы
comprobar	проверьте
comprobar	чек
comprobar	проверка
comprobar	проверить
prosa	проза
radicales	радикалов
radicales	радикально
radicales	радикальные
condena	осуждение
condena	осуждает
connecticut	коннектикут
discípulo	ученик
saboya	savoy
juzgado	корт
juzgado	суд
religiones	религии
religiones	религий
religiones	религии
religiones	религия
lealtad	верность
lealtad	лояльность
lealtad	преданность
compañera	соседка
compañera	товарищ
morris	моррис
paolo	паоло
start	начинайте
start	начать
start	начало
start	старт
funcional	функциональные
funcional	функциональная
funcional	функциональных
guevara	гевара
compostela	компостела
disparos	выстрелы
disparos	выстрелы
disparos	съёмки
disparos	съемка
disparos	стрельба
disparos	стрельба
cayo	гай
melbourne	мельбурне
máscara	маску
máscara	маска
máscara	маски
activista	активист
michelle	мишель
galardonado	присуждена
galardonado	награжден
novelista	писатель
avanzar	аванс
puro	сигары
puro	чистая
puro	чистые
puro	чисто
puro	чистый
puro	чистое
tomas	томас
tomas	томаш
tomas	томас
tomas	тома
tomas	томаса
tomas	выстрелы
separada	разделены
separada	отдельная
separada	отделить
separada	отдельный
separada	отдельное
comprensión	понимание
comprensión	понимания
comprensión	понимание
comprensión	взаимопонимание
comprensión	понимания
dándole	даю
dándole	отдаю
blake	блейк
blake	блэйк
mónaco	монако
medicinales	лечебные
medicinales	лекарственных
medicinales	лекарственные
distinguir	отличительный
expediciones	экспедиции
rodeada	окружен
rodeada	окружили
compleja	комплекс
compleja	сложная
compleja	сложные
compleja	сложных
compleja	сложный
ontario	онтарио
trilogía	трилогия
concejal	советник
chocolate	шоколадные
chocolate	шоколад
chocolate	шоколадный
calzada	проезжей
suya	твоя
suya	ваши
suya	ваш
suya	ваша
suya	твой
suya	ваше
terminada	закончили
terminada	завершена
terminada	закончил
terminada	завершено
tumbas	могил
tumbas	могилы
conservar	сохранять
berkeley	беркли
inmediata	немедленно
inmediata	немедленное
inmediata	незамедлительно
riego	орошения
riego	полив
jacobo	иакова
jacobo	якоб
jacobo	джейкоб
jacobo	яков
jacobo	джеймс
piernas	ножки
piernas	ноги
piernas	лапки
típicamente	обычно
dramático	драма
dramático	драмы
músculo	мускулы
músculo	мышцы
músculo	мускулы
músculo	мышцы
músculo	мышца
sul	сул
atleta	спортсмен
val	вэл
val	вал
bonus	бонус
croata	хорватов
croata	хорватии
perdón	прости
perdón	извините
perdón	пардон
paquete	посылка
paquete	пакет
paquete	упаковка
paquete	посылка
paquete	bundle
paquete	стаи
paquete	стая
públicamente	публично
busto	бюст
desconocida	неизвестное
desconocida	неизвестный
desconocida	неизвестно
desconocida	неизвестная
desconocida	неизвестен
especialistas	специалистам
especialistas	специалистов
especialistas	специалисты
especialistas	специалиста
especialistas	специалист
opuesto	противоположное
opuesto	напротив
mono	моно
mono	обезьяны
mono	обезьянка
mono	обезьяна
trastornos	расстройства
trastornos	расстройств
afectados	затронутые
rehabilitación	реабилитация
rehabilitación	реабилитацию
rehabilitación	реабилитации
rehabilitación	реабилитация
rehabilitación	восстановление
rehabilitación	реабилитации
revelación	откровения
revelación	откровение
revelación	раскрытие
revelación	раскрытия
aluminio	алюминия
aluminio	алюминия
satélites	спутники
satélites	спутниковых
satélites	спутниковое
satélites	спутник
satélites	спутники
zero	ноль
zero	зеро
zero	нулевой
infección	инфекции
infección	инфекций
infección	инфекция
infección	инфекции
largometraje	особенность
noveno	девятой
noveno	девятый
noveno	девятая
noveno	девятое
mezquita	мечеть
mezquita	мечети
kurt	курт
contratos	контракты
contratos	договоры
guardias	стража
guardias	охранники
guardias	охранников
definida	определен
definida	определена
definida	определено
definida	определены
regente	регент
terrorista	террорист
terrorista	террористических
terrorista	террористы
terrorista	террористов
desarrollando	развивающиеся
desarrollando	развивающихся
desarrollando	развивающаяся
superficial	поверхностные
superficial	мелко
superficial	поверхность
superficial	поверхности
hardware	оборудование
abundancia	изобилие
procesamiento	обработки
procesamiento	переработка
procesamiento	обработка
marfil	айвори
test	испытания
test	проверка
test	тест
test	испытание
redactor	редактора
redactor	редактор
gaspar	каспар
gaspar	каспар
gaspar	гаспар
conspiración	заговор
conspiración	заговора
conspiración	сговор
institut	institut
institut	институт
estratégica	стратегическое
estratégica	стратегическая
secundarias	среднее
verbo	глагол
excelencia	превосходительство
excelencia	совершенство
funcionario	официальных
funcionario	официальное
funcionario	официальный
funcionario	официальная
funcionario	официальные
explorador	скаут
explorador	исследователь
explorador	explorer
explorador	браузер
uruguaya	уругвая
kate	кейт
taxonomía	таксономия
útiles	полезная
útiles	полезное
útiles	полезный
útiles	полезно
útiles	полезные
útiles	полезное
útiles	полезный
útiles	полезно
útiles	полезные
mixto	смешанных
mixto	смешанная
mixto	смешанные
mixto	смешанный
melodía	мелоди
melodía	мелодия
melodía	мелодия
melodía	мелодию
estimación	смета
estimación	оценить
luigi	луиджи
afc	афк
albania	албании
albania	албания
area	область
area	район
area	площадь
estrechamente	тесно
comunicado	коммюнике
comunicado	ведомость
comunicado	заявление
dieciséis	шестнадцать
dieciséis	sixteen
ucraniano	украинский
ucraniano	украинские
ucraniano	украинская
ucraniano	украинцы
detenidos	задержанные
detenidos	задержанных
detenidos	заключенные
detenidos	арестованных
detenidos	арестован
detenidos	арестована
detenidos	арестованы
detenidos	задержан
detenidos	задержанный
detenidos	задержан
detenidos	задержаны
detenidos	задержанные
esencia	сущность
esencia	суть
seúl	сеуле
seúl	сеул
conversaciones	переписки
conversaciones	разговоры
conversaciones	беседы
percepción	восприятие
percepción	восприятие
percepción	восприятия
fijo	стационарных
fijo	исправлена
subespecies	подвида
descripciones	описания
fundar	основание
bachillerato	бакалавра
bachillerato	бакалавр
cuadrada	площадь
cuadrada	квадрат
cuadrada	квадратный
artísticos	художественная
artísticos	художественных
artísticos	художественный
artísticos	художественные
full	полный
full	полные
full	полное
full	полного
full	полная
introduce	вводит
excavaciones	раскопки
excavaciones	раскопки
wii	wii
pila	аккумулятор
pila	батареи
pila	батарея
pila	кучу
pila	стек
regularmente	регулярно
caos	беспредел
caos	хаос
módulo	модуль
eslovenia	словении
eslovenia	словения
eslovenia	словении
soccerway	soccerway
turcos	турки
turcos	тёркс
turcos	турок
turcos	турецкие
turcos	турецкая
turcos	турецкий
turcos	турции
sedes	штаб
sedes	площадки
garganta	горла
garganta	горло
garganta	ущелье
eficiencia	эффективность
prohibido	запрещена
prohibido	запрещенные
prohibido	запретный
prohibido	запрещается
prohibido	запрещено
prohibido	запрещенные
prohibido	запрещается
prohibido	запрещена
prohibido	запрещено
prohibido	запрещена
prohibido	запрещены
prohibido	запрещен
prohibido	запрещено
mitre	митр
noruego	норвежский
noruego	норвегии
consistente	последовательная
consistente	последовательно
rítmica	художественной
rítmica	ритм
dulces	конфеты
dulces	сладости
dulces	кэнди
dulces	конфеты
dulces	сладкий
dulces	сладкие
dulces	сладкая
permanencia	постоянство
watson	ватсон
watson	уотсон
cantó	пел
cantó	пели
cantó	пела
euskera	басков
anglo	англо
historietas	comics
historietas	комиксы
historietas	комикс
philadelphia	филадельфии
grueso	навалом
grueso	толстый
grueso	толстая
grueso	толщиной
grueso	толстые
exceso	избыток
exceso	превышение
exceso	излишки
triángulo	треугольник
bart	барт
bart	барта
clero	духовенства
habsburgo	габсбургов
relativo	родственник
relativo	относительной
relativo	относительное
relativo	относительные
relativo	относительный
relativo	относительная
cama	кровати
cama	постель
cama	кровать
eficaz	эффективное
eficaz	эффективный
eficaz	эффективная
eficaz	эффективного
eficaz	эффективно
eficaz	эффективное
eficaz	эффективность
eficaz	эффективный
eficaz	эффективная
eficaz	эффективные
eficaz	эффективно
