que	bahawa
concepte	konsep
polítiques	dasar
rock	batu
rock	rock
pràctica	latihan
pràctica	latih
pràctica	amalan
anna	anna
setmana	minggu
smith	smith
participació	penyertaan
segueix	follow
vii	vii
mena	mena
individual	individu
individual	followers
britànica	british
ciència	ilmu
ciència	sains
filosofia	falsafah
capità	kapten
bosc	hutan
bosc	hutan
fórmula	formula
fundada	diasaskan
verd	green
verd	hijau
escena	adegan
escena	scene
pressió	tekanan
urgell	urgell
inicialment	awalnya
viena	vienna
joseph	yusuf
joseph	joseph
bgcolor	bgcolor
concentració	pengkhususan
concentració	kepekatan
classes	kelas
sortida	output
sortida	keluaran
sortida	keluar
thomas	thomas
colònia	cologne
colònia	colony
colònia	jajahan
por	ketakutan
por	fear
ciclista	cyclist
fulles	daun
fulles	daunnya
arquitecte	arkitek
règim	rejim
règim	regime
portal	portal
recursos	resources
recursos	sumber
creixement	pertumbuhan
creixement	tumbesaran
establiment	penubuhan
establiment	pendirian
conflicte	konflik
pedro	pedro
assemblea	perhimpunan
assemblea	assembly
tribus	suku
poesia	puisi
ferran	ferdinand
peter	peter
alfons	alfonso
vint	twenty
ràpidament	cepat
mil	ribu
mil	mil
catòlica	katolik
pares	ibubapa
naturals	natural
naturals	semulajadi
amic	rakan
amic	sahabat
mont	gunung
mont	mount
mont	lekap
mont	mont
irlanda	ireland
contacte	contact
louis	louis
seguit	diekori
seguit	diikuti
minuts	minit
cert	benar
cert	true
bronze	gangsa
actiu	active
actiu	aktif
revolta	rusuhan
medicina	ubat
medicina	perubatan
abu	abu
taller	workshop
taller	bengkel
valenciana	valenciana
curs	course
curs	kursus
apareixen	muncul
modern	moden
polònia	poland
combat	pertempuran
combat	combat
combat	memerangi
combat	tempur
líder	leader
líder	pemimpin
fundador	pengasas
afegir	add
bèlgica	belgium
corrent	semasa
sola	bersendirian
sola	sendiri
sola	keseorangan
princesa	puteri
princesa	princess
vermell	merah
vermell	red
film	filem
existeixen	wujud
humà	manusia
humà	human
vaixells	bot
vaixells	perahu
vaixells	kapal
vaixells	ships
coneguts	kenalan
límit	hadkan
límit	had
límit	limit
galeria	galeri
galeria	gallery
flors	bunga
flors	flowers
https	https
acte	akta
acte	act
acte	lakonan
acte	bertindak
mal	mal
producte	product
producte	produk
coses	perkara
coses	barangan
coses	stuff
coses	barang
coneixement	ilmu
coneixement	pengetahuan
totalment	fully
totalment	totally
seguint	mengikuti
seguint	following
tribu	suku
raó	alasan
raó	sebab
raó	reason
estrella	star
estrella	bintang
germana	saudari
germana	adik
comuna	commune
comuna	komun
llevant	levante
moviments	moves
nov	nov
nov	julai
boscos	hutan
alemanys	jerman
comitè	jawatankuasa
comitè	committee
comitè	panitia
províncies	provinces
províncies	provinsi
finestres	tetingkap
ronda	ronda
ronda	pusingan
ronda	bulat
morts	dead
morts	mati
pista	trek
pista	runut
usuaris	penguna
usuaris	pemakai
usuaris	users
usuaris	pengguna
don	don
monument	tugu
monument	monumen
futbolista	footballer
reconeixement	appreciation
reconeixement	penghargaan
reconeixement	pengiktirafan
reconeixement	pengecaman
tractament	rawatan
palma	palma
estrenada	premiered
figures	angka
figures	tokoh
miguel	miguel
santiago	santiago
feina	job
suècia	sweden
washington	washington
rosa	pink
rosa	rose
rosa	rosa
monuments	tugu
monuments	monumen
valors	nilai
park	park
park	taman
religió	agama
continuació	continuation
enllaç	pautan
enllaç	link
tasca	tugas
fundat	diasaskan
obert	open
documents	dokumen
documents	dokument
policia	polis
oposició	pertentangan
tècniques	teknik
digital	digital
anònim	anonymous
anònim	awanama
predecessor	awalan
org	org
milà	milan
residència	residence
residència	kediamannya
residència	kediaman
arquebisbe	archbishop
setge	pengepungan
quadre	table
quadre	jadual
quadre	meja
conquesta	penaklukan
torrent	torrent
completament	sepenuhnya
autònoma	autonomi
stadium	stadium
peça	trek
peça	runut
llenguatge	bahasa
tecnologia	teknologi
lópez	lopez
porto	porto
entrenador	pelatih
entrenador	coach
entrenador	jurulatih
projectes	projek
lliures	free
lliures	pon
dit	jari
dit	finger
proposta	proposal
proposta	meminang
clau	kekunci
agricultura	perladangan
agricultura	bertani
agricultura	pertanian
agricultura	pertanian
relacionats	berkaitan
relacionats	terkait
relacionats	related
relacionats	berkait
espasa	pedang
pèrdua	kerugian
colspan	colspan
varietat	kepelbagaian
alexandre	alexandre
alexandre	alexander
sang	blood
sang	darah
guinea	guinea
venècia	venice
internet	internet
sevilla	sevilla
sevilla	seville
oct	oct
basc	basque
circuit	circuit
circuit	litar
valls	valls
simon	simon
simon	simón
anàlisi	analisis
abr	apr
aspecte	aspek
resposta	jawapan
feta	diperbuat
feta	made
feta	bancuh
feta	feta
hàbitat	habitat
oficialment	officially
moscou	moscow
periodista	wartawan
festes	percutian
festes	bercuti
festes	cuti
terreny	tanah
terreny	ground
operació	operasi
fortalesa	kubu
fortalesa	benteng
pirineus	pyrenees
internacionals	antarabangsa
blau	blue
blau	biru
roig	merah
roig	red
millorar	meningkatkan
millorar	improve
senyal	signal
senyal	isyarat
difícil	sukar
diputats	timbalan
diputats	deputi
versions	versi
històrica	bersejarah
històrica	sejarah
dirigit	diarah
metge	doktor
metge	doctor
metge	doktor
cadena	string
cadena	rentetan
cadena	jirah
cadena	rantai
aliança	perikatan
aliança	persekutuan
aliança	pakatan
models	model
vaixell	sampan
vaixell	bot
vaixell	perahu
vaixell	boat
lletra	lirik
junta	papan
junta	junta
rafael	raphael
presó	penjara
operacions	operasi
royal	royal
royal	diraja
vist	dilihat
vist	seen
localitat	tempatan
celebrar	meraikan
celebrar	raikan
aplicació	aturcara
aplicació	aplikasi
obertura	bukaan
obertura	pembukaan
obertura	opening
esdeveniments	peristiwa
esdeveniments	acara
cedit	dipinjamkan
categories	kategori
amics	rakan
premsa	tekan
premsa	akhbar
turó	bukit
turó	hill
parella	couple
israel	israel
black	black
black	hitam
concert	konsert
reforma	pembaharuan
reforma	reformasi
simple	simple
simple	sederhana
portes	pintu
idees	idea
und	und
dimensions	dimensi
parròquia	mukim
parròquia	jemaah
parròquia	paroki
excepte	kecuali
comunista	komunis
exemples	contoh
reserva	reservation
reserva	tempahan
reserva	rizab
explica	menjelaskan
oli	minyak
vídeo	video
dedicada	berdedikasi
autoritat	autoriti
autoritat	authority
compost	compound
compost	kompaun
compost	sebatian
forta	strong
forta	kukuh
forta	kuat
econòmic	ekonomi
destacats	sorotan
darrera	last
ocupa	occupies
expressió	ungkapan
expressió	expression
expressió	ekspresi
accions	tindakan
imperial	imperial
càrrega	muatkan
càrrega	memuatkan
càrrega	loading
descripció	description
henry	henry
para	para
muhammad	muhammad
feb	feb
abd	abd
dedicat	berdedikasi
atenció	perhatian
cavall	kuda
justícia	keadilan
volia	dicari
volia	teringin
volia	wanted
luxemburg	luxembourg
fàbrica	kilang
fernando	fernando
diners	wang
diners	duit
béns	barangan
gas	gas
presa	dam
presa	empangan
presa	mangsa
populars	popular
nivells	aras
completa	complete
completa	lengkap
flota	armada
branca	cawangan
red	merah
red	red
paris	paris
culturals	kebudayaan
culturals	budaya
daniel	daniel
indica	menunjukkan
programes	program
centres	pusat
centres	pusat
espanyols	spaniards
planeta	planet
atacs	serangan
llobregat	llobregat
habitual	biasa
municipals	perbandaran
migdia	zuhur
migdia	tengahari
fernández	fernandez
fernández	fernández
essent	being
essent	menjadi
treballadors	pekerja
solar	suria
solar	solar
instruments	instrumen
nombres	nombor
sabadell	sabadell
complex	complex
complex	kompleks
símbol	simbol
pintures	lukisan
constant	pemalar
matar	membunuh
matar	killing
viii	viii
#aaa	#aaa
gestió	pengurusan
gestió	management
àcid	asam
àcid	asid
cossos	jasad
cossos	mayat
temporades	musim
crisi	krisis
riba	riba
jul	jul
manca	kekurangan
sants	saints
ali	ali
ensenyament	pengajaran
historia	historia
montserrat	montserrat
ministeri	kementerian
giro	giro
participants	peserta
baixes	rendah
baixes	low
motius	motif
regional	serantau
ascensió	hamal
necessitat	memerlukan
necessitat	perlukan
necessitat	perlu
necessitat	need
possibilitat	kebarangkalian
possibilitat	kemungkinan
complet	complete
complet	lengkap
cardenal	kardinal
martínez	martinez
martínez	martínez
pérez	pérez
universal	universal
context	konteks
context	context
isabel	isabel
arcs	busur
die	die
die	mati
convent	convent
jueus	yahudi
bernat	bernard
bernat	bernat
con	kon
cristians	kristian
derrota	tewaskan
derrota	kekalahan
giovanni	giovanni
noruega	norway
famós	famous
cambridge	cambridge
estudiants	pelajar
estudiants	murid
donant	memberikan
donant	memberi
donant	penderma
doctor	doctor
doctor	doktor
riera	strim
interpretació	pentafsir
interpretació	takbir
interpretació	pentafsiran
caiguda	fall
caiguda	jatuh
aspectes	aspek
empordà	empordà
basat	berasaskan
basat	based
incloure	sertakan
intent	cubaan
intent	percubaan
din	din
document	dokumen
document	document
clara	clara
utc	utc
clàssica	klasik
clàssica	klasikal
mínim	minima
mínim	minimum
estàndard	piawai
estàndard	standard
obertures	bukaan
hom	hom
institucions	institusi
institucions	lembaga
representant	perwakilan
representant	wakil
altura	ketinggian
altura	tinggi
altura	height
escultura	arca
marquès	marquess
urbà	urbano
roger	roger
editor	penyunting
editor	editor
agència	agensi
visió	penglihatan
visió	visi
cim	cim
international	antarabangsa
passant	happening
elegit	dipilih
elegit	terpilih
esteve	stephen
diòcesi	keuskupan
musulmans	muslims
musulmans	muslim
nostra	nostra
concurs	contest
acceptar	accept
acceptar	terima
acceptar	terimalah
possiblement	berkemungkinan
reacció	reaksi
reacció	tindakbalas
golf	golf
global	sejagat
global	global
directe	direct
marit	suaminya
marit	suami
terrestre	kebumian
navarra	navarra
rang	darjat
rang	pangkat
rang	rank
reus	reus
actuals	semasa
responsable	bertanggungjawab
gonzález	gonzález
partida	game
partida	permainan
partida	permain
ribera	ribera
capaç	berkebolehan
capaç	mampu
pacífic	pacific
pacífic	pasifik
matèria	jirim
arbre	pokok
florida	florida
propis	sendiri
declarar	isytihar
declarar	declare
cicle	kitar
cicle	kitaran
llegenda	lagenda
llegenda	legend
llançament	pelancaran
llançament	launch
processos	proses
orient	orient
patir	menderita
donen	dan
similars	serupa
similars	seiras
estrelles	bintang
enviat	hantar
enviat	sent
enviat	dihantar
arran	arran
caixa	box
caixa	kotak
utilitzant	menggunakan
estructures	struktur
ciutadans	warganegara
signar	tanda
signar	petanda
signar	sign
signar	tandatangan
guerres	peperangan
guerres	wars
guerres	perang
femení	betina
generació	janaan
survey	selidik
survey	survey
platja	beach
platja	pantai
publicacions	kiriman
publicacions	siaran
publicacions	jawatan
pell	kulit
invasió	pencerobohan
all	garlic
eix	paksi
fao	fao
casat	berkahwin
àrabs	arab
ago	aug
valign	valign
andorra	andorra
aliats	sekutu
comptes	akaun
pràcticament	praktis
atenes	athens
nobel	nobel
terrassa	teres
terrassa	terrace
terrassa	terrassa
ermita	hermitage
crist	christ
crist	kristus
gèneres	genre
biografia	biografi
pilot	juruterbang
pilot	pilot
arbres	pokok
arbres	pohon
arbres	trees
liberal	liberal
ulls	mata
conservació	pemuliharaan
actuació	performance
actuació	prestasi
usa	guna
usa	usa
documentació	dokumentasi
concerts	konsert
hongria	hungary
comunitats	komuniti
artístic	artistik
ducat	kadipaten
freqüència	frekuensi
freqüència	kekerapan
aconsegueix	dapatkan
mètodes	kaedah
poques	few
trajectòria	trajektori
sub	sub
algú	seseorang
algú	someone
experiència	experience
experiència	pengalaman
xile	chile
zelanda	zealand
esmenta	mention
esmenta	sebutan
esmenta	mentions
expansió	perluasan
expansió	pengembangan
aeroport	airport
aeroport	bandara
curt	curt
curt	pendek
alumnes	pelajar
alumnes	murid
veïns	kejiranan
veïns	jiran
veïns	jiran
restaurant	restoran
restaurant	restaurant
representar	represent
representar	mewakili
respectivament	masing
bellesa	keindahan
bellesa	kecantikan
bellesa	beauty
punta	petua
man	lelaki
guitarra	guitar
guitarra	gitar
tradicionals	traditional
tradicionals	tradisional
democràtica	demokratik
turquia	turkey
turquia	turki
decisió	decision
decisió	keputusannya
decisió	keputusan
mesures	mengukur
atlàntic	atlantic
atlàntic	atlantik
selva	rimba
selva	jungle
selva	selva
instrument	instrumen
guàrdia	guard
guàrdia	pengawal
esmentat	disebut
esmentat	disebutkan
titular	pemegang
titular	holder
elèctric	eletrik
elèctric	elektrik
elèctric	electric
advocat	peguam
advocat	lawyer
fruit	berbuah
fruit	buah
ucraïna	ukraine
solució	penyelesaian
solució	solution
conserven	mengekalkan
eslovàquia	slovakia
vent	angin
primavera	spring
tinent	leftenan
grand	rb
grand	grand
correu	mail
dinamarca	denmark
desenvolupat	dikembangkan
desenvolupat	dibangunkan
vella	vella
aplicacions	aplikasi
aplicacions	apps
aplicacions	aplikasi
texas	texas
badia	teluk
badia	bay
sicília	sicilia
sicília	sicily
breu	ringkas
breu	taklimat
mario	mario
ordres	arahan
ordres	pesanan
coordenades	menyelaras
coordenades	koordinat
banc	bank
aires	aires
religiós	agama
religiós	keagamaan
vehicles	lasak
vehicles	kenderaan
pintors	pelukis
augment	meningkat
augment	tingkatkan
ocell	burung
possessió	pemilikan
conseller	kaunselor
persecució	fitnah
persecució	penyeksaan
càrrecs	caj
científic	saintis
carl	carl
belles	belles
oceà	samudera
oceà	lautan
oceà	ocean
joaquim	joaquim
cònsol	konsul
manté	mengekalkan
rebut	diterima
august	augustus
jardí	kebun
jardí	keroh
jardí	garden
jardí	taman
nàpols	napoli
perú	peru
medalles	pingat
medalles	medal
autoritats	berwajib
registre	register
registre	pendaftar
tribunal	court
tribunal	mahkamah
mestres	guru
recorregut	lawatan
recorregut	tour
error	kesilapan
error	ralat
denominació	nama
denominació	denomination
capítol	bab
malalties	penyakit
reunir	himpun
reunir	berkumpul
dolça	sweet
rosselló	roussillon
morí	died
absis	apse
joventut	pemuda
joventut	belia
molí	mill
artística	artistik
matemàtiques	matematik
peus	kaki
decoració	hiasan
decret	dekri
decret	ketetapan
decret	dekrit
recentment	terkini
culte	cult
culte	sembah
culte	beribadat
culte	beribadah
columna	kolum
ebre	ebro
ebre	ebre
menjar	makanan
inclòs	disertakan
inclòs	termasuk
inclòs	termasuk
japonès	jepun
noble	mulia
noble	noble
murs	tembok
murs	dinding
dotze	twelve
london	london
immediatament	segera
conferència	persidangan
reconèixer	iktiraf
reconèixer	kenali
reconèixer	mengenali
reconèixer	mengakui
reconèixer	memperakui
xinès	china
xinès	cina
columnes	kolum
lluna	bulan
lluna	moon
institució	institusi
institució	lembaga
tallers	bengkel
ple	full
ple	kenyang
ple	penuh
cua	buntut
cua	ekor
finestra	tetingkap
finestra	tingkap
sèries	series
sèries	siri
sèries	seri
singh	singh
rodríguez	rodriguez
franco	franco
moments	moments
corea	korea
png	png
bloc	blog
bloc	bloc
bloc	sekat
bloc	block
turisme	pelancongan
psoe	psoe
estany	kolam
definició	takrifan
definició	definisi
òrbita	orbit
condició	syarat
condició	kondisi
intenció	niat
músic	pemuzik
nació	bangsa
nació	nation
groc	kuning
cercle	bulatan
victòries	menang
aèria	aerial
records	regards
defensar	defend
falta	kekurangan
falta	hilang
objectius	matlamat
torn	shif
torn	anjakan
torn	turn
contrari	opposite
parets	tembok
parets	dinding
abadia	biara
abadia	abbey
notícies	news
mark	tanda
mark	mark
funcionament	operasi
familia	family
familia	keluarga
nen	kanak
nen	anak
nen	child
cat	cat
cat	kucing
diàmetre	diameter
escòcia	scotland
mandat	mandat
elecció	pilihan
elecció	choice
introducció	pengantar
introducció	pengenalan
introducció	perkenalan
introducció	intro
introducció	pengenalan
infanteria	infantri
setmanes	minggu
martín	martín
martín	martin
anunciar	mengumumkan
anunciar	announce
anunciar	umumkan
ofereix	menawarkan
ofereix	tawaran
descriu	menghuraikan
descriu	terangkan
posicions	jawatan
pdf	pdf
esport	sport
esport	sukan
esclaus	budak
familiar	familiar
familiar	akrab
escriptura	tulisan
escriptura	menulis
escriptura	penulisan
reconegut	dikenali
reconegut	diakui
reconegut	diiktiraf
vendre	sell
vendre	jual
veus	suara
cementiri	kuburan
cementiri	perkuburan
oxford	oxford
castelló	castellón
castelló	castelló
ajut	pertolongan
ajut	bantu
ajut	bantuan
ajut	help
ajut	membantu
components	komponen
buenos	buenos
patró	pattern
patró	corak
patró	pola
físic	jasmani
físic	fizikal
vic	vic
tom	tom
jones	jones
perdut	lost
perdut	kehilangan
perdut	hilang
saló	lounge
saló	salon
naturalesa	alam
naturalesa	tabii
naturalesa	semulajadi
organitzacions	organisasi
organitzacions	pertubuhan
jacques	jacques
saragossa	zaragoza
natura	natura
natura	alam
natura	tabii
natura	semulajadi
jerusalem	jerusalem
diego	diego
cuba	cuba
científics	saintis
potència	tenaga
potència	power
potència	kuasa
roba	pakaian
roba	baju
fotografies	fotograf
fotografies	pictures
fotografies	gambar
serveix	hidang
coronel	kolonel
hem	hem
possibles	munasabah
possibles	kemungkinan
white	white
white	putih
cavaller	knight
cavaller	satria
cavaller	wira
hoboken	hoboken
propera	next
propera	selanjutnya
propera	seterusnya
armènia	armenia
permanent	kekal
destacat	diperincikan
guió	dash
guió	skrip
google	google
escenes	adegan
lingüística	linguistik
xavier	xavier
descendents	zuriat
descobert	menemui
retirada	berundur
retirada	penarikan
retirada	withdrawal
professionals	profesional
professionals	profesional
professionals	professional
antigament	dahulunya
pisos	lantai
cadascun	setiap
cadascun	each
colòmbia	colombia
taiwan	taiwan
companys	sesama
carolina	carolina
episodi	episod
derrotat	ditewaskan
derrotat	dikalahkan
derrotat	defeated
superiors	atasan
intervenció	campur
tocar	touching
tocar	menyentuh
bach	bach
esperit	roh
esperit	semangat
esperit	spirit
documental	dokumentari
documental	seller
síria	syria
tret	tembakan
independents	independent
independents	mandiri
independents	bebas
observar	observe
scott	scott
diferències	perbezaan
alliberament	lepaskan
alliberament	pelepasan
alliberament	dedahkan
alliberament	release
alliberament	pembebasan
gel	ais
límits	batas
límits	hadkan
límits	had
vilanova	vilanova
gens	gens
clàssic	klasik
clàssic	classic
tram	stretch
tram	membentangkan
canals	saluran
canals	canals
fusió	fusion
abandona	tamatkan
abandona	quit
cops	pemukulan
equivalent	menyamai
equivalent	setara
homenatge	penghormatan
olímpic	olimpik
ocells	burung
portada	penutup
portada	cover
poema	syair
poema	puisi
idioma	bahasa
fàcil	mudah
fàcil	mudahnya
marie	marie
hereu	pewaris
hereu	waris
perill	bahaya
capa	lapisan
mediterrània	mediterranean
exili	pengasingan
exili	buangan
múltiples	berbilang
múltiples	pelbagai
venda	sale
desert	gurun
especials	khas
especials	special
especials	istimewa
especials	special
públiques	awam
protegir	protect
protegir	melindungi
protegir	lindungi
programari	perisian
programari	software
king	raja
king	king
alacant	alicante
amplada	lebar
cel	heaven
cel	syurga
cel	sky
cel	langit
durada	jangkamasa
durada	tempoh
senat	senat
mitologia	mitos
mitologia	mitologi
html	html
minerals	mineral
explicar	explain
explicar	terangkan
esdeveniment	peristiwa
esdeveniment	event
esdeveniment	acara
disponible	available
disponible	tersedia
disponible	disediakan
disponible	didapati
abat	pendeta
sánchez	sanchez
àngel	bidadari
àngel	malaikat
àngel	angel
uruguai	uruguay
curses	kerjaya
mediterrani	mediterranean
proteïnes	protein
proteïnes	protein
naus	kapal
naus	ships
islam	islam
normes	rules
normes	peraturan
françois	françois
virus	virus
tomba	pusara
tomba	makam
frank	frank
plena	full
plena	kenyang
plena	penuh
representants	perwakilan
regular	biasa
regular	regular
regular	teratur
productor	pengeluar
carregat	muatkan
carregat	dimuatkan
assegurar	amani
assegurar	secure
arribant	datang
arribant	coming
risc	risiko
contracte	kontrak
contracte	contract
factors	faktor
tenint	bearing
sultà	sultan
oberta	open
verge	virgin
verge	perawan
descobriment	menerokai
descobriment	terokai
descobriment	teroka
descobriment	penerokaan
descobriment	penemuan
descobriment	discovery
trobada	perjumpaan
trobada	rapat
trobada	mesyuarat
trobada	meeting
autonomia	alash
autonomia	autonomi
car	mahal
bandes	bands
alps	alps
campionats	kejohanan
sòl	tanah
sòl	tanahnya
enginyeria	teknik
enginyeria	kejuruteraan
paisatge	landskap
paisatge	lanskap
granada	granada
catalina	catalina
opinió	pendapat
opinió	pendapatnya
revistes	majalah
chicago	chicago
deriva	drift
edward	edward
globus	glob
globus	globe
globus	belon
globus	belon
rica	rika
rica	rica
dominis	domain
parlants	speaker
val	val
difusió	diffusion
difusió	sebarkan
difusió	dissemination
acabat	selesaikan
acabat	finish
acabat	selesai
acabat	tamat
relleu	kelegaan
relleu	lega
relleu	melegakan
carboni	carbon
carboni	karbon
identitat	identiti
humanitat	kemanusiaan
rio	rio
bisbat	bishopric
protagonista	protagonis
são	são
cartes	kad
roques	roques
roques	batuan
roques	rocks
adquirir	cekup
catàleg	katalog
catàleg	katalog
tony	tony
bisbes	bishops
propietari	pemilik
journal	jurnal
harry	harry
comportament	perangai
comportament	kelakuan
exposicions	exhibitions
enemic	musuh
enemic	musuhnya
ningú	sesiapa
republicà	republikan
republicà	republik
cura	cura
paleta	palet
marge	margin
restaurants	restoran
finalitat	purpose
congo	congo
representen	represent
representen	mewakili
converteix	convert
converteix	tukar
candidat	calon
candidat	candidate
plataforma	platform
plataforma	pelantar
presents	hadirkan
presents	hadir
angle	sudut
habitualment	kebiasaannya
habitualment	biasanya
dansa	dance
dansa	tarian
dansa	menari
dansa	gelek
visita	lawati
visita	lawat
visita	lawatan
visita	melawat
coral	karang
coral	coral
coral	chorale
entrevista	interview
entrevista	otai
entrevista	temuduga
motors	enjin
fred	sejukkan
fred	sejuk
fred	fred
portuguès	portugis
dècades	dekad
dècades	berdekad
corda	tali
corda	perentas
pensament	fikir
pensament	sangka
pensament	pemikiran
milers	ribuan
milers	beribu
armada	navy
inscripció	pendaftaran
iniciativa	inisiatif
voluntat	will
voluntat	akan
flandes	flanders
perfil	profile
perfil	profil
transició	peralihan
cova	gua
adaptació	adaptasi
teresa	teresa
tasques	tugasan
ceràmica	ceramic
ceràmica	seramik
ceràmica	seramik
ràpid	laju
jan	jan
arxius	fail
arxius	arkib
dubte	syak
dubte	kemusykilan
dubte	ragu
moneda	matawang
moneda	coin
moneda	syiling
facultat	fakulti
foto	photo
foto	foto
salt	garam
enginyer	jurutera
vessants	helai
consum	pemakaian
associat	mengaitkan
boca	mulut
boca	boca
nobles	bangsawan
realment	sungguh
caça	memburu
caça	pemburuan
soler	soler
partícules	zarah
college	kolej
destrucció	kemusnahan
tren	keretapi
tren	kereta
tren	latih
usat	diguna
usat	digunakan
belga	belgium
cavalls	kuda
calendari	kalendar
calendari	takwim
pedres	batu
descriure	terangkan
aconseguit	dicapai
adoptar	adopt
infant	kanak
infant	anak
infant	child
reunió	perjumpaan
reunió	rapat
reunió	mesyuarat
reunió	meeting
aliments	makanan
aliments	foods
parell	rakan
williams	williams
pop	pop
astúries	asturias
resolució	resolusi
resolució	peleraian
oncle	pakcik
ficció	fiksyen
ocasió	majlis
nadal	krismas
time	waktu
time	masa
time	time
públics	awam
walter	walter
anat	gone
pesca	pancing
pesca	memancing
crític	kritikan
crític	pengkritik
crític	kritikal
geòrgia	georgia
carn	daging
produït	dihasilkan
comuns	lumrah
comuns	common
marroc	maghribi
detalls	perincian
detalls	butiran
detalls	details
detalls	detail
ordo	ordo
estendre	taburkan
bàsquet	basket
bàsquet	basketball
senzill	simple
senzill	sederhana
css	css
volums	jilid
exteriors	asing
exteriors	foreign
gabriel	gabriel
gabriel	jibrail
gabriel	jibril
eines	alatan
eines	tools
retrat	potret
retrat	portrait
pantalla	screen
pantalla	skrin
diccionari	kamus
conquerir	conquer
penedès	penedès
nuclear	nuklear
guanyat	won
guanyat	dimenangi
guanyat	menang
guanyat	diperolehi
guanyat	memperolehi
accident	kemalangan
vot	undilah
vot	undian
vot	undi
vot	mengundi
tendència	trend
tendència	tren
sexual	seksual
comtes	earls
ordinador	komputer
ruïnes	runtuhan
fama	kemasyhuran
fama	fame
cuina	kitchen
cuina	dapur
vols	penerbangan
variant	varian
variant	kepelbagaian
variant	variasi
russos	rusia
lemmon	lubnan
cèsar	caesar
comèdia	komedi
interpretar	tafsir
das	das
originals	originals
clarament	jelas
univers	universe
univers	semesta
significat	erti
significat	makna
significat	meaning
alfred	alfred
concretament	khususnya
lleugerament	slightly
manresa	manresa
continental	continental
continental	benua
extinció	kepupusan
destruir	musnahkan
persa	persian
persa	parsi
equipament	equipment
equipament	peralatan
llegir	baca
max	max
avions	satah
masculí	jantan
masculí	male
nota	note
nota	nota
fàcilment	mudahnya
convertit	ditukar
actors	pelakon
compondre	gubah
creixent	berkembang
creixent	membesar
vocal	vokal
jack	jek
jack	jack
eduard	edward
eduard	eduard
florència	florence
interna	dalaman
vapor	wap
vapor	stim
vapor	kukus
directa	direct
certes	certain
certes	tertentu
roman	roman
roman	rom
bateria	bateri
guia	guide
guia	panduan
gràcia	grace
romania	romania
màquina	machine
màquina	mesin
màquina	mesingan
màquina	penganjur
màquina	host
màquina	hos
unesco	unesco
execució	pelakuan
execució	pelaksanaan
estacions	musim
estacions	stesyen
estacions	stesen
excepció	pengecualian
canó	meriam
designació	pelantikan
designació	temujanji
literària	sastera
costats	sisinya
comprar	beli
comprar	buy
estret	selat
estret	sempit
estret	merapatkan
escriu	tulis
system	system
system	sistem
fenomen	fenomena
cost	kos
agent	agen
agent	ejen
agent	agent
impacte	impak
impacte	hentaman
fosc	gelap
colla	geng
organismes	agensi
ull	eye
ull	mata
flor	bunga
flor	flower
raja	raja
ala	ala
promoció	promosi
declaració	kenyataan
declaració	statement
declaració	penyata
declaració	perisytiharan
declaració	pengisytiharan
declaració	pengistiharan
guanyador	pemenang
della	della
vehicle	kenderaan
seccions	seksyen
seccions	bahagian
fusteria	pertukangan
depèn	bergantung
depèn	depends
depèn	tergantung
postal	poskad
bell	loceng
bell	bell
millora	pembaikan
millora	peningkatan
preu	harga
preu	price
super	super
llar	rumah
circular	membulat
metall	logam
metall	metal
escriptors	penulis
crítiques	semakan
veneçuela	venezuela
violí	biola
feliu	feliu
aniversari	anniversary
disputa	pertikaian
disputa	pertikaikan
esports	sukan
ocupat	busy
ocupat	sibuk
gòtic	gothic
èxits	pencapaian
barris	kejiranan
vicente	vicente
interessos	minat
dibuixos	lukisan
johann	johann
controlar	pengawalan
controlar	mengawal
entendre	fahami
avinguda	avenue
michel	michel
democràtic	demokratik
santuari	sanctuary
defineix	mentakrifkan
defineix	takrifkan
defineix	takrif
emir	emir
emir	amir
natal	natal
tolosa	toulouse
comunicacions	komunikasi
saxònia	saxony
cant	cant
cant	menyanyi
cant	bernyanyi
cant	nyanyian
lee	lee
aus	burung
infantil	childish
cristianisme	kristian
segur	sure
segur	yakin
segur	takpe
exemplars	salinan
suma	sum
baviera	bavaria
centrals	pusat
lectura	bacaan
lectura	reading
lectura	pembacaan
lectura	membaca
còmic	komik
secret	rahsia
tècnic	teknikal
tècnic	juruteknik
nacionalitat	kebangsaan
estén	diluaskan
estén	meluas
estén	memanjangkan
donada	diberikan
donada	diberi
dura	susah
dura	hard
dura	keras
alexander	alexander
financera	kewangan
francesco	francesco
cristià	christian
cristià	kristian
zero	zero
zero	sifar
definir	takrif
nebot	nephew
colònies	koloni
colònies	jajahan
produeixen	produce
produeixen	hasilkan
sonora	sonora
vies	runut
vies	trek
hotel	hotel
temperatures	suhu
otomà	uthmaniyyah
proclamar	mengisytiharkan
crea	mencipta
enemics	musuh
utilitzats	diguna
utilitzats	digunakan
altar	altar
protegit	terlindung
protegit	dilindungi
amenaça	ugutan
amenaça	ancaman
vegetació	tumbuhan
iraq	iraq
conflictes	konflik
aran	aran
músics	pemuzik
nacionalista	nasionalis
déus	dewa
resoldre	lerai
resoldre	solve
dibuix	melukis
dibuix	lukisan
factor	factor
factor	faktor
activa	aktifkan
missatge	mesej
presentació	presentation
presentació	persembahan
anell	ring
anell	cincin
mary	mary
mary	maryam
democràcia	demokrasi
filipines	filipina
absència	ketiadaan
prefix	awalan
