kingdom	kuningriik
colț	nurk
colț	nurka
aducând	tuues
succesive	järjestikused
succesive	järjestikuste
eșec	nurjunud
eșec	ebaõnnestunud
eșec	nurjus
eșec	ebaõnnestus
eșec	ebaõnnestumine
eșec	rike
eșec	tõrge
eșec	läbikukkumine
cannes	cannes
trib	hõim
trib	hõimu
anatomie	anatoomia
varna	varna
confirmă	kinnitus
confirmă	kinnitada
confirmă	kinnitan
confirmă	kinnita
houston	houston
eficientă	efektiivne
eficientă	tõhus
eficientă	tõhusad
eficientă	efektiivne
eficientă	tulemuslik
eficientă	tõhus
eficientă	tõhusad
împărăteasa	keisrinna
proiectare	design
proiectare	disain
proiectare	kavandamine
proiectare	kujundus
proiectare	kujundamine
marche	marche
sancho	sancho
violență	vägivald
violență	vägivalla
eleanor	eleanor
deșert	kõrb
oferta	paku
oferta	pakkumine
oferta	pakkuda
favorabile	soodne
favorabile	soodne
castro	castro
geologice	geoloogiline
geologice	geoloogilise
geologice	geoloogiline
flavius	flavius
koch	koch
israeliene	iisraeli
israeliene	iisrael
furtună	äikesetorm
furtună	torm
furtună	tormi
furtună	storm
vatican	vatikani
vatican	vatikan
ken	ken
remarcabil	märkimisväärne
remarcabil	tähelepanuväärne
remarcabil	väljapaistev
remarcabil	silmapaistev
remarcabil	tasumata
biologice	bioloogiline
biologice	bioloogilised
știut	teadis
știut	teadsid
știut	teadsin
regulate	korrapärane
regulate	regulaarsed
regulate	tavaline
regulate	korrapärased
regulate	regulaarne
rwanda	rwanda
biblioteci	raamatukogude
ciudat	kummaline
ciudat	imelik
ciudat	veider
ciudat	veider
ciudat	imelik
ciudat	veider
ciudat	imelik
îndreaptă	sirgeks
productions	productions
națiune	rahvus
sinteză	sünteesi
mal	mal
adăpost	varjupaik
adăpost	peavarju
status	staatus
status	seisund
status	oleku
status	olek
tower	tower
tower	torn
regiment	rügement
artista	esitaja
artista	artist
artista	kunstnik
titan	titaani
titan	titaan
titan	titaan
mărci	kaubamärkide
mărci	märgid
mărci	marks
ordinele	korraldused
ordinele	käsud
ordinele	tellimused
ozn	ufo
excepții	erandid
excepții	erandid
explicații	selgitused
valabil	kehtiv
valabil	kehtib
monroe	monroe
duh	džinn
facultate	ülikool
facultate	kolleegium
facultate	kolledž
facultate	õppejõud
facultate	teaduskonna
neptun	neptuun
apache	apache
rome	rooma
teologice	teoloogilisi
rădăcini	juured
monarhiei	monarhia
negocieri	läbirääkimised
negocieri	läbirääkimiste
negocieri	läbirääkimised
raf	raf
ierarhia	hierarhia
săraci	vaesed
săraci	vaene
mâine	homme
regulamentul	reguleerimine
regulamentul	regulatsioon
regulamentul	määrus
regulamentul	eeskiri
vina	süü
vina	süüd
vina	süütunne
randy	randy
provocate	provotseeris
administratorii	haldajad
administratorii	administraatoritele
colorate	värviline
colorate	värvilised
colorate	värviline
colorate	värvilised
versiunile	versioonid
far	tuletorn
far	majaka
far	majakas
dispare	kaob
seven	seitse
luftwaffe	luftwaffe
dorită	soovitud
dorită	tahtis
dorită	tagaotsitav
dorită	tahtsin
pasărea	linnu
pasărea	lind
pasărea	linnuke
pasărea	bird
tei	pärna
tei	lubja
văduva	lesk
garcia	garcia
ark	ark
casetă	kassett
casetă	lindi
casetă	lint
casetă	linti
musical	muusikal
musical	musical
fericit	õnnelik
olimpia	olimpia
patriei	kodumaa
poze	fotode
poze	fotod
poze	pildid
poze	pilte
procent	protsent
procent	protsent
constanta	pidev
unguri	ungarlased
armat	relvastatud
armat	tugevdatud
mongolii	mongolid
sodiu	naatrium
sodiu	naatriumi
prenume	perekonnanimi
prinde	püüa
prinde	saak
prinde	saagi
accepta	lepi
accepta	nõustu
accepta	nõus
valdemar	valdemar
lut	clay
lut	savi
dieter	dieter
răspândire	levib
răspândire	levinud
răspândire	levis
răspândire	levik
patricia	patricia
liberty	liberty
liberty	vabadus
esență	olemus
cetățenia	kodakondsus
cetățenia	rahvus
cetățenia	kodakondsus
usd	usd
nice	mõnus
nice	kena
nice	nice
beatrice	beatrice
atașat	lisatud
spadă	mõõk
bolivia	boliivia
ciuperci	seened
ciuperci	seened
ciuperci	seened
ciuperci	seene
maryland	marylandi
criteriul	kriteerium
performanțe	tulemuslikkus
performanțe	tulemuslikkuse
performanțe	jõudlus
pakistan	pakistan
pakistan	pakistani
optică	optiline
optică	optilised
optică	optika
profesoară	õpetaja
solide	tahke
solide	tahked
solide	tahked
artificială	kunstlik
banks	banks
banks	pangad
instrucțiuni	juhised
instrucțiuni	juhend
instrucțiuni	juhendid
aluminiu	alumiiniumi
aluminiu	alumiinium
aluminiu	alumiiniumist
aluminiu	alumiinium
generali	kindralid
adige	adige
ziarist	ajakirjanik
generic	üldine
amonte	ülesvoolu
turismul	turism
flacăra	leegi
flacăra	leek
grupări	grupid
grupări	rühmad
grupări	rühmitused
marion	marion
dinți	hambad
liège	liège
evidentă	ilmselge
evidentă	ilmne
distincția	vahet
distincția	eristamine
nod	sõlm
nod	sõlme
nod	sõlm
nod	sõlme
glasgow	glasgow
geniu	geenius
broadway	broadway
întreprinderea	enterprise
întreprinderea	ettevõte
întreprinderea	ettevõtlus
toledo	toledo
autorilor	autorid
abdul	abdul
cavaleria	ratsavägi
brand	brand
colțul	nurk
colțul	nurka
cuplu	paar
cuplu	pöördemomendi
cuplu	pöördemoment
evanghelia	evangeeliumi
informativ	informatiivne
mărturie	tunnistus
emmanuel	emmanuel
alpii	alpid
caracteristic	iseloomulik
concursuri	võistlustel
concursuri	võistlused
concursuri	võistlused
condiție	seisukord
condiție	tingimus
condiție	seisund
pedeapsă	karistus
pedeapsă	karistus
pedeapsă	karistuse
dobândit	soetatud
dobândit	omandatud
combinat	kombineeritud
grey	hallid
grey	hall
grey	grey
como	como
cartiere	piirkonnad
stand	seisa
șanse	võimalus
șanse	chance
confederația	konföderatsioon
confederația	konföderatsioon
confederația	konföderatsiooni
ward	ward
localnicilor	kohalikud
organisme	organismid
organisme	organismide
organisme	kehad
organisme	surnukehad
organisme	laibad
consul	konsul
deciziile	otsused
nevada	nevada
iarbă	rohi
iarbă	muru
iarbă	kanep
iarbă	puru
completat	lõpetatud
comitet	komitee
capabilă	võimeline
masivă	massiivne
inițiativă	algatuse
inițiativă	algatus
saga	saaga
natalia	natalja
natalia	natalja
reformă	reform
celtic	keldi
arestarea	arreteerida
arestarea	vahistamine
hart	hart
vânzarea	müük
bella	bella
daily	igapäevane
daily	päevane
daily	päevas
rit	riitus
chitarist	kitarrist
italiana	itaalia
sociologie	sotsioloogia
variabilă	muutuja
variabilă	muutuv
antrenat	õpetatud
antrenat	koolitatud
antrenat	treenitud
divine	jumalik
grecesc	kreeka
sabia	mõõk
proiectarea	design
proiectarea	disain
proiectarea	kavandamine
proiectarea	kujundus
existent	olemasolevad
existent	olemasolev
instalarea	paigaldus
instalarea	paigaldamine
instalarea	rajatis
instalarea	paigaldamine
afectată	mõjutatud
franci	franks
tropicale	troopiline
kane	kane
puerto	puerto
cheltuielile	kulutused
cheltuielile	kulud
cheltuielile	kulutused
cheltuielile	kulud
costurile	kulud
tehnologic	tehnoloogiline
semnate	allkirjastatud
semnate	allkirjastanud
văi	orud
operează	tegutseb
dallas	dallas
geometrie	geomeetria
notele	hinded
calde	soojad
calde	sooja
calde	soe
clienți	klientidele
clienți	kliendid
aplica	rakenda
aplica	kehti
calul	hobune
calul	hobuse
calul	hobu
abuz	kuritarvitamine
abuz	kuritarvitamise
unghi	nurk
piacenza	piacenza
madagascar	madagaskari
relativă	sugulane
relativă	suhteline
intervenții	sekkumiste
examenul	eksami
examenul	eksam
operație	toimimine
operație	toiming
operație	operatsioon
operație	kirurgia
operație	lõikus
operație	operatsioon
voivodina	vojvodina
peisajul	maastik
peisajul	maastiku
copaci	puid
copaci	puud
urs	mõmmi
urs	karu
nina	nina
divorțat	lahutatud
stratul	kiht
stratul	kihi
plantele	taimi
plantele	taimed
orientală	idamaine
rick	rick
polițist	ment
polițist	politseinik
polițist	mendi
polițist	võmm
polițist	politseinik
jeremy	jeremy
locuitor	resident
locuitor	elanik
cafea	kohvi
cafea	kohv
profesional	professionaal
profesional	professionaalne
profesional	ametialane
profesional	professionaalselt
aziz	aziz
weber	weber
guvernarea	valitsemine
guvernarea	juhtimine
ascensiunea	ülestõus
ofițerii	ohvitserid
straturi	kihid
fermă	talu
fermă	farm
teoretice	teoreetiline
urmate	järgnes
urmate	järgnesid
nacional	nacional
munchen	müncheni
ivanovici	ivanovitš
urmărirea	jälgimine
echipaj	meeskond
rachel	rachel
vecini	naabrid
vecini	naabrid
patron	patroon
dosarul	kataloog
dosarul	kaust
click	klõpsa
click	klõps
click	kliki
iris	iris
rama	kaader
rama	raam
rama	raami
rama	rama
afganistan	afganistan
afganistan	afganistani
interzise	keelatud
interzise	keelatud
miles	miles
miles	miili
sfinte	püha
sfinte	pühal
tolstoi	tolstoi
impactul	kokkupõrge
impactul	mõju
impactul	reach
trentino	trentino
ouest	ouest
abilitatea	võime
tango	tango
designer	disainer
southern	lõuna
cultivarea	kasvatamine
politicieni	poliitikud
demografice	demograafia
demografice	demograafiline
demografice	demograafilised
înlocui	asenda
înlocui	asendus
înlocui	asendatakse
înlocui	asendamine
botezat	ristitud
teoriile	teooriaid
teoriile	teooriad
adeseori	sageli
adeseori	tihtipeale
adeseori	tihti
living	elamine
living	elav
orientarea	orientatsiooni
metz	metz
stefano	stefano
modificate	modifitseeritud
modificate	muudetud
candidați	kandidaadid
remarcabilă	märkimisväärne
remarcabilă	tähelepanuväärne
încetarea	lõpetamine
variantele	variandid
vorbim	räägi
vorbim	jutt
întărit	tugevdatud
întărit	tugevdatud
experimente	eksperimendid
divizată	jagatud
princeton	princetoni
președinția	eesistumine
președinția	eesistujariik
președinția	eesistumine
navigație	navigatsiooni
brațul	käsi
brațul	käe
aurul	kuld
aurul	kulda
aurul	kullast
literă	kirja
literă	kiri
participant	osaleja
australiei	austraalia
violent	vägivaldsed
violent	vägivaldne
joyce	joyce
regiunilor	regioonid
regiunilor	piirkonnad
avantaj	eelis
acceptate	vastuvõetud
acceptate	aktsepteeritud
acceptate	leppis
genetică	geneetilised
genetică	geneetiline
genetică	geneetika
brunswick	brunswicki
colegiu	kolleegium
colegiu	kolledž
nucleu	core
nucleu	tuum
nucleu	tuuma
nucleu	kerneli
nopți	ööd
nopți	õhtud
amiralul	admiral
konrad	konrad
rezerve	reservid
rezerve	reserve
încrederea	enesekindlus
încrederea	usaldus
niger	niger
niger	nigeri
simt	tunneta
simt	tunne
tipărite	trükitud
tommy	tommy
proiectată	kujundatud
proiectată	disainitud
proiectată	projekteeritud
proiectată	kavandatud
supraveghere	järelevalve
supraveghere	järelevalve
rap	räpp
popularitatea	populaarsus
decan	dean
decan	dekaan
brest	bresti
française	française
combaterea	võitlemine
surorile	õed
nepot	vennapoeg
nepot	õepoeg
nepot	lapselaps
nepot	pojapoeg
extindere	laienemine
extindere	laiendamine
extindere	laienemine
extindere	laiendamine
extindere	pikendamine
extindere	laiendus
extindere	pikendamise
dune	luited
dune	luite
fundamental	põhimõtteliselt
doamne	jumal
indirect	kaudsed
indirect	kaudne
indirect	kaudselt
pure	puhas
episoadele	episoodid
ellen	ellen
floare	lill
floare	õis
floare	lilleke
murală	seinamaal
miezul	core
miezul	tuum
miezul	tuuma
concrete	betoonist
concrete	konkreetseid
concrete	betooni
parteneriat	partnerluse
parteneriat	partnerlus
miros	lõhna
miros	lõhn
mortal	surmav
mortal	tappev
manuscrisul	käsikiri
manuscrisul	käsikirja
dog	koera
dog	koer
verificare	kontrollimine
verificare	tõendamine
verificare	kontroll
verificare	kontrolli
verificare	check
dresda	dresdeni
expresii	väljendid
expresii	laused
expresii	fraase
expresii	väljendid
car	kaarik
mobilier	mööbel
fund	tagumik
fund	perse
fund	tagumik
emisfera	poolkera
rai	taevas
rai	rai
teritorial	territoriaalne
teritorial	territoriaalse
factorii	tegureid
factorii	tegurid
bucată	tüki
bucată	tükk
ferrari	ferrari
suplimentar	täiendavad
suplimentar	täiendav
suplimentar	ekstra
suplimentar	extra
brooklyn	brooklyn
brooklyn	brooklyni
oase	kondid
oase	luud
oase	luude
oase	luud
oase	kont
oase	luu
oase	luude
oak	tamme
oak	tammeka
textile	tekstiil
textile	tekstiili
textile	tekstiil
textile	tekstiili
profesorii	õpetajad
coordonarea	koordineerimine
coordonarea	kooskõlastamine
craig	craig
atomi	aatomite
obiceiul	harjumus
ilustrată	illustreeritud
palace	palee
palace	palace
christine	christine
flancul	tiib
plasă	neto
plasă	võrk
plasă	net
rain	vihm
rain	rain
depozit	ladu
depozit	laohoone
depozit	hoidla
depozit	ladustamise
depozit	säilitamine
depozit	ladustamine
depozit	hoidla
vegas	vegas
semnificație	tähendus
semnificație	olulisus
oficiul	kontor
oficiul	büroo
oficiul	kabinet
julien	julien
traficul	liikluse
traficul	liiklus
traficul	liikluses
suspendat	peatatud
seniori	abituriendid
seniori	vanem
perspective	väljavaated
perspective	väljavaateid
perspective	perspektiive
manhattan	manhattanil
manhattan	manhattan
manhattan	manhattani
avansată	muud
avansată	arenenud
avansată	täiustatud
combinate	kombineeritud
aplicație	taotlus
aplicație	rakendus
aplicație	kohaldamine
aplicație	app
aplicație	rakendus
exprimarea	väljendades
înconjoară	ümbritseb
înconjoară	ümbritsevad
întreținere	hooldamine
întreținere	hooldus
silistra	silistra
liberale	liberaalne
uși	uksed
conturi	arvepidamine
conturi	kontod
izolate	isoleeritud
izolate	isoleeritud
izolate	eraldatud
joi	neljapäev
unice	kordumatu
unice	ainulaadne
unice	unikaalne
exprimată	väljendatud
dionisie	dionysios
urata	kole
urata	inetu
vecinătate	naabrus
vecinătate	naabrus
vecinătate	ümbruskond
vizual	visuaalselt
vizual	visuaalne
fanii	fänne
fanii	fännid
sensuri	tähendusi
sensuri	tähendus
prevenirea	ennetamine
prevenirea	profülaktika
prevenirea	ennetamise
prevenirea	vältimine
mecanism	mehhanism
extraordinar	erakorraline
distribuite	jagatud
distribuite	jaotatud
amor	amor
ace	äss
ace	ace
ducesa	hertsoginna
dracula	dracula
bonus	preemia
bonus	bonus
bonus	boonus
justificarea	õigustus
justificarea	selgitus
justificarea	põhjendus
trădare	reetmise
trădare	reetmine
trădare	reetmine
scrieți	kirjutada
scrieți	kirjuta
scrieți	kirjutage
scrieți	kirjutamine
beck	beck
corespondență	kirjavahetus
atomică	aatom
atomică	aatomi
adaptarea	kohanemine
adaptarea	kohandamine
adaptarea	kohandus
adaptarea	kohanemine
mann	mann
rară	harv
rară	harva
rară	haruldased
rară	haruldane
caldă	soojad
caldă	sooja
caldă	soe
yves	yves
cosmic	kosmiline
exilat	pagendatud
exilat	pagendatud
iubește	armastab
semințe	seemned
semințe	seeme
semințe	seeme
stanford	stanfordi
stanford	stanford
demonstra	demonstreerida
grecilor	kreeklased
intelectuală	intellektuaalse
adiacente	külgnevate
bond	side
bond	bond
subsol	keldris
subsol	kelder
cupă	karikavõistlused
cupă	cup
cupă	tops
cupă	tass
cupă	karikas
apucat	haaras
generează	tekitada
generează	tekitab
ram	ram
knight	ratsu
knight	rüütli
knight	rüütel
knight	knight
pâine	leib
pâine	leiba
rădăcinile	juured
editorul	redaktor
editorul	toimetaja
heights	kõrgused
nikita	nikita
aquila	aquila
malcolm	malcolm
trento	trento
gerard	gerard
apreciată	hinnatud
instanță	kohus
ghidul	juhend
ghidul	giid
transportat	veetud
transportat	transporditud
salvarea	lunastus
salvarea	päästmine
salvarea	salvestamine
salvarea	säästmine
exteriorul	välised
orleans	orleans
orleans	orleansi
duncan	duncan
legume	taimsed
legume	köögivili
legume	köögiviljad
legume	juurviljad
conflictele	konfliktid
etiopia	etioopia
rex	rex
delhi	delhi
destinul	saatuse
destinul	saatus
simptome	sümptomid
helen	helen
lille	lille
baku	bakuu
teoretică	teoreetiline
clasificat	liigitatud
clasificat	klassifitseeritud
clasificat	salastatud
potasiu	kaalium
potasiu	kaaliumi
avantajul	eelis
periodice	perioodiline
periodice	perioodilised
periodice	perioodilised
armstrong	armstrong
telecomunicații	telekommunikatsioon
telecomunicații	telekommunikatsiooni
telecomunicații	telekommunikatsioon
telecomunicații	telekommunikatsiooni
caucaz	kaukaasia
wessex	wessex
marseille	marseille
aburi	auru
aburi	aur
nor	pilve
nor	pilved
nor	cloud
nor	pilv
geologic	geoloogiline
geologic	geoloogilise
geologic	geoloogiline
hussein	hussein
client	kliendi
client	klient
client	kliendi
client	klient
giulia	giulia
creând	loomine
olimpiada	olümpiaadil
olimpiada	olümpiamängud
elaborată	väljatöötatud
gregory	gregory
omega	omega
închiderea	sulgemine
închiderea	lõpetamine
fibre	kiud
fibre	kiud
fibre	kiu
fibre	kiud
prescott	prescott
reia	jätka
ritmul	rütmi
ritmul	rütm
comisar	komissar
comisar	volinik
relevante	asjakohane
relevante	asjakohased
virus	viiruse
virus	viirus
calciu	kaltsium
calciu	kaltsiumi
luptători	maadlejad
luptători	hävitajad
luptători	võitlejad
vizitatori	külastajad
vizitatori	külalised
descriu	kirjelda
descriu	kirjeldada
croată	horvaatia
aripile	tiibu
aripile	tiivad
dor	dor
dor	igatsus
dor	preili
existentă	olemasolevad
existentă	olemasolev
devil	saatan
savant	teadlane
savant	õpetlane
savant	savant
unsprezece	üksteist
sep	sep
bombe	pommid
martor	tunnistaja
fondatori	asutajad
atletism	kergejõustik
individuală	üksikute
individuală	individuaalsed
individuală	individuaalne
cutremurul	maavärin
sculptura	skulptuur
impresionat	vaimustuses
impresionat	rabatud
lothar	lothar
locația	asukoht
celulă	rakk
celulă	lahter
celulă	rakkude
celulă	raku
celulă	lahtri
decisivă	otsustav
kazan	kaasani
vegetale	taimsed
îmbrăcăminte	rõivad
îmbrăcăminte	rõivad
îmbrăcăminte	riietus
îmbrăcăminte	riided
qui	qui
hoarda	hord
explozie	plahvatus
consumă	tarbivad
consumă	tarbi
gala	gala
haskovo	haskovo
piotr	piotr
însărcinată	rase
cristal	crystal
cristal	kristall
prețioase	hinnaline
referendum	referendum
referendum	referendumi
jung	jung
umor	huumor
umor	huumor
greg	greg
quebec	quebec
ravenna	ravenna
argumentul	argument
argumentul	argumendi
interesați	huvilistel
interesați	huvitatud
bundesliga	bundesliga
criminal	kurjategija
criminal	kuritegelik
criminal	kriminaalne
criminal	kriminaal
criminal	tapja
criminal	killer
criminal	mõrvar
criminal	mõrvar
criminal	mõrtsukas
unitar	ühtse
unitar	ühtne
orizont	horisont
probă	proovi
probă	valim
probă	näidis
probă	proov
contesa	krahvinna
triunghi	kolmnurk
pesta	kahjurite
controlate	kontrollitud
controlate	kontrollitav
uite	vaata
uite	vaadake
compact	kompaktne
nicola	nicola
pink	roosa
pink	roosad
progresiv	progresseeruva
baltică	baltic
baltică	balti
baltică	läänemere
popoarele	rahvaste
popoarele	rahvad
băi	vannid
finalizarea	lõpuleviimist
finalizarea	lõpetamine
finalizarea	lõpuleviimine
cărbune	süsi
cărbune	kivisüsi
cărbune	süsi
cabinet	kapp
reținut	säilitatud
reținut	säilinud
reținut	vaoshoitud
reținut	kinnipeetud
valuri	lained
valuri	laineid
andrews	andrews
legislativă	õigusloome
legislativă	seadusandlik
legislativă	seadusandliku
happy	õnnelik
amenințat	ohustatud
glob	kera
bari	bari
eugène	eugène
separă	eraldab
separă	eraldi
descoperire	läbimurre
descoperire	discovery
descoperire	avastus
descoperire	avastamine
emily	emily
esențială	hädavajalik
gât	kurgu
gât	kurku
gât	kurk
gât	kõri
gât	kaela
gât	kael
foster	foster
amatori	amatöörid
amatori	amatöör
balet	balletti
balet	ballett
dura	dura
neoficial	mitteametlikult
acelea	need
fondatorii	asutajad
vaucluse	vaucluse
controlează	kontroll
controlează	tõrje
amiral	admiral
purtate	kulunud
purtate	kantud
convocat	kutsutud
inaugurarea	ametisseastumise
intelectuale	intellektuaalse
ulrich	ulrich
încălzire	küte
încălzire	kütte
diplomatic	diplomaatiline
afacerea	äri
afacerea	äritegevus
utah	utah
catarina	catarina
maximum	maksimaalne
maximum	maksimum
maximum	maksimaalselt
cad	cad
canto	laulmine
bunicii	vanavanemad
ceremonie	tseremoonia
porumb	mais
porumb	mais
ascensiune	ülestõus
edwin	edwin
siguranța	turvalisus
siguranța	ohutus
buddha	buddha
pasionat	kirglik
lituaniană	leedu
omar	omar
strand	strand
standardul	standardne
standardul	standard
lambert	lambert
respinge	tagasilükkamine
dansul	tantsimine
