warren	vorens
execută	darbināt
execută	izpildīt
execută	izpilda
ecuador	ekvadora
bull	vērsis
bull	bull
kenya	kenijas
kenya	kenija
kenya	kenijā
ntupdate	ntupdate
îngropat	aprakts
november	novembra
november	novembrī
november	novembris
locații	vietas
biblie	bībele
fabricat	ražoti
fabricat	izgatavota
fabricat	izgatavots
fabricat	izgatavo
fabricat	ražots
fabricat	izgatavotas
durere	sāpes
întâlniri	sanāksmju
întâlniri	sanāksmes
întâlniri	tikšanās
întâlniri	sanāksmēs
întâlniri	sēdes
întâlniri	sastopas
întâlniri	rodas
recomandat	ieteikts
recomandat	ieteicams
recomandat	ieteikta
recomandat	ieteica
lucrând	darbs
lucrând	strādāt
lucrând	darba
lucrând	strādājam
lucrând	strādā
taiwan	taivāna
taiwan	taivānas
dramatică	dramatiski
dramatică	dramatiska
dramatică	krasa
populată	apdzīvota
tereza	terēze
tereza	terēzas
culex	culex
semnată	parakstījis
semnată	parakstīta
semnată	parakstīts
baptiste	batists
stelele	zvaigznes
emisă	izdota
emisă	izsniegta
emisă	izdots
emisă	izsniegts
compuși	savienojumi
praf	putekļu
praf	putekļi
praf	putekļiem
praf	pulveri
praf	pulveris
haga	hāgas
nintendo	nintendo
locuită	apdzīvo
semnal	signāls
semnal	signālu
ceas	skatīties
ceas	pulkstenis
ceas	skaties
ceas	pulkstenis
ceas	pulksteni
democrație	demokrātija
alfa	alfa
alfa	alfa
expune	pakļaut
fantastică	fantastiska
fantastică	fantastiski
fantastică	fantastisks
partener	partnera
partener	partneri
partener	partneris
partener	partnerim
cerințele	prasības
amenințare	drauds
amenințare	draudi
inventator	izgudrotājs
lovituri	piedzīvojumus
vizitează	apmeklējuma
vizitează	vizīte
vizitează	apmeklējums
vizitează	apmeklēt
vizibil	redzams
vizibil	pamanāma
vizibil	redzami
vizibil	redzamais
vizibil	redzama
rgb	rgb
sporturi	sporta
sporturi	sports
informatii	info
informatii	informācija
observație	novērošana
observație	novērojums
observație	novērojumu
observație	novērojumi
zeilor	dievi
liechtenstein	lihtenšteinā
liechtenstein	lihtenšteina
discovery	atklājums
discovery	atradums
discovery	atklāšana
găsiți	atrodi
găsiți	meklēt
găsiți	atrast
dur	grūta
tăiat	griezums
etajul	stāvs
etajul	grīdas
etajul	grīda
chapelle	chapelle
strategie	stratēģija
peisaj	ainava
peisaj	ainavu
peisaj	ainavas
experiment	izmēģinājums
experiment	eksperimentu
experiment	eksperiments
experiment	eksperimentā
experiment	eksperimenta
finalizată	pabeigti
finalizată	pabeigts
finalizată	pabeigta
vinci	vinci
reptile	rāpuļu
reptile	rāpuļi
constat	sastāvēja
convinge	pārliecinātu
convinge	pārliecināt
convinge	pārliecināt
sportul	sport
sportul	sporta
sportul	sports
leul	lauva
personalul	personāls
personalul	personāls
personalul	darbinieki
preveni	novērš
preveni	novērstu
preveni	nepieļaut
preveni	novērst
plată	maksājumi
plată	samaksa
plată	maksājums
prize	ligzdas
won	uzvarēja
won	uzvarējis
won	ieguva
integrarea	integrēšana
integrarea	integrācija
reci	saaukstēšanās
reci	auksts
reci	auksti
reci	aukstā
reci	aukstums
integrat	integrētu
integrat	integrētas
integrat	integrēta
integrat	integrētā
integrat	integrēts
integrat	integrēti
fabricate	ražoti
fabricate	izgatavota
fabricate	izgatavots
fabricate	izgatavo
fabricate	ražots
fabricate	izgatavotas
roosevelt	rūzvelts
vasili	vasilijs
aviație	aviācija
spanioli	spāņi
spanioli	spāņu
spanioli	spānijas
heinz	heinz
petit	petit
thompson	tompsone
wallace	voless
monarh	monarhs
beethoven	bēthovens
ploaie	lietus
islamului	islāma
bremen	brēmene
zagora	zagora
artificial	mākslīgi
artificial	mākslīgā
artificial	mākslīgais
artificial	mākslīgs
artificial	mākslīga
solară	saules
disponibilă	pieejams
disponibilă	pieejami
disponibilă	pieejamas
disponibilă	pieejama
disponibilă	pieejamie
reprezentative	pārstāvis
marino	marino
fetele	meitenes
fetele	meitenēm
primită	saņemts
primită	saņemtas
primită	saņemtās
primită	saņemti
primită	saņēma
strategia	stratēģija
culmea	grēda
identice	identiskas
identice	identiska
identice	identisks
identice	identiski
fotografia	photo
fotografia	foto
fotografia	fotogrāfijā
fotografia	photography
fotografia	fotogrāfija
locuite	apdzīvo
albrecht	albrecht
aia	ka
aia	tas
separarea	nodalīšana
separarea	atdalīšanas
separarea	atdalīšanās
separarea	atdalīšana
datoria	pienākums
datoria	maksājums
datoria	maksājuma
datoria	nodoklis
interpretări	interpretācijas
scrisoarea	vēstule
scrisoarea	burts
eroul	varonis
aviației	aviācija
rupt	šķeltiem
integrate	integrētu
integrate	integrētas
integrate	integrēta
integrate	integrētā
integrate	integrēts
integrate	integrēti
panama	panamas
panama	panama
afc	afc
utilizări	lietojumi
greaca	grieķijas
greaca	grieķu
nancy	nensija
comisie	komisijas
comisie	komisija
reveni	atgriezt
westfalia	vestfālenē
arkansas	arkanzasa
sinteza	sintēze
sinteza	sintēzi
aripa	spārna
aripa	spārnu
cauzele	cēloņi
cauzele	iemesli
cauzele	cēloņus
graz	grācas
veniturile	ienākumi
veniturile	ieņēmumi
veniturile	ienākumus
veniturile	ienākums
veniturile	ienākuma
veniturile	ienākumi
veniturile	ieņēmumi
clinton	klintons
continuând	turpinot
împărăteasă	empress
integrare	integrēšana
integrare	integrācija
districtele	apgabali
districtele	rajoni
miercurea	trešdien
miercurea	trešdiena
miercurea	trešdienās
scenele	ainas
dramatice	dramatiski
dramatice	dramatiska
dramatice	krasa
transmiterea	transmisija
transmiterea	nosūtīšana
transmiterea	pārraide
transmiterea	pārvades
transmiterea	pārsūtīšana
ralph	ralfs
hunter	mednieks
hunter	mednieku
armeni	armēņiem
armeni	armēnijas
armeni	armēņu
vera	vera
sferturi	ceturtdaļas
demo	demo
standarde	standartos
standarde	standartus
standarde	standarti
minimă	minimālā
minimă	minimālais
minimă	minimums
minimă	minimāls
minimă	minimāla
minimă	minimāli
simț	jēga
simț	saprāts
datată	datēts
câteodată	dažkārt
câteodată	reizēm
câteodată	dažreiz
utilă	lietderīga
utilă	noderīgs
utilă	noderīgas
utilă	noderīga
utilă	noderīgi
utilă	noderīga
utilă	noderīgi
dotat	apveltīta
dotat	talantīgā
păstrată	saglabātas
păstrată	saglabāts
clape	tastatūras
isabella	izabella
predare	mācīšana
predare	mācību
airlines	aviosabiedrības
airlines	aviokompānijas
airlines	airlines
airlines	aviolīnijas
airlines	aviosabiedrībām
sănătatea	veselības
sănătatea	veselību
sănătatea	veselība
transfermarkt	transfermarkt
rareori	reti
zimbru	zimbru
climă	klimats
abaúj	abaūjas
pătrat	kvadrātveida
pătrat	laukumā
raze	stariem
raze	starus
raze	stari
epic	episko
epic	epic
grație	greisa
avere	bagātību
avere	laimes
avere	bagātības
avere	bagātība
windsor	vindzoras
prevede	sniedz
prevede	nodrošina
fin	fin
birou	birojs
birou	biroja
birou	biroju
birou	darbvirsmas
secretul	secret
secretul	slepeni
secretul	slepens
secretul	noslēpums
trilogia	triloģija
aniversare	jubileja
aniversare	gadadiena
gonzaga	gonzaga
pib	ikp
frumusețea	skaistule
frumusețea	skaistums
executată	izpildīts
musulmană	musulmaņi
musulmană	musulmaņu
rob	rob
mehmed	mehmeds
concret	konkrētais
concret	konkrētus
concret	betona
concret	konkrēts
concret	konkrēta
frumusețe	skaistule
frumusețe	skaistums
laboratorul	laboratoriju
laboratorul	laboratorijā
laboratorul	laboratoriski
laboratorul	laboratorija
laboratorul	laboratorijā
laboratorul	laboratorija
laboratorul	lab
mâini	rokām
mâini	rokas
ala	ala
batalionul	bataljona
decorative	dekoratīvās
decorative	dekoratīvs
conștient	samaņas
conștient	apzinoties
sectoare	sektoriem
sectoare	nozares
sectoare	sektori
șansă	iespēja
șansă	izdevība
autostrada	autoceļa
autostrada	autoceļš
autostrada	šosejas
autostrada	šoseja
compozitori	komponistu
fabricație	izgatavošana
fabricație	ražošana
fabricație	ražošana
zemplén	zemplēna
treimi	trešdaļas
alegere	izvēle
notre	notre
moștenire	legacy
moștenire	mantojums
moștenire	mantojumā
moștenire	mantojums
moștenire	mantojuma
mode	režīms
negocierile	sarunas
linda	linda
split	dalījums
split	sadalīt
cascada	ūdenskritums
lev	ļevs
colin	colin
legendele	leģendas
măsurile	pasākumi
germana	vācijas
germana	vācietis
germana	vācu
gruparea	grupēšana
intenționat	apzināts
intenționat	tīša
intenționat	apzināta
intenționat	apzināti
intenționat	tīši
intenționat	apzināti
iulius	jūlijs
virusul	vīrusu
virusul	vīrusa
virusul	vīrusam
virusul	vīruss
tribul	cilts
petrolul	eļļa
petrolul	eļļas
petrolul	nafta
erori	kļūdas
unghiul	leņķis
egipteană	ēģiptes
egipteană	ēģiptiešu
implementarea	īstenošana
implementarea	ieviešana
cuneo	kuneo
jakob	jakobs
organizațiile	organizācijas
masacrul	slaktiņš
patria	dzimtenē
patria	dzimtenes
patria	dzimteni
patria	dzimtene
patria	tēvzemi
aval	lejpus
aval	pakārtots
aval	lejup
capitole	nodaļas
capitole	sadaļas
hessa	hesenes
hessa	hesenes
transferată	nodots
transferată	nodoto
transferată	nodoti
transferată	nodota
musulman	musulmaņi
musulman	musulmaņu
runda	apaļš
runda	apaļi
runda	kārta
runda	apaļa
negativă	negatīvā
negativă	negatīvs
negativă	negatīvi
negativă	negatīvas
negativă	negatīva
manuale	rokasgrāmatas
estimează	aplēses
dezvăluit	izpaust
dezvăluit	atklājās
dezvăluit	atklāja
maritim	piejūras
maritim	jūrniecības
nixon	niksons
zborul	lidojuma
zborul	lidojums
arcade	arkādes
voluntar	brīvprātīgs
voluntar	brīvprātīga
voluntar	brīvprātīgais
voluntar	brīvprātīgi
voluntar	brīvprātīgais
voluntar	brīvprātīgā
voluntar	brīvprātīgie
voluntar	brīvprātīgo
tramvai	tramvaju
tramvai	tramvajs
responsabilitatea	atbildība
responsabilitatea	atbildības
ceh	čehu
ceh	čehijas
elias	eliass
stâncă	akmens
stâncă	rock
sfert	ceturksnis
sfert	ceturtdaļa
violente	vardarbīgi
violente	vardarbīgu
colț	stūrī
colț	stūris
colț	stūri
succesive	secīgi
succesive	secīgas
eșec	neveiksmīga
eșec	neizdevās
eșec	neveiksme
eșec	defekts
eșec	neveiksmes
cannes	kannu
trib	cilts
anatomie	anatomija
varna	varna
currentclub	currentclub
confirmă	apstiprināt
confirmă	apstiprinu
houston	hjūstona
eficientă	efektīvi
eficientă	efektīva
eficientă	efektīvs
eficientă	efektīvi
eficientă	efektīvā
eficientă	efektīva
eficientă	efektīvas
eficientă	efektīvs
împărăteasa	empress
proiectare	dizaina
proiectare	dizains
proiectare	projektēšana
proiectare	konstrukcija
proiectare	projektējot
proiectare	izstrādājot
marche	markes
sancho	sančo
violență	vardarbība
eleanor	eleonora
deșert	tuksnesis
oferta	piedāvājums
favorabile	labvēlīgs
favorabile	labvēlīga
favorabile	labvēlīgi
favorabile	labvēlīgs
castro	castro
geologice	ģeoloģiska
geologice	ģeoloģisko
geologice	ģeoloģiskā
franc	franku
koch	koch
israeliene	izraēlas
furtună	negaiss
furtună	vētra
furtună	vētras
furtună	vētru
furtună	negaiss
vatican	vatikāna
ken	ken
remarcabil	ievērojamo
remarcabil	zīmīgi
remarcabil	ievērojams
remarcabil	izcils
remarcabil	izcili
biologice	bioloģisko
biologice	bioloģiskā
biologice	bioloģiskais
biologice	bioloģiski
știut	zināja
știut	zināju
știut	zināji
știut	pazina
regulate	regulārā
regulate	regulārs
regulate	regulāras
regulate	regulāri
regulate	regulāra
rwanda	ruanda
biblioteci	bibliotēkas
ciudat	savādi
ciudat	dīvaini
ciudat	dīvaina
ciudat	savādi
ciudat	dīvaini
ciudat	dīvaina
ciudat	dīvaini
ciudat	nepāra
națiune	nācija
națiune	tauta
sinteză	sintēze
sinteză	sintēzi
adăpost	patversmes
adăpost	patvērums
adăpost	patversme
status	statuss
tower	tornis
tower	torņa
tower	tornī
tower	torni
franconia	frankonijas
regiment	pulka
feb	februāra
feb	feb
artista	izpildītājs
artista	māksliniece
artista	mākslinieks
titan	titāna
titan	titan
mărci	zīmolu
mărci	atzīmes
mărci	zīmes
ordinele	rīkojumi
ordinele	pasūtījumu
ordinele	pavēle
ordinele	pasūtījumi
ordinele	pasūtījumus
ozn	ufo
fortificații	nocietinājumi
excepții	izņēmumi
excepții	izņēmumi
explicații	paskaidrojumi
explicații	skaidrojumi
valabil	derīgs
valabil	derīga
valabil	derīgi
valabil	spēkā
monroe	monro
facultate	universitātē
facultate	universitāte
facultate	universitātes
facultate	koledža
facultate	kolēģija
facultate	koledžā
facultate	kolēģijas
facultate	koledžas
facultate	fakultāte
facultate	fakultātes
neptun	neptūns
apache	apache
rezistat	pretojās
rome	romas
rome	romā
rome	roma
manuscrise	manuskriptus
rădăcini	saknes
monarhiei	monarhija
negocieri	sarunas
negocieri	pārrunas
negocieri	sarunas
raf	raf
ierarhia	hierarhija
ierarhia	hierarhijas
săraci	slikta
săraci	vāja
săraci	nabaga
mâine	rīt
regulamentul	regulēšana
regulamentul	regula
regulamentul	regulējums
vina	vainīga
vina	vainot
vina	vainu
provocate	izraisīja
administratorii	administratori
administratorii	administratoriem
administratorii	administratori
administratorii	pārvalde
capețiană	kapetingu
colorate	krāsaino
versiunile	versijas
versiunile	redakcijas
far	bāka
far	lukturi
dispare	pazūd
dispare	izzūd
seven	septiņi
seven	septiņas
luftwaffe	luftwaffe
dorită	vēlamā
dorită	gribēju
dorită	gribēja
dorită	vēlējās
pasărea	putns
pasărea	putnu
tei	liepu
tei	laima
tei	kaļķi
tei	kaļķu
văduva	atraitne
garcia	garsija
ark	ark
casetă	kasešu
casetă	lentes
casetă	lentas
casetă	lente
musical	mūzikas
musical	muzikāls
gyula	gyula
fericit	priecīgs
fericit	laimīga
fericit	laimīgs
olimpia	olimpia
patriei	dzimtenē
patriei	dzimtenes
patriei	dzimteni
patriei	dzimtene
poze	fotoattēli
poze	attēli
poze	fotogrāfijas
poze	bildes
poze	attēli
poze	bildes
procent	procenti
procent	procents
procent	procentuālais
constanta	nemainīga
constanta	konstante
constanta	nemainīgs
constanta	konstanti
unguri	ungāri
unguri	ungāru
armat	bruņots
armat	bruņota
armat	bruņotajiem
armat	bruņoti
armat	pastiprināts
armat	pastiprināti
armat	pastiprināta
mongolii	mongoļi
sodiu	nātriju
sodiu	nātrijs
sodiu	nātrija
prenume	uzvārds
tentativă	mēģināts
tentativă	mēģinājusi
tentativă	mēģinājis
tentativă	mēģinājums
prinde	nozvejas
prinde	noķert
prinde	noķer
prinde	loms
prinde	nozveja
accepta	pieņemam
accepta	pieņem
accepta	akceptēt
accepta	pieņemu
accepta	pieņemt
lut	mālu
lut	māla
dieter	dieter
răspândire	izplatās
răspândire	izplatīšanās
răspândire	izplatību
răspândire	izplatīties
răspândire	izplatīšanās
patricia	patrīcija
liberty	brīvība
esență	būtība
cetățenia	pilsonība
cetățenia	pilsonību
cetățenia	pilsonība
usd	usd
nice	patīkami
nice	smuka
nice	jauki
nice	jauka
nice	nice
beatrice	beatrise
atașat	pievienoti
atașat	pievienotie
atașat	pievienota
atașat	pievienots
atașat	pievienotas
spadă	zobens
spadă	zobenu
bolivia	bolīvija
ciuperci	sēnes
ciuperci	sēnes
ciuperci	sēnītes
ciuperci	sēņu
maryland	maryland
criteriul	kritērijs
colaborează	sadarbojas
colaborează	sadarboties
performanțe	sniegums
performanțe	veiktspēja
pakistan	pakistāna
optică	optiskā
optică	optiskie
optică	optiskais
optică	optisko
optică	optikas
optică	optika
profesoară	pasniedzēja
profesoară	skolotāju
profesoară	skolotāja
profesoară	skolotājs
solide	cietais
solide	cietā
solide	cieta
solide	ciets
solide	cietvielas
artificială	mākslīgā
artificială	mākslīgais
artificială	mākslīgs
artificială	mākslīga
banks	bankas
banks	bankās
instrucțiuni	instrukcija
instrucțiuni	instrukcijas
instrucțiuni	norādījumi
aluminiu	alumīnija
aluminiu	alumīnijs
aluminiu	alumīnija
aluminiu	alumīnijs
generali	ģenerāļi
ziarist	žurnālists
ziarist	žurnāliste
generic	vispārīgs
generic	vispārējs
amonte	augšpus
turismul	tūrisms
turismul	tūrismā
ajax	ajax
flacăra	liesma
flacăra	liesmu
flacăra	liesmas
grupări	grupām
grupări	grupas
grupări	grupējumi
marion	mariona
efectua	pildīt
dinți	zobiem
dinți	zobus
dinți	zobi
liège	ljēžas
evidentă	acīmredzama
evidentă	acīmredzams
evidentă	acīmredzami
nod	mezgls
nod	mezgls
nod	mezglu
selo	selo
glasgow	glāzgovas
geniu	ģēnijs
broadway	brodvejas
întreprinderea	uzņēmums
întreprinderea	uzņēmējdarbība
toledo	toledo
autorilor	autori
autorilor	autoriem
abdul	abdul
cavaleria	kavalēriju
brand	zīmols
brand	zīmola
burgas	burgasas
colțul	stūrī
colțul	stūris
colțul	stūri
cuplu	pāris
cuplu	pāra
cuplu	griezes
evanghelia	evaņģēlijs
informativ	informatīvi
informativ	informatīvs
informativ	informatīva
mărturie	liecības
mărturie	liecība
emmanuel	emanuels
alpii	alpos
alpii	alpu
caracteristic	raksturlielums
concursuri	sacensības
concursuri	sacensībās
concursuri	konkursi
concursuri	konkursi
condiție	nosacījums
condiție	stāvoklis
pedeapsă	sods
pedeapsă	soda
pedeapsă	sods
dobândit	iegādāti
dobândit	iegūta
dobândit	iegūto
dobândit	iegūtā
dobândit	ieguva
dobândit	ieguvis
onorific	goda
combinat	kombinēts
combinat	kombinētā
combinat	apvienots
combinat	kombinēt
grey	pelēkā
grey	pelēks
grey	pelēkas
grey	pelēkais
grey	pelēkās
como	komo
cartiere	apgabali
cartiere	rajoni
stand	stāvēt
șanse	iespējas
șanse	izredzes
șanse	iespēja
șanse	izdevība
guvernele	valdības
confederația	konfederācija
confederația	konfederāciju
localnicilor	vietējie
organisme	organismi
organisme	struktūras
organisme	institūcijas
organisme	virsbūves
consul	konsuls
deciziile	lēmumi
deciziile	lēmumus
nevada	nevada
iarbă	zāle
iarbă	zāli
iarbă	zālīte
completat	pabeigti
completat	pabeigts
completat	pabeigta
comitet	komiteju
comitet	komiteja
capabilă	spējīgs
capabilă	spēj
capabilă	spējīgi
masivă	masveida
masivă	milzīga
inițiativă	iniciatīva
inițiativă	iniciatīvu
saga	saga
natalia	natālija
reformă	reformu
reformă	reforma
celtic	ķeltu
arestarea	arests
arestarea	apcietināšanas
hart	hart
vânzarea	izpārdošana
vânzarea	pārdošana
bella	bella
daily	dienā
daily	dienas
volînskîi	volinska
rit	rituāls
chitarist	ģitārists
memoriam	memoriam
italiana	itāļu
italiana	itāliešu
italiana	itālijas
sociologie	socioloģija
variabilă	mainīgā
variabilă	mainīgais
variabilă	mainīgs
variabilă	mainīgo
variabilă	mainīga
antrenat	apmācīts
antrenat	apmācīti
grecesc	grieķijas
grecesc	grieķu
sabia	zobens
sabia	zobenu
proiectarea	dizaina
proiectarea	dizains
proiectarea	projektēšana
proiectarea	konstrukcija
existent	esošie
existent	esošo
existent	esošā
existent	esošās
instalarea	uzstādīšana
instalarea	instalācija
instalarea	iekārta
afectată	ietekmēts
afectată	skartas
afectată	ietekmēta
afectată	ietekmēti
afectată	skarti
franci	franku
tropicale	tropu
eine	eine
kane	keins
puerto	puerto
cheltuielile	izdevumi
cheltuielile	izdevumi
cheltuielile	izdevumus
costurile	izmaksas
tehnologic	tehnoloģiskie
tehnologic	tehnoloģiski
tehnologic	tehnoloģiskais
tehnologic	tehnoloģiskā
semnate	parakstījis
semnate	parakstīta
semnate	parakstīts
văi	ielejas
operează	darboties
operează	darbojas
dallas	dalasas
geometrie	ģeometrija
notele	pakāpes
calde	silti
calde	silts
clienți	klienti
clienți	klientiem
aplica	piemēro
aplica	piemērot
aplica	pielietot
calul	zirgs
calul	zirga
calul	zirgu
calul	zirgam
abuz	ļaunprātīgas
unghi	leņķis
madagascar	madagaskaras
relativă	relatīvais
relativă	radinieks
relativă	relatīvi
relativă	relatīvā
intervenții	iejaukšanās
intervenții	intervence
intervenții	intervences
examenul	eksāmens
permițând	ļaujot
operație	darbība
operație	operācija
operație	ekspluatācija
operație	ķirurģija
operație	operācijas
operație	operācija
voivodina	vojvodinas
peisajul	ainava
peisajul	ainavu
peisajul	ainavas
copaci	kokiem
copaci	kokus
copaci	koki
urs	lācis
urs	lāča
urs	lāci
nina	nina
stâlpi	balsti
stâlpi	pīlāriem
stâlpi	pīlāri
stratul	slānis
plantele	augi
plantele	rūpnīcas
plantele	stādi
rick	riks
polițist	cop
polițist	policists
polițist	policists
jeremy	džeremijs
locuitor	rezidentu
locuitor	rezidents
locuitor	iedzīvotājs
cafea	kafiju
cafea	kafija
profesional	profesionālā
profesional	profesionāls
profesional	profesionāli
profesional	profesionālais
profesional	speciālists
profesional	profesionāla
profesional	profesionāli
aziz	aziz
weber	weber
guvernarea	pārvaldība
ascensiunea	debesbraukšanas
ofițerii	virsnieki
ofițerii	amatpersonas
ofițerii	virsnieku
straturi	slāņi
fermă	saimniecība
fermă	audzētava
fermă	ferma
fermă	saimniecības
teoretice	teorētiskā
teoretice	teorētisko
teoretice	teorētiska
teoretice	teorētiski
teoretice	teorētiskais
urmate	sekoja
nacional	nacional
munchen	minhenē
munchen	minhenes
urmărirea	izsekošanas
urmărirea	izsekošana
echipaj	apkalpe
echipaj	apkalpei
echipaj	apkalpes
rachel	reičela
vecini	kaimiņi
vecini	kaimiņi
vecini	kaimiņiem
patron	patron
dosarul	mapi
dosarul	mape
click	spied
click	nospiest
click	klikšķis
iris	varavīksnenes
rama	rāmja
rama	kadrs
rama	rāmis
rama	rāmi
rama	rama
afganistan	afganistāna
interzise	aizliegta
interzise	aizliegts
interzise	aizliegtas
interzise	aizliegta
interzise	aizliegts
interzise	aizliegtas
interzise	aizliegti
miles	jūdzes
sfinte	svēto
sfinte	svētais
tolstoi	tolstojs
impactul	trieciens
impactul	ietekme
impactul	reach
impactul	aizsniegt
trentino	trentino
ouest	ouest
abilitatea	spēja
abilitatea	spēju
tango	tango
designer	dizaineru
coautor	coauthor
southern	dienvidu
cultivarea	audzināts
cultivarea	audzēšana
politicieni	politiķiem
politicieni	politiķi
demografice	demogrāfija
demografice	demogrāfiskās
înlocui	nomainīt
înlocui	aizvietot
înlocui	aizstāt
botezat	kristīja
teoriile	teorijas
living	dzīvošana
living	dzīvo
orientarea	orientācijas
orientarea	orientācija
stefano	stefano
modificate	modificēts
modificate	pārveidoti
modificate	pārveidota
modificate	mainīts
modificate	pārveidots
difuzate	izplatīti
candidați	kandidāti
candidați	kandidātus
candidați	kandidātiem
remarcabilă	ievērojamo
remarcabilă	zīmīgi
remarcabilă	ievērojams
încetarea	izbeigšana
încetarea	pārtraukšana
încetarea	izbeigšanās
variantele	varianti
variantele	variantiem
variantele	variantus
vorbim	runāt
întărit	nostiprināts
întărit	nostiprināta
întărit	pastiprināta
întărit	pastiprināts
întărit	pastiprināti
întărit	pastiprināta
experimente	eksperimentos
experimente	izmēģinājumi
experimente	eksperimenti
divizată	dalīts
divizată	dala
președinția	prezidentūra
președinția	prezidentūras
navigație	navigation
navigație	navigācija
navigație	navigācijas
brațul	roka
aurul	zeltā
aurul	zelta
aurul	zelts
literă	vēstule
literă	burts
participant	dalībnieks
australiei	austrālija
edificiu	celtnē
violent	vardarbīgi
violent	vardarbīgu
delle	delle
regiunilor	reģioni
avantaj	priekšrocība
avantaj	priekšrocības
acceptate	pieņemts
acceptate	pieņemta
acceptate	pieņemti
genetică	ģenētisko
genetică	ģenētiskā
genetică	ģenētika
colegiu	koledža
colegiu	kolēģija
colegiu	koledžā
colegiu	kolēģijas
colegiu	koledžas
nucleu	kodola
nucleu	kodols
nucleu	kodolu
nucleu	kodols
nucleu	kodola
nopți	naktis
amiralul	admirālis
konrad	konrad
rezerve	rezerves
încrederea	uzticību
încrederea	pārliecība
încrederea	uzticība
încrederea	uzticēšanās
niger	niger
simt	jūtu
simt	jūtos
simt	justies
simt	sajust
simt	just
simt	sajūtas
simt	sajūta
tipărite	iespiesti
tipărite	iespiestas
tipărite	drukāts
tipărite	iespiests
villeneuve	vilnēvs
tommy	tomijs
proiectată	projektēta
proiectată	projektēts
proiectată	konstruēti
proiectată	plānotais
supraveghere	pārraudzība
supraveghere	uzraudzība
supraveghere	novērošana
supraveghere	uzraudzība
supraveghere	uzraudzības
rap	rap
popularitatea	popularitāti
popularitatea	popularitāte
decan	dean
brest	brest
française	française
combaterea	apkarošana
surorile	māsas
nepot	krustdēls
nepot	mazdēls
extindere	paplašināšana
extindere	paplašināšanās
extindere	paplašināšana
extindere	izplešanās
extindere	paplašināšanās
extindere	pagarinājumu
extindere	pagarināšana
extindere	paplašināšana
extindere	paplašinājums
extindere	pagarinājums
dune	kāpas
dune	kāpu
fundamental	fundamentāli
fundamental	pamatos
fundamental	fundamentāli
doamne	dievs
indirect	netiešs
indirect	netiešas
indirect	netiešā
indirect	netieša
indirect	netieši
indirect	netiešie
indirect	netieši
pure	tīra
pure	tīri
pure	tīrs
pure	pure
episoadele	epizodes
ellen	elena
ellen	elēna
floare	zieds
floare	ziedu
murală	freska
miezul	kodola
miezul	kodols
concrete	konkrētais
concrete	konkrētus
concrete	betona
concrete	konkrēts
concrete	konkrēta
parteneriat	partnerība
parteneriat	partnerības
parteneriat	partnerattiecības
miros	smarža
mortal	nāvējošs
manuscrisul	manuskriptu
dog	suns
dog	suņi
verificare	pārbaude
verificare	pārbaudīt
verificare	pārbaude
verificare	pārbaudi
verificare	check
verificare	pārbauda
dresda	drēzdenes
expresii	frāzes
expresii	izteiksmes
car	kariete
mobilier	mēbeles
fund	dibens
emisfera	puslodē
rai	debesīm
rai	debesis
rai	debesīs
rai	paradīze
rai	rai
teritorial	teritoriālā
teritorial	teritoriālie
teritorial	teritoriālais
teritorial	teritoriālo
factorii	faktori
factorii	koeficienti
bucată	gabals
bucată	gabalu
bucată	gabaliņš
bucată	gabals
bucată	gab
ferrari	ferrari
suplimentar	papildu
suplimentar	papildus
suplimentar	papildu
suplimentar	papildus
suplimentar	ārējs
suplimentar	ekstra
suplimentar	papildu
suplimentar	extra
brooklyn	bruklinas
oase	kaulus
oase	kauli
oase	kaulu
oase	kauls
oak	ozolkoka
oak	ozola
textile	tekstila
textile	tekstilizstrādājumu
textile	tekstilizstrādājumi
profesorii	skolotāji
profesorii	skolotājiem
profesorii	pasniedzēji
coordonarea	koordinācija
coordonarea	saskaņošana
coordonarea	koordinēšana
craig	kreigs
atomi	atomi
obiceiul	ieradumu
obiceiul	ieradums
ilustrată	ilustrēta
palace	pils
palace	pilij
palace	palace
christine	kristīna
flancul	sāna
plasă	neto
plasă	net
rain	lietus
depozit	noliktavā
depozit	noliktava
depozit	uzglabāšana
depozit	glabāšana
depozit	depozīts
depozit	noguldījumu
depozit	krātuves
depozit	krātuve
semnificație	nozīme
semnificație	jēga
semnificație	nozīme
semnificație	nozīmība
oficiul	birojs
oficiul	biroja
oficiul	biroju
julien	julien
traficul	satiksme
traficul	satiksmes
suspendat	apturēts
suspendat	apturēta
suspendat	apturēti
seniori	senioru
seniori	vecākais
perspective	izredzes
perspective	perspektīvas
perspective	perspektīvas
manhattan	manhetenas
avansată	paplašināti
avansată	progresējošu
combinate	kombinēts
combinate	kombinētā
combinate	apvienots
combinate	kombinēt
aplicație	piemērošana
aplicație	piemērošanu
aplicație	pieteikums
aplicație	app
aplicație	lietotnes
aplicație	aplikāciju
exprimarea	izsakot
înconjoară	apņem
întreținere	uzturēšanas
întreținere	uzturēšana
întreținere	apkope
liberale	liberāļu
uși	durvis
conturi	konti
conturi	pārskati
izolate	izolēti
izolate	izolēta
izolate	izolēta
izolate	izolētas
izolate	izolēts
izolate	izolēti
joi	ceturtdien
joi	ceturtdiena
unice	unikāla
unice	unikālais
unice	unikāli
unice	unikāls
exprimată	izteikts
