pronar	vlasnik
formacion	postava
formacion	formiranje
formacion	formiranja
formacion	formacija
dhënien	dodjele
shpëtimi	spašavanja
shpëtimi	spašavanje
shpëtimi	spas
gamë	domet
gamë	dometa
luka	luka
strukturore	strukturalne
strukturore	strukturalnih
strukturore	strukturnih
sllavët	slaveni
ngrirë	zamrznuti
rheinland	porajnje
seriozisht	ozbiljno
tcp	tcp
dëgjon	čuje
dëgjon	sluša
autorizuar	ovlaštena
autorizuar	odobren
shpjegime	objašnjenja
oksigjen	kisik
lagja	naselje
lagja	hood
pazari	pijaci
pazari	bazar
pazari	kupovinu
mbretëreshë	queen
mbretëreshë	kraljica
vale	vale
vale	talas
gsub	gsub
vrimë	rupa
drejtuesi	predsjedavajući
drejtuesi	predsjedavajućeg
islandë	island
sovran	suverena
oklahoma	oklahoma
kopshti	vrtić
kopshti	dječija
kopshti	bašti
kopshti	bašte
kopshti	bašta
kopshti	džennet
sulmuesit	napadača
sulmuesit	napadači
festat	praznici
festat	praznike
festat	praznika
dyzet	forty
dyzet	četrdeset
femijet	djece
femijet	djecu
femijet	djeca
enrique	enrique
junior	juniorsko
junior	juniorska
junior	junior
junior	mlađi
stambolli	istanbul
aleancës	savez
aleancës	alijansa
kontekstin	kontekst
kontekstin	kontekstu
debate	debatama
froni	prijesto
froni	arš
froni	tronu
froni	tron
froni	trona
asllan	aslan
kontinentin	kontinent
dhelpra	lisica
dhelpra	fox
aeroport	aerodrom
neolitike	neolitska
dyqan	radnja
dyqan	shop
dyqan	radnja
dyqan	prodavnica
dyqan	store
pemët	drveće
andy	andy
bundesliga	bundeslige
qafën	vrat
integrim	integracija
zanetti	zanetti
portat	gates
rrethuese	okolne
rrethuese	okolnim
gary	gary
halit	halit
guetta	guetta
kodet	kodovi
kabinetit	kabinet
skender	skender
disiplinë	discipline
danez	danski
këshill	vijeće
pllakë	plaketu
jusufi	joseph
ernesto	ernesto
sugjeron	predlaže
sugjeron	sugeriše
sugjeron	sugerira
pole	pol
mermeri	mramor
futja	uvođenje
futja	upoznavanje
futja	uvodi
futja	uvođenju
futja	predstavljamo
futja	uvođenje
vala	vala
vala	talas
gostivar	gostivar
dëmshme	štetnih
dëmshme	štetan
dëmshme	štetno
danubit	dunav
ble	stiče
ble	kupljene
ble	kupljeno
ble	kupljeni
ble	kupila
ble	kupili
ble	buys
kebek	québec
kategoritë	kategorije
kategoritë	kategorija
primula	primula
derri	svinjetina
derri	svinju
chi	chi
haut	haut
drejtësia	pravda
drejtësia	pravde
kino	kino
motörhead	motörhead
konkret	beton
metali	metal
mëkat	grijeha
mëkat	grijeh
integrimi	integracija
aplikimi	primjenu
aplikimi	aplikacija
aplikimi	prijavu
aplikimi	prijavi
aplikimi	aplikativni
aplikimi	prijave
kalit	konj
mbetje	ostataka
mbetje	ostaci
malmö	malmö
tipar	igranih
tipar	igrane
maximilian	maksimilijan
maximilian	maximilian
athina	atene
athina	atina
nderim	počast
balli	čelo
franga	franak
bindje	osude
protokoll	protokol
protokoll	protokoli
skocia	škotska
kinematografisë	kinematografija
opozitës	opozicioni
opozitës	protivljenje
opozitës	opozicija
momentet	trenutaka
momentet	trenucima
trasha	gusta
louise	louise
vuan	patnja
vuan	stradanja
vuan	patnje
vuan	pate
vuan	muke
vuan	pati
vuan	pati
shalë	saddle
jeff	jeff
alla	alla
lan	lan
gjeorgjia	georgia
gjeorgjia	džordžija
gjeorgjia	gruzija
kartela	direktorij
tezën	disertaciju
tezën	teze
tezën	teza
përgatiti	pripremljene
përgatiti	pripremljen
përgatiti	pripremljena
përgatiti	pripremio
përgatiti	pripremila
mrekullitë	čuda
mrekullitë	čuda
sfera	sfera
sfera	orb
skenar	scenarij
skenar	scenariju
skenar	scenario
skenar	scenario
arkansas	arkansas
ann	ann
komercial	komercijalne
komercial	komercijalni
komercial	reklama
pretendon	tvrdnje
pretendon	tvrdi
pretendon	pretvaranja
nigeri	niger
nigeri	nigerija
interesa	interesa
interesa	interese
interesa	interesi
interesa	interesima
diskutueshme	upitna
gjashtëmbëdhjetë	šesnaest
ema	ema
ema	emma
shpikur	izmislili
shpikur	izumio
shpikur	izmislio
pazakontë	neuobičajena
pazakontë	neuobičajene
pazakontë	neuobičajen
pazakontë	neobično
kompjuterin	računar
miqësi	prijateljstva
miqësi	prijateljstava
miqësi	prijateljstvo
miqësi	prijateljstva
umar	omer
strehë	sklonište
strehë	niša
pronarët	vlasnici
pronarët	vlasnike
rini	omladina
principata	kneževinu
benz	benz
nebraska	nebraska
koment	komentara
koment	komentar
modifikuar	modificirana
modifikuar	modifikovan
shprehin	express
bernardo	bernardo
mundesi	šansa
kuaj	konjima
kuaj	konji
koalicionit	koalicija
spitali	bolnica
ndalur	prestala
ndalur	zaustavljen
sergio	sergio
valais	valais
sllovakia	slovačka
larry	larry
maji	maj
maji	feat
phil	phil
munden	može
vërtetohet	dokazana
atomi	atom
boshnjake	bosanac
boshnjake	bosanski
boshnjake	bošnjački
boshnjake	bošnjak
boshnjake	bošnjačka
zbulohet	otkriveni
zbulohet	otkrivene
zbulohet	otkrivena
zbulohet	otkriven
zbulohet	otkrio
zbulohet	otkrili
gëzon	uživa
rrezikuar	ugrožena
rrezikuar	ugrozili
dialog	dijalog
ser	ser
misri	kukuruza
carmen	carmen
rrotullohet	vrti
lagësht	vlažne
frymëzim	inspiracija
aziatike	azijsko
aziatike	azijski
aziatike	azijske
aziatike	azijska
sjelljet	maniri
aristoteli	aristotel
moshave	vijek
moshave	godišta
mbledh	prikupljanje
mbledh	prikuplja
syrin	oka
syrin	oko
agimi	dawn
agimi	zore
agimi	zora
paraardhësi	prethodnik
paraardhësi	predak
mises	mises
siperfaqe	površine
siperfaqe	površina
dollari	dolar
dass	dass
que	que
pajisja	uređaj
pajisja	uređaji
laike	sekularnog
laike	sekularna
fronit	dauphin
buda	budo
senator	senator
dimensione	dimenzije
vula	pečat
vula	pečat
shpëton	spašava
ankara	ankara
tamil	tamilski
vittorio	vittorio
prodhoi	proizveo
prodhoi	proizvela
buta	meka
buta	meku
jasht	iz
jasht	out
albin	albin
vrasin	ubiju
vrasin	ubistvo
vrasin	kill
vrasin	ubi
vrasin	ubiti
përqëndruar	usmjereni
përqëndruar	fokusirana
vita	vita
kronikë	hronika
arra	nuts
prilli	april
lepuri	zec
deux	deux
karta	karte
karta	povelja
karta	karta
karta	kartica
gruri	pšenice
stadiumit	tribina
liberal	liberalne
liberal	liberalni
liberal	liberalna
fetë	religija
flori	zlato
mushkërive	pluća
buffon	buffon
komision	komisija
kilmister	kilmister
talenti	talenata
talenti	talenat
oskar	oskar
oskar	oscar
oskar	oskar
pluhur	prah
pluhur	praha
pluhur	prašine
pluhur	prašina
pluhur	prašinu
hamza	hamza
vrasjet	ubistvima
vrasjet	ubistava
vrasjet	ubistva
vrasjet	ubistvima
vrasjet	ubistva
konfirmuar	potvrdila
konfirmuar	potvrdio
konfirmuar	potvrđeno
rrushi	grožđe
rrushi	loza
rrushi	grožđe
strategjik	strateške
strategjik	strateška
strategjik	strateški
argjentinas	argentinca
argjentinas	argentinac
kushtetutë	ustav
xml	xml
pacientët	pacijenti
pacientët	pacijentima
pacientët	pacijenata
pacientët	pacijente
zyrtarët	zvaničnici
kontaktet	kontakti
kurrizore	kičme
stalin	staljin
dizajnuar	dizajniran
domate	paradajz
domate	paradajz
zhdukjen	izumiranje
pronari	vlasnik
papua	papua
pjes	dio
performanca	nastup
vizitohet	posjetili
vizitohet	posjetila
vizitohet	posjetio
zhvillimeve	dešavanja
catherine	catherine
catherine	katarina
kristian	hrišćanski
kristian	christian
kristian	hrišćanska
kristian	kršćanska
kristian	hrišćanin
kristian	kristijan
kristian	kristian
nilit	nil
roshi	roshi
troje	trojanski
fra	fra
binar	binarni
gaudi	gaudí
destinacion	odredište
destinacion	destinacija
detyrimeve	obaveza
kapituj	poglavlja
përafërt	približnu
përveq	osim
anglo	anglosaksonski
anglo	anglo
steven	steven
bursa	bursa
bursa	stipendije
dardania	dardania
sundues	vladari
heshtur	tiha
komik	strip
qershori	juni
zëvendësohet	zamijenio
zëvendësohet	zamijenjeni
ieee	ieee
adresën	adresa
armiq	neprijateljima
armiq	neprijatelji
armiq	neprijatelja
namaz	namaz
namaz	molitva
provoi	dokazali
roje	čuvari
roje	garda
ujku	wolf
ujku	vuk
ujku	vuka
odiseu	odisej
blerjen	nabavku
blerjen	kupovina
deklaratën	deklaracija
deklaratën	proglašenje
got	imam
got	got
got	dobio
got	dobila
toma	toma
walker	walker
qelizë	ćelija
jahja	jahja
unix	unix
njoftuar	obavijestila
njoftuar	najavljeno
njoftuar	najavio
njoftuar	objavio
njoftuar	objavili
prerje	rez
prerje	smanjila
prerje	rezovi
prerje	rezova
prerje	rezove
transportin	prijevoz
transportin	prevoz
transportin	transport
nice	nice
atmosfera	atmosfera
atmosfera	atmosferu
pranimin	prihvatanje
pranimin	upis
pranimin	prijem
pranimin	prihvatanju
pranimin	prihvatanje
macedonia	makedonija
nigeria	nigerija
nigeria	niger
aksionet	dionica
aksionet	dijeli
nguyễn	nguyễn
hija	sjeni
kolonia	kolonija
rrënja	korijene
rrënja	korijenima
rrënja	korijeni
calvados	calvados
rroba	odjeća
rroba	odjeću
gas	gus
gas	plin
harku	arch
harku	sedžde
harku	luk
virtuale	virtualna
virtuale	virtuelna
virtuale	virtualni
mistike	mystic
klasifikuar	klasificirane
klasifikuar	klasifikovan
bankë	banka
bandat	bande
mbrenda	unutrašnjost
mbrenda	unutar
nënshkrimi	potpisivanje
nënshkrimi	potpis
internacionale	međunarodno
internacionale	međunarodni
internacionale	international
bishti	rep
vezët	jaja
mio	mio
shtrirjes	poravnanja
charlie	charlie
çaji	čaj
ambient	okruženju
ambient	okoliš
ambient	sredina
ambient	okolina
ambient	okruženje
murcia	murcia
duhani	duhan
duhani	duhana
duhani	pušenje
dhomat	komora
dhomat	komore
dhomat	sobe
mjeti	alat
mjeti	vozilo
duheshin	potrebni
duheshin	potrebno
duheshin	potrebna
duheshin	potreban
duheshin	potrebne
pragë	prag
pranimi	upis
pranimi	prijem
pranimi	prihvatanje
pranimi	pristupanje
rekordi	rekord
rekordi	rekordno
rekordi	bilježe
rekordi	rekordnih
dikë	neko
krenari	ponos
limit	ograničavaju
limit	ograničenje
efektiv	efikasan
efektiv	efikasno
ulje	smanjenja
ulje	smanjenje
doc	doc
substancë	supstanca
substancë	materija
substancë	supstance
bisedime	razgovori
bisedime	pregovori
matt	met
matt	matt
gentiana	gentiana
lehtësuar	olakšano
lehtësuar	ublažili
lehtësuar	olakšavaju
baltë	blato
baltë	dirt
ndjekësit	sljedbenici
ndjekësit	sljedbenika
manastiret	manastire
tur	turneja
tur	tour
investime	ulaganja
investime	investicija
investime	investicije
investime	investicija
sofje	sofija
zall	pesak
zall	pijeska
sferat	sfere
maliq	malik
rifat	rifat
hrsg	hrsg
alberta	alberta
hotspur	hotspur
virus	virus
kuptuarit	shvatanje
kuptuarit	razumijevanje
asim	asim
çek	češki
fond	fond
organizmat	organizmi
organizmat	organizme
territorial	teritorijalnoj
territorial	teritorijalni
territorial	teritorijalna
territorial	teritorijalne
portokalli	orange
portokalli	narandžasta
sarthe	sarthe
antigua	antigua
utype	utype
margarita	margarita
rrotullimi	rotacija
luc	luc
bisedë	razgovor
bisedë	chat
dekorata	nagrade
xhon	john
detajet	opširnije
detajet	detalje
detajet	detalji
djathë	sir
mëkatet	grijeha
mëkatet	grijesi
mëkatet	grijehe
angazhimin	opredjeljenje
angazhimin	opredjeljenja
angazhimin	posvećenost
angazhimin	obaveza
balkan	balkanski
balkan	balkan
balkan	balkanska
nderime	počasti
nderime	počasti
protesta	protest
protesta	proteste
protesta	protesti
qeramikës	keramika
dobishëm	koristan
dobishëm	saradnici
dobishëm	korisno
dobishëm	korisni
dobishëm	korisne
dobishëm	korisna
oferta	nastojanje
oferta	ponude
oferta	nudi
oferta	ponuda
konfirmoi	potvrdila
konfirmoi	potvrdio
konfirmoi	potvrđeno
level	nivo
hekurudha	željeznice
hekurudha	željeznički
hekurudha	željeznice
hekurudha	željeznica
hekurudha	željeznice
hekurudha	željeznički
hekurudha	pruga
host	računar
operacion	operacija
operacion	hirurgija
shkretëtira	pustinja
shkretëtira	pustinja
salihu	salih
salihu	salih
sinonim	sinonim
mubarak	mubaraka
mubarak	mubarak
kujtesa	sjećanje
kujtesa	uspomena
kujtesa	pamćenje
kujtesa	memorija
kujtesa	memorije
kujtesa	memorijski
biografinë	biografija
thüringen	thüringen
vuante	pretrpjela
argjend	srebro
robinson	robinson
transformimi	transformacija
transformimi	transformacije
transformimi	transformaciju
përmbi	iznad
krim	kriminal
psikologjia	psihologija
rrobat	odjeća
rrobat	odjeću
gëzimi	radost
shkurtimisht	nakratko
katolikët	katolici
informuar	obavijestio
bibliotekë	biblioteka
idea	ideja
analizuar	analizirali
analizuar	analiziraju
analizuar	analizira
kalorësit	vitezova
kalorësit	jahači
kalorësit	konjanika
miti	mit
zbulime	otkrića
ice	led
tvsh	pdv
tvsh	vat
identiteti	identitet
identiteti	identiteta
padukshme	nevidljivi
padukshme	nevidljivog
kurorën	kruna
kurorën	krunu
tragjedi	tragedija
botticelli	botticelli
donatello	donatello
udhëtime	putovanje
udhëtime	putovanja
udhëtime	putujući
antarë	članovi
minnesota	minnesota
zbulim	izviđačka
zbulim	otkriće
simboleve	simboli
simboleve	simbola
përfaqësohet	zastupljena
përfaqësohet	predstavljao
përfaqësohet	predstavljena
uria	glad
uria	glad
nëntëmbëdhjetë	nineteen
primar	primarna
primar	primarni
saud	saud
përmendin	navode
gjueti	lov
gjueti	lov
vartësi	zavisnosti
vartësi	zavisnost
nokia	nokia
carrara	carrara
mallra	dobara
mallra	robu
mallra	roba
mallra	dobara
dëshmorë	šehida
përshtatet	odgovara
përshtatet	uklapa
luna	luna
fokusuar	usmjereni
fokusuar	fokusirana
shpërthim	eksplozija
shpërthim	eksplozija
shpërthim	blast
shpërthim	eksplozije
dele	ovca
dele	ovce
lug	lug
pyetja	pitanje
efikase	efikasno
efikase	efikasnom
efikase	efikasan
efikase	efikasna
shpërthimi	eksplozija
shpërthimi	blast
shpërthimi	eksplozije
shpërthimi	eksplozija
angelo	angelo
hebrenj	jevreji
ftohet	hladno
ftohet	cools
ndershëm	honest
ming	ming
armene	armenski
alejandro	alejandro
ekzistues	postojeće
ekzistues	postojećim
ekzistues	postojećih
ekzistues	postojeći
lidhi	povezano
lidhi	povezani
lidhi	povezane
lidhi	povezana
ekologjike	ekološka
luli	luli
rërë	pesak
rërë	pijeska
lutjet	molitvi
lutjet	molitve
bello	bello
hamit	hamit
mençur	smart
mençur	pametan
vullnet	will
vullnet	će
vullnet	ce
funksional	funkcionalna
benito	benito
sinqertë	čistih
sinqertë	honest
matje	mjerenje
trans	trans
gjalle	živa
podgoricës	podgorica
mposht	poraz
mposht	poraza
peshkimi	ribolov
kushton	košta
kushton	troškovi
kompetencat	nadležnosti
ala	ala
sarah	sarah
sarah	sara
tokyo	tokio
rrënuar	haran
utah	utah
duhan	duhan
duhan	duhana
mouse	miš
dëshmitar	svjedok
mbajtja	imajući
mbajtja	drže
mbajtja	holding
opinion	mišljenje
burgjet	zatvora
murgjit	monasi
vrasës	ubicu
vrasës	ubica
vrasës	ubice
vrasës	ubicama
vrasës	ubica
mari	marie
mari	mari
mari	mari
priftërinjtë	sveštenici
episodi	epizode
episodi	epizoda
presidencial	predsjednički
reka	reka
ekspert	stručna
ekspert	ekspertni
ekspert	stručni
ekspert	stručnjak
ekspert	ekspert
yndyrë	masti
yndyrë	fat
yndyrë	debela
yndyrë	masnoća
yndyrë	masnoće
kosto	trošak
sha	sha
dëshironi	žele
frymëmarrjes	respiratorni
letonia	latvija
mahmut	mahmud
mahmut	mahmut
zërat	glasine
zërat	glasovi
normë	stopa
trashëgimtar	nasljednik
trashëgimtar	naslednika
kufizimet	ograničenja
kufizimet	ograničenjima
kufizimet	ograničenja
kufizimet	ograničenja
gjykim	sud
gjykim	sudnji
procedurat	procedura
procedurat	procedure
wie	wie
qiej	nebesa
dhuna	nasilje
furrë	peć
furrë	peć
furrë	pec
gana	gana
kopshte	bašče
kopshte	bašti
rrjete	mreže
rrjete	mreža
dhëmbët	zube
dhëmbët	zuba
dhëmbët	zubi
dhëmbët	zubima
pokémon	pokémon
ëndrrat	sanja
ëndrrat	snovi
muslim	muslim
muslim	musliman
vizatime	crtežima
vizatime	crteži
dushku	dushku
dushku	hrast
dushku	oaks
dizajn	dizajn
rfc	rfc
luftëtari	ratnik
luftëtari	borac
charlotte	charlotte
wall	zid
krahasohet	poređenje
krahasohet	porede
krahasohet	poredi
protestat	proteste
protestat	protesti
detyre	dužnosti
detyre	dužnost
ndalimin	zaustavljanje
rreshta	redova
rreshta	linije
thyerjes	rupture
domenico	domenico
hua	hua
hardware	hardversko
kolegët	kolege
kolegët	saradnici
alto	alto
mosmarrëveshje	neslaganje
mosmarrëveshje	neslaganjima
mosmarrëveshje	neslaganja
nazistët	nacističke
nazistët	nacista
nazistët	nacistička
nazistët	nacistički
nazistët	nacisti
gushti	august
beaumont	beaumont
nick	nik
nick	nick
arsimuar	obrazovana
arsimuar	obrazovani
hoq	uklonjena
qetësi	tišina
identifikohet	identificiran
identifikohet	identificirao
identifikohet	identificirale
identifikohet	identificirani
sherif	sherif
sherif	šerif
psikologji	psihologija
virtual	virtualna
virtual	virtuelna
virtual	virtualni
dempsey	dempsey
akademi	akademija
butani	butana
nancy	nancy
emiratet	emiratima
emiratet	emirates
emiratet	emirata
houston	houston
moralin	moral
kalim	prolaz
kalim	prelaz
kalim	prijelaz
kalim	prelaza
kalim	prenošenja
fjali	kaznu
fjali	rečenica
fjali	kazna
fjali	presudom
tren	voz
kanadeze	kanadski
marksiste	marksistička
evoluar	razvio
evoluar	evoluirala
evoluar	evoluirao
evoluar	evoluirali
evoluar	razvijen
lëshohet	izdat
lëshohet	izdana
lëshohet	izdale
lëshohet	izdata
lëshohet	izdali
tragjedia	tragedija
kokat	glava
bilbao	bilbao
gdp	bdp
metalet	metal
metalet	metale
metalet	metali
far	svjetionik
ciudad	ciudad
violeta	violeta
violeta	violet
gojës	usta
feat	feat
vuajtjet	patnja
vuajtjet	stradanja
vuajtjet	patnje
vuajtjet	pate
vuajtjet	muke
vuajtjet	pati
krimi	mafijaškog
krimi	kriminal
transmetues	predajnika
medina	medina
fëmijëri	djetinjstvo
bashkangjitur	pripajanje
astronomike	astronomski
astronomike	astronomska
astronomike	astronomske
gram	gram
gram	grama
strategji	strategije
strategji	strategija
strategji	strategijom
strategji	strategija
humor	raspoloženje
rrethon	okolne
rrethon	okolnim
qena	qena
amazon	amazon
mime	mime
shpenzuar	potrošio
shpenzuar	proveo
ndarjet	podjele
ndarjet	podjela
ndarjet	dionica
ndarjet	dijeli
delta	delta
fshehurazi	tajno
operatori	operatora
operatori	operater
nesër	sutra
vrimat	rupe
vrimat	rupa
shpatet	padine
shpatet	obroncima
ekonomikisht	ekonomski
marciale	borilačkih
marciale	borilačke
zela	zela
shprehu	izraženo
menaxheri	rukovodilac
bjellorusia	bjelorusija
lavdi	slava
dashuruar	crush
antar	član
antar	članica
kinetike	kinetička
monetar	monetarna
bild	bild
agjenci	agencija
agjenci	agencije
rauf	rauf
kohëzgjatja	trajanja
kohëzgjatja	trajanje
civilë	civilno
civilë	civilna
civilë	civilni
civilë	civili
detyrueshme	obavezno
detyrueshme	obavezni
detyrueshme	obavezan
autonomi	autonomiju
autonomi	samostalnost
autonomi	autonomija
sende	predmeta
sende	predmete
sende	stavke
sende	predmeti
angola	angole
pushimi	odmor
pushimi	poluvrijeme
vullneti	will
vullneti	će
vullneti	ce
patriotët	patriots
edukim	obrazovanje
statujat	statue
qarkullimi	tiraž
qarkullimi	opticaju
dekadat	decenijama
dekadat	decenija
përforcuar	ojačana
racionale	racionalno
delikate	suptilna
delikate	delikatne
dick	dick
mara	mara
skajet	rubovima
dëshmorët	šehida
kopshtet	bašče
kopshtet	bašti
largësia	udaljenost
largësia	domet
largësia	dometa
ángel	ángel
mbledhjet	sastanke
mbledhjet	sastancima
mbledhjet	sastanci
mbledhjet	sastanaka
mbledhjet	kolekcije
mbledhjet	zbirke
parime	principi
parime	princip
puse	vels
puse	wells
amator	amaterski
gjej	nalaz
gjej	nađe
gjej	pronalaze
gjej	pronaći
gjej	find
gjej	naći
asi	as
thellësisht	duboko
mirëmbajtjen	održavanje
vuajtje	patnja
vuajtje	stradanja
vuajtje	patnje
vuajtje	pate
vuajtje	muke
vuajtje	pati
wisconsin	wisconsin
protektorat	protektorat
jote	vaš
jote	tvoje
jote	your
roll	roll
modeste	skroman
modeste	humble
dërrmuese	klizište
dërrmuese	pretežna
jemen	jemen
thikë	nož
kërcënuar	zaprijetio
petrucci	petrucci
bundesarchiv	bundesarchiv
detajuar	detaljan
detajuar	detaljne
uljen	snižavanje
mancha	mancha
shkëmbim	razmjenu
shkëmbim	razmjena
dede	didi
dede	dede
low	niski
low	nizak
low	low
shirit	traka
kontribuoi	doprinijela
kontribuoi	doprinijeli
kontribuoi	doprinio
kontribuoi	doprinijelo
moderuar	umjerene
achillea	hajdučka
kos	jogurt
kos	kos
luiz	luiz
përzgjedhur	odabran
përzgjedhur	odabrano
përzgjedhur	odabrane
përzgjedhur	odabrana
