максимилијан	maximilian
групна	multiplayer
групна	gruppen
групна	grupp
групна	gruppera
ник	nick
ник	smeknamn
ник	nic
ник	nik
крсто	krsto
идол	idol
витамин	vitaminer
витамин	vitamin
одби	avvisat
одби	avböjde
одби	vägrade
одби	vägrat
одење	walking
одење	gående
одење	vandrande
одење	promenerar
одење	promenad
граѓанин	medborgaren
граѓанин	medborgare
материјална	material
материјална	materiellt
комесар	kommissionär
комесар	polismästaren
професионалец	professionella
професионалец	professionell
професионалец	professionellt
професионалец	pro
професионалец	proffs
декларацијата	förklaring
декларацијата	deklarationen
декларацијата	försäkran
декларацијата	deklaration
религиски	religiöst
религиски	religiösa
религиски	religiös
припаѓал	tillhörde
брегови	stränder
брегови	kuster
индекси	index
мајмуни	apor
мајмуни	aporna
спартак	spartacus
спартак	spartak
докторат	doktorsexamen
докторат	doktorsgrad
докторат	doktorsexamen
верувањето	tron
верувањето	tro
верувањето	övertygelse
моќност	kraft
моќност	makt
моќност	power
артисти	artister
артисти	konstnärer
врзани	bundna
врзани	bundet
врзани	bunden
врзани	bindas
врзани	bundna
врзани	bundet
врзани	bunden
врзани	fastbunden
англо	anglo
клун	näbb
празен	tomma
празен	tomt
празен	tom
празен	blanka
празен	tomt
празен	blankt
празен	blank
протеини	protein
протеини	proteiner
тирено	tirreno
мастејн	mustaine
михаел	mikael
михаел	michael
тел	tel
стразбур	strasbourg
предвидување	förutsägelse
предвидување	prognosen
предвидување	prognos
лил	lil
лил	lille
длабоки	djup
длабоки	djupa
длабоки	deep
длабоки	djupt
барбара	barbara
осло	oslo
пристигнува	ankommer
пристигнува	anländer
пристигнува	anlända
пристигнува	anländer
пристигнува	inkommande
армстронг	armstrong
цветови	flowers
цветови	blommor
цветови	blommar
руси	ryssar
бесплатно	gratis
бесплатно	fri
бесплатно	free
бесплатно	ledig
бесплатно	fritt
бесплатно	fria
милтон	milton
задоволи	tillfredsställa
задоволи	uppfylla
фрлање	kasta
фрлање	kastar
фрлање	kast
фрлање	kasta
фрлање	kastar
фрлање	slänga
припаѓале	tillhörde
гари	garry
гари	gary
милошевиќ	milosevic
базен	poolen
базен	pool
базен	biljard
капацитети	anläggningar
капацитети	faciliteter
капацитети	kapacitet
грос	gross
грос	brutto
рус	rus
учествуваа	visade
учествуваа	utvalda
учествуваа	utvalt
учествуваа	deltagit
учествуваа	deltog
учествуваа	medverkade
одраз	återspeglar
одраз	återspegla
одраз	reflektera
одраз	spegla
одраз	eftertanke
одраз	reflektion
одраз	spegelbild
шарлот	charlotte
ататурк	atatürk
хумор	humor
хумор	humor
работничка	arbetare
работничка	arbetstagare
католици	katoliker
наклон	luta
наклон	lutning
утро	godmorgon
утро	morgon
утро	morning
мис	saknar
мис	fröken
мис	miss
сооднос	förhållande
сооднос	kvot
сооднос	ratio
реми	remy
реми	remi
претставништво	representation
претставништво	representationen
пазарите	marknaderna
пазарите	marknader
планетите	planeterna
планетите	planeter
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	brun
кафеава	bruna
кафеава	brunt
кафеава	brown
уганда	uganda
брана	dam
брана	dammen
брана	damm
украси	prydnadsföremål
украси	utmärkelser
украси	dekorationer
привремена	tillfällig
привремена	temporär
привремена	tillfälliga
привремена	temporärt
привремена	tillfälligt
привремена	vikarie
драстично	drastiskt
адријатико	adriatico
неопходни	nödvändigt
неопходни	nödvändig
неопходни	nödvändiga
половината	midjan
половината	midja
половината	halvt
половината	half
половината	hälften
половината	halva
половината	halv
изолирани	isolerade
изолирани	isolerat
изолирани	isolerad
откри	avslöjades
откри	avslöjad
откри	avslöjas
откри	avslöjade
откри	avslöjat
френклин	franklin
бродовите	fartyg
бродовите	skepp
бродовите	ferries
бродовите	färjor
предупредување	varning
кршење	kränkning
кршење	överträdelse
кршење	bryter
кршење	bryta
државјанство	medborgarskap
предци	förfäder
натписи	artiklar
натписи	artiklarna
харисон	harrison
леви	levi
обама	obamas
обама	obama
раскажувач	historieberättare
осветлување	belysning
прославата	firande
славко	slavko
експериментални	experimentellt
експериментални	experimentell
експериментални	experimentella
масти	fet
масти	fett
масти	tjock
семејствата	familjer
паскал	pascal
пипин	pippin
вавилон	babylon
скандинавија	skandinavien
обреди	iakttagande
обреди	smörjelsen
сакаше	älskade
сакаше	älskad
сакаше	sökes
конкретно	konkret
конкретно	specifikt
роберто	roberto
бетмен	batman
правник	jurist
правник	advokat
манифестација	manifestation
запишување	skrivande
запишување	skrift
запишување	skrivning
запишување	skriva
запишување	skriver
тропски	tropisk
тропски	tropiska
тропски	tropiskt
пит	pete
ненадејно	plötsligt
ненадејно	plötsligt
ненадејно	plötsliga
ненадејно	plötslig
ненадејно	abrupt
ацо	aco
дебелина	fetma
дебелина	övervikt
дебелина	tjocklek
евангелие	evangelium
ловат	jaga
ловат	jakt
ловат	hunt
ловат	jagar
фридман	friedman
волк	varg
волк	wolf
волк	vargen
бањи	spa
бањи	badrum
бањи	toaletter
бањи	badkar
распад	förfall
распад	förfallet
распад	sönderfall
господин	herrn
господин	mister
господин	gentleman
прилики	tillfällen
грама	gram
сместување	boende
сместување	inkvartering
сместување	logi
крила	vingar
крила	wings
курт	kurt
курт	curt
регионална	regionala
регионална	regional
регионална	regionalt
боуви	bowie
пушки	gevär
пушки	vapen
пушки	pistoler
пушки	gevär
умерена	tempererade
умерена	måttliga
умерена	måttligt
умерена	moderata
умерена	måttlig
умерена	moderat
цивилизации	civilisationer
цивилизации	civilisationer
болни	smärtsamt
болни	smärtsamma
болни	smärtsam
болни	sjuka
болни	sjuk
болни	sjukt
лаос	laos
отон	otho
полот	kön
гравитација	gravitation
памук	pamuk
памук	bomull
памук	cotton
редовна	regelbundet
редовна	regelbundna
редовна	regelbunden
редовна	ordinarie
олимпија	olympia
олимпија	olympias
погодни	bekvämt
погодни	bekväm
клинтон	clinton
учеснички	medverkande
учеснички	deltar
учеснички	deltagande
учеснички	deltagare
учеснички	deltagarna
варна	varna
валути	valuta
валути	valutan
валути	valutor
валути	valutorna
дно	botten
дно	nedre
дно	nerifrån
дно	botten
дно	bottnar
бега	flyr
среќен	glada
среќен	grattis
среќен	lycklig
среќен	nöjd
среќен	lyckliga
среќен	glad
постава	konfrontation
азиски	asiatisk
азиски	asiatiska
азиски	asiatiskt
идентични	identiskt
идентични	identisk
идентични	identiska
поканети	bjuden
поканети	inbjudna
поканети	bjöd
поканети	inbjuden
сведок	vittne
сведок	bevittna
сведок	bevittnat
сведок	bevittnade
арапска	arab
арапска	arabisk
арапска	arabiska
уста	mun
уста	munnen
хив	hiv
дилан	dylan
антиохија	antiokia
болката	smärta
болката	pain
болката	smärtor
болката	värk
управувани	hanteras
управувани	hanterade
управувани	lyckades
управувани	förvaltade
вработен	anställd
вработен	medarbetare
вработен	anställd
вработен	sysselsatta
вработен	sysselsatt
стручно	experten
стручно	sakkunnig
стручно	expert
ладен	lastat
ладен	lastad
ладен	laden
бернард	bernard
бернард	bernhard
девојче	flicka
девојче	tjej
мајнц	mainz
сценарист	manusförfattare
моќни	kraftfull
моќни	mäktiga
моќни	mäktig
моќни	mäktigt
реда	raderna
реда	rader
мисисипи	mississippi
добиена	vunna
добиена	won
добиена	vunnit
добиена	vann
преспанско	prespa
мигел	miguel
чуда	mirakel
чуда	underverk
покани	inbjudningar
покани	inbjuda
покани	bjuda
покани	inbjudan
покани	inbjuder
покани	inbjudningar
робот	robot
одредби	bestämmelser
одредби	avsättningar
рамен	platt
рамен	platta
рамен	lägenhet
рамен	flat
гледал	tittat
гледал	tittade
гледал	bevakade
гледал	såg
обележја	sevärdheter
обележја	landmärken
детално	detaljerade
детално	detaljerat
детално	detaljerad
детално	utförlig
детално	detalj
предаваат	undervisa
предаваат	undervisar
предаваат	lära
предаваат	lär
модни	fashion
модни	mode
имплементација	genomförande
имплементација	implementering
имплементација	genomförandet
сини	blå
сини	blue
сини	blåa
сини	blått
пијалаци	dryck
пијалаци	dryck
пијалаци	drycker
пијалаци	dryck
пијалаци	drycker
пијалаци	drinkar
онтарио	ontario
нивите	damma
додатни	ytterligare
ген	gene
ген	gen
ген	genen
ген	gen
капабланка	capablanca
штети	skador
штети	skadestånd
штети	skador
штети	skada
веста	vesta
антониј	antonius
континенти	kontinenter
континенти	världsdelar
надмине	övervinner
надмине	överträffa
надмине	överstiga
надмине	överskrider
надмине	överskrida
надмине	överträffa
надмине	övervinna
ризици	risker
трик	trick
трик	bus
трик	tricket
придружен	åtföljda
придружен	åtföljs
придружен	åtföljdes
емоции	känsla
емоции	känslor
емоции	känslor
тери	terri
тери	teri
тери	terry
бич	beech
бич	stranden
бич	beach
бич	strand
доминантен	dominanta
доминантен	dominant
доминантен	dominerande
судење	rättegången
судење	prövning
судење	rättegång
протестанти	protestanter
протестанти	demonstranter
исполнет	fyllda
исполнет	ifylld
исполнет	fyllt
исполнет	fylld
конференции	konferensen
конференции	konferens
конференции	konferenserna
конференции	konferenser
пирин	pirin
мажот	maken
мажот	make
татковината	fosterland
татковината	fosterlandet
избегнува	undviker
заклучоци	fynd
заклучоци	slutsatser
заклучоци	slutsatserna
кабинет	kabinettet
кабинет	skåpet
кабинет	kabinett
кабинет	skåp
кабинет	regeringen
зачуван	räddade
зачуван	sparade
зачуван	sparat
зачуван	räddad
зачуван	sparad
арагон	aragonien
значителна	avsevärd
значителна	betydande
значителна	ansenliga
значителна	avsevärda
значителна	ansenlig
значителна	avsevärd
значителна	signifikanta
значителна	betydelsefull
значителна	avsevärd
значителна	signifikant
значителна	betydande
сончев	soligt
сончев	solig
сончев	soliga
здраво	hallå
здраво	hello
здраво	hej
здраво	hejsan
корпорација	corporation
радијација	strålning
анимација	animering
собрал	samlades
собрал	samlat
собрал	samlad
собрал	samlade
помогнале	hjälpte
помогнале	hjälpt
неутрони	neutroner
краков	krakow
едвај	knappt
едвај	knappast
едвај	knappt
зегеберг	segeberg
одеднаш	plötsligt
одеднаш	plötsligt
одеднаш	plötsliga
одеднаш	plötslig
ферари	ferraris
ферари	ferrari
прописи	förordningar
прописи	föreskrifter
прописи	förordningarna
прописи	reglering
прописи	förordningen
прописи	förordning
премиери	premiärer
дуран	durant
дуран	duran
кремљ	kreml
распон	span
кромид	lökar
кромид	lök
кромид	lök
мередит	meredith
продукт	produkten
продукт	produkt
пролог	prolog
античко	antiken
свесни	medvetet
свесни	medveten
свесни	medvetna
свесни	medvetande
свесни	medvetna
свесни	medveten
висорамнина	högländerna
освојувач	erövrare
викиликс	wikileaks
налог	fullmakt
започната	lanseras
започната	lanserades
започната	lanserade
започната	inledde
задоволува	tillfredsställer
југословенска	jugoslaviska
џеф	jeff
подигање	boot
подигање	stövel
подигање	uppstart
подигање	höj
подигање	höja
подигање	höjning
подигање	uppfostra
подигање	höjning
мак	mac
мак	mack
мак	mak
колона	kolumn
колона	spalt
колона	kolonn
нијанси	nyanser
нијанси	solglasögon
нијанси	nyanser
облаци	molnen
облаци	moln
адамс	adams
шират	spridning
шират	sprider
шират	sprida
самоа	samoa
иновации	innovationer
иновации	nyskapande
иновации	innovationer
иновации	innovation
топла	hett
топла	hot
топла	snygg
топла	heta
топла	varmt
топла	varma
топла	varm
топла	värma
топла	varmt
заинтересиран	intresserad
заинтересиран	intresserade
спроведени	implementeras
спроведени	genomförda
спроведени	genomförd
спроведени	genomföras
спроведени	genomfört
корпорации	bolag
тропските	tropikerna
соработувал	samarbetat
спротивна	motsatsen
спротивна	mittemot
спротивна	motsatt
спротивна	motsatta
забави	fester
забави	parter
забави	partier
забави	parterna
грло	strupe
грло	hals
грло	halsen
потсетува	påminns
потсетува	påminner
бизниси	företag
теоретичар	teoretiker
жорж	georges
моќен	mäktiga
моќен	mäktige
моќен	mäktigt
моќен	kraftfull
моќен	mäktiga
моќен	mäktig
моќен	mäktigt
воспоставена	fastställd
воспоставена	etablerade
воспоставена	inrättad
воспоставена	etablerad
воспоставена	etablerat
зими	vintrar
зими	winters
пилот	piloten
пилот	pilot
линколн	lincoln
вируси	viral
вируси	virus
вируси	virus
свесен	medvetna
свесен	medveten
свесен	medvetet
свесен	medveten
свесен	medvetna
свесен	medvetande
криви	kurvor
витез	riddare
витез	knight
витез	springare
печатени	tryckt
печатени	tryckta
осигура	säkerställa
нагласува	betonar
искористување	exploatering
искористување	utnyttjande
рајх	riket
рајх	rikets
додадена	tillagda
додадена	tillagt
додадена	tillagd
додадена	tillsatt
семиња	frön
семиња	frö
семиња	utsäde
интервјуа	intervjuer
интервјуа	intervjuerna
браната	dam
браната	dammen
браната	damm
вагнер	wagner
рејчел	rachael
рејчел	rachel
рамна	platt
рамна	platta
рамна	lägenhet
рамна	flat
предвидено	förutsåg
предвидено	förutspådde
предвидено	förutsett
предвидено	förutspått
санчез	sanchez
санчез	sánchez
извршувањето	avrättning
извршувањето	verkställande
извршувањето	utförande
декади	årtionden
декади	decennier
забранети	förbjudna
забранети	förbjuden
забранети	förbjudet
забранети	förbjudna
забранети	förbjuden
забранети	förbjudet
забранети	förbjudna
забранети	förbjuden
забранети	förbjudet
забранети	spärrad
чудно	krångligt
чудно	besvärligt
чудно	pinsamt
чудно	märkligt
чудно	konstig
чудно	konstigt
чудно	skumt
чудно	konstig
чудно	konstigt
чудно	udda
чудно	odd
писменост	läskunnighet
џефри	geoffrey
џефри	jeffrey
пијалоци	dryck
пијалоци	drycker
пијалоци	drinkar
тактика	taktik
тактика	taktik
кастро	castros
кастро	castro
одри	audrey
поплави	översvämning
поплави	översvämningarna
поплави	översvämningar
поплави	översvämning
поплави	översvämningar
поплави	översvämning
поплави	översvämningar
тринидад	trinidad
архиепископот	ärkebiskop
архиепископот	ärkebiskopen
извоз	exporterar
извоз	export
извоз	exporterar
извоз	exportera
извоз	export
благоевград	blagoevgrad
единбург	edinburgh
единбург	kapstaden
тесна	trångt
тесна	tight
тесна	snäv
тесна	hårt
багдад	bagdad
доминираат	dominerar
доминираат	dominera
ката	kata
ката	våningar
ката	golv
аризона	arizona
масла	oljor
организирано	organiserat
организирано	organiserade
организирано	organiserad
класифицирани	klassificerat
класифицирани	klassificeras
класифицирани	klassificerade
ривали	rivaler
советници	rådgivare
советници	rådsmedlemmar
лажни	falska
лажни	falskt
лажни	fake
опозицијата	motstånd
опозицијата	oppositionen
опозицијата	invändning
опозицијата	opposition
евентуално	eventuellt
евентуално	möjligen
евентуално	möjligtvis
кук	cook
кук	kock
изработката	utarbetande
битерфелд	bitterfeld
полк	regemente
полк	regementet
полк	polk
лоара	loire
просторија	rummet
просторија	rum
моделите	mönster
соседи	grannar
соседи	grannarna
соседи	grannländer
соседи	grannar
неделно	veckans
неделно	veckan
неделно	veckovis
неделно	vecka
базирано	baserad
базирано	baserade
базирано	baserat
дамаск	damaskus
бруно	bruno
повторува	upprepas
повторува	upprepar
хал	hal
черепот	skallen
черепот	skalle
паѓаат	faller
паѓаат	sjunkande
паѓаат	fallande
плажи	stränder
плажи	stränderna
таблички	plåtar
таблички	tallrikar
таблички	plattor
делфин	delfin
делфин	dolphin
делфин	delphine
канцеларии	kontor
канцеларии	kontoren
одиграно	lekte
одиграно	spelat
одиграно	spelas
одиграно	spelade
одиграно	spelades
инструкции	instruktioner
инструкции	anvisning
инструкции	instruktion
инструкции	instruktioner
инструкции	anvisningar
придонесуваат	bidra
чувар	väktare
чувар	guardian
чувар	vårdnadshavare
чувар	förmyndare
чувар	vakta
чувар	vakt
подобрува	förbättras
подобрува	förbättrar
потешкотии	svårighet
потешкотии	svårigheter
потешкотии	svårighetsgrad
потешкотии	svårigheter
нотација	notation
сончева	sol
сончева	solar
сончева	solenergi
судиите	domare
судиите	domarna
пречка	hinder
пречка	hindret
пречка	förhinder
поинаков	avvikande
поинаков	olika
поинаков	annorlunda
клинички	klinisk
клинички	kliniskt
клинички	kliniska
клинички	kliniskt
именка	substantiv
отворања	öppningar
вообичаени	brukligt
вообичаени	sedvanligt
вообичаени	vanligt
вообичаени	vanliga
купува	köper
измислени	uppfann
измислени	påhittad
измислени	uppfanns
измислени	påhittad
измислени	fiktiv
измислени	fiktiva
континентот	världsdel
континентот	kontinent
континентот	kontinenten
ерп	earp
фан	fläkt
фан	beundrare
фан	fan
синовите	sons
синовите	söner
синовите	söners
алесандро	alessandro
еквивалент	motsvarande
еквивалент	likvärdigt
еквивалент	likvärdiga
еквивалент	likvärdig
еквивалент	ekvivalent
придружува	medföljer
трчање	springa
трчање	running
трчање	löpning
трчање	kör
трчање	rinnande
комуницираат	kommunicera
комуницираат	kommunicerar
драматург	dramatiker
означен	märkta
роџерс	rogers
духовен	andliga
духовен	själslig
духовен	andlig
духовен	andligt
бенџамин	benjamin
лиги	ligor
арт	art
арт	konsten
арт	konst
рудник	mina
рудник	mitt
рудник	mine
рудник	gruva
рудник	min
кажа	kaja
минимална	minimalt
минимална	minst
минимална	minimum
минимална	minsta
минимална	minimala
минимална	minimal
минимална	minimalt
минимална	min
чаир	čair
реален	realistisk
реален	realistiska
реален	realistiskt
чистење	städning
чистење	rensning
чистење	städar
чистење	rengöring
самоил	samuel
елстер	elster
прованса	provence
купувачот	köpare
купувачот	köparen
монарх	monark
омилен	favorit
омилен	favoriten
омилен	favorit
одразува	speglade
одразува	återspeglas
одразува	återspeglade
одразува	speglas
одразува	reflekteras
одразува	avspeglar
одразува	återger
одразува	återspeglar
одразува	reflekterar
тежи	väger
пресврт	twist
пресврт	vrida
хармонија	harmoni
хармонија	harmony
жил	jules
жил	gilles
портали	portaler
едгар	edgar
обновено	återupplivas
обновено	återupplivade
обновено	förnyats
обновено	förnyat
обновено	förnyad
обновено	förnyade
обновено	återställts
обновено	återställd
обновено	återställt
минг	ming
грејс	nåd
грејс	grace
постол	pella
стрипови	serier
стрипови	komiker
стрипови	serietidningar
заслуга	kredit
заслуга	credit
сајмон	simon
крие	döljer
крие	hudar
крие	dölja
крие	döljer
крие	gömmer
крие	gömma
сантјаго	santiago
губат	förlorar
губат	förlora
губат	förlorar
губат	förlora
губат	mista
дијалог	dialogen
дијалог	dialog
филипс	philips
филипс	phillips
картер	carter
елементот	elementet
елементот	element
нагло	skarpt
колумбо	columbus
колумбо	columbo
тигри	tigrarna
тигри	tigrar
тигри	tigers
самостоен	solo
добиен	uppnådda
добиен	framställda
добиен	erhållen
добиен	erhållna
добиен	erhållits
умрела	dog
умрела	dött
економии	ekonomierna
економии	ekonomier
комедии	komedier
терористи	terrorister
парламентарни	parlamentarisk
парламентарни	parlamentariska
рој	roy
рој	roj
рој	svärm
снабдување	leverans
снабдување	tillhandahållande
снабдување	försörjning
снабдување	utbud
стебло	träd
стебло	trädet
гази	ghazi
гази	gazi
обвинети	åtalade
обвинети	åtalad
обвинети	anklagades
обвинети	anklagad
обвинети	anklagas
обвинети	anklagade
обвинети	åtalad
обвинети	laddad
обвинети	debiteras
обвинети	åtalad
бот	bot
војводите	dukes
цска	cska
сакајќи	söker
феномени	fenomen
феномени	företeelser
затвори	stänga
затвори	nära
затвори	stäng
затвори	stängda
затвори	stängd
затвори	sluten
затвори	stängt
вакуум	vakuum
студентски	studenten
студентски	elev
студентски	studerande
студентски	student
братучед	kusinen
братучед	kusin
фасада	fasaden
фасада	fasad
лазаров	lazarov
присуствуваат	närvara
одигран	lekte
одигран	spelat
одигран	spelas
одигран	spelade
одигран	spelades
спротивност	motsatsen
спротивност	mittemot
спротивност	motsatt
спротивност	motsatta
продуценти	producenter
орлеанс	orleans
заминување	avresa
заминување	avgång
заминување	avfärd
мансфелд	mansfeld
миле	mile
миле	mil
миле	milen
одел	odell
фасо	faso
образовен	pedagogiskt
образовен	pedagogisk
клас	klass
клас	klassen
клас	clas
сена	senna
сена	seine
полови	kön
непријателот	fienden
непријателот	fiender
непријателот	fiende
повторување	återkommande
повторување	upprepning
повторување	upprepningar
повторување	repetition
повторување	upprepning
повторување	repetera
повторување	upprepar
повторување	upprepa
вотсон	watson
научи	läs
научи	lär
научи	lära
тропска	tropisk
тропска	tropiska
тропска	tropiskt
серверот	servern
серверот	server
релативна	relativ
релативна	relativt
релативна	relativa
релативна	släkting
томи	tommy
развивањето	utvecklande
развивањето	utvecklar
развивањето	utveckla
карпите	vrak
процедури	förfaranden
процедури	procedurer
духовни	andliga
духовни	själslig
духовни	andlig
духовни	andligt
безбедно	säkert
безбедно	kassaskåp
безбедно	säker
безбедно	säkra
постигнато	uppnått
постигнато	uträttat
постигнато	åstadkommit
постигнато	uppnådd
постигнато	uppnådda
постигнато	uppnådde
постигнато	uppnått
намерата	avsikten
намерата	avsikt
намерата	uppsåt
намерата	avsikter
намерата	avsikt
преостанатите	kvarvarande
преостанатите	återstår
преостанатите	återstående
преостанатите	resterande
велосипеди	cyklar
велосипеди	cyklar
уставна	konstitutionell
уставна	konstitutionella
ископувања	utgrävning
ископувања	utgrävningar
ископувања	gräver
монастир	monastir
олга	olga
стандардно	standardvärde
стандардно	standard
стандардно	standarden
стандардно	standard
американец	american
американец	amerikan
американец	amerikanskt
американец	amerikansk
американец	amerikanska
домаќини	värdar
одлучено	bestämde
одлучено	beslutade
одлучено	beslutat
одлучено	beslöt
контраст	kontrasten
контраст	kontrast
поен	score
поен	poäng
задачата	uppgift
дијагноза	diagnos
дијагноза	diagnoser
дијагноза	diagnostik
данлоп	dunlop
лоренцо	lorenzo
топки	bollar
топки	kulor
тргување	trading
тргување	handel
мој	mina
мој	mitt
мој	mine
мој	gruva
мој	min
испратена	skickas
испратена	skickade
испратена	skickat
испратена	skickad
туркменистан	turkmenistan
гледачите	tittare
гледачите	tittarna
бизмарк	bismarck
регулира	reglerar
регулира	reglera
регулира	reglerar
регистрација	registrering
регистрација	inskrivning
регистрација	registreringen
фатен	fångad
фатен	fångat
фатен	fångade
фатен	tillfångatagna
фатен	fångad
фатен	fångat
фатен	fångade
фатен	tillfångatagen
голдман	goldman
пожарот	blaze
хемичар	kemist
хрватскиот	kroatiska
горица	gorica
хелиум	helium
транзиција	övergång
транзиција	övergången
најмал	minsta
несреќи	olycksfall
несреќи	olyckor
несреќи	kraschar
апарати	apparat
апарати	anordningar
апарати	apparater
винчи	vinci
потешко	hårdare
потешко	svårare
верниците	troende
верниците	trofast
верниците	trogna
верниците	trogen
царица	kejsarinna
царица	kejsarinnan
издавачки	förlag
издавачки	publicering
издавачки	publicera
издавачки	utgivning
издавачки	publicerar
духовна	andliga
духовна	själslig
духовна	andlig
духовна	andligt
организаторите	organisatörerna
организаторите	organisatörerna
балкан	balkan
балкан	balkan
слог	stavelse
придавки	adjektiv
тенки	tunna
тенки	tunn
тенки	tunt
тенки	smal
претворање	konvertering
претворање	konverterar
претворање	konvertera
топење	smälter
топење	smältning
топење	smälta
топење	smälter
топење	smält
топење	smälta
странска	utrikes
странска	utländska
странска	utländsk
странска	utländskt
странска	främmande
глобална	globala
глобална	global
глобална	globalt
никеја	nicaea
другар	kamrat
другар	mate
другар	styrman
другар	kompis
другар	polaren
другар	buddy
другар	kompis
непријателски	fientlig
непријателски	fientligt
непријателски	fientliga
спорови	tvister
спорови	dispyter
подароци	gåvor
подароци	presenter
подароци	presenter
подароци	presenterar
подароци	julklappar
кривично	kriminella
кривично	kriminell
кривично	brottslig
кривично	brottsling
кривично	brottmål
трендови	trender
трендови	tendenser
комерцијална	reklamfilm
комерцијална	kommersiell
комерцијална	kommersiella
комерцијална	kommersiellt
јоханес	johannes
билки	plantor
билки	växter
билки	örter
консензус	konsensus
консензус	samstämmighet
консензус	samförstånd
лизинг	leasing
семитски	semitiska
буркина	burkina
соломон	solomon
соломон	salomo
тимор	östtimor
тимор	timor
сликање	tavla
сликање	målar
сликање	målning
миграција	invandring
миграција	migration
откуп	lösen
освојувања	erövringar
освојувања	erövring
освојувања	erövringar
металика	metallica
вулкански	vulkanisk
вулкански	vulcan
ферер	ferrer
пристаништа	hamnar
пристаништа	portar
пристаништа	hamnar
дебелината	fetma
дебелината	övervikt
дик	dick
дик	kuk
олимпик	olympic
олимпик	olympiska
камерун	kamerun
нелсон	nelson
лозја	vinodlingar
лозја	vingårdar
лозја	vinodling
кандидатите	kandidaterna
кандидатите	kandidater
одвоени	separat
одвоени	separata
одвоени	separera
камата	ränta
камата	räntor
камата	intresse
ѓаволот	djävul
ѓаволот	devil
ѓаволот	djävulen
поморска	maritima
поморска	maritime
дипломатија	diplomatin
дипломатија	diplomati
пабло	pablo
свирел	lekte
свирел	spelat
свирел	spelas
свирел	spelade
свирел	spelades
лесни	lätta
лесни	enkelt
лесни	lätt
лесни	easy
склад	enlighet
склад	förråd
единствени	unik
единствени	unika
единствени	unikt
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivat
деривати	derivatinstrument
бранител	försvarare
инспирирани	inspirerad
инспирирани	inspirerade
инспирирани	inspirerat
ураниум	uran
потешки	tyngre
потешки	hårdare
потешки	tuffare
фебруари	februari
аматерски	amatörer
аматерски	amatör
функционална	fungerande
функционална	fungerande
функционална	funktionella
функционална	funktionell
функционална	funktionellt
ракети	missiler
ракети	robotar
ракети	raketer
штити	skydda
штити	beskydda
штити	skyddar
штити	beskyddar
штити	skyddar
штити	skydda
емерсон	emerson
претходници	föregångare
пустина	öken
пустина	öknen
пустина	desert
хромозоми	kromosomer
основачи	grundare
основачи	grundarna
тесен	trångt
тесен	tight
тесен	snäv
тесен	hårt
тесен	smalt
тесен	smala
тесен	smal
приватно	privat
приватно	privat
приватно	basse
приватно	privata
интересен	intressanta
интересен	intressant
рагби	rugby
коен	cohen
коен	cohn
коен	cowen
показател	indikator
показател	visare
показател	vägledande
ќустендил	kjustendil
кадри	motiv
кадри	ramar
систематски	systematiskt
систематски	systematiska
систематски	systematisk
систематски	systematiskt
цвеќиња	flowers
цвеќиња	blommor
скарлет	scarlet
скарлет	scarlett
дефинитивно	definitivt
размер	fjäll
размер	skalan
размер	skala
кратенка	genväg
кратенка	förkortat
марин	marin
стапките	satser
појаси	säkerhetsbälten
појаси	bälten
колинс	collins
старбакс	starbucks
мочуришта	våtmarker
мочуришта	träsken
ајдахо	idaho
земјоделска	odling
земјоделска	jordbruk
земјоделска	lantbruk
централа	planta
централа	plantera
централа	växter
централа	växt
централа	anläggning
централа	centrala
централа	centralen
централа	central
централа	centralt
централа	mellersta
петровски	petrovski
советување	rådgivning
советување	rådgivning
трага	spår
трага	spår
трага	spåra
трага	leda
трага	bly
трага	lead
дрес	enhetlig
дрес	enhetligt
дрес	uniform
дрес	enhetliga
забележа	påpekade
сериски	serie
албанска	albanska
зло	onda
зло	ondskan
зло	ondska
зло	evil
зло	ond
зло	ont
зло	gissel
микроскоп	mikroskop
оператори	operatörer
оператори	aktörer
оператори	operatorer
ракописот	manuskriptet
ракописот	manus
ракописот	manuskript
датуми	datum
исчезнат	saknar
исчезнат	saknas
исчезнат	saknade
исчезнат	saknad
исчезнат	försvunnen
исчезнат	försvinner
исчезнат	försvinna
сенегал	senegal
пинк	rosa
приоритет	prioritet
приоритет	prioritering
приоритет	prioriterat
приоритет	prioriterad
науру	nauru
хирургија	operation
хирургија	kirurgi
бонд	bond
ретка	sällsynta
ретка	sällsynt
засолниште	skydd
засолниште	skyddsrum
засолниште	härbärge
засолниште	tillflyktsort
засолниште	fristad
засолниште	helgedom
засолниште	tillflykt
засолниште	tillflyktsort
засолниште	fristad
влашка	valakiet
реализам	realism
арамејски	arameiska
бургенланд	burgenland
алфонсо	alfons
алфонсо	alfonso
преведување	översätter
преведување	översätta
преведување	översättning
преведување	översätta
преведување	översätt
уво	öra
уво	öron
тесалија	thessalien
седи	sadie
седи	sitta
седи	sitt
седи	sit
седи	sittande
седи	sitter
седи	sittande
флеминг	flemming
флеминг	fleming
изложување	utsätta
изложување	exponera
изложување	exponeringen
изложување	exponering
калциум	kalcium
тонови	tonerna
тонови	toner
римјани	romans
римјани	romare
римјани	romarna
фреска	fresco
фреска	väggmålning
проценки	utvärderingar
