மற்றும்	और
வானூர்தி	विमानन
வானூர்தி	विमान
வானூர்தி	वायुयान
தோற்றம்	शैली
தோற்றம்	style
தோற்றம்	अंदाज़
தோற்றம்	स्टाइल
தோற்றம்	देखो
தோற்றம்	dekh
தோற்றம்	प्रकटन
தோற்றம்	रूप
நன்றி	धन्यबाद
நன்றி	शुक्रिया
நன்றி	धन्यवाद
வயது	उम्र
வயது	आयु
அவரை	उससे
அவரை	उसको
அவரை	उसे
சிங்	सिंह
இதழ்கள்	पंखुड़ियों
இதழ்கள்	मैगज़ीन
தனிப்பட்ட	पर्सनल
தனிப்பட்ட	व्यक्तिगत
தனிப்பட்ட	निजी
தனிப்பட்ட	प्राइवेट
தனிப்பட்ட	निजी
தனிப்பட்ட	अनोखा
தனிப்பட்ட	अनूठा
தனிப்பட்ட	बेजोड़
தனிப்பட்ட	अद्वितीय
என்பதால்	जबसे
என்பதால்	चूंकि
கோயில்கள்	मंदिरों
மென்பொருள்	सॉफ़्टवेयर
மென்பொருள்	सॉफ्टवेयर
மென்பொருள்	साफ्टवेयर
மென்பொருள்	तन्त्र
பொழுது	कब
பொழுது	जब
சோவியத்	सोवियत
தேவை	आवश्यक
தேவை	जरूरी
தேவை	चाही
சக்தி	ऊर्जा
சக்தி	उर्जा
சக்தி	पावर
சக்தி	शक्ति
அவர்களது	उनकी
அவர்களது	इनकी
அவர்களது	उनका
அவர்களது	उनके
இல்லாமல்	बिना
இல்லாமல்	बगैर
நிகழ்வுகள்	घटनाएँ
நிகழ்வுகள்	ईवेंट
நிகழ்வுகள்	कार्यक्रम
போரில்	लड़ाई
போரில்	युद्ध
போரில்	बैटल
போட்டி	टूर्नामेंट
போட்டி	माचिस
போட்டி	मिलाएँ
போட்டி	मिलान
போட்டி	मैच
போட்டி	प्रतिस्पर्धा
போட்டி	प्रतियोगिता
போட்டி	प्रतियोगिता
உட்பட	सहित
ஏறத்தாழ	लगभग
மாகாணம்	प्रान्त
மாகாணம்	प्रांतों
மாகாணம்	प्रांत
கொல்லப்பட்டனர்	मारे
க்கு	लिये
கத்தோலிக்க	कैथोलिक
மூன்றாவது	तृतीय
மூன்றாவது	तीसरे
மூன்றாவது	तीसरा
முந்தைய	पिछली
முந்தைய	पिछला
முந்தைய	पहले
முந்தைய	पिछले
முந்தைய	पिछला
இருந்தாலும்	यद्यपि
இருந்தாலும்	हालांकि
கடலூர்	कडलूर
இயக்கம்	गति
இயக்கம்	ऑपरेशन
இயக்கம்	संचालन
இயக்கம்	आपरेशन
இயக்கம்	आन्दोलन
இயக்கம்	आंदोलन
இயக்கம்	गति
முனைவர்	पीएचडी
முனைவர்	phd
ஆண்டுகளுக்கு	सिकुड़े
நடிகர்கள்	अभिनेता
நடிகர்கள்	अभिनेताओं
உரை	पाठ
உரை	टेक्स्ट
குறிப்பு	संदर्भ
குறிப்பு	सन्दर्भ
குறிப்பு	व्याख्या
குறிப்பு	नोट
விருதுகள்	पुरस्कार
குறைவான	निम्न
குறைவான	कम
குறைவான	कम
கடந்த	अतीत
கடந்த	पास्ट
கடந்த	अंतिम
கடந்த	आखरी
கடந்த	आखिरी
கடந்த	पिछला
ஆண்	पुरुष
ஆண்	नर
ஆண்	पुरूष
ஆண்	पुरुष
ஆண்	पुरुषों
ஆண்	मर्द
ஆண்	मेन
பிரதேச	डिवीजनल
திறன்	निपुणता
திறன்	कौशल
திறன்	क्षमता
திறன்	क्षमता
கொள்கை	पॉलिसी
கொள்கை	नीति
உங்கள்	आपकी
உங்கள்	आपके
உங்கள்	आपका
உங்கள்	अपने
உங்கள்	अपना
உரிமை	स्वामित्व
உரிமை	अधिकार
உரிமை	अधिकारों
இல்லாத	बिना
இல்லாத	बगैर
இல்லாத	निशुल्क
இல்லாத	मुफ्त
இல்லாத	मुक्त
இல்லாத	फ्री
இல்லாத	आजाद
இல்லாத	फ़्री
இலக்கியம்	साहित्य
அடங்கும்	शामिल
அடங்கும்	शामिल
வடிவம்	आकृति
வடிவம்	आकार
வடிவம்	प्रारूप
வடிவம்	फ़ॉर्मेट
வடிவம்	फॉर्मेट
வடிவம்	फार्मेट
வடிவம்	स्वरूप
நாடாளுமன்ற	संसदीय
நாடாளுமன்ற	संसद
நாடாளுமன்ற	लोकसभा
நாடாளுமன்ற	पार्लियामेंट
வாழ்ந்த	जिया
ஒன்றை	एक
பயிற்சி	प्रशिक्षण
பயிற்சி	प्रथा
பயிற்சி	अभ्यास
பயிற்சி	ट्यूटोरियल
கோட்டை	किला
கோட்டை	किला
கோட்டை	फोर्ट
உயிர்	जिंदगी
உயிர்	ज़िन्दगी
உயிர்	ज़िंदगी
உயிர்	जिन्दगी
உயிர்	जीवन
உயிர்	स्वर
சேர்த்து	शामिल
தீவுகள்	द्वीपसमूह
தீவுகள்	आइलैंड्स
காந்தி	गाँधी
காந்தி	gandhi
காந்தி	गांधी
எழுத்து	लिपि
எழுத்து	स्क्रिप्ट
எழுத்து	कैरेक्टर
எழுத்து	वर्ण
எழுத்து	अक्षर
எழுத்து	लिखकर
எழுத்து	लेखन
எழுத்து	लिखना
எழுத்து	लिखने
எழுத்து	वर्तनी
எழுத்து	स्पेलिंग
விளக்கம்	विवरण
விளக்கம்	वर्णन
வேலூர்	वेल्लोर
சூரிய	सौर
எழுதி	बर्नर
எதிரான	खिलाफ
எதிரான	विरुद्ध
எதிரான	विरूद्ध
எட்டு	आठ
உலகம்	विश्वव्यापी
உலகம்	दुनिया
உலகம்	विश्व
உலகம்	जग
உலகம்	संसार
உலகம்	भूगोल
உலகம்	ग्लोब
உலகம்	वैश्विक
ஏனெனில்	क्योंकि
ஏனெனில்	क्योकि
ஏனெனில்	क्युकी
சேலம்	सलेम
சாதாரண	सादा
சாதாரண	मैदान
சாதாரண	सामान्य
அரசியல்வாதிகள்	राजनेता
கூடுதல்	अतिरिक्त
கூடுதல்	अतिरिक्त
இந்தி	हिन्दी
இந்தி	हिंदी
வெளியிடப்பட்டது	प्रकाशित
தாய்	थाई
தாய்	ताई
தாய்	maa
தாய்	माँ
பண்டைய	प्राचीन
தடை	प्रतिबंधित
தடை	बैन
தடை	बैन
தடை	छोड़ें
தடை	प्रविष्ट
தடை	इंटरप्ट
தடை	व्यवधान
தடை	इन्टरनेट
தடை	अवरोधित
விமான	विमानों
விமான	विमान
விமான	विमानन
இப்போது	अब
இப்போது	अभी
தெலுங்கு	तेलुगू
தெலுங்கு	तेलुगु
குழந்தை	शिशु
குழந்தை	किड
குழந்தை	बच्चा
குழந்தை	संतति
குழந்தை	बालक
குழந்தை	बच्चा
குழந்தை	बच्चे
குழந்தை	चाइल्ड
கண்டு	मिली
கண்டு	मिले
கண்டு	पाये
கண்டு	mile
கண்டு	पाया
கண்டு	मिला
கண்டு	ढूंढें
கண்டு	ढूँढें
விக்கி	विकी
விக்கி	विकिपीडिया
விக்கி	विकि
விக்கி	विक
விக்கி	विक्की
சிங்கப்பூர்	सिंगापुर
கடவுள்	अल्लाह
கடவுள்	ईश्वर
கடவுள்	भगवान
கடவுள்	परमेश्वर
கடவுள்	देवता
மையம்	बिन्दुपथ
மையம்	केन्द्र
மையம்	केंद्र
மையம்	मध्य
மையம்	बीच
மையம்	केंद्र
மையம்	केन्द्र
சட்ட	लीगल
சட்ட	कानूनी
சட்ட	विधिक
காட்சி	दिखाओ
காட்சி	शो
காட்சி	दिखाएं
காட்சி	दिखाएँ
காட்சி	दृश्य
காட்சி	सीन
காட்சி	झाँकी
காட்சி	प्रदर्शन
காட்சி	प्रदर्शित
காட்சி	प्रदर्शक
காட்சி	देखें
காட்சி	दृश्य
வங்கி	बैंकिंग
வங்கி	बैंकर
வங்கி	बैंक
வங்கி	बैंको
நடிகை	अदाकारा
நடிகை	अभिनेत्री
சங்கம்	संगम
சங்கம்	सम्बद्धता
சங்கம்	एसोसिएशन
சங்கம்	संघ
பயணம்	यात्रा
பயணம்	सफर
பயணம்	सफर
பயணம்	सफ़र
பயணம்	यात्रा
பயணம்	यात्रा
பயணம்	ट्रिप
தீவு	आइलैंड
தீவு	द्वीप
தில்லி	दिल्ली
நிர்வாக	प्रशासनिक
ஒளி	रोशनी
ஒளி	प्रकाश
ஒளி	हल्का
ஒளி	लाइट
ஆசிய	एशियाई
விகிதம்	अनुपात
விகிதம்	दर
விகிதம்	रेट
விகிதம்	प्रतिशत
சாலை	रोड
சாலை	सड़क
கொழும்பு	कोला
கொழும்பு	कोलंबो
கொழும்பு	कोलोन
குடியரசு	गणराज्य
குடியரசு	गणतंत्र
நகரங்கள்	शहर
நகரங்கள்	शहरों
பிள்ளை	पिल्लै
அனைத்தும்	सबकुछ
அனைத்தும்	सभी
அனைத்தும்	सब
மேலாண்மை	प्रबंधन
மேலாண்மை	प्रबन्धन
சிவகங்கை	शिवगंगा
இங்கே	यहां
இங்கே	यहा
இங்கே	यहाँ
இயற்பியல்	भौतिकी
இதழ்	पत्रिका
கலைஞர்	कलाकार
குறிப்பிடத்தக்கது	उल्लेखनीय
ஒலிம்பிக்	ओलम्पिक
ஒலிம்பிக்	ओलंपिक्स
ஒலிம்பிக்	ओलंपिक
மலேசிய	मलेशियाई
தேனி	थेनी
மாவட்டங்கள்	जिले
உருவாக்கப்பட்டது	बनाया
உருவாக்கப்பட்டது	बनाए
உருவாக்கப்பட்டது	निर्मित
எவ்வாறு	केसे
எவ்வாறு	कैसे
எவ்வாறு	कैसा
தொடங்கியது	शुरू
தொடங்கியது	प्रारंभ
வெள்ளை	सफेद
வெள்ளை	सफ़ेद
வெள்ளை	श्वेत
இருப்பது	होने
எப்படி	केसे
எப்படி	कैसे
எப்படி	कैसा
பில்லியன்	बिलियन
பில்லியன்	अरब
பில்லியன்	अरबों
பேரரசு	साम्राज्य
நீளம்	लम्बाई
நீளம்	लंबाई
ஆராய்ச்சி	अनुसंधान
ஆராய்ச்சி	शोध
தளம்	डोमेन
தளம்	साइटें
தளம்	साइट
தளம்	साईट
தளம்	प्लेटफ़ॉर्म
தளம்	प्लेटफॉर्म
தளம்	मंच
தளம்	बेस
தளம்	आधार
விழா	त्यौहार
விழா	त्योहार
விழா	उत्सव
விழா	फ़ेस्टिवल
விழா	पर्व
விழா	समारोह
விழா	रस्म
பக்கத்தில்	पृष्ठ
பக்கத்தில்	पेज
சங்க	संगम
சங்க	सांग
சங்க	सांगा
புற	दूरस्थ
புற	रिमोट
முன்னணி	अग्र
முன்னணி	सामने
முன்னணி	समक्ष
முன்னணி	अग्रभूमि
புவியியல்	भूगोल
அடையாளம்	टैग
அடையாளம்	पहचान
அடையாளம்	पहचान
அடையாளம்	चिह्न
குறியீடு	चिह्न
குறியீடு	संकेत
குறியீடு	प्रतीक
குறியீடு	संहिता
குறியீடு	कोड
குறியீடு	एनकोडिंग
குறியீடு	एन्कोडिंग
செயல்	क्रिया
செயல்	एक्शन
செயல்	कार्रवाई
செயல்	फंक्शन
செயல்	फ़ंक्शन
செயல்	प्रकार्य
செயல்	फलन
செயல்	ऑपरेशन
செயல்	संचालन
செயல்	आपरेशन
மன்னன்	राजा
மன்னன்	बादशाह
மன்னன்	किंग
மன்னன்	मनन
பயன்பாடு	प्रयोग
பயன்பாடு	उपयोग
பயன்பாடு	एप्लिकेशन
பயன்பாடு	आवेदन
பயன்பாடு	अनुप्रयोग
பயன்பாடு	ऐप
பயன்பாடு	एप्लिकेशन
பயன்பாடு	app
முறைகள்	विधियाँ
முறைகள்	विधियां
முறைகள்	विधि
சொந்த	पर्सनल
சொந்த	व्यक्तिगत
சொந்த	निजी
சொந்த	अपनी
சொந்த	खुद
சொந்த	स्वयं
சொந்த	अपने
சொந்த	अपना
வார்ப்புரு	टेम्प्लेट
வார்ப்புரு	टेम्पलेट
கிரேக்க	ग्रीक
கிரேக்க	यूनानी
காதல்	प्यार
காதல்	मोहब्बत
காதல்	प्रेम
காதல்	रोमांटिक
இவன்	इवान
இருவரும்	दोनों
இருவரும்	दोनो
பதிலாக	बजाय
வகைப்பாடு	वर्गीकरण
எடுத்துக்	लिया
எடுத்துக்	लें
எடுத்துக்	ले
எடுத்துக்	लो
கனடா	कनाडा
குழந்தைகள்	किड्स
குழந்தைகள்	बच्चों
குழந்தைகள்	बच्चे
அனைவரும்	सभी
அனைவரும்	सब
தகவல்கள்	सुचना
தகவல்கள்	एनोटेशन
தகவல்கள்	जानकारी
தகவல்கள்	सूचना
வில்லியம்	विलियम
அணு	परमाणु
அணு	अणु
பின்பு	फिर
பின்பு	तब
மாணவர்கள்	छात्रों
மாணவர்கள்	विद्यार्थी
சரியான	सही
சரியான	परफेक्ट
சரியான	परिपूर्ण
சரியான	पूर्ण
சரியான	सही
உருவாக்கப்பட்ட	बनाया
உருவாக்கப்பட்ட	बनाए
உருவாக்கப்பட்ட	निर्मित
சபை	असेम्बली
சபை	विधानसभा
சபை	सभा
சபை	मंत्रिपरिषद
சபை	काउंसिल
சபை	परिषद
தொடர்புடைய	संबद्ध
மருத்துவம்	दवा
மருத்துவம்	औषधि
மருத்துவம்	दवाई
மருத்துவம்	आयुर्विज्ञान
மருத்துவம்	चिकित्सीय
மருத்துவம்	मेडिकल
மருத்துவம்	चिकित्सा
கிராமம்	गांव
கிராமம்	गाँव
தாக்குதல்	उत्पीड़न
தாக்குதல்	आपत्तिजनक
தாக்குதல்	अप्रिय
தாக்குதல்	हमले
தாக்குதல்	हमला
தாக்குதல்	आक्रमण
கேரள	केरला
கேரள	केरल
மதிப்பு	मूल्य
மதிப்பு	मान
கருவிகள்	उपकरण
கருவிகள்	औज़ार
கருவிகள்	टूल
கருவிகள்	टूल्स
படை	बल
படை	फ़ोर्स
மனைவி	पत्नी
மனைவி	बीवी
பதவி	पद
பதவி	स्थिति
பதவி	भूमिका
அஞ்சல்	डाक
அஞ்சல்	मेल
அஞ்சல்	जिप
அஞ்சல்	ज़िप
அஞ்சல்	zip
உதவும்	मदद
உதவும்	सहायता
சொற்கள்	शब्दों
சொற்கள்	लफ़्ज़ों
சொற்கள்	शब्द
வெளியீடு	release
வெளியீடு	रिलीज़
வெளியீடு	रिलीज
வெளியீடு	आउटपुट
வெளியீடு	प्रकाशन
எதிர்	विपरीत
மிக்க	रहमान
தொழில்நுட்ப	तकनीकी
வெளியே	बाहर
வெளியே	आउट
வானொலி	रेडियो
கிராமங்கள்	गावों
கிராமங்கள்	गांवों
முக்கியத்துவம்	अहमियत
முக்கியத்துவம்	महत्ता
முக்கியத்துவம்	महत्व
மீன்	फिश
மீன்	मछली
மீன்	रेशे
மீன்	मछली
போதும்	काफी
போதும்	पर्याप्त
மஞ்சள்	पीला
வருவாய்	आमदनी
வருவாய்	इनकम
வருவாய்	आय
வருவாய்	राजस्व
வருவாய்	आय
மலேசியா	मलेशियाई
மலேசியா	मलय
மலேசியா	मलेशिया
கிலோமீட்டர்	किलोमीटर
கிலோமீட்டர்	किलोमीटर
உள்ளூர்	स्थानीय
உள்ளூர்	लोकल
கிட்டத்தட்ட	लगभग
கடைசி	अंतिम
கடைசி	आखरी
கடைசி	आखिरी
கடைசி	पिछला
குரு	गुरु
குரு	गुरू
ஆனாலும்	परन्तु
ஆனாலும்	लेकिन
ஆனாலும்	लेकीन
ஆனாலும்	मगर
ஆனாலும்	लकिन
படத்தில்	photo
படத்தில்	फोटो
படத்தில்	फ़ोटो
எதிர்ப்பு	प्रतिरोध
எதிர்ப்பு	विरोध
எதிர்ப்பு	विपक्ष
ஒன்பது	नहला
ஒன்பது	नौ
வான்	wan
வான்	वान
வான்	वैन
சிறப்பாக	महान
சிறப்பாக	बड़ा
சிறப்பாக	ग्रेट
சிறப்பாக	बेहतर
சிறப்பாக	बेस्ट
சிறப்பாக	सर्वश्रेष्ठ
சிறப்பாக	बेहतरीन
நன்கு	कुआँ
நன்கு	खैर
நன்கு	खूब
தொடங்கினார்	शुरू
தொடங்கினார்	प्रारंभ
பேராசிரியர்	प्रो
பேராசிரியர்	प्रोफ़ेसर
பேராசிரியர்	प्रोफेसर
பேராசிரியர்	प्राध्यापक
பதிப்பகம்	प्रकाशन
தனியார்	प्राइवेट
தனியார்	निजी
தரவு	आँकड़ा
தரவு	डाटा
தரவு	डेटा
தரவு	आंकड़ा
பஞ்சாப்	पंजाब
நம்பிக்கை	ईमान
நம்பிக்கை	विश्वास
நம்பிக்கை	आस्था
நம்பிக்கை	आत्मविश्वास
நம்பிக்கை	विश्वास
நம்பிக்கை	ईमानवालों
நம்பிக்கை	वफादार
நம்பிக்கை	भरोसा
நம்பிக்கை	ट्रस्ट
நம்பிக்கை	विश्वास
நம்பிக்கை	उम्मीद
நம்பிக்கை	होप
நம்பிக்கை	आशा
நம்பிக்கை	मान्यता
நம்பிக்கை	विश्वास
இடங்கள்	अवस्थिति
இடங்கள்	स्थान
இடங்கள்	स्थितियाँ
இடங்கள்	स्थान
மரபு	मुहावरे
மரபு	आनुवंशिकता
மரபு	विरासत
மும்பை	मुम्बई
மும்பை	मुंबई
விற்பனை	बेचें
விற்பனை	मार्केटिंग
விற்பனை	विपणन
விற்பனை	विक्रय
விற்பனை	बिक्री
விற்பனை	बिक्री
வருடம்	वर्ष
வருடம்	साल
மேலே	उपर
மேலே	ऊपर
மேலே	टॉप
மேலே	शीर्ष
மேலே	अरदास
மேலே	ऊपर
அம்மன்	अम्मान
என்றாலும்	यद्यपि
என்றாலும்	हालांकि
கடன்	श्रेय
கடன்	क्रेडिट
கடன்	ऋण
கடன்	ऋण
கடன்	कर्ज
கடன்	कर्ज़
கடன்	ऋण
கடன்	लोन
விலை	कीमत
விலை	मूल्य
விலை	दाम
செய்திகள்	खबर
செய்திகள்	समाचार
செய்திகள்	न्यूज़
செய்திகள்	न्यूज
செய்திகள்	संदेश
சோதனை	परीक्षा
சோதனை	जांच
சோதனை	जाँच
சோதனை	परीक्षण
சோதனை	परीक्षण
திண்டுக்கல்	डिंडीगुल
பிபிசி	बीबीसी
யாழ்ப்பாணம்	जाफना
அவர்களுக்கு	उनसे
அவர்களுக்கு	उनके
அவர்களுக்கு	उनको
அவர்களுக்கு	उन्हें
அரசன்	राजा
அரசன்	बादशाह
அரசன்	किंग
போட்டிகள்	प्रतियोगिताओं
கை	हाथ
அரசியல்வாதி	राजनीतिज्ञ
அரசியல்வாதி	राजनेता
பறவைகள்	पंछी
பறவைகள்	परिंदे
பறவைகள்	पक्षियों
ஒலி	ध्वनि
ஒலி	आडियो
ஒலி	ऑडियो
குறிப்புகள்	नोट्स
குறிப்புகள்	नोट
குறிப்புகள்	टिप्पणी
குறிப்புகள்	टीप
குறிப்புகள்	युक्तियाँ
குறிப்புகள்	सुझाव
குறிப்புகள்	टिप्स
குறிப்புகள்	नुस्ख़े
பெண்களின்	लड़कियां
பெண்களின்	लड़कियाँ
பெண்களின்	girls
பெண்களின்	लड़कियों
ஜே	जय
ஜே	jay
இயக்குனர்	निर्देशक
இயக்குனர்	निदेशक
நாகப்பட்டினம்	नागपट्टनम
உயிரியல்	जीवविज्ञान
திருச்சிராப்பள்ளி	तिरुचिरापल्ली
தொடக்கம்	आरंभ
தொடக்கம்	स्टार्टअप
தொடக்கம்	प्रारंभ
தொடக்கம்	आरंभ
தொடக்கம்	प्रारंभ
தொடக்கம்	शुरुआत
தொடக்கம்	आरम्भ
தொடக்கம்	शुरूआत
தொடக்கம்	दीक्षा
பூங்கா	उद्यान
பூங்கா	पार्क
இளம்	युवा
இளம்	जवान
இளம்	यंग
அருகே	निकट
உயர்ந்த	हाई
உயர்ந்த	आलीशान
உயர்ந்த	उच्च
உயர்ந்த	ऊँची
உயர்ந்த	सर्वोच्च
உயர்ந்த	उच्चतम
காவல்	पुलिस
குடும்பம்	फैमिली
குடும்பம்	परिवार
ஆதரவு	समर्थन
ஆதரவு	सहायता
ஆதரவு	support
ஆதரவு	समर्थन
கைது	गिरफ़्तारी
கைது	गिरफ्तार
கைது	गिरफ्तारी
கைது	गिरफ़्तार
கைது	गिरफ्तार
திருவள்ளூர்	तिरूवल्लुर
எழுதினார்	लिखा
வலது	सही
தன்னை	खुद
இராகம்	राग
மாலை	शाम
மாலை	सायंकाल
மாலை	संध्या
மாலை	संध्या
ஆய்வுகள்	अध्ययन
ஆய்வுகள்	निदान
ஆய்வுகள்	नैदानिक
குறிக்கிறது	स्टैंड
எடுத்து	लेने
எடுத்து	लें
எடுத்து	ले
எடுத்து	लो
சிவப்பு	लाल
சிவப்பு	रेड
நடைபெற்றது	आयोजित
முஸ்லிம்	मुसलमान
முஸ்லிம்	मुस्लमान
முஸ்லிம்	मुस्लिम
இன்றும்	आज
தலைவர்கள்	नेताओं
தலைவர்கள்	नेता
தலைவர்கள்	नेताओ
இரத்த	खून
இரத்த	लहू
இரத்த	रक्त
இருந்தனர்	यहूद
சிவன்	सिवान
சிவன்	शिव
சிவன்	शिवरात्रि
சிவன்	shiva
ஜார்ஜ்	जॉर्ज
ஜார்ஜ்	जार्ज
முழுமையான	पूर्ण
முழுமையான	पूरा
இரண்டும்	दोनों
இரண்டும்	दोनो
காங்கிரஸ்	कांग्रेस
காங்கிரஸ்	कॉंग्रेस
அவள்	वो
சுவாமி	स्वामी
வரிசை	धारावाहिक
வரிசை	सीरियल
வரிசை	क्रम
வரிசை	ऑर्डर
வரிசை	आदेश
வரிசை	अनुक्रम
வரிசை	पंक्ति
காற்று	वायु
காற்று	पवन
காற்று	विंड
காற்று	हवा
மாத	मासिक
பயனர்கள்	उपयोगकर्ताओं
பயனர்கள்	प्रयोगकर्ता
பயனர்கள்	उपयोगकर्ता
பயனர்கள்	उपयोक्ता
கான்	ख़ान
கான்	khan
கான்	खां
கான்	खान
இரவு	रात
இரவு	रात्रि
நடவடிக்கை	क्रिया
நடவடிக்கை	गतिविधि
நடவடிக்கை	सक्रियता
நடவடிக்கை	क्रियाएँ
நடவடிக்கை	कार्यकलाप
நடவடிக்கை	क्रिया
நடவடிக்கை	एक्शन
நடவடிக்கை	कार्रवाई
அவரின்	उसकी
அவரின்	उसका
அவரின்	उसके
நேரங்களில்	बार
நேரங்களில்	टाइम्स
தாம்	धाम
தாம்	dham
வழக்கு	केस
வழக்கு	मामला
அகாதமி	अकादमी
சேவைகள்	सेवाएँ
சேவைகள்	सेवाएं
தளத்தில்	साइटें
தளத்தில்	साइट
தளத்தில்	साईट
மக்கள்தொகை	जनसंख्या
மக்கள்தொகை	आबादी
மக்கள்தொகை	जनसांख्यिकी
கவிதை	कविता
கவிதை	कविता
கவிதை	शायरी
கவிதை	काव्य
இதுவரை	दूर
நேரடியாக	सीधे
அறிக்கை	रिपोर्ट
அறிக்கை	रपट
அறிக்கை	वक्तव्य
அறிக்கை	स्टेटमेंट
அறிக்கை	कथन
அறிக்கை	बयान
விருதுநகர்	विरुधुनगर
பணம்	मुद्रा
பணம்	मनी
பணம்	पैसा
பணம்	पैसे
பணம்	धन
பணம்	नकद
பணம்	cash
பணம்	नकदी
பணம்	मुद्रा
பணம்	करेंसी
உண்மையான	असली
உண்மையான	यथार्थ
உண்மையான	रीयल
உண்மையான	वास्तविक
உண்மையான	रियल
உண்மையான	वास्तविक
உண்மையான	सच
உண்மையான	सही
உண்மையான	सच्चा
பிரிவுகள்	वर्गों
பிரிவுகள்	खण्ड
பிரிவுகள்	अनुभाग
பிரிவுகள்	भाग
பிரிவுகள்	श्रेणियाँ
பிரிவுகள்	श्रेणी
அடிக்கடி	अक्सर
அடிக்கடி	अकसर
அடிக்கடி	अक्सर
அடிக்கடி	प्रायः
அடிக்கடி	बारंबार
மரம்	वुड
மரம்	लकड़ी
மரம்	लकडी
மரம்	वृक्ष
மரம்	ट्री
மரம்	पेड़
இராணுவ	मिलिट्री
இராணுவ	सैनिक
இராணுவ	फौजी
இராணுவ	सैन्य
இதர	विविध
சீனா	चीन
உண்மையில்	दरअसल
உண்மையில்	सचमुच
உண்மையில்	वाकई
ரயில்	ट्रेन
ரயில்	रेलगाड़ी
ரயில்	ट्रैन
கவிஞர்	कवि
சுதந்திர	स्वतंत्र
சுதந்திர	स्वतन्त्रता
சுதந்திர	स्वतंत्रता
சுதந்திர	आज़ादी
சுதந்திர	आजादी
சுதந்திர	स्वतंत्रता
செய்தல்	बनाने
செய்தல்	बनाना
வெளியிட்டார்	निर्गत
வெளியிட்டார்	जारी
வடிவமைப்பு	कॉन्फ़िगरेशन
வடிவமைப்பு	विन्यास
வடிவமைப்பு	डिजाइन
வடிவமைப்பு	डिज़ाइन
வடிவமைப்பு	कॉन्फ़िगर
வடிவமைப்பு	प्रारूप
வடிவமைப்பு	फ़ॉर्मेट
வடிவமைப்பு	फॉर्मेट
வடிவமைப்பு	फार्मेट
வடிவமைப்பு	स्वरूप
திராவிட	द्रविड़
வெப்பநிலை	तापमान
நிலையை	स्टेटस
நிலையை	स्थिति
நிலையை	प्रस्थिति
நிலையை	औकात
கப்பல்	जहाज
கப்பல்	शिप
கப்பல்	जलयान
அறிமுகம்	प्रस्तावना
அறிமுகம்	भूमिका
அறிமுகம்	परिचय
அறிமுகம்	परिचय
காங்கிரசு	कांग्रेस
காங்கிரசு	कॉंग्रेस
கோயம்புத்தூர்	कोयंबटूर
வரி	लाइन
வரி	पंक्ति
வரி	रेखा
வரி	लकीर
வரி	कर
காட்டும்	बताएगा
காட்டும்	रिटर्न
மாறாக	बजाय
மாறாக	बल्कि
குரல்	आवाज
குரல்	वॉइस
குரல்	आवाज़
இயக்குநர்	निर्देशक
இயக்குநர்	निदेशक
ஜேம்ஸ்	जेम्स
தயாரிப்பு	तैयारी
தயாரிப்பு	उत्पाद
தயாரிப்பு	उत्पादन
புள்ளி	बिंदु
புள்ளி	बिन्दु
புள்ளி	पॉइंट
புள்ளி	पाइंट
இணைப்புக்கள்	कनेक्शन
இணைப்புக்கள்	कनेक्शन्स
இணைப்புக்கள்	लिंक
இணைப்புக்கள்	लिंक्स
இணைப்புக்கள்	कड़ियाँ
இணைப்புக்கள்	कड़ी
கருவி	उपकरण
கருவி	युक्ति
கருவி	डिवाइस
கருவி	यंत्र
கருவி	स्कोप
கருவி	गुंजाइश
கருவி	कार्यक्षेत्र
கருவி	पैमाना
கருவி	उपकरण
கருவி	औज़ार
கருவி	टूल्स
கருவி	औजार
டேவிட்	डेविड
டேவிட்	दाउद
இயங்கும்	सक्रिय
இயங்கும்	क्रियाशील
இயங்கும்	दौड़ना
இயங்கும்	कार्यशील
புராணம்	पुराणों
புராணம்	पुराण
புராணம்	लीजेंड
புராணம்	किंवदंती
புராணம்	लेजेंड
நிகழ்ச்சி	दिखाओ
நிகழ்ச்சி	शो
நிகழ்ச்சி	दिखाएं
நிகழ்ச்சி	दिखाएँ
பௌத்த	बौद्ध
எழுதப்பட்ட	लिखी
எழுதப்பட்ட	लिखा
கொலை	कत्ल
கொலை	मर्डर
கொலை	हत्या
வண்ணம்	रंग
வண்ணம்	रंग
நிலையங்கள்	सैलून
நிலையங்கள்	स्टेशन
பரப்பளவு	क्षेत्र
பரப்பளவு	क्षेत्रफल
உறுதி	पुष्टि
வழக்கம்	रेगुलर
வழக்கம்	नियमित
வழக்கம்	अनुकूलित
வழக்கம்	मनपसंद
வழக்கம்	कस्टम
குறைவாக	निम्न
குறைவாக	कम
குறைவாக	कम
கலைஞர்கள்	कलाकार
கலைஞர்கள்	कलाकारों
செ	बहरे
செ	बहरा
பாகிஸ்தான்	pakistan
பாகிஸ்தான்	पाकिस्तान
பாகிஸ்தான்	पाकिस्तानी
பாகிஸ்தான்	पाकिस्तानी
சற்று	थोड़े
சற்று	थोड़ा
அங்கே	वहाँ
அங்கே	वहां
அங்கே	वहा
அங்கே	वहीँ
இன	जातियों
இன	दौड़
இன	जातीय
இன	जातिगत
வசதி	सुविधा
வசதி	आराम
வசதி	सुकून
வசதி	सुविधा
வசதி	विशेषता
வசதி	सहज
வசதி	आरामदायक
முயற்சி	कोशिश
