पोर्ट्रेट	retrato
बुढ़ापा	envellecemento
बुढ़ापा	o
बुढ़ापा	envellecer
गुरूवार	xoves
हेवन	aínda
हेवन	non
हेवन	teño
अर्जी	a
अर्जी	que
स्वास्थ्यवर्धक	san
स्वास्थ्यवर्धक	saúde
स्वास्थ्यवर्धक	sans
स्वास्थ्यवर्धक	saudable
छुट्टियाँ	vacacións
मूव	mover
मूव	moverse
मूव	a
उग्रवादियों	militantes
लालित्य	elegancia
ताऊ	tío
ताऊ	tonton
दमदार	forte
दमदार	fortes
क़ैदी	preso
क़ैदी	prisioneira
क़ैदी	prisioneiro
क़ैदी	prisioneiros
उड़ता	moscas
उड़ता	voa
फ्रेंको	franco
तैरना	nadar
तैरना	baño
तैरना	nado
तैरना	nadando
तैरना	nadar
तैरना	piscina
तैरना	á
तैरना	a
तैरना	nado
थाम	agarda
थाम	o
रब	señor
रब	deus
रब	lord
गोश्त	carne
गोश्त	a
यस	si
हिकमत	sensata
हिकमत	sabia
हिकमत	sabio
बुद्धिमानी	sensata
बुद्धिमानी	sabia
बुद्धिमानी	sabio
किताबे	os
किताबे	libros
किताबे	libro
टार्गेट	obxectivo
थका	esgotada
थका	exhaustos
थका	cansa
थका	canso
प्रिन्स	príncipe
प्रिन्स	o
जन्मदिवस	aniversario
हँस	rir
हँस	de
हँस	nunca
स्वीकारोक्ति	confesión
फोम	escuma
प्रतिक्रियाएँ	reaccións
प्रतिक्रियाएँ	reacción
प्रतिक्रियाएँ	respostas
प्रतिक्रियाएँ	as
जिम्मेदारियां	responsabilidades
हिक्स	hicks
रोकें	deter
रोकें	de
रोकें	parar
रोकें	para
रोकें	deixa
उँगली	dedo
उँगली	o
लैंडस्केप	paisaxe
चप्पल	zapatillas
स्वेद	suor
स्वेद	factoría
लॉटरी	lotería
लॉटरी	de
लॉटरी	lotaría
डरावने	medo
शुन्य	cero
बेईमानी	falta
प्रॉपर्टी	propiedade
उंगलियां	os
उंगलियां	dedos
अप्रसन्न	infeliz
सुहावना	agradábel
सारंगी	violín
सवेरा	mañá
सवेरा	bo
सवेरा	día
सवेरा	pola
सवेरा	días
सवेरा	bos
आइये	ven
आइये	vamos
आइये	veña
स्टाक	depósito
रुस	rusia
मुर्दे	mortos
मुर्दे	morto
मुर्दे	morta
मुर्दे	morreu
परफेक्ट	perfecto
परफेक्ट	perfecta
परफेक्ट	perfectos
मालकिन	a
मालकिन	señora
मालकिन	patroa
नेल	cravo
मुह	boca
मध्यरात्रि	noite
मध्यरात्रि	ano
मध्यरात्रि	reloxo
मध्यरात्रि	doce
मध्यरात्रि	media
मध्यरात्रि	medianoite
मध्यरात्रि	da
मध्यरात्रि	á
घुटना	xeonllo
रव	ruido
रव	ruído
रव	son
नादान	parvos
नादान	parvadas
नादान	parva
नादान	unha
नादान	parvada
सायकिल	bicicleta
सायकिल	en
लाखो	millóns
लाखो	milleiros
लाखो	de
सृजनात्मकता	a
सृजनात्मकता	creatividade
मजहब	relixión
लिओन	leoa
लिओन	christo
बनाओ	facer
बनाओ	que
वेंडरबिल्ट	vanderbilt
पेंटर	pintor
पुलिसकर्मी	policía
प्योर	puro
प्योर	pura
प्योर	puros
भरवां	disecado
मित्रो	amigos
मित्रो	os
ह्यूज	hugh
रुको	agardar
रुको	espera
रुको	espere
रुको	agarda
पेनिसिलीन	penicilina
पेनिसिलीन	a
आरी	vin
आरी	viu
आरी	vimos
आरी	vino
वेक	levanta
वेक	esperta
वेक	espertar
वेक	arriba
टारगेट	obxectivo
पढना	lendo
पढना	ler
पढना	lectura
पढना	a
रूमाल	pano
फ़ेसबुक	facebook
फ़ेसबुक	de
भूखी	famentos
भूखी	fame
मूंगा	de
मूंगा	coral
आईफ़ोन	iphone
लहू	sangue
लहू	o
संतरा	laranxa
संतो	santos
बेताब	desesperado
बेताब	e
कमांडेंट	comandante
अफेयर्स	asuntos
रेवरेंड	reverendo
गहराइयों	interior
रेकार्ड	de
रेकार्ड	gravar
रेकार्ड	disco
बिसात	xunta
बिसात	de
बिसात	reunión
बिसात	bordo
बिसात	comida
टेडी	peluche
करूणा	compaixón
करूणा	a
हनोई	hanoi
कार्लाइल	carlyle
वेरा	vera
कॉम्बैट	de
कॉम्बैट	combate
कॉम्बैट	combates
कॉम्बैट	postos
स्लो	lento
स्लो	lenta
स्लो	lentos
स्लो	ou
स्लो	frean
स्लो	tranquilo
ग्राफ़	gráfico
ग्राफ़	gráfica
पूछो	pedir
पूछो	preguntar
पूछो	pregunte
किचन	cociña
किचन	sloan
गश्ती	patrulla
ओकिनावा	okinawa
एंड्रयूज	andrews
कंट्रास्ट	contraste
खलिहान	granxa
शर्मिंदा	vergoña
नुस्खा	receitas
नुस्खा	receita
टाँगे	patas
टाँगे	pernas
टाँगे	as
टाँगे	legs
आइलैंड्स	illas
चूल्हा	cociniña
चूल्हा	forno
कार्यकर्त्ता	traballadores
कार्यकर्त्ता	os
कार्यकर्त्ता	obreiros
कार्यकर्त्ता	traballador
कार्यकर्त्ता	social
कार्यकर्त्ता	obreiro
कार्यकर्त्ता	obreiros
कार्यकर्त्ता	parado
कौड़ी	céntimos
रेस्ट	resto
रेस्ट	descansar
रेस्ट	demais
रेस्ट	descanso
पोस्टकार्ड	postal
पोस्टकार्ड	postais
अंतरात्मा	consciencia
अंतरात्मा	a
अंतरात्मा	conciencia
अंतरात्मा	da
जंजीरों	cadeas
जंजीरों	as
निकालें	extraer
निकालें	extraen
निकालें	se
निकालें	e
निकालें	quitar
निकालें	quitamos
बढ़ेगी	incremento
बढ़ेगी	aumento
बढ़ेगी	a
बढ़ेगी	incrementar
बढ़ेगी	aumenta
बढ़ेगी	aumentar
दौड़ना	correr
दौड़ना	correndo
दौड़ना	a
तितलियाँ	bolboretas
ग्रैजुएट	estudante
कातिल	asasino
कातिल	do
वचनबद्ध	cometeu
वचनबद्ध	cometido
वचनबद्ध	cometiches
वचनबद्ध	cometeses
वचनबद्ध	cometer
वचनबद्ध	compromiso
वचनबद्ध	cometidos
वचनबद्ध	comprometido
वचनबद्ध	coa
युक्तियुक्त	razoable
युक्तियुक्त	razoábel
डिलन	dylan
सहेजें	salvar
सहेजें	aforrar
सहेजें	salvalo
नन्हा	diminutos
नन्हा	pequena
नन्हा	pequenos
नन्हा	diminuto
नन्हा	pequeno
नन्हा	minúsculas
नन्हा	diminuta
नन्हा	pequenas
आर्ची	archie
कड़वी	amarga
शोभायात्रा	desfile
दालान	corredor
पीए	pai
दहशत	pánico
वफ़ादार	leal
सड़े	horríbel
फिक्स	amañar
फिक्स	establecer
फिक्स	arranxar
फिक्स	a
भद्दा	horrible
भद्दा	horríbel
भद्दा	mal
भद्दा	fea
भद्दा	feo
गोरान	goran
फासीवाद	fascismo
फासीवाद	o
इगोर	igor
आशाओं	esperanza
आशाओं	esperanzas
विडम्बना	ironía
सब्र	paciencia
अनुक्रमणिका	índice
खामोश	silencio
फ्लोटिंग	flotante
फ्लोटिंग	aboiando
सम्बद्धता	asociación
बग्स	bugs
बग्स	myers
सिंडिकेट	sindicato
रिपोर्ट्स	informes
रिपोर्ट्स	sobre
शापित	maldito
गीज़	deus
हवादार	ventilado
क्रेजी	tola
क्रेजी	tolos
क्रेजी	tolas
क्रेजी	tolo
हैकर्स	hackers
ट्रेंड	tendencia
ट्रेंड	coa
शर्ली	shirley
ट्वीटर	twitter
क्लाएंट	cliente
प्रमोशन	promoción
प्रमोशन	ascenso
लौटाया	volveu
स्टीन	stein
हंगेरियाई	hungría
ईनाम	nobel
ईनाम	pulitzer
ईनाम	o
ईनाम	premio
चलेगी	correr
चलेगी	corre
प्रॉक्सी	indicador
प्रॉक्सी	representante
बदबू	apesto
हैमलेट	aldea
हैमलेट	estratéxicas
लोनली	soa
लोनली	só
बोतलें	botellas
गैरेज	garaxe
खतम	a
खतम	terminar
खतम	rematar
खतम	acabar
खतम	unllas
बरफ	neve
बरफ	impecable
आडियो	audio
बार्टन	barton
कस्टडी	custodia
कस्टडी	baixo
मोजार्ट	mozart
निर्दयता	brutalidade
नजारे	opinións
पूछें	pedir
पूछें	preguntar
पूछें	pregunte
फ्रीज	conxelar
इनसाइट	percepción
इनसाइट	sobre
क्लाइड	clyde
स्मार्टफ़ोन	teléfonos
स्मार्टफ़ोन	intelixentes
स्मार्टफ़ोन	smartphones
पार्टियाँ	dos
पार्टियाँ	festas
पार्टियाँ	partidos
उड़ना	e
उड़ना	pilotar
उड़ना	voar
उड़ना	voan
उड़ना	voarei
उड़ना	voe
उड़ना	voo
मेमने	cordeiro
हिन्दुओ	os
हिन्दुओ	hindús
कुदरती	natural
कुदरती	normal
कुदरती	naturais
कुदरती	a
झोंके	o
रातें	as
रातें	noites
रातें	noite
रातें	polas
रजिस्ट्रेशन	rexistro
रजिस्ट्रेशन	tarxeta
बन्दा	servo
बन्दा	criado
बन्दा	bedel
मांगें	reivindicacións
रेगुलर	regularmente
रेगुलर	normal
रेगुलर	típica
रेगुलर	de
रेगुलर	taxis
रेगुलर	regular
बोरी	saco
वेंटिलेशन	ventilación
संकल्पित	decidido
संकल्पित	con
पुलिसकर्मियों	policías
पुलिसकर्मियों	axentes
जानिए	sabes
जानिए	sabe
जानिए	sei
जानिए	sabemos
भेजें	enviar
भेजें	a
क्रॉल	panteras
स्पीडवे	altamont
लीजन	lexión
क्यूँ	por
क्यूँ	que
क्यूँ	iso
दबाएँ	presionar
दबाएँ	prensa
दबाएँ	o
दबाएँ	press
जिस्म	corpo
जिस्म	corporal
एसटी	st
नाकामी	por
नाकामी	cardíacos
नाकामी	imaxinación
नाकामी	fracaso
नाकामी	fracasado
फ़ाउल	falta
रफ	aproximada
रफ	vaga
रफ	duro
रफ	mal
रफ	moi
रफ	duros
रफ	duras
ठोड़ी	queixo
सोहो	soho
दिमाग़	cerebrais
दिमाग़	cerebro
दिमाग़	cerebral
दिमाग़	cabeza
दिमाग़	a
दिमाग़	cerebro
दिमाग़	cerebros
दिमाग़	os
खामोशी	silencio
खामोशी	o
पिछे	volver
पिछे	volta
पिछे	atrás
रिज़ॉल्यूशन	resolución
चाकलेट	chocolate
फ़र्नीचर	mobles
मोड़ना	a
फ़िट	para
फ़िट	encaixan
फ़िट	ataque
फ़िट	encaixa
फ़िट	ben
फ़िट	axustan
फ़िट	de
गलियां	rúas
गलियां	polas
गलियां	rúa
सिंथिया	cynthia
शयनकक्ष	dormitorio
शयनकक्ष	cuarto
परछाई	sombra
बेंटले	bentley
फेक	finxilo
आजमाया	intentei
आजमाया	intentou
आजमाया	tratamos
आजमाया	tentei
आजमाया	tentou
डकार	dakar
प्यासे	sede
गर्मियाँ	verán
गर्मियाँ	no
अदब	xeonllos
बदसूरत	fea
बदसूरत	feo
पैराग्राफ	parágrafo
पैराग्राफ	punto
उत्साहजनक	emocionante
उत्साहजनक	excitante
उत्साहजनक	emocionantes
तकलीफ़	mal
तकलीफ़	malo
तकलीफ़	malvado
तकलीफ़	maldade
तकलीफ़	malvados
क्रश	por
क्रश	toliño
कूटशब्द	contrasinal
क्लासेस	clases
दिखाएँ	amosar
दिखाएँ	espectáculo
बैरकों	barracas
लकिन	pero
लकिन	mais
बीमे	seguro
बीमे	seguros
जेराल्ड	gerald
एंगस	angus
हैमबर्गर	hamburguesa
नवाबी	teatro
नवाबी	royal
नवाबी	súa
नवाबी	real
नवाबी	alteza
ढोर	gando
ढोर	vacas
ढोर	gado
मेसेंजर	mensaxeiro
पर्सपेक्टिव	perspectiva
अरदास	sobre
अरदास	ascende
अरदास	por
अरदास	riba
अरदास	da
अरदास	enriba
अरदास	arriba
मक्की	millo
मक्की	trigo
ट्रिब्यूनल	tribunal
सूक्ष्मजैविक	microbiana
सूक्ष्मजैविक	microbianas
आरेखण	debuxo
शर्तो	termos
शर्तो	funcionamento
शर्तो	a
फ़ोटोग्राफ़ी	fotografía
फंदा	trampa
फंदा	boca
विएतनाम	vietnam
परम्	corte
परम्	suprema
परम्	supremo
दहला	dez
दहला	10
तोड़फोड़	sabotaxe
चिपकाने	pegada
चिपकाने	pegando
पुलित्जर	premio
पुलित्जर	pulitzer
थ्रेड	fío
ट्रैफ़िक	tráfico
शोरगुल	ruido
शोरगुल	ruído
शोरगुल	son
लानत	maldita
लानत	merda
लानत	carallo
कायरता	covardía
उंगलियाँ	os
उंगलियाँ	dedos
यूनिफॉर्म	uniforme
मेहरबानी	misericordia
मेहरबानी	piedade
मेहरबानी	misericordioso
कुकिंग	cociñar
कुकिंग	cociña
कुकिंग	cociñando
कुकिंग	comida
लोट	moita
लोट	moreas
लोट	moitas
लोट	moito
लोट	moitos
पहुँचें	collo
पहुँचें	acadar
पहुँचें	chegar
पहुँचें	ao
पहुँचें	a
इंसाफ	justice
इंसाफ	xustiza
इंसाफ	a
इंसाफ	xuíza
इंसाफ	da
इंसाफ	aos
इंसाफ	con
साईकिल	ciclo
गन्दा	porca
गन्दा	sucio
नौकाएँ	barcos
चबा	mastigue
इन्द्रधनुष	arco
इन्द्रधनुष	vella
इन्द्रधनुष	da
छोटू	pequecho
छोटू	shorty
नजरबंदी	detención
बोलें	falo
बोलें	falar
बोलें	falamos
बोलें	fala
बोलें	fale
बोलें	con
त्सार	tsar
तरकीब	truco
तरकीब	trucos
सिंपल	simples
सिंपल	simple
सिंपल	sinxelo
सिंपल	sinxela
दीमकों	térmites
ख्वाब	soño
ख्वाब	soños
ख्वाब	con
लेकीन	pero
लेकीन	mais
कसूर	culpa
डायनेमिक	dinámica
तारें	estrelas
तारें	das
भरें	cubrir
भरें	encher
कॉंग्रेस	congreso
अचंभित	abraiado
अचंभित	sorprendidos
अचंभित	sorprendeuse
अचंभित	sorprendeume
अचंभित	sorprende
अचंभित	sorprendido
अचंभित	shock
पुछा	pregunteille
पुछा	preguntou
पुछा	lle
ट्रबल	problema
ट्रबल	problemas
मांगो	reivindicacións
फ़रिश्ते	os
फ़रिश्ते	anxos
फ़रिश्ते	inferno
टर्टल्स	tartarugas
निशि	nishi
एक्वेरियम	acuario
दफनाने	soterrar
एंग्री	enfadado
एंग्री	anoxados
एंग्री	anoxado
एंग्री	enfadada
दौड़ा	marcharon
दौड़ा	sen
ऐप	aplicación
सवाब	recompensa
केसे	como
केसे	que
केसे	canto
सूटकेस	maleta
तोहफा	regalo
तोहफा	agasallo
ब्रिटन	britton
प्यादे	cabalaría
छोड़ें	deixa
छोड़ें	de
छोड़ें	deixar
छोड़ें	non
छोड़ें	deixaches
छोड़ें	deixe
छोड़ें	deixou
छोड़ें	skip
छोड़ें	mo
छोड़ें	deixar
बताइये	explicar
बताइये	explicarllo
रद्दी	lixo
एवोल्यूशन	evolución
उन्मादी	tolas
उन्मादी	manicomio
उन्मादी	tolo
उन्मादी	enfermo
उन्मादी	tolear
भुत	pantasma
भुत	espírito
पीएम	pm
गाउन	vestido
दुबला	apoiarse
बर्थडे	aniversario
कॉड	bacallau
कॉड	bacallao
रोज़ाना	cotiá
तूर	tor
रोता	chorar
रोता	chores
रोता	choro
रोता	berra
सैड	triste
सैड	tristes
खायी	comemos
खायी	comín
खायी	comeu
खायी	comiches
खायी	hoxe
स्लेव	de
स्लेव	escravos
स्लेव	escrava
स्लेव	escravos
आइवरी	costa
आइवरी	do
आइवरी	marfil
आइवरी	de
बेचारे	pobre
बेचारे	pobres
मज़ेदार	ben
मज़ेदार	divertido
मज़ेदार	divertida
मज़ेदार	gracioso
मज़ेदार	divertido
मज़ेदार	raro
दरोगा	inspector
दरोगा	comisario
कोरम	percepción
कोरम	quórum
चाई	chi
डैड	pai
डैड	papá
मरिया	maria
मरिया	maría
होक्काइदो	hokkaido
एनवायरनमेंट	entorno
एनवायरनमेंट	ambiente
एनवायरनमेंट	medio
प्यासी	sede
स्क्विड	lura
नबियों	profetas
रेज़ोल्यूशन	resolución
रिट्रीट	retirada
एडिथ	edith
कंडीशन	condición
कंडीशन	situación
कंडीशन	doenza
कंडीशन	estado
सिस्टिक	fibrose
सेंध	roubo
सेंध	invasión
गागा	gaga
काबिलियत	capacidade
अंडरवियर	interior
अंडरवियर	lencería
प्राथमिकताएं	prioridades
प्राथमिकताएं	as
वेन्डी	wendy
कैथलीन	kathleen
बेगुनाह	inocente
बेगुनाह	inocentes
हाम	xamón
मोजे	os
मोजे	calcetíns
एक्सपर्ट	experta
एक्सपर्ट	experto
आईना	o
आईना	espello
सताया	torturado
सताया	torturada
कद्र	aprezar
कद्र	apreciaría
कद्र	estivese
कद्र	gustaríame
स्वालबार्ड	svalbard
मुसलमानो	musulmáns
स्टैम्प	filatelia
स्टैम्प	selo
ब्लैकमेल	chantaxe
फ़िशिंग	pescar
फ़िशिंग	pesca
बार्ट	bart
ठहराना	aplausos
ठहराना	aplauso
ठहराना	mazá
ठहराना	apple
ठहराना	asadas
ठहराना	mazás
चिल्लाते	berrar
चिल्लाते	berro
एलिस्टेयर	alistair
एलिस्टेयर	alister
राष्ट्रभक्ति	patriotismo
एसेट	bens
बेतुका	absurdas
एंटर	entrar
मम्मी	mamá
खोलें	aberta
खोलें	abertos
खोलें	abrir
खोलें	aberto
खोलें	abre
खोलें	abra
डीपी	dp
एडना	edna
गूंगा	parvo
डेंटिस्ट	dentista
म्यूटेंट	mutante
बजती	aneis
शर्मीले	tímida
झोली	bolsa
झोली	bolso
झोली	maletín
झोली	saco
छुपाना	agochados
छुपाना	escondida
अचरज	pregúntaste
अचरज	pregúntome
अचरज	me
अचरज	que
तकदीर	destino
दारू	alcol
दारू	alcohol
बिल्लियाँ	gatos
सुअरों	porcos
सुअरों	os
चौपायों	gando
चौपायों	vacas
चौपायों	gado
समंदर	mares
समंदर	alta
समंदर	mar
समंदर	océano
समंदर	océanos
बुर्जों	torre
सन्नाटा	silencio
सन्नाटा	o
मैरिज	casamento
मैरिज	matrimonio
अंगुलियाँ	os
अंगुलियाँ	dedos
रूह	espírito
रूह	o
रूह	déixate
धुँआ	fume
धुँआ	fumar
धुँआ	para
धुँआ	fumo
आशाएं	esperanza
आशाएं	esperanzas
समझो	entender
समझो	comprender
समझो	entendo
ह्यूमर	humor
थैला	bolsa
थैला	bolso
थैला	maletín
थैला	saco
इज्ज़त	de
इज्ज़त	honra
शैम्पेन	champaña
शैम्पेन	champán
एनकाउंटर	encontro
मुजरिम	penal
मुजरिम	criminais
मुजरिम	criminal
मुजरिम	crime
झगडा	loitar
झगडा	contra
झगडा	loita
बर्नस्टीन	bernstein
कतरा	pé
पाड़	andamio
सैंड्रा	sandra
पैट्रोल	patrulla
डैनियल्स	daniels
नाचना	baile
नाचना	bailando
नाचना	bailar
नाचना	bailaba
इन्सुलिन	insulina
इन्सुलिन	á
इबोला	ébola
शीप	ovellas
कालम	columna
कालम	retagarda
गाओ	cantar
गाओ	canta
गाओ	cante
पड़ोसन	veciño
लाशें	corpos
लाशें	corpo
लाशें	os
भाटे	auga
भाटे	baixo
भाटे	a
महफ़िल	reunión
गस	gus
इनकम	os
इनकम	ingresos
इनकम	do
इनकम	ingreso
इनकम	renda
प्लेटफ़ॉर्म	plataforma
शर्मीली	tímida
फ़ंक्शन	función
फ़ंक्शन	funcionar
फ़ंक्शन	a
भैस	fresco
भैस	fresca
भैस	frescos
भैस	descarado
भैस	descarados
भैस	frescas
भैस	cambiar
रिझाने	expedicións
एक्सेप्शन	excepción
एक्सेप्शन	excepcións
पीड़ादायक	pica
सीटे	asentos
रेडिकल	radical
रेडिकल	radicais
ख्वाहिश	desexo
डायनामिक्स	dinámica
डायनामिक्स	dinámicas
इंसानियत	a
इंसानियत	humanidade
सुहाना	agradábel
प्रार्थनाएं	oracións
चाइनाटाउन	chinatown
बेकारी	paro
दानिश	danés
दानिश	daneses
नौकरियाँ	traballos
नौकरियाँ	traballo
याक़ूब	xacob
अण्णा	anna
जाँ	jean
हैंग	tempo
हैंग	andas
हैंग	colgar
हैंग	un
हैंग	perder
भगोड़े	fuxitivo
डेट्रॉयट	detroit
व्यूअर	espectadores
व्यूअर	audiencia
सोचो	que
सोचो	penso
सोचो	pensar
सोचो	creo
नहाना	baño
क्रॉप	cultivos
यहूद	eran
यहूद	estaban
यहूद	foron
अनुज्ञा	licencia
यूरेका	eureka
क़ातिल	asasino
कुरूपता	fealdade
पुलिसवाले	poli
पुलिसवाले	policías
पुलिसवाले	policía
पुलिसवाले	polis
लिमिट	limita
लिमिट	límites
ताज्जुब	pregúntaste
ताज्जुब	pregúntome
ताज्जुब	me
ताज्जुब	que
सुनें	escoitar
सुनें	escoita
सुनें	escoite
टोप	sombreiros
मज़ाकिया	gracioso
मज़ाकिया	divertido
मज़ाकिया	raro
चम	compañeiro
स्वादानुसार	por
स्वादानुसार	ao
स्वादानुसार	miligramos
स्वादानुसार	cada
बैठो	senta
बैठो	sente
बैठो	sentar
डायलन	dylan
रॉबिन्स	robbins
कुतिया	puta
क्युकी	porque
क्युकी	por
दोस्तो	amigos
दोस्तो	os
आड़ा	paisaxe
लड़को	rapaces
लड़को	nenos
लड़को	os
लड़को	mozos
छूटी	de
छूटी	menos
कैम्पिंग	campamento
कैम्पिंग	acampando
लीनियर	guinea
वीडियोज़	vídeos
रिटायरमेंट	xubilación
होठ	beizos
होठ	os
होठ	boca
खिडकी	fiestra
खिडकी	xanela
खिडकी	pola
ज़ाक	jacques
जीवनदान	vidas
जीवनदान	vida
जीवनदान	vive
ऑडिटोरियम	auditorio
कया	que
कया	o
ओल	vello
पेरिन	perrin
जुग	xarra
सुदंर	moi
सुदंर	bastante
सुदंर	bonita
सुदंर	ben
बाहें	brazos
बाहें	armas
बताएगा	volve
जुड़ें	á
जुड़ें	a
जुड़ें	aquí
जुड़ें	únete
जुड़ें	conectarnos
जोए	joe
नेल्स	unllas
नेल्स	cravos
बेचारा	pobre
बेचारा	pobres
आकाशगंगाएँ	galaxias
सिम्युलेटर	simulador
लडका	neno
लडका	rapaz
लडका	mozo
लडका	fillo
फैंसी	bonitas
छक्का	seis
छक्का	6
डाइव	inmersión
जेनकींस	jenkins
पहचानो	identificar
पहचानो	identificalos
पहचानो	identifiques
पहचानो	identificamos
पहचानो	que
कार्यनीति	estratexia
पटाखे	galletiñas
वाइरल	viral
हंसना	rir
हंसना	risa
हंसना	rían
अनभिज्ञता	ignorancia
अनभिज्ञता	a
वार्तालापों	conversas
वार्तालापों	conversacións
सोर	pica
बाथटब	bañeira
इमानदार	honestos
इमानदार	sinceros
इमानदार	dicir
इमानदार	verdade
इमानदार	sincero
इमानदार	honesto
इमानदार	de
इमानदार	honrado
जैगर	jagger
डिअर	querido
डिअर	querida
ठगी	fraude
पार्किन्सन	párkinson
जाँचें	examinar
जाँचें	cheque
जाँचें	comprobalo
पत्तो	marcha
पत्तो	follas
पत्तो	deixa
पत्तो	as
पत्तो	sae
फेकने	derrocar
फेकने	derrubar
खनिक	mineiro
खनिक	mineiros
खनिक	obreiros
ट्रैविस	travis
हेडमास्टर	director
हेडमास्टर	reitor
फ़ॉलो	segue
सेलिब्रेशन	celebración
अन्दाज़	medida
अन्दाज़	medir
अन्दाज़	medimos
फुरसत	libre
फुरसत	tempo
फुरसत	ocio
छूटा	de
छूटा	menos
स्कूप	clientes
अकल	a
अकल	sensatez
अकल	sabiduría
अकल	sabedoría
लॉट	moito
लॉट	moita
लॉट	moitos
लॉट	moitas
इल्ली	verme
ऊह	ooh
ऊह	ai
ऊह	oh
रुकावटें	obstáculos
खेतो	granxas
शिद्दत	desesperadamente
क्रासिंग	cruzar
क्रासिंग	cruzando
मैथ	matemáticas
कालिमा	escuridade
नेपालमे	nepal
आईडिया	idea
सुझाएँ	suxerir
सुझाएँ	que
सुझाएँ	suxiro
सुझाएँ	propoñen
सुझाएँ	suxiren
सुझाएँ	aconsellan
सुझाएँ	que
वीकेंड	fin
वीकेंड	de
वीकेंड	semana
क्लिफर्ड	clifford
क्लिफर्ड	ei
टुकड़ो	pezas
टुकड़ो	clave
टुकड़ो	anacos
टुकड़ो	pedazos
याचक	petición
परियां	os
परियां	anxos
परियां	inferno
टीप	notas
स्वाँग	simulación
मिक्सर	mestura
मिक्सर	as
कनेक्टेड	conectados
कनेक्टेड	conectada
कनेक्टेड	conectado
कनेक्टेड	con
कनेक्टेड	conectadas
कनेक्टेड	conectan
पाइक	pike
छोरा	neno
छोरा	rapaz
छोरा	mozo
छोरा	fillo
अंतोनियो	antonio
चमचा	culler
रूखी	aproximada
रूखी	vaga
रूखी	duro
रूखी	mal
रूखी	moi
रूखी	duros
रूखी	duras
यारों	tipos
यारों	mozos
यारों	rapaces
यारों	tíos
यारों	homes
सेगन	sagan
बड्डी	amigo
बड्डी	colega
बड्डी	compañeiro
लाफ	rir
लाफ	risa
लाफ	rían
सतरंगी	arco
सतरंगी	vella
सतरंगी	da
चूषक	parvo
फ़ैक्टरी	fábrica
फ़ैक्टरी	fábricas
फ़ैक्टरी	industriais
सदभावना	harmonía
पिंजरा	gaiola
लम्हे	momentos
लम्हे	momento
लम्हे	intres
झोल	caldo
सशुल्क	orgánico
सशुल्क	pagar
सशुल्क	pagou
गुनाहगार	culpable
गुनाहगार	culpábel
गुनाहगार	culpábeis
पूर्वजो	devanceiros
पूर्वजो	os
कान्वेंट	convento
स्वीटी	neniña
स्वीटी	cariño
एवेरी	avery
छुपाएँ	ocultar
छुपाएँ	agochar
एप्रन	mandil
शिफ़्ट	de
शिफ़्ट	quenda
खींचें	debuxar
खींचें	que
खींचें	os
खींचें	absorber
खींचें	sur
खींचें	debuxaría
प्रतीक्षारत	agardando
प्रतीक्षारत	espera
प्रतीक्षारत	a
प्रतीक्षारत	esperar
प्रतीक्षारत	esperando
प्रतीक्षारत	agardar
इमोशनल	emocional
इमोशनल	emocionais
इमोशनल	emotivo
इमोशनल	sentimentais
फ़रिश्तों	os
फ़रिश्तों	anxos
फ़रिश्तों	inferno
उँगलियाँ	os
उँगलियाँ	dedos
चिल्लाना	non
जागे	esperta
विचारण	ensaio
विचारण	xuízo
विचारण	proceso
घोड़ो	cabalo
घोड़ो	kingston
शॉवर	ducha
चलाएँ	correr
चलाएँ	corre
नेताओ	líderes
नेताओ	os
सन्न	impactantes
फैक्ट	feito
फैक्ट	de
फैक्ट	que
फैक्ट	realidade
अनुलंब	verticais
अनुलंब	vertical
अक्ल	a
अक्ल	sensatez
अक्ल	sabiduría
अक्ल	sabedoría
ढोरों	gando
ढोरों	vacas
ढोरों	gado
होमवर्क	os
होमवर्क	deberes
आईजी	dos
आईजी	ig
विज़िट	visitar
विज़िट	visita
माइक्रोफ़ोन	micrófono
लाइंग	lang
बिल्स	billetes
बिल्स	contas
बिल्स	as
बिल्स	facturas
लाउड	forte
लाउड	alto
लाउड	alta
लाउड	voz
एंबुलेंस	ambulancia
आईये	ven
आईये	vamos
आईये	veña
क्लासिको	clásicos
टहलते	colgar
औकात	posición
औकात	statu
औकात	status
भांजा	sobriño
शर्लक	sherlock
खरीदें	mercar
खरीदें	comprar
सॉक्स	os
सॉक्स	calcetíns
बार्डर	fronteira
अलमारियों	estantes
बाईक	bicicleta
बाईक	en
बाईक	moto
बाईक	bici
एह	eh
एह	non
एह	é
माताएं	nais
भाइयो	irmáns
भाइयो	os
शीरा	melaza
स्वीकरण	adopción
मेडम	señora
मेडम	madame
बढ़ाएं	incremento
बढ़ाएं	aumento
बढ़ाएं	a
बढ़ाएं	incrementar
बढ़ाएं	aumenta
बढ़ाएं	aumentar
किर्बी	kirby
एटीट्यूड	actitude
एटीट्यूड	atrancos
एटीट्यूड	pensas
पहचानें	identificar
पहचानें	identificalos
पहचानें	identifiques
पहचानें	identificamos
पहचानें	que
निगाहों	os
निगाहों	ollos
बालिग	adultos
बालिग	adulta
बालिग	adulto
बालिग	dun
फ़ोकस	centre
फ़ोकस	centrarse
फ़ोकस	centramos
फ़ोकस	centrarme
फ़ोकस	foco
फ़ोकस	focalizar
