cruci	kříže
pestera	jeskyni
pestera	jeskyně
pestera	jeskyni
pestera	jeskyně
pestera	jeskyni
pestera	jeskyně
pestera	jeskyni
senat	senátu
senat	senát
gay	gayů
gay	gayové
gay	teplá
gay	gayové
gay	gay
gay	teplý
creta	kréta
creta	křída
creta	křída
creta	kréta
ming	ming
montgomery	montgomery
egiptean	egyptský
egiptean	egyptské
egiptean	egyptská
variabile	proměnnou
variabile	proměnná
variabile	proměnné
variabile	proměnných
variabile	proměnné
mediterana	středomoří
mediterana	středomořské
mediterana	středozemí
mediterana	středomoří
mediterana	středomořské
mediterana	středozemí
metale	kovy
metale	metal
metale	kov
metale	kovy
bush	křoví
bush	bush
bush	bushe
bush	keř
bush	bushova
standardele	normy
standardele	standardy
standardele	norem
daneza	dánský
daneza	dánská
daneza	dánské
verticala	vertikální
verticala	svislé
verticala	vertikálně
renunta	zrušit
azerbaidjan	ázerbájdžánu
niveluri	hladiny
niveluri	úrovně
mitchell	mitchell
mantova	mantova
notat	zaznamenáno
notat	poznamenal
notat	zaznamenána
strategica	strategické
strategica	strategický
strategica	strategická
cambodgia	kambodžské
cambodgia	kambodži
pablo	pablo
morris	morris
morris	morrise
lent	pomalá
lent	pomalé
lent	pomalý
lent	pomalu
academice	akademické
academice	akademický
ice	ledu
ice	led
ice	ice
kate	kate
aurora	aurora
sinod	synod
maría	maría
oregon	oregonu
banci	banks
banci	banky
banci	bankám
banci	bank
banci	lavice
banci	banks
banci	banky
banci	bankám
banci	bank
banci	lavice
restaurant	restaurace
afectate	ovlivněn
afectate	postižené
afectate	zasažené
pavia	pavia
structurile	struktury
structurile	stavby
structurile	konstrukce
silezia	slezské
silezia	slezsko
urias	obr
urias	obří
tabere	tábory
tabere	táborů
alma	alma
atribuie	přidělit
atribuie	přiřadit
kentucky	kentucky
indicat	uvedeno
indicat	uvedené
marfuri	náklad
marfuri	zboží
marfuri	komodity
marfuri	komodit
marfuri	zboží
belle	belle
grau	pšenice
grau	pšenice
cuantica	kvantová
cuantica	kvantové
vazute	viděl
vazute	viděli
walt	walt
walt	walta
dublin	dublinu
dublin	dublin
festivaluri	festivaly
ball	míč
ball	míček
ball	ples
ball	ball
rusesc	ruské
rusesc	ruská
rusesc	rusky
rusesc	ruský
rusesc	rus
concepte	pojmy
concepte	koncepce
concepte	koncepty
padova	padova
echivalentul	ekvivalent
echivalentul	rovnocenná
echivalentul	ekvivalentní
echivalentul	rovnocenný
echivalentul	rovnocenné
fani	fanoušci
fani	fanoušky
fani	ventilátory
postum	posmrtné
plovdiv	plovdiv
participantii	účastníci
participantii	účastníky
participantii	účastníků
mandate	zatykače
mandate	pověření
mandate	mandátů
morminte	hrobky
morminte	hroby
colegi	kolegy
colegi	kolegové
colegi	kolegů
colegi	spolupracovníky
colegi	kolegy
colegi	spolupracovníci
colegi	kolegové
potentialul	potenciál
potentialul	potenciální
exacta	přesné
exacta	přesná
exacta	přesný
exacta	přesné
exacta	přesná
exacta	přesný
horror	horor
horror	hrůza
vizibile	viditelný
vizibile	viditelná
vizibile	viditelné
uss	uss
flash	blesk
flash	flash
flash	záblesk
srl	llc
srl	ltd
impiedicat	zabráněno
impiedicat	zabránilo
materia	hmota
materia	hmoty
materia	hmotu
persia	persie
elementare	elementární
elementare	základní
elementare	dílčích
christina	kristýna
christina	christina
arhipelagul	souostroví
datorat	dlužné
datorat	dlužil
succesiunea	nástupnictví
protocol	protokolu
protocol	protokol
update	aktualizace
update	aktualizovat
executa	provést
executa	vykonat
executa	popravit
ecuador	ekvádoru
bull	býk
bull	bull
kenya	keni
ingropat	pohřbená
ingropat	pohřbené
ingropat	pohřbený
ingropat	pohřben
ingropat	pohřbená
ingropat	pohřbené
ingropat	pohřbený
ingropat	pohřben
november	listopadu
november	listopad
locatii	lokace
locatii	lokality
locatii	lokace
locatii	lokality
biblie	bible
biblie	bibli
fabricat	vyráběné
fabricat	vyrobené
fabricat	vyrobeno
fabricat	vyrobeny
fabricat	vyrobený
fabricat	vymyšlené
durere	bolesti
durere	bolest
intalniri	setkání
intalniri	schůze
intalniri	zasedání
intalniri	schůzky
intalniri	setkání
intalniri	schůze
intalniri	zasedání
intalniri	schůzky
recomandat	doporučujeme
recomandat	doporučené
recomandat	doporučuje
recomandat	doporučená
recomandat	doporučeno
lucrand	pracující
lucrand	pracovní
taiwan	taiwanu
dramatica	dramatický
dramatica	dramatické
dramatica	dramatická
populata	obydlených
tereza	teresa
tereza	tereza
tereza	theresa
tereza	tereza
semifinale	semifinále
semnata	podepsána
semnata	podepsáno
semnata	podepsaná
semnata	podepsán
semnata	podepsané
baptiste	baptiste
stelele	hvězdičky
stelele	hvězdy
stelele	hvězdami
stelele	stars
emisa	emitované
emisa	vydané
emisa	vydaná
emisa	vydáno
emisa	vydaný
emisa	emitované
emisa	emitovaných
compusi	sloučenin
compusi	sloučeniny
sovieticii	sověti
praf	prachu
praf	prach
praf	prach
praf	prášek
praf	pudr
haga	haagu
zeus	die
zeus	zeus
zeus	dia
animat	animované
nintendo	nintendo
locuita	obydlené
semnal	signál
ceas	sledujte
ceas	sledovat
ceas	hodinky
ceas	hodinové
ceas	hodiny
democratie	demokracie
democratie	demokracii
democratie	demokracie
democratie	demokracii
alfa	alpha
alfa	alfa
alfa	alfa
expune	odhalit
fantastica	fantastický
fantastica	fantastické
partener	partner
partener	partnera
partener	parťák
partener	partnerka
cerintele	požadavky
amenintare	ohrožení
amenintare	hrozba
amenintare	ohrožení
amenintare	hrozba
inventator	vynálezce
bolta	trezor
bolta	trezoru
lovituri	kopy
lovituri	kope
lovituri	fouká
viziteaza	návštěvu
viziteaza	navštívit
viziteaza	návštěva
viziteaza	navštivte
vizibil	viditelný
vizibil	viditelná
vizibil	viditelné
rgb	rgb
sporturi	sportovní
sporturi	sport
sporturi	sporty
observatie	pozorování
observatie	pozorovací
observatie	postřeh
parker	parkerová
parker	parker
zeilor	bohů
zeilor	bohové
zeilor	bohy
zeilor	bozi
liechtenstein	lichtenštejnsko
discovery	nález
discovery	objevování
discovery	objev
discovery	discovery
gasiti	najděte
gasiti	najdi
gasiti	najít
dur	drsná
dur	hrubý
dur	drsné
dur	drsný
dur	tvrdý
dur	tvrdá
taiat	řez
taiat	střih
etajul	patře
etajul	podlaha
etajul	poschodí
etajul	podlaží
etajul	patro
chapelle	chapelle
strategie	strategie
strategie	strategii
peisaj	krajiny
peisaj	krajinu
peisaj	krajina
attila	attila
experiment	experiment
experiment	pokus
experiment	experimentovat
finalizata	dokončeno
finalizata	ukončeno
finalizata	dokončené
finalizata	dokončen
finalizata	dokončena
vinci	vinci
reptile	plaz
reptile	plazi
constat	spočívala
convinge	přesvědčit
convinge	přesvědčit
sportul	sportu
sportul	sport
sportul	sportovní
leul	lva
leul	lev
personalul	personál
personalul	personální
personalul	personál
personalul	zaměstnanci
aron	aron
preveni	zabránit
preveni	předejít
preveni	předcházet
prize	zásuvky
won	vyhrála
won	vyhráli
won	vyhrál
integrarea	integraci
integrarea	začlenění
integrarea	integrační
integrarea	integrace
reci	studené
reci	studený
reci	studená
reci	zima
reci	chlad
integrat	integrovaná
integrat	integrovaný
integrat	integrované
fabricate	vyráběné
fabricate	vyrobené
fabricate	vyrobeno
fabricate	vyrobeny
fabricate	vyrobený
fabricate	vymyšlené
roosevelt	roosevelt
vasili	vasilij
aviatie	letecká
aviatie	letectví
spanioli	španělé
spanioli	španělsky
spanioli	španělština
spanioli	španělská
spanioli	španělské
heinz	heinz
petit	petit
thompson	thompson
thompson	thompsona
wallace	wallace
monarh	monarcha
beethoven	beethoven
ploaie	deště
ploaie	déšť
ploaie	rain
islamului	islám
bremen	brémy
zagora	zagora
artificial	uměle
artificial	umělý
artificial	umělé
artificial	uměle
artificial	umělá
solara	sluneční
solara	solární
disponibila	dostupný
disponibila	dostupná
disponibila	dostupné
disponibila	dostupný
disponibila	dostupná
disponibila	dostupné
reprezentative	zástupce
reprezentative	představitel
reprezentative	reprezentativní
marino	marino
fetele	dívky
fetele	holčičky
fetele	holky
fetele	děvčata
primita	přijata
primita	přijaté
primita	obdržené
primita	obdržel
primita	obdržela
strategia	strategie
strategia	strategii
transmise	předány
transmise	předané
culmea	ridge
culmea	hřeben
identice	totožné
identice	shodné
identice	identické
fotografia	fotografie
fotografia	photo
fotografia	foto
fotografia	fotka
fotografia	fotku
fotografia	fotografie
fotografia	fotografování
locuite	obydlené
albrecht	albrecht
aia	to
aia	že
separarea	odloučení
separarea	oddělení
datoria	clo
datoria	povinnost
datoria	povinnosti
interpretari	výklady
scrisoarea	dopis
scrisoarea	písmeno
eroul	hero
eroul	hrdina
aviatiei	letecká
aviatiei	letectví
rupt	rozbité
rupt	zlomený
rupt	rozbitý
rupt	zlomená
rupt	zlomené
rupt	roztrhl
integrate	integrovaná
integrate	integrovaný
integrate	integrované
panama	panamě
afc	afc
utilizari	používá
nancy	nancy
comisie	provize
comisie	komise
westfalia	vestfálsko
arkansas	arkansasu
sinteza	syntézu
sinteza	syntézy
sinteza	syntézu
sinteza	syntézy
aripa	wing
aripa	křídlo
aripa	wing
aripa	křídlo
cauzele	příčiny
cauzele	způsobuje
graz	graz
veniturile	příjmy
veniturile	výnosy
veniturile	příjem
veniturile	příjmy
veniturile	výnosy
veniturile	příjem
atomic	atomová
atomic	atomové
atomic	atomový
clinton	clinton
imparateasa	císařovna
imparateasa	císařovna
integrare	integraci
integrare	začlenění
integrare	integrační
integrare	integrace
districtele	kraje
districtele	okrsků
miercurea	středu
miercurea	středy
miercurea	středa
miercurea	středeční
miercurea	středy
scenele	scény
dramatice	dramatický
dramatice	dramatické
dramatice	dramatická
transmiterea	převodovka
transmiterea	vysílání
transmiterea	předávání
transmiterea	přenos
transmiterea	předání
ralph	ralpha
ralph	ralph
hunter	hunter
hunter	lovec
armeni	arménů
armeni	arménské
vera	vera
vera	very
vera	vero
vera	věra
sferturi	kajuty
borsod	borsod
demo	demo
standarde	normy
standarde	standardy
standarde	norem
minima	minimální
minima	minimum
minima	minimálně
minima	minimální
simt	smysl
simt	cítit
simt	pocit
patruns	pronikl
cateodata	někdy
cateodata	občas
utila	užitečná
utila	užitečný
utila	užitečné
utila	užitečná
utila	užitečný
utila	užitečné
montferrat	montferratu
dotat	nadaná
dotat	nadané
dotat	nadaný
pastrata	zachovány
pastrata	konzervované
clape	klávesnice
clape	klávesy
isabella	isabella
predare	vyučování
predare	učení
predare	výuka
predare	výuky
predare	předání
airlines	aerolinky
airlines	airlines
sanatatea	zdraví
sanatatea	zdravotnictví
sanatatea	zdravotní
transfermarkt	transfermarkt
rareori	zřídka
rareori	zřídkakdy
rareori	málokdy
rareori	zřídka
rareori	zřídkakdy
rareori	málokdy
rareori	vzácně
zimbru	zimbru
abaúj	abaúj
patrat	náměstí
patrat	čtverec
patrat	náměstí
patrat	čtverec
raze	paprsky
epic	impozantní
epic	epické
gratie	grace
gratie	milost
avere	jmění
avere	štěstěna
avere	bohatství
windsor	windsor
prevede	poskytuje
fin	fin
birou	kancelář
birou	kanceláře
birou	úřad
birou	office
birou	plocha
birou	plochy
secretul	tajný
secretul	tajná
secretul	tajemství
secretul	tajné
trilogia	trilogii
aniversare	narozeniny
aniversare	výročí
gonzaga	gonzaga
pib	hdp
frumusetea	kráska
frumusetea	krasavice
frumusetea	krása
executata	provedený
executata	proveden
executata	popraven
executata	provedené
musulmana	muslim
musulmana	muslimské
rob	rob
rob	robe
mehmed	mehmed
concret	betonu
concret	beton
concret	konkrétní
frumusete	kráska
frumusete	krasavice
frumusete	krása
frumusete	kráska
frumusete	krasavice
frumusete	krása
laboratorul	laboratoře
laboratorul	laboratorní
laboratorul	laboratoř
laboratorul	laboratoř
maini	ruce
ala	ala
batalionul	prapor
decorative	dekorativní
constient	vědomí
constient	vědomí
raluca	raluca
sectoare	odvětví
sectoare	sektorů
sectoare	sektory
sansa	šance
sansa	chance
sansa	šanci
sansa	šance
sansa	chance
sansa	šanci
sansa	sansa
autostrada	dálnice
autostrada	dálnici
autostrada	dálnice
autostrada	dálnice
autostrada	dálnice
autostrada	dálnici
autostrada	dálnice
compozitori	skladatelů
fabricatie	výroba
fabricatie	zpracovatelský
fabricatie	výroba
fabricatie	výrobní
zemplén	rovinatých
treimi	třetiny
alegere	volba
alegere	výběr
notre	notre
mostenire	odkaz
mostenire	dědictví
mostenire	odkaz
mode	mód
mode	režim
mode	mode
negocierile	vyjednávání
negocierile	jednání
linda	linda
linda	lindu
linda	lindo
split	rozdělit
split	split
cascada	vodopády
cascada	vodopád
cascada	vodopády
cascada	vodopád
lev	lev
colin	colin
colin	colina
colin	coline
legendele	legend
legendele	legendy
masurile	opatření
gruparea	uskupení
gruparea	seskupení
intentionat	úmyslné
intentionat	záměrně
intentionat	úmyslně
intentionat	záměrně
intentionat	úmyslně
iulius	julius
virusul	vir
virusul	viru
virusul	virus
virusul	viry
tribul	kmen
petrolul	oleje
petrolul	ropa
petrolul	olej
erori	chyby
erori	chyb
erori	omyly
unghiul	úhlu
unghiul	úhel
egipteana	egyptský
egipteana	egyptské
egipteana	egyptská
implementarea	implementace
implementarea	provedení
implementarea	provádění
implementarea	realizace
implementarea	prováděcí
cuneo	cuneo
jakob	jakob
msg	msg
masacrul	masakr
patria	vlasti
patria	vlast
patria	vlasti
patria	vlast
aval	navazující
capitole	kapitol
capitole	kapitoly
hessa	hesensko
hessa	hesse
transferata	převedeny
transferata	přeložen
transferata	převedené
musulman	muslim
musulman	muslimské
omagiu	hold
omagiu	pocta
omagiu	hold
omagiu	pocta
negativa	záporné
negativa	negativní
manuale	učebnice
manuale	příručky
orientales	orientales
otomani	osmani
estimeaza	odhad
estimeaza	odhadnout
dezvaluit	odhalena
dezvaluit	odhaleno
dezvaluit	prozradil
dezvaluit	odhalen
dezvaluit	odhalil
dezvaluit	odhalena
dezvaluit	odhaleno
dezvaluit	prozradil
dezvaluit	odhalen
dezvaluit	odhalil
dezvaluit	odhalena
maritim	námořní
nixon	nixona
nixon	nixon
zborul	letu
zborul	letová
zborul	let
arcade	herna
arcade	herny
voluntar	dobrovolné
voluntar	dobrovolná
voluntar	dobrovolně
voluntar	dobrovolný
voluntar	dobrovolník
tramvai	tramvaj
tramvai	tramvaje
responsabilitatea	zodpovědnost
responsabilitatea	odpovědnost
ceh	česká
ceh	české
ceh	česky
ceh	český
ceh	česko
elias	elias
stanca	skály
stanca	skála
stanca	skalní
stanca	kámen
stanca	rock
stanca	skály
stanca	skála
stanca	skalní
stanca	kámen
stanca	rock
sfert	čtvrtletí
sfert	čtvrtina
violente	násilné
violente	násilný
violente	násilník
colt	roh
colt	rohu
colt	zatáčka
colt	kout
colt	koutek
colt	roh
colt	rohu
colt	zatáčka
colt	kout
colt	koutek
colt	colt
esec	selhal
esec	neúspěšné
esec	selhalo
esec	neúspěch
esec	selhání
esec	neúspěch
esec	selhání
cannes	cannes
trib	kmen
anatomie	anatomie
varna	varna
confirma	potvrzuji
confirma	potvrzení
confirma	potvrdit
confirma	potvrzuji
confirma	potvrzení
confirma	potvrdit
houston	houston
houston	houstonu
yeung	yeung
eficienta	účinné
eficienta	efektivní
eficienta	účinná
eficienta	účinné
eficienta	efektivní
eficienta	účinný
eficienta	efektivita
eficienta	účinnost
eficienta	efektivnost
eficienta	efektivita
eficienta	účinnost
eficienta	efektivnost
eficienta	účinné
eficienta	efektivní
eficienta	efektivita
eficienta	účinnost
eficienta	efektivnost
proiectare	návrh
proiectare	design
proiectare	projektování
proiectare	konstrukce
proiectare	navrhování
proiectare	projektování
marche	marche
sancho	sancho
violenta	násilí
violenta	násilné
violenta	násilný
violenta	násilník
violenta	násilí
violenta	násilí
eleanor	eleanor
oferta	nabídku
oferta	nabídnout
oferta	nabídka
oferta	nabídku
oferta	nabídnout
oferta	nabídka
favorabile	příznivý
favorabile	příznivé
favorabile	příznivý
favorabile	příznivé
castro	castro
geologice	geologická
geologice	geologické
flavius	flavius
koch	koch
israeliene	izraelský
israeliene	izraelská
israeliene	izraelské
furtuna	bouřka
furtuna	bouře
furtuna	storm
furtuna	bouřka
furtuna	bouře
furtuna	storm
furtuna	bouřka
vatican	vatikánu
vatican	vatikán
ken	ken
remarcabil	nevšední
remarcabil	pozoruhodný
remarcabil	pozoruhodná
remarcabil	pozoruhodné
remarcabil	vynikající
biologice	biologický
biologice	biologická
biologice	biologické
stiut	věděl
stiut	věděla
regulate	pravidelně
regulate	pravidelné
regulate	pravidelná
regulate	pravidelný
lusignan	lusignan
rwanda	rwandě
biblioteci	knihovny
ciudat	zvláštní
ciudat	divné
ciudat	divný
ciudat	zvláštní
productions	productions
natiune	národ
natiune	národ
mal	male
mal	mal
adapost	přístřeší
adapost	útulek
adapost	útulku
adapost	přístřešek
adapost	kryt
adapost	úkryt
adapost	přístřeší
adapost	útulek
adapost	útulku
adapost	přístřešek
adapost	kryt
adapost	úkryt
status	stav
status	status
status	postavení
tower	tower
tower	věži
tower	věže
tower	věž
prada	kořisti
prada	kořist
prada	kořist
prada	kořisti
prada	kořist
prada	prada
regiment	regiment
regiment	pluk
feb	únor
artista	umělec
artista	umělkyně
artista	umělce
artista	umělec
artista	umělkyně
artista	umělce
titan	titanu
titan	titan
titan	titaničitý
titan	titan
marci	značek
marci	značky
marci	marek
marci	marks
marci	značky
marci	marci
revue	revue
ordinele	příkazy
ordinele	objednávky
ordinele	rozkazy
ozn	ufo
fortificatii	opevnění
exceptii	výjimky
exceptii	výjimky
explicatii	vysvětlení
explicatii	vysvětlivky
explicatii	vysvětlení
explicatii	vysvětlivky
valabil	platné
valabil	platná
valabil	platný
monroe	monroe
ondřejov	ondřejov
duh	džin
facultate	univerzita
facultate	university
facultate	univerzity
facultate	vysoká
facultate	fakulty
facultate	fakulta
neptun	neptune
apache	apache
rezistat	odolal
rome	řím
manuscrise	rukopisy
teologice	teologické
radacini	kořeny
radacini	kořenů
radacini	kořeny
radacini	kořenů
monarhiei	monarchie
negocieri	vyjednávání
negocieri	jednání
negocieri	vyjednávání
negocieri	jednání
raf	raf
raf	rafe
ierarhia	hierarchii
ierarhia	hierarchie
saraci	chudák
regulamentul	předpis
regulamentul	regulace
regulamentul	nařízení
randy	randy
randy	randyho
provocate	vyprovokoval
administratorii	správci
administratorii	správci
colorate	barevné
colorate	barevný
colorate	barevný
versiunile	verze
far	majáku
far	maják
far	světlomet
dispare	mizí
dispare	zmizí
seven	sedm
seven	sedmička
luftwaffe	luftwaffe
dorita	požadovaný
dorita	žádoucí
dorita	chtěl
dorita	hledaný
dorita	požadovaný
dorita	žádoucí
pasarea	pták
pasarea	ptáček
pasarea	bird
pasarea	ptačí
tei	vápna
vaduva	vdova
vaduva	vdovec
vaduva	vdova
vaduva	vdova
garcia	garcia
ark	archu
ark	archy
ark	archa
ark	arše
caseta	kazeta
caseta	kazetu
caseta	kazeta
caseta	pásku
caseta	páska
caseta	pásky
caseta	kazeta
caseta	kazetu
musical	muzikál
musical	hudební
gyula	gyula
fericit	šťastný
fericit	radost
fericit	šťastná
fericit	happy
insotita	doprovázen
poze	fotografie
poze	fotky
poze	fotky
poze	obrázků
poze	obrázky
procent	procento
procent	procenta
procent	procento
procent	procenta
unguri	maďaři
armat	ozbrojená
armat	ozbrojený
armat	ozbrojen
armat	ozbrojené
armat	posílena
armat	posílené
mongolii	mongolové
sodiu	sodíku
sodiu	sodný
prenume	příjmení
tentativa	pokus
tentativa	pokus
prinde	chytit
prinde	úlovek
valdemar	valdemar
lut	hlína
lut	hlíny
lut	clay
istria	istrie
judecat	souzen
dieter	dieter
raspandire	šíření
raspandire	šíření
patricia	patricie
patricia	patricia
liberty	svoboda
liberty	liberty
esenta	podstata
esenta	esence
esenta	podstata
esenta	esence
cetatenia	národnosti
cetatenia	občanství
usd	usd
nice	pěkný
nice	hezky
nice	hezký
nice	pěkné
nice	nice
beatrice	beatrice
atasat	připojené
atasat	připojeno
atasat	připojené
atasat	připojeno
spada	meč
bolivia	bolívie
ciuperci	houby
ciuperci	houby
ciuperci	houby
ciuperci	houba
maryland	marylandu
criteriul	kritérium
performante	představení
performante	výkony
performante	výkon
performante	výkonnost
performante	výkonnosti
performante	vystoupení
pakistan	pákistán
pakistan	pákistánu
optica	optické
optica	optická
optica	optický
optica	optika
optica	optika
profesoara	učitel
profesoara	učitelka
profesoara	učiteli
nad	nad
éditions	éditions
solide	solidní
solide	pevná
solide	pevné
solide	pevný
artificiala	umělý
artificiala	umělé
artificiala	uměle
artificiala	umělá
artificiala	umělý
artificiala	umělé
artificiala	uměle
artificiala	umělá
banks	banks
banks	banky
banks	bankám
banks	bank
instructiuni	pokyny
instructiuni	instrukce
instructiuni	návod
instructiuni	pokyny
instructiuni	instrukce
instructiuni	návod
aluminiu	hliník
aluminiu	hliník
generali	generálové
adige	adige
ziarist	novináře
ziarist	novinář
ziarist	novinářka
generic	obecné
generic	obecný
turismul	turistika
turismul	ruchu
ajax	ajax
flacara	plamen
flacara	plamen
flacara	plamen
grupari	skupinky
grupari	skupin
grupari	skupiny
marion	marion
efectua	vystupovat
efectua	provádět
dinti	zubů
dinti	zuby
dinti	zoubky
liège	liège
evidenta	zřejmý
evidenta	zjevné
evidenta	zřejmá
evidenta	zřejmé
evidenta	zřejmý
evidenta	zjevné
evidenta	zřejmá
evidenta	zřejmé
distinctia	rozlišování
distinctia	rozlišovat
nod	uzel
nod	uzel
selo	selo
glasgow	glasgow
geniu	genius
geniu	geniální
geniu	génius
broadway	broadway
broadway	broadwayi
intreprinderea	podnik
intreprinderea	podnikání
intreprinderea	enterprise
toledo	toledo
autorilor	autory
autorilor	autoři
autorilor	autorů
abdul	abdul
cavaleria	kavalerie
cavaleria	kavalérie
brand	značky
brand	značka
burgas	burgas
ciuc	ciuc
coltul	roh
coltul	rohu
coltul	zatáčka
coltul	kout
coltul	koutek
cuplu	pár
cuplu	dvojice
cuplu	točivého
evanghelia	evangelium
informativ	informativní
marturie	svědectví
marturie	svědectví
emmanuel	emmanuel
alpii	alpy
caracteristic	charakteristické
caracteristic	charakteristika
concursuri	soutěže
concursuri	soutěže
conditie	stav
conditie	podmínkou
conditie	podmínka
dobandit	získal
dobandit	získané
dobandit	získaná
dobandit	získán
dobandit	získány
dobandit	získána
onorific	čestné
onorific	čestná
onorific	čestný
combinat	kombinovaný
combinat	kombinovaná
combinat	kombinované
grey	šedá
grey	grey
grey	šedé
grey	greyová
grey	šedý
grey	šedivý
como	como
cartiere	čtvrtí
cartiere	čtvrtě
cartiere	čtvrtích
cartiere	kraje
cartiere	okrsků
stand	stát
stand	sezení
stand	posezení
stand	sedět
stand	sedící
stand	sedí
sanse	šance
sanse	šance
sanse	chance
sanse	šanci
sanse	šance
sanse	šance
sanse	chance
sanse	šanci
sanse	šance
guvernele	vlád
guvernele	vlády
guvernele	vládám
confederatia	konfederace
confederatia	konfederaci
confederatia	konfederace
confederatia	konfederací
ward	ward
localnicilor	místní
organisme	organismů
organisme	organismy
organisme	těl
organisme	těla
consul	konzul
deciziile	rozhodnutí
deciziile	rozhodování
nevada	nevadě
iarba	tráva
iarba	trávy
iarba	tráva
iarba	plevel
iarba	trávu
iarba	tráva
iarba	trávy
iarba	tráva
iarba	plevel
iarba	trávu
completat	dokončeno
completat	ukončeno
completat	dokončené
completat	dokončen
completat	dokončena
comitet	výbor
comitet	výboru
capabila	schopen
capabila	schopná
capabila	schopný
capabila	schopného
capabila	schopné
capabila	schopen
capabila	schopná
capabila	schopný
capabila	schopného
capabila	schopné
masiva	masivní
masiva	mohutný
saga	saga
natalia	natálie
natalia	natalja
natalia	natálie
natalia	natalie
višnjan	višnjan
celtic	keltské
arestarea	zatýkání
arestarea	zatknout
arestarea	zatčení
hart	hart
hart	hartová
vanzarea	prodej
bella	bello
bella	bella
daily	denní
daily	denně
daily	každodenní
rit	obřad
sectie	okrsek
sectie	okrsku
chitarist	kytarista
memoriam	memoriam
sociologie	sociologie
variabila	proměnnou
variabila	proměnná
variabila	proměnné
variabila	proměnnou
variabila	proměnná
variabila	proměnné
antrenat	trénoval
divine	božské
divine	božská
divine	božský
grecesc	řecký
grecesc	řecká
grecesc	řecké
sabia	meč
proiectarea	návrh
proiectarea	design
proiectarea	projektování
proiectarea	konstrukce
existent	existující
existent	stávající
instalarea	instalace
instalarea	montáž
instalarea	instalace
afectata	ovlivněn
afectata	postižené
afectata	zasažené
afectata	ovlivněn
afectata	postižené
afectata	zasažené
drobeta	drobeta
franci	franky
franci	franků
franci	franks
tropicale	tropické
eine	eine
kane	kane
puerto	puerto
cheltuielile	výdaj
cheltuielile	výdaje
cheltuielile	náklady
cheltuielile	výdaje
costurile	nákladů
costurile	náklady
tehnologic	technologický
tehnologic	technologická
tehnologic	technologické
semnate	podepsána
semnate	podepsáno
semnate	podepsaná
semnate	podepsán
semnate	podepsané
opereaza	operovat
opereaza	provozuje
dallas	dallasu
dallas	dallas
retezat	přerušeno
geometrie	geometrie
notele	známky
calde	teplé
calde	teplo
calde	teplá
calde	teplý
clienti	zákazníci
clienti	zákazníkům
clienti	zákazníků
clienti	zákazníky
clienti	zákazníci
clienti	zákazníkům
clienti	zákazníků
clienti	zákazníky
clienti	klienti
clienti	klienty
calul	kůň
calul	koně
calul	koni
abuz	zneužití
abuz	týrání
abuz	zneužívání
unghi	úhlu
unghi	úhel
piacenza	piacenza
madagascar	madagaskaru
madagascar	madagaskar
relativa	příbuzná
relativa	relativně
relativa	relativní
relativa	příbuzný
interventii	intervence
interventii	zásahy
interventii	intervence
interventii	zásahy
permitand	umožňující
operatie	provoz
operatie	operace
operatie	chirurgie
operatie	operace
voivodina	vojvodině
peisajul	krajiny
peisajul	krajinu
peisajul	krajina
copaci	stromy
urs	méďa
urs	medvěd
urs	medvědí
urs	bear
nina	nina
nina	nino
stalpi	pilíře
stalpi	pilířů
divortat	rozvedený
divortat	rozvedená
divortat	rozvedený
divortat	rozvedená
stratul	vrstvu
stratul	vrstvy
stratul	vrstva
plantele	rostliny
orientala	orientální
rick	rick
rick	ricka
politist	polda
politist	policajt
politist	policista
politist	policajt
politist	policista
politist	polda
politist	policajt
politist	policista
politist	policajt
politist	policista
jeremy	jeremy
jeremy	jeremyho
locuitor	bydliště
locuitor	rezident
ueda	ueda
cafea	kávy
cafea	kávu
cafea	kafe
cafea	káva
profesional	profesionální
profesional	profesionál
profesional	profesní
profesional	profesionálně
aziz	aziz
weber	weber
guvernarea	vládnutí
guvernarea	správa
ascensiunea	vzestup
ascensiunea	povznesení
ofiterii	důstojníky
ofiterii	důstojníci
ofiterii	policisté
ofiterii	strážníci
straturi	vrstvy
straturi	vrstev
ferma	farma
ferma	statek
ferma	farmě
ferma	farma
ferma	statek
ferma	farmě
teoretice	teoretické
urmate	následovalo
urmate	následovala
urmate	sledoval
urmate	následoval
nacional	nacional
munchen	mnichov
ivanovici	ivanovič
urmarirea	sledování
groza	groza
echipaj	posádky
echipaj	posádka
echipaj	štáb
echipaj	posádku
echipaj	crew
rachel	rachel
vecini	sousedy
vecini	sousedé
vecini	sousedi
vecini	sousedy
vecini	sousedé
vecini	sousedi
patron	patrona
patron	patron
dosarul	složku
dosarul	složky
dosarul	složka
click	kliknutí
click	klikněte
iris	iris
rama	rámec
rama	rám
rama	rámeček
rama	rama
rama	rámec
rama	rám
rama	rámeček
afganistan	afghánistán
afganistan	afghánistánu
interzise	zakázané
interzise	zakázaná
interzise	zakázáno
interzise	zakázaný
interzise	zakázané
interzise	zakázaná
interzise	zakázáno
interzise	zakázaný
miles	miles
miles	kilometry
miles	mil
miles	míle
sfinte	svatý
sfinte	svaté
sfinte	svatá
tolstoi	tolstoj
impactul	vliv
impactul	náraz
impactul	nárazu
impactul	dopad
impactul	dosah
trentino	trentino
ouest	ouest
abilitatea	schopnosti
abilitatea	schopnost
tango	tango
