قفسه	선반
شال	스카프
روت	루스
خوشی	기쁨
خوشی	조이
خوشی	기쁨이
خوشی	행복
خوشی	happiness
مورچه	개미
مورچه	개미
کاکس	콕스
چستر	체스터
ناز	귀여워
ناز	bliss
باغچه	가든
باغچه	정원
جوانه	콩나물
فاینال	기말고사
فاینال	파이널
فاینال	결승전
الکساندرا	알렉산드라
میسون	메이슨
میسون	mason
سانتاندر	산탄데르
سفالی	도자기
افزونه	확장
افزونه	연장
افزونه	확장자
افزونه	확대
همگرایی	수렴
رژه	퍼레이드
رژه	행진
آریانا	아리아나
ساندرا	산드라
ساندرا	샌드라
اخیرا	최근
اخیرا	최근에
اخیرا	최근
اخیرا	최근에
زهر	독도
روبین	로빈과
روبین	로빈
روبین	로빈
اکتشافات	탐험
اکتشافات	탐사
آوا	아바
آوا	ava
آوا	에바
شقایق	열매
شقایق	산딸기
تاجیکی	타지키스탄
ترکستان	투르키스탄
تمسخر	모의
تمسخر	조롱
موز	바나나
موز	바나나
اندوه	슬픔
اندوه	슬픔
اندوه	슬픔
رونالدو	호날두
آکوستیک	어쿠스틱
هنرمندی	예술적
هنرمندی	음악가
هنرمندی	예술가
هنرمندی	아티스트
هنرمندی	아티스트가
آریان	아리아인
نیمروز	정오
چوپان	양치기
چوپان	셰퍼드
نابینا	블라인드
فریبا	매력적인
فریبا	매력
سیستماتیک	체계적
آماتور	아마추어
فوراً	즉시
توالت	변기
توالت	화장실
توالت	변기
برگرداند	재현
آنجلو	젤로
آنجلو	안젤로
آرین	아리아인
تورنمنت	토너먼트
تورنمنت	대회
هیچکس	아무도
دادرسی	재판
لاهور	라호르
اتاقک	조종실
اتاقک	조종석
اتاقک	객실
اتاقک	오두막
مکالمه	대화하기
مکالمه	대화
کیس	대소문자
کیس	케이스
کیس	사례
کیس	kis
کهکشانی	은하
جرارد	제라드
دف	daf
مسموم	독도
ماین	메인
ماین	메인
کارزار	전투
کارزار	배틀
هلیم	헬륨
خریداران	구매자
اهانت	경멸
همخوان	합창
همخوان	코러스
همخوان	닿소리
امپریالیسم	제국주의
اسلاوی	슬라브어
میهنی	애국
کلینت	클린트
بوروندی	부룬디
آندریا	안드레아
نیوپورت	뉴포트
خورخه	호르헤
اندروز	앤드루스
پالمر	팔머
پالمر	파머
هپاتیت	간염
پلاس	플러스
امانت	무결성
گومز	고메즈
گومز	고메즈
عطا	ata
سنترال	중부
سنترال	센트럴
وینستون	윈스턴
هوکایدو	홋카이도
ساکت	조용히
ساکت	조용한
کلمنت	클레멘트
کلمنت	클레멘스
کلوب	클럽
طرحهای	설계
طرحهای	디자인
ملیتی	국적은
ملیتی	국적
دلا	델라
فشنگ	카트리지
فشنگ	총알
فشنگ	탄환
هلنا	헬레나
ادوبی	어도비
شایعات	소문
شری	셰리
بازخورد	피드백
بازخورد	의견
جویس	조이스
ربکا	리베카
انسولین	인슐린
گوری	구리
گوری	구리시
مؤمن	신자
آستون	애스턴
یاکوب	제이콥
یاکوب	야곱
مدیسون	매디슨
جاوااسکریپت	javascript
جاوااسکریپت	자바스크립트
شیروانی	다락방
بلفاست	벨파스트
بافر	버퍼
چاقی	비만
چاقی	뚱뚱한
چاقی	지방
چاقی	살찐
بازو	무기
بازو	팔이
پرنسس	공주
پرنسس	공주님
پرنسس	프린세스
ضرایب	계수
اشتراکی	집단
پرستاران	간호사
پرستاران	간호
پارت	부분
پارت	부품
پارت	파트
پارت	파르티아
درنگ	망설임
نابرابری	불평등
نابرابری	부등식
رمزگشایی	디코딩
رمزگشایی	디코딩
دندانپزشکی	치과
هیت	히스
بول	황소
ورژن	에디션
بافتی	조직
جنی	jenny
جنی	제니
هادسون	허드슨
کوبه	고베
نزدیکتر	가까워
حواس	감각
پیغمبر	예언자
اسرارآمیز	mysterious
اسرارآمیز	신비
استفانی	스테퍼니
استفانی	스테파니
گزارشگر	기자
گزارشگر	리포터
مریل	메릴
النور	엘리너
سوییس	스위스
فانوس	랜턴
دفترچه	공책
دفترچه	노트북
ایگل	독수리
ایگل	이글
سانتو	산토
ویر	웨어
سدها	저수지
لنگر	앵커
لنگر	계류
خطری	위험
آنست	발병
سوختگی	번스
سوختگی	화상
سوختگی	굽기
سوختگی	화상
برایتون	브라이턴
برایتون	브라이튼
سانی	써니
سانی	화창한
سانی	맑음
معطر	매운
لیبرتی	리버티
باواریا	바이에른
تفصیل	구별
برنجی	브라스
برنجی	라이스
دالان	코리더
قاعدگی	월경
پوزش	핑계
پوزش	변명
ماکائو	마카오
ماکائو	마카오
منزوی	고립
پورتلند	포틀랜드
مثانه	방광
ادا	eda
ماریون	매리언
ماریون	마리온
آمبرلا	우산
آگوستین	아우구스틴
اقلیدسی	유클리드
چاق	뚱뚱한
چاق	지방
چاق	살찐
نمادها	기호
نمادها	상징
شارپ	샤프
شارپ	예리
پاناسونیک	파나소닉
هرمی	피라미드
مستثنی	제외됨
تورهای	투르
تورهای	투어
سیشل	세이셸
کای	카이
آرزوهای	기대
مخروط	원뿔
لم	보조정리
لم	펌핑
رالی	집회
رالی	랠리
رالی	롤리
آهوی	사슴
چرچیل	처칠
پرستو	삼킬
پرستو	프레스토
سوان	백조
سوان	스완
بویز	보이즈
متافیزیک	형이상학
پرهای	깃털
ایدا	ida
کلیر	클레어
کراولی	크롤리
کراولی	크롤리
تیری	티에리
مسن	노인
ناپایدار	불안정
ناپایدار	불안정한
میراندا	미란다
نخود	완두콩
اسکلتی	뼈대
مهمانان	손님
مهمانان	게스트
مهمانان	참석자
مهمانان	손님들
ژنراتور	생성기
ژنراتور	발전기
کوله	배낭
روسها	러시아인
سای	psi
ساکس	sox
ساکس	삭스
فروشندگان	딜러
فروشندگان	셀러
فروشندگان	판매자
هوارد	하워드
توافقی	적응
لوآر	루아르
لبخند	미소
لبخند	스마일
لبخند	웃어
لبخند	스마일
لبخند	미소
سرزنش	비난
مرورگرهای	브라우저
میدلزبورو	미들즈브러
جوخه	분대
جوخه	스쿼드
جوخه	소대
ممنوعه	금지
یکا	유닛
یکا	unit
یکا	단위
فیلی	필라델피아
فیلی	코끼리
استراسبورگ	스트라스부르
استفراغ	구토
استفراغ	구토
لئوپولد	레오폴드
لئوپولد	레오폴트
کولین	콜린
کنسرواتوار	음악원
بیضوی	타원
بیضوی	타원
بیضوی	타원형
اجتماعات	커뮤니티
اجتماعات	공동체
کلمبوس	콜롬버스
کلمبوس	콜럼버스
رکس	렉스
عبوری	트랜싯
عبوری	환승
همسان	동일한
همسان	동일
همسان	동일함
ناخودآگاه	무의식
لسلی	레슬리
والری	밸러리
خونه	집에
خونه	고향
خونه	집으로
خونه	가정
بیوه	미망인
عدن	이든
عدن	에덴
دانشیار	안내원
یوم	냠냠
بینندگان	시청자
دلتای	삼각주
دلتای	델타
التهابی	염증
قرضه	채무
قرضه	부채
تهوع	메스꺼움
تهوع	구역질
ناخن	손톱
ناخن	발톱
ناخن	손톱
ناخن	손톱
خنجر	단검
بانکوک	방콕
ماژور	전공
ماژور	메이저
مطیع	순종
مطیع	순종
اسکله	선착장
اسکله	부두
خوابگاه	기숙사
خوابگاه	기숙사
شلاق	채찍
وجدان	양심
وجدان	양심적
اتاوا	오타와
علایق	관심사
امکاناتی	보너스
طعمه	먹이
طعمه	미끼
آسا	asa
صداقت	정직
صداقت	성실
تعهدات	의무
رومانتیک	낭만
رومانتیک	낭만주의
رومانتیک	로맨틱
رومانتیک	낭만적
جزر	조수
ابریشمی	명주
ابریشمی	실크
ابریشمی	비단
سکوهای	플랫폼
سنگسار	스톤
سنگسار	석기
سنگسار	투석
آتیلا	아틸라
سازش	타협
سازش	숙박시설
سازش	숙박
نیکسون	닉슨
مرداب	석호
مرداب	습지
مرداب	마시
چتر	낙하산
چتر	우산
تاشکند	타슈켄트
نیکوزیا	니코시아
عزیزم	베이비
عزیزم	아기
عزیزم	여보
عزیزم	허니
هاربر	항구
هاربر	하버
ادویه	양념
ادویه	양념
سروتونین	세로토닌
هد	헤드
هد	머리
ترومن	트루먼
استنتاج	추리
استنتاج	추정
استنتاج	추론
چاپخانه	출판물
چاپخانه	출판
جادوی	마술
جادوی	마법
جادوی	magic
جادوی	매직
سفارشی	커스텀
سفارشی	맞춤
کلیپ	클립
دوج	닷지
هارپر	하퍼
متد	수단
متد	메서드
متد	방법
متد	메소드
پدرخوانده	대부
محصولاتی	상품
محصولاتی	제품
زامبی	좀비
شفق	트와일라잇
شفق	황혼
هاوک	호크
شاهدان	증인
شاهدان	목격자
مصریان	이집트인
وری	vor
نیوفاندلند	뉴펀들랜드
مسیریابی	라우팅
حسادت	질투
حسادت	질투
زمانهای	타임스
زمانهای	타임즈
کنسرتو	협주곡
معمای	미스테리
معمای	미스터리
معمای	퍼즐
معمای	딜레마
زوم	축소
زوم	확대
گرانیت	화강암
مثلثی	삼각형
مثلثی	삼각
کامپانیا	캄파니아
حکیمی	지혜로운
حکیمی	현명한
حکیمی	지혜
تبتی	티베트어
تبتی	티베트
تبتی	티베트족
دلی	델리
ادل	아델
ژرمنی	게르만어
ژرمنی	게르만
کلاین	클라인
مفرد	특이
شیلد	방패
بازرسان	수사관
بلندای	sat
یونیون	동맹
یونیون	연맹
یونیون	유니언
یونیون	연합
منقار	부리
فرمودند	표명
تولدو	톨레도
تلاقی	합류
تلاقی	중복
ساق	다리
راههای	방법
راههای	경로
ارسالی	보냄
ارسالی	전송
مونیکا	모니카
کامی	가미
معتمد	신뢰
هدفی	목적
چکش	망치
چکش	해머
گالن	갤런
سانچز	산체스
سانچز	산체스
بناپارت	보나파르트
جستجوگر	선지자
فانتوم	팬텀
وداع	작별
قیصریه	카이세리
چارت	차트
موشی	생쥐
موشی	마우스
تینا	티나
کید	키드
داو	비둘기
مته	드릴
مته	훈련
هیولا	괴물
هیولا	몬스터
هیولا	괴물이
اوتو	오토
تیتانیوم	타이타늄
تیتانیوم	티타늄
اسپرم	정액
اسپرم	정자
لاشه	잔해
لاشه	시체
ضمیر	대명사
ضمیر	성별
ایزاک	이삭
بخوانند	읽음
بخوانند	읽어보기
بخوانند	읽기
بخوانند	읽는다
بخوانند	읽고
اوکیناوا	오키나와
تدارکات	용품
تدارکات	공급
سودی	이익
سودی	혜택
ساکرامنتو	새크라멘토
استیک	스테이크
بزرگوار	귀족
بزرگوار	노블
بزرگوار	영광
بزرگوار	영광스러운
درایو	드라이브
هرتز	허츠
هرتز	헤르츠
دزدیده	도난
دزدیده	납치
آتلانتیس	아틀란티스
مردود	실패
مردود	거부
مردود	거절
ورم	부어
ورم	부어
موم	왁스
سردرد	두통
اجاق	오븐
ستونی	칼럼
ستونی	기둥
ستونی	기둥
ترا	테라
ترا	테라
کامو	카뮈
کامو	가모
خاکسپاری	매장
خاکسپاری	장례
خاکسپاری	장례식장
خاکسپاری	장례식
خاکسپاری	장례
اتر	에테르
مادربزرگ	할머니
مادربزرگ	외할머니
مادربزرگ	할머니
سایتاما	사이타마
بگیر	take
کارتونی	애니메이션
معالجه	치료법
معالجه	치료
معالجه	시술
معالجه	치료
دوسلدورف	뒤셀도르프
باربودا	바부다
دائماً	끊임없이
دائماً	지속적으로
زننده	더러운
قزاق	코자크
قزاق	카자크
پلیموث	플리머스
اورال	우랄
اورال	구강
دپ	dep
دپ	dap
خواستگاری	약혼
خواستگاری	프로포즈
خواستگاری	제안
وایلد	와일드
وایلد	야생
هانی	여보
هانی	허니
هانی	하니
هوپ	희망
ارگانیک	유기적
تملک	소지
قاتلان	살인자
جهانگردی	탐험
جهانگردی	탐사
آندریاس	안드레아스
جواز	라이선스
جواز	라이센스
جواز	면허
جواز	허가서
مجرمان	범죄자
حواصیل	헤론
کمین	매복
کمین	스토킹
اتوبان	고속도로
اتوبان	하이웨이
سیک	시크교
ریتا	리타
پورتال	포탈
پورتال	포털
ومبلی	웸블리
اعیاد	휴일
اعیاد	연휴
اعیاد	공휴일
اعیاد	명절
ورمونت	버몬트
کوئن	코헨
گلخانه	온실
بدرود	작별
پونتیاک	폰티액
واریانس	분산
بوداگرایی	불교
تاکتیکی	전술
راهب	몽크
مردن	사망
مردن	데드
تخفیف	할인
محرکه	추진
محرکه	추진력
محرکه	기관차
بریل	brill
مزاحم	침입자
میکی	미키
جزییات	상세
جزییات	자세히
جزییات	세부사항
مرئی	표시
مرئی	표시됨
گلچین	anthology
نگهدارنده	관리자
کوبین	코베인
وولف	울프
وولف	늑대
وولف	볼프
وولف	울프
پورتسموث	포츠머스
تاتار	타타르족
تاتار	타타르어
تاتار	타타르
کالری	칼로리
پترسون	피터슨
بیسمارک	비스마르크
برانکس	브롱크스
متروکه	버림
پوتین	푸틴
پوتین	장화
پوتین	부츠
سایبری	사이버
اتیلن	에틸렌
خداحافظ	굿바이
دوبی	두바이
آلفونسو	알폰소
آنتورپ	앤트워프
آدلر	애들러
آدلر	아들러
گراز	멧돼지
گراز	돼지
گینس	기네스
هوم	mmm
سالیوان	설리번
آرلینگتون	알링턴
ماراتن	마라톤
سیاهی	검은색
سیاهی	검정
سیاهی	검정색
سیاهی	블랙
لگن	골반
لگن	욕조
نیپون	닛폰
روبر	로버트
پرطرفدار	인기
ورقه	시트
مانعی	장애물
آنارشیسم	아나키즘
تاپ	인기
تاپ	top
جادوگری	마녀
فیلمبردار	카메라맨
تشابه	닮음
خلقت	생성
خلقت	창조
خلقت	만들기
میکائیل	마이클
میکائیل	미하엘
میکائیل	미카엘
اسپیرز	스피어스
چکی	체코
چکی	체코어
تکی	싱글
تکی	단일
تروا	트로이아
تروا	트로이
خوشبختی	행복
خوشبختی	happiness
لیمو	레몬
لیمو	레몬
باکره	버진
باکره	처녀
پلوتو	명왕성
مغناطیس	자석
شیار	트랙
شیار	추적
لورنزو	로렌조
سرجیو	세르지오
بانکدار	은행원
رالینز	롤린스
هکتور	헥토르
هکتور	헥터
واتفورد	왓퍼드
واتفورد	왓포드
کراکوف	크라쿠프
ملیسا	멜리사
لگاریتم	로그
تخمدان	난소
تخمدان	난소
دایملر	주권
گلوگاه	목구멍
گلوگاه	목이
برنت	브렌트
سرزمینهای	영토
یگانگی	통일
سؤالات	질문
ضمانت	보증
دارکوب	딱따구리
بنگالی	벵골어
بنگالی	벵골
ارتفاعی	높이
ارتفاعی	키는
شریان	동맥
مشروب	주류
مارینا	마리나
ات	오트
ساموآ	사모아
صبحانه	아침밥
صبحانه	아침식사
صبحانه	아침
صبحانه	조식
فرکانسی	주파수
فرکانسی	빈도
کاپور	카푸르
لیسا	리사
ترم	용어
ماندلا	만델라
درامر	드러머
باریکه	좁은
باریکه	좁아
باریکه	좁다
بریت	브릿
صرع	간질
ارابه	전차
ارابه	카트
کدی	코디
ناممکن	impossible
ناممکن	불가능하다
ناممکن	불가능
ناممکن	불가능한
ناممکن	불가능
گلوریا	글로리아
احمق	멍청이
احمق	바보
احمق	멍청한
نعمتی	축복
نعمتی	축복이
قمار	도박
قمار	갬블
قمار	도박
نیلی	남색
نیلی	인디고
ترکمنی	투르크멘어
ترکمنی	투르크메니스탄
اینچئون	인천
اینچئون	인천광역시
آنجلا	안젤라
آنجلا	안젤로
لیوان	잔다
لیوان	유리
لیوان	글래스
حریق	방화
تخمیر	발효
بارتون	버튼
بارتون	바톤
میلز	밀스
غافل	방치
هارمونی	하모니
هارمونی	조화
هارمونی	화합
صدمات	손해배상
پیکاسو	피카소
تراست	신뢰
تراست	신탁
دارک	어둡게
دارک	다크
دارک	어두운
دارک	어둠
تایتانیک	타이타닉
ملاحظات	고려
دستگاههای	기기
دستگاههای	디바이스
دستگاههای	장치
فرایبورگ	프라이부르크
پهناور	넓은
پهناور	와이드
پهناور	넓이
پهناور	넓은
ژرف	깊은
ژرف	깊게
موتسارت	모차르트
بیر	맥주
بیر	베어
غیاب	부재
زرافه	기린
تلمبه	펌프
سلسیوس	섭씨
زهکشی	배수
رله	보호
رله	릴레이
مینسک	민스크
تسلا	테슬라
اوستیای	오세티야
تایر	타이어
تایر	타이어
تایر	타이어
کالی	캘리
ماژول	모듈
کلین	클라인
شهیدان	순교자
شرور	악당
گلدمن	골드만
فیلیپه	펠리페
شیفت	쉬프트
شیفت	shift
شیفت	시프트
شیاطین	악마
شیاطین	사탄
شیاطین	데블스
آمونیاک	암모니아
سرورهای	서버
میت	짝꿍
میت	메이트
فوکوئوکا	후쿠오카
اقامتگاه	거주지
اقامتگاه	주택
اقامتگاه	레지던스
اقامتگاه	주택지
نابودگر	터미네이터
نماهای	견해
نماهای	조회
نماهای	조회수
فایو	다섯
فایو	파이브
مدنظر	프라이
ملخ	메뚜기
ملخ	메뚜기
باهوش	영리한
باهوش	영리
باهوش	지능형
باهوش	스마트
شلی	셸리
توانبخشی	재활
توانبخشی	재활
بلیط	티켓
بلیط	티켓
بلیط	항공권
تعاملی	인터랙티브
تعاملی	대화형
تعاملی	대화식
ناامید	실망
ناامید	절실한
نینجا	닌자
نینجا	닌자
عقلانی	합리적
مصونیت	면역
مصونیت	면책
مصونیت	면역
کربنی	탄소
هوازی	에어로빅
معتاد	중독
معتاد	중독자
وارون	반전
شرمن	셔먼
بازگردانی	복구
بازگردانی	복원하기
بازگردانی	복원
لوگان	로건
ظرافت	우아
متالورژی	금속공학
متالورژی	금속
گلابی	pear
دورگه	하이브리드
کانو	카노
کانو	카누
انداختند	feat
خاموشی	정전
خاموشی	정전기
خاموشی	블랙아웃
گلد	골드
گلد	황금
شرم	부끄러운
شرم	수치
شرم	부끄러움
بنتلی	벤틀리
سوگواری	애도
حاملگی	임신
چکیده	컴팩트
چکیده	콤팩트
چکیده	추상화
چکیده	추상
چکیده	추출
چکیده	풀기
چکیده	소화
میسن	메이슨
میسن	mason
مالاریا	말라리아
شخصا	개인적으로
پاستور	목사
آوازه	평판
بارت	bart
بارت	바트
کاپلی	코플리
ورسای	베르사이유
ورسای	베르사유
شست	엄지손가락
شست	엄지
تاکتیک	전략
تاکتیک	전술
تاکتیک	전술
کاسترو	카스트로
پاتریشیا	패트리샤
کدگذاری	부호화
سگی	개그
بیسیک	기본
بیسیک	기초
بیسیک	베이직
هاوانا	아바나
لغزش	스크롤
لغزش	슬립
لغزش	slip
بکش	킬링
پیرسون	피어슨
روزنه	조리개
هلمز	홈즈
هلمز	홈스
تفتیش	점검
تفتیش	검사
کراچی	카라치
گردشگر	관광객
مسافری	수화물
مسافری	수하물
مسافری	통근
آسم	천식
لیونل	라이오넬
لیونل	리오넬
کبری	코브라
پیشی	키티
دیاز	디아스
دیاز	디아즈
دیاز	디아스
شجاعی	용감한
اهرم	레버
وودز	우즈
شهرتی	명성
شهرتی	페임
موریسون	모리슨
مدولاسیون	변조
هوشیاری	의식
پیانیست	피아니스트
ایستوود	이스트우드
اوترخت	위트레흐트
سریالهای	직렬
سریالهای	시리얼
ممیز	슬래시
زودرس	조산
پولیس	경찰
پولیس	경찰관
مؤنث	암컷
مؤنث	여성
دامی	더미
دامی	트랩
دامی	함정
آلیاژ	합금
سمینار	세미나
تمامیت	이행
تمامیت	완전성
ماتریکس	매트릭스
ماتریکس	행렬
وانواتو	바누아투
مهربانی	동정
مهربانی	연민
مهربانی	친절
مهربانی	애정
تیت	테이트
مورو	모로
تنگستن	텅스텐
نمو	증가
لامبورگینی	람보르기니
تاز	질주
گلدان	꽃병
پلیستوسن	플라이스토세
معشوق	loving
گلبرگ	꽃잎
گلبرگ	꽃잎
خامه	크림
الیمپوس	올림푸스
الیمپوس	올림포스
ترزا	테레사
الرحمن	라흐만
پاسگاه	역시
ورونیکا	베로니카
مرلین	멀린
قو	백조
قو	스완
رسما	공식적으로
رسما	officially
شمایل	아이콘
میلو	멜로
موزون	리듬
پیگیر	트래킹
پیگیر	추적
پرینس	프린스
پرینس	왕자
پائیز	가을이
پائیز	가을
تلاشهای	노력
مقاومتی	저항운동
مقاومتی	저항성
مقاومتی	저항
ایستاد	중단됨
