kupfer	copper
zyklus	cycles
zyklus	cycle
konzepte	conceptions
konzepte	concepts
ganzes	whole
ndr	ndr
heiliger	saints
heiliger	holy
heiliger	saint
heiliger	sacred
tendenz	trend
tendenz	propensity
tendenz	tendency
garcía	garcia
garcía	garcía
beibehalten	retained
beibehalten	keep
beibehalten	maintained
beibehalten	maintain
beibehalten	retain
orleans	orleans
orleans	orléans
anstieg	rise
anstieg	surge
österreicher	austrians
österreicher	austrian
eddie	eddie
vorbereitet	ready
vorbereitet	prepared
aktiengesellschaft	aktiengesellschaft
stürzte	crashed
stürzte	collapsed
einheitliche	unified
einheitliche	unitary
einheitliche	uniform
urheberrecht	copyright
landschaften	scenery
landschaften	countryside
landschaften	landscapes
landschaften	landscape
anstellung	recruitment
festland	mainland
baltimore	baltimore
kannte	knew
fotografen	photographers
fotografen	photographer
einverstanden	agreed
einverstanden	agree
mund	mouth
mund	mouths
inkl	incl
berthold	berthold
löst	solves
löst	triggers
soziales	social
xiv	xiv
reformen	reform
reformen	reforms
sklaven	slave
sklaven	slaves
weinbau	vineyard
weinbau	vineyards
weinbau	viticulture
weinbau	wine
griechen	greeks
griechen	greek
individuelle	individual
individuelle	customized
fair	fair
scheitern	fail
scheitern	failure
scheitern	failing
scheitern	failures
spitzen	lace
spitzen	peaks
aussieht	looks
mohammed	mohammad
mohammed	muhammad
mohammed	mohammed
mohammed	mohamed
marktplatz	marketplace
arkansas	arkansas
erwerben	acquire
indonesien	indonesia
indonesien	indonesian
reagieren	react
reagieren	respond
reagieren	reacting
reagieren	responding
bedingung	conditional
bedingung	condition
bedingung	constraint
paolo	paolo
tagebuch	journal
tagebuch	diary
tagebuch	diaries
entsprechender	corresponding
ethik	ethical
ethik	ethics
ausgewählte	selected
britisch	british
entdecken	discovering
entdecken	explore
entdecken	detect
entdecken	discover
entdecken	discovery
angewiesen	instructed
gestapo	gestapo
beginnend	beginning
beginnend	commencing
frequenz	frequency
lit	lit
auffällig	conspicuously
auffällig	flashy
auffällig	noticeable
auffällig	conspicuous
auffällig	striking
verlinkung	hyperlink
verlinkung	link
verlinkung	linking
seltene	rare
marshall	marshall
marshall	marshal
wortes	word
handwerk	craftsmanship
handwerk	handicrafts
handwerk	craft
handwerk	handicraft
handwerk	crafts
most	most
grosse	large
grosse	grosse
gütersloh	gütersloh
geeignete	appropriate
geeignete	suitable
contest	contest
houston	houston
adrian	adrian
reichlich	ample
reichlich	plentiful
reichlich	plenty
reichlich	abundant
musée	musée
gefallenen	fallen
kaffee	coffee
kaffee	cafe
gedenkstätte	memorial
agent	agent
zagreb	zagreb
fokus	focus
verbesserungen	improvements
verbesserungen	enhancements
verbesserungen	improvement
gegenseitig	mutually
schien	appeared
schien	shone
schien	seemed
modellen	models
turnieren	tournaments
grey	grey
krakau	cracow
krakau	krakow
krakau	kraków
gedenken	remembering
gedenken	commemoration
gedenken	commemorate
gesendet	transmitted
gesendet	sent
gesendet	posted
zypern	zimbabwe
zypern	cyprus
zypern	malta
anleitung	guidance
anleitung	instruction
anleitung	manual
anleitung	tutorial
anleitung	instructions
jeff	jeff
staatsbürgerschaft	nationality
staatsbürgerschaft	citizenship
zwang	forced
zwang	compulsion
zwang	coercion
zwang	duress
zwang	constraint
germania	germania
praktischen	practicality
praktischen	practicalities
unterart	subtype
unterart	subspecies
komplexe	complexes
komplexe	complexity
komplexe	complex
verbündeten	allied
verbündeten	allies
verbündeten	ally
monats	monthly
monats	month
truppe	troop
truppe	troupe
türme	towers
türme	tower
hut	hut
hut	hats
hut	hat
verbleib	whereabouts
verbleib	fate
abgeschafft	abolished
milch	dairy
milch	milk
kommerziellen	commercial
jon	jon
schmitt	schmitt
bestände	inventories
bestände	stocks
bestände	inventory
bestände	herds
weswegen	why
hills	hills
baptist	baptist
angelegten	landscaped
anfänglich	initially
beeinflussen	affect
beeinflussen	influencing
beeinflussen	influence
bug	bug
bug	bow
meilen	mile
meilen	miles
meilen	mileage
taten	deeds
farm	farm
oberstleutnant	colonel
ermitteln	investigating
ermitteln	investigate
ermitteln	detect
ermitteln	identify
wta	wta
freizeit	recreation
freizeit	leisure
freizeit	sports
drum	drum
gera	gera
motorrad	bikes
motorrad	motorcycles
motorrad	bike
motorrad	motorcycle
motorrad	motorbike
lutherische	lutheran
aktueller	current
peer	peer
wellen	shafts
wellen	ripples
wellen	waves
maßstab	scale
maßstab	benchmark
ständige	permanent
ständige	constant
verbreiteten	disseminated
landete	landed
sopran	soprano
schoss	lap
schoss	shot
fachliteratur	literature
philosophische	philosophical
klassiker	classics
klassiker	classical
klassiker	classic
burgund	burgundy
partnerschaft	partnership
partnerschaft	twinning
partnerschaft	partnerships
erfordert	requiring
erfordert	requires
pauli	pauli
brot	loaf
brot	bread
ukrainischen	ukrainian
xiii	xiii
lehren	lessons
lehren	teaching
lehren	teach
lehren	teachings
marseille	marseille
marseille	marseilles
hugh	hugh
chen	chen
leon	leon
ostseite	east
höfe	farms
höfe	courtyards
höfe	courts
beethoven	beethoven
mönche	monks
krefeld	krefeld
tommy	tommy
ungarisch	hungarian
rgb	rgb
tool	tool
görlitz	görlitz
glatt	plain
glatt	smooth
beauftragte	envoy
beauftragte	commissioned
beauftragte	delegate
aussicht	prospect
aussicht	outlook
aussicht	views
aussicht	view
beantworten	answering
erwerb	acquisitions
erwerb	purchase
erwerb	acquisition
passage	passage
niedriger	lower
portugiesischer	portuguese
run	run
saudi	saudi
anime	anime
kairo	cairo
reformierten	reformed
bittet	invites
bittet	beg
olaf	olaf
bewusstsein	conscience
bewusstsein	awareness
bewusstsein	consciousness
bewusstsein	conscious
berufliche	occupational
berufliche	vocational
apostolischen	apostolic
erlauben	enable
erlauben	allow
erlauben	permit
porträts	portraits
porträts	portrait
ausgegangen	dated
avenue	avenue
motors	motors
let	let
kunstverein	kunstverein
schumann	schumann
remix	remix
trikot	jersey
lorenzo	lorenzo
gescheitert	failed
gescheitert	unsuccessful
renate	renate
masters	masters
opern	opera
opern	operas
tschechisch	czech
angebote	specials
angebote	promotions
angebote	offers
angebote	deals
zugewiesen	assigned
zugewiesen	allocated
zugewiesen	attributed
grundlegend	fundamentally
grundlegend	fundamental
kriegen	wars
reifen	tires
reifen	tyres
reifen	tire
reifen	tyre
reifen	mature
wolfram	tungsten
wolfram	wolfram
roberts	roberts
komitee	committee
hirsch	stag
hirsch	deer
hirsch	hirsch
ludwigs	ludwig
umstand	circumstance
unterarten	subtypes
unterarten	subspecies
ermittlungen	investigations
ermittlungen	investigation
speicher	storage
speicher	memory
nancy	nancy
verwechseln	mistaking
verwechseln	confuse
hunter	hunter
verschieden	different
verschieden	diverse
verschieden	various
verschieden	varied
krieger	warriors
krieger	krieger
krieger	warrior
umstände	circumstance
umstände	circumstances
systematisch	systematically
systematisch	systematic
gesetzlichen	statutory
eichstätt	eichstätt
ehepaar	couple
delta	delta
durchführen	perform
durchführen	performing
armin	armin
brockhaus	brockhaus
ivan	ivan
stichwort	cue
erwünscht	desired
erwünscht	desirable
erwünscht	appreciated
erwünscht	wanted
konzentriert	concentrated
konzentriert	focuses
konzentriert	focused
edwin	edwin
kent	kent
matthäus	matthew
bond	bond
aluminium	aluminium
aluminium	aluminum
dimension	dimension
schönheit	beauty
sauerstoff	oxygen
erstellte	compiled
erstellte	created
mitchell	mitchell
marion	marion
rasse	racial
rasse	breed
rasse	race
schwarzwald	schwarzwald
ingolstadt	ingolstadt
geäußert	uttered
inschriften	inscriptions
zähne	tooth
zähne	teeth
basierend	based
cottbus	cottbus
freuen	rejoice
gültig	valid
gültig	expires
statthalter	governor
sri	sri
systematische	systematic
denkbar	conceivable
satelliten	satellites
satelliten	satellite
umgehen	evade
umgehen	bypass
umgehen	circumvent
symbole	symbols
symbole	icons
germanischen	germanic
theo	theo
medaillen	medal
medaillen	medals
abbruch	abortion
abbruch	abort
abbruch	demolition
spannungen	tension
spannungen	tensions
resultat	result
bricht	breaks
sony	sony
verarbeitung	processing
sechste	sixth
empfohlen	suggested
empfohlen	recommended
empfohlen	advised
five	five
vernichtet	destroyed
vernichtet	destroy
vernichtet	annihilated
vernichtet	exterminated
frühling	spring
frühling	springtime
romanischen	romanesque
raf	raf
akzeptieren	accepting
akzeptieren	accept
gräber	tombs
gräber	graves
ansbach	ansbach
renovierung	refurbishment
renovierung	renovated
renovierung	renovation
renovierung	renovations
collins	collins
collins	collin
einander	mutually
übersehen	missed
wäldern	woods
wäldern	forests
analysis	calculus
massiven	massive
terry	terry
gleichung	equation
sockel	pedestal
sockel	cap
sockel	socket
sockel	lga
sockel	sockets
erlaubte	permitted
erlaubte	allowed
vergeblich	vain
vergeblich	futile
mögen	liking
mögen	like
mögen	likes
schulze	schulze
traditionen	traditions
traditionen	tradition
behauptete	claimed
behauptete	asserted
behauptete	alleged
six	six
hunde	dogs
hunde	canine
hunde	dog
krebs	cancers
krebs	krebs
krebs	cancer
verfolgen	tracking
virus	virus
girls	girls
unit	unit
fett	fats
fett	grease
fett	bold
fett	fat
direkter	direct
anzeigen	classifieds
anzeigen	display
anzeigen	view
anzeigen	ads
anzeigen	show
alain	alain
blättern	leaf
blättern	leaves
blättern	scroll
angetrieben	driven
angetrieben	propelled
angetrieben	powered
wiederholen	repeated
wiederholen	repeat
wiederholen	redo
wiederholen	replay
reformierte	reformed
historique	historique
astronomie	astronomy
stadtzentrum	downtown
stadtzentrum	centre
decke	ceilings
decke	blanket
decke	blankets
decke	roof
achim	achim
wohnt	lives
wohnt	resides
schritte	footsteps
schritte	steps
wachsenden	growing
dominiert	dominates
dominiert	dominated
dominiert	dominate
dominiert	dominating
geschafft	managed
geschafft	accomplished
geschafft	made
geschafft	done
geschafft	succeeded
michail	mikhail
linden	linden
globe	globe
ulrike	sarah
ulrike	ulrike
ulrike	julia
nicholas	nicholas
jubiläum	jubilee
jubiläum	anniversaries
jubiläum	anniversary
française	française
schriftlich	written
schriftlich	writing
palästina	palestine
palästina	palestinian
klärung	clarifying
klärung	clarify
klärung	clarification
wilfried	wilfred
wilfried	wilfried
verfolgte	tracked
verfolgte	pursued
verfolgte	haunted
verfolgte	persecuted
angewandt	applied
zehnten	tenth
still	hush
still	still
eingeleitet	initiated
eingeleitet	instituted
vorgaben	defaults
beobachter	observers
beobachter	watchers
beobachter	monitors
beobachter	observer
bilanz	balance
produkten	products
fürth	fürth
indirekt	indirect
indirekt	indirectly
mtv	mtv
alias	alias
alias	aka
bestätigung	confirmation
bestätigung	acknowledgement
bestätigung	confirm
bestätigung	validation
mühlen	mill
mühlen	windmills
mühlen	mills
mühlen	grinders
libretto	libretto
wiederherstellen	restore
wiederherstellen	recover
wiederherstellen	redo
wiederherstellen	restoring
massaker	massacre
massaker	massacres
suffix	suffix
rudolph	rudolph
umgangssprachlich	colloquial
umgangssprachlich	colloquially
umgangssprachlich	slang
rennfahrer	racers
rennfahrer	racer
beseitigt	solved
beseitigt	eliminated
beseitigt	abolished
aufschwung	revival
matrix	array
matrix	matrix
ähnlichkeit	similarities
ähnlichkeit	likeness
ähnlichkeit	resemblance
ähnlichkeit	similarity
verteidigte	defended
empfehlung	recommended
empfehlung	suggestion
empfehlung	recommendation
bedrohung	menace
bedrohung	threats
bedrohung	threat
eindeutige	unambiguous
eindeutige	unequivocal
einweihung	dedication
einweihung	inauguration
einweihung	consecration
landkreise	districts
landkreise	counties
landung	touchdown
landung	landing
saniert	rehabilitated
sozialer	social
statistischen	statistical
dallas	dallas
betreute	oversaw
offensive	offensive
fein	finely
fein	fine
fein	fein
pole	pole
pole	poles
herman	herman
besiegt	conquered
besiegt	beaten
besiegt	vanquished
besiegt	defeated
krause	krause
bindung	bindings
bindung	binding
bindung	bonding
bindung	bond
entwürfe	sketches
entwürfe	designs
entwürfe	drafts
entwürfe	blueprints
schwimmen	swim
schwimmen	swimming
early	early
abkürzungen	shortcuts
abkürzungen	abbreviation
abkürzungen	abbreviations
abkürzungen	acronyms
protest	protest
protest	protests
messina	messina
organisierten	organised
organisierten	organized
kugel	sphere
kugel	globe
kugel	ball
kugel	orb
kugel	bullet
kosovo	kosovo
delegation	delegation
färbung	staining
färbung	coloring
färbung	colouring
färbung	coloration
trophy	trophy
ausstrahlung	broadcast
ausstrahlung	charisma
ausstrahlung	broadcasting
pest	pest
pest	plague
pest	pestilence
indischer	indian
genehmigt	authorised
genehmigt	approve
genehmigt	approved
genehmigt	sanctioned
genehmigt	authorized
universum	universe
gespräche	talks
gespräche	conversations
gespräche	interviews
gespräche	discussions
biathlon	biathlon
wärme	thermal
wärme	heat
wärme	warm
wärme	warmth
wärme	heating
kommerzielle	commercial
korrigieren	correction
korrigieren	fix
korrigieren	correcting
korrigieren	correct
korrigieren	rectify
mechanische	mechanical
moor	moor
moor	marsh
moor	moors
moor	bog
bezeugt	testified
erfüllung	fulfilling
erfüllung	compliance
erfüllung	fulfillment
schach	chess
hauptquartier	headquarters
ward	ward
vieles	many
vieles	much
einheitlich	unified
einheitlich	unitary
einheitlich	uniformly
einheitlich	uniform
ehrungen	tributes
ehrungen	honours
ehrungen	honors
auftauchen	emergence
einbau	incorporation
einbau	mounting
einbau	fitting
einbau	installation
steinen	stones
breitengrad	latitude
breitengrad	parallel
breitengrad	longitude
silberne	silver
silberne	silvery
commonwealth	commonwealth
commonwealth	cac
hohenzollern	hohenzollern
klang	sound
klang	sounded
klang	klang
verpflichtete	obligated
verpflichtete	enlisted
malta	malta
sitzung	session
sitzung	meeting
sitzung	sitting
bolivien	bolivian
bolivien	bolivia
wohin	where
schwerpunkte	highlights
schwerpunkte	focus
schwerpunkte	priorities
seoul	seoul
relevanter	relevant
handels	distributive
verpflichtung	covenant
verpflichtung	obligation
verpflichtung	commitment
verpflichtung	commitments
teilnahmen	participated
teilnahmen	attended
teilnahmen	participations
aufsatz	essay
benutzung	usage
leiche	corpse
leiche	cadaver
warner	warner
verträge	contracts
verträge	treaties
nordsee	north
abschied	goodbyes
abschied	farewell
abschied	goodbye
perfekt	perfect
perfekt	perfectly
burgruine	ruins
kommunisten	communists
kommunisten	communist
eingegangen	received
ngc	ngc
definieren	defines
definieren	defining
definieren	define
augustin	augustine
augustin	augustin
gotischen	gothic
werdegang	career
werdegang	history
organ	organs
organ	organ
konto	account
allzu	overly
inhaftiert	incarcerated
inhaftiert	arrested
inhaftiert	detained
inhaftiert	imprisoned
inhaftiert	jailed
busse	bus
busse	coaches
busse	buses
mineral	mineral
mineral	minerals
mixed	mixed
konzerten	concerts
holger	holger
kommissar	detective
kommissar	inspector
kommissar	commissar
kommissar	superintendent
kommissar	commissioner
erlernte	learned
erlernte	learnt
präsentierte	presented
dream	dream
aktien	stocks
aktien	stock
aktien	shares
aktien	equity
grammatik	linguistics
grammatik	grammar
grammatik	grammatical
lustig	fun
lustig	funny
lustig	hilarious
fernseh	television
landshut	landshut
silver	silver
case	case
spanier	spaniards
filter	filter
filter	filters
hölle	hell
hölle	hellfire
beat	beat
meta	meta
charakteristisch	characteristic
charakteristisch	distinctive
grade	grade
grade	degrees
mönch	friar
mönch	monk
plateau	plateau
befreien	freeing
befreien	liberate
befreien	liberating
umgestaltet	redesigned
ausgeschieden	excreted
mathematischen	mathematical
amateur	amateur
nachbarschaft	neighbors
nachbarschaft	neighbours
nachbarschaft	neighborhood
nachbarschaft	neighbourhood
staatsanwaltschaft	prosecution
staatsanwaltschaft	prosecutor
popularität	popularity
oberhausen	oberhausen
laurent	laurent
wolfenbüttel	wolfenbüttel
konsequenzen	implications
konsequenzen	consequences
belgische	belgian
rechtsprechung	jurisdiction
rechtsprechung	judgments
rechtsprechung	judiciary
rechtsprechung	jurisprudence
bakterien	bacterial
bakterien	bacteria
martha	martha
pan	pan
channel	channel
übersetzen	translating
übersetzen	translation
übersetzen	translate
erhard	erhard
hunderte	hundreds
trainiert	trained
börse	exchange
kings	kings
taunus	taunus
angefangen	started
angefangen	starting
angefangen	begun
damm	dam
damm	damm
genua	genoa
cook	cook
exzellent	excellently
exzellent	excellent
juristen	attorneys
juristen	jurists
juristen	lawyers
juristen	lawyer
rum	rum
preisgeld	prize
sekunde	seconds
sekunde	second
sekunde	sec
warren	warren
erzählen	narrate
erzählen	recount
nigeria	nigerian
nigeria	nigeria
fuhren	drove
orient	orient
benötigen	need
benötigen	require
benötigen	needing
gespeichert	stored
gespeichert	saved
christiane	christiane
gültige	valid
bezirke	districts
bezirke	counties
paare	couples
paare	pair
paare	pairs
blood	blood
mathematische	mathematical
mathematische	maths
mathematische	math
gefasst	caught
gefasst	apprehended
set	set
rechtfertigen	justify
protagonisten	protagonist
protagonisten	protagonists
störung	disruption
störung	interference
störung	disturbance
störung	disorder
rekonstruktion	reconstructing
rekonstruktion	reconstruct
rekonstruktion	reconstruction
administratoren	administrators
administratoren	admin
administratoren	admins
administratoren	administrator
gelernt	learned
gelernt	learnt
gefüllt	stuffed
gefüllt	filled
auslegung	interpretations
auslegung	interpretation
auslegung	interpreting
haushalt	households
haushalt	household
haushalt	budget
haushalt	housekeeping
marschall	marshall
marschall	marshal
prediger	preacher
prediger	preachers
installation	installation
installation	installing
installation	install
schöner	beautiful
schöner	nice
kaspar	kaspar
kaspar	caspar
ecken	corners
ecken	edges
ecken	vertices
ecken	corner
speichern	save
speichern	saving
speichern	store
zurückkehren	revert
sprachlich	linguistic
sprachlich	linguistically
schuss	gunshot
schuss	shot
freundlich	kindly
freundlich	kind
freundlich	friendly
gehäuse	housing
gehäuse	casings
gehäuse	housings
gehäuse	enclosure
gehäuse	enclosures
zylinder	cylinder
zylinder	cylinders
zylinder	barrel
vorschlagen	propose
vorschlagen	suggest
portugiesisch	portuguese
wähler	electorate
wähler	electors
wähler	voter
wähler	voters
reduzieren	reduces
reduzieren	reducing
reduzieren	reduce
populär	popularity
filmmusik	soundtrack
filmmusik	score
gewinnung	extraction
gewinnung	quarrying
fotografien	photographs
fotografien	photos
fotografien	photography
fotografien	photograph
kommunen	communes
zuständige	competent
verknüpft	linked
nachteil	handicap
nachteil	disadvantages
nachteil	drawback
nachteil	disadvantage
gramm	gram
gramm	grams
abgekürzt	abbreviated
wände	walls
begleitung	monitoring
begleitung	accompaniment
begleitung	escort
begleitung	accompanying
abwehr	defense
abwehr	defences
abwehr	defence
abwehr	defensive
abwehr	defenses
genres	genre
genres	genres
konkurrenten	rivals
konkurrenten	competitors
konkurrenten	competitor
wiederholte	repeated
wiederholte	repetitive
landstraße	highway
chancen	chances
chancen	odds
chancen	opportunity
chancen	opportunities
landesliga	landesliga
stören	disturb
stören	disrupt
stören	jamming
gastgeber	host
gastgeber	hosts
gastgeber	hosting
gastgeber	hosted
denkt	thinks
kämpfer	combatants
kämpfer	warriors
kämpfer	fighters
kämpfer	fighter
kämpfer	warrior
charlottenburg	charlottenburg
blumen	flowers
blumen	flower
wünschen	wish
wünschen	wishes
wünschen	wishing
venus	venus
schema	schematic
schema	scheme
schema	schema
alexandra	alexandra
split	split
unruhen	riots
unruhen	unrest
unruhen	disturbances
unruhen	riot
unruhen	turmoil
rosen	roses
rosen	rosen
rosen	rose
keith	keith
beigetragen	contributed
fis	fis
statistische	statistical
statistische	statistic
fassen	apprehend
fassen	grasp
renommierten	prestigious
renommierten	renowned
tante	auntie
tante	aunty
tante	aunt
