蛍光	fluoresenssi
ごみ	roskaa
ハーブ	herb
ハーブ	yrttejä
フィアット	fiat
ドロシー	dorothy
カッター	cutter
ヒスパニック	latino
チェ	choi
チェ	che
フェンダー	fender
キール	keel
ジョーク	vitsi
ジョーク	vitsejä
ジョーク	vitsit
フォスター	foster
フォスター	kasvatus
フォスター	kasvatti
クロスオーバー	crossover
孵化	luukku
コウモリ	bat
コウモリ	maila
コウモリ	lepakko
コウモリ	lepakoita
バチカン	vatikaani
バチカン	vatikaanin
バール	baariin
バール	baarissa
バール	baari
バール	baarin
トリス	tris
ヴィラ	vila
ヴィラ	huvila
ヴィラ	villa
ヴィラ	villas
ユーモア	humoristinen
ユーモア	huumoria
ユーモア	huumori
ユーモア	huumorintaju
ユーモア	huumoria
ユーモア	huumori
ユーモア	huumorintaju
溶液	ratkaisu
溶液	liuos
溶液	ratkaisua
ウイスキー	viskiä
ウイスキー	viskin
ウイスキー	viski
ウイスキー	viskiä
ウイスキー	viskin
ウイスキー	viski
バッド	huono
バッド	pahaa
バッド	bad
バッド	paha
ナシ	päärynä
アレクセイ	aleksei
アレクサンドリア	alexandria
総局	osasto
ファゴット	fagotti
エリザベート	elisabeth
コンポーネント	komponentti
コンポーネント	komponentin
コンポーネント	osat
コンポーネント	komponentit
聴覚	kuuleminen
聴覚	kuulo
簡潔	tiivis
簡潔	suppea
トリガー	laukaisin
イベリア	iberia
イーグルス	eagles
チューリップ	tulip
舞子	maiko
ガッツ	sisua
レニングラード	leningradin
吉見	yoshimi
リップ	rip
コルト	colt
プランニング	suunnittelu
プランニング	suunnittelua
曲面	pintaan
曲面	pinnalle
曲面	pinta
曲面	pintaa
煉瓦	tiiliä
煉瓦	brick
ペイン	payne
ペイン	kipu
ペイン	kipua
ペイン	tuska
ペイン	tuskaa
薬剤師	apteekki
自律	autonominen
自律	itsenäiset
自律	itsenäinen
ポツダム	potsdam
ニコル	nicole
嫌がらせ	ahdistella
嫌がらせ	häirintää
嫌がらせ	häirintä
嫌がらせ	häirinnän
嫌がらせ	häirintää
嫌がらせ	häiritsee
名字	sukunimet
ハーグ	haagin
プロヴァンス	provence
ミーティング	kokoukset
ミーティング	tapaamiset
ミーティング	kokouksiin
ミーティング	tapaaminen
ミーティング	kokous
カーペット	matot
カーペット	matto
カーペット	mattoa
カーペット	maton
モンタナ	montana
カビ	hometta
カビ	home
カビ	hometta
ギャップ	aukkoja
ギャップ	aukot
ギャップ	kuilu
ギャップ	aukko
アルス	ars
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	ajoneuvot
乗り物	ajoneuvojen
乗り物	ajoneuvo
乗り物	ajoneuvoa
乗り物	ajoneuvon
ダニ	rasti
ダニ	danin
伊奈	ina
暖房	lämmitys
数量	määriä
数量	määrät
数量	määrä
江蘇省	jiangsu
中級	väli
パンドラ	pandora
チャイコフスキー	tšaikovski
カナリア	kanarian
テンプル	temppeli
テンプル	temple
偽造	väärennös
偽造	väärentäminen
偽造	väärennettyjen
偽造	väärennös
偽造	väärennetty
エメラルド	emerald
テレサ	teresa
テレサ	theresa
マッカートニー	mccartney
パタゴニア	patagonia
太い	paksu
太い	paksua
太い	paksut
アニー	annien
アニー	annie
ベルン	bern
コックピット	ohjaamo
コックピット	ohjaamon
匂い	tuoksu
匂い	haju
匂い	haista
匂い	haise
精神病	psykoosi
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	ehdoitta
無条件	ehdoton
無条件	ehdoitta
無条件	ehdotonta
オスカル	oscar
オスカル	oscarin
リハーサル	harjoituksiin
リハーサル	harjoitukset
リハーサル	harjoitus
リハーサル	harjoittelemassa
ケニー	kenny
アスファルト	asfaltti
祝う	juhli
祝う	juhlimaan
祝う	juhlia
サラダ	salaattia
サラダ	salaatti
サラダ	salaatin
エクアドル	ecuadorin
制動	jarrutuksen
河北省	hebein
ドーピング	dopingin
シューマン	schumann
シューマン	schuman
十字路	risteys
十字路	risteyksessä
レナード	leonard
ベルナール	bernard
エンリケ	enrique
ひどい	kamalaa
ひどい	kamala
ひどい	kauhea
ババ	baba
ババ	bubba
ポーツマス	portsmouth
オスロ	oslo
オスロ	oslon
ヴァンガード	vanguard
モニカ	monica
モニカ	monican
スペシャリスト	erikoistunut
スペシャリスト	asiantuntija
スペシャリスト	erikoistuneet
リガ	riian
ロコ	loco
パワフル	voimakasta
パワフル	voimakkaita
パワフル	voimakas
ジョシュ	joshin
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioaktiivisuuden
ギニー	guineaa
ペレス	perez
ペレス	pérez
泣く	itkeä
泣く	itku
泣く	huuto
泣く	itke
泣く	itku
泣く	itkeä
泣く	itkee
泣く	itken
インディー	indie
ペガサス	pegasus
ディエゴ	diego
観念	idean
観念	ajatus
観念	idea
観念	ideaa
前例	ennennäkemätön
叫ぶ	huutaa
叫ぶ	huuda
ケネス	kenneth
バタ	bata
シャドウ	varjon
シャドウ	varjo
発送	lähettäminen
嘱託	käyttöönotto
マンガン	mangaani
教訓	opetus
教訓	oppitunti
ポッター	potter
ハト	pulu
スモール	pieni
スモール	pienet
パルコ	parco
給料	palkan
給料	palkat
給料	palkka
打楽器	lyömäsoittimet
エドワーズ	edwards
スズ	tina
ベネット	bennett
ベネット	bennet
ミミ	mimi
肩書	otsikko
肩書	osasto
肩書	nimike
コンペティション	kilpailun
コンペティション	kilpailu
役立つ	hyödyllinen
役立つ	hyödyllisiä
役立つ	hyödyllistä
世俗	maallinen
ドリンク	juoma
ドリンク	juo
ドリンク	juoda
ドリンク	juomia
ドリンク	juomaa
ドリンク	juomat
ドリンク	juotavaa
子宮	kohdun
子宮	kohtu
子宮	kohdun
子宮	kohdussa
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigointi
下水道	viemäri
カザン	kazan
シアン	syaani
シェパード	shepherd
シェパード	paimen
シェパード	shepard
贈り物	lahjoja
贈り物	lahjat
贈り物	lahja
贈り物	lahjaa
贈り物	lahjan
ラグナ	laguna
ノヴゴロド	novgorodin
オビ	obi
ベネディクト	benedict
検閲	sensuroida
検閲	sensuroitu
オペレーション	operaatiot
オペレーション	toimien
オペレーション	toiminnot
オペレーション	toiminta
オペレーション	toimenpide
オペレーション	toiminto
オペレーション	operaatio
ガーディアン	huoltaja
ガーディアン	suojelija
ガーディアン	vartija
小麦	vehnä
小麦	vehnää
物事	asioita
物事	asiat
描画	piirustus
描画	piirros
描画	piirtää
パレット	lava
パレット	paletti
マギー	maggie
フューチャー	tulevaisuuden
フューチャー	tuleva
フューチャー	tulevaisuus
フューチャー	tulevaisuutta
フューチャー	tulevaisuudessa
フューチャー	tulevaisuuteen
狂気	hullu
狂気	hulluutta
狂気	hulluus
狂気	hulluuden
狂気	hulluutta
狂気	hulluus
リマ	lima
懸賞	palkintoja
懸賞	palkinnot
ロバ	aasi
ジュリー	julie
ジュリー	julien
大麻	kannabis
大麻	kannabiksen
大麻	kannabista
村落	kylien
村落	kyliä
村落	kylän
村落	kylä
村落	kylässä
村落	kyl
生態系	ekosysteemin
生態系	ekosysteemien
かわいい	söpö
モニュメント	monumentti
モニュメント	muistomerkki
ジャッジ	judge
ジャッジ	tuomari
ジャッジ	tuomarina
ローラン	laurent
ファインダー	löytäjä
ザグレブ	zagrebin
ニューカッスル	newcastlen
サクラメント	sakramentti
マジカル	taianomainen
マジカル	maaginen
リクルート	värvätä
リクルート	alokas
ソート	lajittelu
覚書	muistio
サンダー	thunder
サンダー	ukkonen
紅茶	tea
紅茶	teetä
紅茶	tee
デア	der
ノーラン	nolan
信じる	uskoa
信じる	uskoo
信じる	usko
ピッコロ	piccolo
ガマ	gama
ヴィンセント	vincent
ヴィンセント	vincentin
ハイライト	korostettu
ハイライト	korosti
ハイライト	korostetaan
ハイライト	korostaa
ハイライト	korosta
ハイライト	korostus
マシーン	laite
マシーン	koneen
マシーン	kone
ポーラ	paula
船首	keula
船首	kumartaa
船首	jousi
暗闇	pimeyttä
暗闇	pimeys
暗闇	pimeyden
エスパーニャ	españa
マーチン	martinin
マーチン	martin
八田	hatta
リラ	liiraa
リラ	liira
リベラル	liberaali
リベラル	liberaalit
ゼルダ	zelda
プロローグ	prologi
果物	hedelmä
果物	hedelmät
果物	hedelmiä
果物	hedelmistä
果物	hedelmät
果物	hedelmiä
おじ	setä
おじ	eno
おじ	sedät
停電	pimennys
爬虫類	matelija
爬虫類	matelijat
共感	empatiaa
五つ	viisi
小津	ozu
税金	veroja
税金	verotus
税金	vero
税金	verot
税金	veroja
税金	verot
登る	kiivetä
隔離	eristäminen
隔離	eristyksissä
バーレーン	bahrainin
領事	konsuli
ブラームス	brahms
キャメロン	cameron
キャメロン	cameronin
マーキュリー	elohopea
マーキュリー	elohopeaa
知識人	älymystön
知識人	henkisen
ウェディング	häät
ウェディング	häitä
ウェディング	häissä
ウェディング	häät
ウェディング	häitä
着物	kimono
救急車	ambulanssi
神保	jimbo
花弁	terälehtiä
残党	jäänteitä
残党	jäänteet
セグメント	segmentin
ノエル	noël
ノエル	noel
絶縁	eristetty
ナタリー	natalie
トミ	tomi
カーティス	curtis
サングラス	aurinkolasit
スプリンター	pikajuoksija
スプリンター	tikun
スプリンター	tikku
ドミニク	dominic
ビルバオ	bilbaon
ペルソナ	persoona
リセット	palauta
リセット	nollaa
軍縮	aseistariisunnan
ジングル	jingle
スプレー	spray
ガリレオ	galileo
ガリレオ	galileon
ポテンシャル	potentiaali
ポテンシャル	mahdollinen
ポテンシャル	mahdolliset
ポテンシャル	potentiaaliset
ポテンシャル	potentiaalinen
生化学	biokemian
スピーチ	puhe
スピーチ	puhetta
スピーチ	puheenvuoro
ジャスティン	justin
ジャスティン	justinin
シング	singh
デュッセルドルフ	düsseldorf
タスク	tehtäviä
タスク	tehtävien
タスク	tehtävät
タスク	tehtävän
タスク	tehtävä
ジュピター	jupiter
ジュピター	jupiterin
キャプション	kuvateksti
キャプション	kuvatekstit
物品	tavara
物品	tavarat
物品	tavaran
物品	tavaroiden
サイレン	sireeni
小人	kääpiö
リビング	asuminen
リビング	elävä
リビング	elää
リビング	eläminen
リビング	elävät
チャド	chad
バイオリン	viulu
バイオリン	viulua
ジャカルタ	jakarta
インターフェース	liittymä
インターフェース	käyttöliittymä
インターフェース	liitäntä
インターフェース	liitännät
キノ	keno
即興	improvisointia
ドロー	piirrä
ドロー	tasapeli
ドロー	piirtää
済州	jeju
賞品	palkintoja
賞品	palkinnot
公判	oikeudenkäyntiä
公判	oikeudenkäynnin
公判	oikeudenkäynti
収縮	supistuminen
カスタマイズ	mukauttaa
カスタマイズ	mukauttaa
カスタマイズ	muokkausta
バングラデシュ	bangladeshin
ペルシャ	persialainen
変種	lajikkeen
リハビリテーション	kunnostaminen
リハビリテーション	kunnostus
リハビリテーション	kuntoutus
アクセサリー	tarvikkeet
フォーチュン	omaisuuden
ラッパー	räppäri
ラッパー	kääre
検知	osoittaminen
検知	toteaminen
検知	havaitseminen
検知	havaittu
検知	havaitut
検知	havaittiin
検知	havaitse
検知	havaita
野獣	peto
野獣	elukka
野獣	hirviö
サメ	haita
サメ	hait
サメ	hai
サメ	haita
サメ	hain
サメ	hait
フレディ	freddy
湖沼	järvien
湖沼	järvet
オペレーター	operaattori
オペレーター	toimija
レクイエム	requiem
ゲット	hanki
ゲット	saada
ゲット	saa
ゲット	hae
レイチェル	rachel
レイチェル	rachelin
バンクス	pankit
バンクス	pankkien
ナット	pähkinä
陽気	hilpeä
陽気	iloinen
陽気	jolly
陽気	hilpeä
陽気	leikkisä
ホルヘ	jorge
概説	hahmotella
概説	tiivistelmä
概説	yhteenveto
マグロ	tonnikalaa
マグロ	tonnikalan
マグロ	tonnikala
ジョイ	iloa
ジョイ	ilon
ジョイ	ilo
リーク	vuotoja
プッシュ	push
プッシュ	työnnä
プッシュ	työntää
ファンク	funk
キープ	säilytä
キープ	pidä
グアテマラ	guatemalan
フライデー	perjantaina
フライデー	perjantai
ダイバー	sukeltaja
ダイバー	sukeltajat
可視	näkyvä
可視	näkyvissä
可視	näkyy
可視	näkyvät
メタン	metaania
長方形	suorakaiteen
長方形	suorakulmion
長方形	suorakaiteen
パイプライン	putken
有益	hyödyllistä
疾病	tauti
疾病	taudista
疾病	sairaus
疾病	taudit
迷路	sokkelo
コントローラー	valvojat
コントローラー	ohjaimet
コントローラー	ohjain
形容詞	adjektiivi
形容詞	adjektiiveja
アスリート	urheilija
アスリート	urheilijoita
アスリート	urheilijat
キャラバン	karavaani
ユーリ	juri
ユーリ	yuri
ホルシュタイン	holstein
丸い	erä
丸い	kierros
丸い	pyöreä
ジェラルド	gerald
変奏曲	vaihtelu
変奏曲	muutokset
変奏曲	vaihtelut
ライデン	leidenin
カーテン	verhon
カーテン	verhot
カーテン	verho
カーテン	verhot
嫌悪	inhoa
ペレ	pele
昨日	eilisen
昨日	eilinen
昨日	eilen
ブルネイ	brunei
コンベンション	yleissopimus
コンベンション	yleissopimuksen
人道	humanitaarinen
引き出し	laatikot
ロジェ	roger
課金	lataus
課金	syyte
ラッチ	salpa
我慢	kärsivällisyys
我慢	kärsivällisyyttä
レクリエーション	virkistys
コンパイル	kokoaminen
コンパイル	kokoelma
トスカーナ	toscana
カルメン	carmen
超新星	supernova
バンパー	puskurin
ファイターズ	hävittäjiä
ファイターズ	taistelijoita
ファイターズ	hävittäjät
蔵王	zao
サーベル	sabre
サーベル	saber
ファウスト	faust
ファシズム	fasisti
ファシズム	fasismin
ファシズム	fasistit
テナー	tenori
ハルビン	harbin
内乱	kapina
組み込み	upotettu
ズボン	housuja
ズボン	housut
ズボン	housujen
ズボン	housuja
ズボン	housut
マインツ	mainz
日の出	auringonnousua
カリキュラム	opetussuunnitelmien
カリキュラム	opetussuunnitelman
プラトン	platon
タップ	hanat
欠如	puutetta
欠如	puute
欠如	puuttuminen
ロミオ	romeo
おしゃれ	tyylikkäitä
おしゃれ	tyylikäs
おしゃれ	tyylikästä
風車	tuulimylly
風車	tuulimyllyjä
定量	määrällinen
定量	määrällisiä
ヒデ	piilota
ヒデ	piilottaa
ブルックス	brooks
ピエトロ	pietro
触手	lonkero
触手	lonkerot
ドク	doc
ドク	tohtori
ホイットニー	whitney
チタン	titaania
和睦	sovittelu
和睦	sovinto
和睦	sovinnon
悲しい	surullista
悲しい	surullinen
ステロイド	steroideja
ハガキ	postikortti
アトレティコ	atlético
ダイス	noppaa
アレクサンドラ	alexandra
メル	mel
ノミ	kirppu
長子	vanhin
ファイナンス	rahoitus
因みに	sattumoisin
ファルコン	haukka
カメルーン	kamerunin
コンプリート	täydelliset
コンプリート	täydellinen
コンプリート	täytetään
スーパースター	supertähti
ホステス	emännän
ホステス	emäntä
ダイビング	sukeltaa
ダイビング	sukellus
ダイビング	sukeltaa
ダイビング	sukellus
リンチ	lynch
バビロン	babylon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	castron
カストロ	castro
ワシ	eagle
ワシ	kotkan
ワシ	kotka
新星	nova
テヘラン	teheranin
ブロンズ	pronssia
アントワーヌ	antoine
スキップ	skip
スキップ	ohita
ヤシ	palm
絶叫	huutaa
絶叫	huuto
絶叫	huuda
手榴弾	kranaatti
手榴弾	kranaatteja
パルチザン	puolueellinen
セネガル	senegalin
セネガル	senegalin
浙江省	zhejiang
ソーラー	auringon
ソーラー	aurinko
議定書	pöytäkirjan
議定書	protokolla
議定書	pöytäkirja
ピザ	pizzaa
ピザ	pizza
土星	saturnus
サクセス	menestys
サクセス	menestystä
サクセス	onnistuminen
ニカラグア	nicaraguan
アラー	allahin
アラー	allah
海老	rapu
海老	äyriäinen
海老	katkarapuja
海老	katkarapuja
退屈	tylsää
退屈	tylsä
退屈	kyllästynyt
退屈	tylsää
ダーツ	darts
シボレー	chevy
シボレー	chevrolet
シフ	schiff
けいこ	keiko
酸性	hapan
中庭	pihan
中庭	piha
ウィークリー	viikossa
ウィークリー	viikoittainen
ウィークリー	viikoittain
ウィークリー	viikko
購買	osto
購買	ostaminen
ウィルス	virukset
ウィルス	virus
ウィルス	viruksen
ウィルス	virusta
ウィルス	viruksia
ウィルス	virukset
ウィルス	virusten
アンジェラ	angela
噴水	suihkulähde
噴水	suihkulähteitä
リムジン	limusiini
リムジン	limusiini
試練	oikeudenkäynnit
試練	kokeet
ガレージ	autotalli
ガレージ	autotallin
コンドル	condor
苦しむ	kärsi
苦しむ	kärsivät
苦しむ	kärsii
苦しむ	kärsiä
ヘルプ	apua
ヘルプ	ohje
スーパーマン	teräsmies
レンガ	tiiliä
レンガ	brick
ブラント	brant
ブラント	brandt
リベンジ	kostoa
リベンジ	kostaa
リベンジ	koston
リベンジ	kosto
ミヒャエル	mikko
ミヒャエル	mikael
ミヒャエル	michael
投影	projektio
未婚	naimaton
イデオロギー	ideologia
イデオロギー	ideologiat
オルレアン	orleansin
オルレアン	orléans
蘇生	elvytys
切腹	seppuku
わくわく	jännää
わくわく	jännittävää
わくわく	jännä
わくわく	jännittävä
わくわく	jännittää
わくわく	innoissaan
わくわく	innostunut
着信	saapuva
着信	saapuvat
ベティ	betty
サモア	samoalainen
サモア	samoa
パーマー	palmer
パーマー	palmerin
ベーシック	perus
切り札	trump
包装	pakkaus
包装	pakkaaminen
包装	pakkaukset
鉛筆	kynän
鉛筆	kynä
鉛筆	kyniä
会計士	kirjanpitäjä
会計士	tilintarkastaja
カーリング	curling
ヒート	lämpöä
ヒート	kuumuus
ヒート	lämpö
ヒート	helle
東南	kaakkoon
東南	kaakkois
アウディ	audi
隣人	naapuri
隣人	naapurin
隣人	naapuri
隣人	naapurin
乱暴	rankka
乱暴	rankkaa
乱暴	karkea
エヴァ	eva
後悔	pahoittelee
催眠	hypnoosi
ハエ	kärpänen
ハエ	lennä
ハエ	lentää
エセックス	essex
マーベル	marvel
悪霊	paholainen
悪霊	demoni
悪霊	demonin
悪霊	demoneja
悪霊	demonit
悪霊	demoneita
汚職	korruptio
汚職	lahjontaa
汚職	korruption
汚職	korruptiota
取り付ける	liittää
取り付ける	kiinnitä
取り付ける	liitä
必然	väistämättä
必然	vääjäämättä
服飾	puku
服飾	asu
ロケーション	sijainti
牛肉	naudan
牛肉	naudanliha
牛肉	naudanlihan
ジョンストン	johnston
万歳	banzai
確執	vihanpito
レジスタンス	kestävyys
レジスタンス	vastustus
レジスタンス	vastarinta
レジスタンス	vastarinnan
レジスタンス	vastarintaa
胎児	sikiön
胎児	sikiö
マーカス	marcus
チャールストン	charleston
由緒	historia
由緒	historiaan
由緒	historiaa
由緒	historian
由緒	historiasta
地下水	pohjaveden
好奇心	utelias
好奇心	uteliaisuus
エドウィン	edwin
ニャー	miau
花粉	siitepölyä
サタン	saatana
サタン	saatanan
生態学	ekologinen
生態学	ekologiset
生態学	ekologia
生態学	ekologinen
フレックス	flex
ギミック	kikka
バスト	ratsia
レゲエ	reggae
フェーズ	vaihe
タフ	kova
タフ	kovaa
タフ	rankkaa
スパイス	mausteita
スパイス	mausteet
スパイス	spice
ヘンダーソン	henderson
光沢	kiilto
光沢	kiiltävä
トラウマ	trauma
親指	peukalo
親指	peukalo
フォロー	seurata
フォロー	seuraa
政治局	politbyroon
モスラ	mothra
粉末	jauhoja
粉末	jauhot
粉末	jauhe
ジブラルタル	gibraltarin
プレイボーイ	playboy
マーズ	mars
グレゴリー	gregory
セバスティアン	sebastian
台所	keittiöt
台所	keittiöön
台所	keittiö
ナシオナル	nacional
ドルトムント	dortmund
レミ	remi
モア	moa
パウエル	powell
ジョエル	joel
誘発	aiheuttama
リッチー	ritchie
リッチー	riku
リッチー	richie
楽屋	takahuoneessa
公道	valtatie
公道	maantie
公道	highway
公道	moottoritie
峡谷	rotko
峡谷	canyon
峡谷	rotko
救世主	pelastaja
馬術	ratsastus
馬術	ratsastaja
書式	muodoissa
書式	muodot
書式	muodossa
書式	muoto
アレルギー	allergia
ガードナー	gardner
序文	johdanto
ヘッドライト	ajovalo
ヘッドライト	ajovalot
知覚	näkemys
知覚	käsitys
脊椎動物	selkärankaisten
ダーリン	kulta
ブルズ	bulls
勇敢	urhea
勇敢	rohkeaa
勇敢	rohkea
ワンダフル	ihanat
ワンダフル	ihanaa
ワンダフル	ihana
モーメント	hetket
モーメント	hetkiä
モーメント	hetki
農産物	viljelykasvien
トムソン	thomson
リエージュ	liege
リエージュ	liège
レベッカ	rebecca
マルティネス	martinez
マルティネス	martínez
バクー	baku
わざと	tarkoituksella
わざと	tahallaan
わざと	tarkoituksellisesti
レプリカ	jäljennös
レプリカ	kopio
レプリカ	jäljennöksiä
ウィレム	willem
フーガ	fuuga
キラキラ	glitter
叙事詩	eeppinen
注射	injektio
ファックス	faksi
平仮名	hiragana
無制限	rajoittamaton
無制限	rajaton
サギ	heron
博物学	luonnontieteilijä
ブレンド	sekoitus
パラマウント	paramount
クレーム	valitukset
クレーム	valituksia
クレーム	valitus
クレーム	valitukset
クレーム	kantelun
クレーム	kantelu
プレスト	presto
島民	saarelainen
島民	islanders
トウモロコシ	maissi
トウモロコシ	maissin
トウモロコシ	maissia
トウモロコシ	maissi
トウモロコシ	maissia
ギネス	guinness
ギネス	gwyneth
巡業	kiersi
ミューズ	muusa
景色	maisemat
景色	maisemia
景色	maisemat
景色	maisemia
甲状腺	kilpirauhasen
シューベルト	schubert
フロイド	floyd
尾形	ogata
フェルディナンド	ferdinand
オードリー	audrey
ラインハルト	reinhardt
硝酸	nitraatti
図面	piirustukset
図面	piirustuksia
図面	piirrokset
図面	piirustus
図面	piirros
図面	piirtää
サバンナ	savannah
レイラ	leila
埋める	haudata
埋める	hautaa
埋める	täytä
埋める	täyttää
フィンガー	sormi
フィンガー	sormen
フィンガー	sormella
スターズ	tähdet
スターズ	tähtien
スターズ	tähtiä
スターズ	tähteä
モロ	moro
チャリティ	hyväntekeväisyyttä
チャリティ	hyväntekeväisyys
かつら	peruukki
かつら	peruukit
リッキー	risto
リッキー	ricky
ストリング	naru
ストリング	narua
ストリング	string
ウォレス	wallace
プロット	juoni
プロット	tontti
区切り	riko
区切り	rikkoa
区切り	tauko
計器	välineen
計器	instrumentti
計器	instrumentin
計器	väline
文官	siviili
ゲームセンター	arcade
クリケット	sirkka
ゆっくり	hitaasti
タオル	pyyhe
タオル	pyyhkeen
タオル	pyyhkeitä
アリストテレス	aristoteles
カローラ	corolla
ハイドン	haydn
プレジデント	puhemies
プレジデント	presidentti
プレジデント	puheenjohtaja
ディッシュ	lautanen
ディッシュ	lautasen
ディッシュ	astia
方法論	menetelmä
方法論	menetelmät
ビスタ	vista
ワンダー	ihmettelee
ワンダー	ihme
ワンダー	ihmetellä
クッキー	keksit
クッキー	keksejä
クッキー	keksiä
クッキー	cookie
クッキー	keksi
電極	elektrodi
電極	elektrodit
シギ	kurppa
瞑想	meditaatio
ドーナツ	munkkeja
ノズル	suuttimen
ナショナリズム	nationalismi
パイン	pine
正方形	torille
正方形	square
正方形	aukio
正方形	neliö
正方形	torilla
正方形	neliöt
テオドール	theodore
テオドール	theodor
パスカル	pascal
タンザニア	tansanian
リザーブ	varaus
リザーブ	varata
リザーブ	varaa
エーテル	eetteriä
エーテル	eetteriin
モデリング	mallina
モデリング	mallintaminen
キャビン	mökki
キャビン	mökin
ヘリウム	helium
行軍	marssi
羽毛	sulka
羽毛	höyheniä
ハロウィン	halloween
ウッズ	metsää
ウッズ	metsään
ウッズ	metsä
ウッズ	woods
ウッズ	metsät
フラグ	lippua
フラグ	lippu
フラグ	liput
フラグ	lippuja
グリム	grimm
銀河系	galaksia
銀河系	galaxy
サプライズ	yllätys
アニマル	eläin
アニマル	eläintä
アニマル	eläimet
アニマル	eläinten
同定	tunnistaminen
同定	tunniste
同定	tunnistetiedot
同定	tunnistus
チャーチ	kirkon
チャーチ	kirkossa
チャーチ	kirkkoon
チャーチ	kirkko
チャーチ	seurakunta
開祖	perustaja
ロッシ	rossi
マグネシウム	magnesium
共和制	tasavalta
共和制	tasavaltojen
仮装	puku
仮装	asu
除名	erottaminen
華やか	lumoava
磁石	magneetti
磁石	magneetit
インストラクター	kouluttaja
イノベーション	innovaatiot
イノベーション	innovaatioita
イノベーション	innovaatiot
イノベーション	innovaatio
窃盗	varkauksia
窃盗	varkaus
窃盗	varastaminen
窃盗	varastaa
合図	signaalit
合図	signaaleja
コンビネーション	yhdistelmän
コンビネーション	yhdistelmä
マーフィー	murphy
マーフィー	murphyn
濃縮	tiivistetty
濃縮	keskittynyt
濃縮	keskitetty
喋る	puhuu
喋る	puhua
喋る	puhu
シャーリー	shirley
ソフィー	sophie
いとこ	serkut
いとこ	serkkuja
いとこ	serkun
いとこ	serkku
本屋	kirjakauppias
本屋	kirjakauppa
ハプニング	tapahtuu
ハプニング	tapahtumassa
シャロン	sharon
シャロン	sharonin
スリム	slim
スリム	hoikka
スリム	ohut
前奏曲	alkusoitto
ディスカバリー	löytö
ディスカバリー	löytöjä
ドイル	doyle
パレルモ	palermon
ノストラダムス	nostradamus
伐採	hakkuut
フレア	soihtu
海事	merenkulun
四肢	raajojen
思春期	murrosikä
バリア	este
バリア	esteen
ロッテルダム	rotterdamin
ダイアモンド	timantti
ダイアモンド	timanttia
ダイアモンド	diamond
ダイアモンド	timantin
カント	canto
ピサ	pisa
外傷	vaurio
外傷	vahinko
外傷	vahinkoa
外傷	vammat
外傷	vamma
外傷	trauma
パレ	palais
パルプ	massan
パルプ	massa
ヴェルサイユ	versailles
エイドリアン	adrian
カイル	kyle
朝食	aamiainen
朝食	aamiaista
ミネアポリス	minneapolis
ロート	roth
宗谷	soija
化身	inkarnaatio
カルテット	kvartetin
ミック	mick
紫外線	ultravioletti
アルカリ	alkali
劣勢	alakynnessä
予告編	perävaunun
ロウ	lowe
シルク	silkkiä
モザンビーク	mosambikin
アフマド	ahmad
ユリア	julia
ジプシー	gipsy
ヴィンチ	vinci
トゥールーズ	toulouse
車いす	pyörätuolin
車いす	pyörätuoli
マリーナ	marina
ロッジ	lodge
興味深い	mielenkiintoinen
興味深い	mielenkiintoista
興味深い	kiinnostavaa
フリーズ	liikkumatta
スパイラル	kierre
ラウル	raoul
ラウル	raul
ラウル	raoul
サハラ	saharan
疑念	epäilen
疑念	kyseenalainen
疑念	epäilys
疑念	epäilykset
疑念	epäile
疑念	epäilystä
疑念	epäilyksiä
疑念	epäilyjä
疑念	epäilykset
疑念	epäilyt
アソシエーション	association
アソシエーション	yhdistys
バリトン	baritoni
ギル	gil
アッバース	abbas
ラガー	lager
失望	pettymyksen
失望	pettymystä
失望	pettymys
租税	verotuksen
租税	verotusta
租税	verotus
租税	verot
租税	veroja
租税	verotus
租税	vero
租税	verot
オウム	papukaija
廊下	käytävä
廊下	käytävä
コレクター	keräilijä
カノ	kano
整形	muotoilua
整形	muotoilu
インパルス	impulssi
トルーマン	truman
アイデンティティ	identiteetin
アイデンティティ	identiteetti
アイデンティティ	henkilöllisyys
ヨーコ	yoko
ジェノヴァ	genovan
キツネ	fox
キツネ	kettu
キツネ	ketut
フォート	linnake
フォート	linnoitus
フォート	fort
ハイジャック	kaapata
ハイジャック	kaapata
ウイグル	uiguurien
プロパガンダ	propagandaa
ハーモニカ	huuliharppu
イージー	helppo
イージー	helppoa
風邪	kylmä
風邪	kylmää
風邪	kyl
ストレージ	säilytys
ストレージ	varastointi
ストレージ	varasto
シチュエーション	tilanne
スノーボード	lumilautailu
スノーボード	lumilautailija
厳重	tiukat
厳重	tiukkaa
厳重	tiukka
厳重	ankara
青銅	pronssia
スルターン	sulttaani
貯蓄	säästöjä
貯蓄	säästöt
貯蓄	säästöjen
船尾	stern
船尾	perä
いくらか	osa
いくらか	joitakin
いくらか	jotkut
パラシュート	laskuvarjo
アレイ	array
九龍	kowloon
ツバメ	niellä
全裸	alastomuutta
腎臓	munuaiset
