守山	moriyama
祈祷	molitev
募金	darovanje
募金	prispevek
募金	donacijo
募金	donacij
募金	prispevki
募金	donacije
オリエント	orient
オーランド	orlando
作物	pridelkov
作物	poljščine
作物	pridelki
パウンド	funt
シャーロック	sherlock
スタッド	stade
スタッド	žrebec
ギガ	giga
リッター	ritter
村人	vaščani
トカゲ	kuščarji
トカゲ	kuščar
参道	pristop
参道	prilet
参道	pristopi
飢饉	lakota
ピストル	pištola
布教	širjenje
ブランチ	malice
ブランチ	veja
ブランチ	podružnica
ブランチ	vejo
別館	prilogo
別館	priloga
聖歌	himna
聖歌	himno
聖歌	hvalnice
漁師	ribiče
漁師	ribičev
漁師	ribiči
漁師	ribič
ガーナ	gani
ガーナ	gane
ミレニアム	millenium
ミレニアム	tisočletja
ミレニアム	tisočletje
なぜなら	ker
塩素	klor
釈迦	shaka
マリノス	marinos
つぼみ	brsti
ジェニファー	jennifer
クレイグ	craig
パッチ	popravki
パッチ	obliži
パッチ	obliž
アイザック	isaac
美学	estetika
筆記	pisno
筆記	napisano
筆記	napisana
筆記	pisna
筆記	zapisano
筆記	pisanje
セバスチャン	sebastian
セバスチャン	sebastiana
ダイアナ	diana
リハビリ	rehabilitacija
リハビリ	rehabilitacije
リハビリ	rehabilitacijo
バーゼル	basel
テリア	terierji
テリア	terier
苦情	pritožbe
苦情	pritožba
二階	zgoraj
代名詞	zaimkov
代名詞	zaimek
静脈	vene
静脈	žile
静脈	vene
静脈	žilo
静脈	veno
チューン	melodija
チューン	melodijo
ノルマンディー	normandiji
ハウ	howe
合法	zakonito
合法	zakonita
合法	zakonit
合法	legitimno
開示	razkritje
開示	razkrivanje
開示	razkritja
エデン	eden
デザート	sladica
デザート	sladice
デザート	puščava
デザート	puščavi
デザート	sladice
リバイバル	oživitev
動脈	arterijsko
動脈	arterijo
動脈	arterija
動脈	arterije
動脈	arterij
ツイッター	twitter
ツイッター	twitterju
発熱	vročina
リュック	nahrbtnik
リュック	luc
織物	tekstil
織物	tekstilna
織物	tekstilnih
織物	tekstilni
織物	tkanje
織物	tkanine
織物	tkanino
織物	tekstil
織物	tekstila
ペスト	kuge
ペスト	kugi
ペスト	kugo
ペスト	kuga
ペスト	škodljivcev
礼儀	bonton
礼儀	vljudnost
ボンド	vez
ボンド	bond
グロス	bruto
ヴィーナス	venera
ゴリラ	gorila
ゴリラ	gorile
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
ジュゼッペ	giuseppe
ジュゼッペ	jožef
竜巻	tornado
竜巻	tornadi
健治	kenji
ダイヤル	klicanje
ダイヤル	izbiranje
唱える	petja
苦悩	agoniji
ゴア	goa
ゴア	gore
ネブラスカ	nebraski
ポロ	polo
ポロ	pola
日没	zahod
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	kelti
ディナー	večerje
ディナー	večerja
白金	platine
パラグアイ	paragvaj
パラグアイ	paragvajski
ブカレスト	bukarešti
不信	nezaupanje
ジェシー	jesse
オオカミ	volka
オオカミ	wolf
オオカミ	volčji
オオカミ	volk
コンタクト	kontakt
コンタクト	stik
コンタクト	stika
バスケット	koš
バスケット	košara
バスケット	koša
バスケット	košaro
ザルツブルク	salzburg
特製	specialiteta
特製	posebnost
特製	specialnost
快感	užitek
快感	zadovoljstvo
叔母	teta
叔母	teti
叔母	tete
叔母	teto
空想	razkošno
空想	nobel
パーソナル	osebno
パーソナル	osebne
パーソナル	osebni
パーソナル	osebna
段落	odstavek
段落	odstavki
段落	odstavkov
段落	odstavka
段落	odstavke
ハーモニー	harmonijo
ハーモニー	harmoniji
ハーモニー	harmonija
ハーモニー	harmony
やっと	končno
アイディア	idejo
アイディア	ideja
アイディア	zamisel
アイディア	zamisli
アイディア	idej
アイディア	ideje
タイラー	tyler
アンプ	ojačevalec
宝物	dragocenosti
宝物	zaklade
宝物	zaklad
マルクス主義	marksizem
サーブ	služil
サーブ	servis
サーブ	služi
サーブ	saab
イワン	ivan
イワン	ivana
ギフト	darili
ギフト	darila
ギフト	darovi
ギフト	darilo
理性	razlog
理性	razlogi
恨み	zamero
恨み	zamere
ビスマルク	bismarck
構文	sintaksa
ミキ	miki
光景	znamenitosti
光景	vid
アインシュタイン	einstein
申し立て	spornih
申し立て	sporni
申し立て	sporna
申し立て	sporno
申し立て	sporne
申し立て	spor
エミリー	emily
安い	poceni
安い	ceneno
安い	poceni
サンズ	sands
ガイ	guy
ガイ	tip
プラット	platt
プラット	pratt
矯正	popravkov
矯正	popravki
バタフライ	metulja
バタフライ	metulj
修業	pripravništvo
修業	vajeništvo
最小限	minimalno
最小限	minimalne
最小限	minimalna
エレナ	elena
エレナ	eleno
エレナ	eleni
クイーンズ	kraljice
クイーンズ	queens
コサック	kozaki
コサック	kozak
スペル	črkovanje
スペル	urok
チャレンジャー	challenger
ホワイトハウス	whitehouse
プロポーズ	predlog
プロポーズ	predloga
パラレル	vzporedno
パラレル	vzporedni
パラレル	vzporedna
ゴマ	sezamovo
サザン	južna
サザン	južno
サザン	južni
図形	geometrija
図形	oblika
図形	oblike
図形	forme
図形	obliko
ゲノム	genom
デイヴ	dave
デイヴ	dava
ドッキング	dok
ドッキング	pomol
マダム	gospa
マダム	madam
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arsenal
請願	peticije
請願	peticijo
請願	peticije
アトランティック	atlantic
アトランティック	atlantik
美保	miho
メチル	metil
おば	teta
おば	teti
おば	tete
おば	teto
おば	tete
腐敗	razgradnja
腐敗	razpadanje
ベイビー	otrok
ベイビー	punčka
ベイビー	dojenček
備後	zadetek
キルギス	kirgiziji
とにかく	kakorkoli
とにかく	itak
アダムス	adams
ブライト	svetlo
ブライト	svetla
参事官	svetnik
トレーラー	priklopnik
トレーラー	prikolico
毛皮	dlako
毛皮	kožuh
毛皮	krzno
コロシアム	koloseju
コロシアム	kolosej
シンフォニー	simfonija
選任	termin
選任	imenovanje
選任	izvolitev
選任	volitve
ゴールキーパー	vratar
ゴールキーパー	vratarja
マグマ	magme
条文	določba
条文	zagotavljanje
条文	določbe
ニクソン	nixon
マリオン	marion
ごみ	leglo
ごみ	legla
ごみ	smeti
ごみ	smeti
ハーブ	herb
ハーブ	zelišča
ハーブ	zeliščni
ハーブ	zelišča
フィアット	fiat
ドロシー	dorothy
一律	enakomerno
チェ	choi
チェ	che
講道館	kodokan
フェンダー	blatnik
キール	kir
キール	keel
ジョーク	šala
ジョーク	šalo
ジョーク	hec
ジョーク	vici
ジョーク	šale
フォスター	foster
みさき	misaki
クロスオーバー	navzkrižni
孵化	loputo
孵化	loputa
コウモリ	netopir
コウモリ	bat
コウモリ	netopirji
バチカン	vatikanu
バチカン	vatikan
バール	bar
トリス	tris
丹下	tange
編み	kite
ヴィラ	vila
ヴィラ	vili
ヴィラ	vilo
ヴィラ	villa
ヴィラ	vila
ヴィラ	vile
ユーモア	humor
ユーモア	humor
溶液	rešitev
溶液	raztopina
転覆	strmoglavljenje
ウイスキー	viski
ウイスキー	viski
バッド	hudo
バッド	slaba
バッド	slabo
バッド	bad
バッド	slab
ナシ	hruške
アレクセイ	aleksej
アレクセイ	aleksej
アレクセイ	aleksei
アレクサンドリア	aleksandriji
総局	direktorat
ファゴット	fagot
エリザベート	elizabeta
エリザベート	elisabeth
借用	izposoja
誠実	iskrenost
誠実	iskrenosti
コンポーネント	komponenta
コンポーネント	sestavina
コンポーネント	komponente
聴覚	zaslišanje
聴覚	sluh
簡潔	jedrnato
トリガー	sprožilec
トリガー	sproži
イベリア	iberia
イーグルス	orli
チューリップ	tulipani
チューリップ	tulipan
ガッツ	čreva
ガッツ	drobovje
レニングラード	leningrad
リップ	opp
リップ	rip
コルト	colt
プランニング	načrtovanje
曲面	površino
曲面	površje
曲面	ploskev
煉瓦	opeka
煉瓦	opeke
煉瓦	brick
煉瓦	opeka
煉瓦	opeko
ペイン	paine
ペイン	payne
ペイン	bolečine
ペイン	bolečino
ペイン	bolečina
薬剤師	farmacevt
薬剤師	farmacevta
自律	avtonomne
自律	samostojno
自律	avtonomna
ポツダム	potsdam
ニコル	nicol
ニコル	nicole
嫌がらせ	nadlegoval
嫌がらせ	nadlegovanje
名字	priimke
ハーグ	haagu
プロヴァンス	provansi
ミーティング	sestanki
ミーティング	seje
ミーティング	sej
ミーティング	zasedanja
ミーティング	srečanja
ミーティング	seji
ミーティング	srečanje
ミーティング	sestanek
カーペット	preproge
カーペット	preproga
カーペット	preprogo
モンタナ	montana
カビ	plesni
カビ	plesen
カビ	plesni
カビ	plesen
ギャップ	vrzeli
ギャップ	vrzel
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	vozil
乗り物	vozila
乗り物	vozilo
ダニ	klop
ダニ	označite
ダニ	dani
伊奈	ina
暖房	gretje
暖房	segrevanje
暖房	ogrevanje
イネ	online
数量	količine
数量	količina
数量	količino
倍率	luščenje
倍率	povečava
江蘇省	jiangsu
中級	vmesni
中級	vmesno
中級	vmesna
中級	vmesne
パンドラ	pandora
チャイコフスキー	čajkovskega
カナリア	kanarskih
テンプル	svetišče
テンプル	tempelj
テンプル	hram
テンプル	temple
偽造	ponaredek
偽造	ponarejanje
偽造	ponarejeno
偽造	ponarejeni
偽造	ponarejena
偽造	ponarejenih
エメラルド	smaragdno
テレサ	teresa
テレサ	tereza
テレサ	theresa
マッカートニー	mccartney
パタゴニア	brazilian
パタゴニア	patagoniji
太い	debelo
太い	debel
太い	gosto
太い	debela
アニー	annie
ベルン	bernu
コックピット	kabina
匂い	voh
匂い	vonj
精神病	psihozo
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	brezpogojno
無条件	brezpogojna
無条件	brezpogojno
オスカル	oscarja
オスカル	oscar
オスカル	oskarja
オスカル	oskar
リハーサル	vaje
リハーサル	vajo
リハーサル	vaja
ケニー	kenny
アスファルト	asfalt
祝う	praznovanje
祝う	praznujemo
サラダ	solate
サラダ	solata
サラダ	solate
エクアドル	ekvadorske
エクアドル	ekvador
制動	zaviranje
河北省	hebei
ルワンダ	ruandi
ドーピング	doping
シューマン	schumann
シューマン	schuman
十字路	križišču
十字路	križišče
十字路	križišča
島嶼	otočkov
レナード	leonard
グライダー	jadralci
ベルナール	bernard
ベルナール	bernarda
エンリケ	enrique
ひどい	grozna
ひどい	grozen
ひどい	grozno
ババ	baba
野手	fielder
ポーツマス	portsmouthu
オスロ	oslo
モニカ	monica
モニカ	monico
モニカ	monika
モニカ	monika
スペシャリスト	specialist
リガ	riga
軍備	oborožitev
ロコ	loco
パワフル	močan
パワフル	močni
パワフル	močno
パワフル	mogočna
パワフル	močna
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioaktivnosti
ギニー	gvineje
ペレス	perez
ペレス	pérez
泣く	jok
泣く	joči
泣く	jokati
泣く	jok
泣く	joka
泣く	joče
インディー	indie
ペガサス	pegasus
ディエゴ	diego
観念	idejo
観念	ideja
観念	zamisel
叫ぶ	zakriči
叫ぶ	kriči
叫ぶ	kričati
ケネス	kenneth
シャドウ	senca
シャドウ	senco
シャドウ	senci
シャドウ	sence
発送	odpremo
マンガン	mangan
教訓	lekcija
教訓	poduk
ポッター	potter
ハト	golobi
ハト	goloba
ハト	golob
スモール	majhno
スモール	majhni
スモール	majhen
スモール	majhne
スモール	majhna
パルコ	parco
給料	plača
給料	plačo
給料	plač
給料	plače
打楽器	tolkala
伝播	širjenje
エドワーズ	edwards
スズ	tin
ベネット	bennett
ミミ	mimi
肩書	naslov
肩書	naziv
ダライ	dalai
コンペティション	konkurenca
コンペティション	tekmovanje
コンペティション	natečaj
役立つ	koristno
世俗	posvetni
成虫	imago
ドリンク	pijačo
ドリンク	pij
ドリンク	pijača
ドリンク	pijačo
ドリンク	pijače
ドリンク	pijača
子宮	maternica
子宮	maternico
子宮	maternica
子宮	maternice
子宮	maternico
グラスゴー	glasgow
ワタナベ	watanabe
航法	plovba
航法	navigacijo
航法	navigacija
下水道	kanalizacijo
下水道	kanalizacije
下水道	kanalizacija
下水道	kanalizacijo
下水道	kanalizacije
下水道	kanalizacija
カザン	kazan
シアン	sinja
シェパード	shepherd
シェパード	pastir
シェパード	shepard
贈り物	darili
贈り物	darila
贈り物	darovi
贈り物	darilo
退位	odpovedovanje
退位	abdiciral
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
検閲	cenzurirano
検閲	cenzuro
オペレーション	operacije
オペレーション	delovanje
オペレーション	operacija
オペレーション	operacijo
オペレーション	obratovanje
ガーディアン	varuh
ガーディアン	skrbnik
小麦	pšenični
小麦	pšenica
小麦	pšenico
小麦	pšenice
物事	stvari
ブイ	boje
ブイ	boja
描画	risba
描画	risanje
ノンストップ	nonstop
パレット	paleta
パレット	paleta
パレット	paleto
マギー	maggie
フューチャー	prihodnje
フューチャー	bodoči
フューチャー	bodočnost
フューチャー	prihodnosti
フューチャー	prihodnost
狂気	noro
狂気	norosti
狂気	norost
狂気	norost
リマ	lima
懸賞	nagrade
ストーカー	zasledovanje
ストーカー	zalezovanje
ロバ	osli
ロバ	osel
ジュリー	julie
大麻	konoplje
大麻	konopljo
大麻	konoplja
村落	vasi
村落	vasi
村落	vasica
生態系	ekosistem
生態系	ekosistemov
生態系	ekosisteme
かわいい	luštno
モニュメント	spomenikov
モニュメント	spomenik
高梨	takanaši
ジャッジ	judge
ジャッジ	sodnik
ジャッジ	sodnica
注入	infuzija
注入	infuzijo
注入	infuzije
ローラン	laurent
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramentu
サクラメント	zakrament
マジカル	čarobna
マジカル	magično
マジカル	čaroben
マジカル	čarobno
リクルート	zaposli
ソート	razvrsti
ソート	razvrščanje
覚書	memorandum
サンダー	grmenje
サンダー	grom
紅茶	tea
紅茶	čaj
デア	der
ノーラン	nolan
信じる	verjemi
ピッコロ	piccolo
ヴィンセント	vincent
ヴィンセント	vincenta
ハイライト	poudarila
ハイライト	poudarjeno
ハイライト	povzetki
ハイライト	poudarja
ハイライト	poudari
ハイライト	poudariti
フェスタ	festa
マシーン	mašina
マシーン	stroj
ポーラ	paulo
ポーラ	paula
船首	lok
船首	premec
暗闇	temo
暗闇	tema
エスパーニャ	españa
マーチン	martina
マーチン	martin
八田	hatta
リラ	lir
リラ	rila
刺し	zabodel
せり	dražbe
リベラル	liberalni
ゼルダ	zelda
果物	sadje
果物	sadeži
果物	sadje
果物	plodovi
おじ	striček
おじ	stric
おじ	strici
停電	izpad
停電	zatemnitev
爬虫類	plazilec
爬虫類	plazilci
共感	empatije
五つ	pet
五つ	five
税金	davki
税金	davčna
税金	davek
税金	davke
税金	davki
登る	vzpon
隔離	osamitev
隔離	izolacija
隔離	izolacijo
バーレーン	bahrajnu
球体	krogla
領事	konzul
未熟	nezrel
不便	nevšečnosti
不便	neprijetnosti
ブラームス	brahms
伸一	shinichi
キャメロン	cameron
染め	barvane
マーキュリー	mercury
マーキュリー	merkur
知識人	intelektualci
知識人	intelektualna
知識人	intelektualne
知識人	intelektualno
ウェディング	porok
ウェディング	poroke
ウェディング	poroka
ウェディング	poroke
ウェディング	poroko
着物	kimono
神保	jimbo
花弁	cvetove
セグメント	segmentih
セグメント	segmenta
セグメント	odsek
セグメント	segment
ノエル	noel
絶縁	izolirana
絶縁	izolirani
絶縁	izolirane
絶縁	izolirano
ナタリー	natalie
橿原	kashihara
在庫	zaloge
在庫	inventar
在庫	popis
カーティス	curtis
ドミニク	dominic
ビルバオ	bilbao
原子核	jedro
軍縮	razorožitev
軍縮	razorožil
ジングル	jingle
ガリレオ	galileo
ポテンシャル	potencialno
ポテンシャル	potencial
生化学	biokemija
スピーチ	govor
ジャスティン	justin
シング	singh
デュッセルドルフ	düsseldorf
タスク	naloge
タスク	naloga
タスク	opravilo
ジュピター	jupiter
キャプション	napis
キャプション	napisi
プレイオフ	končnici
ユヴェントス	juventus
物品	dobrine
物品	blaga
物品	blago
サイレン	sirena
サイレン	sireno
小人	palček
小人	škrat
リビング	živeti
リビング	živel
リビング	živela
チャド	chad
バイオリン	violina
バイオリン	violino
インターフェース	vmesnik
インターフェース	vmesniki
キノ	kino
即興	improvizacija
ドロー	žreb
ドロー	narisal
済州	jeju
賞品	nagrade
公判	sojenje
収縮	krčenje
カスタマイズ	prilagodi
カスタマイズ	prilagajanje
カスタマイズ	prilagodi
バングラデシュ	bangladešu
ペルシャ	perzijski
車道	dovoz
変種	sorta
変種	sorte
変種	raznolikost
リハビリテーション	rehabilitacija
リハビリテーション	rehabilitacije
リハビリテーション	rehabilitacijo
屈折	lomom
アクセサリー	pribor
アクセサリー	dodatki
アクセサリー	pripomočki
肥料	gnojila
肥料	gnojilo
フォーチュン	bogastvo
青函	seikan
ラッパー	raper
ラッパー	ovoj
ラッパー	ovitek
検知	zaznavanje
検知	zaznava
検知	odkrivanje
検知	odkrite
検知	ugotovljena
検知	odkrita
アイスクリーム	sladoled
花序	socvetje
野獣	zver
野獣	zveri
フレディ	freddy
湖沼	jezer
湖沼	jezera
ソチ	soči
オペレーター	operator
オペレーター	upravljavec
オペレーター	izvajalec
オペレーター	operater
レクイエム	rekviem
南陽	nanyo
ゲット	dobil
ゲット	dobi
レイチェル	rachel
バンクス	banks
バンクス	bankam
バンクス	bankah
バンクス	bankami
バンクス	banke
ナット	oreh
ナット	nat
陽気	veselo
陽気	jolly
陽気	igriv
ホルヘ	jorge
概説	obris
概説	povzetek
マグロ	tuna
マグロ	tun
マグロ	tune
ジョイ	veselje
ジョイ	radost
ジョイ	radosti
ジョイ	joy
クッキング	kuhanje
リーク	uhajanje
リーク	puščanje
プッシュ	pritisni
プッシュ	potisni
ファンク	funk
キープ	obdrži
キープ	ohrani
グアテマラ	gvatemali
グアテマラ	gvatemalski
フライデー	petek
ダイバー	potapljač
ダイバー	potapljači
可視	vidno
可視	vidni
可視	viden
可視	vidna
メタン	metana
メタン	metan
長方形	pravokotnik
長方形	pravokotna
長方形	pravokotnih
長方形	pravokotno
パイプライン	cevovod
パイプライン	plinovod
河南省	henan
疾病	bolezen
疾病	bolezni
迷路	labirint
コントローラー	kontrolorji
コントローラー	upravljavci
コントローラー	nadzornik
形容詞	pridevnik
形容詞	pridevnikov
アスリート	športnik
アスリート	športniki
アスリート	športnike
キャラバン	karavana
ユーリ	yuri
ユーリ	jurij
ホルシュタイン	holstein
手足	okončine
手足	udov
手足	ude
丸い	krog
丸い	okrogla
丸い	okrogle
丸い	rundo
丸い	okrogel
丸い	okroglo
ジェラルド	gerald
変奏曲	različice
変奏曲	variacije
ライデン	leiden
カーテン	zavesa
カーテン	zaveso
カーテン	zavese
カーテン	zavese
カーテン	zavese
嫌悪	zgrožen
嫌悪	gnus
嫌悪	nenaklonjenost
豆腐	tofu
美馬	mima
ペレ	pele
昨日	včeraj
ブルネイ	brunej
コンベンション	konvencija
コンベンション	konvencijo
コンベンション	konvencije
人道	humanitarni
人道	humanitarne
人道	humanitarno
引き出し	predal
引き出し	predale
ロジェ	roger
ロジェ	sprejeto
我慢	potrpljenje
我慢	potrpežljivost
レクリエーション	rekreacijo
コンパイル	pripravljanje
トスカーナ	toskani
カルメン	carmen
カルメン	karmen
超新星	supernova
ファイターズ	borca
ファイターズ	borci
サーベル	sablja
サーベル	sabre
サーベル	sablja
サーベル	saber
ファウスト	faust
ファシズム	fašistični
ファシズム	fašizem
ファシズム	fašizmu
ファシズム	fašisti
テナー	tenor
ハルビン	harbin
内乱	vstaja
曼荼羅	mandala
組み込み	vgrajeni
組み込み	vgrajeno
ズボン	hlače
ズボン	hlače
マインツ	mainz
カリキュラム	kurikuluma
プラトン	platon
タップ	pipe
タップ	pip
タップ	pipe
欠如	pomanjkanje
ロミオ	romeo
おしゃれ	elegantno
合理化	racionalizacija
風車	mlin
風車	vetrnice
定量	količinsko
定量	kvantitativne
定量	količinske
ヒデ	skrij
ブルックス	brooks
遼寧省	liaoning
ピエトロ	pietro
触手	lovke
触手	lovke
ドク	dohtar
ドク	doc
ドク	dok
ホイットニー	whitney
チタン	titan
チタン	titana
チタン	titanov
和睦	spravo
和睦	usklajevanje
和睦	uskladitev
生計	preživljanje
悲しい	žalosten
悲しい	žalostna
悲しい	žalostno
真司	shinji
ステロイド	steroidni
ステロイド	steroidov
ステロイド	steroide
ステロイド	steroidi
アトレティコ	atlético
ダイス	kocke
アレクサンドラ	alexandra
アレクサンドラ	aleksandra
変調	modulacije
宴会	banket
スニーカー	copati
スニーカー	superge
メル	mel
メル	mela
ノミ	bolh
ノミ	bolhe
長子	najstarejša
長子	najstarejši
ファイナンス	finance
ファイナンス	financiranje
偏見	predsodki
和義	kazujoši
ファルコン	falcon
ファルコン	sokol
ウガンダ	ugandski
ウガンダ	ugandi
許す	odpuščanja
許す	odpuščanje
許す	odpusti
カメルーン	kamerun
コンプリート	popolna
コンプリート	popolno
ホステス	gostiteljica
ダイビング	potapljanje
ダイビング	potapljanje
ダイビング	potop
ジャニ	jani
リンチ	lynch
バビロン	babilon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	castra
カストロ	castro
ワシ	orel
ワシ	eagle
ワシ	orla
新星	nova
農薬	pesticidov
農薬	pesticidi
農薬	pesticide
農薬	pesticidov
農薬	pesticidi
テヘラン	teheranu
ブロンズ	bron
アントワーヌ	antoine
スキップ	skip
スキップ	preskoči
スキップ	preskočila
スキップ	preskočil
ヤシ	dlan
ヤシ	dlani
ヤシ	palm
小切手	ček
絶叫	kriči
絶叫	zakriči
絶叫	krik
手榴弾	granato
手榴弾	granata
手榴弾	granate
運動量	zagon
パルチザン	partizan
セネガル	senegalski
セネガル	senegal
浙江省	zhejiang
ソーラー	sončna
ソーラー	sončni
ソーラー	sončne
ソーラー	sončno
議定書	protokol
ピザ	pice
ピザ	pico
ピザ	pica
ピザ	pizza
土星	saturn
サクセス	uspehov
サクセス	uspeh
サクセス	uspešnost
ニカラグア	nikaragve
ニカラグア	nikaragvi
アラー	alah
海老	kozice
海老	rakci
海老	kozice
海老	kozice
海老	rakci
コンパイラ	prevajalnika
退屈	dolgočasna
退屈	dolgočasen
退屈	dolgčas
退屈	dolgočasno
退屈	dolgčas
退屈	dolgčas
ダーツ	pikado
ダーツ	puščice
シボレー	chevy
シボレー	chevrolet
シフ	schiff
けいこ	keiko
酸性	kisla
酸性	kislo
中庭	dvorišče
ウィークリー	tedenska
ウィークリー	tedenski
ウィークリー	tedensko
ウィルス	virus
ウィルス	virusa
ウィルス	virusi
ウィルス	virusi
ウィルス	viruse
アンジェラ	angela
噴水	vodnjak
噴水	fontana
噴水	fontan
リムジン	limuzina
リムジン	limuzina
試練	sojenja
試練	preizkušnje
試練	preizkusi
ガレージ	delavnica
ガレージ	garaža
ガレージ	garažo
ガレージ	garaži
ガレージ	garaže
コンドル	kondor
苦しむ	trpeti
苦しむ	trpel
ヘルプ	pomagaj
ヘルプ	pomoč
ヘルプ	pomagajte
スーパーマン	superman
レンガ	opeka
レンガ	opeke
レンガ	brick
レンガ	opeka
レンガ	opeko
ブラント	brant
ブラント	brandt
リベンジ	maščevanje
ミヒャエル	mihael
ミヒャエル	michael
投影	projekcija
投影	projekcijo
未婚	neporočena
イデオロギー	ideologije
イデオロギー	ideologije
オルレアン	orleans
オルレアン	orléans
蘇生	oživljanje
切腹	sepuku
わくわく	zanimivo
わくわく	razburljivo
わくわく	navdušen
わくわく	navdušeni
わくわく	navdušena
わくわく	vznemirjen
着信	prihajajoči
着信	prihajajoče
ベティ	betty
サモア	samoe
パーマー	palmer
登米	tome
ベーシック	osnovno
ベーシック	osnovni
切り札	trump
包装	embalaži
包装	pakiranje
包装	embalaža
包装	embalažo
包装	embalaže
小石川	koishikawa
鉛筆	svinčnik
鉛筆	svinčnike
会計士	računovodje
会計士	računovodja
カーリング	curling
ヒート	vročina
ヒート	toplota
ヒート	toplote
東南	jugovzhodno
東南	jugovzhodni
アウディ	audi
隣人	sosedo
隣人	sosed
隣人	soseda
隣人	sosed
隣人	soseda
乱暴	grobi
乱暴	groba
乱暴	grobo
エヴァ	eva
エヴァ	evo
後悔	obžalovanje
後悔	obžalovanja
後悔	obžalovanje
後悔	obžaluje
後悔	obžalovanja
催眠	hipnozo
ハエ	leti
ハエ	fly
ハエ	poletela
ハエ	leteti
エセックス	essex
マーベル	čudo
マーベル	marvel
悪霊	demona
悪霊	demon
悪霊	demone
悪霊	demoni
悪霊	demonov
醍醐	daigo
汚職	korupcija
汚職	korupciji
汚職	korupcijo
必然	neizbežno
必然	neizogibno
服飾	kostum
ロケーション	lokacija
ロケーション	lokacijo
牛肉	goveji
牛肉	goveja
牛肉	govedina
牛肉	goveje
ジョンストン	johnston
レジスタンス	upor
レジスタンス	odpornost
レジスタンス	odpor
レジスタンス	upiranje
胎児	zarodek
マーカス	marcus
チャールストン	charleston
由緒	zgodovina
由緒	zgodovino
地下水	podtalnice
好奇心	radovedna
好奇心	radovedni
好奇心	radoveden
好奇心	radovednost
エドウィン	edwin
花粉	pelod
サタン	hudič
サタン	satana
サタン	satan
生態学	ekološki
生態学	ekološka
生態学	ekološko
生態学	ekologija
サイクリング	kolesarjenje
サイクリング	kolesarjenje
フレックス	flex
バスト	aretacija
レゲエ	reggae
フェーズ	faza
フェーズ	fazo
タフ	težko
スパイス	začimbe
スパイス	začimbe
スパイス	spice
九鬼	kuki
ヘンダーソン	henderson
光沢	bleščeči
光沢	bleščeča
光沢	bleščeče
トラウマ	travmo
トラウマ	travme
トラウマ	travma
親指	palec
親指	palce
親指	palca
親指	palcev
フォロー	sledi
政治局	politbiroja
粉末	moke
粉末	moko
粉末	moka
粉末	prašek
粉末	prah
ジブラルタル	gibraltarju
プレイボーイ	playboy
マーズ	mars
グレゴリー	gregor
グレゴリー	gregory
セバスティアン	sebastian
セバスティアン	sebastiana
ゴダール	godard
台所	kuhinje
台所	kuhinjo
台所	kuhinja
台所	kuhinji
ナシオナル	nacional
ドルトムント	dortmund
レミ	remi
パウエル	powell
ジョエル	joel
リッチー	ritchie
リッチー	richie
楽屋	odrom
公道	avtocesto
公道	avtocesta
峡谷	canyon
峡谷	kanjon
峡谷	grape
救世主	rešitelj
馬術	konjeniški
書式	oblika
書式	format
アレルギー	alergije
アレルギー	alergijo
アレルギー	alergija
ガードナー	gardner
序文	predgovoru
序文	uvod
ヘッドライト	žarometi
ヘッドライト	luči
知覚	zaznavanje
知覚	zaznava
知覚	dojemanje
知覚	dojemajo
クワ	mulberry
脊椎動物	vretenčarjev
ダーリン	draga
ブルズ	bike
ブルズ	bikov
ブルズ	biki
勇敢	pogumna
勇敢	pogumni
勇敢	pogumen
勇敢	hrabro
勇敢	pogumno
テンソル	tenzor
ワンダフル	čudovito
モーメント	trenutki
モーメント	moment
モーメント	trenutek
農産物	pridelkov
農産物	poljščine
農産物	pridelki
トムソン	thomson
リエージュ	liège
洗練	prefinjenosti
レベッカ	rebeka
レベッカ	rebecca
マルティネス	martinez
マルティネス	martínez
バクー	baku
わざと	namenoma
わざと	namerno
レプリカ	replika
レプリカ	replike
ウィレム	willem
フーガ	fugo
キラキラ	bleščice
キラキラ	bleščeča
叙事詩	epic
注射	injekcije
注射	vbrizgavanje
注射	injekcijo
注射	injiciranje
注射	injekcija
ファックス	faks
平仮名	hiragana
無制限	neomejena
無制限	neomejen
無制限	neomejeno
サギ	heron
博物学	naravoslovec
ブレンド	mešanica
クレーム	pritožbe
クレーム	pritožba
島民	otočani
トウモロコシ	koruza
トウモロコシ	koruze
トウモロコシ	koruzo
トウモロコシ	koruza
トウモロコシ	koruzo
ギネス	guinness
ギネス	gwyneth
ミューズ	muza
景色	pokrajine
甲状腺	ščitnice
因果	vzročni
シューベルト	schubert
フロイド	floyd
フェルディナンド	ferdinand
オードリー	audrey
