और	та
ध्वज	прапори
ध्वज	банери
ध्वज	люксембургу
ध्वज	люксембург
पुल	мости
पुल	мостів
पुल	міст
पुल	місток
डाल	зіграла
निकाल	вислати
देखकर	дивлюся
देखकर	бачити
फीट	ногами
फीट	ноги
फीट	стопи
फीट	футів
पुस्तकें	книжки
पुस्तकें	книг
पुस्तकें	книги
बहन	sis
बहन	сестричка
बहन	сестра
हल	галл
हल	розчин
हल	вирішення
हल	плуг
हल	вирішено
हल	вирішили
मास	mas
मास	мас
मास	маса
मास	mass
पॉल	пол
पॉल	пауль
पॉल	павло
तारों	зоря
तारों	зірочки
तारों	зоряні
तारों	зірка
तारों	зірки
करेगा	воля
करेगा	буде
करेगा	будуть
अधिकारों	права
सेवाएं	послуги
सेवाएं	служби
काउंटी	графство
काउंटी	повіт
काउंटी	жупанія
काउंटी	ковбой
बीमा	страхування
सुबह	morning
सुबह	ранку
सुबह	ранок
सुबह	утро
मानचित्र	карта
मानचित्र	мапа
मानचित्र	карти
मानचित्र	мапи
मानचित्र	картах
संस्थाओं	закладів
संस्थाओं	установи
संस्थाओं	інституції
संस्थाओं	установ
संस्थाओं	топові
खर्च	витрачено
खर्च	витрачений
खर्च	витрати
खर्च	провести
खर्च	проводять
खर्च	витратити
खर्च	витрачає
खर्च	проводить
जातियाँ	громада
जातियाँ	спільнота
जातियाँ	спільноти
हाई	високий
हाई	висока
हाई	значне
हाई	високе
हाई	високі
विख्यात	зауважимо
विख्यात	зауважити
मालिक	власник
फैला	поширення
फैला	розповсюдження
जंगल	джунглі
जंगल	лісова
जंगल	ліс
पैर	ногами
पैर	ноги
पैर	стопи
पैर	футів
पैर	нога
पैर	ногою
पैर	фут
पैर	пішки
पैर	лапка
पैर	ніжки
पैर	ноги
पैर	ніжку
पैर	нога
पैर	нозі
पैर	ногу
कोरिया	корея
कोरिया	кореї
बालक	хлопчина
बालक	дитя
बालक	дитяче
बालक	дитяча
बालक	дитина
बालक	нащадок
चुनावों	вибори
बीबीसी	bbc
सैनिकों	вояки
सैनिकों	солдати
सैनिकों	солдатам
सैनिकों	поповнення
सैनिकों	війська
मौलिक	оригінал
मौलिक	оригінальна
मौलिक	оригінальне
मौलिक	початкове
मौलिक	оригінальний
मौलिक	базові
मौलिक	базове
मौलिक	основні
मौलिक	базовий
मौलिक	основний
अमरीकी	американський
अमरीकी	американець
अमरीकी	американські
अमरीकी	американська
अमरीकी	американської
बेटे	сини
बेटे	сина
बेटे	сину
बेटे	син
कोर्ट	судові
कोर्ट	суд
निर्देश	напрямки
निर्देश	інструкція
निर्देश	інструкції
निर्देश	настанови
निर्देश	вказівки
ओपन	відкрити
ओपन	відкрита
ओपन	відкрито
ओपन	відкриті
ओपन	відкритий
आवाज	гучність
आवाज	голос
आवाज	голосом
आवाज	голосу
रोम	рим
मनोरंजन	відпочинок
मनोरंजन	розваги
मनोरंजन	entertainment
विलय	злиття
विलय	злиття
दीवार	стіну
दीवार	стіна
दीवार	стіні
उत्कृष्ट	відмінний
उत्कृष्ट	чудова
उत्कृष्ट	відмінно
उत्कृष्ट	визначні
उत्कृष्ट	видатним
सकारात्मक	позитивне
सकारात्मक	позитивні
सकारात्मक	позитивний
सकारात्मक	позитивно
सकारात्मक	позитив
संभवतः	maybe
संभवतः	можливо
संभवतः	ймовірно
संभवतः	орієнтовно
महात्मा	махаяна
संशोधन	зміни
संशोधन	версія
संशोधन	редакції
संशोधन	модифікація
कैलिफोर्निया	каліфорнію
कैलिफोर्निया	california
कैलिफोर्निया	каліфорнія
चिकित्सक	лікар
चिकित्सक	злості
चिकित्सक	терапевт
चिकित्सक	терапія
सरस्वती	сарасваті
रॉबर्ट	роберт
रॉबर्ट	робер
वर्ण	варма
वर्ण	відтінок
वर्ण	характер
वर्ण	символів
वर्ण	персонаж
वर्ण	символ
वर्ण	символів
वर्ण	персонажі
वर्ण	ієрогліфи
वर्ण	літери
वर्ण	символи
किताब	книжка
किताब	книжечки
किताब	книга
किताब	книги
आपकी	твій
आपकी	твоя
आपकी	твої
आपकी	твоє
आपकी	ваша
आपकी	ваші
जय	джей
वनस्पति	ботанічний
वनस्पति	рослинність
नायक	heroes
नायक	герої
नायक	героїв
नायक	герой
प्रतिनिधि	делегат
प्रतिनिधि	уповноваженого
प्रतिनिधि	представник
प्रतिनिधि	представника
प्रतिनिधि	представники
प्रतिनिधि	представників
आपका	твій
आपका	твоя
आपका	твої
आपका	твоє
आपका	ваша
आपका	ваші
आपका	твій
आपका	твоя
आपका	твої
आपका	твоє
आपका	ваші
शब्दावली	глосарій
शब्दावली	термінології
शब्दावली	словник
शब्दावली	словника
रास्ते	спосіб
रास्ते	шлях
लेखकों	письменники
लेखकों	письменників
फैसला	суддя
फैसला	судді
फैसला	суддю
फैसला	рішенням
फैसला	рішення
कीमत	ціна
संघीय	федеральний
निदान	діагностичний
निदान	діагноз
निदान	діагностика
निदान	діагностики
निदान	діагностика
प्रतिमा	статуя
बेटी	донька
बेटी	дочка
मुश्किल	навряд
मुश्किल	ледве
मुश्किल	витривалі
मुश्किल	hard
मुश्किल	тяжко
मुश्किल	важкий
मुश्किल	складна
मुश्किल	важка
मुश्किल	жорсткий
मुश्किल	важко
मुश्किल	складно
मुश्किल	складне
परस्पर	взаємного
परस्पर	спільний
परस्पर	взаємно
ईंधन	пальне
ईंधन	паливо
ईंधन	палива
तनाव	заворушення
तनाव	стрес
योग्यता	кваліфікації
योग्यता	кваліфікацію
योग्यता	кваліфікація
बैठक	зустрічей
बैठक	зустрічі
बैठक	засідання
बैठक	нарада
बैठक	зустрічі
बैठक	зустріч
कम्प्यूटर	computer
वाराणसी	варанасі
जल्द	soon
जल्द	скоро
मुम्बई	мумбаї
हॉल	холл
हॉल	зал
हॉल	зали
हॉल	ратуша
हॉल	голл
हॉल	зала
हॉल	зал
किंग	кінг
किंग	король
किंग	цар
पेरिस	paris
पेरिस	париж
टाइम्स	таймс
टाइम्स	час
टाइम्स	часи
टाइम्स	times
जवाब	відповідь
जवाब	відповідь
जवाब	відповісти
जवाब	відповідь
जवाब	відповіді
जवाब	відповіді
संपादक	редактор
संपादक	редакторів
बंदरगाह	пор
बंदरगाह	порт
ग्रुप	група
ग्रुप	групова
ग्रुप	груповий
ग्रुप	групу
ग्रुप	спільнота
शून्य	zero
शून्य	нульовий
शून्य	нуль
शून्य	нулі
जैविक	органічні
जैविक	органічне
कौशल	навички
कौशल	уміння
कौशल	навики
कौशल	майстерність
कौशल	уміння
भक्ति	бгакті
भक्ति	відданості
गहराई	глибина
आश्रम	ашрам
आरंभिक	початкова
आरंभिक	початковий
आरंभिक	початкове
आरंभिक	початківця
कण	частки
कण	частинок
कण	частинки
कण	частка
कण	частинки
कण	частинка
वाणिज्यिक	комерційне
वाणिज्यिक	комерційного
वाणिज्यिक	комерційні
वाणिज्यिक	комерційна
वाणिज्यिक	комерційний
नैतिक	етичних
नैतिक	мораль
रॉयल	королівська
रॉयल	royal
रॉयल	королівський
रॉयल	королівське
रॉयल	рояль
पुरी	пурі
शिखर	pinnacle
शिखर	пік
धरती	землею
धरती	earth
धरती	землі
धरती	земля
नेहरू	неру
पेशेवर	фахівець
पेशेवर	професійний
पेशेवर	професіонал
पेशेवर	professional
पेशेवर	професійні
पेशेवर	спеціалістів
पेशेवर	професіонали
लैटिन	латинська
लैटिन	латинської
लैटिन	латинські
परंपरागत	традиційними
परंपरागत	традиційний
परंपरागत	традиційні
परंपरागत	традиційна
परंपरागत	традиційне
परंपरागत	православний
परंपरागत	православної
परंपरागत	orthodox
परंपरागत	православна
परंपरागत	православні
समीकरण	рівняння
समीकरण	висота
जाँच	перевірка
जाँच	перевірити
जाँच	test
जाँच	тест
जाँच	перевірки
जाँच	тести
जाँच	перевірити
जाँच	перевірте
जीवों	організми
मापन	вимірювання
प्रथा	вправи
प्रथा	вправа
प्रथा	практика
प्रथा	претор
दोनो	обоє
दोनो	обидва
दोनो	обох
दोनो	обидві
दोनो	обом
संपादित	змінені
संपादित	змінений
देखी	бачили
देखी	бачив
देखी	пила
देखी	бачив
देखी	побачив
देखी	побачила
देखी	побачили
देखी	дивились
देखी	дивилися
देखी	дивився
देर	запізнюється
देर	пізно
देर	запізно
आंशिक	пропорційно
आंशिक	частково
आंशिक	розкладання
आंशिक	часткове
आंशिक	часткова
परम्परा	традиція
परम्परा	традиції
एसोसिएशन	асоціації
एसोसिएशन	асоціації
एसोसिएशन	асоціація
आध्यात्मिक	духовні
साइट	сайт
साइट	сайти
साइट	сайтів
साइट	юнеско
यहूदी	єврейський
यहूदी	єврейська
यहूदी	єврейська
यहूदी	іврит
यहूदी	жиди
यहूदी	євреї
यहूदी	євреїв
यहूदी	їдиш
विशेषकर	особливо
विशेषकर	спеціально
विशेषकर	особливо
महाद्वीप	континенті
महाद्वीप	континент
महाद्वीप	континенту
महाद्वीप	континенти
तरीका	спосіб
तरीका	шлях
मुक्ति	визволення
मुक्ति	звільнення
मुक्ति	спасіння
प्रजनन	розмноження
बॉक्स	скринька
बॉक्स	box
बॉक्स	ящик
बॉक्स	коробка
बॉक्स	оточення
बॉक्स	блоки
बॉक्स	коробки
श्रेय	кредитний
श्रेय	кредитна
श्रेय	кредит
श्रेय	подяки
स्टेट	стан
स्टेट	держава
स्टेट	stat
वेल्स	уельсу
वेल्स	уельс
समकालीन	сучасна
समकालीन	contemporary
समकालीन	сучасне
निभाई	грали
निभाई	грала
निभाई	грав
प्रारूप	чернетку
प्रारूप	чернетка
प्रारूप	чернетки
प्रारूप	формат
प्रारूप	форматування
एक्सप्रेस	express
एक्सप्रेस	експрес
वजन	вагу
वजन	вага
प्रक्रियाओं	процеси
प्रक्रियाओं	процесів
प्रक्रियाओं	заходи
प्रक्रियाओं	процедури
अभिव्यक्ति	вираз
मंदिरों	храмів
मंदिरों	храми
चोट	травми
चोट	ушкоджень
चोट	ушкодження
चोट	травм
चोट	боляче
मौजूदा	поточні
मौजूदा	поточний
मौजूदा	поточна
मौजूदा	течія
मौजूदा	струм
मौजूदा	сьогодення
मौजूदा	подарунок
मौजूदा	теперішній
मौजूदा	присутні
मौजूदा	присутня
मौजूदा	існуюче
मौजूदा	існуючий
मौजूदा	існуючі
मौजूदा	існуючу
हरा	зелень
हरा	зелені
हरा	зелене
हरा	зелені
हरा	зелений
हरा	гренада
संगीतकार	музикант
संगीतकार	музикантів
संगीतकार	музиканти
प्रवृत्ति	тренд
रुचि	цікавиться
रुचि	зацікавлений
रुचि	зацікавило
रुचि	цікаво
रुचि	цікавить
रुचि	цікавляться
रुचि	відсотки
रुचि	зацікавлення
रुचि	відсоткова
रुचि	інтерес
रुचि	вигода
आर्य	арії
परत	шаром
परत	шар
पर्यटक	туристів
पर्यटक	туристи
पर्यटक	туристичний
पर्यटक	туристичні
पर्यटक	турист
पर्यटक	туристичне
मछली	рибки
मछली	слідів
मछली	риб
मछली	риба
मछली	рибу
मछली	рибка
मछली	риби
मछली	волокна
उपभोक्ता	споживачів
उपभोक्ता	споживача
उपभोक्ता	споживачів
वैज्ञानिकों	вчених
वैज्ञानिकों	науковці
वैज्ञानिकों	вчені
वैज्ञानिकों	науковців
आविष्कार	винахід
आसान	легка
आसान	легкі
आसान	легко
आसान	легке
यान	янь
कक्ष	кімната
कक्ष	кімнату
कक्ष	комірки
कक्ष	клітинка
कक्ष	комірки
कक्ष	комірку
कक्ष	клітини
कक्ष	комірка
कक्ष	камера
कक्ष	палата
कक्ष	палати
कक्ष	кімнат
कक्ष	кімнати
यौन	сексуальний
यौन	сексуальної
यौन	статевий
यौन	сексуальне
मशहूर	відома
मशहूर	знамениті
मशहूर	відомий
मशहूर	знаменитий
अनुबंध	пакт
अनुबंध	контракти
अनुबंध	угода
अनुबंध	угоду
अनुबंध	договір
अनुबंध	контракт
राव	рао
पाठ्यक्रम	курс
पाठ्यक्रम	майданчик
पाठ्यक्रम	курси
वेस्ट	захід
वेस्ट	вест
प्रतिष्ठित	благородний
प्रतिष्ठित	благородні
प्रतिष्ठित	любомира
प्रतिष्ठित	заслужений
गवर्नर	губернатора
गवर्नर	губернатор
न्यूनतम	мінімізувати
न्यूनतम	найнижчі
न्यूनतम	мінімальна
न्यूनतम	мінімальний
न्यूनतम	мінімум
न्यूनतम	мінімально
न्यूनतम	мінімальне
न्यूनतम	мін
न्यूनतम	хв
प्रतिभा	геніально
प्रतिभा	геній
प्रतिभा	талант
प्रशंसा	вдячна
सीट	місце
सीट	seat
व्यावहारिक	практичні
व्यावहारिक	практичне
व्यावहारिक	практичний
व्यावहारिक	практична
उत्सव	festival
उत्सव	фестиваль
उत्सव	святкування
कपड़े	одяг
कपड़े	одяг
सालों	роки
हजारों	тисячі
खनिज	мінеральна
खनिज	пластові
खनिज	мінерали
लम्बी	довгий
लम्बी	хай
लम्बी	лонг
लम्बी	long
लम्बी	довга
लम्बी	довгі
बुद्धि	інтелект
बुद्धि	розвідка
विषाणु	вірус
फ्रांसीसी	френч
फ्रांसीसी	французька
फ्रांसीसी	французькою
फ्रांसीसी	французький
कठोर	hard
कठोर	тяжко
कठोर	важкий
कठोर	складна
कठोर	важка
कठोर	жорсткий
कठोर	суворі
कठोर	тяжкий
कठोर	ретельне
प्रणालियों	систем
प्रणालियों	systems
विकार	розлад
विकार	захворювання
विकार	хвороби
विकार	хвороба
विकार	захворювання
विकार	розлади
घटक	композитний
घटक	складене
घटक	компонент
घटक	компонента
ऑस्ट्रेलियाई	австралійська
ऑस्ट्रेलियाई	австралійський
घनत्व	щільність
घनत्व	щільності
वर्गों	клітинки
वर्गों	клітинок
वर्गों	квадрати
वर्गों	розділи
संहिता	код
काल्पनिक	fantasy
काल्पनिक	фантазія
काल्पनिक	уявні
काल्पनिक	unreal
काल्पनिक	гіпотетична
प्रयत्न	зусилля
प्रयत्न	зусилля
प्रजाति	виді
प्रजाति	вид
प्रजाति	види
विविधता	різноманітність
विविधता	diversity
विविधता	різноманітності
विविधता	різноманіття
इस्लामी	ісламський
शहरी	урбанізація
शहरी	урбан
शहरी	міський
बातें	things
बातें	речі
बातें	речей
नदियाँ	річок
नदियाँ	річки
नदियाँ	ріки
शास्त्रीय	класична
कृति	шедевр
सैन	сан
अग्नि	fire
अग्नि	вогнем
अग्नि	вогонь
अग्नि	пожежа
ग्रेट	великий
ग्रेट	чудово
कोश	кош
श्रम	праця
श्रम	трудове
श्रम	трудова
श्रम	трудові
आयरलैंड	ісландія
आयरलैंड	ісландії
आयरलैंड	ірландія
आयरलैंड	ірландії
निकटतम	найближчий
निकटतम	найближча
उसको	нього
उसको	постане
उसको	йому
उसको	ним
उसको	його
दर्जा	рейтинг
दर्जा	оцінкою
दर्जा	оцінка
दर्जा	звання
दर्जा	вартості
असफल	провал
असफल	невдало
असफल	невдача
असफल	збій
असफल	помилка
असफल	невдача
असफल	відмова
असफल	провал
असफल	помилка
चन्द्र	чандра
चन्द्र	місяця
चन्द्र	місяць
चन्द्र	мун
चन्द्र	місячні
चन्द्र	супутник
गाँधी	ганді
अनुप्रयोग	програми
अनुप्रयोग	програма
अनुप्रयोग	застосунок
अनुप्रयोग	додаток
अनुप्रयोग	додатки
अनुप्रयोग	програми
बचने	ховався
सोने	золота
सोने	gold
सोने	золоті
सोने	золото
बेहद	надзвичайно
सचिव	секретар
ब्रांड	бренди
ब्रांड	брендів
ब्रांड	бренду
ब्रांड	бренд
ब्रांड	brand
डिज़ाइन	проектування
डिज़ाइन	дизайн
डिज़ाइन	розробка
आवास	резиденція
आवास	житло
आवास	житло
आवास	ложа
आवास	проживання
ज़िला	улус
ज़िला	округ
ज़िला	нохія
ज़िला	район
यांत्रिक	механічна
यांत्रिक	механічний
धारणा	концепція
खड़े	стоїть
खड़े	стоячи
खड़े	стоять
द्रव्यमान	маса
द्रव्यमान	mass
न्यायाधीश	суддя
न्यायाधीश	судді
न्यायाधीश	суддю
लाइव	жити
लाइव	live
लाइव	наживо
लाइव	живу
लाइव	трансляція
कवियों	поетів
कवियों	поети
आकृति	форму
आकृति	форма
आकृति	фігура
प्रभावशाली	вражає
प्रभावशाली	вражаюче
प्रभावशाली	вражаюча
स्थितियों	ситуаціях
स्थितियों	ситуацій
करेंगे	воля
करेंगे	буде
करेंगे	будуть
मलयालम	малаялам
हालाँकि	хоча
पीटर	петро
पीटर	пітер
खराब	bad
खराब	погана
खराब	погано
खराब	погане
एलबम	альбому
एलबम	альбом
एलबम	альбомів
एलबम	альбоми
संवाद	діалог
संवाद	діалог
प्रीमियर	premier
प्रीमियर	вищому
चित्रित	намалювала
चित्रित	малюють
चित्रित	дівочі
पेट	живіт
पेट	шлунок
पेट	живота
पेट	животі
मोहम्मद	мохамед
फसल	обрізання
फसल	обрізати
दोस्त	друже
दोस्त	другові
दोस्त	другом
दोस्त	друг
दोस्त	подруга
दोस्त	друга
वापसी	повернутися
वापसी	повернення
वापसी	зняття
प्रोत्साहित	вдячністю
क्रमशः	відповідно
सूरज	нд
सूरज	сонця
सूरज	сонцю
सूरज	sun
सूरज	сонце
लाइसेंस	ліцензії
लाइसेंस	ліцензування
लाइसेंस	ліцензію
लाइसेंस	ліцензія
लाइसेंस	ліцензії
लाइसेंस	ліцензію
लाइसेंस	ліцензія
सेन	сен
छः	шість
छः	шестеро
मिशन	місія
मिशन	місій
मिशन	місії
लंबा	високий
लंबा	довгий
लंबा	хай
लंबा	лонг
लंबा	long
लंबा	довга
लंबा	довгі
विशेषज्ञ	спеціаліст
विशेषज्ञ	експерти
विशेषज्ञ	експертів
विशेषज्ञ	експертні
विशेषज्ञ	експерт
विशेषज्ञ	спеціальностей
नौकरी	завдання
नौकरी	робота
उपाय	заходи
उपाय	remedy
आकाश	небеса
आकाश	небом
आकाश	небо
शासकों	лінійки
तिब्बत	тибету
स्थानांतरित	зворушений
स्थानांतरित	переїхала
स्थानांतरित	переїхали
स्थानांतरित	переїхав
बचाव	захищатися
बचाव	захищають
बचाव	захисти
बचाव	врятувати
बचाव	рятівник
बचाव	порятунок
बचाव	запобігання
बचाव	профілактика
देखभाल	плювати
पर्यटकों	туристів
पर्यटकों	туристи
ईरानी	ірані
ईरानी	іран
ईरानी	ірану
ईरानी	іранське
सिंगापुर	сінгапурі
सिंगापुर	сінгапуру
मादा	жіноча
मादा	жіночий
मादा	самка
मादा	жінка
खरीद	купити
खरीद	придбати
खरीद	покупка
खरीद	придбання
खरीद	покупку
खरीद	постачання
खरीद	закупівлю
खरीद	закупівлі
उत्सर्जन	емісія
निवासियों	мешканці
निवासियों	мешканці
निवासियों	мешканців
क्षति	ламати
क्षति	пошкодження
दोष	звинувачувати
दोष	гідні
दोष	звинуватити
दोष	провина
अवतार	аватар
हाथी	слона
हाथी	слон
शैक्षिक	академічна
शैक्षिक	навчального
शैक्षिक	академічний
शैक्षिक	освітня
शैक्षिक	навчальна
शैक्षिक	освітні
शैक्षिक	навчальних
युगल	пари
युगल	звернення
युगल	парні
युगल	парами
युगल	пара
युगल	парочка
ग्रीक	грецька
ग्रीक	грецький
ग्रीक	грецьке
ग्रीक	грек
ग्रीक	грецькі
टीका	вакцина
टीका	вакцини
रिलीज	випуск
रिलीज	реліз
रिलीज	випуску
रिलीज	звільнення
रिलीज	випуски
अदालत	судові
अदालत	суд
इस्पात	сталь
अकार्बनिक	неорганічні
सुपर	супер
दाब	тиск
समझौता	пакт
समझौता	компроміс
आवासीय	житловий
आवासीय	житлових
जंगली	дикі
जंगली	дикий
जंगली	wild
जंगली	диких
जंगली	дикун
जरूरी	потрібен
जरूरी	необхідні
जरूरी	необхідне
जरूरी	необхідний
आर्ट	арт
आर्ट	мистецтво
आर्ट	художня
शनि	сатурн
शनि	сб
शनि	сидячи
शनि	сіли
शनि	сидів
शनि	sat
श्वेत	білий
श्वेत	біла
श्वेत	біле
श्वेत	білі
श्वेत	вайт
नमक	сіль
नमक	солі
बातों	things
बातों	речі
बातों	речей
बिलियन	мільярдів
बिलियन	мільярд
बिलियन	мільярди
बिलियन	млрд
एकीकृत	уніфіковані
एकीकृत	універсальний
एकीकृत	комплексний
पत्रकार	журналіст
पत्रकार	журналістів
पत्रकार	журналісти
वस्त्र	текстиль
वस्त्र	одяг
वस्त्र	виробів
जानवरों	звірі
जानवरों	тварини
आगमन	прихід
आगमन	приїзд
आगमन	прибуття
आगमन	прибуде
आगमन	різдвяний
कन्या	діва
मनुष्यों	людини
मनुष्यों	люди
पर्व	festival
पर्व	фестиваль
पर्व	fiesta
निष्कर्ष	єдесталу
निष्कर्ष	висновки
साफ	чисто
साफ	очистити
साफ	розчистили
साफ	відрізали
साफ	очистити
साफ	прибрати
साफ	почистити
साफ	чистий
गरम	тепло
गरम	теплі
गरम	тепла
उच्चतम	найвища
उच्चतम	найвищий
आवश्यकताओं	вимоги
प्रतिरोध	опору
प्रतिरोध	опір
सदा	завжди
डिस्क	диск
डिस्क	диск
डिस्क	диску
डिस्क	диски
खड़ा	стоїть
खड़ा	стоячи
खड़ा	стоять
खड़ा	вертикально
खड़ा	вертикальна
खड़ा	вертикальне
खड़ा	вертикальні
खड़ा	вертикально
खड़ा	вертикаль
खड़ा	вертикальний
पोस्ट	дописі
पोस्ट	опублікувати
पोस्ट	допис
पोस्ट	допису
पोस्ट	пости
पोस्ट	дописи
मेला	мела
मेला	ярмарок
मेला	справедливо
मेला	справедлива
मेला	справедливий
लिंग	стать
लिंग	статі
लिंग	гендерна
वायरस	вірус
रिचर्ड	річард
मगर	окрім
मगर	крім
मगर	але
महीनों	місяці
महीनों	місяцями
महीनों	місяців
सेल	клітинка
सेल	комірки
सेल	комірку
सेल	клітини
सेल	комірка
मुख	рот
मुख	рота
सीज़न	сезони
पाठक	читачам
पाठक	читачі
पाठक	reader
पाठक	читач
अग्रणी	провідних
अग्रणी	вели
अग्रणी	провідний
आनन्द	радості
आनन्द	радість
आनन्द	радісного
आनन्द	весела
आनन्द	радісним
उन्नत	покращений
उन्नत	додатковий
उन्नत	додаткові
उन्नत	додаткове
उन्नत	розширений
उन्नत	додатково
सर्वर	сервери
सर्वर	серверів
सर्वर	спостерігач
सर्वर	спостерігача
सर्वर	сервер
सर्वर	сервера
विचारधारा	ідеологія
पीड़ित	страждання
पीड़ित	страждає
पीड़ित	жертв
पीड़ित	жертви
पीड़ित	жертвами
पीड़ित	постраждалих
पीड़ित	постраждалим
पीड़ित	жертва
पीड़ित	жертви
श्रेणियों	цех
श्रेणियों	гільдії
राजकुमार	принц
राजकुमार	принца
राजकुमार	князь
उम्मीद	сподіваючись
उम्मीद	надії
उम्मीद	надія
उम्मीद	надіюсь
कार्यकारी	виконавчий
मास्टर्स	магістри
वरिष्ठ	старший
वरिष्ठ	сеньйор
शिष्य	disciple
प्रोफेसर	професор
स्कॉटलैंड	шотландія
स्कॉटलैंड	шотландії
विकिरण	радіація
विकिरण	випромінювання
विकिरण	радіації
फारसी	фарерська
फारसी	перська
संरक्षित	захищений
संरक्षित	захищена
संरक्षित	захищено
सहज	інтуїтивно
सहज	зручно
सहज	комфортний
सहज	зручні
सहज	зручне
सहज	зручний
सहज	затишний
बदला	змінився
बदला	змінилася
बदला	змінено
बदला	змінений
बदला	змінені
बदला	помсти
बदला	помста
बदला	винагороду
बदला	нагорода
बदला	заміна
बदला	замінник
कलकत्ता	калькутта
काला	чорні
काला	чорне
काला	чорна
काला	чорний
पंक्ति	лінія
पंक्ति	рядок
पंक्ति	рядка
पंक्ति	пряма
पंक्ति	рядками
पंक्ति	рядків
पंक्ति	черевички
पंक्ति	рядки
पंक्ति	рядок
लोकप्रियता	популярність
गतिविधि	активність
गतिविधि	дії
गतिविधि	діяльності
गतिविधि	дія
गतिविधि	діяльність
ओलंपिक	олімпіада
ओलंपिक	іграх
मथुरा	матхура
अनुनाद	резонанс
बर्फ	сніг
बर्फ	лід
कार्रवाई	бойовики
कार्रवाई	дії
कार्रवाई	дія
शिशु	дитячої
शिशु	немовля
शिशु	діти
शिशु	малюків
शिशु	немовлята
साक्षरता	грамотність
मार्क	кропивницький
मार्क	марк
ट्रैक	доріжки
ट्रैक	трек
ट्रैक	композицію
ट्रैक	доріжка
ट्रैक	композиція
ट्रैक	стежити
ट्रैक	доріжок
ट्रैक	слідкує
ट्रैक	композиції
ट्रैक	доріжки
ट्रैक	сліди
मनोवैज्ञानिक	душевний
मनोवैज्ञानिक	психологічний
मनोवैज्ञानिक	психологічна
मनोवैज्ञानिक	психолог
मनोवैज्ञानिक	психолога
कही	кудись
कही	десь
गर्मी	літо
गर्मी	теплом
गर्मी	спека
मैन	людина
मैन	чоловік
मैन	мужчина
मैन	man
जिम्मेदार	відповідальний
जिम्मेदार	відповідальна
गीतों	пісень
गीतों	пісні
गीतों	songs
आवृत्ति	повторення
आवृत्ति	частоту
आवृत्ति	частота
आवृत्ति	повторюються
आवृत्ति	повторюється
आवृत्ति	збігів
आवृत्ति	випадки
स्रोतों	пружини
स्रोतों	фонтани
कोण	кут
कोण	кути
ईस्ट	схід
अफ्रीकी	африкаанс
अफ्रीकी	африканська
अफ्रीकी	африканський
अफ्रीकी	африканські
अफ्रीकी	африканських
रंगों	барви
रंगों	кольори
रंगों	кольорів
खतरा	небезпека
खतरा	небезпеки
खतरा	небезпеці
टूर्नामेंट	турнір
चिंता	тривога
चिंता	турбота
चिंता	турботу
चिंता	занепокоєння
सहमत	згідний
सहमत	домовилися
सहमत	домовились
सहमत	погодився
सहमत	згодна
सहमत	згоден
सहमत	згодні
सहमत	погоджуюсь
सहमत	погоджуюся
सहमत	погодьтеся
मोटे	ожиріння
मोटे	жирний
मोटे	жиру
मोटे	жирна
मोटे	жири
घरों	земляк
घरों	домівки
घरों	будинки
घरों	будинків
घरों	будинках
घरों	доми
घरों	будинки
घरों	будинків
घरों	домів
मार्शल	маршалл
मार्शल	маршал
मार्शल	маршал
हिसाब	звітність
हिसाब	облік
उदय	rise
उदय	сходить
उदय	піднімається
पहुंचा	досягнуто
पहुंचा	досягли
पहुंचा	досягнув
पहुंचा	досягла
फ़ारसी	перська
प्रयोगशाला	лабораторія
मेक्सिको	мексики
मेक्सिको	мексиці
मेक्सिको	мексика
बिग	великі
बिग	велике
बिग	велика
बिग	великий
बिग	біг
संस्थानों	закладів
संस्थानों	установи
संस्थानों	інституції
संस्थानों	установ
संस्थानों	топові
प्रार्थना	молитовне
प्रार्थना	молитву
प्रार्थना	молитви
प्रार्थना	молитва
लाहौर	лахор
गद्य	проза
समानता	парність
समानता	рівність
समानता	доходів
समानता	подібність
बम	бам
बम	бомба
बम	бомб
बम	бомби
हैरी	гаррі
हैरी	гарі
कैथोलिक	католицька
देहरादून	деградун
लम्बाई	тривалість
लम्बाई	довжина
लम्बाई	довжини
दुर्घटना	аварія
उपनाम	нік
उपनाम	псевдонім
उपनाम	прізвище
उपनाम	псевдонім
उपनाम	прізвисько
बंगाली	бенгальська
घायल	поранений
सहारा	сахара
चेतना	свідомість
सारा	сара
सारा	сара
इलेक्ट्रॉनिक	електронне
इलेक्ट्रॉनिक	електронні
इलेक्ट्रॉनिक	електроніка
इलेक्ट्रॉनिक	електронна
इलेक्ट्रॉनिक	електронний
तंत्रिका	нерв
पट्टी	bar
पट्टी	бар
पट्टी	смужка
पट्टी	патті
गोवा	гоа
रास्ता	спосіб
रास्ता	шлях
सोच	роздуми
सोच	мислення
टाटा	tata
पृष्ठभूमि	тло
पृष्ठभूमि	тло
पृष्ठभूमि	тла
टन	тонна
टन	тонни
टन	тонн
ऋतु	season
ऋतु	сезон
ऋतु	сезону
शाम	вечір
शाम	вечірня
शाम	вечірній
मेडिकल	медичних
मेडिकल	медичний
मेडिकल	medical
मेडिकल	медична
मेडिकल	медичні
मार्टिन	мартін
नामकरण	найменування
नामकरण	номенклатура
हस्तक्षेप	завада
हस्तक्षेप	втручання
किसान	фермер
पतन	згортання
पतन	згорнути
