освојувач	فاتح
регионално	محلی
норма	نورما
евгениј	یوگنی
белоруски	بلاروسی
варење	سوءهاضمه
варење	گوارش
варење	هضم
замбија	زامبیا
рекреација	تفریح
рекреација	تفریحات
самуел	ساموئل
гамбија	گامبیا
лидија	لیدیا
рут	روت
рут	روث
банкноти	اسکناس
банкноти	صورتحساب
банкноти	قبض
назначува	بتابد
женско	نسوان
женско	زن
женско	مؤنث
женско	مونث
женско	ماده
хонда	honda
хонда	هوندا
нерв	عصب
амстел	آمستل
едмунд	ادموند
допира	رسد
конечна	نهائی
конечна	نهایی
конечна	پایانی
конечна	آخرین
конечна	فاینال
решен	حل
решен	مصمم
градината	باغچه
градината	باغ
градината	گاردن
градината	بهشت
кембел	کمپل
кембел	کمپبل
кембел	کمبل
сопствено	سفارشی
блага	خیرخواه
блага	خیراندیش
блага	خفیف
блага	ملایم
пијанист	پیانیست
слушнал	شنیده
рај	آسمان
рај	هاون
рај	هون
рај	هیون
рај	بهشت
мина	mina
мина	مینا
комбинира	ترکیب
полнење	سوختگیری
предизвици	چالش
грип	آنفلوآنزا
грип	سرماخوردگی
грип	آنفولانزا
кражба	سرقت
кражба	دزدی
дрвен	چوبی
примарно	ابتدایی
примарно	اصلی
примарно	اولیه
примарно	عمدتاً
неофицијална	غیررسمی
наеднаш	یهویی
наеднаш	ناگهان
нло	ufo
партиите	احزاب
муса	موسی
муса	موسى
фрост	یخی
фрост	فراست
робертс	رابرتس
робертс	رابرتز
добивајќи	دریافت
отоманско	عثمانی
фати	گرفتن
фати	بگیرن
фати	کچ
индустри	صنایع
твен	تواین
полицаец	افسر
полицаец	سرکار
плејофот	حذفی
кант	کانت
несакани	ناخواسته
бременост	حاملگی
бременост	بارداری
точност	دقت
процедура	رویه
процедура	روند
шпревалд	اشپریوالد
агресија	پرخاشگری
агресија	تجاوز
заштитена	محفوظ
оцени	مراتب
оцени	نمره
славен	اسلاون
необично	غیرعادی
летната	چله
погреб	دفن
погреб	خاکسپاری
погреб	ختم
погреб	خاکسپاری
течна	مایع
авив	آویو
намери	قصدی
намери	قصد
намери	نیات
намери	مقاصد
намери	قصدش
намери	قصد
трајан	ترایان
кош	سبد
олимпијадата	المپیک
замисла	ایده
позајмица	قرض
позајмица	وام
крос	صلیب
крос	کراس
крос	عبور
атила	آتیلا
зајакнување	تقویت
зајакнување	ارتقا
зајакнување	بوست
зајакнување	تقویت
изминатите	past
изминатите	گذشته
белизе	بلیز
марков	مارکوف
алгоритми	الگوریتمهای
трагедија	تراژدی
заштитува	محافظت
посветено	اخلاص
посветено	وقف
шефилд	شفیلد
опит	آزمایش
претставено	عرضه
преден	جبهه
преден	جلو
корисен	مفید
внатрешност	interior
внатрешност	داخلی
внатрешност	درونی
картагина	کارتاژ
клара	کلارا
клара	کلارا
образовна	آموزنده
образовна	آموزشی
парфеми	عطرهای
сокол	شاهین
сокол	فالکون
сокол	هاک
сокол	قوش
сокол	هاوک
вермонт	ورمونت
вермонт	ورمانت
доналд	دونالد
остаток	مانده
сида	ایدز
нео	نیو
нео	نئو
матрица	ماتریکس
матрица	ماتریس
состави	کامپایل
данило	دانیلو
поетска	شاعرانه
атлетичар	athlete
атлетичар	پهلوان
атлетичар	ورزشکار
пожари	آتشسوزی
марфи	مورفی
помлади	جوانتر
трска	نیشکر
трска	رید
фонтана	فواره
фонтана	سرچشمه
фонтана	چشمه
лира	لیره
очекувањата	انتظارات
очекувањата	توقع
очекувањата	آرزوهای
дефицит	کسر
дефицит	کسری
координација	هماهنگی
дебати	مناظره
фарма	مزرعه
фарма	فارم
мускул	عضله
мускул	ماهیچه
мускул	عضلات
шестото	ششمین
шестото	ششم
шестото	ششمی
милијарда	میلیارد
милијарда	بیلیون
отпад	قراضه
отпад	اتلاف
отпад	زباله
отпад	تلف
отпад	اسراف
лили	لیلی
сенат	سنا
сенат	سنای
додели	انتساب
провери	بررسی
абрахам	آبراهام
абрахам	قصّه
абрахам	ابراهیم
комерцијално	الاهلی
комерцијално	تجاری
повреден	مجروح
повреден	مصدوم
повреден	زخمی
повреден	صدمه
повреден	آزار
повреден	زخمی
пијалак	نوشیدن
пијалак	بنوش
пијалак	بنوشید
суштински	هسته
суштински	ضروری
трошок	هزینه
потенцијално	بالقوه
поттикнување	تحریک
намени	مقاصد
граѓанско	civil
граѓанско	مدنی
граѓанско	مدنی
граѓанско	سیویک
вертикално	عمودی
вертикално	عمودی
јоркшир	یورکشر
субјект	سوژه
субјект	فاعل
субјект	موضوع
неопходна	لازم
неопходна	ضروری
неопходна	واجب
печати	چاپ
печати	مهر
крајбрежни	ساحلی
раул	رائول
тапанарот	درامر
алги	جلبک
алги	جلبک
хектор	هکتور
добротворни	زکات
добротворни	صدقه
добротворни	خیریه
тера	تارا
георгиј	گئورگی
георгиј	گئورگی
прст	انگشتش
прст	انگشت
прст	فینگر
форт	فورت
форт	دژ
темел	پایه
темел	بنیاد
прибор	ظروف
забрани	بان
забрани	قدغن
забрани	نهی
забрани	ممنوع
прекрасен	عالی
харолд	هارولد
харолд	هرولد
хаваи	هاوایی
декорација	تزئین
техничар	تکنسین
техничар	فناوری
техничар	متخصصین
техничар	تکنولوژی
посредници	واسطه
посредници	میانجی
матката	رحم
матката	رحمه
истражувачка	اکتشافی
здрав	تندرست
здрав	سالم
здрав	عاقل
ливада	علفزار
ливада	چمنزار
јуриј	یوری
дозволени	مجاز
древна	کهن
древна	باستانی
древна	باستان
чекаат	منتظرم
чекаат	انتظار
чекаат	منتظر
чекаат	منتظریم
разводот	طلاق
проба	تمرین
пламен	پلامن
пламен	شراره
пламен	شعله
пламен	شعله
деп	دپ
деп	دپ
пиштол	تفنگ
пиштол	تفنگی
пиштол	اسلحه
бракови	ازدواج
лечење	شفای
лечење	درمانی
лечење	شفا
лечење	درمان
натпреварувач	رقیب
бан	بان
бан	قدغن
јаболка	سیب
повикани	احضار
корисно	مفید
туберкулоза	سل
транс	خلسه
транс	ترنس
транс	trans
транс	ترانس
докажано	ثابت
сестрите	خواهران
архиви	آرشیو
архиви	بایگانی
скока	جهش
фантазија	فانتزی
фантазија	وهم
фантазија	تخیلات
фантазија	تخیل
фантазија	تصورات
вембли	ومبلی
океаните	اقیانوسها
океаните	اقیانوس
варвара	واروارا
моравија	موراویا
тарнер	ترنم
тарнер	ترنر
прогонство	تبعید
бесконечно	نامتناهی
бесконечно	بینهایت
бесконечно	نامحدود
бесконечно	بیکران
видливо	نمایان
видливо	مرئی
влатко	ولاتکو
портокалова	پرتقال
портокалова	نارنجی
портокалова	اورنج
корица	کاور
корица	جلد
корица	پوشش
цртеж	ترسیم
цртеж	نقاشی
цртеж	کشیدن
усни	لبها
усни	لب
мајнинген	ماینینگن
компромис	سازش
компромис	مصالحه
компромис	توافق
кружен	دایره
нерешено	گره
нерешено	کروات
нерешено	کراوات
батиста	باتیستا
батиста	باتیستا
чеченија	چچن
октавијан	اکتاویوس
мајор	عمده
мајор	ماژور
мајор	سرگرد
формати	قالبهای
пријателска	دوستانه
пријателска	خودی
стабилен	پایدار
моралот	روحیه
шанел	شنل
шанел	شانل
сферата	کرهای
сферата	گوی
сферата	اورب
работилница	کارگاه
јаболко	سیب
јаболко	apple
јаболко	اپل
сечење	cropping
сечење	بریدن
луција	لوسیا
константна	ثابت
константна	دائم
константна	مداوم
роби	رابی
процени	ارزیابی
процени	تعیین
процени	برآورد
процени	تخمین
потврдени	certified
пониско	پایینی
фиџи	فیجی
психички	روانشناسی
психички	روانشناختی
сојузниот	فدرال
жирафа	زرافه
холокаустот	هولوکاست
клодовик	کلوویس
тага	غم
тага	اندوه
колено	زانو
зен	ذن
синагога	پرستشگاه
синагога	کنیسه
гаранција	حجت
гаранција	گارانتی
гаранција	تضمین
гаранција	تضمینی
гаранција	ضامن
гаранција	ضمانت
екипаж	سرنشین
екипаж	سرنشینان
екипаж	خدمه
експедицијата	اکتشاف
законодавната	قانونگذاری
најблиски	نزدیکترین
набљудувач	ناظر
набљудувач	تماشاچی
набљудувач	ناظری
набљудувач	تماشاگر
вишокот	مازاد
вишокот	افراط
вишокот	فزون
екстремадура	اکسترمادورا
гимнастика	ژیمناستیک
габон	گابن
фест	فست
бозон	بوزون
голф	گلف
шапка	hat
шапка	کلاه
спој	ترکیب
моника	مونیکا
менхетен	منهتن
поседи	اراضی
поседи	سرزمینهای
поседи	سرزمین
реална	رئال
реална	حقیقی
реална	واقعی
спиењето	خوابیدن
спиењето	خفته
спиењето	خواب
стадиони	ورزشگاههای
контра	شمارشگر
киргистан	قرقیزستان
функционери	افسران
функционери	مقامات
мерцедес	mercedes
мерцедес	مرسدس
спортистите	ورزشکاران
моцарт	موتسارت
гробници	گورها
гробници	قبرها
гробници	گورها
гробници	گریوز
предложен	خواستگاری
предложен	پیشنهادی
моделирање	مدلسازی
хаг	هیگ
хаг	هاگ
логичка	منطقی
брандо	براندو
кварт	ربع
кварт	کوارتر
кварт	همسایه
кварт	همسایگی
кварт	محله
того	توگو
премио	premio
техничко	فنی
техничко	تکنیکی
заслужува	لایق
орегон	اورگان
орегон	اورگن
кус	کوسکوس
кус	کوتاه
кус	کوتاهی
илузија	وهم
илузија	توهم
валентин	والنتین
валентин	والنتاین
валентин	ولنتاین
алијансата	ائتلاف
алијансата	وصلت
алијансата	اتحاد
омилена	محبوب
вежбање	تمرین
вежбање	مشق
вежбање	ورزش
вежбање	تمرین
треш	ترش
одморалиште	استراحتگاه
одморалиште	جایگاه
нина	نینا
кревет	تخت
кревет	تختخواب
кревет	بستر
кревет	رختخواب
полковник	سرهنگ
џуџе	کوتوله
џуџе	کوتوله
џуџе	دورف
оштетена	خراب
наши	ما
благо	خفیف
благо	سخی
колони	ستونها
колони	ستونهای
страда	رنج
страда	رنج
арно	آرنو
арно	آرنود
креативноста	خلاقیت
парламентарна	پارلمانی
јога	یوگا
вежба	دریل
вежба	مته
вежба	حفاری
вежба	مشق
вежба	ورزش
вежба	تمرین
ритамот	نواخت
ритамот	موزون
ритамот	ریتم
остра	شارپ
остра	تیزی
остра	هشیار
остра	تیز
димче	دودی
димче	دود
димче	دوده
примање	دریافت
соли	سالی
знаејќи	دانستن
разум	دلیلی
разум	علت
разум	دلیل
разум	عقل
разум	حس
љубовница	معشوقه
пушти	پخش
пушти	بازی
пушти	بزار
меркур	عطارد
меркур	جیوه
меркур	مرکوری
оклахома	اکلاهما
цртање	ترسیم
цртање	نقاشی
цртање	کشیدن
бедем	بولوارک
вик	ویک
наставниците	اساتید
наставниците	معلم
наставниците	مدرس
тура	تور
тура	tour
тура	دسته
третираат	درمانش
третираат	درمان
прашина	غبار
прашина	خاک
рецензија	نقدهای
автобус	اتوبوس
автобус	bus
лиза	لیسا
лиза	لیزا
лиза	لایزا
поширок	بازتر
поширок	وسیعتر
поширок	وسیعتر
грав	بین
грав	لوبیا
грав	لوبیای
рур	رور
малцински	اقلیت
оцена	درجه
оцена	نمره
моторни	موتوری
моторни	موتور
квалификувани	شایستگی
водопад	آبشار
водопад	ابشار
берген	برگن
ноќи	شبا
ноќи	شبها
ноќи	شبهای
ноќи	شب
придавка	وابسته
придавка	صفت
батлер	باتلر
черчил	چرچیل
поддржан	پشتیبانی
смена	شیفت
дисертација	تز
скриени	پنهان
скриени	مخفی
плодна	حاصلخیز
плодна	مثمر
хамлет	هملت
тобаго	توباگو
собори	سرنگون
принос	بازده
египетска	مصر
египетска	مصری
улрих	اولریش
интервали	فواصل
камерон	کمرون
споделување	اشتراک
повтори	تکرار
хемисфера	نیمکره
винфри	وینفری
телесни	بدنی
бебе	جیگر
бебе	عزیزم
бебе	بچه
кризи	بحرانها
французи	فرنچ
французи	فرانسه
французи	فرانسوی
приклучување	پیوستن
трансформации	تبدیل
трансформации	دگرگونی
кратер	دهانه
албанец	آلبانیایی
апсење	بازداشت
апсење	توقیف
апсење	دستگیر
апсење	دستگیری
плод	میوه
каналите	کانالها
каналите	کانالهای
опремени	مجهز
квин	کوئین
квин	کویین
сеќавање	خاطره
сеќавање	حافظه
сеќавање	حافظۀ
случаен	تصادفی
министрите	وزرا
министрите	وزیران
министрите	وزرای
инциденти	حادثه
инциденти	واقعه
инциденти	حوادث
мајкрософт	مایکروسافت
мајкрософт	microsoft
поранешно	سابق
поранешно	پیشین
удира	زدن
морињата	دریاها
ерика	اریکا
тонга	تونگا
нокиа	نوکیا
исполнета	تمامیت
исполнета	تحقق
мртва	مرده
мртва	مردن
мртва	مُرده
мртва	مردگان
таленти	استعداد
таленти	استعدادها
навивачи	هواداران
навивачи	هوادارن
навивачи	طرفداران
овластувања	قدرتهای
овластувања	تسلط
овластувања	سلطه
израелски	اسرائیلی
израелски	اسراییل
израелски	اسرائیل
дион	دیون
расположение	حالت
расположение	حوصله
леќи	عدسی
леќи	لنز
осумнаесет	eighteen
осумнаесет	هیجده
осумнаесет	هجده
вооружен	مسلح
вооружен	مجهز
потоци	نهرها
потоци	جویبارها
потоци	رودها
понд	تالاب
понд	برکه
страдаат	رنج
левски	لفسکی
сиромашни	فقیران
сиромашни	فقیر
сиромашни	فقیری
сиромашни	بیچاره
управен	مدیریت
здрава	تندرست
здрава	سالم
остварувања	دستاوردهای
варијанса	واریانس
напуштање	ترک
повици	میخواند
повици	بخواند
џенифер	جنیفر
нелегално	غیرقانونی
нелегално	غیرقانونی
рутер	رهیاب
вар	واروس
вар	آهک
вар	لایم
активисти	فعالان
симнат	بارگیری
ролинг	غلتان
ролинг	رولینگ
кинематографија	فیلمبرداری
визуелни	دیداری
визуелни	بصری
визуелни	تصویری
анталија	آنتالیا
готвење	پختن
готвење	پخت
готвење	آشپزی
биланс	میزان
биланс	تعادل
биланс	توازن
биланс	موازنه
хавана	هاوانا
паднале	فل
експлозијата	بلاست
експлозијата	دمیدن
експлозијата	خروش
експлозијата	انفجار
бродвеј	برادوی
настрана	کنار
женка	نسوان
женка	زن
женка	مؤنث
женка	مونث
женка	ماده
новинарство	نگاری
новинарство	خبرنگاری
синџир	زنجیری
синџир	زنجیره
синџир	زنجیر
синџир	زنجیرهای
превенција	پیشگیری
доменико	دومنیکو
лидс	لیدز
ецб	ecb
зголемени	افزایش
зголемени	افزود
изложен	عرضه
читатели	خوانندگان
дневникот	ثبت
влегување	ورود
влегување	اماکن
наредби	فرمان
наредби	دستورات
наредби	دستور
примачот	گیرنده
пејзаж	عرضی
пејзаж	منظره
бисао	بیسائو
микс	اختلاط
микс	مخلوط
микс	میکس
романскиот	رومانیایی
романскиот	رومانی
хопкинс	هاپکینز
празнува	جشن
дојл	دویل
сертификат	گواهینامه
сертификат	گواهی
сертификат	گواهی
џуниор	جونیور
ерл	ارل
ерл	ایرل
малцинства	اقلیتهای
експерт	متخصص
експерт	کارشناس
експерт	expert
етничко	قومی
етничко	نژادی
гените	ژنها
гените	ژن
гените	ژنهای
сар	sar
сар	سر
библија	انجیل
церемонии	مراسمی
церемонии	تشریفات
коњите	اسبان
коњите	اسب
коњите	اسبها
влад	ولد
евроазија	اوراسیا
запознавање	معرفی
запознавање	مقدمه
запознавање	اشنایی
запознавање	آشنایی
запознавање	دوستیابی
запознавање	آگاه
оксид	اکسید
пајак	عنکبوتی
пајак	اسپایدر
пајак	عنکبوت
зависна	وابسته
зависна	اعتیادآور
убеден	دلگرم
убеден	قانع
убеден	متقاعد
долгови	بدهی
долгови	بدهی
долгови	قرض
долгови	قرضی
долгови	قرضه
долгови	بدهی
чан	چان
чан	chan
ирански	ایرانیان
ирански	ایرانی
ирански	iranian
извадок	برگزیده
бахреин	بحرین
бургас	بورگاس
среќна	خوشبخت
среќна	خوش
среќна	شاد
среќна	خوشحال
среќна	مبارک
амбасадори	سفیران
режими	حالتهای
режими	باقیست
сиво	خاکستری
сиво	گری
сиво	خاکستری
лаура	لورا
матични	استم
матични	بنیادی
матични	ساقه
десау	دسائو
модулација	مدولاسیون
строга	اکید
муслиманска	مسلمان
муслиманска	مسلم
муслиманска	مسلمانان
кружни	دایره
ендру	اندرو
докторски	یل
докторски	phd
замав	تاب
замав	نوسان
неочекувано	غیرمنتظره
виолетова	بنفش
виолетова	ارغوانی
виолетова	زرشکی
лонг	طولانی
лонг	لانگ
лонг	دراز
истакна	مشخص
истакна	استرس
спојувањето	ادغام
спојувањето	تلفیق
испорака	تحویل
испорака	زایمان
случајни	تصادفی
следбеник	پیرو
магнетна	مغناطیسی
привлекуваат	جذب
тапанар	درامر
регулација	ساماندهی
хемикалии	شیمیایی
реформација	اصلاحات
анархизам	آنارشیسم
чорапи	جوراب
кејн	کین
потенцијална	بالقوه
потенцијална	پتانسیل
ешли	اشلی
внука	نوه
прецизни	دقیق
асоцијации	انجمنهای
лима	لیما
бенин	بنین
канзас	کانزاس
задоволен	رضایت
задоволен	خشنود
задоволен	راضی
задоволен	خشنود
бомбардирање	بمباران
бомбардирање	بمبگذاری
бомбардирање	بمباران
никол	نیکل
никол	نیکول
службено	رسمی
службено	رسما
рококо	روکوکو
назначи	بتابد
болници	بیمارستان
болници	بیمارستانها
волна	پشم
патент	زیپ
затемнување	گرفتگی
затемнување	خورشیدگرفتگی
затемнување	خاموشی
затемнување	بیهوشی
мотивација	انگیزه
мотивација	انگیزش
супстанција	مادهای
супстанција	اموال
сојузничките	متفقین
сојузничките	متحد
формален	صوری
формален	رسمی
промоцијата	ترویج
промоцијата	ارتقاء
промоцијата	ترفیع
промоцијата	تبلیغ
промоцијата	ارتقای
промоцијата	ارتقا
хана	هنا
обвинение	اتهام
обвинение	شارژ
обвинение	کیفرخواست
колонијата	کلونی
колонијата	مستعمره
саша	ساشا
саша	ساشا
комори	چمبرز
синод	synod
панов	پانکو
известува	گزارشها
исплата	پرداختی
исплата	دستمزد
исплата	اجری
исплата	پرداخت
морално	اخلاقی
морално	اخلاق
плодност	باروری
ладна	سرما
ладна	سرد
ладна	سرماخوردگی
борн	بورن
форест	فارست
рурални	روستایی
применети	کاربردی
поттик	ارتقا
поттик	بوست
поттик	مشوق
изразено	فرمودند
моќи	قدرتهای
толпата	جمعیت
толпата	شلوغی
толпата	ازدحام
профили	حسابهای
профили	profile
зглоб	مچ
разумот	دلیلی
разумот	علت
разумот	دلیل
бранители	مدافعان
меки	ملایم
меки	نرمه
меки	نرمی
меки	سافت
меки	نرم
корупција	تباهی
корупција	فساد
холандска	هلندی
холандска	داچ
холандска	هلند
прирачник	دستی
прирачник	راهنما
артефакти	آثار
роулинг	رولینگ
групни	موجوده
групни	انبوه
групни	عمده
групни	گروهبندی
групни	گروپ
групни	گروه
говеда	چهارپایان
говеда	گله
насочено	جهتدار
насочено	هدایتی
нептун	نپتون
тесла	تسلا
феминизам	فمینیسم
сократ	سقراط
благодарам	تشکر
благодарам	سپاس
благодарам	ممنون
лингвистички	کلامی
лингвистички	زبانی
задолжени	مدیون
валас	والاس
валас	والیس
одобрен	تأیید
бомбардирањето	بمباران
милет	ملط
арон	آرون
изворно	اصالتا
фотони	فوتونها
постојните	موجود
љубовник	lover
рејмонд	ریموند
репертоар	رپرتوار
хадсон	هادسون
хадсон	هادسن
вандализам	خرابکاری
хемиско	شیمیایی
хемиско	خشک
хемиско	خشکیده
минерални	معدنی
почетен	آغازی
почетен	آغازین
чук	تق
најниската	پایینترین
мјузикл	موزیکال
лин	لین
навигација	ناوبری
седмица	هفته
седмица	هفتۀ
невообичаено	غیرعادی
обожаватели	هواداران
обожаватели	هوادارن
обожаватели	طرفداران
трупот	هال
трупот	بدنه
битие	بودن
хегел	هگل
виртуелна	مجازی
ментална	ذهنی
шеснаесет	sixteen
шеснаесет	شانزده
салам	salaam
тркало	فرمون
тркало	چرخ
тужба	دعوی
тужба	دادخواهی
автоматско	خودکار
автоматско	اتوماتیک
автоматско	خودکار
алиса	الیسا
алиса	آلیسا
алиса	آلیس
платформи	سکوهای
јаз	تفرقه
јаз	تقسیم
ноти	یادداشتها
ноти	یادداشتهای
ноти	نوت
необични	غیرعادی
алијанса	ائتلاف
алијанса	وصلت
алијанса	اتحاد
сервери	سرورهای
ударна	شکستن
ударна	شکنی
сеул	سئول
формации	احداث
лиценци	مجوزها
трамп	ترامپ
вметнување	درج
вметнување	درج
дебели	ضخیم
дебели	کلفت
дебели	چاقی
дебели	چربی
дебели	fat
дебели	چاق
дебели	تپل
ромни	رامنی
ансамбл	همای
хинду	هندو
австриска	اتریش
австриска	اتریشی
австриска	اتریش
кум	پدرخوانده
барон	بارن
барон	بارون
обвинувања	اتهامات
обвинувања	اتهام
обвинувања	اتهاماتی
ентитет	موجودیت
стража	نگهبانی
стража	گارد
одобрение	تصویب
запре	ایستاد
благи	خفیف
благи	ملایم
ерменци	ارمنیان
ерменци	ارمنی
ерменци	ارامنه
фарми	مزارع
морални	اخلاقی
морални	اخلاق
неуспешно	خرابی
разузнавање	هوش
разузнавање	هوشی
комплетна	تکمیل
дубровник	دوبروونیک
суво	خشک
суво	خشکیده
крикет	کریکت
розвел	روزول
пеат	بخون
пеат	بخونید
пеат	آواز
пеат	خوانندگی
автомобилите	ماشینها
нацрт	حواله
нацрт	پیشنویس
нацрт	درفت
максвел	مکسول
максвел	ماکسول
смеса	آمیخته
смеса	مخلوطی
барак	باراک
автомобилски	خودرو
автомобилски	خودروسازی
автомобилски	خودکار
придружени	همراه
глобални	سراسری
глобални	جهانی
глобални	گلوبال
ланец	افسار
ланец	قلاده
ланец	زنجیری
ланец	زنجیره
ланец	زنجیر
ланец	زنجیرهای
најстара	قدیمیترین
бурса	بورسا
бурса	داسی
избегнување	اجتناب
пушка	تفنگ
пушка	تفنگی
пушка	اسلحه
пушка	تفنگ
пом	pom
орхан	اورهان
укината	برداشته
сидни	سیدنی
монета	سکه
хигиена	بهداشت
придружник	همنشین
придружник	همدم
придружник	همنشینی
борците	مبارزان
најбрзо	سریعترین
убедување	ترغیب
убедување	محکومیت
убедување	راسخ
упатства	دستورالعملهای
упатства	دستورالعملها
упатства	رهنمودهای
упатства	دستورالعملها
упатства	دستورالعمل
трафорд	ترافورد
одошто	than
екстра	اضافی
екстра	اضافه
набљудувачи	نگهبانانی
густи	ضخیم
густи	کلفت
богдан	بوگدان
вулкан	آتشفشان
мар	مار
фин	فین
ефикасна	مؤثر
ефикасна	موثر
русо	روسو
русо	روسو
дроги	مواد
канџи	پنجه
фред	فرد
левица	چپ
дува	وزیدن
дува	وزد
свирење	پخش
хаос	آشفتگی
хаос	آشوب
крак	بشکن
крак	کراک
крак	شکاف
млечни	لبنیات
уредници	تدوینگران
преземањето	تصاحب
руди	رودی
цинк	فلز
цинк	روی
изотопи	ایزوتوپ
изотопи	ایزوتوپهای
пли	pli
енергетска	انرژی
барбадос	باربادوس
мобилен	متحرک
мобилен	سیار
мобилен	موبایل
мобилен	همراه
насловна	کاور
насловна	جلد
насловна	پوشش
ограничи	حد
ограничи	محدود
ограничи	محدودیت
предвиден	projected
пионер	پیشگام
пионер	پایونیر
спие	خوابیدن
спие	خفته
спие	خواب
спие	خفته
норман	نورمن
мики	میکی
мики	میکی
школки	صدف
школки	حلزون
осми	هشتم
осми	هشتمین
химни	سرود
луксузни	دلخوشی
луксузни	luxury
луксузни	لوکس
луксузни	مجلل
приближна	تقریبی
корзика	کورسیکا
басен	حوضه
басен	سماور
ориентирани	گرا
преместување	انتقال
преместување	حرکت
ветар	باد
ветар	بادی
возрасен	بزرگسال
возрасен	بالغ
возрасен	بزرگسالان
рехабилитација	بازپروری
рехабилитација	توانبخشی
рехабилитација	اعاده
рехабилитација	نوسازی
рехабилитација	توانبخشی
биолошка	زیستی
прекрасни	زیباست
прекрасни	زیبا
прекрасни	خوشگل
прекрасни	قشنگ
прекрасни	عالی
прекрасни	خوشگله
прекрасни	مجلل
градежништво	ساخت
градежништво	سازندگی
градежништво	ساختمان
миг	میگ
интегритет	صحت
интегритет	امانت
метода	متد
метода	روش
подгорица	پودگوریتسا
навахо	ناواجو
ванкувер	ونکوور
меур	حباب
меур	مثانه
докажување	اثبات
мандатот	فرمانی
влакно	فیبر
влакно	فایبر
влакно	الیاف
влакно	لاکپشت
одобри	تأیید
клучот	کلید
клучот	کلیدی
новгород	نووگورود
летала	هواپیمای
летала	هواگرد
бејкер	بیکر
бејкер	نانوا
чоколадо	شکلاتی
чоколадо	کاکائو
чоколадо	شکلات
слуга	نوکر
слуга	بنده
слуга	ملازم
грајц	گرایتس
диор	دیور
наметне	تحمیل
