категорија	categoría
родителите	pais
родителите	os
јадро	núcleo
земјоделство	agrícolas
земјоделство	agrícola
земјоделство	agricultura
земјоделство	a
раѓање	a
раѓање	luz
раѓање	nacemento
раѓање	orixe
раѓање	de
воглавно	principalmente
воглавно	maioría
воглавно	sobre
воглавно	todo
воглавно	maiormente
воглавно	maioritariamente
дедо	avó
црвен	vermello
црвен	vermella
црвен	vermellos
црвен	roxa
црвен	comunista
свештеник	cura
класична	clásico
рана	ferida
момче	tipo
момче	mariñeiro
момче	neno
момче	rapaz
момче	mozo
момче	fillo
подолу	na
подолу	debaixo
подолу	por
подолу	baixo
подолу	abaixo
подолу	embaixo
подолу	seccionada
ткиво	tecido
премин	cruzar
премин	cruzando
огромна	enormes
огромна	enorme
огромна	gran
огромна	xigante
огромна	grande
вкупна	total
вкупна	de
обука	formación
обука	estudan
обука	adestramento
ставови	opinións
гробот	tumba
гробот	grave
карпи	rochas
карпи	xeo
карпи	pedras
концерт	concert
концерт	concerto
концерт	balde
концерт	espectáculo
концерт	show
дисциплина	disciplina
внатрешна	interno
внатрешна	interna
горен	esquina
горен	superior
кристијан	christian
кристијан	cristiáns
уапсен	arrestados
уапсен	arrestaron
уапсен	deteñan
уапсен	o
анри	henry
анри	de
анри	henri
секако	seguro
секако	de
секако	que
секако	certo
секако	claro
секако	si
документ	documento
гранд	dólares
гранд	10000
гранд	mil
психологија	psicoloxía
психологија	de
фиренца	florence
носител	titular
институција	institución
стјуарт	stewart
стјуарт	stuart
стјуарт	estuardo
стив	steve
аспект	aspecto
несреќа	desgraza
несреќа	accidente
несреќа	de
камења	pedras
камења	stones
камења	rochas
камења	xeo
камења	pedras
раса	carreira
раса	raza
раса	a
раса	internacional
осигурување	seguro
осигурување	seguros
прага	praga
умира	morre
умира	morren
умира	morte
умира	morrendo
умира	morrer
умира	moribundos
умира	por
богата	ricos
богата	rica
богата	rico
материја	importa
материја	materia
материја	che
материја	pasa
еднакви	equitativos
еднакви	igual
еднакви	mesmo
еднакви	iguais
еднакви	son
оган	lume
оган	fogo
организми	organismos
понуда	poxa
понуда	oferta
понуда	ofrecer
понуда	lle
понуда	unha
речник	vocabulario
грузија	georgia
внатре	dentro
внатре	interior
земјоделски	agrícolas
земјоделски	agrícola
куба	cuba
куба	cubana
суштества	os
суштества	seres
суштества	criaturas
насекаде	todas
насекаде	as
насекаде	partes
насекаде	por
насекаде	en
насекаде	everywhere
насекаде	todo
насекаде	todos
инсекти	insectos
рамнотежа	equilibrio
рамнотежа	balance
рамнотежа	o
мисија	misión
законите	leis
законите	as
настанот	acontecemento
настанот	de
настанот	eventos
настанот	evento
настанот	suceso
поезијата	poesía
научен	científica
научен	científico
ѕидови	paredes
ѕидови	muros
ѕидови	as
ѕидови	defensas
ален	allen
птиците	aves
птиците	paxaros
птиците	as
класи	clases
вечер	tarde
вечер	noite
вечер	serán
вечер	noites
вечер	tardes
вечер	noite
вечер	pola
вечер	noites
приходи	os
приходи	ingresos
приходи	do
приходи	ingreso
приходи	renda
метали	metais
дрва	madeira
дрва	árbores
дрва	das
маало	barrio
длабоко	no
длабоко	fondo
длабоко	profundo
длабоко	profundidade
длабоко	de
организмот	organismo
данок	impostos
илјадници	miles
илјадници	milleiros
илјадници	mil
илјадници	de
илјадници	millar
илјадници	miles
илјадници	milleiros
конго	congo
детали	detalles
детали	crédito
детали	roubada
детали	detalle
детали	detalles
студија	estudar
студија	estudo
студија	estudamos
студија	despacho
срце	bebé
срце	nena
срце	rapaz
срце	corazón
срце	cardíacas
срце	cardíaca
срце	querida
срце	cariño
историска	históricas
историска	histórica
историска	históricos
историска	histórico
историска	histórica
социјалистичка	socialista
одговори	respostas
одговори	repostas
одговори	resposta
одговори	responder
одговори	resposta
одржан	reunión
одржан	perdín
одржан	mans
одржан	tiña
одржан	hoxe
одржан	atopo
зачувани	se
зачувани	salvado
зачувани	a
зачувани	salvou
зачувани	salvei
зачувани	salvaches
вистинска	real
вистинска	de
вистинска	verdade
сума	suma
сума	cantidade
сума	enorme
последици	radioactiva
последици	consecuencias
проценти	por
проценти	cento
популарна	popular
популарна	populares
популарна	frente
популарна	cantante
популарна	impopular
исклучително	moi
исклучително	extremadamente
исклучително	tremendamente
информација	información
познатата	famoso
познатата	famosos
познатата	famosa
компјутери	ordenadores
компјутери	computadores
направено	fixen
направено	feito
направено	fixemos
направено	facer
направено	fixeches
пошта	correo
пошта	envía
пошта	envíe
симон	simon
антички	antiga
антички	antigas
антички	antigo
антички	antigos
дејвис	davis
дејвис	davies
градско	city
градско	cidade
градско	da
плен	botín
станици	comisarías
станици	postos
решавање	resolver
решавање	solucionar
решавање	resolver
муслиманите	musulmáns
античка	antiga
античка	antigas
античка	antigo
античка	antigos
гроб	tumba
гроб	grave
отворање	abrir
отворање	apertura
сопственик	dono
преговори	negociación
карлос	carlos
карлос	oh
поврзување	conexión
постави	conxunto
прифати	aceptar
прифати	aceptalo
прифати	acepto
чува	vai
чува	a
чува	mantén
чува	segue
чува	así
тома	thomas
научниците	científicos
научниците	os
научниците	sociólogos
глумци	actores
зелена	verde
зелена	verdes
зелена	green
одредено	específicas
одредено	específica
одредено	específico
одредено	concreto
одредено	específicos
минато	pasado
минато	últimos
забележи	conta
забележи	que
забележи	vin
забележи	aviso
особини	trazos
особини	trazo
сигурност	de
сигурност	seguridade
сигурност	seguridade
сигурност	certeza
раната	ferida
нула	cero
имаа	tiña
имаа	que
имаа	tiven
бад	mala
бад	malos
бад	mal
бад	malas
бад	malo
бад	mágoa
авганистан	afganistán
авганистан	afghanistán
агенција	axencia
агенција	de
јавност	público
јавност	pública
јавност	públicos
јавност	públicas
скала	escala
принц	príncipe
принц	o
соодветни	axeitada
соодветни	o
соодветни	para
соодветни	máis
математиката	matemáticas
математиката	matemática
математиката	as
математиката	matemáticas
кралица	raíña
кралица	queen
флота	negro
флота	frota
спроведување	a
спроведување	dirixir
специфични	específicas
специфични	específica
специфични	específico
специфични	concreto
специфични	específicos
фронт	diante
фронт	fronte
приклучи	á
приклучи	a
приклучи	aquí
приклучи	únete
лука	luca
честа	honor
честа	honra
честа	señoría
честа	súa
нападите	ataca
нападите	ataques
нозете	patas
нозете	pernas
нозете	as
нозете	legs
природна	natural
природна	normal
природна	naturais
природна	a
заштитен	protexido
мнозинство	maioría
северозападно	noroeste
уред	aparello
уред	dispositivo
уред	de
уред	historias
уред	mecanismo
потенцијал	potencial
последно	último
последно	últimos
последно	pasado
последно	última
последно	o
последно	onte
професионална	profesionais
професионална	profesional
професионална	un
одговорност	responsabilidade
одговорност	a
осуден	condenados
осуден	a
осуден	condenado
напори	esforzos
напори	esforzo
повреди	ferida
повреди	lesión
повреди	dano
повреди	ferido
милер	miller
напушта	deixar
напушта	marcho
напушта	marchar
заменет	substituída
војски	exércitos
јосиф	wilson
јосиф	joseph
пишувал	escribín
пишувал	escribiron
пишувал	escribiume
пишувал	escribiu
пишувал	a
цени	prezos
цени	os
компјутер	anfitrión
компјутер	ordenador
компјутер	computador
компјутер	ordenadores
успеси	éxito
испратен	a
испратен	enviou
испратен	mandou
измени	editar
измени	edit
измени	cambios
измени	cambia
измени	os
измени	muda
измени	cambiar
измени	mudar
измени	cambio
авиони	avións
авиони	avións
авиони	os
инвазија	invasión
фигура	figura
фигура	que
фигура	descubrir
фигура	pensar
колонија	colonia
валута	moeda
прочитајте	lin
прочитајте	ler
прочитајте	leo
прочитајте	le
популарни	popular
популарни	populares
популарни	frente
популарни	cantante
популарни	impopular
работење	traballando
работење	a
работење	traballar
работење	traballo
тексас	texas
погоре	sobre
погоре	ascende
погоре	por
погоре	riba
погоре	da
погоре	enriba
погоре	arriba
локална	local
локална	locais
локална	o
локална	de
цезар	césar
паѓа	a
паѓа	namorarse
паѓа	caendo
паѓа	derrube
паѓа	ardendo
паѓа	cae
обврски	responsabilidades
најстариот	máis
најстариот	vello
подолго	xa
подолго	máis
подолго	tempo
подолго	non
подолго	a
напредок	progreso
напредок	proceso
напредок	progresos
напредок	segue
бригада	brigade
бригада	a
бригада	brigada
принуден	obrigado
принуден	a
принуден	forzado
принуден	todo
принуден	obrigoume
принуден	recrutado
жив	vivos
жив	viva
жив	vivo
жив	vida
жив	con
добиени	recibín
добиени	recibiron
добиени	recibimos
добиени	recibiu
страв	medo
црвени	vermello
црвени	vermella
црвени	vermellos
црвени	roxa
црвени	comunista
највисоката	máis
команда	orde
команда	motoras
команда	ordes
команда	mando
команда	de
команда	comando
мајстор	mestre
мајстор	máster
мајстор	dono
мајстор	o
мајстор	propietario
мајстор	patrón
мајстор	señor
најголемо	máis
најголемо	grandes
најголемо	maiores
најголемо	maior
најголемо	mellor
најголемо	meirandes
најголемо	grande
најголемо	duns
најголемо	maior
најголемо	máis
најголемо	grande
најголемо	mellor
најголемо	maior
најголемо	máis
ран	cedo
ран	primeiras
синови	fillos
синови	os
синови	mozos
традиции	tradicións
кинг	king
кинг	rei
кинг	o
кинг	xurxo
механизам	mecanismo
стратегија	estratexia
формално	formal
сами	soa
сами	só
сами	sós
сами	soas
сами	en
сами	paz
гласање	votamos
гласање	voto
гласање	votan
гласање	votar
гласање	votos
гласање	voten
гласање	votación
успеа	e
успеа	puido
успеа	conseguimos
успеа	a
кујна	cociña
кујна	sloan
почит	respectar
почит	respeto
почит	respecto
почит	respéctanme
лекар	médico
лекар	médico
лекар	doutor
покажа	mostrou
покажа	mostrei
покажа	demostramos
покажа	que
бања	baño
бања	cuarto
бања	baño
играше	tocaba
играше	xogamos
играше	o
играше	papel
вести	noticias
вести	noticia
вести	novas
окупација	ocupación
хартија	papel
хартија	xornal
хартија	artigo
гласот	voz
гласот	a
објасни	explicar
објасни	explicarllo
објасни	explicou
детроит	detroit
погрешно	mal
погрешно	malo
кислород	osíxeno
коски	ósos
различно	diferentes
различно	distintas
различно	distinto
различно	distintos
различно	diferente
признание	confesión
планирање	planificación
успешен	éxito
успешен	exitosos
успешна	éxito
успешна	exitosos
позитивни	positivo
позитивни	positiva
изрази	se
традицијата	tradición
традицијата	tradicións
соодветна	para
соодветна	máis
соодветна	axeitada
соодветна	o
правда	justice
правда	xustiza
правда	a
правда	xuíza
правда	da
правда	aos
правда	con
популарен	popular
популарен	populares
популарен	frente
популарен	cantante
популарен	impopular
губи	perde
составени	por
менаџмент	de
менаџмент	xestión
менаџмент	dirección
менаџмент	a
мисла	que
мисла	pensaba
мисла	pensei
членка	membro
членка	da
членка	membros
топлина	calefacción
топлина	calor
топлина	o
топлина	calor
продавници	almacéns
продавници	depósitos
продавници	provisións
стотици	centos
стотици	cento
стотици	300
стотици	de
стотици	cen
стотици	100
стотици	centos
забава	ben
забава	divertido
забава	divertida
забава	festa
забава	partido
забава	entretemento
нашиот	noso
нашиот	nosas
нашиот	nosa
нашиот	nosos
нашиот	o
нашиот	a
нашиот	os
откритија	descubrimentos
нека	imos
нека	déixame
нека	vamos
гробови	foxas
гробови	comúns
гробови	tumbas
вон	von
извештаи	informes
извештаи	sobre
чисто	claro
чисто	clara
чисто	claras
чисто	puro
чисто	pura
чисто	puros
чисто	limpa
чисто	limpo
чисто	limpar
остварување	logro
остварување	lograr
карти	tarxetas
карти	cartas
карти	naipes
карти	as
карти	ás
карти	billetes
карти	entradas
мојата	meu
мојата	miña
мојата	o
мојата	a
мојата	meus
тејлор	taylor
судан	sudán
успеала	e
успеала	puido
успеала	conseguimos
успеала	a
мечот	espada
масло	petróleo
масло	aceite
масло	de
мојот	meu
мојот	miña
мојот	o
мојот	a
мојот	meus
пее	canta
пее	cantando
пее	canta
пее	cantar
пее	que
сон	soño
сон	soños
сон	con
листови	marcha
листови	follas
листови	deixa
листови	as
листови	sae
листови	sabas
сцени	escenas
ученик	estudante
ученик	estudantes
ученик	alumno
машина	máquina
машина	lavadora
машина	maquinaria
машина	metralladoras
повремено	cando
процент	por
процент	cento
болка	dor
болка	moito
затворени	pechada
затворени	pechado
затворени	pechou
затворени	pechados
затворени	sondaxes
вработените	empregados
вработените	os
ридот	outeiro
ридот	hill
ридот	outeiros
ридот	924
двојна	o
двојна	dobre
двојна	double
установи	instalacións
нормално	normal
нормално	normais
демократија	democracia
равенки	ecuación
трупи	tropas
трупи	as
извршил	cometeu
извршил	cometido
извршил	cometiches
извршил	cometeses
извршил	cometer
извршил	compromiso
извршил	cometidos
извршил	comprometido
извршил	coa
блок	mazá
блок	bloque
блок	bloquear
блок	acceso
блок	barracón
шекспир	shakespeare
технологии	tecnoloxías
трева	herba
политичко	políticas
политичко	políticos
политичко	político
политичко	política
дон	non
нација	nación
нација	país
огромни	enormes
огромни	enorme
огромни	gran
огромни	xigante
огромни	grande
огромни	enorme
огромни	enormes
задржи	a
задржи	manter
избегне	evitar
друштва	sociedades
друштва	sociedade
среќа	felicidade
среќа	a
среќа	benestar
среќа	ledicia
архитекти	arquitectos
отстранување	se
отстранување	e
отстранување	quitar
отстранување	quitamos
работна	traballando
работна	a
работна	traballar
работна	traballo
лошо	mala
лошо	malos
лошо	mal
лошо	malas
лошо	malo
лошо	mágoa
жак	jacques
сигурно	seguramente
сигурно	que
највисока	máis
највисока	máis
потрошувачите	consumidores
свири	tocar
свири	xogar
свири	xogan
свири	xogo
свири	xoga
свири	xogando
свири	xogar
свири	tocando
свири	tocar
експерименти	experimentos
прогласена	declarou
алатки	ferramentas
алатки	as
сопствени	propio
сопствени	propia
сопствени	seu
заливот	golfo
заливот	baía
четврта	cuarto
четврта	cuarta
четврта	acto
четврта	catro
четврта	infantaría
раѓањето	a
раѓањето	luz
раѓањето	nacemento
раѓањето	orixe
раѓањето	de
грчка	grego
филозофски	filosófica
имам	teño
имам	que
имам	tes
имам	ten
имам	temos
трансфер	transferir
трансфер	traslado
основен	básica
основен	básicos
основен	básico
основен	básicas
основен	as
глумец	actor
историско	históricas
историско	histórica
историско	históricos
историско	histórico
историско	histórica
класик	clásico
разбирање	entender
разбирање	comprensión
разбирање	entendemento
разбирање	comprender
дозволи	permitir
дозволи	permitirán
дозволи	permiten
дозволи	permitiría
дозволи	permitídeme
дозволи	permitimos
дозволи	permítame
ниски	pouco
ниски	baixo
ниски	baixa
ниски	baixas
ниски	baixos
решенија	solucións
решенија	solución
алкохол	alcol
алкохол	alcohol
петта	quinta
петта	quinto
развиена	desenvolveu
развиена	desenvolvido
развиена	desenvolvidos
развиена	desenvolvemos
развиена	o
целите	obxectivos
лента	cinta
танц	baile
танц	baila
танц	bailar
танц	danza
танц	baile
танц	bailando
танц	bailar
танц	bailaba
очигледно	obvio
очигледно	obvia
очигледно	evidentes
очигледно	normal
очигледно	fixo
очигледно	claro
очигледно	aparentemente
очигледно	claramente
очигледно	claro
очигледно	con
очигледно	claridade
очигледно	claro
очигледно	obviamente
мотор	máquina
мотор	motor
мотор	bicicleta
мотор	en
мотор	moto
мотор	bici
мотор	motoras
мотор	motor
побрзо	máis
побрзо	rápido
побрзо	axiña
побрзо	rápida
уништување	destrución
уништување	destrucción
републиката	república
сол	salgado
сол	sal
завршена	rematei
завршена	xa
завршена	rematado
завршена	remate
завршена	acabado
завршена	rematar
завршена	rematou
завршена	remataches
служби	servizos
служби	os
дур	plano
еднаков	equitativos
еднаков	igual
еднаков	mesmo
еднаков	iguais
еднаков	son
закана	ameaza
вистината	verdade
вистината	a
колекција	de
колекција	colección
водич	guía
пракса	unha
пракса	práctica
пракса	practicar
пракса	exercen
богат	ricos
богат	rica
богат	rico
замени	substituída
замени	substituír
сопствена	propio
сопствена	propia
сопствена	seu
инспирација	inspiración
помошник	axudante
помошник	asistente
помошник	de
капетан	capitán
капетан	meu
зима	no
зима	inverno
зима	o
коментари	comentarios
ретки	pouco
дадено	lle
дадено	a
дадено	dado
дадено	se
настава	ensinar
настава	ensino
настава	ensinanza
настава	clases
основано	fundou
читање	lin
читање	ler
читање	leo
читање	le
читање	lendo
читање	ler
читање	lectura
читање	a
обединето	dos
обединето	nos
обединето	unidos
обединето	unidas
обединето	ficade
обединето	ee
обединето	eua
кан	cannes
југоисточно	sueste
југоисточно	sureste
ограничена	limitado
ограничена	limitada
редовен	regularmente
редовен	normal
редовен	típica
редовен	de
редовен	taxis
редовен	regular
тутун	tabaco
пристигнал	cheguei
пристигнал	á
пристигнал	chegou
пристигнал	chegamos
пристигнал	chegaron
пристигнал	a
пристигнал	chegar
напиша	escribín
напиша	escribiron
напиша	escribiume
напиша	escribiu
напиша	a
часовник	ver
часовник	mirade
часовник	coidado
часовник	ten
часовник	reloxo
часовник	de
часовник	pé
подготовка	para
подготовка	a
подготовка	preparar
одбрани	escollida
одмор	vacacións
развиени	desenvolveu
развиени	desenvolvido
развиени	desenvolvidos
развиени	desenvolvemos
развиени	o
напред	fronte
напред	cara
напред	adiante
напред	diante
напред	fronte
френк	frank
френк	franco
победникот	gaña
одгледување	de
железо	ferro
виетнам	vietnam
тајна	segredo
тајна	secreto
тајна	secreta
следење	seguir
следење	seguindo
следење	seguintes
следење	seguinte
конструкција	construción
конструкција	construcción
конструкција	construír
конструкција	construtora
жолта	amarelos
жолта	amarelas
жолта	amarela
жолта	marelo
жолта	taxi
изгради	construír
изгради	crear
изгради	construir
потполно	totalmente
потполно	completamente
потполно	completo
потполно	por
помине	pasar
помине	pase
терапија	terapia
терапија	de
професионални	profesionais
професионални	profesional
професионални	un
следува	segue
следува	que
следува	vir
следува	vén
следува	vou
панк	un
дознава	aprende
ослободен	liberado
ослободен	liberados
ослободен	editaron
правилно	ben
локално	local
локално	locais
локално	o
локално	de
спас	exército
спас	de
спас	salvacionista
спас	salvación
спас	de
спас	apoio
хип	hurra
чувства	sentimentos
чувства	distancia
чувства	os
сериозно	en
сериозно	serio
асистент	axudante
асистент	asistente
асистент	de
потпишан	asinado
меморија	memoria
руско	rusa
руско	ruso
третман	tratamento
третман	tratamentos
третман	trato
стивен	stephen
стивен	steven
практика	unha
практика	práctica
практика	practicar
практика	exercen
шири	a
шири	se
шири	estendeu
шири	espállase
видел	ver
видел	viron
видел	visto
видел	vin
видел	vira
видел	viches
возрасните	adultos
возрасните	os
достигнува	chega
искористи	uso
искористи	usamos
искористи	usar
искористи	usan
финансирање	financiamento
финансирање	finanzas
алжир	alxeria
примерок	mostra
борбите	loita
борбите	contra
борбите	loitar
борбите	loitamos
борбите	combate
борбите	pelexar
борбите	combater
изговор	desculpe
изговор	perdoe
изговор	desculpa
џозеф	wilson
џозеф	joseph
шарл	charles
шарл	carlos
тенденција	tendencia
јаглерод	carbono
нашол	atopei
нашол	que
нашол	atopamos
нашол	atoparon
нашол	atopou
врвови	picos
врвови	xemelgos
лет	voo
учи	aprenden
учи	aprender
учи	a
коњи	cabalos
коњи	os
чекори	pasos
контролира	controla
боб	bob
боб	xelíns
игор	igor
членство	de
бога	deus
господ	deus
маси	mesas
маси	masas
акт	acto
акт	actuar
млада	nova
млада	mozos
млада	mozo
млада	novo
млада	moza
тежок	pesada
тежок	pesados
тежок	pesado
тежок	forte
тежок	pesa
тежок	moito
тежок	peso
тежок	intenso
тежок	difícil
тежок	dificil
топката	bola
топката	bóla
топката	pelota
топката	balón
постоел	existiu
умот	mente
умот	importa
партнер	socio
услов	condición
услов	situación
услов	doenza
услов	estado
велејќи	dicir
велејќи	dicindo
велејќи	que
велејќи	digo
велејќи	di
премиерот	pm
ограничувања	limita
ограничувања	límites
ханс	hans
одлучил	decidiron
одлучил	decidimos
одлучил	decidiu
одлучил	decidín
селани	campesiños
селани	dos
селани	labregos
селани	aldeáns
сигнал	sinal
постари	máis
постари	vella
постари	vello
постари	os
постари	maior
постари	ancián
постари	sexa
постари	maiores
постари	crecen
водечки	conducir
водечки	levar
водечки	a
водечки	até
дрога	medicamentos
дрога	fármacos
дрога	drogas
дрога	fármaco
дрога	medicamento
дрога	droga
дрога	medicamentos
џонсон	johnson
барањето	petición
двојно	o
двојно	dobre
двојно	double
предводени	levou
предводени	leva
предводени	levoume
предводени	á
паднал	caeu
паднал	namorou
паднал	caín
паднал	adormeceu
приход	os
приход	ingresos
приход	do
приход	ingreso
приход	renda
чај	té
чај	tomar
чај	de
чај	te
дале	deume
дале	deu
дале	a
сестри	irmás
културна	cultural
цивилизација	civilización
плата	soldo
плата	salario
изложба	exposición
кралска	teatro
кралска	royal
кралска	súa
кралска	real
кралска	alteza
млеко	leite
класичен	clásico
шема	padrón
шема	de
шема	patrón
шема	pauta
шема	de
единство	unidade
анализи	análise
домови	casas
домови	vivendas
домови	casa
домови	fogares
домови	atención
развивање	desenvolver
развивање	desenvolven
развивање	en
развивање	vías
развивање	desenvolvemento
развивање	desenvolvimento
развивање	e
развивање	desenvolvendo
развивање	xestación
развивање	desenvolver
ширење	a
превоз	pantalóns
превоз	volta
превоз	ir
превоз	liscar
превоз	despachos
сталин	stalin
верување	crer
верување	crenza
ангел	anxo
подобар	mellor
подобар	mellores
народите	xente
народите	fronte
дизни	disney
постоечките	existente
постоечките	existentes
постоечките	telescopios
потврди	confirmado
убие	matar
убие	a
постар	máis
постар	vella
постар	vello
постар	os
постар	maior
постар	ancián
постар	sexa
постар	maiores
постар	crecen
развиен	desenvolveu
развиен	desenvolvido
развиен	desenvolvidos
развиен	desenvolvemos
развиен	o
развиен	evolucionou
органски	orgánico
затворена	pechada
затворена	pechado
затворена	pechou
затворена	pechados
затворена	sondaxes
масовно	foxas
масовно	masa
масовно	masiva
масовно	masas
масовно	de
масовно	misa
остави	deixar
биологија	bioloxía
прстен	anel
богати	ricos
богати	rica
богати	rico
гувернер	gobernador
мек	mackie
мек	navalla
мек	mack
мек	mac
повисока	máis
повисока	altos
повисока	alta
повисока	maior
повисока	altas
повисока	tan
повисока	alto
заштитени	protexido
повик	chamada
повик	chamamos
повик	chamar
треска	febre
прошири	expandíndose
стандарден	defecto
стандарден	por
стандарден	estándar
стандарден	de
одлучи	decidiron
одлучи	decidimos
одлучи	decidiu
одлучи	decidín
одлучи	decidir
одлучи	decidimos
одлучи	deciden
одлучи	decido
одлучи	decidirá
одлучи	decide
светло	luz
светло	e
светло	brillantes
светло	brillante
централно	central
централно	primordiais
централно	centro
трудот	traballo
побарувачка	demanda
побарувачка	pido
побарувачка	custar
именувана	chamado
именувана	chámase
именувана	se
именувана	nome
именувана	chamada
модерна	modernos
модерна	moderna
модерна	as
модерна	modernas
модерна	moderno
говорот	charla
говорот	discurso
говорот	expresión
говорот	fala
кандидати	candidatos
намена	para
намена	propósito
намена	fin
намена	intención
намена	serve
намена	obxectivo
признанија	confesións
постигнати	independencia
надеж	esperanza
надеж	que
надеж	espero
надеж	agardo
богот	deus
натпис	etiqueta
приватен	privadas
приватен	privado
приватен	privada
приватен	privados
приватен	raso
приватен	soldado
автомобил	coche
автомобил	auto
автомобил	carro
пливање	nadando
пливање	nadar
пливање	piscina
пливање	á
пливање	a
пливање	nado
најпосле	fin
најпосле	finalmente
најпосле	por
најпосле	final
најпосле	ao
губење	perdendo
губење	a
губење	perder
губење	perdeu
губење	perda
влегле	entrou
влегле	na
влегле	entra
топка	bola
топка	bóla
топка	pelota
топка	balón
ограничен	limitado
ограничен	limitada
погледи	opinións
патници	pasaxeiros
роџер	roger
работниците	traballadores
работниците	os
работниците	obreiros
паралелно	paralelo
френсис	francis
факти	feitos
факти	probas
студент	estudante
студент	estudantes
студент	alumno
авион	avión
повлекување	retirada
повлекување	retirada
лична	persoal
лична	persoais
организирање	organizar
размножување	de
средини	entornos
средини	ambientes
северозапад	noroeste
детството	da
детството	infancia
детството	infantís
детството	nenez
привремено	temporalmente
привремено	temporal
поединци	persoas
поединци	individuos
поединци	autismo
ото	otto
советска	soviética
просечна	media
просечна	medio
просечна	de
просечна	estadounidense
просечна	mediocre
парчиња	partes
парчиња	pezas
парчиња	pezas
парчиња	clave
парчиња	anacos
парчиња	pedazos
изјава	declaración
директен	directa
атмосфера	atmosfera
атмосфера	ambiente
политики	políticas
мајк	mike
растение	planta
растение	vexetais
растение	de
распределба	distribución
распределба	de
надзор	vixilancia
офицер	de
офицер	oficial
офицер	policía
офицер	axente
сценарио	guión
купување	compras
купување	mercar
купување	mercando
откриена	descubrimos
откриена	descuberto
откриена	descubriu
откриена	descubrín
откриена	revelou
скот	scott
раскажува	di
раскажува	que
раскажува	lle
нуклеарна	nuclear
нуклеарна	nucleares
внук	sobriño
следен	próxima
следен	ao
следен	seguinte
следен	lado
следен	próximo
следен	o
награден	recompensado
четврти	cuarto
четврти	cuarta
четврти	acto
четврти	catro
четврти	infantaría
остана	ficou
остана	por
токио	tokio
успешни	éxito
успешни	exitosos
кели	kelly
милји	km
милји	quilómetros
милји	millas
милји	kilómetros
милји	a
дванаесет	doce
регистрирани	rexistrado
војник	soldado
војник	soldados
грижи	lle
грижи	importa
грижи	máis
одбива	rexeita
планета	planeta
музичко	musical
музичко	musicais
салата	ensalada
блуз	esa
блуз	tristeza
блуз	blues
траги	rastro
траги	pista
дното	fondo
дното	final
дното	do
дното	inferior
дното	abaixo
дното	todo
повисоки	máis
повисоки	altos
повисоки	alta
повисоки	maior
повисоки	altas
повисоки	tan
повисоки	alto
директна	directa
портрет	retrato
горан	goran
клиенти	clientes
постапки	as
постапки	accións
сто	centos
сто	cento
сто	300
сто	de
сто	cen
сто	100
посетители	visitantes
реши	solucionar
реши	resolver
константа	constante
хаус	casa
толкување	interpretación
толкување	interpretar
толкување	a
мешавина	mestura
мешавина	as
јанг	nova
јанг	mozos
јанг	mozo
јанг	novo
јанг	moza
југоисток	sueste
југоисток	sureste
агент	axente
копенхаген	consenso
копенхаген	de
копенхаген	copenhaguen
копенхаген	copenhague
загуба	perda
заболувања	enfermidades
заболувања	enfermedades
заболувања	doenzas
одржана	reunión
одржана	perdín
одржана	mans
одржана	tiña
одржана	hoxe
одржана	atopo
сицилија	sicilia
сингапур	singapur
воспоставување	establecer
воспоставување	estabelecer
приватна	privadas
приватна	privado
приватна	privada
приватна	privados
приватна	raso
приватна	soldado
кориснички	usuario
кориснички	de
дупка	buraco
дупка	burato
дупка	furado
дупка	hole
дупка	vertedoiro
актери	actores
локален	local
локален	locais
локален	o
локален	de
брани	defender
револуционери	revolucionarios
ама	pero
ама	mais
продава	vende
двапати	dobre
двапати	dúas
двапати	veces
двапати	debe
врата	porta
мајчин	nativo
мајчин	onde
мајчин	terra
концепти	conceptos
секс	sexo
секс	sexual
келн	perfume
келн	colonia
овошје	froita
нејзини	seus
нејзини	súas
нејзини	seu
нејзини	o
нејзини	súa
нејзини	a
храни	comer
храни	alimentar
храни	poderán
храни	de
храни	manter
храни	de
плус	máis
плус	mais
стабилност	estabilidade
марка	marca
програмски	de
програмски	programación
лоренс	lawrence
дробови	pulmóns
мозок	cerebrais
мозок	cerebro
мозок	cerebral
мозок	cerebro
мозок	cerebros
мозок	os
властите	autoridades
етика	ética
етика	de
етика	ética
правење	facer
правење	a
правење	de
правење	facendo
вратот	pescozo
вратот	par
вратот	deles
вратот	caluga
слават	celebrar
станаа	foi
станаа	a
станаа	converteuse
станаа	nunha
станаа	nun
станаа	en
станаа	se
станаа	converteu
возрасни	medrara
возрасни	grande
возрасни	medrou
возрасни	xa
возрасни	es
возрасни	adulto
возрасни	maior
возрасни	adultos
возрасни	os
возрасни	adultos
возрасни	adulta
возрасни	adulto
возрасни	dun
селски	aldea
селски	da
селски	pobo
селски	vila
композиции	composicións
франко	franco
хипотеза	hipótese
мајами	miami
составено	por
пристаништето	porto
клиентот	cliente
џими	jimmy
слабо	débil
слабо	mal
сопствен	propio
сопствен	propia
сопствен	seu
течност	líquido
течност	líquida
фер	xusto
фер	feira
буквално	literalmente
леб	pan
леб	cartos
вооружени	armados
вооружени	armado
вооружени	armada
вооружени	armadas
корени	as
корени	raíces
правен	xudicial
правен	legal
правен	legais
тестирање	probas
тестирање	probando
мртви	mortos
мртви	morto
мртви	morta
мртви	morreu
утврдување	determinar
