palestina	パレスチナ
genealogia	系図
genealogia	系譜
ammissione	入場
ammissione	入学
ammissione	入園
patrizia	パトリック
patrizia	パトリシア
adamo	アダム
xls	xls
pascoli	牧草
pascoli	放牧
pascoli	牧草
valenza	バレンシア
buco	ホール
kai	kai
kai	カイ
persiani	ペルシャ
raid	raid
prati	メドウズ
sciopero	ストライキ
sciopero	ストライク
accelerazione	加速度
accelerazione	加速
dito	フィンガー
unit	単位
unit	ユニット
lex	lex
martha	マーサ
attivazione	アクティブ
pinne	フィン
benvenuto	ようこそ
benvenuto	歓迎
geni	遺伝子
nascondere	ヒデ
nascondere	隠す
continuazione	続行
continuazione	続き
continuazione	継続
combustione	燃焼
misericordia	慈悲
misericordia	マーシー
goes	goes
ampiezza	振幅
garanzia	担保
garanzia	保証
garanzia	保証書
garanzia	保証
garanzia	保証書
garanzia	保障
vincenti	勝者
barba	ひげ
abitudini	習慣
bastone	バトン
bastone	スティック
nassau	ナッソー
attestato	証明書
attestato	証書
attestato	認定
caraibi	カリブ
unificazione	統一
analogamente	同じく
cpu	cpu
silent	サイレント
silent	無音
dama	チェッカー
dama	レディ
suárez	スアレス
suárez	スアレス
rush	ラッシュ
paragrafi	段落
appunti	注記
appunti	メモ
appunti	備考
appunti	ノート
marmi	大理石
marmi	marble
marmi	ビー玉
detenuti	受刑者
detenuti	囚人
pranzo	昼食
pranzo	ランチ
poliziotti	警察官
folle	気狂い
folle	狂気
jill	ジル
dakota	ダコタ
assassini	キラーズ
beyond	ビヨンド
vassallo	家臣
segreteria	事務局
dimenticare	忘却
dimenticare	forget
protestanti	プロテスタント
oregon	オレゴン
insurrezione	内乱
insurrezione	反乱
stimata	推定
reggenza	摂政
inquinamento	公害
inquinamento	汚染
mission	ミッション
mattia	マティアス
mattia	マチアス
mattia	matthias
iniezione	インジェクション
iniezione	注射
capra	カプラ
capra	ヤギ
adriana	アドリアーナ
artificiali	人工
trascrizione	転写
trascrizione	謄本
marce	ギア
louisiana	ルイジアナ
mode	モード
attenti	注意深い
omero	ホーマー
trevor	トレヴァー
trevor	トレバー
venus	ウェヌス
venus	金星
venus	ヴィーナス
razzo	ロケット
lesioni	病変
lesioni	怪我
lesioni	外傷
lesioni	怪我
gratuito	フリー
gratuito	無料
gratuito	自由
elencati	上場
banks	バンクス
erzegovina	ヘルツェゴヴィナ
caricare	読み込む
caricare	ロード
caricare	読み込み
rinaldo	リナルド
elfi	エルフ
elfi	エルフ
confuso	混乱
panico	パニック
ioni	イオン
ioni	イオン
mick	ミック
penna	pen
penna	ペン
riorganizzazione	更生
guatemala	グアテマラ
guatemala	グアテマラ
rubato	ストール
sedia	いす
sedia	チェア
sedia	椅子
approssimativamente	おおよそ
designazione	指定
alleata	アライ
alleata	アリー
guardiano	キーパー
guardiano	ガーディアン
guardiano	後見人
nevada	ネバダ
monster	怪物
monster	モンスター
monster	怪獣
grafiche	グラフィック
grafiche	グラフィックス
complice	共犯
rocky	ロッキー
belluno	ベッルーノ
mcdonald	マクドナルド
preferenze	設定
wii	wii
twilight	トワイライト
twilight	たそがれ
wing	ウイング
travis	トラヴィス
unitario	ユニタリ
arrestare	逮捕
aspetta	待つ
aspetta	待ち
lily	ユリ
lily	リリー
strauss	シュトラウス
imposte	税金
vittore	ヴィクター
vittore	ビクター
essenza	エッセンス
essenza	本質
razionale	rational
para	パラ
energie	エネルギー
energie	エネルギー
low	低い
documentari	ドキュメンタリー
documentari	ドキュメンタリー
karate	空手
andre	アンドレ
baritono	バリトン
consapevolezza	意識
julio	フリオ
burns	バーンズ
burns	やけど
sintassi	構文
jun	jun
jun	じゅん
pratt	プラット
robbie	ロビー
emissioni	排出
api	ミツバチ
api	ハチ
api	api
api	api
gioielli	宝石
gioielli	ジュエリー
gioielli	宝石
gioielli	ジュエリー
residenziale	住宅
residenziale	住宅地
revolution	revolution
revolution	革命
revolution	レボリューション
proporzionale	比例
messicana	メキシコ
messicana	メキシカン
álvarez	アルヴァレス
padiglione	パビリオン
padiglione	ホール
june	六月
remo	オール
remo	rsa
remo	レモ
indigeni	先住民
maxwell	マックスウェル
maxwell	マクスウェル
attive	アクティブ
stress	ストレス
abbreviazione	略語
abbreviazione	略記
abbreviazione	略称
abbreviazione	短縮
abbreviazione	ショートニング
confessione	懺悔
confessione	自白
curioso	好奇心
curioso	興味津々
doni	ギフト
doni	贈り物
ceneri	ash
organica	有機
piramide	ピラミッド
distintivo	バッジ
ace	エース
gérard	ジェラール
alieno	エイリアン
montreal	モントリオール
neonato	新生児
neonato	幼児
neonato	乳児
freedom	freedom
freedom	自由
matera	マテーラ
dubbia	疑わしい
dubbia	疑念
bandito	盗賊
pearl	真珠
agg	agg
turn	ターン
turn	曲がる
tropicali	トロピカル
tropicali	熱帯
pallamano	ハンドボール
solomon	ソロモン
benessere	ウェルネス
seme	精液
seme	種子
seme	シード
patrizio	パトリック
vivace	活気
pugilato	ボクシング
avorio	象牙
valide	有効
manovre	演習
spettatore	ビューア
evidenziato	ハイライト
programmato	予定
ripetizione	繰り返し
ripetizione	反復
ripetizione	繰り返し
ripetizione	繰り返す
ripetizione	繰り返し
schemi	パターン
schemi	レイアウト
schemi	スキーム
quinn	クイン
target	ターゲット
avanzate	上級
jam	ジャム
parto	分娩
parto	出産
parto	誕生
arteria	動脈
erezione	勃起
includere	含める
terminal	端末
terminal	ターミナル
asilo	幼稚園
asilo	幼稚園
semplicità	シンプル
rendimento	出来上がり
rendimento	利回り
heat	ヒート
leghe	合金
leghe	リーグ
leghe	合金
direttori	取締役
detenuto	受刑者
detenuto	囚人
detenuto	開催
detenuto	拘留
detenuto	捕虜
detenuto	囚人
detenuto	受刑者
furia	激怒
furia	フューリー
furia	暴れ
schiavo	奴隷
thriller	スリラー
mah	mah
retto	直腸
crystal	crystal
crystal	結晶
crystal	クリスタル
fantasmi	お化け
fantasmi	幽霊
fantasmi	ゴースト
fantasmi	ゴースト
gate	ゲート
ambasciata	大使館
levy	レヴィ
range	範囲
range	レンジ
pollici	親指
pollici	インチ
newman	ニューマン
elettronici	エレクトロニック
shock	ショック
shock	衝撃
agnese	アグネス
samurai	サムライ
samurai	武士
woody	ウッディー
casey	ケーシー
novo	ノヴォ
sostituto	置換
borghesia	ブルジョア
ubicazione	所在地
ubicazione	ロケーション
ubicazione	場所
etimologia	語源
cuori	hearts
cuori	ハーツ
wave	波動
wave	ウェーブ
finanziamento	融資
segmenti	セグメント
segmenti	セグメント
segmenti	線分
leggo	読み
leggo	読み込み
leggo	読み取り
leggo	読む
assorbimento	吸収
artico	北極
limited	限定
limited	limited
diffondere	広がる
orfana	孤児
orfana	孤児
joachim	ヨアヒム
joachim	ヨアキム
festeggiare	お祝い
festeggiare	祝う
affinità	アフィニティ
progressive	プログレッシブ
aeroporti	空港
lionel	ライオネル
pescatori	漁師
pescatori	漁師
accademica	アカデミック
solitudine	孤独
solitudine	孤独
solitudine	孤独
solitudine	寂しい
adorazione	礼拝
adorazione	崇拝
sconosciuti	不明
cry	クライ
cry	泣く
cry	泣き
voice	ボイス
voice	音声
arsenal	アーセナル
arsenal	工廠
oracolo	oracle
oracolo	オラクル
oracolo	神託
puccini	プッチーニ
decadenza	崩壊
decadenza	減衰
decadenza	撤回
decadenza	取消し
decadenza	デカダンス
attrezzature	道具
attrezzature	装備
attrezzature	機器
attrezzature	機材
replica	レプリカ
festeggiamenti	お祭り
festeggiamenti	祝賀会
festeggiamenti	お祝い
jiří	イジー
mickey	ミッキー
homer	ホーマー
minime	最低限
minime	最低
minime	最小
thor	トール
promo	プロモ
ulisse	オデュッセウス
canyon	峡谷
intermedio	中間
intermedio	中級
ángel	アンヘル
barbarossa	バルバロッサ
palestra	体育館
palestra	ジム
palestra	体育館
olivia	オリヴィア
assenti	不在
assenti	欠席
biella	ビエッラ
tagliare	裁断
tagliare	切り取り
tagliare	cut
tagliare	カット
tagliare	切り取り
egidio	ジャイルズ
melissa	メリッサ
sottomissione	提出
terrorismo	テロリズム
terrorismo	テロ
cincinnati	シンシナティ
rilevare	検知
rilevare	検出
emerson	エマーソン
assessore	参事官
jeffrey	ジェフリー
rappresentativa	代理人
estinto	絶滅
narratore	語り手
churchill	チャーチル
lontani	遠い
branca	支店
branca	支社
branca	ブランチ
branca	支部
nastri	リボン
nastri	テープ
ghiacciaio	氷河
alberti	アルベルティ
svizzeri	スイス
realismo	リアリズム
beth	ベス
pericolosi	危険
jeanne	ジャンヌ
angola	アンゴラ
angola	アンゴラ
freni	ブレーキ
freni	ブレーキ
accessori	アクセサリ
accessori	アクセサリー
accessori	アクセサリー
luc	リュック
clinton	クリントン
differenziale	差動
differenziale	微分
troll	トロール
troll	トロール
ontario	オンタリオ
canadian	カナダ
canadian	カナディアン
urbane	アーバン
convertito	変換
convertito	コンバート
convertito	改宗
casse	クラテス
vega	ベガ
biglietto	切符
biglietto	チケット
rapimento	誘拐
rapimento	拉致
rapimento	拉致
brevetto	特許
squadrone	戦隊
squadrone	分隊
pomerania	ポメラニアン
pomerania	ポメラニア
tours	ツアー
tours	トゥール
breda	ブレダ
breda	レーダ
fury	激怒
fury	フューリー
palcoscenico	舞台
palcoscenico	ステージ
tabelle	テーブル
obiezioni	異議
dale	デイル
dale	デール
officina	ワークショップ
officina	作業場
anarchico	アナキズム
cosmo	コスモ
cosmo	cosmos
cosmo	コスモス
paroliere	作詞家
mazza	bat
mazza	コウモリ
mazza	バット
mazza	メース
mazza	メイス
oswald	オズワルド
spike	スパイク
asteroidi	小惑星
asteroidi	小惑星
ego	エゴ
theodore	テオドール
globo	グローブ
emil	エミル
key	キー
key	key
eppure	yet
clay	クレイ
clay	粘土
milizia	民兵
fiba	fiba
reggimenti	連隊
impronta	足跡
invasioni	侵攻
invasioni	侵略
invasioni	侵攻
irving	アーヴィング
etichette	ラベル
etichette	ラベル
etichette	タグ
drop	ドロップ
ispirati	インスパイア
previsione	予言
previsione	予測
previsione	予報
previsione	予測
nettuno	海王星
nettuno	ネプチューン
camion	トラック
camion	トラック
espulsione	除名
espulsione	退学
espulsione	取り出し
curatore	キュレーター
quaderni	ノート
norimberga	ニュルンベルク
norimberga	ニュルンベルク
primitivo	プライマル
primitivo	プリミティブ
spiagge	ビーチ
spiagge	砂浜
spiagge	ビーチ
salomone	サロモン
salomone	ソロモン
independent	独立
independent	インディペンデント
client	クライアント
quercia	オーク
glory	グローリー
lena	レナ
avvocati	弁護士
avvocati	弁護士
penny	ペニー
apocalisse	黙示録
tranquillo	静けさ
tranquillo	静か
siluri	魚雷
siluri	魚雷
segnala	レポート
segnala	報告
trail	トレイル
andrews	アンドリュース
scherzo	ジョーク
scherzo	冗談
scherzo	冗談
scherzo	冗談
scherzo	イタズラ
arrestati	逮捕
petit	プチ
galaxy	銀河
galaxy	銀河系
blair	ブレア
shot	ショット
shot	ショット
pellegrinaggio	巡礼
bellinzona	ベッリンツォーナ
immigrazione	入国
immigrazione	移民
pepe	ペッパー
pepe	胡椒
pepe	コショウ
ripetere	繰り返し
ripetere	繰り返す
ripetere	繰り返し
piazze	正方形
coma	昏睡
ballata	バラード
ballata	バラッド
cornelio	コルネリウス
cornelio	コーネリアス
berry	ベリー
bellissima	美しい
bellissima	ビューティフル
bellissima	豪華
bellissima	ゴージャス
clarinetto	クラリネット
fili	ワイヤ
fili	針金
fili	ワイヤー
fili	ワイヤー
african	アフリカ
shane	シェーン
eden	エデン
romance	ロマンス
riflessi	反射
ammette	認める
fogli	シート
fogli	シート
fogli	シーツ
aumentando	増加
basilio	バジル
basilio	バジリコ
kerry	ケリー
running	走る
running	ランニング
weekend	週末
weekend	週末
fornitura	サプライ
fornitura	供給
attento	注意深い
capsula	カプセル
diamanti	ダイヤモンド
diamanti	ダイアモンド
diamanti	ダイヤモンド
pagato	有料
susa	須佐
obbligatorio	必須
obbligatorio	強制
rovigo	ロヴィーゴ
elliott	エリオット
pitture	塗料
pitture	絵の具
innovazioni	革新
innovazioni	イノベーション
innovazioni	イノベーション
carenza	欠如
carenza	不足
carenza	不足
plasma	プラズマ
trombone	トロンボーン
itinerario	経路
itinerario	ルート
itinerario	旅程
inclinazione	ティルト
inclinazione	傾き
andersen	アンデルセン
alexis	アレクシス
berg	ベルク
fegato	レバー
fegato	肝臓
annullato	キャンセル
annullato	キャンセル
difetto	欠陥
difetto	瑕疵
difetto	欠陥
felici	ハッピー
felici	幸せ
ironia	皮肉
ironia	皮肉
quo	quo
rifornimento	給油
yamaha	ヤマハ
resurrezione	復活
hammond	ハモンド
sailor	船員
equatore	赤道
rapina	強盗
against	反対
nadia	ナディア
barletta	バルレッタ
attentati	攻撃
aquino	アキノ
triplo	トリプル
norton	ノートン
siberia	シベリア
quantistica	量子
falsi	false
falsi	虚偽
falsi	フェイク
sinagoga	シナゴーグ
giulietta	ジュリエッタ
giulietta	ジュリエット
mela	リンゴ
mela	りんご
mela	アップル
mela	林檎
neal	ニール
bibliotecario	司書
malati	病気
allarme	アラーム
allarme	アラート
contadino	農民
contadino	農家
ronnie	ロニー
gerarchia	ヒエラルキー
riflessioni	反射
riflessioni	反射
riflessioni	リフレクション
pale	青白い
pale	ペール
decollo	離陸
conservatori	保守
rotterdam	ロッテルダム
gabinetto	トイレ
gabinetto	便器
gabinetto	内閣
gabinetto	キャビネット
predatori	捕食
brett	ブレット
camille	カミーユ
camille	カミール
ida	アイダ
ida	イダ
école	エコール
april	四月
april	エイプリル
circostanza	状況
bonifica	干拓
udinese	ウディネーゼ
better	ベター
mega	メガ
mega	mega
futsal	フットサル
solida	固体
sfide	課題
sfide	チャレンジ
sfide	挑戦
commissioni	コミッション
squalifica	欠格
ripetuti	繰り返し
retorica	修辞
zara	ザラ
zara	ザダル
spp	spp
trade	貿易
trade	トレード
trade	取引
rotonda	ラウンドアバウト
rotonda	遠回り
ladri	盗賊
maggie	マギー
attualità	news
attualità	ニュース
mongolia	モンゴル
illegale	違法
pay	支払う
pay	支払い
applica	応募
applica	適用
singer	シンガー
proiezioni	投影
ufo	ufo
infermiera	ナース
barista	バーテンダー
barista	バリスタ
sessioni	セッションズ
sessioni	セッション
woods	ウッズ
anhalt	アンハルト
energetico	エネルギッシュ
emergere	emerge
emergere	出現
fascino	チャーム
fascino	魅力
consensi	合意
sri	sri
entroterra	内陸
ensemble	アンサンブル
broken	壊れた
thierry	ティエリー
romantica	ロマンチック
sospesa	中断
word	ワード
word	言葉
word	単語
word	word
finta	フェイク
imporre	課す
curriculum	カリキュラム
curriculum	再開
nantes	ナント
lauren	ローレン
sindacato	ユニオン
sindacato	シンジケート
memphis	メンフィス
coltello	ナイフ
sommergibili	潜水艦
crimea	クリミア半島
crimea	クリミア半島
sciabola	サーベル
sciabola	サーベル
youth	青年
youth	若者
youth	ユース
youth	青春
balcani	バルカン
controversia	申し立て
controversia	論争
cancella	取り消し
cancella	キャンセル
cancella	取り消す
cancella	消去
cancella	削除
astronave	宇宙船
calcestruzzo	コンクリート
vitali	ヴィターリ
magazzini	倉庫
tiri	引っ張る
tiri	プル
savage	サベージ
parallela	パラレル
parallela	並列
